context: So that flowers may bloom with innumerable deaths providing their nourishment, response:	Riko! So that flowers may bloom with innumerable deaths providing their nourishment,
context: It's a good thing she passed out...\Alright, I think that should do for the time being.\Ah, that's a relief.\But, now comes the hard part.\I'm going to need you to go out and fetch a bunch of stuff.\Wha...?!\Just tell me what I need to do!\Don't get so close! response:	Sorry for doubting you earlier!
context: Alright, I think that should do for the time being.\Ah, that's a relief.\But, now comes the hard part.\I'm going to need you to go out and fetch a bunch of stuff.\Wha...?!\Just tell me what I need to do!\Don't get so close!\Sorry for doubting you earlier! response:	I'm begging you, Nanachi! Please save Riko!
context: Ah, that's a relief.\But, now comes the hard part.\I'm going to need you to go out and fetch a bunch of stuff.\Wha...?!\Just tell me what I need to do!\Don't get so close!\Sorry for doubting you earlier!\I'm begging you, Nanachi! Please save Riko! response:	Anyway...
context: But, now comes the hard part.\I'm going to need you to go out and fetch a bunch of stuff.\Wha...?!\Just tell me what I need to do!\Don't get so close!\Sorry for doubting you earlier!\I'm begging you, Nanachi! Please save Riko!\Anyway... response:	why didn't you cut her at the elbow joint?
context: I'm going to need you to go out and fetch a bunch of stuff.\Wha...?!\Just tell me what I need to do!\Don't get so close!\Sorry for doubting you earlier!\I'm begging you, Nanachi! Please save Riko!\Anyway...\why didn't you cut her at the elbow joint? response:	You could've taken her arm off from the joint without breaking the bone first...
context: Wha...?!\Just tell me what I need to do!\Don't get so close!\Sorry for doubting you earlier!\I'm begging you, Nanachi! Please save Riko!\Anyway...\why didn't you cut her at the elbow joint?\You could've taken her arm off from the joint without breaking the bone first... response:	Uh, well...
context: Just tell me what I need to do!\Don't get so close!\Sorry for doubting you earlier!\I'm begging you, Nanachi! Please save Riko!\Anyway...\why didn't you cut her at the elbow joint?\You could've taken her arm off from the joint without breaking the bone first...\Uh, well... response:	Were you perhaps just following her directions?
context: Don't get so close!\Sorry for doubting you earlier!\I'm begging you, Nanachi! Please save Riko!\Anyway...\why didn't you cut her at the elbow joint?\You could've taken her arm off from the joint without breaking the bone first...\Uh, well...\Were you perhaps just following her directions? response:	Y-yeah...
context: Sorry for doubting you earlier!\I'm begging you, Nanachi! Please save Riko!\Anyway...\why didn't you cut her at the elbow joint?\You could've taken her arm off from the joint without breaking the bone first...\Uh, well...\Were you perhaps just following her directions?\Y-yeah... response:	I see...
context: I'm begging you, Nanachi! Please save Riko!\Anyway...\why didn't you cut her at the elbow joint?\You could've taken her arm off from the joint without breaking the bone first...\Uh, well...\Were you perhaps just following her directions?\Y-yeah...\I see... response:	She's an extraordinary girl.
context: Anyway...\why didn't you cut her at the elbow joint?\You could've taken her arm off from the joint without breaking the bone first...\Uh, well...\Were you perhaps just following her directions?\Y-yeah...\I see...\She's an extraordinary girl. response:	Y-yeah...?
context: why didn't you cut her at the elbow joint?\You could've taken her arm off from the joint without breaking the bone first...\Uh, well...\Were you perhaps just following her directions?\Y-yeah...\I see...\She's an extraordinary girl.\Y-yeah...? response:	If the part past the elbow is left intact,
context: You could've taken her arm off from the joint without breaking the bone first...\Uh, well...\Were you perhaps just following her directions?\Y-yeah...\I see...\She's an extraordinary girl.\Y-yeah...?\If the part past the elbow is left intact, response:	then it totally changes the things it's possible to do when out cave raiding.
context: Uh, well...\Were you perhaps just following her directions?\Y-yeah...\I see...\She's an extraordinary girl.\Y-yeah...?\If the part past the elbow is left intact,\then it totally changes the things it's possible to do when out cave raiding. response:	She was still determined to press on.
context: Were you perhaps just following her directions?\Y-yeah...\I see...\She's an extraordinary girl.\Y-yeah...?\If the part past the elbow is left intact,\then it totally changes the things it's possible to do when out cave raiding.\She was still determined to press on. response:	Even finding herself in that situation, she still didn't give up on her adventure.
context: Y-yeah...\I see...\She's an extraordinary girl.\Y-yeah...?\If the part past the elbow is left intact,\then it totally changes the things it's possible to do when out cave raiding.\She was still determined to press on.\Even finding herself in that situation, she still didn't give up on her adventure. response:	R-Riko...
context: I see...\She's an extraordinary girl.\Y-yeah...?\If the part past the elbow is left intact,\then it totally changes the things it's possible to do when out cave raiding.\She was still determined to press on.\Even finding herself in that situation, she still didn't give up on her adventure.\R-Riko... response:	Oh, th-that's right!
context: She's an extraordinary girl.\Y-yeah...?\If the part past the elbow is left intact,\then it totally changes the things it's possible to do when out cave raiding.\She was still determined to press on.\Even finding herself in that situation, she still didn't give up on her adventure.\R-Riko...\Oh, th-that's right! response:	I still haven't told you our names!
context: Y-yeah...?\If the part past the elbow is left intact,\then it totally changes the things it's possible to do when out cave raiding.\She was still determined to press on.\Even finding herself in that situation, she still didn't give up on her adventure.\R-Riko...\Oh, th-that's right!\I still haven't told you our names! response:	I'm Reg! And that's Riko!
context: If the part past the elbow is left intact,\then it totally changes the things it's possible to do when out cave raiding.\She was still determined to press on.\Even finding herself in that situation, she still didn't give up on her adventure.\R-Riko...\Oh, th-that's right!\I still haven't told you our names!\I'm Reg! And that's Riko! response:	I know...
context: then it totally changes the things it's possible to do when out cave raiding.\She was still determined to press on.\Even finding herself in that situation, she still didn't give up on her adventure.\R-Riko...\Oh, th-that's right!\I still haven't told you our names!\I'm Reg! And that's Riko!\I know... response:	It's the first time anyone like you two has come here.
context: She was still determined to press on.\Even finding herself in that situation, she still didn't give up on her adventure.\R-Riko...\Oh, th-that's right!\I still haven't told you our names!\I'm Reg! And that's Riko!\I know...\It's the first time anyone like you two has come here. response:	Ever since you entered my hunting grounds, I've been listening to everything you've said.
context: Even finding herself in that situation, she still didn't give up on her adventure.\R-Riko...\Oh, th-that's right!\I still haven't told you our names!\I'm Reg! And that's Riko!\I know...\It's the first time anyone like you two has come here.\Ever since you entered my hunting grounds, I've been listening to everything you've said. response:	Th-then...
context: R-Riko...\Oh, th-that's right!\I still haven't told you our names!\I'm Reg! And that's Riko!\I know...\It's the first time anyone like you two has come here.\Ever since you entered my hunting grounds, I've been listening to everything you've said.\Th-then... response:	the presence I sensed right after we entered the fourth layer...
context: Oh, th-that's right!\I still haven't told you our names!\I'm Reg! And that's Riko!\I know...\It's the first time anyone like you two has come here.\Ever since you entered my hunting grounds, I've been listening to everything you've said.\Th-then...\the presence I sensed right after we entered the fourth layer... response:	It was you!
context: I still haven't told you our names!\I'm Reg! And that's Riko!\I know...\It's the first time anyone like you two has come here.\Ever since you entered my hunting grounds, I've been listening to everything you've said.\Th-then...\the presence I sensed right after we entered the fourth layer...\It was you! response:	Yeah, that's right.
context: I'm Reg! And that's Riko!\I know...\It's the first time anyone like you two has come here.\Ever since you entered my hunting grounds, I've been listening to everything you've said.\Th-then...\the presence I sensed right after we entered the fourth layer...\It was you!\Yeah, that's right. response:	I was watching the entire time.
context: I know...\It's the first time anyone like you two has come here.\Ever since you entered my hunting grounds, I've been listening to everything you've said.\Th-then...\the presence I sensed right after we entered the fourth layer...\It was you!\Yeah, that's right.\I was watching the entire time. response:	Otherwise, I wouldn't be able to treat the orbed-piercer's poison, would I?
context: It's the first time anyone like you two has come here.\Ever since you entered my hunting grounds, I've been listening to everything you've said.\Th-then...\the presence I sensed right after we entered the fourth layer...\It was you!\Yeah, that's right.\I was watching the entire time.\Otherwise, I wouldn't be able to treat the orbed-piercer's poison, would I? response:	Wait a minute...
context: Ever since you entered my hunting grounds, I've been listening to everything you've said.\Th-then...\the presence I sensed right after we entered the fourth layer...\It was you!\Yeah, that's right.\I was watching the entire time.\Otherwise, I wouldn't be able to treat the orbed-piercer's poison, would I?\Wait a minute... response:	So, even when that thing attacked us, you were...
context: Th-then...\the presence I sensed right after we entered the fourth layer...\It was you!\Yeah, that's right.\I was watching the entire time.\Otherwise, I wouldn't be able to treat the orbed-piercer's poison, would I?\Wait a minute...\So, even when that thing attacked us, you were... response:	Yeah, I was watching... and I heard it all, too.
context: the presence I sensed right after we entered the fourth layer...\It was you!\Yeah, that's right.\I was watching the entire time.\Otherwise, I wouldn't be able to treat the orbed-piercer's poison, would I?\Wait a minute...\So, even when that thing attacked us, you were...\Yeah, I was watching... and I heard it all, too. response:	The look on your face says, Then why didn't you help us?
context: It was you!\Yeah, that's right.\I was watching the entire time.\Otherwise, I wouldn't be able to treat the orbed-piercer's poison, would I?\Wait a minute...\So, even when that thing attacked us, you were...\Yeah, I was watching... and I heard it all, too.\The look on your face says, Then why didn't you help us? response:	I was simply interested in what the deal was with you guys, you see.
context: Yeah, that's right.\I was watching the entire time.\Otherwise, I wouldn't be able to treat the orbed-piercer's poison, would I?\Wait a minute...\So, even when that thing attacked us, you were...\Yeah, I was watching... and I heard it all, too.\The look on your face says, Then why didn't you help us?\I was simply interested in what the deal was with you guys, you see. response:	From the very beginning, I had no intention of showing myself.
context: I was watching the entire time.\Otherwise, I wouldn't be able to treat the orbed-piercer's poison, would I?\Wait a minute...\So, even when that thing attacked us, you were...\Yeah, I was watching... and I heard it all, too.\The look on your face says, Then why didn't you help us?\I was simply interested in what the deal was with you guys, you see.\From the very beginning, I had no intention of showing myself. response:	S-so then, why did you save us?
context: Otherwise, I wouldn't be able to treat the orbed-piercer's poison, would I?\Wait a minute...\So, even when that thing attacked us, you were...\Yeah, I was watching... and I heard it all, too.\The look on your face says, Then why didn't you help us?\I was simply interested in what the deal was with you guys, you see.\From the very beginning, I had no intention of showing myself.\S-so then, why did you save us? response:	Because I started to pity you.
context: Wait a minute...\So, even when that thing attacked us, you were...\Yeah, I was watching... and I heard it all, too.\The look on your face says, Then why didn't you help us?\I was simply interested in what the deal was with you guys, you see.\From the very beginning, I had no intention of showing myself.\S-so then, why did you save us?\Because I started to pity you. response:	Riko, don't leave me!
context: So, even when that thing attacked us, you were...\Yeah, I was watching... and I heard it all, too.\The look on your face says, Then why didn't you help us?\I was simply interested in what the deal was with you guys, you see.\From the very beginning, I had no intention of showing myself.\S-so then, why did you save us?\Because I started to pity you.\Riko, don't leave me! response:	You were sobbing like some lost little kid.
context: Yeah, I was watching... and I heard it all, too.\The look on your face says, Then why didn't you help us?\I was simply interested in what the deal was with you guys, you see.\From the very beginning, I had no intention of showing myself.\S-so then, why did you save us?\Because I started to pity you.\Riko, don't leave me!\You were sobbing like some lost little kid. response:	I couldn't bear to watch.
context: The look on your face says, Then why didn't you help us?\I was simply interested in what the deal was with you guys, you see.\From the very beginning, I had no intention of showing myself.\S-so then, why did you save us?\Because I started to pity you.\Riko, don't leave me!\You were sobbing like some lost little kid.\I couldn't bear to watch. response:	What was that?
context: I was simply interested in what the deal was with you guys, you see.\From the very beginning, I had no intention of showing myself.\S-so then, why did you save us?\Because I started to pity you.\Riko, don't leave me!\You were sobbing like some lost little kid.\I couldn't bear to watch.\What was that? response:	Is there someone else here?
context: From the very beginning, I had no intention of showing myself.\S-so then, why did you save us?\Because I started to pity you.\Riko, don't leave me!\You were sobbing like some lost little kid.\I couldn't bear to watch.\What was that?\Is there someone else here? response:	Just somebody I live with.
context: S-so then, why did you save us?\Because I started to pity you.\Riko, don't leave me!\You were sobbing like some lost little kid.\I couldn't bear to watch.\What was that?\Is there someone else here?\Just somebody I live with. response:	I'll introduce you.
context: Because I started to pity you.\Riko, don't leave me!\You were sobbing like some lost little kid.\I couldn't bear to watch.\What was that?\Is there someone else here?\Just somebody I live with.\I'll introduce you. response:	This is my cute little Mitty.
context: Riko, don't leave me!\You were sobbing like some lost little kid.\I couldn't bear to watch.\What was that?\Is there someone else here?\Just somebody I live with.\I'll introduce you.\This is my cute little Mitty. response:	Wh-what is that...?
context: You were sobbing like some lost little kid.\I couldn't bear to watch.\What was that?\Is there someone else here?\Just somebody I live with.\I'll introduce you.\This is my cute little Mitty.\Wh-what is that...? response:	This girl is also a Hollow.
context: I couldn't bear to watch.\What was that?\Is there someone else here?\Just somebody I live with.\I'll introduce you.\This is my cute little Mitty.\Wh-what is that...?\This girl is also a Hollow. response:	Wha...?
context: What was that?\Is there someone else here?\Just somebody I live with.\I'll introduce you.\This is my cute little Mitty.\Wh-what is that...?\This girl is also a Hollow.\Wha...? response:	Have you heard about the strain of ascending in the sixth layer?
context: Is there someone else here?\Just somebody I live with.\I'll introduce you.\This is my cute little Mitty.\Wh-what is that...?\This girl is also a Hollow.\Wha...?\Have you heard about the strain of ascending in the sixth layer? response:	I'm quite sure it was, the loss of your humanity or even death.
context: Just somebody I live with.\I'll introduce you.\This is my cute little Mitty.\Wh-what is that...?\This girl is also a Hollow.\Wha...?\Have you heard about the strain of ascending in the sixth layer?\I'm quite sure it was, the loss of your humanity or even death. response:	Right, if someone survives the Curse of the depths' sixth layer, this's what becomes of them.
context: I'll introduce you.\This is my cute little Mitty.\Wh-what is that...?\This girl is also a Hollow.\Wha...?\Have you heard about the strain of ascending in the sixth layer?\I'm quite sure it was, the loss of your humanity or even death.\Right, if someone survives the Curse of the depths' sixth layer, this's what becomes of them. response:	Their personality and intellect vanish.
context: This is my cute little Mitty.\Wh-what is that...?\This girl is also a Hollow.\Wha...?\Have you heard about the strain of ascending in the sixth layer?\I'm quite sure it was, the loss of your humanity or even death.\Right, if someone survives the Curse of the depths' sixth layer, this's what becomes of them.\Their personality and intellect vanish. response:	As the name implies, they become a hollow husk of the person who once was.
context: Wh-what is that...?\This girl is also a Hollow.\Wha...?\Have you heard about the strain of ascending in the sixth layer?\I'm quite sure it was, the loss of your humanity or even death.\Right, if someone survives the Curse of the depths' sixth layer, this's what becomes of them.\Their personality and intellect vanish.\As the name implies, they become a hollow husk of the person who once was. response:	No matter what anyone tries, they can never go back to the way they were.
context: This girl is also a Hollow.\Wha...?\Have you heard about the strain of ascending in the sixth layer?\I'm quite sure it was, the loss of your humanity or even death.\Right, if someone survives the Curse of the depths' sixth layer, this's what becomes of them.\Their personality and intellect vanish.\As the name implies, they become a hollow husk of the person who once was.\No matter what anyone tries, they can never go back to the way they were. response:	That trick you used where you extended your arm...
context: Wha...?\Have you heard about the strain of ascending in the sixth layer?\I'm quite sure it was, the loss of your humanity or even death.\Right, if someone survives the Curse of the depths' sixth layer, this's what becomes of them.\Their personality and intellect vanish.\As the name implies, they become a hollow husk of the person who once was.\No matter what anyone tries, they can never go back to the way they were.\That trick you used where you extended your arm... response:	Just thinking about what would happen if you did that on the sixth layer is pretty thrilling, huh?
context: Have you heard about the strain of ascending in the sixth layer?\I'm quite sure it was, the loss of your humanity or even death.\Right, if someone survives the Curse of the depths' sixth layer, this's what becomes of them.\Their personality and intellect vanish.\As the name implies, they become a hollow husk of the person who once was.\No matter what anyone tries, they can never go back to the way they were.\That trick you used where you extended your arm...\Just thinking about what would happen if you did that on the sixth layer is pretty thrilling, huh? response:	B-but, Nanachi!
context: I'm quite sure it was, the loss of your humanity or even death.\Right, if someone survives the Curse of the depths' sixth layer, this's what becomes of them.\Their personality and intellect vanish.\As the name implies, they become a hollow husk of the person who once was.\No matter what anyone tries, they can never go back to the way they were.\That trick you used where you extended your arm...\Just thinking about what would happen if you did that on the sixth layer is pretty thrilling, huh?\B-but, Nanachi! response:	You...
context: Right, if someone survives the Curse of the depths' sixth layer, this's what becomes of them.\Their personality and intellect vanish.\As the name implies, they become a hollow husk of the person who once was.\No matter what anyone tries, they can never go back to the way they were.\That trick you used where you extended your arm...\Just thinking about what would happen if you did that on the sixth layer is pretty thrilling, huh?\B-but, Nanachi!\You... response:	You're not like that!
context: Their personality and intellect vanish.\As the name implies, they become a hollow husk of the person who once was.\No matter what anyone tries, they can never go back to the way they were.\That trick you used where you extended your arm...\Just thinking about what would happen if you did that on the sixth layer is pretty thrilling, huh?\B-but, Nanachi!\You...\You're not like that! response:	Well, there's a reason, you see, that I'm an exception among exceptions.
context: As the name implies, they become a hollow husk of the person who once was.\No matter what anyone tries, they can never go back to the way they were.\That trick you used where you extended your arm...\Just thinking about what would happen if you did that on the sixth layer is pretty thrilling, huh?\B-but, Nanachi!\You...\You're not like that!\Well, there's a reason, you see, that I'm an exception among exceptions. response:	Don't get your hopes up.
context: No matter what anyone tries, they can never go back to the way they were.\That trick you used where you extended your arm...\Just thinking about what would happen if you did that on the sixth layer is pretty thrilling, huh?\B-but, Nanachi!\You...\You're not like that!\Well, there's a reason, you see, that I'm an exception among exceptions.\Don't get your hopes up. response:	There, there...
context: That trick you used where you extended your arm...\Just thinking about what would happen if you did that on the sixth layer is pretty thrilling, huh?\B-but, Nanachi!\You...\You're not like that!\Well, there's a reason, you see, that I'm an exception among exceptions.\Don't get your hopes up.\There, there... response:	Mitty, you're special, too.
context: Just thinking about what would happen if you did that on the sixth layer is pretty thrilling, huh?\B-but, Nanachi!\You...\You're not like that!\Well, there's a reason, you see, that I'm an exception among exceptions.\Don't get your hopes up.\There, there...\Mitty, you're special, too. response:	That reminds me.
context: B-but, Nanachi!\You...\You're not like that!\Well, there's a reason, you see, that I'm an exception among exceptions.\Don't get your hopes up.\There, there...\Mitty, you're special, too.\That reminds me. response:	If a cave raider becomes a Hollow,
context: You...\You're not like that!\Well, there's a reason, you see, that I'm an exception among exceptions.\Don't get your hopes up.\There, there...\Mitty, you're special, too.\That reminds me.\If a cave raider becomes a Hollow, response:	their fellow cave raiders will put them to death and collect their belongings before moving on.
context: You're not like that!\Well, there's a reason, you see, that I'm an exception among exceptions.\Don't get your hopes up.\There, there...\Mitty, you're special, too.\That reminds me.\If a cave raider becomes a Hollow,\their fellow cave raiders will put them to death and collect their belongings before moving on. response:	Given the alternative, I suppose it's far better to simply tell people they died.
context: Well, there's a reason, you see, that I'm an exception among exceptions.\Don't get your hopes up.\There, there...\Mitty, you're special, too.\That reminds me.\If a cave raider becomes a Hollow,\their fellow cave raiders will put them to death and collect their belongings before moving on.\Given the alternative, I suppose it's far better to simply tell people they died. response:	In that environment, imagine putting yourself out in the open looking like I do.
context: Don't get your hopes up.\There, there...\Mitty, you're special, too.\That reminds me.\If a cave raider becomes a Hollow,\their fellow cave raiders will put them to death and collect their belongings before moving on.\Given the alternative, I suppose it's far better to simply tell people they died.\In that environment, imagine putting yourself out in the open looking like I do. response:	I am living proof that it's possible to return from the sixth layer while retaining your humanity.
context: There, there...\Mitty, you're special, too.\That reminds me.\If a cave raider becomes a Hollow,\their fellow cave raiders will put them to death and collect their belongings before moving on.\Given the alternative, I suppose it's far better to simply tell people they died.\In that environment, imagine putting yourself out in the open looking like I do.\I am living proof that it's possible to return from the sixth layer while retaining your humanity. response:	Naturally, people will come and try to capture me however they can, right?
context: Mitty, you're special, too.\That reminds me.\If a cave raider becomes a Hollow,\their fellow cave raiders will put them to death and collect their belongings before moving on.\Given the alternative, I suppose it's far better to simply tell people they died.\In that environment, imagine putting yourself out in the open looking like I do.\I am living proof that it's possible to return from the sixth layer while retaining your humanity.\Naturally, people will come and try to capture me however they can, right? response:	Revealing myself is a big risk.
context: That reminds me.\If a cave raider becomes a Hollow,\their fellow cave raiders will put them to death and collect their belongings before moving on.\Given the alternative, I suppose it's far better to simply tell people they died.\In that environment, imagine putting yourself out in the open looking like I do.\I am living proof that it's possible to return from the sixth layer while retaining your humanity.\Naturally, people will come and try to capture me however they can, right?\Revealing myself is a big risk. response:	Even if it was only out of pity, getting saved is still a good thing, right?
context: If a cave raider becomes a Hollow,\their fellow cave raiders will put them to death and collect their belongings before moving on.\Given the alternative, I suppose it's far better to simply tell people they died.\In that environment, imagine putting yourself out in the open looking like I do.\I am living proof that it's possible to return from the sixth layer while retaining your humanity.\Naturally, people will come and try to capture me however they can, right?\Revealing myself is a big risk.\Even if it was only out of pity, getting saved is still a good thing, right? response:	I see...
context: their fellow cave raiders will put them to death and collect their belongings before moving on.\Given the alternative, I suppose it's far better to simply tell people they died.\In that environment, imagine putting yourself out in the open looking like I do.\I am living proof that it's possible to return from the sixth layer while retaining your humanity.\Naturally, people will come and try to capture me however they can, right?\Revealing myself is a big risk.\Even if it was only out of pity, getting saved is still a good thing, right?\I see... response:	So that's your situation...
context: Given the alternative, I suppose it's far better to simply tell people they died.\In that environment, imagine putting yourself out in the open looking like I do.\I am living proof that it's possible to return from the sixth layer while retaining your humanity.\Naturally, people will come and try to capture me however they can, right?\Revealing myself is a big risk.\Even if it was only out of pity, getting saved is still a good thing, right?\I see...\So that's your situation... response:	I'm sorry.
context: In that environment, imagine putting yourself out in the open looking like I do.\I am living proof that it's possible to return from the sixth layer while retaining your humanity.\Naturally, people will come and try to capture me however they can, right?\Revealing myself is a big risk.\Even if it was only out of pity, getting saved is still a good thing, right?\I see...\So that's your situation...\I'm sorry. response:	He's a pushover...
context: I am living proof that it's possible to return from the sixth layer while retaining your humanity.\Naturally, people will come and try to capture me however they can, right?\Revealing myself is a big risk.\Even if it was only out of pity, getting saved is still a good thing, right?\I see...\So that's your situation...\I'm sorry.\He's a pushover... response:	Well, I'm done sketching it now.
context: Naturally, people will come and try to capture me however they can, right?\Revealing myself is a big risk.\Even if it was only out of pity, getting saved is still a good thing, right?\I see...\So that's your situation...\I'm sorry.\He's a pushover...\Well, I'm done sketching it now. response:	What's this?
context: Revealing myself is a big risk.\Even if it was only out of pity, getting saved is still a good thing, right?\I see...\So that's your situation...\I'm sorry.\He's a pushover...\Well, I'm done sketching it now.\What's this? response:	The materials necessary for healing Riko and the places to find them.
context: Even if it was only out of pity, getting saved is still a good thing, right?\I see...\So that's your situation...\I'm sorry.\He's a pushover...\Well, I'm done sketching it now.\What's this?\The materials necessary for healing Riko and the places to find them. response:	My awesome signature is on there, too.
context: I see...\So that's your situation...\I'm sorry.\He's a pushover...\Well, I'm done sketching it now.\What's this?\The materials necessary for healing Riko and the places to find them.\My awesome signature is on there, too. response:	She still has internal bleeding and her arm will rot off at this rate.
context: So that's your situation...\I'm sorry.\He's a pushover...\Well, I'm done sketching it now.\What's this?\The materials necessary for healing Riko and the places to find them.\My awesome signature is on there, too.\She still has internal bleeding and her arm will rot off at this rate. response:	Listen, all I've done so far is delay her death.
context: I'm sorry.\He's a pushover...\Well, I'm done sketching it now.\What's this?\The materials necessary for healing Riko and the places to find them.\My awesome signature is on there, too.\She still has internal bleeding and her arm will rot off at this rate.\Listen, all I've done so far is delay her death. response:	Wha...?!
context: He's a pushover...\Well, I'm done sketching it now.\What's this?\The materials necessary for healing Riko and the places to find them.\My awesome signature is on there, too.\She still has internal bleeding and her arm will rot off at this rate.\Listen, all I've done so far is delay her death.\Wha...?! response:	She'll manage to hold on for another 12 hours.
context: Well, I'm done sketching it now.\What's this?\The materials necessary for healing Riko and the places to find them.\My awesome signature is on there, too.\She still has internal bleeding and her arm will rot off at this rate.\Listen, all I've done so far is delay her death.\Wha...?!\She'll manage to hold on for another 12 hours. response:	If it starts seeming like it'll take longer than that, you better think of a tactful way to say goodbye.
context: What's this?\The materials necessary for healing Riko and the places to find them.\My awesome signature is on there, too.\She still has internal bleeding and her arm will rot off at this rate.\Listen, all I've done so far is delay her death.\Wha...?!\She'll manage to hold on for another 12 hours.\If it starts seeming like it'll take longer than that, you better think of a tactful way to say goodbye. response:	D-don't joke around!
context: The materials necessary for healing Riko and the places to find them.\My awesome signature is on there, too.\She still has internal bleeding and her arm will rot off at this rate.\Listen, all I've done so far is delay her death.\Wha...?!\She'll manage to hold on for another 12 hours.\If it starts seeming like it'll take longer than that, you better think of a tactful way to say goodbye.\D-don't joke around! response:	I guess you can't see it then, after all.
context: My awesome signature is on there, too.\She still has internal bleeding and her arm will rot off at this rate.\Listen, all I've done so far is delay her death.\Wha...?!\She'll manage to hold on for another 12 hours.\If it starts seeming like it'll take longer than that, you better think of a tactful way to say goodbye.\D-don't joke around!\I guess you can't see it then, after all. response:	Later... I need to ask what that means exactly.
context: She still has internal bleeding and her arm will rot off at this rate.\Listen, all I've done so far is delay her death.\Wha...?!\She'll manage to hold on for another 12 hours.\If it starts seeming like it'll take longer than that, you better think of a tactful way to say goodbye.\D-don't joke around!\I guess you can't see it then, after all.\Later... I need to ask what that means exactly. response:	There's so much to keep up with that my mind is churning...
context: Listen, all I've done so far is delay her death.\Wha...?!\She'll manage to hold on for another 12 hours.\If it starts seeming like it'll take longer than that, you better think of a tactful way to say goodbye.\D-don't joke around!\I guess you can't see it then, after all.\Later... I need to ask what that means exactly.\There's so much to keep up with that my mind is churning... response:	But, for now...
context: Wha...?!\She'll manage to hold on for another 12 hours.\If it starts seeming like it'll take longer than that, you better think of a tactful way to say goodbye.\D-don't joke around!\I guess you can't see it then, after all.\Later... I need to ask what that means exactly.\There's so much to keep up with that my mind is churning...\But, for now... response:	think only of saving Riko!
context: She'll manage to hold on for another 12 hours.\If it starts seeming like it'll take longer than that, you better think of a tactful way to say goodbye.\D-don't joke around!\I guess you can't see it then, after all.\Later... I need to ask what that means exactly.\There's so much to keep up with that my mind is churning...\But, for now...\think only of saving Riko! response:	Hmm...
context: If it starts seeming like it'll take longer than that, you better think of a tactful way to say goodbye.\D-don't joke around!\I guess you can't see it then, after all.\Later... I need to ask what that means exactly.\There's so much to keep up with that my mind is churning...\But, for now...\think only of saving Riko!\Hmm... response:	So, my eyes didn't deceive me, after all.
context: D-don't joke around!\I guess you can't see it then, after all.\Later... I need to ask what that means exactly.\There's so much to keep up with that my mind is churning...\But, for now...\think only of saving Riko!\Hmm...\So, my eyes didn't deceive me, after all. response:	Nanachi...
context: I guess you can't see it then, after all.\Later... I need to ask what that means exactly.\There's so much to keep up with that my mind is churning...\But, for now...\think only of saving Riko!\Hmm...\So, my eyes didn't deceive me, after all.\Nanachi... response:	Nanachi...
context: Later... I need to ask what that means exactly.\There's so much to keep up with that my mind is churning...\But, for now...\think only of saving Riko!\Hmm...\So, my eyes didn't deceive me, after all.\Nanachi...\Nanachi... response:	This new Cartridge is just great.
context: There's so much to keep up with that my mind is churning...\But, for now...\think only of saving Riko!\Hmm...\So, my eyes didn't deceive me, after all.\Nanachi...\Nanachi...\This new Cartridge is just great. response:	Please look happier...
context: But, for now...\think only of saving Riko!\Hmm...\So, my eyes didn't deceive me, after all.\Nanachi...\Nanachi...\This new Cartridge is just great.\Please look happier... response:	It's all thanks to you, after all.
context: think only of saving Riko!\Hmm...\So, my eyes didn't deceive me, after all.\Nanachi...\Nanachi...\This new Cartridge is just great.\Please look happier...\It's all thanks to you, after all. response:	Come on, smile...
context: Hmm...\So, my eyes didn't deceive me, after all.\Nanachi...\Nanachi...\This new Cartridge is just great.\Please look happier...\It's all thanks to you, after all.\Come on, smile... response:	Let us celebrate the success of the experiment.
context: So, my eyes didn't deceive me, after all.\Nanachi...\Nanachi...\This new Cartridge is just great.\Please look happier...\It's all thanks to you, after all.\Come on, smile...\Let us celebrate the success of the experiment. response:	You can gather most of the stuff on the western side.
context: Nanachi...\Nanachi...\This new Cartridge is just great.\Please look happier...\It's all thanks to you, after all.\Come on, smile...\Let us celebrate the success of the experiment.\You can gather most of the stuff on the western side. response:	Stay out of the central region. Orby is in there.
context: Nanachi...\This new Cartridge is just great.\Please look happier...\It's all thanks to you, after all.\Come on, smile...\Let us celebrate the success of the experiment.\You can gather most of the stuff on the western side.\Stay out of the central region. Orby is in there. response:	Orby?
context: This new Cartridge is just great.\Please look happier...\It's all thanks to you, after all.\Come on, smile...\Let us celebrate the success of the experiment.\You can gather most of the stuff on the western side.\Stay out of the central region. Orby is in there.\Orby? response:	Does Nanachi mean the orbed-piercer?
context: Please look happier...\It's all thanks to you, after all.\Come on, smile...\Let us celebrate the success of the experiment.\You can gather most of the stuff on the western side.\Stay out of the central region. Orby is in there.\Orby?\Does Nanachi mean the orbed-piercer? response:	A demonfish, the bigger the better.
context: It's all thanks to you, after all.\Come on, smile...\Let us celebrate the success of the experiment.\You can gather most of the stuff on the western side.\Stay out of the central region. Orby is in there.\Orby?\Does Nanachi mean the orbed-piercer?\A demonfish, the bigger the better. response:	Choose one that displays clear color differentiation between its back and belly.
context: Come on, smile...\Let us celebrate the success of the experiment.\You can gather most of the stuff on the western side.\Stay out of the central region. Orby is in there.\Orby?\Does Nanachi mean the orbed-piercer?\A demonfish, the bigger the better.\Choose one that displays clear color differentiation between its back and belly. response:	Giant-hammerbeak eggs.
