context: How does it look, Azalea? response:	No change in its standby location.
context: But I still underestimated it, under the delusion that it was a game.\You made another mess.\Hey, move.\What?!\You're just in the way, with that big body of yours.\You damn little Land girl\If you're going to do nothing but talk,\just hurry up and kill me. response:	And if you aren't going to kill me, move.
context: You made another mess.\Hey, move.\What?!\You're just in the way, with that big body of yours.\You damn little Land girl\If you're going to do nothing but talk,\just hurry up and kill me.\And if you aren't going to kill me, move. response:	I can't clean.
context: Hey, move.\What?!\You're just in the way, with that big body of yours.\You damn little Land girl\If you're going to do nothing but talk,\just hurry up and kill me.\And if you aren't going to kill me, move.\I can't clean. response:	O-Okay...
context: What?!\You're just in the way, with that big body of yours.\You damn little Land girl\If you're going to do nothing but talk,\just hurry up and kill me.\And if you aren't going to kill me, move.\I can't clean.\O-Okay... response:	And I lost again.
context: You're just in the way, with that big body of yours.\You damn little Land girl\If you're going to do nothing but talk,\just hurry up and kill me.\And if you aren't going to kill me, move.\I can't clean.\O-Okay...\And I lost again. response:	I lost to Silver Sword,
context: You damn little Land girl\If you're going to do nothing but talk,\just hurry up and kill me.\And if you aren't going to kill me, move.\I can't clean.\O-Okay...\And I lost again.\I lost to Silver Sword, response:	and my guild disbanded.
context: If you're going to do nothing but talk,\just hurry up and kill me.\And if you aren't going to kill me, move.\I can't clean.\O-Okay...\And I lost again.\I lost to Silver Sword,\and my guild disbanded. response:	And I lost to the raid boss.
context: just hurry up and kill me.\And if you aren't going to kill me, move.\I can't clean.\O-Okay...\And I lost again.\I lost to Silver Sword,\and my guild disbanded.\And I lost to the raid boss. response:	And I lost to William, as a game master.
context: And if you aren't going to kill me, move.\I can't clean.\O-Okay...\And I lost again.\I lost to Silver Sword,\and my guild disbanded.\And I lost to the raid boss.\And I lost to William, as a game master. response:	He lost so badly, but no one left him!
context: I can't clean.\O-Okay...\And I lost again.\I lost to Silver Sword,\and my guild disbanded.\And I lost to the raid boss.\And I lost to William, as a game master.\He lost so badly, but no one left him! response:	Not a single person.
context: O-Okay...\And I lost again.\I lost to Silver Sword,\and my guild disbanded.\And I lost to the raid boss.\And I lost to William, as a game master.\He lost so badly, but no one left him!\Not a single person. response:	Abyssal Shaft Great Cave Japan Server Beneath Tearstone Mountains Dungeon/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ Yes Full Raids Supported Exit Restrictions/ None
context: And I lost again.\I lost to Silver Sword,\and my guild disbanded.\And I lost to the raid boss.\And I lost to William, as a game master.\He lost so badly, but no one left him!\Not a single person.\Abyssal Shaft Great Cave Japan Server Beneath Tearstone Mountains Dungeon/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ Yes Full Raids Supported Exit Restrictions/ None response:	Shiroe, that's it behind Ibrahabra?
context: I lost to Silver Sword,\and my guild disbanded.\And I lost to the raid boss.\And I lost to William, as a game master.\He lost so badly, but no one left him!\Not a single person.\Abyssal Shaft Great Cave Japan Server Beneath Tearstone Mountains Dungeon/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ Yes Full Raids Supported Exit Restrictions/ None\Shiroe, that's it behind Ibrahabra? response:	Yes.
context: and my guild disbanded.\And I lost to the raid boss.\And I lost to William, as a game master.\He lost so badly, but no one left him!\Not a single person.\Abyssal Shaft Great Cave Japan Server Beneath Tearstone Mountains Dungeon/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ Yes Full Raids Supported Exit Restrictions/ None\Shiroe, that's it behind Ibrahabra?\Yes. response:	At the end of that corridor is this raid zone's goal.
context: And I lost to the raid boss.\And I lost to William, as a game master.\He lost so badly, but no one left him!\Not a single person.\Abyssal Shaft Great Cave Japan Server Beneath Tearstone Mountains Dungeon/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ Yes Full Raids Supported Exit Restrictions/ None\Shiroe, that's it behind Ibrahabra?\Yes.\At the end of that corridor is this raid zone's goal. response:	Anchor Howl!
context: And I lost to William, as a game master.\He lost so badly, but no one left him!\Not a single person.\Abyssal Shaft Great Cave Japan Server Beneath Tearstone Mountains Dungeon/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ Yes Full Raids Supported Exit Restrictions/ None\Shiroe, that's it behind Ibrahabra?\Yes.\At the end of that corridor is this raid zone's goal.\Anchor Howl! response:	Concentrate your buffs on the main tank!
context: He lost so badly, but no one left him!\Not a single person.\Abyssal Shaft Great Cave Japan Server Beneath Tearstone Mountains Dungeon/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ Yes Full Raids Supported Exit Restrictions/ None\Shiroe, that's it behind Ibrahabra?\Yes.\At the end of that corridor is this raid zone's goal.\Anchor Howl!\Concentrate your buffs on the main tank! response:	Boosting fire resistance!
context: Not a single person.\Abyssal Shaft Great Cave Japan Server Beneath Tearstone Mountains Dungeon/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ Yes Full Raids Supported Exit Restrictions/ None\Shiroe, that's it behind Ibrahabra?\Yes.\At the end of that corridor is this raid zone's goal.\Anchor Howl!\Concentrate your buffs on the main tank!\Boosting fire resistance! response:	Hit it with all your ice, water, and wind attacks!
context: Abyssal Shaft Great Cave Japan Server Beneath Tearstone Mountains Dungeon/ Monsters Present PVP Permitted Skill Use Permitted Entry Restrictions/ Yes Full Raids Supported Exit Restrictions/ None\Shiroe, that's it behind Ibrahabra?\Yes.\At the end of that corridor is this raid zone's goal.\Anchor Howl!\Concentrate your buffs on the main tank!\Boosting fire resistance!\Hit it with all your ice, water, and wind attacks! response:	Naotsugu, bring Ibrahabra
context: Shiroe, that's it behind Ibrahabra?\Yes.\At the end of that corridor is this raid zone's goal.\Anchor Howl!\Concentrate your buffs on the main tank!\Boosting fire resistance!\Hit it with all your ice, water, and wind attacks!\Naotsugu, bring Ibrahabra response:	from the side with the corridor to the southwest wall!
context: Yes.\At the end of that corridor is this raid zone's goal.\Anchor Howl!\Concentrate your buffs on the main tank!\Boosting fire resistance!\Hit it with all your ice, water, and wind attacks!\Naotsugu, bring Ibrahabra\from the side with the corridor to the southwest wall! response:	Right!
context: At the end of that corridor is this raid zone's goal.\Anchor Howl!\Concentrate your buffs on the main tank!\Boosting fire resistance!\Hit it with all your ice, water, and wind attacks!\Naotsugu, bring Ibrahabra\from the side with the corridor to the southwest wall!\Right! response:	Fortress Stance!
context: Anchor Howl!\Concentrate your buffs on the main tank!\Boosting fire resistance!\Hit it with all your ice, water, and wind attacks!\Naotsugu, bring Ibrahabra\from the side with the corridor to the southwest wall!\Right!\Fortress Stance! response:	Time to test out my new shield and armor!
context: Concentrate your buffs on the main tank!\Boosting fire resistance!\Hit it with all your ice, water, and wind attacks!\Naotsugu, bring Ibrahabra\from the side with the corridor to the southwest wall!\Right!\Fortress Stance!\Time to test out my new shield and armor! response:	Fortress Stance increases your defense,
context: Boosting fire resistance!\Hit it with all your ice, water, and wind attacks!\Naotsugu, bring Ibrahabra\from the side with the corridor to the southwest wall!\Right!\Fortress Stance!\Time to test out my new shield and armor!\Fortress Stance increases your defense, response:	but lowers movement and accuracy.
context: Hit it with all your ice, water, and wind attacks!\Naotsugu, bring Ibrahabra\from the side with the corridor to the southwest wall!\Right!\Fortress Stance!\Time to test out my new shield and armor!\Fortress Stance increases your defense,\but lowers movement and accuracy. response:	Out of the way, tank!
context: Naotsugu, bring Ibrahabra\from the side with the corridor to the southwest wall!\Right!\Fortress Stance!\Time to test out my new shield and armor!\Fortress Stance increases your defense,\but lowers movement and accuracy.\Out of the way, tank! response:	I can't lose anymore!
context: from the side with the corridor to the southwest wall!\Right!\Fortress Stance!\Time to test out my new shield and armor!\Fortress Stance increases your defense,\but lowers movement and accuracy.\Out of the way, tank!\I can't lose anymore! response:	Another Keen Edge?
context: Right!\Fortress Stance!\Time to test out my new shield and armor!\Fortress Stance increases your defense,\but lowers movement and accuracy.\Out of the way, tank!\I can't lose anymore!\Another Keen Edge? response:	That damn enchanter.
context: Fortress Stance!\Time to test out my new shield and armor!\Fortress Stance increases your defense,\but lowers movement and accuracy.\Out of the way, tank!\I can't lose anymore!\Another Keen Edge?\That damn enchanter. response:	That's...
context: Time to test out my new shield and armor!\Fortress Stance increases your defense,\but lowers movement and accuracy.\Out of the way, tank!\I can't lose anymore!\Another Keen Edge?\That damn enchanter.\That's... response:	An AoE attack!
context: Fortress Stance increases your defense,\but lowers movement and accuracy.\Out of the way, tank!\I can't lose anymore!\Another Keen Edge?\That damn enchanter.\That's...\An AoE attack! response:	Get back!
context: but lowers movement and accuracy.\Out of the way, tank!\I can't lose anymore!\Another Keen Edge?\That damn enchanter.\That's...\An AoE attack!\Get back! response:	I won't let you!
context: Out of the way, tank!\I can't lose anymore!\Another Keen Edge?\That damn enchanter.\That's...\An AoE attack!\Get back!\I won't let you! response:	Huh?
context: I can't lose anymore!\Another Keen Edge?\That damn enchanter.\That's...\An AoE attack!\Get back!\I won't let you!\Huh? response:	It isn't hot!
context: Another Keen Edge?\That damn enchanter.\That's...\An AoE attack!\Get back!\I won't let you!\Huh?\It isn't hot! response:	Covering...
context: That damn enchanter.\That's...\An AoE attack!\Get back!\I won't let you!\Huh?\It isn't hot!\Covering... response:	A skill that allows you to absorb damage from other party members at close range.
context: That's...\An AoE attack!\Get back!\I won't let you!\Huh?\It isn't hot!\Covering...\A skill that allows you to absorb damage from other party members at close range. response:	Nice going, Demikas.
context: An AoE attack!\Get back!\I won't let you!\Huh?\It isn't hot!\Covering...\A skill that allows you to absorb damage from other party members at close range.\Nice going, Demikas. response:	So damn hot...
context: Get back!\I won't let you!\Huh?\It isn't hot!\Covering...\A skill that allows you to absorb damage from other party members at close range.\Nice going, Demikas.\So damn hot... response:	It's true that monks have better elemental resistance
context: I won't let you!\Huh?\It isn't hot!\Covering...\A skill that allows you to absorb damage from other party members at close range.\Nice going, Demikas.\So damn hot...\It's true that monks have better elemental resistance response:	and higher HP.
context: Huh?\It isn't hot!\Covering...\A skill that allows you to absorb damage from other party members at close range.\Nice going, Demikas.\So damn hot...\It's true that monks have better elemental resistance\and higher HP. response:	If we divide the damage, I can still fight on the front lines!
context: It isn't hot!\Covering...\A skill that allows you to absorb damage from other party members at close range.\Nice going, Demikas.\So damn hot...\It's true that monks have better elemental resistance\and higher HP.\If we divide the damage, I can still fight on the front lines! response:	That's it!
context: Covering...\A skill that allows you to absorb damage from other party members at close range.\Nice going, Demikas.\So damn hot...\It's true that monks have better elemental resistance\and higher HP.\If we divide the damage, I can still fight on the front lines!\That's it! response:	Head around to the left side, and whittle down his HP!
context: A skill that allows you to absorb damage from other party members at close range.\Nice going, Demikas.\So damn hot...\It's true that monks have better elemental resistance\and higher HP.\If we divide the damage, I can still fight on the front lines!\That's it!\Head around to the left side, and whittle down his HP! response:	We can keep going!
context: Nice going, Demikas.\So damn hot...\It's true that monks have better elemental resistance\and higher HP.\If we divide the damage, I can still fight on the front lines!\That's it!\Head around to the left side, and whittle down his HP!\We can keep going! response:	Come after me, dude!
context: So damn hot...\It's true that monks have better elemental resistance\and higher HP.\If we divide the damage, I can still fight on the front lines!\That's it!\Head around to the left side, and whittle down his HP!\We can keep going!\Come after me, dude! response:	Naotsugu, you're really getting into it!
context: It's true that monks have better elemental resistance\and higher HP.\If we divide the damage, I can still fight on the front lines!\That's it!\Head around to the left side, and whittle down his HP!\We can keep going!\Come after me, dude!\Naotsugu, you're really getting into it! response:	Leave this thing to me!
context: and higher HP.\If we divide the damage, I can still fight on the front lines!\That's it!\Head around to the left side, and whittle down his HP!\We can keep going!\Come after me, dude!\Naotsugu, you're really getting into it!\Leave this thing to me! response:	Okay!
context: If we divide the damage, I can still fight on the front lines!\That's it!\Head around to the left side, and whittle down his HP!\We can keep going!\Come after me, dude!\Naotsugu, you're really getting into it!\Leave this thing to me!\Okay! response:	Everyone, do your best!
context: That's it!\Head around to the left side, and whittle down his HP!\We can keep going!\Come after me, dude!\Naotsugu, you're really getting into it!\Leave this thing to me!\Okay!\Everyone, do your best! response:	You can do it! Do your best!
context: Head around to the left side, and whittle down his HP!\We can keep going!\Come after me, dude!\Naotsugu, you're really getting into it!\Leave this thing to me!\Okay!\Everyone, do your best!\You can do it! Do your best! response:	Aurora Heal!
context: We can keep going!\Come after me, dude!\Naotsugu, you're really getting into it!\Leave this thing to me!\Okay!\Everyone, do your best!\You can do it! Do your best!\Aurora Heal! response:	Nice timing.
context: Come after me, dude!\Naotsugu, you're really getting into it!\Leave this thing to me!\Okay!\Everyone, do your best!\You can do it! Do your best!\Aurora Heal!\Nice timing. response:	Wonderful healing work.
context: Naotsugu, you're really getting into it!\Leave this thing to me!\Okay!\Everyone, do your best!\You can do it! Do your best!\Aurora Heal!\Nice timing.\Wonderful healing work. response:	Well done!
context: Leave this thing to me!\Okay!\Everyone, do your best!\You can do it! Do your best!\Aurora Heal!\Nice timing.\Wonderful healing work.\Well done! response:	Leave it to me.
context: Okay!\Everyone, do your best!\You can do it! Do your best!\Aurora Heal!\Nice timing.\Wonderful healing work.\Well done!\Leave it to me. response:	I'm feeling good now!
context: Everyone, do your best!\You can do it! Do your best!\Aurora Heal!\Nice timing.\Wonderful healing work.\Well done!\Leave it to me.\I'm feeling good now! response:	Of course! I'm an angel!
context: You can do it! Do your best!\Aurora Heal!\Nice timing.\Wonderful healing work.\Well done!\Leave it to me.\I'm feeling good now!\Of course! I'm an angel! response:	What are they talking about?
context: Aurora Heal!\Nice timing.\Wonderful healing work.\Well done!\Leave it to me.\I'm feeling good now!\Of course! I'm an angel!\What are they talking about? response:	They sure are carefree.
context: Nice timing.\Wonderful healing work.\Well done!\Leave it to me.\I'm feeling good now!\Of course! I'm an angel!\What are they talking about?\They sure are carefree. response:	Naotsugu, are you in love with me?
context: Wonderful healing work.\Well done!\Leave it to me.\I'm feeling good now!\Of course! I'm an angel!\What are they talking about?\They sure are carefree.\Naotsugu, are you in love with me? response:	Definitely not.
context: Well done!\Leave it to me.\I'm feeling good now!\Of course! I'm an angel!\What are they talking about?\They sure are carefree.\Naotsugu, are you in love with me?\Definitely not. response:	You're no fun...
context: Leave it to me.\I'm feeling good now!\Of course! I'm an angel!\What are they talking about?\They sure are carefree.\Naotsugu, are you in love with me?\Definitely not.\You're no fun... response:	Oh, right. I had something to tell you.
context: I'm feeling good now!\Of course! I'm an angel!\What are they talking about?\They sure are carefree.\Naotsugu, are you in love with me?\Definitely not.\You're no fun...\Oh, right. I had something to tell you. response:	What is it? I'm really busy now.
context: Of course! I'm an angel!\What are they talking about?\They sure are carefree.\Naotsugu, are you in love with me?\Definitely not.\You're no fun...\Oh, right. I had something to tell you.\What is it? I'm really busy now. response:	Actually...
context: What are they talking about?\They sure are carefree.\Naotsugu, are you in love with me?\Definitely not.\You're no fun...\Oh, right. I had something to tell you.\What is it? I'm really busy now.\Actually... response:	I'm joining Log Horizon!
context: They sure are carefree.\Naotsugu, are you in love with me?\Definitely not.\You're no fun...\Oh, right. I had something to tell you.\What is it? I'm really busy now.\Actually...\I'm joining Log Horizon! response:	Why?
context: Naotsugu, are you in love with me?\Definitely not.\You're no fun...\Oh, right. I had something to tell you.\What is it? I'm really busy now.\Actually...\I'm joining Log Horizon!\Why? response:	So I can play with you!
context: Definitely not.\You're no fun...\Oh, right. I had something to tell you.\What is it? I'm really busy now.\Actually...\I'm joining Log Horizon!\Why?\So I can play with you! response:	I got Shiroe's permission, too.
context: You're no fun...\Oh, right. I had something to tell you.\What is it? I'm really busy now.\Actually...\I'm joining Log Horizon!\Why?\So I can play with you!\I got Shiroe's permission, too. response:	Thanks a lot, Shiro...
context: Oh, right. I had something to tell you.\What is it? I'm really busy now.\Actually...\I'm joining Log Horizon!\Why?\So I can play with you!\I got Shiroe's permission, too.\Thanks a lot, Shiro... response:	Um, isn't that bad?
context: What is it? I'm really busy now.\Actually...\I'm joining Log Horizon!\Why?\So I can play with you!\I got Shiroe's permission, too.\Thanks a lot, Shiro...\Um, isn't that bad? response:	Front line, retreat!
context: Actually...\I'm joining Log Horizon!\Why?\So I can play with you!\I got Shiroe's permission, too.\Thanks a lot, Shiro...\Um, isn't that bad?\Front line, retreat! response:	Federico, stay there and keep up the debuffs.
context: I'm joining Log Horizon!\Why?\So I can play with you!\I got Shiroe's permission, too.\Thanks a lot, Shiro...\Um, isn't that bad?\Front line, retreat!\Federico, stay there and keep up the debuffs. response:	Everyone else, focus on defense and healing.
context: Why?\So I can play with you!\I got Shiroe's permission, too.\Thanks a lot, Shiro...\Um, isn't that bad?\Front line, retreat!\Federico, stay there and keep up the debuffs.\Everyone else, focus on defense and healing. response:	Taltaulgar...
context: So I can play with you!\I got Shiroe's permission, too.\Thanks a lot, Shiro...\Um, isn't that bad?\Front line, retreat!\Federico, stay there and keep up the debuffs.\Everyone else, focus on defense and healing.\Taltaulgar... response:	Luseat
context: I got Shiroe's permission, too.\Thanks a lot, Shiro...\Um, isn't that bad?\Front line, retreat!\Federico, stay there and keep up the debuffs.\Everyone else, focus on defense and healing.\Taltaulgar...\Luseat response:	Taltaulgar
context: Thanks a lot, Shiro...\Um, isn't that bad?\Front line, retreat!\Federico, stay there and keep up the debuffs.\Everyone else, focus on defense and healing.\Taltaulgar...\Luseat\Taltaulgar response:	Abyssal Shaft
context: Um, isn't that bad?\Front line, retreat!\Federico, stay there and keep up the debuffs.\Everyone else, focus on defense and healing.\Taltaulgar...\Luseat\Taltaulgar\Abyssal Shaft response:	Ibrahabra
context: Front line, retreat!\Federico, stay there and keep up the debuffs.\Everyone else, focus on defense and healing.\Taltaulgar...\Luseat\Taltaulgar\Abyssal Shaft\Ibrahabra response:	Taltaulgar...
context: Federico, stay there and keep up the debuffs.\Everyone else, focus on defense and healing.\Taltaulgar...\Luseat\Taltaulgar\Abyssal Shaft\Ibrahabra\Taltaulgar... response:	H-He's here!
context: Everyone else, focus on defense and healing.\Taltaulgar...\Luseat\Taltaulgar\Abyssal Shaft\Ibrahabra\Taltaulgar...\H-He's here! response:	Don't panic!
context: Taltaulgar...\Luseat\Taltaulgar\Abyssal Shaft\Ibrahabra\Taltaulgar...\H-He's here!\Don't panic! response:	Dinkuron!
context: Luseat\Taltaulgar\Abyssal Shaft\Ibrahabra\Taltaulgar...\H-He's here!\Don't panic!\Dinkuron! response:	I've been waiting for you.
context: Taltaulgar\Abyssal Shaft\Ibrahabra\Taltaulgar...\H-He's here!\Don't panic!\Dinkuron!\I've been waiting for you. response:	I let him take the tank role so I could fight you!
context: Abyssal Shaft\Ibrahabra\Taltaulgar...\H-He's here!\Don't panic!\Dinkuron!\I've been waiting for you.\I let him take the tank role so I could fight you! response:	Healers, are you all in formation?
context: Ibrahabra\Taltaulgar...\H-He's here!\Don't panic!\Dinkuron!\I've been waiting for you.\I let him take the tank role so I could fight you!\Healers, are you all in formation? response:	Roger.
context: Taltaulgar...\H-He's here!\Don't panic!\Dinkuron!\I've been waiting for you.\I let him take the tank role so I could fight you!\Healers, are you all in formation?\Roger. response:	Castle of Stone!
context: H-He's here!\Don't panic!\Dinkuron!\I've been waiting for you.\I let him take the tank role so I could fight you!\Healers, are you all in formation?\Roger.\Castle of Stone! response:	Ibrahabra and Taltaulgar.
context: Don't panic!\Dinkuron!\I've been waiting for you.\I let him take the tank role so I could fight you!\Healers, are you all in formation?\Roger.\Castle of Stone!\Ibrahabra and Taltaulgar. response:	We were prepared to fight both at once.
context: Dinkuron!\I've been waiting for you.\I let him take the tank role so I could fight you!\Healers, are you all in formation?\Roger.\Castle of Stone!\Ibrahabra and Taltaulgar.\We were prepared to fight both at once. response:	So what do you mean when you say we have a fifteen percent chance of winning?
context: I've been waiting for you.\I let him take the tank role so I could fight you!\Healers, are you all in formation?\Roger.\Castle of Stone!\Ibrahabra and Taltaulgar.\We were prepared to fight both at once.\So what do you mean when you say we have a fifteen percent chance of winning? response:	During the last battle,
context: I let him take the tank role so I could fight you!\Healers, are you all in formation?\Roger.\Castle of Stone!\Ibrahabra and Taltaulgar.\We were prepared to fight both at once.\So what do you mean when you say we have a fifteen percent chance of winning?\During the last battle, response:	we were attacked by two raid bosses simultaneously.
context: Healers, are you all in formation?\Roger.\Castle of Stone!\Ibrahabra and Taltaulgar.\We were prepared to fight both at once.\So what do you mean when you say we have a fifteen percent chance of winning?\During the last battle,\we were attacked by two raid bosses simultaneously. response:	There's no way you can win that.
context: Roger.\Castle of Stone!\Ibrahabra and Taltaulgar.\We were prepared to fight both at once.\So what do you mean when you say we have a fifteen percent chance of winning?\During the last battle,\we were attacked by two raid bosses simultaneously.\There's no way you can win that. response:	That's right.
context: Castle of Stone!\Ibrahabra and Taltaulgar.\We were prepared to fight both at once.\So what do you mean when you say we have a fifteen percent chance of winning?\During the last battle,\we were attacked by two raid bosses simultaneously.\There's no way you can win that.\That's right. response:	So what if it were only one?
context: Ibrahabra and Taltaulgar.\We were prepared to fight both at once.\So what do you mean when you say we have a fifteen percent chance of winning?\During the last battle,\we were attacked by two raid bosses simultaneously.\There's no way you can win that.\That's right.\So what if it were only one? response:	We probably would have been fine.
context: We were prepared to fight both at once.\So what do you mean when you say we have a fifteen percent chance of winning?\During the last battle,\we were attacked by two raid bosses simultaneously.\There's no way you can win that.\That's right.\So what if it were only one?\We probably would have been fine. response:	Which means...
context: So what do you mean when you say we have a fifteen percent chance of winning?\During the last battle,\we were attacked by two raid bosses simultaneously.\There's no way you can win that.\That's right.\So what if it were only one?\We probably would have been fine.\Which means... response:	If we don't let the raid bosses' attack radii overlap, we can survive?
context: During the last battle,\we were attacked by two raid bosses simultaneously.\There's no way you can win that.\That's right.\So what if it were only one?\We probably would have been fine.\Which means...\If we don't let the raid bosses' attack radii overlap, we can survive? response:	Yes.
context: we were attacked by two raid bosses simultaneously.\There's no way you can win that.\That's right.\So what if it were only one?\We probably would have been fine.\Which means...\If we don't let the raid bosses' attack radii overlap, we can survive?\Yes. response:	The Great Cave has the minimum size required for this to work.
context: There's no way you can win that.\That's right.\So what if it were only one?\We probably would have been fine.\Which means...\If we don't let the raid bosses' attack radii overlap, we can survive?\Yes.\The Great Cave has the minimum size required for this to work. response:	It's pretty close, though.
context: That's right.\So what if it were only one?\We probably would have been fine.\Which means...\If we don't let the raid bosses' attack radii overlap, we can survive?\Yes.\The Great Cave has the minimum size required for this to work.\It's pretty close, though. response:	Naotsugu will draw Ibrahabra to the southwest wall.
context: So what if it were only one?\We probably would have been fine.\Which means...\If we don't let the raid bosses' attack radii overlap, we can survive?\Yes.\The Great Cave has the minimum size required for this to work.\It's pretty close, though.\Naotsugu will draw Ibrahabra to the southwest wall. response:	And Dinkuron will tie down Taltaulgar at the northeast corridor's entrance.
context: We probably would have been fine.\Which means...\If we don't let the raid bosses' attack radii overlap, we can survive?\Yes.\The Great Cave has the minimum size required for this to work.\It's pretty close, though.\Naotsugu will draw Ibrahabra to the southwest wall.\And Dinkuron will tie down Taltaulgar at the northeast corridor's entrance. response:	The plan requires some very difficult positioning.
context: Which means...\If we don't let the raid bosses' attack radii overlap, we can survive?\Yes.\The Great Cave has the minimum size required for this to work.\It's pretty close, though.\Naotsugu will draw Ibrahabra to the southwest wall.\And Dinkuron will tie down Taltaulgar at the northeast corridor's entrance.\The plan requires some very difficult positioning. response:	We'll need to give both Naotsugu and Dinkuron two dedicated healers,
context: If we don't let the raid bosses' attack radii overlap, we can survive?\Yes.\The Great Cave has the minimum size required for this to work.\It's pretty close, though.\Naotsugu will draw Ibrahabra to the southwest wall.\And Dinkuron will tie down Taltaulgar at the northeast corridor's entrance.\The plan requires some very difficult positioning.\We'll need to give both Naotsugu and Dinkuron two dedicated healers, response:	and the other healers will need to switch between the two.
context: Yes.\The Great Cave has the minimum size required for this to work.\It's pretty close, though.\Naotsugu will draw Ibrahabra to the southwest wall.\And Dinkuron will tie down Taltaulgar at the northeast corridor's entrance.\The plan requires some very difficult positioning.\We'll need to give both Naotsugu and Dinkuron two dedicated healers,\and the other healers will need to switch between the two. response:	If those two get too close, their attack radii will overlap,
context: The Great Cave has the minimum size required for this to work.\It's pretty close, though.\Naotsugu will draw Ibrahabra to the southwest wall.\And Dinkuron will tie down Taltaulgar at the northeast corridor's entrance.\The plan requires some very difficult positioning.\We'll need to give both Naotsugu and Dinkuron two dedicated healers,\and the other healers will need to switch between the two.\If those two get too close, their attack radii will overlap, response:	and if they're too far, the buffs and heals won't reach them.
context: It's pretty close, though.\Naotsugu will draw Ibrahabra to the southwest wall.\And Dinkuron will tie down Taltaulgar at the northeast corridor's entrance.\The plan requires some very difficult positioning.\We'll need to give both Naotsugu and Dinkuron two dedicated healers,\and the other healers will need to switch between the two.\If those two get too close, their attack radii will overlap,\and if they're too far, the buffs and heals won't reach them. response:	The rear-line fighters will need to watch
context: Naotsugu will draw Ibrahabra to the southwest wall.\And Dinkuron will tie down Taltaulgar at the northeast corridor's entrance.\The plan requires some very difficult positioning.\We'll need to give both Naotsugu and Dinkuron two dedicated healers,\and the other healers will need to switch between the two.\If those two get too close, their attack radii will overlap,\and if they're too far, the buffs and heals won't reach them.\The rear-line fighters will need to watch response:	enemy movements, and constantly adjust their positions.
context: And Dinkuron will tie down Taltaulgar at the northeast corridor's entrance.\The plan requires some very difficult positioning.\We'll need to give both Naotsugu and Dinkuron two dedicated healers,\and the other healers will need to switch between the two.\If those two get too close, their attack radii will overlap,\and if they're too far, the buffs and heals won't reach them.\The rear-line fighters will need to watch\enemy movements, and constantly adjust their positions. response:	We'll be fighting on a tightrope, but...
context: The plan requires some very difficult positioning.\We'll need to give both Naotsugu and Dinkuron two dedicated healers,\and the other healers will need to switch between the two.\If those two get too close, their attack radii will overlap,\and if they're too far, the buffs and heals won't reach them.\The rear-line fighters will need to watch\enemy movements, and constantly adjust their positions.\We'll be fighting on a tightrope, but... response:	Sounds more like a thread than a rope.
context: We'll need to give both Naotsugu and Dinkuron two dedicated healers,\and the other healers will need to switch between the two.\If those two get too close, their attack radii will overlap,\and if they're too far, the buffs and heals won't reach them.\The rear-line fighters will need to watch\enemy movements, and constantly adjust their positions.\We'll be fighting on a tightrope, but...\Sounds more like a thread than a rope. response:	But we'll win, Shiroe!
context: and the other healers will need to switch between the two.\If those two get too close, their attack radii will overlap,\and if they're too far, the buffs and heals won't reach them.\The rear-line fighters will need to watch\enemy movements, and constantly adjust their positions.\We'll be fighting on a tightrope, but...\Sounds more like a thread than a rope.\But we'll win, Shiroe! response:	Federico, attack power debuff! Attack radius debuff!
context: If those two get too close, their attack radii will overlap,\and if they're too far, the buffs and heals won't reach them.\The rear-line fighters will need to watch\enemy movements, and constantly adjust their positions.\We'll be fighting on a tightrope, but...\Sounds more like a thread than a rope.\But we'll win, Shiroe!\Federico, attack power debuff! Attack radius debuff! response:	I know!
context: and if they're too far, the buffs and heals won't reach them.\The rear-line fighters will need to watch\enemy movements, and constantly adjust their positions.\We'll be fighting on a tightrope, but...\Sounds more like a thread than a rope.\But we'll win, Shiroe!\Federico, attack power debuff! Attack radius debuff!\I know! response:	Tetra, up your healing output!
context: The rear-line fighters will need to watch\enemy movements, and constantly adjust their positions.\We'll be fighting on a tightrope, but...\Sounds more like a thread than a rope.\But we'll win, Shiroe!\Federico, attack power debuff! Attack radius debuff!\I know!\Tetra, up your healing output! response:	I can't do any more than this!
context: enemy movements, and constantly adjust their positions.\We'll be fighting on a tightrope, but...\Sounds more like a thread than a rope.\But we'll win, Shiroe!\Federico, attack power debuff! Attack radius debuff!\I know!\Tetra, up your healing output!\I can't do any more than this! response:	I'll support you.
context: We'll be fighting on a tightrope, but...\Sounds more like a thread than a rope.\But we'll win, Shiroe!\Federico, attack power debuff! Attack radius debuff!\I know!\Tetra, up your healing output!\I can't do any more than this!\I'll support you. response:	Wow, that's pretty.
