context: = LOGO START = response:	= LOGO END =
context: He's the guy the size of an upright coffin.\An upright coffin?\Yeah.\Thanks for getting us that room.\Not at all.\It seems you ordered quite a bit of food.\My fussy companion was singing its praises.\She said you have a good eye for fish. response:	Really?
context: An upright coffin?\Yeah.\Thanks for getting us that room.\Not at all.\It seems you ordered quite a bit of food.\My fussy companion was singing its praises.\She said you have a good eye for fish.\Really? response:	I'm glad to hear that.
context: Yeah.\Thanks for getting us that room.\Not at all.\It seems you ordered quite a bit of food.\My fussy companion was singing its praises.\She said you have a good eye for fish.\Really?\I'm glad to hear that. response:	I'll buy more like those again.
context: Thanks for getting us that room.\Not at all.\It seems you ordered quite a bit of food.\My fussy companion was singing its praises.\She said you have a good eye for fish.\Really?\I'm glad to hear that.\I'll buy more like those again. response:	She said the carp was especially good.
context: Not at all.\It seems you ordered quite a bit of food.\My fussy companion was singing its praises.\She said you have a good eye for fish.\Really?\I'm glad to hear that.\I'll buy more like those again.\She said the carp was especially good. response:	The carp?
context: It seems you ordered quite a bit of food.\My fussy companion was singing its praises.\She said you have a good eye for fish.\Really?\I'm glad to hear that.\I'll buy more like those again.\She said the carp was especially good.\The carp? response:	I got it.
context: My fussy companion was singing its praises.\She said you have a good eye for fish.\Really?\I'm glad to hear that.\I'll buy more like those again.\She said the carp was especially good.\The carp?\I got it. response:	So, what are you doing after this?
context: She said you have a good eye for fish.\Really?\I'm glad to hear that.\I'll buy more like those again.\She said the carp was especially good.\The carp?\I got it.\So, what are you doing after this? response:	I have some business with Bartose-san.
context: Really?\I'm glad to hear that.\I'll buy more like those again.\She said the carp was especially good.\The carp?\I got it.\So, what are you doing after this?\I have some business with Bartose-san. response:	Is that so...
context: I'm glad to hear that.\I'll buy more like those again.\She said the carp was especially good.\The carp?\I got it.\So, what are you doing after this?\I have some business with Bartose-san.\Is that so... response:	Is something wrong?
context: I'll buy more like those again.\She said the carp was especially good.\The carp?\I got it.\So, what are you doing after this?\I have some business with Bartose-san.\Is that so...\Is something wrong? response:	I thought maybe I'd show you around the town.
context: She said the carp was especially good.\The carp?\I got it.\So, what are you doing after this?\I have some business with Bartose-san.\Is that so...\Is something wrong?\I thought maybe I'd show you around the town. response:	Um... If we had a chance to talk,
context: The carp?\I got it.\So, what are you doing after this?\I have some business with Bartose-san.\Is that so...\Is something wrong?\I thought maybe I'd show you around the town.\Um... If we had a chance to talk, response:	I'd expect we could share some information...
context: I got it.\So, what are you doing after this?\I have some business with Bartose-san.\Is that so...\Is something wrong?\I thought maybe I'd show you around the town.\Um... If we had a chance to talk,\I'd expect we could share some information... response:	Horo's been nagging me to take her around the town since this morning.
context: So, what are you doing after this?\I have some business with Bartose-san.\Is that so...\Is something wrong?\I thought maybe I'd show you around the town.\Um... If we had a chance to talk,\I'd expect we could share some information...\Horo's been nagging me to take her around the town since this morning. response:	W-Well...
context: I have some business with Bartose-san.\Is that so...\Is something wrong?\I thought maybe I'd show you around the town.\Um... If we had a chance to talk,\I'd expect we could share some information...\Horo's been nagging me to take her around the town since this morning.\W-Well... response:	If you'd like, I could at least show Horo around...
context: Is that so...\Is something wrong?\I thought maybe I'd show you around the town.\Um... If we had a chance to talk,\I'd expect we could share some information...\Horo's been nagging me to take her around the town since this morning.\W-Well...\If you'd like, I could at least show Horo around... response:	W-Well...
context: Is something wrong?\I thought maybe I'd show you around the town.\Um... If we had a chance to talk,\I'd expect we could share some information...\Horo's been nagging me to take her around the town since this morning.\W-Well...\If you'd like, I could at least show Horo around...\W-Well... response:	The truth is I don't have any work to do today, so I have time.
context: I thought maybe I'd show you around the town.\Um... If we had a chance to talk,\I'd expect we could share some information...\Horo's been nagging me to take her around the town since this morning.\W-Well...\If you'd like, I could at least show Horo around...\W-Well...\The truth is I don't have any work to do today, so I have time. response:	I can't make you do that.
context: Um... If we had a chance to talk,\I'd expect we could share some information...\Horo's been nagging me to take her around the town since this morning.\W-Well...\If you'd like, I could at least show Horo around...\W-Well...\The truth is I don't have any work to do today, so I have time.\I can't make you do that. response:	No, no, if I stayed here alone I'd just drink away my earnings anyway.
context: I'd expect we could share some information...\Horo's been nagging me to take her around the town since this morning.\W-Well...\If you'd like, I could at least show Horo around...\W-Well...\The truth is I don't have any work to do today, so I have time.\I can't make you do that.\No, no, if I stayed here alone I'd just drink away my earnings anyway. response:	Is that so?
context: Horo's been nagging me to take her around the town since this morning.\W-Well...\If you'd like, I could at least show Horo around...\W-Well...\The truth is I don't have any work to do today, so I have time.\I can't make you do that.\No, no, if I stayed here alone I'd just drink away my earnings anyway.\Is that so? response:	But, she might have already left the inn.
context: W-Well...\If you'd like, I could at least show Horo around...\W-Well...\The truth is I don't have any work to do today, so I have time.\I can't make you do that.\No, no, if I stayed here alone I'd just drink away my earnings anyway.\Is that so?\But, she might have already left the inn. response:	Well then, if she's in I'll try inviting her out.
context: If you'd like, I could at least show Horo around...\W-Well...\The truth is I don't have any work to do today, so I have time.\I can't make you do that.\No, no, if I stayed here alone I'd just drink away my earnings anyway.\Is that so?\But, she might have already left the inn.\Well then, if she's in I'll try inviting her out. response:	I have to discuss the inventory restocking there too.
context: W-Well...\The truth is I don't have any work to do today, so I have time.\I can't make you do that.\No, no, if I stayed here alone I'd just drink away my earnings anyway.\Is that so?\But, she might have already left the inn.\Well then, if she's in I'll try inviting her out.\I have to discuss the inventory restocking there too. response:	Thank you.
context: The truth is I don't have any work to do today, so I have time.\I can't make you do that.\No, no, if I stayed here alone I'd just drink away my earnings anyway.\Is that so?\But, she might have already left the inn.\Well then, if she's in I'll try inviting her out.\I have to discuss the inventory restocking there too.\Thank you. response:	It's nothing.
context: I can't make you do that.\No, no, if I stayed here alone I'd just drink away my earnings anyway.\Is that so?\But, she might have already left the inn.\Well then, if she's in I'll try inviting her out.\I have to discuss the inventory restocking there too.\Thank you.\It's nothing. response:	Next time, come along too, okay?
context: No, no, if I stayed here alone I'd just drink away my earnings anyway.\Is that so?\But, she might have already left the inn.\Well then, if she's in I'll try inviting her out.\I have to discuss the inventory restocking there too.\Thank you.\It's nothing.\Next time, come along too, okay? response:	So you must be Craft Lawrence-san.
context: Is that so?\But, she might have already left the inn.\Well then, if she's in I'll try inviting her out.\I have to discuss the inventory restocking there too.\Thank you.\It's nothing.\Next time, come along too, okay?\So you must be Craft Lawrence-san. response:	Yes.
context: But, she might have already left the inn.\Well then, if she's in I'll try inviting her out.\I have to discuss the inventory restocking there too.\Thank you.\It's nothing.\Next time, come along too, okay?\So you must be Craft Lawrence-san.\Yes. response:	Pleased to meet you.
context: Well then, if she's in I'll try inviting her out.\I have to discuss the inventory restocking there too.\Thank you.\It's nothing.\Next time, come along too, okay?\So you must be Craft Lawrence-san.\Yes.\Pleased to meet you. response:	I'm Guy Bartose.
context: I have to discuss the inventory restocking there too.\Thank you.\It's nothing.\Next time, come along too, okay?\So you must be Craft Lawrence-san.\Yes.\Pleased to meet you.\I'm Guy Bartose. response:	You're interested in legends from the north?
context: Thank you.\It's nothing.\Next time, come along too, okay?\So you must be Craft Lawrence-san.\Yes.\Pleased to meet you.\I'm Guy Bartose.\You're interested in legends from the north? response:	Yes.
context: It's nothing.\Next time, come along too, okay?\So you must be Craft Lawrence-san.\Yes.\Pleased to meet you.\I'm Guy Bartose.\You're interested in legends from the north?\Yes. response:	Now that's rare.
context: Next time, come along too, okay?\So you must be Craft Lawrence-san.\Yes.\Pleased to meet you.\I'm Guy Bartose.\You're interested in legends from the north?\Yes.\Now that's rare. response:	Is it a lead on some kind of business opportunity?
context: So you must be Craft Lawrence-san.\Yes.\Pleased to meet you.\I'm Guy Bartose.\You're interested in legends from the north?\Yes.\Now that's rare.\Is it a lead on some kind of business opportunity? response:	No.
context: Yes.\Pleased to meet you.\I'm Guy Bartose.\You're interested in legends from the north?\Yes.\Now that's rare.\Is it a lead on some kind of business opportunity?\No. response:	It's just for my own interest.
context: Pleased to meet you.\I'm Guy Bartose.\You're interested in legends from the north?\Yes.\Now that's rare.\Is it a lead on some kind of business opportunity?\No.\It's just for my own interest. response:	You've got good tastes for your age.
context: I'm Guy Bartose.\You're interested in legends from the north?\Yes.\Now that's rare.\Is it a lead on some kind of business opportunity?\No.\It's just for my own interest.\You've got good tastes for your age. response:	I only became interested in legends and folktales recently.
context: You're interested in legends from the north?\Yes.\Now that's rare.\Is it a lead on some kind of business opportunity?\No.\It's just for my own interest.\You've got good tastes for your age.\I only became interested in legends and folktales recently. response:	I've traveled between various regions for some decades now as a merchant,
context: Yes.\Now that's rare.\Is it a lead on some kind of business opportunity?\No.\It's just for my own interest.\You've got good tastes for your age.\I only became interested in legends and folktales recently.\I've traveled between various regions for some decades now as a merchant, response:	and I thought I knew everything about those few regions.
context: Now that's rare.\Is it a lead on some kind of business opportunity?\No.\It's just for my own interest.\You've got good tastes for your age.\I only became interested in legends and folktales recently.\I've traveled between various regions for some decades now as a merchant,\and I thought I knew everything about those few regions. response:	But one day it came to me
context: Is it a lead on some kind of business opportunity?\No.\It's just for my own interest.\You've got good tastes for your age.\I only became interested in legends and folktales recently.\I've traveled between various regions for some decades now as a merchant,\and I thought I knew everything about those few regions.\But one day it came to me response:	People have been traveling here for many hundreds of years.
context: No.\It's just for my own interest.\You've got good tastes for your age.\I only became interested in legends and folktales recently.\I've traveled between various regions for some decades now as a merchant,\and I thought I knew everything about those few regions.\But one day it came to me\People have been traveling here for many hundreds of years. response:	Naturally, I know absolutely nothing about that time.
context: It's just for my own interest.\You've got good tastes for your age.\I only became interested in legends and folktales recently.\I've traveled between various regions for some decades now as a merchant,\and I thought I knew everything about those few regions.\But one day it came to me\People have been traveling here for many hundreds of years.\Naturally, I know absolutely nothing about that time. response:	I can't travel into the distant past, and I no longer have the energy to travel to faraway lands at my age.
context: You've got good tastes for your age.\I only became interested in legends and folktales recently.\I've traveled between various regions for some decades now as a merchant,\and I thought I knew everything about those few regions.\But one day it came to me\People have been traveling here for many hundreds of years.\Naturally, I know absolutely nothing about that time.\I can't travel into the distant past, and I no longer have the energy to travel to faraway lands at my age. response:	So I started wanting to learn more about the past, even if just through stories.
context: I only became interested in legends and folktales recently.\I've traveled between various regions for some decades now as a merchant,\and I thought I knew everything about those few regions.\But one day it came to me\People have been traveling here for many hundreds of years.\Naturally, I know absolutely nothing about that time.\I can't travel into the distant past, and I no longer have the energy to travel to faraway lands at my age.\So I started wanting to learn more about the past, even if just through stories. response:	I guess it's a way to find out more about a past I don't know.
context: I've traveled between various regions for some decades now as a merchant,\and I thought I knew everything about those few regions.\But one day it came to me\People have been traveling here for many hundreds of years.\Naturally, I know absolutely nothing about that time.\I can't travel into the distant past, and I no longer have the energy to travel to faraway lands at my age.\So I started wanting to learn more about the past, even if just through stories.\I guess it's a way to find out more about a past I don't know. response:	No one from that period is alive anymore.
context: and I thought I knew everything about those few regions.\But one day it came to me\People have been traveling here for many hundreds of years.\Naturally, I know absolutely nothing about that time.\I can't travel into the distant past, and I no longer have the energy to travel to faraway lands at my age.\So I started wanting to learn more about the past, even if just through stories.\I guess it's a way to find out more about a past I don't know.\No one from that period is alive anymore. response:	But...
context: But one day it came to me\People have been traveling here for many hundreds of years.\Naturally, I know absolutely nothing about that time.\I can't travel into the distant past, and I no longer have the energy to travel to faraway lands at my age.\So I started wanting to learn more about the past, even if just through stories.\I guess it's a way to find out more about a past I don't know.\No one from that period is alive anymore.\But... response:	the memories we call legends continue to live on,
context: People have been traveling here for many hundreds of years.\Naturally, I know absolutely nothing about that time.\I can't travel into the distant past, and I no longer have the energy to travel to faraway lands at my age.\So I started wanting to learn more about the past, even if just through stories.\I guess it's a way to find out more about a past I don't know.\No one from that period is alive anymore.\But...\the memories we call legends continue to live on, response:	and teach us things.
context: Naturally, I know absolutely nothing about that time.\I can't travel into the distant past, and I no longer have the energy to travel to faraway lands at my age.\So I started wanting to learn more about the past, even if just through stories.\I guess it's a way to find out more about a past I don't know.\No one from that period is alive anymore.\But...\the memories we call legends continue to live on,\and teach us things. response:	I think I understand.
context: I can't travel into the distant past, and I no longer have the energy to travel to faraway lands at my age.\So I started wanting to learn more about the past, even if just through stories.\I guess it's a way to find out more about a past I don't know.\No one from that period is alive anymore.\But...\the memories we call legends continue to live on,\and teach us things.\I think I understand. response:	The townsfolk don't think highly of the people inside here.
context: So I started wanting to learn more about the past, even if just through stories.\I guess it's a way to find out more about a past I don't know.\No one from that period is alive anymore.\But...\the memories we call legends continue to live on,\and teach us things.\I think I understand.\The townsfolk don't think highly of the people inside here. response:	Outsiders who are being chased by the church,
context: I guess it's a way to find out more about a past I don't know.\No one from that period is alive anymore.\But...\the memories we call legends continue to live on,\and teach us things.\I think I understand.\The townsfolk don't think highly of the people inside here.\Outsiders who are being chased by the church, response:	the sort that'd be hung if they went to Rubinhaigen.
context: No one from that period is alive anymore.\But...\the memories we call legends continue to live on,\and teach us things.\I think I understand.\The townsfolk don't think highly of the people inside here.\Outsiders who are being chased by the church,\the sort that'd be hung if they went to Rubinhaigen. response:	Is this... sulfur?
context: But...\the memories we call legends continue to live on,\and teach us things.\I think I understand.\The townsfolk don't think highly of the people inside here.\Outsiders who are being chased by the church,\the sort that'd be hung if they went to Rubinhaigen.\Is this... sulfur? response:	You must be a good merchant if you're familiar with medicines.
context: the memories we call legends continue to live on,\and teach us things.\I think I understand.\The townsfolk don't think highly of the people inside here.\Outsiders who are being chased by the church,\the sort that'd be hung if they went to Rubinhaigen.\Is this... sulfur?\You must be a good merchant if you're familiar with medicines. response:	In truth, you could say this wall's primary purpose is to block out this air.
context: and teach us things.\I think I understand.\The townsfolk don't think highly of the people inside here.\Outsiders who are being chased by the church,\the sort that'd be hung if they went to Rubinhaigen.\Is this... sulfur?\You must be a good merchant if you're familiar with medicines.\In truth, you could say this wall's primary purpose is to block out this air. response:	There seem to be a lot of birds.
context: I think I understand.\The townsfolk don't think highly of the people inside here.\Outsiders who are being chased by the church,\the sort that'd be hung if they went to Rubinhaigen.\Is this... sulfur?\You must be a good merchant if you're familiar with medicines.\In truth, you could say this wall's primary purpose is to block out this air.\There seem to be a lot of birds. response:	It's because the poisonous fumes in the air don't always smell.
context: The townsfolk don't think highly of the people inside here.\Outsiders who are being chased by the church,\the sort that'd be hung if they went to Rubinhaigen.\Is this... sulfur?\You must be a good merchant if you're familiar with medicines.\In truth, you could say this wall's primary purpose is to block out this air.\There seem to be a lot of birds.\It's because the poisonous fumes in the air don't always smell. response:	Is this what the church would call the hand of the reaper?
context: Outsiders who are being chased by the church,\the sort that'd be hung if they went to Rubinhaigen.\Is this... sulfur?\You must be a good merchant if you're familiar with medicines.\In truth, you could say this wall's primary purpose is to block out this air.\There seem to be a lot of birds.\It's because the poisonous fumes in the air don't always smell.\Is this what the church would call the hand of the reaper? response:	It does feel as though his hand might reach out to you here.
context: the sort that'd be hung if they went to Rubinhaigen.\Is this... sulfur?\You must be a good merchant if you're familiar with medicines.\In truth, you could say this wall's primary purpose is to block out this air.\There seem to be a lot of birds.\It's because the poisonous fumes in the air don't always smell.\Is this what the church would call the hand of the reaper?\It does feel as though his hand might reach out to you here. response:	How many alchemists are living in this district?
context: Is this... sulfur?\You must be a good merchant if you're familiar with medicines.\In truth, you could say this wall's primary purpose is to block out this air.\There seem to be a lot of birds.\It's because the poisonous fumes in the air don't always smell.\Is this what the church would call the hand of the reaper?\It does feel as though his hand might reach out to you here.\How many alchemists are living in this district? response:	Let's see...
context: You must be a good merchant if you're familiar with medicines.\In truth, you could say this wall's primary purpose is to block out this air.\There seem to be a lot of birds.\It's because the poisonous fumes in the air don't always smell.\Is this what the church would call the hand of the reaper?\It does feel as though his hand might reach out to you here.\How many alchemists are living in this district?\Let's see... response:	Including the apprentices, maybe 20.
context: In truth, you could say this wall's primary purpose is to block out this air.\There seem to be a lot of birds.\It's because the poisonous fumes in the air don't always smell.\Is this what the church would call the hand of the reaper?\It does feel as though his hand might reach out to you here.\How many alchemists are living in this district?\Let's see...\Including the apprentices, maybe 20. response:	Accidents happen a lot, so it's hard to say for sure.
context: There seem to be a lot of birds.\It's because the poisonous fumes in the air don't always smell.\Is this what the church would call the hand of the reaper?\It does feel as though his hand might reach out to you here.\How many alchemists are living in this district?\Let's see...\Including the apprentices, maybe 20.\Accidents happen a lot, so it's hard to say for sure. response:	Is there a lot of profit in dealing with alchemists?
context: It's because the poisonous fumes in the air don't always smell.\Is this what the church would call the hand of the reaper?\It does feel as though his hand might reach out to you here.\How many alchemists are living in this district?\Let's see...\Including the apprentices, maybe 20.\Accidents happen a lot, so it's hard to say for sure.\Is there a lot of profit in dealing with alchemists? response:	Everyone thinks of alchemy as magic...
context: Is this what the church would call the hand of the reaper?\It does feel as though his hand might reach out to you here.\How many alchemists are living in this district?\Let's see...\Including the apprentices, maybe 20.\Accidents happen a lot, so it's hard to say for sure.\Is there a lot of profit in dealing with alchemists?\Everyone thinks of alchemy as magic... response:	But in reality, their work has always just consisted of things like heating up metal, or using corrosive acids to melt it.
context: It does feel as though his hand might reach out to you here.\How many alchemists are living in this district?\Let's see...\Including the apprentices, maybe 20.\Accidents happen a lot, so it's hard to say for sure.\Is there a lot of profit in dealing with alchemists?\Everyone thinks of alchemy as magic...\But in reality, their work has always just consisted of things like heating up metal, or using corrosive acids to melt it. response:	Though it's also true that there are those who really study magic here.
context: How many alchemists are living in this district?\Let's see...\Including the apprentices, maybe 20.\Accidents happen a lot, so it's hard to say for sure.\Is there a lot of profit in dealing with alchemists?\Everyone thinks of alchemy as magic...\But in reality, their work has always just consisted of things like heating up metal, or using corrosive acids to melt it.\Though it's also true that there are those who really study magic here. response:	That's just the rumors I've heard, though.
context: Let's see...\Including the apprentices, maybe 20.\Accidents happen a lot, so it's hard to say for sure.\Is there a lot of profit in dealing with alchemists?\Everyone thinks of alchemy as magic...\But in reality, their work has always just consisted of things like heating up metal, or using corrosive acids to melt it.\Though it's also true that there are those who really study magic here.\That's just the rumors I've heard, though. response:	The inhabitants of this district are good people.
context: Including the apprentices, maybe 20.\Accidents happen a lot, so it's hard to say for sure.\Is there a lot of profit in dealing with alchemists?\Everyone thinks of alchemy as magic...\But in reality, their work has always just consisted of things like heating up metal, or using corrosive acids to melt it.\Though it's also true that there are those who really study magic here.\That's just the rumors I've heard, though.\The inhabitants of this district are good people. response:	That's good to know.
context: Accidents happen a lot, so it's hard to say for sure.\Is there a lot of profit in dealing with alchemists?\Everyone thinks of alchemy as magic...\But in reality, their work has always just consisted of things like heating up metal, or using corrosive acids to melt it.\Though it's also true that there are those who really study magic here.\That's just the rumors I've heard, though.\The inhabitants of this district are good people.\That's good to know. response:	Well, we are trading,
context: Is there a lot of profit in dealing with alchemists?\Everyone thinks of alchemy as magic...\But in reality, their work has always just consisted of things like heating up metal, or using corrosive acids to melt it.\Though it's also true that there are those who really study magic here.\That's just the rumors I've heard, though.\The inhabitants of this district are good people.\That's good to know.\Well, we are trading, response:	so I won't be caught calling them bad.
context: Everyone thinks of alchemy as magic...\But in reality, their work has always just consisted of things like heating up metal, or using corrosive acids to melt it.\Though it's also true that there are those who really study magic here.\That's just the rumors I've heard, though.\The inhabitants of this district are good people.\That's good to know.\Well, we are trading,\so I won't be caught calling them bad. response:	You don't have to be so tense.
context: But in reality, their work has always just consisted of things like heating up metal, or using corrosive acids to melt it.\Though it's also true that there are those who really study magic here.\That's just the rumors I've heard, though.\The inhabitants of this district are good people.\That's good to know.\Well, we are trading,\so I won't be caught calling them bad.\You don't have to be so tense. response:	The person we're meeting is quite easygoing.
context: Though it's also true that there are those who really study magic here.\That's just the rumors I've heard, though.\The inhabitants of this district are good people.\That's good to know.\Well, we are trading,\so I won't be caught calling them bad.\You don't have to be so tense.\The person we're meeting is quite easygoing. response:	Okay...
context: That's just the rumors I've heard, though.\The inhabitants of this district are good people.\That's good to know.\Well, we are trading,\so I won't be caught calling them bad.\You don't have to be so tense.\The person we're meeting is quite easygoing.\Okay... response:	Is anyone in?
context: The inhabitants of this district are good people.\That's good to know.\Well, we are trading,\so I won't be caught calling them bad.\You don't have to be so tense.\The person we're meeting is quite easygoing.\Okay...\Is anyone in? response:	Oh?
context: That's good to know.\Well, we are trading,\so I won't be caught calling them bad.\You don't have to be so tense.\The person we're meeting is quite easygoing.\Okay...\Is anyone in?\Oh? response:	Bartose-san.
context: Well, we are trading,\so I won't be caught calling them bad.\You don't have to be so tense.\The person we're meeting is quite easygoing.\Okay...\Is anyone in?\Oh?\Bartose-san. response:	It's been a while.
context: so I won't be caught calling them bad.\You don't have to be so tense.\The person we're meeting is quite easygoing.\Okay...\Is anyone in?\Oh?\Bartose-san.\It's been a while. response:	It's good to see you're doing well.
context: You don't have to be so tense.\The person we're meeting is quite easygoing.\Okay...\Is anyone in?\Oh?\Bartose-san.\It's been a while.\It's good to see you're doing well. response:	And you, too.
context: The person we're meeting is quite easygoing.\Okay...\Is anyone in?\Oh?\Bartose-san.\It's been a while.\It's good to see you're doing well.\And you, too. response:	My, a handsome boy.
context: Okay...\Is anyone in?\Oh?\Bartose-san.\It's been a while.\It's good to see you're doing well.\And you, too.\My, a handsome boy. response:	But I get the feeling he thinks I'm a witch.
context: Is anyone in?\Oh?\Bartose-san.\It's been a while.\It's good to see you're doing well.\And you, too.\My, a handsome boy.\But I get the feeling he thinks I'm a witch. response:	In that case, shall I introduce you as one?
context: Oh?\Bartose-san.\It's been a while.\It's good to see you're doing well.\And you, too.\My, a handsome boy.\But I get the feeling he thinks I'm a witch.\In that case, shall I introduce you as one? response:	Oh, stop that.
context: Bartose-san.\It's been a while.\It's good to see you're doing well.\And you, too.\My, a handsome boy.\But I get the feeling he thinks I'm a witch.\In that case, shall I introduce you as one?\Oh, stop that. response:	This place is dark enough as it is.
context: It's been a while.\It's good to see you're doing well.\And you, too.\My, a handsome boy.\But I get the feeling he thinks I'm a witch.\In that case, shall I introduce you as one?\Oh, stop that.\This place is dark enough as it is. response:	Besides, could a witch be as beautiful as me?
context: It's good to see you're doing well.\And you, too.\My, a handsome boy.\But I get the feeling he thinks I'm a witch.\In that case, shall I introduce you as one?\Oh, stop that.\This place is dark enough as it is.\Besides, could a witch be as beautiful as me? response:	They say many women have been called witches because of their beauty.
context: And you, too.\My, a handsome boy.\But I get the feeling he thinks I'm a witch.\In that case, shall I introduce you as one?\Oh, stop that.\This place is dark enough as it is.\Besides, could a witch be as beautiful as me?\They say many women have been called witches because of their beauty. response:	You're full of flattery, as usual.
context: My, a handsome boy.\But I get the feeling he thinks I'm a witch.\In that case, shall I introduce you as one?\Oh, stop that.\This place is dark enough as it is.\Besides, could a witch be as beautiful as me?\They say many women have been called witches because of their beauty.\You're full of flattery, as usual. response:	I'm sure you've made a few beds here and there.
context: But I get the feeling he thinks I'm a witch.\In that case, shall I introduce you as one?\Oh, stop that.\This place is dark enough as it is.\Besides, could a witch be as beautiful as me?\They say many women have been called witches because of their beauty.\You're full of flattery, as usual.\I'm sure you've made a few beds here and there. response:	Anyway big sis, today this gentleman here...
context: In that case, shall I introduce you as one?\Oh, stop that.\This place is dark enough as it is.\Besides, could a witch be as beautiful as me?\They say many women have been called witches because of their beauty.\You're full of flattery, as usual.\I'm sure you've made a few beds here and there.\Anyway big sis, today this gentleman here... response:	I'm Craft Lawrence, a traveling merchant.
context: Oh, stop that.\This place is dark enough as it is.\Besides, could a witch be as beautiful as me?\They say many women have been called witches because of their beauty.\You're full of flattery, as usual.\I'm sure you've made a few beds here and there.\Anyway big sis, today this gentleman here...\I'm Craft Lawrence, a traveling merchant. response:	Might Dean Rubens be available?
context: This place is dark enough as it is.\Besides, could a witch be as beautiful as me?\They say many women have been called witches because of their beauty.\You're full of flattery, as usual.\I'm sure you've made a few beds here and there.\Anyway big sis, today this gentleman here...\I'm Craft Lawrence, a traveling merchant.\Might Dean Rubens be available? response:	What, you didn't tell him?
context: Besides, could a witch be as beautiful as me?\They say many women have been called witches because of their beauty.\You're full of flattery, as usual.\I'm sure you've made a few beds here and there.\Anyway big sis, today this gentleman here...\I'm Craft Lawrence, a traveling merchant.\Might Dean Rubens be available?\What, you didn't tell him? response:	I'm Dean Rubens.
context: They say many women have been called witches because of their beauty.\You're full of flattery, as usual.\I'm sure you've made a few beds here and there.\Anyway big sis, today this gentleman here...\I'm Craft Lawrence, a traveling merchant.\Might Dean Rubens be available?\What, you didn't tell him?\I'm Dean Rubens. response:	A very manly name, isn't it?
context: You're full of flattery, as usual.\I'm sure you've made a few beds here and there.\Anyway big sis, today this gentleman here...\I'm Craft Lawrence, a traveling merchant.\Might Dean Rubens be available?\What, you didn't tell him?\I'm Dean Rubens.\A very manly name, isn't it? response:	Y-Yes...
context: I'm sure you've made a few beds here and there.\Anyway big sis, today this gentleman here...\I'm Craft Lawrence, a traveling merchant.\Might Dean Rubens be available?\What, you didn't tell him?\I'm Dean Rubens.\A very manly name, isn't it?\Y-Yes... response:	Ah, of course not...
context: Anyway big sis, today this gentleman here...\I'm Craft Lawrence, a traveling merchant.\Might Dean Rubens be available?\What, you didn't tell him?\I'm Dean Rubens.\A very manly name, isn't it?\Y-Yes...\Ah, of course not... response:	Please call me Deanna.
context: I'm Craft Lawrence, a traveling merchant.\Might Dean Rubens be available?\What, you didn't tell him?\I'm Dean Rubens.\A very manly name, isn't it?\Y-Yes...\Ah, of course not...\Please call me Deanna. response:	So, what business might you have with me?
context: Might Dean Rubens be available?\What, you didn't tell him?\I'm Dean Rubens.\A very manly name, isn't it?\Y-Yes...\Ah, of course not...\Please call me Deanna.\So, what business might you have with me? response:	First of all, let me apologize for barging in on you so suddenly.
context: What, you didn't tell him?\I'm Dean Rubens.\A very manly name, isn't it?\Y-Yes...\Ah, of course not...\Please call me Deanna.\So, what business might you have with me?\First of all, let me apologize for barging in on you so suddenly. response:	Mrs. Rubens, I've heard that
context: I'm Dean Rubens.\A very manly name, isn't it?\Y-Yes...\Ah, of course not...\Please call me Deanna.\So, what business might you have with me?\First of all, let me apologize for barging in on you so suddenly.\Mrs. Rubens, I've heard that response:	It's Deanna.
context: A very manly name, isn't it?\Y-Yes...\Ah, of course not...\Please call me Deanna.\So, what business might you have with me?\First of all, let me apologize for barging in on you so suddenly.\Mrs. Rubens, I've heard that\It's Deanna. response:	Pardon me.
context: Y-Yes...\Ah, of course not...\Please call me Deanna.\So, what business might you have with me?\First of all, let me apologize for barging in on you so suddenly.\Mrs. Rubens, I've heard that\It's Deanna.\Pardon me. response:	Not at all.
context: Ah, of course not...\Please call me Deanna.\So, what business might you have with me?\First of all, let me apologize for barging in on you so suddenly.\Mrs. Rubens, I've heard that\It's Deanna.\Pardon me.\Not at all. response:	To tell the truth, I've heard that you are well-versed in legends of the north, Deanna.
context: Please call me Deanna.\So, what business might you have with me?\First of all, let me apologize for barging in on you so suddenly.\Mrs. Rubens, I've heard that\It's Deanna.\Pardon me.\Not at all.\To tell the truth, I've heard that you are well-versed in legends of the north, Deanna. response:	The north?
context: So, what business might you have with me?\First of all, let me apologize for barging in on you so suddenly.\Mrs. Rubens, I've heard that\It's Deanna.\Pardon me.\Not at all.\To tell the truth, I've heard that you are well-versed in legends of the north, Deanna.\The north? response:	Yes.
context: First of all, let me apologize for barging in on you so suddenly.\Mrs. Rubens, I've heard that\It's Deanna.\Pardon me.\Not at all.\To tell the truth, I've heard that you are well-versed in legends of the north, Deanna.\The north?\Yes. response:	I thought this was going to be business talk.
context: Mrs. Rubens, I've heard that\It's Deanna.\Pardon me.\Not at all.\To tell the truth, I've heard that you are well-versed in legends of the north, Deanna.\The north?\Yes.\I thought this was going to be business talk. response:	You're kidding.
context: It's Deanna.\Pardon me.\Not at all.\To tell the truth, I've heard that you are well-versed in legends of the north, Deanna.\The north?\Yes.\I thought this was going to be business talk.\You're kidding. response:	Hopefully I'll know the story you're looking for.
