context: It's hot! It's hot! It's hot! response:	Once upon a time, there lived a grandmother and a grandfather.
context: What I see here happened because of Oni?\Something stinks.\What's wrong?!\He ran away because of the smell.\Dog has a good sense of smell.\If you can't tolerate that level of smell, I suggest you leave this village now.\What do you mean?\This is no longer a village any sane human can live in. response:	Hey! What happened? Are you all right?
context: Something stinks.\What's wrong?!\He ran away because of the smell.\Dog has a good sense of smell.\If you can't tolerate that level of smell, I suggest you leave this village now.\What do you mean?\This is no longer a village any sane human can live in.\Hey! What happened? Are you all right? response:	Ah, so they're out of the race, too.
context: What's wrong?!\He ran away because of the smell.\Dog has a good sense of smell.\If you can't tolerate that level of smell, I suggest you leave this village now.\What do you mean?\This is no longer a village any sane human can live in.\Hey! What happened? Are you all right?\Ah, so they're out of the race, too. response:	Care to explain?!
context: He ran away because of the smell.\Dog has a good sense of smell.\If you can't tolerate that level of smell, I suggest you leave this village now.\What do you mean?\This is no longer a village any sane human can live in.\Hey! What happened? Are you all right?\Ah, so they're out of the race, too.\Care to explain?! response:	You see, none of us bathe anymore.
context: Dog has a good sense of smell.\If you can't tolerate that level of smell, I suggest you leave this village now.\What do you mean?\This is no longer a village any sane human can live in.\Hey! What happened? Are you all right?\Ah, so they're out of the race, too.\Care to explain?!\You see, none of us bathe anymore. response:	After the girls went missing, laundry and housekeeping all went downhill.
context: If you can't tolerate that level of smell, I suggest you leave this village now.\What do you mean?\This is no longer a village any sane human can live in.\Hey! What happened? Are you all right?\Ah, so they're out of the race, too.\Care to explain?!\You see, none of us bathe anymore.\After the girls went missing, laundry and housekeeping all went downhill. response:	All the guys are going through a survival-mode lifestyle.
context: What do you mean?\This is no longer a village any sane human can live in.\Hey! What happened? Are you all right?\Ah, so they're out of the race, too.\Care to explain?!\You see, none of us bathe anymore.\After the girls went missing, laundry and housekeeping all went downhill.\All the guys are going through a survival-mode lifestyle. response:	This is more like a war zone than a village.
context: This is no longer a village any sane human can live in.\Hey! What happened? Are you all right?\Ah, so they're out of the race, too.\Care to explain?!\You see, none of us bathe anymore.\After the girls went missing, laundry and housekeeping all went downhill.\All the guys are going through a survival-mode lifestyle.\This is more like a war zone than a village. response:	The law of the jungle applies here.
context: Hey! What happened? Are you all right?\Ah, so they're out of the race, too.\Care to explain?!\You see, none of us bathe anymore.\After the girls went missing, laundry and housekeeping all went downhill.\All the guys are going through a survival-mode lifestyle.\This is more like a war zone than a village.\The law of the jungle applies here. response:	But life in survival-mode is pretty fun.
context: Ah, so they're out of the race, too.\Care to explain?!\You see, none of us bathe anymore.\After the girls went missing, laundry and housekeeping all went downhill.\All the guys are going through a survival-mode lifestyle.\This is more like a war zone than a village.\The law of the jungle applies here.\But life in survival-mode is pretty fun. response:	It's really thrilling.
context: Care to explain?!\You see, none of us bathe anymore.\After the girls went missing, laundry and housekeeping all went downhill.\All the guys are going through a survival-mode lifestyle.\This is more like a war zone than a village.\The law of the jungle applies here.\But life in survival-mode is pretty fun.\It's really thrilling. response:	What are you going to do with the village like this when the girls come back?!
context: You see, none of us bathe anymore.\After the girls went missing, laundry and housekeeping all went downhill.\All the guys are going through a survival-mode lifestyle.\This is more like a war zone than a village.\The law of the jungle applies here.\But life in survival-mode is pretty fun.\It's really thrilling.\What are you going to do with the village like this when the girls come back?! response:	They won't.
context: After the girls went missing, laundry and housekeeping all went downhill.\All the guys are going through a survival-mode lifestyle.\This is more like a war zone than a village.\The law of the jungle applies here.\But life in survival-mode is pretty fun.\It's really thrilling.\What are you going to do with the village like this when the girls come back?!\They won't. response:	I mean, we're talking about Oni.
context: All the guys are going through a survival-mode lifestyle.\This is more like a war zone than a village.\The law of the jungle applies here.\But life in survival-mode is pretty fun.\It's really thrilling.\What are you going to do with the village like this when the girls come back?!\They won't.\I mean, we're talking about Oni. response:	There's no way we can win.
context: This is more like a war zone than a village.\The law of the jungle applies here.\But life in survival-mode is pretty fun.\It's really thrilling.\What are you going to do with the village like this when the girls come back?!\They won't.\I mean, we're talking about Oni.\There's no way we can win. response:	Yeah.
context: The law of the jungle applies here.\But life in survival-mode is pretty fun.\It's really thrilling.\What are you going to do with the village like this when the girls come back?!\They won't.\I mean, we're talking about Oni.\There's no way we can win.\Yeah. response:	Cut that crap!
context: But life in survival-mode is pretty fun.\It's really thrilling.\What are you going to do with the village like this when the girls come back?!\They won't.\I mean, we're talking about Oni.\There's no way we can win.\Yeah.\Cut that crap! response:	We'll go save the girls, so tell me where the Oni are!
context: It's really thrilling.\What are you going to do with the village like this when the girls come back?!\They won't.\I mean, we're talking about Oni.\There's no way we can win.\Yeah.\Cut that crap!\We'll go save the girls, so tell me where the Oni are! response:	It's so peaceful.
context: What are you going to do with the village like this when the girls come back?!\They won't.\I mean, we're talking about Oni.\There's no way we can win.\Yeah.\Cut that crap!\We'll go save the girls, so tell me where the Oni are!\It's so peaceful. response:	So the Oni Island is beyond this ocean.
context: They won't.\I mean, we're talking about Oni.\There's no way we can win.\Yeah.\Cut that crap!\We'll go save the girls, so tell me where the Oni are!\It's so peaceful.\So the Oni Island is beyond this ocean. response:	I can only see the horizon.
context: I mean, we're talking about Oni.\There's no way we can win.\Yeah.\Cut that crap!\We'll go save the girls, so tell me where the Oni are!\It's so peaceful.\So the Oni Island is beyond this ocean.\I can only see the horizon. response:	Can we trust those villagers?
context: There's no way we can win.\Yeah.\Cut that crap!\We'll go save the girls, so tell me where the Oni are!\It's so peaceful.\So the Oni Island is beyond this ocean.\I can only see the horizon.\Can we trust those villagers? response:	They sounded so irresponsible! They had no intention of helping us out!
context: Yeah.\Cut that crap!\We'll go save the girls, so tell me where the Oni are!\It's so peaceful.\So the Oni Island is beyond this ocean.\I can only see the horizon.\Can we trust those villagers?\They sounded so irresponsible! They had no intention of helping us out! response:	It totally looked like we were bothering them.
context: Cut that crap!\We'll go save the girls, so tell me where the Oni are!\It's so peaceful.\So the Oni Island is beyond this ocean.\I can only see the horizon.\Can we trust those villagers?\They sounded so irresponsible! They had no intention of helping us out!\It totally looked like we were bothering them. response:	Let's not do this!
context: We'll go save the girls, so tell me where the Oni are!\It's so peaceful.\So the Oni Island is beyond this ocean.\I can only see the horizon.\Can we trust those villagers?\They sounded so irresponsible! They had no intention of helping us out!\It totally looked like we were bothering them.\Let's not do this! response:	We shouldn't go today!
context: It's so peaceful.\So the Oni Island is beyond this ocean.\I can only see the horizon.\Can we trust those villagers?\They sounded so irresponsible! They had no intention of helping us out!\It totally looked like we were bothering them.\Let's not do this!\We shouldn't go today! response:	We might get different information from another village.
context: So the Oni Island is beyond this ocean.\I can only see the horizon.\Can we trust those villagers?\They sounded so irresponsible! They had no intention of helping us out!\It totally looked like we were bothering them.\Let's not do this!\We shouldn't go today!\We might get different information from another village. response:	Okay.
context: I can only see the horizon.\Can we trust those villagers?\They sounded so irresponsible! They had no intention of helping us out!\It totally looked like we were bothering them.\Let's not do this!\We shouldn't go today!\We might get different information from another village.\Okay. response:	Bon voyage!
context: Can we trust those villagers?\They sounded so irresponsible! They had no intention of helping us out!\It totally looked like we were bothering them.\Let's not do this!\We shouldn't go today!\We might get different information from another village.\Okay.\Bon voyage! response:	He doesn't listen to us...
context: They sounded so irresponsible! They had no intention of helping us out!\It totally looked like we were bothering them.\Let's not do this!\We shouldn't go today!\We might get different information from another village.\Okay.\Bon voyage!\He doesn't listen to us... response:	What is this turtle?
context: It totally looked like we were bothering them.\Let's not do this!\We shouldn't go today!\We might get different information from another village.\Okay.\Bon voyage!\He doesn't listen to us...\What is this turtle? response:	Let's flip it on its back.
context: Let's not do this!\We shouldn't go today!\We might get different information from another village.\Okay.\Bon voyage!\He doesn't listen to us...\What is this turtle?\Let's flip it on its back. response:	Do it, do it!
context: We shouldn't go today!\We might get different information from another village.\Okay.\Bon voyage!\He doesn't listen to us...\What is this turtle?\Let's flip it on its back.\Do it, do it! response:	Hey, you guys.
context: We might get different information from another village.\Okay.\Bon voyage!\He doesn't listen to us...\What is this turtle?\Let's flip it on its back.\Do it, do it!\Hey, you guys. response:	What are you doing?
context: Okay.\Bon voyage!\He doesn't listen to us...\What is this turtle?\Let's flip it on its back.\Do it, do it!\Hey, you guys.\What are you doing? response:	He saved the turtle.
context: Bon voyage!\He doesn't listen to us...\What is this turtle?\Let's flip it on its back.\Do it, do it!\Hey, you guys.\What are you doing?\He saved the turtle. response:	Could this lead to...
context: He doesn't listen to us...\What is this turtle?\Let's flip it on its back.\Do it, do it!\Hey, you guys.\What are you doing?\He saved the turtle.\Could this lead to... response:	Lead to?
context: What is this turtle?\Let's flip it on its back.\Do it, do it!\Hey, you guys.\What are you doing?\He saved the turtle.\Could this lead to...\Lead to? response:	If you save a turtle, to show its gratitude, it puts you on its shell and takes you to the palace under the ocean.
context: Let's flip it on its back.\Do it, do it!\Hey, you guys.\What are you doing?\He saved the turtle.\Could this lead to...\Lead to?\If you save a turtle, to show its gratitude, it puts you on its shell and takes you to the palace under the ocean. response:	Palace? What's this place like?
context: Do it, do it!\Hey, you guys.\What are you doing?\He saved the turtle.\Could this lead to...\Lead to?\If you save a turtle, to show its gratitude, it puts you on its shell and takes you to the palace under the ocean.\Palace? What's this place like? response:	The sexy Otohime-sama will serve you with plenty of seafood like sea bream and tuna, and will even give you a souvenir to go.
context: Hey, you guys.\What are you doing?\He saved the turtle.\Could this lead to...\Lead to?\If you save a turtle, to show its gratitude, it puts you on its shell and takes you to the palace under the ocean.\Palace? What's this place like?\The sexy Otohime-sama will serve you with plenty of seafood like sea bream and tuna, and will even give you a souvenir to go. response:	Seriously? Let's have it take us there.
context: What are you doing?\He saved the turtle.\Could this lead to...\Lead to?\If you save a turtle, to show its gratitude, it puts you on its shell and takes you to the palace under the ocean.\Palace? What's this place like?\The sexy Otohime-sama will serve you with plenty of seafood like sea bream and tuna, and will even give you a souvenir to go.\Seriously? Let's have it take us there. response:	But you must be careful of the box she gives you as a souvenir.
context: He saved the turtle.\Could this lead to...\Lead to?\If you save a turtle, to show its gratitude, it puts you on its shell and takes you to the palace under the ocean.\Palace? What's this place like?\The sexy Otohime-sama will serve you with plenty of seafood like sea bream and tuna, and will even give you a souvenir to go.\Seriously? Let's have it take us there.\But you must be careful of the box she gives you as a souvenir. response:	When you open it, smoke will come out and you will turn into an old man in no time.
context: Could this lead to...\Lead to?\If you save a turtle, to show its gratitude, it puts you on its shell and takes you to the palace under the ocean.\Palace? What's this place like?\The sexy Otohime-sama will serve you with plenty of seafood like sea bream and tuna, and will even give you a souvenir to go.\Seriously? Let's have it take us there.\But you must be careful of the box she gives you as a souvenir.\When you open it, smoke will come out and you will turn into an old man in no time. response:	Why does she give out such a dangerous object?
context: Lead to?\If you save a turtle, to show its gratitude, it puts you on its shell and takes you to the palace under the ocean.\Palace? What's this place like?\The sexy Otohime-sama will serve you with plenty of seafood like sea bream and tuna, and will even give you a souvenir to go.\Seriously? Let's have it take us there.\But you must be careful of the box she gives you as a souvenir.\When you open it, smoke will come out and you will turn into an old man in no time.\Why does she give out such a dangerous object? response:	Is the turtle trying to repay kindness with ingratitude?
context: If you save a turtle, to show its gratitude, it puts you on its shell and takes you to the palace under the ocean.\Palace? What's this place like?\The sexy Otohime-sama will serve you with plenty of seafood like sea bream and tuna, and will even give you a souvenir to go.\Seriously? Let's have it take us there.\But you must be careful of the box she gives you as a souvenir.\When you open it, smoke will come out and you will turn into an old man in no time.\Why does she give out such a dangerous object?\Is the turtle trying to repay kindness with ingratitude? response:	Wait. Should we just leave that box unopened?
context: Palace? What's this place like?\The sexy Otohime-sama will serve you with plenty of seafood like sea bream and tuna, and will even give you a souvenir to go.\Seriously? Let's have it take us there.\But you must be careful of the box she gives you as a souvenir.\When you open it, smoke will come out and you will turn into an old man in no time.\Why does she give out such a dangerous object?\Is the turtle trying to repay kindness with ingratitude?\Wait. Should we just leave that box unopened? response:	Precisely.
context: The sexy Otohime-sama will serve you with plenty of seafood like sea bream and tuna, and will even give you a souvenir to go.\Seriously? Let's have it take us there.\But you must be careful of the box she gives you as a souvenir.\When you open it, smoke will come out and you will turn into an old man in no time.\Why does she give out such a dangerous object?\Is the turtle trying to repay kindness with ingratitude?\Wait. Should we just leave that box unopened?\Precisely. response:	If we don't open the box, we get to feast out and have fun with the hot and sexy Otohime-sama.
context: Seriously? Let's have it take us there.\But you must be careful of the box she gives you as a souvenir.\When you open it, smoke will come out and you will turn into an old man in no time.\Why does she give out such a dangerous object?\Is the turtle trying to repay kindness with ingratitude?\Wait. Should we just leave that box unopened?\Precisely.\If we don't open the box, we get to feast out and have fun with the hot and sexy Otohime-sama. response:	You guys. Why are you talking so secretively?
context: But you must be careful of the box she gives you as a souvenir.\When you open it, smoke will come out and you will turn into an old man in no time.\Why does she give out such a dangerous object?\Is the turtle trying to repay kindness with ingratitude?\Wait. Should we just leave that box unopened?\Precisely.\If we don't open the box, we get to feast out and have fun with the hot and sexy Otohime-sama.\You guys. Why are you talking so secretively? response:	Yikes!
context: When you open it, smoke will come out and you will turn into an old man in no time.\Why does she give out such a dangerous object?\Is the turtle trying to repay kindness with ingratitude?\Wait. Should we just leave that box unopened?\Precisely.\If we don't open the box, we get to feast out and have fun with the hot and sexy Otohime-sama.\You guys. Why are you talking so secretively?\Yikes! response:	N-Nothing!
context: Why does she give out such a dangerous object?\Is the turtle trying to repay kindness with ingratitude?\Wait. Should we just leave that box unopened?\Precisely.\If we don't open the box, we get to feast out and have fun with the hot and sexy Otohime-sama.\You guys. Why are you talking so secretively?\Yikes!\N-Nothing! response:	We'll go to Oni Island on this turtle's back.
context: Is the turtle trying to repay kindness with ingratitude?\Wait. Should we just leave that box unopened?\Precisely.\If we don't open the box, we get to feast out and have fun with the hot and sexy Otohime-sama.\You guys. Why are you talking so secretively?\Yikes!\N-Nothing!\We'll go to Oni Island on this turtle's back. response:	We'll lead the way and check things out.
context: Wait. Should we just leave that box unopened?\Precisely.\If we don't open the box, we get to feast out and have fun with the hot and sexy Otohime-sama.\You guys. Why are you talking so secretively?\Yikes!\N-Nothing!\We'll go to Oni Island on this turtle's back.\We'll lead the way and check things out. response:	See you later!
context: Precisely.\If we don't open the box, we get to feast out and have fun with the hot and sexy Otohime-sama.\You guys. Why are you talking so secretively?\Yikes!\N-Nothing!\We'll go to Oni Island on this turtle's back.\We'll lead the way and check things out.\See you later! response:	Isn't this about to turn into a separate story?
context: If we don't open the box, we get to feast out and have fun with the hot and sexy Otohime-sama.\You guys. Why are you talking so secretively?\Yikes!\N-Nothing!\We'll go to Oni Island on this turtle's back.\We'll lead the way and check things out.\See you later!\Isn't this about to turn into a separate story? response:	I think it'll be fine.
context: You guys. Why are you talking so secretively?\Yikes!\N-Nothing!\We'll go to Oni Island on this turtle's back.\We'll lead the way and check things out.\See you later!\Isn't this about to turn into a separate story?\I think it'll be fine. response:	I can't breathe!
context: Yikes!\N-Nothing!\We'll go to Oni Island on this turtle's back.\We'll lead the way and check things out.\See you later!\Isn't this about to turn into a separate story?\I think it'll be fine.\I can't breathe! response:	Was it trying to kill us?
context: N-Nothing!\We'll go to Oni Island on this turtle's back.\We'll lead the way and check things out.\See you later!\Isn't this about to turn into a separate story?\I think it'll be fine.\I can't breathe!\Was it trying to kill us? response:	I can't swim!
context: We'll go to Oni Island on this turtle's back.\We'll lead the way and check things out.\See you later!\Isn't this about to turn into a separate story?\I think it'll be fine.\I can't breathe!\Was it trying to kill us?\I can't swim! response:	Will we be fine with this puny boat?
context: We'll lead the way and check things out.\See you later!\Isn't this about to turn into a separate story?\I think it'll be fine.\I can't breathe!\Was it trying to kill us?\I can't swim!\Will we be fine with this puny boat? response:	What are we going to do if we get stranded? We don't even have any food.
context: See you later!\Isn't this about to turn into a separate story?\I think it'll be fine.\I can't breathe!\Was it trying to kill us?\I can't swim!\Will we be fine with this puny boat?\What are we going to do if we get stranded? We don't even have any food. response:	If that happens, we'll eat you guys.
context: Isn't this about to turn into a separate story?\I think it'll be fine.\I can't breathe!\Was it trying to kill us?\I can't swim!\Will we be fine with this puny boat?\What are we going to do if we get stranded? We don't even have any food.\If that happens, we'll eat you guys. response:	We knew it!
context: I think it'll be fine.\I can't breathe!\Was it trying to kill us?\I can't swim!\Will we be fine with this puny boat?\What are we going to do if we get stranded? We don't even have any food.\If that happens, we'll eat you guys.\We knew it! response:	Pheasant! You go find the Oni Island from the sky!
context: I can't breathe!\Was it trying to kill us?\I can't swim!\Will we be fine with this puny boat?\What are we going to do if we get stranded? We don't even have any food.\If that happens, we'll eat you guys.\We knew it!\Pheasant! You go find the Oni Island from the sky! response:	Roger!
context: Was it trying to kill us?\I can't swim!\Will we be fine with this puny boat?\What are we going to do if we get stranded? We don't even have any food.\If that happens, we'll eat you guys.\We knew it!\Pheasant! You go find the Oni Island from the sky!\Roger! response:	We can't see any land...
context: I can't swim!\Will we be fine with this puny boat?\What are we going to do if we get stranded? We don't even have any food.\If that happens, we'll eat you guys.\We knew it!\Pheasant! You go find the Oni Island from the sky!\Roger!\We can't see any land... response:	Pheasant isn't returning.
context: Will we be fine with this puny boat?\What are we going to do if we get stranded? We don't even have any food.\If that happens, we'll eat you guys.\We knew it!\Pheasant! You go find the Oni Island from the sky!\Roger!\We can't see any land...\Pheasant isn't returning. response:	He probably ran away.
context: What are we going to do if we get stranded? We don't even have any food.\If that happens, we'll eat you guys.\We knew it!\Pheasant! You go find the Oni Island from the sky!\Roger!\We can't see any land...\Pheasant isn't returning.\He probably ran away. response:	Our bond is tight!
context: If that happens, we'll eat you guys.\We knew it!\Pheasant! You go find the Oni Island from the sky!\Roger!\We can't see any land...\Pheasant isn't returning.\He probably ran away.\Our bond is tight! response:	You guys were offering each other when you were about to get eaten.
context: We knew it!\Pheasant! You go find the Oni Island from the sky!\Roger!\We can't see any land...\Pheasant isn't returning.\He probably ran away.\Our bond is tight!\You guys were offering each other when you were about to get eaten. response:	This can't be happening...
context: Pheasant! You go find the Oni Island from the sky!\Roger!\We can't see any land...\Pheasant isn't returning.\He probably ran away.\Our bond is tight!\You guys were offering each other when you were about to get eaten.\This can't be happening... response:	No way...
context: Roger!\We can't see any land...\Pheasant isn't returning.\He probably ran away.\Our bond is tight!\You guys were offering each other when you were about to get eaten.\This can't be happening...\No way... response:	How could he run away alone...
context: We can't see any land...\Pheasant isn't returning.\He probably ran away.\Our bond is tight!\You guys were offering each other when you were about to get eaten.\This can't be happening...\No way...\How could he run away alone... response:	I'm hungry...
context: Pheasant isn't returning.\He probably ran away.\Our bond is tight!\You guys were offering each other when you were about to get eaten.\This can't be happening...\No way...\How could he run away alone...\I'm hungry... response:	Me too...
context: He probably ran away.\Our bond is tight!\You guys were offering each other when you were about to get eaten.\This can't be happening...\No way...\How could he run away alone...\I'm hungry...\Me too... response:	Look, I had one left.
context: Our bond is tight!\You guys were offering each other when you were about to get eaten.\This can't be happening...\No way...\How could he run away alone...\I'm hungry...\Me too...\Look, I had one left. response:	It's mine!
context: You guys were offering each other when you were about to get eaten.\This can't be happening...\No way...\How could he run away alone...\I'm hungry...\Me too...\Look, I had one left.\It's mine! response:	Give it to me!
context: This can't be happening...\No way...\How could he run away alone...\I'm hungry...\Me too...\Look, I had one left.\It's mine!\Give it to me! response:	Get off!
context: No way...\How could he run away alone...\I'm hungry...\Me too...\Look, I had one left.\It's mine!\Give it to me!\Get off! response:	Did you guys drop this normal kibi-dango?
context: How could he run away alone...\I'm hungry...\Me too...\Look, I had one left.\It's mine!\Give it to me!\Get off!\Did you guys drop this normal kibi-dango? response:	Or is it this stack of postcards that could win you a year's worth of kibi-dango?
context: I'm hungry...\Me too...\Look, I had one left.\It's mine!\Give it to me!\Get off!\Did you guys drop this normal kibi-dango?\Or is it this stack of postcards that could win you a year's worth of kibi-dango? response:	Or, is it this postcard that could win you the Hokkaido Sea Food Set that gives you king crab, sea urchin, salmon roe, and scallops?
context: Me too...\Look, I had one left.\It's mine!\Give it to me!\Get off!\Did you guys drop this normal kibi-dango?\Or is it this stack of postcards that could win you a year's worth of kibi-dango?\Or, is it this postcard that could win you the Hokkaido Sea Food Set that gives you king crab, sea urchin, salmon roe, and scallops? response:	Um, that normal kibi-dango.
context: Look, I had one left.\It's mine!\Give it to me!\Get off!\Did you guys drop this normal kibi-dango?\Or is it this stack of postcards that could win you a year's worth of kibi-dango?\Or, is it this postcard that could win you the Hokkaido Sea Food Set that gives you king crab, sea urchin, salmon roe, and scallops?\Um, that normal kibi-dango. response:	I see. You're an honest man.
context: It's mine!\Give it to me!\Get off!\Did you guys drop this normal kibi-dango?\Or is it this stack of postcards that could win you a year's worth of kibi-dango?\Or, is it this postcard that could win you the Hokkaido Sea Food Set that gives you king crab, sea urchin, salmon roe, and scallops?\Um, that normal kibi-dango.\I see. You're an honest man. response:	As a prize, I'll give you this postcard that could win you the Hokkaido Sea Food Set.
context: Give it to me!\Get off!\Did you guys drop this normal kibi-dango?\Or is it this stack of postcards that could win you a year's worth of kibi-dango?\Or, is it this postcard that could win you the Hokkaido Sea Food Set that gives you king crab, sea urchin, salmon roe, and scallops?\Um, that normal kibi-dango.\I see. You're an honest man.\As a prize, I'll give you this postcard that could win you the Hokkaido Sea Food Set. response:	Where's the postbox?
context: Get off!\Did you guys drop this normal kibi-dango?\Or is it this stack of postcards that could win you a year's worth of kibi-dango?\Or, is it this postcard that could win you the Hokkaido Sea Food Set that gives you king crab, sea urchin, salmon roe, and scallops?\Um, that normal kibi-dango.\I see. You're an honest man.\As a prize, I'll give you this postcard that could win you the Hokkaido Sea Food Set.\Where's the postbox? response:	There's one in the village by the ocean, 30km from here due north-west-north.
context: Did you guys drop this normal kibi-dango?\Or is it this stack of postcards that could win you a year's worth of kibi-dango?\Or, is it this postcard that could win you the Hokkaido Sea Food Set that gives you king crab, sea urchin, salmon roe, and scallops?\Um, that normal kibi-dango.\I see. You're an honest man.\As a prize, I'll give you this postcard that could win you the Hokkaido Sea Food Set.\Where's the postbox?\There's one in the village by the ocean, 30km from here due north-west-north. response:	When do we get the prize?
context: Or is it this stack of postcards that could win you a year's worth of kibi-dango?\Or, is it this postcard that could win you the Hokkaido Sea Food Set that gives you king crab, sea urchin, salmon roe, and scallops?\Um, that normal kibi-dango.\I see. You're an honest man.\As a prize, I'll give you this postcard that could win you the Hokkaido Sea Food Set.\Where's the postbox?\There's one in the village by the ocean, 30km from here due north-west-north.\When do we get the prize? response:	The drawing is in a month.
context: Or, is it this postcard that could win you the Hokkaido Sea Food Set that gives you king crab, sea urchin, salmon roe, and scallops?\Um, that normal kibi-dango.\I see. You're an honest man.\As a prize, I'll give you this postcard that could win you the Hokkaido Sea Food Set.\Where's the postbox?\There's one in the village by the ocean, 30km from here due north-west-north.\When do we get the prize?\The drawing is in a month. response:	The winner will be notified through the actual mailing of the prize.
context: Um, that normal kibi-dango.\I see. You're an honest man.\As a prize, I'll give you this postcard that could win you the Hokkaido Sea Food Set.\Where's the postbox?\There's one in the village by the ocean, 30km from here due north-west-north.\When do we get the prize?\The drawing is in a month.\The winner will be notified through the actual mailing of the prize. response:	She got away.
context: I see. You're an honest man.\As a prize, I'll give you this postcard that could win you the Hokkaido Sea Food Set.\Where's the postbox?\There's one in the village by the ocean, 30km from here due north-west-north.\When do we get the prize?\The drawing is in a month.\The winner will be notified through the actual mailing of the prize.\She got away. response:	Give back the kibi-dango!
context: As a prize, I'll give you this postcard that could win you the Hokkaido Sea Food Set.\Where's the postbox?\There's one in the village by the ocean, 30km from here due north-west-north.\When do we get the prize?\The drawing is in a month.\The winner will be notified through the actual mailing of the prize.\She got away.\Give back the kibi-dango! response:	What are you eating?
context: Where's the postbox?\There's one in the village by the ocean, 30km from here due north-west-north.\When do we get the prize?\The drawing is in a month.\The winner will be notified through the actual mailing of the prize.\She got away.\Give back the kibi-dango!\What are you eating? response:	Shizuko Baa-san.
context: There's one in the village by the ocean, 30km from here due north-west-north.\When do we get the prize?\The drawing is in a month.\The winner will be notified through the actual mailing of the prize.\She got away.\Give back the kibi-dango!\What are you eating?\Shizuko Baa-san. response:	Have a peach.
context: When do we get the prize?\The drawing is in a month.\The winner will be notified through the actual mailing of the prize.\She got away.\Give back the kibi-dango!\What are you eating?\Shizuko Baa-san.\Have a peach. response:	Prez.
context: The drawing is in a month.\The winner will be notified through the actual mailing of the prize.\She got away.\Give back the kibi-dango!\What are you eating?\Shizuko Baa-san.\Have a peach.\Prez. response:	Are you sleepy?
context: The winner will be notified through the actual mailing of the prize.\She got away.\Give back the kibi-dango!\What are you eating?\Shizuko Baa-san.\Have a peach.\Prez.\Are you sleepy? response:	Get some rest then.
context: She got away.\Give back the kibi-dango!\What are you eating?\Shizuko Baa-san.\Have a peach.\Prez.\Are you sleepy?\Get some rest then. response:	I'll stay up for you.
context: Give back the kibi-dango!\What are you eating?\Shizuko Baa-san.\Have a peach.\Prez.\Are you sleepy?\Get some rest then.\I'll stay up for you. response:	You know?
context: What are you eating?\Shizuko Baa-san.\Have a peach.\Prez.\Are you sleepy?\Get some rest then.\I'll stay up for you.\You know? response:	Don't touch me.
context: Shizuko Baa-san.\Have a peach.\Prez.\Are you sleepy?\Get some rest then.\I'll stay up for you.\You know?\Don't touch me. response:	I'm traveling with you guys from a turn of events, but I don't trust you guys.
context: Have a peach.\Prez.\Are you sleepy?\Get some rest then.\I'll stay up for you.\You know?\Don't touch me.\I'm traveling with you guys from a turn of events, but I don't trust you guys. response:	Especially, you, Usui! You're too suspicious!
context: Prez.\Are you sleepy?\Get some rest then.\I'll stay up for you.\You know?\Don't touch me.\I'm traveling with you guys from a turn of events, but I don't trust you guys.\Especially, you, Usui! You're too suspicious! response:	Inner side, the looks, and everything else are!
context: Are you sleepy?\Get some rest then.\I'll stay up for you.\You know?\Don't touch me.\I'm traveling with you guys from a turn of events, but I don't trust you guys.\Especially, you, Usui! You're too suspicious!\Inner side, the looks, and everything else are! response:	Then do as you please.
context: Get some rest then.\I'll stay up for you.\You know?\Don't touch me.\I'm traveling with you guys from a turn of events, but I don't trust you guys.\Especially, you, Usui! You're too suspicious!\Inner side, the looks, and everything else are!\Then do as you please. response:	Hey!
context: I'll stay up for you.\You know?\Don't touch me.\I'm traveling with you guys from a turn of events, but I don't trust you guys.\Especially, you, Usui! You're too suspicious!\Inner side, the looks, and everything else are!\Then do as you please.\Hey! response:	Hey!
context: You know?\Don't touch me.\I'm traveling with you guys from a turn of events, but I don't trust you guys.\Especially, you, Usui! You're too suspicious!\Inner side, the looks, and everything else are!\Then do as you please.\Hey!\Hey! response:	Isn't that Pheasant?
context: Don't touch me.\I'm traveling with you guys from a turn of events, but I don't trust you guys.\Especially, you, Usui! You're too suspicious!\Inner side, the looks, and everything else are!\Then do as you please.\Hey!\Hey!\Isn't that Pheasant? response:	He's back!
context: I'm traveling with you guys from a turn of events, but I don't trust you guys.\Especially, you, Usui! You're too suspicious!\Inner side, the looks, and everything else are!\Then do as you please.\Hey!\Hey!\Isn't that Pheasant?\He's back! response:	Help me! Help me!
context: Especially, you, Usui! You're too suspicious!\Inner side, the looks, and everything else are!\Then do as you please.\Hey!\Hey!\Isn't that Pheasant?\He's back!\Help me! Help me! response:	I see something like a rope coming out of Pheasant.
context: Inner side, the looks, and everything else are!\Then do as you please.\Hey!\Hey!\Isn't that Pheasant?\He's back!\Help me! Help me!\I see something like a rope coming out of Pheasant. response:	Help me!
context: Then do as you please.\Hey!\Hey!\Isn't that Pheasant?\He's back!\Help me! Help me!\I see something like a rope coming out of Pheasant.\Help me! response:	Help me! They're going to kill us!
context: Hey!\Hey!\Isn't that Pheasant?\He's back!\Help me! Help me!\I see something like a rope coming out of Pheasant.\Help me!\Help me! They're going to kill us! response:	You know? I bet he picked up a stranded ship.
