context: TS response:	OP
context: We are well aware of the unusual activities of our company's contracted artist, Miller Joe.\From her communication records, we suspect she's an American spy.\But Miller Joe being the same person as Elena Peoples is just your theory.\Elena has undergone training in our company for over two years.\How could she debut as an indie artist in Manchester...\if she was undergoing IFO pilot training 1300km away?\Gazelle, what's the matter?\Remember what Truth said? response:	You can't see the truth.
context: From her communication records, we suspect she's an American spy.\But Miller Joe being the same person as Elena Peoples is just your theory.\Elena has undergone training in our company for over two years.\How could she debut as an indie artist in Manchester...\if she was undergoing IFO pilot training 1300km away?\Gazelle, what's the matter?\Remember what Truth said?\You can't see the truth. response:	What did you say?
context: But Miller Joe being the same person as Elena Peoples is just your theory.\Elena has undergone training in our company for over two years.\How could she debut as an indie artist in Manchester...\if she was undergoing IFO pilot training 1300km away?\Gazelle, what's the matter?\Remember what Truth said?\You can't see the truth.\What did you say? response:	The truth only shows itself to the ones who try to see it.
context: Elena has undergone training in our company for over two years.\How could she debut as an indie artist in Manchester...\if she was undergoing IFO pilot training 1300km away?\Gazelle, what's the matter?\Remember what Truth said?\You can't see the truth.\What did you say?\The truth only shows itself to the ones who try to see it. response:	He said that this world is wrong,
context: How could she debut as an indie artist in Manchester...\if she was undergoing IFO pilot training 1300km away?\Gazelle, what's the matter?\Remember what Truth said?\You can't see the truth.\What did you say?\The truth only shows itself to the ones who try to see it.\He said that this world is wrong, response:	and that I can't see the truth.
context: if she was undergoing IFO pilot training 1300km away?\Gazelle, what's the matter?\Remember what Truth said?\You can't see the truth.\What did you say?\The truth only shows itself to the ones who try to see it.\He said that this world is wrong,\and that I can't see the truth. response:	So what about it?
context: Gazelle, what's the matter?\Remember what Truth said?\You can't see the truth.\What did you say?\The truth only shows itself to the ones who try to see it.\He said that this world is wrong,\and that I can't see the truth.\So what about it? response:	I don't get it!
context: Remember what Truth said?\You can't see the truth.\What did you say?\The truth only shows itself to the ones who try to see it.\He said that this world is wrong,\and that I can't see the truth.\So what about it?\I don't get it! response:	Oh please...
context: You can't see the truth.\What did you say?\The truth only shows itself to the ones who try to see it.\He said that this world is wrong,\and that I can't see the truth.\So what about it?\I don't get it!\Oh please... response:	I don't get it, but I don't like it either!
context: What did you say?\The truth only shows itself to the ones who try to see it.\He said that this world is wrong,\and that I can't see the truth.\So what about it?\I don't get it!\Oh please...\I don't get it, but I don't like it either! response:	Headquarters, 20 floors underground.
context: The truth only shows itself to the ones who try to see it.\He said that this world is wrong,\and that I can't see the truth.\So what about it?\I don't get it!\Oh please...\I don't get it, but I don't like it either!\Headquarters, 20 floors underground. response:	This is as far as the emergency staircase takes me,
context: He said that this world is wrong,\and that I can't see the truth.\So what about it?\I don't get it!\Oh please...\I don't get it, but I don't like it either!\Headquarters, 20 floors underground.\This is as far as the emergency staircase takes me, response:	but it's clear that it goes even further down.
context: and that I can't see the truth.\So what about it?\I don't get it!\Oh please...\I don't get it, but I don't like it either!\Headquarters, 20 floors underground.\This is as far as the emergency staircase takes me,\but it's clear that it goes even further down. response:	There are clearly traces of another culture.
context: So what about it?\I don't get it!\Oh please...\I don't get it, but I don't like it either!\Headquarters, 20 floors underground.\This is as far as the emergency staircase takes me,\but it's clear that it goes even further down.\There are clearly traces of another culture. response:	One different from ours... Something from a different world...
context: I don't get it!\Oh please...\I don't get it, but I don't like it either!\Headquarters, 20 floors underground.\This is as far as the emergency staircase takes me,\but it's clear that it goes even further down.\There are clearly traces of another culture.\One different from ours... Something from a different world... response:	You're telling me this isn't Miller?
context: Oh please...\I don't get it, but I don't like it either!\Headquarters, 20 floors underground.\This is as far as the emergency staircase takes me,\but it's clear that it goes even further down.\There are clearly traces of another culture.\One different from ours... Something from a different world...\You're telling me this isn't Miller? response:	Yes. Miller is an agent we've selected carefully in cooperation with the British intelligence.
context: I don't get it, but I don't like it either!\Headquarters, 20 floors underground.\This is as far as the emergency staircase takes me,\but it's clear that it goes even further down.\There are clearly traces of another culture.\One different from ours... Something from a different world...\You're telling me this isn't Miller?\Yes. Miller is an agent we've selected carefully in cooperation with the British intelligence. response:	We had prepared her so that she could get contracted with Generation Bleu.
context: Headquarters, 20 floors underground.\This is as far as the emergency staircase takes me,\but it's clear that it goes even further down.\There are clearly traces of another culture.\One different from ours... Something from a different world...\You're telling me this isn't Miller?\Yes. Miller is an agent we've selected carefully in cooperation with the British intelligence.\We had prepared her so that she could get contracted with Generation Bleu. response:	Oh, I remember. Our IFO budget was cut thanks to that stunt.
context: This is as far as the emergency staircase takes me,\but it's clear that it goes even further down.\There are clearly traces of another culture.\One different from ours... Something from a different world...\You're telling me this isn't Miller?\Yes. Miller is an agent we've selected carefully in cooperation with the British intelligence.\We had prepared her so that she could get contracted with Generation Bleu.\Oh, I remember. Our IFO budget was cut thanks to that stunt. response:	We have all her physical data on file, of course.
context: but it's clear that it goes even further down.\There are clearly traces of another culture.\One different from ours... Something from a different world...\You're telling me this isn't Miller?\Yes. Miller is an agent we've selected carefully in cooperation with the British intelligence.\We had prepared her so that she could get contracted with Generation Bleu.\Oh, I remember. Our IFO budget was cut thanks to that stunt.\We have all her physical data on file, of course. response:	She does indeed look very similar, but there are slight differences in the voiceprint.
context: There are clearly traces of another culture.\One different from ours... Something from a different world...\You're telling me this isn't Miller?\Yes. Miller is an agent we've selected carefully in cooperation with the British intelligence.\We had prepared her so that she could get contracted with Generation Bleu.\Oh, I remember. Our IFO budget was cut thanks to that stunt.\We have all her physical data on file, of course.\She does indeed look very similar, but there are slight differences in the voiceprint. response:	I ordered my man who works as her producer to procure saliva samples,
context: One different from ours... Something from a different world...\You're telling me this isn't Miller?\Yes. Miller is an agent we've selected carefully in cooperation with the British intelligence.\We had prepared her so that she could get contracted with Generation Bleu.\Oh, I remember. Our IFO budget was cut thanks to that stunt.\We have all her physical data on file, of course.\She does indeed look very similar, but there are slight differences in the voiceprint.\I ordered my man who works as her producer to procure saliva samples, response:	and we checked for DNA matches.
context: You're telling me this isn't Miller?\Yes. Miller is an agent we've selected carefully in cooperation with the British intelligence.\We had prepared her so that she could get contracted with Generation Bleu.\Oh, I remember. Our IFO budget was cut thanks to that stunt.\We have all her physical data on file, of course.\She does indeed look very similar, but there are slight differences in the voiceprint.\I ordered my man who works as her producer to procure saliva samples,\and we checked for DNA matches. response:	They are totally different people!
context: Yes. Miller is an agent we've selected carefully in cooperation with the British intelligence.\We had prepared her so that she could get contracted with Generation Bleu.\Oh, I remember. Our IFO budget was cut thanks to that stunt.\We have all her physical data on file, of course.\She does indeed look very similar, but there are slight differences in the voiceprint.\I ordered my man who works as her producer to procure saliva samples,\and we checked for DNA matches.\They are totally different people! response:	For at least two months, the person we have been in contact with was not Miller.
context: We had prepared her so that she could get contracted with Generation Bleu.\Oh, I remember. Our IFO budget was cut thanks to that stunt.\We have all her physical data on file, of course.\She does indeed look very similar, but there are slight differences in the voiceprint.\I ordered my man who works as her producer to procure saliva samples,\and we checked for DNA matches.\They are totally different people!\For at least two months, the person we have been in contact with was not Miller. response:	So who is she?
context: Oh, I remember. Our IFO budget was cut thanks to that stunt.\We have all her physical data on file, of course.\She does indeed look very similar, but there are slight differences in the voiceprint.\I ordered my man who works as her producer to procure saliva samples,\and we checked for DNA matches.\They are totally different people!\For at least two months, the person we have been in contact with was not Miller.\So who is she? response:	No way!
context: We have all her physical data on file, of course.\She does indeed look very similar, but there are slight differences in the voiceprint.\I ordered my man who works as her producer to procure saliva samples,\and we checked for DNA matches.\They are totally different people!\For at least two months, the person we have been in contact with was not Miller.\So who is she?\No way! response:	Looks like we're going to have to remove the outer armor to clean the sand out.
context: She does indeed look very similar, but there are slight differences in the voiceprint.\I ordered my man who works as her producer to procure saliva samples,\and we checked for DNA matches.\They are totally different people!\For at least two months, the person we have been in contact with was not Miller.\So who is she?\No way!\Looks like we're going to have to remove the outer armor to clean the sand out. response:	How long is Stanley going to be our substitute chief for?
context: I ordered my man who works as her producer to procure saliva samples,\and we checked for DNA matches.\They are totally different people!\For at least two months, the person we have been in contact with was not Miller.\So who is she?\No way!\Looks like we're going to have to remove the outer armor to clean the sand out.\How long is Stanley going to be our substitute chief for? response:	Stop being so selfish!
context: and we checked for DNA matches.\They are totally different people!\For at least two months, the person we have been in contact with was not Miller.\So who is she?\No way!\Looks like we're going to have to remove the outer armor to clean the sand out.\How long is Stanley going to be our substitute chief for?\Stop being so selfish! response:	He's been graphing your weight gains! He's obviously teasing you.
context: They are totally different people!\For at least two months, the person we have been in contact with was not Miller.\So who is she?\No way!\Looks like we're going to have to remove the outer armor to clean the sand out.\How long is Stanley going to be our substitute chief for?\Stop being so selfish!\He's been graphing your weight gains! He's obviously teasing you. response:	I-I'm not the only one who got fatter!
context: For at least two months, the person we have been in contact with was not Miller.\So who is she?\No way!\Looks like we're going to have to remove the outer armor to clean the sand out.\How long is Stanley going to be our substitute chief for?\Stop being so selfish!\He's been graphing your weight gains! He's obviously teasing you.\I-I'm not the only one who got fatter! response:	It doesn't matter who it is.
context: So who is she?\No way!\Looks like we're going to have to remove the outer armor to clean the sand out.\How long is Stanley going to be our substitute chief for?\Stop being so selfish!\He's been graphing your weight gains! He's obviously teasing you.\I-I'm not the only one who got fatter!\It doesn't matter who it is. response:	There's no one like Bruno.
context: No way!\Looks like we're going to have to remove the outer armor to clean the sand out.\How long is Stanley going to be our substitute chief for?\Stop being so selfish!\He's been graphing your weight gains! He's obviously teasing you.\I-I'm not the only one who got fatter!\It doesn't matter who it is.\There's no one like Bruno. response:	That's right... I wish I could hug his big bear belly again...
context: Looks like we're going to have to remove the outer armor to clean the sand out.\How long is Stanley going to be our substitute chief for?\Stop being so selfish!\He's been graphing your weight gains! He's obviously teasing you.\I-I'm not the only one who got fatter!\It doesn't matter who it is.\There's no one like Bruno.\That's right... I wish I could hug his big bear belly again... response:	Chief, has team Goldilocks been ordered to scramble?
context: How long is Stanley going to be our substitute chief for?\Stop being so selfish!\He's been graphing your weight gains! He's obviously teasing you.\I-I'm not the only one who got fatter!\It doesn't matter who it is.\There's no one like Bruno.\That's right... I wish I could hug his big bear belly again...\Chief, has team Goldilocks been ordered to scramble? response:	What are you talking about?
context: Stop being so selfish!\He's been graphing your weight gains! He's obviously teasing you.\I-I'm not the only one who got fatter!\It doesn't matter who it is.\There's no one like Bruno.\That's right... I wish I could hug his big bear belly again...\Chief, has team Goldilocks been ordered to scramble?\What are you talking about? response:	But then...
context: He's been graphing your weight gains! He's obviously teasing you.\I-I'm not the only one who got fatter!\It doesn't matter who it is.\There's no one like Bruno.\That's right... I wish I could hug his big bear belly again...\Chief, has team Goldilocks been ordered to scramble?\What are you talking about?\But then... response:	Stop them!
context: I-I'm not the only one who got fatter!\It doesn't matter who it is.\There's no one like Bruno.\That's right... I wish I could hug his big bear belly again...\Chief, has team Goldilocks been ordered to scramble?\What are you talking about?\But then...\Stop them! response:	Bruno!
context: It doesn't matter who it is.\There's no one like Bruno.\That's right... I wish I could hug his big bear belly again...\Chief, has team Goldilocks been ordered to scramble?\What are you talking about?\But then...\Stop them!\Bruno! response:	I am... Miller...
context: There's no one like Bruno.\That's right... I wish I could hug his big bear belly again...\Chief, has team Goldilocks been ordered to scramble?\What are you talking about?\But then...\Stop them!\Bruno!\I am... Miller... response:	I am... Elena...
context: That's right... I wish I could hug his big bear belly again...\Chief, has team Goldilocks been ordered to scramble?\What are you talking about?\But then...\Stop them!\Bruno!\I am... Miller...\I am... Elena... response:	I am...
context: Chief, has team Goldilocks been ordered to scramble?\What are you talking about?\But then...\Stop them!\Bruno!\I am... Miller...\I am... Elena...\I am... response:	Miller!
context: What are you talking about?\But then...\Stop them!\Bruno!\I am... Miller...\I am... Elena...\I am...\Miller! response:	Elena!
context: But then...\Stop them!\Bruno!\I am... Miller...\I am... Elena...\I am...\Miller!\Elena! response:	Truth got away today, but I'll find him eventually.
context: Stop them!\Bruno!\I am... Miller...\I am... Elena...\I am...\Miller!\Elena!\Truth got away today, but I'll find him eventually. response:	And then
context: Bruno!\I am... Miller...\I am... Elena...\I am...\Miller!\Elena!\Truth got away today, but I'll find him eventually.\And then response:	Wh-What's wrong?
context: I am... Miller...\I am... Elena...\I am...\Miller!\Elena!\Truth got away today, but I'll find him eventually.\And then\Wh-What's wrong? response:	I told you, we're leaving together!
context: I am... Elena...\I am...\Miller!\Elena!\Truth got away today, but I'll find him eventually.\And then\Wh-What's wrong?\I told you, we're leaving together! response:	Yeah, I've been waiting! Let's go!
context: I am...\Miller!\Elena!\Truth got away today, but I'll find him eventually.\And then\Wh-What's wrong?\I told you, we're leaving together!\Yeah, I've been waiting! Let's go! response:	The sky is so beautiful!
context: Miller!\Elena!\Truth got away today, but I'll find him eventually.\And then\Wh-What's wrong?\I told you, we're leaving together!\Yeah, I've been waiting! Let's go!\The sky is so beautiful! response:	It's the sky of Iwato Island!
context: Elena!\Truth got away today, but I'll find him eventually.\And then\Wh-What's wrong?\I told you, we're leaving together!\Yeah, I've been waiting! Let's go!\The sky is so beautiful!\It's the sky of Iwato Island! response:	What's up, Noah? Where's Ao?
context: Truth got away today, but I'll find him eventually.\And then\Wh-What's wrong?\I told you, we're leaving together!\Yeah, I've been waiting! Let's go!\The sky is so beautiful!\It's the sky of Iwato Island!\What's up, Noah? Where's Ao? response:	Team Goldilocks?!
context: And then\Wh-What's wrong?\I told you, we're leaving together!\Yeah, I've been waiting! Let's go!\The sky is so beautiful!\It's the sky of Iwato Island!\What's up, Noah? Where's Ao?\Team Goldilocks?! response:	Oh, are you still trying to run away?
context: Wh-What's wrong?\I told you, we're leaving together!\Yeah, I've been waiting! Let's go!\The sky is so beautiful!\It's the sky of Iwato Island!\What's up, Noah? Where's Ao?\Team Goldilocks?!\Oh, are you still trying to run away? response:	So many bears!
context: I told you, we're leaving together!\Yeah, I've been waiting! Let's go!\The sky is so beautiful!\It's the sky of Iwato Island!\What's up, Noah? Where's Ao?\Team Goldilocks?!\Oh, are you still trying to run away?\So many bears! response:	It's not a bear! It's my Hans!
context: Yeah, I've been waiting! Let's go!\The sky is so beautiful!\It's the sky of Iwato Island!\What's up, Noah? Where's Ao?\Team Goldilocks?!\Oh, are you still trying to run away?\So many bears!\It's not a bear! It's my Hans! response:	Alex! Are the children all right?
context: The sky is so beautiful!\It's the sky of Iwato Island!\What's up, Noah? Where's Ao?\Team Goldilocks?!\Oh, are you still trying to run away?\So many bears!\It's not a bear! It's my Hans!\Alex! Are the children all right? response:	The systems have been shut down.
context: It's the sky of Iwato Island!\What's up, Noah? Where's Ao?\Team Goldilocks?!\Oh, are you still trying to run away?\So many bears!\It's not a bear! It's my Hans!\Alex! Are the children all right?\The systems have been shut down. response:	We're opening the canopies now.
context: What's up, Noah? Where's Ao?\Team Goldilocks?!\Oh, are you still trying to run away?\So many bears!\It's not a bear! It's my Hans!\Alex! Are the children all right?\The systems have been shut down.\We're opening the canopies now. response:	No!
context: Team Goldilocks?!\Oh, are you still trying to run away?\So many bears!\It's not a bear! It's my Hans!\Alex! Are the children all right?\The systems have been shut down.\We're opening the canopies now.\No! response:	Let me go!
context: Oh, are you still trying to run away?\So many bears!\It's not a bear! It's my Hans!\Alex! Are the children all right?\The systems have been shut down.\We're opening the canopies now.\No!\Let me go! response:	Bears!
context: So many bears!\It's not a bear! It's my Hans!\Alex! Are the children all right?\The systems have been shut down.\We're opening the canopies now.\No!\Let me go!\Bears! response:	Okay! Bring all three of them here right away!
context: It's not a bear! It's my Hans!\Alex! Are the children all right?\The systems have been shut down.\We're opening the canopies now.\No!\Let me go!\Bears!\Okay! Bring all three of them here right away! response:	Mama! I must save Mama!
context: Alex! Are the children all right?\The systems have been shut down.\We're opening the canopies now.\No!\Let me go!\Bears!\Okay! Bring all three of them here right away!\Mama! I must save Mama! response:	Mama! Mama!
context: The systems have been shut down.\We're opening the canopies now.\No!\Let me go!\Bears!\Okay! Bring all three of them here right away!\Mama! I must save Mama!\Mama! Mama! response:	It's confirmed that oxygen inhalation eases the hallucinations.
context: We're opening the canopies now.\No!\Let me go!\Bears!\Okay! Bring all three of them here right away!\Mama! I must save Mama!\Mama! Mama!\It's confirmed that oxygen inhalation eases the hallucinations. response:	Begin!
context: No!\Let me go!\Bears!\Okay! Bring all three of them here right away!\Mama! I must save Mama!\Mama! Mama!\It's confirmed that oxygen inhalation eases the hallucinations.\Begin! response:	Mama! Mama!
context: Let me go!\Bears!\Okay! Bring all three of them here right away!\Mama! I must save Mama!\Mama! Mama!\It's confirmed that oxygen inhalation eases the hallucinations.\Begin!\Mama! Mama! response:	Just as Georg deduced, the trapar in the air is the cause of the problem.
context: Bears!\Okay! Bring all three of them here right away!\Mama! I must save Mama!\Mama! Mama!\It's confirmed that oxygen inhalation eases the hallucinations.\Begin!\Mama! Mama!\Just as Georg deduced, the trapar in the air is the cause of the problem. response:	Those particles react with the trapar in the air
context: Okay! Bring all three of them here right away!\Mama! I must save Mama!\Mama! Mama!\It's confirmed that oxygen inhalation eases the hallucinations.\Begin!\Mama! Mama!\Just as Georg deduced, the trapar in the air is the cause of the problem.\Those particles react with the trapar in the air response:	after entering their bodies, stimulating the brain.
context: Mama! I must save Mama!\Mama! Mama!\It's confirmed that oxygen inhalation eases the hallucinations.\Begin!\Mama! Mama!\Just as Georg deduced, the trapar in the air is the cause of the problem.\Those particles react with the trapar in the air\after entering their bodies, stimulating the brain. response:	It has no effect on us, but it causes hallucinations to the children whose brain structures have been altered by trapar.
context: Mama! Mama!\It's confirmed that oxygen inhalation eases the hallucinations.\Begin!\Mama! Mama!\Just as Georg deduced, the trapar in the air is the cause of the problem.\Those particles react with the trapar in the air\after entering their bodies, stimulating the brain.\It has no effect on us, but it causes hallucinations to the children whose brain structures have been altered by trapar. response:	Strengthen the filters of all air conditioning units to filter out trapar.
context: It's confirmed that oxygen inhalation eases the hallucinations.\Begin!\Mama! Mama!\Just as Georg deduced, the trapar in the air is the cause of the problem.\Those particles react with the trapar in the air\after entering their bodies, stimulating the brain.\It has no effect on us, but it causes hallucinations to the children whose brain structures have been altered by trapar.\Strengthen the filters of all air conditioning units to filter out trapar. response:	Now we have to figure out how to get rid of the particles in their bodies...
context: Begin!\Mama! Mama!\Just as Georg deduced, the trapar in the air is the cause of the problem.\Those particles react with the trapar in the air\after entering their bodies, stimulating the brain.\It has no effect on us, but it causes hallucinations to the children whose brain structures have been altered by trapar.\Strengthen the filters of all air conditioning units to filter out trapar.\Now we have to figure out how to get rid of the particles in their bodies... response:	It's possible that every one of those particles is a Secret...
context: Mama! Mama!\Just as Georg deduced, the trapar in the air is the cause of the problem.\Those particles react with the trapar in the air\after entering their bodies, stimulating the brain.\It has no effect on us, but it causes hallucinations to the children whose brain structures have been altered by trapar.\Strengthen the filters of all air conditioning units to filter out trapar.\Now we have to figure out how to get rid of the particles in their bodies...\It's possible that every one of those particles is a Secret... response:	Are Ao and Elena going to be all right?
context: Just as Georg deduced, the trapar in the air is the cause of the problem.\Those particles react with the trapar in the air\after entering their bodies, stimulating the brain.\It has no effect on us, but it causes hallucinations to the children whose brain structures have been altered by trapar.\Strengthen the filters of all air conditioning units to filter out trapar.\Now we have to figure out how to get rid of the particles in their bodies...\It's possible that every one of those particles is a Secret...\Are Ao and Elena going to be all right? response:	He's different from us on a genetic level.
context: Those particles react with the trapar in the air\after entering their bodies, stimulating the brain.\It has no effect on us, but it causes hallucinations to the children whose brain structures have been altered by trapar.\Strengthen the filters of all air conditioning units to filter out trapar.\Now we have to figure out how to get rid of the particles in their bodies...\It's possible that every one of those particles is a Secret...\Are Ao and Elena going to be all right?\He's different from us on a genetic level. response:	Ao and Elena, huh?
context: after entering their bodies, stimulating the brain.\It has no effect on us, but it causes hallucinations to the children whose brain structures have been altered by trapar.\Strengthen the filters of all air conditioning units to filter out trapar.\Now we have to figure out how to get rid of the particles in their bodies...\It's possible that every one of those particles is a Secret...\Are Ao and Elena going to be all right?\He's different from us on a genetic level.\Ao and Elena, huh? response:	Where are we?
context: It has no effect on us, but it causes hallucinations to the children whose brain structures have been altered by trapar.\Strengthen the filters of all air conditioning units to filter out trapar.\Now we have to figure out how to get rid of the particles in their bodies...\It's possible that every one of those particles is a Secret...\Are Ao and Elena going to be all right?\He's different from us on a genetic level.\Ao and Elena, huh?\Where are we? response:	Huh?! What?!
context: Strengthen the filters of all air conditioning units to filter out trapar.\Now we have to figure out how to get rid of the particles in their bodies...\It's possible that every one of those particles is a Secret...\Are Ao and Elena going to be all right?\He's different from us on a genetic level.\Ao and Elena, huh?\Where are we?\Huh?! What?! response:	How did...
context: Now we have to figure out how to get rid of the particles in their bodies...\It's possible that every one of those particles is a Secret...\Are Ao and Elena going to be all right?\He's different from us on a genetic level.\Ao and Elena, huh?\Where are we?\Huh?! What?!\How did... response:	Didn't you tell me before?
context: It's possible that every one of those particles is a Secret...\Are Ao and Elena going to be all right?\He's different from us on a genetic level.\Ao and Elena, huh?\Where are we?\Huh?! What?!\How did...\Didn't you tell me before? response:	That you wanted to see the real thing, not just a broadcast.
context: Are Ao and Elena going to be all right?\He's different from us on a genetic level.\Ao and Elena, huh?\Where are we?\Huh?! What?!\How did...\Didn't you tell me before?\That you wanted to see the real thing, not just a broadcast. response:	But only adults can come here.
context: He's different from us on a genetic level.\Ao and Elena, huh?\Where are we?\Huh?! What?!\How did...\Didn't you tell me before?\That you wanted to see the real thing, not just a broadcast.\But only adults can come here. response:	Miller, is that you?
context: Ao and Elena, huh?\Where are we?\Huh?! What?!\How did...\Didn't you tell me before?\That you wanted to see the real thing, not just a broadcast.\But only adults can come here.\Miller, is that you? response:	Where have you been? What are you doing taking to the stage by yourself?
context: Where are we?\Huh?! What?!\How did...\Didn't you tell me before?\That you wanted to see the real thing, not just a broadcast.\But only adults can come here.\Miller, is that you?\Where have you been? What are you doing taking to the stage by yourself? response:	We've been summoned. Let's go.
context: Huh?! What?!\How did...\Didn't you tell me before?\That you wanted to see the real thing, not just a broadcast.\But only adults can come here.\Miller, is that you?\Where have you been? What are you doing taking to the stage by yourself?\We've been summoned. Let's go. response:	Ao! Elena!
context: How did...\Didn't you tell me before?\That you wanted to see the real thing, not just a broadcast.\But only adults can come here.\Miller, is that you?\Where have you been? What are you doing taking to the stage by yourself?\We've been summoned. Let's go.\Ao! Elena! response:	Ao, we must run!
context: Didn't you tell me before?\That you wanted to see the real thing, not just a broadcast.\But only adults can come here.\Miller, is that you?\Where have you been? What are you doing taking to the stage by yourself?\We've been summoned. Let's go.\Ao! Elena!\Ao, we must run! response:	Wasn't I just in Generation Bleu?
context: That you wanted to see the real thing, not just a broadcast.\But only adults can come here.\Miller, is that you?\Where have you been? What are you doing taking to the stage by yourself?\We've been summoned. Let's go.\Ao! Elena!\Ao, we must run!\Wasn't I just in Generation Bleu? response:	They've been misleading us!
context: But only adults can come here.\Miller, is that you?\Where have you been? What are you doing taking to the stage by yourself?\We've been summoned. Let's go.\Ao! Elena!\Ao, we must run!\Wasn't I just in Generation Bleu?\They've been misleading us! response:	This isn't the real world.
context: Miller, is that you?\Where have you been? What are you doing taking to the stage by yourself?\We've been summoned. Let's go.\Ao! Elena!\Ao, we must run!\Wasn't I just in Generation Bleu?\They've been misleading us!\This isn't the real world. response:	Our world is outside here.
context: Where have you been? What are you doing taking to the stage by yourself?\We've been summoned. Let's go.\Ao! Elena!\Ao, we must run!\Wasn't I just in Generation Bleu?\They've been misleading us!\This isn't the real world.\Our world is outside here. response:	Ao, we'll lead you there.
context: We've been summoned. Let's go.\Ao! Elena!\Ao, we must run!\Wasn't I just in Generation Bleu?\They've been misleading us!\This isn't the real world.\Our world is outside here.\Ao, we'll lead you there. response:	I must search for it... Let's go!
context: Ao! Elena!\Ao, we must run!\Wasn't I just in Generation Bleu?\They've been misleading us!\This isn't the real world.\Our world is outside here.\Ao, we'll lead you there.\I must search for it... Let's go! response:	The Ryukyu SDF? It's the men of Pippo's dad.
context: Ao, we must run!\Wasn't I just in Generation Bleu?\They've been misleading us!\This isn't the real world.\Our world is outside here.\Ao, we'll lead you there.\I must search for it... Let's go!\The Ryukyu SDF? It's the men of Pippo's dad. response:	Elena, take care of Ao!
context: Wasn't I just in Generation Bleu?\They've been misleading us!\This isn't the real world.\Our world is outside here.\Ao, we'll lead you there.\I must search for it... Let's go!\The Ryukyu SDF? It's the men of Pippo's dad.\Elena, take care of Ao! response:	Why does a Pied Piper pilot disguise herself as Miller and send us intel?
context: They've been misleading us!\This isn't the real world.\Our world is outside here.\Ao, we'll lead you there.\I must search for it... Let's go!\The Ryukyu SDF? It's the men of Pippo's dad.\Elena, take care of Ao!\Why does a Pied Piper pilot disguise herself as Miller and send us intel? response:	Is it fake intel?
context: This isn't the real world.\Our world is outside here.\Ao, we'll lead you there.\I must search for it... Let's go!\The Ryukyu SDF? It's the men of Pippo's dad.\Elena, take care of Ao!\Why does a Pied Piper pilot disguise herself as Miller and send us intel?\Is it fake intel? response:	No, that can't be. Because...
context: Our world is outside here.\Ao, we'll lead you there.\I must search for it... Let's go!\The Ryukyu SDF? It's the men of Pippo's dad.\Elena, take care of Ao!\Why does a Pied Piper pilot disguise herself as Miller and send us intel?\Is it fake intel?\No, that can't be. Because... response:	Ao, once we're in the real world...
context: Ao, we'll lead you there.\I must search for it... Let's go!\The Ryukyu SDF? It's the men of Pippo's dad.\Elena, take care of Ao!\Why does a Pied Piper pilot disguise herself as Miller and send us intel?\Is it fake intel?\No, that can't be. Because...\Ao, once we're in the real world... response:	I'm sure we won't have to fight ever again.
context: I must search for it... Let's go!\The Ryukyu SDF? It's the men of Pippo's dad.\Elena, take care of Ao!\Why does a Pied Piper pilot disguise herself as Miller and send us intel?\Is it fake intel?\No, that can't be. Because...\Ao, once we're in the real world...\I'm sure we won't have to fight ever again. response:	And then
context: The Ryukyu SDF? It's the men of Pippo's dad.\Elena, take care of Ao!\Why does a Pied Piper pilot disguise herself as Miller and send us intel?\Is it fake intel?\No, that can't be. Because...\Ao, once we're in the real world...\I'm sure we won't have to fight ever again.\And then response:	Stop already, Miller.
context: Elena, take care of Ao!\Why does a Pied Piper pilot disguise herself as Miller and send us intel?\Is it fake intel?\No, that can't be. Because...\Ao, once we're in the real world...\I'm sure we won't have to fight ever again.\And then\Stop already, Miller. response:	It sounds like you're triggering your death flag!
context: Why does a Pied Piper pilot disguise herself as Miller and send us intel?\Is it fake intel?\No, that can't be. Because...\Ao, once we're in the real world...\I'm sure we won't have to fight ever again.\And then\Stop already, Miller.\It sounds like you're triggering your death flag! response:	I see...
context: Is it fake intel?\No, that can't be. Because...\Ao, once we're in the real world...\I'm sure we won't have to fight ever again.\And then\Stop already, Miller.\It sounds like you're triggering your death flag!\I see... response:	What do you mean by flag?
context: No, that can't be. Because...\Ao, once we're in the real world...\I'm sure we won't have to fight ever again.\And then\Stop already, Miller.\It sounds like you're triggering your death flag!\I see...\What do you mean by flag? response:	And Miller is?
context: Ao, once we're in the real world...\I'm sure we won't have to fight ever again.\And then\Stop already, Miller.\It sounds like you're triggering your death flag!\I see...\What do you mean by flag?\And Miller is? response:	Should we fire warning shots?
context: I'm sure we won't have to fight ever again.\And then\Stop already, Miller.\It sounds like you're triggering your death flag!\I see...\What do you mean by flag?\And Miller is?\Should we fire warning shots? response:	No need.
context: And then\Stop already, Miller.\It sounds like you're triggering your death flag!\I see...\What do you mean by flag?\And Miller is?\Should we fire warning shots?\No need. response:	The car's AC filter is filtering out trapar.
context: Stop already, Miller.\It sounds like you're triggering your death flag!\I see...\What do you mean by flag?\And Miller is?\Should we fire warning shots?\No need.\The car's AC filter is filtering out trapar. response:	Can you hear me, Ao, Elena?
context: It sounds like you're triggering your death flag!\I see...\What do you mean by flag?\And Miller is?\Should we fire warning shots?\No need.\The car's AC filter is filtering out trapar.\Can you hear me, Ao, Elena? response:	Chief?
