context: This is a BETA version response:	Enjoy watching! I love you all!
context: Next year will be too late.\Huh?\Is there anyone\who entered a competition in order to lose?\Especially this Maradonna Piano Competition\will give 2.000.000 yen as the Prize!\On top of that, it will give scholarship to study abroad for the the one winning the 1st place!\Could it be that it was the reason why you... response:	CERTAINLY I am going to win 2.000.000 yen!!
context: Huh?\Is there anyone\who entered a competition in order to lose?\Especially this Maradonna Piano Competition\will give 2.000.000 yen as the Prize!\On top of that, it will give scholarship to study abroad for the the one winning the 1st place!\Could it be that it was the reason why you...\CERTAINLY I am going to win 2.000.000 yen!! response:	ARE YOU STUPID??!
context: Is there anyone\who entered a competition in order to lose?\Especially this Maradonna Piano Competition\will give 2.000.000 yen as the Prize!\On top of that, it will give scholarship to study abroad for the the one winning the 1st place!\Could it be that it was the reason why you...\CERTAINLY I am going to win 2.000.000 yen!!\ARE YOU STUPID??! response:	to enter a competition with money as the target??!
context: who entered a competition in order to lose?\Especially this Maradonna Piano Competition\will give 2.000.000 yen as the Prize!\On top of that, it will give scholarship to study abroad for the the one winning the 1st place!\Could it be that it was the reason why you...\CERTAINLY I am going to win 2.000.000 yen!!\ARE YOU STUPID??!\to enter a competition with money as the target??! response:	That amount is enough to go to Europe, isn't it?
context: Especially this Maradonna Piano Competition\will give 2.000.000 yen as the Prize!\On top of that, it will give scholarship to study abroad for the the one winning the 1st place!\Could it be that it was the reason why you...\CERTAINLY I am going to win 2.000.000 yen!!\ARE YOU STUPID??!\to enter a competition with money as the target??!\That amount is enough to go to Europe, isn't it? response:	Europe??
context: will give 2.000.000 yen as the Prize!\On top of that, it will give scholarship to study abroad for the the one winning the 1st place!\Could it be that it was the reason why you...\CERTAINLY I am going to win 2.000.000 yen!!\ARE YOU STUPID??!\to enter a competition with money as the target??!\That amount is enough to go to Europe, isn't it?\Europe?? response:	That's enough to follow Senpai, isn't it?
context: On top of that, it will give scholarship to study abroad for the the one winning the 1st place!\Could it be that it was the reason why you...\CERTAINLY I am going to win 2.000.000 yen!!\ARE YOU STUPID??!\to enter a competition with money as the target??!\That amount is enough to go to Europe, isn't it?\Europe??\That's enough to follow Senpai, isn't it? response:	Competition...
context: Could it be that it was the reason why you...\CERTAINLY I am going to win 2.000.000 yen!!\ARE YOU STUPID??!\to enter a competition with money as the target??!\That amount is enough to go to Europe, isn't it?\Europe??\That's enough to follow Senpai, isn't it?\Competition... response:	I have to do my best...
context: CERTAINLY I am going to win 2.000.000 yen!!\ARE YOU STUPID??!\to enter a competition with money as the target??!\That amount is enough to go to Europe, isn't it?\Europe??\That's enough to follow Senpai, isn't it?\Competition...\I have to do my best... response:	I can't believe this!
context: ARE YOU STUPID??!\to enter a competition with money as the target??!\That amount is enough to go to Europe, isn't it?\Europe??\That's enough to follow Senpai, isn't it?\Competition...\I have to do my best...\I can't believe this! response:	Nodame's really in Harisen's house...
context: to enter a competition with money as the target??!\That amount is enough to go to Europe, isn't it?\Europe??\That's enough to follow Senpai, isn't it?\Competition...\I have to do my best...\I can't believe this!\Nodame's really in Harisen's house... response:	Actually what does she have in mind?
context: That amount is enough to go to Europe, isn't it?\Europe??\That's enough to follow Senpai, isn't it?\Competition...\I have to do my best...\I can't believe this!\Nodame's really in Harisen's house...\Actually what does she have in mind? response:	Oh no...are you peeping or something?
context: Europe??\That's enough to follow Senpai, isn't it?\Competition...\I have to do my best...\I can't believe this!\Nodame's really in Harisen's house...\Actually what does she have in mind?\Oh no...are you peeping or something? response:	AAA Chiaki-kun??
context: That's enough to follow Senpai, isn't it?\Competition...\I have to do my best...\I can't believe this!\Nodame's really in Harisen's house...\Actually what does she have in mind?\Oh no...are you peeping or something?\AAA Chiaki-kun?? response:	AAA...yes you're really Chiakun!! It's been a long time!
context: Competition...\I have to do my best...\I can't believe this!\Nodame's really in Harisen's house...\Actually what does she have in mind?\Oh no...are you peeping or something?\AAA Chiaki-kun??\AAA...yes you're really Chiakun!! It's been a long time! response:	Yaaa..you're handsome as usual!
context: I have to do my best...\I can't believe this!\Nodame's really in Harisen's house...\Actually what does she have in mind?\Oh no...are you peeping or something?\AAA Chiaki-kun??\AAA...yes you're really Chiakun!! It's been a long time!\Yaaa..you're handsome as usual! response:	Kaori-san too, you have not changed...
context: I can't believe this!\Nodame's really in Harisen's house...\Actually what does she have in mind?\Oh no...are you peeping or something?\AAA Chiaki-kun??\AAA...yes you're really Chiakun!! It's been a long time!\Yaaa..you're handsome as usual!\Kaori-san too, you have not changed... response:	What's up? Did you come here to become my husband's pupil again?
context: Nodame's really in Harisen's house...\Actually what does she have in mind?\Oh no...are you peeping or something?\AAA Chiaki-kun??\AAA...yes you're really Chiakun!! It's been a long time!\Yaaa..you're handsome as usual!\Kaori-san too, you have not changed...\What's up? Did you come here to become my husband's pupil again? response:	No, not at all...
context: Actually what does she have in mind?\Oh no...are you peeping or something?\AAA Chiaki-kun??\AAA...yes you're really Chiakun!! It's been a long time!\Yaaa..you're handsome as usual!\Kaori-san too, you have not changed...\What's up? Did you come here to become my husband's pupil again?\No, not at all... response:	Ack!! What are those? Crabs? Omiyage? For me? (=gifts from a trip)
context: Oh no...are you peeping or something?\AAA Chiaki-kun??\AAA...yes you're really Chiakun!! It's been a long time!\Yaaa..you're handsome as usual!\Kaori-san too, you have not changed...\What's up? Did you come here to become my husband's pupil again?\No, not at all...\Ack!! What are those? Crabs? Omiyage? For me? (=gifts from a trip) response:	Yes. I went to Hokkaido for a short trip...
context: AAA Chiaki-kun??\AAA...yes you're really Chiakun!! It's been a long time!\Yaaa..you're handsome as usual!\Kaori-san too, you have not changed...\What's up? Did you come here to become my husband's pupil again?\No, not at all...\Ack!! What are those? Crabs? Omiyage? For me? (=gifts from a trip)\Yes. I went to Hokkaido for a short trip... response:	These are omiyage
context: AAA...yes you're really Chiakun!! It's been a long time!\Yaaa..you're handsome as usual!\Kaori-san too, you have not changed...\What's up? Did you come here to become my husband's pupil again?\No, not at all...\Ack!! What are those? Crabs? Omiyage? For me? (=gifts from a trip)\Yes. I went to Hokkaido for a short trip...\These are omiyage response:	For me? All of them?
context: Yaaa..you're handsome as usual!\Kaori-san too, you have not changed...\What's up? Did you come here to become my husband's pupil again?\No, not at all...\Ack!! What are those? Crabs? Omiyage? For me? (=gifts from a trip)\Yes. I went to Hokkaido for a short trip...\These are omiyage\For me? All of them? response:	This evening, please eat them TO-GE-THER with the others.
context: Kaori-san too, you have not changed...\What's up? Did you come here to become my husband's pupil again?\No, not at all...\Ack!! What are those? Crabs? Omiyage? For me? (=gifts from a trip)\Yes. I went to Hokkaido for a short trip...\These are omiyage\For me? All of them?\This evening, please eat them TO-GE-THER with the others. response:	Thank you
context: What's up? Did you come here to become my husband's pupil again?\No, not at all...\Ack!! What are those? Crabs? Omiyage? For me? (=gifts from a trip)\Yes. I went to Hokkaido for a short trip...\These are omiyage\For me? All of them?\This evening, please eat them TO-GE-THER with the others.\Thank you response:	Is Sensei giving in-training again?
context: No, not at all...\Ack!! What are those? Crabs? Omiyage? For me? (=gifts from a trip)\Yes. I went to Hokkaido for a short trip...\These are omiyage\For me? All of them?\This evening, please eat them TO-GE-THER with the others.\Thank you\Is Sensei giving in-training again? response:	Yes. And it has been a while since he was so enthusiastic...my husband.
context: Ack!! What are those? Crabs? Omiyage? For me? (=gifts from a trip)\Yes. I went to Hokkaido for a short trip...\These are omiyage\For me? All of them?\This evening, please eat them TO-GE-THER with the others.\Thank you\Is Sensei giving in-training again?\Yes. And it has been a while since he was so enthusiastic...my husband. response:	That pupil is going to take part in Maradonna Piano Competition, it seems..
context: Yes. I went to Hokkaido for a short trip...\These are omiyage\For me? All of them?\This evening, please eat them TO-GE-THER with the others.\Thank you\Is Sensei giving in-training again?\Yes. And it has been a while since he was so enthusiastic...my husband.\That pupil is going to take part in Maradonna Piano Competition, it seems.. response:	Eh? Maradonna?
context: These are omiyage\For me? All of them?\This evening, please eat them TO-GE-THER with the others.\Thank you\Is Sensei giving in-training again?\Yes. And it has been a while since he was so enthusiastic...my husband.\That pupil is going to take part in Maradonna Piano Competition, it seems..\Eh? Maradonna? response:	Yes, until the competition is over, she will stay with us to have special training, it seems.
context: For me? All of them?\This evening, please eat them TO-GE-THER with the others.\Thank you\Is Sensei giving in-training again?\Yes. And it has been a while since he was so enthusiastic...my husband.\That pupil is going to take part in Maradonna Piano Competition, it seems..\Eh? Maradonna?\Yes, until the competition is over, she will stay with us to have special training, it seems. response:	Ah, for in-training like this, she's the only one beside Chiaki-kun, isn't she?
context: This evening, please eat them TO-GE-THER with the others.\Thank you\Is Sensei giving in-training again?\Yes. And it has been a while since he was so enthusiastic...my husband.\That pupil is going to take part in Maradonna Piano Competition, it seems..\Eh? Maradonna?\Yes, until the competition is over, she will stay with us to have special training, it seems.\Ah, for in-training like this, she's the only one beside Chiaki-kun, isn't she? response:	Therefore I wonder if she's really an excellent student?
context: Thank you\Is Sensei giving in-training again?\Yes. And it has been a while since he was so enthusiastic...my husband.\That pupil is going to take part in Maradonna Piano Competition, it seems..\Eh? Maradonna?\Yes, until the competition is over, she will stay with us to have special training, it seems.\Ah, for in-training like this, she's the only one beside Chiaki-kun, isn't she?\Therefore I wonder if she's really an excellent student? response:	Nodame's in competition?
context: Is Sensei giving in-training again?\Yes. And it has been a while since he was so enthusiastic...my husband.\That pupil is going to take part in Maradonna Piano Competition, it seems..\Eh? Maradonna?\Yes, until the competition is over, she will stay with us to have special training, it seems.\Ah, for in-training like this, she's the only one beside Chiaki-kun, isn't she?\Therefore I wonder if she's really an excellent student?\Nodame's in competition? response:	Booboo! Nodame's in competition?
context: Yes. And it has been a while since he was so enthusiastic...my husband.\That pupil is going to take part in Maradonna Piano Competition, it seems..\Eh? Maradonna?\Yes, until the competition is over, she will stay with us to have special training, it seems.\Ah, for in-training like this, she's the only one beside Chiaki-kun, isn't she?\Therefore I wonder if she's really an excellent student?\Nodame's in competition?\Booboo! Nodame's in competition? response:	Nodame won't participate in any competition.
context: That pupil is going to take part in Maradonna Piano Competition, it seems..\Eh? Maradonna?\Yes, until the competition is over, she will stay with us to have special training, it seems.\Ah, for in-training like this, she's the only one beside Chiaki-kun, isn't she?\Therefore I wonder if she's really an excellent student?\Nodame's in competition?\Booboo! Nodame's in competition?\Nodame won't participate in any competition. response:	Nodame will be a kindergarten teacher
context: Eh? Maradonna?\Yes, until the competition is over, she will stay with us to have special training, it seems.\Ah, for in-training like this, she's the only one beside Chiaki-kun, isn't she?\Therefore I wonder if she's really an excellent student?\Nodame's in competition?\Booboo! Nodame's in competition?\Nodame won't participate in any competition.\Nodame will be a kindergarten teacher response:	Why...when she hated it so much before.
context: Yes, until the competition is over, she will stay with us to have special training, it seems.\Ah, for in-training like this, she's the only one beside Chiaki-kun, isn't she?\Therefore I wonder if she's really an excellent student?\Nodame's in competition?\Booboo! Nodame's in competition?\Nodame won't participate in any competition.\Nodame will be a kindergarten teacher\Why...when she hated it so much before. response:	That's Schubert's Sonata...Hmm?
context: Ah, for in-training like this, she's the only one beside Chiaki-kun, isn't she?\Therefore I wonder if she's really an excellent student?\Nodame's in competition?\Booboo! Nodame's in competition?\Nodame won't participate in any competition.\Nodame will be a kindergarten teacher\Why...when she hated it so much before.\That's Schubert's Sonata...Hmm? response:	Somehow it's an odd Schubert, isn't it?
context: Therefore I wonder if she's really an excellent student?\Nodame's in competition?\Booboo! Nodame's in competition?\Nodame won't participate in any competition.\Nodame will be a kindergarten teacher\Why...when she hated it so much before.\That's Schubert's Sonata...Hmm?\Somehow it's an odd Schubert, isn't it? response:	It's messy...
context: Nodame's in competition?\Booboo! Nodame's in competition?\Nodame won't participate in any competition.\Nodame will be a kindergarten teacher\Why...when she hated it so much before.\That's Schubert's Sonata...Hmm?\Somehow it's an odd Schubert, isn't it?\It's messy... response:	She's not a piano player made for competitions
context: Booboo! Nodame's in competition?\Nodame won't participate in any competition.\Nodame will be a kindergarten teacher\Why...when she hated it so much before.\That's Schubert's Sonata...Hmm?\Somehow it's an odd Schubert, isn't it?\It's messy...\She's not a piano player made for competitions response:	It's true that her sound and technique are very good,
context: Nodame won't participate in any competition.\Nodame will be a kindergarten teacher\Why...when she hated it so much before.\That's Schubert's Sonata...Hmm?\Somehow it's an odd Schubert, isn't it?\It's messy...\She's not a piano player made for competitions\It's true that her sound and technique are very good, response:	and I also understand Harisen's feelings, but...
context: Nodame will be a kindergarten teacher\Why...when she hated it so much before.\That's Schubert's Sonata...Hmm?\Somehow it's an odd Schubert, isn't it?\It's messy...\She's not a piano player made for competitions\It's true that her sound and technique are very good,\and I also understand Harisen's feelings, but... response:	Ack!
context: Why...when she hated it so much before.\That's Schubert's Sonata...Hmm?\Somehow it's an odd Schubert, isn't it?\It's messy...\She's not a piano player made for competitions\It's true that her sound and technique are very good,\and I also understand Harisen's feelings, but...\Ack! response:	Don't play it so sloppily!!
context: That's Schubert's Sonata...Hmm?\Somehow it's an odd Schubert, isn't it?\It's messy...\She's not a piano player made for competitions\It's true that her sound and technique are very good,\and I also understand Harisen's feelings, but...\Ack!\Don't play it so sloppily!! response:	It is becoming like Chopin now!!
context: Somehow it's an odd Schubert, isn't it?\It's messy...\She's not a piano player made for competitions\It's true that her sound and technique are very good,\and I also understand Harisen's feelings, but...\Ack!\Don't play it so sloppily!!\It is becoming like Chopin now!! response:	You just need to change the scale!
context: It's messy...\She's not a piano player made for competitions\It's true that her sound and technique are very good,\and I also understand Harisen's feelings, but...\Ack!\Don't play it so sloppily!!\It is becoming like Chopin now!!\You just need to change the scale! response:	I wonder if Harisen can fix this weak point of hers
context: She's not a piano player made for competitions\It's true that her sound and technique are very good,\and I also understand Harisen's feelings, but...\Ack!\Don't play it so sloppily!!\It is becoming like Chopin now!!\You just need to change the scale!\I wonder if Harisen can fix this weak point of hers response:	Excuse me, I'll go home now
context: It's true that her sound and technique are very good,\and I also understand Harisen's feelings, but...\Ack!\Don't play it so sloppily!!\It is becoming like Chopin now!!\You just need to change the scale!\I wonder if Harisen can fix this weak point of hers\Excuse me, I'll go home now response:	Eh? Already going home? Eh, let's eat the crabs together!
context: and I also understand Harisen's feelings, but...\Ack!\Don't play it so sloppily!!\It is becoming like Chopin now!!\You just need to change the scale!\I wonder if Harisen can fix this weak point of hers\Excuse me, I'll go home now\Eh? Already going home? Eh, let's eat the crabs together! response:	No...I don't want to disturb all of you.
context: Ack!\Don't play it so sloppily!!\It is becoming like Chopin now!!\You just need to change the scale!\I wonder if Harisen can fix this weak point of hers\Excuse me, I'll go home now\Eh? Already going home? Eh, let's eat the crabs together!\No...I don't want to disturb all of you. response:	Oh really...
context: Don't play it so sloppily!!\It is becoming like Chopin now!!\You just need to change the scale!\I wonder if Harisen can fix this weak point of hers\Excuse me, I'll go home now\Eh? Already going home? Eh, let's eat the crabs together!\No...I don't want to disturb all of you.\Oh really... response:	Good bye..
context: It is becoming like Chopin now!!\You just need to change the scale!\I wonder if Harisen can fix this weak point of hers\Excuse me, I'll go home now\Eh? Already going home? Eh, let's eat the crabs together!\No...I don't want to disturb all of you.\Oh really...\Good bye.. response:	Nobody knows until she does it
context: You just need to change the scale!\I wonder if Harisen can fix this weak point of hers\Excuse me, I'll go home now\Eh? Already going home? Eh, let's eat the crabs together!\No...I don't want to disturb all of you.\Oh really...\Good bye..\Nobody knows until she does it response:	The most important is..
context: I wonder if Harisen can fix this weak point of hers\Excuse me, I'll go home now\Eh? Already going home? Eh, let's eat the crabs together!\No...I don't want to disturb all of you.\Oh really...\Good bye..\Nobody knows until she does it\The most important is.. response:	if Nodame seriously wants to play the piano,
context: Excuse me, I'll go home now\Eh? Already going home? Eh, let's eat the crabs together!\No...I don't want to disturb all of you.\Oh really...\Good bye..\Nobody knows until she does it\The most important is..\if Nodame seriously wants to play the piano, response:	perhaps it is good to trust Harisen to coach her.
context: Eh? Already going home? Eh, let's eat the crabs together!\No...I don't want to disturb all of you.\Oh really...\Good bye..\Nobody knows until she does it\The most important is..\if Nodame seriously wants to play the piano,\perhaps it is good to trust Harisen to coach her. response:	There are 44 messages
context: No...I don't want to disturb all of you.\Oh really...\Good bye..\Nobody knows until she does it\The most important is..\if Nodame seriously wants to play the piano,\perhaps it is good to trust Harisen to coach her.\There are 44 messages response:	Ha??
context: Oh really...\Good bye..\Nobody knows until she does it\The most important is..\if Nodame seriously wants to play the piano,\perhaps it is good to trust Harisen to coach her.\There are 44 messages\Ha?? response:	Chiaki-Sama, Masumi here. Where are you now?
context: Good bye..\Nobody knows until she does it\The most important is..\if Nodame seriously wants to play the piano,\perhaps it is good to trust Harisen to coach her.\There are 44 messages\Ha??\Chiaki-Sama, Masumi here. Where are you now? response:	Chiaki-Sama, Masumi here. Where are you now?
context: Nobody knows until she does it\The most important is..\if Nodame seriously wants to play the piano,\perhaps it is good to trust Harisen to coach her.\There are 44 messages\Ha??\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here. Where are you now? response:	Chiaki-Sama, Masumi here!!
context: The most important is..\if Nodame seriously wants to play the piano,\perhaps it is good to trust Harisen to coach her.\There are 44 messages\Ha??\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here!! response:	Chiaki-Sama, Masumi here...
context: if Nodame seriously wants to play the piano,\perhaps it is good to trust Harisen to coach her.\There are 44 messages\Ha??\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here!!\Chiaki-Sama, Masumi here... response:	Chiaki-Sama...Masumi here...
context: perhaps it is good to trust Harisen to coach her.\There are 44 messages\Ha??\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here!!\Chiaki-Sama, Masumi here...\Chiaki-Sama...Masumi here... response:	Chiaki-Sama...
context: There are 44 messages\Ha??\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here!!\Chiaki-Sama, Masumi here...\Chiaki-Sama...Masumi here...\Chiaki-Sama... response:	Chiaki-Sama..
context: Ha??\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here!!\Chiaki-Sama, Masumi here...\Chiaki-Sama...Masumi here...\Chiaki-Sama...\Chiaki-Sama.. response:	Dammit! Chiaki-Sama...
context: Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here!!\Chiaki-Sama, Masumi here...\Chiaki-Sama...Masumi here...\Chiaki-Sama...\Chiaki-Sama..\Dammit! Chiaki-Sama... response:	Chiaki-Sama...
context: Chiaki-Sama, Masumi here. Where are you now?\Chiaki-Sama, Masumi here!!\Chiaki-Sama, Masumi here...\Chiaki-Sama...Masumi here...\Chiaki-Sama...\Chiaki-Sama..\Dammit! Chiaki-Sama...\Chiaki-Sama... response:	Chiaki-Sama...
context: Chiaki-Sama, Masumi here!!\Chiaki-Sama, Masumi here...\Chiaki-Sama...Masumi here...\Chiaki-Sama...\Chiaki-Sama..\Dammit! Chiaki-Sama...\Chiaki-Sama...\Chiaki-Sama... response:	Chi...Chi...Chiaki...Chi...Chiaki...Chi...Chiaki...
context: Chiaki-Sama, Masumi here...\Chiaki-Sama...Masumi here...\Chiaki-Sama...\Chiaki-Sama..\Dammit! Chiaki-Sama...\Chiaki-Sama...\Chiaki-Sama...\Chi...Chi...Chiaki...Chi...Chiaki...Chi...Chiaki... response:	Shinichi. Mother here.
context: Chiaki-Sama...Masumi here...\Chiaki-Sama...\Chiaki-Sama..\Dammit! Chiaki-Sama...\Chiaki-Sama...\Chiaki-Sama...\Chi...Chi...Chiaki...Chi...Chiaki...Chi...Chiaki...\Shinichi. Mother here. response:	If you're listening to this message, it means you've returned home safely, haven't you?
context: Chiaki-Sama...\Chiaki-Sama..\Dammit! Chiaki-Sama...\Chiaki-Sama...\Chiaki-Sama...\Chi...Chi...Chiaki...Chi...Chiaki...Chi...Chiaki...\Shinichi. Mother here.\If you're listening to this message, it means you've returned home safely, haven't you? response:	Congratulations
context: Chiaki-Sama..\Dammit! Chiaki-Sama...\Chiaki-Sama...\Chiaki-Sama...\Chi...Chi...Chiaki...Chi...Chiaki...Chi...Chiaki...\Shinichi. Mother here.\If you're listening to this message, it means you've returned home safely, haven't you?\Congratulations response:	Now you can go to Europe, right?
context: Dammit! Chiaki-Sama...\Chiaki-Sama...\Chiaki-Sama...\Chi...Chi...Chiaki...Chi...Chiaki...Chi...Chiaki...\Shinichi. Mother here.\If you're listening to this message, it means you've returned home safely, haven't you?\Congratulations\Now you can go to Europe, right? response:	Kozo-san, Nodame-chan, dinner's ready!
context: Chiaki-Sama...\Chiaki-Sama...\Chi...Chi...Chiaki...Chi...Chiaki...Chi...Chiaki...\Shinichi. Mother here.\If you're listening to this message, it means you've returned home safely, haven't you?\Congratulations\Now you can go to Europe, right?\Kozo-san, Nodame-chan, dinner's ready! response:	Wow! Wow! Crabs?
context: Chiaki-Sama...\Chi...Chi...Chiaki...Chi...Chiaki...Chi...Chiaki...\Shinichi. Mother here.\If you're listening to this message, it means you've returned home safely, haven't you?\Congratulations\Now you can go to Europe, right?\Kozo-san, Nodame-chan, dinner's ready!\Wow! Wow! Crabs? response:	Why so many???
context: Chi...Chi...Chiaki...Chi...Chiaki...Chi...Chiaki...\Shinichi. Mother here.\If you're listening to this message, it means you've returned home safely, haven't you?\Congratulations\Now you can go to Europe, right?\Kozo-san, Nodame-chan, dinner's ready!\Wow! Wow! Crabs?\Why so many??? response:	They're from a VERY handsome boy...for me!
context: Shinichi. Mother here.\If you're listening to this message, it means you've returned home safely, haven't you?\Congratulations\Now you can go to Europe, right?\Kozo-san, Nodame-chan, dinner's ready!\Wow! Wow! Crabs?\Why so many???\They're from a VERY handsome boy...for me! response:	Ha?
context: If you're listening to this message, it means you've returned home safely, haven't you?\Congratulations\Now you can go to Europe, right?\Kozo-san, Nodame-chan, dinner's ready!\Wow! Wow! Crabs?\Why so many???\They're from a VERY handsome boy...for me!\Ha? response:	No, I was just kidding. It's Chiaki-kun.
context: Congratulations\Now you can go to Europe, right?\Kozo-san, Nodame-chan, dinner's ready!\Wow! Wow! Crabs?\Why so many???\They're from a VERY handsome boy...for me!\Ha?\No, I was just kidding. It's Chiaki-kun. response:	That Chiaki-kun brought them here
context: Now you can go to Europe, right?\Kozo-san, Nodame-chan, dinner's ready!\Wow! Wow! Crabs?\Why so many???\They're from a VERY handsome boy...for me!\Ha?\No, I was just kidding. It's Chiaki-kun.\That Chiaki-kun brought them here response:	Eh? Why Chiaki-kun?
context: Kozo-san, Nodame-chan, dinner's ready!\Wow! Wow! Crabs?\Why so many???\They're from a VERY handsome boy...for me!\Ha?\No, I was just kidding. It's Chiaki-kun.\That Chiaki-kun brought them here\Eh? Why Chiaki-kun? response:	No idea...but he said they're omiyage.
context: Wow! Wow! Crabs?\Why so many???\They're from a VERY handsome boy...for me!\Ha?\No, I was just kidding. It's Chiaki-kun.\That Chiaki-kun brought them here\Eh? Why Chiaki-kun?\No idea...but he said they're omiyage. response:	Senpai, so you went to Hokkaido...
context: Why so many???\They're from a VERY handsome boy...for me!\Ha?\No, I was just kidding. It's Chiaki-kun.\That Chiaki-kun brought them here\Eh? Why Chiaki-kun?\No idea...but he said they're omiyage.\Senpai, so you went to Hokkaido... response:	So these are gifts for his girlfriend, eh?
context: They're from a VERY handsome boy...for me!\Ha?\No, I was just kidding. It's Chiaki-kun.\That Chiaki-kun brought them here\Eh? Why Chiaki-kun?\No idea...but he said they're omiyage.\Senpai, so you went to Hokkaido...\So these are gifts for his girlfriend, eh? response:	Eh, girlfriend???
context: Ha?\No, I was just kidding. It's Chiaki-kun.\That Chiaki-kun brought them here\Eh? Why Chiaki-kun?\No idea...but he said they're omiyage.\Senpai, so you went to Hokkaido...\So these are gifts for his girlfriend, eh?\Eh, girlfriend??? response:	Well, he's a guy that can do the unexpected
context: No, I was just kidding. It's Chiaki-kun.\That Chiaki-kun brought them here\Eh? Why Chiaki-kun?\No idea...but he said they're omiyage.\Senpai, so you went to Hokkaido...\So these are gifts for his girlfriend, eh?\Eh, girlfriend???\Well, he's a guy that can do the unexpected response:	But I wonder what will become of him in the future...
context: That Chiaki-kun brought them here\Eh? Why Chiaki-kun?\No idea...but he said they're omiyage.\Senpai, so you went to Hokkaido...\So these are gifts for his girlfriend, eh?\Eh, girlfriend???\Well, he's a guy that can do the unexpected\But I wonder what will become of him in the future... response:	The next public performance of Rising Star?
context: Eh? Why Chiaki-kun?\No idea...but he said they're omiyage.\Senpai, so you went to Hokkaido...\So these are gifts for his girlfriend, eh?\Eh, girlfriend???\Well, he's a guy that can do the unexpected\But I wonder what will become of him in the future...\The next public performance of Rising Star? response:	For the time being we're still preparing it
context: No idea...but he said they're omiyage.\Senpai, so you went to Hokkaido...\So these are gifts for his girlfriend, eh?\Eh, girlfriend???\Well, he's a guy that can do the unexpected\But I wonder what will become of him in the future...\The next public performance of Rising Star?\For the time being we're still preparing it response:	Yoroshiku onegaishimasu!
context: Senpai, so you went to Hokkaido...\So these are gifts for his girlfriend, eh?\Eh, girlfriend???\Well, he's a guy that can do the unexpected\But I wonder what will become of him in the future...\The next public performance of Rising Star?\For the time being we're still preparing it\Yoroshiku onegaishimasu! response:	Did you see it already?
context: So these are gifts for his girlfriend, eh?\Eh, girlfriend???\Well, he's a guy that can do the unexpected\But I wonder what will become of him in the future...\The next public performance of Rising Star?\For the time being we're still preparing it\Yoroshiku onegaishimasu!\Did you see it already? response:	The Culture page of Oshiuri Newspaper!
context: Eh, girlfriend???\Well, he's a guy that can do the unexpected\But I wonder what will become of him in the future...\The next public performance of Rising Star?\For the time being we're still preparing it\Yoroshiku onegaishimasu!\Did you see it already?\The Culture page of Oshiuri Newspaper! response:	The column of the music critic whom I respect: Okawa Soutaro Sensei!
context: Well, he's a guy that can do the unexpected\But I wonder what will become of him in the future...\The next public performance of Rising Star?\For the time being we're still preparing it\Yoroshiku onegaishimasu!\Did you see it already?\The Culture page of Oshiuri Newspaper!\The column of the music critic whom I respect: Okawa Soutaro Sensei! response:	I saw it already!
context: But I wonder what will become of him in the future...\The next public performance of Rising Star?\For the time being we're still preparing it\Yoroshiku onegaishimasu!\Did you see it already?\The Culture page of Oshiuri Newspaper!\The column of the music critic whom I respect: Okawa Soutaro Sensei!\I saw it already! response:	He contacted our Editorial Section eagerly
context: The next public performance of Rising Star?\For the time being we're still preparing it\Yoroshiku onegaishimasu!\Did you see it already?\The Culture page of Oshiuri Newspaper!\The column of the music critic whom I respect: Okawa Soutaro Sensei!\I saw it already!\He contacted our Editorial Section eagerly response:	asking when Rising Star will do the repeat-performance.
context: For the time being we're still preparing it\Yoroshiku onegaishimasu!\Did you see it already?\The Culture page of Oshiuri Newspaper!\The column of the music critic whom I respect: Okawa Soutaro Sensei!\I saw it already!\He contacted our Editorial Section eagerly\asking when Rising Star will do the repeat-performance. response:	Wow!
context: Yoroshiku onegaishimasu!\Did you see it already?\The Culture page of Oshiuri Newspaper!\The column of the music critic whom I respect: Okawa Soutaro Sensei!\I saw it already!\He contacted our Editorial Section eagerly\asking when Rising Star will do the repeat-performance.\Wow! response:	As I thought, I had not made a wrong judgement!
context: Did you see it already?\The Culture page of Oshiuri Newspaper!\The column of the music critic whom I respect: Okawa Soutaro Sensei!\I saw it already!\He contacted our Editorial Section eagerly\asking when Rising Star will do the repeat-performance.\Wow!\As I thought, I had not made a wrong judgement! response:	Sakuma-san? Hm?
