context: Antarctica, huh? response:	Antarctica, yeah...
context: It's a morning drama. I'll be playing the best friend of the protagonist.\No way! And you got the part?\Shiraishi Tamiko It's decided! Well done! You passed the audition for the morning drama! Congratulations! Great job! Love, Mom Sent from myPhone\That's amazing!\It is great!\But when the drama starts shooting, I'll have a lot less time.\We won't be able to hang out together like this anymore!\You don't like that? response:	Well, even without the drama, we'd be living separately again anyway.
context: No way! And you got the part?\Shiraishi Tamiko It's decided! Well done! You passed the audition for the morning drama! Congratulations! Great job! Love, Mom Sent from myPhone\That's amazing!\It is great!\But when the drama starts shooting, I'll have a lot less time.\We won't be able to hang out together like this anymore!\You don't like that?\Well, even without the drama, we'd be living separately again anyway. response:	B-But...
context: Shiraishi Tamiko It's decided! Well done! You passed the audition for the morning drama! Congratulations! Great job! Love, Mom Sent from myPhone\That's amazing!\It is great!\But when the drama starts shooting, I'll have a lot less time.\We won't be able to hang out together like this anymore!\You don't like that?\Well, even without the drama, we'd be living separately again anyway.\B-But... response:	It's okay. We're all best friends already.
context: That's amazing!\It is great!\But when the drama starts shooting, I'll have a lot less time.\We won't be able to hang out together like this anymore!\You don't like that?\Well, even without the drama, we'd be living separately again anyway.\B-But...\It's okay. We're all best friends already. response:	Best friends?
context: It is great!\But when the drama starts shooting, I'll have a lot less time.\We won't be able to hang out together like this anymore!\You don't like that?\Well, even without the drama, we'd be living separately again anyway.\B-But...\It's okay. We're all best friends already.\Best friends? response:	Are we best friends?
context: But when the drama starts shooting, I'll have a lot less time.\We won't be able to hang out together like this anymore!\You don't like that?\Well, even without the drama, we'd be living separately again anyway.\B-But...\It's okay. We're all best friends already.\Best friends?\Are we best friends? response:	Don't cry.
context: We won't be able to hang out together like this anymore!\You don't like that?\Well, even without the drama, we'd be living separately again anyway.\B-But...\It's okay. We're all best friends already.\Best friends?\Are we best friends?\Don't cry. response:	But didn't you say before...
context: You don't like that?\Well, even without the drama, we'd be living separately again anyway.\B-But...\It's okay. We're all best friends already.\Best friends?\Are we best friends?\Don't cry.\But didn't you say before... response:	that you'd only just met?
context: Well, even without the drama, we'd be living separately again anyway.\B-But...\It's okay. We're all best friends already.\Best friends?\Are we best friends?\Don't cry.\But didn't you say before...\that you'd only just met? response:	Well, at the time, that was the case.
context: B-But...\It's okay. We're all best friends already.\Best friends?\Are we best friends?\Don't cry.\But didn't you say before...\that you'd only just met?\Well, at the time, that was the case. response:	So when did you decide you were best friends?
context: It's okay. We're all best friends already.\Best friends?\Are we best friends?\Don't cry.\But didn't you say before...\that you'd only just met?\Well, at the time, that was the case.\So when did you decide you were best friends? response:	Did it happen while I was in Hokkaido?
context: Best friends?\Are we best friends?\Don't cry.\But didn't you say before...\that you'd only just met?\Well, at the time, that was the case.\So when did you decide you were best friends?\Did it happen while I was in Hokkaido? response:	Well...
context: Are we best friends?\Don't cry.\But didn't you say before...\that you'd only just met?\Well, at the time, that was the case.\So when did you decide you were best friends?\Did it happen while I was in Hokkaido?\Well... response:	It did, didn't it?
context: Don't cry.\But didn't you say before...\that you'd only just met?\Well, at the time, that was the case.\So when did you decide you were best friends?\Did it happen while I was in Hokkaido?\Well...\It did, didn't it? response:	Don't cry!
context: But didn't you say before...\that you'd only just met?\Well, at the time, that was the case.\So when did you decide you were best friends?\Did it happen while I was in Hokkaido?\Well...\It did, didn't it?\Don't cry! response:	The three of you, without me...
context: that you'd only just met?\Well, at the time, that was the case.\So when did you decide you were best friends?\Did it happen while I was in Hokkaido?\Well...\It did, didn't it?\Don't cry!\The three of you, without me... response:	Wait, wait, wait!
context: Well, at the time, that was the case.\So when did you decide you were best friends?\Did it happen while I was in Hokkaido?\Well...\It did, didn't it?\Don't cry!\The three of you, without me...\Wait, wait, wait! response:	Without ever telling me...
context: So when did you decide you were best friends?\Did it happen while I was in Hokkaido?\Well...\It did, didn't it?\Don't cry!\The three of you, without me...\Wait, wait, wait!\Without ever telling me... response:	Don't go outside!
context: Did it happen while I was in Hokkaido?\Well...\It did, didn't it?\Don't cry!\The three of you, without me...\Wait, wait, wait!\Without ever telling me...\Don't go outside! response:	Anyway, there's nothing we've done without telling you!
context: Well...\It did, didn't it?\Don't cry!\The three of you, without me...\Wait, wait, wait!\Without ever telling me...\Don't go outside!\Anyway, there's nothing we've done without telling you! response:	Really?
context: It did, didn't it?\Don't cry!\The three of you, without me...\Wait, wait, wait!\Without ever telling me...\Don't go outside!\Anyway, there's nothing we've done without telling you!\Really? response:	You really don't trust anyone, do you?
context: Don't cry!\The three of you, without me...\Wait, wait, wait!\Without ever telling me...\Don't go outside!\Anyway, there's nothing we've done without telling you!\Really?\You really don't trust anyone, do you? response:	Actually, there is one thing we haven't told you!
context: The three of you, without me...\Wait, wait, wait!\Without ever telling me...\Don't go outside!\Anyway, there's nothing we've done without telling you!\Really?\You really don't trust anyone, do you?\Actually, there is one thing we haven't told you! response:	But we are still friends. All of us!
context: Wait, wait, wait!\Without ever telling me...\Don't go outside!\Anyway, there's nothing we've done without telling you!\Really?\You really don't trust anyone, do you?\Actually, there is one thing we haven't told you!\But we are still friends. All of us! response:	Since when?
context: Without ever telling me...\Don't go outside!\Anyway, there's nothing we've done without telling you!\Really?\You really don't trust anyone, do you?\Actually, there is one thing we haven't told you!\But we are still friends. All of us!\Since when? response:	I don't know. No time in particular...
context: Don't go outside!\Anyway, there's nothing we've done without telling you!\Really?\You really don't trust anyone, do you?\Actually, there is one thing we haven't told you!\But we are still friends. All of us!\Since when?\I don't know. No time in particular... response:	That's what being friends is, though!
context: Anyway, there's nothing we've done without telling you!\Really?\You really don't trust anyone, do you?\Actually, there is one thing we haven't told you!\But we are still friends. All of us!\Since when?\I don't know. No time in particular...\That's what being friends is, though! response:	But you never told me you wanted to be friends.
context: Really?\You really don't trust anyone, do you?\Actually, there is one thing we haven't told you!\But we are still friends. All of us!\Since when?\I don't know. No time in particular...\That's what being friends is, though!\But you never told me you wanted to be friends. response:	Let's have another productive day tomorrow!
context: You really don't trust anyone, do you?\Actually, there is one thing we haven't told you!\But we are still friends. All of us!\Since when?\I don't know. No time in particular...\That's what being friends is, though!\But you never told me you wanted to be friends.\Let's have another productive day tomorrow! response:	Yeah!
context: Actually, there is one thing we haven't told you!\But we are still friends. All of us!\Since when?\I don't know. No time in particular...\That's what being friends is, though!\But you never told me you wanted to be friends.\Let's have another productive day tomorrow!\Yeah! response:	When did we become friends, huh?
context: But we are still friends. All of us!\Since when?\I don't know. No time in particular...\That's what being friends is, though!\But you never told me you wanted to be friends.\Let's have another productive day tomorrow!\Yeah!\When did we become friends, huh? response:	You think she was waiting this whole time for someone to say, Let's be friends?
context: Since when?\I don't know. No time in particular...\That's what being friends is, though!\But you never told me you wanted to be friends.\Let's have another productive day tomorrow!\Yeah!\When did we become friends, huh?\You think she was waiting this whole time for someone to say, Let's be friends? response:	We could just say it.
context: I don't know. No time in particular...\That's what being friends is, though!\But you never told me you wanted to be friends.\Let's have another productive day tomorrow!\Yeah!\When did we become friends, huh?\You think she was waiting this whole time for someone to say, Let's be friends?\We could just say it. response:	Hell no.
context: That's what being friends is, though!\But you never told me you wanted to be friends.\Let's have another productive day tomorrow!\Yeah!\When did we become friends, huh?\You think she was waiting this whole time for someone to say, Let's be friends?\We could just say it.\Hell no. response:	You're obviously just saying that because I made you!
context: But you never told me you wanted to be friends.\Let's have another productive day tomorrow!\Yeah!\When did we become friends, huh?\You think she was waiting this whole time for someone to say, Let's be friends?\We could just say it.\Hell no.\You're obviously just saying that because I made you! response:	We don't have to do it.
context: Let's have another productive day tomorrow!\Yeah!\When did we become friends, huh?\You think she was waiting this whole time for someone to say, Let's be friends?\We could just say it.\Hell no.\You're obviously just saying that because I made you!\We don't have to do it. response:	How's Kimari doing?
context: Yeah!\When did we become friends, huh?\You think she was waiting this whole time for someone to say, Let's be friends?\We could just say it.\Hell no.\You're obviously just saying that because I made you!\We don't have to do it.\How's Kimari doing? response:	I dunno. She said she could handle it...
context: When did we become friends, huh?\You think she was waiting this whole time for someone to say, Let's be friends?\We could just say it.\Hell no.\You're obviously just saying that because I made you!\We don't have to do it.\How's Kimari doing?\I dunno. She said she could handle it... response:	But she's so bold about some things and so timid about others...
context: You think she was waiting this whole time for someone to say, Let's be friends?\We could just say it.\Hell no.\You're obviously just saying that because I made you!\We don't have to do it.\How's Kimari doing?\I dunno. She said she could handle it...\But she's so bold about some things and so timid about others... response:	Helmets good?
context: We could just say it.\Hell no.\You're obviously just saying that because I made you!\We don't have to do it.\How's Kimari doing?\I dunno. She said she could handle it...\But she's so bold about some things and so timid about others...\Helmets good? response:	Helmets good!
context: Hell no.\You're obviously just saying that because I made you!\We don't have to do it.\How's Kimari doing?\I dunno. She said she could handle it...\But she's so bold about some things and so timid about others...\Helmets good?\Helmets good! response:	Lunch Menu! Christmas Antarctica Special
context: You're obviously just saying that because I made you!\We don't have to do it.\How's Kimari doing?\I dunno. She said she could handle it...\But she's so bold about some things and so timid about others...\Helmets good?\Helmets good!\Lunch Menu! Christmas Antarctica Special response:	Chin straps good?
context: We don't have to do it.\How's Kimari doing?\I dunno. She said she could handle it...\But she's so bold about some things and so timid about others...\Helmets good?\Helmets good!\Lunch Menu! Christmas Antarctica Special\Chin straps good? response:	Chin straps good!
context: How's Kimari doing?\I dunno. She said she could handle it...\But she's so bold about some things and so timid about others...\Helmets good?\Helmets good!\Lunch Menu! Christmas Antarctica Special\Chin straps good?\Chin straps good! response:	Health good?
context: I dunno. She said she could handle it...\But she's so bold about some things and so timid about others...\Helmets good?\Helmets good!\Lunch Menu! Christmas Antarctica Special\Chin straps good?\Chin straps good!\Health good? response:	Health good!
context: But she's so bold about some things and so timid about others...\Helmets good?\Helmets good!\Lunch Menu! Christmas Antarctica Special\Chin straps good?\Chin straps good!\Health good?\Health good! response:	Feet good?
context: Helmets good?\Helmets good!\Lunch Menu! Christmas Antarctica Special\Chin straps good?\Chin straps good!\Health good?\Health good!\Feet good? response:	Feet good!
context: Helmets good!\Lunch Menu! Christmas Antarctica Special\Chin straps good?\Chin straps good!\Health good?\Health good!\Feet good?\Feet good! response:	Let's have another productive day!
context: Lunch Menu! Christmas Antarctica Special\Chin straps good?\Chin straps good!\Health good?\Health good!\Feet good?\Feet good!\Let's have another productive day! response:	Let's do it!
context: Chin straps good?\Chin straps good!\Health good?\Health good!\Feet good?\Feet good!\Let's have another productive day!\Let's do it! response:	Be safe!
context: Chin straps good!\Health good?\Health good!\Feet good?\Feet good!\Let's have another productive day!\Let's do it!\Be safe! response:	Be safe!
context: Health good?\Health good!\Feet good?\Feet good!\Let's have another productive day!\Let's do it!\Be safe!\Be safe! response:	They said we'd get to work indoors...
context: Health good!\Feet good?\Feet good!\Let's have another productive day!\Let's do it!\Be safe!\Be safe!\They said we'd get to work indoors... response:	But it's colder in here than it is outside!
context: Feet good?\Feet good!\Let's have another productive day!\Let's do it!\Be safe!\Be safe!\They said we'd get to work indoors...\But it's colder in here than it is outside! response:	My nose is getting red!
context: Feet good!\Let's have another productive day!\Let's do it!\Be safe!\Be safe!\They said we'd get to work indoors...\But it's colder in here than it is outside!\My nose is getting red! response:	They're conserving energy, remember?
context: Let's have another productive day!\Let's do it!\Be safe!\Be safe!\They said we'd get to work indoors...\But it's colder in here than it is outside!\My nose is getting red!\They're conserving energy, remember? response:	We need to keep the indoor work short.
context: Let's do it!\Be safe!\Be safe!\They said we'd get to work indoors...\But it's colder in here than it is outside!\My nose is getting red!\They're conserving energy, remember?\We need to keep the indoor work short. response:	This is all of it, right?
context: Be safe!\Be safe!\They said we'd get to work indoors...\But it's colder in here than it is outside!\My nose is getting red!\They're conserving energy, remember?\We need to keep the indoor work short.\This is all of it, right? response:	Yes, thank you.
context: Be safe!\They said we'd get to work indoors...\But it's colder in here than it is outside!\My nose is getting red!\They're conserving energy, remember?\We need to keep the indoor work short.\This is all of it, right?\Yes, thank you. response:	Next, take this.
context: They said we'd get to work indoors...\But it's colder in here than it is outside!\My nose is getting red!\They're conserving energy, remember?\We need to keep the indoor work short.\This is all of it, right?\Yes, thank you.\Next, take this. response:	A chicken?
context: But it's colder in here than it is outside!\My nose is getting red!\They're conserving energy, remember?\We need to keep the indoor work short.\This is all of it, right?\Yes, thank you.\Next, take this.\A chicken? response:	Yeah, because it's Christmas.
context: My nose is getting red!\They're conserving energy, remember?\We need to keep the indoor work short.\This is all of it, right?\Yes, thank you.\Next, take this.\A chicken?\Yeah, because it's Christmas. response:	I want you to find somewhere warm to defrost it.
context: They're conserving energy, remember?\We need to keep the indoor work short.\This is all of it, right?\Yes, thank you.\Next, take this.\A chicken?\Yeah, because it's Christmas.\I want you to find somewhere warm to defrost it. response:	I had a few I set defrosting yesterday, but it doesn't look like it'll be enough.
context: We need to keep the indoor work short.\This is all of it, right?\Yes, thank you.\Next, take this.\A chicken?\Yeah, because it's Christmas.\I want you to find somewhere warm to defrost it.\I had a few I set defrosting yesterday, but it doesn't look like it'll be enough. response:	Somewhere warm...
context: This is all of it, right?\Yes, thank you.\Next, take this.\A chicken?\Yeah, because it's Christmas.\I want you to find somewhere warm to defrost it.\I had a few I set defrosting yesterday, but it doesn't look like it'll be enough.\Somewhere warm... response:	I have an idea!
context: Yes, thank you.\Next, take this.\A chicken?\Yeah, because it's Christmas.\I want you to find somewhere warm to defrost it.\I had a few I set defrosting yesterday, but it doesn't look like it'll be enough.\Somewhere warm...\I have an idea! response:	Go for it!
context: Next, take this.\A chicken?\Yeah, because it's Christmas.\I want you to find somewhere warm to defrost it.\I had a few I set defrosting yesterday, but it doesn't look like it'll be enough.\Somewhere warm...\I have an idea!\Go for it! response:	And you two can stay here and help me.
context: A chicken?\Yeah, because it's Christmas.\I want you to find somewhere warm to defrost it.\I had a few I set defrosting yesterday, but it doesn't look like it'll be enough.\Somewhere warm...\I have an idea!\Go for it!\And you two can stay here and help me. response:	Yes, ma'am.
context: Yeah, because it's Christmas.\I want you to find somewhere warm to defrost it.\I had a few I set defrosting yesterday, but it doesn't look like it'll be enough.\Somewhere warm...\I have an idea!\Go for it!\And you two can stay here and help me.\Yes, ma'am. response:	That'd be the best place!
context: I want you to find somewhere warm to defrost it.\I had a few I set defrosting yesterday, but it doesn't look like it'll be enough.\Somewhere warm...\I have an idea!\Go for it!\And you two can stay here and help me.\Yes, ma'am.\That'd be the best place! response:	That seems unspeakably dangerous.
context: I had a few I set defrosting yesterday, but it doesn't look like it'll be enough.\Somewhere warm...\I have an idea!\Go for it!\And you two can stay here and help me.\Yes, ma'am.\That'd be the best place!\That seems unspeakably dangerous. response:	What about here, in the sun?
context: Somewhere warm...\I have an idea!\Go for it!\And you two can stay here and help me.\Yes, ma'am.\That'd be the best place!\That seems unspeakably dangerous.\What about here, in the sun? response:	It never sets here, after all!
context: I have an idea!\Go for it!\And you two can stay here and help me.\Yes, ma'am.\That'd be the best place!\That seems unspeakably dangerous.\What about here, in the sun?\It never sets here, after all! response:	I don't know...
context: Go for it!\And you two can stay here and help me.\Yes, ma'am.\That'd be the best place!\That seems unspeakably dangerous.\What about here, in the sun?\It never sets here, after all!\I don't know... response:	They're both birds.
context: And you two can stay here and help me.\Yes, ma'am.\That'd be the best place!\That seems unspeakably dangerous.\What about here, in the sun?\It never sets here, after all!\I don't know...\They're both birds. response:	I don't think that matters to them.
context: Yes, ma'am.\That'd be the best place!\That seems unspeakably dangerous.\What about here, in the sun?\It never sets here, after all!\I don't know...\They're both birds.\I don't think that matters to them. response:	There are penguins here, too.
context: That'd be the best place!\That seems unspeakably dangerous.\What about here, in the sun?\It never sets here, after all!\I don't know...\They're both birds.\I don't think that matters to them.\There are penguins here, too. response:	Do they eat chicken, too?!
context: That seems unspeakably dangerous.\What about here, in the sun?\It never sets here, after all!\I don't know...\They're both birds.\I don't think that matters to them.\There are penguins here, too.\Do they eat chicken, too?! response:	How should I know?!
context: What about here, in the sun?\It never sets here, after all!\I don't know...\They're both birds.\I don't think that matters to them.\There are penguins here, too.\Do they eat chicken, too?!\How should I know?! response:	There, that should do it.
context: It never sets here, after all!\I don't know...\They're both birds.\I don't think that matters to them.\There are penguins here, too.\Do they eat chicken, too?!\How should I know?!\There, that should do it. response:	Defrosting
context: I don't know...\They're both birds.\I don't think that matters to them.\There are penguins here, too.\Do they eat chicken, too?!\How should I know?!\There, that should do it.\Defrosting response:	Touch and you die
context: They're both birds.\I don't think that matters to them.\There are penguins here, too.\Do they eat chicken, too?!\How should I know?!\There, that should do it.\Defrosting\Touch and you die response:	Yeah!
context: I don't think that matters to them.\There are penguins here, too.\Do they eat chicken, too?!\How should I know?!\There, that should do it.\Defrosting\Touch and you die\Yeah! response:	But how are things going with the other thing?
context: There are penguins here, too.\Do they eat chicken, too?!\How should I know?!\There, that should do it.\Defrosting\Touch and you die\Yeah!\But how are things going with the other thing? response:	Oh, just perfect!
context: Do they eat chicken, too?!\How should I know?!\There, that should do it.\Defrosting\Touch and you die\Yeah!\But how are things going with the other thing?\Oh, just perfect! response:	Okay, today's pick-me-up is done!
context: How should I know?!\There, that should do it.\Defrosting\Touch and you die\Yeah!\But how are things going with the other thing?\Oh, just perfect!\Okay, today's pick-me-up is done! response:	That's quite extravagant.
context: There, that should do it.\Defrosting\Touch and you die\Yeah!\But how are things going with the other thing?\Oh, just perfect!\Okay, today's pick-me-up is done!\That's quite extravagant. response:	Well, it is Christmas...
context: Defrosting\Touch and you die\Yeah!\But how are things going with the other thing?\Oh, just perfect!\Okay, today's pick-me-up is done!\That's quite extravagant.\Well, it is Christmas... response:	Is Christmas that important?
context: Touch and you die\Yeah!\But how are things going with the other thing?\Oh, just perfect!\Okay, today's pick-me-up is done!\That's quite extravagant.\Well, it is Christmas...\Is Christmas that important? response:	Do you know the most important parts of life on the station?
context: Yeah!\But how are things going with the other thing?\Oh, just perfect!\Okay, today's pick-me-up is done!\That's quite extravagant.\Well, it is Christmas...\Is Christmas that important?\Do you know the most important parts of life on the station? response:	No...
context: But how are things going with the other thing?\Oh, just perfect!\Okay, today's pick-me-up is done!\That's quite extravagant.\Well, it is Christmas...\Is Christmas that important?\Do you know the most important parts of life on the station?\No... response:	Food and events.
context: Oh, just perfect!\Okay, today's pick-me-up is done!\That's quite extravagant.\Well, it is Christmas...\Is Christmas that important?\Do you know the most important parts of life on the station?\No...\Food and events. response:	We'll be living a spartan life in a limited space for a long time, after all.
context: Okay, today's pick-me-up is done!\That's quite extravagant.\Well, it is Christmas...\Is Christmas that important?\Do you know the most important parts of life on the station?\No...\Food and events.\We'll be living a spartan life in a limited space for a long time, after all. response:	Is that right?
context: That's quite extravagant.\Well, it is Christmas...\Is Christmas that important?\Do you know the most important parts of life on the station?\No...\Food and events.\We'll be living a spartan life in a limited space for a long time, after all.\Is that right? response:	It's time for your pick-me-up.
context: Well, it is Christmas...\Is Christmas that important?\Do you know the most important parts of life on the station?\No...\Food and events.\We'll be living a spartan life in a limited space for a long time, after all.\Is that right?\It's time for your pick-me-up. response:	Christmas cake!
context: Is Christmas that important?\Do you know the most important parts of life on the station?\No...\Food and events.\We'll be living a spartan life in a limited space for a long time, after all.\Is that right?\It's time for your pick-me-up.\Christmas cake! response:	Merry Christmas!
context: Do you know the most important parts of life on the station?\No...\Food and events.\We'll be living a spartan life in a limited space for a long time, after all.\Is that right?\It's time for your pick-me-up.\Christmas cake!\Merry Christmas! response:	Merry Christmas!
context: No...\Food and events.\We'll be living a spartan life in a limited space for a long time, after all.\Is that right?\It's time for your pick-me-up.\Christmas cake!\Merry Christmas!\Merry Christmas! response:	You don't like Christmas?
context: Food and events.\We'll be living a spartan life in a limited space for a long time, after all.\Is that right?\It's time for your pick-me-up.\Christmas cake!\Merry Christmas!\Merry Christmas!\You don't like Christmas? response:	It's not that I don't like it...
context: We'll be living a spartan life in a limited space for a long time, after all.\Is that right?\It's time for your pick-me-up.\Christmas cake!\Merry Christmas!\Merry Christmas!\You don't like Christmas?\It's not that I don't like it... response:	But it's like a birthday, isn't it?
context: Is that right?\It's time for your pick-me-up.\Christmas cake!\Merry Christmas!\Merry Christmas!\You don't like Christmas?\It's not that I don't like it...\But it's like a birthday, isn't it? response:	So?
context: It's time for your pick-me-up.\Christmas cake!\Merry Christmas!\Merry Christmas!\You don't like Christmas?\It's not that I don't like it...\But it's like a birthday, isn't it?\So? response:	It's not fair, is it?
context: Christmas cake!\Merry Christmas!\Merry Christmas!\You don't like Christmas?\It's not that I don't like it...\But it's like a birthday, isn't it?\So?\It's not fair, is it? response:	Everybody has a birthday, yet there are people whose birthdays get celebrated,
context: Merry Christmas!\Merry Christmas!\You don't like Christmas?\It's not that I don't like it...\But it's like a birthday, isn't it?\So?\It's not fair, is it?\Everybody has a birthday, yet there are people whose birthdays get celebrated, response:	and people whose birthdays don't.
context: Merry Christmas!\You don't like Christmas?\It's not that I don't like it...\But it's like a birthday, isn't it?\So?\It's not fair, is it?\Everybody has a birthday, yet there are people whose birthdays get celebrated,\and people whose birthdays don't. response:	Isn't that your song?
context: You don't like Christmas?\It's not that I don't like it...\But it's like a birthday, isn't it?\So?\It's not fair, is it?\Everybody has a birthday, yet there are people whose birthdays get celebrated,\and people whose birthdays don't.\Isn't that your song? response:	You want to get the external shots in advance?
context: It's not that I don't like it...\But it's like a birthday, isn't it?\So?\It's not fair, is it?\Everybody has a birthday, yet there are people whose birthdays get celebrated,\and people whose birthdays don't.\Isn't that your song?\You want to get the external shots in advance? response:	Yeah.
context: But it's like a birthday, isn't it?\So?\It's not fair, is it?\Everybody has a birthday, yet there are people whose birthdays get celebrated,\and people whose birthdays don't.\Isn't that your song?\You want to get the external shots in advance?\Yeah. response:	Since they said we might not be able to go outside if the wind picks up.
context: So?\It's not fair, is it?\Everybody has a birthday, yet there are people whose birthdays get celebrated,\and people whose birthdays don't.\Isn't that your song?\You want to get the external shots in advance?\Yeah.\Since they said we might not be able to go outside if the wind picks up. response:	Um...
context: It's not fair, is it?\Everybody has a birthday, yet there are people whose birthdays get celebrated,\and people whose birthdays don't.\Isn't that your song?\You want to get the external shots in advance?\Yeah.\Since they said we might not be able to go outside if the wind picks up.\Um... response:	About that thing I mentioned before...
context: Everybody has a birthday, yet there are people whose birthdays get celebrated,\and people whose birthdays don't.\Isn't that your song?\You want to get the external shots in advance?\Yeah.\Since they said we might not be able to go outside if the wind picks up.\Um...\About that thing I mentioned before... response:	What happened?
context: and people whose birthdays don't.\Isn't that your song?\You want to get the external shots in advance?\Yeah.\Since they said we might not be able to go outside if the wind picks up.\Um...\About that thing I mentioned before...\What happened? response:	I've decided to do the drama.
context: Isn't that your song?\You want to get the external shots in advance?\Yeah.\Since they said we might not be able to go outside if the wind picks up.\Um...\About that thing I mentioned before...\What happened?\I've decided to do the drama. response:	Really?
context: You want to get the external shots in advance?\Yeah.\Since they said we might not be able to go outside if the wind picks up.\Um...\About that thing I mentioned before...\What happened?\I've decided to do the drama.\Really? response:	Yes. I gave it a lot of thought,
context: Yeah.\Since they said we might not be able to go outside if the wind picks up.\Um...\About that thing I mentioned before...\What happened?\I've decided to do the drama.\Really?\Yes. I gave it a lot of thought, response:	and apparently some people here may be looking forward to it.
context: Since they said we might not be able to go outside if the wind picks up.\Um...\About that thing I mentioned before...\What happened?\I've decided to do the drama.\Really?\Yes. I gave it a lot of thought,\and apparently some people here may be looking forward to it. response:	Yeah, that's right!
context: Um...\About that thing I mentioned before...\What happened?\I've decided to do the drama.\Really?\Yes. I gave it a lot of thought,\and apparently some people here may be looking forward to it.\Yeah, that's right! response:	Yeah, yeah!
context: About that thing I mentioned before...\What happened?\I've decided to do the drama.\Really?\Yes. I gave it a lot of thought,\and apparently some people here may be looking forward to it.\Yeah, that's right!\Yeah, yeah! response:	So, could I ask a favor of you all?
context: What happened?\I've decided to do the drama.\Really?\Yes. I gave it a lot of thought,\and apparently some people here may be looking forward to it.\Yeah, that's right!\Yeah, yeah!\So, could I ask a favor of you all? response:	Could you fill this out?
context: I've decided to do the drama.\Really?\Yes. I gave it a lot of thought,\and apparently some people here may be looking forward to it.\Yeah, that's right!\Yeah, yeah!\So, could I ask a favor of you all?\Could you fill this out? response:	What's this?
context: Really?\Yes. I gave it a lot of thought,\and apparently some people here may be looking forward to it.\Yeah, that's right!\Yeah, yeah!\So, could I ask a favor of you all?\Could you fill this out?\What's this? response:	Friendship Contract
context: Yes. I gave it a lot of thought,\and apparently some people here may be looking forward to it.\Yeah, that's right!\Yeah, yeah!\So, could I ask a favor of you all?\Could you fill this out?\What's this?\Friendship Contract response:	This way, even after our adventure is over,
context: and apparently some people here may be looking forward to it.\Yeah, that's right!\Yeah, yeah!\So, could I ask a favor of you all?\Could you fill this out?\What's this?\Friendship Contract\This way, even after our adventure is over, response:	and we're not around each other as often, I know we'll be fine.
context: Yeah, that's right!\Yeah, yeah!\So, could I ask a favor of you all?\Could you fill this out?\What's this?\Friendship Contract\This way, even after our adventure is over,\and we're not around each other as often, I know we'll be fine. response:	Oh, come on...
context: Yeah, yeah!\So, could I ask a favor of you all?\Could you fill this out?\What's this?\Friendship Contract\This way, even after our adventure is over,\and we're not around each other as often, I know we'll be fine.\Oh, come on... response:	This won't mean anything.
context: So, could I ask a favor of you all?\Could you fill this out?\What's this?\Friendship Contract\This way, even after our adventure is over,\and we're not around each other as often, I know we'll be fine.\Oh, come on...\This won't mean anything. response:	I've been all alone before, so I know.
context: Could you fill this out?\What's this?\Friendship Contract\This way, even after our adventure is over,\and we're not around each other as often, I know we'll be fine.\Oh, come on...\This won't mean anything.\I've been all alone before, so I know. response:	Even if you do this...
context: What's this?\Friendship Contract\This way, even after our adventure is over,\and we're not around each other as often, I know we'll be fine.\Oh, come on...\This won't mean anything.\I've been all alone before, so I know.\Even if you do this... response:	Kimari-san?
context: Friendship Contract\This way, even after our adventure is over,\and we're not around each other as often, I know we'll be fine.\Oh, come on...\This won't mean anything.\I've been all alone before, so I know.\Even if you do this...\Kimari-san? response:	Sorry. I'm sorry.
context: This way, even after our adventure is over,\and we're not around each other as often, I know we'll be fine.\Oh, come on...\This won't mean anything.\I've been all alone before, so I know.\Even if you do this...\Kimari-san?\Sorry. I'm sorry. response:	You don't know, do you?
context: and we're not around each other as often, I know we'll be fine.\Oh, come on...\This won't mean anything.\I've been all alone before, so I know.\Even if you do this...\Kimari-san?\Sorry. I'm sorry.\You don't know, do you? response:	You can't know, can you?
context: Oh, come on...\This won't mean anything.\I've been all alone before, so I know.\Even if you do this...\Kimari-san?\Sorry. I'm sorry.\You don't know, do you?\You can't know, can you? response:	Don't leave a scrap behind!
context: This won't mean anything.\I've been all alone before, so I know.\Even if you do this...\Kimari-san?\Sorry. I'm sorry.\You don't know, do you?\You can't know, can you?\Don't leave a scrap behind! response:	If you don't clean your plate, you'll be denied bathroom privileges!
context: I've been all alone before, so I know.\Even if you do this...\Kimari-san?\Sorry. I'm sorry.\You don't know, do you?\You can't know, can you?\Don't leave a scrap behind!\If you don't clean your plate, you'll be denied bathroom privileges! response:	Let's dig in!
context: Even if you do this...\Kimari-san?\Sorry. I'm sorry.\You don't know, do you?\You can't know, can you?\Don't leave a scrap behind!\If you don't clean your plate, you'll be denied bathroom privileges!\Let's dig in! response:	Cheers!
context: Kimari-san?\Sorry. I'm sorry.\You don't know, do you?\You can't know, can you?\Don't leave a scrap behind!\If you don't clean your plate, you'll be denied bathroom privileges!\Let's dig in!\Cheers! response:	Still partially frozen.
context: Sorry. I'm sorry.\You don't know, do you?\You can't know, can you?\Don't leave a scrap behind!\If you don't clean your plate, you'll be denied bathroom privileges!\Let's dig in!\Cheers!\Still partially frozen. response:	Yeah, partially frozen.
context: You don't know, do you?\You can't know, can you?\Don't leave a scrap behind!\If you don't clean your plate, you'll be denied bathroom privileges!\Let's dig in!\Cheers!\Still partially frozen.\Yeah, partially frozen. response:	It says partially frozen rice bowl on the menu!
