context: Miss Kobayashi! Kanna! Breakfast is ready! response:	This miso soup is good.
context: Chief's having bad luck today, huh?\Thanks for your work.\Jigokumeguri System Engineering (Inc.)\Takinokuchi Office\I'll be leaving now.\Thanks for your work.\Now, I should leave before Miss Kobayashi does...\Tohru. response:	You're there, right?
context: Thanks for your work.\Jigokumeguri System Engineering (Inc.)\Takinokuchi Office\I'll be leaving now.\Thanks for your work.\Now, I should leave before Miss Kobayashi does...\Tohru.\You're there, right? response:	Whoa, you really were?!
context: Jigokumeguri System Engineering (Inc.)\Takinokuchi Office\I'll be leaving now.\Thanks for your work.\Now, I should leave before Miss Kobayashi does...\Tohru.\You're there, right?\Whoa, you really were?! response:	How did you know?
context: Takinokuchi Office\I'll be leaving now.\Thanks for your work.\Now, I should leave before Miss Kobayashi does...\Tohru.\You're there, right?\Whoa, you really were?!\How did you know? response:	Huh?
context: I'll be leaving now.\Thanks for your work.\Now, I should leave before Miss Kobayashi does...\Tohru.\You're there, right?\Whoa, you really were?!\How did you know?\Huh? response:	I just had a feeling you were.
context: Thanks for your work.\Now, I should leave before Miss Kobayashi does...\Tohru.\You're there, right?\Whoa, you really were?!\How did you know?\Huh?\I just had a feeling you were. response:	Jeez.
context: Now, I should leave before Miss Kobayashi does...\Tohru.\You're there, right?\Whoa, you really were?!\How did you know?\Huh?\I just had a feeling you were.\Jeez. response:	I bet it was boring to sneak a peek at my work, right?
context: Tohru.\You're there, right?\Whoa, you really were?!\How did you know?\Huh?\I just had a feeling you were.\Jeez.\I bet it was boring to sneak a peek at my work, right? response:	Not at all!
context: You're there, right?\Whoa, you really were?!\How did you know?\Huh?\I just had a feeling you were.\Jeez.\I bet it was boring to sneak a peek at my work, right?\Not at all! response:	I wanted to know more about you.
context: Whoa, you really were?!\How did you know?\Huh?\I just had a feeling you were.\Jeez.\I bet it was boring to sneak a peek at my work, right?\Not at all!\I wanted to know more about you. response:	I see.
context: How did you know?\Huh?\I just had a feeling you were.\Jeez.\I bet it was boring to sneak a peek at my work, right?\Not at all!\I wanted to know more about you.\I see. response:	Shall we go home?
context: Huh?\I just had a feeling you were.\Jeez.\I bet it was boring to sneak a peek at my work, right?\Not at all!\I wanted to know more about you.\I see.\Shall we go home? response:	Yes!
context: I just had a feeling you were.\Jeez.\I bet it was boring to sneak a peek at my work, right?\Not at all!\I wanted to know more about you.\I see.\Shall we go home?\Yes! response:	You've been happier lately, haven't you, Kobayashi-san?
context: Jeez.\I bet it was boring to sneak a peek at my work, right?\Not at all!\I wanted to know more about you.\I see.\Shall we go home?\Yes!\You've been happier lately, haven't you, Kobayashi-san? response:	I wonder what I used to be like?
context: I bet it was boring to sneak a peek at my work, right?\Not at all!\I wanted to know more about you.\I see.\Shall we go home?\Yes!\You've been happier lately, haven't you, Kobayashi-san?\I wonder what I used to be like? response:	I've already forgotten.
context: Not at all!\I wanted to know more about you.\I see.\Shall we go home?\Yes!\You've been happier lately, haven't you, Kobayashi-san?\I wonder what I used to be like?\I've already forgotten. response:	I heard the chief got canned for abusing power.
context: I wanted to know more about you.\I see.\Shall we go home?\Yes!\You've been happier lately, haven't you, Kobayashi-san?\I wonder what I used to be like?\I've already forgotten.\I heard the chief got canned for abusing power. response:	Someone sent the director a recording of proof.
context: I see.\Shall we go home?\Yes!\You've been happier lately, haven't you, Kobayashi-san?\I wonder what I used to be like?\I've already forgotten.\I heard the chief got canned for abusing power.\Someone sent the director a recording of proof. response:	Who did that?
context: Shall we go home?\Yes!\You've been happier lately, haven't you, Kobayashi-san?\I wonder what I used to be like?\I've already forgotten.\I heard the chief got canned for abusing power.\Someone sent the director a recording of proof.\Who did that? response:	Okay. Now everyone pair up and please draw a picture of your friend.
context: Yes!\You've been happier lately, haven't you, Kobayashi-san?\I wonder what I used to be like?\I've already forgotten.\I heard the chief got canned for abusing power.\Someone sent the director a recording of proof.\Who did that?\Okay. Now everyone pair up and please draw a picture of your friend. response:	Okay.
context: You've been happier lately, haven't you, Kobayashi-san?\I wonder what I used to be like?\I've already forgotten.\I heard the chief got canned for abusing power.\Someone sent the director a recording of proof.\Who did that?\Okay. Now everyone pair up and please draw a picture of your friend.\Okay. response:	Kanna-san, would you draw me?
context: I wonder what I used to be like?\I've already forgotten.\I heard the chief got canned for abusing power.\Someone sent the director a recording of proof.\Who did that?\Okay. Now everyone pair up and please draw a picture of your friend.\Okay.\Kanna-san, would you draw me? response:	Friend.
context: I've already forgotten.\I heard the chief got canned for abusing power.\Someone sent the director a recording of proof.\Who did that?\Okay. Now everyone pair up and please draw a picture of your friend.\Okay.\Kanna-san, would you draw me?\Friend. response:	Episode 5
context: I heard the chief got canned for abusing power.\Someone sent the director a recording of proof.\Who did that?\Okay. Now everyone pair up and please draw a picture of your friend.\Okay.\Kanna-san, would you draw me?\Friend.\Episode 5 response:	Tohru's Real World Lessons! (She Thinks She Understands It Already)
context: Someone sent the director a recording of proof.\Who did that?\Okay. Now everyone pair up and please draw a picture of your friend.\Okay.\Kanna-san, would you draw me?\Friend.\Episode 5\Tohru's Real World Lessons! (She Thinks She Understands It Already) response:	Oborozuka Shopping District
context: Who did that?\Okay. Now everyone pair up and please draw a picture of your friend.\Okay.\Kanna-san, would you draw me?\Friend.\Episode 5\Tohru's Real World Lessons! (She Thinks She Understands It Already)\Oborozuka Shopping District response:	Asparagus, watercress, new potatoes!
context: Okay. Now everyone pair up and please draw a picture of your friend.\Okay.\Kanna-san, would you draw me?\Friend.\Episode 5\Tohru's Real World Lessons! (She Thinks She Understands It Already)\Oborozuka Shopping District\Asparagus, watercress, new potatoes! response:	I bought a bunch of vegetables in season!
context: Okay.\Kanna-san, would you draw me?\Friend.\Episode 5\Tohru's Real World Lessons! (She Thinks She Understands It Already)\Oborozuka Shopping District\Asparagus, watercress, new potatoes!\I bought a bunch of vegetables in season! response:	Since we got them cheaper than planned, I guess I'll buy some snacks for Kanna.
context: Kanna-san, would you draw me?\Friend.\Episode 5\Tohru's Real World Lessons! (She Thinks She Understands It Already)\Oborozuka Shopping District\Asparagus, watercress, new potatoes!\I bought a bunch of vegetables in season!\Since we got them cheaper than planned, I guess I'll buy some snacks for Kanna. response:	Mr. Fafnir!
context: Friend.\Episode 5\Tohru's Real World Lessons! (She Thinks She Understands It Already)\Oborozuka Shopping District\Asparagus, watercress, new potatoes!\I bought a bunch of vegetables in season!\Since we got them cheaper than planned, I guess I'll buy some snacks for Kanna.\Mr. Fafnir! response:	I'm home!
context: Episode 5\Tohru's Real World Lessons! (She Thinks She Understands It Already)\Oborozuka Shopping District\Asparagus, watercress, new potatoes!\I bought a bunch of vegetables in season!\Since we got them cheaper than planned, I guess I'll buy some snacks for Kanna.\Mr. Fafnir!\I'm home! response:	I was surprised to find you standing there.
context: Tohru's Real World Lessons! (She Thinks She Understands It Already)\Oborozuka Shopping District\Asparagus, watercress, new potatoes!\I bought a bunch of vegetables in season!\Since we got them cheaper than planned, I guess I'll buy some snacks for Kanna.\Mr. Fafnir!\I'm home!\I was surprised to find you standing there. response:	Oh, here you go.
context: Oborozuka Shopping District\Asparagus, watercress, new potatoes!\I bought a bunch of vegetables in season!\Since we got them cheaper than planned, I guess I'll buy some snacks for Kanna.\Mr. Fafnir!\I'm home!\I was surprised to find you standing there.\Oh, here you go. response:	What's going on?
context: Asparagus, watercress, new potatoes!\I bought a bunch of vegetables in season!\Since we got them cheaper than planned, I guess I'll buy some snacks for Kanna.\Mr. Fafnir!\I'm home!\I was surprised to find you standing there.\Oh, here you go.\What's going on? response:	I've decided to live in this world for a while.
context: I bought a bunch of vegetables in season!\Since we got them cheaper than planned, I guess I'll buy some snacks for Kanna.\Mr. Fafnir!\I'm home!\I was surprised to find you standing there.\Oh, here you go.\What's going on?\I've decided to live in this world for a while. response:	Really?!
context: Since we got them cheaper than planned, I guess I'll buy some snacks for Kanna.\Mr. Fafnir!\I'm home!\I was surprised to find you standing there.\Oh, here you go.\What's going on?\I've decided to live in this world for a while.\Really?! response:	To be honest, I can't recommend it that strongly.
context: Mr. Fafnir!\I'm home!\I was surprised to find you standing there.\Oh, here you go.\What's going on?\I've decided to live in this world for a while.\Really?!\To be honest, I can't recommend it that strongly. response:	Can you live with humans?
context: I'm home!\I was surprised to find you standing there.\Oh, here you go.\What's going on?\I've decided to live in this world for a while.\Really?!\To be honest, I can't recommend it that strongly.\Can you live with humans? response:	I guess that's true.
context: I was surprised to find you standing there.\Oh, here you go.\What's going on?\I've decided to live in this world for a while.\Really?!\To be honest, I can't recommend it that strongly.\Can you live with humans?\I guess that's true. response:	Then why don't you stay he
context: Oh, here you go.\What's going on?\I've decided to live in this world for a while.\Really?!\To be honest, I can't recommend it that strongly.\Can you live with humans?\I guess that's true.\Then why don't you stay he response:	Oh, I guess you can't.
context: What's going on?\I've decided to live in this world for a while.\Really?!\To be honest, I can't recommend it that strongly.\Can you live with humans?\I guess that's true.\Then why don't you stay he\Oh, I guess you can't. response:	Do you have any place to stay?
context: I've decided to live in this world for a while.\Really?!\To be honest, I can't recommend it that strongly.\Can you live with humans?\I guess that's true.\Then why don't you stay he\Oh, I guess you can't.\Do you have any place to stay? response:	I'll live in some nearby mountain.
context: Really?!\To be honest, I can't recommend it that strongly.\Can you live with humans?\I guess that's true.\Then why don't you stay he\Oh, I guess you can't.\Do you have any place to stay?\I'll live in some nearby mountain. response:	Now for today's news.
context: To be honest, I can't recommend it that strongly.\Can you live with humans?\I guess that's true.\Then why don't you stay he\Oh, I guess you can't.\Do you have any place to stay?\I'll live in some nearby mountain.\Now for today's news. response:	Last night there were reports of a monster spotted in the mountains,
context: Can you live with humans?\I guess that's true.\Then why don't you stay he\Oh, I guess you can't.\Do you have any place to stay?\I'll live in some nearby mountain.\Now for today's news.\Last night there were reports of a monster spotted in the mountains, response:	and police were dispatched.
context: I guess that's true.\Then why don't you stay he\Oh, I guess you can't.\Do you have any place to stay?\I'll live in some nearby mountain.\Now for today's news.\Last night there were reports of a monster spotted in the mountains,\and police were dispatched. response:	The monster was said to stand 20m at full height.
context: Then why don't you stay he\Oh, I guess you can't.\Do you have any place to stay?\I'll live in some nearby mountain.\Now for today's news.\Last night there were reports of a monster spotted in the mountains,\and police were dispatched.\The monster was said to stand 20m at full height. response:	What?
context: Oh, I guess you can't.\Do you have any place to stay?\I'll live in some nearby mountain.\Now for today's news.\Last night there were reports of a monster spotted in the mountains,\and police were dispatched.\The monster was said to stand 20m at full height.\What? response:	Don't stand out?
context: Do you have any place to stay?\I'll live in some nearby mountain.\Now for today's news.\Last night there were reports of a monster spotted in the mountains,\and police were dispatched.\The monster was said to stand 20m at full height.\What?\Don't stand out? response:	Why do I have to sneak around and hide from humans?
context: I'll live in some nearby mountain.\Now for today's news.\Last night there were reports of a monster spotted in the mountains,\and police were dispatched.\The monster was said to stand 20m at full height.\What?\Don't stand out?\Why do I have to sneak around and hide from humans? response:	Maybe I should just destroy them all.
context: Now for today's news.\Last night there were reports of a monster spotted in the mountains,\and police were dispatched.\The monster was said to stand 20m at full height.\What?\Don't stand out?\Why do I have to sneak around and hide from humans?\Maybe I should just destroy them all. response:	Oh, forget about that stuff.
context: Last night there were reports of a monster spotted in the mountains,\and police were dispatched.\The monster was said to stand 20m at full height.\What?\Don't stand out?\Why do I have to sneak around and hide from humans?\Maybe I should just destroy them all.\Oh, forget about that stuff. response:	You'll be living amongst people.
context: and police were dispatched.\The monster was said to stand 20m at full height.\What?\Don't stand out?\Why do I have to sneak around and hide from humans?\Maybe I should just destroy them all.\Oh, forget about that stuff.\You'll be living amongst people. response:	So you have to show some restraint.
context: The monster was said to stand 20m at full height.\What?\Don't stand out?\Why do I have to sneak around and hide from humans?\Maybe I should just destroy them all.\Oh, forget about that stuff.\You'll be living amongst people.\So you have to show some restraint. response:	Right, I know!
context: What?\Don't stand out?\Why do I have to sneak around and hide from humans?\Maybe I should just destroy them all.\Oh, forget about that stuff.\You'll be living amongst people.\So you have to show some restraint.\Right, I know! response:	I'll help search for a place for you to live, Mr. Fafnir.
context: Don't stand out?\Why do I have to sneak around and hide from humans?\Maybe I should just destroy them all.\Oh, forget about that stuff.\You'll be living amongst people.\So you have to show some restraint.\Right, I know!\I'll help search for a place for you to live, Mr. Fafnir. response:	Huh?
context: Why do I have to sneak around and hide from humans?\Maybe I should just destroy them all.\Oh, forget about that stuff.\You'll be living amongst people.\So you have to show some restraint.\Right, I know!\I'll help search for a place for you to live, Mr. Fafnir.\Huh? response:	Hey, are you sure, Tohru?
context: Maybe I should just destroy them all.\Oh, forget about that stuff.\You'll be living amongst people.\So you have to show some restraint.\Right, I know!\I'll help search for a place for you to live, Mr. Fafnir.\Huh?\Hey, are you sure, Tohru? response:	I'll be all right!
context: Oh, forget about that stuff.\You'll be living amongst people.\So you have to show some restraint.\Right, I know!\I'll help search for a place for you to live, Mr. Fafnir.\Huh?\Hey, are you sure, Tohru?\I'll be all right! response:	Please leave it to me, Mr. Fafnir!
context: You'll be living amongst people.\So you have to show some restraint.\Right, I know!\I'll help search for a place for you to live, Mr. Fafnir.\Huh?\Hey, are you sure, Tohru?\I'll be all right!\Please leave it to me, Mr. Fafnir! response:	Hmph. I guess I'll see what you can do.
context: So you have to show some restraint.\Right, I know!\I'll help search for a place for you to live, Mr. Fafnir.\Huh?\Hey, are you sure, Tohru?\I'll be all right!\Please leave it to me, Mr. Fafnir!\Hmph. I guess I'll see what you can do. response:	Just the other day I watched Miss Kobayashi move out, so I understand the process.
context: Right, I know!\I'll help search for a place for you to live, Mr. Fafnir.\Huh?\Hey, are you sure, Tohru?\I'll be all right!\Please leave it to me, Mr. Fafnir!\Hmph. I guess I'll see what you can do.\Just the other day I watched Miss Kobayashi move out, so I understand the process. response:	Oh?
context: I'll help search for a place for you to live, Mr. Fafnir.\Huh?\Hey, are you sure, Tohru?\I'll be all right!\Please leave it to me, Mr. Fafnir!\Hmph. I guess I'll see what you can do.\Just the other day I watched Miss Kobayashi move out, so I understand the process.\Oh? response:	You create a family registration and a proof of citizenship,
context: Huh?\Hey, are you sure, Tohru?\I'll be all right!\Please leave it to me, Mr. Fafnir!\Hmph. I guess I'll see what you can do.\Just the other day I watched Miss Kobayashi move out, so I understand the process.\Oh?\You create a family registration and a proof of citizenship, response:	also a bank account and a personal seal, then you show them to a realtor.
context: Hey, are you sure, Tohru?\I'll be all right!\Please leave it to me, Mr. Fafnir!\Hmph. I guess I'll see what you can do.\Just the other day I watched Miss Kobayashi move out, so I understand the process.\Oh?\You create a family registration and a proof of citizenship,\also a bank account and a personal seal, then you show them to a realtor. response:	That doesn't make sense.
context: I'll be all right!\Please leave it to me, Mr. Fafnir!\Hmph. I guess I'll see what you can do.\Just the other day I watched Miss Kobayashi move out, so I understand the process.\Oh?\You create a family registration and a proof of citizenship,\also a bank account and a personal seal, then you show them to a realtor.\That doesn't make sense. response:	So, I made them for you myself.
context: Please leave it to me, Mr. Fafnir!\Hmph. I guess I'll see what you can do.\Just the other day I watched Miss Kobayashi move out, so I understand the process.\Oh?\You create a family registration and a proof of citizenship,\also a bank account and a personal seal, then you show them to a realtor.\That doesn't make sense.\So, I made them for you myself. response:	Hold on.
context: Hmph. I guess I'll see what you can do.\Just the other day I watched Miss Kobayashi move out, so I understand the process.\Oh?\You create a family registration and a proof of citizenship,\also a bank account and a personal seal, then you show them to a realtor.\That doesn't make sense.\So, I made them for you myself.\Hold on. response:	Yes?
context: Just the other day I watched Miss Kobayashi move out, so I understand the process.\Oh?\You create a family registration and a proof of citizenship,\also a bank account and a personal seal, then you show them to a realtor.\That doesn't make sense.\So, I made them for you myself.\Hold on.\Yes? response:	Is this me?
context: Oh?\You create a family registration and a proof of citizenship,\also a bank account and a personal seal, then you show them to a realtor.\That doesn't make sense.\So, I made them for you myself.\Hold on.\Yes?\Is this me? response:	Ooyama Takeshi
context: You create a family registration and a proof of citizenship,\also a bank account and a personal seal, then you show them to a realtor.\That doesn't make sense.\So, I made them for you myself.\Hold on.\Yes?\Is this me?\Ooyama Takeshi response:	Mysterious Large Creature 20 Meters Tall
context: also a bank account and a personal seal, then you show them to a realtor.\That doesn't make sense.\So, I made them for you myself.\Hold on.\Yes?\Is this me?\Ooyama Takeshi\Mysterious Large Creature 20 Meters Tall response:	Yes.
context: That doesn't make sense.\So, I made them for you myself.\Hold on.\Yes?\Is this me?\Ooyama Takeshi\Mysterious Large Creature 20 Meters Tall\Yes. response:	Your dragon form looked like an Ooyama Takeshi, so...
context: So, I made them for you myself.\Hold on.\Yes?\Is this me?\Ooyama Takeshi\Mysterious Large Creature 20 Meters Tall\Yes.\Your dragon form looked like an Ooyama Takeshi, so... response:	You resemble them too much.
context: Hold on.\Yes?\Is this me?\Ooyama Takeshi\Mysterious Large Creature 20 Meters Tall\Yes.\Your dragon form looked like an Ooyama Takeshi, so...\You resemble them too much. response:	Huh?
context: Yes?\Is this me?\Ooyama Takeshi\Mysterious Large Creature 20 Meters Tall\Yes.\Your dragon form looked like an Ooyama Takeshi, so...\You resemble them too much.\Huh? response:	You're growing too close to humans now.
context: Is this me?\Ooyama Takeshi\Mysterious Large Creature 20 Meters Tall\Yes.\Your dragon form looked like an Ooyama Takeshi, so...\You resemble them too much.\Huh?\You're growing too close to humans now. response:	When you return to your world,
context: Ooyama Takeshi\Mysterious Large Creature 20 Meters Tall\Yes.\Your dragon form looked like an Ooyama Takeshi, so...\You resemble them too much.\Huh?\You're growing too close to humans now.\When you return to your world, response:	will you be able kill humans?
context: Mysterious Large Creature 20 Meters Tall\Yes.\Your dragon form looked like an Ooyama Takeshi, so...\You resemble them too much.\Huh?\You're growing too close to humans now.\When you return to your world,\will you be able kill humans? response:	I don't intend to return to my world.
context: Yes.\Your dragon form looked like an Ooyama Takeshi, so...\You resemble them too much.\Huh?\You're growing too close to humans now.\When you return to your world,\will you be able kill humans?\I don't intend to return to my world. response:	This is where I belong.
context: Your dragon form looked like an Ooyama Takeshi, so...\You resemble them too much.\Huh?\You're growing too close to humans now.\When you return to your world,\will you be able kill humans?\I don't intend to return to my world.\This is where I belong. response:	In a century or so, that human you're attached to will die.
context: You resemble them too much.\Huh?\You're growing too close to humans now.\When you return to your world,\will you be able kill humans?\I don't intend to return to my world.\This is where I belong.\In a century or so, that human you're attached to will die. response:	Then...
context: Huh?\You're growing too close to humans now.\When you return to your world,\will you be able kill humans?\I don't intend to return to my world.\This is where I belong.\In a century or so, that human you're attached to will die.\Then... response:	I'm fine.
context: You're growing too close to humans now.\When you return to your world,\will you be able kill humans?\I don't intend to return to my world.\This is where I belong.\In a century or so, that human you're attached to will die.\Then...\I'm fine. response:	The more I treasure these moments and being here right now,
context: When you return to your world,\will you be able kill humans?\I don't intend to return to my world.\This is where I belong.\In a century or so, that human you're attached to will die.\Then...\I'm fine.\The more I treasure these moments and being here right now, response:	the sadder I'll be when that time comes, I'm sure.
context: will you be able kill humans?\I don't intend to return to my world.\This is where I belong.\In a century or so, that human you're attached to will die.\Then...\I'm fine.\The more I treasure these moments and being here right now,\the sadder I'll be when that time comes, I'm sure. response:	But I don't want to call those feelings regret.
context: I don't intend to return to my world.\This is where I belong.\In a century or so, that human you're attached to will die.\Then...\I'm fine.\The more I treasure these moments and being here right now,\the sadder I'll be when that time comes, I'm sure.\But I don't want to call those feelings regret. response:	Oh! Green means go.
context: This is where I belong.\In a century or so, that human you're attached to will die.\Then...\I'm fine.\The more I treasure these moments and being here right now,\the sadder I'll be when that time comes, I'm sure.\But I don't want to call those feelings regret.\Oh! Green means go. response:	You think they're worth speaking so highly of?
context: In a century or so, that human you're attached to will die.\Then...\I'm fine.\The more I treasure these moments and being here right now,\the sadder I'll be when that time comes, I'm sure.\But I don't want to call those feelings regret.\Oh! Green means go.\You think they're worth speaking so highly of? response:	I do.
context: Then...\I'm fine.\The more I treasure these moments and being here right now,\the sadder I'll be when that time comes, I'm sure.\But I don't want to call those feelings regret.\Oh! Green means go.\You think they're worth speaking so highly of?\I do. response:	Because Miss Kobayashi is one of them.
context: I'm fine.\The more I treasure these moments and being here right now,\the sadder I'll be when that time comes, I'm sure.\But I don't want to call those feelings regret.\Oh! Green means go.\You think they're worth speaking so highly of?\I do.\Because Miss Kobayashi is one of them. response:	Were you worried about me?
context: The more I treasure these moments and being here right now,\the sadder I'll be when that time comes, I'm sure.\But I don't want to call those feelings regret.\Oh! Green means go.\You think they're worth speaking so highly of?\I do.\Because Miss Kobayashi is one of them.\Were you worried about me? response:	I was just curious about what humans are like in this world.
context: the sadder I'll be when that time comes, I'm sure.\But I don't want to call those feelings regret.\Oh! Green means go.\You think they're worth speaking so highly of?\I do.\Because Miss Kobayashi is one of them.\Were you worried about me?\I was just curious about what humans are like in this world. response:	Mitani Real Estate
context: But I don't want to call those feelings regret.\Oh! Green means go.\You think they're worth speaking so highly of?\I do.\Because Miss Kobayashi is one of them.\Were you worried about me?\I was just curious about what humans are like in this world.\Mitani Real Estate response:	Oh, if it isn't Kobayashi-san's maid.
context: Oh! Green means go.\You think they're worth speaking so highly of?\I do.\Because Miss Kobayashi is one of them.\Were you worried about me?\I was just curious about what humans are like in this world.\Mitani Real Estate\Oh, if it isn't Kobayashi-san's maid. response:	Thank you for last time.
context: You think they're worth speaking so highly of?\I do.\Because Miss Kobayashi is one of them.\Were you worried about me?\I was just curious about what humans are like in this world.\Mitani Real Estate\Oh, if it isn't Kobayashi-san's maid.\Thank you for last time. response:	So, what's your budget?
context: I do.\Because Miss Kobayashi is one of them.\Were you worried about me?\I was just curious about what humans are like in this world.\Mitani Real Estate\Oh, if it isn't Kobayashi-san's maid.\Thank you for last time.\So, what's your budget? response:	Money, huh?
context: Because Miss Kobayashi is one of them.\Were you worried about me?\I was just curious about what humans are like in this world.\Mitani Real Estate\Oh, if it isn't Kobayashi-san's maid.\Thank you for last time.\So, what's your budget?\Money, huh? response:	We're not a pawn shop.
context: Were you worried about me?\I was just curious about what humans are like in this world.\Mitani Real Estate\Oh, if it isn't Kobayashi-san's maid.\Thank you for last time.\So, what's your budget?\Money, huh?\We're not a pawn shop. response:	Guess that didn't work.
context: I was just curious about what humans are like in this world.\Mitani Real Estate\Oh, if it isn't Kobayashi-san's maid.\Thank you for last time.\So, what's your budget?\Money, huh?\We're not a pawn shop.\Guess that didn't work. response:	Oh well, I'll steal a fittin
context: Mitani Real Estate\Oh, if it isn't Kobayashi-san's maid.\Thank you for last time.\So, what's your budget?\Money, huh?\We're not a pawn shop.\Guess that didn't work.\Oh well, I'll steal a fittin response:	No, you won't!
context: Oh, if it isn't Kobayashi-san's maid.\Thank you for last time.\So, what's your budget?\Money, huh?\We're not a pawn shop.\Guess that didn't work.\Oh well, I'll steal a fittin\No, you won't! response:	I can't believe there's no money exchange.
context: Thank you for last time.\So, what's your budget?\Money, huh?\We're not a pawn shop.\Guess that didn't work.\Oh well, I'll steal a fittin\No, you won't!\I can't believe there's no money exchange. response:	Shows the limits of this world.
context: So, what's your budget?\Money, huh?\We're not a pawn shop.\Guess that didn't work.\Oh well, I'll steal a fittin\No, you won't!\I can't believe there's no money exchange.\Shows the limits of this world. response:	About that...
context: Money, huh?\We're not a pawn shop.\Guess that didn't work.\Oh well, I'll steal a fittin\No, you won't!\I can't believe there's no money exchange.\Shows the limits of this world.\About that... response:	Are you sure it isn't best for you to live in your own world?
context: We're not a pawn shop.\Guess that didn't work.\Oh well, I'll steal a fittin\No, you won't!\I can't believe there's no money exchange.\Shows the limits of this world.\About that...\Are you sure it isn't best for you to live in your own world? response:	I'm sure it's hard to live here without a human you get along with.
context: Guess that didn't work.\Oh well, I'll steal a fittin\No, you won't!\I can't believe there's no money exchange.\Shows the limits of this world.\About that...\Are you sure it isn't best for you to live in your own world?\I'm sure it's hard to live here without a human you get along with. response:	There is a human you'd be all right with, Mr. Fafnir!
context: Oh well, I'll steal a fittin\No, you won't!\I can't believe there's no money exchange.\Shows the limits of this world.\About that...\Are you sure it isn't best for you to live in your own world?\I'm sure it's hard to live here without a human you get along with.\There is a human you'd be all right with, Mr. Fafnir! response:	Who is it?
context: No, you won't!\I can't believe there's no money exchange.\Shows the limits of this world.\About that...\Are you sure it isn't best for you to live in your own world?\I'm sure it's hard to live here without a human you get along with.\There is a human you'd be all right with, Mr. Fafnir!\Who is it? response:	Tohru-dono!
context: I can't believe there's no money exchange.\Shows the limits of this world.\About that...\Are you sure it isn't best for you to live in your own world?\I'm sure it's hard to live here without a human you get along with.\There is a human you'd be all right with, Mr. Fafnir!\Who is it?\Tohru-dono! response:	Oh, if it isn't Fafnir-dono!
context: Shows the limits of this world.\About that...\Are you sure it isn't best for you to live in your own world?\I'm sure it's hard to live here without a human you get along with.\There is a human you'd be all right with, Mr. Fafnir!\Who is it?\Tohru-dono!\Oh, if it isn't Fafnir-dono! response:	I'm surprised you knew where I lived.
context: About that...\Are you sure it isn't best for you to live in your own world?\I'm sure it's hard to live here without a human you get along with.\There is a human you'd be all right with, Mr. Fafnir!\Who is it?\Tohru-dono!\Oh, if it isn't Fafnir-dono!\I'm surprised you knew where I lived. response:	I asked Miss Kobayashi.
context: Are you sure it isn't best for you to live in your own world?\I'm sure it's hard to live here without a human you get along with.\There is a human you'd be all right with, Mr. Fafnir!\Who is it?\Tohru-dono!\Oh, if it isn't Fafnir-dono!\I'm surprised you knew where I lived.\I asked Miss Kobayashi. response:	So, Mr. Takiya.
context: I'm sure it's hard to live here without a human you get along with.\There is a human you'd be all right with, Mr. Fafnir!\Who is it?\Tohru-dono!\Oh, if it isn't Fafnir-dono!\I'm surprised you knew where I lived.\I asked Miss Kobayashi.\So, Mr. Takiya. response:	What is it?
context: There is a human you'd be all right with, Mr. Fafnir!\Who is it?\Tohru-dono!\Oh, if it isn't Fafnir-dono!\I'm surprised you knew where I lived.\I asked Miss Kobayashi.\So, Mr. Takiya.\What is it? response:	Actually, would you let Mr. Fafnir here... stay with you for a while?
context: Who is it?\Tohru-dono!\Oh, if it isn't Fafnir-dono!\I'm surprised you knew where I lived.\I asked Miss Kobayashi.\So, Mr. Takiya.\What is it?\Actually, would you let Mr. Fafnir here... stay with you for a while? response:	Oh, Fafnir-dono?
context: Tohru-dono!\Oh, if it isn't Fafnir-dono!\I'm surprised you knew where I lived.\I asked Miss Kobayashi.\So, Mr. Takiya.\What is it?\Actually, would you let Mr. Fafnir here... stay with you for a while?\Oh, Fafnir-dono? response:	Y-Yes.
context: Oh, if it isn't Fafnir-dono!\I'm surprised you knew where I lived.\I asked Miss Kobayashi.\So, Mr. Takiya.\What is it?\Actually, would you let Mr. Fafnir here... stay with you for a while?\Oh, Fafnir-dono?\Y-Yes. response:	Sure thing.
context: I'm surprised you knew where I lived.\I asked Miss Kobayashi.\So, Mr. Takiya.\What is it?\Actually, would you let Mr. Fafnir here... stay with you for a while?\Oh, Fafnir-dono?\Y-Yes.\Sure thing. response:	Huh? You mean it?!
context: I asked Miss Kobayashi.\So, Mr. Takiya.\What is it?\Actually, would you let Mr. Fafnir here... stay with you for a while?\Oh, Fafnir-dono?\Y-Yes.\Sure thing.\Huh? You mean it?! response:	Well, it's a little cramped, but...
context: So, Mr. Takiya.\What is it?\Actually, would you let Mr. Fafnir here... stay with you for a while?\Oh, Fafnir-dono?\Y-Yes.\Sure thing.\Huh? You mean it?!\Well, it's a little cramped, but... response:	You really mean it?!
context: What is it?\Actually, would you let Mr. Fafnir here... stay with you for a while?\Oh, Fafnir-dono?\Y-Yes.\Sure thing.\Huh? You mean it?!\Well, it's a little cramped, but...\You really mean it?! response:	I know I'm one to talk, but this dragon's fairly dangerous.
context: Actually, would you let Mr. Fafnir here... stay with you for a while?\Oh, Fafnir-dono?\Y-Yes.\Sure thing.\Huh? You mean it?!\Well, it's a little cramped, but...\You really mean it?!\I know I'm one to talk, but this dragon's fairly dangerous. response:	Hey, about last time...
