context: Boy? response:	This can't be...
context: O-Oh, I see...\Then, discussion on the matter is already over.\But isn't there something strange about this?\It all seems too well-timed\Pardon me.\The group hiding in the forest has been observed moving strangely.\We haven't a moment to waste!\Once they make their move, the entire region will be a sea of blood! response:	What will it be, Captain?
context: Then, discussion on the matter is already over.\But isn't there something strange about this?\It all seems too well-timed\Pardon me.\The group hiding in the forest has been observed moving strangely.\We haven't a moment to waste!\Once they make their move, the entire region will be a sea of blood!\What will it be, Captain? response:	No, Sword Demon Wilhelm-dono?
context: But isn't there something strange about this?\It all seems too well-timed\Pardon me.\The group hiding in the forest has been observed moving strangely.\We haven't a moment to waste!\Once they make their move, the entire region will be a sea of blood!\What will it be, Captain?\No, Sword Demon Wilhelm-dono? response:	Emilia-sama?
context: It all seems too well-timed\Pardon me.\The group hiding in the forest has been observed moving strangely.\We haven't a moment to waste!\Once they make their move, the entire region will be a sea of blood!\What will it be, Captain?\No, Sword Demon Wilhelm-dono?\Emilia-sama? response:	I understand.
context: Pardon me.\The group hiding in the forest has been observed moving strangely.\We haven't a moment to waste!\Once they make their move, the entire region will be a sea of blood!\What will it be, Captain?\No, Sword Demon Wilhelm-dono?\Emilia-sama?\I understand. response:	I gratefully accept your kindness.
context: The group hiding in the forest has been observed moving strangely.\We haven't a moment to waste!\Once they make their move, the entire region will be a sea of blood!\What will it be, Captain?\No, Sword Demon Wilhelm-dono?\Emilia-sama?\I understand.\I gratefully accept your kindness. response:	Has this been explained to the villagers?
context: We haven't a moment to waste!\Once they make their move, the entire region will be a sea of blood!\What will it be, Captain?\No, Sword Demon Wilhelm-dono?\Emilia-sama?\I understand.\I gratefully accept your kindness.\Has this been explained to the villagers? response:	They have been informed in a timely fashion, Emilia-sama.
context: Once they make their move, the entire region will be a sea of blood!\What will it be, Captain?\No, Sword Demon Wilhelm-dono?\Emilia-sama?\I understand.\I gratefully accept your kindness.\Has this been explained to the villagers?\They have been informed in a timely fashion, Emilia-sama. response:	I see...
context: What will it be, Captain?\No, Sword Demon Wilhelm-dono?\Emilia-sama?\I understand.\I gratefully accept your kindness.\Has this been explained to the villagers?\They have been informed in a timely fashion, Emilia-sama.\I see... response:	Betty says she'll stay here.
context: No, Sword Demon Wilhelm-dono?\Emilia-sama?\I understand.\I gratefully accept your kindness.\Has this been explained to the villagers?\They have been informed in a timely fashion, Emilia-sama.\I see...\Betty says she'll stay here. response:	Puck!
context: Emilia-sama?\I understand.\I gratefully accept your kindness.\Has this been explained to the villagers?\They have been informed in a timely fashion, Emilia-sama.\I see...\Betty says she'll stay here.\Puck! response:	Betty can't go.
context: I understand.\I gratefully accept your kindness.\Has this been explained to the villagers?\They have been informed in a timely fashion, Emilia-sama.\I see...\Betty says she'll stay here.\Puck!\Betty can't go. response:	I'll wait for your return, I suppose.
context: I gratefully accept your kindness.\Has this been explained to the villagers?\They have been informed in a timely fashion, Emilia-sama.\I see...\Betty says she'll stay here.\Puck!\Betty can't go.\I'll wait for your return, I suppose. response:	You don't have to worry.
context: Has this been explained to the villagers?\They have been informed in a timely fashion, Emilia-sama.\I see...\Betty says she'll stay here.\Puck!\Betty can't go.\I'll wait for your return, I suppose.\You don't have to worry. response:	That's what she said.
context: They have been informed in a timely fashion, Emilia-sama.\I see...\Betty says she'll stay here.\Puck!\Betty can't go.\I'll wait for your return, I suppose.\You don't have to worry.\That's what she said. response:	Well, in Betty's case,
context: I see...\Betty says she'll stay here.\Puck!\Betty can't go.\I'll wait for your return, I suppose.\You don't have to worry.\That's what she said.\Well, in Betty's case, response:	the forbidden library is a much safer place.
context: Betty says she'll stay here.\Puck!\Betty can't go.\I'll wait for your return, I suppose.\You don't have to worry.\That's what she said.\Well, in Betty's case,\the forbidden library is a much safer place. response:	Besides, due to her contract, she can't leave the mansion.
context: Puck!\Betty can't go.\I'll wait for your return, I suppose.\You don't have to worry.\That's what she said.\Well, in Betty's case,\the forbidden library is a much safer place.\Besides, due to her contract, she can't leave the mansion. response:	Lia, you know that, right?
context: Betty can't go.\I'll wait for your return, I suppose.\You don't have to worry.\That's what she said.\Well, in Betty's case,\the forbidden library is a much safer place.\Besides, due to her contract, she can't leave the mansion.\Lia, you know that, right? response:	No fair using that as a reason...
context: I'll wait for your return, I suppose.\You don't have to worry.\That's what she said.\Well, in Betty's case,\the forbidden library is a much safer place.\Besides, due to her contract, she can't leave the mansion.\Lia, you know that, right?\No fair using that as a reason... response:	So, since my cute little sister will be staying here,
context: You don't have to worry.\That's what she said.\Well, in Betty's case,\the forbidden library is a much safer place.\Besides, due to her contract, she can't leave the mansion.\Lia, you know that, right?\No fair using that as a reason...\So, since my cute little sister will be staying here, response:	we shouldn't do anything to the mansion.
context: That's what she said.\Well, in Betty's case,\the forbidden library is a much safer place.\Besides, due to her contract, she can't leave the mansion.\Lia, you know that, right?\No fair using that as a reason...\So, since my cute little sister will be staying here,\we shouldn't do anything to the mansion. response:	Betty is sweet and kind,
context: Well, in Betty's case,\the forbidden library is a much safer place.\Besides, due to her contract, she can't leave the mansion.\Lia, you know that, right?\No fair using that as a reason...\So, since my cute little sister will be staying here,\we shouldn't do anything to the mansion.\Betty is sweet and kind, response:	but she'll show no mercy.
context: the forbidden library is a much safer place.\Besides, due to her contract, she can't leave the mansion.\Lia, you know that, right?\No fair using that as a reason...\So, since my cute little sister will be staying here,\we shouldn't do anything to the mansion.\Betty is sweet and kind,\but she'll show no mercy. response:	Understood, Great Spirit.
context: Besides, due to her contract, she can't leave the mansion.\Lia, you know that, right?\No fair using that as a reason...\So, since my cute little sister will be staying here,\we shouldn't do anything to the mansion.\Betty is sweet and kind,\but she'll show no mercy.\Understood, Great Spirit. response:	You should do what you want.
context: Lia, you know that, right?\No fair using that as a reason...\So, since my cute little sister will be staying here,\we shouldn't do anything to the mansion.\Betty is sweet and kind,\but she'll show no mercy.\Understood, Great Spirit.\You should do what you want. response:	I'm on your side, and yours alone.
context: No fair using that as a reason...\So, since my cute little sister will be staying here,\we shouldn't do anything to the mansion.\Betty is sweet and kind,\but she'll show no mercy.\Understood, Great Spirit.\You should do what you want.\I'm on your side, and yours alone. response:	We will evacuate.
context: So, since my cute little sister will be staying here,\we shouldn't do anything to the mansion.\Betty is sweet and kind,\but she'll show no mercy.\Understood, Great Spirit.\You should do what you want.\I'm on your side, and yours alone.\We will evacuate. response:	I don't want to endanger the villagers!
context: we shouldn't do anything to the mansion.\Betty is sweet and kind,\but she'll show no mercy.\Understood, Great Spirit.\You should do what you want.\I'm on your side, and yours alone.\We will evacuate.\I don't want to endanger the villagers! response:	We're ready, miss.
context: Betty is sweet and kind,\but she'll show no mercy.\Understood, Great Spirit.\You should do what you want.\I'm on your side, and yours alone.\We will evacuate.\I don't want to endanger the villagers!\We're ready, miss. response:	Um, I think there's been some kind of mistake.
context: but she'll show no mercy.\Understood, Great Spirit.\You should do what you want.\I'm on your side, and yours alone.\We will evacuate.\I don't want to endanger the villagers!\We're ready, miss.\Um, I think there's been some kind of mistake. response:	No, given the number of people and carriages,
context: Understood, Great Spirit.\You should do what you want.\I'm on your side, and yours alone.\We will evacuate.\I don't want to endanger the villagers!\We're ready, miss.\Um, I think there's been some kind of mistake.\No, given the number of people and carriages, response:	we must ask you to ride with these children.
context: You should do what you want.\I'm on your side, and yours alone.\We will evacuate.\I don't want to endanger the villagers!\We're ready, miss.\Um, I think there's been some kind of mistake.\No, given the number of people and carriages,\we must ask you to ride with these children. response:	It's a necessary measure.
context: I'm on your side, and yours alone.\We will evacuate.\I don't want to endanger the villagers!\We're ready, miss.\Um, I think there's been some kind of mistake.\No, given the number of people and carriages,\we must ask you to ride with these children.\It's a necessary measure. response:	Can't we put them in a different carriage?
context: We will evacuate.\I don't want to endanger the villagers!\We're ready, miss.\Um, I think there's been some kind of mistake.\No, given the number of people and carriages,\we must ask you to ride with these children.\It's a necessary measure.\Can't we put them in a different carriage? response:	That would be better for the children
context: I don't want to endanger the villagers!\We're ready, miss.\Um, I think there's been some kind of mistake.\No, given the number of people and carriages,\we must ask you to ride with these children.\It's a necessary measure.\Can't we put them in a different carriage?\That would be better for the children response:	You think no one would want to ride with you?
context: We're ready, miss.\Um, I think there's been some kind of mistake.\No, given the number of people and carriages,\we must ask you to ride with these children.\It's a necessary measure.\Can't we put them in a different carriage?\That would be better for the children\You think no one would want to ride with you? response:	Have you asked the kids how they feel about that?
context: Um, I think there's been some kind of mistake.\No, given the number of people and carriages,\we must ask you to ride with these children.\It's a necessary measure.\Can't we put them in a different carriage?\That would be better for the children\You think no one would want to ride with you?\Have you asked the kids how they feel about that? response:	Perhaps you just assume
context: No, given the number of people and carriages,\we must ask you to ride with these children.\It's a necessary measure.\Can't we put them in a different carriage?\That would be better for the children\You think no one would want to ride with you?\Have you asked the kids how they feel about that?\Perhaps you just assume response:	that they hate you and wouldn't want to be around you?
context: we must ask you to ride with these children.\It's a necessary measure.\Can't we put them in a different carriage?\That would be better for the children\You think no one would want to ride with you?\Have you asked the kids how they feel about that?\Perhaps you just assume\that they hate you and wouldn't want to be around you? response:	That isn't...
context: It's a necessary measure.\Can't we put them in a different carriage?\That would be better for the children\You think no one would want to ride with you?\Have you asked the kids how they feel about that?\Perhaps you just assume\that they hate you and wouldn't want to be around you?\That isn't... response:	I don't need to ask them.
context: Can't we put them in a different carriage?\That would be better for the children\You think no one would want to ride with you?\Have you asked the kids how they feel about that?\Perhaps you just assume\that they hate you and wouldn't want to be around you?\That isn't...\I don't need to ask them. response:	I know it's best for everyone.
context: That would be better for the children\You think no one would want to ride with you?\Have you asked the kids how they feel about that?\Perhaps you just assume\that they hate you and wouldn't want to be around you?\That isn't...\I don't need to ask them.\I know it's best for everyone. response:	Six children and one dragon-drawn carriage.
context: You think no one would want to ride with you?\Have you asked the kids how they feel about that?\Perhaps you just assume\that they hate you and wouldn't want to be around you?\That isn't...\I don't need to ask them.\I know it's best for everyone.\Six children and one dragon-drawn carriage. response:	If we stumble here,
context: Have you asked the kids how they feel about that?\Perhaps you just assume\that they hate you and wouldn't want to be around you?\That isn't...\I don't need to ask them.\I know it's best for everyone.\Six children and one dragon-drawn carriage.\If we stumble here, response:	how will your wish ever come true?
context: Perhaps you just assume\that they hate you and wouldn't want to be around you?\That isn't...\I don't need to ask them.\I know it's best for everyone.\Six children and one dragon-drawn carriage.\If we stumble here,\how will your wish ever come true? response:	A-Are you...
context: that they hate you and wouldn't want to be around you?\That isn't...\I don't need to ask them.\I know it's best for everyone.\Six children and one dragon-drawn carriage.\If we stumble here,\how will your wish ever come true?\A-Are you... response:	What do you think, Petra?
context: That isn't...\I don't need to ask them.\I know it's best for everyone.\Six children and one dragon-drawn carriage.\If we stumble here,\how will your wish ever come true?\A-Are you...\What do you think, Petra? response:	Do you refuse to ride in the same carriage as she does?
context: I don't need to ask them.\I know it's best for everyone.\Six children and one dragon-drawn carriage.\If we stumble here,\how will your wish ever come true?\A-Are you...\What do you think, Petra?\Do you refuse to ride in the same carriage as she does? response:	Of course not.
context: I know it's best for everyone.\Six children and one dragon-drawn carriage.\If we stumble here,\how will your wish ever come true?\A-Are you...\What do you think, Petra?\Do you refuse to ride in the same carriage as she does?\Of course not. response:	Aren't you the lady with the potato stamps?
context: Six children and one dragon-drawn carriage.\If we stumble here,\how will your wish ever come true?\A-Are you...\What do you think, Petra?\Do you refuse to ride in the same carriage as she does?\Of course not.\Aren't you the lady with the potato stamps? response:	The one who came with Subaru to watch our radio calisthenics!
context: If we stumble here,\how will your wish ever come true?\A-Are you...\What do you think, Petra?\Do you refuse to ride in the same carriage as she does?\Of course not.\Aren't you the lady with the potato stamps?\The one who came with Subaru to watch our radio calisthenics! response:	Well...
context: how will your wish ever come true?\A-Are you...\What do you think, Petra?\Do you refuse to ride in the same carriage as she does?\Of course not.\Aren't you the lady with the potato stamps?\The one who came with Subaru to watch our radio calisthenics!\Well... response:	We couldn't see your face,
context: A-Are you...\What do you think, Petra?\Do you refuse to ride in the same carriage as she does?\Of course not.\Aren't you the lady with the potato stamps?\The one who came with Subaru to watch our radio calisthenics!\Well...\We couldn't see your face, response:	but we saw you having a good time talking with Subaru!
context: What do you think, Petra?\Do you refuse to ride in the same carriage as she does?\Of course not.\Aren't you the lady with the potato stamps?\The one who came with Subaru to watch our radio calisthenics!\Well...\We couldn't see your face,\but we saw you having a good time talking with Subaru! response:	Come and ride with us.
context: Do you refuse to ride in the same carriage as she does?\Of course not.\Aren't you the lady with the potato stamps?\The one who came with Subaru to watch our radio calisthenics!\Well...\We couldn't see your face,\but we saw you having a good time talking with Subaru!\Come and ride with us. response:	And me!
context: Of course not.\Aren't you the lady with the potato stamps?\The one who came with Subaru to watch our radio calisthenics!\Well...\We couldn't see your face,\but we saw you having a good time talking with Subaru!\Come and ride with us.\And me! response:	I wanna ride with you!
context: Aren't you the lady with the potato stamps?\The one who came with Subaru to watch our radio calisthenics!\Well...\We couldn't see your face,\but we saw you having a good time talking with Subaru!\Come and ride with us.\And me!\I wanna ride with you! response:	Come on, let's go!
context: The one who came with Subaru to watch our radio calisthenics!\Well...\We couldn't see your face,\but we saw you having a good time talking with Subaru!\Come and ride with us.\And me!\I wanna ride with you!\Come on, let's go! response:	Let's go.
context: Well...\We couldn't see your face,\but we saw you having a good time talking with Subaru!\Come and ride with us.\And me!\I wanna ride with you!\Come on, let's go!\Let's go. response:	Come with us!
context: We couldn't see your face,\but we saw you having a good time talking with Subaru!\Come and ride with us.\And me!\I wanna ride with you!\Come on, let's go!\Let's go.\Come with us! response:	And it's gonna be pulled by a dragon!
context: but we saw you having a good time talking with Subaru!\Come and ride with us.\And me!\I wanna ride with you!\Come on, let's go!\Let's go.\Come with us!\And it's gonna be pulled by a dragon! response:	That's so cool!
context: Come and ride with us.\And me!\I wanna ride with you!\Come on, let's go!\Let's go.\Come with us!\And it's gonna be pulled by a dragon!\That's so cool! response:	Ram, take care of things at the Sanctuary.
context: And me!\I wanna ride with you!\Come on, let's go!\Let's go.\Come with us!\And it's gonna be pulled by a dragon!\That's so cool!\Ram, take care of things at the Sanctuary. response:	Be sure to protect the villagers.
context: I wanna ride with you!\Come on, let's go!\Let's go.\Come with us!\And it's gonna be pulled by a dragon!\That's so cool!\Ram, take care of things at the Sanctuary.\Be sure to protect the villagers. response:	You take care, as well, Emilia-sama.
context: Come on, let's go!\Let's go.\Come with us!\And it's gonna be pulled by a dragon!\That's so cool!\Ram, take care of things at the Sanctuary.\Be sure to protect the villagers.\You take care, as well, Emilia-sama. response:	I need to thank you, too.
context: Let's go.\Come with us!\And it's gonna be pulled by a dragon!\That's so cool!\Ram, take care of things at the Sanctuary.\Be sure to protect the villagers.\You take care, as well, Emilia-sama.\I need to thank you, too. response:	Where did he go?
context: Come with us!\And it's gonna be pulled by a dragon!\That's so cool!\Ram, take care of things at the Sanctuary.\Be sure to protect the villagers.\You take care, as well, Emilia-sama.\I need to thank you, too.\Where did he go? response:	Now, I get it...
context: And it's gonna be pulled by a dragon!\That's so cool!\Ram, take care of things at the Sanctuary.\Be sure to protect the villagers.\You take care, as well, Emilia-sama.\I need to thank you, too.\Where did he go?\Now, I get it... response:	We couldn't figure out how you guys stayed in touch.
context: That's so cool!\Ram, take care of things at the Sanctuary.\Be sure to protect the villagers.\You take care, as well, Emilia-sama.\I need to thank you, too.\Where did he go?\Now, I get it...\We couldn't figure out how you guys stayed in touch. response:	Those metia sure are handy, huh?
context: Ram, take care of things at the Sanctuary.\Be sure to protect the villagers.\You take care, as well, Emilia-sama.\I need to thank you, too.\Where did he go?\Now, I get it...\We couldn't figure out how you guys stayed in touch.\Those metia sure are handy, huh? response:	You owe a heavy price for the crime of interrupting
context: Be sure to protect the villagers.\You take care, as well, Emilia-sama.\I need to thank you, too.\Where did he go?\Now, I get it...\We couldn't figure out how you guys stayed in touch.\Those metia sure are handy, huh?\You owe a heavy price for the crime of interrupting response:	my touching reunion with Emilia!
context: You take care, as well, Emilia-sama.\I need to thank you, too.\Where did he go?\Now, I get it...\We couldn't figure out how you guys stayed in touch.\Those metia sure are handy, huh?\You owe a heavy price for the crime of interrupting\my touching reunion with Emilia! response:	You're...
context: I need to thank you, too.\Where did he go?\Now, I get it...\We couldn't figure out how you guys stayed in touch.\Those metia sure are handy, huh?\You owe a heavy price for the crime of interrupting\my touching reunion with Emilia!\You're... response:	Too slow.
context: Where did he go?\Now, I get it...\We couldn't figure out how you guys stayed in touch.\Those metia sure are handy, huh?\You owe a heavy price for the crime of interrupting\my touching reunion with Emilia!\You're...\Too slow. response:	In short, we knew you were a spy.
context: Now, I get it...\We couldn't figure out how you guys stayed in touch.\Those metia sure are handy, huh?\You owe a heavy price for the crime of interrupting\my touching reunion with Emilia!\You're...\Too slow.\In short, we knew you were a spy. response:	How we learned is a trade secret.
context: We couldn't figure out how you guys stayed in touch.\Those metia sure are handy, huh?\You owe a heavy price for the crime of interrupting\my touching reunion with Emilia!\You're...\Too slow.\In short, we knew you were a spy.\How we learned is a trade secret. response:	So we set a trap for you,
context: Those metia sure are handy, huh?\You owe a heavy price for the crime of interrupting\my touching reunion with Emilia!\You're...\Too slow.\In short, we knew you were a spy.\How we learned is a trade secret.\So we set a trap for you, response:	the contact for the Witch's Cult.
context: You owe a heavy price for the crime of interrupting\my touching reunion with Emilia!\You're...\Too slow.\In short, we knew you were a spy.\How we learned is a trade secret.\So we set a trap for you,\the contact for the Witch's Cult. response:	Two hours.
context: my touching reunion with Emilia!\You're...\Too slow.\In short, we knew you were a spy.\How we learned is a trade secret.\So we set a trap for you,\the contact for the Witch's Cult.\Two hours. response:	You gave your buddies a schedule that was two hours behind.
context: You're...\Too slow.\In short, we knew you were a spy.\How we learned is a trade secret.\So we set a trap for you,\the contact for the Witch's Cult.\Two hours.\You gave your buddies a schedule that was two hours behind. response:	We'll use the time to get Emilia and the others away,
context: Too slow.\In short, we knew you were a spy.\How we learned is a trade secret.\So we set a trap for you,\the contact for the Witch's Cult.\Two hours.\You gave your buddies a schedule that was two hours behind.\We'll use the time to get Emilia and the others away, response:	crush the fingers that know our location,
context: In short, we knew you were a spy.\How we learned is a trade secret.\So we set a trap for you,\the contact for the Witch's Cult.\Two hours.\You gave your buddies a schedule that was two hours behind.\We'll use the time to get Emilia and the others away,\crush the fingers that know our location, response:	and make preparations to crush your Sin Archbishop.
context: How we learned is a trade secret.\So we set a trap for you,\the contact for the Witch's Cult.\Two hours.\You gave your buddies a schedule that was two hours behind.\We'll use the time to get Emilia and the others away,\crush the fingers that know our location,\and make preparations to crush your Sin Archbishop. response:	Having your enemy a step ahead, ready to destroy you...
context: So we set a trap for you,\the contact for the Witch's Cult.\Two hours.\You gave your buddies a schedule that was two hours behind.\We'll use the time to get Emilia and the others away,\crush the fingers that know our location,\and make preparations to crush your Sin Archbishop.\Having your enemy a step ahead, ready to destroy you... response:	You're about to learn just how terrifying that is.
context: the contact for the Witch's Cult.\Two hours.\You gave your buddies a schedule that was two hours behind.\We'll use the time to get Emilia and the others away,\crush the fingers that know our location,\and make preparations to crush your Sin Archbishop.\Having your enemy a step ahead, ready to destroy you...\You're about to learn just how terrifying that is. response:	May the blessing of the spirits be with you.
context: Two hours.\You gave your buddies a schedule that was two hours behind.\We'll use the time to get Emilia and the others away,\crush the fingers that know our location,\and make preparations to crush your Sin Archbishop.\Having your enemy a step ahead, ready to destroy you...\You're about to learn just how terrifying that is.\May the blessing of the spirits be with you. response:	Good luck.
context: You gave your buddies a schedule that was two hours behind.\We'll use the time to get Emilia and the others away,\crush the fingers that know our location,\and make preparations to crush your Sin Archbishop.\Having your enemy a step ahead, ready to destroy you...\You're about to learn just how terrifying that is.\May the blessing of the spirits be with you.\Good luck. response:	This is what enabled you to trick Emilia-sama and chase her off?
context: We'll use the time to get Emilia and the others away,\crush the fingers that know our location,\and make preparations to crush your Sin Archbishop.\Having your enemy a step ahead, ready to destroy you...\You're about to learn just how terrifying that is.\May the blessing of the spirits be with you.\Good luck.\This is what enabled you to trick Emilia-sama and chase her off? response:	Don't put it that way...
context: crush the fingers that know our location,\and make preparations to crush your Sin Archbishop.\Having your enemy a step ahead, ready to destroy you...\You're about to learn just how terrifying that is.\May the blessing of the spirits be with you.\Good luck.\This is what enabled you to trick Emilia-sama and chase her off?\Don't put it that way... response:	Even if it's accurate, it makes me sound bad!
context: and make preparations to crush your Sin Archbishop.\Having your enemy a step ahead, ready to destroy you...\You're about to learn just how terrifying that is.\May the blessing of the spirits be with you.\Good luck.\This is what enabled you to trick Emilia-sama and chase her off?\Don't put it that way...\Even if it's accurate, it makes me sound bad! response:	That robe was woven with quite an odd spell.
context: Having your enemy a step ahead, ready to destroy you...\You're about to learn just how terrifying that is.\May the blessing of the spirits be with you.\Good luck.\This is what enabled you to trick Emilia-sama and chase her off?\Don't put it that way...\Even if it's accurate, it makes me sound bad!\That robe was woven with quite an odd spell. response:	It was handmade by Roswaal.
context: You're about to learn just how terrifying that is.\May the blessing of the spirits be with you.\Good luck.\This is what enabled you to trick Emilia-sama and chase her off?\Don't put it that way...\Even if it's accurate, it makes me sound bad!\That robe was woven with quite an odd spell.\It was handmade by Roswaal. response:	Apparently, a spell is woven into it that prevents recognition.
context: May the blessing of the spirits be with you.\Good luck.\This is what enabled you to trick Emilia-sama and chase her off?\Don't put it that way...\Even if it's accurate, it makes me sound bad!\That robe was woven with quite an odd spell.\It was handmade by Roswaal.\Apparently, a spell is woven into it that prevents recognition. response:	Originally, it was Emilia's...
context: Good luck.\This is what enabled you to trick Emilia-sama and chase her off?\Don't put it that way...\Even if it's accurate, it makes me sound bad!\That robe was woven with quite an odd spell.\It was handmade by Roswaal.\Apparently, a spell is woven into it that prevents recognition.\Originally, it was Emilia's... response:	I didn't steal it, okay?
context: This is what enabled you to trick Emilia-sama and chase her off?\Don't put it that way...\Even if it's accurate, it makes me sound bad!\That robe was woven with quite an odd spell.\It was handmade by Roswaal.\Apparently, a spell is woven into it that prevents recognition.\Originally, it was Emilia's...\I didn't steal it, okay? response:	Hmm...
context: Don't put it that way...\Even if it's accurate, it makes me sound bad!\That robe was woven with quite an odd spell.\It was handmade by Roswaal.\Apparently, a spell is woven into it that prevents recognition.\Originally, it was Emilia's...\I didn't steal it, okay?\Hmm... response:	Well, the plan to correct the mistake with the blank letter worked out!
context: Even if it's accurate, it makes me sound bad!\That robe was woven with quite an odd spell.\It was handmade by Roswaal.\Apparently, a spell is woven into it that prevents recognition.\Originally, it was Emilia's...\I didn't steal it, okay?\Hmm...\Well, the plan to correct the mistake with the blank letter worked out! response:	The letter was a mistake... It was my fault?
context: That robe was woven with quite an odd spell.\It was handmade by Roswaal.\Apparently, a spell is woven into it that prevents recognition.\Originally, it was Emilia's...\I didn't steal it, okay?\Hmm...\Well, the plan to correct the mistake with the blank letter worked out!\The letter was a mistake... It was my fault? response:	And you worked so hard to convince the villagers, Subaru- kyun...
context: It was handmade by Roswaal.\Apparently, a spell is woven into it that prevents recognition.\Originally, it was Emilia's...\I didn't steal it, okay?\Hmm...\Well, the plan to correct the mistake with the blank letter worked out!\The letter was a mistake... It was my fault?\And you worked so hard to convince the villagers, Subaru- kyun... response:	Please!
context: Apparently, a spell is woven into it that prevents recognition.\Originally, it was Emilia's...\I didn't steal it, okay?\Hmm...\Well, the plan to correct the mistake with the blank letter worked out!\The letter was a mistake... It was my fault?\And you worked so hard to convince the villagers, Subaru- kyun...\Please! response:	Emilia's... She's a girl who will be friends with all of you,
context: Originally, it was Emilia's...\I didn't steal it, okay?\Hmm...\Well, the plan to correct the mistake with the blank letter worked out!\The letter was a mistake... It was my fault?\And you worked so hard to convince the villagers, Subaru- kyun...\Please!\Emilia's... She's a girl who will be friends with all of you, response:	so I want you to give her the chance to convince you!
context: I didn't steal it, okay?\Hmm...\Well, the plan to correct the mistake with the blank letter worked out!\The letter was a mistake... It was my fault?\And you worked so hard to convince the villagers, Subaru- kyun...\Please!\Emilia's... She's a girl who will be friends with all of you,\so I want you to give her the chance to convince you! response:	I'm sure everyone has a lot you'd like to say,
context: Hmm...\Well, the plan to correct the mistake with the blank letter worked out!\The letter was a mistake... It was my fault?\And you worked so hard to convince the villagers, Subaru- kyun...\Please!\Emilia's... She's a girl who will be friends with all of you,\so I want you to give her the chance to convince you!\I'm sure everyone has a lot you'd like to say, response:	but please let us protect you long enough that you get that chance!
context: Well, the plan to correct the mistake with the blank letter worked out!\The letter was a mistake... It was my fault?\And you worked so hard to convince the villagers, Subaru- kyun...\Please!\Emilia's... She's a girl who will be friends with all of you,\so I want you to give her the chance to convince you!\I'm sure everyone has a lot you'd like to say,\but please let us protect you long enough that you get that chance! response:	Jeez, you really are hopeless, Subaru-sama.
context: The letter was a mistake... It was my fault?\And you worked so hard to convince the villagers, Subaru- kyun...\Please!\Emilia's... She's a girl who will be friends with all of you,\so I want you to give her the chance to convince you!\I'm sure everyone has a lot you'd like to say,\but please let us protect you long enough that you get that chance!\Jeez, you really are hopeless, Subaru-sama. response:	If you insist on protecting us so much,
context: And you worked so hard to convince the villagers, Subaru- kyun...\Please!\Emilia's... She's a girl who will be friends with all of you,\so I want you to give her the chance to convince you!\I'm sure everyone has a lot you'd like to say,\but please let us protect you long enough that you get that chance!\Jeez, you really are hopeless, Subaru-sama.\If you insist on protecting us so much, response:	what choice do we have?
context: Please!\Emilia's... She's a girl who will be friends with all of you,\so I want you to give her the chance to convince you!\I'm sure everyone has a lot you'd like to say,\but please let us protect you long enough that you get that chance!\Jeez, you really are hopeless, Subaru-sama.\If you insist on protecting us so much,\what choice do we have? response:	Getting old is just awful.
context: Emilia's... She's a girl who will be friends with all of you,\so I want you to give her the chance to convince you!\I'm sure everyone has a lot you'd like to say,\but please let us protect you long enough that you get that chance!\Jeez, you really are hopeless, Subaru-sama.\If you insist on protecting us so much,\what choice do we have?\Getting old is just awful. response:	I think my tear glands have weakened.
context: so I want you to give her the chance to convince you!\I'm sure everyone has a lot you'd like to say,\but please let us protect you long enough that you get that chance!\Jeez, you really are hopeless, Subaru-sama.\If you insist on protecting us so much,\what choice do we have?\Getting old is just awful.\I think my tear glands have weakened. response:	Thank you all...
context: I'm sure everyone has a lot you'd like to say,\but please let us protect you long enough that you get that chance!\Jeez, you really are hopeless, Subaru-sama.\If you insist on protecting us so much,\what choice do we have?\Getting old is just awful.\I think my tear glands have weakened.\Thank you all... response:	We should be thanking you, Subaru-sama.
context: but please let us protect you long enough that you get that chance!\Jeez, you really are hopeless, Subaru-sama.\If you insist on protecting us so much,\what choice do we have?\Getting old is just awful.\I think my tear glands have weakened.\Thank you all...\We should be thanking you, Subaru-sama. response:	You actually moved me.
context: Jeez, you really are hopeless, Subaru-sama.\If you insist on protecting us so much,\what choice do we have?\Getting old is just awful.\I think my tear glands have weakened.\Thank you all...\We should be thanking you, Subaru-sama.\You actually moved me. response:	Don't bring it back up! It's embarrassing!
context: If you insist on protecting us so much,\what choice do we have?\Getting old is just awful.\I think my tear glands have weakened.\Thank you all...\We should be thanking you, Subaru-sama.\You actually moved me.\Don't bring it back up! It's embarrassing! response:	That just leaves...
context: what choice do we have?\Getting old is just awful.\I think my tear glands have weakened.\Thank you all...\We should be thanking you, Subaru-sama.\You actually moved me.\Don't bring it back up! It's embarrassing!\That just leaves... response:	We pulled off a surprise attack on the ones our location was leaked to.
context: Getting old is just awful.\I think my tear glands have weakened.\Thank you all...\We should be thanking you, Subaru-sama.\You actually moved me.\Don't bring it back up! It's embarrassing!\That just leaves...\We pulled off a surprise attack on the ones our location was leaked to. response:	If I messed up, I'll retire.
context: I think my tear glands have weakened.\Thank you all...\We should be thanking you, Subaru-sama.\You actually moved me.\Don't bring it back up! It's embarrassing!\That just leaves...\We pulled off a surprise attack on the ones our location was leaked to.\If I messed up, I'll retire. response:	The map did a nice job showin' the way.
