context: Ragna-mail connector, purge. response:	Deploy pressure barriers.
context: But Ange, if you're gone, and if he understands that I'm stronger,\Embryo-sama will accept me.\He'll accept my value.\If I can achieve that much,\I don't need anything else.\The DRAGONs' voices interfere with Mana and drive humans mad.\That's why only the Norma could fight them, because they have no Mana.\I was never told about that! response:	This world is full of lies.
context: Embryo-sama will accept me.\He'll accept my value.\If I can achieve that much,\I don't need anything else.\The DRAGONs' voices interfere with Mana and drive humans mad.\That's why only the Norma could fight them, because they have no Mana.\I was never told about that!\This world is full of lies. response:	But Normas, who could destroy Mana, would expose all those lies.
context: He'll accept my value.\If I can achieve that much,\I don't need anything else.\The DRAGONs' voices interfere with Mana and drive humans mad.\That's why only the Norma could fight them, because they have no Mana.\I was never told about that!\This world is full of lies.\But Normas, who could destroy Mana, would expose all those lies. response:	That's why they were oppressed and isolated.
context: If I can achieve that much,\I don't need anything else.\The DRAGONs' voices interfere with Mana and drive humans mad.\That's why only the Norma could fight them, because they have no Mana.\I was never told about that!\This world is full of lies.\But Normas, who could destroy Mana, would expose all those lies.\That's why they were oppressed and isolated. response:	The humans were programmed to instinctively despise the Norma.
context: I don't need anything else.\The DRAGONs' voices interfere with Mana and drive humans mad.\That's why only the Norma could fight them, because they have no Mana.\I was never told about that!\This world is full of lies.\But Normas, who could destroy Mana, would expose all those lies.\That's why they were oppressed and isolated.\The humans were programmed to instinctively despise the Norma. response:	If that's true, then we're all just puppets!
context: The DRAGONs' voices interfere with Mana and drive humans mad.\That's why only the Norma could fight them, because they have no Mana.\I was never told about that!\This world is full of lies.\But Normas, who could destroy Mana, would expose all those lies.\That's why they were oppressed and isolated.\The humans were programmed to instinctively despise the Norma.\If that's true, then we're all just puppets! response:	What just happened?
context: That's why only the Norma could fight them, because they have no Mana.\I was never told about that!\This world is full of lies.\But Normas, who could destroy Mana, would expose all those lies.\That's why they were oppressed and isolated.\The humans were programmed to instinctively despise the Norma.\If that's true, then we're all just puppets!\What just happened? response:	I don't know, the Light of Mana
context: I was never told about that!\This world is full of lies.\But Normas, who could destroy Mana, would expose all those lies.\That's why they were oppressed and isolated.\The humans were programmed to instinctively despise the Norma.\If that's true, then we're all just puppets!\What just happened?\I don't know, the Light of Mana response:	Help...
context: This world is full of lies.\But Normas, who could destroy Mana, would expose all those lies.\That's why they were oppressed and isolated.\The humans were programmed to instinctively despise the Norma.\If that's true, then we're all just puppets!\What just happened?\I don't know, the Light of Mana\Help... response:	Hold on, I'm calling for help.
context: But Normas, who could destroy Mana, would expose all those lies.\That's why they were oppressed and isolated.\The humans were programmed to instinctively despise the Norma.\If that's true, then we're all just puppets!\What just happened?\I don't know, the Light of Mana\Help...\Hold on, I'm calling for help. response:	What's going on?!
context: That's why they were oppressed and isolated.\The humans were programmed to instinctively despise the Norma.\If that's true, then we're all just puppets!\What just happened?\I don't know, the Light of Mana\Help...\Hold on, I'm calling for help.\What's going on?! response:	Why can't I use my Mana?
context: The humans were programmed to instinctively despise the Norma.\If that's true, then we're all just puppets!\What just happened?\I don't know, the Light of Mana\Help...\Hold on, I'm calling for help.\What's going on?!\Why can't I use my Mana? response:	So it begins.
context: If that's true, then we're all just puppets!\What just happened?\I don't know, the Light of Mana\Help...\Hold on, I'm calling for help.\What's going on?!\Why can't I use my Mana?\So it begins. response:	The destruction and recreation of the world...
context: What just happened?\I don't know, the Light of Mana\Help...\Hold on, I'm calling for help.\What's going on?!\Why can't I use my Mana?\So it begins.\The destruction and recreation of the world... response:	And in what manner are we to greet this new world?
context: I don't know, the Light of Mana\Help...\Hold on, I'm calling for help.\What's going on?!\Why can't I use my Mana?\So it begins.\The destruction and recreation of the world...\And in what manner are we to greet this new world? response:	We must escape quickly, or we'll be caught in the space-time merger.
context: Help...\Hold on, I'm calling for help.\What's going on?!\Why can't I use my Mana?\So it begins.\The destruction and recreation of the world...\And in what manner are we to greet this new world?\We must escape quickly, or we'll be caught in the space-time merger. response:	Who said you'd be going?
context: Hold on, I'm calling for help.\What's going on?!\Why can't I use my Mana?\So it begins.\The destruction and recreation of the world...\And in what manner are we to greet this new world?\We must escape quickly, or we'll be caught in the space-time merger.\Who said you'd be going? response:	The new world will be made by intelligent women.
context: What's going on?!\Why can't I use my Mana?\So it begins.\The destruction and recreation of the world...\And in what manner are we to greet this new world?\We must escape quickly, or we'll be caught in the space-time merger.\Who said you'd be going?\The new world will be made by intelligent women. response:	You failures will take responsibility for plunging this world into chaos.
context: Why can't I use my Mana?\So it begins.\The destruction and recreation of the world...\And in what manner are we to greet this new world?\We must escape quickly, or we'll be caught in the space-time merger.\Who said you'd be going?\The new world will be made by intelligent women.\You failures will take responsibility for plunging this world into chaos. response:	Embryo-sama.
context: So it begins.\The destruction and recreation of the world...\And in what manner are we to greet this new world?\We must escape quickly, or we'll be caught in the space-time merger.\Who said you'd be going?\The new world will be made by intelligent women.\You failures will take responsibility for plunging this world into chaos.\Embryo-sama. response:	Are you abandoning us?
context: The destruction and recreation of the world...\And in what manner are we to greet this new world?\We must escape quickly, or we'll be caught in the space-time merger.\Who said you'd be going?\The new world will be made by intelligent women.\You failures will take responsibility for plunging this world into chaos.\Embryo-sama.\Are you abandoning us? response:	What's happening?
context: And in what manner are we to greet this new world?\We must escape quickly, or we'll be caught in the space-time merger.\Who said you'd be going?\The new world will be made by intelligent women.\You failures will take responsibility for plunging this world into chaos.\Embryo-sama.\Are you abandoning us?\What's happening? response:	Huh?
context: We must escape quickly, or we'll be caught in the space-time merger.\Who said you'd be going?\The new world will be made by intelligent women.\You failures will take responsibility for plunging this world into chaos.\Embryo-sama.\Are you abandoning us?\What's happening?\Huh? response:	Anyone?
context: Who said you'd be going?\The new world will be made by intelligent women.\You failures will take responsibility for plunging this world into chaos.\Embryo-sama.\Are you abandoning us?\What's happening?\Huh?\Anyone? response:	Anyone?
context: The new world will be made by intelligent women.\You failures will take responsibility for plunging this world into chaos.\Embryo-sama.\Are you abandoning us?\What's happening?\Huh?\Anyone?\Anyone? response:	I'm the First Princess...
context: You failures will take responsibility for plunging this world into chaos.\Embryo-sama.\Are you abandoning us?\What's happening?\Huh?\Anyone?\Anyone?\I'm the First Princess... response:	No, I'm Queen Emperor Sylvia I!
context: Embryo-sama.\Are you abandoning us?\What's happening?\Huh?\Anyone?\Anyone?\I'm the First Princess...\No, I'm Queen Emperor Sylvia I! response:	Come help me immediately!
context: Are you abandoning us?\What's happening?\Huh?\Anyone?\Anyone?\I'm the First Princess...\No, I'm Queen Emperor Sylvia I!\Come help me immediately! response:	Ersha.
context: What's happening?\Huh?\Anyone?\Anyone?\I'm the First Princess...\No, I'm Queen Emperor Sylvia I!\Come help me immediately!\Ersha. response:	Why do you look like that?
context: Huh?\Anyone?\Anyone?\I'm the First Princess...\No, I'm Queen Emperor Sylvia I!\Come help me immediately!\Ersha.\Why do you look like that? response:	It's nothing.
context: Anyone?\Anyone?\I'm the First Princess...\No, I'm Queen Emperor Sylvia I!\Come help me immediately!\Ersha.\Why do you look like that?\It's nothing. response:	We're moving out soon.
context: Anyone?\I'm the First Princess...\No, I'm Queen Emperor Sylvia I!\Come help me immediately!\Ersha.\Why do you look like that?\It's nothing.\We're moving out soon. response:	Where are you going?
context: I'm the First Princess...\No, I'm Queen Emperor Sylvia I!\Come help me immediately!\Ersha.\Why do you look like that?\It's nothing.\We're moving out soon.\Where are you going? response:	I don't know anymore.
context: No, I'm Queen Emperor Sylvia I!\Come help me immediately!\Ersha.\Why do you look like that?\It's nothing.\We're moving out soon.\Where are you going?\I don't know anymore. response:	Those children were all I had.
context: Come help me immediately!\Ersha.\Why do you look like that?\It's nothing.\We're moving out soon.\Where are you going?\I don't know anymore.\Those children were all I had. response:	That's why he manipulated me.
context: Ersha.\Why do you look like that?\It's nothing.\We're moving out soon.\Where are you going?\I don't know anymore.\Those children were all I had.\That's why he manipulated me. response:	I'm an empty, shallow whore with nothing left to live for.
context: Why do you look like that?\It's nothing.\We're moving out soon.\Where are you going?\I don't know anymore.\Those children were all I had.\That's why he manipulated me.\I'm an empty, shallow whore with nothing left to live for. response:	Hey, are you okay with this?
context: It's nothing.\We're moving out soon.\Where are you going?\I don't know anymore.\Those children were all I had.\That's why he manipulated me.\I'm an empty, shallow whore with nothing left to live for.\Hey, are you okay with this? response:	With having to kill your friends? Hilda-chan and Rosalie-chan?
context: We're moving out soon.\Where are you going?\I don't know anymore.\Those children were all I had.\That's why he manipulated me.\I'm an empty, shallow whore with nothing left to live for.\Hey, are you okay with this?\With having to kill your friends? Hilda-chan and Rosalie-chan? response:	Friends?
context: Where are you going?\I don't know anymore.\Those children were all I had.\That's why he manipulated me.\I'm an empty, shallow whore with nothing left to live for.\Hey, are you okay with this?\With having to kill your friends? Hilda-chan and Rosalie-chan?\Friends? response:	Them?
context: I don't know anymore.\Those children were all I had.\That's why he manipulated me.\I'm an empty, shallow whore with nothing left to live for.\Hey, are you okay with this?\With having to kill your friends? Hilda-chan and Rosalie-chan?\Friends?\Them? response:	I hope I do!
context: Those children were all I had.\That's why he manipulated me.\I'm an empty, shallow whore with nothing left to live for.\Hey, are you okay with this?\With having to kill your friends? Hilda-chan and Rosalie-chan?\Friends?\Them?\I hope I do! response:	I see.
context: That's why he manipulated me.\I'm an empty, shallow whore with nothing left to live for.\Hey, are you okay with this?\With having to kill your friends? Hilda-chan and Rosalie-chan?\Friends?\Them?\I hope I do!\I see. response:	Water...
context: I'm an empty, shallow whore with nothing left to live for.\Hey, are you okay with this?\With having to kill your friends? Hilda-chan and Rosalie-chan?\Friends?\Them?\I hope I do!\I see.\Water... response:	Morgan-san died.
context: Hey, are you okay with this?\With having to kill your friends? Hilda-chan and Rosalie-chan?\Friends?\Them?\I hope I do!\I see.\Water...\Morgan-san died. response:	I'm alone now.
context: With having to kill your friends? Hilda-chan and Rosalie-chan?\Friends?\Them?\I hope I do!\I see.\Water...\Morgan-san died.\I'm alone now. response:	Trying to fight Embryo was futile.
context: Friends?\Them?\I hope I do!\I see.\Water...\Morgan-san died.\I'm alone now.\Trying to fight Embryo was futile. response:	As was trying to destroy the world.
context: Them?\I hope I do!\I see.\Water...\Morgan-san died.\I'm alone now.\Trying to fight Embryo was futile.\As was trying to destroy the world. response:	No matter what, I'm alone.
context: I hope I do!\I see.\Water...\Morgan-san died.\I'm alone now.\Trying to fight Embryo was futile.\As was trying to destroy the world.\No matter what, I'm alone. response:	I'll go crazy from the loneliness.
context: I see.\Water...\Morgan-san died.\I'm alone now.\Trying to fight Embryo was futile.\As was trying to destroy the world.\No matter what, I'm alone.\I'll go crazy from the loneliness. response:	People aren't meant to live alone.
context: Water...\Morgan-san died.\I'm alone now.\Trying to fight Embryo was futile.\As was trying to destroy the world.\No matter what, I'm alone.\I'll go crazy from the loneliness.\People aren't meant to live alone. response:	Tusk...
context: Morgan-san died.\I'm alone now.\Trying to fight Embryo was futile.\As was trying to destroy the world.\No matter what, I'm alone.\I'll go crazy from the loneliness.\People aren't meant to live alone.\Tusk... response:	A girl washed up today, along with the Villkiss.
context: I'm alone now.\Trying to fight Embryo was futile.\As was trying to destroy the world.\No matter what, I'm alone.\I'll go crazy from the loneliness.\People aren't meant to live alone.\Tusk...\A girl washed up today, along with the Villkiss. response:	She's pretty violent,
context: Trying to fight Embryo was futile.\As was trying to destroy the world.\No matter what, I'm alone.\I'll go crazy from the loneliness.\People aren't meant to live alone.\Tusk...\A girl washed up today, along with the Villkiss.\She's pretty violent, response:	and she doesn't listen to what anyone has to say,
context: As was trying to destroy the world.\No matter what, I'm alone.\I'll go crazy from the loneliness.\People aren't meant to live alone.\Tusk...\A girl washed up today, along with the Villkiss.\She's pretty violent,\and she doesn't listen to what anyone has to say, response:	but Ange is light.
context: No matter what, I'm alone.\I'll go crazy from the loneliness.\People aren't meant to live alone.\Tusk...\A girl washed up today, along with the Villkiss.\She's pretty violent,\and she doesn't listen to what anyone has to say,\but Ange is light. response:	She's light, shining in from the outside world.
context: I'll go crazy from the loneliness.\People aren't meant to live alone.\Tusk...\A girl washed up today, along with the Villkiss.\She's pretty violent,\and she doesn't listen to what anyone has to say,\but Ange is light.\She's light, shining in from the outside world. response:	Dad, Mom, I finally found her.
context: People aren't meant to live alone.\Tusk...\A girl washed up today, along with the Villkiss.\She's pretty violent,\and she doesn't listen to what anyone has to say,\but Ange is light.\She's light, shining in from the outside world.\Dad, Mom, I finally found her. response:	Protect her. That's my duty...
context: Tusk...\A girl washed up today, along with the Villkiss.\She's pretty violent,\and she doesn't listen to what anyone has to say,\but Ange is light.\She's light, shining in from the outside world.\Dad, Mom, I finally found her.\Protect her. That's my duty... response:	Mine alone.
context: A girl washed up today, along with the Villkiss.\She's pretty violent,\and she doesn't listen to what anyone has to say,\but Ange is light.\She's light, shining in from the outside world.\Dad, Mom, I finally found her.\Protect her. That's my duty...\Mine alone. response:	He always protected me.
context: She's pretty violent,\and she doesn't listen to what anyone has to say,\but Ange is light.\She's light, shining in from the outside world.\Dad, Mom, I finally found her.\Protect her. That's my duty...\Mine alone.\He always protected me. response:	Yet...
context: and she doesn't listen to what anyone has to say,\but Ange is light.\She's light, shining in from the outside world.\Dad, Mom, I finally found her.\Protect her. That's my duty...\Mine alone.\He always protected me.\Yet... response:	Yet...
context: but Ange is light.\She's light, shining in from the outside world.\Dad, Mom, I finally found her.\Protect her. That's my duty...\Mine alone.\He always protected me.\Yet...\Yet... response:	Come back to me, Tusk.
context: She's light, shining in from the outside world.\Dad, Mom, I finally found her.\Protect her. That's my duty...\Mine alone.\He always protected me.\Yet...\Yet...\Come back to me, Tusk. response:	Come here, Momoka.
context: Dad, Mom, I finally found her.\Protect her. That's my duty...\Mine alone.\He always protected me.\Yet...\Yet...\Come back to me, Tusk.\Come here, Momoka. response:	Don't leave me alone.
context: Protect her. That's my duty...\Mine alone.\He always protected me.\Yet...\Yet...\Come back to me, Tusk.\Come here, Momoka.\Don't leave me alone. response:	Momoka. Tusk.
context: Mine alone.\He always protected me.\Yet...\Yet...\Come back to me, Tusk.\Come here, Momoka.\Don't leave me alone.\Momoka. Tusk. response:	You need to live on.
context: He always protected me.\Yet...\Yet...\Come back to me, Tusk.\Come here, Momoka.\Don't leave me alone.\Momoka. Tusk.\You need to live on. response:	Pathetic.
context: Yet...\Yet...\Come back to me, Tusk.\Come here, Momoka.\Don't leave me alone.\Momoka. Tusk.\You need to live on.\Pathetic. response:	I can't even die by myself.
context: Yet...\Come back to me, Tusk.\Come here, Momoka.\Don't leave me alone.\Momoka. Tusk.\You need to live on.\Pathetic.\I can't even die by myself. response:	It's pretty.
context: Come back to me, Tusk.\Come here, Momoka.\Don't leave me alone.\Momoka. Tusk.\You need to live on.\Pathetic.\I can't even die by myself.\It's pretty. response:	You're even prettier.
context: Come here, Momoka.\Don't leave me alone.\Momoka. Tusk.\You need to live on.\Pathetic.\I can't even die by myself.\It's pretty.\You're even prettier. response:	Idiot.
context: Don't leave me alone.\Momoka. Tusk.\You need to live on.\Pathetic.\I can't even die by myself.\It's pretty.\You're even prettier.\Idiot. response:	Why did you...
context: Momoka. Tusk.\You need to live on.\Pathetic.\I can't even die by myself.\It's pretty.\You're even prettier.\Idiot.\Why did you... response:	Because I'm your knight.
context: You need to live on.\Pathetic.\I can't even die by myself.\It's pretty.\You're even prettier.\Idiot.\Why did you...\Because I'm your knight. response:	Were you really okay with that?
context: Pathetic.\I can't even die by myself.\It's pretty.\You're even prettier.\Idiot.\Why did you...\Because I'm your knight.\Were you really okay with that? response:	With losing everything for your duty?
context: I can't even die by myself.\It's pretty.\You're even prettier.\Idiot.\Why did you...\Because I'm your knight.\Were you really okay with that?\With losing everything for your duty? response:	What kind of world were you hoping for?
context: It's pretty.\You're even prettier.\Idiot.\Why did you...\Because I'm your knight.\Were you really okay with that?\With losing everything for your duty?\What kind of world were you hoping for? response:	I'm just hoping we'll get to enjoy peace someday.
context: You're even prettier.\Idiot.\Why did you...\Because I'm your knight.\Were you really okay with that?\With losing everything for your duty?\What kind of world were you hoping for?\I'm just hoping we'll get to enjoy peace someday. response:	I'll be back for you.
context: Idiot.\Why did you...\Because I'm your knight.\Were you really okay with that?\With losing everything for your duty?\What kind of world were you hoping for?\I'm just hoping we'll get to enjoy peace someday.\I'll be back for you. response:	What's the point if you're not here anymore?
context: Why did you...\Because I'm your knight.\Were you really okay with that?\With losing everything for your duty?\What kind of world were you hoping for?\I'm just hoping we'll get to enjoy peace someday.\I'll be back for you.\What's the point if you're not here anymore? response:	I love you.
context: Because I'm your knight.\Were you really okay with that?\With losing everything for your duty?\What kind of world were you hoping for?\I'm just hoping we'll get to enjoy peace someday.\I'll be back for you.\What's the point if you're not here anymore?\I love you. response:	If I knew this would happen, I would've let him go all the way.
context: Were you really okay with that?\With losing everything for your duty?\What kind of world were you hoping for?\I'm just hoping we'll get to enjoy peace someday.\I'll be back for you.\What's the point if you're not here anymore?\I love you.\If I knew this would happen, I would've let him go all the way. response:	Really?
context: With losing everything for your duty?\What kind of world were you hoping for?\I'm just hoping we'll get to enjoy peace someday.\I'll be back for you.\What's the point if you're not here anymore?\I love you.\If I knew this would happen, I would've let him go all the way.\Really? response:	Thank goodness you're okay.
context: What kind of world were you hoping for?\I'm just hoping we'll get to enjoy peace someday.\I'll be back for you.\What's the point if you're not here anymore?\I love you.\If I knew this would happen, I would've let him go all the way.\Really?\Thank goodness you're okay. response:	Why?
context: I'm just hoping we'll get to enjoy peace someday.\I'll be back for you.\What's the point if you're not here anymore?\I love you.\If I knew this would happen, I would've let him go all the way.\Really?\Thank goodness you're okay.\Why? response:	I told you, Ange's knight is invincible.
context: I'll be back for you.\What's the point if you're not here anymore?\I love you.\If I knew this would happen, I would've let him go all the way.\Really?\Thank goodness you're okay.\Why?\I told you, Ange's knight is invincible. response:	Tusk?
context: What's the point if you're not here anymore?\I love you.\If I knew this would happen, I would've let him go all the way.\Really?\Thank goodness you're okay.\Why?\I told you, Ange's knight is invincible.\Tusk? response:	Yeah.
context: I love you.\If I knew this would happen, I would've let him go all the way.\Really?\Thank goodness you're okay.\Why?\I told you, Ange's knight is invincible.\Tusk?\Yeah. response:	Tusk is dead.
context: If I knew this would happen, I would've let him go all the way.\Really?\Thank goodness you're okay.\Why?\I told you, Ange's knight is invincible.\Tusk?\Yeah.\Tusk is dead. response:	You're one of Embryo's illusions!
context: Really?\Thank goodness you're okay.\Why?\I told you, Ange's knight is invincible.\Tusk?\Yeah.\Tusk is dead.\You're one of Embryo's illusions! response:	I'm not.
context: Thank goodness you're okay.\Why?\I told you, Ange's knight is invincible.\Tusk?\Yeah.\Tusk is dead.\You're one of Embryo's illusions!\I'm not. response:	You aren't injured from the explosion.
context: Why?\I told you, Ange's knight is invincible.\Tusk?\Yeah.\Tusk is dead.\You're one of Embryo's illusions!\I'm not.\You aren't injured from the explosion. response:	You don't have your gunshot wounds.
context: I told you, Ange's knight is invincible.\Tusk?\Yeah.\Tusk is dead.\You're one of Embryo's illusions!\I'm not.\You aren't injured from the explosion.\You don't have your gunshot wounds. response:	I'm alive.
context: Tusk?\Yeah.\Tusk is dead.\You're one of Embryo's illusions!\I'm not.\You aren't injured from the explosion.\You don't have your gunshot wounds.\I'm alive. response:	I don't believe it.
context: Yeah.\Tusk is dead.\You're one of Embryo's illusions!\I'm not.\You aren't injured from the explosion.\You don't have your gunshot wounds.\I'm alive.\I don't believe it. response:	Tusk is dead!
context: Tusk is dead.\You're one of Embryo's illusions!\I'm not.\You aren't injured from the explosion.\You don't have your gunshot wounds.\I'm alive.\I don't believe it.\Tusk is dead! response:	What?!
context: You're one of Embryo's illusions!\I'm not.\You aren't injured from the explosion.\You don't have your gunshot wounds.\I'm alive.\I don't believe it.\Tusk is dead!\What?! response:	I won't believe it.
context: I'm not.\You aren't injured from the explosion.\You don't have your gunshot wounds.\I'm alive.\I don't believe it.\Tusk is dead!\What?!\I won't believe it. response:	I won't believe it.
context: You aren't injured from the explosion.\You don't have your gunshot wounds.\I'm alive.\I don't believe it.\Tusk is dead!\What?!\I won't believe it.\I won't believe it. response:	Sorry.
context: You don't have your gunshot wounds.\I'm alive.\I don't believe it.\Tusk is dead!\What?!\I won't believe it.\I won't believe it.\Sorry. response:	Ange, what are you
context: I'm alive.\I don't believe it.\Tusk is dead!\What?!\I won't believe it.\I won't believe it.\Sorry.\Ange, what are you response:	I'm going to make sure.
context: I don't believe it.\Tusk is dead!\What?!\I won't believe it.\I won't believe it.\Sorry.\Ange, what are you\I'm going to make sure. response:	Find out? What?
context: Tusk is dead!\What?!\I won't believe it.\I won't believe it.\Sorry.\Ange, what are you\I'm going to make sure.\Find out? What? response:	Don't talk. Please.
context: What?!\I won't believe it.\I won't believe it.\Sorry.\Ange, what are you\I'm going to make sure.\Find out? What?\Don't talk. Please. response:	Can you hear me? Ersha here.
context: I won't believe it.\I won't believe it.\Sorry.\Ange, what are you\I'm going to make sure.\Find out? What?\Don't talk. Please.\Can you hear me? Ersha here. response:	A white bra?!
context: I won't believe it.\Sorry.\Ange, what are you\I'm going to make sure.\Find out? What?\Don't talk. Please.\Can you hear me? Ersha here.\A white bra?! response:	No, it's a white flag.
context: Sorry.\Ange, what are you\I'm going to make sure.\Find out? What?\Don't talk. Please.\Can you hear me? Ersha here.\A white bra?!\No, it's a white flag. response:	Ersha here.
context: Ange, what are you\I'm going to make sure.\Find out? What?\Don't talk. Please.\Can you hear me? Ersha here.\A white bra?!\No, it's a white flag.\Ersha here. response:	I surrender.
context: I'm going to make sure.\Find out? What?\Don't talk. Please.\Can you hear me? Ersha here.\A white bra?!\No, it's a white flag.\Ersha here.\I surrender. response:	It's pretty.
context: Find out? What?\Don't talk. Please.\Can you hear me? Ersha here.\A white bra?!\No, it's a white flag.\Ersha here.\I surrender.\It's pretty. response:	Yeah.
context: Don't talk. Please.\Can you hear me? Ersha here.\A white bra?!\No, it's a white flag.\Ersha here.\I surrender.\It's pretty.\Yeah. response:	A lot more than last time.
context: Can you hear me? Ersha here.\A white bra?!\No, it's a white flag.\Ersha here.\I surrender.\It's pretty.\Yeah.\A lot more than last time. response:	I was trying to kill myself.
context: A white bra?!\No, it's a white flag.\Ersha here.\I surrender.\It's pretty.\Yeah.\A lot more than last time.\I was trying to kill myself. response:	Huh?
context: No, it's a white flag.\Ersha here.\I surrender.\It's pretty.\Yeah.\A lot more than last time.\I was trying to kill myself.\Huh? response:	People aren't meant to live alone.
context: Ersha here.\I surrender.\It's pretty.\Yeah.\A lot more than last time.\I was trying to kill myself.\Huh?\People aren't meant to live alone. response:	You read my journal.
context: I surrender.\It's pretty.\Yeah.\A lot more than last time.\I was trying to kill myself.\Huh?\People aren't meant to live alone.\You read my journal. response:	You can't do anything when you're alone, huh?
context: It's pretty.\Yeah.\A lot more than last time.\I was trying to kill myself.\Huh?\People aren't meant to live alone.\You read my journal.\You can't do anything when you're alone, huh? response:	You can't insult each other.
context: Yeah.\A lot more than last time.\I was trying to kill myself.\Huh?\People aren't meant to live alone.\You read my journal.\You can't do anything when you're alone, huh?\You can't insult each other. response:	You can't hold each other.
context: A lot more than last time.\I was trying to kill myself.\Huh?\People aren't meant to live alone.\You read my journal.\You can't do anything when you're alone, huh?\You can't insult each other.\You can't hold each other. response:	You really weren't brought back to life, were you?
context: I was trying to kill myself.\Huh?\People aren't meant to live alone.\You read my journal.\You can't do anything when you're alone, huh?\You can't insult each other.\You can't hold each other.\You really weren't brought back to life, were you? response:	I'm alive. I am.
context: Huh?\People aren't meant to live alone.\You read my journal.\You can't do anything when you're alone, huh?\You can't insult each other.\You can't hold each other.\You really weren't brought back to life, were you?\I'm alive. I am. response:	Are you satisfied?
context: People aren't meant to live alone.\You read my journal.\You can't do anything when you're alone, huh?\You can't insult each other.\You can't hold each other.\You really weren't brought back to life, were you?\I'm alive. I am.\Are you satisfied? response:	I have no more regrets.
context: You read my journal.\You can't do anything when you're alone, huh?\You can't insult each other.\You can't hold each other.\You really weren't brought back to life, were you?\I'm alive. I am.\Are you satisfied?\I have no more regrets. response:	That's not good.
context: You can't do anything when you're alone, huh?\You can't insult each other.\You can't hold each other.\You really weren't brought back to life, were you?\I'm alive. I am.\Are you satisfied?\I have no more regrets.\That's not good. response:	We're just getting started.
context: You can't insult each other.\You can't hold each other.\You really weren't brought back to life, were you?\I'm alive. I am.\Are you satisfied?\I have no more regrets.\That's not good.\We're just getting started. response:	It's strange. Everything looks like it's brand new.
context: You can't hold each other.\You really weren't brought back to life, were you?\I'm alive. I am.\Are you satisfied?\I have no more regrets.\That's not good.\We're just getting started.\It's strange. Everything looks like it's brand new. response:	That pervert stalker asked me...
context: You really weren't brought back to life, were you?\I'm alive. I am.\Are you satisfied?\I have no more regrets.\That's not good.\We're just getting started.\It's strange. Everything looks like it's brand new.\That pervert stalker asked me... response:	But I like this world.
context: I'm alive. I am.\Are you satisfied?\I have no more regrets.\That's not good.\We're just getting started.\It's strange. Everything looks like it's brand new.\That pervert stalker asked me...\But I like this world. response:	No matter how incomplete and foolish it is,
context: Are you satisfied?\I have no more regrets.\That's not good.\We're just getting started.\It's strange. Everything looks like it's brand new.\That pervert stalker asked me...\But I like this world.\No matter how incomplete and foolish it is, response:	I like this world.
context: I have no more regrets.\That's not good.\We're just getting started.\It's strange. Everything looks like it's brand new.\That pervert stalker asked me...\But I like this world.\No matter how incomplete and foolish it is,\I like this world. response:	I'm the same.
context: That's not good.\We're just getting started.\It's strange. Everything looks like it's brand new.\That pervert stalker asked me...\But I like this world.\No matter how incomplete and foolish it is,\I like this world.\I'm the same. response:	No matter what.
context: We're just getting started.\It's strange. Everything looks like it's brand new.\That pervert stalker asked me...\But I like this world.\No matter how incomplete and foolish it is,\I like this world.\I'm the same.\No matter what. response:	Because you're my knight?
context: It's strange. Everything looks like it's brand new.\That pervert stalker asked me...\But I like this world.\No matter how incomplete and foolish it is,\I like this world.\I'm the same.\No matter what.\Because you're my knight? response:	Because I love you.
context: That pervert stalker asked me...\But I like this world.\No matter how incomplete and foolish it is,\I like this world.\I'm the same.\No matter what.\Because you're my knight?\Because I love you. response:	We have to protect this world.
context: But I like this world.\No matter how incomplete and foolish it is,\I like this world.\I'm the same.\No matter what.\Because you're my knight?\Because I love you.\We have to protect this world. response:	We have to live...
context: No matter how incomplete and foolish it is,\I like this world.\I'm the same.\No matter what.\Because you're my knight?\Because I love you.\We have to protect this world.\We have to live... response:	With the lives Momoka protected for us.
context: I like this world.\I'm the same.\No matter what.\Because you're my knight?\Because I love you.\We have to protect this world.\We have to live...\With the lives Momoka protected for us. response:	I've been waiting for you!
context: I'm the same.\No matter what.\Because you're my knight?\Because I love you.\We have to protect this world.\We have to live...\With the lives Momoka protected for us.\I've been waiting for you! response:	Today's menu is smoked river fish, berry and mushroom potage,
context: No matter what.\Because you're my knight?\Because I love you.\We have to protect this world.\We have to live...\With the lives Momoka protected for us.\I've been waiting for you!\Today's menu is smoked river fish, berry and mushroom potage, response:	brawn with crimson glory vine sauce.
context: Because you're my knight?\Because I love you.\We have to protect this world.\We have to live...\With the lives Momoka protected for us.\I've been waiting for you!\Today's menu is smoked river fish, berry and mushroom potage,\brawn with crimson glory vine sauce. response:	I highly recommend this potage.
context: Because I love you.\We have to protect this world.\We have to live...\With the lives Momoka protected for us.\I've been waiting for you!\Today's menu is smoked river fish, berry and mushroom potage,\brawn with crimson glory vine sauce.\I highly recommend this potage. response:	It was left to stew for about twelve hours.
context: We have to protect this world.\We have to live...\With the lives Momoka protected for us.\I've been waiting for you!\Today's menu is smoked river fish, berry and mushroom potage,\brawn with crimson glory vine sauce.\I highly recommend this potage.\It was left to stew for about twelve hours. response:	Twelve hours...
