context: H! response:	O?!
context: Be a bright, energetic clown!\Now!\Into battle!\Good morning so early in the morning!\Just kidding!\Oh ho ho. I'm an Invincible Alien!\What sort of stupid thing are you doing?\It's not like you're still an elementary schooler. response:	The Invincible Alien is unharmed by your verbal attacks!
context: Now!\Into battle!\Good morning so early in the morning!\Just kidding!\Oh ho ho. I'm an Invincible Alien!\What sort of stupid thing are you doing?\It's not like you're still an elementary schooler.\The Invincible Alien is unharmed by your verbal attacks! response:	Sorry about that!
context: Into battle!\Good morning so early in the morning!\Just kidding!\Oh ho ho. I'm an Invincible Alien!\What sort of stupid thing are you doing?\It's not like you're still an elementary schooler.\The Invincible Alien is unharmed by your verbal attacks!\Sorry about that! response:	Are you all right?
context: Good morning so early in the morning!\Just kidding!\Oh ho ho. I'm an Invincible Alien!\What sort of stupid thing are you doing?\It's not like you're still an elementary schooler.\The Invincible Alien is unharmed by your verbal attacks!\Sorry about that!\Are you all right? response:	Shut up!
context: Just kidding!\Oh ho ho. I'm an Invincible Alien!\What sort of stupid thing are you doing?\It's not like you're still an elementary schooler.\The Invincible Alien is unharmed by your verbal attacks!\Sorry about that!\Are you all right?\Shut up! response:	Miles must be spinning in his grave!
context: Oh ho ho. I'm an Invincible Alien!\What sort of stupid thing are you doing?\It's not like you're still an elementary schooler.\The Invincible Alien is unharmed by your verbal attacks!\Sorry about that!\Are you all right?\Shut up!\Miles must be spinning in his grave! response:	Oh, I'm sorry.
context: What sort of stupid thing are you doing?\It's not like you're still an elementary schooler.\The Invincible Alien is unharmed by your verbal attacks!\Sorry about that!\Are you all right?\Shut up!\Miles must be spinning in his grave!\Oh, I'm sorry. response:	We just got a little carried away.
context: It's not like you're still an elementary schooler.\The Invincible Alien is unharmed by your verbal attacks!\Sorry about that!\Are you all right?\Shut up!\Miles must be spinning in his grave!\Oh, I'm sorry.\We just got a little carried away. response:	Were you listening, Sakamoto?
context: The Invincible Alien is unharmed by your verbal attacks!\Sorry about that!\Are you all right?\Shut up!\Miles must be spinning in his grave!\Oh, I'm sorry.\We just got a little carried away.\Were you listening, Sakamoto? response:	Of course I was listening!
context: Sorry about that!\Are you all right?\Shut up!\Miles must be spinning in his grave!\Oh, I'm sorry.\We just got a little carried away.\Were you listening, Sakamoto?\Of course I was listening! response:	Are you trying to torture me!?
context: Are you all right?\Shut up!\Miles must be spinning in his grave!\Oh, I'm sorry.\We just got a little carried away.\Were you listening, Sakamoto?\Of course I was listening!\Are you trying to torture me!? response:	My ears are going to fall off!
context: Shut up!\Miles must be spinning in his grave!\Oh, I'm sorry.\We just got a little carried away.\Were you listening, Sakamoto?\Of course I was listening!\Are you trying to torture me!?\My ears are going to fall off! response:	We're going to do it again, so can you listen to us?
context: Miles must be spinning in his grave!\Oh, I'm sorry.\We just got a little carried away.\Were you listening, Sakamoto?\Of course I was listening!\Are you trying to torture me!?\My ears are going to fall off!\We're going to do it again, so can you listen to us? response:	Listen to what I have to say!
context: Oh, I'm sorry.\We just got a little carried away.\Were you listening, Sakamoto?\Of course I was listening!\Are you trying to torture me!?\My ears are going to fall off!\We're going to do it again, so can you listen to us?\Listen to what I have to say! response:	I decided to go to the nagashi soumen at a nearby park.
context: We just got a little carried away.\Were you listening, Sakamoto?\Of course I was listening!\Are you trying to torture me!?\My ears are going to fall off!\We're going to do it again, so can you listen to us?\Listen to what I have to say!\I decided to go to the nagashi soumen at a nearby park. response:	I've only seen a nagashi soumen on TV before, so I'm really excited!
context: Were you listening, Sakamoto?\Of course I was listening!\Are you trying to torture me!?\My ears are going to fall off!\We're going to do it again, so can you listen to us?\Listen to what I have to say!\I decided to go to the nagashi soumen at a nearby park.\I've only seen a nagashi soumen on TV before, so I'm really excited! response:	I wonder... If I don't stand near the top,
context: Of course I was listening!\Are you trying to torture me!?\My ears are going to fall off!\We're going to do it again, so can you listen to us?\Listen to what I have to say!\I decided to go to the nagashi soumen at a nearby park.\I've only seen a nagashi soumen on TV before, so I'm really excited!\I wonder... If I don't stand near the top, response:	I won't be able to get any noodles.
context: Are you trying to torture me!?\My ears are going to fall off!\We're going to do it again, so can you listen to us?\Listen to what I have to say!\I decided to go to the nagashi soumen at a nearby park.\I've only seen a nagashi soumen on TV before, so I'm really excited!\I wonder... If I don't stand near the top,\I won't be able to get any noodles. response:	I haven't eaten anything all day, so I'll sit at the front and eat a lot!
context: My ears are going to fall off!\We're going to do it again, so can you listen to us?\Listen to what I have to say!\I decided to go to the nagashi soumen at a nearby park.\I've only seen a nagashi soumen on TV before, so I'm really excited!\I wonder... If I don't stand near the top,\I won't be able to get any noodles.\I haven't eaten anything all day, so I'll sit at the front and eat a lot! response:	Here it comes!
context: We're going to do it again, so can you listen to us?\Listen to what I have to say!\I decided to go to the nagashi soumen at a nearby park.\I've only seen a nagashi soumen on TV before, so I'm really excited!\I wonder... If I don't stand near the top,\I won't be able to get any noodles.\I haven't eaten anything all day, so I'll sit at the front and eat a lot!\Here it comes! response:	What are you doing?!
context: Listen to what I have to say!\I decided to go to the nagashi soumen at a nearby park.\I've only seen a nagashi soumen on TV before, so I'm really excited!\I wonder... If I don't stand near the top,\I won't be able to get any noodles.\I haven't eaten anything all day, so I'll sit at the front and eat a lot!\Here it comes!\What are you doing?! response:	This is the first time I've seen that!
context: I decided to go to the nagashi soumen at a nearby park.\I've only seen a nagashi soumen on TV before, so I'm really excited!\I wonder... If I don't stand near the top,\I won't be able to get any noodles.\I haven't eaten anything all day, so I'll sit at the front and eat a lot!\Here it comes!\What are you doing?!\This is the first time I've seen that! response:	Next one's coming.
context: I've only seen a nagashi soumen on TV before, so I'm really excited!\I wonder... If I don't stand near the top,\I won't be able to get any noodles.\I haven't eaten anything all day, so I'll sit at the front and eat a lot!\Here it comes!\What are you doing?!\This is the first time I've seen that!\Next one's coming. response:	Uh, excuse me...
context: I wonder... If I don't stand near the top,\I won't be able to get any noodles.\I haven't eaten anything all day, so I'll sit at the front and eat a lot!\Here it comes!\What are you doing?!\This is the first time I've seen that!\Next one's coming.\Uh, excuse me... response:	What is it?!
context: I won't be able to get any noodles.\I haven't eaten anything all day, so I'll sit at the front and eat a lot!\Here it comes!\What are you doing?!\This is the first time I've seen that!\Next one's coming.\Uh, excuse me...\What is it?! response:	Are you going to leave without even having a single bite?!
context: I haven't eaten anything all day, so I'll sit at the front and eat a lot!\Here it comes!\What are you doing?!\This is the first time I've seen that!\Next one's coming.\Uh, excuse me...\What is it?!\Are you going to leave without even having a single bite?! response:	Even if the law allows that...
context: Here it comes!\What are you doing?!\This is the first time I've seen that!\Next one's coming.\Uh, excuse me...\What is it?!\Are you going to leave without even having a single bite?!\Even if the law allows that... response:	I won't!
context: What are you doing?!\This is the first time I've seen that!\Next one's coming.\Uh, excuse me...\What is it?!\Are you going to leave without even having a single bite?!\Even if the law allows that...\I won't! response:	But... um, I don't have chopsticks.
context: This is the first time I've seen that!\Next one's coming.\Uh, excuse me...\What is it?!\Are you going to leave without even having a single bite?!\Even if the law allows that...\I won't!\But... um, I don't have chopsticks. response:	What an impudent child!
context: Next one's coming.\Uh, excuse me...\What is it?!\Are you going to leave without even having a single bite?!\Even if the law allows that...\I won't!\But... um, I don't have chopsticks.\What an impudent child! response:	Here.
context: Uh, excuse me...\What is it?!\Are you going to leave without even having a single bite?!\Even if the law allows that...\I won't!\But... um, I don't have chopsticks.\What an impudent child!\Here. response:	The next is coming right up!
context: What is it?!\Are you going to leave without even having a single bite?!\Even if the law allows that...\I won't!\But... um, I don't have chopsticks.\What an impudent child!\Here.\The next is coming right up! response:	All right.
context: Are you going to leave without even having a single bite?!\Even if the law allows that...\I won't!\But... um, I don't have chopsticks.\What an impudent child!\Here.\The next is coming right up!\All right. response:	Excuse me, but these chopsticks have been used...
context: Even if the law allows that...\I won't!\But... um, I don't have chopsticks.\What an impudent child!\Here.\The next is coming right up!\All right.\Excuse me, but these chopsticks have been used... response:	It's eco.
context: I won't!\But... um, I don't have chopsticks.\What an impudent child!\Here.\The next is coming right up!\All right.\Excuse me, but these chopsticks have been used...\It's eco. response:	Here's the next!
context: But... um, I don't have chopsticks.\What an impudent child!\Here.\The next is coming right up!\All right.\Excuse me, but these chopsticks have been used...\It's eco.\Here's the next! response:	Time waits for no one!
context: What an impudent child!\Here.\The next is coming right up!\All right.\Excuse me, but these chopsticks have been used...\It's eco.\Here's the next!\Time waits for no one! response:	No helping it... I'll just use them upside down.
context: Here.\The next is coming right up!\All right.\Excuse me, but these chopsticks have been used...\It's eco.\Here's the next!\Time waits for no one!\No helping it... I'll just use them upside down. response:	A small bit of humour.
context: The next is coming right up!\All right.\Excuse me, but these chopsticks have been used...\It's eco.\Here's the next!\Time waits for no one!\No helping it... I'll just use them upside down.\A small bit of humour. response:	The next won't be like that!
context: All right.\Excuse me, but these chopsticks have been used...\It's eco.\Here's the next!\Time waits for no one!\No helping it... I'll just use them upside down.\A small bit of humour.\The next won't be like that! response:	I'll show you the true meaning of hell!
context: Excuse me, but these chopsticks have been used...\It's eco.\Here's the next!\Time waits for no one!\No helping it... I'll just use them upside down.\A small bit of humour.\The next won't be like that!\I'll show you the true meaning of hell! response:	It's foolish to think there will be water forever!
context: It's eco.\Here's the next!\Time waits for no one!\No helping it... I'll just use them upside down.\A small bit of humour.\The next won't be like that!\I'll show you the true meaning of hell!\It's foolish to think there will be water forever! response:	Come take it by force!
context: Here's the next!\Time waits for no one!\No helping it... I'll just use them upside down.\A small bit of humour.\The next won't be like that!\I'll show you the true meaning of hell!\It's foolish to think there will be water forever!\Come take it by force! response:	Um...
context: Time waits for no one!\No helping it... I'll just use them upside down.\A small bit of humour.\The next won't be like that!\I'll show you the true meaning of hell!\It's foolish to think there will be water forever!\Come take it by force!\Um... response:	You're a lady, aren't you?!
context: No helping it... I'll just use them upside down.\A small bit of humour.\The next won't be like that!\I'll show you the true meaning of hell!\It's foolish to think there will be water forever!\Come take it by force!\Um...\You're a lady, aren't you?! response:	Why not try enjoying the raw flavour?!
context: A small bit of humour.\The next won't be like that!\I'll show you the true meaning of hell!\It's foolish to think there will be water forever!\Come take it by force!\Um...\You're a lady, aren't you?!\Why not try enjoying the raw flavour?! response:	Don't just stand around!
context: The next won't be like that!\I'll show you the true meaning of hell!\It's foolish to think there will be water forever!\Come take it by force!\Um...\You're a lady, aren't you?!\Why not try enjoying the raw flavour?!\Don't just stand around! response:	The war isn't going to wait!
context: I'll show you the true meaning of hell!\It's foolish to think there will be water forever!\Come take it by force!\Um...\You're a lady, aren't you?!\Why not try enjoying the raw flavour?!\Don't just stand around!\The war isn't going to wait! response:	You haven't changed at all.
context: It's foolish to think there will be water forever!\Come take it by force!\Um...\You're a lady, aren't you?!\Why not try enjoying the raw flavour?!\Don't just stand around!\The war isn't going to wait!\You haven't changed at all. response:	Masaharu-san.
context: Come take it by force!\Um...\You're a lady, aren't you?!\Why not try enjoying the raw flavour?!\Don't just stand around!\The war isn't going to wait!\You haven't changed at all.\Masaharu-san. response:	Masaharu-san!
context: Um...\You're a lady, aren't you?!\Why not try enjoying the raw flavour?!\Don't just stand around!\The war isn't going to wait!\You haven't changed at all.\Masaharu-san.\Masaharu-san! response:	I heard there was a nagashi soumen at the park, so I stopped by.
context: You're a lady, aren't you?!\Why not try enjoying the raw flavour?!\Don't just stand around!\The war isn't going to wait!\You haven't changed at all.\Masaharu-san.\Masaharu-san!\I heard there was a nagashi soumen at the park, so I stopped by. response:	I've been doing nagashi soumen, thinking that you would appear someday!
context: Why not try enjoying the raw flavour?!\Don't just stand around!\The war isn't going to wait!\You haven't changed at all.\Masaharu-san.\Masaharu-san!\I heard there was a nagashi soumen at the park, so I stopped by.\I've been doing nagashi soumen, thinking that you would appear someday! response:	It's been 30 years since you left on a journey in search of the ultimate nagashi soumen.
context: Don't just stand around!\The war isn't going to wait!\You haven't changed at all.\Masaharu-san.\Masaharu-san!\I heard there was a nagashi soumen at the park, so I stopped by.\I've been doing nagashi soumen, thinking that you would appear someday!\It's been 30 years since you left on a journey in search of the ultimate nagashi soumen. response:	Have you found it?
context: The war isn't going to wait!\You haven't changed at all.\Masaharu-san.\Masaharu-san!\I heard there was a nagashi soumen at the park, so I stopped by.\I've been doing nagashi soumen, thinking that you would appear someday!\It's been 30 years since you left on a journey in search of the ultimate nagashi soumen.\Have you found it? response:	After eating every kind of soumen, I can no longer tell.
context: You haven't changed at all.\Masaharu-san.\Masaharu-san!\I heard there was a nagashi soumen at the park, so I stopped by.\I've been doing nagashi soumen, thinking that you would appear someday!\It's been 30 years since you left on a journey in search of the ultimate nagashi soumen.\Have you found it?\After eating every kind of soumen, I can no longer tell. response:	Using our savings to travel... That money has run out.
context: Masaharu-san.\Masaharu-san!\I heard there was a nagashi soumen at the park, so I stopped by.\I've been doing nagashi soumen, thinking that you would appear someday!\It's been 30 years since you left on a journey in search of the ultimate nagashi soumen.\Have you found it?\After eating every kind of soumen, I can no longer tell.\Using our savings to travel... That money has run out. response:	I'm sorry.
context: Masaharu-san!\I heard there was a nagashi soumen at the park, so I stopped by.\I've been doing nagashi soumen, thinking that you would appear someday!\It's been 30 years since you left on a journey in search of the ultimate nagashi soumen.\Have you found it?\After eating every kind of soumen, I can no longer tell.\Using our savings to travel... That money has run out.\I'm sorry. response:	Let's wash away the nagashi soumen with water.
context: I heard there was a nagashi soumen at the park, so I stopped by.\I've been doing nagashi soumen, thinking that you would appear someday!\It's been 30 years since you left on a journey in search of the ultimate nagashi soumen.\Have you found it?\After eating every kind of soumen, I can no longer tell.\Using our savings to travel... That money has run out.\I'm sorry.\Let's wash away the nagashi soumen with water. response:	Yes!
context: I've been doing nagashi soumen, thinking that you would appear someday!\It's been 30 years since you left on a journey in search of the ultimate nagashi soumen.\Have you found it?\After eating every kind of soumen, I can no longer tell.\Using our savings to travel... That money has run out.\I'm sorry.\Let's wash away the nagashi soumen with water.\Yes! response:	What are you looking at?!
context: It's been 30 years since you left on a journey in search of the ultimate nagashi soumen.\Have you found it?\After eating every kind of soumen, I can no longer tell.\Using our savings to travel... That money has run out.\I'm sorry.\Let's wash away the nagashi soumen with water.\Yes!\What are you looking at?! response:	This isn't a show!
context: Have you found it?\After eating every kind of soumen, I can no longer tell.\Using our savings to travel... That money has run out.\I'm sorry.\Let's wash away the nagashi soumen with water.\Yes!\What are you looking at?!\This isn't a show! response:	TL note: Some restaurants offer nagashi-soumen flowing noodles.
context: After eating every kind of soumen, I can no longer tell.\Using our savings to travel... That money has run out.\I'm sorry.\Let's wash away the nagashi soumen with water.\Yes!\What are you looking at?!\This isn't a show!\TL note: Some restaurants offer nagashi-soumen flowing noodles. response:	I'm sorry, but could you make like nagashi soumen and flow away?
context: Using our savings to travel... That money has run out.\I'm sorry.\Let's wash away the nagashi soumen with water.\Yes!\What are you looking at?!\This isn't a show!\TL note: Some restaurants offer nagashi-soumen flowing noodles.\I'm sorry, but could you make like nagashi soumen and flow away? response:	First years, are you all here?
context: I'm sorry.\Let's wash away the nagashi soumen with water.\Yes!\What are you looking at?!\This isn't a show!\TL note: Some restaurants offer nagashi-soumen flowing noodles.\I'm sorry, but could you make like nagashi soumen and flow away?\First years, are you all here? response:	Listen up.
context: Let's wash away the nagashi soumen with water.\Yes!\What are you looking at?!\This isn't a show!\TL note: Some restaurants offer nagashi-soumen flowing noodles.\I'm sorry, but could you make like nagashi soumen and flow away?\First years, are you all here?\Listen up. response:	There's the type that grows with praise and the type that grows with criticism.
context: Yes!\What are you looking at?!\This isn't a show!\TL note: Some restaurants offer nagashi-soumen flowing noodles.\I'm sorry, but could you make like nagashi soumen and flow away?\First years, are you all here?\Listen up.\There's the type that grows with praise and the type that grows with criticism. response:	I'll decide that with my instincts as a teacher.
context: What are you looking at?!\This isn't a show!\TL note: Some restaurants offer nagashi-soumen flowing noodles.\I'm sorry, but could you make like nagashi soumen and flow away?\First years, are you all here?\Listen up.\There's the type that grows with praise and the type that grows with criticism.\I'll decide that with my instincts as a teacher. response:	Got that?
context: This isn't a show!\TL note: Some restaurants offer nagashi-soumen flowing noodles.\I'm sorry, but could you make like nagashi soumen and flow away?\First years, are you all here?\Listen up.\There's the type that grows with praise and the type that grows with criticism.\I'll decide that with my instincts as a teacher.\Got that? response:	Even though I grow from praise, I don't get praised at all.
context: TL note: Some restaurants offer nagashi-soumen flowing noodles.\I'm sorry, but could you make like nagashi soumen and flow away?\First years, are you all here?\Listen up.\There's the type that grows with praise and the type that grows with criticism.\I'll decide that with my instincts as a teacher.\Got that?\Even though I grow from praise, I don't get praised at all. response:	Launch when I say that!
context: I'm sorry, but could you make like nagashi soumen and flow away?\First years, are you all here?\Listen up.\There's the type that grows with praise and the type that grows with criticism.\I'll decide that with my instincts as a teacher.\Got that?\Even though I grow from praise, I don't get praised at all.\Launch when I say that! response:	What?!
context: First years, are you all here?\Listen up.\There's the type that grows with praise and the type that grows with criticism.\I'll decide that with my instincts as a teacher.\Got that?\Even though I grow from praise, I don't get praised at all.\Launch when I say that!\What?! response:	What?!
context: Listen up.\There's the type that grows with praise and the type that grows with criticism.\I'll decide that with my instincts as a teacher.\Got that?\Even though I grow from praise, I don't get praised at all.\Launch when I say that!\What?!\What?! response:	What?!
context: There's the type that grows with praise and the type that grows with criticism.\I'll decide that with my instincts as a teacher.\Got that?\Even though I grow from praise, I don't get praised at all.\Launch when I say that!\What?!\What?!\What?! response:	Nano!
context: I'll decide that with my instincts as a teacher.\Got that?\Even though I grow from praise, I don't get praised at all.\Launch when I say that!\What?!\What?!\What?!\Nano! response:	Look at this!
context: Got that?\Even though I grow from praise, I don't get praised at all.\Launch when I say that!\What?!\What?!\What?!\Nano!\Look at this! response:	I thought I'd try tying it up.
context: Even though I grow from praise, I don't get praised at all.\Launch when I say that!\What?!\What?!\What?!\Nano!\Look at this!\I thought I'd try tying it up. response:	Does it look cool?
context: Launch when I say that!\What?!\What?!\What?!\Nano!\Look at this!\I thought I'd try tying it up.\Does it look cool? response:	Professor, you look a little bit like an older sister.
context: What?!\What?!\What?!\Nano!\Look at this!\I thought I'd try tying it up.\Does it look cool?\Professor, you look a little bit like an older sister. response:	Hey, hey, just how much like an older sister do I look?
context: What?!\What?!\Nano!\Look at this!\I thought I'd try tying it up.\Does it look cool?\Professor, you look a little bit like an older sister.\Hey, hey, just how much like an older sister do I look? response:	Um... You look pretty older sister-like.
context: What?!\Nano!\Look at this!\I thought I'd try tying it up.\Does it look cool?\Professor, you look a little bit like an older sister.\Hey, hey, just how much like an older sister do I look?\Um... You look pretty older sister-like. response:	Then what about you, Nano?
context: Nano!\Look at this!\I thought I'd try tying it up.\Does it look cool?\Professor, you look a little bit like an older sister.\Hey, hey, just how much like an older sister do I look?\Um... You look pretty older sister-like.\Then what about you, Nano? response:	How much do you?
context: Look at this!\I thought I'd try tying it up.\Does it look cool?\Professor, you look a little bit like an older sister.\Hey, hey, just how much like an older sister do I look?\Um... You look pretty older sister-like.\Then what about you, Nano?\How much do you? response:	Well, I might not look very older sister-like.
context: I thought I'd try tying it up.\Does it look cool?\Professor, you look a little bit like an older sister.\Hey, hey, just how much like an older sister do I look?\Um... You look pretty older sister-like.\Then what about you, Nano?\How much do you?\Well, I might not look very older sister-like. response:	What a mistake!
context: Does it look cool?\Professor, you look a little bit like an older sister.\Hey, hey, just how much like an older sister do I look?\Um... You look pretty older sister-like.\Then what about you, Nano?\How much do you?\Well, I might not look very older sister-like.\What a mistake! response:	I see.
context: Professor, you look a little bit like an older sister.\Hey, hey, just how much like an older sister do I look?\Um... You look pretty older sister-like.\Then what about you, Nano?\How much do you?\Well, I might not look very older sister-like.\What a mistake!\I see. response:	That might be true.
context: Hey, hey, just how much like an older sister do I look?\Um... You look pretty older sister-like.\Then what about you, Nano?\How much do you?\Well, I might not look very older sister-like.\What a mistake!\I see.\That might be true. response:	Then, there's no helping it, so I'll clean up.
context: Um... You look pretty older sister-like.\Then what about you, Nano?\How much do you?\Well, I might not look very older sister-like.\What a mistake!\I see.\That might be true.\Then, there's no helping it, so I'll clean up. response:	Clean up, clean up.
context: Then what about you, Nano?\How much do you?\Well, I might not look very older sister-like.\What a mistake!\I see.\That might be true.\Then, there's no helping it, so I'll clean up.\Clean up, clean up. response:	Honestly, Nano.
context: How much do you?\Well, I might not look very older sister-like.\What a mistake!\I see.\That might be true.\Then, there's no helping it, so I'll clean up.\Clean up, clean up.\Honestly, Nano. response:	I was still reading that.
context: Well, I might not look very older sister-like.\What a mistake!\I see.\That might be true.\Then, there's no helping it, so I'll clean up.\Clean up, clean up.\Honestly, Nano.\I was still reading that. response:	Come on, Nano.
context: What a mistake!\I see.\That might be true.\Then, there's no helping it, so I'll clean up.\Clean up, clean up.\Honestly, Nano.\I was still reading that.\Come on, Nano. response:	Honestly, there's no helping Sakamoto, either.
context: I see.\That might be true.\Then, there's no helping it, so I'll clean up.\Clean up, clean up.\Honestly, Nano.\I was still reading that.\Come on, Nano.\Honestly, there's no helping Sakamoto, either. response:	Hey, what are you doing?
context: That might be true.\Then, there's no helping it, so I'll clean up.\Clean up, clean up.\Honestly, Nano.\I was still reading that.\Come on, Nano.\Honestly, there's no helping Sakamoto, either.\Hey, what are you doing? response:	You'll catch a cold.
context: Then, there's no helping it, so I'll clean up.\Clean up, clean up.\Honestly, Nano.\I was still reading that.\Come on, Nano.\Honestly, there's no helping Sakamoto, either.\Hey, what are you doing?\You'll catch a cold. response:	What's with all this so suddenly?
context: Clean up, clean up.\Honestly, Nano.\I was still reading that.\Come on, Nano.\Honestly, there's no helping Sakamoto, either.\Hey, what are you doing?\You'll catch a cold.\What's with all this so suddenly? response:	What are you up to?
context: Honestly, Nano.\I was still reading that.\Come on, Nano.\Honestly, there's no helping Sakamoto, either.\Hey, what are you doing?\You'll catch a cold.\What's with all this so suddenly?\What are you up to? response:	Honestly, Sakamoto.
context: I was still reading that.\Come on, Nano.\Honestly, there's no helping Sakamoto, either.\Hey, what are you doing?\You'll catch a cold.\What's with all this so suddenly?\What are you up to?\Honestly, Sakamoto. response:	What?
context: Come on, Nano.\Honestly, there's no helping Sakamoto, either.\Hey, what are you doing?\You'll catch a cold.\What's with all this so suddenly?\What are you up to?\Honestly, Sakamoto.\What? response:	You'll catch a cold.
context: Honestly, there's no helping Sakamoto, either.\Hey, what are you doing?\You'll catch a cold.\What's with all this so suddenly?\What are you up to?\Honestly, Sakamoto.\What?\You'll catch a cold. response:	I won't!
context: Hey, what are you doing?\You'll catch a cold.\What's with all this so suddenly?\What are you up to?\Honestly, Sakamoto.\What?\You'll catch a cold.\I won't! response:	And if you're gonna cover me, use a towel!
context: You'll catch a cold.\What's with all this so suddenly?\What are you up to?\Honestly, Sakamoto.\What?\You'll catch a cold.\I won't!\And if you're gonna cover me, use a towel! response:	Why are you using a book?
context: What's with all this so suddenly?\What are you up to?\Honestly, Sakamoto.\What?\You'll catch a cold.\I won't!\And if you're gonna cover me, use a towel!\Why are you using a book? response:	Honestly, Sakamoto, you always try to contradict me.
context: What are you up to?\Honestly, Sakamoto.\What?\You'll catch a cold.\I won't!\And if you're gonna cover me, use a towel!\Why are you using a book?\Honestly, Sakamoto, you always try to contradict me. response:	I'm asking what you're doing!
context: Honestly, Sakamoto.\What?\You'll catch a cold.\I won't!\And if you're gonna cover me, use a towel!\Why are you using a book?\Honestly, Sakamoto, you always try to contradict me.\I'm asking what you're doing! response:	I'm going to go do laundry.
context: What?\You'll catch a cold.\I won't!\And if you're gonna cover me, use a towel!\Why are you using a book?\Honestly, Sakamoto, you always try to contradict me.\I'm asking what you're doing!\I'm going to go do laundry. response:	I'll do it!
context: You'll catch a cold.\I won't!\And if you're gonna cover me, use a towel!\Why are you using a book?\Honestly, Sakamoto, you always try to contradict me.\I'm asking what you're doing!\I'm going to go do laundry.\I'll do it! response:	It's all right, Professor.
context: I won't!\And if you're gonna cover me, use a towel!\Why are you using a book?\Honestly, Sakamoto, you always try to contradict me.\I'm asking what you're doing!\I'm going to go do laundry.\I'll do it!\It's all right, Professor. response:	All that's left is to turn the dial.
context: And if you're gonna cover me, use a towel!\Why are you using a book?\Honestly, Sakamoto, you always try to contradict me.\I'm asking what you're doing!\I'm going to go do laundry.\I'll do it!\It's all right, Professor.\All that's left is to turn the dial. response:	There's no helping it.
context: Why are you using a book?\Honestly, Sakamoto, you always try to contradict me.\I'm asking what you're doing!\I'm going to go do laundry.\I'll do it!\It's all right, Professor.\All that's left is to turn the dial.\There's no helping it. response:	Then, I'll turn it.
context: Honestly, Sakamoto, you always try to contradict me.\I'm asking what you're doing!\I'm going to go do laundry.\I'll do it!\It's all right, Professor.\All that's left is to turn the dial.\There's no helping it.\Then, I'll turn it. response:	No, that's all right. All I have to do is turn it.
context: I'm asking what you're doing!\I'm going to go do laundry.\I'll do it!\It's all right, Professor.\All that's left is to turn the dial.\There's no helping it.\Then, I'll turn it.\No, that's all right. All I have to do is turn it. response:	Um...
context: I'm going to go do laundry.\I'll do it!\It's all right, Professor.\All that's left is to turn the dial.\There's no helping it.\Then, I'll turn it.\No, that's all right. All I have to do is turn it.\Um... response:	Then, go ahead.
context: I'll do it!\It's all right, Professor.\All that's left is to turn the dial.\There's no helping it.\Then, I'll turn it.\No, that's all right. All I have to do is turn it.\Um...\Then, go ahead. response:	If you need help, call me.
context: It's all right, Professor.\All that's left is to turn the dial.\There's no helping it.\Then, I'll turn it.\No, that's all right. All I have to do is turn it.\Um...\Then, go ahead.\If you need help, call me. response:	Okay.
context: All that's left is to turn the dial.\There's no helping it.\Then, I'll turn it.\No, that's all right. All I have to do is turn it.\Um...\Then, go ahead.\If you need help, call me.\Okay. response:	Oh, my.
context: There's no helping it.\Then, I'll turn it.\No, that's all right. All I have to do is turn it.\Um...\Then, go ahead.\If you need help, call me.\Okay.\Oh, my. response:	You're helpless, Nano, so I'll do the cooking.
context: Then, I'll turn it.\No, that's all right. All I have to do is turn it.\Um...\Then, go ahead.\If you need help, call me.\Okay.\Oh, my.\You're helpless, Nano, so I'll do the cooking. response:	Well, I'm making it right now.
context: No, that's all right. All I have to do is turn it.\Um...\Then, go ahead.\If you need help, call me.\Okay.\Oh, my.\You're helpless, Nano, so I'll do the cooking.\Well, I'm making it right now. response:	Mine will taste better.
context: Um...\Then, go ahead.\If you need help, call me.\Okay.\Oh, my.\You're helpless, Nano, so I'll do the cooking.\Well, I'm making it right now.\Mine will taste better. response:	Hey, hey, I'll do it.
context: Then, go ahead.\If you need help, call me.\Okay.\Oh, my.\You're helpless, Nano, so I'll do the cooking.\Well, I'm making it right now.\Mine will taste better.\Hey, hey, I'll do it. response:	Hey, come on.
context: If you need help, call me.\Okay.\Oh, my.\You're helpless, Nano, so I'll do the cooking.\Well, I'm making it right now.\Mine will taste better.\Hey, hey, I'll do it.\Hey, come on. response:	That's dangerous!
context: Okay.\Oh, my.\You're helpless, Nano, so I'll do the cooking.\Well, I'm making it right now.\Mine will taste better.\Hey, hey, I'll do it.\Hey, come on.\That's dangerous! response:	Don't worry.
context: Oh, my.\You're helpless, Nano, so I'll do the cooking.\Well, I'm making it right now.\Mine will taste better.\Hey, hey, I'll do it.\Hey, come on.\That's dangerous!\Don't worry. response:	What am I not supposed to worry about?
context: You're helpless, Nano, so I'll do the cooking.\Well, I'm making it right now.\Mine will taste better.\Hey, hey, I'll do it.\Hey, come on.\That's dangerous!\Don't worry.\What am I not supposed to worry about? response:	Professor, wai -
context: Well, I'm making it right now.\Mine will taste better.\Hey, hey, I'll do it.\Hey, come on.\That's dangerous!\Don't worry.\What am I not supposed to worry about?\Professor, wai - response:	Hot!
context: Mine will taste better.\Hey, hey, I'll do it.\Hey, come on.\That's dangerous!\Don't worry.\What am I not supposed to worry about?\Professor, wai -\Hot! response:	Hot! Hot! Hot!
