context: So for this problem response:	What? I still don't get it.
context: We Don't Need Girls\Motoyama-kun!\What? Nothing.\Let me guess, you were thinking about tomorrow.\Tomorrow?!\Dunno what you're talking about...\We have plans to see a movie tomorrow, remember?\I've been so excited about it, I couldn't focus on the test. response:	Was that tomorrow?
context: Motoyama-kun!\What? Nothing.\Let me guess, you were thinking about tomorrow.\Tomorrow?!\Dunno what you're talking about...\We have plans to see a movie tomorrow, remember?\I've been so excited about it, I couldn't focus on the test.\Was that tomorrow? response:	Don't tell me you've forgotten.
context: What? Nothing.\Let me guess, you were thinking about tomorrow.\Tomorrow?!\Dunno what you're talking about...\We have plans to see a movie tomorrow, remember?\I've been so excited about it, I couldn't focus on the test.\Was that tomorrow?\Don't tell me you've forgotten. response:	We're supposed to watch Magic Shin-chan.
context: Let me guess, you were thinking about tomorrow.\Tomorrow?!\Dunno what you're talking about...\We have plans to see a movie tomorrow, remember?\I've been so excited about it, I couldn't focus on the test.\Was that tomorrow?\Don't tell me you've forgotten.\We're supposed to watch Magic Shin-chan. response:	I never miss a movie in that series.
context: Tomorrow?!\Dunno what you're talking about...\We have plans to see a movie tomorrow, remember?\I've been so excited about it, I couldn't focus on the test.\Was that tomorrow?\Don't tell me you've forgotten.\We're supposed to watch Magic Shin-chan.\I never miss a movie in that series. response:	C-Can we do that the day after tomorrow?
context: Dunno what you're talking about...\We have plans to see a movie tomorrow, remember?\I've been so excited about it, I couldn't focus on the test.\Was that tomorrow?\Don't tell me you've forgotten.\We're supposed to watch Magic Shin-chan.\I never miss a movie in that series.\C-Can we do that the day after tomorrow? response:	I actually have
context: We have plans to see a movie tomorrow, remember?\I've been so excited about it, I couldn't focus on the test.\Was that tomorrow?\Don't tell me you've forgotten.\We're supposed to watch Magic Shin-chan.\I never miss a movie in that series.\C-Can we do that the day after tomorrow?\I actually have response:	It better not be a jezebel.
context: I've been so excited about it, I couldn't focus on the test.\Was that tomorrow?\Don't tell me you've forgotten.\We're supposed to watch Magic Shin-chan.\I never miss a movie in that series.\C-Can we do that the day after tomorrow?\I actually have\It better not be a jezebel. response:	Jezebel
context: Was that tomorrow?\Don't tell me you've forgotten.\We're supposed to watch Magic Shin-chan.\I never miss a movie in that series.\C-Can we do that the day after tomorrow?\I actually have\It better not be a jezebel.\Jezebel response:	No.
context: Don't tell me you've forgotten.\We're supposed to watch Magic Shin-chan.\I never miss a movie in that series.\C-Can we do that the day after tomorrow?\I actually have\It better not be a jezebel.\Jezebel\No. response:	That was a joke.
context: We're supposed to watch Magic Shin-chan.\I never miss a movie in that series.\C-Can we do that the day after tomorrow?\I actually have\It better not be a jezebel.\Jezebel\No.\That was a joke. response:	You? With a woman?
context: I never miss a movie in that series.\C-Can we do that the day after tomorrow?\I actually have\It better not be a jezebel.\Jezebel\No.\That was a joke.\You? With a woman? response:	O-Of course not.
context: C-Can we do that the day after tomorrow?\I actually have\It better not be a jezebel.\Jezebel\No.\That was a joke.\You? With a woman?\O-Of course not. response:	Such vile pigs deserve not to bask in the youth of we whom they deem gross!
context: I actually have\It better not be a jezebel.\Jezebel\No.\That was a joke.\You? With a woman?\O-Of course not.\Such vile pigs deserve not to bask in the youth of we whom they deem gross! response:	I-I know, right?!
context: It better not be a jezebel.\Jezebel\No.\That was a joke.\You? With a woman?\O-Of course not.\Such vile pigs deserve not to bask in the youth of we whom they deem gross!\I-I know, right?! response:	I hate girls, too.
context: Jezebel\No.\That was a joke.\You? With a woman?\O-Of course not.\Such vile pigs deserve not to bask in the youth of we whom they deem gross!\I-I know, right?!\I hate girls, too. response:	I was invited by a guy friend, actually.
context: No.\That was a joke.\You? With a woman?\O-Of course not.\Such vile pigs deserve not to bask in the youth of we whom they deem gross!\I-I know, right?!\I hate girls, too.\I was invited by a guy friend, actually. response:	Oh, you have friends besides me?
context: That was a joke.\You? With a woman?\O-Of course not.\Such vile pigs deserve not to bask in the youth of we whom they deem gross!\I-I know, right?!\I hate girls, too.\I was invited by a guy friend, actually.\Oh, you have friends besides me? response:	M-My friend from middle school.
context: You? With a woman?\O-Of course not.\Such vile pigs deserve not to bask in the youth of we whom they deem gross!\I-I know, right?!\I hate girls, too.\I was invited by a guy friend, actually.\Oh, you have friends besides me?\M-My friend from middle school. response:	He texted that we should catch up
context: O-Of course not.\Such vile pigs deserve not to bask in the youth of we whom they deem gross!\I-I know, right?!\I hate girls, too.\I was invited by a guy friend, actually.\Oh, you have friends besides me?\M-My friend from middle school.\He texted that we should catch up response:	Oh, is that the case?
context: Such vile pigs deserve not to bask in the youth of we whom they deem gross!\I-I know, right?!\I hate girls, too.\I was invited by a guy friend, actually.\Oh, you have friends besides me?\M-My friend from middle school.\He texted that we should catch up\Oh, is that the case? response:	Then I, Motoyama Tomomichi, shall yield to your previous engagement.
context: I-I know, right?!\I hate girls, too.\I was invited by a guy friend, actually.\Oh, you have friends besides me?\M-My friend from middle school.\He texted that we should catch up\Oh, is that the case?\Then I, Motoyama Tomomichi, shall yield to your previous engagement. response:	We are nothing if not repulsive.
context: I hate girls, too.\I was invited by a guy friend, actually.\Oh, you have friends besides me?\M-My friend from middle school.\He texted that we should catch up\Oh, is that the case?\Then I, Motoyama Tomomichi, shall yield to your previous engagement.\We are nothing if not repulsive. response:	Thus, the bonds of our friendships are our greatest treasure.
context: I was invited by a guy friend, actually.\Oh, you have friends besides me?\M-My friend from middle school.\He texted that we should catch up\Oh, is that the case?\Then I, Motoyama Tomomichi, shall yield to your previous engagement.\We are nothing if not repulsive.\Thus, the bonds of our friendships are our greatest treasure. response:	Do kindly introduce me to your friend someday.
context: Oh, you have friends besides me?\M-My friend from middle school.\He texted that we should catch up\Oh, is that the case?\Then I, Motoyama Tomomichi, shall yield to your previous engagement.\We are nothing if not repulsive.\Thus, the bonds of our friendships are our greatest treasure.\Do kindly introduce me to your friend someday. response:	Motoyama-kun!
context: M-My friend from middle school.\He texted that we should catch up\Oh, is that the case?\Then I, Motoyama Tomomichi, shall yield to your previous engagement.\We are nothing if not repulsive.\Thus, the bonds of our friendships are our greatest treasure.\Do kindly introduce me to your friend someday.\Motoyama-kun! response:	I shall watch the movie by myself.
context: He texted that we should catch up\Oh, is that the case?\Then I, Motoyama Tomomichi, shall yield to your previous engagement.\We are nothing if not repulsive.\Thus, the bonds of our friendships are our greatest treasure.\Do kindly introduce me to your friend someday.\Motoyama-kun!\I shall watch the movie by myself. response:	You're such a good man, Motoyama-kun.
context: Oh, is that the case?\Then I, Motoyama Tomomichi, shall yield to your previous engagement.\We are nothing if not repulsive.\Thus, the bonds of our friendships are our greatest treasure.\Do kindly introduce me to your friend someday.\Motoyama-kun!\I shall watch the movie by myself.\You're such a good man, Motoyama-kun. response:	And yet, I...
context: Then I, Motoyama Tomomichi, shall yield to your previous engagement.\We are nothing if not repulsive.\Thus, the bonds of our friendships are our greatest treasure.\Do kindly introduce me to your friend someday.\Motoyama-kun!\I shall watch the movie by myself.\You're such a good man, Motoyama-kun.\And yet, I... response:	And yet I lie just to spend time with a girl.
context: We are nothing if not repulsive.\Thus, the bonds of our friendships are our greatest treasure.\Do kindly introduce me to your friend someday.\Motoyama-kun!\I shall watch the movie by myself.\You're such a good man, Motoyama-kun.\And yet, I...\And yet I lie just to spend time with a girl. response:	Okay, see you tomorrow at the theater!
context: Thus, the bonds of our friendships are our greatest treasure.\Do kindly introduce me to your friend someday.\Motoyama-kun!\I shall watch the movie by myself.\You're such a good man, Motoyama-kun.\And yet, I...\And yet I lie just to spend time with a girl.\Okay, see you tomorrow at the theater! response:	I'm worthless. I don't need a woman!
context: Do kindly introduce me to your friend someday.\Motoyama-kun!\I shall watch the movie by myself.\You're such a good man, Motoyama-kun.\And yet, I...\And yet I lie just to spend time with a girl.\Okay, see you tomorrow at the theater!\I'm worthless. I don't need a woman! response:	Sorry, Motoyama-kun, I'm lying!
context: Motoyama-kun!\I shall watch the movie by myself.\You're such a good man, Motoyama-kun.\And yet, I...\And yet I lie just to spend time with a girl.\Okay, see you tomorrow at the theater!\I'm worthless. I don't need a woman!\Sorry, Motoyama-kun, I'm lying! response:	Wh-What?!
context: I shall watch the movie by myself.\You're such a good man, Motoyama-kun.\And yet, I...\And yet I lie just to spend time with a girl.\Okay, see you tomorrow at the theater!\I'm worthless. I don't need a woman!\Sorry, Motoyama-kun, I'm lying!\Wh-What?! response:	I don't have another friend.
context: You're such a good man, Motoyama-kun.\And yet, I...\And yet I lie just to spend time with a girl.\Okay, see you tomorrow at the theater!\I'm worthless. I don't need a woman!\Sorry, Motoyama-kun, I'm lying!\Wh-What?!\I don't have another friend. response:	My phonebook is only your number and my parents', and in fact
context: And yet, I...\And yet I lie just to spend time with a girl.\Okay, see you tomorrow at the theater!\I'm worthless. I don't need a woman!\Sorry, Motoyama-kun, I'm lying!\Wh-What?!\I don't have another friend.\My phonebook is only your number and my parents', and in fact response:	Yamane-dono!
context: And yet I lie just to spend time with a girl.\Okay, see you tomorrow at the theater!\I'm worthless. I don't need a woman!\Sorry, Motoyama-kun, I'm lying!\Wh-What?!\I don't have another friend.\My phonebook is only your number and my parents', and in fact\Yamane-dono! response:	Well done, confiding in me a shameful truth.
context: Okay, see you tomorrow at the theater!\I'm worthless. I don't need a woman!\Sorry, Motoyama-kun, I'm lying!\Wh-What?!\I don't have another friend.\My phonebook is only your number and my parents', and in fact\Yamane-dono!\Well done, confiding in me a shameful truth. response:	I have never had the pleasure of having a soulmate.
context: I'm worthless. I don't need a woman!\Sorry, Motoyama-kun, I'm lying!\Wh-What?!\I don't have another friend.\My phonebook is only your number and my parents', and in fact\Yamane-dono!\Well done, confiding in me a shameful truth.\I have never had the pleasure of having a soulmate. response:	Motoyama-kun!
context: Sorry, Motoyama-kun, I'm lying!\Wh-What?!\I don't have another friend.\My phonebook is only your number and my parents', and in fact\Yamane-dono!\Well done, confiding in me a shameful truth.\I have never had the pleasure of having a soulmate.\Motoyama-kun! response:	Do what you must do tomorrow, Yamane-dono.
context: Wh-What?!\I don't have another friend.\My phonebook is only your number and my parents', and in fact\Yamane-dono!\Well done, confiding in me a shameful truth.\I have never had the pleasure of having a soulmate.\Motoyama-kun!\Do what you must do tomorrow, Yamane-dono. response:	I shall not pry further, if you are inclined to hide it so.
context: I don't have another friend.\My phonebook is only your number and my parents', and in fact\Yamane-dono!\Well done, confiding in me a shameful truth.\I have never had the pleasure of having a soulmate.\Motoyama-kun!\Do what you must do tomorrow, Yamane-dono.\I shall not pry further, if you are inclined to hide it so. response:	It's fine.
context: My phonebook is only your number and my parents', and in fact\Yamane-dono!\Well done, confiding in me a shameful truth.\I have never had the pleasure of having a soulmate.\Motoyama-kun!\Do what you must do tomorrow, Yamane-dono.\I shall not pry further, if you are inclined to hide it so.\It's fine. response:	We're friends, I'll tell you.
context: Yamane-dono!\Well done, confiding in me a shameful truth.\I have never had the pleasure of having a soulmate.\Motoyama-kun!\Do what you must do tomorrow, Yamane-dono.\I shall not pry further, if you are inclined to hide it so.\It's fine.\We're friends, I'll tell you. response:	Although, it's just that a girl I know asked me to watch a movie with her.
context: Well done, confiding in me a shameful truth.\I have never had the pleasure of having a soulmate.\Motoyama-kun!\Do what you must do tomorrow, Yamane-dono.\I shall not pry further, if you are inclined to hide it so.\It's fine.\We're friends, I'll tell you.\Although, it's just that a girl I know asked me to watch a movie with her. response:	We actually had lunch together before,
context: I have never had the pleasure of having a soulmate.\Motoyama-kun!\Do what you must do tomorrow, Yamane-dono.\I shall not pry further, if you are inclined to hide it so.\It's fine.\We're friends, I'll tell you.\Although, it's just that a girl I know asked me to watch a movie with her.\We actually had lunch together before, response:	but we didn't really hit it off, so I don't know why she's inviting me again.
context: Motoyama-kun!\Do what you must do tomorrow, Yamane-dono.\I shall not pry further, if you are inclined to hide it so.\It's fine.\We're friends, I'll tell you.\Although, it's just that a girl I know asked me to watch a movie with her.\We actually had lunch together before,\but we didn't really hit it off, so I don't know why she's inviting me again. response:	You lied to keep a woman hidden from me?
context: Do what you must do tomorrow, Yamane-dono.\I shall not pry further, if you are inclined to hide it so.\It's fine.\We're friends, I'll tell you.\Although, it's just that a girl I know asked me to watch a movie with her.\We actually had lunch together before,\but we didn't really hit it off, so I don't know why she's inviting me again.\You lied to keep a woman hidden from me? response:	S-Sorry, Motoyama-kun!
context: I shall not pry further, if you are inclined to hide it so.\It's fine.\We're friends, I'll tell you.\Although, it's just that a girl I know asked me to watch a movie with her.\We actually had lunch together before,\but we didn't really hit it off, so I don't know why she's inviting me again.\You lied to keep a woman hidden from me?\S-Sorry, Motoyama-kun! response:	But I can't go with you tomorrow
context: It's fine.\We're friends, I'll tell you.\Although, it's just that a girl I know asked me to watch a movie with her.\We actually had lunch together before,\but we didn't really hit it off, so I don't know why she's inviting me again.\You lied to keep a woman hidden from me?\S-Sorry, Motoyama-kun!\But I can't go with you tomorrow response:	I implore you to choose her!
context: We're friends, I'll tell you.\Although, it's just that a girl I know asked me to watch a movie with her.\We actually had lunch together before,\but we didn't really hit it off, so I don't know why she's inviting me again.\You lied to keep a woman hidden from me?\S-Sorry, Motoyama-kun!\But I can't go with you tomorrow\I implore you to choose her! response:	It warrants no mention that I despise women.
context: Although, it's just that a girl I know asked me to watch a movie with her.\We actually had lunch together before,\but we didn't really hit it off, so I don't know why she's inviting me again.\You lied to keep a woman hidden from me?\S-Sorry, Motoyama-kun!\But I can't go with you tomorrow\I implore you to choose her!\It warrants no mention that I despise women. response:	I would like nothing more than to render blind
context: We actually had lunch together before,\but we didn't really hit it off, so I don't know why she's inviting me again.\You lied to keep a woman hidden from me?\S-Sorry, Motoyama-kun!\But I can't go with you tomorrow\I implore you to choose her!\It warrants no mention that I despise women.\I would like nothing more than to render blind response:	those eyes with which they gaze upon me as though I am foul.
context: but we didn't really hit it off, so I don't know why she's inviting me again.\You lied to keep a woman hidden from me?\S-Sorry, Motoyama-kun!\But I can't go with you tomorrow\I implore you to choose her!\It warrants no mention that I despise women.\I would like nothing more than to render blind\those eyes with which they gaze upon me as though I am foul. response:	Nevertheless!
context: You lied to keep a woman hidden from me?\S-Sorry, Motoyama-kun!\But I can't go with you tomorrow\I implore you to choose her!\It warrants no mention that I despise women.\I would like nothing more than to render blind\those eyes with which they gaze upon me as though I am foul.\Nevertheless! response:	Just how could I possibly find fault in so pure a maiden
context: S-Sorry, Motoyama-kun!\But I can't go with you tomorrow\I implore you to choose her!\It warrants no mention that I despise women.\I would like nothing more than to render blind\those eyes with which they gaze upon me as though I am foul.\Nevertheless!\Just how could I possibly find fault in so pure a maiden response:	that she would call upon as repugnant a man as Yamane-dono?
context: But I can't go with you tomorrow\I implore you to choose her!\It warrants no mention that I despise women.\I would like nothing more than to render blind\those eyes with which they gaze upon me as though I am foul.\Nevertheless!\Just how could I possibly find fault in so pure a maiden\that she would call upon as repugnant a man as Yamane-dono? response:	I am overjoyed!
context: I implore you to choose her!\It warrants no mention that I despise women.\I would like nothing more than to render blind\those eyes with which they gaze upon me as though I am foul.\Nevertheless!\Just how could I possibly find fault in so pure a maiden\that she would call upon as repugnant a man as Yamane-dono?\I am overjoyed! response:	Motoyama-kun!
context: It warrants no mention that I despise women.\I would like nothing more than to render blind\those eyes with which they gaze upon me as though I am foul.\Nevertheless!\Just how could I possibly find fault in so pure a maiden\that she would call upon as repugnant a man as Yamane-dono?\I am overjoyed!\Motoyama-kun! response:	Have the two of you entered into a relationship?
context: I would like nothing more than to render blind\those eyes with which they gaze upon me as though I am foul.\Nevertheless!\Just how could I possibly find fault in so pure a maiden\that she would call upon as repugnant a man as Yamane-dono?\I am overjoyed!\Motoyama-kun!\Have the two of you entered into a relationship? response:	No way.
context: those eyes with which they gaze upon me as though I am foul.\Nevertheless!\Just how could I possibly find fault in so pure a maiden\that she would call upon as repugnant a man as Yamane-dono?\I am overjoyed!\Motoyama-kun!\Have the two of you entered into a relationship?\No way. response:	It's nothing like that!
context: Nevertheless!\Just how could I possibly find fault in so pure a maiden\that she would call upon as repugnant a man as Yamane-dono?\I am overjoyed!\Motoyama-kun!\Have the two of you entered into a relationship?\No way.\It's nothing like that! response:	We're really just friends.
context: Just how could I possibly find fault in so pure a maiden\that she would call upon as repugnant a man as Yamane-dono?\I am overjoyed!\Motoyama-kun!\Have the two of you entered into a relationship?\No way.\It's nothing like that!\We're really just friends. response:	I mean, even that's presumptuous of me.
context: that she would call upon as repugnant a man as Yamane-dono?\I am overjoyed!\Motoyama-kun!\Have the two of you entered into a relationship?\No way.\It's nothing like that!\We're really just friends.\I mean, even that's presumptuous of me. response:	I don't even know what she's thinking, really.
context: I am overjoyed!\Motoyama-kun!\Have the two of you entered into a relationship?\No way.\It's nothing like that!\We're really just friends.\I mean, even that's presumptuous of me.\I don't even know what she's thinking, really. response:	I see, that is a platonic relationship.
context: Motoyama-kun!\Have the two of you entered into a relationship?\No way.\It's nothing like that!\We're really just friends.\I mean, even that's presumptuous of me.\I don't even know what she's thinking, really.\I see, that is a platonic relationship. response:	Would you like to come with us?
context: Have the two of you entered into a relationship?\No way.\It's nothing like that!\We're really just friends.\I mean, even that's presumptuous of me.\I don't even know what she's thinking, really.\I see, that is a platonic relationship.\Would you like to come with us? response:	I'm sure she's going to bring her friends.
context: No way.\It's nothing like that!\We're really just friends.\I mean, even that's presumptuous of me.\I don't even know what she's thinking, really.\I see, that is a platonic relationship.\Would you like to come with us?\I'm sure she's going to bring her friends. response:	If you don't mind hanging out with girls.
context: It's nothing like that!\We're really just friends.\I mean, even that's presumptuous of me.\I don't even know what she's thinking, really.\I see, that is a platonic relationship.\Would you like to come with us?\I'm sure she's going to bring her friends.\If you don't mind hanging out with girls. response:	Any friend of yours is perfectly acceptable to me.
context: We're really just friends.\I mean, even that's presumptuous of me.\I don't even know what she's thinking, really.\I see, that is a platonic relationship.\Would you like to come with us?\I'm sure she's going to bring her friends.\If you don't mind hanging out with girls.\Any friend of yours is perfectly acceptable to me. response:	The End
context: I mean, even that's presumptuous of me.\I don't even know what she's thinking, really.\I see, that is a platonic relationship.\Would you like to come with us?\I'm sure she's going to bring her friends.\If you don't mind hanging out with girls.\Any friend of yours is perfectly acceptable to me.\The End response:	A lot of people come to me for dating advice.
context: I don't even know what she's thinking, really.\I see, that is a platonic relationship.\Would you like to come with us?\I'm sure she's going to bring her friends.\If you don't mind hanging out with girls.\Any friend of yours is perfectly acceptable to me.\The End\A lot of people come to me for dating advice. response:	But I've never been in a relationship.
context: I see, that is a platonic relationship.\Would you like to come with us?\I'm sure she's going to bring her friends.\If you don't mind hanging out with girls.\Any friend of yours is perfectly acceptable to me.\The End\A lot of people come to me for dating advice.\But I've never been in a relationship. response:	Why do people ask me?
context: Would you like to come with us?\I'm sure she's going to bring her friends.\If you don't mind hanging out with girls.\Any friend of yours is perfectly acceptable to me.\The End\A lot of people come to me for dating advice.\But I've never been in a relationship.\Why do people ask me? response:	I wish I
context: I'm sure she's going to bring her friends.\If you don't mind hanging out with girls.\Any friend of yours is perfectly acceptable to me.\The End\A lot of people come to me for dating advice.\But I've never been in a relationship.\Why do people ask me?\I wish I response:	Oh, what?
context: If you don't mind hanging out with girls.\Any friend of yours is perfectly acceptable to me.\The End\A lot of people come to me for dating advice.\But I've never been in a relationship.\Why do people ask me?\I wish I\Oh, what? response:	Who are you?!
context: Any friend of yours is perfectly acceptable to me.\The End\A lot of people come to me for dating advice.\But I've never been in a relationship.\Why do people ask me?\I wish I\Oh, what?\Who are you?! response:	Sorry, but I don't care to talk to girls from above.
context: The End\A lot of people come to me for dating advice.\But I've never been in a relationship.\Why do people ask me?\I wish I\Oh, what?\Who are you?!\Sorry, but I don't care to talk to girls from above. response:	What's with this guy?
context: A lot of people come to me for dating advice.\But I've never been in a relationship.\Why do people ask me?\I wish I\Oh, what?\Who are you?!\Sorry, but I don't care to talk to girls from above.\What's with this guy? response:	Why was he in the tree?
context: But I've never been in a relationship.\Why do people ask me?\I wish I\Oh, what?\Who are you?!\Sorry, but I don't care to talk to girls from above.\What's with this guy?\Why was he in the tree? response:	Dating Master
context: Why do people ask me?\I wish I\Oh, what?\Who are you?!\Sorry, but I don't care to talk to girls from above.\What's with this guy?\Why was he in the tree?\Dating Master response:	Come out, little kitten.
context: I wish I\Oh, what?\Who are you?!\Sorry, but I don't care to talk to girls from above.\What's with this guy?\Why was he in the tree?\Dating Master\Come out, little kitten. response:	Were you helping a kitten stuck in the tree?
context: Oh, what?\Who are you?!\Sorry, but I don't care to talk to girls from above.\What's with this guy?\Why was he in the tree?\Dating Master\Come out, little kitten.\Were you helping a kitten stuck in the tree? response:	Nah, I just felt like climbing the tree.
context: Who are you?!\Sorry, but I don't care to talk to girls from above.\What's with this guy?\Why was he in the tree?\Dating Master\Come out, little kitten.\Were you helping a kitten stuck in the tree?\Nah, I just felt like climbing the tree. response:	So, what's on your mind?
context: Sorry, but I don't care to talk to girls from above.\What's with this guy?\Why was he in the tree?\Dating Master\Come out, little kitten.\Were you helping a kitten stuck in the tree?\Nah, I just felt like climbing the tree.\So, what's on your mind? response:	So you were listening?
context: What's with this guy?\Why was he in the tree?\Dating Master\Come out, little kitten.\Were you helping a kitten stuck in the tree?\Nah, I just felt like climbing the tree.\So, what's on your mind?\So you were listening? response:	Nah.
context: Why was he in the tree?\Dating Master\Come out, little kitten.\Were you helping a kitten stuck in the tree?\Nah, I just felt like climbing the tree.\So, what's on your mind?\So you were listening?\Nah. response:	You just had the same troubled look on your face as that kitty.
context: Dating Master\Come out, little kitten.\Were you helping a kitten stuck in the tree?\Nah, I just felt like climbing the tree.\So, what's on your mind?\So you were listening?\Nah.\You just had the same troubled look on your face as that kitty. response:	What's up with this guy, calling me a cute little kitty?
context: Come out, little kitten.\Were you helping a kitten stuck in the tree?\Nah, I just felt like climbing the tree.\So, what's on your mind?\So you were listening?\Nah.\You just had the same troubled look on your face as that kitty.\What's up with this guy, calling me a cute little kitty? response:	You don't think I'm a dating master, do you?
context: Were you helping a kitten stuck in the tree?\Nah, I just felt like climbing the tree.\So, what's on your mind?\So you were listening?\Nah.\You just had the same troubled look on your face as that kitty.\What's up with this guy, calling me a cute little kitty?\You don't think I'm a dating master, do you? response:	What?
context: Nah, I just felt like climbing the tree.\So, what's on your mind?\So you were listening?\Nah.\You just had the same troubled look on your face as that kitty.\What's up with this guy, calling me a cute little kitty?\You don't think I'm a dating master, do you?\What? response:	N-Not really.
context: So, what's on your mind?\So you were listening?\Nah.\You just had the same troubled look on your face as that kitty.\What's up with this guy, calling me a cute little kitty?\You don't think I'm a dating master, do you?\What?\N-Not really. response:	Bingo.
context: So you were listening?\Nah.\You just had the same troubled look on your face as that kitty.\What's up with this guy, calling me a cute little kitty?\You don't think I'm a dating master, do you?\What?\N-Not really.\Bingo. response:	Dating master?
context: Nah.\You just had the same troubled look on your face as that kitty.\What's up with this guy, calling me a cute little kitty?\You don't think I'm a dating master, do you?\What?\N-Not really.\Bingo.\Dating master? response:	Do you think you're cool or something?
context: You just had the same troubled look on your face as that kitty.\What's up with this guy, calling me a cute little kitty?\You don't think I'm a dating master, do you?\What?\N-Not really.\Bingo.\Dating master?\Do you think you're cool or something? response:	Of course I don't.
context: What's up with this guy, calling me a cute little kitty?\You don't think I'm a dating master, do you?\What?\N-Not really.\Bingo.\Dating master?\Do you think you're cool or something?\Of course I don't. response:	There's nothing cool about a man who's made more girls cry than smile.
context: You don't think I'm a dating master, do you?\What?\N-Not really.\Bingo.\Dating master?\Do you think you're cool or something?\Of course I don't.\There's nothing cool about a man who's made more girls cry than smile. response:	Oh dear, I'd better stop calling myself the dating master,
context: What?\N-Not really.\Bingo.\Dating master?\Do you think you're cool or something?\Of course I don't.\There's nothing cool about a man who's made more girls cry than smile.\Oh dear, I'd better stop calling myself the dating master, response:	or the dating gods will smite me.
context: N-Not really.\Bingo.\Dating master?\Do you think you're cool or something?\Of course I don't.\There's nothing cool about a man who's made more girls cry than smile.\Oh dear, I'd better stop calling myself the dating master,\or the dating gods will smite me. response:	Oh dear.
context: Bingo.\Dating master?\Do you think you're cool or something?\Of course I don't.\There's nothing cool about a man who's made more girls cry than smile.\Oh dear, I'd better stop calling myself the dating master,\or the dating gods will smite me.\Oh dear. response:	He's so cool!
context: Dating master?\Do you think you're cool or something?\Of course I don't.\There's nothing cool about a man who's made more girls cry than smile.\Oh dear, I'd better stop calling myself the dating master,\or the dating gods will smite me.\Oh dear.\He's so cool! response:	What is this feeling?
context: Do you think you're cool or something?\Of course I don't.\There's nothing cool about a man who's made more girls cry than smile.\Oh dear, I'd better stop calling myself the dating master,\or the dating gods will smite me.\Oh dear.\He's so cool!\What is this feeling? response:	I'm falling...
context: Of course I don't.\There's nothing cool about a man who's made more girls cry than smile.\Oh dear, I'd better stop calling myself the dating master,\or the dating gods will smite me.\Oh dear.\He's so cool!\What is this feeling?\I'm falling... response:	You can tell me anything.
context: There's nothing cool about a man who's made more girls cry than smile.\Oh dear, I'd better stop calling myself the dating master,\or the dating gods will smite me.\Oh dear.\He's so cool!\What is this feeling?\I'm falling...\You can tell me anything. response:	If I'm good enough for you.
context: Oh dear, I'd better stop calling myself the dating master,\or the dating gods will smite me.\Oh dear.\He's so cool!\What is this feeling?\I'm falling...\You can tell me anything.\If I'm good enough for you. response:	Are you my prince?
context: or the dating gods will smite me.\Oh dear.\He's so cool!\What is this feeling?\I'm falling...\You can tell me anything.\If I'm good enough for you.\Are you my prince? response:	Oui.
context: Oh dear.\He's so cool!\What is this feeling?\I'm falling...\You can tell me anything.\If I'm good enough for you.\Are you my prince?\Oui. response:	Then will you
context: He's so cool!\What is this feeling?\I'm falling...\You can tell me anything.\If I'm good enough for you.\Are you my prince?\Oui.\Then will you response:	I can't do that, my kitten.
context: What is this feeling?\I'm falling...\You can tell me anything.\If I'm good enough for you.\Are you my prince?\Oui.\Then will you\I can't do that, my kitten. response:	I'm everyone's prince.
context: I'm falling...\You can tell me anything.\If I'm good enough for you.\Are you my prince?\Oui.\Then will you\I can't do that, my kitten.\I'm everyone's prince. response:	Fall for me, and you'll get burnt.
context: You can tell me anything.\If I'm good enough for you.\Are you my prince?\Oui.\Then will you\I can't do that, my kitten.\I'm everyone's prince.\Fall for me, and you'll get burnt. response:	I don't care!
context: If I'm good enough for you.\Are you my prince?\Oui.\Then will you\I can't do that, my kitten.\I'm everyone's prince.\Fall for me, and you'll get burnt.\I don't care! response:	That's just my afterimage.
context: Are you my prince?\Oui.\Then will you\I can't do that, my kitten.\I'm everyone's prince.\Fall for me, and you'll get burnt.\I don't care!\That's just my afterimage. response:	Give it up, my kitten.
context: Oui.\Then will you\I can't do that, my kitten.\I'm everyone's prince.\Fall for me, and you'll get burnt.\I don't care!\That's just my afterimage.\Give it up, my kitten. response:	No one can hold me down.
context: Then will you\I can't do that, my kitten.\I'm everyone's prince.\Fall for me, and you'll get burnt.\I don't care!\That's just my afterimage.\Give it up, my kitten.\No one can hold me down. response:	Fine!
context: I can't do that, my kitten.\I'm everyone's prince.\Fall for me, and you'll get burnt.\I don't care!\That's just my afterimage.\Give it up, my kitten.\No one can hold me down.\Fine! response:	Come on, help me like you helped that kitty!
context: I'm everyone's prince.\Fall for me, and you'll get burnt.\I don't care!\That's just my afterimage.\Give it up, my kitten.\No one can hold me down.\Fine!\Come on, help me like you helped that kitty! response:	Meow!
context: Fall for me, and you'll get burnt.\I don't care!\That's just my afterimage.\Give it up, my kitten.\No one can hold me down.\Fine!\Come on, help me like you helped that kitty!\Meow! response:	Help me, meow!
context: I don't care!\That's just my afterimage.\Give it up, my kitten.\No one can hold me down.\Fine!\Come on, help me like you helped that kitty!\Meow!\Help me, meow! response:	Silly kitten.
context: That's just my afterimage.\Give it up, my kitten.\No one can hold me down.\Fine!\Come on, help me like you helped that kitty!\Meow!\Help me, meow!\Silly kitten. response:	Whoosh!
