context: Wow, who's that? response:	His face is so pretty.
context: That was close! I almost denied it.\Is that so?\How much do you love her?\Well, I love her more than words can describe, of course!\Is that true?\Yeah, you bet!\Would you go so far as to give your life for my Mistress?\Of course! I'd give my life in a heartbeat! response:	Ah, I see. That puts my mind at ease.
context: Is that so?\How much do you love her?\Well, I love her more than words can describe, of course!\Is that true?\Yeah, you bet!\Would you go so far as to give your life for my Mistress?\Of course! I'd give my life in a heartbeat!\Ah, I see. That puts my mind at ease. response:	In that case, would you die for her right now?
context: How much do you love her?\Well, I love her more than words can describe, of course!\Is that true?\Yeah, you bet!\Would you go so far as to give your life for my Mistress?\Of course! I'd give my life in a heartbeat!\Ah, I see. That puts my mind at ease.\In that case, would you die for her right now? response:	Wait, no! Hold on a...
context: Well, I love her more than words can describe, of course!\Is that true?\Yeah, you bet!\Would you go so far as to give your life for my Mistress?\Of course! I'd give my life in a heartbeat!\Ah, I see. That puts my mind at ease.\In that case, would you die for her right now?\Wait, no! Hold on a... response:	Ouch!
context: Is that true?\Yeah, you bet!\Would you go so far as to give your life for my Mistress?\Of course! I'd give my life in a heartbeat!\Ah, I see. That puts my mind at ease.\In that case, would you die for her right now?\Wait, no! Hold on a...\Ouch! response:	Wh-What have I gotten myself into?
context: Yeah, you bet!\Would you go so far as to give your life for my Mistress?\Of course! I'd give my life in a heartbeat!\Ah, I see. That puts my mind at ease.\In that case, would you die for her right now?\Wait, no! Hold on a...\Ouch!\Wh-What have I gotten myself into? response:	How disappointing.
context: Would you go so far as to give your life for my Mistress?\Of course! I'd give my life in a heartbeat!\Ah, I see. That puts my mind at ease.\In that case, would you die for her right now?\Wait, no! Hold on a...\Ouch!\Wh-What have I gotten myself into?\How disappointing. response:	I heard that Mistress had fallen for you,
context: Of course! I'd give my life in a heartbeat!\Ah, I see. That puts my mind at ease.\In that case, would you die for her right now?\Wait, no! Hold on a...\Ouch!\Wh-What have I gotten myself into?\How disappointing.\I heard that Mistress had fallen for you, response:	but meeting you in person makes it clear that your attention span is that of a flea.
context: Ah, I see. That puts my mind at ease.\In that case, would you die for her right now?\Wait, no! Hold on a...\Ouch!\Wh-What have I gotten myself into?\How disappointing.\I heard that Mistress had fallen for you,\but meeting you in person makes it clear that your attention span is that of a flea. response:	You're far too slow, and even completely defenseless.
context: In that case, would you die for her right now?\Wait, no! Hold on a...\Ouch!\Wh-What have I gotten myself into?\How disappointing.\I heard that Mistress had fallen for you,\but meeting you in person makes it clear that your attention span is that of a flea.\You're far too slow, and even completely defenseless. response:	How could you expect to protect Mistress?
context: Wait, no! Hold on a...\Ouch!\Wh-What have I gotten myself into?\How disappointing.\I heard that Mistress had fallen for you,\but meeting you in person makes it clear that your attention span is that of a flea.\You're far too slow, and even completely defenseless.\How could you expect to protect Mistress? response:	You have made it clear.
context: Ouch!\Wh-What have I gotten myself into?\How disappointing.\I heard that Mistress had fallen for you,\but meeting you in person makes it clear that your attention span is that of a flea.\You're far too slow, and even completely defenseless.\How could you expect to protect Mistress?\You have made it clear. response:	I was right to think that you have deceived Mistress,
context: Wh-What have I gotten myself into?\How disappointing.\I heard that Mistress had fallen for you,\but meeting you in person makes it clear that your attention span is that of a flea.\You're far too slow, and even completely defenseless.\How could you expect to protect Mistress?\You have made it clear.\I was right to think that you have deceived Mistress, response:	and that she is bound by spurious love!
context: How disappointing.\I heard that Mistress had fallen for you,\but meeting you in person makes it clear that your attention span is that of a flea.\You're far too slow, and even completely defenseless.\How could you expect to protect Mistress?\You have made it clear.\I was right to think that you have deceived Mistress,\and that she is bound by spurious love! response:	Spit it out! What's your goal here?
context: I heard that Mistress had fallen for you,\but meeting you in person makes it clear that your attention span is that of a flea.\You're far too slow, and even completely defenseless.\How could you expect to protect Mistress?\You have made it clear.\I was right to think that you have deceived Mistress,\and that she is bound by spurious love!\Spit it out! What's your goal here? response:	You want our turf?
context: but meeting you in person makes it clear that your attention span is that of a flea.\You're far too slow, and even completely defenseless.\How could you expect to protect Mistress?\You have made it clear.\I was right to think that you have deceived Mistress,\and that she is bound by spurious love!\Spit it out! What's your goal here?\You want our turf? response:	Or do you plan to take over our whole organization?
context: You're far too slow, and even completely defenseless.\How could you expect to protect Mistress?\You have made it clear.\I was right to think that you have deceived Mistress,\and that she is bound by spurious love!\Spit it out! What's your goal here?\You want our turf?\Or do you plan to take over our whole organization? response:	Th-This guy...
context: How could you expect to protect Mistress?\You have made it clear.\I was right to think that you have deceived Mistress,\and that she is bound by spurious love!\Spit it out! What's your goal here?\You want our turf?\Or do you plan to take over our whole organization?\Th-This guy... response:	I take back everything!
context: You have made it clear.\I was right to think that you have deceived Mistress,\and that she is bound by spurious love!\Spit it out! What's your goal here?\You want our turf?\Or do you plan to take over our whole organization?\Th-This guy...\I take back everything! response:	This guy's more bad news than I thought!
context: I was right to think that you have deceived Mistress,\and that she is bound by spurious love!\Spit it out! What's your goal here?\You want our turf?\Or do you plan to take over our whole organization?\Th-This guy...\I take back everything!\This guy's more bad news than I thought! response:	It makes no sense.
context: and that she is bound by spurious love!\Spit it out! What's your goal here?\You want our turf?\Or do you plan to take over our whole organization?\Th-This guy...\I take back everything!\This guy's more bad news than I thought!\It makes no sense. response:	Why would Mistress fall for someone like you?
context: Spit it out! What's your goal here?\You want our turf?\Or do you plan to take over our whole organization?\Th-This guy...\I take back everything!\This guy's more bad news than I thought!\It makes no sense.\Why would Mistress fall for someone like you? response:	Even if she'd been deceived,
context: You want our turf?\Or do you plan to take over our whole organization?\Th-This guy...\I take back everything!\This guy's more bad news than I thought!\It makes no sense.\Why would Mistress fall for someone like you?\Even if she'd been deceived, response:	there's not a single thing she would find attractive in you!
context: Or do you plan to take over our whole organization?\Th-This guy...\I take back everything!\This guy's more bad news than I thought!\It makes no sense.\Why would Mistress fall for someone like you?\Even if she'd been deceived,\there's not a single thing she would find attractive in you! response:	You're spineless!
context: Th-This guy...\I take back everything!\This guy's more bad news than I thought!\It makes no sense.\Why would Mistress fall for someone like you?\Even if she'd been deceived,\there's not a single thing she would find attractive in you!\You're spineless! response:	Insignificant!
context: I take back everything!\This guy's more bad news than I thought!\It makes no sense.\Why would Mistress fall for someone like you?\Even if she'd been deceived,\there's not a single thing she would find attractive in you!\You're spineless!\Insignificant! response:	And seriously, there's no way you could ever love her more than I do!
context: This guy's more bad news than I thought!\It makes no sense.\Why would Mistress fall for someone like you?\Even if she'd been deceived,\there's not a single thing she would find attractive in you!\You're spineless!\Insignificant!\And seriously, there's no way you could ever love her more than I do! response:	Wait, what's he going on about now?
context: It makes no sense.\Why would Mistress fall for someone like you?\Even if she'd been deceived,\there's not a single thing she would find attractive in you!\You're spineless!\Insignificant!\And seriously, there's no way you could ever love her more than I do!\Wait, what's he going on about now? response:	Oh, it doesn't matter now.
context: Why would Mistress fall for someone like you?\Even if she'd been deceived,\there's not a single thing she would find attractive in you!\You're spineless!\Insignificant!\And seriously, there's no way you could ever love her more than I do!\Wait, what's he going on about now?\Oh, it doesn't matter now. response:	For a worthless gnat like you,
context: Even if she'd been deceived,\there's not a single thing she would find attractive in you!\You're spineless!\Insignificant!\And seriously, there's no way you could ever love her more than I do!\Wait, what's he going on about now?\Oh, it doesn't matter now.\For a worthless gnat like you, response:	I needn't concern myself with whatever schemes you may have.
context: there's not a single thing she would find attractive in you!\You're spineless!\Insignificant!\And seriously, there's no way you could ever love her more than I do!\Wait, what's he going on about now?\Oh, it doesn't matter now.\For a worthless gnat like you,\I needn't concern myself with whatever schemes you may have. response:	I'll do this fair and square.
context: You're spineless!\Insignificant!\And seriously, there's no way you could ever love her more than I do!\Wait, what's he going on about now?\Oh, it doesn't matter now.\For a worthless gnat like you,\I needn't concern myself with whatever schemes you may have.\I'll do this fair and square. response:	I will release my Mistress from your evil grasp.
context: Insignificant!\And seriously, there's no way you could ever love her more than I do!\Wait, what's he going on about now?\Oh, it doesn't matter now.\For a worthless gnat like you,\I needn't concern myself with whatever schemes you may have.\I'll do this fair and square.\I will release my Mistress from your evil grasp. response:	We'll see soon enough...
context: And seriously, there's no way you could ever love her more than I do!\Wait, what's he going on about now?\Oh, it doesn't matter now.\For a worthless gnat like you,\I needn't concern myself with whatever schemes you may have.\I'll do this fair and square.\I will release my Mistress from your evil grasp.\We'll see soon enough... response:	which of us is more suited to remain by Mistress's side!
context: Wait, what's he going on about now?\Oh, it doesn't matter now.\For a worthless gnat like you,\I needn't concern myself with whatever schemes you may have.\I'll do this fair and square.\I will release my Mistress from your evil grasp.\We'll see soon enough...\which of us is more suited to remain by Mistress's side! response:	Yeah, that's exactly what I want.
context: Oh, it doesn't matter now.\For a worthless gnat like you,\I needn't concern myself with whatever schemes you may have.\I'll do this fair and square.\I will release my Mistress from your evil grasp.\We'll see soon enough...\which of us is more suited to remain by Mistress's side!\Yeah, that's exactly what I want. response:	It's not as though I enjoy being with her anyway.
context: For a worthless gnat like you,\I needn't concern myself with whatever schemes you may have.\I'll do this fair and square.\I will release my Mistress from your evil grasp.\We'll see soon enough...\which of us is more suited to remain by Mistress's side!\Yeah, that's exactly what I want.\It's not as though I enjoy being with her anyway. response:	Wait, no. Actually...
context: I needn't concern myself with whatever schemes you may have.\I'll do this fair and square.\I will release my Mistress from your evil grasp.\We'll see soon enough...\which of us is more suited to remain by Mistress's side!\Yeah, that's exactly what I want.\It's not as though I enjoy being with her anyway.\Wait, no. Actually... response:	Losing her'd be a disaster!
context: I'll do this fair and square.\I will release my Mistress from your evil grasp.\We'll see soon enough...\which of us is more suited to remain by Mistress's side!\Yeah, that's exactly what I want.\It's not as though I enjoy being with her anyway.\Wait, no. Actually...\Losing her'd be a disaster! response:	Kirisaki and I'd both have hell to pay if that happened.
context: I will release my Mistress from your evil grasp.\We'll see soon enough...\which of us is more suited to remain by Mistress's side!\Yeah, that's exactly what I want.\It's not as though I enjoy being with her anyway.\Wait, no. Actually...\Losing her'd be a disaster!\Kirisaki and I'd both have hell to pay if that happened. response:	So you were fooling her, you punk!
context: We'll see soon enough...\which of us is more suited to remain by Mistress's side!\Yeah, that's exactly what I want.\It's not as though I enjoy being with her anyway.\Wait, no. Actually...\Losing her'd be a disaster!\Kirisaki and I'd both have hell to pay if that happened.\So you were fooling her, you punk! response:	This means war!
context: which of us is more suited to remain by Mistress's side!\Yeah, that's exactly what I want.\It's not as though I enjoy being with her anyway.\Wait, no. Actually...\Losing her'd be a disaster!\Kirisaki and I'd both have hell to pay if that happened.\So you were fooling her, you punk!\This means war! response:	Hey, don't you run off yet!
context: Yeah, that's exactly what I want.\It's not as though I enjoy being with her anyway.\Wait, no. Actually...\Losing her'd be a disaster!\Kirisaki and I'd both have hell to pay if that happened.\So you were fooling her, you punk!\This means war!\Hey, don't you run off yet! response:	You've got some nerve talking to me like that.
context: It's not as though I enjoy being with her anyway.\Wait, no. Actually...\Losing her'd be a disaster!\Kirisaki and I'd both have hell to pay if that happened.\So you were fooling her, you punk!\This means war!\Hey, don't you run off yet!\You've got some nerve talking to me like that. response:	You wanna know which one of us she belongs with?
context: Wait, no. Actually...\Losing her'd be a disaster!\Kirisaki and I'd both have hell to pay if that happened.\So you were fooling her, you punk!\This means war!\Hey, don't you run off yet!\You've got some nerve talking to me like that.\You wanna know which one of us she belongs with? response:	The two of us are truly in love! I'd never let anyone take her from me!
context: Losing her'd be a disaster!\Kirisaki and I'd both have hell to pay if that happened.\So you were fooling her, you punk!\This means war!\Hey, don't you run off yet!\You've got some nerve talking to me like that.\You wanna know which one of us she belongs with?\The two of us are truly in love! I'd never let anyone take her from me! response:	Wh-What's happening out there?
context: Kirisaki and I'd both have hell to pay if that happened.\So you were fooling her, you punk!\This means war!\Hey, don't you run off yet!\You've got some nerve talking to me like that.\You wanna know which one of us she belongs with?\The two of us are truly in love! I'd never let anyone take her from me!\Wh-What's happening out there? response:	No, wait. I sort of see what's going on.
context: So you were fooling her, you punk!\This means war!\Hey, don't you run off yet!\You've got some nerve talking to me like that.\You wanna know which one of us she belongs with?\The two of us are truly in love! I'd never let anyone take her from me!\Wh-What's happening out there?\No, wait. I sort of see what's going on. response:	Damn it! I just said something incredibly embarrassing without thinking!
context: This means war!\Hey, don't you run off yet!\You've got some nerve talking to me like that.\You wanna know which one of us she belongs with?\The two of us are truly in love! I'd never let anyone take her from me!\Wh-What's happening out there?\No, wait. I sort of see what's going on.\Damn it! I just said something incredibly embarrassing without thinking! response:	In love, you say?
context: Hey, don't you run off yet!\You've got some nerve talking to me like that.\You wanna know which one of us she belongs with?\The two of us are truly in love! I'd never let anyone take her from me!\Wh-What's happening out there?\No, wait. I sort of see what's going on.\Damn it! I just said something incredibly embarrassing without thinking!\In love, you say? response:	You think you're the one she belongs with, do you?
context: You've got some nerve talking to me like that.\You wanna know which one of us she belongs with?\The two of us are truly in love! I'd never let anyone take her from me!\Wh-What's happening out there?\No, wait. I sort of see what's going on.\Damn it! I just said something incredibly embarrassing without thinking!\In love, you say?\You think you're the one she belongs with, do you? response:	Hey! Would the two of you stop this nonsense!
context: You wanna know which one of us she belongs with?\The two of us are truly in love! I'd never let anyone take her from me!\Wh-What's happening out there?\No, wait. I sort of see what's going on.\Damn it! I just said something incredibly embarrassing without thinking!\In love, you say?\You think you're the one she belongs with, do you?\Hey! Would the two of you stop this nonsense! response:	Come on guys, what kind of silliness is this?
context: The two of us are truly in love! I'd never let anyone take her from me!\Wh-What's happening out there?\No, wait. I sort of see what's going on.\Damn it! I just said something incredibly embarrassing without thinking!\In love, you say?\You think you're the one she belongs with, do you?\Hey! Would the two of you stop this nonsense!\Come on guys, what kind of silliness is this? response:	Tsugumi! Darling!
context: Wh-What's happening out there?\No, wait. I sort of see what's going on.\Damn it! I just said something incredibly embarrassing without thinking!\In love, you say?\You think you're the one she belongs with, do you?\Hey! Would the two of you stop this nonsense!\Come on guys, what kind of silliness is this?\Tsugumi! Darling! response:	You two have to get along, okay?
context: No, wait. I sort of see what's going on.\Damn it! I just said something incredibly embarrassing without thinking!\In love, you say?\You think you're the one she belongs with, do you?\Hey! Would the two of you stop this nonsense!\Come on guys, what kind of silliness is this?\Tsugumi! Darling!\You two have to get along, okay? response:	Mistress, please stay out of our way.
context: Damn it! I just said something incredibly embarrassing without thinking!\In love, you say?\You think you're the one she belongs with, do you?\Hey! Would the two of you stop this nonsense!\Come on guys, what kind of silliness is this?\Tsugumi! Darling!\You two have to get along, okay?\Mistress, please stay out of our way. response:	With all due respect, Mistress, I cannot...
context: In love, you say?\You think you're the one she belongs with, do you?\Hey! Would the two of you stop this nonsense!\Come on guys, what kind of silliness is this?\Tsugumi! Darling!\You two have to get along, okay?\Mistress, please stay out of our way.\With all due respect, Mistress, I cannot... response:	accept that this man is your partner!
context: You think you're the one she belongs with, do you?\Hey! Would the two of you stop this nonsense!\Come on guys, what kind of silliness is this?\Tsugumi! Darling!\You two have to get along, okay?\Mistress, please stay out of our way.\With all due respect, Mistress, I cannot...\accept that this man is your partner! response:	Mistress, do you remember?
context: Hey! Would the two of you stop this nonsense!\Come on guys, what kind of silliness is this?\Tsugumi! Darling!\You two have to get along, okay?\Mistress, please stay out of our way.\With all due respect, Mistress, I cannot...\accept that this man is your partner!\Mistress, do you remember? response:	The promise we made ten years ago?
context: Come on guys, what kind of silliness is this?\Tsugumi! Darling!\You two have to get along, okay?\Mistress, please stay out of our way.\With all due respect, Mistress, I cannot...\accept that this man is your partner!\Mistress, do you remember?\The promise we made ten years ago? response:	Promise? Ten years ago?
context: Tsugumi! Darling!\You two have to get along, okay?\Mistress, please stay out of our way.\With all due respect, Mistress, I cannot...\accept that this man is your partner!\Mistress, do you remember?\The promise we made ten years ago?\Promise? Ten years ago? response:	After that day, I decided to become stronger
context: You two have to get along, okay?\Mistress, please stay out of our way.\With all due respect, Mistress, I cannot...\accept that this man is your partner!\Mistress, do you remember?\The promise we made ten years ago?\Promise? Ten years ago?\After that day, I decided to become stronger response:	in order to be able to protect you with my own hands.
context: Mistress, please stay out of our way.\With all due respect, Mistress, I cannot...\accept that this man is your partner!\Mistress, do you remember?\The promise we made ten years ago?\Promise? Ten years ago?\After that day, I decided to become stronger\in order to be able to protect you with my own hands. response:	All these years, I've been subjecting myself to a rigorous training regimen,
context: With all due respect, Mistress, I cannot...\accept that this man is your partner!\Mistress, do you remember?\The promise we made ten years ago?\Promise? Ten years ago?\After that day, I decided to become stronger\in order to be able to protect you with my own hands.\All these years, I've been subjecting myself to a rigorous training regimen, response:	honing my skills to become more powerful for your sake!
context: accept that this man is your partner!\Mistress, do you remember?\The promise we made ten years ago?\Promise? Ten years ago?\After that day, I decided to become stronger\in order to be able to protect you with my own hands.\All these years, I've been subjecting myself to a rigorous training regimen,\honing my skills to become more powerful for your sake! response:	I pushed myself until I shed blood!
context: Mistress, do you remember?\The promise we made ten years ago?\Promise? Ten years ago?\After that day, I decided to become stronger\in order to be able to protect you with my own hands.\All these years, I've been subjecting myself to a rigorous training regimen,\honing my skills to become more powerful for your sake!\I pushed myself until I shed blood! response:	But all for what?!
context: The promise we made ten years ago?\Promise? Ten years ago?\After that day, I decided to become stronger\in order to be able to protect you with my own hands.\All these years, I've been subjecting myself to a rigorous training regimen,\honing my skills to become more powerful for your sake!\I pushed myself until I shed blood!\But all for what?! response:	Why is the man who is meant to be protecting you
context: Promise? Ten years ago?\After that day, I decided to become stronger\in order to be able to protect you with my own hands.\All these years, I've been subjecting myself to a rigorous training regimen,\honing my skills to become more powerful for your sake!\I pushed myself until I shed blood!\But all for what?!\Why is the man who is meant to be protecting you response:	such a spineless, flimsy, pathetic bean sprout?
context: After that day, I decided to become stronger\in order to be able to protect you with my own hands.\All these years, I've been subjecting myself to a rigorous training regimen,\honing my skills to become more powerful for your sake!\I pushed myself until I shed blood!\But all for what?!\Why is the man who is meant to be protecting you\such a spineless, flimsy, pathetic bean sprout? response:	I cannot allow this!
context: in order to be able to protect you with my own hands.\All these years, I've been subjecting myself to a rigorous training regimen,\honing my skills to become more powerful for your sake!\I pushed myself until I shed blood!\But all for what?!\Why is the man who is meant to be protecting you\such a spineless, flimsy, pathetic bean sprout?\I cannot allow this! response:	My Mistress is the heiress to the magnificent Bee Hive organization!
context: All these years, I've been subjecting myself to a rigorous training regimen,\honing my skills to become more powerful for your sake!\I pushed myself until I shed blood!\But all for what?!\Why is the man who is meant to be protecting you\such a spineless, flimsy, pathetic bean sprout?\I cannot allow this!\My Mistress is the heiress to the magnificent Bee Hive organization! response:	If you think that you have what it takes to protect her,
context: honing my skills to become more powerful for your sake!\I pushed myself until I shed blood!\But all for what?!\Why is the man who is meant to be protecting you\such a spineless, flimsy, pathetic bean sprout?\I cannot allow this!\My Mistress is the heiress to the magnificent Bee Hive organization!\If you think that you have what it takes to protect her, response:	you'll need to prove it before I'll acknowledge you!
context: I pushed myself until I shed blood!\But all for what?!\Why is the man who is meant to be protecting you\such a spineless, flimsy, pathetic bean sprout?\I cannot allow this!\My Mistress is the heiress to the magnificent Bee Hive organization!\If you think that you have what it takes to protect her,\you'll need to prove it before I'll acknowledge you! response:	Ichijou Raku!
context: But all for what?!\Why is the man who is meant to be protecting you\such a spineless, flimsy, pathetic bean sprout?\I cannot allow this!\My Mistress is the heiress to the magnificent Bee Hive organization!\If you think that you have what it takes to protect her,\you'll need to prove it before I'll acknowledge you!\Ichijou Raku! response:	We'll battle for Mistress!
context: Why is the man who is meant to be protecting you\such a spineless, flimsy, pathetic bean sprout?\I cannot allow this!\My Mistress is the heiress to the magnificent Bee Hive organization!\If you think that you have what it takes to protect her,\you'll need to prove it before I'll acknowledge you!\Ichijou Raku!\We'll battle for Mistress! response:	I challenge you to a duel!
context: such a spineless, flimsy, pathetic bean sprout?\I cannot allow this!\My Mistress is the heiress to the magnificent Bee Hive organization!\If you think that you have what it takes to protect her,\you'll need to prove it before I'll acknowledge you!\Ichijou Raku!\We'll battle for Mistress!\I challenge you to a duel! response:	When you prove you have what it takes to defeat me, then I will acknowledge you as worthy of her.
context: I cannot allow this!\My Mistress is the heiress to the magnificent Bee Hive organization!\If you think that you have what it takes to protect her,\you'll need to prove it before I'll acknowledge you!\Ichijou Raku!\We'll battle for Mistress!\I challenge you to a duel!\When you prove you have what it takes to defeat me, then I will acknowledge you as worthy of her. response:	However, if it is I who defeats you,
context: My Mistress is the heiress to the magnificent Bee Hive organization!\If you think that you have what it takes to protect her,\you'll need to prove it before I'll acknowledge you!\Ichijou Raku!\We'll battle for Mistress!\I challenge you to a duel!\When you prove you have what it takes to defeat me, then I will acknowledge you as worthy of her.\However, if it is I who defeats you, response:	I will show you horrors worse than hell, and then... I'll kill you!
context: If you think that you have what it takes to protect her,\you'll need to prove it before I'll acknowledge you!\Ichijou Raku!\We'll battle for Mistress!\I challenge you to a duel!\When you prove you have what it takes to defeat me, then I will acknowledge you as worthy of her.\However, if it is I who defeats you,\I will show you horrors worse than hell, and then... I'll kill you! response:	No, no, hold on a moment! Can we just talk this over?
context: you'll need to prove it before I'll acknowledge you!\Ichijou Raku!\We'll battle for Mistress!\I challenge you to a duel!\When you prove you have what it takes to defeat me, then I will acknowledge you as worthy of her.\However, if it is I who defeats you,\I will show you horrors worse than hell, and then... I'll kill you!\No, no, hold on a moment! Can we just talk this over? response:	He's right, Tsugumi. You need to chill out a bit.
context: Ichijou Raku!\We'll battle for Mistress!\I challenge you to a duel!\When you prove you have what it takes to defeat me, then I will acknowledge you as worthy of her.\However, if it is I who defeats you,\I will show you horrors worse than hell, and then... I'll kill you!\No, no, hold on a moment! Can we just talk this over?\He's right, Tsugumi. You need to chill out a bit. response:	After school, on the schoolyard.
context: We'll battle for Mistress!\I challenge you to a duel!\When you prove you have what it takes to defeat me, then I will acknowledge you as worthy of her.\However, if it is I who defeats you,\I will show you horrors worse than hell, and then... I'll kill you!\No, no, hold on a moment! Can we just talk this over?\He's right, Tsugumi. You need to chill out a bit.\After school, on the schoolyard. response:	Be there, or I'll come kill you.
context: I challenge you to a duel!\When you prove you have what it takes to defeat me, then I will acknowledge you as worthy of her.\However, if it is I who defeats you,\I will show you horrors worse than hell, and then... I'll kill you!\No, no, hold on a moment! Can we just talk this over?\He's right, Tsugumi. You need to chill out a bit.\After school, on the schoolyard.\Be there, or I'll come kill you. response:	Wh-What now?
context: When you prove you have what it takes to defeat me, then I will acknowledge you as worthy of her.\However, if it is I who defeats you,\I will show you horrors worse than hell, and then... I'll kill you!\No, no, hold on a moment! Can we just talk this over?\He's right, Tsugumi. You need to chill out a bit.\After school, on the schoolyard.\Be there, or I'll come kill you.\Wh-What now? response:	Oh, for Pete's sake!
context: However, if it is I who defeats you,\I will show you horrors worse than hell, and then... I'll kill you!\No, no, hold on a moment! Can we just talk this over?\He's right, Tsugumi. You need to chill out a bit.\After school, on the schoolyard.\Be there, or I'll come kill you.\Wh-What now?\Oh, for Pete's sake! response:	I was hoping things wouldn't turn out like this!
context: I will show you horrors worse than hell, and then... I'll kill you!\No, no, hold on a moment! Can we just talk this over?\He's right, Tsugumi. You need to chill out a bit.\After school, on the schoolyard.\Be there, or I'll come kill you.\Wh-What now?\Oh, for Pete's sake!\I was hoping things wouldn't turn out like this! response:	Wait, you knew Tsugumi was going to do this?
context: No, no, hold on a moment! Can we just talk this over?\He's right, Tsugumi. You need to chill out a bit.\After school, on the schoolyard.\Be there, or I'll come kill you.\Wh-What now?\Oh, for Pete's sake!\I was hoping things wouldn't turn out like this!\Wait, you knew Tsugumi was going to do this? response:	Of course I knew! Wasn't it obvious?
context: He's right, Tsugumi. You need to chill out a bit.\After school, on the schoolyard.\Be there, or I'll come kill you.\Wh-What now?\Oh, for Pete's sake!\I was hoping things wouldn't turn out like this!\Wait, you knew Tsugumi was going to do this?\Of course I knew! Wasn't it obvious? response:	I bet it was Claude who set all this up.
context: After school, on the schoolyard.\Be there, or I'll come kill you.\Wh-What now?\Oh, for Pete's sake!\I was hoping things wouldn't turn out like this!\Wait, you knew Tsugumi was going to do this?\Of course I knew! Wasn't it obvious?\I bet it was Claude who set all this up. response:	Tsugumi was adopted by Claude as a child...
context: Be there, or I'll come kill you.\Wh-What now?\Oh, for Pete's sake!\I was hoping things wouldn't turn out like this!\Wait, you knew Tsugumi was going to do this?\Of course I knew! Wasn't it obvious?\I bet it was Claude who set all this up.\Tsugumi was adopted by Claude as a child... response:	and was put through specialized training and placed into elite classes for prodigies,
context: Wh-What now?\Oh, for Pete's sake!\I was hoping things wouldn't turn out like this!\Wait, you knew Tsugumi was going to do this?\Of course I knew! Wasn't it obvious?\I bet it was Claude who set all this up.\Tsugumi was adopted by Claude as a child...\and was put through specialized training and placed into elite classes for prodigies, response:	all to become a top-class hitman.
context: Oh, for Pete's sake!\I was hoping things wouldn't turn out like this!\Wait, you knew Tsugumi was going to do this?\Of course I knew! Wasn't it obvious?\I bet it was Claude who set all this up.\Tsugumi was adopted by Claude as a child...\and was put through specialized training and placed into elite classes for prodigies,\all to become a top-class hitman. response:	Hitman?
context: I was hoping things wouldn't turn out like this!\Wait, you knew Tsugumi was going to do this?\Of course I knew! Wasn't it obvious?\I bet it was Claude who set all this up.\Tsugumi was adopted by Claude as a child...\and was put through specialized training and placed into elite classes for prodigies,\all to become a top-class hitman.\Hitman? response:	You know, a few years ago some thugs tried to hit on me,
context: Wait, you knew Tsugumi was going to do this?\Of course I knew! Wasn't it obvious?\I bet it was Claude who set all this up.\Tsugumi was adopted by Claude as a child...\and was put through specialized training and placed into elite classes for prodigies,\all to become a top-class hitman.\Hitman?\You know, a few years ago some thugs tried to hit on me, response:	and Tsugumi tore them and their whole organization to shreds! That's how talented this kid is!
context: Of course I knew! Wasn't it obvious?\I bet it was Claude who set all this up.\Tsugumi was adopted by Claude as a child...\and was put through specialized training and placed into elite classes for prodigies,\all to become a top-class hitman.\Hitman?\You know, a few years ago some thugs tried to hit on me,\and Tsugumi tore them and their whole organization to shreds! That's how talented this kid is! response:	Singlehandedly, of course.
context: I bet it was Claude who set all this up.\Tsugumi was adopted by Claude as a child...\and was put through specialized training and placed into elite classes for prodigies,\all to become a top-class hitman.\Hitman?\You know, a few years ago some thugs tried to hit on me,\and Tsugumi tore them and their whole organization to shreds! That's how talented this kid is!\Singlehandedly, of course. response:	The whole organization, you say?
context: Tsugumi was adopted by Claude as a child...\and was put through specialized training and placed into elite classes for prodigies,\all to become a top-class hitman.\Hitman?\You know, a few years ago some thugs tried to hit on me,\and Tsugumi tore them and their whole organization to shreds! That's how talented this kid is!\Singlehandedly, of course.\The whole organization, you say? response:	I-I never heard anything about this!
context: and was put through specialized training and placed into elite classes for prodigies,\all to become a top-class hitman.\Hitman?\You know, a few years ago some thugs tried to hit on me,\and Tsugumi tore them and their whole organization to shreds! That's how talented this kid is!\Singlehandedly, of course.\The whole organization, you say?\I-I never heard anything about this! response:	Isn't there some way explain the situation, so that Tsugumi'll back off?
context: all to become a top-class hitman.\Hitman?\You know, a few years ago some thugs tried to hit on me,\and Tsugumi tore them and their whole organization to shreds! That's how talented this kid is!\Singlehandedly, of course.\The whole organization, you say?\I-I never heard anything about this!\Isn't there some way explain the situation, so that Tsugumi'll back off? response:	That's not happening.
context: Hitman?\You know, a few years ago some thugs tried to hit on me,\and Tsugumi tore them and their whole organization to shreds! That's how talented this kid is!\Singlehandedly, of course.\The whole organization, you say?\I-I never heard anything about this!\Isn't there some way explain the situation, so that Tsugumi'll back off?\That's not happening. response:	Once Tsugumi gets going, it's too late.
context: You know, a few years ago some thugs tried to hit on me,\and Tsugumi tore them and their whole organization to shreds! That's how talented this kid is!\Singlehandedly, of course.\The whole organization, you say?\I-I never heard anything about this!\Isn't there some way explain the situation, so that Tsugumi'll back off?\That's not happening.\Once Tsugumi gets going, it's too late. response:	What do you suggest we do then?
