context: OP response:	OP
context: What is it that you fear?\ThThat I dddont know what lies at the eend of\What do you truly fear?\Really, its that Ill lose all my mmmoney, and Ill become a penniless beggar!\WWait\Oh no, my precious goldfish!\I built an aquarium in the ship to carry them all this way!\What do you fear most? response:	I fear nothing in this world.
context: ThThat I dddont know what lies at the eend of\What do you truly fear?\Really, its that Ill lose all my mmmoney, and Ill become a penniless beggar!\WWait\Oh no, my precious goldfish!\I built an aquarium in the ship to carry them all this way!\What do you fear most?\I fear nothing in this world. response:	Since I inherited this sword, I have spilled the blood of a hundred men.
context: What do you truly fear?\Really, its that Ill lose all my mmmoney, and Ill become a penniless beggar!\WWait\Oh no, my precious goldfish!\I built an aquarium in the ship to carry them all this way!\What do you fear most?\I fear nothing in this world.\Since I inherited this sword, I have spilled the blood of a hundred men. response:	Hes nothing but a murderer.
context: Really, its that Ill lose all my mmmoney, and Ill become a penniless beggar!\WWait\Oh no, my precious goldfish!\I built an aquarium in the ship to carry them all this way!\What do you fear most?\I fear nothing in this world.\Since I inherited this sword, I have spilled the blood of a hundred men.\Hes nothing but a murderer. response:	Ive always wanted to kill an Ayakashi.
context: WWait\Oh no, my precious goldfish!\I built an aquarium in the ship to carry them all this way!\What do you fear most?\I fear nothing in this world.\Since I inherited this sword, I have spilled the blood of a hundred men.\Hes nothing but a murderer.\Ive always wanted to kill an Ayakashi. response:	Thats impossible.
context: Oh no, my precious goldfish!\I built an aquarium in the ship to carry them all this way!\What do you fear most?\I fear nothing in this world.\Since I inherited this sword, I have spilled the blood of a hundred men.\Hes nothing but a murderer.\Ive always wanted to kill an Ayakashi.\Thats impossible. response:	Sasaki Hyouei,
context: I built an aquarium in the ship to carry them all this way!\What do you fear most?\I fear nothing in this world.\Since I inherited this sword, I have spilled the blood of a hundred men.\Hes nothing but a murderer.\Ive always wanted to kill an Ayakashi.\Thats impossible.\Sasaki Hyouei, response:	how dare you kill me.
context: What do you fear most?\I fear nothing in this world.\Since I inherited this sword, I have spilled the blood of a hundred men.\Hes nothing but a murderer.\Ive always wanted to kill an Ayakashi.\Thats impossible.\Sasaki Hyouei,\how dare you kill me. response:	Hyouei-san
context: I fear nothing in this world.\Since I inherited this sword, I have spilled the blood of a hundred men.\Hes nothing but a murderer.\Ive always wanted to kill an Ayakashi.\Thats impossible.\Sasaki Hyouei,\how dare you kill me.\Hyouei-san response:	Youre all dead! Youre dead!
context: Since I inherited this sword, I have spilled the blood of a hundred men.\Hes nothing but a murderer.\Ive always wanted to kill an Ayakashi.\Thats impossible.\Sasaki Hyouei,\how dare you kill me.\Hyouei-san\Youre all dead! Youre dead! response:	You killed us all, Sasaki Hyouei!
context: Hes nothing but a murderer.\Ive always wanted to kill an Ayakashi.\Thats impossible.\Sasaki Hyouei,\how dare you kill me.\Hyouei-san\Youre all dead! Youre dead!\You killed us all, Sasaki Hyouei! response:	Leave me be!
context: Ive always wanted to kill an Ayakashi.\Thats impossible.\Sasaki Hyouei,\how dare you kill me.\Hyouei-san\Youre all dead! Youre dead!\You killed us all, Sasaki Hyouei!\Leave me be! response:	I didnt do it!
context: Thats impossible.\Sasaki Hyouei,\how dare you kill me.\Hyouei-san\Youre all dead! Youre dead!\You killed us all, Sasaki Hyouei!\Leave me be!\I didnt do it! response:	IIt was my sword! I just want to get to Edo!
context: Sasaki Hyouei,\how dare you kill me.\Hyouei-san\Youre all dead! Youre dead!\You killed us all, Sasaki Hyouei!\Leave me be!\I didnt do it!\IIt was my sword! I just want to get to Edo! response:	Mr. Samurai!
context: how dare you kill me.\Hyouei-san\Youre all dead! Youre dead!\You killed us all, Sasaki Hyouei!\Leave me be!\I didnt do it!\IIt was my sword! I just want to get to Edo!\Mr. Samurai! response:	I suppose that means he was lying when he said he feared nothing.
context: Hyouei-san\Youre all dead! Youre dead!\You killed us all, Sasaki Hyouei!\Leave me be!\I didnt do it!\IIt was my sword! I just want to get to Edo!\Mr. Samurai!\I suppose that means he was lying when he said he feared nothing. response:	He must always have been afraid of those he killed in the past.
context: Youre all dead! Youre dead!\You killed us all, Sasaki Hyouei!\Leave me be!\I didnt do it!\IIt was my sword! I just want to get to Edo!\Mr. Samurai!\I suppose that means he was lying when he said he feared nothing.\He must always have been afraid of those he killed in the past. response:	Do you go crazy if you lie to it?
context: You killed us all, Sasaki Hyouei!\Leave me be!\I didnt do it!\IIt was my sword! I just want to get to Edo!\Mr. Samurai!\I suppose that means he was lying when he said he feared nothing.\He must always have been afraid of those he killed in the past.\Do you go crazy if you lie to it? response:	Do you become like them?
context: Leave me be!\I didnt do it!\IIt was my sword! I just want to get to Edo!\Mr. Samurai!\I suppose that means he was lying when he said he feared nothing.\He must always have been afraid of those he killed in the past.\Do you go crazy if you lie to it?\Do you become like them? response:	Judging from their expressions, youre shown all your worst fears.
context: I didnt do it!\IIt was my sword! I just want to get to Edo!\Mr. Samurai!\I suppose that means he was lying when he said he feared nothing.\He must always have been afraid of those he killed in the past.\Do you go crazy if you lie to it?\Do you become like them?\Judging from their expressions, youre shown all your worst fears. response:	Then its the same whether you lie or tell the truth!
context: IIt was my sword! I just want to get to Edo!\Mr. Samurai!\I suppose that means he was lying when he said he feared nothing.\He must always have been afraid of those he killed in the past.\Do you go crazy if you lie to it?\Do you become like them?\Judging from their expressions, youre shown all your worst fears.\Then its the same whether you lie or tell the truth! response:	What should I do?
context: Mr. Samurai!\I suppose that means he was lying when he said he feared nothing.\He must always have been afraid of those he killed in the past.\Do you go crazy if you lie to it?\Do you become like them?\Judging from their expressions, youre shown all your worst fears.\Then its the same whether you lie or tell the truth!\What should I do? response:	If the problem lies within you, no-one else can help.
context: I suppose that means he was lying when he said he feared nothing.\He must always have been afraid of those he killed in the past.\Do you go crazy if you lie to it?\Do you become like them?\Judging from their expressions, youre shown all your worst fears.\Then its the same whether you lie or tell the truth!\What should I do?\If the problem lies within you, no-one else can help. response:	Thats so weird.
context: He must always have been afraid of those he killed in the past.\Do you go crazy if you lie to it?\Do you become like them?\Judging from their expressions, youre shown all your worst fears.\Then its the same whether you lie or tell the truth!\What should I do?\If the problem lies within you, no-one else can help.\Thats so weird. response:	Woman!
context: Do you go crazy if you lie to it?\Do you become like them?\Judging from their expressions, youre shown all your worst fears.\Then its the same whether you lie or tell the truth!\What should I do?\If the problem lies within you, no-one else can help.\Thats so weird.\Woman! response:	What do you fear most?
context: Do you become like them?\Judging from their expressions, youre shown all your worst fears.\Then its the same whether you lie or tell the truth!\What should I do?\If the problem lies within you, no-one else can help.\Thats so weird.\Woman!\What do you fear most? response:	OOh dear, right now I fear you the most!
context: Judging from their expressions, youre shown all your worst fears.\Then its the same whether you lie or tell the truth!\What should I do?\If the problem lies within you, no-one else can help.\Thats so weird.\Woman!\What do you fear most?\OOh dear, right now I fear you the most! response:	I wonder, though. What do I really fear most?
context: Then its the same whether you lie or tell the truth!\What should I do?\If the problem lies within you, no-one else can help.\Thats so weird.\Woman!\What do you fear most?\OOh dear, right now I fear you the most!\I wonder, though. What do I really fear most? response:	Tell me!
context: What should I do?\If the problem lies within you, no-one else can help.\Thats so weird.\Woman!\What do you fear most?\OOh dear, right now I fear you the most!\I wonder, though. What do I really fear most?\Tell me! response:	DDont rush me!
context: If the problem lies within you, no-one else can help.\Thats so weird.\Woman!\What do you fear most?\OOh dear, right now I fear you the most!\I wonder, though. What do I really fear most?\Tell me!\DDont rush me! response:	Um, Ive never really been in love, even.
context: Thats so weird.\Woman!\What do you fear most?\OOh dear, right now I fear you the most!\I wonder, though. What do I really fear most?\Tell me!\DDont rush me!\Um, Ive never really been in love, even. response:	I should have so many wonderful experiences ahead of me.
context: Woman!\What do you fear most?\OOh dear, right now I fear you the most!\I wonder, though. What do I really fear most?\Tell me!\DDont rush me!\Um, Ive never really been in love, even.\I should have so many wonderful experiences ahead of me. response:	Ill marry a wonderful guy, and have a bunch of cute children
context: What do you fear most?\OOh dear, right now I fear you the most!\I wonder, though. What do I really fear most?\Tell me!\DDont rush me!\Um, Ive never really been in love, even.\I should have so many wonderful experiences ahead of me.\Ill marry a wonderful guy, and have a bunch of cute children response:	But, I suppose what I fear most is that Ill die without ever having done any of that.
context: OOh dear, right now I fear you the most!\I wonder, though. What do I really fear most?\Tell me!\DDont rush me!\Um, Ive never really been in love, even.\I should have so many wonderful experiences ahead of me.\Ill marry a wonderful guy, and have a bunch of cute children\But, I suppose what I fear most is that Ill die without ever having done any of that. response:	NNo!
context: I wonder, though. What do I really fear most?\Tell me!\DDont rush me!\Um, Ive never really been in love, even.\I should have so many wonderful experiences ahead of me.\Ill marry a wonderful guy, and have a bunch of cute children\But, I suppose what I fear most is that Ill die without ever having done any of that.\NNo! response:	I dont want to get married! I dont want to have a baby like that!
context: Tell me!\DDont rush me!\Um, Ive never really been in love, even.\I should have so many wonderful experiences ahead of me.\Ill marry a wonderful guy, and have a bunch of cute children\But, I suppose what I fear most is that Ill die without ever having done any of that.\NNo!\I dont want to get married! I dont want to have a baby like that! response:	Calm yourself.
context: DDont rush me!\Um, Ive never really been in love, even.\I should have so many wonderful experiences ahead of me.\Ill marry a wonderful guy, and have a bunch of cute children\But, I suppose what I fear most is that Ill die without ever having done any of that.\NNo!\I dont want to get married! I dont want to have a baby like that!\Calm yourself. response:	All the Umizatou shows you is an illusion.
context: Um, Ive never really been in love, even.\I should have so many wonderful experiences ahead of me.\Ill marry a wonderful guy, and have a bunch of cute children\But, I suppose what I fear most is that Ill die without ever having done any of that.\NNo!\I dont want to get married! I dont want to have a baby like that!\Calm yourself.\All the Umizatou shows you is an illusion. response:	It is merely a bad dream.
context: I should have so many wonderful experiences ahead of me.\Ill marry a wonderful guy, and have a bunch of cute children\But, I suppose what I fear most is that Ill die without ever having done any of that.\NNo!\I dont want to get married! I dont want to have a baby like that!\Calm yourself.\All the Umizatou shows you is an illusion.\It is merely a bad dream. response:	Your true self does not change.
context: Ill marry a wonderful guy, and have a bunch of cute children\But, I suppose what I fear most is that Ill die without ever having done any of that.\NNo!\I dont want to get married! I dont want to have a baby like that!\Calm yourself.\All the Umizatou shows you is an illusion.\It is merely a bad dream.\Your true self does not change. response:	Mr. Medicine Seller
context: But, I suppose what I fear most is that Ill die without ever having done any of that.\NNo!\I dont want to get married! I dont want to have a baby like that!\Calm yourself.\All the Umizatou shows you is an illusion.\It is merely a bad dream.\Your true self does not change.\Mr. Medicine Seller response:	I suppose Im next.
context: NNo!\I dont want to get married! I dont want to have a baby like that!\Calm yourself.\All the Umizatou shows you is an illusion.\It is merely a bad dream.\Your true self does not change.\Mr. Medicine Seller\I suppose Im next. response:	What do you fear most?
context: I dont want to get married! I dont want to have a baby like that!\Calm yourself.\All the Umizatou shows you is an illusion.\It is merely a bad dream.\Your true self does not change.\Mr. Medicine Seller\I suppose Im next.\What do you fear most? response:	II
context: Calm yourself.\All the Umizatou shows you is an illusion.\It is merely a bad dream.\Your true self does not change.\Mr. Medicine Seller\I suppose Im next.\What do you fear most?\II response:	What I fear most is
context: All the Umizatou shows you is an illusion.\It is merely a bad dream.\Your true self does not change.\Mr. Medicine Seller\I suppose Im next.\What do you fear most?\II\What I fear most is response:	PPPastries!
context: It is merely a bad dream.\Your true self does not change.\Mr. Medicine Seller\I suppose Im next.\What do you fear most?\II\What I fear most is\PPPastries! response:	Im afraid of pastries.
context: Your true self does not change.\Mr. Medicine Seller\I suppose Im next.\What do you fear most?\II\What I fear most is\PPPastries!\Im afraid of pastries. response:	Hes just lying.
context: Mr. Medicine Seller\I suppose Im next.\What do you fear most?\II\What I fear most is\PPPastries!\Im afraid of pastries.\Hes just lying. response:	Look at this!
context: I suppose Im next.\What do you fear most?\II\What I fear most is\PPPastries!\Im afraid of pastries.\Hes just lying.\Look at this! response:	Its so plump and delici
context: What do you fear most?\II\What I fear most is\PPPastries!\Im afraid of pastries.\Hes just lying.\Look at this!\Its so plump and delici response:	I wonder what hes seeing.
context: II\What I fear most is\PPPastries!\Im afraid of pastries.\Hes just lying.\Look at this!\Its so plump and delici\I wonder what hes seeing. response:	Maybe I dont want to know.
context: What I fear most is\PPPastries!\Im afraid of pastries.\Hes just lying.\Look at this!\Its so plump and delici\I wonder what hes seeing.\Maybe I dont want to know. response:	Now then, of the three of us, who will have to answer the Umizatou next?
context: PPPastries!\Im afraid of pastries.\Hes just lying.\Look at this!\Its so plump and delici\I wonder what hes seeing.\Maybe I dont want to know.\Now then, of the three of us, who will have to answer the Umizatou next? response:	Ask me. I will answer.
context: Im afraid of pastries.\Hes just lying.\Look at this!\Its so plump and delici\I wonder what hes seeing.\Maybe I dont want to know.\Now then, of the three of us, who will have to answer the Umizatou next?\Ask me. I will answer. response:	What is it that you fear most?
context: Hes just lying.\Look at this!\Its so plump and delici\I wonder what hes seeing.\Maybe I dont want to know.\Now then, of the three of us, who will have to answer the Umizatou next?\Ask me. I will answer.\What is it that you fear most? response:	What I fear most is
context: Look at this!\Its so plump and delici\I wonder what hes seeing.\Maybe I dont want to know.\Now then, of the three of us, who will have to answer the Umizatou next?\Ask me. I will answer.\What is it that you fear most?\What I fear most is response:	the knowledge that the edge of this world exists without Form, Truth or Regret.
context: Its so plump and delici\I wonder what hes seeing.\Maybe I dont want to know.\Now then, of the three of us, who will have to answer the Umizatou next?\Ask me. I will answer.\What is it that you fear most?\What I fear most is\the knowledge that the edge of this world exists without Form, Truth or Regret. response:	Mr. Medicine Seller?
context: I wonder what hes seeing.\Maybe I dont want to know.\Now then, of the three of us, who will have to answer the Umizatou next?\Ask me. I will answer.\What is it that you fear most?\What I fear most is\the knowledge that the edge of this world exists without Form, Truth or Regret.\Mr. Medicine Seller? response:	The Mononokes Sea, where the Ayakashi roam
context: Maybe I dont want to know.\Now then, of the three of us, who will have to answer the Umizatou next?\Ask me. I will answer.\What is it that you fear most?\What I fear most is\the knowledge that the edge of this world exists without Form, Truth or Regret.\Mr. Medicine Seller?\The Mononokes Sea, where the Ayakashi roam response:	Why was this ship sent to this sea?
context: Now then, of the three of us, who will have to answer the Umizatou next?\Ask me. I will answer.\What is it that you fear most?\What I fear most is\the knowledge that the edge of this world exists without Form, Truth or Regret.\Mr. Medicine Seller?\The Mononokes Sea, where the Ayakashi roam\Why was this ship sent to this sea? response:	Let me ask you.
context: Ask me. I will answer.\What is it that you fear most?\What I fear most is\the knowledge that the edge of this world exists without Form, Truth or Regret.\Mr. Medicine Seller?\The Mononokes Sea, where the Ayakashi roam\Why was this ship sent to this sea?\Let me ask you. response:	II
context: What is it that you fear most?\What I fear most is\the knowledge that the edge of this world exists without Form, Truth or Regret.\Mr. Medicine Seller?\The Mononokes Sea, where the Ayakashi roam\Why was this ship sent to this sea?\Let me ask you.\II response:	What do you truly fear?
context: What I fear most is\the knowledge that the edge of this world exists without Form, Truth or Regret.\Mr. Medicine Seller?\The Mononokes Sea, where the Ayakashi roam\Why was this ship sent to this sea?\Let me ask you.\II\What do you truly fear? response:	WhWhat I truly fear is
context: the knowledge that the edge of this world exists without Form, Truth or Regret.\Mr. Medicine Seller?\The Mononokes Sea, where the Ayakashi roam\Why was this ship sent to this sea?\Let me ask you.\II\What do you truly fear?\WhWhat I truly fear is response:	What I truly fear is
context: Mr. Medicine Seller?\The Mononokes Sea, where the Ayakashi roam\Why was this ship sent to this sea?\Let me ask you.\II\What do you truly fear?\WhWhat I truly fear is\What I truly fear is response:	Genkei-sama.
context: The Mononokes Sea, where the Ayakashi roam\Why was this ship sent to this sea?\Let me ask you.\II\What do you truly fear?\WhWhat I truly fear is\What I truly fear is\Genkei-sama. response:	Eh?
context: Why was this ship sent to this sea?\Let me ask you.\II\What do you truly fear?\WhWhat I truly fear is\What I truly fear is\Genkei-sama.\Eh? response:	Genkei-sama is a wonderful master,
context: Let me ask you.\II\What do you truly fear?\WhWhat I truly fear is\What I truly fear is\Genkei-sama.\Eh?\Genkei-sama is a wonderful master, response:	but so many unusual things have happened on this trip to Edo.
context: II\What do you truly fear?\WhWhat I truly fear is\What I truly fear is\Genkei-sama.\Eh?\Genkei-sama is a wonderful master,\but so many unusual things have happened on this trip to Edo. response:	That is true.
context: What do you truly fear?\WhWhat I truly fear is\What I truly fear is\Genkei-sama.\Eh?\Genkei-sama is a wonderful master,\but so many unusual things have happened on this trip to Edo.\That is true. response:	We were chanting all night, but then
context: WhWhat I truly fear is\What I truly fear is\Genkei-sama.\Eh?\Genkei-sama is a wonderful master,\but so many unusual things have happened on this trip to Edo.\That is true.\We were chanting all night, but then response:	Sougen.
context: What I truly fear is\Genkei-sama.\Eh?\Genkei-sama is a wonderful master,\but so many unusual things have happened on this trip to Edo.\That is true.\We were chanting all night, but then\Sougen. response:	YYes, Genkei-sama?
context: Genkei-sama.\Eh?\Genkei-sama is a wonderful master,\but so many unusual things have happened on this trip to Edo.\That is true.\We were chanting all night, but then\Sougen.\YYes, Genkei-sama? response:	Are you feeling seasick, after this long journey?
context: Eh?\Genkei-sama is a wonderful master,\but so many unusual things have happened on this trip to Edo.\That is true.\We were chanting all night, but then\Sougen.\YYes, Genkei-sama?\Are you feeling seasick, after this long journey? response:	No, I
context: Genkei-sama is a wonderful master,\but so many unusual things have happened on this trip to Edo.\That is true.\We were chanting all night, but then\Sougen.\YYes, Genkei-sama?\Are you feeling seasick, after this long journey?\No, I response:	If you are, then go get some fresh air.
context: but so many unusual things have happened on this trip to Edo.\That is true.\We were chanting all night, but then\Sougen.\YYes, Genkei-sama?\Are you feeling seasick, after this long journey?\No, I\If you are, then go get some fresh air. response:	Get some fresh air.
context: That is true.\We were chanting all night, but then\Sougen.\YYes, Genkei-sama?\Are you feeling seasick, after this long journey?\No, I\If you are, then go get some fresh air.\Get some fresh air. response:	I understand.
context: We were chanting all night, but then\Sougen.\YYes, Genkei-sama?\Are you feeling seasick, after this long journey?\No, I\If you are, then go get some fresh air.\Get some fresh air.\I understand. response:	I see.
context: Sougen.\YYes, Genkei-sama?\Are you feeling seasick, after this long journey?\No, I\If you are, then go get some fresh air.\Get some fresh air.\I understand.\I see. response:	I had failed him,
context: YYes, Genkei-sama?\Are you feeling seasick, after this long journey?\No, I\If you are, then go get some fresh air.\Get some fresh air.\I understand.\I see.\I had failed him, response:	and I left.
context: Are you feeling seasick, after this long journey?\No, I\If you are, then go get some fresh air.\Get some fresh air.\I understand.\I see.\I had failed him,\and I left. response:	My master was the only one
context: No, I\If you are, then go get some fresh air.\Get some fresh air.\I understand.\I see.\I had failed him,\and I left.\My master was the only one response:	who could have placed the magnet near the compass.
context: If you are, then go get some fresh air.\Get some fresh air.\I understand.\I see.\I had failed him,\and I left.\My master was the only one\who could have placed the magnet near the compass. response:	Why did you do that?
context: Get some fresh air.\I understand.\I see.\I had failed him,\and I left.\My master was the only one\who could have placed the magnet near the compass.\Why did you do that? response:	I did not want to involve you all,
context: I understand.\I see.\I had failed him,\and I left.\My master was the only one\who could have placed the magnet near the compass.\Why did you do that?\I did not want to involve you all, response:	but no ship dared take me to the Dragons Triangle, no matter how I pleaded.
context: I see.\I had failed him,\and I left.\My master was the only one\who could have placed the magnet near the compass.\Why did you do that?\I did not want to involve you all,\but no ship dared take me to the Dragons Triangle, no matter how I pleaded. response:	You are trembling.
context: I had failed him,\and I left.\My master was the only one\who could have placed the magnet near the compass.\Why did you do that?\I did not want to involve you all,\but no ship dared take me to the Dragons Triangle, no matter how I pleaded.\You are trembling. response:	Why would you want to come here so badly, though it terrifies you so?
context: and I left.\My master was the only one\who could have placed the magnet near the compass.\Why did you do that?\I did not want to involve you all,\but no ship dared take me to the Dragons Triangle, no matter how I pleaded.\You are trembling.\Why would you want to come here so badly, though it terrifies you so? response:	Umizatou, ask your question!
context: My master was the only one\who could have placed the magnet near the compass.\Why did you do that?\I did not want to involve you all,\but no ship dared take me to the Dragons Triangle, no matter how I pleaded.\You are trembling.\Why would you want to come here so badly, though it terrifies you so?\Umizatou, ask your question! response:	What do you fear?
context: who could have placed the magnet near the compass.\Why did you do that?\I did not want to involve you all,\but no ship dared take me to the Dragons Triangle, no matter how I pleaded.\You are trembling.\Why would you want to come here so badly, though it terrifies you so?\Umizatou, ask your question!\What do you fear? response:	What is it?
context: Why did you do that?\I did not want to involve you all,\but no ship dared take me to the Dragons Triangle, no matter how I pleaded.\You are trembling.\Why would you want to come here so badly, though it terrifies you so?\Umizatou, ask your question!\What do you fear?\What is it? response:	Hes been waiting for this.
context: I did not want to involve you all,\but no ship dared take me to the Dragons Triangle, no matter how I pleaded.\You are trembling.\Why would you want to come here so badly, though it terrifies you so?\Umizatou, ask your question!\What do you fear?\What is it?\Hes been waiting for this. response:	For fifty years, I have trembled in fear every time Ive thought of it.
context: but no ship dared take me to the Dragons Triangle, no matter how I pleaded.\You are trembling.\Why would you want to come here so badly, though it terrifies you so?\Umizatou, ask your question!\What do you fear?\What is it?\Hes been waiting for this.\For fifty years, I have trembled in fear every time Ive thought of it. response:	It is within this sea.
context: You are trembling.\Why would you want to come here so badly, though it terrifies you so?\Umizatou, ask your question!\What do you fear?\What is it?\Hes been waiting for this.\For fifty years, I have trembled in fear every time Ive thought of it.\It is within this sea. response:	It has wandered this sea constantly, and even changed it, that the Ayakashi might swarm to it.
context: Why would you want to come here so badly, though it terrifies you so?\Umizatou, ask your question!\What do you fear?\What is it?\Hes been waiting for this.\For fifty years, I have trembled in fear every time Ive thought of it.\It is within this sea.\It has wandered this sea constantly, and even changed it, that the Ayakashi might swarm to it. response:	What is it?
context: Umizatou, ask your question!\What do you fear?\What is it?\Hes been waiting for this.\For fifty years, I have trembled in fear every time Ive thought of it.\It is within this sea.\It has wandered this sea constantly, and even changed it, that the Ayakashi might swarm to it.\What is it? response:	It is
context: What do you fear?\What is it?\Hes been waiting for this.\For fifty years, I have trembled in fear every time Ive thought of it.\It is within this sea.\It has wandered this sea constantly, and even changed it, that the Ayakashi might swarm to it.\What is it?\It is response:	What made the Ayakashis Sea!
context: What is it?\Hes been waiting for this.\For fifty years, I have trembled in fear every time Ive thought of it.\It is within this sea.\It has wandered this sea constantly, and even changed it, that the Ayakashi might swarm to it.\What is it?\It is\What made the Ayakashis Sea! response:	The
context: Hes been waiting for this.\For fifty years, I have trembled in fear every time Ive thought of it.\It is within this sea.\It has wandered this sea constantly, and even changed it, that the Ayakashi might swarm to it.\What is it?\It is\What made the Ayakashis Sea!\The response:	The Utsurobune on which my sister sailed, fifty years ago.
context: For fifty years, I have trembled in fear every time Ive thought of it.\It is within this sea.\It has wandered this sea constantly, and even changed it, that the Ayakashi might swarm to it.\What is it?\It is\What made the Ayakashis Sea!\The\The Utsurobune on which my sister sailed, fifty years ago. response:	Is the Umizatou gone?
context: It is within this sea.\It has wandered this sea constantly, and even changed it, that the Ayakashi might swarm to it.\What is it?\It is\What made the Ayakashis Sea!\The\The Utsurobune on which my sister sailed, fifty years ago.\Is the Umizatou gone? response:	Whats an Utsurobune?
context: It has wandered this sea constantly, and even changed it, that the Ayakashi might swarm to it.\What is it?\It is\What made the Ayakashis Sea!\The\The Utsurobune on which my sister sailed, fifty years ago.\Is the Umizatou gone?\Whats an Utsurobune? response:	Well, its a sort of ship made by hollowing out a large tree.
context: What is it?\It is\What made the Ayakashis Sea!\The\The Utsurobune on which my sister sailed, fifty years ago.\Is the Umizatou gone?\Whats an Utsurobune?\Well, its a sort of ship made by hollowing out a large tree. response:	Then, the hull is a cave?
context: It is\What made the Ayakashis Sea!\The\The Utsurobune on which my sister sailed, fifty years ago.\Is the Umizatou gone?\Whats an Utsurobune?\Well, its a sort of ship made by hollowing out a large tree.\Then, the hull is a cave? response:	If you get on a ship like that, youll never be able to get out!
context: What made the Ayakashis Sea!\The\The Utsurobune on which my sister sailed, fifty years ago.\Is the Umizatou gone?\Whats an Utsurobune?\Well, its a sort of ship made by hollowing out a large tree.\Then, the hull is a cave?\If you get on a ship like that, youll never be able to get out! response:	Right. You couldnt get out.
context: The\The Utsurobune on which my sister sailed, fifty years ago.\Is the Umizatou gone?\Whats an Utsurobune?\Well, its a sort of ship made by hollowing out a large tree.\Then, the hull is a cave?\If you get on a ship like that, youll never be able to get out!\Right. You couldnt get out. response:	Thats the kind of ship it is.
context: The Utsurobune on which my sister sailed, fifty years ago.\Is the Umizatou gone?\Whats an Utsurobune?\Well, its a sort of ship made by hollowing out a large tree.\Then, the hull is a cave?\If you get on a ship like that, youll never be able to get out!\Right. You couldnt get out.\Thats the kind of ship it is. response:	Eh?
context: Is the Umizatou gone?\Whats an Utsurobune?\Well, its a sort of ship made by hollowing out a large tree.\Then, the hull is a cave?\If you get on a ship like that, youll never be able to get out!\Right. You couldnt get out.\Thats the kind of ship it is.\Eh? response:	Genkei-san, why would your sister get on a ship like that?
context: Whats an Utsurobune?\Well, its a sort of ship made by hollowing out a large tree.\Then, the hull is a cave?\If you get on a ship like that, youll never be able to get out!\Right. You couldnt get out.\Thats the kind of ship it is.\Eh?\Genkei-san, why would your sister get on a ship like that? response:	The sound of chains!
context: Well, its a sort of ship made by hollowing out a large tree.\Then, the hull is a cave?\If you get on a ship like that, youll never be able to get out!\Right. You couldnt get out.\Thats the kind of ship it is.\Eh?\Genkei-san, why would your sister get on a ship like that?\The sound of chains! response:	The chains that bound the Utsurobune!
context: Then, the hull is a cave?\If you get on a ship like that, youll never be able to get out!\Right. You couldnt get out.\Thats the kind of ship it is.\Eh?\Genkei-san, why would your sister get on a ship like that?\The sound of chains!\The chains that bound the Utsurobune! response:	Is that an illusion, too?
context: If you get on a ship like that, youll never be able to get out!\Right. You couldnt get out.\Thats the kind of ship it is.\Eh?\Genkei-san, why would your sister get on a ship like that?\The sound of chains!\The chains that bound the Utsurobune!\Is that an illusion, too? response:	Its the Utsurobune!
context: Right. You couldnt get out.\Thats the kind of ship it is.\Eh?\Genkei-san, why would your sister get on a ship like that?\The sound of chains!\The chains that bound the Utsurobune!\Is that an illusion, too?\Its the Utsurobune! response:	Its not an illusion! I can see it, too!
context: Thats the kind of ship it is.\Eh?\Genkei-san, why would your sister get on a ship like that?\The sound of chains!\The chains that bound the Utsurobune!\Is that an illusion, too?\Its the Utsurobune!\Its not an illusion! I can see it, too! response:	Genkei-sama, what happened fifty years ago?
context: Eh?\Genkei-san, why would your sister get on a ship like that?\The sound of chains!\The chains that bound the Utsurobune!\Is that an illusion, too?\Its the Utsurobune!\Its not an illusion! I can see it, too!\Genkei-sama, what happened fifty years ago? response:	Why did your sister get into that Utsurobune?
context: Genkei-san, why would your sister get on a ship like that?\The sound of chains!\The chains that bound the Utsurobune!\Is that an illusion, too?\Its the Utsurobune!\Its not an illusion! I can see it, too!\Genkei-sama, what happened fifty years ago?\Why did your sister get into that Utsurobune? response:	How can such a small ship make such huge waves?
context: The sound of chains!\The chains that bound the Utsurobune!\Is that an illusion, too?\Its the Utsurobune!\Its not an illusion! I can see it, too!\Genkei-sama, what happened fifty years ago?\Why did your sister get into that Utsurobune?\How can such a small ship make such huge waves? response:	What is this sound?
context: The chains that bound the Utsurobune!\Is that an illusion, too?\Its the Utsurobune!\Its not an illusion! I can see it, too!\Genkei-sama, what happened fifty years ago?\Why did your sister get into that Utsurobune?\How can such a small ship make such huge waves?\What is this sound? response:	Its coming from inside.
context: Is that an illusion, too?\Its the Utsurobune!\Its not an illusion! I can see it, too!\Genkei-sama, what happened fifty years ago?\Why did your sister get into that Utsurobune?\How can such a small ship make such huge waves?\What is this sound?\Its coming from inside. response:	Its a person!
context: Its the Utsurobune!\Its not an illusion! I can see it, too!\Genkei-sama, what happened fifty years ago?\Why did your sister get into that Utsurobune?\How can such a small ship make such huge waves?\What is this sound?\Its coming from inside.\Its a person! response:	Theres someone in there!
context: Its not an illusion! I can see it, too!\Genkei-sama, what happened fifty years ago?\Why did your sister get into that Utsurobune?\How can such a small ship make such huge waves?\What is this sound?\Its coming from inside.\Its a person!\Theres someone in there! response:	Shes been in there for fifty years? Thats impossible!
