context: Ow... response:	Hold still.
context: Ah, it would appear that I have failed to grasp what a Servant is.\By my Command Seal, I order you...\Do not use your Noble Phantasm on me.\I wouldn't want a treacherous witch to stab me in the back!\Witch?\He called me a witch?\Everyone I meet calls me a witch...\Caster is too much for you, then? response:	It isn't a matter of ability, but of trust.
context: By my Command Seal, I order you...\Do not use your Noble Phantasm on me.\I wouldn't want a treacherous witch to stab me in the back!\Witch?\He called me a witch?\Everyone I meet calls me a witch...\Caster is too much for you, then?\It isn't a matter of ability, but of trust. response:	Her sense of values is just too different from ours.
context: Do not use your Noble Phantasm on me.\I wouldn't want a treacherous witch to stab me in the back!\Witch?\He called me a witch?\Everyone I meet calls me a witch...\Caster is too much for you, then?\It isn't a matter of ability, but of trust.\Her sense of values is just too different from ours. response:	She is a woman who can cast magic with a wave of her fingers.
context: I wouldn't want a treacherous witch to stab me in the back!\Witch?\He called me a witch?\Everyone I meet calls me a witch...\Caster is too much for you, then?\It isn't a matter of ability, but of trust.\Her sense of values is just too different from ours.\She is a woman who can cast magic with a wave of her fingers. response:	To her, human life is as worthless as paper.
context: Witch?\He called me a witch?\Everyone I meet calls me a witch...\Caster is too much for you, then?\It isn't a matter of ability, but of trust.\Her sense of values is just too different from ours.\She is a woman who can cast magic with a wave of her fingers.\To her, human life is as worthless as paper. response:	After all, this woman killed her romantic rival by burning her alive in her castle.
context: He called me a witch?\Everyone I meet calls me a witch...\Caster is too much for you, then?\It isn't a matter of ability, but of trust.\Her sense of values is just too different from ours.\She is a woman who can cast magic with a wave of her fingers.\To her, human life is as worthless as paper.\After all, this woman killed her romantic rival by burning her alive in her castle. response:	Trusting her would be crazy.
context: Everyone I meet calls me a witch...\Caster is too much for you, then?\It isn't a matter of ability, but of trust.\Her sense of values is just too different from ours.\She is a woman who can cast magic with a wave of her fingers.\To her, human life is as worthless as paper.\After all, this woman killed her romantic rival by burning her alive in her castle.\Trusting her would be crazy. response:	I see.
context: Caster is too much for you, then?\It isn't a matter of ability, but of trust.\Her sense of values is just too different from ours.\She is a woman who can cast magic with a wave of her fingers.\To her, human life is as worthless as paper.\After all, this woman killed her romantic rival by burning her alive in her castle.\Trusting her would be crazy.\I see. response:	That is how you have interpreted the stories of Princess Medea?
context: It isn't a matter of ability, but of trust.\Her sense of values is just too different from ours.\She is a woman who can cast magic with a wave of her fingers.\To her, human life is as worthless as paper.\After all, this woman killed her romantic rival by burning her alive in her castle.\Trusting her would be crazy.\I see.\That is how you have interpreted the stories of Princess Medea? response:	My job is to accommodate the Masters' wishes, as best I can.
context: Her sense of values is just too different from ours.\She is a woman who can cast magic with a wave of her fingers.\To her, human life is as worthless as paper.\After all, this woman killed her romantic rival by burning her alive in her castle.\Trusting her would be crazy.\I see.\That is how you have interpreted the stories of Princess Medea?\My job is to accommodate the Masters' wishes, as best I can. response:	All the more so if you have the Mages Association's backing.
context: She is a woman who can cast magic with a wave of her fingers.\To her, human life is as worthless as paper.\After all, this woman killed her romantic rival by burning her alive in her castle.\Trusting her would be crazy.\I see.\That is how you have interpreted the stories of Princess Medea?\My job is to accommodate the Masters' wishes, as best I can.\All the more so if you have the Mages Association's backing. response:	Currently, there are five Masters that have been selected by the Grail.
context: To her, human life is as worthless as paper.\After all, this woman killed her romantic rival by burning her alive in her castle.\Trusting her would be crazy.\I see.\That is how you have interpreted the stories of Princess Medea?\My job is to accommodate the Masters' wishes, as best I can.\All the more so if you have the Mages Association's backing.\Currently, there are five Masters that have been selected by the Grail. response:	Two slots remain open.
context: After all, this woman killed her romantic rival by burning her alive in her castle.\Trusting her would be crazy.\I see.\That is how you have interpreted the stories of Princess Medea?\My job is to accommodate the Masters' wishes, as best I can.\All the more so if you have the Mages Association's backing.\Currently, there are five Masters that have been selected by the Grail.\Two slots remain open. response:	I was hoping you'd say that!
context: Trusting her would be crazy.\I see.\That is how you have interpreted the stories of Princess Medea?\My job is to accommodate the Masters' wishes, as best I can.\All the more so if you have the Mages Association's backing.\Currently, there are five Masters that have been selected by the Grail.\Two slots remain open.\I was hoping you'd say that! response:	It's possible for me to make a pact with a different Servant, right?
context: I see.\That is how you have interpreted the stories of Princess Medea?\My job is to accommodate the Masters' wishes, as best I can.\All the more so if you have the Mages Association's backing.\Currently, there are five Masters that have been selected by the Grail.\Two slots remain open.\I was hoping you'd say that!\It's possible for me to make a pact with a different Servant, right? response:	It's never been done, but it is possible.
context: That is how you have interpreted the stories of Princess Medea?\My job is to accommodate the Masters' wishes, as best I can.\All the more so if you have the Mages Association's backing.\Currently, there are five Masters that have been selected by the Grail.\Two slots remain open.\I was hoping you'd say that!\It's possible for me to make a pact with a different Servant, right?\It's never been done, but it is possible. response:	But before that,
context: My job is to accommodate the Masters' wishes, as best I can.\All the more so if you have the Mages Association's backing.\Currently, there are five Masters that have been selected by the Grail.\Two slots remain open.\I was hoping you'd say that!\It's possible for me to make a pact with a different Servant, right?\It's never been done, but it is possible.\But before that, response:	something must be done about the Servant to whom you are currently bound.
context: All the more so if you have the Mages Association's backing.\Currently, there are five Masters that have been selected by the Grail.\Two slots remain open.\I was hoping you'd say that!\It's possible for me to make a pact with a different Servant, right?\It's never been done, but it is possible.\But before that,\something must be done about the Servant to whom you are currently bound. response:	No matter how gifted she is in magic,
context: Currently, there are five Masters that have been selected by the Grail.\Two slots remain open.\I was hoping you'd say that!\It's possible for me to make a pact with a different Servant, right?\It's never been done, but it is possible.\But before that,\something must be done about the Servant to whom you are currently bound.\No matter how gifted she is in magic, response:	she's nothing but a vixen whose only talent is deceiving men.
context: Two slots remain open.\I was hoping you'd say that!\It's possible for me to make a pact with a different Servant, right?\It's never been done, but it is possible.\But before that,\something must be done about the Servant to whom you are currently bound.\No matter how gifted she is in magic,\she's nothing but a vixen whose only talent is deceiving men. response:	I've already laid the groundwork...
context: I was hoping you'd say that!\It's possible for me to make a pact with a different Servant, right?\It's never been done, but it is possible.\But before that,\something must be done about the Servant to whom you are currently bound.\No matter how gifted she is in magic,\she's nothing but a vixen whose only talent is deceiving men.\I've already laid the groundwork... response:	Still, better safe than sorry, Father Kotomine.
context: It's possible for me to make a pact with a different Servant, right?\It's never been done, but it is possible.\But before that,\something must be done about the Servant to whom you are currently bound.\No matter how gifted she is in magic,\she's nothing but a vixen whose only talent is deceiving men.\I've already laid the groundwork...\Still, better safe than sorry, Father Kotomine. response:	I want you to give this to Lancer's Master.
context: It's never been done, but it is possible.\But before that,\something must be done about the Servant to whom you are currently bound.\No matter how gifted she is in magic,\she's nothing but a vixen whose only talent is deceiving men.\I've already laid the groundwork...\Still, better safe than sorry, Father Kotomine.\I want you to give this to Lancer's Master. response:	Fellow participants from the Mages Association owe each other this much, at least.
context: But before that,\something must be done about the Servant to whom you are currently bound.\No matter how gifted she is in magic,\she's nothing but a vixen whose only talent is deceiving men.\I've already laid the groundwork...\Still, better safe than sorry, Father Kotomine.\I want you to give this to Lancer's Master.\Fellow participants from the Mages Association owe each other this much, at least. response:	What is it?
context: something must be done about the Servant to whom you are currently bound.\No matter how gifted she is in magic,\she's nothing but a vixen whose only talent is deceiving men.\I've already laid the groundwork...\Still, better safe than sorry, Father Kotomine.\I want you to give this to Lancer's Master.\Fellow participants from the Mages Association owe each other this much, at least.\What is it? response:	Oh, it's only a contract selling the right to dispose of Caster.
context: No matter how gifted she is in magic,\she's nothing but a vixen whose only talent is deceiving men.\I've already laid the groundwork...\Still, better safe than sorry, Father Kotomine.\I want you to give this to Lancer's Master.\Fellow participants from the Mages Association owe each other this much, at least.\What is it?\Oh, it's only a contract selling the right to dispose of Caster. response:	If she agrees, I'll be rid of Caster without having to waste a Command Seal.
context: she's nothing but a vixen whose only talent is deceiving men.\I've already laid the groundwork...\Still, better safe than sorry, Father Kotomine.\I want you to give this to Lancer's Master.\Fellow participants from the Mages Association owe each other this much, at least.\What is it?\Oh, it's only a contract selling the right to dispose of Caster.\If she agrees, I'll be rid of Caster without having to waste a Command Seal. response:	To Lancer's Master, you say?
context: I've already laid the groundwork...\Still, better safe than sorry, Father Kotomine.\I want you to give this to Lancer's Master.\Fellow participants from the Mages Association owe each other this much, at least.\What is it?\Oh, it's only a contract selling the right to dispose of Caster.\If she agrees, I'll be rid of Caster without having to waste a Command Seal.\To Lancer's Master, you say? response:	What is the meaning of this?
context: Still, better safe than sorry, Father Kotomine.\I want you to give this to Lancer's Master.\Fellow participants from the Mages Association owe each other this much, at least.\What is it?\Oh, it's only a contract selling the right to dispose of Caster.\If she agrees, I'll be rid of Caster without having to waste a Command Seal.\To Lancer's Master, you say?\What is the meaning of this? response:	I took it upon myself to dismantle your workshop.
context: I want you to give this to Lancer's Master.\Fellow participants from the Mages Association owe each other this much, at least.\What is it?\Oh, it's only a contract selling the right to dispose of Caster.\If she agrees, I'll be rid of Caster without having to waste a Command Seal.\To Lancer's Master, you say?\What is the meaning of this?\I took it upon myself to dismantle your workshop. response:	I shall take you to a more suitable place for a fortification.
context: Fellow participants from the Mages Association owe each other this much, at least.\What is it?\Oh, it's only a contract selling the right to dispose of Caster.\If she agrees, I'll be rid of Caster without having to waste a Command Seal.\To Lancer's Master, you say?\What is the meaning of this?\I took it upon myself to dismantle your workshop.\I shall take you to a more suitable place for a fortification. response:	Dismantle, eh?
context: What is it?\Oh, it's only a contract selling the right to dispose of Caster.\If she agrees, I'll be rid of Caster without having to waste a Command Seal.\To Lancer's Master, you say?\What is the meaning of this?\I took it upon myself to dismantle your workshop.\I shall take you to a more suitable place for a fortification.\Dismantle, eh? response:	What about my supplies?
context: Oh, it's only a contract selling the right to dispose of Caster.\If she agrees, I'll be rid of Caster without having to waste a Command Seal.\To Lancer's Master, you say?\What is the meaning of this?\I took it upon myself to dismantle your workshop.\I shall take you to a more suitable place for a fortification.\Dismantle, eh?\What about my supplies? response:	There were still around fifty.
context: If she agrees, I'll be rid of Caster without having to waste a Command Seal.\To Lancer's Master, you say?\What is the meaning of this?\I took it upon myself to dismantle your workshop.\I shall take you to a more suitable place for a fortification.\Dismantle, eh?\What about my supplies?\There were still around fifty. response:	They were unnecessary, so I freed them.
context: To Lancer's Master, you say?\What is the meaning of this?\I took it upon myself to dismantle your workshop.\I shall take you to a more suitable place for a fortification.\Dismantle, eh?\What about my supplies?\There were still around fifty.\They were unnecessary, so I freed them. response:	Then what is this more suitable location?
context: What is the meaning of this?\I took it upon myself to dismantle your workshop.\I shall take you to a more suitable place for a fortification.\Dismantle, eh?\What about my supplies?\There were still around fifty.\They were unnecessary, so I freed them.\Then what is this more suitable location? response:	The heart of this ritual.
context: I took it upon myself to dismantle your workshop.\I shall take you to a more suitable place for a fortification.\Dismantle, eh?\What about my supplies?\There were still around fifty.\They were unnecessary, so I freed them.\Then what is this more suitable location?\The heart of this ritual. response:	The place where the Greater Grail rests.
context: I shall take you to a more suitable place for a fortification.\Dismantle, eh?\What about my supplies?\There were still around fifty.\They were unnecessary, so I freed them.\Then what is this more suitable location?\The heart of this ritual.\The place where the Greater Grail rests. response:	I have located a natural fortress that repels Servants.
context: Dismantle, eh?\What about my supplies?\There were still around fifty.\They were unnecessary, so I freed them.\Then what is this more suitable location?\The heart of this ritual.\The place where the Greater Grail rests.\I have located a natural fortress that repels Servants. response:	If you do as I say, I shall take you there, Master.
context: What about my supplies?\There were still around fifty.\They were unnecessary, so I freed them.\Then what is this more suitable location?\The heart of this ritual.\The place where the Greater Grail rests.\I have located a natural fortress that repels Servants.\If you do as I say, I shall take you there, Master. response:	That won't be necessary.
context: There were still around fifty.\They were unnecessary, so I freed them.\Then what is this more suitable location?\The heart of this ritual.\The place where the Greater Grail rests.\I have located a natural fortress that repels Servants.\If you do as I say, I shall take you there, Master.\That won't be necessary. response:	I no longer require your services, Medea.
context: They were unnecessary, so I freed them.\Then what is this more suitable location?\The heart of this ritual.\The place where the Greater Grail rests.\I have located a natural fortress that repels Servants.\If you do as I say, I shall take you there, Master.\That won't be necessary.\I no longer require your services, Medea. response:	I order you by my Command Seal. Kill yourself, Caster.
context: Then what is this more suitable location?\The heart of this ritual.\The place where the Greater Grail rests.\I have located a natural fortress that repels Servants.\If you do as I say, I shall take you there, Master.\That won't be necessary.\I no longer require your services, Medea.\I order you by my Command Seal. Kill yourself, Caster. response:	What's going on?
context: The heart of this ritual.\The place where the Greater Grail rests.\I have located a natural fortress that repels Servants.\If you do as I say, I shall take you there, Master.\That won't be necessary.\I no longer require your services, Medea.\I order you by my Command Seal. Kill yourself, Caster.\What's going on? response:	It takes more than one?
context: The place where the Greater Grail rests.\I have located a natural fortress that repels Servants.\If you do as I say, I shall take you there, Master.\That won't be necessary.\I no longer require your services, Medea.\I order you by my Command Seal. Kill yourself, Caster.\What's going on?\It takes more than one? response:	I once again order you by my Command Seal. Terminate yourself, Caster!
context: I have located a natural fortress that repels Servants.\If you do as I say, I shall take you there, Master.\That won't be necessary.\I no longer require your services, Medea.\I order you by my Command Seal. Kill yourself, Caster.\What's going on?\It takes more than one?\I once again order you by my Command Seal. Terminate yourself, Caster! response:	What a foolish Master you are!
context: If you do as I say, I shall take you there, Master.\That won't be necessary.\I no longer require your services, Medea.\I order you by my Command Seal. Kill yourself, Caster.\What's going on?\It takes more than one?\I once again order you by my Command Seal. Terminate yourself, Caster!\What a foolish Master you are! response:	Have you forgotten what my Noble Phantasm is?
context: That won't be necessary.\I no longer require your services, Medea.\I order you by my Command Seal. Kill yourself, Caster.\What's going on?\It takes more than one?\I once again order you by my Command Seal. Terminate yourself, Caster!\What a foolish Master you are!\Have you forgotten what my Noble Phantasm is? response:	Rule Breaker...
context: I no longer require your services, Medea.\I order you by my Command Seal. Kill yourself, Caster.\What's going on?\It takes more than one?\I once again order you by my Command Seal. Terminate yourself, Caster!\What a foolish Master you are!\Have you forgotten what my Noble Phantasm is?\Rule Breaker... response:	But I used a Command Seal to forbid you from using it!
context: I order you by my Command Seal. Kill yourself, Caster.\What's going on?\It takes more than one?\I once again order you by my Command Seal. Terminate yourself, Caster!\What a foolish Master you are!\Have you forgotten what my Noble Phantasm is?\Rule Breaker...\But I used a Command Seal to forbid you from using it! response:	Yes, I cannot use it on you.
context: What's going on?\It takes more than one?\I once again order you by my Command Seal. Terminate yourself, Caster!\What a foolish Master you are!\Have you forgotten what my Noble Phantasm is?\Rule Breaker...\But I used a Command Seal to forbid you from using it!\Yes, I cannot use it on you. response:	Instead, I used it on myself to sever my pact with you.
context: It takes more than one?\I once again order you by my Command Seal. Terminate yourself, Caster!\What a foolish Master you are!\Have you forgotten what my Noble Phantasm is?\Rule Breaker...\But I used a Command Seal to forbid you from using it!\Yes, I cannot use it on you.\Instead, I used it on myself to sever my pact with you. response:	I-Impossible!
context: I once again order you by my Command Seal. Terminate yourself, Caster!\What a foolish Master you are!\Have you forgotten what my Noble Phantasm is?\Rule Breaker...\But I used a Command Seal to forbid you from using it!\Yes, I cannot use it on you.\Instead, I used it on myself to sever my pact with you.\I-Impossible! response:	To you Servants, that's tantamount to suicide!
context: What a foolish Master you are!\Have you forgotten what my Noble Phantasm is?\Rule Breaker...\But I used a Command Seal to forbid you from using it!\Yes, I cannot use it on you.\Instead, I used it on myself to sever my pact with you.\I-Impossible!\To you Servants, that's tantamount to suicide! response:	You won't be able to maintain your physical form!
context: Have you forgotten what my Noble Phantasm is?\Rule Breaker...\But I used a Command Seal to forbid you from using it!\Yes, I cannot use it on you.\Instead, I used it on myself to sever my pact with you.\I-Impossible!\To you Servants, that's tantamount to suicide!\You won't be able to maintain your physical form! response:	Yes, but what of it?
context: Rule Breaker...\But I used a Command Seal to forbid you from using it!\Yes, I cannot use it on you.\Instead, I used it on myself to sever my pact with you.\I-Impossible!\To you Servants, that's tantamount to suicide!\You won't be able to maintain your physical form!\Yes, but what of it? response:	You are about to die here, so is that any of your concern?
context: But I used a Command Seal to forbid you from using it!\Yes, I cannot use it on you.\Instead, I used it on myself to sever my pact with you.\I-Impossible!\To you Servants, that's tantamount to suicide!\You won't be able to maintain your physical form!\Yes, but what of it?\You are about to die here, so is that any of your concern? response:	What is this?
context: Yes, I cannot use it on you.\Instead, I used it on myself to sever my pact with you.\I-Impossible!\To you Servants, that's tantamount to suicide!\You won't be able to maintain your physical form!\Yes, but what of it?\You are about to die here, so is that any of your concern?\What is this? response:	What's going on?
context: Instead, I used it on myself to sever my pact with you.\I-Impossible!\To you Servants, that's tantamount to suicide!\You won't be able to maintain your physical form!\Yes, but what of it?\You are about to die here, so is that any of your concern?\What is this?\What's going on? response:	I refuse to go out like this!
context: I-Impossible!\To you Servants, that's tantamount to suicide!\You won't be able to maintain your physical form!\Yes, but what of it?\You are about to die here, so is that any of your concern?\What is this?\What's going on?\I refuse to go out like this! response:	The Grail War hasn't even started...
context: To you Servants, that's tantamount to suicide!\You won't be able to maintain your physical form!\Yes, but what of it?\You are about to die here, so is that any of your concern?\What is this?\What's going on?\I refuse to go out like this!\The Grail War hasn't even started... response:	I haven't fought a single battle!
context: You won't be able to maintain your physical form!\Yes, but what of it?\You are about to die here, so is that any of your concern?\What is this?\What's going on?\I refuse to go out like this!\The Grail War hasn't even started...\I haven't fought a single battle! response:	Not like this!
context: Yes, but what of it?\You are about to die here, so is that any of your concern?\What is this?\What's going on?\I refuse to go out like this!\The Grail War hasn't even started...\I haven't fought a single battle!\Not like this! response:	Yes...
context: You are about to die here, so is that any of your concern?\What is this?\What's going on?\I refuse to go out like this!\The Grail War hasn't even started...\I haven't fought a single battle!\Not like this!\Yes... response:	It is a fitting end for you, a man who desired results before he even began.
context: What is this?\What's going on?\I refuse to go out like this!\The Grail War hasn't even started...\I haven't fought a single battle!\Not like this!\Yes...\It is a fitting end for you, a man who desired results before he even began. response:	You treacherous witch.
context: What's going on?\I refuse to go out like this!\The Grail War hasn't even started...\I haven't fought a single battle!\Not like this!\Yes...\It is a fitting end for you, a man who desired results before he even began.\You treacherous witch. response:	I feel hot...
context: I refuse to go out like this!\The Grail War hasn't even started...\I haven't fought a single battle!\Not like this!\Yes...\It is a fitting end for you, a man who desired results before he even began.\You treacherous witch.\I feel hot... response:	In the end, I'm going to die this way again?
context: The Grail War hasn't even started...\I haven't fought a single battle!\Not like this!\Yes...\It is a fitting end for you, a man who desired results before he even began.\You treacherous witch.\I feel hot...\In the end, I'm going to die this way again? response:	Passed around for others' convenience, exploited...
context: I haven't fought a single battle!\Not like this!\Yes...\It is a fitting end for you, a man who desired results before he even began.\You treacherous witch.\I feel hot...\In the end, I'm going to die this way again?\Passed around for others' convenience, exploited... response:	Reviled as a traitor.
context: Not like this!\Yes...\It is a fitting end for you, a man who desired results before he even began.\You treacherous witch.\I feel hot...\In the end, I'm going to die this way again?\Passed around for others' convenience, exploited...\Reviled as a traitor. response:	All I wanted...
context: Yes...\It is a fitting end for you, a man who desired results before he even began.\You treacherous witch.\I feel hot...\In the end, I'm going to die this way again?\Passed around for others' convenience, exploited...\Reviled as a traitor.\All I wanted... response:	was to return to my homeland...
context: It is a fitting end for you, a man who desired results before he even began.\You treacherous witch.\I feel hot...\In the end, I'm going to die this way again?\Passed around for others' convenience, exploited...\Reviled as a traitor.\All I wanted...\was to return to my homeland... response:	What are you doing there?
context: You treacherous witch.\I feel hot...\In the end, I'm going to die this way again?\Passed around for others' convenience, exploited...\Reviled as a traitor.\All I wanted...\was to return to my homeland...\What are you doing there? response:	You believe such a strange story?
context: I feel hot...\In the end, I'm going to die this way again?\Passed around for others' convenience, exploited...\Reviled as a traitor.\All I wanted...\was to return to my homeland...\What are you doing there?\You believe such a strange story? response:	You don't seem to have a reason to lie.
context: In the end, I'm going to die this way again?\Passed around for others' convenience, exploited...\Reviled as a traitor.\All I wanted...\was to return to my homeland...\What are you doing there?\You believe such a strange story?\You don't seem to have a reason to lie. response:	Or do you have a reason to deceive me?
context: Passed around for others' convenience, exploited...\Reviled as a traitor.\All I wanted...\was to return to my homeland...\What are you doing there?\You believe such a strange story?\You don't seem to have a reason to lie.\Or do you have a reason to deceive me? response:	Rather, it is you who has no reason to help a woman covered in blood.
context: Reviled as a traitor.\All I wanted...\was to return to my homeland...\What are you doing there?\You believe such a strange story?\You don't seem to have a reason to lie.\Or do you have a reason to deceive me?\Rather, it is you who has no reason to help a woman covered in blood. response:	I will not know what sort of person you are until we speak in the morning.
context: All I wanted...\was to return to my homeland...\What are you doing there?\You believe such a strange story?\You don't seem to have a reason to lie.\Or do you have a reason to deceive me?\Rather, it is you who has no reason to help a woman covered in blood.\I will not know what sort of person you are until we speak in the morning. response:	Have you calmed down?
context: was to return to my homeland...\What are you doing there?\You believe such a strange story?\You don't seem to have a reason to lie.\Or do you have a reason to deceive me?\Rather, it is you who has no reason to help a woman covered in blood.\I will not know what sort of person you are until we speak in the morning.\Have you calmed down? response:	In that case, we should begin.
context: What are you doing there?\You believe such a strange story?\You don't seem to have a reason to lie.\Or do you have a reason to deceive me?\Rather, it is you who has no reason to help a woman covered in blood.\I will not know what sort of person you are until we speak in the morning.\Have you calmed down?\In that case, we should begin. response:	Then, you are saying...
context: You believe such a strange story?\You don't seem to have a reason to lie.\Or do you have a reason to deceive me?\Rather, it is you who has no reason to help a woman covered in blood.\I will not know what sort of person you are until we speak in the morning.\Have you calmed down?\In that case, we should begin.\Then, you are saying... response:	You need what you called a vessel, correct?
context: You don't seem to have a reason to lie.\Or do you have a reason to deceive me?\Rather, it is you who has no reason to help a woman covered in blood.\I will not know what sort of person you are until we speak in the morning.\Have you calmed down?\In that case, we should begin.\Then, you are saying...\You need what you called a vessel, correct? response:	I thought your only chance was for me to become your Master.
context: Or do you have a reason to deceive me?\Rather, it is you who has no reason to help a woman covered in blood.\I will not know what sort of person you are until we speak in the morning.\Have you calmed down?\In that case, we should begin.\Then, you are saying...\You need what you called a vessel, correct?\I thought your only chance was for me to become your Master. response:	Or was I wrong?
context: Rather, it is you who has no reason to help a woman covered in blood.\I will not know what sort of person you are until we speak in the morning.\Have you calmed down?\In that case, we should begin.\Then, you are saying...\You need what you called a vessel, correct?\I thought your only chance was for me to become your Master.\Or was I wrong? response:	Just a while longer, and the Holy Grail will be in my grasp.
context: I will not know what sort of person you are until we speak in the morning.\Have you calmed down?\In that case, we should begin.\Then, you are saying...\You need what you called a vessel, correct?\I thought your only chance was for me to become your Master.\Or was I wrong?\Just a while longer, and the Holy Grail will be in my grasp. response:	For now, I guess we have to pin our hopes on Illyasviel.
context: Have you calmed down?\In that case, we should begin.\Then, you are saying...\You need what you called a vessel, correct?\I thought your only chance was for me to become your Master.\Or was I wrong?\Just a while longer, and the Holy Grail will be in my grasp.\For now, I guess we have to pin our hopes on Illyasviel. response:	Berserker is definitely Caster's natural enemy.
context: In that case, we should begin.\Then, you are saying...\You need what you called a vessel, correct?\I thought your only chance was for me to become your Master.\Or was I wrong?\Just a while longer, and the Holy Grail will be in my grasp.\For now, I guess we have to pin our hopes on Illyasviel.\Berserker is definitely Caster's natural enemy. response:	Is Caster somehow connected to Berserker?
context: Then, you are saying...\You need what you called a vessel, correct?\I thought your only chance was for me to become your Master.\Or was I wrong?\Just a while longer, and the Holy Grail will be in my grasp.\For now, I guess we have to pin our hopes on Illyasviel.\Berserker is definitely Caster's natural enemy.\Is Caster somehow connected to Berserker? response:	Archer told me.
context: You need what you called a vessel, correct?\I thought your only chance was for me to become your Master.\Or was I wrong?\Just a while longer, and the Holy Grail will be in my grasp.\For now, I guess we have to pin our hopes on Illyasviel.\Berserker is definitely Caster's natural enemy.\Is Caster somehow connected to Berserker?\Archer told me. response:	He said Berserker's true identity is Heracles.
context: I thought your only chance was for me to become your Master.\Or was I wrong?\Just a while longer, and the Holy Grail will be in my grasp.\For now, I guess we have to pin our hopes on Illyasviel.\Berserker is definitely Caster's natural enemy.\Is Caster somehow connected to Berserker?\Archer told me.\He said Berserker's true identity is Heracles. response:	If Caster really is the peerless witch Medea,
context: Or was I wrong?\Just a while longer, and the Holy Grail will be in my grasp.\For now, I guess we have to pin our hopes on Illyasviel.\Berserker is definitely Caster's natural enemy.\Is Caster somehow connected to Berserker?\Archer told me.\He said Berserker's true identity is Heracles.\If Caster really is the peerless witch Medea, response:	they should have met on the Argo.
context: Just a while longer, and the Holy Grail will be in my grasp.\For now, I guess we have to pin our hopes on Illyasviel.\Berserker is definitely Caster's natural enemy.\Is Caster somehow connected to Berserker?\Archer told me.\He said Berserker's true identity is Heracles.\If Caster really is the peerless witch Medea,\they should have met on the Argo. response:	It's like my sore spot when it comes to Kirei.
context: For now, I guess we have to pin our hopes on Illyasviel.\Berserker is definitely Caster's natural enemy.\Is Caster somehow connected to Berserker?\Archer told me.\He said Berserker's true identity is Heracles.\If Caster really is the peerless witch Medea,\they should have met on the Argo.\It's like my sore spot when it comes to Kirei. response:	Everyone has someone they just don't get along with.
context: Berserker is definitely Caster's natural enemy.\Is Caster somehow connected to Berserker?\Archer told me.\He said Berserker's true identity is Heracles.\If Caster really is the peerless witch Medea,\they should have met on the Argo.\It's like my sore spot when it comes to Kirei.\Everyone has someone they just don't get along with. response:	Hey, Shirou. Would you mind walking ahead a bit?
context: Is Caster somehow connected to Berserker?\Archer told me.\He said Berserker's true identity is Heracles.\If Caster really is the peerless witch Medea,\they should have met on the Argo.\It's like my sore spot when it comes to Kirei.\Everyone has someone they just don't get along with.\Hey, Shirou. Would you mind walking ahead a bit? response:	Sure, I guess.
context: Archer told me.\He said Berserker's true identity is Heracles.\If Caster really is the peerless witch Medea,\they should have met on the Argo.\It's like my sore spot when it comes to Kirei.\Everyone has someone they just don't get along with.\Hey, Shirou. Would you mind walking ahead a bit?\Sure, I guess. response:	What was that?
context: He said Berserker's true identity is Heracles.\If Caster really is the peerless witch Medea,\they should have met on the Argo.\It's like my sore spot when it comes to Kirei.\Everyone has someone they just don't get along with.\Hey, Shirou. Would you mind walking ahead a bit?\Sure, I guess.\What was that? response:	I knew it.
context: If Caster really is the peerless witch Medea,\they should have met on the Argo.\It's like my sore spot when it comes to Kirei.\Everyone has someone they just don't get along with.\Hey, Shirou. Would you mind walking ahead a bit?\Sure, I guess.\What was that?\I knew it. response:	Seems her control extends to the entire forest.
context: they should have met on the Argo.\It's like my sore spot when it comes to Kirei.\Everyone has someone they just don't get along with.\Hey, Shirou. Would you mind walking ahead a bit?\Sure, I guess.\What was that?\I knew it.\Seems her control extends to the entire forest. response:	But that means we just tripped her burglar alarm!
context: It's like my sore spot when it comes to Kirei.\Everyone has someone they just don't get along with.\Hey, Shirou. Would you mind walking ahead a bit?\Sure, I guess.\What was that?\I knew it.\Seems her control extends to the entire forest.\But that means we just tripped her burglar alarm! response:	I don't think it's a problem, do you?
context: Everyone has someone they just don't get along with.\Hey, Shirou. Would you mind walking ahead a bit?\Sure, I guess.\What was that?\I knew it.\Seems her control extends to the entire forest.\But that means we just tripped her burglar alarm!\I don't think it's a problem, do you? response:	We came here to talk, not attack.
context: Hey, Shirou. Would you mind walking ahead a bit?\Sure, I guess.\What was that?\I knew it.\Seems her control extends to the entire forest.\But that means we just tripped her burglar alarm!\I don't think it's a problem, do you?\We came here to talk, not attack. response:	So it's better to let her know we don't intend to fight.
context: Sure, I guess.\What was that?\I knew it.\Seems her control extends to the entire forest.\But that means we just tripped her burglar alarm!\I don't think it's a problem, do you?\We came here to talk, not attack.\So it's better to let her know we don't intend to fight. response:	I get it.
context: What was that?\I knew it.\Seems her control extends to the entire forest.\But that means we just tripped her burglar alarm!\I don't think it's a problem, do you?\We came here to talk, not attack.\So it's better to let her know we don't intend to fight.\I get it. response:	Be careful, though...
context: I knew it.\Seems her control extends to the entire forest.\But that means we just tripped her burglar alarm!\I don't think it's a problem, do you?\We came here to talk, not attack.\So it's better to let her know we don't intend to fight.\I get it.\Be careful, though... response:	It shocks you a bit.
