context: <sign: Incinerator > response:	So what are we going to start with?
context: Wait, everything she wants to do comes from TV...\But this is going to be hard...\Granting all of those dreams for her...\Alright.\Ill fulfill those dreams for you.\Lets start with something easy.\How about we go with pro wrestling?\Pro wrestling? response:	What move?
context: But this is going to be hard...\Granting all of those dreams for her...\Alright.\Ill fulfill those dreams for you.\Lets start with something easy.\How about we go with pro wrestling?\Pro wrestling?\What move? response:	German Suplex!
context: Granting all of those dreams for her...\Alright.\Ill fulfill those dreams for you.\Lets start with something easy.\How about we go with pro wrestling?\Pro wrestling?\What move?\German Suplex! response:	Theres no way you can pull off such a flashy move!
context: Alright.\Ill fulfill those dreams for you.\Lets start with something easy.\How about we go with pro wrestling?\Pro wrestling?\What move?\German Suplex!\Theres no way you can pull off such a flashy move! response:	Do a pin or something you can actually pull off!
context: Ill fulfill those dreams for you.\Lets start with something easy.\How about we go with pro wrestling?\Pro wrestling?\What move?\German Suplex!\Theres no way you can pull off such a flashy move!\Do a pin or something you can actually pull off! response:	But Ive always wanted to do the German Suplex!
context: Lets start with something easy.\How about we go with pro wrestling?\Pro wrestling?\What move?\German Suplex!\Theres no way you can pull off such a flashy move!\Do a pin or something you can actually pull off!\But Ive always wanted to do the German Suplex! response:	And then I'll win with a sleeper hold!
context: How about we go with pro wrestling?\Pro wrestling?\What move?\German Suplex!\Theres no way you can pull off such a flashy move!\Do a pin or something you can actually pull off!\But Ive always wanted to do the German Suplex!\And then I'll win with a sleeper hold! response:	Dont say such violent things so innocently!
context: Pro wrestling?\What move?\German Suplex!\Theres no way you can pull off such a flashy move!\Do a pin or something you can actually pull off!\But Ive always wanted to do the German Suplex!\And then I'll win with a sleeper hold!\Dont say such violent things so innocently! response:	Okay.
context: What move?\German Suplex!\Theres no way you can pull off such a flashy move!\Do a pin or something you can actually pull off!\But Ive always wanted to do the German Suplex!\And then I'll win with a sleeper hold!\Dont say such violent things so innocently!\Okay. response:	Lets try it.
context: German Suplex!\Theres no way you can pull off such a flashy move!\Do a pin or something you can actually pull off!\But Ive always wanted to do the German Suplex!\And then I'll win with a sleeper hold!\Dont say such violent things so innocently!\Okay.\Lets try it. response:	Really?
context: Theres no way you can pull off such a flashy move!\Do a pin or something you can actually pull off!\But Ive always wanted to do the German Suplex!\And then I'll win with a sleeper hold!\Dont say such violent things so innocently!\Okay.\Lets try it.\Really? response:	Yeah.
context: Do a pin or something you can actually pull off!\But Ive always wanted to do the German Suplex!\And then I'll win with a sleeper hold!\Dont say such violent things so innocently!\Okay.\Lets try it.\Really?\Yeah. response:	Alright!
context: But Ive always wanted to do the German Suplex!\And then I'll win with a sleeper hold!\Dont say such violent things so innocently!\Okay.\Lets try it.\Really?\Yeah.\Alright! response:	Youre stronger than I thought!
context: And then I'll win with a sleeper hold!\Dont say such violent things so innocently!\Okay.\Lets try it.\Really?\Yeah.\Alright!\Youre stronger than I thought! response:	You can do this!
context: Dont say such violent things so innocently!\Okay.\Lets try it.\Really?\Yeah.\Alright!\Youre stronger than I thought!\You can do this! response:	Owww!!
context: Okay.\Lets try it.\Really?\Yeah.\Alright!\Youre stronger than I thought!\You can do this!\Owww!! response:	I guess its impossible for a girl...
context: Lets try it.\Really?\Yeah.\Alright!\Youre stronger than I thought!\You can do this!\Owww!!\I guess its impossible for a girl... response:	No, you almost did it!
context: Really?\Yeah.\Alright!\Youre stronger than I thought!\You can do this!\Owww!!\I guess its impossible for a girl...\No, you almost did it! response:	That was close!
context: Yeah.\Alright!\Youre stronger than I thought!\You can do this!\Owww!!\I guess its impossible for a girl...\No, you almost did it!\That was close! response:	Really?
context: Alright!\Youre stronger than I thought!\You can do this!\Owww!!\I guess its impossible for a girl...\No, you almost did it!\That was close!\Really? response:	Then can we try it again?
context: Youre stronger than I thought!\You can do this!\Owww!!\I guess its impossible for a girl...\No, you almost did it!\That was close!\Really?\Then can we try it again? response:	Y - Yeah...
context: You can do this!\Owww!!\I guess its impossible for a girl...\No, you almost did it!\That was close!\Really?\Then can we try it again?\Y - Yeah... response:	Can we go somewhere with grass first?
context: Owww!!\I guess its impossible for a girl...\No, you almost did it!\That was close!\Really?\Then can we try it again?\Y - Yeah...\Can we go somewhere with grass first? response:	Otherwise Ill die.
context: I guess its impossible for a girl...\No, you almost did it!\That was close!\Really?\Then can we try it again?\Y - Yeah...\Can we go somewhere with grass first?\Otherwise Ill die. response:	You cant die!
context: No, you almost did it!\That was close!\Really?\Then can we try it again?\Y - Yeah...\Can we go somewhere with grass first?\Otherwise Ill die.\You cant die! response:	No, I wasnt joking.
context: That was close!\Really?\Then can we try it again?\Y - Yeah...\Can we go somewhere with grass first?\Otherwise Ill die.\You cant die!\No, I wasnt joking. response:	I'm not going to make it.
context: Really?\Then can we try it again?\Y - Yeah...\Can we go somewhere with grass first?\Otherwise Ill die.\You cant die!\No, I wasnt joking.\I'm not going to make it. response:	Sorry! Ill get it right next time!
context: Then can we try it again?\Y - Yeah...\Can we go somewhere with grass first?\Otherwise Ill die.\You cant die!\No, I wasnt joking.\I'm not going to make it.\Sorry! Ill get it right next time! response:	This really is the last time.
context: Y - Yeah...\Can we go somewhere with grass first?\Otherwise Ill die.\You cant die!\No, I wasnt joking.\I'm not going to make it.\Sorry! Ill get it right next time!\This really is the last time. response:	Im going back.
context: Can we go somewhere with grass first?\Otherwise Ill die.\You cant die!\No, I wasnt joking.\I'm not going to make it.\Sorry! Ill get it right next time!\This really is the last time.\Im going back. response:	Senpai!
context: Otherwise Ill die.\You cant die!\No, I wasnt joking.\I'm not going to make it.\Sorry! Ill get it right next time!\This really is the last time.\Im going back.\Senpai! response:	Are you even able to pull off a bridge?
context: You cant die!\No, I wasnt joking.\I'm not going to make it.\Sorry! Ill get it right next time!\This really is the last time.\Im going back.\Senpai!\Are you even able to pull off a bridge? response:	I can!
context: No, I wasnt joking.\I'm not going to make it.\Sorry! Ill get it right next time!\This really is the last time.\Im going back.\Senpai!\Are you even able to pull off a bridge?\I can! response:	Lets see it.
context: I'm not going to make it.\Sorry! Ill get it right next time!\This really is the last time.\Im going back.\Senpai!\Are you even able to pull off a bridge?\I can!\Lets see it. response:	So this was the root of the problem...
context: Sorry! Ill get it right next time!\This really is the last time.\Im going back.\Senpai!\Are you even able to pull off a bridge?\I can!\Lets see it.\So this was the root of the problem... response:	Thanks to this I nearly lost consciousness several times.
context: This really is the last time.\Im going back.\Senpai!\Are you even able to pull off a bridge?\I can!\Lets see it.\So this was the root of the problem...\Thanks to this I nearly lost consciousness several times. response:	Well start with bridge training then.
context: Im going back.\Senpai!\Are you even able to pull off a bridge?\I can!\Lets see it.\So this was the root of the problem...\Thanks to this I nearly lost consciousness several times.\Well start with bridge training then. response:	What? Boring!
context: Senpai!\Are you even able to pull off a bridge?\I can!\Lets see it.\So this was the root of the problem...\Thanks to this I nearly lost consciousness several times.\Well start with bridge training then.\What? Boring! response:	Just do it!
context: Are you even able to pull off a bridge?\I can!\Lets see it.\So this was the root of the problem...\Thanks to this I nearly lost consciousness several times.\Well start with bridge training then.\What? Boring!\Just do it! response:	Come on, try harder!
context: I can!\Lets see it.\So this was the root of the problem...\Thanks to this I nearly lost consciousness several times.\Well start with bridge training then.\What? Boring!\Just do it!\Come on, try harder! response:	Thats terrible, come on!
context: Lets see it.\So this was the root of the problem...\Thanks to this I nearly lost consciousness several times.\Well start with bridge training then.\What? Boring!\Just do it!\Come on, try harder!\Thats terrible, come on! response:	But Ive never done this before!
context: So this was the root of the problem...\Thanks to this I nearly lost consciousness several times.\Well start with bridge training then.\What? Boring!\Just do it!\Come on, try harder!\Thats terrible, come on!\But Ive never done this before! response:	If you cant do this, you wont be able to do the German Suplex.
context: Thanks to this I nearly lost consciousness several times.\Well start with bridge training then.\What? Boring!\Just do it!\Come on, try harder!\Thats terrible, come on!\But Ive never done this before!\If you cant do this, you wont be able to do the German Suplex. response:	Ill do my best.
context: Well start with bridge training then.\What? Boring!\Just do it!\Come on, try harder!\Thats terrible, come on!\But Ive never done this before!\If you cant do this, you wont be able to do the German Suplex.\Ill do my best. response:	Im doing it, just about!
context: What? Boring!\Just do it!\Come on, try harder!\Thats terrible, come on!\But Ive never done this before!\If you cant do this, you wont be able to do the German Suplex.\Ill do my best.\Im doing it, just about! response:	You're shaking all over the place, but thatll do.
context: Just do it!\Come on, try harder!\Thats terrible, come on!\But Ive never done this before!\If you cant do this, you wont be able to do the German Suplex.\Ill do my best.\Im doing it, just about!\You're shaking all over the place, but thatll do. response:	Here I go then!
context: Come on, try harder!\Thats terrible, come on!\But Ive never done this before!\If you cant do this, you wont be able to do the German Suplex.\Ill do my best.\Im doing it, just about!\You're shaking all over the place, but thatll do.\Here I go then! response:	Bring it!
context: Thats terrible, come on!\But Ive never done this before!\If you cant do this, you wont be able to do the German Suplex.\Ill do my best.\Im doing it, just about!\You're shaking all over the place, but thatll do.\Here I go then!\Bring it! response:	Her arms are fixed firmly around my waist!
context: But Ive never done this before!\If you cant do this, you wont be able to do the German Suplex.\Ill do my best.\Im doing it, just about!\You're shaking all over the place, but thatll do.\Here I go then!\Bring it!\Her arms are fixed firmly around my waist! response:	Theres no escape from this!
context: If you cant do this, you wont be able to do the German Suplex.\Ill do my best.\Im doing it, just about!\You're shaking all over the place, but thatll do.\Here I go then!\Bring it!\Her arms are fixed firmly around my waist!\Theres no escape from this! response:	It's perfect!
context: Ill do my best.\Im doing it, just about!\You're shaking all over the place, but thatll do.\Here I go then!\Bring it!\Her arms are fixed firmly around my waist!\Theres no escape from this!\It's perfect! response:	Perfect!
context: Im doing it, just about!\You're shaking all over the place, but thatll do.\Here I go then!\Bring it!\Her arms are fixed firmly around my waist!\Theres no escape from this!\It's perfect!\Perfect! response:	German Suplex!!
context: You're shaking all over the place, but thatll do.\Here I go then!\Bring it!\Her arms are fixed firmly around my waist!\Theres no escape from this!\It's perfect!\Perfect!\German Suplex!! response:	One...
context: Here I go then!\Bring it!\Her arms are fixed firmly around my waist!\Theres no escape from this!\It's perfect!\Perfect!\German Suplex!!\One... response:	two...
context: Bring it!\Her arms are fixed firmly around my waist!\Theres no escape from this!\It's perfect!\Perfect!\German Suplex!!\One...\two... response:	three!
context: Her arms are fixed firmly around my waist!\Theres no escape from this!\It's perfect!\Perfect!\German Suplex!!\One...\two...\three! response:	Ding ding ding!
context: Theres no escape from this!\It's perfect!\Perfect!\German Suplex!!\One...\two...\three!\Ding ding ding! response:	Match over!
context: It's perfect!\Perfect!\German Suplex!!\One...\two...\three!\Ding ding ding!\Match over! response:	I did it... I really did it!
context: Perfect!\German Suplex!!\One...\two...\three!\Ding ding ding!\Match over!\I did it... I really did it! response:	Yay!
context: German Suplex!!\One...\two...\three!\Ding ding ding!\Match over!\I did it... I really did it!\Yay! response:	Banzai!
context: One...\two...\three!\Ding ding ding!\Match over!\I did it... I really did it!\Yay!\Banzai! response:	How much more of this am I going to have to deal with?
context: two...\three!\Ding ding ding!\Match over!\I did it... I really did it!\Yay!\Banzai!\How much more of this am I going to have to deal with? response:	- Passageway
context: three!\Ding ding ding!\Match over!\I did it... I really did it!\Yay!\Banzai!\How much more of this am I going to have to deal with?\- Passageway response:	How about we do soccer next?
context: Ding ding ding!\Match over!\I did it... I really did it!\Yay!\Banzai!\How much more of this am I going to have to deal with?\- Passageway\How about we do soccer next? response:	A one on one penalty kick should be fine, right?
context: Match over!\I did it... I really did it!\Yay!\Banzai!\How much more of this am I going to have to deal with?\- Passageway\How about we do soccer next?\A one on one penalty kick should be fine, right? response:	No, I want to do a dribble shoot against 5 people!
context: I did it... I really did it!\Yay!\Banzai!\How much more of this am I going to have to deal with?\- Passageway\How about we do soccer next?\A one on one penalty kick should be fine, right?\No, I want to do a dribble shoot against 5 people! response:	You know, Maradona.
context: Yay!\Banzai!\How much more of this am I going to have to deal with?\- Passageway\How about we do soccer next?\A one on one penalty kick should be fine, right?\No, I want to do a dribble shoot against 5 people!\You know, Maradona. response:	Well, I know that...
context: Banzai!\How much more of this am I going to have to deal with?\- Passageway\How about we do soccer next?\A one on one penalty kick should be fine, right?\No, I want to do a dribble shoot against 5 people!\You know, Maradona.\Well, I know that... response:	Okay, fine.
context: How much more of this am I going to have to deal with?\- Passageway\How about we do soccer next?\A one on one penalty kick should be fine, right?\No, I want to do a dribble shoot against 5 people!\You know, Maradona.\Well, I know that...\Okay, fine. response:	Leave it to me!
context: - Passageway\How about we do soccer next?\A one on one penalty kick should be fine, right?\No, I want to do a dribble shoot against 5 people!\You know, Maradona.\Well, I know that...\Okay, fine.\Leave it to me! response:	Hey TK, know where Matsushita 5th Dan is?
context: How about we do soccer next?\A one on one penalty kick should be fine, right?\No, I want to do a dribble shoot against 5 people!\You know, Maradona.\Well, I know that...\Okay, fine.\Leave it to me!\Hey TK, know where Matsushita 5th Dan is? response:	He cant dance in my world right now.
context: A one on one penalty kick should be fine, right?\No, I want to do a dribble shoot against 5 people!\You know, Maradona.\Well, I know that...\Okay, fine.\Leave it to me!\Hey TK, know where Matsushita 5th Dan is?\He cant dance in my world right now. response:	Don't let me cry!
context: No, I want to do a dribble shoot against 5 people!\You know, Maradona.\Well, I know that...\Okay, fine.\Leave it to me!\Hey TK, know where Matsushita 5th Dan is?\He cant dance in my world right now.\Don't let me cry! response:	I guess so...
context: You know, Maradona.\Well, I know that...\Okay, fine.\Leave it to me!\Hey TK, know where Matsushita 5th Dan is?\He cant dance in my world right now.\Don't let me cry!\I guess so... response:	So where?
context: Well, I know that...\Okay, fine.\Leave it to me!\Hey TK, know where Matsushita 5th Dan is?\He cant dance in my world right now.\Don't let me cry!\I guess so...\So where? response:	Secluded mountain training.
context: Okay, fine.\Leave it to me!\Hey TK, know where Matsushita 5th Dan is?\He cant dance in my world right now.\Don't let me cry!\I guess so...\So where?\Secluded mountain training. response:	In the mountain.
context: Leave it to me!\Hey TK, know where Matsushita 5th Dan is?\He cant dance in my world right now.\Don't let me cry!\I guess so...\So where?\Secluded mountain training.\In the mountain. response:	IN THE MOUNTAIN.
context: Hey TK, know where Matsushita 5th Dan is?\He cant dance in my world right now.\Don't let me cry!\I guess so...\So where?\Secluded mountain training.\In the mountain.\IN THE MOUNTAIN. response:	Secluded mountain training?
context: He cant dance in my world right now.\Don't let me cry!\I guess so...\So where?\Secluded mountain training.\In the mountain.\IN THE MOUNTAIN.\Secluded mountain training? response:	Hes gone pretty far off...
context: Don't let me cry!\I guess so...\So where?\Secluded mountain training.\In the mountain.\IN THE MOUNTAIN.\Secluded mountain training?\Hes gone pretty far off... response:	So he wont be back for a while?
context: I guess so...\So where?\Secluded mountain training.\In the mountain.\IN THE MOUNTAIN.\Secluded mountain training?\Hes gone pretty far off...\So he wont be back for a while? response:	Ah whatever, youll do.
context: So where?\Secluded mountain training.\In the mountain.\IN THE MOUNTAIN.\Secluded mountain training?\Hes gone pretty far off...\So he wont be back for a while?\Ah whatever, youll do. response:	Could you gather up 4 other members for me?
context: Secluded mountain training.\In the mountain.\IN THE MOUNTAIN.\Secluded mountain training?\Hes gone pretty far off...\So he wont be back for a while?\Ah whatever, youll do.\Could you gather up 4 other members for me? response:	- Mens toilet
context: In the mountain.\IN THE MOUNTAIN.\Secluded mountain training?\Hes gone pretty far off...\So he wont be back for a while?\Ah whatever, youll do.\Could you gather up 4 other members for me?\- Mens toilet response:	Keep this secret from Yuri, but I got this letter from Angel.
context: IN THE MOUNTAIN.\Secluded mountain training?\Hes gone pretty far off...\So he wont be back for a while?\Ah whatever, youll do.\Could you gather up 4 other members for me?\- Mens toilet\Keep this secret from Yuri, but I got this letter from Angel. response:	You cant even stand up to a single girl.
context: Secluded mountain training?\Hes gone pretty far off...\So he wont be back for a while?\Ah whatever, youll do.\Could you gather up 4 other members for me?\- Mens toilet\Keep this secret from Yuri, but I got this letter from Angel.\You cant even stand up to a single girl. response:	It is absurd to think you call yourself a man.
context: Hes gone pretty far off...\So he wont be back for a while?\Ah whatever, youll do.\Could you gather up 4 other members for me?\- Mens toilet\Keep this secret from Yuri, but I got this letter from Angel.\You cant even stand up to a single girl.\It is absurd to think you call yourself a man. response:	Im surprised you know a word like absurd”.
context: So he wont be back for a while?\Ah whatever, youll do.\Could you gather up 4 other members for me?\- Mens toilet\Keep this secret from Yuri, but I got this letter from Angel.\You cant even stand up to a single girl.\It is absurd to think you call yourself a man.\Im surprised you know a word like absurd”. response:	Were you cured of idiocy?
context: Ah whatever, youll do.\Could you gather up 4 other members for me?\- Mens toilet\Keep this secret from Yuri, but I got this letter from Angel.\You cant even stand up to a single girl.\It is absurd to think you call yourself a man.\Im surprised you know a word like absurd”.\Were you cured of idiocy? response:	No, even idiots can read this.
context: Could you gather up 4 other members for me?\- Mens toilet\Keep this secret from Yuri, but I got this letter from Angel.\You cant even stand up to a single girl.\It is absurd to think you call yourself a man.\Im surprised you know a word like absurd”.\Were you cured of idiocy?\No, even idiots can read this. response:	Ill beat your girly ass till you learn some guts for the sake of sportsmanship.
context: - Mens toilet\Keep this secret from Yuri, but I got this letter from Angel.\You cant even stand up to a single girl.\It is absurd to think you call yourself a man.\Im surprised you know a word like absurd”.\Were you cured of idiocy?\No, even idiots can read this.\Ill beat your girly ass till you learn some guts for the sake of sportsmanship. response:	Ill be waiting after school at the soccer grounds.
context: Keep this secret from Yuri, but I got this letter from Angel.\You cant even stand up to a single girl.\It is absurd to think you call yourself a man.\Im surprised you know a word like absurd”.\Were you cured of idiocy?\No, even idiots can read this.\Ill beat your girly ass till you learn some guts for the sake of sportsmanship.\Ill be waiting after school at the soccer grounds. response:	Angel.
context: You cant even stand up to a single girl.\It is absurd to think you call yourself a man.\Im surprised you know a word like absurd”.\Were you cured of idiocy?\No, even idiots can read this.\Ill beat your girly ass till you learn some guts for the sake of sportsmanship.\Ill be waiting after school at the soccer grounds.\Angel. response:	What the hell!?
context: It is absurd to think you call yourself a man.\Im surprised you know a word like absurd”.\Were you cured of idiocy?\No, even idiots can read this.\Ill beat your girly ass till you learn some guts for the sake of sportsmanship.\Ill be waiting after school at the soccer grounds.\Angel.\What the hell!? response:	I dont really get it...
context: Im surprised you know a word like absurd”.\Were you cured of idiocy?\No, even idiots can read this.\Ill beat your girly ass till you learn some guts for the sake of sportsmanship.\Ill be waiting after school at the soccer grounds.\Angel.\What the hell!?\I dont really get it... response:	Did she really write this?
context: Were you cured of idiocy?\No, even idiots can read this.\Ill beat your girly ass till you learn some guts for the sake of sportsmanship.\Ill be waiting after school at the soccer grounds.\Angel.\What the hell!?\I dont really get it...\Did she really write this? response:	The Angel now isnt like the one before.
context: No, even idiots can read this.\Ill beat your girly ass till you learn some guts for the sake of sportsmanship.\Ill be waiting after school at the soccer grounds.\Angel.\What the hell!?\I dont really get it...\Did she really write this?\The Angel now isnt like the one before. response:	After having all those minds mixed into her, she's taken to writing challenges as idiotic as this.
context: Ill beat your girly ass till you learn some guts for the sake of sportsmanship.\Ill be waiting after school at the soccer grounds.\Angel.\What the hell!?\I dont really get it...\Did she really write this?\The Angel now isnt like the one before.\After having all those minds mixed into her, she's taken to writing challenges as idiotic as this. response:	I cant deal with this stupidity.
context: Ill be waiting after school at the soccer grounds.\Angel.\What the hell!?\I dont really get it...\Did she really write this?\The Angel now isnt like the one before.\After having all those minds mixed into her, she's taken to writing challenges as idiotic as this.\I cant deal with this stupidity. response:	Im going to go tell Yurippe.
context: Angel.\What the hell!?\I dont really get it...\Did she really write this?\The Angel now isnt like the one before.\After having all those minds mixed into her, she's taken to writing challenges as idiotic as this.\I cant deal with this stupidity.\Im going to go tell Yurippe. response:	I said keep it a secret from Yuri!
context: What the hell!?\I dont really get it...\Did she really write this?\The Angel now isnt like the one before.\After having all those minds mixed into her, she's taken to writing challenges as idiotic as this.\I cant deal with this stupidity.\Im going to go tell Yurippe.\I said keep it a secret from Yuri! response:	Why?
context: I dont really get it...\Did she really write this?\The Angel now isnt like the one before.\After having all those minds mixed into her, she's taken to writing challenges as idiotic as this.\I cant deal with this stupidity.\Im going to go tell Yurippe.\I said keep it a secret from Yuri!\Why? response:	If you tell Yuri, itll develop into another bloodbath.
context: Did she really write this?\The Angel now isnt like the one before.\After having all those minds mixed into her, she's taken to writing challenges as idiotic as this.\I cant deal with this stupidity.\Im going to go tell Yurippe.\I said keep it a secret from Yuri!\Why?\If you tell Yuri, itll develop into another bloodbath. response:	Look, it says for the sake of sportsmanship” right?
context: The Angel now isnt like the one before.\After having all those minds mixed into her, she's taken to writing challenges as idiotic as this.\I cant deal with this stupidity.\Im going to go tell Yurippe.\I said keep it a secret from Yuri!\Why?\If you tell Yuri, itll develop into another bloodbath.\Look, it says for the sake of sportsmanship” right? response:	Shes saying she wants to fight fair and square with sports.
context: After having all those minds mixed into her, she's taken to writing challenges as idiotic as this.\I cant deal with this stupidity.\Im going to go tell Yurippe.\I said keep it a secret from Yuri!\Why?\If you tell Yuri, itll develop into another bloodbath.\Look, it says for the sake of sportsmanship” right?\Shes saying she wants to fight fair and square with sports. response:	Thats why this challenge is directed at us guys.
context: I cant deal with this stupidity.\Im going to go tell Yurippe.\I said keep it a secret from Yuri!\Why?\If you tell Yuri, itll develop into another bloodbath.\Look, it says for the sake of sportsmanship” right?\Shes saying she wants to fight fair and square with sports.\Thats why this challenge is directed at us guys. response:	Telling Yuri would damage our pride as men.
context: Im going to go tell Yurippe.\I said keep it a secret from Yuri!\Why?\If you tell Yuri, itll develop into another bloodbath.\Look, it says for the sake of sportsmanship” right?\Shes saying she wants to fight fair and square with sports.\Thats why this challenge is directed at us guys.\Telling Yuri would damage our pride as men. response:	I see, thats a good point.
context: I said keep it a secret from Yuri!\Why?\If you tell Yuri, itll develop into another bloodbath.\Look, it says for the sake of sportsmanship” right?\Shes saying she wants to fight fair and square with sports.\Thats why this challenge is directed at us guys.\Telling Yuri would damage our pride as men.\I see, thats a good point. response:	I guess the five of us will go then.
context: Why?\If you tell Yuri, itll develop into another bloodbath.\Look, it says for the sake of sportsmanship” right?\Shes saying she wants to fight fair and square with sports.\Thats why this challenge is directed at us guys.\Telling Yuri would damage our pride as men.\I see, thats a good point.\I guess the five of us will go then. response:	Kiss you!
context: If you tell Yuri, itll develop into another bloodbath.\Look, it says for the sake of sportsmanship” right?\Shes saying she wants to fight fair and square with sports.\Thats why this challenge is directed at us guys.\Telling Yuri would damage our pride as men.\I see, thats a good point.\I guess the five of us will go then.\Kiss you! response:	Thats the spirit!
context: Look, it says for the sake of sportsmanship” right?\Shes saying she wants to fight fair and square with sports.\Thats why this challenge is directed at us guys.\Telling Yuri would damage our pride as men.\I see, thats a good point.\I guess the five of us will go then.\Kiss you!\Thats the spirit! response:	What?
context: Shes saying she wants to fight fair and square with sports.\Thats why this challenge is directed at us guys.\Telling Yuri would damage our pride as men.\I see, thats a good point.\I guess the five of us will go then.\Kiss you!\Thats the spirit!\What? response:	Look over there.
context: Thats why this challenge is directed at us guys.\Telling Yuri would damage our pride as men.\I see, thats a good point.\I guess the five of us will go then.\Kiss you!\Thats the spirit!\What?\Look over there. response:	Someones there.
context: Telling Yuri would damage our pride as men.\I see, thats a good point.\I guess the five of us will go then.\Kiss you!\Thats the spirit!\What?\Look over there.\Someones there. response:	Isnt that Yui?
context: I see, thats a good point.\I guess the five of us will go then.\Kiss you!\Thats the spirit!\What?\Look over there.\Someones there.\Isnt that Yui? response:	Whats she doing?
context: I guess the five of us will go then.\Kiss you!\Thats the spirit!\What?\Look over there.\Someones there.\Isnt that Yui?\Whats she doing? response:	So youve come.
context: Kiss you!\Thats the spirit!\What?\Look over there.\Someones there.\Isnt that Yui?\Whats she doing?\So youve come. response:	Kick off!
context: Thats the spirit!\What?\Look over there.\Someones there.\Isnt that Yui?\Whats she doing?\So youve come.\Kick off! response:	She started dribbling the ball...
context: What?\Look over there.\Someones there.\Isnt that Yui?\Whats she doing?\So youve come.\Kick off!\She started dribbling the ball... response:	Here I come, you bastards!
context: Look over there.\Someones there.\Isnt that Yui?\Whats she doing?\So youve come.\Kick off!\She started dribbling the ball...\Here I come, you bastards! response:	I get it!
context: Someones there.\Isnt that Yui?\Whats she doing?\So youve come.\Kick off!\She started dribbling the ball...\Here I come, you bastards!\I get it! response:	Shes the one who wrote the letter!
context: Isnt that Yui?\Whats she doing?\So youve come.\Kick off!\She started dribbling the ball...\Here I come, you bastards!\I get it!\Shes the one who wrote the letter! response:	She must have gotten annoyed with us always being so useless that she was driven to doing this!
context: Whats she doing?\So youve come.\Kick off!\She started dribbling the ball...\Here I come, you bastards!\I get it!\Shes the one who wrote the letter!\She must have gotten annoyed with us always being so useless that she was driven to doing this! response:	Alright, lets defend the goal!
context: So youve come.\Kick off!\She started dribbling the ball...\Here I come, you bastards!\I get it!\Shes the one who wrote the letter!\She must have gotten annoyed with us always being so useless that she was driven to doing this!\Alright, lets defend the goal! response:	Were not losing this fight!
context: Kick off!\She started dribbling the ball...\Here I come, you bastards!\I get it!\Shes the one who wrote the letter!\She must have gotten annoyed with us always being so useless that she was driven to doing this!\Alright, lets defend the goal!\Were not losing this fight! response:	Us men will win!
context: She started dribbling the ball...\Here I come, you bastards!\I get it!\Shes the one who wrote the letter!\She must have gotten annoyed with us always being so useless that she was driven to doing this!\Alright, lets defend the goal!\Were not losing this fight!\Us men will win! response:	I dont really get it but...
context: Here I come, you bastards!\I get it!\Shes the one who wrote the letter!\She must have gotten annoyed with us always being so useless that she was driven to doing this!\Alright, lets defend the goal!\Were not losing this fight!\Us men will win!\I dont really get it but... response:	I get it!
context: I get it!\Shes the one who wrote the letter!\She must have gotten annoyed with us always being so useless that she was driven to doing this!\Alright, lets defend the goal!\Were not losing this fight!\Us men will win!\I dont really get it but...\I get it! response:	Dont look down on us!
context: Shes the one who wrote the letter!\She must have gotten annoyed with us always being so useless that she was driven to doing this!\Alright, lets defend the goal!\Were not losing this fight!\Us men will win!\I dont really get it but...\I get it!\Dont look down on us! response:	I kiss you!
context: She must have gotten annoyed with us always being so useless that she was driven to doing this!\Alright, lets defend the goal!\Were not losing this fight!\Us men will win!\I dont really get it but...\I get it!\Dont look down on us!\I kiss you! response:	Hinata, take goalie!
context: Alright, lets defend the goal!\Were not losing this fight!\Us men will win!\I dont really get it but...\I get it!\Dont look down on us!\I kiss you!\Hinata, take goalie! response:	Alright!
context: Were not losing this fight!\Us men will win!\I dont really get it but...\I get it!\Dont look down on us!\I kiss you!\Hinata, take goalie!\Alright! response:	Outta my way, damn idiots!
context: Us men will win!\I dont really get it but...\I get it!\Dont look down on us!\I kiss you!\Hinata, take goalie!\Alright!\Outta my way, damn idiots! response:	What a pathetic dribble.
context: I dont really get it but...\I get it!\Dont look down on us!\I kiss you!\Hinata, take goalie!\Alright!\Outta my way, damn idiots!\What a pathetic dribble. response:	Youre full of openings!
context: I get it!\Dont look down on us!\I kiss you!\Hinata, take goalie!\Alright!\Outta my way, damn idiots!\What a pathetic dribble.\Youre full of openings! response:	Take this!
context: Dont look down on us!\I kiss you!\Hinata, take goalie!\Alright!\Outta my way, damn idiots!\What a pathetic dribble.\Youre full of openings!\Take this! response:	Alright, one down!
context: I kiss you!\Hinata, take goalie!\Alright!\Outta my way, damn idiots!\What a pathetic dribble.\Youre full of openings!\Take this!\Alright, one down! response:	What the hell was that?
context: Hinata, take goalie!\Alright!\Outta my way, damn idiots!\What a pathetic dribble.\Youre full of openings!\Take this!\Alright, one down!\What the hell was that? response:	What are you doing, Noda?!
context: Alright!\Outta my way, damn idiots!\What a pathetic dribble.\Youre full of openings!\Take this!\Alright, one down!\What the hell was that?\What are you doing, Noda?! response:	Number two!
context: Outta my way, damn idiots!\What a pathetic dribble.\Youre full of openings!\Take this!\Alright, one down!\What the hell was that?\What are you doing, Noda?!\Number two! response:	Ref, thats a red card right there!
