context: Interviews with Monster Girls response:	Succubus-san Is a Real Adult
context: No, no! I can't doze off at school\Are you all right, Satou-sensei?\Takahashi-sensei\Th-Thank you! I-I'm sorry! Um, I mean...\You seem pretty tired.\Your students are important, but take care of yourself, too.\R-Right. Thank you...\We just touched, right? response:	And yet he's so calm...
context: Are you all right, Satou-sensei?\Takahashi-sensei\Th-Thank you! I-I'm sorry! Um, I mean...\You seem pretty tired.\Your students are important, but take care of yourself, too.\R-Right. Thank you...\We just touched, right?\And yet he's so calm... response:	I'd never thought about it.
context: Takahashi-sensei\Th-Thank you! I-I'm sorry! Um, I mean...\You seem pretty tired.\Your students are important, but take care of yourself, too.\R-Right. Thank you...\We just touched, right?\And yet he's so calm...\I'd never thought about it. response:	If it's a succubus's nature to arouse sexual desire,
context: Th-Thank you! I-I'm sorry! Um, I mean...\You seem pretty tired.\Your students are important, but take care of yourself, too.\R-Right. Thank you...\We just touched, right?\And yet he's so calm...\I'd never thought about it.\If it's a succubus's nature to arouse sexual desire, response:	maybe it has less effect on people without strong sexual desires in the first place?
context: You seem pretty tired.\Your students are important, but take care of yourself, too.\R-Right. Thank you...\We just touched, right?\And yet he's so calm...\I'd never thought about it.\If it's a succubus's nature to arouse sexual desire,\maybe it has less effect on people without strong sexual desires in the first place? response:	Maybe in terms of romance, that puts us on even footing.
context: Your students are important, but take care of yourself, too.\R-Right. Thank you...\We just touched, right?\And yet he's so calm...\I'd never thought about it.\If it's a succubus's nature to arouse sexual desire,\maybe it has less effect on people without strong sexual desires in the first place?\Maybe in terms of romance, that puts us on even footing. response:	This has never happened before.
context: R-Right. Thank you...\We just touched, right?\And yet he's so calm...\I'd never thought about it.\If it's a succubus's nature to arouse sexual desire,\maybe it has less effect on people without strong sexual desires in the first place?\Maybe in terms of romance, that puts us on even footing.\This has never happened before. response:	Strange to think that reactions of the least interest
context: We just touched, right?\And yet he's so calm...\I'd never thought about it.\If it's a succubus's nature to arouse sexual desire,\maybe it has less effect on people without strong sexual desires in the first place?\Maybe in terms of romance, that puts us on even footing.\This has never happened before.\Strange to think that reactions of the least interest response:	make my heart race even faster.
context: And yet he's so calm...\I'd never thought about it.\If it's a succubus's nature to arouse sexual desire,\maybe it has less effect on people without strong sexual desires in the first place?\Maybe in terms of romance, that puts us on even footing.\This has never happened before.\Strange to think that reactions of the least interest\make my heart race even faster. response:	Damn, succubi are so erotic!
context: I'd never thought about it.\If it's a succubus's nature to arouse sexual desire,\maybe it has less effect on people without strong sexual desires in the first place?\Maybe in terms of romance, that puts us on even footing.\This has never happened before.\Strange to think that reactions of the least interest\make my heart race even faster.\Damn, succubi are so erotic! response:	Thank goodness I was able to keep my cool...
context: If it's a succubus's nature to arouse sexual desire,\maybe it has less effect on people without strong sexual desires in the first place?\Maybe in terms of romance, that puts us on even footing.\This has never happened before.\Strange to think that reactions of the least interest\make my heart race even faster.\Damn, succubi are so erotic!\Thank goodness I was able to keep my cool... response:	The biology teacher, Takahashi Tetsuo,
context: maybe it has less effect on people without strong sexual desires in the first place?\Maybe in terms of romance, that puts us on even footing.\This has never happened before.\Strange to think that reactions of the least interest\make my heart race even faster.\Damn, succubi are so erotic!\Thank goodness I was able to keep my cool...\The biology teacher, Takahashi Tetsuo, response:	Interviews with Monster Girls
context: Maybe in terms of romance, that puts us on even footing.\This has never happened before.\Strange to think that reactions of the least interest\make my heart race even faster.\Damn, succubi are so erotic!\Thank goodness I was able to keep my cool...\The biology teacher, Takahashi Tetsuo,\Interviews with Monster Girls response:	is a natural lady-killer.
context: This has never happened before.\Strange to think that reactions of the least interest\make my heart race even faster.\Damn, succubi are so erotic!\Thank goodness I was able to keep my cool...\The biology teacher, Takahashi Tetsuo,\Interviews with Monster Girls\is a natural lady-killer. response:	So erotic...
context: Strange to think that reactions of the least interest\make my heart race even faster.\Damn, succubi are so erotic!\Thank goodness I was able to keep my cool...\The biology teacher, Takahashi Tetsuo,\Interviews with Monster Girls\is a natural lady-killer.\So erotic... response:	Succubus, also called'dream demon.'
context: make my heart race even faster.\Damn, succubi are so erotic!\Thank goodness I was able to keep my cool...\The biology teacher, Takahashi Tetsuo,\Interviews with Monster Girls\is a natural lady-killer.\So erotic...\Succubus, also called'dream demon.' response:	Demi-humans with the capacity to have an aphrodisiac effect on others.
context: Damn, succubi are so erotic!\Thank goodness I was able to keep my cool...\The biology teacher, Takahashi Tetsuo,\Interviews with Monster Girls\is a natural lady-killer.\So erotic...\Succubus, also called'dream demon.'\Demi-humans with the capacity to have an aphrodisiac effect on others. response:	I've also met a vampire, a dullahan, and a snow woman.
context: Thank goodness I was able to keep my cool...\The biology teacher, Takahashi Tetsuo,\Interviews with Monster Girls\is a natural lady-killer.\So erotic...\Succubus, also called'dream demon.'\Demi-humans with the capacity to have an aphrodisiac effect on others.\I've also met a vampire, a dullahan, and a snow woman. response:	All of these, in such a short time.
context: The biology teacher, Takahashi Tetsuo,\Interviews with Monster Girls\is a natural lady-killer.\So erotic...\Succubus, also called'dream demon.'\Demi-humans with the capacity to have an aphrodisiac effect on others.\I've also met a vampire, a dullahan, and a snow woman.\All of these, in such a short time. response:	Sensei, let me cool down!
context: Interviews with Monster Girls\is a natural lady-killer.\So erotic...\Succubus, also called'dream demon.'\Demi-humans with the capacity to have an aphrodisiac effect on others.\I've also met a vampire, a dullahan, and a snow woman.\All of these, in such a short time.\Sensei, let me cool down! response:	Still can't stand sunlight, huh?
context: is a natural lady-killer.\So erotic...\Succubus, also called'dream demon.'\Demi-humans with the capacity to have an aphrodisiac effect on others.\I've also met a vampire, a dullahan, and a snow woman.\All of these, in such a short time.\Sensei, let me cool down!\Still can't stand sunlight, huh? response:	Well, it's been getting hotter and hotter lately, you know?
context: So erotic...\Succubus, also called'dream demon.'\Demi-humans with the capacity to have an aphrodisiac effect on others.\I've also met a vampire, a dullahan, and a snow woman.\All of these, in such a short time.\Sensei, let me cool down!\Still can't stand sunlight, huh?\Well, it's been getting hotter and hotter lately, you know? response:	Being stuck in it for the whole day is tough...
context: Succubus, also called'dream demon.'\Demi-humans with the capacity to have an aphrodisiac effect on others.\I've also met a vampire, a dullahan, and a snow woman.\All of these, in such a short time.\Sensei, let me cool down!\Still can't stand sunlight, huh?\Well, it's been getting hotter and hotter lately, you know?\Being stuck in it for the whole day is tough... response:	Sensei! What're ya looking at?
context: Demi-humans with the capacity to have an aphrodisiac effect on others.\I've also met a vampire, a dullahan, and a snow woman.\All of these, in such a short time.\Sensei, let me cool down!\Still can't stand sunlight, huh?\Well, it's been getting hotter and hotter lately, you know?\Being stuck in it for the whole day is tough...\Sensei! What're ya looking at? response:	Whoa, it's too hot for this!
context: I've also met a vampire, a dullahan, and a snow woman.\All of these, in such a short time.\Sensei, let me cool down!\Still can't stand sunlight, huh?\Well, it's been getting hotter and hotter lately, you know?\Being stuck in it for the whole day is tough...\Sensei! What're ya looking at?\Whoa, it's too hot for this! response:	Didn't you come here to cool down?
context: All of these, in such a short time.\Sensei, let me cool down!\Still can't stand sunlight, huh?\Well, it's been getting hotter and hotter lately, you know?\Being stuck in it for the whole day is tough...\Sensei! What're ya looking at?\Whoa, it's too hot for this!\Didn't you come here to cool down? response:	What is this?
context: Sensei, let me cool down!\Still can't stand sunlight, huh?\Well, it's been getting hotter and hotter lately, you know?\Being stuck in it for the whole day is tough...\Sensei! What're ya looking at?\Whoa, it's too hot for this!\Didn't you come here to cool down?\What is this? response:	Vam... pi... re?
context: Still can't stand sunlight, huh?\Well, it's been getting hotter and hotter lately, you know?\Being stuck in it for the whole day is tough...\Sensei! What're ya looking at?\Whoa, it's too hot for this!\Didn't you come here to cool down?\What is this?\Vam... pi... re? response:	That's vampire.
context: Well, it's been getting hotter and hotter lately, you know?\Being stuck in it for the whole day is tough...\Sensei! What're ya looking at?\Whoa, it's too hot for this!\Didn't you come here to cool down?\What is this?\Vam... pi... re?\That's vampire. response:	Oh, an article about me?
context: Being stuck in it for the whole day is tough...\Sensei! What're ya looking at?\Whoa, it's too hot for this!\Didn't you come here to cool down?\What is this?\Vam... pi... re?\That's vampire.\Oh, an article about me? response:	Yep, about your reaction to light, preferred diet,
context: Sensei! What're ya looking at?\Whoa, it's too hot for this!\Didn't you come here to cool down?\What is this?\Vam... pi... re?\That's vampire.\Oh, an article about me?\Yep, about your reaction to light, preferred diet, response:	necessity of sucking blood, and the stuff about crosses and garlic, too.
context: Whoa, it's too hot for this!\Didn't you come here to cool down?\What is this?\Vam... pi... re?\That's vampire.\Oh, an article about me?\Yep, about your reaction to light, preferred diet,\necessity of sucking blood, and the stuff about crosses and garlic, too. response:	I wrote about a lot of things...
context: Didn't you come here to cool down?\What is this?\Vam... pi... re?\That's vampire.\Oh, an article about me?\Yep, about your reaction to light, preferred diet,\necessity of sucking blood, and the stuff about crosses and garlic, too.\I wrote about a lot of things... response:	Personally,
context: What is this?\Vam... pi... re?\That's vampire.\Oh, an article about me?\Yep, about your reaction to light, preferred diet,\necessity of sucking blood, and the stuff about crosses and garlic, too.\I wrote about a lot of things...\Personally, response:	I was particularly interested in the link between bloodsucking and romance.
context: Vam... pi... re?\That's vampire.\Oh, an article about me?\Yep, about your reaction to light, preferred diet,\necessity of sucking blood, and the stuff about crosses and garlic, too.\I wrote about a lot of things...\Personally,\I was particularly interested in the link between bloodsucking and romance. response:	R-Romance?
context: That's vampire.\Oh, an article about me?\Yep, about your reaction to light, preferred diet,\necessity of sucking blood, and the stuff about crosses and garlic, too.\I wrote about a lot of things...\Personally,\I was particularly interested in the link between bloodsucking and romance.\R-Romance? response:	Oh, sorry... I guess I shouldn't have said that.
context: Oh, an article about me?\Yep, about your reaction to light, preferred diet,\necessity of sucking blood, and the stuff about crosses and garlic, too.\I wrote about a lot of things...\Personally,\I was particularly interested in the link between bloodsucking and romance.\R-Romance?\Oh, sorry... I guess I shouldn't have said that. response:	It must be embarrassing, huh?
context: Yep, about your reaction to light, preferred diet,\necessity of sucking blood, and the stuff about crosses and garlic, too.\I wrote about a lot of things...\Personally,\I was particularly interested in the link between bloodsucking and romance.\R-Romance?\Oh, sorry... I guess I shouldn't have said that.\It must be embarrassing, huh? response:	N-Nah... Not at all!
context: necessity of sucking blood, and the stuff about crosses and garlic, too.\I wrote about a lot of things...\Personally,\I was particularly interested in the link between bloodsucking and romance.\R-Romance?\Oh, sorry... I guess I shouldn't have said that.\It must be embarrassing, huh?\N-Nah... Not at all! response:	In fact, I can't say enough about it!
context: I wrote about a lot of things...\Personally,\I was particularly interested in the link between bloodsucking and romance.\R-Romance?\Oh, sorry... I guess I shouldn't have said that.\It must be embarrassing, huh?\N-Nah... Not at all!\In fact, I can't say enough about it! response:	Really?
context: Personally,\I was particularly interested in the link between bloodsucking and romance.\R-Romance?\Oh, sorry... I guess I shouldn't have said that.\It must be embarrassing, huh?\N-Nah... Not at all!\In fact, I can't say enough about it!\Really? response:	Then, since you offered, I'll ask.
context: I was particularly interested in the link between bloodsucking and romance.\R-Romance?\Oh, sorry... I guess I shouldn't have said that.\It must be embarrassing, huh?\N-Nah... Not at all!\In fact, I can't say enough about it!\Really?\Then, since you offered, I'll ask. response:	I've heard that bloodsucking has sexual undertones for vampires,
context: R-Romance?\Oh, sorry... I guess I shouldn't have said that.\It must be embarrassing, huh?\N-Nah... Not at all!\In fact, I can't say enough about it!\Really?\Then, since you offered, I'll ask.\I've heard that bloodsucking has sexual undertones for vampires, response:	but how far does it go?
context: Oh, sorry... I guess I shouldn't have said that.\It must be embarrassing, huh?\N-Nah... Not at all!\In fact, I can't say enough about it!\Really?\Then, since you offered, I'll ask.\I've heard that bloodsucking has sexual undertones for vampires,\but how far does it go? response:	H-How far?!
context: It must be embarrassing, huh?\N-Nah... Not at all!\In fact, I can't say enough about it!\Really?\Then, since you offered, I'll ask.\I've heard that bloodsucking has sexual undertones for vampires,\but how far does it go?\H-How far?! response:	Y-You mean, like...
context: N-Nah... Not at all!\In fact, I can't say enough about it!\Really?\Then, since you offered, I'll ask.\I've heard that bloodsucking has sexual undertones for vampires,\but how far does it go?\H-How far?!\Y-You mean, like... response:	compared to k-kissing... and such?
context: In fact, I can't say enough about it!\Really?\Then, since you offered, I'll ask.\I've heard that bloodsucking has sexual undertones for vampires,\but how far does it go?\H-How far?!\Y-You mean, like...\compared to k-kissing... and such? response:	That sort of thing?
context: Really?\Then, since you offered, I'll ask.\I've heard that bloodsucking has sexual undertones for vampires,\but how far does it go?\H-How far?!\Y-You mean, like...\compared to k-kissing... and such?\That sort of thing? response:	That's right.
context: Then, since you offered, I'll ask.\I've heard that bloodsucking has sexual undertones for vampires,\but how far does it go?\H-How far?!\Y-You mean, like...\compared to k-kissing... and such?\That sort of thing?\That's right. response:	Is it more than a kiss, but less than sex?
context: I've heard that bloodsucking has sexual undertones for vampires,\but how far does it go?\H-How far?!\Y-You mean, like...\compared to k-kissing... and such?\That sort of thing?\That's right.\Is it more than a kiss, but less than sex? response:	Se
context: but how far does it go?\H-How far?!\Y-You mean, like...\compared to k-kissing... and such?\That sort of thing?\That's right.\Is it more than a kiss, but less than sex?\Se response:	Sex. Sex.
context: H-How far?!\Y-You mean, like...\compared to k-kissing... and such?\That sort of thing?\That's right.\Is it more than a kiss, but less than sex?\Se\Sex. Sex. response:	Sex...
context: Y-You mean, like...\compared to k-kissing... and such?\That sort of thing?\That's right.\Is it more than a kiss, but less than sex?\Se\Sex. Sex.\Sex... response:	I-I-I'd say...
context: compared to k-kissing... and such?\That sort of thing?\That's right.\Is it more than a kiss, but less than sex?\Se\Sex. Sex.\Sex...\I-I-I'd say... response:	It depends on the person.
context: That sort of thing?\That's right.\Is it more than a kiss, but less than sex?\Se\Sex. Sex.\Sex...\I-I-I'd say...\It depends on the person. response:	Well, sure, but I'd like to know your personal thoughts.
context: That's right.\Is it more than a kiss, but less than sex?\Se\Sex. Sex.\Sex...\I-I-I'd say...\It depends on the person.\Well, sure, but I'd like to know your personal thoughts. response:	B-But I've never had any romantic experiences!
context: Is it more than a kiss, but less than sex?\Se\Sex. Sex.\Sex...\I-I-I'd say...\It depends on the person.\Well, sure, but I'd like to know your personal thoughts.\B-But I've never had any romantic experiences! response:	I know that.
context: Se\Sex. Sex.\Sex...\I-I-I'd say...\It depends on the person.\Well, sure, but I'd like to know your personal thoughts.\B-But I've never had any romantic experiences!\I know that. response:	And I've only sucked someone's blood once.
context: Sex. Sex.\Sex...\I-I-I'd say...\It depends on the person.\Well, sure, but I'd like to know your personal thoughts.\B-But I've never had any romantic experiences!\I know that.\And I've only sucked someone's blood once. response:	But everyone's seen a scene like that in movies, right?
context: Sex...\I-I-I'd say...\It depends on the person.\Well, sure, but I'd like to know your personal thoughts.\B-But I've never had any romantic experiences!\I know that.\And I've only sucked someone's blood once.\But everyone's seen a scene like that in movies, right? response:	Compared to that, is it
context: I-I-I'd say...\It depends on the person.\Well, sure, but I'd like to know your personal thoughts.\B-But I've never had any romantic experiences!\I know that.\And I've only sucked someone's blood once.\But everyone's seen a scene like that in movies, right?\Compared to that, is it response:	Oh, right!
context: It depends on the person.\Well, sure, but I'd like to know your personal thoughts.\B-But I've never had any romantic experiences!\I know that.\And I've only sucked someone's blood once.\But everyone's seen a scene like that in movies, right?\Compared to that, is it\Oh, right! response:	Of course... It depends on the person, right?
context: Well, sure, but I'd like to know your personal thoughts.\B-But I've never had any romantic experiences!\I know that.\And I've only sucked someone's blood once.\But everyone's seen a scene like that in movies, right?\Compared to that, is it\Oh, right!\Of course... It depends on the person, right? response:	Bloodsucking began as a practice to let vampires, who tend to be low on blood,
context: B-But I've never had any romantic experiences!\I know that.\And I've only sucked someone's blood once.\But everyone's seen a scene like that in movies, right?\Compared to that, is it\Oh, right!\Of course... It depends on the person, right?\Bloodsucking began as a practice to let vampires, who tend to be low on blood, response:	supplement their own with that of others.
context: I know that.\And I've only sucked someone's blood once.\But everyone's seen a scene like that in movies, right?\Compared to that, is it\Oh, right!\Of course... It depends on the person, right?\Bloodsucking began as a practice to let vampires, who tend to be low on blood,\supplement their own with that of others. response:	But now, you receive blood from the government,
context: And I've only sucked someone's blood once.\But everyone's seen a scene like that in movies, right?\Compared to that, is it\Oh, right!\Of course... It depends on the person, right?\Bloodsucking began as a practice to let vampires, who tend to be low on blood,\supplement their own with that of others.\But now, you receive blood from the government, response:	so it's no longer necessary.
context: But everyone's seen a scene like that in movies, right?\Compared to that, is it\Oh, right!\Of course... It depends on the person, right?\Bloodsucking began as a practice to let vampires, who tend to be low on blood,\supplement their own with that of others.\But now, you receive blood from the government,\so it's no longer necessary. response:	Naturally, you'd value it less.
context: Compared to that, is it\Oh, right!\Of course... It depends on the person, right?\Bloodsucking began as a practice to let vampires, who tend to be low on blood,\supplement their own with that of others.\But now, you receive blood from the government,\so it's no longer necessary.\Naturally, you'd value it less. response:	Th-That's right!
context: Oh, right!\Of course... It depends on the person, right?\Bloodsucking began as a practice to let vampires, who tend to be low on blood,\supplement their own with that of others.\But now, you receive blood from the government,\so it's no longer necessary.\Naturally, you'd value it less.\Th-That's right! response:	Wait a minute...
context: Of course... It depends on the person, right?\Bloodsucking began as a practice to let vampires, who tend to be low on blood,\supplement their own with that of others.\But now, you receive blood from the government,\so it's no longer necessary.\Naturally, you'd value it less.\Th-That's right!\Wait a minute... response:	Does that mean categorizing bloodsucking as sexual is wrong, in and of itself?
context: Bloodsucking began as a practice to let vampires, who tend to be low on blood,\supplement their own with that of others.\But now, you receive blood from the government,\so it's no longer necessary.\Naturally, you'd value it less.\Th-That's right!\Wait a minute...\Does that mean categorizing bloodsucking as sexual is wrong, in and of itself? response:	In terms of traditional culture, which contemporary people may be losing,
context: supplement their own with that of others.\But now, you receive blood from the government,\so it's no longer necessary.\Naturally, you'd value it less.\Th-That's right!\Wait a minute...\Does that mean categorizing bloodsucking as sexual is wrong, in and of itself?\In terms of traditional culture, which contemporary people may be losing, response:	maybe that behavior has a value that doesn't compare to sex...
context: But now, you receive blood from the government,\so it's no longer necessary.\Naturally, you'd value it less.\Th-That's right!\Wait a minute...\Does that mean categorizing bloodsucking as sexual is wrong, in and of itself?\In terms of traditional culture, which contemporary people may be losing,\maybe that behavior has a value that doesn't compare to sex... response:	T-Two times!
context: so it's no longer necessary.\Naturally, you'd value it less.\Th-That's right!\Wait a minute...\Does that mean categorizing bloodsucking as sexual is wrong, in and of itself?\In terms of traditional culture, which contemporary people may be losing,\maybe that behavior has a value that doesn't compare to sex...\T-Two times! response:	And I'm trying so hard to not show how embarrassed I am.
context: Naturally, you'd value it less.\Th-That's right!\Wait a minute...\Does that mean categorizing bloodsucking as sexual is wrong, in and of itself?\In terms of traditional culture, which contemporary people may be losing,\maybe that behavior has a value that doesn't compare to sex...\T-Two times!\And I'm trying so hard to not show how embarrassed I am. response:	Hey, hey...
context: Th-That's right!\Wait a minute...\Does that mean categorizing bloodsucking as sexual is wrong, in and of itself?\In terms of traditional culture, which contemporary people may be losing,\maybe that behavior has a value that doesn't compare to sex...\T-Two times!\And I'm trying so hard to not show how embarrassed I am.\Hey, hey... response:	Gotcha!
context: Wait a minute...\Does that mean categorizing bloodsucking as sexual is wrong, in and of itself?\In terms of traditional culture, which contemporary people may be losing,\maybe that behavior has a value that doesn't compare to sex...\T-Two times!\And I'm trying so hard to not show how embarrassed I am.\Hey, hey...\Gotcha! response:	Maybe kissing is easier than sucking blood!
context: Does that mean categorizing bloodsucking as sexual is wrong, in and of itself?\In terms of traditional culture, which contemporary people may be losing,\maybe that behavior has a value that doesn't compare to sex...\T-Two times!\And I'm trying so hard to not show how embarrassed I am.\Hey, hey...\Gotcha!\Maybe kissing is easier than sucking blood! response:	I see, I see.
context: In terms of traditional culture, which contemporary people may be losing,\maybe that behavior has a value that doesn't compare to sex...\T-Two times!\And I'm trying so hard to not show how embarrassed I am.\Hey, hey...\Gotcha!\Maybe kissing is easier than sucking blood!\I see, I see. response:	Kissing is easier than sucking blood.
context: maybe that behavior has a value that doesn't compare to sex...\T-Two times!\And I'm trying so hard to not show how embarrassed I am.\Hey, hey...\Gotcha!\Maybe kissing is easier than sucking blood!\I see, I see.\Kissing is easier than sucking blood. response:	Don't write that down!
context: T-Two times!\And I'm trying so hard to not show how embarrassed I am.\Hey, hey...\Gotcha!\Maybe kissing is easier than sucking blood!\I see, I see.\Kissing is easier than sucking blood.\Don't write that down! response:	And show a little embarrassment, would you?
context: And I'm trying so hard to not show how embarrassed I am.\Hey, hey...\Gotcha!\Maybe kissing is easier than sucking blood!\I see, I see.\Kissing is easier than sucking blood.\Don't write that down!\And show a little embarrassment, would you? response:	Looks like she's still too young for this,
context: Hey, hey...\Gotcha!\Maybe kissing is easier than sucking blood!\I see, I see.\Kissing is easier than sucking blood.\Don't write that down!\And show a little embarrassment, would you?\Looks like she's still too young for this, response:	Come on, Sensei! Are you listening?
context: Gotcha!\Maybe kissing is easier than sucking blood!\I see, I see.\Kissing is easier than sucking blood.\Don't write that down!\And show a little embarrassment, would you?\Looks like she's still too young for this,\Come on, Sensei! Are you listening? response:	but I wonder what sort of perspective demis actually have on romance.
context: Maybe kissing is easier than sucking blood!\I see, I see.\Kissing is easier than sucking blood.\Don't write that down!\And show a little embarrassment, would you?\Looks like she's still too young for this,\Come on, Sensei! Are you listening?\but I wonder what sort of perspective demis actually have on romance. response:	I guess your homeroom teacher isn't very attentive, Machi-san.
context: I see, I see.\Kissing is easier than sucking blood.\Don't write that down!\And show a little embarrassment, would you?\Looks like she's still too young for this,\Come on, Sensei! Are you listening?\but I wonder what sort of perspective demis actually have on romance.\I guess your homeroom teacher isn't very attentive, Machi-san. response:	Really, making you carry this box alone...
context: Kissing is easier than sucking blood.\Don't write that down!\And show a little embarrassment, would you?\Looks like she's still too young for this,\Come on, Sensei! Are you listening?\but I wonder what sort of perspective demis actually have on romance.\I guess your homeroom teacher isn't very attentive, Machi-san.\Really, making you carry this box alone... response:	Sorry about this, Satou-sensei.
context: Don't write that down!\And show a little embarrassment, would you?\Looks like she's still too young for this,\Come on, Sensei! Are you listening?\but I wonder what sort of perspective demis actually have on romance.\I guess your homeroom teacher isn't very attentive, Machi-san.\Really, making you carry this box alone...\Sorry about this, Satou-sensei. response:	It's all right. Don't worry about it.
context: And show a little embarrassment, would you?\Looks like she's still too young for this,\Come on, Sensei! Are you listening?\but I wonder what sort of perspective demis actually have on romance.\I guess your homeroom teacher isn't very attentive, Machi-san.\Really, making you carry this box alone...\Sorry about this, Satou-sensei.\It's all right. Don't worry about it. response:	Reference Room
context: Looks like she's still too young for this,\Come on, Sensei! Are you listening?\but I wonder what sort of perspective demis actually have on romance.\I guess your homeroom teacher isn't very attentive, Machi-san.\Really, making you carry this box alone...\Sorry about this, Satou-sensei.\It's all right. Don't worry about it.\Reference Room response:	Confessions of a Mask
context: Come on, Sensei! Are you listening?\but I wonder what sort of perspective demis actually have on romance.\I guess your homeroom teacher isn't very attentive, Machi-san.\Really, making you carry this box alone...\Sorry about this, Satou-sensei.\It's all right. Don't worry about it.\Reference Room\Confessions of a Mask response:	Machi-san, this book goes on that shelf, too.
context: but I wonder what sort of perspective demis actually have on romance.\I guess your homeroom teacher isn't very attentive, Machi-san.\Really, making you carry this box alone...\Sorry about this, Satou-sensei.\It's all right. Don't worry about it.\Reference Room\Confessions of a Mask\Machi-san, this book goes on that shelf, too. response:	Can you handle it?
context: I guess your homeroom teacher isn't very attentive, Machi-san.\Really, making you carry this box alone...\Sorry about this, Satou-sensei.\It's all right. Don't worry about it.\Reference Room\Confessions of a Mask\Machi-san, this book goes on that shelf, too.\Can you handle it? response:	S-Sure.
context: Really, making you carry this box alone...\Sorry about this, Satou-sensei.\It's all right. Don't worry about it.\Reference Room\Confessions of a Mask\Machi-san, this book goes on that shelf, too.\Can you handle it?\S-Sure. response:	Um, Satou-sensei...
context: Sorry about this, Satou-sensei.\It's all right. Don't worry about it.\Reference Room\Confessions of a Mask\Machi-san, this book goes on that shelf, too.\Can you handle it?\S-Sure.\Um, Satou-sensei... response:	Yes?
context: It's all right. Don't worry about it.\Reference Room\Confessions of a Mask\Machi-san, this book goes on that shelf, too.\Can you handle it?\S-Sure.\Um, Satou-sensei...\Yes? response:	You give off the impression of being a very mature woman.
context: Reference Room\Confessions of a Mask\Machi-san, this book goes on that shelf, too.\Can you handle it?\S-Sure.\Um, Satou-sensei...\Yes?\You give off the impression of being a very mature woman. response:	Where did that come from?
context: Confessions of a Mask\Machi-san, this book goes on that shelf, too.\Can you handle it?\S-Sure.\Um, Satou-sensei...\Yes?\You give off the impression of being a very mature woman.\Where did that come from? response:	You're beautiful and kind.
context: Machi-san, this book goes on that shelf, too.\Can you handle it?\S-Sure.\Um, Satou-sensei...\Yes?\You give off the impression of being a very mature woman.\Where did that come from?\You're beautiful and kind. response:	I imagine you have a lot of romantic experience, too.
context: Can you handle it?\S-Sure.\Um, Satou-sensei...\Yes?\You give off the impression of being a very mature woman.\Where did that come from?\You're beautiful and kind.\I imagine you have a lot of romantic experience, too. response:	Huh?
context: S-Sure.\Um, Satou-sensei...\Yes?\You give off the impression of being a very mature woman.\Where did that come from?\You're beautiful and kind.\I imagine you have a lot of romantic experience, too.\Huh? response:	W-Well...
context: Um, Satou-sensei...\Yes?\You give off the impression of being a very mature woman.\Where did that come from?\You're beautiful and kind.\I imagine you have a lot of romantic experience, too.\Huh?\W-Well... response:	More or less.
context: Yes?\You give off the impression of being a very mature woman.\Where did that come from?\You're beautiful and kind.\I imagine you have a lot of romantic experience, too.\Huh?\W-Well...\More or less. response:	Actually, I wanted your advice about something.
context: You give off the impression of being a very mature woman.\Where did that come from?\You're beautiful and kind.\I imagine you have a lot of romantic experience, too.\Huh?\W-Well...\More or less.\Actually, I wanted your advice about something. response:	I, um...
context: Where did that come from?\You're beautiful and kind.\I imagine you have a lot of romantic experience, too.\Huh?\W-Well...\More or less.\Actually, I wanted your advice about something.\I, um... response:	I have someone I like.
context: You're beautiful and kind.\I imagine you have a lot of romantic experience, too.\Huh?\W-Well...\More or less.\Actually, I wanted your advice about something.\I, um...\I have someone I like. response:	Oh, you do? That's so nice!
context: I imagine you have a lot of romantic experience, too.\Huh?\W-Well...\More or less.\Actually, I wanted your advice about something.\I, um...\I have someone I like.\Oh, you do? That's so nice! response:	Is it a student at this school?
context: Huh?\W-Well...\More or less.\Actually, I wanted your advice about something.\I, um...\I have someone I like.\Oh, you do? That's so nice!\Is it a student at this school? response:	N-No, he is part of this school, but...
context: W-Well...\More or less.\Actually, I wanted your advice about something.\I, um...\I have someone I like.\Oh, you do? That's so nice!\Is it a student at this school?\N-No, he is part of this school, but... response:	I like Takahashi-sensei!
context: More or less.\Actually, I wanted your advice about something.\I, um...\I have someone I like.\Oh, you do? That's so nice!\Is it a student at this school?\N-No, he is part of this school, but...\I like Takahashi-sensei! response:	I do, too!
context: Actually, I wanted your advice about something.\I, um...\I have someone I like.\Oh, you do? That's so nice!\Is it a student at this school?\N-No, he is part of this school, but...\I like Takahashi-sensei!\I do, too! response:	Kusakabe
context: I, um...\I have someone I like.\Oh, you do? That's so nice!\Is it a student at this school?\N-No, he is part of this school, but...\I like Takahashi-sensei!\I do, too!\Kusakabe response:	Kusakabe!
context: I have someone I like.\Oh, you do? That's so nice!\Is it a student at this school?\N-No, he is part of this school, but...\I like Takahashi-sensei!\I do, too!\Kusakabe\Kusakabe! response:	On our next day off, wanna hang out?
context: Oh, you do? That's so nice!\Is it a student at this school?\N-No, he is part of this school, but...\I like Takahashi-sensei!\I do, too!\Kusakabe\Kusakabe!\On our next day off, wanna hang out? response:	Huh? N-No, I'll pass on that.
context: Is it a student at this school?\N-No, he is part of this school, but...\I like Takahashi-sensei!\I do, too!\Kusakabe\Kusakabe!\On our next day off, wanna hang out?\Huh? N-No, I'll pass on that. response:	Come on, come on! Just this once!
