context: I made contact with him last night, but he ran away. response:	Don't underestimate Bugbear.
context: Tonight, have him earn as much as you can.\Huh?\This will be our last time seeing him in the ring.\Starting tomorrow, have someone replace him.\Does... that mean...\Roger!\Of course! I'll do as you say!\Hey, Teppei... response:	What? What's wrong?
context: Huh?\This will be our last time seeing him in the ring.\Starting tomorrow, have someone replace him.\Does... that mean...\Roger!\Of course! I'll do as you say!\Hey, Teppei...\What? What's wrong? response:	I'm going to run to the bathroom.
context: This will be our last time seeing him in the ring.\Starting tomorrow, have someone replace him.\Does... that mean...\Roger!\Of course! I'll do as you say!\Hey, Teppei...\What? What's wrong?\I'm going to run to the bathroom. response:	Are you okay, Captain?
context: Starting tomorrow, have someone replace him.\Does... that mean...\Roger!\Of course! I'll do as you say!\Hey, Teppei...\What? What's wrong?\I'm going to run to the bathroom.\Are you okay, Captain? response:	Bathroom, bathroom...
context: Does... that mean...\Roger!\Of course! I'll do as you say!\Hey, Teppei...\What? What's wrong?\I'm going to run to the bathroom.\Are you okay, Captain?\Bathroom, bathroom... response:	Hey.
context: Roger!\Of course! I'll do as you say!\Hey, Teppei...\What? What's wrong?\I'm going to run to the bathroom.\Are you okay, Captain?\Bathroom, bathroom...\Hey. response:	This corridor is off-limits to unauthorized persons.
context: Of course! I'll do as you say!\Hey, Teppei...\What? What's wrong?\I'm going to run to the bathroom.\Are you okay, Captain?\Bathroom, bathroom...\Hey.\This corridor is off-limits to unauthorized persons. response:	Sorry, I was looking for the bathroom...
context: Hey, Teppei...\What? What's wrong?\I'm going to run to the bathroom.\Are you okay, Captain?\Bathroom, bathroom...\Hey.\This corridor is off-limits to unauthorized persons.\Sorry, I was looking for the bathroom... response:	You're the champion, right?
context: What? What's wrong?\I'm going to run to the bathroom.\Are you okay, Captain?\Bathroom, bathroom...\Hey.\This corridor is off-limits to unauthorized persons.\Sorry, I was looking for the bathroom...\You're the champion, right? response:	You're strong...
context: I'm going to run to the bathroom.\Are you okay, Captain?\Bathroom, bathroom...\Hey.\This corridor is off-limits to unauthorized persons.\Sorry, I was looking for the bathroom...\You're the champion, right?\You're strong... response:	But aren't you afraid of fights with no rules?
context: Are you okay, Captain?\Bathroom, bathroom...\Hey.\This corridor is off-limits to unauthorized persons.\Sorry, I was looking for the bathroom...\You're the champion, right?\You're strong...\But aren't you afraid of fights with no rules? response:	I'm not afraid of fighting.
context: Bathroom, bathroom...\Hey.\This corridor is off-limits to unauthorized persons.\Sorry, I was looking for the bathroom...\You're the champion, right?\You're strong...\But aren't you afraid of fights with no rules?\I'm not afraid of fighting. response:	I'm afraid of not being able to protect what's important to me.
context: Hey.\This corridor is off-limits to unauthorized persons.\Sorry, I was looking for the bathroom...\You're the champion, right?\You're strong...\But aren't you afraid of fights with no rules?\I'm not afraid of fighting.\I'm afraid of not being able to protect what's important to me. response:	And there's the gong!
context: This corridor is off-limits to unauthorized persons.\Sorry, I was looking for the bathroom...\You're the champion, right?\You're strong...\But aren't you afraid of fights with no rules?\I'm not afraid of fighting.\I'm afraid of not being able to protect what's important to me.\And there's the gong! response:	Our undefeated emperor, Baku, faces off against Great Ramdes!
context: Sorry, I was looking for the bathroom...\You're the champion, right?\You're strong...\But aren't you afraid of fights with no rules?\I'm not afraid of fighting.\I'm afraid of not being able to protect what's important to me.\And there's the gong!\Our undefeated emperor, Baku, faces off against Great Ramdes! response:	A fierce battle has begun!
context: You're the champion, right?\You're strong...\But aren't you afraid of fights with no rules?\I'm not afraid of fighting.\I'm afraid of not being able to protect what's important to me.\And there's the gong!\Our undefeated emperor, Baku, faces off against Great Ramdes!\A fierce battle has begun! response:	Amarok and Moco aren't here...
context: You're strong...\But aren't you afraid of fights with no rules?\I'm not afraid of fighting.\I'm afraid of not being able to protect what's important to me.\And there's the gong!\Our undefeated emperor, Baku, faces off against Great Ramdes!\A fierce battle has begun!\Amarok and Moco aren't here... response:	Maybe we were wrong?
context: But aren't you afraid of fights with no rules?\I'm not afraid of fighting.\I'm afraid of not being able to protect what's important to me.\And there's the gong!\Our undefeated emperor, Baku, faces off against Great Ramdes!\A fierce battle has begun!\Amarok and Moco aren't here...\Maybe we were wrong? response:	Whoa!
context: I'm not afraid of fighting.\I'm afraid of not being able to protect what's important to me.\And there's the gong!\Our undefeated emperor, Baku, faces off against Great Ramdes!\A fierce battle has begun!\Amarok and Moco aren't here...\Maybe we were wrong?\Whoa! response:	Great Ramdes has started by bringing out wooden swords.
context: I'm afraid of not being able to protect what's important to me.\And there's the gong!\Our undefeated emperor, Baku, faces off against Great Ramdes!\A fierce battle has begun!\Amarok and Moco aren't here...\Maybe we were wrong?\Whoa!\Great Ramdes has started by bringing out wooden swords. response:	But non-ranged weapons are not against the rules!
context: And there's the gong!\Our undefeated emperor, Baku, faces off against Great Ramdes!\A fierce battle has begun!\Amarok and Moco aren't here...\Maybe we were wrong?\Whoa!\Great Ramdes has started by bringing out wooden swords.\But non-ranged weapons are not against the rules! response:	He grabbed the swords in mid-swing, with his bare hands!
context: Our undefeated emperor, Baku, faces off against Great Ramdes!\A fierce battle has begun!\Amarok and Moco aren't here...\Maybe we were wrong?\Whoa!\Great Ramdes has started by bringing out wooden swords.\But non-ranged weapons are not against the rules!\He grabbed the swords in mid-swing, with his bare hands! response:	His strength is amazing.
context: A fierce battle has begun!\Amarok and Moco aren't here...\Maybe we were wrong?\Whoa!\Great Ramdes has started by bringing out wooden swords.\But non-ranged weapons are not against the rules!\He grabbed the swords in mid-swing, with his bare hands!\His strength is amazing. response:	Maybe it really is him.
context: Amarok and Moco aren't here...\Maybe we were wrong?\Whoa!\Great Ramdes has started by bringing out wooden swords.\But non-ranged weapons are not against the rules!\He grabbed the swords in mid-swing, with his bare hands!\His strength is amazing.\Maybe it really is him. response:	He seems different, somehow.
context: Maybe we were wrong?\Whoa!\Great Ramdes has started by bringing out wooden swords.\But non-ranged weapons are not against the rules!\He grabbed the swords in mid-swing, with his bare hands!\His strength is amazing.\Maybe it really is him.\He seems different, somehow. response:	The strength to want to protect something, huh?
context: Whoa!\Great Ramdes has started by bringing out wooden swords.\But non-ranged weapons are not against the rules!\He grabbed the swords in mid-swing, with his bare hands!\His strength is amazing.\Maybe it really is him.\He seems different, somehow.\The strength to want to protect something, huh? response:	Anything you want to say, Baku?
context: Great Ramdes has started by bringing out wooden swords.\But non-ranged weapons are not against the rules!\He grabbed the swords in mid-swing, with his bare hands!\His strength is amazing.\Maybe it really is him.\He seems different, somehow.\The strength to want to protect something, huh?\Anything you want to say, Baku? response:	I have one thing to say to you.
context: But non-ranged weapons are not against the rules!\He grabbed the swords in mid-swing, with his bare hands!\His strength is amazing.\Maybe it really is him.\He seems different, somehow.\The strength to want to protect something, huh?\Anything you want to say, Baku?\I have one thing to say to you. response:	This is my town!
context: He grabbed the swords in mid-swing, with his bare hands!\His strength is amazing.\Maybe it really is him.\He seems different, somehow.\The strength to want to protect something, huh?\Anything you want to say, Baku?\I have one thing to say to you.\This is my town! response:	That was Miss Kumiko's voice...
context: His strength is amazing.\Maybe it really is him.\He seems different, somehow.\The strength to want to protect something, huh?\Anything you want to say, Baku?\I have one thing to say to you.\This is my town!\That was Miss Kumiko's voice... response:	You bastard
context: Maybe it really is him.\He seems different, somehow.\The strength to want to protect something, huh?\Anything you want to say, Baku?\I have one thing to say to you.\This is my town!\That was Miss Kumiko's voice...\You bastard response:	Baku!
context: He seems different, somehow.\The strength to want to protect something, huh?\Anything you want to say, Baku?\I have one thing to say to you.\This is my town!\That was Miss Kumiko's voice...\You bastard\Baku! response:	Baku!
context: The strength to want to protect something, huh?\Anything you want to say, Baku?\I have one thing to say to you.\This is my town!\That was Miss Kumiko's voice...\You bastard\Baku!\Baku! response:	Thanks for coming.
context: Anything you want to say, Baku?\I have one thing to say to you.\This is my town!\That was Miss Kumiko's voice...\You bastard\Baku!\Baku!\Thanks for coming. response:	Let her go.
context: I have one thing to say to you.\This is my town!\That was Miss Kumiko's voice...\You bastard\Baku!\Baku!\Thanks for coming.\Let her go. response:	Hold on a second.
context: This is my town!\That was Miss Kumiko's voice...\You bastard\Baku!\Baku!\Thanks for coming.\Let her go.\Hold on a second. response:	Agree to our terms, and we'll release her here.
context: That was Miss Kumiko's voice...\You bastard\Baku!\Baku!\Thanks for coming.\Let her go.\Hold on a second.\Agree to our terms, and we'll release her here. response:	I promise.
context: You bastard\Baku!\Baku!\Thanks for coming.\Let her go.\Hold on a second.\Agree to our terms, and we'll release her here.\I promise. response:	What are you after?
context: Baku!\Baku!\Thanks for coming.\Let her go.\Hold on a second.\Agree to our terms, and we'll release her here.\I promise.\What are you after? response:	Who are you people?
context: Baku!\Thanks for coming.\Let her go.\Hold on a second.\Agree to our terms, and we'll release her here.\I promise.\What are you after?\Who are you people? response:	You'll know soon.
context: Thanks for coming.\Let her go.\Hold on a second.\Agree to our terms, and we'll release her here.\I promise.\What are you after?\Who are you people?\You'll know soon. response:	Baku...
context: Let her go.\Hold on a second.\Agree to our terms, and we'll release her here.\I promise.\What are you after?\Who are you people?\You'll know soon.\Baku... response:	All right.
context: Hold on a second.\Agree to our terms, and we'll release her here.\I promise.\What are you after?\Who are you people?\You'll know soon.\Baku...\All right. response:	Don't move, Bugbear...
context: Agree to our terms, and we'll release her here.\I promise.\What are you after?\Who are you people?\You'll know soon.\Baku...\All right.\Don't move, Bugbear... response:	It'll be over soon.
context: I promise.\What are you after?\Who are you people?\You'll know soon.\Baku...\All right.\Don't move, Bugbear...\It'll be over soon. response:	Now, let's continue what we started last night.
context: What are you after?\Who are you people?\You'll know soon.\Baku...\All right.\Don't move, Bugbear...\It'll be over soon.\Now, let's continue what we started last night. response:	You're free to go, Miss.
context: Who are you people?\You'll know soon.\Baku...\All right.\Don't move, Bugbear...\It'll be over soon.\Now, let's continue what we started last night.\You're free to go, Miss. response:	So that's what you've been up to.
context: You'll know soon.\Baku...\All right.\Don't move, Bugbear...\It'll be over soon.\Now, let's continue what we started last night.\You're free to go, Miss.\So that's what you've been up to. response:	Miss!
context: Baku...\All right.\Don't move, Bugbear...\It'll be over soon.\Now, let's continue what we started last night.\You're free to go, Miss.\So that's what you've been up to.\Miss! response:	Miss!
context: All right.\Don't move, Bugbear...\It'll be over soon.\Now, let's continue what we started last night.\You're free to go, Miss.\So that's what you've been up to.\Miss!\Miss! response:	Sir!
context: Don't move, Bugbear...\It'll be over soon.\Now, let's continue what we started last night.\You're free to go, Miss.\So that's what you've been up to.\Miss!\Miss!\Sir! response:	Hey, why is he alive?
context: It'll be over soon.\Now, let's continue what we started last night.\You're free to go, Miss.\So that's what you've been up to.\Miss!\Miss!\Sir!\Hey, why is he alive? response:	I was shot, but I'm alive...
context: Now, let's continue what we started last night.\You're free to go, Miss.\So that's what you've been up to.\Miss!\Miss!\Sir!\Hey, why is he alive?\I was shot, but I'm alive... response:	My wounds are nearly gone.
context: You're free to go, Miss.\So that's what you've been up to.\Miss!\Miss!\Sir!\Hey, why is he alive?\I was shot, but I'm alive...\My wounds are nearly gone. response:	I see...
context: So that's what you've been up to.\Miss!\Miss!\Sir!\Hey, why is he alive?\I was shot, but I'm alive...\My wounds are nearly gone.\I see... response:	So I was right.
context: Miss!\Miss!\Sir!\Hey, why is he alive?\I was shot, but I'm alive...\My wounds are nearly gone.\I see...\So I was right. response:	I always wondered about that strange magic trick of yours.
context: Miss!\Sir!\Hey, why is he alive?\I was shot, but I'm alive...\My wounds are nearly gone.\I see...\So I was right.\I always wondered about that strange magic trick of yours. response:	This is weird.
context: Sir!\Hey, why is he alive?\I was shot, but I'm alive...\My wounds are nearly gone.\I see...\So I was right.\I always wondered about that strange magic trick of yours.\This is weird. response:	What do you mean?
context: Hey, why is he alive?\I was shot, but I'm alive...\My wounds are nearly gone.\I see...\So I was right.\I always wondered about that strange magic trick of yours.\This is weird.\What do you mean? response:	Do you remember the Magus incident?
context: I was shot, but I'm alive...\My wounds are nearly gone.\I see...\So I was right.\I always wondered about that strange magic trick of yours.\This is weird.\What do you mean?\Do you remember the Magus incident? response:	When a ship was blown up in Yokohama, right?
context: My wounds are nearly gone.\I see...\So I was right.\I always wondered about that strange magic trick of yours.\This is weird.\What do you mean?\Do you remember the Magus incident?\When a ship was blown up in Yokohama, right? response:	Yup.
context: I see...\So I was right.\I always wondered about that strange magic trick of yours.\This is weird.\What do you mean?\Do you remember the Magus incident?\When a ship was blown up in Yokohama, right?\Yup. response:	An Asanoda ship was blown up.
context: So I was right.\I always wondered about that strange magic trick of yours.\This is weird.\What do you mean?\Do you remember the Magus incident?\When a ship was blown up in Yokohama, right?\Yup.\An Asanoda ship was blown up. response:	What's strange?
context: I always wondered about that strange magic trick of yours.\This is weird.\What do you mean?\Do you remember the Magus incident?\When a ship was blown up in Yokohama, right?\Yup.\An Asanoda ship was blown up.\What's strange? response:	Most of the Asanoda were aboard the ship when it exploded,
context: This is weird.\What do you mean?\Do you remember the Magus incident?\When a ship was blown up in Yokohama, right?\Yup.\An Asanoda ship was blown up.\What's strange?\Most of the Asanoda were aboard the ship when it exploded, response:	but no one died.
context: What do you mean?\Do you remember the Magus incident?\When a ship was blown up in Yokohama, right?\Yup.\An Asanoda ship was blown up.\What's strange?\Most of the Asanoda were aboard the ship when it exploded,\but no one died. response:	Is that possible?
context: Do you remember the Magus incident?\When a ship was blown up in Yokohama, right?\Yup.\An Asanoda ship was blown up.\What's strange?\Most of the Asanoda were aboard the ship when it exploded,\but no one died.\Is that possible? response:	Someone's feelings activated a singularity.
context: When a ship was blown up in Yokohama, right?\Yup.\An Asanoda ship was blown up.\What's strange?\Most of the Asanoda were aboard the ship when it exploded,\but no one died.\Is that possible?\Someone's feelings activated a singularity. response:	Someone's singularity.
context: Yup.\An Asanoda ship was blown up.\What's strange?\Most of the Asanoda were aboard the ship when it exploded,\but no one died.\Is that possible?\Someone's feelings activated a singularity.\Someone's singularity. response:	I was in the depths of despair at the world that surrounded me.
context: An Asanoda ship was blown up.\What's strange?\Most of the Asanoda were aboard the ship when it exploded,\but no one died.\Is that possible?\Someone's feelings activated a singularity.\Someone's singularity.\I was in the depths of despair at the world that surrounded me. response:	At least go out and say hello, Kumiko.
context: What's strange?\Most of the Asanoda were aboard the ship when it exploded,\but no one died.\Is that possible?\Someone's feelings activated a singularity.\Someone's singularity.\I was in the depths of despair at the world that surrounded me.\At least go out and say hello, Kumiko. response:	Miss, isn't that a bomb?
context: Most of the Asanoda were aboard the ship when it exploded,\but no one died.\Is that possible?\Someone's feelings activated a singularity.\Someone's singularity.\I was in the depths of despair at the world that surrounded me.\At least go out and say hello, Kumiko.\Miss, isn't that a bomb? response:	That's right.
context: but no one died.\Is that possible?\Someone's feelings activated a singularity.\Someone's singularity.\I was in the depths of despair at the world that surrounded me.\At least go out and say hello, Kumiko.\Miss, isn't that a bomb?\That's right. response:	It was in our basement.
context: Is that possible?\Someone's feelings activated a singularity.\Someone's singularity.\I was in the depths of despair at the world that surrounded me.\At least go out and say hello, Kumiko.\Miss, isn't that a bomb?\That's right.\It was in our basement. response:	Don't do anything stupid.
context: Someone's feelings activated a singularity.\Someone's singularity.\I was in the depths of despair at the world that surrounded me.\At least go out and say hello, Kumiko.\Miss, isn't that a bomb?\That's right.\It was in our basement.\Don't do anything stupid. response:	Tonight, everyone's aboard the ship.
context: Someone's singularity.\I was in the depths of despair at the world that surrounded me.\At least go out and say hello, Kumiko.\Miss, isn't that a bomb?\That's right.\It was in our basement.\Don't do anything stupid.\Tonight, everyone's aboard the ship. response:	I can put an end to your child trafficking with this.
context: I was in the depths of despair at the world that surrounded me.\At least go out and say hello, Kumiko.\Miss, isn't that a bomb?\That's right.\It was in our basement.\Don't do anything stupid.\Tonight, everyone's aboard the ship.\I can put an end to your child trafficking with this. response:	Stop it!
context: At least go out and say hello, Kumiko.\Miss, isn't that a bomb?\That's right.\It was in our basement.\Don't do anything stupid.\Tonight, everyone's aboard the ship.\I can put an end to your child trafficking with this.\Stop it! response:	The dream I have each night is true, after all.
context: Miss, isn't that a bomb?\That's right.\It was in our basement.\Don't do anything stupid.\Tonight, everyone's aboard the ship.\I can put an end to your child trafficking with this.\Stop it!\The dream I have each night is true, after all. response:	You're the reason I'm alive, aren't you?
context: That's right.\It was in our basement.\Don't do anything stupid.\Tonight, everyone's aboard the ship.\I can put an end to your child trafficking with this.\Stop it!\The dream I have each night is true, after all.\You're the reason I'm alive, aren't you? response:	But it's okay now, Baku.
context: It was in our basement.\Don't do anything stupid.\Tonight, everyone's aboard the ship.\I can put an end to your child trafficking with this.\Stop it!\The dream I have each night is true, after all.\You're the reason I'm alive, aren't you?\But it's okay now, Baku. response:	I just wanted to protect you.
context: Don't do anything stupid.\Tonight, everyone's aboard the ship.\I can put an end to your child trafficking with this.\Stop it!\The dream I have each night is true, after all.\You're the reason I'm alive, aren't you?\But it's okay now, Baku.\I just wanted to protect you. response:	Please, Baku...
context: Tonight, everyone's aboard the ship.\I can put an end to your child trafficking with this.\Stop it!\The dream I have each night is true, after all.\You're the reason I'm alive, aren't you?\But it's okay now, Baku.\I just wanted to protect you.\Please, Baku... response:	Release me from this nightmare...
context: I can put an end to your child trafficking with this.\Stop it!\The dream I have each night is true, after all.\You're the reason I'm alive, aren't you?\But it's okay now, Baku.\I just wanted to protect you.\Please, Baku...\Release me from this nightmare... response:	What is this?
context: Stop it!\The dream I have each night is true, after all.\You're the reason I'm alive, aren't you?\But it's okay now, Baku.\I just wanted to protect you.\Please, Baku...\Release me from this nightmare...\What is this? response:	What kind of trick was that?
context: The dream I have each night is true, after all.\You're the reason I'm alive, aren't you?\But it's okay now, Baku.\I just wanted to protect you.\Please, Baku...\Release me from this nightmare...\What is this?\What kind of trick was that? response:	When the Magus exploded,
context: You're the reason I'm alive, aren't you?\But it's okay now, Baku.\I just wanted to protect you.\Please, Baku...\Release me from this nightmare...\What is this?\What kind of trick was that?\When the Magus exploded, response:	everyone in the Asanoda Yakuza actually died.
context: But it's okay now, Baku.\I just wanted to protect you.\Please, Baku...\Release me from this nightmare...\What is this?\What kind of trick was that?\When the Magus exploded,\everyone in the Asanoda Yakuza actually died. response:	To revive her, Baku brought back everyone else who died.
context: I just wanted to protect you.\Please, Baku...\Release me from this nightmare...\What is this?\What kind of trick was that?\When the Magus exploded,\everyone in the Asanoda Yakuza actually died.\To revive her, Baku brought back everyone else who died. response:	I know you are a special person.
context: Please, Baku...\Release me from this nightmare...\What is this?\What kind of trick was that?\When the Magus exploded,\everyone in the Asanoda Yakuza actually died.\To revive her, Baku brought back everyone else who died.\I know you are a special person. response:	Live in a way that lets you see the true light...
context: Release me from this nightmare...\What is this?\What kind of trick was that?\When the Magus exploded,\everyone in the Asanoda Yakuza actually died.\To revive her, Baku brought back everyone else who died.\I know you are a special person.\Live in a way that lets you see the true light... response:	They're like an illusion Bugbear created.
context: What is this?\What kind of trick was that?\When the Magus exploded,\everyone in the Asanoda Yakuza actually died.\To revive her, Baku brought back everyone else who died.\I know you are a special person.\Live in a way that lets you see the true light...\They're like an illusion Bugbear created. response:	You can't bring back the dead with a singularity.
context: What kind of trick was that?\When the Magus exploded,\everyone in the Asanoda Yakuza actually died.\To revive her, Baku brought back everyone else who died.\I know you are a special person.\Live in a way that lets you see the true light...\They're like an illusion Bugbear created.\You can't bring back the dead with a singularity. response:	They die because they aren't completely human.
context: When the Magus exploded,\everyone in the Asanoda Yakuza actually died.\To revive her, Baku brought back everyone else who died.\I know you are a special person.\Live in a way that lets you see the true light...\They're like an illusion Bugbear created.\You can't bring back the dead with a singularity.\They die because they aren't completely human. response:	You remember now... Right, Bugbear?
context: everyone in the Asanoda Yakuza actually died.\To revive her, Baku brought back everyone else who died.\I know you are a special person.\Live in a way that lets you see the true light...\They're like an illusion Bugbear created.\You can't bring back the dead with a singularity.\They die because they aren't completely human.\You remember now... Right, Bugbear? response:	Let's do this!
context: To revive her, Baku brought back everyone else who died.\I know you are a special person.\Live in a way that lets you see the true light...\They're like an illusion Bugbear created.\You can't bring back the dead with a singularity.\They die because they aren't completely human.\You remember now... Right, Bugbear?\Let's do this! response:	Yeah, I understand!
context: I know you are a special person.\Live in a way that lets you see the true light...\They're like an illusion Bugbear created.\You can't bring back the dead with a singularity.\They die because they aren't completely human.\You remember now... Right, Bugbear?\Let's do this!\Yeah, I understand! response:	Fine...
context: Live in a way that lets you see the true light...\They're like an illusion Bugbear created.\You can't bring back the dead with a singularity.\They die because they aren't completely human.\You remember now... Right, Bugbear?\Let's do this!\Yeah, I understand!\Fine... response:	This planet is a nightmare.
context: They're like an illusion Bugbear created.\You can't bring back the dead with a singularity.\They die because they aren't completely human.\You remember now... Right, Bugbear?\Let's do this!\Yeah, I understand!\Fine...\This planet is a nightmare. response:	I'll devour it all!
context: You can't bring back the dead with a singularity.\They die because they aren't completely human.\You remember now... Right, Bugbear?\Let's do this!\Yeah, I understand!\Fine...\This planet is a nightmare.\I'll devour it all! response:	Machine Goodfellow Bakuretsujuu, activation.
context: They die because they aren't completely human.\You remember now... Right, Bugbear?\Let's do this!\Yeah, I understand!\Fine...\This planet is a nightmare.\I'll devour it all!\Machine Goodfellow Bakuretsujuu, activation. response:	Abreaction!
context: You remember now... Right, Bugbear?\Let's do this!\Yeah, I understand!\Fine...\This planet is a nightmare.\I'll devour it all!\Machine Goodfellow Bakuretsujuu, activation.\Abreaction! response:	MM bus signal detected.
context: Let's do this!\Yeah, I understand!\Fine...\This planet is a nightmare.\I'll devour it all!\Machine Goodfellow Bakuretsujuu, activation.\Abreaction!\MM bus signal detected. response:	Identifying epicenter.
context: Yeah, I understand!\Fine...\This planet is a nightmare.\I'll devour it all!\Machine Goodfellow Bakuretsujuu, activation.\Abreaction!\MM bus signal detected.\Identifying epicenter. response:	Initiating launch sequence.
context: Fine...\This planet is a nightmare.\I'll devour it all!\Machine Goodfellow Bakuretsujuu, activation.\Abreaction!\MM bus signal detected.\Identifying epicenter.\Initiating launch sequence. response:	Captain, ready?
context: This planet is a nightmare.\I'll devour it all!\Machine Goodfellow Bakuretsujuu, activation.\Abreaction!\MM bus signal detected.\Identifying epicenter.\Initiating launch sequence.\Captain, ready? response:	Go.
context: I'll devour it all!\Machine Goodfellow Bakuretsujuu, activation.\Abreaction!\MM bus signal detected.\Identifying epicenter.\Initiating launch sequence.\Captain, ready?\Go. response:	Earth Engine Ordinary, launch!
context: Machine Goodfellow Bakuretsujuu, activation.\Abreaction!\MM bus signal detected.\Identifying epicenter.\Initiating launch sequence.\Captain, ready?\Go.\Earth Engine Ordinary, launch! response:	It's time for the face-off between the Bakuretsujuu and the Earth Engine.
context: Abreaction!\MM bus signal detected.\Identifying epicenter.\Initiating launch sequence.\Captain, ready?\Go.\Earth Engine Ordinary, launch!\It's time for the face-off between the Bakuretsujuu and the Earth Engine. response:	Looks like Earth Engine's starting off with a deadly weapon.
context: MM bus signal detected.\Identifying epicenter.\Initiating launch sequence.\Captain, ready?\Go.\Earth Engine Ordinary, launch!\It's time for the face-off between the Bakuretsujuu and the Earth Engine.\Looks like Earth Engine's starting off with a deadly weapon. response:	But ranged weapons are against the rules.
context: Identifying epicenter.\Initiating launch sequence.\Captain, ready?\Go.\Earth Engine Ordinary, launch!\It's time for the face-off between the Bakuretsujuu and the Earth Engine.\Looks like Earth Engine's starting off with a deadly weapon.\But ranged weapons are against the rules. response:	Way to go, Bugbear...
context: Initiating launch sequence.\Captain, ready?\Go.\Earth Engine Ordinary, launch!\It's time for the face-off between the Bakuretsujuu and the Earth Engine.\Looks like Earth Engine's starting off with a deadly weapon.\But ranged weapons are against the rules.\Way to go, Bugbear... response:	He's overwhelming the Earth Engine.
context: Captain, ready?\Go.\Earth Engine Ordinary, launch!\It's time for the face-off between the Bakuretsujuu and the Earth Engine.\Looks like Earth Engine's starting off with a deadly weapon.\But ranged weapons are against the rules.\Way to go, Bugbear...\He's overwhelming the Earth Engine. response:	The way he's fighting...
context: Go.\Earth Engine Ordinary, launch!\It's time for the face-off between the Bakuretsujuu and the Earth Engine.\Looks like Earth Engine's starting off with a deadly weapon.\But ranged weapons are against the rules.\Way to go, Bugbear...\He's overwhelming the Earth Engine.\The way he's fighting... response:	It's the champion!
context: Earth Engine Ordinary, launch!\It's time for the face-off between the Bakuretsujuu and the Earth Engine.\Looks like Earth Engine's starting off with a deadly weapon.\But ranged weapons are against the rules.\Way to go, Bugbear...\He's overwhelming the Earth Engine.\The way he's fighting...\It's the champion! response:	He's strong...
context: It's time for the face-off between the Bakuretsujuu and the Earth Engine.\Looks like Earth Engine's starting off with a deadly weapon.\But ranged weapons are against the rules.\Way to go, Bugbear...\He's overwhelming the Earth Engine.\The way he's fighting...\It's the champion!\He's strong... response:	If you keep running, you'll run out of time, Daichi Manatsu.
context: Looks like Earth Engine's starting off with a deadly weapon.\But ranged weapons are against the rules.\Way to go, Bugbear...\He's overwhelming the Earth Engine.\The way he's fighting...\It's the champion!\He's strong...\If you keep running, you'll run out of time, Daichi Manatsu. response:	I have nothing left.
context: But ranged weapons are against the rules.\Way to go, Bugbear...\He's overwhelming the Earth Engine.\The way he's fighting...\It's the champion!\He's strong...\If you keep running, you'll run out of time, Daichi Manatsu.\I have nothing left. response:	He's very fierce, but...
context: Way to go, Bugbear...\He's overwhelming the Earth Engine.\The way he's fighting...\It's the champion!\He's strong...\If you keep running, you'll run out of time, Daichi Manatsu.\I have nothing left.\He's very fierce, but... response:	Why?
context: He's overwhelming the Earth Engine.\The way he's fighting...\It's the champion!\He's strong...\If you keep running, you'll run out of time, Daichi Manatsu.\I have nothing left.\He's very fierce, but...\Why? response:	I don't feel any strength...
context: The way he's fighting...\It's the champion!\He's strong...\If you keep running, you'll run out of time, Daichi Manatsu.\I have nothing left.\He's very fierce, but...\Why?\I don't feel any strength... response:	I have nothing left to protect!
context: It's the champion!\He's strong...\If you keep running, you'll run out of time, Daichi Manatsu.\I have nothing left.\He's very fierce, but...\Why?\I don't feel any strength...\I have nothing left to protect! response:	Good work, Captain.
context: He's strong...\If you keep running, you'll run out of time, Daichi Manatsu.\I have nothing left.\He's very fierce, but...\Why?\I don't feel any strength...\I have nothing left to protect!\Good work, Captain. response:	Sorry, I broke it again.
context: If you keep running, you'll run out of time, Daichi Manatsu.\I have nothing left.\He's very fierce, but...\Why?\I don't feel any strength...\I have nothing left to protect!\Good work, Captain.\Sorry, I broke it again. response:	I'm glad you're safe, Captain.
context: I have nothing left.\He's very fierce, but...\Why?\I don't feel any strength...\I have nothing left to protect!\Good work, Captain.\Sorry, I broke it again.\I'm glad you're safe, Captain. response:	Do you know who the designer child on board was?
context: He's very fierce, but...\Why?\I don't feel any strength...\I have nothing left to protect!\Good work, Captain.\Sorry, I broke it again.\I'm glad you're safe, Captain.\Do you know who the designer child on board was? response:	I think it was him.
context: Why?\I don't feel any strength...\I have nothing left to protect!\Good work, Captain.\Sorry, I broke it again.\I'm glad you're safe, Captain.\Do you know who the designer child on board was?\I think it was him. response:	Him?
context: I don't feel any strength...\I have nothing left to protect!\Good work, Captain.\Sorry, I broke it again.\I'm glad you're safe, Captain.\Do you know who the designer child on board was?\I think it was him.\Him? response:	The champion.
context: I have nothing left to protect!\Good work, Captain.\Sorry, I broke it again.\I'm glad you're safe, Captain.\Do you know who the designer child on board was?\I think it was him.\Him?\The champion. response:	That strong person?
context: Good work, Captain.\Sorry, I broke it again.\I'm glad you're safe, Captain.\Do you know who the designer child on board was?\I think it was him.\Him?\The champion.\That strong person? response:	He was tough, but...
context: Sorry, I broke it again.\I'm glad you're safe, Captain.\Do you know who the designer child on board was?\I think it was him.\Him?\The champion.\That strong person?\He was tough, but... response:	I don't know...
context: I'm glad you're safe, Captain.\Do you know who the designer child on board was?\I think it was him.\Him?\The champion.\That strong person?\He was tough, but...\I don't know... response:	It almost felt like he wanted to die.
