context: Join forces? response:	Don't worry, everyone. Everything's fine.
context: But I don't know where it is or how to break it.\Sister, do you know?\Yes. They're located in your ear.\The left ear. Around here.\I don't know how to break them.\But if it breaks, it sends out a signal.\To that thing, and also to headquarters.\You'd have to take it out. Or cut it off. response:	But there are no decent blades in the House.
context: Sister, do you know?\Yes. They're located in your ear.\The left ear. Around here.\I don't know how to break them.\But if it breaks, it sends out a signal.\To that thing, and also to headquarters.\You'd have to take it out. Or cut it off.\But there are no decent blades in the House. response:	There's a scalpel. For medical use.
context: Yes. They're located in your ear.\The left ear. Around here.\I don't know how to break them.\But if it breaks, it sends out a signal.\To that thing, and also to headquarters.\You'd have to take it out. Or cut it off.\But there are no decent blades in the House.\There's a scalpel. For medical use. response:	Once we're outside, there's no medicine.
context: The left ear. Around here.\I don't know how to break them.\But if it breaks, it sends out a signal.\To that thing, and also to headquarters.\You'd have to take it out. Or cut it off.\But there are no decent blades in the House.\There's a scalpel. For medical use.\Once we're outside, there's no medicine. response:	When we escape, I don't want to take risks with blood loss or infections.
context: I don't know how to break them.\But if it breaks, it sends out a signal.\To that thing, and also to headquarters.\You'd have to take it out. Or cut it off.\But there are no decent blades in the House.\There's a scalpel. For medical use.\Once we're outside, there's no medicine.\When we escape, I don't want to take risks with blood loss or infections. response:	The infirmary is equipped with medicine and tools.
context: But if it breaks, it sends out a signal.\To that thing, and also to headquarters.\You'd have to take it out. Or cut it off.\But there are no decent blades in the House.\There's a scalpel. For medical use.\Once we're outside, there's no medicine.\When we escape, I don't want to take risks with blood loss or infections.\The infirmary is equipped with medicine and tools. response:	Anesthesia, too.
context: To that thing, and also to headquarters.\You'd have to take it out. Or cut it off.\But there are no decent blades in the House.\There's a scalpel. For medical use.\Once we're outside, there's no medicine.\When we escape, I don't want to take risks with blood loss or infections.\The infirmary is equipped with medicine and tools.\Anesthesia, too. response:	Well, I think there's enough for five kids.
context: You'd have to take it out. Or cut it off.\But there are no decent blades in the House.\There's a scalpel. For medical use.\Once we're outside, there's no medicine.\When we escape, I don't want to take risks with blood loss or infections.\The infirmary is equipped with medicine and tools.\Anesthesia, too.\Well, I think there's enough for five kids. response:	I'll also teach you how to use them, and I'll lend you the key to get to it.
context: But there are no decent blades in the House.\There's a scalpel. For medical use.\Once we're outside, there's no medicine.\When we escape, I don't want to take risks with blood loss or infections.\The infirmary is equipped with medicine and tools.\Anesthesia, too.\Well, I think there's enough for five kids.\I'll also teach you how to use them, and I'll lend you the key to get to it. response:	That's settled. Okay, what else?
context: There's a scalpel. For medical use.\Once we're outside, there's no medicine.\When we escape, I don't want to take risks with blood loss or infections.\The infirmary is equipped with medicine and tools.\Anesthesia, too.\Well, I think there's enough for five kids.\I'll also teach you how to use them, and I'll lend you the key to get to it.\That's settled. Okay, what else? response:	Sister, how old are you right now?
context: Once we're outside, there's no medicine.\When we escape, I don't want to take risks with blood loss or infections.\The infirmary is equipped with medicine and tools.\Anesthesia, too.\Well, I think there's enough for five kids.\I'll also teach you how to use them, and I'll lend you the key to get to it.\That's settled. Okay, what else?\Sister, how old are you right now? response:	Were you livestock ever since you were born?
context: When we escape, I don't want to take risks with blood loss or infections.\The infirmary is equipped with medicine and tools.\Anesthesia, too.\Well, I think there's enough for five kids.\I'll also teach you how to use them, and I'll lend you the key to get to it.\That's settled. Okay, what else?\Sister, how old are you right now?\Were you livestock ever since you were born? response:	How rude to ask a grown woman her age... Is what I'd like to say.
context: The infirmary is equipped with medicine and tools.\Anesthesia, too.\Well, I think there's enough for five kids.\I'll also teach you how to use them, and I'll lend you the key to get to it.\That's settled. Okay, what else?\Sister, how old are you right now?\Were you livestock ever since you were born?\How rude to ask a grown woman her age... Is what I'd like to say. response:	I'm 26. Born and raised at Grace Field. Just not here at Plant Three.
context: Anesthesia, too.\Well, I think there's enough for five kids.\I'll also teach you how to use them, and I'll lend you the key to get to it.\That's settled. Okay, what else?\Sister, how old are you right now?\Were you livestock ever since you were born?\How rude to ask a grown woman her age... Is what I'd like to say.\I'm 26. Born and raised at Grace Field. Just not here at Plant Three. response:	Plant Three?
context: Well, I think there's enough for five kids.\I'll also teach you how to use them, and I'll lend you the key to get to it.\That's settled. Okay, what else?\Sister, how old are you right now?\Were you livestock ever since you were born?\How rude to ask a grown woman her age... Is what I'd like to say.\I'm 26. Born and raised at Grace Field. Just not here at Plant Three.\Plant Three? response:	By the way, Isabella is 31. That's what I saw in the records.
context: I'll also teach you how to use them, and I'll lend you the key to get to it.\That's settled. Okay, what else?\Sister, how old are you right now?\Were you livestock ever since you were born?\How rude to ask a grown woman her age... Is what I'd like to say.\I'm 26. Born and raised at Grace Field. Just not here at Plant Three.\Plant Three?\By the way, Isabella is 31. That's what I saw in the records. response:	And the outside? You've seen it, right?
context: That's settled. Okay, what else?\Sister, how old are you right now?\Were you livestock ever since you were born?\How rude to ask a grown woman her age... Is what I'd like to say.\I'm 26. Born and raised at Grace Field. Just not here at Plant Three.\Plant Three?\By the way, Isabella is 31. That's what I saw in the records.\And the outside? You've seen it, right? response:	I haven't.
context: Sister, how old are you right now?\Were you livestock ever since you were born?\How rude to ask a grown woman her age... Is what I'd like to say.\I'm 26. Born and raised at Grace Field. Just not here at Plant Three.\Plant Three?\By the way, Isabella is 31. That's what I saw in the records.\And the outside? You've seen it, right?\I haven't. response:	Oh, did you think I would say yes, even if it was a lie?
context: Were you livestock ever since you were born?\How rude to ask a grown woman her age... Is what I'd like to say.\I'm 26. Born and raised at Grace Field. Just not here at Plant Three.\Plant Three?\By the way, Isabella is 31. That's what I saw in the records.\And the outside? You've seen it, right?\I haven't.\Oh, did you think I would say yes, even if it was a lie? response:	I haven't.
context: How rude to ask a grown woman her age... Is what I'd like to say.\I'm 26. Born and raised at Grace Field. Just not here at Plant Three.\Plant Three?\By the way, Isabella is 31. That's what I saw in the records.\And the outside? You've seen it, right?\I haven't.\Oh, did you think I would say yes, even if it was a lie?\I haven't. response:	But there are humans outside.
context: I'm 26. Born and raised at Grace Field. Just not here at Plant Three.\Plant Three?\By the way, Isabella is 31. That's what I saw in the records.\And the outside? You've seen it, right?\I haven't.\Oh, did you think I would say yes, even if it was a lie?\I haven't.\But there are humans outside. response:	Your food is made by the higher-ups and us adults.
context: Plant Three?\By the way, Isabella is 31. That's what I saw in the records.\And the outside? You've seen it, right?\I haven't.\Oh, did you think I would say yes, even if it was a lie?\I haven't.\But there are humans outside.\Your food is made by the higher-ups and us adults. response:	But there are humans from the outside who bring your clothes and other supplies.
context: By the way, Isabella is 31. That's what I saw in the records.\And the outside? You've seen it, right?\I haven't.\Oh, did you think I would say yes, even if it was a lie?\I haven't.\But there are humans outside.\Your food is made by the higher-ups and us adults.\But there are humans from the outside who bring your clothes and other supplies. response:	I saw them at the headquarters once.
context: And the outside? You've seen it, right?\I haven't.\Oh, did you think I would say yes, even if it was a lie?\I haven't.\But there are humans outside.\Your food is made by the higher-ups and us adults.\But there are humans from the outside who bring your clothes and other supplies.\I saw them at the headquarters once. response:	Those humans have equal standing with them.
context: I haven't.\Oh, did you think I would say yes, even if it was a lie?\I haven't.\But there are humans outside.\Your food is made by the higher-ups and us adults.\But there are humans from the outside who bring your clothes and other supplies.\I saw them at the headquarters once.\Those humans have equal standing with them. response:	There are humans outside who haven't been eaten.
context: Oh, did you think I would say yes, even if it was a lie?\I haven't.\But there are humans outside.\Your food is made by the higher-ups and us adults.\But there are humans from the outside who bring your clothes and other supplies.\I saw them at the headquarters once.\Those humans have equal standing with them.\There are humans outside who haven't been eaten. response:	You need to get mixed in with them.
context: I haven't.\But there are humans outside.\Your food is made by the higher-ups and us adults.\But there are humans from the outside who bring your clothes and other supplies.\I saw them at the headquarters once.\Those humans have equal standing with them.\There are humans outside who haven't been eaten.\You need to get mixed in with them. response:	Then you don't know how long the demons have been around?
context: But there are humans outside.\Your food is made by the higher-ups and us adults.\But there are humans from the outside who bring your clothes and other supplies.\I saw them at the headquarters once.\Those humans have equal standing with them.\There are humans outside who haven't been eaten.\You need to get mixed in with them.\Then you don't know how long the demons have been around? response:	Demons? Oh, you're talking about them.
context: Your food is made by the higher-ups and us adults.\But there are humans from the outside who bring your clothes and other supplies.\I saw them at the headquarters once.\Those humans have equal standing with them.\There are humans outside who haven't been eaten.\You need to get mixed in with them.\Then you don't know how long the demons have been around?\Demons? Oh, you're talking about them. response:	Or do you know how the world came to be this way?
context: But there are humans from the outside who bring your clothes and other supplies.\I saw them at the headquarters once.\Those humans have equal standing with them.\There are humans outside who haven't been eaten.\You need to get mixed in with them.\Then you don't know how long the demons have been around?\Demons? Oh, you're talking about them.\Or do you know how the world came to be this way? response:	I don't know that.
context: I saw them at the headquarters once.\Those humans have equal standing with them.\There are humans outside who haven't been eaten.\You need to get mixed in with them.\Then you don't know how long the demons have been around?\Demons? Oh, you're talking about them.\Or do you know how the world came to be this way?\I don't know that. response:	Where is this House located?
context: Those humans have equal standing with them.\There are humans outside who haven't been eaten.\You need to get mixed in with them.\Then you don't know how long the demons have been around?\Demons? Oh, you're talking about them.\Or do you know how the world came to be this way?\I don't know that.\Where is this House located? response:	I don't know.
context: There are humans outside who haven't been eaten.\You need to get mixed in with them.\Then you don't know how long the demons have been around?\Demons? Oh, you're talking about them.\Or do you know how the world came to be this way?\I don't know that.\Where is this House located?\I don't know. response:	What about the security of this area?
context: You need to get mixed in with them.\Then you don't know how long the demons have been around?\Demons? Oh, you're talking about them.\Or do you know how the world came to be this way?\I don't know that.\Where is this House located?\I don't know.\What about the security of this area? response:	I know about that. There isn't much of it.
context: Then you don't know how long the demons have been around?\Demons? Oh, you're talking about them.\Or do you know how the world came to be this way?\I don't know that.\Where is this House located?\I don't know.\What about the security of this area?\I know about that. There isn't much of it. response:	They rely on the tracking devices, so they don't have many guards posted.
context: Demons? Oh, you're talking about them.\Or do you know how the world came to be this way?\I don't know that.\Where is this House located?\I don't know.\What about the security of this area?\I know about that. There isn't much of it.\They rely on the tracking devices, so they don't have many guards posted. response:	I'm sure they don't even patrol.
context: Or do you know how the world came to be this way?\I don't know that.\Where is this House located?\I don't know.\What about the security of this area?\I know about that. There isn't much of it.\They rely on the tracking devices, so they don't have many guards posted.\I'm sure they don't even patrol. response:	Thank you.
context: I don't know that.\Where is this House located?\I don't know.\What about the security of this area?\I know about that. There isn't much of it.\They rely on the tracking devices, so they don't have many guards posted.\I'm sure they don't even patrol.\Thank you. response:	You're done?
context: Where is this House located?\I don't know.\What about the security of this area?\I know about that. There isn't much of it.\They rely on the tracking devices, so they don't have many guards posted.\I'm sure they don't even patrol.\Thank you.\You're done? response:	Yes. Good night.
context: I don't know.\What about the security of this area?\I know about that. There isn't much of it.\They rely on the tracking devices, so they don't have many guards posted.\I'm sure they don't even patrol.\Thank you.\You're done?\Yes. Good night. response:	So you already knew the location of the tracking devices and how to break them?
context: What about the security of this area?\I know about that. There isn't much of it.\They rely on the tracking devices, so they don't have many guards posted.\I'm sure they don't even patrol.\Thank you.\You're done?\Yes. Good night.\So you already knew the location of the tracking devices and how to break them? response:	I'm impressed.
context: I know about that. There isn't much of it.\They rely on the tracking devices, so they don't have many guards posted.\I'm sure they don't even patrol.\Thank you.\You're done?\Yes. Good night.\So you already knew the location of the tracking devices and how to break them?\I'm impressed. response:	I see. I understand a lot now.
context: They rely on the tracking devices, so they don't have many guards posted.\I'm sure they don't even patrol.\Thank you.\You're done?\Yes. Good night.\So you already knew the location of the tracking devices and how to break them?\I'm impressed.\I see. I understand a lot now. response:	It's not just words that provide information.
context: I'm sure they don't even patrol.\Thank you.\You're done?\Yes. Good night.\So you already knew the location of the tracking devices and how to break them?\I'm impressed.\I see. I understand a lot now.\It's not just words that provide information. response:	Humans give away a lot of information just by standing there.
context: Thank you.\You're done?\Yes. Good night.\So you already knew the location of the tracking devices and how to break them?\I'm impressed.\I see. I understand a lot now.\It's not just words that provide information.\Humans give away a lot of information just by standing there. response:	Attitude. Gaze. Blinking. Sweat. Gestures. Pupils. Pulse.
context: You're done?\Yes. Good night.\So you already knew the location of the tracking devices and how to break them?\I'm impressed.\I see. I understand a lot now.\It's not just words that provide information.\Humans give away a lot of information just by standing there.\Attitude. Gaze. Blinking. Sweat. Gestures. Pupils. Pulse. response:	All of these are hints to find out what you're really thinking.
context: Yes. Good night.\So you already knew the location of the tracking devices and how to break them?\I'm impressed.\I see. I understand a lot now.\It's not just words that provide information.\Humans give away a lot of information just by standing there.\Attitude. Gaze. Blinking. Sweat. Gestures. Pupils. Pulse.\All of these are hints to find out what you're really thinking. response:	And yet for you two, even though I said the tracking device was in your ear,
context: So you already knew the location of the tracking devices and how to break them?\I'm impressed.\I see. I understand a lot now.\It's not just words that provide information.\Humans give away a lot of information just by standing there.\Attitude. Gaze. Blinking. Sweat. Gestures. Pupils. Pulse.\All of these are hints to find out what you're really thinking.\And yet for you two, even though I said the tracking device was in your ear, response:	you didn't touch them to check.
context: I'm impressed.\I see. I understand a lot now.\It's not just words that provide information.\Humans give away a lot of information just by standing there.\Attitude. Gaze. Blinking. Sweat. Gestures. Pupils. Pulse.\All of these are hints to find out what you're really thinking.\And yet for you two, even though I said the tracking device was in your ear,\you didn't touch them to check. response:	The arrangements to get them out were made, but you didn't look happy at all.
context: I see. I understand a lot now.\It's not just words that provide information.\Humans give away a lot of information just by standing there.\Attitude. Gaze. Blinking. Sweat. Gestures. Pupils. Pulse.\All of these are hints to find out what you're really thinking.\And yet for you two, even though I said the tracking device was in your ear,\you didn't touch them to check.\The arrangements to get them out were made, but you didn't look happy at all. response:	So, why did you ask about the tracking devices when it wasn't necessary?
context: It's not just words that provide information.\Humans give away a lot of information just by standing there.\Attitude. Gaze. Blinking. Sweat. Gestures. Pupils. Pulse.\All of these are hints to find out what you're really thinking.\And yet for you two, even though I said the tracking device was in your ear,\you didn't touch them to check.\The arrangements to get them out were made, but you didn't look happy at all.\So, why did you ask about the tracking devices when it wasn't necessary? response:	Is there something you want to hide from me? Are you keeping a secret?
context: Humans give away a lot of information just by standing there.\Attitude. Gaze. Blinking. Sweat. Gestures. Pupils. Pulse.\All of these are hints to find out what you're really thinking.\And yet for you two, even though I said the tracking device was in your ear,\you didn't touch them to check.\The arrangements to get them out were made, but you didn't look happy at all.\So, why did you ask about the tracking devices when it wasn't necessary?\Is there something you want to hide from me? Are you keeping a secret? response:	That's fine.
context: Attitude. Gaze. Blinking. Sweat. Gestures. Pupils. Pulse.\All of these are hints to find out what you're really thinking.\And yet for you two, even though I said the tracking device was in your ear,\you didn't touch them to check.\The arrangements to get them out were made, but you didn't look happy at all.\So, why did you ask about the tracking devices when it wasn't necessary?\Is there something you want to hide from me? Are you keeping a secret?\That's fine. response:	Do you know about Him?
context: All of these are hints to find out what you're really thinking.\And yet for you two, even though I said the tracking device was in your ear,\you didn't touch them to check.\The arrangements to get them out were made, but you didn't look happy at all.\So, why did you ask about the tracking devices when it wasn't necessary?\Is there something you want to hide from me? Are you keeping a secret?\That's fine.\Do you know about Him? response:	You don't know, right? Do you want to know?
context: And yet for you two, even though I said the tracking device was in your ear,\you didn't touch them to check.\The arrangements to get them out were made, but you didn't look happy at all.\So, why did you ask about the tracking devices when it wasn't necessary?\Is there something you want to hide from me? Are you keeping a secret?\That's fine.\Do you know about Him?\You don't know, right? Do you want to know? response:	I'll tell you the next time you come here.
context: you didn't touch them to check.\The arrangements to get them out were made, but you didn't look happy at all.\So, why did you ask about the tracking devices when it wasn't necessary?\Is there something you want to hide from me? Are you keeping a secret?\That's fine.\Do you know about Him?\You don't know, right? Do you want to know?\I'll tell you the next time you come here. response:	Come back anytime.
context: The arrangements to get them out were made, but you didn't look happy at all.\So, why did you ask about the tracking devices when it wasn't necessary?\Is there something you want to hide from me? Are you keeping a secret?\That's fine.\Do you know about Him?\You don't know, right? Do you want to know?\I'll tell you the next time you come here.\Come back anytime. response:	Let's talk much more than we did today.
context: So, why did you ask about the tracking devices when it wasn't necessary?\Is there something you want to hide from me? Are you keeping a secret?\That's fine.\Do you know about Him?\You don't know, right? Do you want to know?\I'll tell you the next time you come here.\Come back anytime.\Let's talk much more than we did today. response:	Mom.
context: Is there something you want to hide from me? Are you keeping a secret?\That's fine.\Do you know about Him?\You don't know, right? Do you want to know?\I'll tell you the next time you come here.\Come back anytime.\Let's talk much more than we did today.\Mom. response:	I see.
context: That's fine.\Do you know about Him?\You don't know, right? Do you want to know?\I'll tell you the next time you come here.\Come back anytime.\Let's talk much more than we did today.\Mom.\I see. response:	There's really nothing shown at first.
context: Do you know about Him?\You don't know, right? Do you want to know?\I'll tell you the next time you come here.\Come back anytime.\Let's talk much more than we did today.\Mom.\I see.\There's really nothing shown at first. response:	So your last reward is a camera, huh?
context: You don't know, right? Do you want to know?\I'll tell you the next time you come here.\Come back anytime.\Let's talk much more than we did today.\Mom.\I see.\There's really nothing shown at first.\So your last reward is a camera, huh? response:	I was interested in the phenomenon of photographs.
context: I'll tell you the next time you come here.\Come back anytime.\Let's talk much more than we did today.\Mom.\I see.\There's really nothing shown at first.\So your last reward is a camera, huh?\I was interested in the phenomenon of photographs. response:	I've only seen photographs and cameras in books.
context: Come back anytime.\Let's talk much more than we did today.\Mom.\I see.\There's really nothing shown at first.\So your last reward is a camera, huh?\I was interested in the phenomenon of photographs.\I've only seen photographs and cameras in books. response:	If I were to get greedy, I would have wanted to develop them myself.
context: Let's talk much more than we did today.\Mom.\I see.\There's really nothing shown at first.\So your last reward is a camera, huh?\I was interested in the phenomenon of photographs.\I've only seen photographs and cameras in books.\If I were to get greedy, I would have wanted to develop them myself. response:	Amazing.
context: Mom.\I see.\There's really nothing shown at first.\So your last reward is a camera, huh?\I was interested in the phenomenon of photographs.\I've only seen photographs and cameras in books.\If I were to get greedy, I would have wanted to develop them myself.\Amazing. response:	It really looks like you cut out a moment in time.
context: I see.\There's really nothing shown at first.\So your last reward is a camera, huh?\I was interested in the phenomenon of photographs.\I've only seen photographs and cameras in books.\If I were to get greedy, I would have wanted to develop them myself.\Amazing.\It really looks like you cut out a moment in time. response:	Regarding that matter, is it okay if it's after lunch?
context: There's really nothing shown at first.\So your last reward is a camera, huh?\I was interested in the phenomenon of photographs.\I've only seen photographs and cameras in books.\If I were to get greedy, I would have wanted to develop them myself.\Amazing.\It really looks like you cut out a moment in time.\Regarding that matter, is it okay if it's after lunch? response:	Yes, that's fine.
context: So your last reward is a camera, huh?\I was interested in the phenomenon of photographs.\I've only seen photographs and cameras in books.\If I were to get greedy, I would have wanted to develop them myself.\Amazing.\It really looks like you cut out a moment in time.\Regarding that matter, is it okay if it's after lunch?\Yes, that's fine. response:	Well, then.
context: I was interested in the phenomenon of photographs.\I've only seen photographs and cameras in books.\If I were to get greedy, I would have wanted to develop them myself.\Amazing.\It really looks like you cut out a moment in time.\Regarding that matter, is it okay if it's after lunch?\Yes, that's fine.\Well, then. response:	I think it's about time.
context: I've only seen photographs and cameras in books.\If I were to get greedy, I would have wanted to develop them myself.\Amazing.\It really looks like you cut out a moment in time.\Regarding that matter, is it okay if it's after lunch?\Yes, that's fine.\Well, then.\I think it's about time. response:	Let's go over the plan.
context: If I were to get greedy, I would have wanted to develop them myself.\Amazing.\It really looks like you cut out a moment in time.\Regarding that matter, is it okay if it's after lunch?\Yes, that's fine.\Well, then.\I think it's about time.\Let's go over the plan. response:	When we start free time after lunch, I'll distract Mom.
context: Amazing.\It really looks like you cut out a moment in time.\Regarding that matter, is it okay if it's after lunch?\Yes, that's fine.\Well, then.\I think it's about time.\Let's go over the plan.\When we start free time after lunch, I'll distract Mom. response:	Norman and Emma will climb the wall to inspect the vicinity.
context: It really looks like you cut out a moment in time.\Regarding that matter, is it okay if it's after lunch?\Yes, that's fine.\Well, then.\I think it's about time.\Let's go over the plan.\When we start free time after lunch, I'll distract Mom.\Norman and Emma will climb the wall to inspect the vicinity. response:	Don and Gilda, stay outside where you can see the south window on the house's second floor.
context: Regarding that matter, is it okay if it's after lunch?\Yes, that's fine.\Well, then.\I think it's about time.\Let's go over the plan.\When we start free time after lunch, I'll distract Mom.\Norman and Emma will climb the wall to inspect the vicinity.\Don and Gilda, stay outside where you can see the south window on the house's second floor. response:	Just in case I fail to distract Mom, I'll signal you.
context: Yes, that's fine.\Well, then.\I think it's about time.\Let's go over the plan.\When we start free time after lunch, I'll distract Mom.\Norman and Emma will climb the wall to inspect the vicinity.\Don and Gilda, stay outside where you can see the south window on the house's second floor.\Just in case I fail to distract Mom, I'll signal you. response:	Let Emma and Norman know to cancel the inspection immediately.
context: Well, then.\I think it's about time.\Let's go over the plan.\When we start free time after lunch, I'll distract Mom.\Norman and Emma will climb the wall to inspect the vicinity.\Don and Gilda, stay outside where you can see the south window on the house's second floor.\Just in case I fail to distract Mom, I'll signal you.\Let Emma and Norman know to cancel the inspection immediately. response:	We have six days until the escape, but at least until January, we have two and a half months
context: I think it's about time.\Let's go over the plan.\When we start free time after lunch, I'll distract Mom.\Norman and Emma will climb the wall to inspect the vicinity.\Don and Gilda, stay outside where you can see the south window on the house's second floor.\Just in case I fail to distract Mom, I'll signal you.\Let Emma and Norman know to cancel the inspection immediately.\We have six days until the escape, but at least until January, we have two and a half months response:	until it's time for me to be shipped out.
context: Let's go over the plan.\When we start free time after lunch, I'll distract Mom.\Norman and Emma will climb the wall to inspect the vicinity.\Don and Gilda, stay outside where you can see the south window on the house's second floor.\Just in case I fail to distract Mom, I'll signal you.\Let Emma and Norman know to cancel the inspection immediately.\We have six days until the escape, but at least until January, we have two and a half months\until it's time for me to be shipped out. response:	So if something happens, immediately cancel the inspection.
context: When we start free time after lunch, I'll distract Mom.\Norman and Emma will climb the wall to inspect the vicinity.\Don and Gilda, stay outside where you can see the south window on the house's second floor.\Just in case I fail to distract Mom, I'll signal you.\Let Emma and Norman know to cancel the inspection immediately.\We have six days until the escape, but at least until January, we have two and a half months\until it's time for me to be shipped out.\So if something happens, immediately cancel the inspection. response:	Everything needs to be done secretly. We need to pretend to be controllable.
context: Norman and Emma will climb the wall to inspect the vicinity.\Don and Gilda, stay outside where you can see the south window on the house's second floor.\Just in case I fail to distract Mom, I'll signal you.\Let Emma and Norman know to cancel the inspection immediately.\We have six days until the escape, but at least until January, we have two and a half months\until it's time for me to be shipped out.\So if something happens, immediately cancel the inspection.\Everything needs to be done secretly. We need to pretend to be controllable. response:	Don!
context: Don and Gilda, stay outside where you can see the south window on the house's second floor.\Just in case I fail to distract Mom, I'll signal you.\Let Emma and Norman know to cancel the inspection immediately.\We have six days until the escape, but at least until January, we have two and a half months\until it's time for me to be shipped out.\So if something happens, immediately cancel the inspection.\Everything needs to be done secretly. We need to pretend to be controllable.\Don! response:	Play with us!
context: Just in case I fail to distract Mom, I'll signal you.\Let Emma and Norman know to cancel the inspection immediately.\We have six days until the escape, but at least until January, we have two and a half months\until it's time for me to be shipped out.\So if something happens, immediately cancel the inspection.\Everything needs to be done secretly. We need to pretend to be controllable.\Don!\Play with us! response:	Gilda, you too!
context: Let Emma and Norman know to cancel the inspection immediately.\We have six days until the escape, but at least until January, we have two and a half months\until it's time for me to be shipped out.\So if something happens, immediately cancel the inspection.\Everything needs to be done secretly. We need to pretend to be controllable.\Don!\Play with us!\Gilda, you too! response:	All right! Ready for some tag?
context: We have six days until the escape, but at least until January, we have two and a half months\until it's time for me to be shipped out.\So if something happens, immediately cancel the inspection.\Everything needs to be done secretly. We need to pretend to be controllable.\Don!\Play with us!\Gilda, you too!\All right! Ready for some tag? response:	Ray, can we talk?
context: until it's time for me to be shipped out.\So if something happens, immediately cancel the inspection.\Everything needs to be done secretly. We need to pretend to be controllable.\Don!\Play with us!\Gilda, you too!\All right! Ready for some tag?\Ray, can we talk? response:	Sister found out that we can break the tracking devices?
context: So if something happens, immediately cancel the inspection.\Everything needs to be done secretly. We need to pretend to be controllable.\Don!\Play with us!\Gilda, you too!\All right! Ready for some tag?\Ray, can we talk?\Sister found out that we can break the tracking devices? response:	So I want to move up the escape day. When can you break the tracking devices?
context: Everything needs to be done secretly. We need to pretend to be controllable.\Don!\Play with us!\Gilda, you too!\All right! Ready for some tag?\Ray, can we talk?\Sister found out that we can break the tracking devices?\So I want to move up the escape day. When can you break the tracking devices? response:	What was that?
context: Don!\Play with us!\Gilda, you too!\All right! Ready for some tag?\Ray, can we talk?\Sister found out that we can break the tracking devices?\So I want to move up the escape day. When can you break the tracking devices?\What was that? response:	With this, I have all the necessary parts.
context: Play with us!\Gilda, you too!\All right! Ready for some tag?\Ray, can we talk?\Sister found out that we can break the tracking devices?\So I want to move up the escape day. When can you break the tracking devices?\What was that?\With this, I have all the necessary parts. response:	I can break them anytime now.
context: Gilda, you too!\All right! Ready for some tag?\Ray, can we talk?\Sister found out that we can break the tracking devices?\So I want to move up the escape day. When can you break the tracking devices?\What was that?\With this, I have all the necessary parts.\I can break them anytime now. response:	You weirdos.
context: All right! Ready for some tag?\Ray, can we talk?\Sister found out that we can break the tracking devices?\So I want to move up the escape day. When can you break the tracking devices?\What was that?\With this, I have all the necessary parts.\I can break them anytime now.\You weirdos. response:	Shut up!
context: Ray, can we talk?\Sister found out that we can break the tracking devices?\So I want to move up the escape day. When can you break the tracking devices?\What was that?\With this, I have all the necessary parts.\I can break them anytime now.\You weirdos.\Shut up! response:	This is really a double-edged sword.
context: Sister found out that we can break the tracking devices?\So I want to move up the escape day. When can you break the tracking devices?\What was that?\With this, I have all the necessary parts.\I can break them anytime now.\You weirdos.\Shut up!\This is really a double-edged sword. response:	Will we break the tracking devices and escape first?
context: So I want to move up the escape day. When can you break the tracking devices?\What was that?\With this, I have all the necessary parts.\I can break them anytime now.\You weirdos.\Shut up!\This is really a double-edged sword.\Will we break the tracking devices and escape first? response:	Or will Sister find this evidence first and turn us in before that?
context: What was that?\With this, I have all the necessary parts.\I can break them anytime now.\You weirdos.\Shut up!\This is really a double-edged sword.\Will we break the tracking devices and escape first?\Or will Sister find this evidence first and turn us in before that? response:	Don't worry. I've taken care of it.
context: With this, I have all the necessary parts.\I can break them anytime now.\You weirdos.\Shut up!\This is really a double-edged sword.\Will we break the tracking devices and escape first?\Or will Sister find this evidence first and turn us in before that?\Don't worry. I've taken care of it. response:	Say, I wonder why they pretended not to know?
context: I can break them anytime now.\You weirdos.\Shut up!\This is really a double-edged sword.\Will we break the tracking devices and escape first?\Or will Sister find this evidence first and turn us in before that?\Don't worry. I've taken care of it.\Say, I wonder why they pretended not to know? response:	They knew the location and how to break the tracking devices.
context: You weirdos.\Shut up!\This is really a double-edged sword.\Will we break the tracking devices and escape first?\Or will Sister find this evidence first and turn us in before that?\Don't worry. I've taken care of it.\Say, I wonder why they pretended not to know?\They knew the location and how to break the tracking devices. response:	How did they find out in the first place?
context: Shut up!\This is really a double-edged sword.\Will we break the tracking devices and escape first?\Or will Sister find this evidence first and turn us in before that?\Don't worry. I've taken care of it.\Say, I wonder why they pretended not to know?\They knew the location and how to break the tracking devices.\How did they find out in the first place? response:	Rather, how will they break it?
context: This is really a double-edged sword.\Will we break the tracking devices and escape first?\Or will Sister find this evidence first and turn us in before that?\Don't worry. I've taken care of it.\Say, I wonder why they pretended not to know?\They knew the location and how to break the tracking devices.\How did they find out in the first place?\Rather, how will they break it? response:	Will they use a special tool?
context: Will we break the tracking devices and escape first?\Or will Sister find this evidence first and turn us in before that?\Don't worry. I've taken care of it.\Say, I wonder why they pretended not to know?\They knew the location and how to break the tracking devices.\How did they find out in the first place?\Rather, how will they break it?\Will they use a special tool? response:	Could they have made such a thing?
context: Or will Sister find this evidence first and turn us in before that?\Don't worry. I've taken care of it.\Say, I wonder why they pretended not to know?\They knew the location and how to break the tracking devices.\How did they find out in the first place?\Rather, how will they break it?\Will they use a special tool?\Could they have made such a thing? response:	Then would that happen to be the reliable evidence I need?
