context: It wasn't supposed to be like this, head in my hands response:	Struggling to escape from this saturated world
context: Possibility that preemptive self-defense measures will be invoked New guidelines to Self-Defense Forces pushed through\allowing the use of military force against terrorist forces,\was passed unanimously in the House of Representatives today.\Because of the emergency, it is due to go into effect three days from now.\Herewith, all Self-Defense Forces that are already deployed abroad\on peacekeeping missions may participate in combat activity.\In ga\Detective's Assistant response:	Don't be too rough. Handle me gently!
context: allowing the use of military force against terrorist forces,\was passed unanimously in the House of Representatives today.\Because of the emergency, it is due to go into effect three days from now.\Herewith, all Self-Defense Forces that are already deployed abroad\on peacekeeping missions may participate in combat activity.\In ga\Detective's Assistant\Don't be too rough. Handle me gently! response:	Shinjurou!
context: was passed unanimously in the House of Representatives today.\Because of the emergency, it is due to go into effect three days from now.\Herewith, all Self-Defense Forces that are already deployed abroad\on peacekeeping missions may participate in combat activity.\In ga\Detective's Assistant\Don't be too rough. Handle me gently!\Shinjurou! response:	Yuuki Shinjurou
context: Because of the emergency, it is due to go into effect three days from now.\Herewith, all Self-Defense Forces that are already deployed abroad\on peacekeeping missions may participate in combat activity.\In ga\Detective's Assistant\Don't be too rough. Handle me gently!\Shinjurou!\Yuuki Shinjurou response:	Detective
context: Herewith, all Self-Defense Forces that are already deployed abroad\on peacekeeping missions may participate in combat activity.\In ga\Detective's Assistant\Don't be too rough. Handle me gently!\Shinjurou!\Yuuki Shinjurou\Detective response:	Hey!
context: on peacekeeping missions may participate in combat activity.\In ga\Detective's Assistant\Don't be too rough. Handle me gently!\Shinjurou!\Yuuki Shinjurou\Detective\Hey! response:	Don't go!
context: In ga\Detective's Assistant\Don't be too rough. Handle me gently!\Shinjurou!\Yuuki Shinjurou\Detective\Hey!\Don't go! response:	I'm sorry.
context: Detective's Assistant\Don't be too rough. Handle me gently!\Shinjurou!\Yuuki Shinjurou\Detective\Hey!\Don't go!\I'm sorry. response:	It's not connecting...
context: Don't be too rough. Handle me gently!\Shinjurou!\Yuuki Shinjurou\Detective\Hey!\Don't go!\I'm sorry.\It's not connecting... response:	Or more like, the connection is being rejected.
context: Shinjurou!\Yuuki Shinjurou\Detective\Hey!\Don't go!\I'm sorry.\It's not connecting...\Or more like, the connection is being rejected. response:	Shinjurou!
context: Yuuki Shinjurou\Detective\Hey!\Don't go!\I'm sorry.\It's not connecting...\Or more like, the connection is being rejected.\Shinjurou! response:	Look at this!
context: Detective\Hey!\Don't go!\I'm sorry.\It's not connecting...\Or more like, the connection is being rejected.\Shinjurou!\Look at this! response:	It's talking!
context: Hey!\Don't go!\I'm sorry.\It's not connecting...\Or more like, the connection is being rejected.\Shinjurou!\Look at this!\It's talking! response:	A stocking... Hosiery...Called hold-ups in Britain.
context: Don't go!\I'm sorry.\It's not connecting...\Or more like, the connection is being rejected.\Shinjurou!\Look at this!\It's talking!\A stocking... Hosiery...Called hold-ups in Britain. response:	Huh...
context: I'm sorry.\It's not connecting...\Or more like, the connection is being rejected.\Shinjurou!\Look at this!\It's talking!\A stocking... Hosiery...Called hold-ups in Britain.\Huh... response:	It just uses a chip like the kind used in old video game machines
context: It's not connecting...\Or more like, the connection is being rejected.\Shinjurou!\Look at this!\It's talking!\A stocking... Hosiery...Called hold-ups in Britain.\Huh...\It just uses a chip like the kind used in old video game machines response:	to pick up vocabulary off the net.
context: Or more like, the connection is being rejected.\Shinjurou!\Look at this!\It's talking!\A stocking... Hosiery...Called hold-ups in Britain.\Huh...\It just uses a chip like the kind used in old video game machines\to pick up vocabulary off the net. response:	You don't have any others?
context: Shinjurou!\Look at this!\It's talking!\A stocking... Hosiery...Called hold-ups in Britain.\Huh...\It just uses a chip like the kind used in old video game machines\to pick up vocabulary off the net.\You don't have any others? response:	I gave all my customers the e-mail address for that one.
context: Look at this!\It's talking!\A stocking... Hosiery...Called hold-ups in Britain.\Huh...\It just uses a chip like the kind used in old video game machines\to pick up vocabulary off the net.\You don't have any others?\I gave all my customers the e-mail address for that one. response:	Customers... You mean your...
context: It's talking!\A stocking... Hosiery...Called hold-ups in Britain.\Huh...\It just uses a chip like the kind used in old video game machines\to pick up vocabulary off the net.\You don't have any others?\I gave all my customers the e-mail address for that one.\Customers... You mean your... response:	That...
context: A stocking... Hosiery...Called hold-ups in Britain.\Huh...\It just uses a chip like the kind used in old video game machines\to pick up vocabulary off the net.\You don't have any others?\I gave all my customers the e-mail address for that one.\Customers... You mean your...\That... response:	Don't tell me you use mail to haggle over the price too?
context: Huh...\It just uses a chip like the kind used in old video game machines\to pick up vocabulary off the net.\You don't have any others?\I gave all my customers the e-mail address for that one.\Customers... You mean your...\That...\Don't tell me you use mail to haggle over the price too? response:	After all, if he's a nice guy, I give him a discount.
context: It just uses a chip like the kind used in old video game machines\to pick up vocabulary off the net.\You don't have any others?\I gave all my customers the e-mail address for that one.\Customers... You mean your...\That...\Don't tell me you use mail to haggle over the price too?\After all, if he's a nice guy, I give him a discount. response:	All of the mail functions are code-checked.
context: to pick up vocabulary off the net.\You don't have any others?\I gave all my customers the e-mail address for that one.\Customers... You mean your...\That...\Don't tell me you use mail to haggle over the price too?\After all, if he's a nice guy, I give him a discount.\All of the mail functions are code-checked. response:	Possible terrorist and likely illegal exchanges
context: You don't have any others?\I gave all my customers the e-mail address for that one.\Customers... You mean your...\That...\Don't tell me you use mail to haggle over the price too?\After all, if he's a nice guy, I give him a discount.\All of the mail functions are code-checked.\Possible terrorist and likely illegal exchanges response:	are pinpointed and access is cut off.
context: I gave all my customers the e-mail address for that one.\Customers... You mean your...\That...\Don't tell me you use mail to haggle over the price too?\After all, if he's a nice guy, I give him a discount.\All of the mail functions are code-checked.\Possible terrorist and likely illegal exchanges\are pinpointed and access is cut off. response:	Do something, Detective!
context: Customers... You mean your...\That...\Don't tell me you use mail to haggle over the price too?\After all, if he's a nice guy, I give him a discount.\All of the mail functions are code-checked.\Possible terrorist and likely illegal exchanges\are pinpointed and access is cut off.\Do something, Detective! response:	You're an acquaintance of Chairman Kaishou, aren't you?
context: That...\Don't tell me you use mail to haggle over the price too?\After all, if he's a nice guy, I give him a discount.\All of the mail functions are code-checked.\Possible terrorist and likely illegal exchanges\are pinpointed and access is cut off.\Do something, Detective!\You're an acquaintance of Chairman Kaishou, aren't you? response:	The Defeated Detective!
context: Don't tell me you use mail to haggle over the price too?\After all, if he's a nice guy, I give him a discount.\All of the mail functions are code-checked.\Possible terrorist and likely illegal exchanges\are pinpointed and access is cut off.\Do something, Detective!\You're an acquaintance of Chairman Kaishou, aren't you?\The Defeated Detective! response:	In the middle of a losing record against Chairman Kaishou!
context: After all, if he's a nice guy, I give him a discount.\All of the mail functions are code-checked.\Possible terrorist and likely illegal exchanges\are pinpointed and access is cut off.\Do something, Detective!\You're an acquaintance of Chairman Kaishou, aren't you?\The Defeated Detective!\In the middle of a losing record against Chairman Kaishou! response:	The guy is top-of-the-heap elite,
context: All of the mail functions are code-checked.\Possible terrorist and likely illegal exchanges\are pinpointed and access is cut off.\Do something, Detective!\You're an acquaintance of Chairman Kaishou, aren't you?\The Defeated Detective!\In the middle of a losing record against Chairman Kaishou!\The guy is top-of-the-heap elite, response:	an information analysis adviser to the military and police,
context: Possible terrorist and likely illegal exchanges\are pinpointed and access is cut off.\Do something, Detective!\You're an acquaintance of Chairman Kaishou, aren't you?\The Defeated Detective!\In the middle of a losing record against Chairman Kaishou!\The guy is top-of-the-heap elite,\an information analysis adviser to the military and police, response:	with a grip on the communication net as well.
context: are pinpointed and access is cut off.\Do something, Detective!\You're an acquaintance of Chairman Kaishou, aren't you?\The Defeated Detective!\In the middle of a losing record against Chairman Kaishou!\The guy is top-of-the-heap elite,\an information analysis adviser to the military and police,\with a grip on the communication net as well. response:	But at this rate, I'll lose all my customers!
context: Do something, Detective!\You're an acquaintance of Chairman Kaishou, aren't you?\The Defeated Detective!\In the middle of a losing record against Chairman Kaishou!\The guy is top-of-the-heap elite,\an information analysis adviser to the military and police,\with a grip on the communication net as well.\But at this rate, I'll lose all my customers! response:	Shinjurou! Horsies!
context: You're an acquaintance of Chairman Kaishou, aren't you?\The Defeated Detective!\In the middle of a losing record against Chairman Kaishou!\The guy is top-of-the-heap elite,\an information analysis adviser to the military and police,\with a grip on the communication net as well.\But at this rate, I'll lose all my customers!\Shinjurou! Horsies! response:	Yuuki Shinjurou!
context: The Defeated Detective!\In the middle of a losing record against Chairman Kaishou!\The guy is top-of-the-heap elite,\an information analysis adviser to the military and police,\with a grip on the communication net as well.\But at this rate, I'll lose all my customers!\Shinjurou! Horsies!\Yuuki Shinjurou! response:	I want to consult you about a case!
context: In the middle of a losing record against Chairman Kaishou!\The guy is top-of-the-heap elite,\an information analysis adviser to the military and police,\with a grip on the communication net as well.\But at this rate, I'll lose all my customers!\Shinjurou! Horsies!\Yuuki Shinjurou!\I want to consult you about a case! response:	Sounds like it'd be a nuisance.
context: The guy is top-of-the-heap elite,\an information analysis adviser to the military and police,\with a grip on the communication net as well.\But at this rate, I'll lose all my customers!\Shinjurou! Horsies!\Yuuki Shinjurou!\I want to consult you about a case!\Sounds like it'd be a nuisance. response:	I'm outta here.
context: an information analysis adviser to the military and police,\with a grip on the communication net as well.\But at this rate, I'll lose all my customers!\Shinjurou! Horsies!\Yuuki Shinjurou!\I want to consult you about a case!\Sounds like it'd be a nuisance.\I'm outta here. response:	Have you forgotten me? It's Rie!
context: with a grip on the communication net as well.\But at this rate, I'll lose all my customers!\Shinjurou! Horsies!\Yuuki Shinjurou!\I want to consult you about a case!\Sounds like it'd be a nuisance.\I'm outta here.\Have you forgotten me? It's Rie! response:	Kaishou Rie!
context: But at this rate, I'll lose all my customers!\Shinjurou! Horsies!\Yuuki Shinjurou!\I want to consult you about a case!\Sounds like it'd be a nuisance.\I'm outta here.\Have you forgotten me? It's Rie!\Kaishou Rie! response:	Kaishou?!
context: Shinjurou! Horsies!\Yuuki Shinjurou!\I want to consult you about a case!\Sounds like it'd be a nuisance.\I'm outta here.\Have you forgotten me? It's Rie!\Kaishou Rie!\Kaishou?! response:	Is she...
context: Yuuki Shinjurou!\I want to consult you about a case!\Sounds like it'd be a nuisance.\I'm outta here.\Have you forgotten me? It's Rie!\Kaishou Rie!\Kaishou?!\Is she... response:	On one condition!
context: I want to consult you about a case!\Sounds like it'd be a nuisance.\I'm outta here.\Have you forgotten me? It's Rie!\Kaishou Rie!\Kaishou?!\Is she...\On one condition! response:	I want you to use your old man's connections
context: Sounds like it'd be a nuisance.\I'm outta here.\Have you forgotten me? It's Rie!\Kaishou Rie!\Kaishou?!\Is she...\On one condition!\I want you to use your old man's connections response:	to reconnect a certain smartphone line.
context: I'm outta here.\Have you forgotten me? It's Rie!\Kaishou Rie!\Kaishou?!\Is she...\On one condition!\I want you to use your old man's connections\to reconnect a certain smartphone line. response:	Why horses?
context: Have you forgotten me? It's Rie!\Kaishou Rie!\Kaishou?!\Is she...\On one condition!\I want you to use your old man's connections\to reconnect a certain smartphone line.\Why horses? response:	I heard that it was forbidden to live in this zone...
context: Kaishou Rie!\Kaishou?!\Is she...\On one condition!\I want you to use your old man's connections\to reconnect a certain smartphone line.\Why horses?\I heard that it was forbidden to live in this zone... response:	Come again?
context: Kaishou?!\Is she...\On one condition!\I want you to use your old man's connections\to reconnect a certain smartphone line.\Why horses?\I heard that it was forbidden to live in this zone...\Come again? response:	Ordinance says no one can enter by vehicle or on foot,
context: Is she...\On one condition!\I want you to use your old man's connections\to reconnect a certain smartphone line.\Why horses?\I heard that it was forbidden to live in this zone...\Come again?\Ordinance says no one can enter by vehicle or on foot, response:	but there's nothing in there about riding in on a horse.
context: On one condition!\I want you to use your old man's connections\to reconnect a certain smartphone line.\Why horses?\I heard that it was forbidden to live in this zone...\Come again?\Ordinance says no one can enter by vehicle or on foot,\but there's nothing in there about riding in on a horse. response:	Clever, aren't you?
context: I want you to use your old man's connections\to reconnect a certain smartphone line.\Why horses?\I heard that it was forbidden to live in this zone...\Come again?\Ordinance says no one can enter by vehicle or on foot,\but there's nothing in there about riding in on a horse.\Clever, aren't you? response:	I'm the daughter of Kaishou Rinroku.
context: to reconnect a certain smartphone line.\Why horses?\I heard that it was forbidden to live in this zone...\Come again?\Ordinance says no one can enter by vehicle or on foot,\but there's nothing in there about riding in on a horse.\Clever, aren't you?\I'm the daughter of Kaishou Rinroku. response:	I can't break the law.
context: Why horses?\I heard that it was forbidden to live in this zone...\Come again?\Ordinance says no one can enter by vehicle or on foot,\but there's nothing in there about riding in on a horse.\Clever, aren't you?\I'm the daughter of Kaishou Rinroku.\I can't break the law. response:	You...
context: I heard that it was forbidden to live in this zone...\Come again?\Ordinance says no one can enter by vehicle or on foot,\but there's nothing in there about riding in on a horse.\Clever, aren't you?\I'm the daughter of Kaishou Rinroku.\I can't break the law.\You... response:	What's your name?
context: Come again?\Ordinance says no one can enter by vehicle or on foot,\but there's nothing in there about riding in on a horse.\Clever, aren't you?\I'm the daughter of Kaishou Rinroku.\I can't break the law.\You...\What's your name? response:	Inga!
context: Ordinance says no one can enter by vehicle or on foot,\but there's nothing in there about riding in on a horse.\Clever, aren't you?\I'm the daughter of Kaishou Rinroku.\I can't break the law.\You...\What's your name?\Inga! response:	Inga?!
context: but there's nothing in there about riding in on a horse.\Clever, aren't you?\I'm the daughter of Kaishou Rinroku.\I can't break the law.\You...\What's your name?\Inga!\Inga?! response:	Isn't Inga that...
context: Clever, aren't you?\I'm the daughter of Kaishou Rinroku.\I can't break the law.\You...\What's your name?\Inga!\Inga?!\Isn't Inga that... response:	Are you that woman's little brother?
context: I'm the daughter of Kaishou Rinroku.\I can't break the law.\You...\What's your name?\Inga!\Inga?!\Isn't Inga that...\Are you that woman's little brother? response:	This is Mitsuko, the younger sister of Sasa Kazamori, who passed away.
context: I can't break the law.\You...\What's your name?\Inga!\Inga?!\Isn't Inga that...\Are you that woman's little brother?\This is Mitsuko, the younger sister of Sasa Kazamori, who passed away. response:	She contacted my father soon after it happened last night.
context: You...\What's your name?\Inga!\Inga?!\Isn't Inga that...\Are you that woman's little brother?\This is Mitsuko, the younger sister of Sasa Kazamori, who passed away.\She contacted my father soon after it happened last night. response:	I wanted Chairman Kaishou to prove that Brother didn't die from a curse.
context: What's your name?\Inga!\Inga?!\Isn't Inga that...\Are you that woman's little brother?\This is Mitsuko, the younger sister of Sasa Kazamori, who passed away.\She contacted my father soon after it happened last night.\I wanted Chairman Kaishou to prove that Brother didn't die from a curse. response:	A curse?!
context: Inga!\Inga?!\Isn't Inga that...\Are you that woman's little brother?\This is Mitsuko, the younger sister of Sasa Kazamori, who passed away.\She contacted my father soon after it happened last night.\I wanted Chairman Kaishou to prove that Brother didn't die from a curse.\A curse?! response:	Yes...
context: Inga?!\Isn't Inga that...\Are you that woman's little brother?\This is Mitsuko, the younger sister of Sasa Kazamori, who passed away.\She contacted my father soon after it happened last night.\I wanted Chairman Kaishou to prove that Brother didn't die from a curse.\A curse?!\Yes... response:	It's a curse...
context: Isn't Inga that...\Are you that woman's little brother?\This is Mitsuko, the younger sister of Sasa Kazamori, who passed away.\She contacted my father soon after it happened last night.\I wanted Chairman Kaishou to prove that Brother didn't die from a curse.\A curse?!\Yes...\It's a curse... response:	A curse? Who would do that?
context: Are you that woman's little brother?\This is Mitsuko, the younger sister of Sasa Kazamori, who passed away.\She contacted my father soon after it happened last night.\I wanted Chairman Kaishou to prove that Brother didn't die from a curse.\A curse?!\Yes...\It's a curse...\A curse? Who would do that? response:	They think it's a curse from my father...
context: This is Mitsuko, the younger sister of Sasa Kazamori, who passed away.\She contacted my father soon after it happened last night.\I wanted Chairman Kaishou to prove that Brother didn't die from a curse.\A curse?!\Yes...\It's a curse...\A curse? Who would do that?\They think it's a curse from my father... response:	Do you know of my father, Sasa Komamori?
context: She contacted my father soon after it happened last night.\I wanted Chairman Kaishou to prove that Brother didn't die from a curse.\A curse?!\Yes...\It's a curse...\A curse? Who would do that?\They think it's a curse from my father...\Do you know of my father, Sasa Komamori? response:	I sure don't!
context: I wanted Chairman Kaishou to prove that Brother didn't die from a curse.\A curse?!\Yes...\It's a curse...\A curse? Who would do that?\They think it's a curse from my father...\Do you know of my father, Sasa Komamori?\I sure don't! response:	Yeah, I'm not really familiar either...
context: A curse?!\Yes...\It's a curse...\A curse? Who would do that?\They think it's a curse from my father...\Do you know of my father, Sasa Komamori?\I sure don't!\Yeah, I'm not really familiar either... response:	Even though it was all over the news?
context: Yes...\It's a curse...\A curse? Who would do that?\They think it's a curse from my father...\Do you know of my father, Sasa Komamori?\I sure don't!\Yeah, I'm not really familiar either...\Even though it was all over the news? response:	I wasn't in this country at the time.
context: It's a curse...\A curse? Who would do that?\They think it's a curse from my father...\Do you know of my father, Sasa Komamori?\I sure don't!\Yeah, I'm not really familiar either...\Even though it was all over the news?\I wasn't in this country at the time. response:	Sasa Komamori was a researcher in the field of artificial intelligence.
context: A curse? Who would do that?\They think it's a curse from my father...\Do you know of my father, Sasa Komamori?\I sure don't!\Yeah, I'm not really familiar either...\Even though it was all over the news?\I wasn't in this country at the time.\Sasa Komamori was a researcher in the field of artificial intelligence. response:	Beyond human intelligence
context: They think it's a curse from my father...\Do you know of my father, Sasa Komamori?\I sure don't!\Yeah, I'm not really familiar either...\Even though it was all over the news?\I wasn't in this country at the time.\Sasa Komamori was a researcher in the field of artificial intelligence.\Beyond human intelligence response:	Sasa Komamori was a true genius
context: Do you know of my father, Sasa Komamori?\I sure don't!\Yeah, I'm not really familiar either...\Even though it was all over the news?\I wasn't in this country at the time.\Sasa Komamori was a researcher in the field of artificial intelligence.\Beyond human intelligence\Sasa Komamori was a true genius response:	who created a device for entertainment
context: I sure don't!\Yeah, I'm not really familiar either...\Even though it was all over the news?\I wasn't in this country at the time.\Sasa Komamori was a researcher in the field of artificial intelligence.\Beyond human intelligence\Sasa Komamori was a true genius\who created a device for entertainment response:	that could even pass the Turing Test.
context: Yeah, I'm not really familiar either...\Even though it was all over the news?\I wasn't in this country at the time.\Sasa Komamori was a researcher in the field of artificial intelligence.\Beyond human intelligence\Sasa Komamori was a true genius\who created a device for entertainment\that could even pass the Turing Test. response:	Sasa Komamori
context: Even though it was all over the news?\I wasn't in this country at the time.\Sasa Komamori was a researcher in the field of artificial intelligence.\Beyond human intelligence\Sasa Komamori was a true genius\who created a device for entertainment\that could even pass the Turing Test.\Sasa Komamori response:	Developer of RAI
context: I wasn't in this country at the time.\Sasa Komamori was a researcher in the field of artificial intelligence.\Beyond human intelligence\Sasa Komamori was a true genius\who created a device for entertainment\that could even pass the Turing Test.\Sasa Komamori\Developer of RAI response:	Wasn't he also a kook who wore a mask in front of other people?
context: Sasa Komamori was a researcher in the field of artificial intelligence.\Beyond human intelligence\Sasa Komamori was a true genius\who created a device for entertainment\that could even pass the Turing Test.\Sasa Komamori\Developer of RAI\Wasn't he also a kook who wore a mask in front of other people? response:	He used to say it was to hide his blushing face whenever he met someone,
context: Beyond human intelligence\Sasa Komamori was a true genius\who created a device for entertainment\that could even pass the Turing Test.\Sasa Komamori\Developer of RAI\Wasn't he also a kook who wore a mask in front of other people?\He used to say it was to hide his blushing face whenever he met someone, response:	but I suspected it was his character.
context: Sasa Komamori was a true genius\who created a device for entertainment\that could even pass the Turing Test.\Sasa Komamori\Developer of RAI\Wasn't he also a kook who wore a mask in front of other people?\He used to say it was to hide his blushing face whenever he met someone,\but I suspected it was his character. response:	But seven years after Komamori-san died like that, Kazamori-kun followed him...
context: who created a device for entertainment\that could even pass the Turing Test.\Sasa Komamori\Developer of RAI\Wasn't he also a kook who wore a mask in front of other people?\He used to say it was to hide his blushing face whenever he met someone,\but I suspected it was his character.\But seven years after Komamori-san died like that, Kazamori-kun followed him... response:	Kaishou Rinroku
context: that could even pass the Turing Test.\Sasa Komamori\Developer of RAI\Wasn't he also a kook who wore a mask in front of other people?\He used to say it was to hide his blushing face whenever he met someone,\but I suspected it was his character.\But seven years after Komamori-san died like that, Kazamori-kun followed him...\Kaishou Rinroku response:	Chairman of JJ Systems
context: Sasa Komamori\Developer of RAI\Wasn't he also a kook who wore a mask in front of other people?\He used to say it was to hide his blushing face whenever he met someone,\but I suspected it was his character.\But seven years after Komamori-san died like that, Kazamori-kun followed him...\Kaishou Rinroku\Chairman of JJ Systems response:	Koyama Izumi
context: Developer of RAI\Wasn't he also a kook who wore a mask in front of other people?\He used to say it was to hide his blushing face whenever he met someone,\but I suspected it was his character.\But seven years after Komamori-san died like that, Kazamori-kun followed him...\Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi response:	Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office
context: Wasn't he also a kook who wore a mask in front of other people?\He used to say it was to hide his blushing face whenever he met someone,\but I suspected it was his character.\But seven years after Komamori-san died like that, Kazamori-kun followed him...\Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office response:	I know about RAI.
context: He used to say it was to hide his blushing face whenever he met someone,\but I suspected it was his character.\But seven years after Komamori-san died like that, Kazamori-kun followed him...\Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\I know about RAI. response:	A program that duplicates human thought.
context: but I suspected it was his character.\But seven years after Komamori-san died like that, Kazamori-kun followed him...\Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\I know about RAI.\A program that duplicates human thought. response:	Purpose-built bodies were sold too, weren't they?
context: But seven years after Komamori-san died like that, Kazamori-kun followed him...\Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\I know about RAI.\A program that duplicates human thought.\Purpose-built bodies were sold too, weren't they? response:	But my father's invention became illegal under the new legislation,
context: Kaishou Rinroku\Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\I know about RAI.\A program that duplicates human thought.\Purpose-built bodies were sold too, weren't they?\But my father's invention became illegal under the new legislation, response:	and during wartime, the prosecutor's office suddenly began making raids.
context: Chairman of JJ Systems\Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\I know about RAI.\A program that duplicates human thought.\Purpose-built bodies were sold too, weren't they?\But my father's invention became illegal under the new legislation,\and during wartime, the prosecutor's office suddenly began making raids. response:	Sasa Komamori!
context: Koyama Izumi\Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\I know about RAI.\A program that duplicates human thought.\Purpose-built bodies were sold too, weren't they?\But my father's invention became illegal under the new legislation,\and during wartime, the prosecutor's office suddenly began making raids.\Sasa Komamori! response:	Your research is suspected of being a flagrant violation
context: Public Prosecutor Joint Coordinating Dept. Public Prosecutor's Office\I know about RAI.\A program that duplicates human thought.\Purpose-built bodies were sold too, weren't they?\But my father's invention became illegal under the new legislation,\and during wartime, the prosecutor's office suddenly began making raids.\Sasa Komamori!\Your research is suspected of being a flagrant violation response:	of the New Information Privacy and Protection Act!
context: I know about RAI.\A program that duplicates human thought.\Purpose-built bodies were sold too, weren't they?\But my father's invention became illegal under the new legislation,\and during wartime, the prosecutor's office suddenly began making raids.\Sasa Komamori!\Your research is suspected of being a flagrant violation\of the New Information Privacy and Protection Act! response:	Mother...
context: A program that duplicates human thought.\Purpose-built bodies were sold too, weren't they?\But my father's invention became illegal under the new legislation,\and during wartime, the prosecutor's office suddenly began making raids.\Sasa Komamori!\Your research is suspected of being a flagrant violation\of the New Information Privacy and Protection Act!\Mother... response:	This whole country has gone insane.
context: Purpose-built bodies were sold too, weren't they?\But my father's invention became illegal under the new legislation,\and during wartime, the prosecutor's office suddenly began making raids.\Sasa Komamori!\Your research is suspected of being a flagrant violation\of the New Information Privacy and Protection Act!\Mother...\This whole country has gone insane. response:	Don't they know how much Sasa Komamori has contributed to the world?!
context: But my father's invention became illegal under the new legislation,\and during wartime, the prosecutor's office suddenly began making raids.\Sasa Komamori!\Your research is suspected of being a flagrant violation\of the New Information Privacy and Protection Act!\Mother...\This whole country has gone insane.\Don't they know how much Sasa Komamori has contributed to the world?! response:	Kazamori?
context: and during wartime, the prosecutor's office suddenly began making raids.\Sasa Komamori!\Your research is suspected of being a flagrant violation\of the New Information Privacy and Protection Act!\Mother...\This whole country has gone insane.\Don't they know how much Sasa Komamori has contributed to the world?!\Kazamori? response:	Are you with Father?
context: Sasa Komamori!\Your research is suspected of being a flagrant violation\of the New Information Privacy and Protection Act!\Mother...\This whole country has gone insane.\Don't they know how much Sasa Komamori has contributed to the world?!\Kazamori?\Are you with Father? response:	Father!
context: Your research is suspected of being a flagrant violation\of the New Information Privacy and Protection Act!\Mother...\This whole country has gone insane.\Don't they know how much Sasa Komamori has contributed to the world?!\Kazamori?\Are you with Father?\Father! response:	An explosion?!
context: of the New Information Privacy and Protection Act!\Mother...\This whole country has gone insane.\Don't they know how much Sasa Komamori has contributed to the world?!\Kazamori?\Are you with Father?\Father!\An explosion?! response:	Ow!
context: Mother...\This whole country has gone insane.\Don't they know how much Sasa Komamori has contributed to the world?!\Kazamori?\Are you with Father?\Father!\An explosion?!\Ow! response:	After Father's remains were found at the site of the explosion,
context: This whole country has gone insane.\Don't they know how much Sasa Komamori has contributed to the world?!\Kazamori?\Are you with Father?\Father!\An explosion?!\Ow!\After Father's remains were found at the site of the explosion, response:	the vast fortune he left behind and his company
context: Don't they know how much Sasa Komamori has contributed to the world?!\Kazamori?\Are you with Father?\Father!\An explosion?!\Ow!\After Father's remains were found at the site of the explosion,\the vast fortune he left behind and his company response:	were inherited by Kazamori.
context: Kazamori?\Are you with Father?\Father!\An explosion?!\Ow!\After Father's remains were found at the site of the explosion,\the vast fortune he left behind and his company\were inherited by Kazamori. response:	Why would Brother be cursed by Sasa Komamori?
context: Are you with Father?\Father!\An explosion?!\Ow!\After Father's remains were found at the site of the explosion,\the vast fortune he left behind and his company\were inherited by Kazamori.\Why would Brother be cursed by Sasa Komamori? response:	One day, Kazamori
context: Father!\An explosion?!\Ow!\After Father's remains were found at the site of the explosion,\the vast fortune he left behind and his company\were inherited by Kazamori.\Why would Brother be cursed by Sasa Komamori?\One day, Kazamori response:	was suddenly brought to this house by Father.
context: An explosion?!\Ow!\After Father's remains were found at the site of the explosion,\the vast fortune he left behind and his company\were inherited by Kazamori.\Why would Brother be cursed by Sasa Komamori?\One day, Kazamori\was suddenly brought to this house by Father. response:	The child was distantly related to Father.
context: Ow!\After Father's remains were found at the site of the explosion,\the vast fortune he left behind and his company\were inherited by Kazamori.\Why would Brother be cursed by Sasa Komamori?\One day, Kazamori\was suddenly brought to this house by Father.\The child was distantly related to Father. response:	Father had adopted him, and as his heir at that...
context: After Father's remains were found at the site of the explosion,\the vast fortune he left behind and his company\were inherited by Kazamori.\Why would Brother be cursed by Sasa Komamori?\One day, Kazamori\was suddenly brought to this house by Father.\The child was distantly related to Father.\Father had adopted him, and as his heir at that... response:	The adopted son became the heir?
context: the vast fortune he left behind and his company\were inherited by Kazamori.\Why would Brother be cursed by Sasa Komamori?\One day, Kazamori\was suddenly brought to this house by Father.\The child was distantly related to Father.\Father had adopted him, and as his heir at that...\The adopted son became the heir? response:	From the beginning, the successor of the Sasa family
context: were inherited by Kazamori.\Why would Brother be cursed by Sasa Komamori?\One day, Kazamori\was suddenly brought to this house by Father.\The child was distantly related to Father.\Father had adopted him, and as his heir at that...\The adopted son became the heir?\From the beginning, the successor of the Sasa family response:	wore a mask as proof of his position.
context: Why would Brother be cursed by Sasa Komamori?\One day, Kazamori\was suddenly brought to this house by Father.\The child was distantly related to Father.\Father had adopted him, and as his heir at that...\The adopted son became the heir?\From the beginning, the successor of the Sasa family\wore a mask as proof of his position. response:	Mask?!
