context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: The Truth in the 15th Year\Nichijou 67\Narration\Well, that's all for today.\The days are getting shorter,\so please try to be home before it gets dark.\Nano-chan!\Yes?! response:	Let's go home together.
context: Nichijou 67\Narration\Well, that's all for today.\The days are getting shorter,\so please try to be home before it gets dark.\Nano-chan!\Yes?!\Let's go home together. response:	Do you want to stop by that place near the station?
context: Narration\Well, that's all for today.\The days are getting shorter,\so please try to be home before it gets dark.\Nano-chan!\Yes?!\Let's go home together.\Do you want to stop by that place near the station? response:	Eh?
context: Well, that's all for today.\The days are getting shorter,\so please try to be home before it gets dark.\Nano-chan!\Yes?!\Let's go home together.\Do you want to stop by that place near the station?\Eh? response:	What do you think?
context: The days are getting shorter,\so please try to be home before it gets dark.\Nano-chan!\Yes?!\Let's go home together.\Do you want to stop by that place near the station?\Eh?\What do you think? response:	Um... Uh...
context: so please try to be home before it gets dark.\Nano-chan!\Yes?!\Let's go home together.\Do you want to stop by that place near the station?\Eh?\What do you think?\Um... Uh... response:	Hey, Mio-chan. Do you want to come, to -
context: Nano-chan!\Yes?!\Let's go home together.\Do you want to stop by that place near the station?\Eh?\What do you think?\Um... Uh...\Hey, Mio-chan. Do you want to come, to - response:	Huh?
context: Yes?!\Let's go home together.\Do you want to stop by that place near the station?\Eh?\What do you think?\Um... Uh...\Hey, Mio-chan. Do you want to come, to -\Huh? response:	Did she leave already?
context: Let's go home together.\Do you want to stop by that place near the station?\Eh?\What do you think?\Um... Uh...\Hey, Mio-chan. Do you want to come, to -\Huh?\Did she leave already? response:	Then, Nano -
context: Do you want to stop by that place near the station?\Eh?\What do you think?\Um... Uh...\Hey, Mio-chan. Do you want to come, to -\Huh?\Did she leave already?\Then, Nano - response:	Huh?
context: Eh?\What do you think?\Um... Uh...\Hey, Mio-chan. Do you want to come, to -\Huh?\Did she leave already?\Then, Nano -\Huh? response:	I ended up running away.
context: What do you think?\Um... Uh...\Hey, Mio-chan. Do you want to come, to -\Huh?\Did she leave already?\Then, Nano -\Huh?\I ended up running away. response:	That wasn't very nice to Aioi-san.
context: Um... Uh...\Hey, Mio-chan. Do you want to come, to -\Huh?\Did she leave already?\Then, Nano -\Huh?\I ended up running away.\That wasn't very nice to Aioi-san. response:	If only I could've introduced myself more like a normal girl...
context: Hey, Mio-chan. Do you want to come, to -\Huh?\Did she leave already?\Then, Nano -\Huh?\I ended up running away.\That wasn't very nice to Aioi-san.\If only I could've introduced myself more like a normal girl... response:	My name is Shinonome Nano!
context: Huh?\Did she leave already?\Then, Nano -\Huh?\I ended up running away.\That wasn't very nice to Aioi-san.\If only I could've introduced myself more like a normal girl...\My name is Shinonome Nano! response:	And you see, this key is...
context: Did she leave already?\Then, Nano -\Huh?\I ended up running away.\That wasn't very nice to Aioi-san.\If only I could've introduced myself more like a normal girl...\My name is Shinonome Nano!\And you see, this key is... response:	A local cafe had been renovated, so I tried going in.
context: Then, Nano -\Huh?\I ended up running away.\That wasn't very nice to Aioi-san.\If only I could've introduced myself more like a normal girl...\My name is Shinonome Nano!\And you see, this key is...\A local cafe had been renovated, so I tried going in. response:	Um...
context: Huh?\I ended up running away.\That wasn't very nice to Aioi-san.\If only I could've introduced myself more like a normal girl...\My name is Shinonome Nano!\And you see, this key is...\A local cafe had been renovated, so I tried going in.\Um... response:	What would you like to order?
context: I ended up running away.\That wasn't very nice to Aioi-san.\If only I could've introduced myself more like a normal girl...\My name is Shinonome Nano!\And you see, this key is...\A local cafe had been renovated, so I tried going in.\Um...\What would you like to order? response:	An espresso T.
context: That wasn't very nice to Aioi-san.\If only I could've introduced myself more like a normal girl...\My name is Shinonome Nano!\And you see, this key is...\A local cafe had been renovated, so I tried going in.\Um...\What would you like to order?\An espresso T. response:	So, would you like a tall espresso?
context: If only I could've introduced myself more like a normal girl...\My name is Shinonome Nano!\And you see, this key is...\A local cafe had been renovated, so I tried going in.\Um...\What would you like to order?\An espresso T.\So, would you like a tall espresso? response:	Tall?!
context: My name is Shinonome Nano!\And you see, this key is...\A local cafe had been renovated, so I tried going in.\Um...\What would you like to order?\An espresso T.\So, would you like a tall espresso?\Tall?! response:	Tooru?!
context: And you see, this key is...\A local cafe had been renovated, so I tried going in.\Um...\What would you like to order?\An espresso T.\So, would you like a tall espresso?\Tall?!\Tooru?! response:	T is for tall?!
context: A local cafe had been renovated, so I tried going in.\Um...\What would you like to order?\An espresso T.\So, would you like a tall espresso?\Tall?!\Tooru?!\T is for tall?! response:	Well, I feel like having a tall espresso.
context: Um...\What would you like to order?\An espresso T.\So, would you like a tall espresso?\Tall?!\Tooru?!\T is for tall?!\Well, I feel like having a tall espresso. response:	I'll have a small-sized T. espresso, then.
context: What would you like to order?\An espresso T.\So, would you like a tall espresso?\Tall?!\Tooru?!\T is for tall?!\Well, I feel like having a tall espresso.\I'll have a small-sized T. espresso, then. response:	Do you want a short espresso?
context: An espresso T.\So, would you like a tall espresso?\Tall?!\Tooru?!\T is for tall?!\Well, I feel like having a tall espresso.\I'll have a small-sized T. espresso, then.\Do you want a short espresso? response:	A small short is fine.
context: So, would you like a tall espresso?\Tall?!\Tooru?!\T is for tall?!\Well, I feel like having a tall espresso.\I'll have a small-sized T. espresso, then.\Do you want a short espresso?\A small short is fine. response:	All right.
context: Tall?!\Tooru?!\T is for tall?!\Well, I feel like having a tall espresso.\I'll have a small-sized T. espresso, then.\Do you want a short espresso?\A small short is fine.\All right. response:	Okay, an espresso...
context: Tooru?!\T is for tall?!\Well, I feel like having a tall espresso.\I'll have a small-sized T. espresso, then.\Do you want a short espresso?\A small short is fine.\All right.\Okay, an espresso... response:	Um... Hot or iced...?
context: T is for tall?!\Well, I feel like having a tall espresso.\I'll have a small-sized T. espresso, then.\Do you want a short espresso?\A small short is fine.\All right.\Okay, an espresso...\Um... Hot or iced...? response:	I'll have it hot.
context: Well, I feel like having a tall espresso.\I'll have a small-sized T. espresso, then.\Do you want a short espresso?\A small short is fine.\All right.\Okay, an espresso...\Um... Hot or iced...?\I'll have it hot. response:	Um, well...
context: I'll have a small-sized T. espresso, then.\Do you want a short espresso?\A small short is fine.\All right.\Okay, an espresso...\Um... Hot or iced...?\I'll have it hot.\Um, well... response:	For a hot...
context: Do you want a short espresso?\A small short is fine.\All right.\Okay, an espresso...\Um... Hot or iced...?\I'll have it hot.\Um, well...\For a hot... response:	The sizes are...
context: A small short is fine.\All right.\Okay, an espresso...\Um... Hot or iced...?\I'll have it hot.\Um, well...\For a hot...\The sizes are... response:	Solo or... doppio.
context: All right.\Okay, an espresso...\Um... Hot or iced...?\I'll have it hot.\Um, well...\For a hot...\The sizes are...\Solo or... doppio. response:	D-Doppio?!
context: Okay, an espresso...\Um... Hot or iced...?\I'll have it hot.\Um, well...\For a hot...\The sizes are...\Solo or... doppio.\D-Doppio?! response:	Doppio?!
context: Um... Hot or iced...?\I'll have it hot.\Um, well...\For a hot...\The sizes are...\Solo or... doppio.\D-Doppio?!\Doppio?! response:	What the heck is doppio?! Doppio, doppio!
context: I'll have it hot.\Um, well...\For a hot...\The sizes are...\Solo or... doppio.\D-Doppio?!\Doppio?!\What the heck is doppio?! Doppio, doppio! response:	What the heck is doppio?! What the heck?!
context: Um, well...\For a hot...\The sizes are...\Solo or... doppio.\D-Doppio?!\Doppio?!\What the heck is doppio?! Doppio, doppio!\What the heck is doppio?! What the heck?! response:	Oh, that's right. I forgot.
context: For a hot...\The sizes are...\Solo or... doppio.\D-Doppio?!\Doppio?!\What the heck is doppio?! Doppio, doppio!\What the heck is doppio?! What the heck?!\Oh, that's right. I forgot. response:	I think I'll get the coffee of the day.
context: The sizes are...\Solo or... doppio.\D-Doppio?!\Doppio?!\What the heck is doppio?! Doppio, doppio!\What the heck is doppio?! What the heck?!\Oh, that's right. I forgot.\I think I'll get the coffee of the day. response:	Um...
context: Solo or... doppio.\D-Doppio?!\Doppio?!\What the heck is doppio?! Doppio, doppio!\What the heck is doppio?! What the heck?!\Oh, that's right. I forgot.\I think I'll get the coffee of the day.\Um... response:	Today's is espresso.
context: D-Doppio?!\Doppio?!\What the heck is doppio?! Doppio, doppio!\What the heck is doppio?! What the heck?!\Oh, that's right. I forgot.\I think I'll get the coffee of the day.\Um...\Today's is espresso. response:	All right, I'll get that.
context: Doppio?!\What the heck is doppio?! Doppio, doppio!\What the heck is doppio?! What the heck?!\Oh, that's right. I forgot.\I think I'll get the coffee of the day.\Um...\Today's is espresso.\All right, I'll get that. response:	Well, then...
context: What the heck is doppio?! Doppio, doppio!\What the heck is doppio?! What the heck?!\Oh, that's right. I forgot.\I think I'll get the coffee of the day.\Um...\Today's is espresso.\All right, I'll get that.\Well, then... response:	Solo...
context: What the heck is doppio?! What the heck?!\Oh, that's right. I forgot.\I think I'll get the coffee of the day.\Um...\Today's is espresso.\All right, I'll get that.\Well, then...\Solo... response:	Or doppio?
context: Oh, that's right. I forgot.\I think I'll get the coffee of the day.\Um...\Today's is espresso.\All right, I'll get that.\Well, then...\Solo...\Or doppio? response:	Or doppio, doppio, doppio?
context: I think I'll get the coffee of the day.\Um...\Today's is espresso.\All right, I'll get that.\Well, then...\Solo...\Or doppio?\Or doppio, doppio, doppio? response:	That makes sense...
context: Um...\Today's is espresso.\All right, I'll get that.\Well, then...\Solo...\Or doppio?\Or doppio, doppio, doppio?\That makes sense... response:	W-Well, then...
context: Today's is espresso.\All right, I'll get that.\Well, then...\Solo...\Or doppio?\Or doppio, doppio, doppio?\That makes sense...\W-Well, then... response:	I'll leave it up to you.
context: All right, I'll get that.\Well, then...\Solo...\Or doppio?\Or doppio, doppio, doppio?\That makes sense...\W-Well, then...\I'll leave it up to you. response:	Understood.
context: Well, then...\Solo...\Or doppio?\Or doppio, doppio, doppio?\That makes sense...\W-Well, then...\I'll leave it up to you.\Understood. response:	Sorry for the wait.
context: Solo...\Or doppio?\Or doppio, doppio, doppio?\That makes sense...\W-Well, then...\I'll leave it up to you.\Understood.\Sorry for the wait. response:	Here's your espresso.
context: Or doppio?\Or doppio, doppio, doppio?\That makes sense...\W-Well, then...\I'll leave it up to you.\Understood.\Sorry for the wait.\Here's your espresso. response:	It's tiny.
context: Or doppio, doppio, doppio?\That makes sense...\W-Well, then...\I'll leave it up to you.\Understood.\Sorry for the wait.\Here's your espresso.\It's tiny. response:	And it's really bitter!
context: That makes sense...\W-Well, then...\I'll leave it up to you.\Understood.\Sorry for the wait.\Here's your espresso.\It's tiny.\And it's really bitter! response:	Thank you for your business!
context: W-Well, then...\I'll leave it up to you.\Understood.\Sorry for the wait.\Here's your espresso.\It's tiny.\And it's really bitter!\Thank you for your business! response:	Well, I guess...
context: I'll leave it up to you.\Understood.\Sorry for the wait.\Here's your espresso.\It's tiny.\And it's really bitter!\Thank you for your business!\Well, I guess... response:	I gave a baseball glove to my grandson, Mii-chan, for his birthday.
context: Understood.\Sorry for the wait.\Here's your espresso.\It's tiny.\And it's really bitter!\Thank you for your business!\Well, I guess...\I gave a baseball glove to my grandson, Mii-chan, for his birthday. response:	Grandpa! I'm throwing it!
context: Sorry for the wait.\Here's your espresso.\It's tiny.\And it's really bitter!\Thank you for your business!\Well, I guess...\I gave a baseball glove to my grandson, Mii-chan, for his birthday.\Grandpa! I'm throwing it! response:	Hey, Mii-chan.
context: Here's your espresso.\It's tiny.\And it's really bitter!\Thank you for your business!\Well, I guess...\I gave a baseball glove to my grandson, Mii-chan, for his birthday.\Grandpa! I'm throwing it!\Hey, Mii-chan. response:	If you stand that far away, you won't be able to throw it over here.
context: It's tiny.\And it's really bitter!\Thank you for your business!\Well, I guess...\I gave a baseball glove to my grandson, Mii-chan, for his birthday.\Grandpa! I'm throwing it!\Hey, Mii-chan.\If you stand that far away, you won't be able to throw it over here. response:	My grandson is really cute, being this delighted...
context: And it's really bitter!\Thank you for your business!\Well, I guess...\I gave a baseball glove to my grandson, Mii-chan, for his birthday.\Grandpa! I'm throwing it!\Hey, Mii-chan.\If you stand that far away, you won't be able to throw it over here.\My grandson is really cute, being this delighted... response:	Here it comes!
context: Thank you for your business!\Well, I guess...\I gave a baseball glove to my grandson, Mii-chan, for his birthday.\Grandpa! I'm throwing it!\Hey, Mii-chan.\If you stand that far away, you won't be able to throw it over here.\My grandson is really cute, being this delighted...\Here it comes! response:	All right. Throw it with all your strength.
context: Well, I guess...\I gave a baseball glove to my grandson, Mii-chan, for his birthday.\Grandpa! I'm throwing it!\Hey, Mii-chan.\If you stand that far away, you won't be able to throw it over here.\My grandson is really cute, being this delighted...\Here it comes!\All right. Throw it with all your strength. response:	I should act cool for him tod -
context: I gave a baseball glove to my grandson, Mii-chan, for his birthday.\Grandpa! I'm throwing it!\Hey, Mii-chan.\If you stand that far away, you won't be able to throw it over here.\My grandson is really cute, being this delighted...\Here it comes!\All right. Throw it with all your strength.\I should act cool for him tod - response:	Is he a pro?
context: Grandpa! I'm throwing it!\Hey, Mii-chan.\If you stand that far away, you won't be able to throw it over here.\My grandson is really cute, being this delighted...\Here it comes!\All right. Throw it with all your strength.\I should act cool for him tod -\Is he a pro? response:	Um...
context: Hey, Mii-chan.\If you stand that far away, you won't be able to throw it over here.\My grandson is really cute, being this delighted...\Here it comes!\All right. Throw it with all your strength.\I should act cool for him tod -\Is he a pro?\Um... response:	Yes?
context: If you stand that far away, you won't be able to throw it over here.\My grandson is really cute, being this delighted...\Here it comes!\All right. Throw it with all your strength.\I should act cool for him tod -\Is he a pro?\Um...\Yes? response:	I'd like one of those Agonising!,
context: My grandson is really cute, being this delighted...\Here it comes!\All right. Throw it with all your strength.\I should act cool for him tod -\Is he a pro?\Um...\Yes?\I'd like one of those Agonising!, response:	piping hot chicken bars made on the chef's whim.
context: Here it comes!\All right. Throw it with all your strength.\I should act cool for him tod -\Is he a pro?\Um...\Yes?\I'd like one of those Agonising!,\piping hot chicken bars made on the chef's whim. response:	Miss, give me a break!
context: All right. Throw it with all your strength.\I should act cool for him tod -\Is he a pro?\Um...\Yes?\I'd like one of those Agonising!,\piping hot chicken bars made on the chef's whim.\Miss, give me a break! response:	What is it, Kojirou?
context: I should act cool for him tod -\Is he a pro?\Um...\Yes?\I'd like one of those Agonising!,\piping hot chicken bars made on the chef's whim.\Miss, give me a break!\What is it, Kojirou? response:	That's right.
context: Is he a pro?\Um...\Yes?\I'd like one of those Agonising!,\piping hot chicken bars made on the chef's whim.\Miss, give me a break!\What is it, Kojirou?\That's right. response:	I have to hurry.
context: Um...\Yes?\I'd like one of those Agonising!,\piping hot chicken bars made on the chef's whim.\Miss, give me a break!\What is it, Kojirou?\That's right.\I have to hurry. response:	They'll close -
context: Yes?\I'd like one of those Agonising!,\piping hot chicken bars made on the chef's whim.\Miss, give me a break!\What is it, Kojirou?\That's right.\I have to hurry.\They'll close - response:	Mio-chan!
context: I'd like one of those Agonising!,\piping hot chicken bars made on the chef's whim.\Miss, give me a break!\What is it, Kojirou?\That's right.\I have to hurry.\They'll close -\Mio-chan! response:	Y-Yukko, what's up?
context: piping hot chicken bars made on the chef's whim.\Miss, give me a break!\What is it, Kojirou?\That's right.\I have to hurry.\They'll close -\Mio-chan!\Y-Yukko, what's up? response:	Well, you disappeared right after class ended.
context: Miss, give me a break!\What is it, Kojirou?\That's right.\I have to hurry.\They'll close -\Mio-chan!\Y-Yukko, what's up?\Well, you disappeared right after class ended. response:	Oh, I see.
context: What is it, Kojirou?\That's right.\I have to hurry.\They'll close -\Mio-chan!\Y-Yukko, what's up?\Well, you disappeared right after class ended.\Oh, I see. response:	You don't need to be in such a hurry.
context: That's right.\I have to hurry.\They'll close -\Mio-chan!\Y-Yukko, what's up?\Well, you disappeared right after class ended.\Oh, I see.\You don't need to be in such a hurry. response:	Let's go home together.
context: I have to hurry.\They'll close -\Mio-chan!\Y-Yukko, what's up?\Well, you disappeared right after class ended.\Oh, I see.\You don't need to be in such a hurry.\Let's go home together. response:	Well, sorry, I have some business to attend to.
context: They'll close -\Mio-chan!\Y-Yukko, what's up?\Well, you disappeared right after class ended.\Oh, I see.\You don't need to be in such a hurry.\Let's go home together.\Well, sorry, I have some business to attend to. response:	Oh? What is it?
context: Mio-chan!\Y-Yukko, what's up?\Well, you disappeared right after class ended.\Oh, I see.\You don't need to be in such a hurry.\Let's go home together.\Well, sorry, I have some business to attend to.\Oh? What is it? response:	Uh, well, you see...
context: Y-Yukko, what's up?\Well, you disappeared right after class ended.\Oh, I see.\You don't need to be in such a hurry.\Let's go home together.\Well, sorry, I have some business to attend to.\Oh? What is it?\Uh, well, you see... response:	What's with that pompous style of speech?
context: Well, you disappeared right after class ended.\Oh, I see.\You don't need to be in such a hurry.\Let's go home together.\Well, sorry, I have some business to attend to.\Oh? What is it?\Uh, well, you see...\What's with that pompous style of speech? response:	Well, how should I say it...
context: Oh, I see.\You don't need to be in such a hurry.\Let's go home together.\Well, sorry, I have some business to attend to.\Oh? What is it?\Uh, well, you see...\What's with that pompous style of speech?\Well, how should I say it... response:	What's wrong with it?
context: You don't need to be in such a hurry.\Let's go home together.\Well, sorry, I have some business to attend to.\Oh? What is it?\Uh, well, you see...\What's with that pompous style of speech?\Well, how should I say it...\What's wrong with it? response:	Could I have a moment?
context: Let's go home together.\Well, sorry, I have some business to attend to.\Oh? What is it?\Uh, well, you see...\What's with that pompous style of speech?\Well, how should I say it...\What's wrong with it?\Could I have a moment? response:	I'm sorry!
context: Well, sorry, I have some business to attend to.\Oh? What is it?\Uh, well, you see...\What's with that pompous style of speech?\Well, how should I say it...\What's wrong with it?\Could I have a moment?\I'm sorry! response:	Hey, Yukko!
context: Oh? What is it?\Uh, well, you see...\What's with that pompous style of speech?\Well, how should I say it...\What's wrong with it?\Could I have a moment?\I'm sorry!\Hey, Yukko! response:	What have you done?!
context: Uh, well, you see...\What's with that pompous style of speech?\Well, how should I say it...\What's wrong with it?\Could I have a moment?\I'm sorry!\Hey, Yukko!\What have you done?! response:	I just apologised without thinking!
context: What's with that pompous style of speech?\Well, how should I say it...\What's wrong with it?\Could I have a moment?\I'm sorry!\Hey, Yukko!\What have you done?!\I just apologised without thinking! response:	Well, that surprised me, too.
context: Well, how should I say it...\What's wrong with it?\Could I have a moment?\I'm sorry!\Hey, Yukko!\What have you done?!\I just apologised without thinking!\Well, that surprised me, too. response:	You suddenly apologised to me.
context: What's wrong with it?\Could I have a moment?\I'm sorry!\Hey, Yukko!\What have you done?!\I just apologised without thinking!\Well, that surprised me, too.\You suddenly apologised to me. response:	I'm sorry.
context: Could I have a moment?\I'm sorry!\Hey, Yukko!\What have you done?!\I just apologised without thinking!\Well, that surprised me, too.\You suddenly apologised to me.\I'm sorry. response:	So, what did you want?
context: I'm sorry!\Hey, Yukko!\What have you done?!\I just apologised without thinking!\Well, that surprised me, too.\You suddenly apologised to me.\I'm sorry.\So, what did you want? response:	Well, lately, there have been cases of counterfeit bills being used on vending machines.
context: Hey, Yukko!\What have you done?!\I just apologised without thinking!\Well, that surprised me, too.\You suddenly apologised to me.\I'm sorry.\So, what did you want?\Well, lately, there have been cases of counterfeit bills being used on vending machines. response:	I was just wondering if you'd seen anyone suspicious around.
context: What have you done?!\I just apologised without thinking!\Well, that surprised me, too.\You suddenly apologised to me.\I'm sorry.\So, what did you want?\Well, lately, there have been cases of counterfeit bills being used on vending machines.\I was just wondering if you'd seen anyone suspicious around. response:	Well, Mio-chan?
context: I just apologised without thinking!\Well, that surprised me, too.\You suddenly apologised to me.\I'm sorry.\So, what did you want?\Well, lately, there have been cases of counterfeit bills being used on vending machines.\I was just wondering if you'd seen anyone suspicious around.\Well, Mio-chan? response:	I don't visit this area often.
context: Well, that surprised me, too.\You suddenly apologised to me.\I'm sorry.\So, what did you want?\Well, lately, there have been cases of counterfeit bills being used on vending machines.\I was just wondering if you'd seen anyone suspicious around.\Well, Mio-chan?\I don't visit this area often. response:	According to witnesses,
context: You suddenly apologised to me.\I'm sorry.\So, what did you want?\Well, lately, there have been cases of counterfeit bills being used on vending machines.\I was just wondering if you'd seen anyone suspicious around.\Well, Mio-chan?\I don't visit this area often.\According to witnesses, response:	the culprit has a beige bag with red lines on it.
context: I'm sorry.\So, what did you want?\Well, lately, there have been cases of counterfeit bills being used on vending machines.\I was just wondering if you'd seen anyone suspicious around.\Well, Mio-chan?\I don't visit this area often.\According to witnesses,\the culprit has a beige bag with red lines on it. response:	There's no way that cou -
context: So, what did you want?\Well, lately, there have been cases of counterfeit bills being used on vending machines.\I was just wondering if you'd seen anyone suspicious around.\Well, Mio-chan?\I don't visit this area often.\According to witnesses,\the culprit has a beige bag with red lines on it.\There's no way that cou - response:	What's that conspicuous reaction for?!
context: Well, lately, there have been cases of counterfeit bills being used on vending machines.\I was just wondering if you'd seen anyone suspicious around.\Well, Mio-chan?\I don't visit this area often.\According to witnesses,\the culprit has a beige bag with red lines on it.\There's no way that cou -\What's that conspicuous reaction for?! response:	Does she have some?
context: I was just wondering if you'd seen anyone suspicious around.\Well, Mio-chan?\I don't visit this area often.\According to witnesses,\the culprit has a beige bag with red lines on it.\There's no way that cou -\What's that conspicuous reaction for?!\Does she have some? response:	Does she have counterfeit bills?
context: Well, Mio-chan?\I don't visit this area often.\According to witnesses,\the culprit has a beige bag with red lines on it.\There's no way that cou -\What's that conspicuous reaction for?!\Does she have some?\Does she have counterfeit bills? response:	No, there's no way...
context: I don't visit this area often.\According to witnesses,\the culprit has a beige bag with red lines on it.\There's no way that cou -\What's that conspicuous reaction for?!\Does she have some?\Does she have counterfeit bills?\No, there's no way... response:	Man, stop joking around, Mi -
context: According to witnesses,\the culprit has a beige bag with red lines on it.\There's no way that cou -\What's that conspicuous reaction for?!\Does she have some?\Does she have counterfeit bills?\No, there's no way...\Man, stop joking around, Mi - response:	Why is she preparing to be handcuffed?!
context: the culprit has a beige bag with red lines on it.\There's no way that cou -\What's that conspicuous reaction for?!\Does she have some?\Does she have counterfeit bills?\No, there's no way...\Man, stop joking around, Mi -\Why is she preparing to be handcuffed?! response:	Hey, do you have some counterfeit bills?
context: There's no way that cou -\What's that conspicuous reaction for?!\Does she have some?\Does she have counterfeit bills?\No, there's no way...\Man, stop joking around, Mi -\Why is she preparing to be handcuffed?!\Hey, do you have some counterfeit bills? response:	Of course not!
context: What's that conspicuous reaction for?!\Does she have some?\Does she have counterfeit bills?\No, there's no way...\Man, stop joking around, Mi -\Why is she preparing to be handcuffed?!\Hey, do you have some counterfeit bills?\Of course not! response:	She's just preparing to hit a volleyball.
context: Does she have some?\Does she have counterfeit bills?\No, there's no way...\Man, stop joking around, Mi -\Why is she preparing to be handcuffed?!\Hey, do you have some counterfeit bills?\Of course not!\She's just preparing to hit a volleyball. response:	Right, Mio-chan?
context: Does she have counterfeit bills?\No, there's no way...\Man, stop joking around, Mi -\Why is she preparing to be handcuffed?!\Hey, do you have some counterfeit bills?\Of course not!\She's just preparing to hit a volleyball.\Right, Mio-chan? response:	Well, whatever.
context: No, there's no way...\Man, stop joking around, Mi -\Why is she preparing to be handcuffed?!\Hey, do you have some counterfeit bills?\Of course not!\She's just preparing to hit a volleyball.\Right, Mio-chan?\Well, whatever. response:	Let me check inside your bags, just in case.
context: Man, stop joking around, Mi -\Why is she preparing to be handcuffed?!\Hey, do you have some counterfeit bills?\Of course not!\She's just preparing to hit a volleyball.\Right, Mio-chan?\Well, whatever.\Let me check inside your bags, just in case. response:	Go right ahead.
context: Why is she preparing to be handcuffed?!\Hey, do you have some counterfeit bills?\Of course not!\She's just preparing to hit a volleyball.\Right, Mio-chan?\Well, whatever.\Let me check inside your bags, just in case.\Go right ahead. response:	Come on, Mio-cha -
context: Hey, do you have some counterfeit bills?\Of course not!\She's just preparing to hit a volleyball.\Right, Mio-chan?\Well, whatever.\Let me check inside your bags, just in case.\Go right ahead.\Come on, Mio-cha - response:	She took it out!
context: Of course not!\She's just preparing to hit a volleyball.\Right, Mio-chan?\Well, whatever.\Let me check inside your bags, just in case.\Go right ahead.\Come on, Mio-cha -\She took it out! response:	She took out a counterfeit bill!
context: She's just preparing to hit a volleyball.\Right, Mio-chan?\Well, whatever.\Let me check inside your bags, just in case.\Go right ahead.\Come on, Mio-cha -\She took it out!\She took out a counterfeit bill! response:	It's over!
context: Right, Mio-chan?\Well, whatever.\Let me check inside your bags, just in case.\Go right ahead.\Come on, Mio-cha -\She took it out!\She took out a counterfeit bill!\It's over! response:	I can't believe she actually had one!
context: Well, whatever.\Let me check inside your bags, just in case.\Go right ahead.\Come on, Mio-cha -\She took it out!\She took out a counterfeit bill!\It's over!\I can't believe she actually had one! response:	Please let me off with this.
context: Let me check inside your bags, just in case.\Go right ahead.\Come on, Mio-cha -\She took it out!\She took out a counterfeit bill!\It's over!\I can't believe she actually had one!\Please let me off with this. response:	Please let me off with this!
context: Go right ahead.\Come on, Mio-cha -\She took it out!\She took out a counterfeit bill!\It's over!\I can't believe she actually had one!\Please let me off with this.\Please let me off with this! response:	Is this the only counterfeit bill you have?
context: Come on, Mio-cha -\She took it out!\She took out a counterfeit bill!\It's over!\I can't believe she actually had one!\Please let me off with this.\Please let me off with this!\Is this the only counterfeit bill you have? response:	It's not a counterfeit!
context: She took it out!\She took out a counterfeit bill!\It's over!\I can't believe she actually had one!\Please let me off with this.\Please let me off with this!\Is this the only counterfeit bill you have?\It's not a counterfeit! response:	It's a real bribe!
context: She took out a counterfeit bill!\It's over!\I can't believe she actually had one!\Please let me off with this.\Please let me off with this!\Is this the only counterfeit bill you have?\It's not a counterfeit!\It's a real bribe! response:	I don't understand what you're saying!
context: It's over!\I can't believe she actually had one!\Please let me off with this.\Please let me off with this!\Is this the only counterfeit bill you have?\It's not a counterfeit!\It's a real bribe!\I don't understand what you're saying! response:	Just give me your bag!
context: I can't believe she actually had one!\Please let me off with this.\Please let me off with this!\Is this the only counterfeit bill you have?\It's not a counterfeit!\It's a real bribe!\I don't understand what you're saying!\Just give me your bag! response:	Why are you resisting?!
context: Please let me off with this.\Please let me off with this!\Is this the only counterfeit bill you have?\It's not a counterfeit!\It's a real bribe!\I don't understand what you're saying!\Just give me your bag!\Why are you resisting?! response:	It belongs to a relative!
context: Please let me off with this!\Is this the only counterfeit bill you have?\It's not a counterfeit!\It's a real bribe!\I don't understand what you're saying!\Just give me your bag!\Why are you resisting?!\It belongs to a relative! response:	It's because this bag belongs to a relative!
context: Is this the only counterfeit bill you have?\It's not a counterfeit!\It's a real bribe!\I don't understand what you're saying!\Just give me your bag!\Why are you resisting?!\It belongs to a relative!\It's because this bag belongs to a relative! response:	Idiot.
context: It's not a counterfeit!\It's a real bribe!\I don't understand what you're saying!\Just give me your bag!\Why are you resisting?!\It belongs to a relative!\It's because this bag belongs to a relative!\Idiot. response:	One! Two! Three! Four! Five!
context: It's a real bribe!\I don't understand what you're saying!\Just give me your bag!\Why are you resisting?!\It belongs to a relative!\It's because this bag belongs to a relative!\Idiot.\One! Two! Three! Four! Five! response:	Six?!
context: I don't understand what you're saying!\Just give me your bag!\Why are you resisting?!\It belongs to a relative!\It's because this bag belongs to a relative!\Idiot.\One! Two! Three! Four! Five!\Six?! response:	Passion.
context: Just give me your bag!\Why are you resisting?!\It belongs to a relative!\It's because this bag belongs to a relative!\Idiot.\One! Two! Three! Four! Five!\Six?!\Passion. response:	Fever. Stupid. Stupid. Stupid. Stupid.
context: Why are you resisting?!\It belongs to a relative!\It's because this bag belongs to a relative!\Idiot.\One! Two! Three! Four! Five!\Six?!\Passion.\Fever. Stupid. Stupid. Stupid. Stupid. response:	What happened?! A crime?!
context: It belongs to a relative!\It's because this bag belongs to a relative!\Idiot.\One! Two! Three! Four! Five!\Six?!\Passion.\Fever. Stupid. Stupid. Stupid. Stupid.\What happened?! A crime?! response:	Oh, Kojirou. There you are.
