context: Yeah. response:	Kokoro
context: Sawako's curry is the best!\It was hayashi rice, wasn't it?\Haeshi?\From: Chizuru Yoshida Title: Now! Sorry for the short notice, but we're meeting at my house to make the costumes for the costume parade. If you're free, come over!\W-Would it be alright if I went over to Chizu's house right now?\Now?\Are you preparing for the school festival?\Yeah. response:	For the costume parade.
context: It was hayashi rice, wasn't it?\Haeshi?\From: Chizuru Yoshida Title: Now! Sorry for the short notice, but we're meeting at my house to make the costumes for the costume parade. If you're free, come over!\W-Would it be alright if I went over to Chizu's house right now?\Now?\Are you preparing for the school festival?\Yeah.\For the costume parade. response:	Costume?
context: Haeshi?\From: Chizuru Yoshida Title: Now! Sorry for the short notice, but we're meeting at my house to make the costumes for the costume parade. If you're free, come over!\W-Would it be alright if I went over to Chizu's house right now?\Now?\Are you preparing for the school festival?\Yeah.\For the costume parade.\Costume? response:	Ah, I have some snacks for you to take over then.
context: From: Chizuru Yoshida Title: Now! Sorry for the short notice, but we're meeting at my house to make the costumes for the costume parade. If you're free, come over!\W-Would it be alright if I went over to Chizu's house right now?\Now?\Are you preparing for the school festival?\Yeah.\For the costume parade.\Costume?\Ah, I have some snacks for you to take over then. response:	Snacks?
context: W-Would it be alright if I went over to Chizu's house right now?\Now?\Are you preparing for the school festival?\Yeah.\For the costume parade.\Costume?\Ah, I have some snacks for you to take over then.\Snacks? response:	Be careful walking at night!
context: Now?\Are you preparing for the school festival?\Yeah.\For the costume parade.\Costume?\Ah, I have some snacks for you to take over then.\Snacks?\Be careful walking at night! response:	Yes, be careful.
context: Are you preparing for the school festival?\Yeah.\For the costume parade.\Costume?\Ah, I have some snacks for you to take over then.\Snacks?\Be careful walking at night!\Yes, be careful. response:	I will!
context: Yeah.\For the costume parade.\Costume?\Ah, I have some snacks for you to take over then.\Snacks?\Be careful walking at night!\Yes, be careful.\I will! response:	Bye!
context: For the costume parade.\Costume?\Ah, I have some snacks for you to take over then.\Snacks?\Be careful walking at night!\Yes, be careful.\I will!\Bye! response:	Her school festival
context: Costume?\Ah, I have some snacks for you to take over then.\Snacks?\Be careful walking at night!\Yes, be careful.\I will!\Bye!\Her school festival response:	I remember helping to make our class float back when I was in high school.
context: Ah, I have some snacks for you to take over then.\Snacks?\Be careful walking at night!\Yes, be careful.\I will!\Bye!\Her school festival\I remember helping to make our class float back when I was in high school. response:	I did the refreshment booth.
context: Snacks?\Be careful walking at night!\Yes, be careful.\I will!\Bye!\Her school festival\I remember helping to make our class float back when I was in high school.\I did the refreshment booth. response:	Dried bonito and seaweed, big Shiitake mushrooms and dried sea slugs.
context: Be careful walking at night!\Yes, be careful.\I will!\Bye!\Her school festival\I remember helping to make our class float back when I was in high school.\I did the refreshment booth.\Dried bonito and seaweed, big Shiitake mushrooms and dried sea slugs. response:	What? Oh, soup stock?
context: Yes, be careful.\I will!\Bye!\Her school festival\I remember helping to make our class float back when I was in high school.\I did the refreshment booth.\Dried bonito and seaweed, big Shiitake mushrooms and dried sea slugs.\What? Oh, soup stock? response:	It was so hard to cut the Shiitake!
context: I will!\Bye!\Her school festival\I remember helping to make our class float back when I was in high school.\I did the refreshment booth.\Dried bonito and seaweed, big Shiitake mushrooms and dried sea slugs.\What? Oh, soup stock?\It was so hard to cut the Shiitake! response:	That's a delicious soundingfloat? Soup?
context: Bye!\Her school festival\I remember helping to make our class float back when I was in high school.\I did the refreshment booth.\Dried bonito and seaweed, big Shiitake mushrooms and dried sea slugs.\What? Oh, soup stock?\It was so hard to cut the Shiitake!\That's a delicious soundingfloat? Soup? response:	Don't let anyone see us!
context: Her school festival\I remember helping to make our class float back when I was in high school.\I did the refreshment booth.\Dried bonito and seaweed, big Shiitake mushrooms and dried sea slugs.\What? Oh, soup stock?\It was so hard to cut the Shiitake!\That's a delicious soundingfloat? Soup?\Don't let anyone see us! response:	Quietly now, quietly!
context: I remember helping to make our class float back when I was in high school.\I did the refreshment booth.\Dried bonito and seaweed, big Shiitake mushrooms and dried sea slugs.\What? Oh, soup stock?\It was so hard to cut the Shiitake!\That's a delicious soundingfloat? Soup?\Don't let anyone see us!\Quietly now, quietly! response:	It's stuck!
context: I did the refreshment booth.\Dried bonito and seaweed, big Shiitake mushrooms and dried sea slugs.\What? Oh, soup stock?\It was so hard to cut the Shiitake!\That's a delicious soundingfloat? Soup?\Don't let anyone see us!\Quietly now, quietly!\It's stuck! response:	Lift it up!
context: Dried bonito and seaweed, big Shiitake mushrooms and dried sea slugs.\What? Oh, soup stock?\It was so hard to cut the Shiitake!\That's a delicious soundingfloat? Soup?\Don't let anyone see us!\Quietly now, quietly!\It's stuck!\Lift it up! response:	What are you guys doing?
context: What? Oh, soup stock?\It was so hard to cut the Shiitake!\That's a delicious soundingfloat? Soup?\Don't let anyone see us!\Quietly now, quietly!\It's stuck!\Lift it up!\What are you guys doing? response:	I'm pretty sure taking your floats out is against the rules.
context: It was so hard to cut the Shiitake!\That's a delicious soundingfloat? Soup?\Don't let anyone see us!\Quietly now, quietly!\It's stuck!\Lift it up!\What are you guys doing?\I'm pretty sure taking your floats out is against the rules. response:	Please, Pin! Pretend you didn't see us!
context: That's a delicious soundingfloat? Soup?\Don't let anyone see us!\Quietly now, quietly!\It's stuck!\Lift it up!\What are you guys doing?\I'm pretty sure taking your floats out is against the rules.\Please, Pin! Pretend you didn't see us! response:	Every other class is doing it!
context: Don't let anyone see us!\Quietly now, quietly!\It's stuck!\Lift it up!\What are you guys doing?\I'm pretty sure taking your floats out is against the rules.\Please, Pin! Pretend you didn't see us!\Every other class is doing it! response:	We won't finish on time otherwise!
context: Quietly now, quietly!\It's stuck!\Lift it up!\What are you guys doing?\I'm pretty sure taking your floats out is against the rules.\Please, Pin! Pretend you didn't see us!\Every other class is doing it!\We won't finish on time otherwise! response:	You're our homeroom teacher!
context: It's stuck!\Lift it up!\What are you guys doing?\I'm pretty sure taking your floats out is against the rules.\Please, Pin! Pretend you didn't see us!\Every other class is doing it!\We won't finish on time otherwise!\You're our homeroom teacher! response:	Yeah, but I don't really care.
context: Lift it up!\What are you guys doing?\I'm pretty sure taking your floats out is against the rules.\Please, Pin! Pretend you didn't see us!\Every other class is doing it!\We won't finish on time otherwise!\You're our homeroom teacher!\Yeah, but I don't really care. response:	What does he mean by that?!
context: What are you guys doing?\I'm pretty sure taking your floats out is against the rules.\Please, Pin! Pretend you didn't see us!\Every other class is doing it!\We won't finish on time otherwise!\You're our homeroom teacher!\Yeah, but I don't really care.\What does he mean by that?! response:	He's supposed to be our teacher.
context: I'm pretty sure taking your floats out is against the rules.\Please, Pin! Pretend you didn't see us!\Every other class is doing it!\We won't finish on time otherwise!\You're our homeroom teacher!\Yeah, but I don't really care.\What does he mean by that?!\He's supposed to be our teacher. response:	Just warning you, you guys better not get caught by another teacher. I don't want to deal with it.
context: Please, Pin! Pretend you didn't see us!\Every other class is doing it!\We won't finish on time otherwise!\You're our homeroom teacher!\Yeah, but I don't really care.\What does he mean by that?!\He's supposed to be our teacher.\Just warning you, you guys better not get caught by another teacher. I don't want to deal with it. response:	Phew, safe for now. But what do we do about this?
context: Every other class is doing it!\We won't finish on time otherwise!\You're our homeroom teacher!\Yeah, but I don't really care.\What does he mean by that?!\He's supposed to be our teacher.\Just warning you, you guys better not get caught by another teacher. I don't want to deal with it.\Phew, safe for now. But what do we do about this? response:	Lift that side first.
context: We won't finish on time otherwise!\You're our homeroom teacher!\Yeah, but I don't really care.\What does he mean by that?!\He's supposed to be our teacher.\Just warning you, you guys better not get caught by another teacher. I don't want to deal with it.\Phew, safe for now. But what do we do about this?\Lift that side first. response:	Got it.
context: You're our homeroom teacher!\Yeah, but I don't really care.\What does he mean by that?!\He's supposed to be our teacher.\Just warning you, you guys better not get caught by another teacher. I don't want to deal with it.\Phew, safe for now. But what do we do about this?\Lift that side first.\Got it. response:	Shota!
context: Yeah, but I don't really care.\What does he mean by that?!\He's supposed to be our teacher.\Just warning you, you guys better not get caught by another teacher. I don't want to deal with it.\Phew, safe for now. But what do we do about this?\Lift that side first.\Got it.\Shota! response:	You're more of a jerk than I thought.
context: What does he mean by that?!\He's supposed to be our teacher.\Just warning you, you guys better not get caught by another teacher. I don't want to deal with it.\Phew, safe for now. But what do we do about this?\Lift that side first.\Got it.\Shota!\You're more of a jerk than I thought. response:	When did you get like that?
context: He's supposed to be our teacher.\Just warning you, you guys better not get caught by another teacher. I don't want to deal with it.\Phew, safe for now. But what do we do about this?\Lift that side first.\Got it.\Shota!\You're more of a jerk than I thought.\When did you get like that? response:	What?
context: Just warning you, you guys better not get caught by another teacher. I don't want to deal with it.\Phew, safe for now. But what do we do about this?\Lift that side first.\Got it.\Shota!\You're more of a jerk than I thought.\When did you get like that?\What? response:	Don't what me!
context: Phew, safe for now. But what do we do about this?\Lift that side first.\Got it.\Shota!\You're more of a jerk than I thought.\When did you get like that?\What?\Don't what me! response:	You pretend to care, then make the other person care for real... You're scary.
context: Lift that side first.\Got it.\Shota!\You're more of a jerk than I thought.\When did you get like that?\What?\Don't what me!\You pretend to care, then make the other person care for real... You're scary. response:	And yet you look so harmless
context: Got it.\Shota!\You're more of a jerk than I thought.\When did you get like that?\What?\Don't what me!\You pretend to care, then make the other person care for real... You're scary.\And yet you look so harmless response:	You rejected Kuronuma, didn't you?!
context: Shota!\You're more of a jerk than I thought.\When did you get like that?\What?\Don't what me!\You pretend to care, then make the other person care for real... You're scary.\And yet you look so harmless\You rejected Kuronuma, didn't you?! response:	I was rejected!
context: You're more of a jerk than I thought.\When did you get like that?\What?\Don't what me!\You pretend to care, then make the other person care for real... You're scary.\And yet you look so harmless\You rejected Kuronuma, didn't you?!\I was rejected! response:	You totally fooled me.
context: When did you get like that?\What?\Don't what me!\You pretend to care, then make the other person care for real... You're scary.\And yet you look so harmless\You rejected Kuronuma, didn't you?!\I was rejected!\You totally fooled me. response:	I can't believe you went off so fast to reject someone.
context: What?\Don't what me!\You pretend to care, then make the other person care for real... You're scary.\And yet you look so harmless\You rejected Kuronuma, didn't you?!\I was rejected!\You totally fooled me.\I can't believe you went off so fast to reject someone. response:	Seriously, what do you plan on doing in the future?
context: Don't what me!\You pretend to care, then make the other person care for real... You're scary.\And yet you look so harmless\You rejected Kuronuma, didn't you?!\I was rejected!\You totally fooled me.\I can't believe you went off so fast to reject someone.\Seriously, what do you plan on doing in the future? response:	Becoming a gigolo?
context: You pretend to care, then make the other person care for real... You're scary.\And yet you look so harmless\You rejected Kuronuma, didn't you?!\I was rejected!\You totally fooled me.\I can't believe you went off so fast to reject someone.\Seriously, what do you plan on doing in the future?\Becoming a gigolo? response:	A host?
context: And yet you look so harmless\You rejected Kuronuma, didn't you?!\I was rejected!\You totally fooled me.\I can't believe you went off so fast to reject someone.\Seriously, what do you plan on doing in the future?\Becoming a gigolo?\A host? response:	Or maybe a
context: You rejected Kuronuma, didn't you?!\I was rejected!\You totally fooled me.\I can't believe you went off so fast to reject someone.\Seriously, what do you plan on doing in the future?\Becoming a gigolo?\A host?\Or maybe a response:	I'm the one that got rejected!
context: I was rejected!\You totally fooled me.\I can't believe you went off so fast to reject someone.\Seriously, what do you plan on doing in the future?\Becoming a gigolo?\A host?\Or maybe a\I'm the one that got rejected! response:	What?
context: You totally fooled me.\I can't believe you went off so fast to reject someone.\Seriously, what do you plan on doing in the future?\Becoming a gigolo?\A host?\Or maybe a\I'm the one that got rejected!\What? response:	What? Did you run over there just to turn her down?
context: I can't believe you went off so fast to reject someone.\Seriously, what do you plan on doing in the future?\Becoming a gigolo?\A host?\Or maybe a\I'm the one that got rejected!\What?\What? Did you run over there just to turn her down? response:	Why would I do that?
context: Seriously, what do you plan on doing in the future?\Becoming a gigolo?\A host?\Or maybe a\I'm the one that got rejected!\What?\What? Did you run over there just to turn her down?\Why would I do that? response:	Kazehaya?
context: Becoming a gigolo?\A host?\Or maybe a\I'm the one that got rejected!\What?\What? Did you run over there just to turn her down?\Why would I do that?\Kazehaya? response:	Oh, did Pin catch you?
context: A host?\Or maybe a\I'm the one that got rejected!\What?\What? Did you run over there just to turn her down?\Why would I do that?\Kazehaya?\Oh, did Pin catch you? response:	Sorry! You guys go on ahead!
context: Or maybe a\I'm the one that got rejected!\What?\What? Did you run over there just to turn her down?\Why would I do that?\Kazehaya?\Oh, did Pin catch you?\Sorry! You guys go on ahead! response:	Gotcha!
context: I'm the one that got rejected!\What?\What? Did you run over there just to turn her down?\Why would I do that?\Kazehaya?\Oh, did Pin catch you?\Sorry! You guys go on ahead!\Gotcha! response:	I went to confess to her.
context: What?\What? Did you run over there just to turn her down?\Why would I do that?\Kazehaya?\Oh, did Pin catch you?\Sorry! You guys go on ahead!\Gotcha!\I went to confess to her. response:	It just didn't go well.
context: What? Did you run over there just to turn her down?\Why would I do that?\Kazehaya?\Oh, did Pin catch you?\Sorry! You guys go on ahead!\Gotcha!\I went to confess to her.\It just didn't go well. response:	I was rejected.
context: Why would I do that?\Kazehaya?\Oh, did Pin catch you?\Sorry! You guys go on ahead!\Gotcha!\I went to confess to her.\It just didn't go well.\I was rejected. response:	I get it.
context: Kazehaya?\Oh, did Pin catch you?\Sorry! You guys go on ahead!\Gotcha!\I went to confess to her.\It just didn't go well.\I was rejected.\I get it. response:	So you weren't able to really say it. You just tiptoed around it.
context: Oh, did Pin catch you?\Sorry! You guys go on ahead!\Gotcha!\I went to confess to her.\It just didn't go well.\I was rejected.\I get it.\So you weren't able to really say it. You just tiptoed around it. response:	What a pansy.
context: Sorry! You guys go on ahead!\Gotcha!\I went to confess to her.\It just didn't go well.\I was rejected.\I get it.\So you weren't able to really say it. You just tiptoed around it.\What a pansy. response:	I said everything I had to!
context: Gotcha!\I went to confess to her.\It just didn't go well.\I was rejected.\I get it.\So you weren't able to really say it. You just tiptoed around it.\What a pansy.\I said everything I had to! response:	Whatever. It's fine.
context: I went to confess to her.\It just didn't go well.\I was rejected.\I get it.\So you weren't able to really say it. You just tiptoed around it.\What a pansy.\I said everything I had to!\Whatever. It's fine. response:	Leave me alone.
context: It just didn't go well.\I was rejected.\I get it.\So you weren't able to really say it. You just tiptoed around it.\What a pansy.\I said everything I had to!\Whatever. It's fine.\Leave me alone. response:	Yeah, you're right.
context: I was rejected.\I get it.\So you weren't able to really say it. You just tiptoed around it.\What a pansy.\I said everything I had to!\Whatever. It's fine.\Leave me alone.\Yeah, you're right. response:	You said before that you don't understand Kuronuma,
context: I get it.\So you weren't able to really say it. You just tiptoed around it.\What a pansy.\I said everything I had to!\Whatever. It's fine.\Leave me alone.\Yeah, you're right.\You said before that you don't understand Kuronuma, response:	but really, you already have trouble with yourself.
context: So you weren't able to really say it. You just tiptoed around it.\What a pansy.\I said everything I had to!\Whatever. It's fine.\Leave me alone.\Yeah, you're right.\You said before that you don't understand Kuronuma,\but really, you already have trouble with yourself. response:	It's fine like this, isn't it?
context: What a pansy.\I said everything I had to!\Whatever. It's fine.\Leave me alone.\Yeah, you're right.\You said before that you don't understand Kuronuma,\but really, you already have trouble with yourself.\It's fine like this, isn't it? response:	Just give up on her.
context: I said everything I had to!\Whatever. It's fine.\Leave me alone.\Yeah, you're right.\You said before that you don't understand Kuronuma,\but really, you already have trouble with yourself.\It's fine like this, isn't it?\Just give up on her. response:	Huh? What's weird.
context: Whatever. It's fine.\Leave me alone.\Yeah, you're right.\You said before that you don't understand Kuronuma,\but really, you already have trouble with yourself.\It's fine like this, isn't it?\Just give up on her.\Huh? What's weird. response:	It doesn't match.
context: Leave me alone.\Yeah, you're right.\You said before that you don't understand Kuronuma,\but really, you already have trouble with yourself.\It's fine like this, isn't it?\Just give up on her.\Huh? What's weird.\It doesn't match. response:	Oh no! What happened?
context: Yeah, you're right.\You said before that you don't understand Kuronuma,\but really, you already have trouble with yourself.\It's fine like this, isn't it?\Just give up on her.\Huh? What's weird.\It doesn't match.\Oh no! What happened? response:	That's because it should probably be like this.
context: You said before that you don't understand Kuronuma,\but really, you already have trouble with yourself.\It's fine like this, isn't it?\Just give up on her.\Huh? What's weird.\It doesn't match.\Oh no! What happened?\That's because it should probably be like this. response:	Oh no! I jumped into their conversation!
context: but really, you already have trouble with yourself.\It's fine like this, isn't it?\Just give up on her.\Huh? What's weird.\It doesn't match.\Oh no! What happened?\That's because it should probably be like this.\Oh no! I jumped into their conversation! response:	I see!
context: It's fine like this, isn't it?\Just give up on her.\Huh? What's weird.\It doesn't match.\Oh no! What happened?\That's because it should probably be like this.\Oh no! I jumped into their conversation!\I see! response:	It fits now!
context: Just give up on her.\Huh? What's weird.\It doesn't match.\Oh no! What happened?\That's because it should probably be like this.\Oh no! I jumped into their conversation!\I see!\It fits now! response:	Thanks, Sadako!
context: Huh? What's weird.\It doesn't match.\Oh no! What happened?\That's because it should probably be like this.\Oh no! I jumped into their conversation!\I see!\It fits now!\Thanks, Sadako! response:	I'm gonna go bring us some drinks.
context: It doesn't match.\Oh no! What happened?\That's because it should probably be like this.\Oh no! I jumped into their conversation!\I see!\It fits now!\Thanks, Sadako!\I'm gonna go bring us some drinks. response:	Chizu?
context: Oh no! What happened?\That's because it should probably be like this.\Oh no! I jumped into their conversation!\I see!\It fits now!\Thanks, Sadako!\I'm gonna go bring us some drinks.\Chizu? response:	What?
context: That's because it should probably be like this.\Oh no! I jumped into their conversation!\I see!\It fits now!\Thanks, Sadako!\I'm gonna go bring us some drinks.\Chizu?\What? response:	Um
context: Oh no! I jumped into their conversation!\I see!\It fits now!\Thanks, Sadako!\I'm gonna go bring us some drinks.\Chizu?\What?\Um response:	Thank you!
context: I see!\It fits now!\Thanks, Sadako!\I'm gonna go bring us some drinks.\Chizu?\What?\Um\Thank you! response:	Thank you for texting me and inviting me over
context: It fits now!\Thanks, Sadako!\I'm gonna go bring us some drinks.\Chizu?\What?\Um\Thank you!\Thank you for texting me and inviting me over response:	and for what you said after school.
context: Thanks, Sadako!\I'm gonna go bring us some drinks.\Chizu?\What?\Um\Thank you!\Thank you for texting me and inviting me over\and for what you said after school. response:	You have us!
context: I'm gonna go bring us some drinks.\Chizu?\What?\Um\Thank you!\Thank you for texting me and inviting me over\and for what you said after school.\You have us! response:	How long do you plan on putting yourself down for?
context: Chizu?\What?\Um\Thank you!\Thank you for texting me and inviting me over\and for what you said after school.\You have us!\How long do you plan on putting yourself down for? response:	It made me really happy to hear you say that.
context: What?\Um\Thank you!\Thank you for texting me and inviting me over\and for what you said after school.\You have us!\How long do you plan on putting yourself down for?\It made me really happy to hear you say that. response:	Last year, when I first became friends with you and Ayane,
context: Um\Thank you!\Thank you for texting me and inviting me over\and for what you said after school.\You have us!\How long do you plan on putting yourself down for?\It made me really happy to hear you say that.\Last year, when I first became friends with you and Ayane, response:	that was the first time I ever felt that someone liked me!
context: Thank you!\Thank you for texting me and inviting me over\and for what you said after school.\You have us!\How long do you plan on putting yourself down for?\It made me really happy to hear you say that.\Last year, when I first became friends with you and Ayane,\that was the first time I ever felt that someone liked me! response:	I-I said it!
context: Thank you for texting me and inviting me over\and for what you said after school.\You have us!\How long do you plan on putting yourself down for?\It made me really happy to hear you say that.\Last year, when I first became friends with you and Ayane,\that was the first time I ever felt that someone liked me!\I-I said it! response:	Don't forget that!
context: and for what you said after school.\You have us!\How long do you plan on putting yourself down for?\It made me really happy to hear you say that.\Last year, when I first became friends with you and Ayane,\that was the first time I ever felt that someone liked me!\I-I said it!\Don't forget that! response:	Now, for those drinks!
context: You have us!\How long do you plan on putting yourself down for?\It made me really happy to hear you say that.\Last year, when I first became friends with you and Ayane,\that was the first time I ever felt that someone liked me!\I-I said it!\Don't forget that!\Now, for those drinks! response:	Isn't that great?
context: How long do you plan on putting yourself down for?\It made me really happy to hear you say that.\Last year, when I first became friends with you and Ayane,\that was the first time I ever felt that someone liked me!\I-I said it!\Don't forget that!\Now, for those drinks!\Isn't that great? response:	Look how happy she is after hearing you say that.
context: It made me really happy to hear you say that.\Last year, when I first became friends with you and Ayane,\that was the first time I ever felt that someone liked me!\I-I said it!\Don't forget that!\Now, for those drinks!\Isn't that great?\Look how happy she is after hearing you say that. response:	Hearing me say that?
context: Last year, when I first became friends with you and Ayane,\that was the first time I ever felt that someone liked me!\I-I said it!\Don't forget that!\Now, for those drinks!\Isn't that great?\Look how happy she is after hearing you say that.\Hearing me say that? response:	Hearing mesay it.
context: that was the first time I ever felt that someone liked me!\I-I said it!\Don't forget that!\Now, for those drinks!\Isn't that great?\Look how happy she is after hearing you say that.\Hearing me say that?\Hearing mesay it. response:	I told him.
context: I-I said it!\Don't forget that!\Now, for those drinks!\Isn't that great?\Look how happy she is after hearing you say that.\Hearing me say that?\Hearing mesay it.\I told him. response:	I clearly told him!
context: Don't forget that!\Now, for those drinks!\Isn't that great?\Look how happy she is after hearing you say that.\Hearing me say that?\Hearing mesay it.\I told him.\I clearly told him! response:	Did Itell him?
context: Now, for those drinks!\Isn't that great?\Look how happy she is after hearing you say that.\Hearing me say that?\Hearing mesay it.\I told him.\I clearly told him!\Did Itell him? response:	Did Kazehaya hear me say it?
context: Isn't that great?\Look how happy she is after hearing you say that.\Hearing me say that?\Hearing mesay it.\I told him.\I clearly told him!\Did Itell him?\Did Kazehaya hear me say it? response:	K-Kurumi!
context: Look how happy she is after hearing you say that.\Hearing me say that?\Hearing mesay it.\I told him.\I clearly told him!\Did Itell him?\Did Kazehaya hear me say it?\K-Kurumi! response:	M-Morn
context: Hearing me say that?\Hearing mesay it.\I told him.\I clearly told him!\Did Itell him?\Did Kazehaya hear me say it?\K-Kurumi!\M-Morn response:	S-She turned away from me!
context: Hearing mesay it.\I told him.\I clearly told him!\Did Itell him?\Did Kazehaya hear me say it?\K-Kurumi!\M-Morn\S-She turned away from me! response:	Sadako!
context: I told him.\I clearly told him!\Did Itell him?\Did Kazehaya hear me say it?\K-Kurumi!\M-Morn\S-She turned away from me!\Sadako! response:	Teacher!
context: I clearly told him!\Did Itell him?\Did Kazehaya hear me say it?\K-Kurumi!\M-Morn\S-She turned away from me!\Sadako!\Teacher! response:	Oh no! I-I!
context: Did Itell him?\Did Kazehaya hear me say it?\K-Kurumi!\M-Morn\S-She turned away from me!\Sadako!\Teacher!\Oh no! I-I! response:	I showed you such an embarrassing side of me yesterday!
context: Did Kazehaya hear me say it?\K-Kurumi!\M-Morn\S-She turned away from me!\Sadako!\Teacher!\Oh no! I-I!\I showed you such an embarrassing side of me yesterday! response:	No, no!
context: K-Kurumi!\M-Morn\S-She turned away from me!\Sadako!\Teacher!\Oh no! I-I!\I showed you such an embarrassing side of me yesterday!\No, no! response:	Actually
context: M-Morn\S-She turned away from me!\Sadako!\Teacher!\Oh no! I-I!\I showed you such an embarrassing side of me yesterday!\No, no!\Actually response:	Hold it right there.
context: S-She turned away from me!\Sadako!\Teacher!\Oh no! I-I!\I showed you such an embarrassing side of me yesterday!\No, no!\Actually\Hold it right there. response:	You've really done it now.
context: Sadako!\Teacher!\Oh no! I-I!\I showed you such an embarrassing side of me yesterday!\No, no!\Actually\Hold it right there.\You've really done it now. response:	What do you want with her?
context: Teacher!\Oh no! I-I!\I showed you such an embarrassing side of me yesterday!\No, no!\Actually\Hold it right there.\You've really done it now.\What do you want with her? response:	Stay away from her!
context: Oh no! I-I!\I showed you such an embarrassing side of me yesterday!\No, no!\Actually\Hold it right there.\You've really done it now.\What do you want with her?\Stay away from her! response:	Aw, so mean.
context: I showed you such an embarrassing side of me yesterday!\No, no!\Actually\Hold it right there.\You've really done it now.\What do you want with her?\Stay away from her!\Aw, so mean. response:	Didn't I tell you not to do anything uncalled for?
context: No, no!\Actually\Hold it right there.\You've really done it now.\What do you want with her?\Stay away from her!\Aw, so mean.\Didn't I tell you not to do anything uncalled for? response:	And what did you do?!
context: Actually\Hold it right there.\You've really done it now.\What do you want with her?\Stay away from her!\Aw, so mean.\Didn't I tell you not to do anything uncalled for?\And what did you do?! response:	Aw crap!
context: Hold it right there.\You've really done it now.\What do you want with her?\Stay away from her!\Aw, so mean.\Didn't I tell you not to do anything uncalled for?\And what did you do?!\Aw crap! response:	I'm sorry, Sadako!
context: You've really done it now.\What do you want with her?\Stay away from her!\Aw, so mean.\Didn't I tell you not to do anything uncalled for?\And what did you do?!\Aw crap!\I'm sorry, Sadako! response:	I think Kazehaya might actually like you after all!
context: What do you want with her?\Stay away from her!\Aw, so mean.\Didn't I tell you not to do anything uncalled for?\And what did you do?!\Aw crap!\I'm sorry, Sadako!\I think Kazehaya might actually like you after all! response:	Wait!
context: Stay away from her!\Aw, so mean.\Didn't I tell you not to do anything uncalled for?\And what did you do?!\Aw crap!\I'm sorry, Sadako!\I think Kazehaya might actually like you after all!\Wait! response:	What did you! So loudly too!
context: Aw, so mean.\Didn't I tell you not to do anything uncalled for?\And what did you do?!\Aw crap!\I'm sorry, Sadako!\I think Kazehaya might actually like you after all!\Wait!\What did you! So loudly too! response:	It's a misunderstanding!
context: Didn't I tell you not to do anything uncalled for?\And what did you do?!\Aw crap!\I'm sorry, Sadako!\I think Kazehaya might actually like you after all!\Wait!\What did you! So loudly too!\It's a misunderstanding! response:	You've got it all wrong!
context: And what did you do?!\Aw crap!\I'm sorry, Sadako!\I think Kazehaya might actually like you after all!\Wait!\What did you! So loudly too!\It's a misunderstanding!\You've got it all wrong! response:	That isn't like in the way you're thinking of it.
context: Aw crap!\I'm sorry, Sadako!\I think Kazehaya might actually like you after all!\Wait!\What did you! So loudly too!\It's a misunderstanding!\You've got it all wrong!\That isn't like in the way you're thinking of it. response:	What was that?
context: I'm sorry, Sadako!\I think Kazehaya might actually like you after all!\Wait!\What did you! So loudly too!\It's a misunderstanding!\You've got it all wrong!\That isn't like in the way you're thinking of it.\What was that? response:	I'm not sure, but I think Sadako's denying Kazehaya likes her.
context: I think Kazehaya might actually like you after all!\Wait!\What did you! So loudly too!\It's a misunderstanding!\You've got it all wrong!\That isn't like in the way you're thinking of it.\What was that?\I'm not sure, but I think Sadako's denying Kazehaya likes her. response:	What?!
context: Wait!\What did you! So loudly too!\It's a misunderstanding!\You've got it all wrong!\That isn't like in the way you're thinking of it.\What was that?\I'm not sure, but I think Sadako's denying Kazehaya likes her.\What?! response:	Ka
context: What did you! So loudly too!\It's a misunderstanding!\You've got it all wrong!\That isn't like in the way you're thinking of it.\What was that?\I'm not sure, but I think Sadako's denying Kazehaya likes her.\What?!\Ka response:	Kazehaya!
context: It's a misunderstanding!\You've got it all wrong!\That isn't like in the way you're thinking of it.\What was that?\I'm not sure, but I think Sadako's denying Kazehaya likes her.\What?!\Ka\Kazehaya! response:	Ryu!
context: You've got it all wrong!\That isn't like in the way you're thinking of it.\What was that?\I'm not sure, but I think Sadako's denying Kazehaya likes her.\What?!\Ka\Kazehaya!\Ryu! response:	You guys are late!
context: That isn't like in the way you're thinking of it.\What was that?\I'm not sure, but I think Sadako's denying Kazehaya likes her.\What?!\Ka\Kazehaya!\Ryu!\You guys are late! response:	Everyone's already here
context: What was that?\I'm not sure, but I think Sadako's denying Kazehaya likes her.\What?!\Ka\Kazehaya!\Ryu!\You guys are late!\Everyone's already here response:	Wait, why are there so many people here?
context: I'm not sure, but I think Sadako's denying Kazehaya likes her.\What?!\Ka\Kazehaya!\Ryu!\You guys are late!\Everyone's already here\Wait, why are there so many people here? response:	Ah, Kazeha
context: What?!\Ka\Kazehaya!\Ryu!\You guys are late!\Everyone's already here\Wait, why are there so many people here?\Ah, Kazeha response:	Wait!
context: Ka\Kazehaya!\Ryu!\You guys are late!\Everyone's already here\Wait, why are there so many people here?\Ah, Kazeha\Wait! response:	Come with us!
context: Kazehaya!\Ryu!\You guys are late!\Everyone's already here\Wait, why are there so many people here?\Ah, Kazeha\Wait!\Come with us! response:	Wait! This is dangerous!
context: Ryu!\You guys are late!\Everyone's already here\Wait, why are there so many people here?\Ah, Kazeha\Wait!\Come with us!\Wait! This is dangerous! response:	Shut up and just come!
