context: Goodbye. response:	We're going now.
context: No.\I suppose I should say that the Void is changing the world.\Th-This is really bad!\Huh?\Where am I?\Huh?\What is this?\Th-This is a happiness producer! response:	S-Saito...
context: I suppose I should say that the Void is changing the world.\Th-This is really bad!\Huh?\Where am I?\Huh?\What is this?\Th-This is a happiness producer!\S-Saito... response:	T-Tiffa?
context: Th-This is really bad!\Huh?\Where am I?\Huh?\What is this?\Th-This is a happiness producer!\S-Saito...\T-Tiffa? response:	I'm so sorry!
context: Huh?\Where am I?\Huh?\What is this?\Th-This is a happiness producer!\S-Saito...\T-Tiffa?\I'm so sorry! response:	Touching them just felt so good that I...
context: Where am I?\Huh?\What is this?\Th-This is a happiness producer!\S-Saito...\T-Tiffa?\I'm so sorry!\Touching them just felt so good that I... response:	No... It's not a big deal.
context: Huh?\What is this?\Th-This is a happiness producer!\S-Saito...\T-Tiffa?\I'm so sorry!\Touching them just felt so good that I...\No... It's not a big deal. response:	Where do you think we are?
context: What is this?\Th-This is a happiness producer!\S-Saito...\T-Tiffa?\I'm so sorry!\Touching them just felt so good that I...\No... It's not a big deal.\Where do you think we are? response:	Wait, those clothes...
context: Th-This is a happiness producer!\S-Saito...\T-Tiffa?\I'm so sorry!\Touching them just felt so good that I...\No... It's not a big deal.\Where do you think we are?\Wait, those clothes... response:	This is elf garb!
context: S-Saito...\T-Tiffa?\I'm so sorry!\Touching them just felt so good that I...\No... It's not a big deal.\Where do you think we are?\Wait, those clothes...\This is elf garb! response:	My mother had something similar.
context: T-Tiffa?\I'm so sorry!\Touching them just felt so good that I...\No... It's not a big deal.\Where do you think we are?\Wait, those clothes...\This is elf garb!\My mother had something similar. response:	That's right. There were elves and then...
context: I'm so sorry!\Touching them just felt so good that I...\No... It's not a big deal.\Where do you think we are?\Wait, those clothes...\This is elf garb!\My mother had something similar.\That's right. There were elves and then... response:	Oh.
context: Touching them just felt so good that I...\No... It's not a big deal.\Where do you think we are?\Wait, those clothes...\This is elf garb!\My mother had something similar.\That's right. There were elves and then...\Oh. response:	You're up?
context: No... It's not a big deal.\Where do you think we are?\Wait, those clothes...\This is elf garb!\My mother had something similar.\That's right. There were elves and then...\Oh.\You're up? response:	I was worried that maybe Ari's magic had been too potent.
context: Where do you think we are?\Wait, those clothes...\This is elf garb!\My mother had something similar.\That's right. There were elves and then...\Oh.\You're up?\I was worried that maybe Ari's magic had been too potent. response:	You're an elf, aren't you?
context: Wait, those clothes...\This is elf garb!\My mother had something similar.\That's right. There were elves and then...\Oh.\You're up?\I was worried that maybe Ari's magic had been too potent.\You're an elf, aren't you? response:	That's right.
context: This is elf garb!\My mother had something similar.\That's right. There were elves and then...\Oh.\You're up?\I was worried that maybe Ari's magic had been too potent.\You're an elf, aren't you?\That's right. response:	My name is Lukshana.
context: My mother had something similar.\That's right. There were elves and then...\Oh.\You're up?\I was worried that maybe Ari's magic had been too potent.\You're an elf, aren't you?\That's right.\My name is Lukshana. response:	It's nice to meet you.
context: That's right. There were elves and then...\Oh.\You're up?\I was worried that maybe Ari's magic had been too potent.\You're an elf, aren't you?\That's right.\My name is Lukshana.\It's nice to meet you. response:	What is this place?
context: Oh.\You're up?\I was worried that maybe Ari's magic had been too potent.\You're an elf, aren't you?\That's right.\My name is Lukshana.\It's nice to meet you.\What is this place? response:	This?
context: You're up?\I was worried that maybe Ari's magic had been too potent.\You're an elf, aren't you?\That's right.\My name is Lukshana.\It's nice to meet you.\What is this place?\This? response:	This is our country.
context: I was worried that maybe Ari's magic had been too potent.\You're an elf, aren't you?\That's right.\My name is Lukshana.\It's nice to meet you.\What is this place?\This?\This is our country. response:	This is Nephthys.
context: You're an elf, aren't you?\That's right.\My name is Lukshana.\It's nice to meet you.\What is this place?\This?\This is our country.\This is Nephthys. response:	And this is my oasis.
context: That's right.\My name is Lukshana.\It's nice to meet you.\What is this place?\This?\This is our country.\This is Nephthys.\And this is my oasis. response:	But what are we doing here?
context: My name is Lukshana.\It's nice to meet you.\What is this place?\This?\This is our country.\This is Nephthys.\And this is my oasis.\But what are we doing here? response:	Isn't it obvious?
context: It's nice to meet you.\What is this place?\This?\This is our country.\This is Nephthys.\And this is my oasis.\But what are we doing here?\Isn't it obvious? response:	We kidnapped you two.
context: What is this place?\This?\This is our country.\This is Nephthys.\And this is my oasis.\But what are we doing here?\Isn't it obvious?\We kidnapped you two. response:	Tabitha's familiar Sylphid saw everything.
context: This?\This is our country.\This is Nephthys.\And this is my oasis.\But what are we doing here?\Isn't it obvious?\We kidnapped you two.\Tabitha's familiar Sylphid saw everything. response:	It is certain that the elves have kidnapped Tiffa and Saito!
context: This is our country.\This is Nephthys.\And this is my oasis.\But what are we doing here?\Isn't it obvious?\We kidnapped you two.\Tabitha's familiar Sylphid saw everything.\It is certain that the elves have kidnapped Tiffa and Saito! response:	A week has passed,
context: This is Nephthys.\And this is my oasis.\But what are we doing here?\Isn't it obvious?\We kidnapped you two.\Tabitha's familiar Sylphid saw everything.\It is certain that the elves have kidnapped Tiffa and Saito!\A week has passed, response:	but you're saying Tristain can't send any help?
context: And this is my oasis.\But what are we doing here?\Isn't it obvious?\We kidnapped you two.\Tabitha's familiar Sylphid saw everything.\It is certain that the elves have kidnapped Tiffa and Saito!\A week has passed,\but you're saying Tristain can't send any help? response:	Romalia has asked that we leave this to them.
context: But what are we doing here?\Isn't it obvious?\We kidnapped you two.\Tabitha's familiar Sylphid saw everything.\It is certain that the elves have kidnapped Tiffa and Saito!\A week has passed,\but you're saying Tristain can't send any help?\Romalia has asked that we leave this to them. response:	His Holiness asked this?
context: Isn't it obvious?\We kidnapped you two.\Tabitha's familiar Sylphid saw everything.\It is certain that the elves have kidnapped Tiffa and Saito!\A week has passed,\but you're saying Tristain can't send any help?\Romalia has asked that we leave this to them.\His Holiness asked this? response:	We are not very familiar with the elves.
context: We kidnapped you two.\Tabitha's familiar Sylphid saw everything.\It is certain that the elves have kidnapped Tiffa and Saito!\A week has passed,\but you're saying Tristain can't send any help?\Romalia has asked that we leave this to them.\His Holiness asked this?\We are not very familiar with the elves. response:	Romalia has been studying them for many years.
context: Tabitha's familiar Sylphid saw everything.\It is certain that the elves have kidnapped Tiffa and Saito!\A week has passed,\but you're saying Tristain can't send any help?\Romalia has asked that we leave this to them.\His Holiness asked this?\We are not very familiar with the elves.\Romalia has been studying them for many years. response:	They are much more suited for this.
context: It is certain that the elves have kidnapped Tiffa and Saito!\A week has passed,\but you're saying Tristain can't send any help?\Romalia has asked that we leave this to them.\His Holiness asked this?\We are not very familiar with the elves.\Romalia has been studying them for many years.\They are much more suited for this. response:	But...
context: A week has passed,\but you're saying Tristain can't send any help?\Romalia has asked that we leave this to them.\His Holiness asked this?\We are not very familiar with the elves.\Romalia has been studying them for many years.\They are much more suited for this.\But... response:	Please understand, Louise.
context: but you're saying Tristain can't send any help?\Romalia has asked that we leave this to them.\His Holiness asked this?\We are not very familiar with the elves.\Romalia has been studying them for many years.\They are much more suited for this.\But...\Please understand, Louise. response:	I understand.
context: Romalia has asked that we leave this to them.\His Holiness asked this?\We are not very familiar with the elves.\Romalia has been studying them for many years.\They are much more suited for this.\But...\Please understand, Louise.\I understand. response:	Then, if you will excuse me.
context: His Holiness asked this?\We are not very familiar with the elves.\Romalia has been studying them for many years.\They are much more suited for this.\But...\Please understand, Louise.\I understand.\Then, if you will excuse me. response:	Louise...
context: We are not very familiar with the elves.\Romalia has been studying them for many years.\They are much more suited for this.\But...\Please understand, Louise.\I understand.\Then, if you will excuse me.\Louise... response:	What happened?
context: Romalia has been studying them for many years.\They are much more suited for this.\But...\Please understand, Louise.\I understand.\Then, if you will excuse me.\Louise...\What happened? response:	You came...
context: They are much more suited for this.\But...\Please understand, Louise.\I understand.\Then, if you will excuse me.\Louise...\What happened?\You came... response:	We couldn't just sit at the academy and wait for the news.
context: But...\Please understand, Louise.\I understand.\Then, if you will excuse me.\Louise...\What happened?\You came...\We couldn't just sit at the academy and wait for the news. response:	So when is the rescue party leaving?
context: Please understand, Louise.\I understand.\Then, if you will excuse me.\Louise...\What happened?\You came...\We couldn't just sit at the academy and wait for the news.\So when is the rescue party leaving? response:	The Order of the Undine Knights is volunteering!
context: I understand.\Then, if you will excuse me.\Louise...\What happened?\You came...\We couldn't just sit at the academy and wait for the news.\So when is the rescue party leaving?\The Order of the Undine Knights is volunteering! response:	Tristain is not going to send help.
context: Then, if you will excuse me.\Louise...\What happened?\You came...\We couldn't just sit at the academy and wait for the news.\So when is the rescue party leaving?\The Order of the Undine Knights is volunteering!\Tristain is not going to send help. response:	Apparently we're to leave it to Romalia.
context: Louise...\What happened?\You came...\We couldn't just sit at the academy and wait for the news.\So when is the rescue party leaving?\The Order of the Undine Knights is volunteering!\Tristain is not going to send help.\Apparently we're to leave it to Romalia. response:	Huh?
context: What happened?\You came...\We couldn't just sit at the academy and wait for the news.\So when is the rescue party leaving?\The Order of the Undine Knights is volunteering!\Tristain is not going to send help.\Apparently we're to leave it to Romalia.\Huh? response:	But he's the hero of this country!
context: You came...\We couldn't just sit at the academy and wait for the news.\So when is the rescue party leaving?\The Order of the Undine Knights is volunteering!\Tristain is not going to send help.\Apparently we're to leave it to Romalia.\Huh?\But he's the hero of this country! response:	They still won't help him?
context: We couldn't just sit at the academy and wait for the news.\So when is the rescue party leaving?\The Order of the Undine Knights is volunteering!\Tristain is not going to send help.\Apparently we're to leave it to Romalia.\Huh?\But he's the hero of this country!\They still won't help him? response:	Our hands are tied against the elves.
context: So when is the rescue party leaving?\The Order of the Undine Knights is volunteering!\Tristain is not going to send help.\Apparently we're to leave it to Romalia.\Huh?\But he's the hero of this country!\They still won't help him?\Our hands are tied against the elves. response:	We had all those mages there, yet still we were
context: The Order of the Undine Knights is volunteering!\Tristain is not going to send help.\Apparently we're to leave it to Romalia.\Huh?\But he's the hero of this country!\They still won't help him?\Our hands are tied against the elves.\We had all those mages there, yet still we were response:	powerless to stop the kidnapping.
context: Tristain is not going to send help.\Apparently we're to leave it to Romalia.\Huh?\But he's the hero of this country!\They still won't help him?\Our hands are tied against the elves.\We had all those mages there, yet still we were\powerless to stop the kidnapping. response:	I'm sure Romalia will do something.
context: Apparently we're to leave it to Romalia.\Huh?\But he's the hero of this country!\They still won't help him?\Our hands are tied against the elves.\We had all those mages there, yet still we were\powerless to stop the kidnapping.\I'm sure Romalia will do something. response:	I'm going back to the mansion.
context: Huh?\But he's the hero of this country!\They still won't help him?\Our hands are tied against the elves.\We had all those mages there, yet still we were\powerless to stop the kidnapping.\I'm sure Romalia will do something.\I'm going back to the mansion. response:	Louise...
context: But he's the hero of this country!\They still won't help him?\Our hands are tied against the elves.\We had all those mages there, yet still we were\powerless to stop the kidnapping.\I'm sure Romalia will do something.\I'm going back to the mansion.\Louise... response:	Miss Valliere!
context: They still won't help him?\Our hands are tied against the elves.\We had all those mages there, yet still we were\powerless to stop the kidnapping.\I'm sure Romalia will do something.\I'm going back to the mansion.\Louise...\Miss Valliere! response:	Are they sending the rescue forces?
context: Our hands are tied against the elves.\We had all those mages there, yet still we were\powerless to stop the kidnapping.\I'm sure Romalia will do something.\I'm going back to the mansion.\Louise...\Miss Valliere!\Are they sending the rescue forces? response:	Please leave me alone.
context: We had all those mages there, yet still we were\powerless to stop the kidnapping.\I'm sure Romalia will do something.\I'm going back to the mansion.\Louise...\Miss Valliere!\Are they sending the rescue forces?\Please leave me alone. response:	Saito... Saito...
context: powerless to stop the kidnapping.\I'm sure Romalia will do something.\I'm going back to the mansion.\Louise...\Miss Valliere!\Are they sending the rescue forces?\Please leave me alone.\Saito... Saito... response:	Saito has always saved me.
context: I'm sure Romalia will do something.\I'm going back to the mansion.\Louise...\Miss Valliere!\Are they sending the rescue forces?\Please leave me alone.\Saito... Saito...\Saito has always saved me. response:	Now it's my turn to save him.
context: I'm going back to the mansion.\Louise...\Miss Valliere!\Are they sending the rescue forces?\Please leave me alone.\Saito... Saito...\Saito has always saved me.\Now it's my turn to save him. response:	Even if I have to do it alone.
context: Louise...\Miss Valliere!\Are they sending the rescue forces?\Please leave me alone.\Saito... Saito...\Saito has always saved me.\Now it's my turn to save him.\Even if I have to do it alone. response:	The ancestral prayer book...
context: Miss Valliere!\Are they sending the rescue forces?\Please leave me alone.\Saito... Saito...\Saito has always saved me.\Now it's my turn to save him.\Even if I have to do it alone.\The ancestral prayer book... response:	I'm actually a scientist studying the barbarian culture.
context: Are they sending the rescue forces?\Please leave me alone.\Saito... Saito...\Saito has always saved me.\Now it's my turn to save him.\Even if I have to do it alone.\The ancestral prayer book...\I'm actually a scientist studying the barbarian culture. response:	I asked for permission to keep you here for my research.
context: Please leave me alone.\Saito... Saito...\Saito has always saved me.\Now it's my turn to save him.\Even if I have to do it alone.\The ancestral prayer book...\I'm actually a scientist studying the barbarian culture.\I asked for permission to keep you here for my research. response:	That's why both of you were able to come here.
context: Saito... Saito...\Saito has always saved me.\Now it's my turn to save him.\Even if I have to do it alone.\The ancestral prayer book...\I'm actually a scientist studying the barbarian culture.\I asked for permission to keep you here for my research.\That's why both of you were able to come here. response:	Stop making it sound like you did us a favor.
context: Saito has always saved me.\Now it's my turn to save him.\Even if I have to do it alone.\The ancestral prayer book...\I'm actually a scientist studying the barbarian culture.\I asked for permission to keep you here for my research.\That's why both of you were able to come here.\Stop making it sound like you did us a favor. response:	And why did you kidnap us in the first place?
context: Now it's my turn to save him.\Even if I have to do it alone.\The ancestral prayer book...\I'm actually a scientist studying the barbarian culture.\I asked for permission to keep you here for my research.\That's why both of you were able to come here.\Stop making it sound like you did us a favor.\And why did you kidnap us in the first place? response:	Because this girl wields the power of a demon.
context: Even if I have to do it alone.\The ancestral prayer book...\I'm actually a scientist studying the barbarian culture.\I asked for permission to keep you here for my research.\That's why both of you were able to come here.\Stop making it sound like you did us a favor.\And why did you kidnap us in the first place?\Because this girl wields the power of a demon. response:	A demon?
context: The ancestral prayer book...\I'm actually a scientist studying the barbarian culture.\I asked for permission to keep you here for my research.\That's why both of you were able to come here.\Stop making it sound like you did us a favor.\And why did you kidnap us in the first place?\Because this girl wields the power of a demon.\A demon? response:	Excuse me. I suppose you barbarians call it a...
context: I'm actually a scientist studying the barbarian culture.\I asked for permission to keep you here for my research.\That's why both of you were able to come here.\Stop making it sound like you did us a favor.\And why did you kidnap us in the first place?\Because this girl wields the power of a demon.\A demon?\Excuse me. I suppose you barbarians call it a... response:	Void Mage?
context: I asked for permission to keep you here for my research.\That's why both of you were able to come here.\Stop making it sound like you did us a favor.\And why did you kidnap us in the first place?\Because this girl wields the power of a demon.\A demon?\Excuse me. I suppose you barbarians call it a...\Void Mage? response:	Plus, you're the familiar Gandalbrr.
context: That's why both of you were able to come here.\Stop making it sound like you did us a favor.\And why did you kidnap us in the first place?\Because this girl wields the power of a demon.\A demon?\Excuse me. I suppose you barbarians call it a...\Void Mage?\Plus, you're the familiar Gandalbrr. response:	It's Gandalfr!
context: Stop making it sound like you did us a favor.\And why did you kidnap us in the first place?\Because this girl wields the power of a demon.\A demon?\Excuse me. I suppose you barbarians call it a...\Void Mage?\Plus, you're the familiar Gandalbrr.\It's Gandalfr! response:	And since you are a weak soul and don't have a familiar,
context: And why did you kidnap us in the first place?\Because this girl wields the power of a demon.\A demon?\Excuse me. I suppose you barbarians call it a...\Void Mage?\Plus, you're the familiar Gandalbrr.\It's Gandalfr!\And since you are a weak soul and don't have a familiar, response:	you were the perfect target.
context: Because this girl wields the power of a demon.\A demon?\Excuse me. I suppose you barbarians call it a...\Void Mage?\Plus, you're the familiar Gandalbrr.\It's Gandalfr!\And since you are a weak soul and don't have a familiar,\you were the perfect target. response:	Weak soul...
context: A demon?\Excuse me. I suppose you barbarians call it a...\Void Mage?\Plus, you're the familiar Gandalbrr.\It's Gandalfr!\And since you are a weak soul and don't have a familiar,\you were the perfect target.\Weak soul... response:	The higher-ups of this country are afraid that
context: Excuse me. I suppose you barbarians call it a...\Void Mage?\Plus, you're the familiar Gandalbrr.\It's Gandalfr!\And since you are a weak soul and don't have a familiar,\you were the perfect target.\Weak soul...\The higher-ups of this country are afraid that response:	the four demon users will get together.
context: Void Mage?\Plus, you're the familiar Gandalbrr.\It's Gandalfr!\And since you are a weak soul and don't have a familiar,\you were the perfect target.\Weak soul...\The higher-ups of this country are afraid that\the four demon users will get together. response:	They say that power could be used to invade this country.
context: Plus, you're the familiar Gandalbrr.\It's Gandalfr!\And since you are a weak soul and don't have a familiar,\you were the perfect target.\Weak soul...\The higher-ups of this country are afraid that\the four demon users will get together.\They say that power could be used to invade this country. response:	We just took you because we could.
context: It's Gandalfr!\And since you are a weak soul and don't have a familiar,\you were the perfect target.\Weak soul...\The higher-ups of this country are afraid that\the four demon users will get together.\They say that power could be used to invade this country.\We just took you because we could. response:	It was Ari's idea to kidnap you.
context: And since you are a weak soul and don't have a familiar,\you were the perfect target.\Weak soul...\The higher-ups of this country are afraid that\the four demon users will get together.\They say that power could be used to invade this country.\We just took you because we could.\It was Ari's idea to kidnap you. response:	They said you were strong enough to defeat our uncle,
context: you were the perfect target.\Weak soul...\The higher-ups of this country are afraid that\the four demon users will get together.\They say that power could be used to invade this country.\We just took you because we could.\It was Ari's idea to kidnap you.\They said you were strong enough to defeat our uncle, response:	so it was best if we took you, too.
context: Weak soul...\The higher-ups of this country are afraid that\the four demon users will get together.\They say that power could be used to invade this country.\We just took you because we could.\It was Ari's idea to kidnap you.\They said you were strong enough to defeat our uncle,\so it was best if we took you, too. response:	Your uncle?
context: The higher-ups of this country are afraid that\the four demon users will get together.\They say that power could be used to invade this country.\We just took you because we could.\It was Ari's idea to kidnap you.\They said you were strong enough to defeat our uncle,\so it was best if we took you, too.\Your uncle? response:	But now it's my turn to ask!
context: the four demon users will get together.\They say that power could be used to invade this country.\We just took you because we could.\It was Ari's idea to kidnap you.\They said you were strong enough to defeat our uncle,\so it was best if we took you, too.\Your uncle?\But now it's my turn to ask! response:	What kind of food do you eat?
context: They say that power could be used to invade this country.\We just took you because we could.\It was Ari's idea to kidnap you.\They said you were strong enough to defeat our uncle,\so it was best if we took you, too.\Your uncle?\But now it's my turn to ask!\What kind of food do you eat? response:	And why do you believe in this devil called Brimir?
context: We just took you because we could.\It was Ari's idea to kidnap you.\They said you were strong enough to defeat our uncle,\so it was best if we took you, too.\Your uncle?\But now it's my turn to ask!\What kind of food do you eat?\And why do you believe in this devil called Brimir? response:	And how do you get a chest like that?
context: It was Ari's idea to kidnap you.\They said you were strong enough to defeat our uncle,\so it was best if we took you, too.\Your uncle?\But now it's my turn to ask!\What kind of food do you eat?\And why do you believe in this devil called Brimir?\And how do you get a chest like that? response:	Huh? That's...
context: They said you were strong enough to defeat our uncle,\so it was best if we took you, too.\Your uncle?\But now it's my turn to ask!\What kind of food do you eat?\And why do you believe in this devil called Brimir?\And how do you get a chest like that?\Huh? That's... response:	Uncle!
context: so it was best if we took you, too.\Your uncle?\But now it's my turn to ask!\What kind of food do you eat?\And why do you believe in this devil called Brimir?\And how do you get a chest like that?\Huh? That's...\Uncle! response:	Lukshana.
context: Your uncle?\But now it's my turn to ask!\What kind of food do you eat?\And why do you believe in this devil called Brimir?\And how do you get a chest like that?\Huh? That's...\Uncle!\Lukshana. response:	Is there any news?
context: But now it's my turn to ask!\What kind of food do you eat?\And why do you believe in this devil called Brimir?\And how do you get a chest like that?\Huh? That's...\Uncle!\Lukshana.\Is there any news? response:	Yes!
context: What kind of food do you eat?\And why do you believe in this devil called Brimir?\And how do you get a chest like that?\Huh? That's...\Uncle!\Lukshana.\Is there any news?\Yes! response:	The barbarian world was very interesting.
context: And why do you believe in this devil called Brimir?\And how do you get a chest like that?\Huh? That's...\Uncle!\Lukshana.\Is there any news?\Yes!\The barbarian world was very interesting. response:	Look. It's that half-elf and the barbarian.
context: And how do you get a chest like that?\Huh? That's...\Uncle!\Lukshana.\Is there any news?\Yes!\The barbarian world was very interesting.\Look. It's that half-elf and the barbarian. response:	It's been a while, barbarian warrior.
context: Huh? That's...\Uncle!\Lukshana.\Is there any news?\Yes!\The barbarian world was very interesting.\Look. It's that half-elf and the barbarian.\It's been a while, barbarian warrior. response:	Bidalsha...
context: Uncle!\Lukshana.\Is there any news?\Yes!\The barbarian world was very interesting.\Look. It's that half-elf and the barbarian.\It's been a while, barbarian warrior.\Bidalsha... response:	Don't worry.
context: Lukshana.\Is there any news?\Yes!\The barbarian world was very interesting.\Look. It's that half-elf and the barbarian.\It's been a while, barbarian warrior.\Bidalsha...\Don't worry. response:	I'm only here to check if my niece
context: Is there any news?\Yes!\The barbarian world was very interesting.\Look. It's that half-elf and the barbarian.\It's been a while, barbarian warrior.\Bidalsha...\Don't worry.\I'm only here to check if my niece response:	is properly doing her job in keeping you here.
context: Yes!\The barbarian world was very interesting.\Look. It's that half-elf and the barbarian.\It's been a while, barbarian warrior.\Bidalsha...\Don't worry.\I'm only here to check if my niece\is properly doing her job in keeping you here. response:	This time.
context: The barbarian world was very interesting.\Look. It's that half-elf and the barbarian.\It's been a while, barbarian warrior.\Bidalsha...\Don't worry.\I'm only here to check if my niece\is properly doing her job in keeping you here.\This time. response:	Lukshana, I'm going to check
context: Look. It's that half-elf and the barbarian.\It's been a while, barbarian warrior.\Bidalsha...\Don't worry.\I'm only here to check if my niece\is properly doing her job in keeping you here.\This time.\Lukshana, I'm going to check response:	the mansion to see if everything is all right.
context: It's been a while, barbarian warrior.\Bidalsha...\Don't worry.\I'm only here to check if my niece\is properly doing her job in keeping you here.\This time.\Lukshana, I'm going to check\the mansion to see if everything is all right. response:	Go ahead, uncle!
context: Bidalsha...\Don't worry.\I'm only here to check if my niece\is properly doing her job in keeping you here.\This time.\Lukshana, I'm going to check\the mansion to see if everything is all right.\Go ahead, uncle! response:	You'll find everything in perfect order.
context: Don't worry.\I'm only here to check if my niece\is properly doing her job in keeping you here.\This time.\Lukshana, I'm going to check\the mansion to see if everything is all right.\Go ahead, uncle!\You'll find everything in perfect order. response:	Whatever happened to that Gallian girl's mother?
context: I'm only here to check if my niece\is properly doing her job in keeping you here.\This time.\Lukshana, I'm going to check\the mansion to see if everything is all right.\Go ahead, uncle!\You'll find everything in perfect order.\Whatever happened to that Gallian girl's mother? response:	The last I heard, Tabitha's mother had recovered.
context: is properly doing her job in keeping you here.\This time.\Lukshana, I'm going to check\the mansion to see if everything is all right.\Go ahead, uncle!\You'll find everything in perfect order.\Whatever happened to that Gallian girl's mother?\The last I heard, Tabitha's mother had recovered. response:	I see.
context: This time.\Lukshana, I'm going to check\the mansion to see if everything is all right.\Go ahead, uncle!\You'll find everything in perfect order.\Whatever happened to that Gallian girl's mother?\The last I heard, Tabitha's mother had recovered.\I see. response:	So you're saying our resting place
context: Lukshana, I'm going to check\the mansion to see if everything is all right.\Go ahead, uncle!\You'll find everything in perfect order.\Whatever happened to that Gallian girl's mother?\The last I heard, Tabitha's mother had recovered.\I see.\So you're saying our resting place response:	is now the barbarian's kennel?
context: the mansion to see if everything is all right.\Go ahead, uncle!\You'll find everything in perfect order.\Whatever happened to that Gallian girl's mother?\The last I heard, Tabitha's mother had recovered.\I see.\So you're saying our resting place\is now the barbarian's kennel? response:	Stop pouting.
context: Go ahead, uncle!\You'll find everything in perfect order.\Whatever happened to that Gallian girl's mother?\The last I heard, Tabitha's mother had recovered.\I see.\So you're saying our resting place\is now the barbarian's kennel?\Stop pouting. response:	Anyway, what did the council say?
context: You'll find everything in perfect order.\Whatever happened to that Gallian girl's mother?\The last I heard, Tabitha's mother had recovered.\I see.\So you're saying our resting place\is now the barbarian's kennel?\Stop pouting.\Anyway, what did the council say? response:	Well...
context: Whatever happened to that Gallian girl's mother?\The last I heard, Tabitha's mother had recovered.\I see.\So you're saying our resting place\is now the barbarian's kennel?\Stop pouting.\Anyway, what did the council say?\Well... response:	There is no reason to let the demon users
context: The last I heard, Tabitha's mother had recovered.\I see.\So you're saying our resting place\is now the barbarian's kennel?\Stop pouting.\Anyway, what did the council say?\Well...\There is no reason to let the demon users response:	and their familiars live!
context: I see.\So you're saying our resting place\is now the barbarian's kennel?\Stop pouting.\Anyway, what did the council say?\Well...\There is no reason to let the demon users\and their familiars live! response:	The moderate faction rejected the
context: So you're saying our resting place\is now the barbarian's kennel?\Stop pouting.\Anyway, what did the council say?\Well...\There is no reason to let the demon users\and their familiars live!\The moderate faction rejected the response:	military party's proposal that Eshmael delivered.
context: is now the barbarian's kennel?\Stop pouting.\Anyway, what did the council say?\Well...\There is no reason to let the demon users\and their familiars live!\The moderate faction rejected the\military party's proposal that Eshmael delivered. response:	Right now the council is split right down the middle.
context: Stop pouting.\Anyway, what did the council say?\Well...\There is no reason to let the demon users\and their familiars live!\The moderate faction rejected the\military party's proposal that Eshmael delivered.\Right now the council is split right down the middle. response:	But this time, I have to say I agree with Eshmael.
context: Anyway, what did the council say?\Well...\There is no reason to let the demon users\and their familiars live!\The moderate faction rejected the\military party's proposal that Eshmael delivered.\Right now the council is split right down the middle.\But this time, I have to say I agree with Eshmael. response:	A barbarian is no more than a beast.
context: Well...\There is no reason to let the demon users\and their familiars live!\The moderate faction rejected the\military party's proposal that Eshmael delivered.\Right now the council is split right down the middle.\But this time, I have to say I agree with Eshmael.\A barbarian is no more than a beast. response:	Who knows what will happen if we let them live?
context: There is no reason to let the demon users\and their familiars live!\The moderate faction rejected the\military party's proposal that Eshmael delivered.\Right now the council is split right down the middle.\But this time, I have to say I agree with Eshmael.\A barbarian is no more than a beast.\Who knows what will happen if we let them live? response:	Ari!
context: and their familiars live!\The moderate faction rejected the\military party's proposal that Eshmael delivered.\Right now the council is split right down the middle.\But this time, I have to say I agree with Eshmael.\A barbarian is no more than a beast.\Who knows what will happen if we let them live?\Ari! response:	If you keep saying things like that, I won't marry you.
context: The moderate faction rejected the\military party's proposal that Eshmael delivered.\Right now the council is split right down the middle.\But this time, I have to say I agree with Eshmael.\A barbarian is no more than a beast.\Who knows what will happen if we let them live?\Ari!\If you keep saying things like that, I won't marry you. response:	But that's something completely different!
context: military party's proposal that Eshmael delivered.\Right now the council is split right down the middle.\But this time, I have to say I agree with Eshmael.\A barbarian is no more than a beast.\Who knows what will happen if we let them live?\Ari!\If you keep saying things like that, I won't marry you.\But that's something completely different! response:	Can't you be more supportive of my research?
context: Right now the council is split right down the middle.\But this time, I have to say I agree with Eshmael.\A barbarian is no more than a beast.\Who knows what will happen if we let them live?\Ari!\If you keep saying things like that, I won't marry you.\But that's something completely different!\Can't you be more supportive of my research? response:	Miss Valliere?
context: But this time, I have to say I agree with Eshmael.\A barbarian is no more than a beast.\Who knows what will happen if we let them live?\Ari!\If you keep saying things like that, I won't marry you.\But that's something completely different!\Can't you be more supportive of my research?\Miss Valliere? response:	Siesta.
context: A barbarian is no more than a beast.\Who knows what will happen if we let them live?\Ari!\If you keep saying things like that, I won't marry you.\But that's something completely different!\Can't you be more supportive of my research?\Miss Valliere?\Siesta. response:	You're going to the land of the elves, aren't you?
context: Who knows what will happen if we let them live?\Ari!\If you keep saying things like that, I won't marry you.\But that's something completely different!\Can't you be more supportive of my research?\Miss Valliere?\Siesta.\You're going to the land of the elves, aren't you? response:	Please take me with you!
context: Ari!\If you keep saying things like that, I won't marry you.\But that's something completely different!\Can't you be more supportive of my research?\Miss Valliere?\Siesta.\You're going to the land of the elves, aren't you?\Please take me with you! response:	I can't!
context: If you keep saying things like that, I won't marry you.\But that's something completely different!\Can't you be more supportive of my research?\Miss Valliere?\Siesta.\You're going to the land of the elves, aren't you?\Please take me with you!\I can't! response:	It's a very dangerous place, you know.
context: But that's something completely different!\Can't you be more supportive of my research?\Miss Valliere?\Siesta.\You're going to the land of the elves, aren't you?\Please take me with you!\I can't!\It's a very dangerous place, you know. response:	I can't doom you with me.
