context: Coming. response:	Morning, Chise!
context: Chise!\Are you looking for your master?\Is she...\You all made an offering of raindrop fruits and branches to Mother.\In return, I'll lend you my flame.\Thank you.\Next winter, when I become Mother,\I hope you'll offer me raindrop fruits and branches again. response:	Chise!
context: Are you looking for your master?\Is she...\You all made an offering of raindrop fruits and branches to Mother.\In return, I'll lend you my flame.\Thank you.\Next winter, when I become Mother,\I hope you'll offer me raindrop fruits and branches again.\Chise! response:	Chise!
context: Is she...\You all made an offering of raindrop fruits and branches to Mother.\In return, I'll lend you my flame.\Thank you.\Next winter, when I become Mother,\I hope you'll offer me raindrop fruits and branches again.\Chise!\Chise! response:	Chise!
context: You all made an offering of raindrop fruits and branches to Mother.\In return, I'll lend you my flame.\Thank you.\Next winter, when I become Mother,\I hope you'll offer me raindrop fruits and branches again.\Chise!\Chise!\Chise! response:	Ruth...
context: In return, I'll lend you my flame.\Thank you.\Next winter, when I become Mother,\I hope you'll offer me raindrop fruits and branches again.\Chise!\Chise!\Chise!\Ruth... response:	Yeah.
context: Thank you.\Next winter, when I become Mother,\I hope you'll offer me raindrop fruits and branches again.\Chise!\Chise!\Chise!\Ruth...\Yeah. response:	It's all right.
context: Next winter, when I become Mother,\I hope you'll offer me raindrop fruits and branches again.\Chise!\Chise!\Chise!\Ruth...\Yeah.\It's all right. response:	I'm here.
context: I hope you'll offer me raindrop fruits and branches again.\Chise!\Chise!\Chise!\Ruth...\Yeah.\It's all right.\I'm here. response:	Thanks.
context: Chise!\Chise!\Chise!\Ruth...\Yeah.\It's all right.\I'm here.\Thanks. response:	Is it Elias?
context: Chise!\Chise!\Ruth...\Yeah.\It's all right.\I'm here.\Thanks.\Is it Elias? response:	Yeah.
context: Chise!\Ruth...\Yeah.\It's all right.\I'm here.\Thanks.\Is it Elias?\Yeah. response:	I think he had some kind of temper tantrum.
context: Ruth...\Yeah.\It's all right.\I'm here.\Thanks.\Is it Elias?\Yeah.\I think he had some kind of temper tantrum. response:	A tantrum?
context: Yeah.\It's all right.\I'm here.\Thanks.\Is it Elias?\Yeah.\I think he had some kind of temper tantrum.\A tantrum? response:	What did my mom tell me in these situations?
context: It's all right.\I'm here.\Thanks.\Is it Elias?\Yeah.\I think he had some kind of temper tantrum.\A tantrum?\What did my mom tell me in these situations? response:	What you're feeling is probably what's called jealousy, Elias.
context: I'm here.\Thanks.\Is it Elias?\Yeah.\I think he had some kind of temper tantrum.\A tantrum?\What did my mom tell me in these situations?\What you're feeling is probably what's called jealousy, Elias. response:	A feeling of envy, of wondering why you're singled out.
context: Thanks.\Is it Elias?\Yeah.\I think he had some kind of temper tantrum.\A tantrum?\What did my mom tell me in these situations?\What you're feeling is probably what's called jealousy, Elias.\A feeling of envy, of wondering why you're singled out. response:	But being jealous of someone of something...
context: Is it Elias?\Yeah.\I think he had some kind of temper tantrum.\A tantrum?\What did my mom tell me in these situations?\What you're feeling is probably what's called jealousy, Elias.\A feeling of envy, of wondering why you're singled out.\But being jealous of someone of something... response:	Being envious or resentful will only bring you misery.
context: Yeah.\I think he had some kind of temper tantrum.\A tantrum?\What did my mom tell me in these situations?\What you're feeling is probably what's called jealousy, Elias.\A feeling of envy, of wondering why you're singled out.\But being jealous of someone of something...\Being envious or resentful will only bring you misery. response:	That's not something you're meant to throw at people.
context: I think he had some kind of temper tantrum.\A tantrum?\What did my mom tell me in these situations?\What you're feeling is probably what's called jealousy, Elias.\A feeling of envy, of wondering why you're singled out.\But being jealous of someone of something...\Being envious or resentful will only bring you misery.\That's not something you're meant to throw at people. response:	It's something you have to deal with inside yourself.
context: A tantrum?\What did my mom tell me in these situations?\What you're feeling is probably what's called jealousy, Elias.\A feeling of envy, of wondering why you're singled out.\But being jealous of someone of something...\Being envious or resentful will only bring you misery.\That's not something you're meant to throw at people.\It's something you have to deal with inside yourself. response:	Even though I'm the most envious of all.
context: What did my mom tell me in these situations?\What you're feeling is probably what's called jealousy, Elias.\A feeling of envy, of wondering why you're singled out.\But being jealous of someone of something...\Being envious or resentful will only bring you misery.\That's not something you're meant to throw at people.\It's something you have to deal with inside yourself.\Even though I'm the most envious of all. response:	Do you get it?
context: What you're feeling is probably what's called jealousy, Elias.\A feeling of envy, of wondering why you're singled out.\But being jealous of someone of something...\Being envious or resentful will only bring you misery.\That's not something you're meant to throw at people.\It's something you have to deal with inside yourself.\Even though I'm the most envious of all.\Do you get it? response:	Keep being selfish, and I'll have to take matters into my own hands.
context: A feeling of envy, of wondering why you're singled out.\But being jealous of someone of something...\Being envious or resentful will only bring you misery.\That's not something you're meant to throw at people.\It's something you have to deal with inside yourself.\Even though I'm the most envious of all.\Do you get it?\Keep being selfish, and I'll have to take matters into my own hands. response:	Ruth.
context: But being jealous of someone of something...\Being envious or resentful will only bring you misery.\That's not something you're meant to throw at people.\It's something you have to deal with inside yourself.\Even though I'm the most envious of all.\Do you get it?\Keep being selfish, and I'll have to take matters into my own hands.\Ruth. response:	Chise!
context: Being envious or resentful will only bring you misery.\That's not something you're meant to throw at people.\It's something you have to deal with inside yourself.\Even though I'm the most envious of all.\Do you get it?\Keep being selfish, and I'll have to take matters into my own hands.\Ruth.\Chise! response:	There's no telling where this knife will land!
context: That's not something you're meant to throw at people.\It's something you have to deal with inside yourself.\Even though I'm the most envious of all.\Do you get it?\Keep being selfish, and I'll have to take matters into my own hands.\Ruth.\Chise!\There's no telling where this knife will land! response:	Are you done now?
context: It's something you have to deal with inside yourself.\Even though I'm the most envious of all.\Do you get it?\Keep being selfish, and I'll have to take matters into my own hands.\Ruth.\Chise!\There's no telling where this knife will land!\Are you done now? response:	You really scared me.
context: Even though I'm the most envious of all.\Do you get it?\Keep being selfish, and I'll have to take matters into my own hands.\Ruth.\Chise!\There's no telling where this knife will land!\Are you done now?\You really scared me. response:	Sorry.
context: Do you get it?\Keep being selfish, and I'll have to take matters into my own hands.\Ruth.\Chise!\There's no telling where this knife will land!\Are you done now?\You really scared me.\Sorry. response:	Sorry.
context: Keep being selfish, and I'll have to take matters into my own hands.\Ruth.\Chise!\There's no telling where this knife will land!\Are you done now?\You really scared me.\Sorry.\Sorry. response:	It's okay.
context: Ruth.\Chise!\There's no telling where this knife will land!\Are you done now?\You really scared me.\Sorry.\Sorry.\It's okay. response:	I'm not angry anymore.
context: Chise!\There's no telling where this knife will land!\Are you done now?\You really scared me.\Sorry.\Sorry.\It's okay.\I'm not angry anymore. response:	So you were angry.
context: There's no telling where this knife will land!\Are you done now?\You really scared me.\Sorry.\Sorry.\It's okay.\I'm not angry anymore.\So you were angry. response:	A bit.
context: Are you done now?\You really scared me.\Sorry.\Sorry.\It's okay.\I'm not angry anymore.\So you were angry.\A bit. response:	Let's talk lots when we get home.
context: You really scared me.\Sorry.\Sorry.\It's okay.\I'm not angry anymore.\So you were angry.\A bit.\Let's talk lots when we get home. response:	Talk?
context: Sorry.\Sorry.\It's okay.\I'm not angry anymore.\So you were angry.\A bit.\Let's talk lots when we get home.\Talk? response:	Yeah.
context: Sorry.\It's okay.\I'm not angry anymore.\So you were angry.\A bit.\Let's talk lots when we get home.\Talk?\Yeah. response:	Together.
context: It's okay.\I'm not angry anymore.\So you were angry.\A bit.\Let's talk lots when we get home.\Talk?\Yeah.\Together. response:	Stella taught me a lot today, too.
context: I'm not angry anymore.\So you were angry.\A bit.\Let's talk lots when we get home.\Talk?\Yeah.\Together.\Stella taught me a lot today, too. response:	I'd like for you to listen.
context: So you were angry.\A bit.\Let's talk lots when we get home.\Talk?\Yeah.\Together.\Stella taught me a lot today, too.\I'd like for you to listen. response:	Let's stay up for a while in bed to talk,
context: A bit.\Let's talk lots when we get home.\Talk?\Yeah.\Together.\Stella taught me a lot today, too.\I'd like for you to listen.\Let's stay up for a while in bed to talk, response:	and fall asleep together tonight.
context: Let's talk lots when we get home.\Talk?\Yeah.\Together.\Stella taught me a lot today, too.\I'd like for you to listen.\Let's stay up for a while in bed to talk,\and fall asleep together tonight. response:	Come on, let's go home.
context: Talk?\Yeah.\Together.\Stella taught me a lot today, too.\I'd like for you to listen.\Let's stay up for a while in bed to talk,\and fall asleep together tonight.\Come on, let's go home. response:	Yeah.
context: Yeah.\Together.\Stella taught me a lot today, too.\I'd like for you to listen.\Let's stay up for a while in bed to talk,\and fall asleep together tonight.\Come on, let's go home.\Yeah. response:	They were like father and daughter until just the other day.
context: Together.\Stella taught me a lot today, too.\I'd like for you to listen.\Let's stay up for a while in bed to talk,\and fall asleep together tonight.\Come on, let's go home.\Yeah.\They were like father and daughter until just the other day. response:	Now they're like mother and son.
context: Stella taught me a lot today, too.\I'd like for you to listen.\Let's stay up for a while in bed to talk,\and fall asleep together tonight.\Come on, let's go home.\Yeah.\They were like father and daughter until just the other day.\Now they're like mother and son. response:	I'm leaving now.
context: I'd like for you to listen.\Let's stay up for a while in bed to talk,\and fall asleep together tonight.\Come on, let's go home.\Yeah.\They were like father and daughter until just the other day.\Now they're like mother and son.\I'm leaving now. response:	Yes?
context: Let's stay up for a while in bed to talk,\and fall asleep together tonight.\Come on, let's go home.\Yeah.\They were like father and daughter until just the other day.\Now they're like mother and son.\I'm leaving now.\Yes? response:	H-Hello, is Angelica-san available?
context: and fall asleep together tonight.\Come on, let's go home.\Yeah.\They were like father and daughter until just the other day.\Now they're like mother and son.\I'm leaving now.\Yes?\H-Hello, is Angelica-san available? response:	Oh, nice to meet you.
context: Come on, let's go home.\Yeah.\They were like father and daughter until just the other day.\Now they're like mother and son.\I'm leaving now.\Yes?\H-Hello, is Angelica-san available?\Oh, nice to meet you. response:	I'm David Burley. Angie's husband.
context: Yeah.\They were like father and daughter until just the other day.\Now they're like mother and son.\I'm leaving now.\Yes?\H-Hello, is Angelica-san available?\Oh, nice to meet you.\I'm David Burley. Angie's husband. response:	Sorry, do you think you could wait for a bit?
context: They were like father and daughter until just the other day.\Now they're like mother and son.\I'm leaving now.\Yes?\H-Hello, is Angelica-san available?\Oh, nice to meet you.\I'm David Burley. Angie's husband.\Sorry, do you think you could wait for a bit? response:	I don't mind.
context: Now they're like mother and son.\I'm leaving now.\Yes?\H-Hello, is Angelica-san available?\Oh, nice to meet you.\I'm David Burley. Angie's husband.\Sorry, do you think you could wait for a bit?\I don't mind. response:	Are you a mage, too, David-san?
context: I'm leaving now.\Yes?\H-Hello, is Angelica-san available?\Oh, nice to meet you.\I'm David Burley. Angie's husband.\Sorry, do you think you could wait for a bit?\I don't mind.\Are you a mage, too, David-san? response:	I'm an ordinary human.
context: Yes?\H-Hello, is Angelica-san available?\Oh, nice to meet you.\I'm David Burley. Angie's husband.\Sorry, do you think you could wait for a bit?\I don't mind.\Are you a mage, too, David-san?\I'm an ordinary human. response:	I'm lucky enough to both have a job,
context: H-Hello, is Angelica-san available?\Oh, nice to meet you.\I'm David Burley. Angie's husband.\Sorry, do you think you could wait for a bit?\I don't mind.\Are you a mage, too, David-san?\I'm an ordinary human.\I'm lucky enough to both have a job, response:	and have a good relationship with my family.
context: Oh, nice to meet you.\I'm David Burley. Angie's husband.\Sorry, do you think you could wait for a bit?\I don't mind.\Are you a mage, too, David-san?\I'm an ordinary human.\I'm lucky enough to both have a job,\and have a good relationship with my family. response:	Other than that, I'm nothing special.
context: I'm David Burley. Angie's husband.\Sorry, do you think you could wait for a bit?\I don't mind.\Are you a mage, too, David-san?\I'm an ordinary human.\I'm lucky enough to both have a job,\and have a good relationship with my family.\Other than that, I'm nothing special. response:	Dad, is there a visitor
context: Sorry, do you think you could wait for a bit?\I don't mind.\Are you a mage, too, David-san?\I'm an ordinary human.\I'm lucky enough to both have a job,\and have a good relationship with my family.\Other than that, I'm nothing special.\Dad, is there a visitor response:	Hello.
context: I don't mind.\Are you a mage, too, David-san?\I'm an ordinary human.\I'm lucky enough to both have a job,\and have a good relationship with my family.\Other than that, I'm nothing special.\Dad, is there a visitor\Hello. response:	Hello.
context: Are you a mage, too, David-san?\I'm an ordinary human.\I'm lucky enough to both have a job,\and have a good relationship with my family.\Other than that, I'm nothing special.\Dad, is there a visitor\Hello.\Hello. response:	Sorry, she's been a bit difficult lately.
context: I'm an ordinary human.\I'm lucky enough to both have a job,\and have a good relationship with my family.\Other than that, I'm nothing special.\Dad, is there a visitor\Hello.\Hello.\Sorry, she's been a bit difficult lately. response:	It's fine.
context: I'm lucky enough to both have a job,\and have a good relationship with my family.\Other than that, I'm nothing special.\Dad, is there a visitor\Hello.\Hello.\Sorry, she's been a bit difficult lately.\It's fine. response:	I just met a similar kid recently.
context: and have a good relationship with my family.\Other than that, I'm nothing special.\Dad, is there a visitor\Hello.\Hello.\Sorry, she's been a bit difficult lately.\It's fine.\I just met a similar kid recently. response:	David, did you call me?
context: Other than that, I'm nothing special.\Dad, is there a visitor\Hello.\Hello.\Sorry, she's been a bit difficult lately.\It's fine.\I just met a similar kid recently.\David, did you call me? response:	Ainsworth's not waking up?
context: Dad, is there a visitor\Hello.\Hello.\Sorry, she's been a bit difficult lately.\It's fine.\I just met a similar kid recently.\David, did you call me?\Ainsworth's not waking up? response:	Not since the night of the 26th.
context: Hello.\Hello.\Sorry, she's been a bit difficult lately.\It's fine.\I just met a similar kid recently.\David, did you call me?\Ainsworth's not waking up?\Not since the night of the 26th. response:	Are you sleepy?
context: Hello.\Sorry, she's been a bit difficult lately.\It's fine.\I just met a similar kid recently.\David, did you call me?\Ainsworth's not waking up?\Not since the night of the 26th.\Are you sleepy? response:	One, two, where do you bloom?
context: Sorry, she's been a bit difficult lately.\It's fine.\I just met a similar kid recently.\David, did you call me?\Ainsworth's not waking up?\Not since the night of the 26th.\Are you sleepy?\One, two, where do you bloom? response:	Under the window where the children sleep,
context: It's fine.\I just met a similar kid recently.\David, did you call me?\Ainsworth's not waking up?\Not since the night of the 26th.\Are you sleepy?\One, two, where do you bloom?\Under the window where the children sleep, response:	white flowers on the night of a pale moon...
context: I just met a similar kid recently.\David, did you call me?\Ainsworth's not waking up?\Not since the night of the 26th.\Are you sleepy?\One, two, where do you bloom?\Under the window where the children sleep,\white flowers on the night of a pale moon... response:	Three, four, where do you bloom?
context: David, did you call me?\Ainsworth's not waking up?\Not since the night of the 26th.\Are you sleepy?\One, two, where do you bloom?\Under the window where the children sleep,\white flowers on the night of a pale moon...\Three, four, where do you bloom? response:	On the frame of Mother's mirror,
context: Ainsworth's not waking up?\Not since the night of the 26th.\Are you sleepy?\One, two, where do you bloom?\Under the window where the children sleep,\white flowers on the night of a pale moon...\Three, four, where do you bloom?\On the frame of Mother's mirror, response:	a little blue flower blooms...
context: Not since the night of the 26th.\Are you sleepy?\One, two, where do you bloom?\Under the window where the children sleep,\white flowers on the night of a pale moon...\Three, four, where do you bloom?\On the frame of Mother's mirror,\a little blue flower blooms... response:	You sang him a lullaby, and he fell asleep?!
context: Are you sleepy?\One, two, where do you bloom?\Under the window where the children sleep,\white flowers on the night of a pale moon...\Three, four, where do you bloom?\On the frame of Mother's mirror,\a little blue flower blooms...\You sang him a lullaby, and he fell asleep?! response:	That thing did?
context: One, two, where do you bloom?\Under the window where the children sleep,\white flowers on the night of a pale moon...\Three, four, where do you bloom?\On the frame of Mother's mirror,\a little blue flower blooms...\You sang him a lullaby, and he fell asleep?!\That thing did? response:	That thing did.
context: Under the window where the children sleep,\white flowers on the night of a pale moon...\Three, four, where do you bloom?\On the frame of Mother's mirror,\a little blue flower blooms...\You sang him a lullaby, and he fell asleep?!\That thing did?\That thing did. response:	I did some research, too, but I'm scared.
context: white flowers on the night of a pale moon...\Three, four, where do you bloom?\On the frame of Mother's mirror,\a little blue flower blooms...\You sang him a lullaby, and he fell asleep?!\That thing did?\That thing did.\I did some research, too, but I'm scared. response:	You say that, but you tried a few things.
context: Three, four, where do you bloom?\On the frame of Mother's mirror,\a little blue flower blooms...\You sang him a lullaby, and he fell asleep?!\That thing did?\That thing did.\I did some research, too, but I'm scared.\You say that, but you tried a few things. response:	Don't tell Elias.
context: On the frame of Mother's mirror,\a little blue flower blooms...\You sang him a lullaby, and he fell asleep?!\That thing did?\That thing did.\I did some research, too, but I'm scared.\You say that, but you tried a few things.\Don't tell Elias. response:	If your magic compounded with your song, that's magic itself.
context: a little blue flower blooms...\You sang him a lullaby, and he fell asleep?!\That thing did?\That thing did.\I did some research, too, but I'm scared.\You say that, but you tried a few things.\Don't tell Elias.\If your magic compounded with your song, that's magic itself. response:	Magic?
context: You sang him a lullaby, and he fell asleep?!\That thing did?\That thing did.\I did some research, too, but I'm scared.\You say that, but you tried a few things.\Don't tell Elias.\If your magic compounded with your song, that's magic itself.\Magic? response:	It doesn't normally happen unless you intend it,
context: That thing did?\That thing did.\I did some research, too, but I'm scared.\You say that, but you tried a few things.\Don't tell Elias.\If your magic compounded with your song, that's magic itself.\Magic?\It doesn't normally happen unless you intend it, response:	but that might be your talent, Chise.
context: That thing did.\I did some research, too, but I'm scared.\You say that, but you tried a few things.\Don't tell Elias.\If your magic compounded with your song, that's magic itself.\Magic?\It doesn't normally happen unless you intend it,\but that might be your talent, Chise. response:	My talent?
context: I did some research, too, but I'm scared.\You say that, but you tried a few things.\Don't tell Elias.\If your magic compounded with your song, that's magic itself.\Magic?\It doesn't normally happen unless you intend it,\but that might be your talent, Chise.\My talent? response:	Then why am I bad at making sleeping aids?
context: You say that, but you tried a few things.\Don't tell Elias.\If your magic compounded with your song, that's magic itself.\Magic?\It doesn't normally happen unless you intend it,\but that might be your talent, Chise.\My talent?\Then why am I bad at making sleeping aids? response:	Just a second.
context: Don't tell Elias.\If your magic compounded with your song, that's magic itself.\Magic?\It doesn't normally happen unless you intend it,\but that might be your talent, Chise.\My talent?\Then why am I bad at making sleeping aids?\Just a second. response:	Thank you.
context: If your magic compounded with your song, that's magic itself.\Magic?\It doesn't normally happen unless you intend it,\but that might be your talent, Chise.\My talent?\Then why am I bad at making sleeping aids?\Just a second.\Thank you. response:	Angelica-san...
context: Magic?\It doesn't normally happen unless you intend it,\but that might be your talent, Chise.\My talent?\Then why am I bad at making sleeping aids?\Just a second.\Thank you.\Angelica-san... response:	Thanks for the bracelet.
context: It doesn't normally happen unless you intend it,\but that might be your talent, Chise.\My talent?\Then why am I bad at making sleeping aids?\Just a second.\Thank you.\Angelica-san...\Thanks for the bracelet. response:	I'd like to get you something next Christmas.
context: but that might be your talent, Chise.\My talent?\Then why am I bad at making sleeping aids?\Just a second.\Thank you.\Angelica-san...\Thanks for the bracelet.\I'd like to get you something next Christmas. response:	I look forward to it.
context: My talent?\Then why am I bad at making sleeping aids?\Just a second.\Thank you.\Angelica-san...\Thanks for the bracelet.\I'd like to get you something next Christmas.\I look forward to it. response:	Want some more tea?
context: Then why am I bad at making sleeping aids?\Just a second.\Thank you.\Angelica-san...\Thanks for the bracelet.\I'd like to get you something next Christmas.\I look forward to it.\Want some more tea? response:	I'm good, thank
context: Just a second.\Thank you.\Angelica-san...\Thanks for the bracelet.\I'd like to get you something next Christmas.\I look forward to it.\Want some more tea?\I'm good, thank response:	Are you all right?
context: Thank you.\Angelica-san...\Thanks for the bracelet.\I'd like to get you something next Christmas.\I look forward to it.\Want some more tea?\I'm good, thank\Are you all right? response:	You should get some sleep there if you're not feeling well.
context: Angelica-san...\Thanks for the bracelet.\I'd like to get you something next Christmas.\I look forward to it.\Want some more tea?\I'm good, thank\Are you all right?\You should get some sleep there if you're not feeling well. response:	I heard you often push yourself too far.
context: Thanks for the bracelet.\I'd like to get you something next Christmas.\I look forward to it.\Want some more tea?\I'm good, thank\Are you all right?\You should get some sleep there if you're not feeling well.\I heard you often push yourself too far. response:	Thank you...
context: I'd like to get you something next Christmas.\I look forward to it.\Want some more tea?\I'm good, thank\Are you all right?\You should get some sleep there if you're not feeling well.\I heard you often push yourself too far.\Thank you... response:	You can't really go to the hospital for it, right?
context: I look forward to it.\Want some more tea?\I'm good, thank\Are you all right?\You should get some sleep there if you're not feeling well.\I heard you often push yourself too far.\Thank you...\You can't really go to the hospital for it, right? response:	You should take it easy.
context: Want some more tea?\I'm good, thank\Are you all right?\You should get some sleep there if you're not feeling well.\I heard you often push yourself too far.\Thank you...\You can't really go to the hospital for it, right?\You should take it easy. response:	You know about that, too?
context: I'm good, thank\Are you all right?\You should get some sleep there if you're not feeling well.\I heard you often push yourself too far.\Thank you...\You can't really go to the hospital for it, right?\You should take it easy.\You know about that, too? response:	There's someone who talks about you like you're her own child.
context: Are you all right?\You should get some sleep there if you're not feeling well.\I heard you often push yourself too far.\Thank you...\You can't really go to the hospital for it, right?\You should take it easy.\You know about that, too?\There's someone who talks about you like you're her own child. response:	Angie hasn't changed ever since I met her.
context: You should get some sleep there if you're not feeling well.\I heard you often push yourself too far.\Thank you...\You can't really go to the hospital for it, right?\You should take it easy.\You know about that, too?\There's someone who talks about you like you're her own child.\Angie hasn't changed ever since I met her. response:	I'd been asking her out ever since I was a snotty brat.
context: I heard you often push yourself too far.\Thank you...\You can't really go to the hospital for it, right?\You should take it easy.\You know about that, too?\There's someone who talks about you like you're her own child.\Angie hasn't changed ever since I met her.\I'd been asking her out ever since I was a snotty brat. response:	After more years than I can count on two hands,
context: Thank you...\You can't really go to the hospital for it, right?\You should take it easy.\You know about that, too?\There's someone who talks about you like you're her own child.\Angie hasn't changed ever since I met her.\I'd been asking her out ever since I was a snotty brat.\After more years than I can count on two hands, response:	she finally accepted.
context: You can't really go to the hospital for it, right?\You should take it easy.\You know about that, too?\There's someone who talks about you like you're her own child.\Angie hasn't changed ever since I met her.\I'd been asking her out ever since I was a snotty brat.\After more years than I can count on two hands,\she finally accepted. response:	It was only after our daughter was born
context: You should take it easy.\You know about that, too?\There's someone who talks about you like you're her own child.\Angie hasn't changed ever since I met her.\I'd been asking her out ever since I was a snotty brat.\After more years than I can count on two hands,\she finally accepted.\It was only after our daughter was born response:	that I finally got a sense of why she'd always turned me down.
context: You know about that, too?\There's someone who talks about you like you're her own child.\Angie hasn't changed ever since I met her.\I'd been asking her out ever since I was a snotty brat.\After more years than I can count on two hands,\she finally accepted.\It was only after our daughter was born\that I finally got a sense of why she'd always turned me down. response:	I'm lucky.
context: There's someone who talks about you like you're her own child.\Angie hasn't changed ever since I met her.\I'd been asking her out ever since I was a snotty brat.\After more years than I can count on two hands,\she finally accepted.\It was only after our daughter was born\that I finally got a sense of why she'd always turned me down.\I'm lucky. response:	I don't have to think about dying by myself.
context: Angie hasn't changed ever since I met her.\I'd been asking her out ever since I was a snotty brat.\After more years than I can count on two hands,\she finally accepted.\It was only after our daughter was born\that I finally got a sense of why she'd always turned me down.\I'm lucky.\I don't have to think about dying by myself. response:	But Angie...
context: I'd been asking her out ever since I was a snotty brat.\After more years than I can count on two hands,\she finally accepted.\It was only after our daughter was born\that I finally got a sense of why she'd always turned me down.\I'm lucky.\I don't have to think about dying by myself.\But Angie... response:	Our daughter...
context: After more years than I can count on two hands,\she finally accepted.\It was only after our daughter was born\that I finally got a sense of why she'd always turned me down.\I'm lucky.\I don't have to think about dying by myself.\But Angie...\Our daughter... response:	They have to continue sending people off, and there's no end in sight.
context: she finally accepted.\It was only after our daughter was born\that I finally got a sense of why she'd always turned me down.\I'm lucky.\I don't have to think about dying by myself.\But Angie...\Our daughter...\They have to continue sending people off, and there's no end in sight. response:	It's painful to think about how many days are left that we can laugh together.
context: It was only after our daughter was born\that I finally got a sense of why she'd always turned me down.\I'm lucky.\I don't have to think about dying by myself.\But Angie...\Our daughter...\They have to continue sending people off, and there's no end in sight.\It's painful to think about how many days are left that we can laugh together. response:	But unlike me, if things pan out for you, you can keep up.
context: that I finally got a sense of why she'd always turned me down.\I'm lucky.\I don't have to think about dying by myself.\But Angie...\Our daughter...\They have to continue sending people off, and there's no end in sight.\It's painful to think about how many days are left that we can laugh together.\But unlike me, if things pan out for you, you can keep up. response:	So let's live as long as we can without stressing or forcing it.
context: I'm lucky.\I don't have to think about dying by myself.\But Angie...\Our daughter...\They have to continue sending people off, and there's no end in sight.\It's painful to think about how many days are left that we can laugh together.\But unlike me, if things pan out for you, you can keep up.\So let's live as long as we can without stressing or forcing it. response:	You and I both.
context: I don't have to think about dying by myself.\But Angie...\Our daughter...\They have to continue sending people off, and there's no end in sight.\It's painful to think about how many days are left that we can laugh together.\But unlike me, if things pan out for you, you can keep up.\So let's live as long as we can without stressing or forcing it.\You and I both. response:	You're right.
context: But Angie...\Our daughter...\They have to continue sending people off, and there's no end in sight.\It's painful to think about how many days are left that we can laugh together.\But unlike me, if things pan out for you, you can keep up.\So let's live as long as we can without stressing or forcing it.\You and I both.\You're right. response:	There.
context: Our daughter...\They have to continue sending people off, and there's no end in sight.\It's painful to think about how many days are left that we can laugh together.\But unlike me, if things pan out for you, you can keep up.\So let's live as long as we can without stressing or forcing it.\You and I both.\You're right.\There. response:	Yo, Chise, want some he
context: They have to continue sending people off, and there's no end in sight.\It's painful to think about how many days are left that we can laugh together.\But unlike me, if things pan out for you, you can keep up.\So let's live as long as we can without stressing or forcing it.\You and I both.\You're right.\There.\Yo, Chise, want some he response:	Ah, you're awake.
context: It's painful to think about how many days are left that we can laugh together.\But unlike me, if things pan out for you, you can keep up.\So let's live as long as we can without stressing or forcing it.\You and I both.\You're right.\There.\Yo, Chise, want some he\Ah, you're awake. response:	Was it the medicine or was it that?
context: But unlike me, if things pan out for you, you can keep up.\So let's live as long as we can without stressing or forcing it.\You and I both.\You're right.\There.\Yo, Chise, want some he\Ah, you're awake.\Was it the medicine or was it that? response:	Thank goodness, Elias.
context: So let's live as long as we can without stressing or forcing it.\You and I both.\You're right.\There.\Yo, Chise, want some he\Ah, you're awake.\Was it the medicine or was it that?\Thank goodness, Elias. response:	I was so worried...
context: You and I both.\You're right.\There.\Yo, Chise, want some he\Ah, you're awake.\Was it the medicine or was it that?\Thank goodness, Elias.\I was so worried... response:	I'll explain.
context: You're right.\There.\Yo, Chise, want some he\Ah, you're awake.\Was it the medicine or was it that?\Thank goodness, Elias.\I was so worried...\I'll explain. response:	We're going to get in trouble for coming out this far.
context: There.\Yo, Chise, want some he\Ah, you're awake.\Was it the medicine or was it that?\Thank goodness, Elias.\I was so worried...\I'll explain.\We're going to get in trouble for coming out this far. response:	It's fine.
context: Yo, Chise, want some he\Ah, you're awake.\Was it the medicine or was it that?\Thank goodness, Elias.\I was so worried...\I'll explain.\We're going to get in trouble for coming out this far.\It's fine. response:	But kids aren't supposed to go this far. It's not safe.
context: Ah, you're awake.\Was it the medicine or was it that?\Thank goodness, Elias.\I was so worried...\I'll explain.\We're going to get in trouble for coming out this far.\It's fine.\But kids aren't supposed to go this far. It's not safe. response:	Whoa, there's something shiny!
context: Was it the medicine or was it that?\Thank goodness, Elias.\I was so worried...\I'll explain.\We're going to get in trouble for coming out this far.\It's fine.\But kids aren't supposed to go this far. It's not safe.\Whoa, there's something shiny! response:	Ah, wait up!
context: Thank goodness, Elias.\I was so worried...\I'll explain.\We're going to get in trouble for coming out this far.\It's fine.\But kids aren't supposed to go this far. It's not safe.\Whoa, there's something shiny!\Ah, wait up! response:	Let's hurry.
context: I was so worried...\I'll explain.\We're going to get in trouble for coming out this far.\It's fine.\But kids aren't supposed to go this far. It's not safe.\Whoa, there's something shiny!\Ah, wait up!\Let's hurry. response:	Poachers, yet again.
context: I'll explain.\We're going to get in trouble for coming out this far.\It's fine.\But kids aren't supposed to go this far. It's not safe.\Whoa, there's something shiny!\Ah, wait up!\Let's hurry.\Poachers, yet again. response:	Fools.
context: We're going to get in trouble for coming out this far.\It's fine.\But kids aren't supposed to go this far. It's not safe.\Whoa, there's something shiny!\Ah, wait up!\Let's hurry.\Poachers, yet again.\Fools. response:	It's the caretaker!
context: It's fine.\But kids aren't supposed to go this far. It's not safe.\Whoa, there's something shiny!\Ah, wait up!\Let's hurry.\Poachers, yet again.\Fools.\It's the caretaker! response:	Surrender and return to the soil.
