context: Fujimiya Girls' High School response:	It's already been a month since school started.
context: In the club room?\Yeah! She practices in her room every day, right?\Like her vocal practices with Kuu-chan.\And stretches...\I know she's working hard,\so I want to see the results of that firsthand.\Well, okay...\Sh-She's not getting it at all. response:	Mayu-chan!
context: Yeah! She practices in her room every day, right?\Like her vocal practices with Kuu-chan.\And stretches...\I know she's working hard,\so I want to see the results of that firsthand.\Well, okay...\Sh-She's not getting it at all.\Mayu-chan! response:	Hina-chan... you were able to do it at home...
context: Like her vocal practices with Kuu-chan.\And stretches...\I know she's working hard,\so I want to see the results of that firsthand.\Well, okay...\Sh-She's not getting it at all.\Mayu-chan!\Hina-chan... you were able to do it at home... response:	There are so many club members, it makes me nervous...
context: And stretches...\I know she's working hard,\so I want to see the results of that firsthand.\Well, okay...\Sh-She's not getting it at all.\Mayu-chan!\Hina-chan... you were able to do it at home...\There are so many club members, it makes me nervous... response:	I understand, but...
context: I know she's working hard,\so I want to see the results of that firsthand.\Well, okay...\Sh-She's not getting it at all.\Mayu-chan!\Hina-chan... you were able to do it at home...\There are so many club members, it makes me nervous...\I understand, but... response:	I know!
context: so I want to see the results of that firsthand.\Well, okay...\Sh-She's not getting it at all.\Mayu-chan!\Hina-chan... you were able to do it at home...\There are so many club members, it makes me nervous...\I understand, but...\I know! response:	You know how they say to imagine people as vegetables when you're nervous?
context: Well, okay...\Sh-She's not getting it at all.\Mayu-chan!\Hina-chan... you were able to do it at home...\There are so many club members, it makes me nervous...\I understand, but...\I know!\You know how they say to imagine people as vegetables when you're nervous? response:	Vegetables?
context: Sh-She's not getting it at all.\Mayu-chan!\Hina-chan... you were able to do it at home...\There are so many club members, it makes me nervous...\I understand, but...\I know!\You know how they say to imagine people as vegetables when you're nervous?\Vegetables? response:	Like pumpkins, or daikon...
context: Mayu-chan!\Hina-chan... you were able to do it at home...\There are so many club members, it makes me nervous...\I understand, but...\I know!\You know how they say to imagine people as vegetables when you're nervous?\Vegetables?\Like pumpkins, or daikon... response:	Daikon? Pumpkins?
context: Hina-chan... you were able to do it at home...\There are so many club members, it makes me nervous...\I understand, but...\I know!\You know how they say to imagine people as vegetables when you're nervous?\Vegetables?\Like pumpkins, or daikon...\Daikon? Pumpkins? response:	Pumpkin-kin-kin-kin!
context: There are so many club members, it makes me nervous...\I understand, but...\I know!\You know how they say to imagine people as vegetables when you're nervous?\Vegetables?\Like pumpkins, or daikon...\Daikon? Pumpkins?\Pumpkin-kin-kin-kin! response:	Mayu-chan, I'm scared!
context: I understand, but...\I know!\You know how they say to imagine people as vegetables when you're nervous?\Vegetables?\Like pumpkins, or daikon...\Daikon? Pumpkins?\Pumpkin-kin-kin-kin!\Mayu-chan, I'm scared! response:	Yeah...
context: I know!\You know how they say to imagine people as vegetables when you're nervous?\Vegetables?\Like pumpkins, or daikon...\Daikon? Pumpkins?\Pumpkin-kin-kin-kin!\Mayu-chan, I'm scared!\Yeah... response:	Okay, one more time.
context: You know how they say to imagine people as vegetables when you're nervous?\Vegetables?\Like pumpkins, or daikon...\Daikon? Pumpkins?\Pumpkin-kin-kin-kin!\Mayu-chan, I'm scared!\Yeah...\Okay, one more time. response:	What should I do? If I freeze up again...
context: Vegetables?\Like pumpkins, or daikon...\Daikon? Pumpkins?\Pumpkin-kin-kin-kin!\Mayu-chan, I'm scared!\Yeah...\Okay, one more time.\What should I do? If I freeze up again... response:	Shouldn't you use these steps for this song?
context: Like pumpkins, or daikon...\Daikon? Pumpkins?\Pumpkin-kin-kin-kin!\Mayu-chan, I'm scared!\Yeah...\Okay, one more time.\What should I do? If I freeze up again...\Shouldn't you use these steps for this song? response:	Mayu-chan, you're such a good dancer!
context: Daikon? Pumpkins?\Pumpkin-kin-kin-kin!\Mayu-chan, I'm scared!\Yeah...\Okay, one more time.\What should I do? If I freeze up again...\Shouldn't you use these steps for this song?\Mayu-chan, you're such a good dancer! response:	That should work, I think.
context: Pumpkin-kin-kin-kin!\Mayu-chan, I'm scared!\Yeah...\Okay, one more time.\What should I do? If I freeze up again...\Shouldn't you use these steps for this song?\Mayu-chan, you're such a good dancer!\That should work, I think. response:	You're good!
context: Mayu-chan, I'm scared!\Yeah...\Okay, one more time.\What should I do? If I freeze up again...\Shouldn't you use these steps for this song?\Mayu-chan, you're such a good dancer!\That should work, I think.\You're good! response:	I-I'm g-g-going
context: Yeah...\Okay, one more time.\What should I do? If I freeze up again...\Shouldn't you use these steps for this song?\Mayu-chan, you're such a good dancer!\That should work, I think.\You're good!\I-I'm g-g-going response:	Join our performance!
context: Okay, one more time.\What should I do? If I freeze up again...\Shouldn't you use these steps for this song?\Mayu-chan, you're such a good dancer!\That should work, I think.\You're good!\I-I'm g-g-going\Join our performance! response:	A girl as cute as you will become a star in no time!
context: What should I do? If I freeze up again...\Shouldn't you use these steps for this song?\Mayu-chan, you're such a good dancer!\That should work, I think.\You're good!\I-I'm g-g-going\Join our performance!\A girl as cute as you will become a star in no time! response:	I-I'm not good at that sort of... I mean... um...
context: Shouldn't you use these steps for this song?\Mayu-chan, you're such a good dancer!\That should work, I think.\You're good!\I-I'm g-g-going\Join our performance!\A girl as cute as you will become a star in no time!\I-I'm not good at that sort of... I mean... um... response:	She caught Hina-chan's scarecrow problem.
context: Mayu-chan, you're such a good dancer!\That should work, I think.\You're good!\I-I'm g-g-going\Join our performance!\A girl as cute as you will become a star in no time!\I-I'm not good at that sort of... I mean... um...\She caught Hina-chan's scarecrow problem. response:	I'll be going...
context: That should work, I think.\You're good!\I-I'm g-g-going\Join our performance!\A girl as cute as you will become a star in no time!\I-I'm not good at that sort of... I mean... um...\She caught Hina-chan's scarecrow problem.\I'll be going... response:	I-I'm sorry! I'm sorry! I'm sorry!
context: You're good!\I-I'm g-g-going\Join our performance!\A girl as cute as you will become a star in no time!\I-I'm not good at that sort of... I mean... um...\She caught Hina-chan's scarecrow problem.\I'll be going...\I-I'm sorry! I'm sorry! I'm sorry! response:	No, that's all right.
context: I-I'm g-g-going\Join our performance!\A girl as cute as you will become a star in no time!\I-I'm not good at that sort of... I mean... um...\She caught Hina-chan's scarecrow problem.\I'll be going...\I-I'm sorry! I'm sorry! I'm sorry!\No, that's all right. response:	I know you're all practicing, but please stop for a moment.
context: Join our performance!\A girl as cute as you will become a star in no time!\I-I'm not good at that sort of... I mean... um...\She caught Hina-chan's scarecrow problem.\I'll be going...\I-I'm sorry! I'm sorry! I'm sorry!\No, that's all right.\I know you're all practicing, but please stop for a moment. response:	There's something I'd like all of you to hear.
context: A girl as cute as you will become a star in no time!\I-I'm not good at that sort of... I mean... um...\She caught Hina-chan's scarecrow problem.\I'll be going...\I-I'm sorry! I'm sorry! I'm sorry!\No, that's all right.\I know you're all practicing, but please stop for a moment.\There's something I'd like all of you to hear. response:	What are you doing?!
context: I-I'm not good at that sort of... I mean... um...\She caught Hina-chan's scarecrow problem.\I'll be going...\I-I'm sorry! I'm sorry! I'm sorry!\No, that's all right.\I know you're all practicing, but please stop for a moment.\There's something I'd like all of you to hear.\What are you doing?! response:	The advisor has something to say!
context: She caught Hina-chan's scarecrow problem.\I'll be going...\I-I'm sorry! I'm sorry! I'm sorry!\No, that's all right.\I know you're all practicing, but please stop for a moment.\There's something I'd like all of you to hear.\What are you doing?!\The advisor has something to say! response:	No, I don't mind.
context: I'll be going...\I-I'm sorry! I'm sorry! I'm sorry!\No, that's all right.\I know you're all practicing, but please stop for a moment.\There's something I'd like all of you to hear.\What are you doing?!\The advisor has something to say!\No, I don't mind. response:	Eh?
context: I-I'm sorry! I'm sorry! I'm sorry!\No, that's all right.\I know you're all practicing, but please stop for a moment.\There's something I'd like all of you to hear.\What are you doing?!\The advisor has something to say!\No, I don't mind.\Eh? response:	Please play this.
context: No, that's all right.\I know you're all practicing, but please stop for a moment.\There's something I'd like all of you to hear.\What are you doing?!\The advisor has something to say!\No, I don't mind.\Eh?\Please play this. response:	This is...
context: I know you're all practicing, but please stop for a moment.\There's something I'd like all of you to hear.\What are you doing?!\The advisor has something to say!\No, I don't mind.\Eh?\Please play this.\This is... response:	You can sing it, right?
context: There's something I'd like all of you to hear.\What are you doing?!\The advisor has something to say!\No, I don't mind.\Eh?\Please play this.\This is...\You can sing it, right? response:	Huh? Uh, yes...
context: What are you doing?!\The advisor has something to say!\No, I don't mind.\Eh?\Please play this.\This is...\You can sing it, right?\Huh? Uh, yes... response:	Huh?
context: The advisor has something to say!\No, I don't mind.\Eh?\Please play this.\This is...\You can sing it, right?\Huh? Uh, yes...\Huh? response:	All right, from the top.
context: No, I don't mind.\Eh?\Please play this.\This is...\You can sing it, right?\Huh? Uh, yes...\Huh?\All right, from the top. response:	Walking home on a starry night
context: Eh?\Please play this.\This is...\You can sing it, right?\Huh? Uh, yes...\Huh?\All right, from the top.\Walking home on a starry night response:	All alone, I start to cry
context: Please play this.\This is...\You can sing it, right?\Huh? Uh, yes...\Huh?\All right, from the top.\Walking home on a starry night\All alone, I start to cry response:	She's amazing!
context: This is...\You can sing it, right?\Huh? Uh, yes...\Huh?\All right, from the top.\Walking home on a starry night\All alone, I start to cry\She's amazing! response:	I'll softly wipe my tears away,
context: You can sing it, right?\Huh? Uh, yes...\Huh?\All right, from the top.\Walking home on a starry night\All alone, I start to cry\She's amazing!\I'll softly wipe my tears away, response:	Yeah...
context: Huh? Uh, yes...\Huh?\All right, from the top.\Walking home on a starry night\All alone, I start to cry\She's amazing!\I'll softly wipe my tears away,\Yeah... response:	Then look up at the light and start walking
context: Huh?\All right, from the top.\Walking home on a starry night\All alone, I start to cry\She's amazing!\I'll softly wipe my tears away,\Yeah...\Then look up at the light and start walking response:	Shining star!
context: All right, from the top.\Walking home on a starry night\All alone, I start to cry\She's amazing!\I'll softly wipe my tears away,\Yeah...\Then look up at the light and start walking\Shining star! response:	My eyes, when they begin to sparkle,
context: Walking home on a starry night\All alone, I start to cry\She's amazing!\I'll softly wipe my tears away,\Yeah...\Then look up at the light and start walking\Shining star!\My eyes, when they begin to sparkle, response:	Are just like the stars
context: All alone, I start to cry\She's amazing!\I'll softly wipe my tears away,\Yeah...\Then look up at the light and start walking\Shining star!\My eyes, when they begin to sparkle,\Are just like the stars response:	Yes, born to make my dream shine!
context: She's amazing!\I'll softly wipe my tears away,\Yeah...\Then look up at the light and start walking\Shining star!\My eyes, when they begin to sparkle,\Are just like the stars\Yes, born to make my dream shine! response:	Shining star!
context: I'll softly wipe my tears away,\Yeah...\Then look up at the light and start walking\Shining star!\My eyes, when they begin to sparkle,\Are just like the stars\Yes, born to make my dream shine!\Shining star! response:	U-Um...
context: Yeah...\Then look up at the light and start walking\Shining star!\My eyes, when they begin to sparkle,\Are just like the stars\Yes, born to make my dream shine!\Shining star!\U-Um... response:	Amazing!
context: Then look up at the light and start walking\Shining star!\My eyes, when they begin to sparkle,\Are just like the stars\Yes, born to make my dream shine!\Shining star!\U-Um...\Amazing! response:	Hina-chan, you're a great singer!
context: Shining star!\My eyes, when they begin to sparkle,\Are just like the stars\Yes, born to make my dream shine!\Shining star!\U-Um...\Amazing!\Hina-chan, you're a great singer! response:	Your voice is so pretty!
context: My eyes, when they begin to sparkle,\Are just like the stars\Yes, born to make my dream shine!\Shining star!\U-Um...\Amazing!\Hina-chan, you're a great singer!\Your voice is so pretty! response:	U-Um... really?
context: Are just like the stars\Yes, born to make my dream shine!\Shining star!\U-Um...\Amazing!\Hina-chan, you're a great singer!\Your voice is so pretty!\U-Um... really? response:	Yes, really!
context: Yes, born to make my dream shine!\Shining star!\U-Um...\Amazing!\Hina-chan, you're a great singer!\Your voice is so pretty!\U-Um... really?\Yes, really! response:	Maybe it's because I always sang
context: Shining star!\U-Um...\Amazing!\Hina-chan, you're a great singer!\Your voice is so pretty!\U-Um... really?\Yes, really!\Maybe it's because I always sang response:	La, la, la, la to call red foxes back home?
context: U-Um...\Amazing!\Hina-chan, you're a great singer!\Your voice is so pretty!\U-Um... really?\Yes, really!\Maybe it's because I always sang\La, la, la, la to call red foxes back home? response:	I've been wondering...
context: Amazing!\Hina-chan, you're a great singer!\Your voice is so pretty!\U-Um... really?\Yes, really!\Maybe it's because I always sang\La, la, la, la to call red foxes back home?\I've been wondering... response:	What part of the country did Hina-chan come from?
context: Hina-chan, you're a great singer!\Your voice is so pretty!\U-Um... really?\Yes, really!\Maybe it's because I always sang\La, la, la, la to call red foxes back home?\I've been wondering...\What part of the country did Hina-chan come from? response:	Somewhere up north?
context: Your voice is so pretty!\U-Um... really?\Yes, really!\Maybe it's because I always sang\La, la, la, la to call red foxes back home?\I've been wondering...\What part of the country did Hina-chan come from?\Somewhere up north? response:	Okay!
context: U-Um... really?\Yes, really!\Maybe it's because I always sang\La, la, la, la to call red foxes back home?\I've been wondering...\What part of the country did Hina-chan come from?\Somewhere up north?\Okay! response:	Here's your black tea and coffee.
context: Yes, really!\Maybe it's because I always sang\La, la, la, la to call red foxes back home?\I've been wondering...\What part of the country did Hina-chan come from?\Somewhere up north?\Okay!\Here's your black tea and coffee. response:	Thanks for helping me this morning, Hina-chan.
context: Maybe it's because I always sang\La, la, la, la to call red foxes back home?\I've been wondering...\What part of the country did Hina-chan come from?\Somewhere up north?\Okay!\Here's your black tea and coffee.\Thanks for helping me this morning, Hina-chan. response:	Not at all.
context: La, la, la, la to call red foxes back home?\I've been wondering...\What part of the country did Hina-chan come from?\Somewhere up north?\Okay!\Here's your black tea and coffee.\Thanks for helping me this morning, Hina-chan.\Not at all. response:	As a resident of Hitotose Manor, I need to work, too.
context: I've been wondering...\What part of the country did Hina-chan come from?\Somewhere up north?\Okay!\Here's your black tea and coffee.\Thanks for helping me this morning, Hina-chan.\Not at all.\As a resident of Hitotose Manor, I need to work, too. response:	We don't have many customers yet.
context: What part of the country did Hina-chan come from?\Somewhere up north?\Okay!\Here's your black tea and coffee.\Thanks for helping me this morning, Hina-chan.\Not at all.\As a resident of Hitotose Manor, I need to work, too.\We don't have many customers yet. response:	You don't have to work so hard.
context: Somewhere up north?\Okay!\Here's your black tea and coffee.\Thanks for helping me this morning, Hina-chan.\Not at all.\As a resident of Hitotose Manor, I need to work, too.\We don't have many customers yet.\You don't have to work so hard. response:	There are no customers left.
context: Okay!\Here's your black tea and coffee.\Thanks for helping me this morning, Hina-chan.\Not at all.\As a resident of Hitotose Manor, I need to work, too.\We don't have many customers yet.\You don't have to work so hard.\There are no customers left. response:	I think we should have some more around lunch time.
context: Here's your black tea and coffee.\Thanks for helping me this morning, Hina-chan.\Not at all.\As a resident of Hitotose Manor, I need to work, too.\We don't have many customers yet.\You don't have to work so hard.\There are no customers left.\I think we should have some more around lunch time. response:	Aki-chan!
context: Thanks for helping me this morning, Hina-chan.\Not at all.\As a resident of Hitotose Manor, I need to work, too.\We don't have many customers yet.\You don't have to work so hard.\There are no customers left.\I think we should have some more around lunch time.\Aki-chan! response:	Hey, are you free right now?
context: Not at all.\As a resident of Hitotose Manor, I need to work, too.\We don't have many customers yet.\You don't have to work so hard.\There are no customers left.\I think we should have some more around lunch time.\Aki-chan!\Hey, are you free right now? response:	Want to go get ice cream from the place by the station?
context: As a resident of Hitotose Manor, I need to work, too.\We don't have many customers yet.\You don't have to work so hard.\There are no customers left.\I think we should have some more around lunch time.\Aki-chan!\Hey, are you free right now?\Want to go get ice cream from the place by the station? response:	Sorry... I'm going to a play.
context: We don't have many customers yet.\You don't have to work so hard.\There are no customers left.\I think we should have some more around lunch time.\Aki-chan!\Hey, are you free right now?\Want to go get ice cream from the place by the station?\Sorry... I'm going to a play. response:	Aww, again?
context: You don't have to work so hard.\There are no customers left.\I think we should have some more around lunch time.\Aki-chan!\Hey, are you free right now?\Want to go get ice cream from the place by the station?\Sorry... I'm going to a play.\Aww, again? response:	Yeah. I finally grabbed an empty seat.
context: There are no customers left.\I think we should have some more around lunch time.\Aki-chan!\Hey, are you free right now?\Want to go get ice cream from the place by the station?\Sorry... I'm going to a play.\Aww, again?\Yeah. I finally grabbed an empty seat. response:	You should hang out with me sometimes!
context: I think we should have some more around lunch time.\Aki-chan!\Hey, are you free right now?\Want to go get ice cream from the place by the station?\Sorry... I'm going to a play.\Aww, again?\Yeah. I finally grabbed an empty seat.\You should hang out with me sometimes! response:	Which is more important to you, me or theater?
context: Aki-chan!\Hey, are you free right now?\Want to go get ice cream from the place by the station?\Sorry... I'm going to a play.\Aww, again?\Yeah. I finally grabbed an empty seat.\You should hang out with me sometimes!\Which is more important to you, me or theater? response:	There, there.
context: Hey, are you free right now?\Want to go get ice cream from the place by the station?\Sorry... I'm going to a play.\Aww, again?\Yeah. I finally grabbed an empty seat.\You should hang out with me sometimes!\Which is more important to you, me or theater?\There, there. response:	Take care of the coffee shop for me, okay?
context: Want to go get ice cream from the place by the station?\Sorry... I'm going to a play.\Aww, again?\Yeah. I finally grabbed an empty seat.\You should hang out with me sometimes!\Which is more important to you, me or theater?\There, there.\Take care of the coffee shop for me, okay? response:	Okay, I'll be going now.
context: Sorry... I'm going to a play.\Aww, again?\Yeah. I finally grabbed an empty seat.\You should hang out with me sometimes!\Which is more important to you, me or theater?\There, there.\Take care of the coffee shop for me, okay?\Okay, I'll be going now. response:	Thank you very much.
context: Aww, again?\Yeah. I finally grabbed an empty seat.\You should hang out with me sometimes!\Which is more important to you, me or theater?\There, there.\Take care of the coffee shop for me, okay?\Okay, I'll be going now.\Thank you very much. response:	Th-Thank
context: Yeah. I finally grabbed an empty seat.\You should hang out with me sometimes!\Which is more important to you, me or theater?\There, there.\Take care of the coffee shop for me, okay?\Okay, I'll be going now.\Thank you very much.\Th-Thank response:	We had more lunch customers than usual.
context: You should hang out with me sometimes!\Which is more important to you, me or theater?\There, there.\Take care of the coffee shop for me, okay?\Okay, I'll be going now.\Thank you very much.\Th-Thank\We had more lunch customers than usual. response:	You were a big help, Hina-chan.
context: Which is more important to you, me or theater?\There, there.\Take care of the coffee shop for me, okay?\Okay, I'll be going now.\Thank you very much.\Th-Thank\We had more lunch customers than usual.\You were a big help, Hina-chan. response:	Not at all.
context: There, there.\Take care of the coffee shop for me, okay?\Okay, I'll be going now.\Thank you very much.\Th-Thank\We had more lunch customers than usual.\You were a big help, Hina-chan.\Not at all. response:	Aki-chan's late...
context: Take care of the coffee shop for me, okay?\Okay, I'll be going now.\Thank you very much.\Th-Thank\We had more lunch customers than usual.\You were a big help, Hina-chan.\Not at all.\Aki-chan's late... response:	Come here!
context: Okay, I'll be going now.\Thank you very much.\Th-Thank\We had more lunch customers than usual.\You were a big help, Hina-chan.\Not at all.\Aki-chan's late...\Come here! response:	What are you doing?
context: Thank you very much.\Th-Thank\We had more lunch customers than usual.\You were a big help, Hina-chan.\Not at all.\Aki-chan's late...\Come here!\What are you doing? response:	I thought maybe you wanted attention!
context: Th-Thank\We had more lunch customers than usual.\You were a big help, Hina-chan.\Not at all.\Aki-chan's late...\Come here!\What are you doing?\I thought maybe you wanted attention! response:	Eh? Don't treat me like a baby!
context: We had more lunch customers than usual.\You were a big help, Hina-chan.\Not at all.\Aki-chan's late...\Come here!\What are you doing?\I thought maybe you wanted attention!\Eh? Don't treat me like a baby! response:	Did you want to spend time with the landlady today?
context: You were a big help, Hina-chan.\Not at all.\Aki-chan's late...\Come here!\What are you doing?\I thought maybe you wanted attention!\Eh? Don't treat me like a baby!\Did you want to spend time with the landlady today? response:	Then you should've just gone to the play with her.
context: Not at all.\Aki-chan's late...\Come here!\What are you doing?\I thought maybe you wanted attention!\Eh? Don't treat me like a baby!\Did you want to spend time with the landlady today?\Then you should've just gone to the play with her. response:	Well, there's the shop...
context: Aki-chan's late...\Come here!\What are you doing?\I thought maybe you wanted attention!\Eh? Don't treat me like a baby!\Did you want to spend time with the landlady today?\Then you should've just gone to the play with her.\Well, there's the shop... response:	And I guess you can't leave me in charge, huh?
context: Come here!\What are you doing?\I thought maybe you wanted attention!\Eh? Don't treat me like a baby!\Did you want to spend time with the landlady today?\Then you should've just gone to the play with her.\Well, there's the shop...\And I guess you can't leave me in charge, huh? response:	I'm not interested in theater, anyway.
context: What are you doing?\I thought maybe you wanted attention!\Eh? Don't treat me like a baby!\Did you want to spend time with the landlady today?\Then you should've just gone to the play with her.\Well, there's the shop...\And I guess you can't leave me in charge, huh?\I'm not interested in theater, anyway. response:	Besides, the small theater troupe Aki-chan went to see today
context: I thought maybe you wanted attention!\Eh? Don't treat me like a baby!\Did you want to spend time with the landlady today?\Then you should've just gone to the play with her.\Well, there's the shop...\And I guess you can't leave me in charge, huh?\I'm not interested in theater, anyway.\Besides, the small theater troupe Aki-chan went to see today response:	only does horror shows.
context: Eh? Don't treat me like a baby!\Did you want to spend time with the landlady today?\Then you should've just gone to the play with her.\Well, there's the shop...\And I guess you can't leave me in charge, huh?\I'm not interested in theater, anyway.\Besides, the small theater troupe Aki-chan went to see today\only does horror shows. response:	And their lead actress always acts so realistically
context: Did you want to spend time with the landlady today?\Then you should've just gone to the play with her.\Well, there's the shop...\And I guess you can't leave me in charge, huh?\I'm not interested in theater, anyway.\Besides, the small theater troupe Aki-chan went to see today\only does horror shows.\And their lead actress always acts so realistically response:	that a lot of people say they can't sleep the night after seeing her.
context: Then you should've just gone to the play with her.\Well, there's the shop...\And I guess you can't leave me in charge, huh?\I'm not interested in theater, anyway.\Besides, the small theater troupe Aki-chan went to see today\only does horror shows.\And their lead actress always acts so realistically\that a lot of people say they can't sleep the night after seeing her. response:	Wow, you know a lot about it, huh, Mayu-chan?
context: Well, there's the shop...\And I guess you can't leave me in charge, huh?\I'm not interested in theater, anyway.\Besides, the small theater troupe Aki-chan went to see today\only does horror shows.\And their lead actress always acts so realistically\that a lot of people say they can't sleep the night after seeing her.\Wow, you know a lot about it, huh, Mayu-chan? response:	I-I do not!
context: And I guess you can't leave me in charge, huh?\I'm not interested in theater, anyway.\Besides, the small theater troupe Aki-chan went to see today\only does horror shows.\And their lead actress always acts so realistically\that a lot of people say they can't sleep the night after seeing her.\Wow, you know a lot about it, huh, Mayu-chan?\I-I do not! response:	I just got curious and looked into it a little!
context: I'm not interested in theater, anyway.\Besides, the small theater troupe Aki-chan went to see today\only does horror shows.\And their lead actress always acts so realistically\that a lot of people say they can't sleep the night after seeing her.\Wow, you know a lot about it, huh, Mayu-chan?\I-I do not!\I just got curious and looked into it a little! response:	Isn't that what they call being interested?
context: Besides, the small theater troupe Aki-chan went to see today\only does horror shows.\And their lead actress always acts so realistically\that a lot of people say they can't sleep the night after seeing her.\Wow, you know a lot about it, huh, Mayu-chan?\I-I do not!\I just got curious and looked into it a little!\Isn't that what they call being interested? response:	If I had to say whether I'm interested or not, maybe I am...
context: only does horror shows.\And their lead actress always acts so realistically\that a lot of people say they can't sleep the night after seeing her.\Wow, you know a lot about it, huh, Mayu-chan?\I-I do not!\I just got curious and looked into it a little!\Isn't that what they call being interested?\If I had to say whether I'm interested or not, maybe I am... response:	But theater is all Aki-chan ever talks about.
context: And their lead actress always acts so realistically\that a lot of people say they can't sleep the night after seeing her.\Wow, you know a lot about it, huh, Mayu-chan?\I-I do not!\I just got curious and looked into it a little!\Isn't that what they call being interested?\If I had to say whether I'm interested or not, maybe I am...\But theater is all Aki-chan ever talks about. response:	Maybe you're just at a difficult age.
context: that a lot of people say they can't sleep the night after seeing her.\Wow, you know a lot about it, huh, Mayu-chan?\I-I do not!\I just got curious and looked into it a little!\Isn't that what they call being interested?\If I had to say whether I'm interested or not, maybe I am...\But theater is all Aki-chan ever talks about.\Maybe you're just at a difficult age. response:	I told you not to treat me like a baby!
context: Wow, you know a lot about it, huh, Mayu-chan?\I-I do not!\I just got curious and looked into it a little!\Isn't that what they call being interested?\If I had to say whether I'm interested or not, maybe I am...\But theater is all Aki-chan ever talks about.\Maybe you're just at a difficult age.\I told you not to treat me like a baby! response:	Something smells tasty.
context: I-I do not!\I just got curious and looked into it a little!\Isn't that what they call being interested?\If I had to say whether I'm interested or not, maybe I am...\But theater is all Aki-chan ever talks about.\Maybe you're just at a difficult age.\I told you not to treat me like a baby!\Something smells tasty. response:	Is that lunch?
context: I just got curious and looked into it a little!\Isn't that what they call being interested?\If I had to say whether I'm interested or not, maybe I am...\But theater is all Aki-chan ever talks about.\Maybe you're just at a difficult age.\I told you not to treat me like a baby!\Something smells tasty.\Is that lunch? response:	Sorry it's a little late.
context: Isn't that what they call being interested?\If I had to say whether I'm interested or not, maybe I am...\But theater is all Aki-chan ever talks about.\Maybe you're just at a difficult age.\I told you not to treat me like a baby!\Something smells tasty.\Is that lunch?\Sorry it's a little late. response:	Let's have lunch.
context: If I had to say whether I'm interested or not, maybe I am...\But theater is all Aki-chan ever talks about.\Maybe you're just at a difficult age.\I told you not to treat me like a baby!\Something smells tasty.\Is that lunch?\Sorry it's a little late.\Let's have lunch. response:	Don't mind if I do!
context: But theater is all Aki-chan ever talks about.\Maybe you're just at a difficult age.\I told you not to treat me like a baby!\Something smells tasty.\Is that lunch?\Sorry it's a little late.\Let's have lunch.\Don't mind if I do! response:	By the way, what were you having so much fun talking about?
context: Maybe you're just at a difficult age.\I told you not to treat me like a baby!\Something smells tasty.\Is that lunch?\Sorry it's a little late.\Let's have lunch.\Don't mind if I do!\By the way, what were you having so much fun talking about? response:	Oh, you could hear us?
context: I told you not to treat me like a baby!\Something smells tasty.\Is that lunch?\Sorry it's a little late.\Let's have lunch.\Don't mind if I do!\By the way, what were you having so much fun talking about?\Oh, you could hear us? response:	Just faintly.
context: Something smells tasty.\Is that lunch?\Sorry it's a little late.\Let's have lunch.\Don't mind if I do!\By the way, what were you having so much fun talking about?\Oh, you could hear us?\Just faintly. response:	Well... um...
context: Is that lunch?\Sorry it's a little late.\Let's have lunch.\Don't mind if I do!\By the way, what were you having so much fun talking about?\Oh, you could hear us?\Just faintly.\Well... um... response:	The landlady is infatuated with theater,
context: Sorry it's a little late.\Let's have lunch.\Don't mind if I do!\By the way, what were you having so much fun talking about?\Oh, you could hear us?\Just faintly.\Well... um...\The landlady is infatuated with theater, response:	and, um... Mayu-chan wanted to get some ice cream by the station,
context: Let's have lunch.\Don't mind if I do!\By the way, what were you having so much fun talking about?\Oh, you could hear us?\Just faintly.\Well... um...\The landlady is infatuated with theater,\and, um... Mayu-chan wanted to get some ice cream by the station, response:	and Mayu-chan isn't interested in theater...
context: Don't mind if I do!\By the way, what were you having so much fun talking about?\Oh, you could hear us?\Just faintly.\Well... um...\The landlady is infatuated with theater,\and, um... Mayu-chan wanted to get some ice cream by the station,\and Mayu-chan isn't interested in theater... response:	Huh? I'm not really sure anymore...
context: By the way, what were you having so much fun talking about?\Oh, you could hear us?\Just faintly.\Well... um...\The landlady is infatuated with theater,\and, um... Mayu-chan wanted to get some ice cream by the station,\and Mayu-chan isn't interested in theater...\Huh? I'm not really sure anymore... response:	Hey! You don't have to talk about that!
context: Oh, you could hear us?\Just faintly.\Well... um...\The landlady is infatuated with theater,\and, um... Mayu-chan wanted to get some ice cream by the station,\and Mayu-chan isn't interested in theater...\Huh? I'm not really sure anymore...\Hey! You don't have to talk about that! response:	Hmm...
context: Just faintly.\Well... um...\The landlady is infatuated with theater,\and, um... Mayu-chan wanted to get some ice cream by the station,\and Mayu-chan isn't interested in theater...\Huh? I'm not really sure anymore...\Hey! You don't have to talk about that!\Hmm... response:	So basically, she's jealous of theater because the landlady never has time for her, right?
context: Well... um...\The landlady is infatuated with theater,\and, um... Mayu-chan wanted to get some ice cream by the station,\and Mayu-chan isn't interested in theater...\Huh? I'm not really sure anymore...\Hey! You don't have to talk about that!\Hmm...\So basically, she's jealous of theater because the landlady never has time for her, right? response:	What? Really?
