context: But this response:	Initiating docking procedures.
context: He is right.\If the outcome will not change\then I how can I die without giving it my all?\Bang, get down!\Oh.\I will no longer think about failure or repercussions!\I will just pour everything I have\into one last shot! response:	Dammit, it is not working!
context: If the outcome will not change\then I how can I die without giving it my all?\Bang, get down!\Oh.\I will no longer think about failure or repercussions!\I will just pour everything I have\into one last shot!\Dammit, it is not working! response:	No! I think I see the meteor being pushed back.
context: then I how can I die without giving it my all?\Bang, get down!\Oh.\I will no longer think about failure or repercussions!\I will just pour everything I have\into one last shot!\Dammit, it is not working!\No! I think I see the meteor being pushed back. response:	Really?
context: Bang, get down!\Oh.\I will no longer think about failure or repercussions!\I will just pour everything I have\into one last shot!\Dammit, it is not working!\No! I think I see the meteor being pushed back.\Really? response:	Oh, no. It was just my imagination.
context: Oh.\I will no longer think about failure or repercussions!\I will just pour everything I have\into one last shot!\Dammit, it is not working!\No! I think I see the meteor being pushed back.\Really?\Oh, no. It was just my imagination. response:	You old fool!
context: I will no longer think about failure or repercussions!\I will just pour everything I have\into one last shot!\Dammit, it is not working!\No! I think I see the meteor being pushed back.\Really?\Oh, no. It was just my imagination.\You old fool! response:	So thiswill be my grave.
context: I will just pour everything I have\into one last shot!\Dammit, it is not working!\No! I think I see the meteor being pushed back.\Really?\Oh, no. It was just my imagination.\You old fool!\So thiswill be my grave. response:	Nine more seconds.
context: into one last shot!\Dammit, it is not working!\No! I think I see the meteor being pushed back.\Really?\Oh, no. It was just my imagination.\You old fool!\So thiswill be my grave.\Nine more seconds. response:	Get out of here, Bang.
context: Dammit, it is not working!\No! I think I see the meteor being pushed back.\Really?\Oh, no. It was just my imagination.\You old fool!\So thiswill be my grave.\Nine more seconds.\Get out of here, Bang. response:	Old man, take care of Genos.
context: No! I think I see the meteor being pushed back.\Really?\Oh, no. It was just my imagination.\You old fool!\So thiswill be my grave.\Nine more seconds.\Get out of here, Bang.\Old man, take care of Genos. response:	Whowho are you?
context: Really?\Oh, no. It was just my imagination.\You old fool!\So thiswill be my grave.\Nine more seconds.\Get out of here, Bang.\Old man, take care of Genos.\Whowho are you? response:	I'm a hero.
context: Oh, no. It was just my imagination.\You old fool!\So thiswill be my grave.\Nine more seconds.\Get out of here, Bang.\Old man, take care of Genos.\Whowho are you?\I'm a hero. response:	Master?!
context: You old fool!\So thiswill be my grave.\Nine more seconds.\Get out of here, Bang.\Old man, take care of Genos.\Whowho are you?\I'm a hero.\Master?! response:	You're not
context: So thiswill be my grave.\Nine more seconds.\Get out of here, Bang.\Old man, take care of Genos.\Whowho are you?\I'm a hero.\Master?!\You're not response:	gonna fall
context: Nine more seconds.\Get out of here, Bang.\Old man, take care of Genos.\Whowho are you?\I'm a hero.\Master?!\You're not\gonna fall response:	on my town!
context: Get out of here, Bang.\Old man, take care of Genos.\Whowho are you?\I'm a hero.\Master?!\You're not\gonna fall\on my town! response:	He shattered it!
context: Old man, take care of Genos.\Whowho are you?\I'm a hero.\Master?!\You're not\gonna fall\on my town!\He shattered it! response:	Unbelievable!
context: Whowho are you?\I'm a hero.\Master?!\You're not\gonna fall\on my town!\He shattered it!\Unbelievable! response:	But
context: I'm a hero.\Master?!\You're not\gonna fall\on my town!\He shattered it!\Unbelievable!\But response:	It's collapsing!
context: Master?!\You're not\gonna fall\on my town!\He shattered it!\Unbelievable!\But\It's collapsing! response:	It's not just this building.
context: You're not\gonna fall\on my town!\He shattered it!\Unbelievable!\But\It's collapsing!\It's not just this building. response:	The destruction is spreading through the whole city.
context: gonna fall\on my town!\He shattered it!\Unbelievable!\But\It's collapsing!\It's not just this building.\The destruction is spreading through the whole city. response:	Guess that settles that.
context: on my town!\He shattered it!\Unbelievable!\But\It's collapsing!\It's not just this building.\The destruction is spreading through the whole city.\Guess that settles that. response:	THREE DAYS LATER
context: He shattered it!\Unbelievable!\But\It's collapsing!\It's not just this building.\The destruction is spreading through the whole city.\Guess that settles that.\THREE DAYS LATER response:	Although City Z was able to avoid total destruction,
context: Unbelievable!\But\It's collapsing!\It's not just this building.\The destruction is spreading through the whole city.\Guess that settles that.\THREE DAYS LATER\Although City Z was able to avoid total destruction, response:	the city was still devastated,
context: But\It's collapsing!\It's not just this building.\The destruction is spreading through the whole city.\Guess that settles that.\THREE DAYS LATER\Although City Z was able to avoid total destruction,\the city was still devastated, response:	with the effects of the meteor fragments visible everywhere.
context: It's collapsing!\It's not just this building.\The destruction is spreading through the whole city.\Guess that settles that.\THREE DAYS LATER\Although City Z was able to avoid total destruction,\the city was still devastated,\with the effects of the meteor fragments visible everywhere. response:	If only the Hero Association had called
context: It's not just this building.\The destruction is spreading through the whole city.\Guess that settles that.\THREE DAYS LATER\Although City Z was able to avoid total destruction,\the city was still devastated,\with the effects of the meteor fragments visible everywhere.\If only the Hero Association had called response:	you to help instead of me, Master.
context: The destruction is spreading through the whole city.\Guess that settles that.\THREE DAYS LATER\Although City Z was able to avoid total destruction,\the city was still devastated,\with the effects of the meteor fragments visible everywhere.\If only the Hero Association had called\you to help instead of me, Master. response:	If you had worked with Metal Knight,
context: Guess that settles that.\THREE DAYS LATER\Although City Z was able to avoid total destruction,\the city was still devastated,\with the effects of the meteor fragments visible everywhere.\If only the Hero Association had called\you to help instead of me, Master.\If you had worked with Metal Knight, response:	the damage could have been minimized.
context: THREE DAYS LATER\Although City Z was able to avoid total destruction,\the city was still devastated,\with the effects of the meteor fragments visible everywhere.\If only the Hero Association had called\you to help instead of me, Master.\If you had worked with Metal Knight,\the damage could have been minimized. response:	But that Metal Knight guy
context: Although City Z was able to avoid total destruction,\the city was still devastated,\with the effects of the meteor fragments visible everywhere.\If only the Hero Association had called\you to help instead of me, Master.\If you had worked with Metal Knight,\the damage could have been minimized.\But that Metal Knight guy response:	wasn't interested in helping, right?
context: the city was still devastated,\with the effects of the meteor fragments visible everywhere.\If only the Hero Association had called\you to help instead of me, Master.\If you had worked with Metal Knight,\the damage could have been minimized.\But that Metal Knight guy\wasn't interested in helping, right? response:	So stop worrying about it.
context: with the effects of the meteor fragments visible everywhere.\If only the Hero Association had called\you to help instead of me, Master.\If you had worked with Metal Knight,\the damage could have been minimized.\But that Metal Knight guy\wasn't interested in helping, right?\So stop worrying about it. response:	I think we kept the damage to a minimum.
context: If only the Hero Association had called\you to help instead of me, Master.\If you had worked with Metal Knight,\the damage could have been minimized.\But that Metal Knight guy\wasn't interested in helping, right?\So stop worrying about it.\I think we kept the damage to a minimum. response:	After all, no one died.
context: you to help instead of me, Master.\If you had worked with Metal Knight,\the damage could have been minimized.\But that Metal Knight guy\wasn't interested in helping, right?\So stop worrying about it.\I think we kept the damage to a minimum.\After all, no one died. response:	He is right.
context: If you had worked with Metal Knight,\the damage could have been minimized.\But that Metal Knight guy\wasn't interested in helping, right?\So stop worrying about it.\I think we kept the damage to a minimum.\After all, no one died.\He is right. response:	Master's punch killed the meteor's momentum.
context: the damage could have been minimized.\But that Metal Knight guy\wasn't interested in helping, right?\So stop worrying about it.\I think we kept the damage to a minimum.\After all, no one died.\He is right.\Master's punch killed the meteor's momentum. response:	Theoretically, the shockwaves from the meteor
context: But that Metal Knight guy\wasn't interested in helping, right?\So stop worrying about it.\I think we kept the damage to a minimum.\After all, no one died.\He is right.\Master's punch killed the meteor's momentum.\Theoretically, the shockwaves from the meteor response:	would have annihilated everything.
context: wasn't interested in helping, right?\So stop worrying about it.\I think we kept the damage to a minimum.\After all, no one died.\He is right.\Master's punch killed the meteor's momentum.\Theoretically, the shockwaves from the meteor\would have annihilated everything. response:	Stopping it was nothing short of a miracle.
context: So stop worrying about it.\I think we kept the damage to a minimum.\After all, no one died.\He is right.\Master's punch killed the meteor's momentum.\Theoretically, the shockwaves from the meteor\would have annihilated everything.\Stopping it was nothing short of a miracle. response:	I would not be surprised
context: I think we kept the damage to a minimum.\After all, no one died.\He is right.\Master's punch killed the meteor's momentum.\Theoretically, the shockwaves from the meteor\would have annihilated everything.\Stopping it was nothing short of a miracle.\I would not be surprised response:	if people talk about Master for years to come,
context: After all, no one died.\He is right.\Master's punch killed the meteor's momentum.\Theoretically, the shockwaves from the meteor\would have annihilated everything.\Stopping it was nothing short of a miracle.\I would not be surprised\if people talk about Master for years to come, response:	praising him as a man of courage.
context: He is right.\Master's punch killed the meteor's momentum.\Theoretically, the shockwaves from the meteor\would have annihilated everything.\Stopping it was nothing short of a miracle.\I would not be surprised\if people talk about Master for years to come,\praising him as a man of courage. response:	But Master has no idea.
context: Master's punch killed the meteor's momentum.\Theoretically, the shockwaves from the meteor\would have annihilated everything.\Stopping it was nothing short of a miracle.\I would not be surprised\if people talk about Master for years to come,\praising him as a man of courage.\But Master has no idea. response:	Some of the public is even making him out to be the bad guy
context: Theoretically, the shockwaves from the meteor\would have annihilated everything.\Stopping it was nothing short of a miracle.\I would not be surprised\if people talk about Master for years to come,\praising him as a man of courage.\But Master has no idea.\Some of the public is even making him out to be the bad guy response:	for causing the partial destruction of City Z.
context: would have annihilated everything.\Stopping it was nothing short of a miracle.\I would not be surprised\if people talk about Master for years to come,\praising him as a man of courage.\But Master has no idea.\Some of the public is even making him out to be the bad guy\for causing the partial destruction of City Z. response:	No, I should not mention it.
context: Stopping it was nothing short of a miracle.\I would not be surprised\if people talk about Master for years to come,\praising him as a man of courage.\But Master has no idea.\Some of the public is even making him out to be the bad guy\for causing the partial destruction of City Z.\No, I should not mention it. response:	By the way,
context: I would not be surprised\if people talk about Master for years to come,\praising him as a man of courage.\But Master has no idea.\Some of the public is even making him out to be the bad guy\for causing the partial destruction of City Z.\No, I should not mention it.\By the way, response:	do you think we moved up in ranking?
context: if people talk about Master for years to come,\praising him as a man of courage.\But Master has no idea.\Some of the public is even making him out to be the bad guy\for causing the partial destruction of City Z.\No, I should not mention it.\By the way,\do you think we moved up in ranking? response:	Yes, we did.
context: praising him as a man of courage.\But Master has no idea.\Some of the public is even making him out to be the bad guy\for causing the partial destruction of City Z.\No, I should not mention it.\By the way,\do you think we moved up in ranking?\Yes, we did. response:	I went from Class S rank 17 to 16.
context: But Master has no idea.\Some of the public is even making him out to be the bad guy\for causing the partial destruction of City Z.\No, I should not mention it.\By the way,\do you think we moved up in ranking?\Yes, we did.\I went from Class S rank 17 to 16. response:	Metal Knight also moved up from rank 7 to 6.
context: Some of the public is even making him out to be the bad guy\for causing the partial destruction of City Z.\No, I should not mention it.\By the way,\do you think we moved up in ranking?\Yes, we did.\I went from Class S rank 17 to 16.\Metal Knight also moved up from rank 7 to 6. response:	Master, you shot up from Class C rank 342 to 5.
context: for causing the partial destruction of City Z.\No, I should not mention it.\By the way,\do you think we moved up in ranking?\Yes, we did.\I went from Class S rank 17 to 16.\Metal Knight also moved up from rank 7 to 6.\Master, you shot up from Class C rank 342 to 5. response:	Number 5?!
context: No, I should not mention it.\By the way,\do you think we moved up in ranking?\Yes, we did.\I went from Class S rank 17 to 16.\Metal Knight also moved up from rank 7 to 6.\Master, you shot up from Class C rank 342 to 5.\Number 5?! response:	From 342 to 5?
context: By the way,\do you think we moved up in ranking?\Yes, we did.\I went from Class S rank 17 to 16.\Metal Knight also moved up from rank 7 to 6.\Master, you shot up from Class C rank 342 to 5.\Number 5?!\From 342 to 5? response:	What the hell?! That's crazy!
context: do you think we moved up in ranking?\Yes, we did.\I went from Class S rank 17 to 16.\Metal Knight also moved up from rank 7 to 6.\Master, you shot up from Class C rank 342 to 5.\Number 5?!\From 342 to 5?\What the hell?! That's crazy! response:	Not at all.
context: Yes, we did.\I went from Class S rank 17 to 16.\Metal Knight also moved up from rank 7 to 6.\Master, you shot up from Class C rank 342 to 5.\Number 5?!\From 342 to 5?\What the hell?! That's crazy!\Not at all. response:	Your performance was worthy of Class A or even Class S.
context: I went from Class S rank 17 to 16.\Metal Knight also moved up from rank 7 to 6.\Master, you shot up from Class C rank 342 to 5.\Number 5?!\From 342 to 5?\What the hell?! That's crazy!\Not at all.\Your performance was worthy of Class A or even Class S. response:	After all, it was threat level Dragon.
context: Metal Knight also moved up from rank 7 to 6.\Master, you shot up from Class C rank 342 to 5.\Number 5?!\From 342 to 5?\What the hell?! That's crazy!\Not at all.\Your performance was worthy of Class A or even Class S.\After all, it was threat level Dragon. response:	Yeah?
context: Master, you shot up from Class C rank 342 to 5.\Number 5?!\From 342 to 5?\What the hell?! That's crazy!\Not at all.\Your performance was worthy of Class A or even Class S.\After all, it was threat level Dragon.\Yeah? response:	If there had been no damage,
context: Number 5?!\From 342 to 5?\What the hell?! That's crazy!\Not at all.\Your performance was worthy of Class A or even Class S.\After all, it was threat level Dragon.\Yeah?\If there had been no damage, response:	I am sure you would be at Class S rank 5.
context: From 342 to 5?\What the hell?! That's crazy!\Not at all.\Your performance was worthy of Class A or even Class S.\After all, it was threat level Dragon.\Yeah?\If there had been no damage,\I am sure you would be at Class S rank 5. response:	Smashing the meteor alone was worthy of Class A.
context: What the hell?! That's crazy!\Not at all.\Your performance was worthy of Class A or even Class S.\After all, it was threat level Dragon.\Yeah?\If there had been no damage,\I am sure you would be at Class S rank 5.\Smashing the meteor alone was worthy of Class A. response:	But I think the Hero Association assumed that
context: Not at all.\Your performance was worthy of Class A or even Class S.\After all, it was threat level Dragon.\Yeah?\If there had been no damage,\I am sure you would be at Class S rank 5.\Smashing the meteor alone was worthy of Class A.\But I think the Hero Association assumed that response:	Metal Knight and I played a big role.
context: Your performance was worthy of Class A or even Class S.\After all, it was threat level Dragon.\Yeah?\If there had been no damage,\I am sure you would be at Class S rank 5.\Smashing the meteor alone was worthy of Class A.\But I think the Hero Association assumed that\Metal Knight and I played a big role. response:	By the way, they always report threat levels
context: After all, it was threat level Dragon.\Yeah?\If there had been no damage,\I am sure you would be at Class S rank 5.\Smashing the meteor alone was worthy of Class A.\But I think the Hero Association assumed that\Metal Knight and I played a big role.\By the way, they always report threat levels response:	as demon or tiger or whatever.
context: Yeah?\If there had been no damage,\I am sure you would be at Class S rank 5.\Smashing the meteor alone was worthy of Class A.\But I think the Hero Association assumed that\Metal Knight and I played a big role.\By the way, they always report threat levels\as demon or tiger or whatever. response:	Does all that mean anything?
context: If there had been no damage,\I am sure you would be at Class S rank 5.\Smashing the meteor alone was worthy of Class A.\But I think the Hero Association assumed that\Metal Knight and I played a big role.\By the way, they always report threat levels\as demon or tiger or whatever.\Does all that mean anything? response:	It does
context: I am sure you would be at Class S rank 5.\Smashing the meteor alone was worthy of Class A.\But I think the Hero Association assumed that\Metal Knight and I played a big role.\By the way, they always report threat levels\as demon or tiger or whatever.\Does all that mean anything?\It does response:	Tiger: A crisis threatening massive loss of life.
context: Smashing the meteor alone was worthy of Class A.\But I think the Hero Association assumed that\Metal Knight and I played a big role.\By the way, they always report threat levels\as demon or tiger or whatever.\Does all that mean anything?\It does\Tiger: A crisis threatening massive loss of life. response:	Demon: A crisis threatening to halt the functioning of an entire city,
context: But I think the Hero Association assumed that\Metal Knight and I played a big role.\By the way, they always report threat levels\as demon or tiger or whatever.\Does all that mean anything?\It does\Tiger: A crisis threatening massive loss of life.\Demon: A crisis threatening to halt the functioning of an entire city, response:	or its destruction.
context: Metal Knight and I played a big role.\By the way, they always report threat levels\as demon or tiger or whatever.\Does all that mean anything?\It does\Tiger: A crisis threatening massive loss of life.\Demon: A crisis threatening to halt the functioning of an entire city,\or its destruction. response:	Dragon: A crisis threatening the destruction of multiple cities.
context: By the way, they always report threat levels\as demon or tiger or whatever.\Does all that mean anything?\It does\Tiger: A crisis threatening massive loss of life.\Demon: A crisis threatening to halt the functioning of an entire city,\or its destruction.\Dragon: A crisis threatening the destruction of multiple cities. response:	God: A crisis threatening human extinction.
context: as demon or tiger or whatever.\Does all that mean anything?\It does\Tiger: A crisis threatening massive loss of life.\Demon: A crisis threatening to halt the functioning of an entire city,\or its destruction.\Dragon: A crisis threatening the destruction of multiple cities.\God: A crisis threatening human extinction. response:	GUIDE TO THREAT LEVELS WowI had no idea.
context: Does all that mean anything?\It does\Tiger: A crisis threatening massive loss of life.\Demon: A crisis threatening to halt the functioning of an entire city,\or its destruction.\Dragon: A crisis threatening the destruction of multiple cities.\God: A crisis threatening human extinction.\GUIDE TO THREAT LEVELS WowI had no idea. response:	I believe heroes often consider threat levels
context: It does\Tiger: A crisis threatening massive loss of life.\Demon: A crisis threatening to halt the functioning of an entire city,\or its destruction.\Dragon: A crisis threatening the destruction of multiple cities.\God: A crisis threatening human extinction.\GUIDE TO THREAT LEVELS WowI had no idea.\I believe heroes often consider threat levels response:	when deciding to respond or not.
context: Tiger: A crisis threatening massive loss of life.\Demon: A crisis threatening to halt the functioning of an entire city,\or its destruction.\Dragon: A crisis threatening the destruction of multiple cities.\God: A crisis threatening human extinction.\GUIDE TO THREAT LEVELS WowI had no idea.\I believe heroes often consider threat levels\when deciding to respond or not. response:	But I guess they do not matter to you.
context: Demon: A crisis threatening to halt the functioning of an entire city,\or its destruction.\Dragon: A crisis threatening the destruction of multiple cities.\God: A crisis threatening human extinction.\GUIDE TO THREAT LEVELS WowI had no idea.\I believe heroes often consider threat levels\when deciding to respond or not.\But I guess they do not matter to you. response:	Well, of course not.
context: or its destruction.\Dragon: A crisis threatening the destruction of multiple cities.\God: A crisis threatening human extinction.\GUIDE TO THREAT LEVELS WowI had no idea.\I believe heroes often consider threat levels\when deciding to respond or not.\But I guess they do not matter to you.\Well, of course not. response:	If the heroes run away, who's left to help?
context: Dragon: A crisis threatening the destruction of multiple cities.\God: A crisis threatening human extinction.\GUIDE TO THREAT LEVELS WowI had no idea.\I believe heroes often consider threat levels\when deciding to respond or not.\But I guess they do not matter to you.\Well, of course not.\If the heroes run away, who's left to help? response:	What are you doing?
context: God: A crisis threatening human extinction.\GUIDE TO THREAT LEVELS WowI had no idea.\I believe heroes often consider threat levels\when deciding to respond or not.\But I guess they do not matter to you.\Well, of course not.\If the heroes run away, who's left to help?\What are you doing? response:	I must record your words.
context: GUIDE TO THREAT LEVELS WowI had no idea.\I believe heroes often consider threat levels\when deciding to respond or not.\But I guess they do not matter to you.\Well, of course not.\If the heroes run away, who's left to help?\What are you doing?\I must record your words. response:	Anyway, it wasn't all that much for such a huge jump in rank
context: I believe heroes often consider threat levels\when deciding to respond or not.\But I guess they do not matter to you.\Well, of course not.\If the heroes run away, who's left to help?\What are you doing?\I must record your words.\Anyway, it wasn't all that much for such a huge jump in rank response:	All right.
context: when deciding to respond or not.\But I guess they do not matter to you.\Well, of course not.\If the heroes run away, who's left to help?\What are you doing?\I must record your words.\Anyway, it wasn't all that much for such a huge jump in rank\All right. response:	I'll be out for a bit.
context: But I guess they do not matter to you.\Well, of course not.\If the heroes run away, who's left to help?\What are you doing?\I must record your words.\Anyway, it wasn't all that much for such a huge jump in rank\All right.\I'll be out for a bit. response:	You are going out, Master?
context: Well, of course not.\If the heroes run away, who's left to help?\What are you doing?\I must record your words.\Anyway, it wasn't all that much for such a huge jump in rank\All right.\I'll be out for a bit.\You are going out, Master? response:	I will come with you.
context: If the heroes run away, who's left to help?\What are you doing?\I must record your words.\Anyway, it wasn't all that much for such a huge jump in rank\All right.\I'll be out for a bit.\You are going out, Master?\I will come with you. response:	You stay here.
context: What are you doing?\I must record your words.\Anyway, it wasn't all that much for such a huge jump in rank\All right.\I'll be out for a bit.\You are going out, Master?\I will come with you.\You stay here. response:	If something happens, you'll get all the credit again.
context: I must record your words.\Anyway, it wasn't all that much for such a huge jump in rank\All right.\I'll be out for a bit.\You are going out, Master?\I will come with you.\You stay here.\If something happens, you'll get all the credit again. response:	This place has been wrecked
context: Anyway, it wasn't all that much for such a huge jump in rank\All right.\I'll be out for a bit.\You are going out, Master?\I will come with you.\You stay here.\If something happens, you'll get all the credit again.\This place has been wrecked response:	Oh.
context: All right.\I'll be out for a bit.\You are going out, Master?\I will come with you.\You stay here.\If something happens, you'll get all the credit again.\This place has been wrecked\Oh. response:	My favorite supermarket got smashed.
context: I'll be out for a bit.\You are going out, Master?\I will come with you.\You stay here.\If something happens, you'll get all the credit again.\This place has been wrecked\Oh.\My favorite supermarket got smashed. response:	And the crappy apartment building I got kicked out of is
context: You are going out, Master?\I will come with you.\You stay here.\If something happens, you'll get all the credit again.\This place has been wrecked\Oh.\My favorite supermarket got smashed.\And the crappy apartment building I got kicked out of is response:	Just finedamn.
context: I will come with you.\You stay here.\If something happens, you'll get all the credit again.\This place has been wrecked\Oh.\My favorite supermarket got smashed.\And the crappy apartment building I got kicked out of is\Just finedamn. response:	Hey.
context: You stay here.\If something happens, you'll get all the credit again.\This place has been wrecked\Oh.\My favorite supermarket got smashed.\And the crappy apartment building I got kicked out of is\Just finedamn.\Hey. response:	You cheating bastard.
context: If something happens, you'll get all the credit again.\This place has been wrecked\Oh.\My favorite supermarket got smashed.\And the crappy apartment building I got kicked out of is\Just finedamn.\Hey.\You cheating bastard. response:	Uhwho are you?
context: This place has been wrecked\Oh.\My favorite supermarket got smashed.\And the crappy apartment building I got kicked out of is\Just finedamn.\Hey.\You cheating bastard.\Uhwho are you? response:	You know damn well I'm Tank-top Tiger!
context: Oh.\My favorite supermarket got smashed.\And the crappy apartment building I got kicked out of is\Just finedamn.\Hey.\You cheating bastard.\Uhwho are you?\You know damn well I'm Tank-top Tiger! response:	Brother!
context: My favorite supermarket got smashed.\And the crappy apartment building I got kicked out of is\Just finedamn.\Hey.\You cheating bastard.\Uhwho are you?\You know damn well I'm Tank-top Tiger!\Brother! response:	It's that guy!
context: And the crappy apartment building I got kicked out of is\Just finedamn.\Hey.\You cheating bastard.\Uhwho are you?\You know damn well I'm Tank-top Tiger!\Brother!\It's that guy! response:	Seriously, who is this guy?
context: Just finedamn.\Hey.\You cheating bastard.\Uhwho are you?\You know damn well I'm Tank-top Tiger!\Brother!\It's that guy!\Seriously, who is this guy? response:	You called me, little bro?
context: Hey.\You cheating bastard.\Uhwho are you?\You know damn well I'm Tank-top Tiger!\Brother!\It's that guy!\Seriously, who is this guy?\You called me, little bro? response:	Brother!
context: You cheating bastard.\Uhwho are you?\You know damn well I'm Tank-top Tiger!\Brother!\It's that guy!\Seriously, who is this guy?\You called me, little bro?\Brother! response:	The hero Tank-top Black Hole
context: Uhwho are you?\You know damn well I'm Tank-top Tiger!\Brother!\It's that guy!\Seriously, who is this guy?\You called me, little bro?\Brother!\The hero Tank-top Black Hole response:	is here!
context: You know damn well I'm Tank-top Tiger!\Brother!\It's that guy!\Seriously, who is this guy?\You called me, little bro?\Brother!\The hero Tank-top Black Hole\is here! response:	So you're the fraud who takes credit for work done
context: Brother!\It's that guy!\Seriously, who is this guy?\You called me, little bro?\Brother!\The hero Tank-top Black Hole\is here!\So you're the fraud who takes credit for work done response:	by Class S heroes in order to jump the rankings?
context: It's that guy!\Seriously, who is this guy?\You called me, little bro?\Brother!\The hero Tank-top Black Hole\is here!\So you're the fraud who takes credit for work done\by Class S heroes in order to jump the rankings? response:	What the?
context: Seriously, who is this guy?\You called me, little bro?\Brother!\The hero Tank-top Black Hole\is here!\So you're the fraud who takes credit for work done\by Class S heroes in order to jump the rankings?\What the? response:	No one could move up to number five so quickly
context: You called me, little bro?\Brother!\The hero Tank-top Black Hole\is here!\So you're the fraud who takes credit for work done\by Class S heroes in order to jump the rankings?\What the?\No one could move up to number five so quickly response:	without cheating.
context: Brother!\The hero Tank-top Black Hole\is here!\So you're the fraud who takes credit for work done\by Class S heroes in order to jump the rankings?\What the?\No one could move up to number five so quickly\without cheating. response:	What do you guys want?
context: The hero Tank-top Black Hole\is here!\So you're the fraud who takes credit for work done\by Class S heroes in order to jump the rankings?\What the?\No one could move up to number five so quickly\without cheating.\What do you guys want? response:	Huh? Isn't that obvious?
context: is here!\So you're the fraud who takes credit for work done\by Class S heroes in order to jump the rankings?\What the?\No one could move up to number five so quickly\without cheating.\What do you guys want?\Huh? Isn't that obvious? response:	To beat you up so bad
context: So you're the fraud who takes credit for work done\by Class S heroes in order to jump the rankings?\What the?\No one could move up to number five so quickly\without cheating.\What do you guys want?\Huh? Isn't that obvious?\To beat you up so bad response:	- you'll never be able to - Hang on, little bro.
context: by Class S heroes in order to jump the rankings?\What the?\No one could move up to number five so quickly\without cheating.\What do you guys want?\Huh? Isn't that obvious?\To beat you up so bad\- you'll never be able to - Hang on, little bro. response:	Bastards like him don't learn from that kind of lesson.
context: What the?\No one could move up to number five so quickly\without cheating.\What do you guys want?\Huh? Isn't that obvious?\To beat you up so bad\- you'll never be able to - Hang on, little bro.\Bastards like him don't learn from that kind of lesson. response:	Let's make him really pay
context: No one could move up to number five so quickly\without cheating.\What do you guys want?\Huh? Isn't that obvious?\To beat you up so bad\- you'll never be able to - Hang on, little bro.\Bastards like him don't learn from that kind of lesson.\Let's make him really pay response:	with the most brutal method there is.
context: without cheating.\What do you guys want?\Huh? Isn't that obvious?\To beat you up so bad\- you'll never be able to - Hang on, little bro.\Bastards like him don't learn from that kind of lesson.\Let's make him really pay\with the most brutal method there is. response:	Are you the one?!
context: What do you guys want?\Huh? Isn't that obvious?\To beat you up so bad\- you'll never be able to - Hang on, little bro.\Bastards like him don't learn from that kind of lesson.\Let's make him really pay\with the most brutal method there is.\Are you the one?! response:	The jerk-off responsible for destroying this city?!
context: Huh? Isn't that obvious?\To beat you up so bad\- you'll never be able to - Hang on, little bro.\Bastards like him don't learn from that kind of lesson.\Let's make him really pay\with the most brutal method there is.\Are you the one?!\The jerk-off responsible for destroying this city?! response:	I get it!
context: To beat you up so bad\- you'll never be able to - Hang on, little bro.\Bastards like him don't learn from that kind of lesson.\Let's make him really pay\with the most brutal method there is.\Are you the one?!\The jerk-off responsible for destroying this city?!\I get it! response:	There are tons of people in this city who are angry with him.
context: - you'll never be able to - Hang on, little bro.\Bastards like him don't learn from that kind of lesson.\Let's make him really pay\with the most brutal method there is.\Are you the one?!\The jerk-off responsible for destroying this city?!\I get it!\There are tons of people in this city who are angry with him. response:	Unbelievable!
context: Bastards like him don't learn from that kind of lesson.\Let's make him really pay\with the most brutal method there is.\Are you the one?!\The jerk-off responsible for destroying this city?!\I get it!\There are tons of people in this city who are angry with him.\Unbelievable! response:	How can you show your face?!
context: Let's make him really pay\with the most brutal method there is.\Are you the one?!\The jerk-off responsible for destroying this city?!\I get it!\There are tons of people in this city who are angry with him.\Unbelievable!\How can you show your face?! response:	I see what he's doing.
context: with the most brutal method there is.\Are you the one?!\The jerk-off responsible for destroying this city?!\I get it!\There are tons of people in this city who are angry with him.\Unbelievable!\How can you show your face?!\I see what he's doing. response:	He's going to use their anger
context: Are you the one?!\The jerk-off responsible for destroying this city?!\I get it!\There are tons of people in this city who are angry with him.\Unbelievable!\How can you show your face?!\I see what he's doing.\He's going to use their anger response:	Do you feel nothing at the sight of this devastation?
context: The jerk-off responsible for destroying this city?!\I get it!\There are tons of people in this city who are angry with him.\Unbelievable!\How can you show your face?!\I see what he's doing.\He's going to use their anger\Do you feel nothing at the sight of this devastation? response:	to break his spirit!
context: I get it!\There are tons of people in this city who are angry with him.\Unbelievable!\How can you show your face?!\I see what he's doing.\He's going to use their anger\Do you feel nothing at the sight of this devastation?\to break his spirit! response:	You're gloating,
context: There are tons of people in this city who are angry with him.\Unbelievable!\How can you show your face?!\I see what he's doing.\He's going to use their anger\Do you feel nothing at the sight of this devastation?\to break his spirit!\You're gloating, response:	thinking you've actually saved these people!
context: Unbelievable!\How can you show your face?!\I see what he's doing.\He's going to use their anger\Do you feel nothing at the sight of this devastation?\to break his spirit!\You're gloating,\thinking you've actually saved these people! response:	Why else would you be walking around so shamelessly?
context: How can you show your face?!\I see what he's doing.\He's going to use their anger\Do you feel nothing at the sight of this devastation?\to break his spirit!\You're gloating,\thinking you've actually saved these people!\Why else would you be walking around so shamelessly? response:	Thanks to your screw up,
