context: What should I do? response:	Oh, you don't have to do anything.
context: Just watch! We'll get a standing ovation, we'll leave no one in their seats!\Director Just watch! We'll get a standing ovation, we'll leave no one in their seats!\Yuki! You understand, don't you! That's it!\I don't know if that's it.\It looks like her costume for her class's fortune telling.\Based on the answers Nagato gave to Haruhi's rapid-fire questions,\that seems to be the case.\In any case, what was she up to, walking here like that? response:	That costume is perfect for the role I have in mind.
context: Director Just watch! We'll get a standing ovation, we'll leave no one in their seats!\Yuki! You understand, don't you! That's it!\I don't know if that's it.\It looks like her costume for her class's fortune telling.\Based on the answers Nagato gave to Haruhi's rapid-fire questions,\that seems to be the case.\In any case, what was she up to, walking here like that?\That costume is perfect for the role I have in mind. response:	What do you mean, perfect?
context: Yuki! You understand, don't you! That's it!\I don't know if that's it.\It looks like her costume for her class's fortune telling.\Based on the answers Nagato gave to Haruhi's rapid-fire questions,\that seems to be the case.\In any case, what was she up to, walking here like that?\That costume is perfect for the role I have in mind.\What do you mean, perfect? response:	This!
context: I don't know if that's it.\It looks like her costume for her class's fortune telling.\Based on the answers Nagato gave to Haruhi's rapid-fire questions,\that seems to be the case.\In any case, what was she up to, walking here like that?\That costume is perfect for the role I have in mind.\What do you mean, perfect?\This! response:	Is... is this my fault?
context: It looks like her costume for her class's fortune telling.\Based on the answers Nagato gave to Haruhi's rapid-fire questions,\that seems to be the case.\In any case, what was she up to, walking here like that?\That costume is perfect for the role I have in mind.\What do you mean, perfect?\This!\Is... is this my fault? response:	Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien Is... is this my fault?
context: Based on the answers Nagato gave to Haruhi's rapid-fire questions,\that seems to be the case.\In any case, what was she up to, walking here like that?\That costume is perfect for the role I have in mind.\What do you mean, perfect?\This!\Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien Is... is this my fault? response:	Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien
context: that seems to be the case.\In any case, what was she up to, walking here like that?\That costume is perfect for the role I have in mind.\What do you mean, perfect?\This!\Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien response:	How can I put this?
context: In any case, what was she up to, walking here like that?\That costume is perfect for the role I have in mind.\What do you mean, perfect?\This!\Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien\How can I put this? response:	It's really the kind of casting I'd expect from you, Miss Suzumiya.
context: That costume is perfect for the role I have in mind.\What do you mean, perfect?\This!\Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien\How can I put this?\It's really the kind of casting I'd expect from you, Miss Suzumiya. response:	It's wonderful.
context: What do you mean, perfect?\This!\Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien\How can I put this?\It's really the kind of casting I'd expect from you, Miss Suzumiya.\It's wonderful. response:	Don't smile at me. I'll turn to stone.
context: This!\Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien\How can I put this?\It's really the kind of casting I'd expect from you, Miss Suzumiya.\It's wonderful.\Don't smile at me. I'll turn to stone. response:	I'm sorry...
context: Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien\How can I put this?\It's really the kind of casting I'd expect from you, Miss Suzumiya.\It's wonderful.\Don't smile at me. I'll turn to stone.\I'm sorry... response:	Okay, Kyon! Get those guns ready to be used by the end of the day.
context: Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien Is... is this my fault?\Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien\How can I put this?\It's really the kind of casting I'd expect from you, Miss Suzumiya.\It's wonderful.\Don't smile at me. I'll turn to stone.\I'm sorry...\Okay, Kyon! Get those guns ready to be used by the end of the day. response:	We're going to start shooting tomorrow, after all.
context: Mikuru - Fighting waitress from the future Koizumi - Teenage esper Yuki - Evil alien\How can I put this?\It's really the kind of casting I'd expect from you, Miss Suzumiya.\It's wonderful.\Don't smile at me. I'll turn to stone.\I'm sorry...\Okay, Kyon! Get those guns ready to be used by the end of the day.\We're going to start shooting tomorrow, after all. response:	Oh, you have to learn how to handle a camera, got it?
context: How can I put this?\It's really the kind of casting I'd expect from you, Miss Suzumiya.\It's wonderful.\Don't smile at me. I'll turn to stone.\I'm sorry...\Okay, Kyon! Get those guns ready to be used by the end of the day.\We're going to start shooting tomorrow, after all.\Oh, you have to learn how to handle a camera, got it? response:	Do you think we're going to have any particular problems?
context: It's really the kind of casting I'd expect from you, Miss Suzumiya.\It's wonderful.\Don't smile at me. I'll turn to stone.\I'm sorry...\Okay, Kyon! Get those guns ready to be used by the end of the day.\We're going to start shooting tomorrow, after all.\Oh, you have to learn how to handle a camera, got it?\Do you think we're going to have any particular problems? response:	Have we ever NOT had any problems with anything she's done?
context: It's wonderful.\Don't smile at me. I'll turn to stone.\I'm sorry...\Okay, Kyon! Get those guns ready to be used by the end of the day.\We're going to start shooting tomorrow, after all.\Oh, you have to learn how to handle a camera, got it?\Do you think we're going to have any particular problems?\Have we ever NOT had any problems with anything she's done? response:	Don't make me laugh.
context: Don't smile at me. I'll turn to stone.\I'm sorry...\Okay, Kyon! Get those guns ready to be used by the end of the day.\We're going to start shooting tomorrow, after all.\Oh, you have to learn how to handle a camera, got it?\Do you think we're going to have any particular problems?\Have we ever NOT had any problems with anything she's done?\Don't make me laugh. response:	Well, it's not really a laughing matter, but it's not a reason to despair, either.
context: I'm sorry...\Okay, Kyon! Get those guns ready to be used by the end of the day.\We're going to start shooting tomorrow, after all.\Oh, you have to learn how to handle a camera, got it?\Do you think we're going to have any particular problems?\Have we ever NOT had any problems with anything she's done?\Don't make me laugh.\Well, it's not really a laughing matter, but it's not a reason to despair, either. response:	How do you know that?
context: Okay, Kyon! Get those guns ready to be used by the end of the day.\We're going to start shooting tomorrow, after all.\Oh, you have to learn how to handle a camera, got it?\Do you think we're going to have any particular problems?\Have we ever NOT had any problems with anything she's done?\Don't make me laugh.\Well, it's not really a laughing matter, but it's not a reason to despair, either.\How do you know that? response:	Because those are movie roles.
context: We're going to start shooting tomorrow, after all.\Oh, you have to learn how to handle a camera, got it?\Do you think we're going to have any particular problems?\Have we ever NOT had any problems with anything she's done?\Don't make me laugh.\Well, it's not really a laughing matter, but it's not a reason to despair, either.\How do you know that?\Because those are movie roles. response:	There's no way that Miss Suzumiya actually believes that I'm a teenage esper.
context: Oh, you have to learn how to handle a camera, got it?\Do you think we're going to have any particular problems?\Have we ever NOT had any problems with anything she's done?\Don't make me laugh.\Well, it's not really a laughing matter, but it's not a reason to despair, either.\How do you know that?\Because those are movie roles.\There's no way that Miss Suzumiya actually believes that I'm a teenage esper. response:	The Itsuki Koizumi that I'm set to play in the fiction of the movie
context: Do you think we're going to have any particular problems?\Have we ever NOT had any problems with anything she's done?\Don't make me laugh.\Well, it's not really a laughing matter, but it's not a reason to despair, either.\How do you know that?\Because those are movie roles.\There's no way that Miss Suzumiya actually believes that I'm a teenage esper.\The Itsuki Koizumi that I'm set to play in the fiction of the movie response:	is an esper, that's all.
context: Have we ever NOT had any problems with anything she's done?\Don't make me laugh.\Well, it's not really a laughing matter, but it's not a reason to despair, either.\How do you know that?\Because those are movie roles.\There's no way that Miss Suzumiya actually believes that I'm a teenage esper.\The Itsuki Koizumi that I'm set to play in the fiction of the movie\is an esper, that's all. response:	No one actually mixes up an actor with the character they play in a movie, right?
context: Don't make me laugh.\Well, it's not really a laughing matter, but it's not a reason to despair, either.\How do you know that?\Because those are movie roles.\There's no way that Miss Suzumiya actually believes that I'm a teenage esper.\The Itsuki Koizumi that I'm set to play in the fiction of the movie\is an esper, that's all.\No one actually mixes up an actor with the character they play in a movie, right? response:	Even if there are people who do, Miss Suzumiya is not one of them.
context: Well, it's not really a laughing matter, but it's not a reason to despair, either.\How do you know that?\Because those are movie roles.\There's no way that Miss Suzumiya actually believes that I'm a teenage esper.\The Itsuki Koizumi that I'm set to play in the fiction of the movie\is an esper, that's all.\No one actually mixes up an actor with the character they play in a movie, right?\Even if there are people who do, Miss Suzumiya is not one of them. response:	That still doesn't make me feel better.
context: How do you know that?\Because those are movie roles.\There's no way that Miss Suzumiya actually believes that I'm a teenage esper.\The Itsuki Koizumi that I'm set to play in the fiction of the movie\is an esper, that's all.\No one actually mixes up an actor with the character they play in a movie, right?\Even if there are people who do, Miss Suzumiya is not one of them.\That still doesn't make me feel better. response:	There's no proof that what you're saying is true.
context: Because those are movie roles.\There's no way that Miss Suzumiya actually believes that I'm a teenage esper.\The Itsuki Koizumi that I'm set to play in the fiction of the movie\is an esper, that's all.\No one actually mixes up an actor with the character they play in a movie, right?\Even if there are people who do, Miss Suzumiya is not one of them.\That still doesn't make me feel better.\There's no proof that what you're saying is true. response:	If she was the kind of person that would mix up the real world with fiction,
context: There's no way that Miss Suzumiya actually believes that I'm a teenage esper.\The Itsuki Koizumi that I'm set to play in the fiction of the movie\is an esper, that's all.\No one actually mixes up an actor with the character they play in a movie, right?\Even if there are people who do, Miss Suzumiya is not one of them.\That still doesn't make me feel better.\There's no proof that what you're saying is true.\If she was the kind of person that would mix up the real world with fiction, response:	then our world would already be a much more fantastic place.
context: The Itsuki Koizumi that I'm set to play in the fiction of the movie\is an esper, that's all.\No one actually mixes up an actor with the character they play in a movie, right?\Even if there are people who do, Miss Suzumiya is not one of them.\That still doesn't make me feel better.\There's no proof that what you're saying is true.\If she was the kind of person that would mix up the real world with fiction,\then our world would already be a much more fantastic place. response:	I've said this before, but Miss Suzumiya
context: is an esper, that's all.\No one actually mixes up an actor with the character they play in a movie, right?\Even if there are people who do, Miss Suzumiya is not one of them.\That still doesn't make me feel better.\There's no proof that what you're saying is true.\If she was the kind of person that would mix up the real world with fiction,\then our world would already be a much more fantastic place.\I've said this before, but Miss Suzumiya response:	actually has a fairly realistic way of thinking.
context: No one actually mixes up an actor with the character they play in a movie, right?\Even if there are people who do, Miss Suzumiya is not one of them.\That still doesn't make me feel better.\There's no proof that what you're saying is true.\If she was the kind of person that would mix up the real world with fiction,\then our world would already be a much more fantastic place.\I've said this before, but Miss Suzumiya\actually has a fairly realistic way of thinking. response:	I know that. I've been pulled into numerous odd situations
context: Even if there are people who do, Miss Suzumiya is not one of them.\That still doesn't make me feel better.\There's no proof that what you're saying is true.\If she was the kind of person that would mix up the real world with fiction,\then our world would already be a much more fantastic place.\I've said this before, but Miss Suzumiya\actually has a fairly realistic way of thinking.\I know that. I've been pulled into numerous odd situations response:	because her realistic way of thinking sort of ambles into her godlike existence.
context: That still doesn't make me feel better.\There's no proof that what you're saying is true.\If she was the kind of person that would mix up the real world with fiction,\then our world would already be a much more fantastic place.\I've said this before, but Miss Suzumiya\actually has a fairly realistic way of thinking.\I know that. I've been pulled into numerous odd situations\because her realistic way of thinking sort of ambles into her godlike existence. response:	Brigade leader
context: There's no proof that what you're saying is true.\If she was the kind of person that would mix up the real world with fiction,\then our world would already be a much more fantastic place.\I've said this before, but Miss Suzumiya\actually has a fairly realistic way of thinking.\I know that. I've been pulled into numerous odd situations\because her realistic way of thinking sort of ambles into her godlike existence.\Brigade leader response:	Brigade leader On top of that, Haruhi doesn't know she's doing it.
context: If she was the kind of person that would mix up the real world with fiction,\then our world would already be a much more fantastic place.\I've said this before, but Miss Suzumiya\actually has a fairly realistic way of thinking.\I know that. I've been pulled into numerous odd situations\because her realistic way of thinking sort of ambles into her godlike existence.\Brigade leader\Brigade leader On top of that, Haruhi doesn't know she's doing it. response:	We can't show Miss Suzumiya any proof of this, of course.
context: then our world would already be a much more fantastic place.\I've said this before, but Miss Suzumiya\actually has a fairly realistic way of thinking.\I know that. I've been pulled into numerous odd situations\because her realistic way of thinking sort of ambles into her godlike existence.\Brigade leader\Brigade leader On top of that, Haruhi doesn't know she's doing it.\We can't show Miss Suzumiya any proof of this, of course. response:	There might come a time where we have to, but this is not that time.
context: I've said this before, but Miss Suzumiya\actually has a fairly realistic way of thinking.\I know that. I've been pulled into numerous odd situations\because her realistic way of thinking sort of ambles into her godlike existence.\Brigade leader\Brigade leader On top of that, Haruhi doesn't know she's doing it.\We can't show Miss Suzumiya any proof of this, of course.\There might come a time where we have to, but this is not that time. response:	Thankfully, Miss Asahina and Miss Nagato are in agreement with us.
context: actually has a fairly realistic way of thinking.\I know that. I've been pulled into numerous odd situations\because her realistic way of thinking sort of ambles into her godlike existence.\Brigade leader\Brigade leader On top of that, Haruhi doesn't know she's doing it.\We can't show Miss Suzumiya any proof of this, of course.\There might come a time where we have to, but this is not that time.\Thankfully, Miss Asahina and Miss Nagato are in agreement with us. response:	I'd be okay if things stayed this way forever, though.
context: I know that. I've been pulled into numerous odd situations\because her realistic way of thinking sort of ambles into her godlike existence.\Brigade leader\Brigade leader On top of that, Haruhi doesn't know she's doing it.\We can't show Miss Suzumiya any proof of this, of course.\There might come a time where we have to, but this is not that time.\Thankfully, Miss Asahina and Miss Nagato are in agreement with us.\I'd be okay if things stayed this way forever, though. response:	So would I. I don't want to see the world go to pieces.
context: because her realistic way of thinking sort of ambles into her godlike existence.\Brigade leader\Brigade leader On top of that, Haruhi doesn't know she's doing it.\We can't show Miss Suzumiya any proof of this, of course.\There might come a time where we have to, but this is not that time.\Thankfully, Miss Asahina and Miss Nagato are in agreement with us.\I'd be okay if things stayed this way forever, though.\So would I. I don't want to see the world go to pieces. response:	I think you should be more worried about yourself than the world.
context: Brigade leader\Brigade leader On top of that, Haruhi doesn't know she's doing it.\We can't show Miss Suzumiya any proof of this, of course.\There might come a time where we have to, but this is not that time.\Thankfully, Miss Asahina and Miss Nagato are in agreement with us.\I'd be okay if things stayed this way forever, though.\So would I. I don't want to see the world go to pieces.\I think you should be more worried about yourself than the world. response:	There are replacements for myself and Miss Nagato,
context: Brigade leader On top of that, Haruhi doesn't know she's doing it.\We can't show Miss Suzumiya any proof of this, of course.\There might come a time where we have to, but this is not that time.\Thankfully, Miss Asahina and Miss Nagato are in agreement with us.\I'd be okay if things stayed this way forever, though.\So would I. I don't want to see the world go to pieces.\I think you should be more worried about yourself than the world.\There are replacements for myself and Miss Nagato, response:	but there's no understudy for you.
context: We can't show Miss Suzumiya any proof of this, of course.\There might come a time where we have to, but this is not that time.\Thankfully, Miss Asahina and Miss Nagato are in agreement with us.\I'd be okay if things stayed this way forever, though.\So would I. I don't want to see the world go to pieces.\I think you should be more worried about yourself than the world.\There are replacements for myself and Miss Nagato,\but there's no understudy for you. response:	For the school festival Practice file 3
context: There might come a time where we have to, but this is not that time.\Thankfully, Miss Asahina and Miss Nagato are in agreement with us.\I'd be okay if things stayed this way forever, though.\So would I. I don't want to see the world go to pieces.\I think you should be more worried about yourself than the world.\There are replacements for myself and Miss Nagato,\but there's no understudy for you.\For the school festival Practice file 3 response:	Feh, what's the big deal about the school festival? It pisses me off.
context: Thankfully, Miss Asahina and Miss Nagato are in agreement with us.\I'd be okay if things stayed this way forever, though.\So would I. I don't want to see the world go to pieces.\I think you should be more worried about yourself than the world.\There are replacements for myself and Miss Nagato,\but there's no understudy for you.\For the school festival Practice file 3\Feh, what's the big deal about the school festival? It pisses me off. response:	Why?
context: I'd be okay if things stayed this way forever, though.\So would I. I don't want to see the world go to pieces.\I think you should be more worried about yourself than the world.\There are replacements for myself and Miss Nagato,\but there's no understudy for you.\For the school festival Practice file 3\Feh, what's the big deal about the school festival? It pisses me off.\Why? response:	I'm not having any fun at all,
context: So would I. I don't want to see the world go to pieces.\I think you should be more worried about yourself than the world.\There are replacements for myself and Miss Nagato,\but there's no understudy for you.\For the school festival Practice file 3\Feh, what's the big deal about the school festival? It pisses me off.\Why?\I'm not having any fun at all, response:	so the people who are having fun are a real eyesore.
context: I think you should be more worried about yourself than the world.\There are replacements for myself and Miss Nagato,\but there's no understudy for you.\For the school festival Practice file 3\Feh, what's the big deal about the school festival? It pisses me off.\Why?\I'm not having any fun at all,\so the people who are having fun are a real eyesore. response:	Especially couples, they fill me with murderous intent.
context: There are replacements for myself and Miss Nagato,\but there's no understudy for you.\For the school festival Practice file 3\Feh, what's the big deal about the school festival? It pisses me off.\Why?\I'm not having any fun at all,\so the people who are having fun are a real eyesore.\Especially couples, they fill me with murderous intent. response:	Isn't that just you resenting them?
context: but there's no understudy for you.\For the school festival Practice file 3\Feh, what's the big deal about the school festival? It pisses me off.\Why?\I'm not having any fun at all,\so the people who are having fun are a real eyesore.\Especially couples, they fill me with murderous intent.\Isn't that just you resenting them? response:	And what's with our class? A survey? ! How stupid.
context: For the school festival Practice file 3\Feh, what's the big deal about the school festival? It pisses me off.\Why?\I'm not having any fun at all,\so the people who are having fun are a real eyesore.\Especially couples, they fill me with murderous intent.\Isn't that just you resenting them?\And what's with our class? A survey? ! How stupid. response:	Then you should have come up with an idea.
context: Feh, what's the big deal about the school festival? It pisses me off.\Why?\I'm not having any fun at all,\so the people who are having fun are a real eyesore.\Especially couples, they fill me with murderous intent.\Isn't that just you resenting them?\And what's with our class? A survey? ! How stupid.\Then you should have come up with an idea. response:	If you had, then maybe Haruhi wouldn't have come up with this movie idea.
context: Why?\I'm not having any fun at all,\so the people who are having fun are a real eyesore.\Especially couples, they fill me with murderous intent.\Isn't that just you resenting them?\And what's with our class? A survey? ! How stupid.\Then you should have come up with an idea.\If you had, then maybe Haruhi wouldn't have come up with this movie idea. response:	As if. There's no way I'd let them push me into doing more.
context: I'm not having any fun at all,\so the people who are having fun are a real eyesore.\Especially couples, they fill me with murderous intent.\Isn't that just you resenting them?\And what's with our class? A survey? ! How stupid.\Then you should have come up with an idea.\If you had, then maybe Haruhi wouldn't have come up with this movie idea.\As if. There's no way I'd let them push me into doing more. response:	That's true. If only Miss Asakura were still here.
context: so the people who are having fun are a real eyesore.\Especially couples, they fill me with murderous intent.\Isn't that just you resenting them?\And what's with our class? A survey? ! How stupid.\Then you should have come up with an idea.\If you had, then maybe Haruhi wouldn't have come up with this movie idea.\As if. There's no way I'd let them push me into doing more.\That's true. If only Miss Asakura were still here. response:	It really sucked to have a double A-plus class girl leave.
context: Especially couples, they fill me with murderous intent.\Isn't that just you resenting them?\And what's with our class? A survey? ! How stupid.\Then you should have come up with an idea.\If you had, then maybe Haruhi wouldn't have come up with this movie idea.\As if. There's no way I'd let them push me into doing more.\That's true. If only Miss Asakura were still here.\It really sucked to have a double A-plus class girl leave. response:	I wonder if they'd let me change classes now.
context: Isn't that just you resenting them?\And what's with our class? A survey? ! How stupid.\Then you should have come up with an idea.\If you had, then maybe Haruhi wouldn't have come up with this movie idea.\As if. There's no way I'd let them push me into doing more.\That's true. If only Miss Asakura were still here.\It really sucked to have a double A-plus class girl leave.\I wonder if they'd let me change classes now. response:	Which class would you want to go to? Maybe Miss Nagato's class?
context: And what's with our class? A survey? ! How stupid.\Then you should have come up with an idea.\If you had, then maybe Haruhi wouldn't have come up with this movie idea.\As if. There's no way I'd let them push me into doing more.\That's true. If only Miss Asakura were still here.\It really sucked to have a double A-plus class girl leave.\I wonder if they'd let me change classes now.\Which class would you want to go to? Maybe Miss Nagato's class? response:	Oh yeah, I saw her walking around in some kind of magician outfit yesterday.
context: Then you should have come up with an idea.\If you had, then maybe Haruhi wouldn't have come up with this movie idea.\As if. There's no way I'd let them push me into doing more.\That's true. If only Miss Asakura were still here.\It really sucked to have a double A-plus class girl leave.\I wonder if they'd let me change classes now.\Which class would you want to go to? Maybe Miss Nagato's class?\Oh yeah, I saw her walking around in some kind of magician outfit yesterday. response:	What was that all about?
context: If you had, then maybe Haruhi wouldn't have come up with this movie idea.\As if. There's no way I'd let them push me into doing more.\That's true. If only Miss Asakura were still here.\It really sucked to have a double A-plus class girl leave.\I wonder if they'd let me change classes now.\Which class would you want to go to? Maybe Miss Nagato's class?\Oh yeah, I saw her walking around in some kind of magician outfit yesterday.\What was that all about? response:	Who knows? I sure don't.
context: As if. There's no way I'd let them push me into doing more.\That's true. If only Miss Asakura were still here.\It really sucked to have a double A-plus class girl leave.\I wonder if they'd let me change classes now.\Which class would you want to go to? Maybe Miss Nagato's class?\Oh yeah, I saw her walking around in some kind of magician outfit yesterday.\What was that all about?\Who knows? I sure don't. response:	Hm, when was it that I saw you and Nagato in the classroom in each other's arms?
context: That's true. If only Miss Asakura were still here.\It really sucked to have a double A-plus class girl leave.\I wonder if they'd let me change classes now.\Which class would you want to go to? Maybe Miss Nagato's class?\Oh yeah, I saw her walking around in some kind of magician outfit yesterday.\What was that all about?\Who knows? I sure don't.\Hm, when was it that I saw you and Nagato in the classroom in each other's arms? response:	Well, you see...
context: It really sucked to have a double A-plus class girl leave.\I wonder if they'd let me change classes now.\Which class would you want to go to? Maybe Miss Nagato's class?\Oh yeah, I saw her walking around in some kind of magician outfit yesterday.\What was that all about?\Who knows? I sure don't.\Hm, when was it that I saw you and Nagato in the classroom in each other's arms?\Well, you see... response:	I know, it was something Suzumiya cooked up, right?
context: I wonder if they'd let me change classes now.\Which class would you want to go to? Maybe Miss Nagato's class?\Oh yeah, I saw her walking around in some kind of magician outfit yesterday.\What was that all about?\Who knows? I sure don't.\Hm, when was it that I saw you and Nagato in the classroom in each other's arms?\Well, you see...\I know, it was something Suzumiya cooked up, right? response:	What? Y-Yeah...
context: Which class would you want to go to? Maybe Miss Nagato's class?\Oh yeah, I saw her walking around in some kind of magician outfit yesterday.\What was that all about?\Who knows? I sure don't.\Hm, when was it that I saw you and Nagato in the classroom in each other's arms?\Well, you see...\I know, it was something Suzumiya cooked up, right?\What? Y-Yeah... response:	This was an attempt to freak me out, right? Nice try, but no dice. Taniguchi misunderstanding what happened is a load off of my shoulders...
context: Oh yeah, I saw her walking around in some kind of magician outfit yesterday.\What was that all about?\Who knows? I sure don't.\Hm, when was it that I saw you and Nagato in the classroom in each other's arms?\Well, you see...\I know, it was something Suzumiya cooked up, right?\What? Y-Yeah...\This was an attempt to freak me out, right? Nice try, but no dice. Taniguchi misunderstanding what happened is a load off of my shoulders... response:	This was an attempt to freak me out, right? Nice try, but no dice.
context: What was that all about?\Who knows? I sure don't.\Hm, when was it that I saw you and Nagato in the classroom in each other's arms?\Well, you see...\I know, it was something Suzumiya cooked up, right?\What? Y-Yeah...\This was an attempt to freak me out, right? Nice try, but no dice. Taniguchi misunderstanding what happened is a load off of my shoulders...\This was an attempt to freak me out, right? Nice try, but no dice. response:	This was an attempt to freak me out, right? Nice try, but no dice. Thanks, Taniguchi. Your stupidity will save the world.
context: Who knows? I sure don't.\Hm, when was it that I saw you and Nagato in the classroom in each other's arms?\Well, you see...\I know, it was something Suzumiya cooked up, right?\What? Y-Yeah...\This was an attempt to freak me out, right? Nice try, but no dice. Taniguchi misunderstanding what happened is a load off of my shoulders...\This was an attempt to freak me out, right? Nice try, but no dice.\This was an attempt to freak me out, right? Nice try, but no dice. Thanks, Taniguchi. Your stupidity will save the world. response:	Thanks, Taniguchi. Your stupidity will save the world.
context: Hm, when was it that I saw you and Nagato in the classroom in each other's arms?\Well, you see...\I know, it was something Suzumiya cooked up, right?\What? Y-Yeah...\This was an attempt to freak me out, right? Nice try, but no dice. Taniguchi misunderstanding what happened is a load off of my shoulders...\This was an attempt to freak me out, right? Nice try, but no dice.\This was an attempt to freak me out, right? Nice try, but no dice. Thanks, Taniguchi. Your stupidity will save the world.\Thanks, Taniguchi. Your stupidity will save the world. response:	Man, but this is boring.
context: Well, you see...\I know, it was something Suzumiya cooked up, right?\What? Y-Yeah...\This was an attempt to freak me out, right? Nice try, but no dice. Taniguchi misunderstanding what happened is a load off of my shoulders...\This was an attempt to freak me out, right? Nice try, but no dice.\This was an attempt to freak me out, right? Nice try, but no dice. Thanks, Taniguchi. Your stupidity will save the world.\Thanks, Taniguchi. Your stupidity will save the world.\Man, but this is boring. response:	Okay, everyone! We're heading to the first location!
context: I know, it was something Suzumiya cooked up, right?\What? Y-Yeah...\This was an attempt to freak me out, right? Nice try, but no dice. Taniguchi misunderstanding what happened is a load off of my shoulders...\This was an attempt to freak me out, right? Nice try, but no dice.\This was an attempt to freak me out, right? Nice try, but no dice. Thanks, Taniguchi. Your stupidity will save the world.\Thanks, Taniguchi. Your stupidity will save the world.\Man, but this is boring.\Okay, everyone! We're heading to the first location! response:	This is sudden.
context: What? Y-Yeah...\This was an attempt to freak me out, right? Nice try, but no dice. Taniguchi misunderstanding what happened is a load off of my shoulders...\This was an attempt to freak me out, right? Nice try, but no dice.\This was an attempt to freak me out, right? Nice try, but no dice. Thanks, Taniguchi. Your stupidity will save the world.\Thanks, Taniguchi. Your stupidity will save the world.\Man, but this is boring.\Okay, everyone! We're heading to the first location!\This is sudden. response:	I looked for a good place around the school,
context: This was an attempt to freak me out, right? Nice try, but no dice. Taniguchi misunderstanding what happened is a load off of my shoulders...\This was an attempt to freak me out, right? Nice try, but no dice.\This was an attempt to freak me out, right? Nice try, but no dice. Thanks, Taniguchi. Your stupidity will save the world.\Thanks, Taniguchi. Your stupidity will save the world.\Man, but this is boring.\Okay, everyone! We're heading to the first location!\This is sudden.\I looked for a good place around the school, response:	but it looks like we have no choice but to go someone else nearby.
context: This was an attempt to freak me out, right? Nice try, but no dice.\This was an attempt to freak me out, right? Nice try, but no dice. Thanks, Taniguchi. Your stupidity will save the world.\Thanks, Taniguchi. Your stupidity will save the world.\Man, but this is boring.\Okay, everyone! We're heading to the first location!\This is sudden.\I looked for a good place around the school,\but it looks like we have no choice but to go someone else nearby. response:	Mikuru, get ready.
context: This was an attempt to freak me out, right? Nice try, but no dice. Thanks, Taniguchi. Your stupidity will save the world.\Thanks, Taniguchi. Your stupidity will save the world.\Man, but this is boring.\Okay, everyone! We're heading to the first location!\This is sudden.\I looked for a good place around the school,\but it looks like we have no choice but to go someone else nearby.\Mikuru, get ready. response:	A-Am I going, too?
context: Thanks, Taniguchi. Your stupidity will save the world.\Man, but this is boring.\Okay, everyone! We're heading to the first location!\This is sudden.\I looked for a good place around the school,\but it looks like we have no choice but to go someone else nearby.\Mikuru, get ready.\A-Am I going, too? response:	Of course. We can't do anything without the lead.
context: Man, but this is boring.\Okay, everyone! We're heading to the first location!\This is sudden.\I looked for a good place around the school,\but it looks like we have no choice but to go someone else nearby.\Mikuru, get ready.\A-Am I going, too?\Of course. We can't do anything without the lead. response:	B-But... in this outfit?
context: Okay, everyone! We're heading to the first location!\This is sudden.\I looked for a good place around the school,\but it looks like we have no choice but to go someone else nearby.\Mikuru, get ready.\A-Am I going, too?\Of course. We can't do anything without the lead.\B-But... in this outfit? response:	Yup, that's right.
context: This is sudden.\I looked for a good place around the school,\but it looks like we have no choice but to go someone else nearby.\Mikuru, get ready.\A-Am I going, too?\Of course. We can't do anything without the lead.\B-But... in this outfit?\Yup, that's right. response:	C-Could I at least wear a jacket over this?
context: I looked for a good place around the school,\but it looks like we have no choice but to go someone else nearby.\Mikuru, get ready.\A-Am I going, too?\Of course. We can't do anything without the lead.\B-But... in this outfit?\Yup, that's right.\C-Could I at least wear a jacket over this? response:	No! It's because you think you're embarrassed that you get all nervous.
