context: Something seems off. response:	It just somehow felt that way.
context: OH MY BOY kippari shinakya uso ni Oh my boy, you need to be decisive\Tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\Jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\Kudaranai yarikara kette Kick away the boring ways of doing things,\subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what response:	Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible
context: Tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\Jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\Kudaranai yarikara kette Kick away the boring ways of doing things,\subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible response:	Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!
context: Jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\Kudaranai yarikara kette Kick away the boring ways of doing things,\subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go! response:	Daishouri tte doukan I agree, it's going to be a huge victory
context: Kudaranai yarikara kette Kick away the boring ways of doing things,\subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory response:	Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens
context: subete wa atashi ga kimeru I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens response:	Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up
context: I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up response:	Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want
context: SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush\SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want response:	Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out
context: SUPER DRIVER tosshin makasete nantettate zenshin And just keep going forward, no matter what\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out response:	Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly
context: Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) The idea of impossible\Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly response:	Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?
context: Fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it? response:	Endless Eight
context: Daishouri tte doukan I agree, it's going to be a huge victory\Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight response:	Kyon, we're about to go have fun. This is no time to be exhausted.
context: Mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Kyon, we're about to go have fun. This is no time to be exhausted. response:	You're such a slacker.
context: Hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Kyon, we're about to go have fun. This is no time to be exhausted.\You're such a slacker. response:	Whose fault do you think this is?
context: Aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want\Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Kyon, we're about to go have fun. This is no time to be exhausted.\You're such a slacker.\Whose fault do you think this is? response:	Oh, the scent of chlorine. This really makes it feel like a pool!
context: Marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Kyon, we're about to go have fun. This is no time to be exhausted.\You're such a slacker.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool! response:	Come on, time to go swimming! Let's race!
context: Aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Kyon, we're about to go have fun. This is no time to be exhausted.\You're such a slacker.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, time to go swimming! Let's race! response:	No diving It's dangerous
context: Marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Kyon, we're about to go have fun. This is no time to be exhausted.\You're such a slacker.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, time to go swimming! Let's race!\No diving It's dangerous response:	No diving It's dangerous Can't you read this sign?
context: Endless Eight\Kyon, we're about to go have fun. This is no time to be exhausted.\You're such a slacker.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, time to go swimming! Let's race!\No diving It's dangerous\No diving It's dangerous Can't you read this sign? response:	Can't you read this sign?
context: Kyon, we're about to go have fun. This is no time to be exhausted.\You're such a slacker.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, time to go swimming! Let's race!\No diving It's dangerous\No diving It's dangerous Can't you read this sign?\Can't you read this sign? response:	Hurry up and get in! The water's warm so it feels fine!
context: You're such a slacker.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, time to go swimming! Let's race!\No diving It's dangerous\No diving It's dangerous Can't you read this sign?\Can't you read this sign?\Hurry up and get in! The water's warm so it feels fine! response:	That looks like fun.
context: Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, time to go swimming! Let's race!\No diving It's dangerous\No diving It's dangerous Can't you read this sign?\Can't you read this sign?\Hurry up and get in! The water's warm so it feels fine!\That looks like fun. response:	This makes me smile, though.
context: Oh, the scent of chlorine. This really makes it feel like a pool!\Come on, time to go swimming! Let's race!\No diving It's dangerous\No diving It's dangerous Can't you read this sign?\Can't you read this sign?\Hurry up and get in! The water's warm so it feels fine!\That looks like fun.\This makes me smile, though. response:	Miss Suzumiya has some rather normal ways
context: Come on, time to go swimming! Let's race!\No diving It's dangerous\No diving It's dangerous Can't you read this sign?\Can't you read this sign?\Hurry up and get in! The water's warm so it feels fine!\That looks like fun.\This makes me smile, though.\Miss Suzumiya has some rather normal ways response:	of enjoying her time, don't you think?
context: No diving It's dangerous\No diving It's dangerous Can't you read this sign?\Can't you read this sign?\Hurry up and get in! The water's warm so it feels fine!\That looks like fun.\This makes me smile, though.\Miss Suzumiya has some rather normal ways\of enjoying her time, don't you think? response:	Miss Suzumiya, laughing and having a good time like that,
context: No diving It's dangerous Can't you read this sign?\Can't you read this sign?\Hurry up and get in! The water's warm so it feels fine!\That looks like fun.\This makes me smile, though.\Miss Suzumiya has some rather normal ways\of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that, response:	isn't likely to shake up the world, after all.
context: Can't you read this sign?\Hurry up and get in! The water's warm so it feels fine!\That looks like fun.\This makes me smile, though.\Miss Suzumiya has some rather normal ways\of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all. response:	I hope that's the case...
context: Hurry up and get in! The water's warm so it feels fine!\That looks like fun.\This makes me smile, though.\Miss Suzumiya has some rather normal ways\of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case... response:	What's wrong?
context: That looks like fun.\This makes me smile, though.\Miss Suzumiya has some rather normal ways\of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong? response:	Koizumi!
context: This makes me smile, though.\Miss Suzumiya has some rather normal ways\of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\Koizumi! response:	It's nothing...
context: Miss Suzumiya has some rather normal ways\of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\Koizumi!\It's nothing... response:	It's probably just my imagination.
context: of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\Koizumi!\It's nothing...\It's probably just my imagination. response:	Because so much has happened since the beginning of spring,
context: Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\Koizumi!\It's nothing...\It's probably just my imagination.\Because so much has happened since the beginning of spring, response:	I've become a little paranoid.
context: isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\Koizumi!\It's nothing...\It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid. response:	Come on, let's go swim.
context: I hope that's the case...\What's wrong?\Koizumi!\It's nothing...\It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Come on, let's go swim. response:	Hey!
context: What's wrong?\Koizumi!\It's nothing...\It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Come on, let's go swim.\Hey! response:	Hey now!
context: Koizumi!\It's nothing...\It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Come on, let's go swim.\Hey!\Hey now! response:	Take that!
context: It's nothing...\It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Come on, let's go swim.\Hey!\Hey now!\Take that! response:	Get back here!
context: It's probably just my imagination.\Because so much has happened since the beginning of spring,\I've become a little paranoid.\Come on, let's go swim.\Hey!\Hey now!\Take that!\Get back here! response:	I think it'd be better to call this a communal pool than a public pool.
context: Because so much has happened since the beginning of spring,\I've become a little paranoid.\Come on, let's go swim.\Hey!\Hey now!\Take that!\Get back here!\I think it'd be better to call this a communal pool than a public pool. response:	This feeling...
context: I've become a little paranoid.\Come on, let's go swim.\Hey!\Hey now!\Take that!\Get back here!\I think it'd be better to call this a communal pool than a public pool.\This feeling... response:	It feels like I've seen this scene once before.
context: Come on, let's go swim.\Hey!\Hey now!\Take that!\Get back here!\I think it'd be better to call this a communal pool than a public pool.\This feeling...\It feels like I've seen this scene once before. response:	Where Nagato kind of looks like she's bored... and then...
context: Hey!\Hey now!\Take that!\Get back here!\I think it'd be better to call this a communal pool than a public pool.\This feeling...\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored... and then... response:	Kyon!
context: Hey now!\Take that!\Get back here!\I think it'd be better to call this a communal pool than a public pool.\This feeling...\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored... and then...\Kyon! response:	Right, and then Haruhi shows up and says this...
context: Take that!\Get back here!\I think it'd be better to call this a communal pool than a public pool.\This feeling...\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored... and then...\Kyon!\Right, and then Haruhi shows up and says this... response:	These two are my brigade members.
context: Get back here!\I think it'd be better to call this a communal pool than a public pool.\This feeling...\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored... and then...\Kyon!\Right, and then Haruhi shows up and says this...\These two are my brigade members. response:	They'll do anything you ask, so ask for anything you want!
context: I think it'd be better to call this a communal pool than a public pool.\This feeling...\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored... and then...\Kyon!\Right, and then Haruhi shows up and says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want! response:	Okay, let's have some fun! We're going to play water soccer.
context: This feeling...\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored... and then...\Kyon!\Right, and then Haruhi shows up and says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer. response:	Come on!
context: It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored... and then...\Kyon!\Right, and then Haruhi shows up and says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Come on! response:	Well, deja vu isn't all that uncommon.
context: Where Nagato kind of looks like she's bored... and then...\Kyon!\Right, and then Haruhi shows up and says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Come on!\Well, deja vu isn't all that uncommon. response:	Here I go, Mikuru!
context: Kyon!\Right, and then Haruhi shows up and says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Come on!\Well, deja vu isn't all that uncommon.\Here I go, Mikuru! response:	Okay!
context: Right, and then Haruhi shows up and says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Come on!\Well, deja vu isn't all that uncommon.\Here I go, Mikuru!\Okay! response:	I'm sorry!
context: These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Come on!\Well, deja vu isn't all that uncommon.\Here I go, Mikuru!\Okay!\I'm sorry! response:	Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing...
context: They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water soccer.\Come on!\Well, deja vu isn't all that uncommon.\Here I go, Mikuru!\Okay!\I'm sorry!\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing... response:	Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing... What is this?
context: Okay, let's have some fun! We're going to play water soccer.\Come on!\Well, deja vu isn't all that uncommon.\Here I go, Mikuru!\Okay!\I'm sorry!\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing... What is this? response:	What is this?
context: Come on!\Well, deja vu isn't all that uncommon.\Here I go, Mikuru!\Okay!\I'm sorry!\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing... What is this?\What is this? response:	I thought about what we'll be doing from here on.
context: Well, deja vu isn't all that uncommon.\Here I go, Mikuru!\Okay!\I'm sorry!\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing... What is this?\What is this?\I thought about what we'll be doing from here on. response:	It's a schedule of how we'll spend
context: Here I go, Mikuru!\Okay!\I'm sorry!\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing... What is this?\What is this?\I thought about what we'll be doing from here on.\It's a schedule of how we'll spend response:	the rest of our short summer vacation.
context: Okay!\I'm sorry!\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing... What is this?\What is this?\I thought about what we'll be doing from here on.\It's a schedule of how we'll spend\the rest of our short summer vacation. response:	We only have two weeks of summer vacation left.
context: I'm sorry!\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing... What is this?\What is this?\I thought about what we'll be doing from here on.\It's a schedule of how we'll spend\the rest of our short summer vacation.\We only have two weeks of summer vacation left. response:	And yet it feels like there are a lot of things we've yet to do.
context: Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing...\Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing... What is this?\What is this?\I thought about what we'll be doing from here on.\It's a schedule of how we'll spend\the rest of our short summer vacation.\We only have two weeks of summer vacation left.\And yet it feels like there are a lot of things we've yet to do. response:	But we've only got this much time left.
context: Summer outing, pool, Bon festival, fireworks show, part-time job, stargazing... What is this?\What is this?\I thought about what we'll be doing from here on.\It's a schedule of how we'll spend\the rest of our short summer vacation.\We only have two weeks of summer vacation left.\And yet it feels like there are a lot of things we've yet to do.\But we've only got this much time left. response:	That's why we're going to pick up the pace!
context: What is this?\I thought about what we'll be doing from here on.\It's a schedule of how we'll spend\the rest of our short summer vacation.\We only have two weeks of summer vacation left.\And yet it feels like there are a lot of things we've yet to do.\But we've only got this much time left.\That's why we're going to pick up the pace! response:	Is there anything else you want to do, Mikuru?
context: I thought about what we'll be doing from here on.\It's a schedule of how we'll spend\the rest of our short summer vacation.\We only have two weeks of summer vacation left.\And yet it feels like there are a lot of things we've yet to do.\But we've only got this much time left.\That's why we're going to pick up the pace!\Is there anything else you want to do, Mikuru? response:	Umm... I'd like to try goldfish scooping.
context: It's a schedule of how we'll spend\the rest of our short summer vacation.\We only have two weeks of summer vacation left.\And yet it feels like there are a lot of things we've yet to do.\But we've only got this much time left.\That's why we're going to pick up the pace!\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping. response:	Okay! Goldfish scooping...
context: the rest of our short summer vacation.\We only have two weeks of summer vacation left.\And yet it feels like there are a lot of things we've yet to do.\But we've only got this much time left.\That's why we're going to pick up the pace!\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping... response:	Pardon me for a moment.
context: We only have two weeks of summer vacation left.\And yet it feels like there are a lot of things we've yet to do.\But we've only got this much time left.\That's why we're going to pick up the pace!\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment. response:	Thank you.
context: And yet it feels like there are a lot of things we've yet to do.\But we've only got this much time left.\That's why we're going to pick up the pace!\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\Thank you. response:	Is there a place nearby having a Bon festival?
context: But we've only got this much time left.\That's why we're going to pick up the pace!\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\Thank you.\Is there a place nearby having a Bon festival? response:	A fireworks show would work, too.
context: That's why we're going to pick up the pace!\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\Thank you.\Is there a place nearby having a Bon festival?\A fireworks show would work, too. response:	I'll check around.
context: Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\Thank you.\Is there a place nearby having a Bon festival?\A fireworks show would work, too.\I'll check around. response:	Don't forget about the goldfish scooping!
context: Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\Thank you.\Is there a place nearby having a Bon festival?\A fireworks show would work, too.\I'll check around.\Don't forget about the goldfish scooping! response:	It's Mikuru's sole request, after all.
context: Okay! Goldfish scooping...\Pardon me for a moment.\Thank you.\Is there a place nearby having a Bon festival?\A fireworks show would work, too.\I'll check around.\Don't forget about the goldfish scooping!\It's Mikuru's sole request, after all. response:	Roger that.
context: Pardon me for a moment.\Thank you.\Is there a place nearby having a Bon festival?\A fireworks show would work, too.\I'll check around.\Don't forget about the goldfish scooping!\It's Mikuru's sole request, after all.\Roger that. response:	Okay, Kyon. We're starting tomorrow!
context: Thank you.\Is there a place nearby having a Bon festival?\A fireworks show would work, too.\I'll check around.\Don't forget about the goldfish scooping!\It's Mikuru's sole request, after all.\Roger that.\Okay, Kyon. We're starting tomorrow! response:	Incoming call: Haruhi Suzumiya
context: Is there a place nearby having a Bon festival?\A fireworks show would work, too.\I'll check around.\Don't forget about the goldfish scooping!\It's Mikuru's sole request, after all.\Roger that.\Okay, Kyon. We're starting tomorrow!\Incoming call: Haruhi Suzumiya response:	The next morning, it was Haruhi that awoke me from my slumber.
context: A fireworks show would work, too.\I'll check around.\Don't forget about the goldfish scooping!\It's Mikuru's sole request, after all.\Roger that.\Okay, Kyon. We're starting tomorrow!\Incoming call: Haruhi Suzumiya\The next morning, it was Haruhi that awoke me from my slumber. response:	They found a place that was holding a Bon festival.
context: I'll check around.\Don't forget about the goldfish scooping!\It's Mikuru's sole request, after all.\Roger that.\Okay, Kyon. We're starting tomorrow!\Incoming call: Haruhi Suzumiya\The next morning, it was Haruhi that awoke me from my slumber.\They found a place that was holding a Bon festival. response:	It seems to be happening tonight at a public park.
context: Don't forget about the goldfish scooping!\It's Mikuru's sole request, after all.\Roger that.\Okay, Kyon. We're starting tomorrow!\Incoming call: Haruhi Suzumiya\The next morning, it was Haruhi that awoke me from my slumber.\They found a place that was holding a Bon festival.\It seems to be happening tonight at a public park. response:	Both Mikuru and Yuki said that they don't own a yukata.
context: It's Mikuru's sole request, after all.\Roger that.\Okay, Kyon. We're starting tomorrow!\Incoming call: Haruhi Suzumiya\The next morning, it was Haruhi that awoke me from my slumber.\They found a place that was holding a Bon festival.\It seems to be happening tonight at a public park.\Both Mikuru and Yuki said that they don't own a yukata. response:	So we're going to go buy some to wear tonight.
context: Roger that.\Okay, Kyon. We're starting tomorrow!\Incoming call: Haruhi Suzumiya\The next morning, it was Haruhi that awoke me from my slumber.\They found a place that was holding a Bon festival.\It seems to be happening tonight at a public park.\Both Mikuru and Yuki said that they don't own a yukata.\So we're going to go buy some to wear tonight. response:	I don't own one either,
context: Okay, Kyon. We're starting tomorrow!\Incoming call: Haruhi Suzumiya\The next morning, it was Haruhi that awoke me from my slumber.\They found a place that was holding a Bon festival.\It seems to be happening tonight at a public park.\Both Mikuru and Yuki said that they don't own a yukata.\So we're going to go buy some to wear tonight.\I don't own one either, response:	and there's a place selling them in sets for cheap!
context: Incoming call: Haruhi Suzumiya\The next morning, it was Haruhi that awoke me from my slumber.\They found a place that was holding a Bon festival.\It seems to be happening tonight at a public park.\Both Mikuru and Yuki said that they don't own a yukata.\So we're going to go buy some to wear tonight.\I don't own one either,\and there's a place selling them in sets for cheap! response:	You're coming too!
context: The next morning, it was Haruhi that awoke me from my slumber.\They found a place that was holding a Bon festival.\It seems to be happening tonight at a public park.\Both Mikuru and Yuki said that they don't own a yukata.\So we're going to go buy some to wear tonight.\I don't own one either,\and there's a place selling them in sets for cheap!\You're coming too! response:	Haruhi entered a women's clothing outlet store.
context: They found a place that was holding a Bon festival.\It seems to be happening tonight at a public park.\Both Mikuru and Yuki said that they don't own a yukata.\So we're going to go buy some to wear tonight.\I don't own one either,\and there's a place selling them in sets for cheap!\You're coming too!\Haruhi entered a women's clothing outlet store. response:	She just went and chose yukata for Miss Asahina and Nagato,
