context: Kiss Him, Not Me response:	Back to My Original Self! What Should I Do?
context: Senpai!\Relax. First, try to have fun with it. Okay?\Yeah. Thank you, Shima-ch\She's so close!\Hey!\What are you tryin' to pull?\My gut's telling me not to let you anywhere near Serinuma!\Same here! response:	All right.
context: Relax. First, try to have fun with it. Okay?\Yeah. Thank you, Shima-ch\She's so close!\Hey!\What are you tryin' to pull?\My gut's telling me not to let you anywhere near Serinuma!\Same here!\All right. response:	We're both girls, so there shouldn't be anything to worry about.
context: Yeah. Thank you, Shima-ch\She's so close!\Hey!\What are you tryin' to pull?\My gut's telling me not to let you anywhere near Serinuma!\Same here!\All right.\We're both girls, so there shouldn't be anything to worry about. response:	Oh, really?
context: She's so close!\Hey!\What are you tryin' to pull?\My gut's telling me not to let you anywhere near Serinuma!\Same here!\All right.\We're both girls, so there shouldn't be anything to worry about.\Oh, really? response:	Personally, I think their gut feeling is dead-on.
context: Hey!\What are you tryin' to pull?\My gut's telling me not to let you anywhere near Serinuma!\Same here!\All right.\We're both girls, so there shouldn't be anything to worry about.\Oh, really?\Personally, I think their gut feeling is dead-on. response:	If not, what's your motive behind all this?
context: What are you tryin' to pull?\My gut's telling me not to let you anywhere near Serinuma!\Same here!\All right.\We're both girls, so there shouldn't be anything to worry about.\Oh, really?\Personally, I think their gut feeling is dead-on.\If not, what's your motive behind all this? response:	I like things that are cute and beautiful.
context: My gut's telling me not to let you anywhere near Serinuma!\Same here!\All right.\We're both girls, so there shouldn't be anything to worry about.\Oh, really?\Personally, I think their gut feeling is dead-on.\If not, what's your motive behind all this?\I like things that are cute and beautiful. response:	So, I'm attracted to her, that's all.
context: Same here!\All right.\We're both girls, so there shouldn't be anything to worry about.\Oh, really?\Personally, I think their gut feeling is dead-on.\If not, what's your motive behind all this?\I like things that are cute and beautiful.\So, I'm attracted to her, that's all. response:	So you're just into her looks?
context: All right.\We're both girls, so there shouldn't be anything to worry about.\Oh, really?\Personally, I think their gut feeling is dead-on.\If not, what's your motive behind all this?\I like things that are cute and beautiful.\So, I'm attracted to her, that's all.\So you're just into her looks? response:	Well, obviously, it's not just that.
context: We're both girls, so there shouldn't be anything to worry about.\Oh, really?\Personally, I think their gut feeling is dead-on.\If not, what's your motive behind all this?\I like things that are cute and beautiful.\So, I'm attracted to her, that's all.\So you're just into her looks?\Well, obviously, it's not just that. response:	I mean, if anything,
context: Oh, really?\Personally, I think their gut feeling is dead-on.\If not, what's your motive behind all this?\I like things that are cute and beautiful.\So, I'm attracted to her, that's all.\So you're just into her looks?\Well, obviously, it's not just that.\I mean, if anything, response:	wouldn't that be you?
context: Personally, I think their gut feeling is dead-on.\If not, what's your motive behind all this?\I like things that are cute and beautiful.\So, I'm attracted to her, that's all.\So you're just into her looks?\Well, obviously, it's not just that.\I mean, if anything,\wouldn't that be you? response:	It took over 73 hours...
context: If not, what's your motive behind all this?\I like things that are cute and beautiful.\So, I'm attracted to her, that's all.\So you're just into her looks?\Well, obviously, it's not just that.\I mean, if anything,\wouldn't that be you?\It took over 73 hours... response:	but it's done!
context: I like things that are cute and beautiful.\So, I'm attracted to her, that's all.\So you're just into her looks?\Well, obviously, it's not just that.\I mean, if anything,\wouldn't that be you?\It took over 73 hours...\but it's done! response:	Mu
context: So, I'm attracted to her, that's all.\So you're just into her looks?\Well, obviously, it's not just that.\I mean, if anything,\wouldn't that be you?\It took over 73 hours...\but it's done!\Mu response:	Nana
context: So you're just into her looks?\Well, obviously, it's not just that.\I mean, if anything,\wouldn't that be you?\It took over 73 hours...\but it's done!\Mu\Nana response:	Shi
context: Well, obviously, it's not just that.\I mean, if anything,\wouldn't that be you?\It took over 73 hours...\but it's done!\Mu\Nana\Shi response:	Iga
context: I mean, if anything,\wouldn't that be you?\It took over 73 hours...\but it's done!\Mu\Nana\Shi\Iga response:	Wh-Why is it avant-garde?!
context: wouldn't that be you?\It took over 73 hours...\but it's done!\Mu\Nana\Shi\Iga\Wh-Why is it avant-garde?! response:	It's terrible, isn't it?!
context: It took over 73 hours...\but it's done!\Mu\Nana\Shi\Iga\Wh-Why is it avant-garde?!\It's terrible, isn't it?! response:	I've worked on it for so long, I can't tell!
context: but it's done!\Mu\Nana\Shi\Iga\Wh-Why is it avant-garde?!\It's terrible, isn't it?!\I've worked on it for so long, I can't tell! response:	It's okay! It's actually pretty good!
context: Mu\Nana\Shi\Iga\Wh-Why is it avant-garde?!\It's terrible, isn't it?!\I've worked on it for so long, I can't tell!\It's okay! It's actually pretty good! response:	It's got a feeling that only you could bring, Serinuma-san.
context: Nana\Shi\Iga\Wh-Why is it avant-garde?!\It's terrible, isn't it?!\I've worked on it for so long, I can't tell!\It's okay! It's actually pretty good!\It's got a feeling that only you could bring, Serinuma-san. response:	Yeah! It's very avant-garde and...
context: Shi\Iga\Wh-Why is it avant-garde?!\It's terrible, isn't it?!\I've worked on it for so long, I can't tell!\It's okay! It's actually pretty good!\It's got a feeling that only you could bring, Serinuma-san.\Yeah! It's very avant-garde and... response:	Right! Your eye's drawn to it! It's eccentric!
context: Iga\Wh-Why is it avant-garde?!\It's terrible, isn't it?!\I've worked on it for so long, I can't tell!\It's okay! It's actually pretty good!\It's got a feeling that only you could bring, Serinuma-san.\Yeah! It's very avant-garde and...\Right! Your eye's drawn to it! It's eccentric! response:	Eccentric...
context: Wh-Why is it avant-garde?!\It's terrible, isn't it?!\I've worked on it for so long, I can't tell!\It's okay! It's actually pretty good!\It's got a feeling that only you could bring, Serinuma-san.\Yeah! It's very avant-garde and...\Right! Your eye's drawn to it! It's eccentric!\Eccentric... response:	Eccentric...
context: It's terrible, isn't it?!\I've worked on it for so long, I can't tell!\It's okay! It's actually pretty good!\It's got a feeling that only you could bring, Serinuma-san.\Yeah! It's very avant-garde and...\Right! Your eye's drawn to it! It's eccentric!\Eccentric...\Eccentric... response:	Idiot!
context: I've worked on it for so long, I can't tell!\It's okay! It's actually pretty good!\It's got a feeling that only you could bring, Serinuma-san.\Yeah! It's very avant-garde and...\Right! Your eye's drawn to it! It's eccentric!\Eccentric...\Eccentric...\Idiot! response:	No!
context: It's okay! It's actually pretty good!\It's got a feeling that only you could bring, Serinuma-san.\Yeah! It's very avant-garde and...\Right! Your eye's drawn to it! It's eccentric!\Eccentric...\Eccentric...\Idiot!\No! response:	Sorry!
context: It's got a feeling that only you could bring, Serinuma-san.\Yeah! It's very avant-garde and...\Right! Your eye's drawn to it! It's eccentric!\Eccentric...\Eccentric...\Idiot!\No!\Sorry! response:	Serinuma-senpai,
context: Yeah! It's very avant-garde and...\Right! Your eye's drawn to it! It's eccentric!\Eccentric...\Eccentric...\Idiot!\No!\Sorry!\Serinuma-senpai, response:	if it's all right, please submit mine using your name.
context: Right! Your eye's drawn to it! It's eccentric!\Eccentric...\Eccentric...\Idiot!\No!\Sorry!\Serinuma-senpai,\if it's all right, please submit mine using your name. response:	No, no. I couldn't. Look how nice it is!
context: Eccentric...\Eccentric...\Idiot!\No!\Sorry!\Serinuma-senpai,\if it's all right, please submit mine using your name.\No, no. I couldn't. Look how nice it is! response:	Isn't the deadline tomorrow, though?
context: Eccentric...\Idiot!\No!\Sorry!\Serinuma-senpai,\if it's all right, please submit mine using your name.\No, no. I couldn't. Look how nice it is!\Isn't the deadline tomorrow, though? response:	If you want to win, isn't Nishina's chocolate the way to go?
context: Idiot!\No!\Sorry!\Serinuma-senpai,\if it's all right, please submit mine using your name.\No, no. I couldn't. Look how nice it is!\Isn't the deadline tomorrow, though?\If you want to win, isn't Nishina's chocolate the way to go? response:	Mu
context: No!\Sorry!\Serinuma-senpai,\if it's all right, please submit mine using your name.\No, no. I couldn't. Look how nice it is!\Isn't the deadline tomorrow, though?\If you want to win, isn't Nishina's chocolate the way to go?\Mu response:	Iga
context: Sorry!\Serinuma-senpai,\if it's all right, please submit mine using your name.\No, no. I couldn't. Look how nice it is!\Isn't the deadline tomorrow, though?\If you want to win, isn't Nishina's chocolate the way to go?\Mu\Iga response:	Shi
context: Serinuma-senpai,\if it's all right, please submit mine using your name.\No, no. I couldn't. Look how nice it is!\Isn't the deadline tomorrow, though?\If you want to win, isn't Nishina's chocolate the way to go?\Mu\Iga\Shi response:	Well, he does have a point.
context: if it's all right, please submit mine using your name.\No, no. I couldn't. Look how nice it is!\Isn't the deadline tomorrow, though?\If you want to win, isn't Nishina's chocolate the way to go?\Mu\Iga\Shi\Well, he does have a point. response:	Even though I practiced so much...
context: No, no. I couldn't. Look how nice it is!\Isn't the deadline tomorrow, though?\If you want to win, isn't Nishina's chocolate the way to go?\Mu\Iga\Shi\Well, he does have a point.\Even though I practiced so much... response:	It's delicious.
context: Isn't the deadline tomorrow, though?\If you want to win, isn't Nishina's chocolate the way to go?\Mu\Iga\Shi\Well, he does have a point.\Even though I practiced so much...\It's delicious. response:	Oh, I see...
context: If you want to win, isn't Nishina's chocolate the way to go?\Mu\Iga\Shi\Well, he does have a point.\Even though I practiced so much...\It's delicious.\Oh, I see... response:	What?! You ended up sending in the one you made?
context: Mu\Iga\Shi\Well, he does have a point.\Even though I practiced so much...\It's delicious.\Oh, I see...\What?! You ended up sending in the one you made? response:	Was there something wrong with the one I made?
context: Iga\Shi\Well, he does have a point.\Even though I practiced so much...\It's delicious.\Oh, I see...\What?! You ended up sending in the one you made?\Was there something wrong with the one I made? response:	That's not it. It was supposed to be a Valentine's chocolate, right?
context: Shi\Well, he does have a point.\Even though I practiced so much...\It's delicious.\Oh, I see...\What?! You ended up sending in the one you made?\Was there something wrong with the one I made?\That's not it. It was supposed to be a Valentine's chocolate, right? response:	I remembered that chocolate is a gift.
context: Well, he does have a point.\Even though I practiced so much...\It's delicious.\Oh, I see...\What?! You ended up sending in the one you made?\Was there something wrong with the one I made?\That's not it. It was supposed to be a Valentine's chocolate, right?\I remembered that chocolate is a gift. response:	I know it was poorly done, but I put all my feelings into it.
context: Even though I practiced so much...\It's delicious.\Oh, I see...\What?! You ended up sending in the one you made?\Was there something wrong with the one I made?\That's not it. It was supposed to be a Valentine's chocolate, right?\I remembered that chocolate is a gift.\I know it was poorly done, but I put all my feelings into it. response:	So I wanted to send that one.
context: It's delicious.\Oh, I see...\What?! You ended up sending in the one you made?\Was there something wrong with the one I made?\That's not it. It was supposed to be a Valentine's chocolate, right?\I remembered that chocolate is a gift.\I know it was poorly done, but I put all my feelings into it.\So I wanted to send that one. response:	So, Shima-chan, I'm so sorry!
context: Oh, I see...\What?! You ended up sending in the one you made?\Was there something wrong with the one I made?\That's not it. It was supposed to be a Valentine's chocolate, right?\I remembered that chocolate is a gift.\I know it was poorly done, but I put all my feelings into it.\So I wanted to send that one.\So, Shima-chan, I'm so sorry! response:	No.
context: What?! You ended up sending in the one you made?\Was there something wrong with the one I made?\That's not it. It was supposed to be a Valentine's chocolate, right?\I remembered that chocolate is a gift.\I know it was poorly done, but I put all my feelings into it.\So I wanted to send that one.\So, Shima-chan, I'm so sorry!\No. response:	I think that's great.
context: Was there something wrong with the one I made?\That's not it. It was supposed to be a Valentine's chocolate, right?\I remembered that chocolate is a gift.\I know it was poorly done, but I put all my feelings into it.\So I wanted to send that one.\So, Shima-chan, I'm so sorry!\No.\I think that's great. response:	It's what makes you wonderful.
context: That's not it. It was supposed to be a Valentine's chocolate, right?\I remembered that chocolate is a gift.\I know it was poorly done, but I put all my feelings into it.\So I wanted to send that one.\So, Shima-chan, I'm so sorry!\No.\I think that's great.\It's what makes you wonderful. response:	Huh? No... Come on...
context: I remembered that chocolate is a gift.\I know it was poorly done, but I put all my feelings into it.\So I wanted to send that one.\So, Shima-chan, I'm so sorry!\No.\I think that's great.\It's what makes you wonderful.\Huh? No... Come on... response:	Oh right, I have something.
context: I know it was poorly done, but I put all my feelings into it.\So I wanted to send that one.\So, Shima-chan, I'm so sorry!\No.\I think that's great.\It's what makes you wonderful.\Huh? No... Come on...\Oh right, I have something. response:	This is a token of my thanks for always getting along with me.
context: So I wanted to send that one.\So, Shima-chan, I'm so sorry!\No.\I think that's great.\It's what makes you wonderful.\Huh? No... Come on...\Oh right, I have something.\This is a token of my thanks for always getting along with me. response:	This is totally obligatory chocolate.
context: So, Shima-chan, I'm so sorry!\No.\I think that's great.\It's what makes you wonderful.\Huh? No... Come on...\Oh right, I have something.\This is a token of my thanks for always getting along with me.\This is totally obligatory chocolate. response:	Yeah.
context: No.\I think that's great.\It's what makes you wonderful.\Huh? No... Come on...\Oh right, I have something.\This is a token of my thanks for always getting along with me.\This is totally obligatory chocolate.\Yeah. response:	She's pretty cute, huh?
context: I think that's great.\It's what makes you wonderful.\Huh? No... Come on...\Oh right, I have something.\This is a token of my thanks for always getting along with me.\This is totally obligatory chocolate.\Yeah.\She's pretty cute, huh? response:	Yeah.
context: It's what makes you wonderful.\Huh? No... Come on...\Oh right, I have something.\This is a token of my thanks for always getting along with me.\This is totally obligatory chocolate.\Yeah.\She's pretty cute, huh?\Yeah. response:	So you're just into her looks?
context: Huh? No... Come on...\Oh right, I have something.\This is a token of my thanks for always getting along with me.\This is totally obligatory chocolate.\Yeah.\She's pretty cute, huh?\Yeah.\So you're just into her looks? response:	If anything, wouldn't that be you?
context: Oh right, I have something.\This is a token of my thanks for always getting along with me.\This is totally obligatory chocolate.\Yeah.\She's pretty cute, huh?\Yeah.\So you're just into her looks?\If anything, wouldn't that be you? response:	It was all about her looks at the start.
context: This is a token of my thanks for always getting along with me.\This is totally obligatory chocolate.\Yeah.\She's pretty cute, huh?\Yeah.\So you're just into her looks?\If anything, wouldn't that be you?\It was all about her looks at the start. response:	But, now...
context: This is totally obligatory chocolate.\Yeah.\She's pretty cute, huh?\Yeah.\So you're just into her looks?\If anything, wouldn't that be you?\It was all about her looks at the start.\But, now... response:	I don't want to give her up.
context: Yeah.\She's pretty cute, huh?\Yeah.\So you're just into her looks?\If anything, wouldn't that be you?\It was all about her looks at the start.\But, now...\I don't want to give her up. response:	At that time, I didn't know...
context: She's pretty cute, huh?\Yeah.\So you're just into her looks?\If anything, wouldn't that be you?\It was all about her looks at the start.\But, now...\I don't want to give her up.\At that time, I didn't know... response:	That the day would come where my feelings would be put to the test.
context: Yeah.\So you're just into her looks?\If anything, wouldn't that be you?\It was all about her looks at the start.\But, now...\I don't want to give her up.\At that time, I didn't know...\That the day would come where my feelings would be put to the test. response:	Serinuma-san?
context: So you're just into her looks?\If anything, wouldn't that be you?\It was all about her looks at the start.\But, now...\I don't want to give her up.\At that time, I didn't know...\That the day would come where my feelings would be put to the test.\Serinuma-san? response:	Y-Yes?
context: If anything, wouldn't that be you?\It was all about her looks at the start.\But, now...\I don't want to give her up.\At that time, I didn't know...\That the day would come where my feelings would be put to the test.\Serinuma-san?\Y-Yes? response:	Kiss Him, Not Me
context: It was all about her looks at the start.\But, now...\I don't want to give her up.\At that time, I didn't know...\That the day would come where my feelings would be put to the test.\Serinuma-san?\Y-Yes?\Kiss Him, Not Me response:	Kiss Him, Not Me
context: But, now...\I don't want to give her up.\At that time, I didn't know...\That the day would come where my feelings would be put to the test.\Serinuma-san?\Y-Yes?\Kiss Him, Not Me\Kiss Him, Not Me response:	Ka
context: I don't want to give her up.\At that time, I didn't know...\That the day would come where my feelings would be put to the test.\Serinuma-san?\Y-Yes?\Kiss Him, Not Me\Kiss Him, Not Me\Ka response:	Kae-chan?!
context: At that time, I didn't know...\That the day would come where my feelings would be put to the test.\Serinuma-san?\Y-Yes?\Kiss Him, Not Me\Kiss Him, Not Me\Ka\Kae-chan?! response:	Yes?
context: That the day would come where my feelings would be put to the test.\Serinuma-san?\Y-Yes?\Kiss Him, Not Me\Kiss Him, Not Me\Ka\Kae-chan?!\Yes? response:	What happened?! Why are you so, you know... that!
context: Serinuma-san?\Y-Yes?\Kiss Him, Not Me\Kiss Him, Not Me\Ka\Kae-chan?!\Yes?\What happened?! Why are you so, you know... that! response:	Well, you know, I had so much failed Valentine's chocolate left over.
context: Y-Yes?\Kiss Him, Not Me\Kiss Him, Not Me\Ka\Kae-chan?!\Yes?\What happened?! Why are you so, you know... that!\Well, you know, I had so much failed Valentine's chocolate left over. response:	It would have been a waste to toss it, right?
context: Kiss Him, Not Me\Kiss Him, Not Me\Ka\Kae-chan?!\Yes?\What happened?! Why are you so, you know... that!\Well, you know, I had so much failed Valentine's chocolate left over.\It would have been a waste to toss it, right? response:	So...
context: Kiss Him, Not Me\Ka\Kae-chan?!\Yes?\What happened?! Why are you so, you know... that!\Well, you know, I had so much failed Valentine's chocolate left over.\It would have been a waste to toss it, right?\So... response:	When I ate them all...
context: Ka\Kae-chan?!\Yes?\What happened?! Why are you so, you know... that!\Well, you know, I had so much failed Valentine's chocolate left over.\It would have been a waste to toss it, right?\So...\When I ate them all... response:	I got like this!
context: Kae-chan?!\Yes?\What happened?! Why are you so, you know... that!\Well, you know, I had so much failed Valentine's chocolate left over.\It would have been a waste to toss it, right?\So...\When I ate them all...\I got like this! response:	Te-he!
context: Yes?\What happened?! Why are you so, you know... that!\Well, you know, I had so much failed Valentine's chocolate left over.\It would have been a waste to toss it, right?\So...\When I ate them all...\I got like this!\Te-he! response:	Good morning!
context: What happened?! Why are you so, you know... that!\Well, you know, I had so much failed Valentine's chocolate left over.\It would have been a waste to toss it, right?\So...\When I ate them all...\I got like this!\Te-he!\Good morning! response:	Y-Yeah!
context: Well, you know, I had so much failed Valentine's chocolate left over.\It would have been a waste to toss it, right?\So...\When I ate them all...\I got like this!\Te-he!\Good morning!\Y-Yeah! response:	Are you feeling okay?
context: It would have been a waste to toss it, right?\So...\When I ate them all...\I got like this!\Te-he!\Good morning!\Y-Yeah!\Are you feeling okay? response:	It's not good for your health to have your weight fluctuate suddenly.
context: So...\When I ate them all...\I got like this!\Te-he!\Good morning!\Y-Yeah!\Are you feeling okay?\It's not good for your health to have your weight fluctuate suddenly. response:	Thanks for worrying about me! I'll be careful.
context: When I ate them all...\I got like this!\Te-he!\Good morning!\Y-Yeah!\Are you feeling okay?\It's not good for your health to have your weight fluctuate suddenly.\Thanks for worrying about me! I'll be careful. response:	Iga
context: I got like this!\Te-he!\Good morning!\Y-Yeah!\Are you feeling okay?\It's not good for your health to have your weight fluctuate suddenly.\Thanks for worrying about me! I'll be careful.\Iga response:	Nana
context: Te-he!\Good morning!\Y-Yeah!\Are you feeling okay?\It's not good for your health to have your weight fluctuate suddenly.\Thanks for worrying about me! I'll be careful.\Iga\Nana response:	Nana!
context: Good morning!\Y-Yeah!\Are you feeling okay?\It's not good for your health to have your weight fluctuate suddenly.\Thanks for worrying about me! I'll be careful.\Iga\Nana\Nana! response:	Oh, no! I'll go call the teacher!
context: Y-Yeah!\Are you feeling okay?\It's not good for your health to have your weight fluctuate suddenly.\Thanks for worrying about me! I'll be careful.\Iga\Nana\Nana!\Oh, no! I'll go call the teacher! response:	Serinuma-san.
context: Are you feeling okay?\It's not good for your health to have your weight fluctuate suddenly.\Thanks for worrying about me! I'll be careful.\Iga\Nana\Nana!\Oh, no! I'll go call the teacher!\Serinuma-san. response:	Huh?! Shinomiya-kun?!
context: It's not good for your health to have your weight fluctuate suddenly.\Thanks for worrying about me! I'll be careful.\Iga\Nana\Nana!\Oh, no! I'll go call the teacher!\Serinuma-san.\Huh?! Shinomiya-kun?! response:	Get a hold of yourself, Shinomiya-kun!
context: Thanks for worrying about me! I'll be careful.\Iga\Nana\Nana!\Oh, no! I'll go call the teacher!\Serinuma-san.\Huh?! Shinomiya-kun?!\Get a hold of yourself, Shinomiya-kun! response:	Someone help!
context: Iga\Nana\Nana!\Oh, no! I'll go call the teacher!\Serinuma-san.\Huh?! Shinomiya-kun?!\Get a hold of yourself, Shinomiya-kun!\Someone help! response:	Infirmary
context: Nana\Nana!\Oh, no! I'll go call the teacher!\Serinuma-san.\Huh?! Shinomiya-kun?!\Get a hold of yourself, Shinomiya-kun!\Someone help!\Infirmary response:	This is a dream. A dream. A dream!
context: Nana!\Oh, no! I'll go call the teacher!\Serinuma-san.\Huh?! Shinomiya-kun?!\Get a hold of yourself, Shinomiya-kun!\Someone help!\Infirmary\This is a dream. A dream. A dream! response:	If I go to sleep and wake up again, she'll go back to normal.
context: Oh, no! I'll go call the teacher!\Serinuma-san.\Huh?! Shinomiya-kun?!\Get a hold of yourself, Shinomiya-kun!\Someone help!\Infirmary\This is a dream. A dream. A dream!\If I go to sleep and wake up again, she'll go back to normal. response:	I have to sleep.
context: Serinuma-san.\Huh?! Shinomiya-kun?!\Get a hold of yourself, Shinomiya-kun!\Someone help!\Infirmary\This is a dream. A dream. A dream!\If I go to sleep and wake up again, she'll go back to normal.\I have to sleep. response:	We gotta get her to lose weight!
context: Huh?! Shinomiya-kun?!\Get a hold of yourself, Shinomiya-kun!\Someone help!\Infirmary\This is a dream. A dream. A dream!\If I go to sleep and wake up again, she'll go back to normal.\I have to sleep.\We gotta get her to lose weight! response:	I get you, but there's nothing we can really do.
context: Get a hold of yourself, Shinomiya-kun!\Someone help!\Infirmary\This is a dream. A dream. A dream!\If I go to sleep and wake up again, she'll go back to normal.\I have to sleep.\We gotta get her to lose weight!\I get you, but there's nothing we can really do. response:	I know she's got a good personality,
context: Someone help!\Infirmary\This is a dream. A dream. A dream!\If I go to sleep and wake up again, she'll go back to normal.\I have to sleep.\We gotta get her to lose weight!\I get you, but there's nothing we can really do.\I know she's got a good personality, response:	and I know she's mega cute when she's thin.
context: Infirmary\This is a dream. A dream. A dream!\If I go to sleep and wake up again, she'll go back to normal.\I have to sleep.\We gotta get her to lose weight!\I get you, but there's nothing we can really do.\I know she's got a good personality,\and I know she's mega cute when she's thin. response:	So there's only one option!
context: This is a dream. A dream. A dream!\If I go to sleep and wake up again, she'll go back to normal.\I have to sleep.\We gotta get her to lose weight!\I get you, but there's nothing we can really do.\I know she's got a good personality,\and I know she's mega cute when she's thin.\So there's only one option! response:	I prefer a beauty with a good personalty over a beast with a good personality!
context: If I go to sleep and wake up again, she'll go back to normal.\I have to sleep.\We gotta get her to lose weight!\I get you, but there's nothing we can really do.\I know she's got a good personality,\and I know she's mega cute when she's thin.\So there's only one option!\I prefer a beauty with a good personalty over a beast with a good personality! response:	You're so honest that it disgusts me.
context: I have to sleep.\We gotta get her to lose weight!\I get you, but there's nothing we can really do.\I know she's got a good personality,\and I know she's mega cute when she's thin.\So there's only one option!\I prefer a beauty with a good personalty over a beast with a good personality!\You're so honest that it disgusts me. response:	But...
context: We gotta get her to lose weight!\I get you, but there's nothing we can really do.\I know she's got a good personality,\and I know she's mega cute when she's thin.\So there's only one option!\I prefer a beauty with a good personalty over a beast with a good personality!\You're so honest that it disgusts me.\But... response:	I get you!
context: I get you, but there's nothing we can really do.\I know she's got a good personality,\and I know she's mega cute when she's thin.\So there's only one option!\I prefer a beauty with a good personalty over a beast with a good personality!\You're so honest that it disgusts me.\But...\I get you! response:	Right?!
context: I know she's got a good personality,\and I know she's mega cute when she's thin.\So there's only one option!\I prefer a beauty with a good personalty over a beast with a good personality!\You're so honest that it disgusts me.\But...\I get you!\Right?! response:	Uh, sure...
context: and I know she's mega cute when she's thin.\So there's only one option!\I prefer a beauty with a good personalty over a beast with a good personality!\You're so honest that it disgusts me.\But...\I get you!\Right?!\Uh, sure... response:	It's delicious!
context: So there's only one option!\I prefer a beauty with a good personalty over a beast with a good personality!\You're so honest that it disgusts me.\But...\I get you!\Right?!\Uh, sure...\It's delicious! response:	I can really have all of this?
context: I prefer a beauty with a good personalty over a beast with a good personality!\You're so honest that it disgusts me.\But...\I get you!\Right?!\Uh, sure...\It's delicious!\I can really have all of this? response:	Of course!
context: You're so honest that it disgusts me.\But...\I get you!\Right?!\Uh, sure...\It's delicious!\I can really have all of this?\Of course! response:	Nishina!
context: But...\I get you!\Right?!\Uh, sure...\It's delicious!\I can really have all of this?\Of course!\Nishina! response:	Nanashima-kun, are you okay?
context: I get you!\Right?!\Uh, sure...\It's delicious!\I can really have all of this?\Of course!\Nishina!\Nanashima-kun, are you okay? response:	Shinomiya-kun, I'm really sorry.
context: Right?!\Uh, sure...\It's delicious!\I can really have all of this?\Of course!\Nishina!\Nanashima-kun, are you okay?\Shinomiya-kun, I'm really sorry. response:	What are you doing?
context: Uh, sure...\It's delicious!\I can really have all of this?\Of course!\Nishina!\Nanashima-kun, are you okay?\Shinomiya-kun, I'm really sorry.\What are you doing? response:	Well, she's gotten so round and soft.
context: It's delicious!\I can really have all of this?\Of course!\Nishina!\Nanashima-kun, are you okay?\Shinomiya-kun, I'm really sorry.\What are you doing?\Well, she's gotten so round and soft. response:	I just want to feed her lots and lots!
context: I can really have all of this?\Of course!\Nishina!\Nanashima-kun, are you okay?\Shinomiya-kun, I'm really sorry.\What are you doing?\Well, she's gotten so round and soft.\I just want to feed her lots and lots! response:	That tickles, Shima-chan.
context: Of course!\Nishina!\Nanashima-kun, are you okay?\Shinomiya-kun, I'm really sorry.\What are you doing?\Well, she's gotten so round and soft.\I just want to feed her lots and lots!\That tickles, Shima-chan. response:	Stop it, idiot!
context: Nishina!\Nanashima-kun, are you okay?\Shinomiya-kun, I'm really sorry.\What are you doing?\Well, she's gotten so round and soft.\I just want to feed her lots and lots!\That tickles, Shima-chan.\Stop it, idiot! response:	Look, you made him cry.
context: Nanashima-kun, are you okay?\Shinomiya-kun, I'm really sorry.\What are you doing?\Well, she's gotten so round and soft.\I just want to feed her lots and lots!\That tickles, Shima-chan.\Stop it, idiot!\Look, you made him cry. response:	Don't drive him into a corner!
context: Shinomiya-kun, I'm really sorry.\What are you doing?\Well, she's gotten so round and soft.\I just want to feed her lots and lots!\That tickles, Shima-chan.\Stop it, idiot!\Look, you made him cry.\Don't drive him into a corner! response:	You know what? Shima-chan was throwing a party for me.
context: What are you doing?\Well, she's gotten so round and soft.\I just want to feed her lots and lots!\That tickles, Shima-chan.\Stop it, idiot!\Look, you made him cry.\Don't drive him into a corner!\You know what? Shima-chan was throwing a party for me. response:	A party? For what?
context: Well, she's gotten so round and soft.\I just want to feed her lots and lots!\That tickles, Shima-chan.\Stop it, idiot!\Look, you made him cry.\Don't drive him into a corner!\You know what? Shima-chan was throwing a party for me.\A party? For what? response:	I got an email earlier.
context: I just want to feed her lots and lots!\That tickles, Shima-chan.\Stop it, idiot!\Look, you made him cry.\Don't drive him into a corner!\You know what? Shima-chan was throwing a party for me.\A party? For what?\I got an email earlier. response:	It said my chocolate got the special prize.
context: That tickles, Shima-chan.\Stop it, idiot!\Look, you made him cry.\Don't drive him into a corner!\You know what? Shima-chan was throwing a party for me.\A party? For what?\I got an email earlier.\It said my chocolate got the special prize. response:	Wh-What?!
context: Stop it, idiot!\Look, you made him cry.\Don't drive him into a corner!\You know what? Shima-chan was throwing a party for me.\A party? For what?\I got an email earlier.\It said my chocolate got the special prize.\Wh-What?! response:	Th-That did?
context: Look, you made him cry.\Don't drive him into a corner!\You know what? Shima-chan was throwing a party for me.\A party? For what?\I got an email earlier.\It said my chocolate got the special prize.\Wh-What?!\Th-That did? response:	Apparently the judges really liked it.
context: Don't drive him into a corner!\You know what? Shima-chan was throwing a party for me.\A party? For what?\I got an email earlier.\It said my chocolate got the special prize.\Wh-What?!\Th-That did?\Apparently the judges really liked it. response:	That's a lie!
context: You know what? Shima-chan was throwing a party for me.\A party? For what?\I got an email earlier.\It said my chocolate got the special prize.\Wh-What?!\Th-That did?\Apparently the judges really liked it.\That's a lie! response:	And so, I've been invited to the award ceremony!
context: A party? For what?\I got an email earlier.\It said my chocolate got the special prize.\Wh-What?!\Th-That did?\Apparently the judges really liked it.\That's a lie!\And so, I've been invited to the award ceremony! response:	The director, voice actors, and character designer will be there.
context: I got an email earlier.\It said my chocolate got the special prize.\Wh-What?!\Th-That did?\Apparently the judges really liked it.\That's a lie!\And so, I've been invited to the award ceremony!\The director, voice actors, and character designer will be there. response:	All the staff I admire are coming!
