context: dou ka please can you keep my se cret? response:	mu ga mu chuu da that's all right
context: I'm so jealous of him!\But I... actually...\Today's Valentine's Day, eh...\Here, take this.\Cheer up, okay? You-kun!\Please come this way!\UxMishi's live performance?\Yeah! They're gonna perform in Yumesaki High's Cultural Festival! response:	Have you forgotten how awful he was to you?
context: But I... actually...\Today's Valentine's Day, eh...\Here, take this.\Cheer up, okay? You-kun!\Please come this way!\UxMishi's live performance?\Yeah! They're gonna perform in Yumesaki High's Cultural Festival!\Have you forgotten how awful he was to you? response:	Exactly! Please tell her she can't go, Misaki!
context: Today's Valentine's Day, eh...\Here, take this.\Cheer up, okay? You-kun!\Please come this way!\UxMishi's live performance?\Yeah! They're gonna perform in Yumesaki High's Cultural Festival!\Have you forgotten how awful he was to you?\Exactly! Please tell her she can't go, Misaki! response:	But he's different now!
context: Here, take this.\Cheer up, okay? You-kun!\Please come this way!\UxMishi's live performance?\Yeah! They're gonna perform in Yumesaki High's Cultural Festival!\Have you forgotten how awful he was to you?\Exactly! Please tell her she can't go, Misaki!\But he's different now! response:	He supposedly got injured in his last performance,
context: Cheer up, okay? You-kun!\Please come this way!\UxMishi's live performance?\Yeah! They're gonna perform in Yumesaki High's Cultural Festival!\Have you forgotten how awful he was to you?\Exactly! Please tell her she can't go, Misaki!\But he's different now!\He supposedly got injured in his last performance, response:	and changed his attitude when she visited him.
context: Please come this way!\UxMishi's live performance?\Yeah! They're gonna perform in Yumesaki High's Cultural Festival!\Have you forgotten how awful he was to you?\Exactly! Please tell her she can't go, Misaki!\But he's different now!\He supposedly got injured in his last performance,\and changed his attitude when she visited him. response:	Sorry! But...
context: UxMishi's live performance?\Yeah! They're gonna perform in Yumesaki High's Cultural Festival!\Have you forgotten how awful he was to you?\Exactly! Please tell her she can't go, Misaki!\But he's different now!\He supposedly got injured in his last performance,\and changed his attitude when she visited him.\Sorry! But... response:	He has really changed, and I wanted you two to know...
context: Yeah! They're gonna perform in Yumesaki High's Cultural Festival!\Have you forgotten how awful he was to you?\Exactly! Please tell her she can't go, Misaki!\But he's different now!\He supposedly got injured in his last performance,\and changed his attitude when she visited him.\Sorry! But...\He has really changed, and I wanted you two to know... response:	Guess I have to go, then...
context: Have you forgotten how awful he was to you?\Exactly! Please tell her she can't go, Misaki!\But he's different now!\He supposedly got injured in his last performance,\and changed his attitude when she visited him.\Sorry! But...\He has really changed, and I wanted you two to know...\Guess I have to go, then... response:	I want to go, too!
context: Exactly! Please tell her she can't go, Misaki!\But he's different now!\He supposedly got injured in his last performance,\and changed his attitude when she visited him.\Sorry! But...\He has really changed, and I wanted you two to know...\Guess I have to go, then...\I want to go, too! response:	Usui!
context: But he's different now!\He supposedly got injured in his last performance,\and changed his attitude when she visited him.\Sorry! But...\He has really changed, and I wanted you two to know...\Guess I have to go, then...\I want to go, too!\Usui! response:	I want to go Yumesaki High's Cultural Festival!
context: He supposedly got injured in his last performance,\and changed his attitude when she visited him.\Sorry! But...\He has really changed, and I wanted you two to know...\Guess I have to go, then...\I want to go, too!\Usui!\I want to go Yumesaki High's Cultural Festival! response:	Why are you going?!
context: and changed his attitude when she visited him.\Sorry! But...\He has really changed, and I wanted you two to know...\Guess I have to go, then...\I want to go, too!\Usui!\I want to go Yumesaki High's Cultural Festival!\Why are you going?! response:	Just bring him along!
context: Sorry! But...\He has really changed, and I wanted you two to know...\Guess I have to go, then...\I want to go, too!\Usui!\I want to go Yumesaki High's Cultural Festival!\Why are you going?!\Just bring him along! response:	He's worried about you!
context: He has really changed, and I wanted you two to know...\Guess I have to go, then...\I want to go, too!\Usui!\I want to go Yumesaki High's Cultural Festival!\Why are you going?!\Just bring him along!\He's worried about you! response:	That can't be-
context: Guess I have to go, then...\I want to go, too!\Usui!\I want to go Yumesaki High's Cultural Festival!\Why are you going?!\Just bring him along!\He's worried about you!\That can't be- response:	Misaki, you're blushing.
context: I want to go, too!\Usui!\I want to go Yumesaki High's Cultural Festival!\Why are you going?!\Just bring him along!\He's worried about you!\That can't be-\Misaki, you're blushing. response:	You're so warm!
context: Usui!\I want to go Yumesaki High's Cultural Festival!\Why are you going?!\Just bring him along!\He's worried about you!\That can't be-\Misaki, you're blushing.\You're so warm! response:	Eri Kari... Eri Kalipso!
context: I want to go Yumesaki High's Cultural Festival!\Why are you going?!\Just bring him along!\He's worried about you!\That can't be-\Misaki, you're blushing.\You're so warm!\Eri Kari... Eri Kalipso! response:	Now, tell me.
context: Why are you going?!\Just bring him along!\He's worried about you!\That can't be-\Misaki, you're blushing.\You're so warm!\Eri Kari... Eri Kalipso!\Now, tell me. response:	Okay!
context: Just bring him along!\He's worried about you!\That can't be-\Misaki, you're blushing.\You're so warm!\Eri Kari... Eri Kalipso!\Now, tell me.\Okay! response:	Please, Lady Erika!
context: He's worried about you!\That can't be-\Misaki, you're blushing.\You're so warm!\Eri Kari... Eri Kalipso!\Now, tell me.\Okay!\Please, Lady Erika! response:	Will I...
context: That can't be-\Misaki, you're blushing.\You're so warm!\Eri Kari... Eri Kalipso!\Now, tell me.\Okay!\Please, Lady Erika!\Will I... response:	No, will I!
context: Misaki, you're blushing.\You're so warm!\Eri Kari... Eri Kalipso!\Now, tell me.\Okay!\Please, Lady Erika!\Will I...\No, will I! response:	No, will I!
context: You're so warm!\Eri Kari... Eri Kalipso!\Now, tell me.\Okay!\Please, Lady Erika!\Will I...\No, will I!\No, will I! response:	be together with Misa-chan?!
context: Eri Kari... Eri Kalipso!\Now, tell me.\Okay!\Please, Lady Erika!\Will I...\No, will I!\No, will I!\be together with Misa-chan?! response:	Fine. Let the crystal ball reveal your future with her!
context: Now, tell me.\Okay!\Please, Lady Erika!\Will I...\No, will I!\No, will I!\be together with Misa-chan?!\Fine. Let the crystal ball reveal your future with her! response:	I can't wait to hear!
context: Okay!\Please, Lady Erika!\Will I...\No, will I!\No, will I!\be together with Misa-chan?!\Fine. Let the crystal ball reveal your future with her!\I can't wait to hear! response:	She's a fitting fortune-teller, but she still lacks some moe points.
context: Please, Lady Erika!\Will I...\No, will I!\No, will I!\be together with Misa-chan?!\Fine. Let the crystal ball reveal your future with her!\I can't wait to hear!\She's a fitting fortune-teller, but she still lacks some moe points. response:	But look at her. She's moves as if she's possessed by something.
context: Will I...\No, will I!\No, will I!\be together with Misa-chan?!\Fine. Let the crystal ball reveal your future with her!\I can't wait to hear!\She's a fitting fortune-teller, but she still lacks some moe points.\But look at her. She's moves as if she's possessed by something. response:	I'm so anxious!
context: No, will I!\No, will I!\be together with Misa-chan?!\Fine. Let the crystal ball reveal your future with her!\I can't wait to hear!\She's a fitting fortune-teller, but she still lacks some moe points.\But look at her. She's moves as if she's possessed by something.\I'm so anxious! response:	It has been revealed! This is-!
context: No, will I!\be together with Misa-chan?!\Fine. Let the crystal ball reveal your future with her!\I can't wait to hear!\She's a fitting fortune-teller, but she still lacks some moe points.\But look at her. She's moves as if she's possessed by something.\I'm so anxious!\It has been revealed! This is-! response:	What did you see?!
context: be together with Misa-chan?!\Fine. Let the crystal ball reveal your future with her!\I can't wait to hear!\She's a fitting fortune-teller, but she still lacks some moe points.\But look at her. She's moves as if she's possessed by something.\I'm so anxious!\It has been revealed! This is-!\What did you see?! response:	I can't wait to hear!
context: Fine. Let the crystal ball reveal your future with her!\I can't wait to hear!\She's a fitting fortune-teller, but she still lacks some moe points.\But look at her. She's moves as if she's possessed by something.\I'm so anxious!\It has been revealed! This is-!\What did you see?!\I can't wait to hear! response:	I'm so excited!
context: I can't wait to hear!\She's a fitting fortune-teller, but she still lacks some moe points.\But look at her. She's moves as if she's possessed by something.\I'm so anxious!\It has been revealed! This is-!\What did you see?!\I can't wait to hear!\I'm so excited! response:	Shh!
context: She's a fitting fortune-teller, but she still lacks some moe points.\But look at her. She's moves as if she's possessed by something.\I'm so anxious!\It has been revealed! This is-!\What did you see?!\I can't wait to hear!\I'm so excited!\Shh! response:	I can't see anything, since it's as cloudy as gray matter.
context: But look at her. She's moves as if she's possessed by something.\I'm so anxious!\It has been revealed! This is-!\What did you see?!\I can't wait to hear!\I'm so excited!\Shh!\I can't see anything, since it's as cloudy as gray matter. response:	Meaning...?
context: I'm so anxious!\It has been revealed! This is-!\What did you see?!\I can't wait to hear!\I'm so excited!\Shh!\I can't see anything, since it's as cloudy as gray matter.\Meaning...? response:	What do you mean?
context: It has been revealed! This is-!\What did you see?!\I can't wait to hear!\I'm so excited!\Shh!\I can't see anything, since it's as cloudy as gray matter.\Meaning...?\What do you mean? response:	I can't see anything! That's everything you need to know! In other words-
context: What did you see?!\I can't wait to hear!\I'm so excited!\Shh!\I can't see anything, since it's as cloudy as gray matter.\Meaning...?\What do you mean?\I can't see anything! That's everything you need to know! In other words- response:	I don't give a damn!
context: I can't wait to hear!\I'm so excited!\Shh!\I can't see anything, since it's as cloudy as gray matter.\Meaning...?\What do you mean?\I can't see anything! That's everything you need to know! In other words-\I don't give a damn! response:	Which means it'll never happen for you guys!
context: I'm so excited!\Shh!\I can't see anything, since it's as cloudy as gray matter.\Meaning...?\What do you mean?\I can't see anything! That's everything you need to know! In other words-\I don't give a damn!\Which means it'll never happen for you guys! response:	That's what the crystal ball says.
context: Shh!\I can't see anything, since it's as cloudy as gray matter.\Meaning...?\What do you mean?\I can't see anything! That's everything you need to know! In other words-\I don't give a damn!\Which means it'll never happen for you guys!\That's what the crystal ball says. response:	You don't need to put it so bluntly!
context: I can't see anything, since it's as cloudy as gray matter.\Meaning...?\What do you mean?\I can't see anything! That's everything you need to know! In other words-\I don't give a damn!\Which means it'll never happen for you guys!\That's what the crystal ball says.\You don't need to put it so bluntly! response:	Since fortune-telling is basically just observing people, Misa wouldn't be able to do it.
context: Meaning...?\What do you mean?\I can't see anything! That's everything you need to know! In other words-\I don't give a damn!\Which means it'll never happen for you guys!\That's what the crystal ball says.\You don't need to put it so bluntly!\Since fortune-telling is basically just observing people, Misa wouldn't be able to do it. response:	You don't even know about your own feelings.
context: What do you mean?\I can't see anything! That's everything you need to know! In other words-\I don't give a damn!\Which means it'll never happen for you guys!\That's what the crystal ball says.\You don't need to put it so bluntly!\Since fortune-telling is basically just observing people, Misa wouldn't be able to do it.\You don't even know about your own feelings. response:	Misaki-chan- Oops, it's Misa-chan here.
context: I can't see anything! That's everything you need to know! In other words-\I don't give a damn!\Which means it'll never happen for you guys!\That's what the crystal ball says.\You don't need to put it so bluntly!\Since fortune-telling is basically just observing people, Misa wouldn't be able to do it.\You don't even know about your own feelings.\Misaki-chan- Oops, it's Misa-chan here. response:	I guess I don't come enough to remember to call you that. How embarrassing!
context: I don't give a damn!\Which means it'll never happen for you guys!\That's what the crystal ball says.\You don't need to put it so bluntly!\Since fortune-telling is basically just observing people, Misa wouldn't be able to do it.\You don't even know about your own feelings.\Misaki-chan- Oops, it's Misa-chan here.\I guess I don't come enough to remember to call you that. How embarrassing! response:	No, you're already a regular.
context: Which means it'll never happen for you guys!\That's what the crystal ball says.\You don't need to put it so bluntly!\Since fortune-telling is basically just observing people, Misa wouldn't be able to do it.\You don't even know about your own feelings.\Misaki-chan- Oops, it's Misa-chan here.\I guess I don't come enough to remember to call you that. How embarrassing!\No, you're already a regular. response:	Oh yeah, I saw outside that there's fortune-telling today. Can I get one too?
context: That's what the crystal ball says.\You don't need to put it so bluntly!\Since fortune-telling is basically just observing people, Misa wouldn't be able to do it.\You don't even know about your own feelings.\Misaki-chan- Oops, it's Misa-chan here.\I guess I don't come enough to remember to call you that. How embarrassing!\No, you're already a regular.\Oh yeah, I saw outside that there's fortune-telling today. Can I get one too? response:	Of course, master!
context: You don't need to put it so bluntly!\Since fortune-telling is basically just observing people, Misa wouldn't be able to do it.\You don't even know about your own feelings.\Misaki-chan- Oops, it's Misa-chan here.\I guess I don't come enough to remember to call you that. How embarrassing!\No, you're already a regular.\Oh yeah, I saw outside that there's fortune-telling today. Can I get one too?\Of course, master! response:	Please sit in front of the crystall ball, master!
context: Since fortune-telling is basically just observing people, Misa wouldn't be able to do it.\You don't even know about your own feelings.\Misaki-chan- Oops, it's Misa-chan here.\I guess I don't come enough to remember to call you that. How embarrassing!\No, you're already a regular.\Oh yeah, I saw outside that there's fortune-telling today. Can I get one too?\Of course, master!\Please sit in front of the crystall ball, master! response:	Oh, how authentic!
context: You don't even know about your own feelings.\Misaki-chan- Oops, it's Misa-chan here.\I guess I don't come enough to remember to call you that. How embarrassing!\No, you're already a regular.\Oh yeah, I saw outside that there's fortune-telling today. Can I get one too?\Of course, master!\Please sit in front of the crystall ball, master!\Oh, how authentic! response:	Please tell me my future with Misa-chan!
context: Misaki-chan- Oops, it's Misa-chan here.\I guess I don't come enough to remember to call you that. How embarrassing!\No, you're already a regular.\Oh yeah, I saw outside that there's fortune-telling today. Can I get one too?\Of course, master!\Please sit in front of the crystall ball, master!\Oh, how authentic!\Please tell me my future with Misa-chan! response:	Fine.
context: I guess I don't come enough to remember to call you that. How embarrassing!\No, you're already a regular.\Oh yeah, I saw outside that there's fortune-telling today. Can I get one too?\Of course, master!\Please sit in front of the crystall ball, master!\Oh, how authentic!\Please tell me my future with Misa-chan!\Fine. response:	I can't wait!
context: No, you're already a regular.\Oh yeah, I saw outside that there's fortune-telling today. Can I get one too?\Of course, master!\Please sit in front of the crystall ball, master!\Oh, how authentic!\Please tell me my future with Misa-chan!\Fine.\I can't wait! response:	I see it.
context: Oh yeah, I saw outside that there's fortune-telling today. Can I get one too?\Of course, master!\Please sit in front of the crystall ball, master!\Oh, how authentic!\Please tell me my future with Misa-chan!\Fine.\I can't wait!\I see it. response:	What did you see?!
context: Of course, master!\Please sit in front of the crystall ball, master!\Oh, how authentic!\Please tell me my future with Misa-chan!\Fine.\I can't wait!\I see it.\What did you see?! response:	A paper balloon...
context: Please sit in front of the crystall ball, master!\Oh, how authentic!\Please tell me my future with Misa-chan!\Fine.\I can't wait!\I see it.\What did you see?!\A paper balloon... response:	And?
context: Oh, how authentic!\Please tell me my future with Misa-chan!\Fine.\I can't wait!\I see it.\What did you see?!\A paper balloon...\And? response:	How sad for him.
context: Please tell me my future with Misa-chan!\Fine.\I can't wait!\I see it.\What did you see?!\A paper balloon...\And?\How sad for him. response:	His future with Misa-chan's like a deflated paper balloon, eh?
context: Fine.\I can't wait!\I see it.\What did you see?!\A paper balloon...\And?\How sad for him.\His future with Misa-chan's like a deflated paper balloon, eh? response:	Must be worse than our cloudy prediction!
context: I can't wait!\I see it.\What did you see?!\A paper balloon...\And?\How sad for him.\His future with Misa-chan's like a deflated paper balloon, eh?\Must be worse than our cloudy prediction! response:	Look! The deflated balloon's inflating again!
context: I see it.\What did you see?!\A paper balloon...\And?\How sad for him.\His future with Misa-chan's like a deflated paper balloon, eh?\Must be worse than our cloudy prediction!\Look! The deflated balloon's inflating again! response:	My my!
context: What did you see?!\A paper balloon...\And?\How sad for him.\His future with Misa-chan's like a deflated paper balloon, eh?\Must be worse than our cloudy prediction!\Look! The deflated balloon's inflating again!\My my! response:	Trying to hang on to your last thread, eh?
context: A paper balloon...\And?\How sad for him.\His future with Misa-chan's like a deflated paper balloon, eh?\Must be worse than our cloudy prediction!\Look! The deflated balloon's inflating again!\My my!\Trying to hang on to your last thread, eh? response:	I don't see any holes in it.
context: And?\How sad for him.\His future with Misa-chan's like a deflated paper balloon, eh?\Must be worse than our cloudy prediction!\Look! The deflated balloon's inflating again!\My my!\Trying to hang on to your last thread, eh?\I don't see any holes in it. response:	I'm relieved. I can just inflate it again as long as there are no holes!
context: How sad for him.\His future with Misa-chan's like a deflated paper balloon, eh?\Must be worse than our cloudy prediction!\Look! The deflated balloon's inflating again!\My my!\Trying to hang on to your last thread, eh?\I don't see any holes in it.\I'm relieved. I can just inflate it again as long as there are no holes! response:	That's quite optimistic of him.
context: His future with Misa-chan's like a deflated paper balloon, eh?\Must be worse than our cloudy prediction!\Look! The deflated balloon's inflating again!\My my!\Trying to hang on to your last thread, eh?\I don't see any holes in it.\I'm relieved. I can just inflate it again as long as there are no holes!\That's quite optimistic of him. response:	Here's something extra for you.
context: Must be worse than our cloudy prediction!\Look! The deflated balloon's inflating again!\My my!\Trying to hang on to your last thread, eh?\I don't see any holes in it.\I'm relieved. I can just inflate it again as long as there are no holes!\That's quite optimistic of him.\Here's something extra for you. response:	That optimism might just turn things around for you in the end.
context: Look! The deflated balloon's inflating again!\My my!\Trying to hang on to your last thread, eh?\I don't see any holes in it.\I'm relieved. I can just inflate it again as long as there are no holes!\That's quite optimistic of him.\Here's something extra for you.\That optimism might just turn things around for you in the end. response:	Really?! Yay!
context: My my!\Trying to hang on to your last thread, eh?\I don't see any holes in it.\I'm relieved. I can just inflate it again as long as there are no holes!\That's quite optimistic of him.\Here's something extra for you.\That optimism might just turn things around for you in the end.\Really?! Yay! response:	If that's the case, I'll get my future with Misa-chan told as well.
context: Trying to hang on to your last thread, eh?\I don't see any holes in it.\I'm relieved. I can just inflate it again as long as there are no holes!\That's quite optimistic of him.\Here's something extra for you.\That optimism might just turn things around for you in the end.\Really?! Yay!\If that's the case, I'll get my future with Misa-chan told as well. response:	Is it me, or am I seeing dogs?
context: I don't see any holes in it.\I'm relieved. I can just inflate it again as long as there are no holes!\That's quite optimistic of him.\Here's something extra for you.\That optimism might just turn things around for you in the end.\Really?! Yay!\If that's the case, I'll get my future with Misa-chan told as well.\Is it me, or am I seeing dogs? response:	Then, I shall look into your future.
context: I'm relieved. I can just inflate it again as long as there are no holes!\That's quite optimistic of him.\Here's something extra for you.\That optimism might just turn things around for you in the end.\Really?! Yay!\If that's the case, I'll get my future with Misa-chan told as well.\Is it me, or am I seeing dogs?\Then, I shall look into your future. response:	She's totally averting her eyes from the crystal ball!
context: That's quite optimistic of him.\Here's something extra for you.\That optimism might just turn things around for you in the end.\Really?! Yay!\If that's the case, I'll get my future with Misa-chan told as well.\Is it me, or am I seeing dogs?\Then, I shall look into your future.\She's totally averting her eyes from the crystal ball! response:	And what's my fortune?
context: Here's something extra for you.\That optimism might just turn things around for you in the end.\Really?! Yay!\If that's the case, I'll get my future with Misa-chan told as well.\Is it me, or am I seeing dogs?\Then, I shall look into your future.\She's totally averting her eyes from the crystal ball!\And what's my fortune? response:	O-Oh yeah, r-right...
context: That optimism might just turn things around for you in the end.\Really?! Yay!\If that's the case, I'll get my future with Misa-chan told as well.\Is it me, or am I seeing dogs?\Then, I shall look into your future.\She's totally averting her eyes from the crystal ball!\And what's my fortune?\O-Oh yeah, r-right... response:	Just tell it to me straight.
context: Really?! Yay!\If that's the case, I'll get my future with Misa-chan told as well.\Is it me, or am I seeing dogs?\Then, I shall look into your future.\She's totally averting her eyes from the crystal ball!\And what's my fortune?\O-Oh yeah, r-right...\Just tell it to me straight. response:	You're right. Here goes...
context: If that's the case, I'll get my future with Misa-chan told as well.\Is it me, or am I seeing dogs?\Then, I shall look into your future.\She's totally averting her eyes from the crystal ball!\And what's my fortune?\O-Oh yeah, r-right...\Just tell it to me straight.\You're right. Here goes... response:	The two of you...
context: Is it me, or am I seeing dogs?\Then, I shall look into your future.\She's totally averting her eyes from the crystal ball!\And what's my fortune?\O-Oh yeah, r-right...\Just tell it to me straight.\You're right. Here goes...\The two of you... response:	I see fire and water in the crystal ball.
context: Then, I shall look into your future.\She's totally averting her eyes from the crystal ball!\And what's my fortune?\O-Oh yeah, r-right...\Just tell it to me straight.\You're right. Here goes...\The two of you...\I see fire and water in the crystal ball. response:	You two are very incompatible, and a romance between the two of you cannot happen.
context: She's totally averting her eyes from the crystal ball!\And what's my fortune?\O-Oh yeah, r-right...\Just tell it to me straight.\You're right. Here goes...\The two of you...\I see fire and water in the crystal ball.\You two are very incompatible, and a romance between the two of you cannot happen. response:	If you still wish to pursue this relationship, you will have to face a great obstacle.
context: And what's my fortune?\O-Oh yeah, r-right...\Just tell it to me straight.\You're right. Here goes...\The two of you...\I see fire and water in the crystal ball.\You two are very incompatible, and a romance between the two of you cannot happen.\If you still wish to pursue this relationship, you will have to face a great obstacle. response:	There's more to our fortunes, right?
context: O-Oh yeah, r-right...\Just tell it to me straight.\You're right. Here goes...\The two of you...\I see fire and water in the crystal ball.\You two are very incompatible, and a romance between the two of you cannot happen.\If you still wish to pursue this relationship, you will have to face a great obstacle.\There's more to our fortunes, right? response:	Aren't you going to tell us more?
context: Just tell it to me straight.\You're right. Here goes...\The two of you...\I see fire and water in the crystal ball.\You two are very incompatible, and a romance between the two of you cannot happen.\If you still wish to pursue this relationship, you will have to face a great obstacle.\There's more to our fortunes, right?\Aren't you going to tell us more? response:	Lady Erika, please tell us!
context: You're right. Here goes...\The two of you...\I see fire and water in the crystal ball.\You two are very incompatible, and a romance between the two of you cannot happen.\If you still wish to pursue this relationship, you will have to face a great obstacle.\There's more to our fortunes, right?\Aren't you going to tell us more?\Lady Erika, please tell us! response:	It's not our turn yet, eh? Let's retreat quietly.
context: The two of you...\I see fire and water in the crystal ball.\You two are very incompatible, and a romance between the two of you cannot happen.\If you still wish to pursue this relationship, you will have to face a great obstacle.\There's more to our fortunes, right?\Aren't you going to tell us more?\Lady Erika, please tell us!\It's not our turn yet, eh? Let's retreat quietly. response:	Sorry to bother!
context: I see fire and water in the crystal ball.\You two are very incompatible, and a romance between the two of you cannot happen.\If you still wish to pursue this relationship, you will have to face a great obstacle.\There's more to our fortunes, right?\Aren't you going to tell us more?\Lady Erika, please tell us!\It's not our turn yet, eh? Let's retreat quietly.\Sorry to bother! response:	Good work!
context: You two are very incompatible, and a romance between the two of you cannot happen.\If you still wish to pursue this relationship, you will have to face a great obstacle.\There's more to our fortunes, right?\Aren't you going to tell us more?\Lady Erika, please tell us!\It's not our turn yet, eh? Let's retreat quietly.\Sorry to bother!\Good work! response:	You too, Misa-chan!
context: If you still wish to pursue this relationship, you will have to face a great obstacle.\There's more to our fortunes, right?\Aren't you going to tell us more?\Lady Erika, please tell us!\It's not our turn yet, eh? Let's retreat quietly.\Sorry to bother!\Good work!\You too, Misa-chan! response:	You were waiting for me?
context: There's more to our fortunes, right?\Aren't you going to tell us more?\Lady Erika, please tell us!\It's not our turn yet, eh? Let's retreat quietly.\Sorry to bother!\Good work!\You too, Misa-chan!\You were waiting for me? response:	I saw Mr. Third Rate hurrying off somewhere just now.
context: Aren't you going to tell us more?\Lady Erika, please tell us!\It's not our turn yet, eh? Let's retreat quietly.\Sorry to bother!\Good work!\You too, Misa-chan!\You were waiting for me?\I saw Mr. Third Rate hurrying off somewhere just now. response:	Does it really bother you that much?
context: Lady Erika, please tell us!\It's not our turn yet, eh? Let's retreat quietly.\Sorry to bother!\Good work!\You too, Misa-chan!\You were waiting for me?\I saw Mr. Third Rate hurrying off somewhere just now.\Does it really bother you that much? response:	Where did that come from?!
context: It's not our turn yet, eh? Let's retreat quietly.\Sorry to bother!\Good work!\You too, Misa-chan!\You were waiting for me?\I saw Mr. Third Rate hurrying off somewhere just now.\Does it really bother you that much?\Where did that come from?! response:	He might be waiting for his situation to turn around.
context: Sorry to bother!\Good work!\You too, Misa-chan!\You were waiting for me?\I saw Mr. Third Rate hurrying off somewhere just now.\Does it really bother you that much?\Where did that come from?!\He might be waiting for his situation to turn around. response:	If Mr. Third Rate were to hit the comeback homerun...
context: Good work!\You too, Misa-chan!\You were waiting for me?\I saw Mr. Third Rate hurrying off somewhere just now.\Does it really bother you that much?\Where did that come from?!\He might be waiting for his situation to turn around.\If Mr. Third Rate were to hit the comeback homerun... response:	I see... So we were that incompatible with each other eh...
context: You too, Misa-chan!\You were waiting for me?\I saw Mr. Third Rate hurrying off somewhere just now.\Does it really bother you that much?\Where did that come from?!\He might be waiting for his situation to turn around.\If Mr. Third Rate were to hit the comeback homerun...\I see... So we were that incompatible with each other eh... response:	Wait! You aren't that easily influenced by fortune-telling, are you?
context: You were waiting for me?\I saw Mr. Third Rate hurrying off somewhere just now.\Does it really bother you that much?\Where did that come from?!\He might be waiting for his situation to turn around.\If Mr. Third Rate were to hit the comeback homerun...\I see... So we were that incompatible with each other eh...\Wait! You aren't that easily influenced by fortune-telling, are you? response:	So that's the reason why you're so cold towards only me...
context: I saw Mr. Third Rate hurrying off somewhere just now.\Does it really bother you that much?\Where did that come from?!\He might be waiting for his situation to turn around.\If Mr. Third Rate were to hit the comeback homerun...\I see... So we were that incompatible with each other eh...\Wait! You aren't that easily influenced by fortune-telling, are you?\So that's the reason why you're so cold towards only me... response:	No, that's'cause you're a perverted alien-
context: Does it really bother you that much?\Where did that come from?!\He might be waiting for his situation to turn around.\If Mr. Third Rate were to hit the comeback homerun...\I see... So we were that incompatible with each other eh...\Wait! You aren't that easily influenced by fortune-telling, are you?\So that's the reason why you're so cold towards only me...\No, that's'cause you're a perverted alien- response:	I'm sure you're calling me that'cause of our incompatibility, right?
context: Where did that come from?!\He might be waiting for his situation to turn around.\If Mr. Third Rate were to hit the comeback homerun...\I see... So we were that incompatible with each other eh...\Wait! You aren't that easily influenced by fortune-telling, are you?\So that's the reason why you're so cold towards only me...\No, that's'cause you're a perverted alien-\I'm sure you're calling me that'cause of our incompatibility, right? response:	Are you an idiot?!
context: He might be waiting for his situation to turn around.\If Mr. Third Rate were to hit the comeback homerun...\I see... So we were that incompatible with each other eh...\Wait! You aren't that easily influenced by fortune-telling, are you?\So that's the reason why you're so cold towards only me...\No, that's'cause you're a perverted alien-\I'm sure you're calling me that'cause of our incompatibility, right?\Are you an idiot?! response:	We're not allowed to be together, huh...
context: If Mr. Third Rate were to hit the comeback homerun...\I see... So we were that incompatible with each other eh...\Wait! You aren't that easily influenced by fortune-telling, are you?\So that's the reason why you're so cold towards only me...\No, that's'cause you're a perverted alien-\I'm sure you're calling me that'cause of our incompatibility, right?\Are you an idiot?!\We're not allowed to be together, huh... response:	So are you going to leave me just because of this?
context: I see... So we were that incompatible with each other eh...\Wait! You aren't that easily influenced by fortune-telling, are you?\So that's the reason why you're so cold towards only me...\No, that's'cause you're a perverted alien-\I'm sure you're calling me that'cause of our incompatibility, right?\Are you an idiot?!\We're not allowed to be together, huh...\So are you going to leave me just because of this? response:	N-No, umm...
context: Wait! You aren't that easily influenced by fortune-telling, are you?\So that's the reason why you're so cold towards only me...\No, that's'cause you're a perverted alien-\I'm sure you're calling me that'cause of our incompatibility, right?\Are you an idiot?!\We're not allowed to be together, huh...\So are you going to leave me just because of this?\N-No, umm... response:	Damn those guys from the sports clubs! I'll make them pay this time!
context: So that's the reason why you're so cold towards only me...\No, that's'cause you're a perverted alien-\I'm sure you're calling me that'cause of our incompatibility, right?\Are you an idiot?!\We're not allowed to be together, huh...\So are you going to leave me just because of this?\N-No, umm...\Damn those guys from the sports clubs! I'll make them pay this time! response:	So are you going to leave me just because of this?
context: No, that's'cause you're a perverted alien-\I'm sure you're calling me that'cause of our incompatibility, right?\Are you an idiot?!\We're not allowed to be together, huh...\So are you going to leave me just because of this?\N-No, umm...\Damn those guys from the sports clubs! I'll make them pay this time!\So are you going to leave me just because of this? response:	I'll help you, Misaki-chan!
context: I'm sure you're calling me that'cause of our incompatibility, right?\Are you an idiot?!\We're not allowed to be together, huh...\So are you going to leave me just because of this?\N-No, umm...\Damn those guys from the sports clubs! I'll make them pay this time!\So are you going to leave me just because of this?\I'll help you, Misaki-chan! response:	Shintani!
context: Are you an idiot?!\We're not allowed to be together, huh...\So are you going to leave me just because of this?\N-No, umm...\Damn those guys from the sports clubs! I'll make them pay this time!\So are you going to leave me just because of this?\I'll help you, Misaki-chan!\Shintani! response:	This is a big mess.
context: We're not allowed to be together, huh...\So are you going to leave me just because of this?\N-No, umm...\Damn those guys from the sports clubs! I'll make them pay this time!\So are you going to leave me just because of this?\I'll help you, Misaki-chan!\Shintani!\This is a big mess. response:	Do your cleaning properly!
