context: The raid boss is in there, isn't it? response:	So it seems.
context: Shiro!\Look!\If we let this continue,\the antenna will shatter before we can do anything about it!\Party 1, raise your DPS and maintain aggro.\Get him away from the antenna and down into the hall below!\Parties 2 through 4, deal with the adds,\and then meet up with us! response:	By hall, does he mean that thing?
context: Look!\If we let this continue,\the antenna will shatter before we can do anything about it!\Party 1, raise your DPS and maintain aggro.\Get him away from the antenna and down into the hall below!\Parties 2 through 4, deal with the adds,\and then meet up with us!\By hall, does he mean that thing? response:	We're really high up.
context: If we let this continue,\the antenna will shatter before we can do anything about it!\Party 1, raise your DPS and maintain aggro.\Get him away from the antenna and down into the hall below!\Parties 2 through 4, deal with the adds,\and then meet up with us!\By hall, does he mean that thing?\We're really high up. response:	Aggro Exchange!
context: the antenna will shatter before we can do anything about it!\Party 1, raise your DPS and maintain aggro.\Get him away from the antenna and down into the hall below!\Parties 2 through 4, deal with the adds,\and then meet up with us!\By hall, does he mean that thing?\We're really high up.\Aggro Exchange! response:	Now!
context: Party 1, raise your DPS and maintain aggro.\Get him away from the antenna and down into the hall below!\Parties 2 through 4, deal with the adds,\and then meet up with us!\By hall, does he mean that thing?\We're really high up.\Aggro Exchange!\Now! response:	Party 1, move to the hall!
context: Get him away from the antenna and down into the hall below!\Parties 2 through 4, deal with the adds,\and then meet up with us!\By hall, does he mean that thing?\We're really high up.\Aggro Exchange!\Now!\Party 1, move to the hall! response:	Look! Look!
context: Parties 2 through 4, deal with the adds,\and then meet up with us!\By hall, does he mean that thing?\We're really high up.\Aggro Exchange!\Now!\Party 1, move to the hall!\Look! Look! response:	It's a flying idol!
context: and then meet up with us!\By hall, does he mean that thing?\We're really high up.\Aggro Exchange!\Now!\Party 1, move to the hall!\Look! Look!\It's a flying idol! response:	We've lowered his HP by forty percent.
context: By hall, does he mean that thing?\We're really high up.\Aggro Exchange!\Now!\Party 1, move to the hall!\Look! Look!\It's a flying idol!\We've lowered his HP by forty percent. response:	But his dodge rate has suddenly shot up.
context: We're really high up.\Aggro Exchange!\Now!\Party 1, move to the hall!\Look! Look!\It's a flying idol!\We've lowered his HP by forty percent.\But his dodge rate has suddenly shot up. response:	Sleep, and your safety will be assured.
context: Aggro Exchange!\Now!\Party 1, move to the hall!\Look! Look!\It's a flying idol!\We've lowered his HP by forty percent.\But his dodge rate has suddenly shot up.\Sleep, and your safety will be assured. response:	Waves will return to waves,
context: Now!\Party 1, move to the hall!\Look! Look!\It's a flying idol!\We've lowered his HP by forty percent.\But his dodge rate has suddenly shot up.\Sleep, and your safety will be assured.\Waves will return to waves, response:	and particles to particles.
context: Party 1, move to the hall!\Look! Look!\It's a flying idol!\We've lowered his HP by forty percent.\But his dodge rate has suddenly shot up.\Sleep, and your safety will be assured.\Waves will return to waves,\and particles to particles. response:	Give me your souls,
context: Look! Look!\It's a flying idol!\We've lowered his HP by forty percent.\But his dodge rate has suddenly shot up.\Sleep, and your safety will be assured.\Waves will return to waves,\and particles to particles.\Give me your souls, response:	and I promise you safety and return.
context: It's a flying idol!\We've lowered his HP by forty percent.\But his dodge rate has suddenly shot up.\Sleep, and your safety will be assured.\Waves will return to waves,\and particles to particles.\Give me your souls,\and I promise you safety and return. response:	The sleep of the eternal moths?
context: We've lowered his HP by forty percent.\But his dodge rate has suddenly shot up.\Sleep, and your safety will be assured.\Waves will return to waves,\and particles to particles.\Give me your souls,\and I promise you safety and return.\The sleep of the eternal moths? response:	What do you people know?
context: But his dodge rate has suddenly shot up.\Sleep, and your safety will be assured.\Waves will return to waves,\and particles to particles.\Give me your souls,\and I promise you safety and return.\The sleep of the eternal moths?\What do you people know? response:	Those who agree to the contract and hand over their souls
context: Sleep, and your safety will be assured.\Waves will return to waves,\and particles to particles.\Give me your souls,\and I promise you safety and return.\The sleep of the eternal moths?\What do you people know?\Those who agree to the contract and hand over their souls response:	are to allow access and choose to stand by in sleep!
context: Waves will return to waves,\and particles to particles.\Give me your souls,\and I promise you safety and return.\The sleep of the eternal moths?\What do you people know?\Those who agree to the contract and hand over their souls\are to allow access and choose to stand by in sleep! response:	That light is bad!
context: and particles to particles.\Give me your souls,\and I promise you safety and return.\The sleep of the eternal moths?\What do you people know?\Those who agree to the contract and hand over their souls\are to allow access and choose to stand by in sleep!\That light is bad! response:	Insta-kill AoE!
context: Give me your souls,\and I promise you safety and return.\The sleep of the eternal moths?\What do you people know?\Those who agree to the contract and hand over their souls\are to allow access and choose to stand by in sleep!\That light is bad!\Insta-kill AoE! response:	Split up!
context: and I promise you safety and return.\The sleep of the eternal moths?\What do you people know?\Those who agree to the contract and hand over their souls\are to allow access and choose to stand by in sleep!\That light is bad!\Insta-kill AoE!\Split up! response:	Nyanta!
context: The sleep of the eternal moths?\What do you people know?\Those who agree to the contract and hand over their souls\are to allow access and choose to stand by in sleep!\That light is bad!\Insta-kill AoE!\Split up!\Nyanta! response:	What is this?
context: What do you people know?\Those who agree to the contract and hand over their souls\are to allow access and choose to stand by in sleep!\That light is bad!\Insta-kill AoE!\Split up!\Nyanta!\What is this? response:	We were far away from that!
context: Those who agree to the contract and hand over their souls\are to allow access and choose to stand by in sleep!\That light is bad!\Insta-kill AoE!\Split up!\Nyanta!\What is this?\We were far away from that! response:	Party 1 Party 2 Party 3 Party 4
context: are to allow access and choose to stand by in sleep!\That light is bad!\Insta-kill AoE!\Split up!\Nyanta!\What is this?\We were far away from that!\Party 1 Party 2 Party 3 Party 4 response:	This is the attack that hit us.
context: That light is bad!\Insta-kill AoE!\Split up!\Nyanta!\What is this?\We were far away from that!\Party 1 Party 2 Party 3 Party 4\This is the attack that hit us. response:	It can't be dodged, and it selects targets randomly?
context: Insta-kill AoE!\Split up!\Nyanta!\What is this?\We were far away from that!\Party 1 Party 2 Party 3 Party 4\This is the attack that hit us.\It can't be dodged, and it selects targets randomly? response:	Fall asleep and choose, adventurers!
context: Split up!\Nyanta!\What is this?\We were far away from that!\Party 1 Party 2 Party 3 Party 4\This is the attack that hit us.\It can't be dodged, and it selects targets randomly?\Fall asleep and choose, adventurers! response:	Crap!
context: Nyanta!\What is this?\We were far away from that!\Party 1 Party 2 Party 3 Party 4\This is the attack that hit us.\It can't be dodged, and it selects targets randomly?\Fall asleep and choose, adventurers!\Crap! response:	You saved me!
context: What is this?\We were far away from that!\Party 1 Party 2 Party 3 Party 4\This is the attack that hit us.\It can't be dodged, and it selects targets randomly?\Fall asleep and choose, adventurers!\Crap!\You saved me! response:	That's my job!
context: We were far away from that!\Party 1 Party 2 Party 3 Party 4\This is the attack that hit us.\It can't be dodged, and it selects targets randomly?\Fall asleep and choose, adventurers!\Crap!\You saved me!\That's my job! response:	Are you okay?
context: Party 1 Party 2 Party 3 Party 4\This is the attack that hit us.\It can't be dodged, and it selects targets randomly?\Fall asleep and choose, adventurers!\Crap!\You saved me!\That's my job!\Are you okay? response:	Marie!
context: This is the attack that hit us.\It can't be dodged, and it selects targets randomly?\Fall asleep and choose, adventurers!\Crap!\You saved me!\That's my job!\Are you okay?\Marie! response:	Thank you.
context: It can't be dodged, and it selects targets randomly?\Fall asleep and choose, adventurers!\Crap!\You saved me!\That's my job!\Are you okay?\Marie!\Thank you. response:	Boot-Up Heal everyone!
context: Fall asleep and choose, adventurers!\Crap!\You saved me!\That's my job!\Are you okay?\Marie!\Thank you.\Boot-Up Heal everyone! response:	Roger!
context: Crap!\You saved me!\That's my job!\Are you okay?\Marie!\Thank you.\Boot-Up Heal everyone!\Roger! response:	Tetra...
context: You saved me!\That's my job!\Are you okay?\Marie!\Thank you.\Boot-Up Heal everyone!\Roger!\Tetra... response:	Leave it to me!
context: That's my job!\Are you okay?\Marie!\Thank you.\Boot-Up Heal everyone!\Roger!\Tetra...\Leave it to me! response:	We can still do this!
context: Are you okay?\Marie!\Thank you.\Boot-Up Heal everyone!\Roger!\Tetra...\Leave it to me!\We can still do this! response:	You can do this, so do it!
context: Marie!\Thank you.\Boot-Up Heal everyone!\Roger!\Tetra...\Leave it to me!\We can still do this!\You can do this, so do it! response:	Aurora Heal!
context: Thank you.\Boot-Up Heal everyone!\Roger!\Tetra...\Leave it to me!\We can still do this!\You can do this, so do it!\Aurora Heal! response:	Front ranks for parties 1 and 2, increase DPS to the limit!
context: Boot-Up Heal everyone!\Roger!\Tetra...\Leave it to me!\We can still do this!\You can do this, so do it!\Aurora Heal!\Front ranks for parties 1 and 2, increase DPS to the limit! response:	Nazuna's group, put a barrier on each of them in order!
context: Roger!\Tetra...\Leave it to me!\We can still do this!\You can do this, so do it!\Aurora Heal!\Front ranks for parties 1 and 2, increase DPS to the limit!\Nazuna's group, put a barrier on each of them in order! response:	You got it!
context: Tetra...\Leave it to me!\We can still do this!\You can do this, so do it!\Aurora Heal!\Front ranks for parties 1 and 2, increase DPS to the limit!\Nazuna's group, put a barrier on each of them in order!\You got it! response:	Roger!
context: Leave it to me!\We can still do this!\You can do this, so do it!\Aurora Heal!\Front ranks for parties 1 and 2, increase DPS to the limit!\Nazuna's group, put a barrier on each of them in order!\You got it!\Roger! response:	What are you going to do?
context: We can still do this!\You can do this, so do it!\Aurora Heal!\Front ranks for parties 1 and 2, increase DPS to the limit!\Nazuna's group, put a barrier on each of them in order!\You got it!\Roger!\What are you going to do? response:	Everyone else, keep your HP up and attack in waves!
context: You can do this, so do it!\Aurora Heal!\Front ranks for parties 1 and 2, increase DPS to the limit!\Nazuna's group, put a barrier on each of them in order!\You got it!\Roger!\What are you going to do?\Everyone else, keep your HP up and attack in waves! response:	Sleep... Sleep!
context: Aurora Heal!\Front ranks for parties 1 and 2, increase DPS to the limit!\Nazuna's group, put a barrier on each of them in order!\You got it!\Roger!\What are you going to do?\Everyone else, keep your HP up and attack in waves!\Sleep... Sleep! response:	Genius of Summoning Taliktan/Genius, Lv. 86 Rank/Raid
context: Front ranks for parties 1 and 2, increase DPS to the limit!\Nazuna's group, put a barrier on each of them in order!\You got it!\Roger!\What are you going to do?\Everyone else, keep your HP up and attack in waves!\Sleep... Sleep!\Genius of Summoning Taliktan/Genius, Lv. 86 Rank/Raid response:	He's down to about thirty percent of his HP!
context: Nazuna's group, put a barrier on each of them in order!\You got it!\Roger!\What are you going to do?\Everyone else, keep your HP up and attack in waves!\Sleep... Sleep!\Genius of Summoning Taliktan/Genius, Lv. 86 Rank/Raid\He's down to about thirty percent of his HP! response:	Sleep, and I promise you safety and return.
context: You got it!\Roger!\What are you going to do?\Everyone else, keep your HP up and attack in waves!\Sleep... Sleep!\Genius of Summoning Taliktan/Genius, Lv. 86 Rank/Raid\He's down to about thirty percent of his HP!\Sleep, and I promise you safety and return. response:	That AoE is coming back.
context: Roger!\What are you going to do?\Everyone else, keep your HP up and attack in waves!\Sleep... Sleep!\Genius of Summoning Taliktan/Genius, Lv. 86 Rank/Raid\He's down to about thirty percent of his HP!\Sleep, and I promise you safety and return.\That AoE is coming back. response:	If we get attacked now...
context: What are you going to do?\Everyone else, keep your HP up and attack in waves!\Sleep... Sleep!\Genius of Summoning Taliktan/Genius, Lv. 86 Rank/Raid\He's down to about thirty percent of his HP!\Sleep, and I promise you safety and return.\That AoE is coming back.\If we get attacked now... response:	We survived it with Boot-Up Heals and barriers?
context: Everyone else, keep your HP up and attack in waves!\Sleep... Sleep!\Genius of Summoning Taliktan/Genius, Lv. 86 Rank/Raid\He's down to about thirty percent of his HP!\Sleep, and I promise you safety and return.\That AoE is coming back.\If we get attacked now...\We survived it with Boot-Up Heals and barriers? response:	You knew who it would attack?
context: Sleep... Sleep!\Genius of Summoning Taliktan/Genius, Lv. 86 Rank/Raid\He's down to about thirty percent of his HP!\Sleep, and I promise you safety and return.\That AoE is coming back.\If we get attacked now...\We survived it with Boot-Up Heals and barriers?\You knew who it would attack? response:	I figured it out the second time.
context: Genius of Summoning Taliktan/Genius, Lv. 86 Rank/Raid\He's down to about thirty percent of his HP!\Sleep, and I promise you safety and return.\That AoE is coming back.\If we get attacked now...\We survived it with Boot-Up Heals and barriers?\You knew who it would attack?\I figured it out the second time. response:	It's a penetration attack on the threat table's top five.
context: He's down to about thirty percent of his HP!\Sleep, and I promise you safety and return.\That AoE is coming back.\If we get attacked now...\We survived it with Boot-Up Heals and barriers?\You knew who it would attack?\I figured it out the second time.\It's a penetration attack on the threat table's top five. response:	So it targets those who generated the most aggro during its cool down?
context: Sleep, and I promise you safety and return.\That AoE is coming back.\If we get attacked now...\We survived it with Boot-Up Heals and barriers?\You knew who it would attack?\I figured it out the second time.\It's a penetration attack on the threat table's top five.\So it targets those who generated the most aggro during its cool down? response:	In this crazy battle,
context: That AoE is coming back.\If we get attacked now...\We survived it with Boot-Up Heals and barriers?\You knew who it would attack?\I figured it out the second time.\It's a penetration attack on the threat table's top five.\So it targets those who generated the most aggro during its cool down?\In this crazy battle, response:	he kept track of every skill the raid used and the damage they did?
context: If we get attacked now...\We survived it with Boot-Up Heals and barriers?\You knew who it would attack?\I figured it out the second time.\It's a penetration attack on the threat table's top five.\So it targets those who generated the most aggro during its cool down?\In this crazy battle,\he kept track of every skill the raid used and the damage they did? response:	Even though we've never fought together before?
context: We survived it with Boot-Up Heals and barriers?\You knew who it would attack?\I figured it out the second time.\It's a penetration attack on the threat table's top five.\So it targets those who generated the most aggro during its cool down?\In this crazy battle,\he kept track of every skill the raid used and the damage they did?\Even though we've never fought together before? response:	Parties 3 and 4, draw the tentacles' attention.
context: You knew who it would attack?\I figured it out the second time.\It's a penetration attack on the threat table's top five.\So it targets those who generated the most aggro during its cool down?\In this crazy battle,\he kept track of every skill the raid used and the damage they did?\Even though we've never fought together before?\Parties 3 and 4, draw the tentacles' attention. response:	Parties 1 and 2, attack the main body.
context: I figured it out the second time.\It's a penetration attack on the threat table's top five.\So it targets those who generated the most aggro during its cool down?\In this crazy battle,\he kept track of every skill the raid used and the damage they did?\Even though we've never fought together before?\Parties 3 and 4, draw the tentacles' attention.\Parties 1 and 2, attack the main body. response:	And our MP isn't as low as I thought.
context: It's a penetration attack on the threat table's top five.\So it targets those who generated the most aggro during its cool down?\In this crazy battle,\he kept track of every skill the raid used and the damage they did?\Even though we've never fought together before?\Parties 3 and 4, draw the tentacles' attention.\Parties 1 and 2, attack the main body.\And our MP isn't as low as I thought. response:	Wolfie, go!
context: So it targets those who generated the most aggro during its cool down?\In this crazy battle,\he kept track of every skill the raid used and the damage they did?\Even though we've never fought together before?\Parties 3 and 4, draw the tentacles' attention.\Parties 1 and 2, attack the main body.\And our MP isn't as low as I thought.\Wolfie, go! response:	This is
context: In this crazy battle,\he kept track of every skill the raid used and the damage they did?\Even though we've never fought together before?\Parties 3 and 4, draw the tentacles' attention.\Parties 1 and 2, attack the main body.\And our MP isn't as low as I thought.\Wolfie, go!\This is response:	the Full-Power Controlled Combat of the Tea Party's legendary mana controller...
context: he kept track of every skill the raid used and the damage they did?\Even though we've never fought together before?\Parties 3 and 4, draw the tentacles' attention.\Parties 1 and 2, attack the main body.\And our MP isn't as low as I thought.\Wolfie, go!\This is\the Full-Power Controlled Combat of the Tea Party's legendary mana controller... response:	Full-Control Encounter!
context: Even though we've never fought together before?\Parties 3 and 4, draw the tentacles' attention.\Parties 1 and 2, attack the main body.\And our MP isn't as low as I thought.\Wolfie, go!\This is\the Full-Power Controlled Combat of the Tea Party's legendary mana controller...\Full-Control Encounter! response:	Leave this to me, Shiro!
context: Parties 3 and 4, draw the tentacles' attention.\Parties 1 and 2, attack the main body.\And our MP isn't as low as I thought.\Wolfie, go!\This is\the Full-Power Controlled Combat of the Tea Party's legendary mana controller...\Full-Control Encounter!\Leave this to me, Shiro! response:	We know what we need to do.
context: Parties 1 and 2, attack the main body.\And our MP isn't as low as I thought.\Wolfie, go!\This is\the Full-Power Controlled Combat of the Tea Party's legendary mana controller...\Full-Control Encounter!\Leave this to me, Shiro!\We know what we need to do. response:	So finish this, Shiroe!
context: And our MP isn't as low as I thought.\Wolfie, go!\This is\the Full-Power Controlled Combat of the Tea Party's legendary mana controller...\Full-Control Encounter!\Leave this to me, Shiro!\We know what we need to do.\So finish this, Shiroe! response:	Minori!
context: Wolfie, go!\This is\the Full-Power Controlled Combat of the Tea Party's legendary mana controller...\Full-Control Encounter!\Leave this to me, Shiro!\We know what we need to do.\So finish this, Shiroe!\Minori! response:	You're in charge of parties 3 and 4!
context: This is\the Full-Power Controlled Combat of the Tea Party's legendary mana controller...\Full-Control Encounter!\Leave this to me, Shiro!\We know what we need to do.\So finish this, Shiroe!\Minori!\You're in charge of parties 3 and 4! response:	Right!
context: the Full-Power Controlled Combat of the Tea Party's legendary mana controller...\Full-Control Encounter!\Leave this to me, Shiro!\We know what we need to do.\So finish this, Shiroe!\Minori!\You're in charge of parties 3 and 4!\Right! response:	I was arrogant.
context: Full-Control Encounter!\Leave this to me, Shiro!\We know what we need to do.\So finish this, Shiroe!\Minori!\You're in charge of parties 3 and 4!\Right!\I was arrogant. response:	What's wrong?
context: Leave this to me, Shiro!\We know what we need to do.\So finish this, Shiroe!\Minori!\You're in charge of parties 3 and 4!\Right!\I was arrogant.\What's wrong? response:	Everyone flattered me and said
context: We know what we need to do.\So finish this, Shiroe!\Minori!\You're in charge of parties 3 and 4!\Right!\I was arrogant.\What's wrong?\Everyone flattered me and said response:	I was a strategist and the training squad's leader, but...
context: So finish this, Shiroe!\Minori!\You're in charge of parties 3 and 4!\Right!\I was arrogant.\What's wrong?\Everyone flattered me and said\I was a strategist and the training squad's leader, but... response:	I have a long way to go.
context: Minori!\You're in charge of parties 3 and 4!\Right!\I was arrogant.\What's wrong?\Everyone flattered me and said\I was a strategist and the training squad's leader, but...\I have a long way to go. response:	I'm all fired up now!
context: You're in charge of parties 3 and 4!\Right!\I was arrogant.\What's wrong?\Everyone flattered me and said\I was a strategist and the training squad's leader, but...\I have a long way to go.\I'm all fired up now! response:	Lamination Syntax!
context: Right!\I was arrogant.\What's wrong?\Everyone flattered me and said\I was a strategist and the training squad's leader, but...\I have a long way to go.\I'm all fired up now!\Lamination Syntax! response:	Frost Spear!
context: I was arrogant.\What's wrong?\Everyone flattered me and said\I was a strategist and the training squad's leader, but...\I have a long way to go.\I'm all fired up now!\Lamination Syntax!\Frost Spear! response:	Sleep...
context: What's wrong?\Everyone flattered me and said\I was a strategist and the training squad's leader, but...\I have a long way to go.\I'm all fired up now!\Lamination Syntax!\Frost Spear!\Sleep... response:	Stand by within the peace.
context: Everyone flattered me and said\I was a strategist and the training squad's leader, but...\I have a long way to go.\I'm all fired up now!\Lamination Syntax!\Frost Spear!\Sleep...\Stand by within the peace. response:	The beach where my lord and I walked wasn't like that.
context: I was a strategist and the training squad's leader, but...\I have a long way to go.\I'm all fired up now!\Lamination Syntax!\Frost Spear!\Sleep...\Stand by within the peace.\The beach where my lord and I walked wasn't like that. response:	Our memories weren't stolen.
context: I have a long way to go.\I'm all fired up now!\Lamination Syntax!\Frost Spear!\Sleep...\Stand by within the peace.\The beach where my lord and I walked wasn't like that.\Our memories weren't stolen. response:	We offered them up and made them into the power to rise again.
context: I'm all fired up now!\Lamination Syntax!\Frost Spear!\Sleep...\Stand by within the peace.\The beach where my lord and I walked wasn't like that.\Our memories weren't stolen.\We offered them up and made them into the power to rise again. response:	We shattered the fragments of the past and turned them into the power to rise!
context: Lamination Syntax!\Frost Spear!\Sleep...\Stand by within the peace.\The beach where my lord and I walked wasn't like that.\Our memories weren't stolen.\We offered them up and made them into the power to rise again.\We shattered the fragments of the past and turned them into the power to rise! response:	You are models with no power.
context: Frost Spear!\Sleep...\Stand by within the peace.\The beach where my lord and I walked wasn't like that.\Our memories weren't stolen.\We offered them up and made them into the power to rise again.\We shattered the fragments of the past and turned them into the power to rise!\You are models with no power. response:	Anchor Howl!
context: Sleep...\Stand by within the peace.\The beach where my lord and I walked wasn't like that.\Our memories weren't stolen.\We offered them up and made them into the power to rise again.\We shattered the fragments of the past and turned them into the power to rise!\You are models with no power.\Anchor Howl! response:	We're greedy.
context: Stand by within the peace.\The beach where my lord and I walked wasn't like that.\Our memories weren't stolen.\We offered them up and made them into the power to rise again.\We shattered the fragments of the past and turned them into the power to rise!\You are models with no power.\Anchor Howl!\We're greedy. response:	We want to take everything we can.
context: The beach where my lord and I walked wasn't like that.\Our memories weren't stolen.\We offered them up and made them into the power to rise again.\We shattered the fragments of the past and turned them into the power to rise!\You are models with no power.\Anchor Howl!\We're greedy.\We want to take everything we can. response:	Singularity.
context: Our memories weren't stolen.\We offered them up and made them into the power to rise again.\We shattered the fragments of the past and turned them into the power to rise!\You are models with no power.\Anchor Howl!\We're greedy.\We want to take everything we can.\Singularity. response:	I have my friends and a place to strive for.
context: We offered them up and made them into the power to rise again.\We shattered the fragments of the past and turned them into the power to rise!\You are models with no power.\Anchor Howl!\We're greedy.\We want to take everything we can.\Singularity.\I have my friends and a place to strive for. response:	Infinity Force!
context: We shattered the fragments of the past and turned them into the power to rise!\You are models with no power.\Anchor Howl!\We're greedy.\We want to take everything we can.\Singularity.\I have my friends and a place to strive for.\Infinity Force! response:	All right!
context: You are models with no power.\Anchor Howl!\We're greedy.\We want to take everything we can.\Singularity.\I have my friends and a place to strive for.\Infinity Force!\All right! response:	We have people waiting for us!
context: Anchor Howl!\We're greedy.\We want to take everything we can.\Singularity.\I have my friends and a place to strive for.\Infinity Force!\All right!\We have people waiting for us! response:	Thorn Bind Hostage!
context: We're greedy.\We want to take everything we can.\Singularity.\I have my friends and a place to strive for.\Infinity Force!\All right!\We have people waiting for us!\Thorn Bind Hostage! response:	Merciless Strike!
context: We want to take everything we can.\Singularity.\I have my friends and a place to strive for.\Infinity Force!\All right!\We have people waiting for us!\Thorn Bind Hostage!\Merciless Strike! response:	Assassinate!
context: Singularity.\I have my friends and a place to strive for.\Infinity Force!\All right!\We have people waiting for us!\Thorn Bind Hostage!\Merciless Strike!\Assassinate! response:	Looks like he ended it.
context: I have my friends and a place to strive for.\Infinity Force!\All right!\We have people waiting for us!\Thorn Bind Hostage!\Merciless Strike!\Assassinate!\Looks like he ended it. response:	Way to go, villain in glasses.
context: Infinity Force!\All right!\We have people waiting for us!\Thorn Bind Hostage!\Merciless Strike!\Assassinate!\Looks like he ended it.\Way to go, villain in glasses. response:	I see.
context: All right!\We have people waiting for us!\Thorn Bind Hostage!\Merciless Strike!\Assassinate!\Looks like he ended it.\Way to go, villain in glasses.\I see. response:	Got it.
context: We have people waiting for us!\Thorn Bind Hostage!\Merciless Strike!\Assassinate!\Looks like he ended it.\Way to go, villain in glasses.\I see.\Got it. response:	Yeah, we're finished here.
context: Thorn Bind Hostage!\Merciless Strike!\Assassinate!\Looks like he ended it.\Way to go, villain in glasses.\I see.\Got it.\Yeah, we're finished here. response:	The Calling Fortress, huh?
context: Merciless Strike!\Assassinate!\Looks like he ended it.\Way to go, villain in glasses.\I see.\Got it.\Yeah, we're finished here.\The Calling Fortress, huh? response:	It sounds like a fun place to try and raid.
context: Assassinate!\Looks like he ended it.\Way to go, villain in glasses.\I see.\Got it.\Yeah, we're finished here.\The Calling Fortress, huh?\It sounds like a fun place to try and raid. response:	You...
context: Looks like he ended it.\Way to go, villain in glasses.\I see.\Got it.\Yeah, we're finished here.\The Calling Fortress, huh?\It sounds like a fun place to try and raid.\You... response:	Darling, why are you crying?
context: Way to go, villain in glasses.\I see.\Got it.\Yeah, we're finished here.\The Calling Fortress, huh?\It sounds like a fun place to try and raid.\You...\Darling, why are you crying? response:	I-I'm not crying!
context: I see.\Got it.\Yeah, we're finished here.\The Calling Fortress, huh?\It sounds like a fun place to try and raid.\You...\Darling, why are you crying?\I-I'm not crying! response:	I'm drooling!
context: Got it.\Yeah, we're finished here.\The Calling Fortress, huh?\It sounds like a fun place to try and raid.\You...\Darling, why are you crying?\I-I'm not crying!\I'm drooling! response:	My eyes are drooling!
context: Yeah, we're finished here.\The Calling Fortress, huh?\It sounds like a fun place to try and raid.\You...\Darling, why are you crying?\I-I'm not crying!\I'm drooling!\My eyes are drooling! response:	There, there.
context: The Calling Fortress, huh?\It sounds like a fun place to try and raid.\You...\Darling, why are you crying?\I-I'm not crying!\I'm drooling!\My eyes are drooling!\There, there. response:	Jeez, get a room, you two.
context: It sounds like a fun place to try and raid.\You...\Darling, why are you crying?\I-I'm not crying!\I'm drooling!\My eyes are drooling!\There, there.\Jeez, get a room, you two. response:	My blushing pinkie has a hangnail...
context: You...\Darling, why are you crying?\I-I'm not crying!\I'm drooling!\My eyes are drooling!\There, there.\Jeez, get a room, you two.\My blushing pinkie has a hangnail... response:	Day 1 Tetra's Recital!
context: Darling, why are you crying?\I-I'm not crying!\I'm drooling!\My eyes are drooling!\There, there.\Jeez, get a room, you two.\My blushing pinkie has a hangnail...\Day 1 Tetra's Recital! response:	Is it because they defeated the raid boss?
context: I-I'm not crying!\I'm drooling!\My eyes are drooling!\There, there.\Jeez, get a room, you two.\My blushing pinkie has a hangnail...\Day 1 Tetra's Recital!\Is it because they defeated the raid boss? response:	Things seem different.
context: I'm drooling!\My eyes are drooling!\There, there.\Jeez, get a room, you two.\My blushing pinkie has a hangnail...\Day 1 Tetra's Recital!\Is it because they defeated the raid boss?\Things seem different. response:	I guess we saved both the antenna and the world, huh?
context: My eyes are drooling!\There, there.\Jeez, get a room, you two.\My blushing pinkie has a hangnail...\Day 1 Tetra's Recital!\Is it because they defeated the raid boss?\Things seem different.\I guess we saved both the antenna and the world, huh? response:	Yes.
context: There, there.\Jeez, get a room, you two.\My blushing pinkie has a hangnail...\Day 1 Tetra's Recital!\Is it because they defeated the raid boss?\Things seem different.\I guess we saved both the antenna and the world, huh?\Yes. response:	A fine example of two birds with one stone.
context: Jeez, get a room, you two.\My blushing pinkie has a hangnail...\Day 1 Tetra's Recital!\Is it because they defeated the raid boss?\Things seem different.\I guess we saved both the antenna and the world, huh?\Yes.\A fine example of two birds with one stone. response:	Still, I can't believe there's communications equipment here.
context: My blushing pinkie has a hangnail...\Day 1 Tetra's Recital!\Is it because they defeated the raid boss?\Things seem different.\I guess we saved both the antenna and the world, huh?\Yes.\A fine example of two birds with one stone.\Still, I can't believe there's communications equipment here. response:	It's probably because we defeated Taliktan.
context: Day 1 Tetra's Recital!\Is it because they defeated the raid boss?\Things seem different.\I guess we saved both the antenna and the world, huh?\Yes.\A fine example of two birds with one stone.\Still, I can't believe there's communications equipment here.\It's probably because we defeated Taliktan. response:	The weird parts are still a game.
context: Is it because they defeated the raid boss?\Things seem different.\I guess we saved both the antenna and the world, huh?\Yes.\A fine example of two birds with one stone.\Still, I can't believe there's communications equipment here.\It's probably because we defeated Taliktan.\The weird parts are still a game. response:	That's my line.
context: Things seem different.\I guess we saved both the antenna and the world, huh?\Yes.\A fine example of two birds with one stone.\Still, I can't believe there's communications equipment here.\It's probably because we defeated Taliktan.\The weird parts are still a game.\That's my line. response:	Don't get mad.
context: I guess we saved both the antenna and the world, huh?\Yes.\A fine example of two birds with one stone.\Still, I can't believe there's communications equipment here.\It's probably because we defeated Taliktan.\The weird parts are still a game.\That's my line.\Don't get mad. response:	You're such a kid.
context: Yes.\A fine example of two birds with one stone.\Still, I can't believe there's communications equipment here.\It's probably because we defeated Taliktan.\The weird parts are still a game.\That's my line.\Don't get mad.\You're such a kid. response:	Well?
context: A fine example of two birds with one stone.\Still, I can't believe there's communications equipment here.\It's probably because we defeated Taliktan.\The weird parts are still a game.\That's my line.\Don't get mad.\You're such a kid.\Well? response:	I understand...
context: Still, I can't believe there's communications equipment here.\It's probably because we defeated Taliktan.\The weird parts are still a game.\That's my line.\Don't get mad.\You're such a kid.\Well?\I understand... response:	Okay, there we go!
context: It's probably because we defeated Taliktan.\The weird parts are still a game.\That's my line.\Don't get mad.\You're such a kid.\Well?\I understand...\Okay, there we go! response:	Are we connected?
