context: Where are you!? response:	Where are you!?
context: B- but still...\Just a moment.\W- what's this?\l figured it out, Goku.\The gravity device control has become unstable.\lt's because your spaceship has entered an intense magnetic storm.\W- what do I do?\lt will take another hour before you're through the magnetic storm. response:	A- an hour?
context: Just a moment.\W- what's this?\l figured it out, Goku.\The gravity device control has become unstable.\lt's because your spaceship has entered an intense magnetic storm.\W- what do I do?\lt will take another hour before you're through the magnetic storm.\A- an hour? response:	I ain't going to last that long!
context: W- what's this?\l figured it out, Goku.\The gravity device control has become unstable.\lt's because your spaceship has entered an intense magnetic storm.\W- what do I do?\lt will take another hour before you're through the magnetic storm.\A- an hour?\I ain't going to last that long! response:	ln any event,
context: l figured it out, Goku.\The gravity device control has become unstable.\lt's because your spaceship has entered an intense magnetic storm.\W- what do I do?\lt will take another hour before you're through the magnetic storm.\A- an hour?\I ain't going to last that long!\ln any event, response:	you have to turn off the gravity machine's switch without a moment's delay.
context: The gravity device control has become unstable.\lt's because your spaceship has entered an intense magnetic storm.\W- what do I do?\lt will take another hour before you're through the magnetic storm.\A- an hour?\I ain't going to last that long!\ln any event,\you have to turn off the gravity machine's switch without a moment's delay. response:	T- that's easy for you to say...
context: lt's because your spaceship has entered an intense magnetic storm.\W- what do I do?\lt will take another hour before you're through the magnetic storm.\A- an hour?\I ain't going to last that long!\ln any event,\you have to turn off the gravity machine's switch without a moment's delay.\T- that's easy for you to say... response:	Huh?
context: W- what do I do?\lt will take another hour before you're through the magnetic storm.\A- an hour?\I ain't going to last that long!\ln any event,\you have to turn off the gravity machine's switch without a moment's delay.\T- that's easy for you to say...\Huh? response:	Well if it isn't Kuririn! Don't startle me like that!
context: lt will take another hour before you're through the magnetic storm.\A- an hour?\I ain't going to last that long!\ln any event,\you have to turn off the gravity machine's switch without a moment's delay.\T- that's easy for you to say...\Huh?\Well if it isn't Kuririn! Don't startle me like that! response:	I- isn't this dangerous, Bulma- san?
context: A- an hour?\I ain't going to last that long!\ln any event,\you have to turn off the gravity machine's switch without a moment's delay.\T- that's easy for you to say...\Huh?\Well if it isn't Kuririn! Don't startle me like that!\I- isn't this dangerous, Bulma- san? response:	If you're outside leisurely reading a book,
context: I ain't going to last that long!\ln any event,\you have to turn off the gravity machine's switch without a moment's delay.\T- that's easy for you to say...\Huh?\Well if it isn't Kuririn! Don't startle me like that!\I- isn't this dangerous, Bulma- san?\If you're outside leisurely reading a book, response:	they're going to find you.
context: ln any event,\you have to turn off the gravity machine's switch without a moment's delay.\T- that's easy for you to say...\Huh?\Well if it isn't Kuririn! Don't startle me like that!\I- isn't this dangerous, Bulma- san?\If you're outside leisurely reading a book,\they're going to find you. response:	What are you talking about?
context: you have to turn off the gravity machine's switch without a moment's delay.\T- that's easy for you to say...\Huh?\Well if it isn't Kuririn! Don't startle me like that!\I- isn't this dangerous, Bulma- san?\If you're outside leisurely reading a book,\they're going to find you.\What are you talking about? response:	If I stay inside that cave all the time, I'll-
context: T- that's easy for you to say...\Huh?\Well if it isn't Kuririn! Don't startle me like that!\I- isn't this dangerous, Bulma- san?\If you're outside leisurely reading a book,\they're going to find you.\What are you talking about?\If I stay inside that cave all the time, I'll- response:	Huh? Could that be... a Dragon Ball?
context: Huh?\Well if it isn't Kuririn! Don't startle me like that!\I- isn't this dangerous, Bulma- san?\If you're outside leisurely reading a book,\they're going to find you.\What are you talking about?\If I stay inside that cave all the time, I'll-\Huh? Could that be... a Dragon Ball? response:	You got it!
context: Well if it isn't Kuririn! Don't startle me like that!\I- isn't this dangerous, Bulma- san?\If you're outside leisurely reading a book,\they're going to find you.\What are you talking about?\If I stay inside that cave all the time, I'll-\Huh? Could that be... a Dragon Ball?\You got it! response:	Native Dragon Balls are gigantic, huh?
context: I- isn't this dangerous, Bulma- san?\If you're outside leisurely reading a book,\they're going to find you.\What are you talking about?\If I stay inside that cave all the time, I'll-\Huh? Could that be... a Dragon Ball?\You got it!\Native Dragon Balls are gigantic, huh? response:	The Grand Elder was quite understanding.
context: If you're outside leisurely reading a book,\they're going to find you.\What are you talking about?\If I stay inside that cave all the time, I'll-\Huh? Could that be... a Dragon Ball?\You got it!\Native Dragon Balls are gigantic, huh?\The Grand Elder was quite understanding. response:	Oh, right, right! Bulma- san, is Gohan inside the house?
context: they're going to find you.\What are you talking about?\If I stay inside that cave all the time, I'll-\Huh? Could that be... a Dragon Ball?\You got it!\Native Dragon Balls are gigantic, huh?\The Grand Elder was quite understanding.\Oh, right, right! Bulma- san, is Gohan inside the house? response:	I'd like to take him to the Grand Elder's place, too.
context: What are you talking about?\If I stay inside that cave all the time, I'll-\Huh? Could that be... a Dragon Ball?\You got it!\Native Dragon Balls are gigantic, huh?\The Grand Elder was quite understanding.\Oh, right, right! Bulma- san, is Gohan inside the house?\I'd like to take him to the Grand Elder's place, too. response:	He went to go find another Dragon Ball.
context: If I stay inside that cave all the time, I'll-\Huh? Could that be... a Dragon Ball?\You got it!\Native Dragon Balls are gigantic, huh?\The Grand Elder was quite understanding.\Oh, right, right! Bulma- san, is Gohan inside the house?\I'd like to take him to the Grand Elder's place, too.\He went to go find another Dragon Ball. response:	Huh?
context: Huh? Could that be... a Dragon Ball?\You got it!\Native Dragon Balls are gigantic, huh?\The Grand Elder was quite understanding.\Oh, right, right! Bulma- san, is Gohan inside the house?\I'd like to take him to the Grand Elder's place, too.\He went to go find another Dragon Ball.\Huh? response:	It showed up on the Radar.
context: You got it!\Native Dragon Balls are gigantic, huh?\The Grand Elder was quite understanding.\Oh, right, right! Bulma- san, is Gohan inside the house?\I'd like to take him to the Grand Elder's place, too.\He went to go find another Dragon Ball.\Huh?\It showed up on the Radar. response:	Remember, near that village that Vegeta attacked?
context: Native Dragon Balls are gigantic, huh?\The Grand Elder was quite understanding.\Oh, right, right! Bulma- san, is Gohan inside the house?\I'd like to take him to the Grand Elder's place, too.\He went to go find another Dragon Ball.\Huh?\It showed up on the Radar.\Remember, near that village that Vegeta attacked? response:	Huh? Really?
context: The Grand Elder was quite understanding.\Oh, right, right! Bulma- san, is Gohan inside the house?\I'd like to take him to the Grand Elder's place, too.\He went to go find another Dragon Ball.\Huh?\It showed up on the Radar.\Remember, near that village that Vegeta attacked?\Huh? Really? response:	A Ki! It's heading this way!
context: Oh, right, right! Bulma- san, is Gohan inside the house?\I'd like to take him to the Grand Elder's place, too.\He went to go find another Dragon Ball.\Huh?\It showed up on the Radar.\Remember, near that village that Vegeta attacked?\Huh? Really?\A Ki! It's heading this way! response:	It's right next to us!
context: I'd like to take him to the Grand Elder's place, too.\He went to go find another Dragon Ball.\Huh?\It showed up on the Radar.\Remember, near that village that Vegeta attacked?\Huh? Really?\A Ki! It's heading this way!\It's right next to us! response:	It's Gohan- kun. That was fast, huh?
context: He went to go find another Dragon Ball.\Huh?\It showed up on the Radar.\Remember, near that village that Vegeta attacked?\Huh? Really?\A Ki! It's heading this way!\It's right next to us!\It's Gohan- kun. That was fast, huh? response:	N- no, it's not Gohan!
context: Huh?\It showed up on the Radar.\Remember, near that village that Vegeta attacked?\Huh? Really?\A Ki! It's heading this way!\It's right next to us!\It's Gohan- kun. That was fast, huh?\N- no, it's not Gohan! response:	V- Vegeta!
context: It showed up on the Radar.\Remember, near that village that Vegeta attacked?\Huh? Really?\A Ki! It's heading this way!\It's right next to us!\It's Gohan- kun. That was fast, huh?\N- no, it's not Gohan!\V- Vegeta! response:	Oh, crap! I was so ecstatic over becoming stronger that I didn't notice his Ki!
context: Remember, near that village that Vegeta attacked?\Huh? Really?\A Ki! It's heading this way!\It's right next to us!\It's Gohan- kun. That was fast, huh?\N- no, it's not Gohan!\V- Vegeta!\Oh, crap! I was so ecstatic over becoming stronger that I didn't notice his Ki! response:	This is an unexpected place to run into you, huh, Earthling?
context: Huh? Really?\A Ki! It's heading this way!\It's right next to us!\It's Gohan- kun. That was fast, huh?\N- no, it's not Gohan!\V- Vegeta!\Oh, crap! I was so ecstatic over becoming stronger that I didn't notice his Ki!\This is an unexpected place to run into you, huh, Earthling? response:	I didn't think you guys had the civilization it took
context: A Ki! It's heading this way!\It's right next to us!\It's Gohan- kun. That was fast, huh?\N- no, it's not Gohan!\V- Vegeta!\Oh, crap! I was so ecstatic over becoming stronger that I didn't notice his Ki!\This is an unexpected place to run into you, huh, Earthling?\I didn't think you guys had the civilization it took response:	to make it all the way to this planet.
context: It's right next to us!\It's Gohan- kun. That was fast, huh?\N- no, it's not Gohan!\V- Vegeta!\Oh, crap! I was so ecstatic over becoming stronger that I didn't notice his Ki!\This is an unexpected place to run into you, huh, Earthling?\I didn't think you guys had the civilization it took\to make it all the way to this planet. response:	Looking at that Dragon Ball that you're so carefully holding onto,
context: It's Gohan- kun. That was fast, huh?\N- no, it's not Gohan!\V- Vegeta!\Oh, crap! I was so ecstatic over becoming stronger that I didn't notice his Ki!\This is an unexpected place to run into you, huh, Earthling?\I didn't think you guys had the civilization it took\to make it all the way to this planet.\Looking at that Dragon Ball that you're so carefully holding onto, response:	it appears our goals are the same.
context: N- no, it's not Gohan!\V- Vegeta!\Oh, crap! I was so ecstatic over becoming stronger that I didn't notice his Ki!\This is an unexpected place to run into you, huh, Earthling?\I didn't think you guys had the civilization it took\to make it all the way to this planet.\Looking at that Dragon Ball that you're so carefully holding onto,\it appears our goals are the same. response:	Listen, before I take that Dragon Ball from you, there's something that I have to do.
context: V- Vegeta!\Oh, crap! I was so ecstatic over becoming stronger that I didn't notice his Ki!\This is an unexpected place to run into you, huh, Earthling?\I didn't think you guys had the civilization it took\to make it all the way to this planet.\Looking at that Dragon Ball that you're so carefully holding onto,\it appears our goals are the same.\Listen, before I take that Dragon Ball from you, there's something that I have to do. response:	But you'd better not get any funny ideas, like running away with that thing.
context: Oh, crap! I was so ecstatic over becoming stronger that I didn't notice his Ki!\This is an unexpected place to run into you, huh, Earthling?\I didn't think you guys had the civilization it took\to make it all the way to this planet.\Looking at that Dragon Ball that you're so carefully holding onto,\it appears our goals are the same.\Listen, before I take that Dragon Ball from you, there's something that I have to do.\But you'd better not get any funny ideas, like running away with that thing. response:	It won't be just you- that woman will end up dying as well.
context: This is an unexpected place to run into you, huh, Earthling?\I didn't think you guys had the civilization it took\to make it all the way to this planet.\Looking at that Dragon Ball that you're so carefully holding onto,\it appears our goals are the same.\Listen, before I take that Dragon Ball from you, there's something that I have to do.\But you'd better not get any funny ideas, like running away with that thing.\It won't be just you- that woman will end up dying as well. response:	He's here.
context: I didn't think you guys had the civilization it took\to make it all the way to this planet.\Looking at that Dragon Ball that you're so carefully holding onto,\it appears our goals are the same.\Listen, before I take that Dragon Ball from you, there's something that I have to do.\But you'd better not get any funny ideas, like running away with that thing.\It won't be just you- that woman will end up dying as well.\He's here. response:	W- who is that?
context: to make it all the way to this planet.\Looking at that Dragon Ball that you're so carefully holding onto,\it appears our goals are the same.\Listen, before I take that Dragon Ball from you, there's something that I have to do.\But you'd better not get any funny ideas, like running away with that thing.\It won't be just you- that woman will end up dying as well.\He's here.\W- who is that? response:	Judging by his face, I wonder if he isn't a champion of justice...
context: Looking at that Dragon Ball that you're so carefully holding onto,\it appears our goals are the same.\Listen, before I take that Dragon Ball from you, there's something that I have to do.\But you'd better not get any funny ideas, like running away with that thing.\It won't be just you- that woman will end up dying as well.\He's here.\W- who is that?\Judging by his face, I wonder if he isn't a champion of justice... response:	T- this is the worst...
context: it appears our goals are the same.\Listen, before I take that Dragon Ball from you, there's something that I have to do.\But you'd better not get any funny ideas, like running away with that thing.\It won't be just you- that woman will end up dying as well.\He's here.\W- who is that?\Judging by his face, I wonder if he isn't a champion of justice...\T- this is the worst... response:	Once again, a battle to the death was about to begin.
context: Listen, before I take that Dragon Ball from you, there's something that I have to do.\But you'd better not get any funny ideas, like running away with that thing.\It won't be just you- that woman will end up dying as well.\He's here.\W- who is that?\Judging by his face, I wonder if he isn't a champion of justice...\T- this is the worst...\Once again, a battle to the death was about to begin. response:	What fate will Kuririn and the others meet?
context: But you'd better not get any funny ideas, like running away with that thing.\It won't be just you- that woman will end up dying as well.\He's here.\W- who is that?\Judging by his face, I wonder if he isn't a champion of justice...\T- this is the worst...\Once again, a battle to the death was about to begin.\What fate will Kuririn and the others meet? response:	And what about Goku?
