context: My plan is already finished. response:	What?!
context: Our dad was a total loser.\But then, suddenly,\money started rolling in to my dad.\Even jewels and precious metals, too, sometimes.\He wasn't even really working.\I found out later when I did some research\that my dad had apparently already sold his soul to Dio.\He became one of his minions in exchange for money. response:	It seems that Dio was looking for anyone with Stand potential back then.
context: But then, suddenly,\money started rolling in to my dad.\Even jewels and precious metals, too, sometimes.\He wasn't even really working.\I found out later when I did some research\that my dad had apparently already sold his soul to Dio.\He became one of his minions in exchange for money.\It seems that Dio was looking for anyone with Stand potential back then. response:	Somehow, he found out that my dad had the potential,
context: money started rolling in to my dad.\Even jewels and precious metals, too, sometimes.\He wasn't even really working.\I found out later when I did some research\that my dad had apparently already sold his soul to Dio.\He became one of his minions in exchange for money.\It seems that Dio was looking for anyone with Stand potential back then.\Somehow, he found out that my dad had the potential, response:	though I have no idea now what his Stand was like.
context: Even jewels and precious metals, too, sometimes.\He wasn't even really working.\I found out later when I did some research\that my dad had apparently already sold his soul to Dio.\He became one of his minions in exchange for money.\It seems that Dio was looking for anyone with Stand potential back then.\Somehow, he found out that my dad had the potential,\though I have no idea now what his Stand was like. response:	But one day... Even though it was ten years ago, I still remember it vividly.
context: He wasn't even really working.\I found out later when I did some research\that my dad had apparently already sold his soul to Dio.\He became one of his minions in exchange for money.\It seems that Dio was looking for anyone with Stand potential back then.\Somehow, he found out that my dad had the potential,\though I have no idea now what his Stand was like.\But one day... Even though it was ten years ago, I still remember it vividly. response:	When I got home from school, around 2:00 PM...
context: I found out later when I did some research\that my dad had apparently already sold his soul to Dio.\He became one of his minions in exchange for money.\It seems that Dio was looking for anyone with Stand potential back then.\Somehow, he found out that my dad had the potential,\though I have no idea now what his Stand was like.\But one day... Even though it was ten years ago, I still remember it vividly.\When I got home from school, around 2:00 PM... response:	Okuyasu!
context: that my dad had apparently already sold his soul to Dio.\He became one of his minions in exchange for money.\It seems that Dio was looking for anyone with Stand potential back then.\Somehow, he found out that my dad had the potential,\though I have no idea now what his Stand was like.\But one day... Even though it was ten years ago, I still remember it vividly.\When I got home from school, around 2:00 PM...\Okuyasu! response:	Did Dad hit you again? That scum!
context: He became one of his minions in exchange for money.\It seems that Dio was looking for anyone with Stand potential back then.\Somehow, he found out that my dad had the potential,\though I have no idea now what his Stand was like.\But one day... Even though it was ten years ago, I still remember it vividly.\When I got home from school, around 2:00 PM...\Okuyasu!\Did Dad hit you again? That scum! response:	N-No!
context: It seems that Dio was looking for anyone with Stand potential back then.\Somehow, he found out that my dad had the potential,\though I have no idea now what his Stand was like.\But one day... Even though it was ten years ago, I still remember it vividly.\When I got home from school, around 2:00 PM...\Okuyasu!\Did Dad hit you again? That scum!\N-No! response:	Huh?
context: Somehow, he found out that my dad had the potential,\though I have no idea now what his Stand was like.\But one day... Even though it was ten years ago, I still remember it vividly.\When I got home from school, around 2:00 PM...\Okuyasu!\Did Dad hit you again? That scum!\N-No!\Huh? response:	Dio...
context: though I have no idea now what his Stand was like.\But one day... Even though it was ten years ago, I still remember it vividly.\When I got home from school, around 2:00 PM...\Okuyasu!\Did Dad hit you again? That scum!\N-No!\Huh?\Dio... response:	Dio's dead...
context: But one day... Even though it was ten years ago, I still remember it vividly.\When I got home from school, around 2:00 PM...\Okuyasu!\Did Dad hit you again? That scum!\N-No!\Huh?\Dio...\Dio's dead... response:	That has to be why!
context: When I got home from school, around 2:00 PM...\Okuyasu!\Did Dad hit you again? That scum!\N-No!\Huh?\Dio...\Dio's dead...\That has to be why! response:	Dad?
context: Okuyasu!\Did Dad hit you again? That scum!\N-No!\Huh?\Dio...\Dio's dead...\That has to be why!\Dad? response:	Dad, let's call an ambulance.
context: Did Dad hit you again? That scum!\N-No!\Huh?\Dio...\Dio's dead...\That has to be why!\Dad?\Dad, let's call an ambulance. response:	It's no use! This isn't an illness!
context: N-No!\Huh?\Dio...\Dio's dead...\That has to be why!\Dad?\Dad, let's call an ambulance.\It's no use! This isn't an illness! response:	The flesh bud has gone berserk!
context: Huh?\Dio...\Dio's dead...\That has to be why!\Dad?\Dad, let's call an ambulance.\It's no use! This isn't an illness!\The flesh bud has gone berserk! response:	I'm done for!
context: Dio...\Dio's dead...\That has to be why!\Dad?\Dad, let's call an ambulance.\It's no use! This isn't an illness!\The flesh bud has gone berserk!\I'm done for! response:	Dad!
context: Dio's dead...\That has to be why!\Dad?\Dad, let's call an ambulance.\It's no use! This isn't an illness!\The flesh bud has gone berserk!\I'm done for!\Dad! response:	About a year after that, he became a glob of flesh that can't even tell
context: That has to be why!\Dad?\Dad, let's call an ambulance.\It's no use! This isn't an illness!\The flesh bud has gone berserk!\I'm done for!\Dad!\About a year after that, he became a glob of flesh that can't even tell response:	that we're his sons anymore.
context: Dad?\Dad, let's call an ambulance.\It's no use! This isn't an illness!\The flesh bud has gone berserk!\I'm done for!\Dad!\About a year after that, he became a glob of flesh that can't even tell\that we're his sons anymore. response:	Dio would implant his own cells into the heads of those he couldn't trust,
context: Dad, let's call an ambulance.\It's no use! This isn't an illness!\The flesh bud has gone berserk!\I'm done for!\Dad!\About a year after that, he became a glob of flesh that can't even tell\that we're his sons anymore.\Dio would implant his own cells into the heads of those he couldn't trust, response:	and order them around when he wanted to control them.
context: It's no use! This isn't an illness!\The flesh bud has gone berserk!\I'm done for!\Dad!\About a year after that, he became a glob of flesh that can't even tell\that we're his sons anymore.\Dio would implant his own cells into the heads of those he couldn't trust,\and order them around when he wanted to control them. response:	Dad had one of those flesh buds implanted in his head.
context: The flesh bud has gone berserk!\I'm done for!\Dad!\About a year after that, he became a glob of flesh that can't even tell\that we're his sons anymore.\Dio would implant his own cells into the heads of those he couldn't trust,\and order them around when he wanted to control them.\Dad had one of those flesh buds implanted in his head. response:	I spent ten years researching everything.
context: I'm done for!\Dad!\About a year after that, he became a glob of flesh that can't even tell\that we're his sons anymore.\Dio would implant his own cells into the heads of those he couldn't trust,\and order them around when he wanted to control them.\Dad had one of those flesh buds implanted in his head.\I spent ten years researching everything. response:	About Stands, about Jotaro...
context: Dad!\About a year after that, he became a glob of flesh that can't even tell\that we're his sons anymore.\Dio would implant his own cells into the heads of those he couldn't trust,\and order them around when he wanted to control them.\Dad had one of those flesh buds implanted in his head.\I spent ten years researching everything.\About Stands, about Jotaro... response:	Then I found out about the old woman named Enyaba,
context: About a year after that, he became a glob of flesh that can't even tell\that we're his sons anymore.\Dio would implant his own cells into the heads of those he couldn't trust,\and order them around when he wanted to control them.\Dad had one of those flesh buds implanted in his head.\I spent ten years researching everything.\About Stands, about Jotaro...\Then I found out about the old woman named Enyaba, response:	and obtained the bow and arrow.
context: that we're his sons anymore.\Dio would implant his own cells into the heads of those he couldn't trust,\and order them around when he wanted to control them.\Dad had one of those flesh buds implanted in his head.\I spent ten years researching everything.\About Stands, about Jotaro...\Then I found out about the old woman named Enyaba,\and obtained the bow and arrow. response:	But as I learned all of this,
context: Dio would implant his own cells into the heads of those he couldn't trust,\and order them around when he wanted to control them.\Dad had one of those flesh buds implanted in his head.\I spent ten years researching everything.\About Stands, about Jotaro...\Then I found out about the old woman named Enyaba,\and obtained the bow and arrow.\But as I learned all of this, response:	I also had to accept that my dad would never recover.
context: and order them around when he wanted to control them.\Dad had one of those flesh buds implanted in his head.\I spent ten years researching everything.\About Stands, about Jotaro...\Then I found out about the old woman named Enyaba,\and obtained the bow and arrow.\But as I learned all of this,\I also had to accept that my dad would never recover. response:	Because Dio's immortal cells had become one with him.
context: Dad had one of those flesh buds implanted in his head.\I spent ten years researching everything.\About Stands, about Jotaro...\Then I found out about the old woman named Enyaba,\and obtained the bow and arrow.\But as I learned all of this,\I also had to accept that my dad would never recover.\Because Dio's immortal cells had become one with him. response:	This is all he does, all day long.
context: I spent ten years researching everything.\About Stands, about Jotaro...\Then I found out about the old woman named Enyaba,\and obtained the bow and arrow.\But as I learned all of this,\I also had to accept that my dad would never recover.\Because Dio's immortal cells had become one with him.\This is all he does, all day long. response:	Every single day...
context: About Stands, about Jotaro...\Then I found out about the old woman named Enyaba,\and obtained the bow and arrow.\But as I learned all of this,\I also had to accept that my dad would never recover.\Because Dio's immortal cells had become one with him.\This is all he does, all day long.\Every single day... response:	Day after day, for ten years,
context: Then I found out about the old woman named Enyaba,\and obtained the bow and arrow.\But as I learned all of this,\I also had to accept that my dad would never recover.\Because Dio's immortal cells had become one with him.\This is all he does, all day long.\Every single day...\Day after day, for ten years, response:	he uselessly scratches around that box of junk.
context: and obtained the bow and arrow.\But as I learned all of this,\I also had to accept that my dad would never recover.\Because Dio's immortal cells had become one with him.\This is all he does, all day long.\Every single day...\Day after day, for ten years,\he uselessly scratches around that box of junk. response:	If I take the box away from him, he just cries for days.
context: But as I learned all of this,\I also had to accept that my dad would never recover.\Because Dio's immortal cells had become one with him.\This is all he does, all day long.\Every single day...\Day after day, for ten years,\he uselessly scratches around that box of junk.\If I take the box away from him, he just cries for days. response:	It pisses me off.
context: I also had to accept that my dad would never recover.\Because Dio's immortal cells had become one with him.\This is all he does, all day long.\Every single day...\Day after day, for ten years,\he uselessly scratches around that box of junk.\If I take the box away from him, he just cries for days.\It pisses me off. response:	Watching him just makes me hate the idea of living.
context: Because Dio's immortal cells had become one with him.\This is all he does, all day long.\Every single day...\Day after day, for ten years,\he uselessly scratches around that box of junk.\If I take the box away from him, he just cries for days.\It pisses me off.\Watching him just makes me hate the idea of living. response:	How many times have I told you not to make a mess?
context: This is all he does, all day long.\Every single day...\Day after day, for ten years,\he uselessly scratches around that box of junk.\If I take the box away from him, he just cries for days.\It pisses me off.\Watching him just makes me hate the idea of living.\How many times have I told you not to make a mess? response:	He can be obedient if I discipline him,
context: Every single day...\Day after day, for ten years,\he uselessly scratches around that box of junk.\If I take the box away from him, he just cries for days.\It pisses me off.\Watching him just makes me hate the idea of living.\How many times have I told you not to make a mess?\He can be obedient if I discipline him, response:	but he never stops digging around in that box!
context: Day after day, for ten years,\he uselessly scratches around that box of junk.\If I take the box away from him, he just cries for days.\It pisses me off.\Watching him just makes me hate the idea of living.\How many times have I told you not to make a mess?\He can be obedient if I discipline him,\but he never stops digging around in that box! response:	Bleh...
context: he uselessly scratches around that box of junk.\If I take the box away from him, he just cries for days.\It pisses me off.\Watching him just makes me hate the idea of living.\How many times have I told you not to make a mess?\He can be obedient if I discipline him,\but he never stops digging around in that box!\Bleh... response:	Hey! You're the one who needs to stop!
context: If I take the box away from him, he just cries for days.\It pisses me off.\Watching him just makes me hate the idea of living.\How many times have I told you not to make a mess?\He can be obedient if I discipline him,\but he never stops digging around in that box!\Bleh...\Hey! You're the one who needs to stop! response:	He's your dad!
context: It pisses me off.\Watching him just makes me hate the idea of living.\How many times have I told you not to make a mess?\He can be obedient if I discipline him,\but he never stops digging around in that box!\Bleh...\Hey! You're the one who needs to stop!\He's your dad! response:	Yeah, that's right.
context: Watching him just makes me hate the idea of living.\How many times have I told you not to make a mess?\He can be obedient if I discipline him,\but he never stops digging around in that box!\Bleh...\Hey! You're the one who needs to stop!\He's your dad!\Yeah, that's right. response:	He's my father by blood.
context: How many times have I told you not to make a mess?\He can be obedient if I discipline him,\but he never stops digging around in that box!\Bleh...\Hey! You're the one who needs to stop!\He's your dad!\Yeah, that's right.\He's my father by blood. response:	But right now, he's as much my father as he's not.
context: He can be obedient if I discipline him,\but he never stops digging around in that box!\Bleh...\Hey! You're the one who needs to stop!\He's your dad!\Yeah, that's right.\He's my father by blood.\But right now, he's as much my father as he's not. response:	He's a man who sold his soul to Dio, and got what he deserved.
context: but he never stops digging around in that box!\Bleh...\Hey! You're the one who needs to stop!\He's your dad!\Yeah, that's right.\He's my father by blood.\But right now, he's as much my father as he's not.\He's a man who sold his soul to Dio, and got what he deserved. response:	Yet, on the other hand,
context: Bleh...\Hey! You're the one who needs to stop!\He's your dad!\Yeah, that's right.\He's my father by blood.\But right now, he's as much my father as he's not.\He's a man who sold his soul to Dio, and got what he deserved.\Yet, on the other hand, response:	do you know how it feels, not being able to finish him off because he's your dad?
context: Hey! You're the one who needs to stop!\He's your dad!\Yeah, that's right.\He's my father by blood.\But right now, he's as much my father as he's not.\He's a man who sold his soul to Dio, and got what he deserved.\Yet, on the other hand,\do you know how it feels, not being able to finish him off because he's your dad? response:	That's exactly why I want him to die normally.
context: He's your dad!\Yeah, that's right.\He's my father by blood.\But right now, he's as much my father as he's not.\He's a man who sold his soul to Dio, and got what he deserved.\Yet, on the other hand,\do you know how it feels, not being able to finish him off because he's your dad?\That's exactly why I want him to die normally. response:	Once he's finally dead, my life can actually begin!
context: Yeah, that's right.\He's my father by blood.\But right now, he's as much my father as he's not.\He's a man who sold his soul to Dio, and got what he deserved.\Yet, on the other hand,\do you know how it feels, not being able to finish him off because he's your dad?\That's exactly why I want him to die normally.\Once he's finally dead, my life can actually begin! response:	Damn it! I told you to stop that!
context: He's my father by blood.\But right now, he's as much my father as he's not.\He's a man who sold his soul to Dio, and got what he deserved.\Yet, on the other hand,\do you know how it feels, not being able to finish him off because he's your dad?\That's exactly why I want him to die normally.\Once he's finally dead, my life can actually begin!\Damn it! I told you to stop that! response:	It pisses me off!
context: But right now, he's as much my father as he's not.\He's a man who sold his soul to Dio, and got what he deserved.\Yet, on the other hand,\do you know how it feels, not being able to finish him off because he's your dad?\That's exactly why I want him to die normally.\Once he's finally dead, my life can actually begin!\Damn it! I told you to stop that!\It pisses me off! response:	Hey!
context: He's a man who sold his soul to Dio, and got what he deserved.\Yet, on the other hand,\do you know how it feels, not being able to finish him off because he's your dad?\That's exactly why I want him to die normally.\Once he's finally dead, my life can actually begin!\Damn it! I told you to stop that!\It pisses me off!\Hey! response:	That's enough!
context: Yet, on the other hand,\do you know how it feels, not being able to finish him off because he's your dad?\That's exactly why I want him to die normally.\Once he's finally dead, my life can actually begin!\Damn it! I told you to stop that!\It pisses me off!\Hey!\That's enough! response:	I can't let you have this bow and arrow.
context: do you know how it feels, not being able to finish him off because he's your dad?\That's exactly why I want him to die normally.\Once he's finally dead, my life can actually begin!\Damn it! I told you to stop that!\It pisses me off!\Hey!\That's enough!\I can't let you have this bow and arrow. response:	No matter what!
context: That's exactly why I want him to die normally.\Once he's finally dead, my life can actually begin!\Damn it! I told you to stop that!\It pisses me off!\Hey!\That's enough!\I can't let you have this bow and arrow.\No matter what! response:	Don't get the wrong idea!
context: Once he's finally dead, my life can actually begin!\Damn it! I told you to stop that!\It pisses me off!\Hey!\That's enough!\I can't let you have this bow and arrow.\No matter what!\Don't get the wrong idea! response:	I'll worry about the bow and arrow later.
context: Damn it! I told you to stop that!\It pisses me off!\Hey!\That's enough!\I can't let you have this bow and arrow.\No matter what!\Don't get the wrong idea!\I'll worry about the bow and arrow later. response:	Right now, that box has my attention!
context: It pisses me off!\Hey!\That's enough!\I can't let you have this bow and arrow.\No matter what!\Don't get the wrong idea!\I'll worry about the bow and arrow later.\Right now, that box has my attention! response:	Dogyaa
context: Hey!\That's enough!\I can't let you have this bow and arrow.\No matter what!\Don't get the wrong idea!\I'll worry about the bow and arrow later.\Right now, that box has my attention!\Dogyaa response:	Do
context: That's enough!\I can't let you have this bow and arrow.\No matter what!\Don't get the wrong idea!\I'll worry about the bow and arrow later.\Right now, that box has my attention!\Dogyaa\Do response:	Th-The box?
context: I can't let you have this bow and arrow.\No matter what!\Don't get the wrong idea!\I'll worry about the bow and arrow later.\Right now, that box has my attention!\Dogyaa\Do\Th-The box? response:	gyaa
context: No matter what!\Don't get the wrong idea!\I'll worry about the bow and arrow later.\Right now, that box has my attention!\Dogyaa\Do\Th-The box?\gyaa response:	I saw him grabbing at some paper scraps,
context: Don't get the wrong idea!\I'll worry about the bow and arrow later.\Right now, that box has my attention!\Dogyaa\Do\Th-The box?\gyaa\I saw him grabbing at some paper scraps, response:	so I was curious about what it was.
context: I'll worry about the bow and arrow later.\Right now, that box has my attention!\Dogyaa\Do\Th-The box?\gyaa\I saw him grabbing at some paper scraps,\so I was curious about what it was. response:	I see now.
context: Right now, that box has my attention!\Dogyaa\Do\Th-The box?\gyaa\I saw him grabbing at some paper scraps,\so I was curious about what it was.\I see now. response:	A family photo...
context: Dogyaa\Do\Th-The box?\gyaa\I saw him grabbing at some paper scraps,\so I was curious about what it was.\I see now.\A family photo... response:	S-So there was a reason.
context: Do\Th-The box?\gyaa\I saw him grabbing at some paper scraps,\so I was curious about what it was.\I see now.\A family photo...\S-So there was a reason. response:	There was a reason for the behavior he repeated for ten years.
context: Th-The box?\gyaa\I saw him grabbing at some paper scraps,\so I was curious about what it was.\I see now.\A family photo...\S-So there was a reason.\There was a reason for the behavior he repeated for ten years. response:	He was looking for the photo of his sons at the time.
context: gyaa\I saw him grabbing at some paper scraps,\so I was curious about what it was.\I see now.\A family photo...\S-So there was a reason.\There was a reason for the behavior he repeated for ten years.\He was looking for the photo of his sons at the time. response:	He might not understand what's going on right now,
context: I saw him grabbing at some paper scraps,\so I was curious about what it was.\I see now.\A family photo...\S-So there was a reason.\There was a reason for the behavior he repeated for ten years.\He was looking for the photo of his sons at the time.\He might not understand what's going on right now, response:	but deep down inside, he still has his memories!
context: so I was curious about what it was.\I see now.\A family photo...\S-So there was a reason.\There was a reason for the behavior he repeated for ten years.\He was looking for the photo of his sons at the time.\He might not understand what's going on right now,\but deep down inside, he still has his memories! response:	Memories of the past!
context: I see now.\A family photo...\S-So there was a reason.\There was a reason for the behavior he repeated for ten years.\He was looking for the photo of his sons at the time.\He might not understand what's going on right now,\but deep down inside, he still has his memories!\Memories of the past! response:	The
context: A family photo...\S-So there was a reason.\There was a reason for the behavior he repeated for ten years.\He was looking for the photo of his sons at the time.\He might not understand what's going on right now,\but deep down inside, he still has his memories!\Memories of the past!\The response:	The Ha
context: S-So there was a reason.\There was a reason for the behavior he repeated for ten years.\He was looking for the photo of his sons at the time.\He might not understand what's going on right now,\but deep down inside, he still has his memories!\Memories of the past!\The\The Ha response:	The Han
context: There was a reason for the behavior he repeated for ten years.\He was looking for the photo of his sons at the time.\He might not understand what's going on right now,\but deep down inside, he still has his memories!\Memories of the past!\The\The Ha\The Han response:	The Hand
context: He was looking for the photo of his sons at the time.\He might not understand what's going on right now,\but deep down inside, he still has his memories!\Memories of the past!\The\The Ha\The Han\The Hand response:	Oku
context: He might not understand what's going on right now,\but deep down inside, he still has his memories!\Memories of the past!\The\The Ha\The Han\The Hand\Oku response:	Okuyasu
context: but deep down inside, he still has his memories!\Memories of the past!\The\The Ha\The Han\The Hand\Oku\Okuyasu response:	Okuyasu Niji
context: Memories of the past!\The\The Ha\The Han\The Hand\Oku\Okuyasu\Okuyasu Niji response:	Okuyasu Nijimura
context: The\The Ha\The Han\The Hand\Oku\Okuyasu\Okuyasu Niji\Okuyasu Nijimura response:	Instead of looking for a Stand to kill him,
context: The Ha\The Han\The Hand\Oku\Okuyasu\Okuyasu Niji\Okuyasu Nijimura\Instead of looking for a Stand to kill him, response:	if you'll try to find one that can cure him,
context: The Han\The Hand\Oku\Okuyasu\Okuyasu Niji\Okuyasu Nijimura\Instead of looking for a Stand to kill him,\if you'll try to find one that can cure him, response:	I don't mind helping you out.
context: The Hand\Oku\Okuyasu\Okuyasu Niji\Okuyasu Nijimura\Instead of looking for a Stand to kill him,\if you'll try to find one that can cure him,\I don't mind helping you out. response:	But hand over that bow and arrow.
context: Oku\Okuyasu\Okuyasu Niji\Okuyasu Nijimura\Instead of looking for a Stand to kill him,\if you'll try to find one that can cure him,\I don't mind helping you out.\But hand over that bow and arrow. response:	I'm gonna snap them in half.
context: Okuyasu\Okuyasu Niji\Okuyasu Nijimura\Instead of looking for a Stand to kill him,\if you'll try to find one that can cure him,\I don't mind helping you out.\But hand over that bow and arrow.\I'm gonna snap them in half. response:	You planning to run?
context: Okuyasu Niji\Okuyasu Nijimura\Instead of looking for a Stand to kill him,\if you'll try to find one that can cure him,\I don't mind helping you out.\But hand over that bow and arrow.\I'm gonna snap them in half.\You planning to run? response:	Big Bro, let's stop this.
context: Okuyasu Nijimura\Instead of looking for a Stand to kill him,\if you'll try to find one that can cure him,\I don't mind helping you out.\But hand over that bow and arrow.\I'm gonna snap them in half.\You planning to run?\Big Bro, let's stop this. response:	Okuyasu!
context: Instead of looking for a Stand to kill him,\if you'll try to find one that can cure him,\I don't mind helping you out.\But hand over that bow and arrow.\I'm gonna snap them in half.\You planning to run?\Big Bro, let's stop this.\Okuyasu! response:	Come on, let's stop all of this, okay?
context: if you'll try to find one that can cure him,\I don't mind helping you out.\But hand over that bow and arrow.\I'm gonna snap them in half.\You planning to run?\Big Bro, let's stop this.\Okuyasu!\Come on, let's stop all of this, okay? response:	You were still here?
context: I don't mind helping you out.\But hand over that bow and arrow.\I'm gonna snap them in half.\You planning to run?\Big Bro, let's stop this.\Okuyasu!\Come on, let's stop all of this, okay?\You were still here? response:	Dad might get cured, right?
context: But hand over that bow and arrow.\I'm gonna snap them in half.\You planning to run?\Big Bro, let's stop this.\Okuyasu!\Come on, let's stop all of this, okay?\You were still here?\Dad might get cured, right? response:	Even if his body doesn't go back to normal,
context: I'm gonna snap them in half.\You planning to run?\Big Bro, let's stop this.\Okuyasu!\Come on, let's stop all of this, okay?\You were still here?\Dad might get cured, right?\Even if his body doesn't go back to normal, response:	maybe his mind and his memories will go back to how he used to be.
context: You planning to run?\Big Bro, let's stop this.\Okuyasu!\Come on, let's stop all of this, okay?\You were still here?\Dad might get cured, right?\Even if his body doesn't go back to normal,\maybe his mind and his memories will go back to how he used to be. response:	Right?
context: Big Bro, let's stop this.\Okuyasu!\Come on, let's stop all of this, okay?\You were still here?\Dad might get cured, right?\Even if his body doesn't go back to normal,\maybe his mind and his memories will go back to how he used to be.\Right? response:	Okuyasu! What do you think you're holding?
context: Okuyasu!\Come on, let's stop all of this, okay?\You were still here?\Dad might get cured, right?\Even if his body doesn't go back to normal,\maybe his mind and his memories will go back to how he used to be.\Right?\Okuyasu! What do you think you're holding? response:	Big Bro...
context: Come on, let's stop all of this, okay?\You were still here?\Dad might get cured, right?\Even if his body doesn't go back to normal,\maybe his mind and his memories will go back to how he used to be.\Right?\Okuyasu! What do you think you're holding?\Big Bro... response:	Out of the way, Okuyasu!
context: You were still here?\Dad might get cured, right?\Even if his body doesn't go back to normal,\maybe his mind and his memories will go back to how he used to be.\Right?\Okuyasu! What do you think you're holding?\Big Bro...\Out of the way, Okuyasu! response:	I can't turn back anymore, no matter what happens!
context: Dad might get cured, right?\Even if his body doesn't go back to normal,\maybe his mind and his memories will go back to how he used to be.\Right?\Okuyasu! What do you think you're holding?\Big Bro...\Out of the way, Okuyasu!\I can't turn back anymore, no matter what happens! response:	I've already killed so many people in this city with this bow and arrow!
context: Even if his body doesn't go back to normal,\maybe his mind and his memories will go back to how he used to be.\Right?\Okuyasu! What do you think you're holding?\Big Bro...\Out of the way, Okuyasu!\I can't turn back anymore, no matter what happens!\I've already killed so many people in this city with this bow and arrow! response:	Besides, I don't even think of you as my little brother anymore.
context: maybe his mind and his memories will go back to how he used to be.\Right?\Okuyasu! What do you think you're holding?\Big Bro...\Out of the way, Okuyasu!\I can't turn back anymore, no matter what happens!\I've already killed so many people in this city with this bow and arrow!\Besides, I don't even think of you as my little brother anymore. response:	Since you're not my little brother, I can kill you without hesitation!
context: Right?\Okuyasu! What do you think you're holding?\Big Bro...\Out of the way, Okuyasu!\I can't turn back anymore, no matter what happens!\I've already killed so many people in this city with this bow and arrow!\Besides, I don't even think of you as my little brother anymore.\Since you're not my little brother, I can kill you without hesitation! response:	B-Big Bro...
context: Okuyasu! What do you think you're holding?\Big Bro...\Out of the way, Okuyasu!\I can't turn back anymore, no matter what happens!\I've already killed so many people in this city with this bow and arrow!\Besides, I don't even think of you as my little brother anymore.\Since you're not my little brother, I can kill you without hesitation!\B-Big Bro... response:	You guys...
context: Big Bro...\Out of the way, Okuyasu!\I can't turn back anymore, no matter what happens!\I've already killed so many people in this city with this bow and arrow!\Besides, I don't even think of you as my little brother anymore.\Since you're not my little brother, I can kill you without hesitation!\B-Big Bro...\You guys... response:	Do you have any relatives here besides your dad?
context: Out of the way, Okuyasu!\I can't turn back anymore, no matter what happens!\I've already killed so many people in this city with this bow and arrow!\Besides, I don't even think of you as my little brother anymore.\Since you're not my little brother, I can kill you without hesitation!\B-Big Bro...\You guys...\Do you have any relatives here besides your dad? response:	Relatives? There's only the three of us.
context: I can't turn back anymore, no matter what happens!\I've already killed so many people in this city with this bow and arrow!\Besides, I don't even think of you as my little brother anymore.\Since you're not my little brother, I can kill you without hesitation!\B-Big Bro...\You guys...\Do you have any relatives here besides your dad?\Relatives? There's only the three of us. response:	Th-That's...
context: I've already killed so many people in this city with this bow and arrow!\Besides, I don't even think of you as my little brother anymore.\Since you're not my little brother, I can kill you without hesitation!\B-Big Bro...\You guys...\Do you have any relatives here besides your dad?\Relatives? There's only the three of us.\Th-That's... response:	It came out of the electrical outlet...
context: Besides, I don't even think of you as my little brother anymore.\Since you're not my little brother, I can kill you without hesitation!\B-Big Bro...\You guys...\Do you have any relatives here besides your dad?\Relatives? There's only the three of us.\Th-That's...\It came out of the electrical outlet... response:	Okuyasu! Stop spacing out, you dumbass!
context: Since you're not my little brother, I can kill you without hesitation!\B-Big Bro...\You guys...\Do you have any relatives here besides your dad?\Relatives? There's only the three of us.\Th-That's...\It came out of the electrical outlet...\Okuyasu! Stop spacing out, you dumbass! response:	Big Bro!
context: B-Big Bro...\You guys...\Do you have any relatives here besides your dad?\Relatives? There's only the three of us.\Th-That's...\It came out of the electrical outlet...\Okuyasu! Stop spacing out, you dumbass!\Big Bro! response:	I'm taking this bow and arrow, Keicho Nijimura!
context: You guys...\Do you have any relatives here besides your dad?\Relatives? There's only the three of us.\Th-That's...\It came out of the electrical outlet...\Okuyasu! Stop spacing out, you dumbass!\Big Bro!\I'm taking this bow and arrow, Keicho Nijimura! response:	I, who got shot by this bow and arrow, and had my Stand ability awakened!
context: Do you have any relatives here besides your dad?\Relatives? There's only the three of us.\Th-That's...\It came out of the electrical outlet...\Okuyasu! Stop spacing out, you dumbass!\Big Bro!\I'm taking this bow and arrow, Keicho Nijimura!\I, who got shot by this bow and arrow, and had my Stand ability awakened! response:	You think...
context: Relatives? There's only the three of us.\Th-That's...\It came out of the electrical outlet...\Okuyasu! Stop spacing out, you dumbass!\Big Bro!\I'm taking this bow and arrow, Keicho Nijimura!\I, who got shot by this bow and arrow, and had my Stand ability awakened!\You think... response:	someone like you can handle this bow and arrow?
context: Th-That's...\It came out of the electrical outlet...\Okuyasu! Stop spacing out, you dumbass!\Big Bro!\I'm taking this bow and arrow, Keicho Nijimura!\I, who got shot by this bow and arrow, and had my Stand ability awakened!\You think...\someone like you can handle this bow and arrow? response:	Keicho Nijimura!
context: It came out of the electrical outlet...\Okuyasu! Stop spacing out, you dumbass!\Big Bro!\I'm taking this bow and arrow, Keicho Nijimura!\I, who got shot by this bow and arrow, and had my Stand ability awakened!\You think...\someone like you can handle this bow and arrow?\Keicho Nijimura! response:	You said Stands depend on one's mentality, didn't you?
context: Okuyasu! Stop spacing out, you dumbass!\Big Bro!\I'm taking this bow and arrow, Keicho Nijimura!\I, who got shot by this bow and arrow, and had my Stand ability awakened!\You think...\someone like you can handle this bow and arrow?\Keicho Nijimura!\You said Stands depend on one's mentality, didn't you? response:	Well, I've grown!
context: Big Bro!\I'm taking this bow and arrow, Keicho Nijimura!\I, who got shot by this bow and arrow, and had my Stand ability awakened!\You think...\someone like you can handle this bow and arrow?\Keicho Nijimura!\You said Stands depend on one's mentality, didn't you?\Well, I've grown! response:	How else do you think my Stand, Chili Pepper, grew this much?
