context: Wind Scar! response:	I used the Tetsusaiga to break through Naraku's barrier
context: I'll say. She's amazing amidst this demonic aura.\Even forthose as well-trained as us,\the demonic aura in this castle is unsettling.\Let's finish up this job and get out of here quickly.\You're right.\You are the ones who've come to exterminate the demon?\Please be careful.\And please save my father without fail! response:	Father?
context: Even forthose as well-trained as us,\the demonic aura in this castle is unsettling.\Let's finish up this job and get out of here quickly.\You're right.\You are the ones who've come to exterminate the demon?\Please be careful.\And please save my father without fail!\Father? response:	You are the princess of this castle?
context: the demonic aura in this castle is unsettling.\Let's finish up this job and get out of here quickly.\You're right.\You are the ones who've come to exterminate the demon?\Please be careful.\And please save my father without fail!\Father?\You are the princess of this castle? response:	Many priests and priestesses have failed at exorcising the demon,
context: Let's finish up this job and get out of here quickly.\You're right.\You are the ones who've come to exterminate the demon?\Please be careful.\And please save my father without fail!\Father?\You are the princess of this castle?\Many priests and priestesses have failed at exorcising the demon, response:	and died.
context: You're right.\You are the ones who've come to exterminate the demon?\Please be careful.\And please save my father without fail!\Father?\You are the princess of this castle?\Many priests and priestesses have failed at exorcising the demon,\and died. response:	Rest assured, my princess.
context: You are the ones who've come to exterminate the demon?\Please be careful.\And please save my father without fail!\Father?\You are the princess of this castle?\Many priests and priestesses have failed at exorcising the demon,\and died.\Rest assured, my princess. response:	I shall stand firm here
context: Please be careful.\And please save my father without fail!\Father?\You are the princess of this castle?\Many priests and priestesses have failed at exorcising the demon,\and died.\Rest assured, my princess.\I shall stand firm here response:	and conduct the exorcism no matter how many days it takes.
context: And please save my father without fail!\Father?\You are the princess of this castle?\Many priests and priestesses have failed at exorcising the demon,\and died.\Rest assured, my princess.\I shall stand firm here\and conduct the exorcism no matter how many days it takes. response:	Didn't you say we should finish this up quickly and leave?!
context: Father?\You are the princess of this castle?\Many priests and priestesses have failed at exorcising the demon,\and died.\Rest assured, my princess.\I shall stand firm here\and conduct the exorcism no matter how many days it takes.\Didn't you say we should finish this up quickly and leave?! response:	The demon!
context: You are the princess of this castle?\Many priests and priestesses have failed at exorcising the demon,\and died.\Rest assured, my princess.\I shall stand firm here\and conduct the exorcism no matter how many days it takes.\Didn't you say we should finish this up quickly and leave?!\The demon! response:	Ademon has appeared!
context: Many priests and priestesses have failed at exorcising the demon,\and died.\Rest assured, my princess.\I shall stand firm here\and conduct the exorcism no matter how many days it takes.\Didn't you say we should finish this up quickly and leave?!\The demon!\Ademon has appeared! response:	Do not worry. Leave it to me!
context: and died.\Rest assured, my princess.\I shall stand firm here\and conduct the exorcism no matter how many days it takes.\Didn't you say we should finish this up quickly and leave?!\The demon!\Ademon has appeared!\Do not worry. Leave it to me! response:	Ademon's head!
context: Rest assured, my princess.\I shall stand firm here\and conduct the exorcism no matter how many days it takes.\Didn't you say we should finish this up quickly and leave?!\The demon!\Ademon has appeared!\Do not worry. Leave it to me!\Ademon's head! response:	I'll go! Kirara!
context: I shall stand firm here\and conduct the exorcism no matter how many days it takes.\Didn't you say we should finish this up quickly and leave?!\The demon!\Ademon has appeared!\Do not worry. Leave it to me!\Ademon's head!\I'll go! Kirara! response:	I'll destroy it in one blow!
context: and conduct the exorcism no matter how many days it takes.\Didn't you say we should finish this up quickly and leave?!\The demon!\Ademon has appeared!\Do not worry. Leave it to me!\Ademon's head!\I'll go! Kirara!\I'll destroy it in one blow! response:	Sango seems so intense today!
context: Didn't you say we should finish this up quickly and leave?!\The demon!\Ademon has appeared!\Do not worry. Leave it to me!\Ademon's head!\I'll go! Kirara!\I'll destroy it in one blow!\Sango seems so intense today! response:	You're right.
context: The demon!\Ademon has appeared!\Do not worry. Leave it to me!\Ademon's head!\I'll go! Kirara!\I'll destroy it in one blow!\Sango seems so intense today!\You're right. response:	Hiraikotsu!
context: Ademon has appeared!\Do not worry. Leave it to me!\Ademon's head!\I'll go! Kirara!\I'll destroy it in one blow!\Sango seems so intense today!\You're right.\Hiraikotsu! response:	It went right through!?
context: Do not worry. Leave it to me!\Ademon's head!\I'll go! Kirara!\I'll destroy it in one blow!\Sango seems so intense today!\You're right.\Hiraikotsu!\It went right through!? response:	What the...!
context: Ademon's head!\I'll go! Kirara!\I'll destroy it in one blow!\Sango seems so intense today!\You're right.\Hiraikotsu!\It went right through!?\What the...! response:	Move, Sango!
context: I'll go! Kirara!\I'll destroy it in one blow!\Sango seems so intense today!\You're right.\Hiraikotsu!\It went right through!?\What the...!\Move, Sango! response:	Wind Scar!
context: I'll destroy it in one blow!\Sango seems so intense today!\You're right.\Hiraikotsu!\It went right through!?\What the...!\Move, Sango!\Wind Scar! response:	Did you see that?!
context: Sango seems so intense today!\You're right.\Hiraikotsu!\It went right through!?\What the...!\Move, Sango!\Wind Scar!\Did you see that?! response:	That's how you do it.
context: You're right.\Hiraikotsu!\It went right through!?\What the...!\Move, Sango!\Wind Scar!\Did you see that?!\That's how you do it. response:	Inuyasha, look!
context: Hiraikotsu!\It went right through!?\What the...!\Move, Sango!\Wind Scar!\Did you see that?!\That's how you do it.\Inuyasha, look! response:	W-What's going on?!
context: It went right through!?\What the...!\Move, Sango!\Wind Scar!\Did you see that?!\That's how you do it.\Inuyasha, look!\W-What's going on?! response:	What's happening?
context: What the...!\Move, Sango!\Wind Scar!\Did you see that?!\That's how you do it.\Inuyasha, look!\W-What's going on?!\What's happening? response:	I hit it square with my Wind Scar...
context: Move, Sango!\Wind Scar!\Did you see that?!\That's how you do it.\Inuyasha, look!\W-What's going on?!\What's happening?\I hit it square with my Wind Scar... response:	and it didn't even flinch!
context: Wind Scar!\Did you see that?!\That's how you do it.\Inuyasha, look!\W-What's going on?!\What's happening?\I hit it square with my Wind Scar...\and it didn't even flinch! response:	That demon's head... could it be?
context: Did you see that?!\That's how you do it.\Inuyasha, look!\W-What's going on?!\What's happening?\I hit it square with my Wind Scar...\and it didn't even flinch!\That demon's head... could it be? response:	Damn it!
context: That's how you do it.\Inuyasha, look!\W-What's going on?!\What's happening?\I hit it square with my Wind Scar...\and it didn't even flinch!\That demon's head... could it be?\Damn it! response:	Once more!
context: Inuyasha, look!\W-What's going on?!\What's happening?\I hit it square with my Wind Scar...\and it didn't even flinch!\That demon's head... could it be?\Damn it!\Once more! response:	Take this!
context: W-What's going on?!\What's happening?\I hit it square with my Wind Scar...\and it didn't even flinch!\That demon's head... could it be?\Damn it!\Once more!\Take this! response:	How's that?!
context: What's happening?\I hit it square with my Wind Scar...\and it didn't even flinch!\That demon's head... could it be?\Damn it!\Once more!\Take this!\How's that?! response:	What...!?
context: I hit it square with my Wind Scar...\and it didn't even flinch!\That demon's head... could it be?\Damn it!\Once more!\Take this!\How's that?!\What...!? response:	Wait, Inuyasha!
context: and it didn't even flinch!\That demon's head... could it be?\Damn it!\Once more!\Take this!\How's that?!\What...!?\Wait, Inuyasha! response:	Why?
context: That demon's head... could it be?\Damn it!\Once more!\Take this!\How's that?!\What...!?\Wait, Inuyasha!\Why? response:	If my Wind Scar didn't work, how do you expect to destroy it?!
context: Damn it!\Once more!\Take this!\How's that?!\What...!?\Wait, Inuyasha!\Why?\If my Wind Scar didn't work, how do you expect to destroy it?! response:	No weapon will work on that.
context: Once more!\Take this!\How's that?!\What...!?\Wait, Inuyasha!\Why?\If my Wind Scar didn't work, how do you expect to destroy it?!\No weapon will work on that. response:	Miroku?
context: Take this!\How's that?!\What...!?\Wait, Inuyasha!\Why?\If my Wind Scar didn't work, how do you expect to destroy it?!\No weapon will work on that.\Miroku? response:	Spiritual Power!
context: How's that?!\What...!?\Wait, Inuyasha!\Why?\If my Wind Scar didn't work, how do you expect to destroy it?!\No weapon will work on that.\Miroku?\Spiritual Power! response:	It disappeared...
context: What...!?\Wait, Inuyasha!\Why?\If my Wind Scar didn't work, how do you expect to destroy it?!\No weapon will work on that.\Miroku?\Spiritual Power!\It disappeared... response:	Princess, the demon's head...
context: Wait, Inuyasha!\Why?\If my Wind Scar didn't work, how do you expect to destroy it?!\No weapon will work on that.\Miroku?\Spiritual Power!\It disappeared...\Princess, the demon's head... response:	Oh my!
context: Why?\If my Wind Scar didn't work, how do you expect to destroy it?!\No weapon will work on that.\Miroku?\Spiritual Power!\It disappeared...\Princess, the demon's head...\Oh my! response:	Just as I thought.
context: If my Wind Scar didn't work, how do you expect to destroy it?!\No weapon will work on that.\Miroku?\Spiritual Power!\It disappeared...\Princess, the demon's head...\Oh my!\Just as I thought. response:	That was an illusion.
context: No weapon will work on that.\Miroku?\Spiritual Power!\It disappeared...\Princess, the demon's head...\Oh my!\Just as I thought.\That was an illusion. response:	Illusion?
context: Miroku?\Spiritual Power!\It disappeared...\Princess, the demon's head...\Oh my!\Just as I thought.\That was an illusion.\Illusion? response:	Does that mean the demon head will appear again tomorrow?
context: Spiritual Power!\It disappeared...\Princess, the demon's head...\Oh my!\Just as I thought.\That was an illusion.\Illusion?\Does that mean the demon head will appear again tomorrow? response:	Yes. That is just make-believe.
context: It disappeared...\Princess, the demon's head...\Oh my!\Just as I thought.\That was an illusion.\Illusion?\Does that mean the demon head will appear again tomorrow?\Yes. That is just make-believe. response:	An illusion to divert attention from the real demon.
context: Princess, the demon's head...\Oh my!\Just as I thought.\That was an illusion.\Illusion?\Does that mean the demon head will appear again tomorrow?\Yes. That is just make-believe.\An illusion to divert attention from the real demon. response:	Hmm...
context: Oh my!\Just as I thought.\That was an illusion.\Illusion?\Does that mean the demon head will appear again tomorrow?\Yes. That is just make-believe.\An illusion to divert attention from the real demon.\Hmm... response:	That means the real demon is hiding somewhere in this castle.
context: Just as I thought.\That was an illusion.\Illusion?\Does that mean the demon head will appear again tomorrow?\Yes. That is just make-believe.\An illusion to divert attention from the real demon.\Hmm...\That means the real demon is hiding somewhere in this castle. response:	Probably.
context: That was an illusion.\Illusion?\Does that mean the demon head will appear again tomorrow?\Yes. That is just make-believe.\An illusion to divert attention from the real demon.\Hmm...\That means the real demon is hiding somewhere in this castle.\Probably. response:	The demonic aura hasn't subsided at all.
context: Illusion?\Does that mean the demon head will appear again tomorrow?\Yes. That is just make-believe.\An illusion to divert attention from the real demon.\Hmm...\That means the real demon is hiding somewhere in this castle.\Probably.\The demonic aura hasn't subsided at all. response:	Hmm... demonic aura?
context: Does that mean the demon head will appear again tomorrow?\Yes. That is just make-believe.\An illusion to divert attention from the real demon.\Hmm...\That means the real demon is hiding somewhere in this castle.\Probably.\The demonic aura hasn't subsided at all.\Hmm... demonic aura? response:	I don't sense anything at all.
context: Yes. That is just make-believe.\An illusion to divert attention from the real demon.\Hmm...\That means the real demon is hiding somewhere in this castle.\Probably.\The demonic aura hasn't subsided at all.\Hmm... demonic aura?\I don't sense anything at all. response:	I see...
context: An illusion to divert attention from the real demon.\Hmm...\That means the real demon is hiding somewhere in this castle.\Probably.\The demonic aura hasn't subsided at all.\Hmm... demonic aura?\I don't sense anything at all.\I see... response:	Some exorcist you are.
context: Hmm...\That means the real demon is hiding somewhere in this castle.\Probably.\The demonic aura hasn't subsided at all.\Hmm... demonic aura?\I don't sense anything at all.\I see...\Some exorcist you are. response:	Didn't you say that the lord is deranged?
context: That means the real demon is hiding somewhere in this castle.\Probably.\The demonic aura hasn't subsided at all.\Hmm... demonic aura?\I don't sense anything at all.\I see...\Some exorcist you are.\Didn't you say that the lord is deranged? response:	Yes.
context: Probably.\The demonic aura hasn't subsided at all.\Hmm... demonic aura?\I don't sense anything at all.\I see...\Some exorcist you are.\Didn't you say that the lord is deranged?\Yes. response:	Ratherthan a demon's curse,
context: The demonic aura hasn't subsided at all.\Hmm... demonic aura?\I don't sense anything at all.\I see...\Some exorcist you are.\Didn't you say that the lord is deranged?\Yes.\Ratherthan a demon's curse, response:	you sure the lord isn't possessed by the demon?
context: Hmm... demonic aura?\I don't sense anything at all.\I see...\Some exorcist you are.\Didn't you say that the lord is deranged?\Yes.\Ratherthan a demon's curse,\you sure the lord isn't possessed by the demon? response:	If you are noticed, you will be killed.
context: I don't sense anything at all.\I see...\Some exorcist you are.\Didn't you say that the lord is deranged?\Yes.\Ratherthan a demon's curse,\you sure the lord isn't possessed by the demon?\If you are noticed, you will be killed. response:	When that time comes, I'lljust fight back.
context: I see...\Some exorcist you are.\Didn't you say that the lord is deranged?\Yes.\Ratherthan a demon's curse,\you sure the lord isn't possessed by the demon?\If you are noticed, you will be killed.\When that time comes, I'lljust fight back. response:	Don't be hasty.
context: Some exorcist you are.\Didn't you say that the lord is deranged?\Yes.\Ratherthan a demon's curse,\you sure the lord isn't possessed by the demon?\If you are noticed, you will be killed.\When that time comes, I'lljust fight back.\Don't be hasty. response:	He is the lord of the castle, after all.
context: Didn't you say that the lord is deranged?\Yes.\Ratherthan a demon's curse,\you sure the lord isn't possessed by the demon?\If you are noticed, you will be killed.\When that time comes, I'lljust fight back.\Don't be hasty.\He is the lord of the castle, after all. response:	Well, Miroku?
context: Yes.\Ratherthan a demon's curse,\you sure the lord isn't possessed by the demon?\If you are noticed, you will be killed.\When that time comes, I'lljust fight back.\Don't be hasty.\He is the lord of the castle, after all.\Well, Miroku? response:	Isn't it a demon?
context: Ratherthan a demon's curse,\you sure the lord isn't possessed by the demon?\If you are noticed, you will be killed.\When that time comes, I'lljust fight back.\Don't be hasty.\He is the lord of the castle, after all.\Well, Miroku?\Isn't it a demon? response:	No... he's definitely human.
context: you sure the lord isn't possessed by the demon?\If you are noticed, you will be killed.\When that time comes, I'lljust fight back.\Don't be hasty.\He is the lord of the castle, after all.\Well, Miroku?\Isn't it a demon?\No... he's definitely human. response:	And...
context: If you are noticed, you will be killed.\When that time comes, I'lljust fight back.\Don't be hasty.\He is the lord of the castle, after all.\Well, Miroku?\Isn't it a demon?\No... he's definitely human.\And... response:	What?
context: When that time comes, I'lljust fight back.\Don't be hasty.\He is the lord of the castle, after all.\Well, Miroku?\Isn't it a demon?\No... he's definitely human.\And...\What? response:	I can't believe that the demonic aura covering this castle
context: Don't be hasty.\He is the lord of the castle, after all.\Well, Miroku?\Isn't it a demon?\No... he's definitely human.\And...\What?\I can't believe that the demonic aura covering this castle response:	is coming from the lord.
context: He is the lord of the castle, after all.\Well, Miroku?\Isn't it a demon?\No... he's definitely human.\And...\What?\I can't believe that the demonic aura covering this castle\is coming from the lord. response:	Well, don't you feel a little better?
context: Well, Miroku?\Isn't it a demon?\No... he's definitely human.\And...\What?\I can't believe that the demonic aura covering this castle\is coming from the lord.\Well, don't you feel a little better? response:	Sorry, but...
context: Isn't it a demon?\No... he's definitely human.\And...\What?\I can't believe that the demonic aura covering this castle\is coming from the lord.\Well, don't you feel a little better?\Sorry, but... response:	What? Not any better?
context: No... he's definitely human.\And...\What?\I can't believe that the demonic aura covering this castle\is coming from the lord.\Well, don't you feel a little better?\Sorry, but...\What? Not any better? response:	Did it work on you, Kirara?
context: And...\What?\I can't believe that the demonic aura covering this castle\is coming from the lord.\Well, don't you feel a little better?\Sorry, but...\What? Not any better?\Did it work on you, Kirara? response:	Well?
context: What?\I can't believe that the demonic aura covering this castle\is coming from the lord.\Well, don't you feel a little better?\Sorry, but...\What? Not any better?\Did it work on you, Kirara?\Well? response:	Strange...
context: I can't believe that the demonic aura covering this castle\is coming from the lord.\Well, don't you feel a little better?\Sorry, but...\What? Not any better?\Did it work on you, Kirara?\Well?\Strange... response:	This is a very special purification salt.
context: is coming from the lord.\Well, don't you feel a little better?\Sorry, but...\What? Not any better?\Did it work on you, Kirara?\Well?\Strange...\This is a very special purification salt. response:	Most demons succumb to this.
context: Well, don't you feel a little better?\Sorry, but...\What? Not any better?\Did it work on you, Kirara?\Well?\Strange...\This is a very special purification salt.\Most demons succumb to this. response:	As if it'd work!
context: Sorry, but...\What? Not any better?\Did it work on you, Kirara?\Well?\Strange...\This is a very special purification salt.\Most demons succumb to this.\As if it'd work! response:	What did you say?!
context: What? Not any better?\Did it work on you, Kirara?\Well?\Strange...\This is a very special purification salt.\Most demons succumb to this.\As if it'd work!\What did you say?! response:	Then I'll test it on you!
context: Did it work on you, Kirara?\Well?\Strange...\This is a very special purification salt.\Most demons succumb to this.\As if it'd work!\What did you say?!\Then I'll test it on you! response:	Hold it!
context: Well?\Strange...\This is a very special purification salt.\Most demons succumb to this.\As if it'd work!\What did you say?!\Then I'll test it on you!\Hold it! response:	Overhere, overhere!
context: Strange...\This is a very special purification salt.\Most demons succumb to this.\As if it'd work!\What did you say?!\Then I'll test it on you!\Hold it!\Overhere, overhere! response:	Wait I say!
context: This is a very special purification salt.\Most demons succumb to this.\As if it'd work!\What did you say?!\Then I'll test it on you!\Hold it!\Overhere, overhere!\Wait I say! response:	Demon disperse!
context: Most demons succumb to this.\As if it'd work!\What did you say?!\Then I'll test it on you!\Hold it!\Overhere, overhere!\Wait I say!\Demon disperse! response:	No way!
context: As if it'd work!\What did you say?!\Then I'll test it on you!\Hold it!\Overhere, overhere!\Wait I say!\Demon disperse!\No way! response:	Sit!
context: What did you say?!\Then I'll test it on you!\Hold it!\Overhere, overhere!\Wait I say!\Demon disperse!\No way!\Sit! response:	What?!
context: Then I'll test it on you!\Hold it!\Overhere, overhere!\Wait I say!\Demon disperse!\No way!\Sit!\What?! response:	Stop it, you two!
context: Hold it!\Overhere, overhere!\Wait I say!\Demon disperse!\No way!\Sit!\What?!\Stop it, you two! response:	Huh?
context: Overhere, overhere!\Wait I say!\Demon disperse!\No way!\Sit!\What?!\Stop it, you two!\Huh? response:	My father could be the demon?!
context: Wait I say!\Demon disperse!\No way!\Sit!\What?!\Stop it, you two!\Huh?\My father could be the demon?! response:	Yes, but...
context: Demon disperse!\No way!\Sit!\What?!\Stop it, you two!\Huh?\My father could be the demon?!\Yes, but... response:	According to the monk,
context: No way!\Sit!\What?!\Stop it, you two!\Huh?\My father could be the demon?!\Yes, but...\According to the monk, response:	yourfatheris just possessed
context: Sit!\What?!\Stop it, you two!\Huh?\My father could be the demon?!\Yes, but...\According to the monk,\yourfatheris just possessed response:	and the demon himself could be elsewhere.
context: What?!\Stop it, you two!\Huh?\My father could be the demon?!\Yes, but...\According to the monk,\yourfatheris just possessed\and the demon himself could be elsewhere. response:	Oh dear!
context: Stop it, you two!\Huh?\My father could be the demon?!\Yes, but...\According to the monk,\yourfatheris just possessed\and the demon himself could be elsewhere.\Oh dear! response:	MasterMonk.
context: Huh?\My father could be the demon?!\Yes, but...\According to the monk,\yourfatheris just possessed\and the demon himself could be elsewhere.\Oh dear!\MasterMonk. response:	Huh?
context: My father could be the demon?!\Yes, but...\According to the monk,\yourfatheris just possessed\and the demon himself could be elsewhere.\Oh dear!\MasterMonk.\Huh? response:	The princess would like to see you.
context: Yes, but...\According to the monk,\yourfatheris just possessed\and the demon himself could be elsewhere.\Oh dear!\MasterMonk.\Huh?\The princess would like to see you. response:	Me?
context: According to the monk,\yourfatheris just possessed\and the demon himself could be elsewhere.\Oh dear!\MasterMonk.\Huh?\The princess would like to see you.\Me? response:	Hey, you don't intend to go alone?!
context: yourfatheris just possessed\and the demon himself could be elsewhere.\Oh dear!\MasterMonk.\Huh?\The princess would like to see you.\Me?\Hey, you don't intend to go alone?! response:	Don't worry, Sango.
context: and the demon himself could be elsewhere.\Oh dear!\MasterMonk.\Huh?\The princess would like to see you.\Me?\Hey, you don't intend to go alone?!\Don't worry, Sango. response:	It's true the princess is very pretty.
context: Oh dear!\MasterMonk.\Huh?\The princess would like to see you.\Me?\Hey, you don't intend to go alone?!\Don't worry, Sango.\It's true the princess is very pretty. response:	But my heart...
context: MasterMonk.\Huh?\The princess would like to see you.\Me?\Hey, you don't intend to go alone?!\Don't worry, Sango.\It's true the princess is very pretty.\But my heart... response:	belongs to you.
context: Huh?\The princess would like to see you.\Me?\Hey, you don't intend to go alone?!\Don't worry, Sango.\It's true the princess is very pretty.\But my heart...\belongs to you. response:	Hey! Who'd worry about that?!
context: The princess would like to see you.\Me?\Hey, you don't intend to go alone?!\Don't worry, Sango.\It's true the princess is very pretty.\But my heart...\belongs to you.\Hey! Who'd worry about that?! response:	You don't know when the demon will appear.
context: Me?\Hey, you don't intend to go alone?!\Don't worry, Sango.\It's true the princess is very pretty.\But my heart...\belongs to you.\Hey! Who'd worry about that?!\You don't know when the demon will appear. response:	It's too dangerous to go alone!
context: Hey, you don't intend to go alone?!\Don't worry, Sango.\It's true the princess is very pretty.\But my heart...\belongs to you.\Hey! Who'd worry about that?!\You don't know when the demon will appear.\It's too dangerous to go alone! response:	If that's what you mean, don't worry.
context: Don't worry, Sango.\It's true the princess is very pretty.\But my heart...\belongs to you.\Hey! Who'd worry about that?!\You don't know when the demon will appear.\It's too dangerous to go alone!\If that's what you mean, don't worry. response:	Miroku is quite strong by himself.
context: It's true the princess is very pretty.\But my heart...\belongs to you.\Hey! Who'd worry about that?!\You don't know when the demon will appear.\It's too dangerous to go alone!\If that's what you mean, don't worry.\Miroku is quite strong by himself. response:	Why the glare?
context: But my heart...\belongs to you.\Hey! Who'd worry about that?!\You don't know when the demon will appear.\It's too dangerous to go alone!\If that's what you mean, don't worry.\Miroku is quite strong by himself.\Why the glare? response:	Stupid!
context: belongs to you.\Hey! Who'd worry about that?!\You don't know when the demon will appear.\It's too dangerous to go alone!\If that's what you mean, don't worry.\Miroku is quite strong by himself.\Why the glare?\Stupid! response:	You still have much to learn about life.
context: Hey! Who'd worry about that?!\You don't know when the demon will appear.\It's too dangerous to go alone!\If that's what you mean, don't worry.\Miroku is quite strong by himself.\Why the glare?\Stupid!\You still have much to learn about life. response:	What?! You fake exorcist!
context: You don't know when the demon will appear.\It's too dangerous to go alone!\If that's what you mean, don't worry.\Miroku is quite strong by himself.\Why the glare?\Stupid!\You still have much to learn about life.\What?! You fake exorcist! response:	I'm not sure about her ability as an exorcist,
context: It's too dangerous to go alone!\If that's what you mean, don't worry.\Miroku is quite strong by himself.\Why the glare?\Stupid!\You still have much to learn about life.\What?! You fake exorcist!\I'm not sure about her ability as an exorcist, response:	but she's pretty sharp as a woman.
context: If that's what you mean, don't worry.\Miroku is quite strong by himself.\Why the glare?\Stupid!\You still have much to learn about life.\What?! You fake exorcist!\I'm not sure about her ability as an exorcist,\but she's pretty sharp as a woman. response:	Huh? Not you, too!
context: Miroku is quite strong by himself.\Why the glare?\Stupid!\You still have much to learn about life.\What?! You fake exorcist!\I'm not sure about her ability as an exorcist,\but she's pretty sharp as a woman.\Huh? Not you, too! response:	Now then...
context: Why the glare?\Stupid!\You still have much to learn about life.\What?! You fake exorcist!\I'm not sure about her ability as an exorcist,\but she's pretty sharp as a woman.\Huh? Not you, too!\Now then... response:	Monk...
context: Stupid!\You still have much to learn about life.\What?! You fake exorcist!\I'm not sure about her ability as an exorcist,\but she's pretty sharp as a woman.\Huh? Not you, too!\Now then...\Monk... response:	Yes?
context: You still have much to learn about life.\What?! You fake exorcist!\I'm not sure about her ability as an exorcist,\but she's pretty sharp as a woman.\Huh? Not you, too!\Now then...\Monk...\Yes? response:	Take this purification salt.
context: What?! You fake exorcist!\I'm not sure about her ability as an exorcist,\but she's pretty sharp as a woman.\Huh? Not you, too!\Now then...\Monk...\Yes?\Take this purification salt. response:	As a precaution.
context: I'm not sure about her ability as an exorcist,\but she's pretty sharp as a woman.\Huh? Not you, too!\Now then...\Monk...\Yes?\Take this purification salt.\As a precaution. response:	Take one packet.
context: but she's pretty sharp as a woman.\Huh? Not you, too!\Now then...\Monk...\Yes?\Take this purification salt.\As a precaution.\Take one packet. response:	All right.
context: Huh? Not you, too!\Now then...\Monk...\Yes?\Take this purification salt.\As a precaution.\Take one packet.\All right. response:	Thank you.
context: Now then...\Monk...\Yes?\Take this purification salt.\As a precaution.\Take one packet.\All right.\Thank you. response:	It's a very long stairway.
context: Monk...\Yes?\Take this purification salt.\As a precaution.\Take one packet.\All right.\Thank you.\It's a very long stairway. response:	You probably have heard...
context: Yes?\Take this purification salt.\As a precaution.\Take one packet.\All right.\Thank you.\It's a very long stairway.\You probably have heard... response:	The burial site of the demon head is down below.
context: Take this purification salt.\As a precaution.\Take one packet.\All right.\Thank you.\It's a very long stairway.\You probably have heard...\The burial site of the demon head is down below. response:	Demon head burial site?
context: As a precaution.\Take one packet.\All right.\Thank you.\It's a very long stairway.\You probably have heard...\The burial site of the demon head is down below.\Demon head burial site? response:	Yes...
context: Take one packet.\All right.\Thank you.\It's a very long stairway.\You probably have heard...\The burial site of the demon head is down below.\Demon head burial site?\Yes... response:	Beneath this castle is buried,
context: All right.\Thank you.\It's a very long stairway.\You probably have heard...\The burial site of the demon head is down below.\Demon head burial site?\Yes...\Beneath this castle is buried, response:	the head of a vanquished demon.
context: Thank you.\It's a very long stairway.\You probably have heard...\The burial site of the demon head is down below.\Demon head burial site?\Yes...\Beneath this castle is buried,\the head of a vanquished demon. response:	I would like you to see it.
context: It's a very long stairway.\You probably have heard...\The burial site of the demon head is down below.\Demon head burial site?\Yes...\Beneath this castle is buried,\the head of a vanquished demon.\I would like you to see it. response:	I heard that to ward off evil, the demon's head was buried.
context: You probably have heard...\The burial site of the demon head is down below.\Demon head burial site?\Yes...\Beneath this castle is buried,\the head of a vanquished demon.\I would like you to see it.\I heard that to ward off evil, the demon's head was buried. response:	Yes.
context: The burial site of the demon head is down below.\Demon head burial site?\Yes...\Beneath this castle is buried,\the head of a vanquished demon.\I would like you to see it.\I heard that to ward off evil, the demon's head was buried.\Yes. response:	Until now, there was never a problem.
context: Demon head burial site?\Yes...\Beneath this castle is buried,\the head of a vanquished demon.\I would like you to see it.\I heard that to ward off evil, the demon's head was buried.\Yes.\Until now, there was never a problem. response:	But...
context: Yes...\Beneath this castle is buried,\the head of a vanquished demon.\I would like you to see it.\I heard that to ward off evil, the demon's head was buried.\Yes.\Until now, there was never a problem.\But... response:	The burial site was uncovered and the demon escaped.
context: Beneath this castle is buried,\the head of a vanquished demon.\I would like you to see it.\I heard that to ward off evil, the demon's head was buried.\Yes.\Until now, there was never a problem.\But...\The burial site was uncovered and the demon escaped. response:	And inside this hole...
context: the head of a vanquished demon.\I would like you to see it.\I heard that to ward off evil, the demon's head was buried.\Yes.\Until now, there was never a problem.\But...\The burial site was uncovered and the demon escaped.\And inside this hole... response:	Huh?!
context: I would like you to see it.\I heard that to ward off evil, the demon's head was buried.\Yes.\Until now, there was never a problem.\But...\The burial site was uncovered and the demon escaped.\And inside this hole...\Huh?! response:	T- This is...!
context: I heard that to ward off evil, the demon's head was buried.\Yes.\Until now, there was never a problem.\But...\The burial site was uncovered and the demon escaped.\And inside this hole...\Huh?!\T- This is...! response:	This is...!
context: Yes.\Until now, there was never a problem.\But...\The burial site was uncovered and the demon escaped.\And inside this hole...\Huh?!\T- This is...!\This is...! response:	These are the skeletons of the priests and priestesses
context: Until now, there was never a problem.\But...\The burial site was uncovered and the demon escaped.\And inside this hole...\Huh?!\T- This is...!\This is...!\These are the skeletons of the priests and priestesses response:	who tried to exterminate the demon and failed.
context: But...\The burial site was uncovered and the demon escaped.\And inside this hole...\Huh?!\T- This is...!\This is...!\These are the skeletons of the priests and priestesses\who tried to exterminate the demon and failed. response:	How terrible!
context: The burial site was uncovered and the demon escaped.\And inside this hole...\Huh?!\T- This is...!\This is...!\These are the skeletons of the priests and priestesses\who tried to exterminate the demon and failed.\How terrible! response:	The demon of this castle craved humans like them
context: And inside this hole...\Huh?!\T- This is...!\This is...!\These are the skeletons of the priests and priestesses\who tried to exterminate the demon and failed.\How terrible!\The demon of this castle craved humans like them response:	and absorbed theirpowers.
context: Huh?!\T- This is...!\This is...!\These are the skeletons of the priests and priestesses\who tried to exterminate the demon and failed.\How terrible!\The demon of this castle craved humans like them\and absorbed theirpowers. response:	That's why it wants me here, too.
context: T- This is...!\This is...!\These are the skeletons of the priests and priestesses\who tried to exterminate the demon and failed.\How terrible!\The demon of this castle craved humans like them\and absorbed theirpowers.\That's why it wants me here, too. response:	Yes.
