context: Back then, I wasn't really able to love someone properly. response:	Yet, I couldn't help but want to be loved.
context: - Thank goodness for that. - Thank goodness for that.\Hey, if by any chance Nana can't come along,\you wanna come with me, Jun-chan?\Well... even in the front row, I'm not particularly a fan of Trapnest.\Why not go? It's just a live concert.\That's no fun.\That's exactly what Nana said. She says I'll come if I'm in the mood,\then learning that the concert hall's far away, says, that's such a drag. response:	Far away? Where exactly is it?
context: Hey, if by any chance Nana can't come along,\you wanna come with me, Jun-chan?\Well... even in the front row, I'm not particularly a fan of Trapnest.\Why not go? It's just a live concert.\That's no fun.\That's exactly what Nana said. She says I'll come if I'm in the mood,\then learning that the concert hall's far away, says, that's such a drag.\Far away? Where exactly is it? response:	At the Idea Hall.
context: you wanna come with me, Jun-chan?\Well... even in the front row, I'm not particularly a fan of Trapnest.\Why not go? It's just a live concert.\That's no fun.\That's exactly what Nana said. She says I'll come if I'm in the mood,\then learning that the concert hall's far away, says, that's such a drag.\Far away? Where exactly is it?\At the Idea Hall. response:	Idea Hall? You mean that place back home?
context: Well... even in the front row, I'm not particularly a fan of Trapnest.\Why not go? It's just a live concert.\That's no fun.\That's exactly what Nana said. She says I'll come if I'm in the mood,\then learning that the concert hall's far away, says, that's such a drag.\Far away? Where exactly is it?\At the Idea Hall.\Idea Hall? You mean that place back home? response:	Mhm!
context: Why not go? It's just a live concert.\That's no fun.\That's exactly what Nana said. She says I'll come if I'm in the mood,\then learning that the concert hall's far away, says, that's such a drag.\Far away? Where exactly is it?\At the Idea Hall.\Idea Hall? You mean that place back home?\Mhm! response:	What's the? Why didn't you get tickets to the Tokyo performance?
context: That's no fun.\That's exactly what Nana said. She says I'll come if I'm in the mood,\then learning that the concert hall's far away, says, that's such a drag.\Far away? Where exactly is it?\At the Idea Hall.\Idea Hall? You mean that place back home?\Mhm!\What's the? Why didn't you get tickets to the Tokyo performance? response:	Because back when I ordered them
context: That's exactly what Nana said. She says I'll come if I'm in the mood,\then learning that the concert hall's far away, says, that's such a drag.\Far away? Where exactly is it?\At the Idea Hall.\Idea Hall? You mean that place back home?\Mhm!\What's the? Why didn't you get tickets to the Tokyo performance?\Because back when I ordered them response:	I still wasn't sure if I'd be able to come to Tokyo.
context: then learning that the concert hall's far away, says, that's such a drag.\Far away? Where exactly is it?\At the Idea Hall.\Idea Hall? You mean that place back home?\Mhm!\What's the? Why didn't you get tickets to the Tokyo performance?\Because back when I ordered them\I still wasn't sure if I'd be able to come to Tokyo. response:	On top of that, given the popularity of Trapnest,
context: Far away? Where exactly is it?\At the Idea Hall.\Idea Hall? You mean that place back home?\Mhm!\What's the? Why didn't you get tickets to the Tokyo performance?\Because back when I ordered them\I still wasn't sure if I'd be able to come to Tokyo.\On top of that, given the popularity of Trapnest, response:	even fan club members have a hard time getting tickets for the Tokyo live.
context: At the Idea Hall.\Idea Hall? You mean that place back home?\Mhm!\What's the? Why didn't you get tickets to the Tokyo performance?\Because back when I ordered them\I still wasn't sure if I'd be able to come to Tokyo.\On top of that, given the popularity of Trapnest,\even fan club members have a hard time getting tickets for the Tokyo live. response:	It would be totally sad if I couldn't get seats.
context: Idea Hall? You mean that place back home?\Mhm!\What's the? Why didn't you get tickets to the Tokyo performance?\Because back when I ordered them\I still wasn't sure if I'd be able to come to Tokyo.\On top of that, given the popularity of Trapnest,\even fan club members have a hard time getting tickets for the Tokyo live.\It would be totally sad if I couldn't get seats. response:	But I'm assured of getting two seats together for the live back home.
context: Mhm!\What's the? Why didn't you get tickets to the Tokyo performance?\Because back when I ordered them\I still wasn't sure if I'd be able to come to Tokyo.\On top of that, given the popularity of Trapnest,\even fan club members have a hard time getting tickets for the Tokyo live.\It would be totally sad if I couldn't get seats.\But I'm assured of getting two seats together for the live back home. response:	And I figured I'd see them better than from seats in Tokyo's bigger concert hall.
context: What's the? Why didn't you get tickets to the Tokyo performance?\Because back when I ordered them\I still wasn't sure if I'd be able to come to Tokyo.\On top of that, given the popularity of Trapnest,\even fan club members have a hard time getting tickets for the Tokyo live.\It would be totally sad if I couldn't get seats.\But I'm assured of getting two seats together for the live back home.\And I figured I'd see them better than from seats in Tokyo's bigger concert hall. response:	I'm not going! It would be such a drag.
context: Because back when I ordered them\I still wasn't sure if I'd be able to come to Tokyo.\On top of that, given the popularity of Trapnest,\even fan club members have a hard time getting tickets for the Tokyo live.\It would be totally sad if I couldn't get seats.\But I'm assured of getting two seats together for the live back home.\And I figured I'd see them better than from seats in Tokyo's bigger concert hall.\I'm not going! It would be such a drag. response:	How come? You could also visit your folks,
context: I still wasn't sure if I'd be able to come to Tokyo.\On top of that, given the popularity of Trapnest,\even fan club members have a hard time getting tickets for the Tokyo live.\It would be totally sad if I couldn't get seats.\But I'm assured of getting two seats together for the live back home.\And I figured I'd see them better than from seats in Tokyo's bigger concert hall.\I'm not going! It would be such a drag.\How come? You could also visit your folks, response:	so you'd be killing two birds with one stone.
context: On top of that, given the popularity of Trapnest,\even fan club members have a hard time getting tickets for the Tokyo live.\It would be totally sad if I couldn't get seats.\But I'm assured of getting two seats together for the live back home.\And I figured I'd see them better than from seats in Tokyo's bigger concert hall.\I'm not going! It would be such a drag.\How come? You could also visit your folks,\so you'd be killing two birds with one stone. response:	I don't wanna visit my folks! They'd only put me to work in those rice fields!
context: even fan club members have a hard time getting tickets for the Tokyo live.\It would be totally sad if I couldn't get seats.\But I'm assured of getting two seats together for the live back home.\And I figured I'd see them better than from seats in Tokyo's bigger concert hall.\I'm not going! It would be such a drag.\How come? You could also visit your folks,\so you'd be killing two birds with one stone.\I don't wanna visit my folks! They'd only put me to work in those rice fields! response:	Fine, then. I'll ask Nana again.
context: It would be totally sad if I couldn't get seats.\But I'm assured of getting two seats together for the live back home.\And I figured I'd see them better than from seats in Tokyo's bigger concert hall.\I'm not going! It would be such a drag.\How come? You could also visit your folks,\so you'd be killing two birds with one stone.\I don't wanna visit my folks! They'd only put me to work in those rice fields!\Fine, then. I'll ask Nana again. response:	She may talk in an unfriendly tone, but inside, she's really kind.
context: But I'm assured of getting two seats together for the live back home.\And I figured I'd see them better than from seats in Tokyo's bigger concert hall.\I'm not going! It would be such a drag.\How come? You could also visit your folks,\so you'd be killing two birds with one stone.\I don't wanna visit my folks! They'd only put me to work in those rice fields!\Fine, then. I'll ask Nana again.\She may talk in an unfriendly tone, but inside, she's really kind. response:	I'm sure she'll agree to come.
context: And I figured I'd see them better than from seats in Tokyo's bigger concert hall.\I'm not going! It would be such a drag.\How come? You could also visit your folks,\so you'd be killing two birds with one stone.\I don't wanna visit my folks! They'd only put me to work in those rice fields!\Fine, then. I'll ask Nana again.\She may talk in an unfriendly tone, but inside, she's really kind.\I'm sure she'll agree to come. response:	You know, I'd think twice about pressuring her to go.
context: I'm not going! It would be such a drag.\How come? You could also visit your folks,\so you'd be killing two birds with one stone.\I don't wanna visit my folks! They'd only put me to work in those rice fields!\Fine, then. I'll ask Nana again.\She may talk in an unfriendly tone, but inside, she's really kind.\I'm sure she'll agree to come.\You know, I'd think twice about pressuring her to go. response:	Why not find a guy who's a Trapnest fan and go with him?
context: How come? You could also visit your folks,\so you'd be killing two birds with one stone.\I don't wanna visit my folks! They'd only put me to work in those rice fields!\Fine, then. I'll ask Nana again.\She may talk in an unfriendly tone, but inside, she's really kind.\I'm sure she'll agree to come.\You know, I'd think twice about pressuring her to go.\Why not find a guy who's a Trapnest fan and go with him? response:	Yeah.
context: so you'd be killing two birds with one stone.\I don't wanna visit my folks! They'd only put me to work in those rice fields!\Fine, then. I'll ask Nana again.\She may talk in an unfriendly tone, but inside, she's really kind.\I'm sure she'll agree to come.\You know, I'd think twice about pressuring her to go.\Why not find a guy who's a Trapnest fan and go with him?\Yeah. response:	You'll have a new boyfriend and you get to go to the concert.
context: I don't wanna visit my folks! They'd only put me to work in those rice fields!\Fine, then. I'll ask Nana again.\She may talk in an unfriendly tone, but inside, she's really kind.\I'm sure she'll agree to come.\You know, I'd think twice about pressuring her to go.\Why not find a guy who's a Trapnest fan and go with him?\Yeah.\You'll have a new boyfriend and you get to go to the concert. response:	That's killing two birds with one stone.
context: Fine, then. I'll ask Nana again.\She may talk in an unfriendly tone, but inside, she's really kind.\I'm sure she'll agree to come.\You know, I'd think twice about pressuring her to go.\Why not find a guy who's a Trapnest fan and go with him?\Yeah.\You'll have a new boyfriend and you get to go to the concert.\That's killing two birds with one stone. response:	I don't wanna boyfriend. I'm through with love.
context: She may talk in an unfriendly tone, but inside, she's really kind.\I'm sure she'll agree to come.\You know, I'd think twice about pressuring her to go.\Why not find a guy who's a Trapnest fan and go with him?\Yeah.\You'll have a new boyfriend and you get to go to the concert.\That's killing two birds with one stone.\I don't wanna boyfriend. I'm through with love. response:	What are we gonna do?
context: I'm sure she'll agree to come.\You know, I'd think twice about pressuring her to go.\Why not find a guy who's a Trapnest fan and go with him?\Yeah.\You'll have a new boyfriend and you get to go to the concert.\That's killing two birds with one stone.\I don't wanna boyfriend. I'm through with love.\What are we gonna do? response:	You take love away from Nana, and she's got nothing left.
context: You know, I'd think twice about pressuring her to go.\Why not find a guy who's a Trapnest fan and go with him?\Yeah.\You'll have a new boyfriend and you get to go to the concert.\That's killing two birds with one stone.\I don't wanna boyfriend. I'm through with love.\What are we gonna do?\You take love away from Nana, and she's got nothing left. response:	I have Nana, after all.
context: Why not find a guy who's a Trapnest fan and go with him?\Yeah.\You'll have a new boyfriend and you get to go to the concert.\That's killing two birds with one stone.\I don't wanna boyfriend. I'm through with love.\What are we gonna do?\You take love away from Nana, and she's got nothing left.\I have Nana, after all. response:	As long as I'm with Nana, I won't feel lonely.
context: Yeah.\You'll have a new boyfriend and you get to go to the concert.\That's killing two birds with one stone.\I don't wanna boyfriend. I'm through with love.\What are we gonna do?\You take love away from Nana, and she's got nothing left.\I have Nana, after all.\As long as I'm with Nana, I won't feel lonely. response:	Since we're both women, we can be ourselves in front of each other.
context: You'll have a new boyfriend and you get to go to the concert.\That's killing two birds with one stone.\I don't wanna boyfriend. I'm through with love.\What are we gonna do?\You take love away from Nana, and she's got nothing left.\I have Nana, after all.\As long as I'm with Nana, I won't feel lonely.\Since we're both women, we can be ourselves in front of each other. response:	There's no need to be jealous.
context: That's killing two birds with one stone.\I don't wanna boyfriend. I'm through with love.\What are we gonna do?\You take love away from Nana, and she's got nothing left.\I have Nana, after all.\As long as I'm with Nana, I won't feel lonely.\Since we're both women, we can be ourselves in front of each other.\There's no need to be jealous. response:	We can always be together without worrying about that kinda stuff.
context: I don't wanna boyfriend. I'm through with love.\What are we gonna do?\You take love away from Nana, and she's got nothing left.\I have Nana, after all.\As long as I'm with Nana, I won't feel lonely.\Since we're both women, we can be ourselves in front of each other.\There's no need to be jealous.\We can always be together without worrying about that kinda stuff. response:	In comparison, love is tiresome, hurtful, and never lasts. I've had enough of it.
context: What are we gonna do?\You take love away from Nana, and she's got nothing left.\I have Nana, after all.\As long as I'm with Nana, I won't feel lonely.\Since we're both women, we can be ourselves in front of each other.\There's no need to be jealous.\We can always be together without worrying about that kinda stuff.\In comparison, love is tiresome, hurtful, and never lasts. I've had enough of it. response:	What I want is not a boyfriend.
context: You take love away from Nana, and she's got nothing left.\I have Nana, after all.\As long as I'm with Nana, I won't feel lonely.\Since we're both women, we can be ourselves in front of each other.\There's no need to be jealous.\We can always be together without worrying about that kinda stuff.\In comparison, love is tiresome, hurtful, and never lasts. I've had enough of it.\What I want is not a boyfriend. response:	I want a knight who will protect me.
context: I have Nana, after all.\As long as I'm with Nana, I won't feel lonely.\Since we're both women, we can be ourselves in front of each other.\There's no need to be jealous.\We can always be together without worrying about that kinda stuff.\In comparison, love is tiresome, hurtful, and never lasts. I've had enough of it.\What I want is not a boyfriend.\I want a knight who will protect me. response:	But I know very well that,
context: As long as I'm with Nana, I won't feel lonely.\Since we're both women, we can be ourselves in front of each other.\There's no need to be jealous.\We can always be together without worrying about that kinda stuff.\In comparison, love is tiresome, hurtful, and never lasts. I've had enough of it.\What I want is not a boyfriend.\I want a knight who will protect me.\But I know very well that, response:	in the real world, such a person doesn't exist.
context: Since we're both women, we can be ourselves in front of each other.\There's no need to be jealous.\We can always be together without worrying about that kinda stuff.\In comparison, love is tiresome, hurtful, and never lasts. I've had enough of it.\What I want is not a boyfriend.\I want a knight who will protect me.\But I know very well that,\in the real world, such a person doesn't exist. response:	- This is loud! - This is loud!
context: There's no need to be jealous.\We can always be together without worrying about that kinda stuff.\In comparison, love is tiresome, hurtful, and never lasts. I've had enough of it.\What I want is not a boyfriend.\I want a knight who will protect me.\But I know very well that,\in the real world, such a person doesn't exist.\- This is loud! - This is loud! response:	No way, it's a full house!
context: We can always be together without worrying about that kinda stuff.\In comparison, love is tiresome, hurtful, and never lasts. I've had enough of it.\What I want is not a boyfriend.\I want a knight who will protect me.\But I know very well that,\in the real world, such a person doesn't exist.\- This is loud! - This is loud!\No way, it's a full house! response:	I want to see them from the very front! We should've come sooner!
context: In comparison, love is tiresome, hurtful, and never lasts. I've had enough of it.\What I want is not a boyfriend.\I want a knight who will protect me.\But I know very well that,\in the real world, such a person doesn't exist.\- This is loud! - This is loud!\No way, it's a full house!\I want to see them from the very front! We should've come sooner! response:	What kind of event is this, anyway?! Punk Night?!
context: What I want is not a boyfriend.\I want a knight who will protect me.\But I know very well that,\in the real world, such a person doesn't exist.\- This is loud! - This is loud!\No way, it's a full house!\I want to see them from the very front! We should've come sooner!\What kind of event is this, anyway?! Punk Night?! response:	They're all punk bands?!
context: I want a knight who will protect me.\But I know very well that,\in the real world, such a person doesn't exist.\- This is loud! - This is loud!\No way, it's a full house!\I want to see them from the very front! We should've come sooner!\What kind of event is this, anyway?! Punk Night?!\They're all punk bands?! response:	What a dull title.
context: But I know very well that,\in the real world, such a person doesn't exist.\- This is loud! - This is loud!\No way, it's a full house!\I want to see them from the very front! We should've come sooner!\What kind of event is this, anyway?! Punk Night?!\They're all punk bands?!\What a dull title. response:	I think Nana's band is after this one! I'm gonna force my way to the front!
context: in the real world, such a person doesn't exist.\- This is loud! - This is loud!\No way, it's a full house!\I want to see them from the very front! We should've come sooner!\What kind of event is this, anyway?! Punk Night?!\They're all punk bands?!\What a dull title.\I think Nana's band is after this one! I'm gonna force my way to the front! response:	Hey, Nana, do you want a drink?
context: - This is loud! - This is loud!\No way, it's a full house!\I want to see them from the very front! We should've come sooner!\What kind of event is this, anyway?! Punk Night?!\They're all punk bands?!\What a dull title.\I think Nana's band is after this one! I'm gonna force my way to the front!\Hey, Nana, do you want a drink? response:	I don't want one! It'll only get in the way!
context: No way, it's a full house!\I want to see them from the very front! We should've come sooner!\What kind of event is this, anyway?! Punk Night?!\They're all punk bands?!\What a dull title.\I think Nana's band is after this one! I'm gonna force my way to the front!\Hey, Nana, do you want a drink?\I don't want one! It'll only get in the way! response:	Ow!
context: I want to see them from the very front! We should've come sooner!\What kind of event is this, anyway?! Punk Night?!\They're all punk bands?!\What a dull title.\I think Nana's band is after this one! I'm gonna force my way to the front!\Hey, Nana, do you want a drink?\I don't want one! It'll only get in the way!\Ow! response:	Oh, no, I can't get through!
context: What kind of event is this, anyway?! Punk Night?!\They're all punk bands?!\What a dull title.\I think Nana's band is after this one! I'm gonna force my way to the front!\Hey, Nana, do you want a drink?\I don't want one! It'll only get in the way!\Ow!\Oh, no, I can't get through! response:	What is this weird vibe? I can't get into mood.
context: They're all punk bands?!\What a dull title.\I think Nana's band is after this one! I'm gonna force my way to the front!\Hey, Nana, do you want a drink?\I don't want one! It'll only get in the way!\Ow!\Oh, no, I can't get through!\What is this weird vibe? I can't get into mood. response:	That singer's not at all cool.
context: What a dull title.\I think Nana's band is after this one! I'm gonna force my way to the front!\Hey, Nana, do you want a drink?\I don't want one! It'll only get in the way!\Ow!\Oh, no, I can't get through!\What is this weird vibe? I can't get into mood.\That singer's not at all cool. response:	Thanks!
context: I think Nana's band is after this one! I'm gonna force my way to the front!\Hey, Nana, do you want a drink?\I don't want one! It'll only get in the way!\Ow!\Oh, no, I can't get through!\What is this weird vibe? I can't get into mood.\That singer's not at all cool.\Thanks! response:	You need to lose a bit of weight, mate.
context: Hey, Nana, do you want a drink?\I don't want one! It'll only get in the way!\Ow!\Oh, no, I can't get through!\What is this weird vibe? I can't get into mood.\That singer's not at all cool.\Thanks!\You need to lose a bit of weight, mate. response:	I guess they're finished.
context: I don't want one! It'll only get in the way!\Ow!\Oh, no, I can't get through!\What is this weird vibe? I can't get into mood.\That singer's not at all cool.\Thanks!\You need to lose a bit of weight, mate.\I guess they're finished. response:	Nana's next. This is my chance to get closer.
context: Ow!\Oh, no, I can't get through!\What is this weird vibe? I can't get into mood.\That singer's not at all cool.\Thanks!\You need to lose a bit of weight, mate.\I guess they're finished.\Nana's next. This is my chance to get closer. response:	Hey, wanna stick around for the next one?
context: Oh, no, I can't get through!\What is this weird vibe? I can't get into mood.\That singer's not at all cool.\Thanks!\You need to lose a bit of weight, mate.\I guess they're finished.\Nana's next. This is my chance to get closer.\Hey, wanna stick around for the next one? response:	Black Stones? Don't know them.
context: What is this weird vibe? I can't get into mood.\That singer's not at all cool.\Thanks!\You need to lose a bit of weight, mate.\I guess they're finished.\Nana's next. This is my chance to get closer.\Hey, wanna stick around for the next one?\Black Stones? Don't know them. response:	BLAST for short? How lame.
context: That singer's not at all cool.\Thanks!\You need to lose a bit of weight, mate.\I guess they're finished.\Nana's next. This is my chance to get closer.\Hey, wanna stick around for the next one?\Black Stones? Don't know them.\BLAST for short? How lame. response:	How dare you?!
context: Thanks!\You need to lose a bit of weight, mate.\I guess they're finished.\Nana's next. This is my chance to get closer.\Hey, wanna stick around for the next one?\Black Stones? Don't know them.\BLAST for short? How lame.\How dare you?! response:	Let's go outside for a smoke.
context: You need to lose a bit of weight, mate.\I guess they're finished.\Nana's next. This is my chance to get closer.\Hey, wanna stick around for the next one?\Black Stones? Don't know them.\BLAST for short? How lame.\How dare you?!\Let's go outside for a smoke. response:	The main guys have already performed. Let's go home!
context: I guess they're finished.\Nana's next. This is my chance to get closer.\Hey, wanna stick around for the next one?\Black Stones? Don't know them.\BLAST for short? How lame.\How dare you?!\Let's go outside for a smoke.\The main guys have already performed. Let's go home! response:	Let's go for a drink.
context: Nana's next. This is my chance to get closer.\Hey, wanna stick around for the next one?\Black Stones? Don't know them.\BLAST for short? How lame.\How dare you?!\Let's go outside for a smoke.\The main guys have already performed. Let's go home!\Let's go for a drink. response:	How come? Wait a minute, everyone, don't leave yet.
context: Hey, wanna stick around for the next one?\Black Stones? Don't know them.\BLAST for short? How lame.\How dare you?!\Let's go outside for a smoke.\The main guys have already performed. Let's go home!\Let's go for a drink.\How come? Wait a minute, everyone, don't leave yet. response:	Hey, have you heard?!
context: Black Stones? Don't know them.\BLAST for short? How lame.\How dare you?!\Let's go outside for a smoke.\The main guys have already performed. Let's go home!\Let's go for a drink.\How come? Wait a minute, everyone, don't leave yet.\Hey, have you heard?! response:	The next band is super cool!
context: BLAST for short? How lame.\How dare you?!\Let's go outside for a smoke.\The main guys have already performed. Let's go home!\Let's go for a drink.\How come? Wait a minute, everyone, don't leave yet.\Hey, have you heard?!\The next band is super cool! response:	What a cute girl.
context: How dare you?!\Let's go outside for a smoke.\The main guys have already performed. Let's go home!\Let's go for a drink.\How come? Wait a minute, everyone, don't leave yet.\Hey, have you heard?!\The next band is super cool!\What a cute girl. response:	Yes, I know! BLAST is really cool!
context: Let's go outside for a smoke.\The main guys have already performed. Let's go home!\Let's go for a drink.\How come? Wait a minute, everyone, don't leave yet.\Hey, have you heard?!\The next band is super cool!\What a cute girl.\Yes, I know! BLAST is really cool! response:	There's a girl who's into it.
context: The main guys have already performed. Let's go home!\Let's go for a drink.\How come? Wait a minute, everyone, don't leave yet.\Hey, have you heard?!\The next band is super cool!\What a cute girl.\Yes, I know! BLAST is really cool!\There's a girl who's into it. response:	Especially the vocalist, Nana! She's so powerful for a young woman!
context: Let's go for a drink.\How come? Wait a minute, everyone, don't leave yet.\Hey, have you heard?!\The next band is super cool!\What a cute girl.\Yes, I know! BLAST is really cool!\There's a girl who's into it.\Especially the vocalist, Nana! She's so powerful for a young woman! response:	Really? Is the next band a girl band?
context: How come? Wait a minute, everyone, don't leave yet.\Hey, have you heard?!\The next band is super cool!\What a cute girl.\Yes, I know! BLAST is really cool!\There's a girl who's into it.\Especially the vocalist, Nana! She's so powerful for a young woman!\Really? Is the next band a girl band? response:	Ah, no. The vocalist is a woman,
context: Hey, have you heard?!\The next band is super cool!\What a cute girl.\Yes, I know! BLAST is really cool!\There's a girl who's into it.\Especially the vocalist, Nana! She's so powerful for a young woman!\Really? Is the next band a girl band?\Ah, no. The vocalist is a woman, response:	but the drummer and guitarist play like pros.
context: The next band is super cool!\What a cute girl.\Yes, I know! BLAST is really cool!\There's a girl who's into it.\Especially the vocalist, Nana! She's so powerful for a young woman!\Really? Is the next band a girl band?\Ah, no. The vocalist is a woman,\but the drummer and guitarist play like pros. response:	This is their first live in Tokyo
context: What a cute girl.\Yes, I know! BLAST is really cool!\There's a girl who's into it.\Especially the vocalist, Nana! She's so powerful for a young woman!\Really? Is the next band a girl band?\Ah, no. The vocalist is a woman,\but the drummer and guitarist play like pros.\This is their first live in Tokyo response:	but they were quite famous back in their hometown.
context: Yes, I know! BLAST is really cool!\There's a girl who's into it.\Especially the vocalist, Nana! She's so powerful for a young woman!\Really? Is the next band a girl band?\Ah, no. The vocalist is a woman,\but the drummer and guitarist play like pros.\This is their first live in Tokyo\but they were quite famous back in their hometown. response:	- Wanna check them out? - Sure.
context: There's a girl who's into it.\Especially the vocalist, Nana! She's so powerful for a young woman!\Really? Is the next band a girl band?\Ah, no. The vocalist is a woman,\but the drummer and guitarist play like pros.\This is their first live in Tokyo\but they were quite famous back in their hometown.\- Wanna check them out? - Sure. response:	These blonde curls are really cute. Are they fake?
context: Especially the vocalist, Nana! She's so powerful for a young woman!\Really? Is the next band a girl band?\Ah, no. The vocalist is a woman,\but the drummer and guitarist play like pros.\This is their first live in Tokyo\but they were quite famous back in their hometown.\- Wanna check them out? - Sure.\These blonde curls are really cute. Are they fake? response:	No, they're real.
context: Really? Is the next band a girl band?\Ah, no. The vocalist is a woman,\but the drummer and guitarist play like pros.\This is their first live in Tokyo\but they were quite famous back in their hometown.\- Wanna check them out? - Sure.\These blonde curls are really cute. Are they fake?\No, they're real. response:	Who is this girl?
context: Ah, no. The vocalist is a woman,\but the drummer and guitarist play like pros.\This is their first live in Tokyo\but they were quite famous back in their hometown.\- Wanna check them out? - Sure.\These blonde curls are really cute. Are they fake?\No, they're real.\Who is this girl? response:	Hey, you know, I hear the next band is pretty good.
context: but the drummer and guitarist play like pros.\This is their first live in Tokyo\but they were quite famous back in their hometown.\- Wanna check them out? - Sure.\These blonde curls are really cute. Are they fake?\No, they're real.\Who is this girl?\Hey, you know, I hear the next band is pretty good. response:	Huh? Really?
context: This is their first live in Tokyo\but they were quite famous back in their hometown.\- Wanna check them out? - Sure.\These blonde curls are really cute. Are they fake?\No, they're real.\Who is this girl?\Hey, you know, I hear the next band is pretty good.\Huh? Really? response:	Why not stay just for the beginning?
context: but they were quite famous back in their hometown.\- Wanna check them out? - Sure.\These blonde curls are really cute. Are they fake?\No, they're real.\Who is this girl?\Hey, you know, I hear the next band is pretty good.\Huh? Really?\Why not stay just for the beginning? response:	Hey, they're saying that the next band's really great. Let's hear them play.
context: - Wanna check them out? - Sure.\These blonde curls are really cute. Are they fake?\No, they're real.\Who is this girl?\Hey, you know, I hear the next band is pretty good.\Huh? Really?\Why not stay just for the beginning?\Hey, they're saying that the next band's really great. Let's hear them play. response:	They're really great? In that case, let's hear them.
context: These blonde curls are really cute. Are they fake?\No, they're real.\Who is this girl?\Hey, you know, I hear the next band is pretty good.\Huh? Really?\Why not stay just for the beginning?\Hey, they're saying that the next band's really great. Let's hear them play.\They're really great? In that case, let's hear them. response:	Are they?
context: No, they're real.\Who is this girl?\Hey, you know, I hear the next band is pretty good.\Huh? Really?\Why not stay just for the beginning?\Hey, they're saying that the next band's really great. Let's hear them play.\They're really great? In that case, let's hear them.\Are they? response:	Well, I don't know, but...
context: Who is this girl?\Hey, you know, I hear the next band is pretty good.\Huh? Really?\Why not stay just for the beginning?\Hey, they're saying that the next band's really great. Let's hear them play.\They're really great? In that case, let's hear them.\Are they?\Well, I don't know, but... response:	If they don't perform well, this could be embarrassing.
context: Hey, you know, I hear the next band is pretty good.\Huh? Really?\Why not stay just for the beginning?\Hey, they're saying that the next band's really great. Let's hear them play.\They're really great? In that case, let's hear them.\Are they?\Well, I don't know, but...\If they don't perform well, this could be embarrassing. response:	Looks like a lot of the people have returned.
context: Huh? Really?\Why not stay just for the beginning?\Hey, they're saying that the next band's really great. Let's hear them play.\They're really great? In that case, let's hear them.\Are they?\Well, I don't know, but...\If they don't perform well, this could be embarrassing.\Looks like a lot of the people have returned. response:	- Um... - They're coming!
context: Why not stay just for the beginning?\Hey, they're saying that the next band's really great. Let's hear them play.\They're really great? In that case, let's hear them.\Are they?\Well, I don't know, but...\If they don't perform well, this could be embarrassing.\Looks like a lot of the people have returned.\- Um... - They're coming! response:	What am I gonna do?
context: Hey, they're saying that the next band's really great. Let's hear them play.\They're really great? In that case, let's hear them.\Are they?\Well, I don't know, but...\If they don't perform well, this could be embarrassing.\Looks like a lot of the people have returned.\- Um... - They're coming!\What am I gonna do? response:	I'm getting really nervous.
context: They're really great? In that case, let's hear them.\Are they?\Well, I don't know, but...\If they don't perform well, this could be embarrassing.\Looks like a lot of the people have returned.\- Um... - They're coming!\What am I gonna do?\I'm getting really nervous. response:	My heart is beating so hard, it could tear.
context: Are they?\Well, I don't know, but...\If they don't perform well, this could be embarrassing.\Looks like a lot of the people have returned.\- Um... - They're coming!\What am I gonna do?\I'm getting really nervous.\My heart is beating so hard, it could tear. response:	Hey, look at them. That band looks really hot.
context: Well, I don't know, but...\If they don't perform well, this could be embarrassing.\Looks like a lot of the people have returned.\- Um... - They're coming!\What am I gonna do?\I'm getting really nervous.\My heart is beating so hard, it could tear.\Hey, look at them. That band looks really hot. response:	Yeah, but a band should be credited, not for its looks, but for its sound.
context: If they don't perform well, this could be embarrassing.\Looks like a lot of the people have returned.\- Um... - They're coming!\What am I gonna do?\I'm getting really nervous.\My heart is beating so hard, it could tear.\Hey, look at them. That band looks really hot.\Yeah, but a band should be credited, not for its looks, but for its sound. response:	What's this? The floor is shaking.
context: Looks like a lot of the people have returned.\- Um... - They're coming!\What am I gonna do?\I'm getting really nervous.\My heart is beating so hard, it could tear.\Hey, look at them. That band looks really hot.\Yeah, but a band should be credited, not for its looks, but for its sound.\What's this? The floor is shaking. response:	Nana!
context: - Um... - They're coming!\What am I gonna do?\I'm getting really nervous.\My heart is beating so hard, it could tear.\Hey, look at them. That band looks really hot.\Yeah, but a band should be credited, not for its looks, but for its sound.\What's this? The floor is shaking.\Nana! response:	Good evening. We're BLAST.
context: What am I gonna do?\I'm getting really nervous.\My heart is beating so hard, it could tear.\Hey, look at them. That band looks really hot.\Yeah, but a band should be credited, not for its looks, but for its sound.\What's this? The floor is shaking.\Nana!\Good evening. We're BLAST. response:	Back home, she had some dedicated fans.
context: I'm getting really nervous.\My heart is beating so hard, it could tear.\Hey, look at them. That band looks really hot.\Yeah, but a band should be credited, not for its looks, but for its sound.\What's this? The floor is shaking.\Nana!\Good evening. We're BLAST.\Back home, she had some dedicated fans. response:	She was like a celebrity.
context: My heart is beating so hard, it could tear.\Hey, look at them. That band looks really hot.\Yeah, but a band should be credited, not for its looks, but for its sound.\What's this? The floor is shaking.\Nana!\Good evening. We're BLAST.\Back home, she had some dedicated fans.\She was like a celebrity. response:	It was enough just to stand on my own two feet.
