context: We're going to lose anyway. response:	Otani.
context: Well, I just unconsciously\Idiot!\But...!\But it's true!\I don't want a cute ring or a handbag.\The only thing I want is...\Get away from me!\I'm home. response:	Yeesh. It's so hot...
context: Idiot!\But...!\But it's true!\I don't want a cute ring or a handbag.\The only thing I want is...\Get away from me!\I'm home.\Yeesh. It's so hot... response:	Ahh. What a nice breeze.
context: But...!\But it's true!\I don't want a cute ring or a handbag.\The only thing I want is...\Get away from me!\I'm home.\Yeesh. It's so hot...\Ahh. What a nice breeze. response:	My birthday, huh?
context: But it's true!\I don't want a cute ring or a handbag.\The only thing I want is...\Get away from me!\I'm home.\Yeesh. It's so hot...\Ahh. What a nice breeze.\My birthday, huh? response:	Come to think of it, on my birthday last year...
context: I don't want a cute ring or a handbag.\The only thing I want is...\Get away from me!\I'm home.\Yeesh. It's so hot...\Ahh. What a nice breeze.\My birthday, huh?\Come to think of it, on my birthday last year... response:	I like you, Otani!
context: The only thing I want is...\Get away from me!\I'm home.\Yeesh. It's so hot...\Ahh. What a nice breeze.\My birthday, huh?\Come to think of it, on my birthday last year...\I like you, Otani! response:	What's with you? Saying a thing like that out of nowhere...
context: Get away from me!\I'm home.\Yeesh. It's so hot...\Ahh. What a nice breeze.\My birthday, huh?\Come to think of it, on my birthday last year...\I like you, Otani!\What's with you? Saying a thing like that out of nowhere... response:	You're embarrassing me.
context: I'm home.\Yeesh. It's so hot...\Ahh. What a nice breeze.\My birthday, huh?\Come to think of it, on my birthday last year...\I like you, Otani!\What's with you? Saying a thing like that out of nowhere...\You're embarrassing me. response:	Well, I wasn't taken seriously, but...
context: Yeesh. It's so hot...\Ahh. What a nice breeze.\My birthday, huh?\Come to think of it, on my birthday last year...\I like you, Otani!\What's with you? Saying a thing like that out of nowhere...\You're embarrassing me.\Well, I wasn't taken seriously, but... response:	It's been a whole year since then, huh?
context: Ahh. What a nice breeze.\My birthday, huh?\Come to think of it, on my birthday last year...\I like you, Otani!\What's with you? Saying a thing like that out of nowhere...\You're embarrassing me.\Well, I wasn't taken seriously, but...\It's been a whole year since then, huh? response:	Umibouzu!
context: My birthday, huh?\Come to think of it, on my birthday last year...\I like you, Otani!\What's with you? Saying a thing like that out of nowhere...\You're embarrassing me.\Well, I wasn't taken seriously, but...\It's been a whole year since then, huh?\Umibouzu! response:	Maybe someone like you is more suited to me.
context: Come to think of it, on my birthday last year...\I like you, Otani!\What's with you? Saying a thing like that out of nowhere...\You're embarrassing me.\Well, I wasn't taken seriously, but...\It's been a whole year since then, huh?\Umibouzu!\Maybe someone like you is more suited to me. response:	What did you say?
context: I like you, Otani!\What's with you? Saying a thing like that out of nowhere...\You're embarrassing me.\Well, I wasn't taken seriously, but...\It's been a whole year since then, huh?\Umibouzu!\Maybe someone like you is more suited to me.\What did you say? response:	Just talking to myself.
context: What's with you? Saying a thing like that out of nowhere...\You're embarrassing me.\Well, I wasn't taken seriously, but...\It's been a whole year since then, huh?\Umibouzu!\Maybe someone like you is more suited to me.\What did you say?\Just talking to myself. response:	I'm a real idiot.
context: You're embarrassing me.\Well, I wasn't taken seriously, but...\It's been a whole year since then, huh?\Umibouzu!\Maybe someone like you is more suited to me.\What did you say?\Just talking to myself.\I'm a real idiot. response:	Accept it!
context: Well, I wasn't taken seriously, but...\It's been a whole year since then, huh?\Umibouzu!\Maybe someone like you is more suited to me.\What did you say?\Just talking to myself.\I'm a real idiot.\Accept it! response:	Ko-Koizumi...
context: It's been a whole year since then, huh?\Umibouzu!\Maybe someone like you is more suited to me.\What did you say?\Just talking to myself.\I'm a real idiot.\Accept it!\Ko-Koizumi... response:	Koizumi...
context: Umibouzu!\Maybe someone like you is more suited to me.\What did you say?\Just talking to myself.\I'm a real idiot.\Accept it!\Ko-Koizumi...\Koizumi... response:	I've had enough.
context: Maybe someone like you is more suited to me.\What did you say?\Just talking to myself.\I'm a real idiot.\Accept it!\Ko-Koizumi...\Koizumi...\I've had enough. response:	I've had enough of this.
context: What did you say?\Just talking to myself.\I'm a real idiot.\Accept it!\Ko-Koizumi...\Koizumi...\I've had enough.\I've had enough of this. response:	I'm through with loving you!
context: Just talking to myself.\I'm a real idiot.\Accept it!\Ko-Koizumi...\Koizumi...\I've had enough.\I've had enough of this.\I'm through with loving you! response:	A lot's happened, but...
context: I'm a real idiot.\Accept it!\Ko-Koizumi...\Koizumi...\I've had enough.\I've had enough of this.\I'm through with loving you!\A lot's happened, but... response:	I wonder if my hard work has paid off?
context: Accept it!\Ko-Koizumi...\Koizumi...\I've had enough.\I've had enough of this.\I'm through with loving you!\A lot's happened, but...\I wonder if my hard work has paid off? response:	I mean, he just can't live without Koizumi-san, right?
context: Ko-Koizumi...\Koizumi...\I've had enough.\I've had enough of this.\I'm through with loving you!\A lot's happened, but...\I wonder if my hard work has paid off?\I mean, he just can't live without Koizumi-san, right? response:	I never said I can't live without her!
context: Koizumi...\I've had enough.\I've had enough of this.\I'm through with loving you!\A lot's happened, but...\I wonder if my hard work has paid off?\I mean, he just can't live without Koizumi-san, right?\I never said I can't live without her! response:	What were they talking about?
context: I've had enough.\I've had enough of this.\I'm through with loving you!\A lot's happened, but...\I wonder if my hard work has paid off?\I mean, he just can't live without Koizumi-san, right?\I never said I can't live without her!\What were they talking about? response:	If you're going to buy something, hurry up and do it.
context: I've had enough of this.\I'm through with loving you!\A lot's happened, but...\I wonder if my hard work has paid off?\I mean, he just can't live without Koizumi-san, right?\I never said I can't live without her!\What were they talking about?\If you're going to buy something, hurry up and do it. response:	We're kind of out of place here.
context: I'm through with loving you!\A lot's happened, but...\I wonder if my hard work has paid off?\I mean, he just can't live without Koizumi-san, right?\I never said I can't live without her!\What were they talking about?\If you're going to buy something, hurry up and do it.\We're kind of out of place here. response:	I think she'll be happy with anything you get her.
context: A lot's happened, but...\I wonder if my hard work has paid off?\I mean, he just can't live without Koizumi-san, right?\I never said I can't live without her!\What were they talking about?\If you're going to buy something, hurry up and do it.\We're kind of out of place here.\I think she'll be happy with anything you get her. response:	I'm not doing it. I'm not buying anything.
context: I wonder if my hard work has paid off?\I mean, he just can't live without Koizumi-san, right?\I never said I can't live without her!\What were they talking about?\If you're going to buy something, hurry up and do it.\We're kind of out of place here.\I think she'll be happy with anything you get her.\I'm not doing it. I'm not buying anything. response:	This is stupid. It feels wrong.
context: I mean, he just can't live without Koizumi-san, right?\I never said I can't live without her!\What were they talking about?\If you're going to buy something, hurry up and do it.\We're kind of out of place here.\I think she'll be happy with anything you get her.\I'm not doing it. I'm not buying anything.\This is stupid. It feels wrong. response:	Huh? You're not?
context: I never said I can't live without her!\What were they talking about?\If you're going to buy something, hurry up and do it.\We're kind of out of place here.\I think she'll be happy with anything you get her.\I'm not doing it. I'm not buying anything.\This is stupid. It feels wrong.\Huh? You're not? response:	Don't give her Umibouzu stuff again. That's boring.
context: What were they talking about?\If you're going to buy something, hurry up and do it.\We're kind of out of place here.\I think she'll be happy with anything you get her.\I'm not doing it. I'm not buying anything.\This is stupid. It feels wrong.\Huh? You're not?\Don't give her Umibouzu stuff again. That's boring. response:	Why should your boredom be my concern?
context: If you're going to buy something, hurry up and do it.\We're kind of out of place here.\I think she'll be happy with anything you get her.\I'm not doing it. I'm not buying anything.\This is stupid. It feels wrong.\Huh? You're not?\Don't give her Umibouzu stuff again. That's boring.\Why should your boredom be my concern? response:	I hope something good happens on my birthday this year.
context: We're kind of out of place here.\I think she'll be happy with anything you get her.\I'm not doing it. I'm not buying anything.\This is stupid. It feels wrong.\Huh? You're not?\Don't give her Umibouzu stuff again. That's boring.\Why should your boredom be my concern?\I hope something good happens on my birthday this year. response:	Risa.
context: I think she'll be happy with anything you get her.\I'm not doing it. I'm not buying anything.\This is stupid. It feels wrong.\Huh? You're not?\Don't give her Umibouzu stuff again. That's boring.\Why should your boredom be my concern?\I hope something good happens on my birthday this year.\Risa. response:	Senpai!
context: I'm not doing it. I'm not buying anything.\This is stupid. It feels wrong.\Huh? You're not?\Don't give her Umibouzu stuff again. That's boring.\Why should your boredom be my concern?\I hope something good happens on my birthday this year.\Risa.\Senpai! response:	You have to attend summer classes too, Haruka?
context: This is stupid. It feels wrong.\Huh? You're not?\Don't give her Umibouzu stuff again. That's boring.\Why should your boredom be my concern?\I hope something good happens on my birthday this year.\Risa.\Senpai!\You have to attend summer classes too, Haruka? response:	Nope. I just wanted to see you.
context: Huh? You're not?\Don't give her Umibouzu stuff again. That's boring.\Why should your boredom be my concern?\I hope something good happens on my birthday this year.\Risa.\Senpai!\You have to attend summer classes too, Haruka?\Nope. I just wanted to see you. response:	Haruka-senpai may not look very smart,
context: Don't give her Umibouzu stuff again. That's boring.\Why should your boredom be my concern?\I hope something good happens on my birthday this year.\Risa.\Senpai!\You have to attend summer classes too, Haruka?\Nope. I just wanted to see you.\Haruka-senpai may not look very smart, response:	Seiko-chin...
context: Why should your boredom be my concern?\I hope something good happens on my birthday this year.\Risa.\Senpai!\You have to attend summer classes too, Haruka?\Nope. I just wanted to see you.\Haruka-senpai may not look very smart,\Seiko-chin... response:	Here, Koizumi-senpai.
context: I hope something good happens on my birthday this year.\Risa.\Senpai!\You have to attend summer classes too, Haruka?\Nope. I just wanted to see you.\Haruka-senpai may not look very smart,\Seiko-chin...\Here, Koizumi-senpai. response:	Huh? What's this?
context: Risa.\Senpai!\You have to attend summer classes too, Haruka?\Nope. I just wanted to see you.\Haruka-senpai may not look very smart,\Seiko-chin...\Here, Koizumi-senpai.\Huh? What's this? response:	An invitation to Koizumi Risa's Birthday Party?
context: Senpai!\You have to attend summer classes too, Haruka?\Nope. I just wanted to see you.\Haruka-senpai may not look very smart,\Seiko-chin...\Here, Koizumi-senpai.\Huh? What's this?\An invitation to Koizumi Risa's Birthday Party? response:	Yeah. We're going to prepare lots of delicious food and cake and host it!
context: You have to attend summer classes too, Haruka?\Nope. I just wanted to see you.\Haruka-senpai may not look very smart,\Seiko-chin...\Here, Koizumi-senpai.\Huh? What's this?\An invitation to Koizumi Risa's Birthday Party?\Yeah. We're going to prepare lots of delicious food and cake and host it! response:	Invite everyone, okay!
context: Nope. I just wanted to see you.\Haruka-senpai may not look very smart,\Seiko-chin...\Here, Koizumi-senpai.\Huh? What's this?\An invitation to Koizumi Risa's Birthday Party?\Yeah. We're going to prepare lots of delicious food and cake and host it!\Invite everyone, okay! response:	Y-You guys are so nice!
context: Haruka-senpai may not look very smart,\Seiko-chin...\Here, Koizumi-senpai.\Huh? What's this?\An invitation to Koizumi Risa's Birthday Party?\Yeah. We're going to prepare lots of delicious food and cake and host it!\Invite everyone, okay!\Y-You guys are so nice! response:	I am, huh. Feel free to fall for me.
context: Seiko-chin...\Here, Koizumi-senpai.\Huh? What's this?\An invitation to Koizumi Risa's Birthday Party?\Yeah. We're going to prepare lots of delicious food and cake and host it!\Invite everyone, okay!\Y-You guys are so nice!\I am, huh. Feel free to fall for me. response:	Not gonna happen.
context: Here, Koizumi-senpai.\Huh? What's this?\An invitation to Koizumi Risa's Birthday Party?\Yeah. We're going to prepare lots of delicious food and cake and host it!\Invite everyone, okay!\Y-You guys are so nice!\I am, huh. Feel free to fall for me.\Not gonna happen. response:	How cruel!
context: Huh? What's this?\An invitation to Koizumi Risa's Birthday Party?\Yeah. We're going to prepare lots of delicious food and cake and host it!\Invite everyone, okay!\Y-You guys are so nice!\I am, huh. Feel free to fall for me.\Not gonna happen.\How cruel! response:	Forget it. I'll just win you over with my party hosting skills.
context: An invitation to Koizumi Risa's Birthday Party?\Yeah. We're going to prepare lots of delicious food and cake and host it!\Invite everyone, okay!\Y-You guys are so nice!\I am, huh. Feel free to fall for me.\Not gonna happen.\How cruel!\Forget it. I'll just win you over with my party hosting skills. response:	Otani-senpai!
context: Yeah. We're going to prepare lots of delicious food and cake and host it!\Invite everyone, okay!\Y-You guys are so nice!\I am, huh. Feel free to fall for me.\Not gonna happen.\How cruel!\Forget it. I'll just win you over with my party hosting skills.\Otani-senpai! response:	Here. Take one.
context: Invite everyone, okay!\Y-You guys are so nice!\I am, huh. Feel free to fall for me.\Not gonna happen.\How cruel!\Forget it. I'll just win you over with my party hosting skills.\Otani-senpai!\Here. Take one. response:	What's this?
context: Y-You guys are so nice!\I am, huh. Feel free to fall for me.\Not gonna happen.\How cruel!\Forget it. I'll just win you over with my party hosting skills.\Otani-senpai!\Here. Take one.\What's this? response:	An invitation to Koizumi-senpai's birthday party.
context: I am, huh. Feel free to fall for me.\Not gonna happen.\How cruel!\Forget it. I'll just win you over with my party hosting skills.\Otani-senpai!\Here. Take one.\What's this?\An invitation to Koizumi-senpai's birthday party. response:	Please come, okay?
context: Not gonna happen.\How cruel!\Forget it. I'll just win you over with my party hosting skills.\Otani-senpai!\Here. Take one.\What's this?\An invitation to Koizumi-senpai's birthday party.\Please come, okay? response:	For Koizumi's birthday?
context: How cruel!\Forget it. I'll just win you over with my party hosting skills.\Otani-senpai!\Here. Take one.\What's this?\An invitation to Koizumi-senpai's birthday party.\Please come, okay?\For Koizumi's birthday? response:	I'm inviting you because I don't have a choice.
context: Forget it. I'll just win you over with my party hosting skills.\Otani-senpai!\Here. Take one.\What's this?\An invitation to Koizumi-senpai's birthday party.\Please come, okay?\For Koizumi's birthday?\I'm inviting you because I don't have a choice. response:	Better this than having you two off alone somewhere.
context: Otani-senpai!\Here. Take one.\What's this?\An invitation to Koizumi-senpai's birthday party.\Please come, okay?\For Koizumi's birthday?\I'm inviting you because I don't have a choice.\Better this than having you two off alone somewhere. response:	Haruka-senpai! Did you really have such an underhanded motive?
context: Here. Take one.\What's this?\An invitation to Koizumi-senpai's birthday party.\Please come, okay?\For Koizumi's birthday?\I'm inviting you because I don't have a choice.\Better this than having you two off alone somewhere.\Haruka-senpai! Did you really have such an underhanded motive? response:	Say what you want.
context: What's this?\An invitation to Koizumi-senpai's birthday party.\Please come, okay?\For Koizumi's birthday?\I'm inviting you because I don't have a choice.\Better this than having you two off alone somewhere.\Haruka-senpai! Did you really have such an underhanded motive?\Say what you want. response:	I'm not going to let you have Risa all to yourself on her birthday.
context: An invitation to Koizumi-senpai's birthday party.\Please come, okay?\For Koizumi's birthday?\I'm inviting you because I don't have a choice.\Better this than having you two off alone somewhere.\Haruka-senpai! Did you really have such an underhanded motive?\Say what you want.\I'm not going to let you have Risa all to yourself on her birthday. response:	You're the worst!
context: Please come, okay?\For Koizumi's birthday?\I'm inviting you because I don't have a choice.\Better this than having you two off alone somewhere.\Haruka-senpai! Did you really have such an underhanded motive?\Say what you want.\I'm not going to let you have Risa all to yourself on her birthday.\You're the worst! response:	Well, I want to celebrate with her too.
context: For Koizumi's birthday?\I'm inviting you because I don't have a choice.\Better this than having you two off alone somewhere.\Haruka-senpai! Did you really have such an underhanded motive?\Say what you want.\I'm not going to let you have Risa all to yourself on her birthday.\You're the worst!\Well, I want to celebrate with her too. response:	Nakao and Nobu-chan are both planning to go to your party, huh?
context: I'm inviting you because I don't have a choice.\Better this than having you two off alone somewhere.\Haruka-senpai! Did you really have such an underhanded motive?\Say what you want.\I'm not going to let you have Risa all to yourself on her birthday.\You're the worst!\Well, I want to celebrate with her too.\Nakao and Nobu-chan are both planning to go to your party, huh? response:	Maity-sensei is going to come too.
context: Better this than having you two off alone somewhere.\Haruka-senpai! Did you really have such an underhanded motive?\Say what you want.\I'm not going to let you have Risa all to yourself on her birthday.\You're the worst!\Well, I want to celebrate with her too.\Nakao and Nobu-chan are both planning to go to your party, huh?\Maity-sensei is going to come too. response:	What about you, Otani?
context: Haruka-senpai! Did you really have such an underhanded motive?\Say what you want.\I'm not going to let you have Risa all to yourself on her birthday.\You're the worst!\Well, I want to celebrate with her too.\Nakao and Nobu-chan are both planning to go to your party, huh?\Maity-sensei is going to come too.\What about you, Otani? response:	Are you going to come?
context: Say what you want.\I'm not going to let you have Risa all to yourself on her birthday.\You're the worst!\Well, I want to celebrate with her too.\Nakao and Nobu-chan are both planning to go to your party, huh?\Maity-sensei is going to come too.\What about you, Otani?\Are you going to come? response:	I thought you didn't want me to do anything for your birthday?
context: I'm not going to let you have Risa all to yourself on her birthday.\You're the worst!\Well, I want to celebrate with her too.\Nakao and Nobu-chan are both planning to go to your party, huh?\Maity-sensei is going to come too.\What about you, Otani?\Are you going to come?\I thought you didn't want me to do anything for your birthday? response:	You said you didn't want a present from me.
context: You're the worst!\Well, I want to celebrate with her too.\Nakao and Nobu-chan are both planning to go to your party, huh?\Maity-sensei is going to come too.\What about you, Otani?\Are you going to come?\I thought you didn't want me to do anything for your birthday?\You said you didn't want a present from me. response:	I-I didn't mean it like that!
context: Well, I want to celebrate with her too.\Nakao and Nobu-chan are both planning to go to your party, huh?\Maity-sensei is going to come too.\What about you, Otani?\Are you going to come?\I thought you didn't want me to do anything for your birthday?\You said you didn't want a present from me.\I-I didn't mean it like that! response:	Then what did you mean?
context: Nakao and Nobu-chan are both planning to go to your party, huh?\Maity-sensei is going to come too.\What about you, Otani?\Are you going to come?\I thought you didn't want me to do anything for your birthday?\You said you didn't want a present from me.\I-I didn't mean it like that!\Then what did you mean? response:	Then what does can't live without me mean?
context: Maity-sensei is going to come too.\What about you, Otani?\Are you going to come?\I thought you didn't want me to do anything for your birthday?\You said you didn't want a present from me.\I-I didn't mean it like that!\Then what did you mean?\Then what does can't live without me mean? response:	I-I said I didn't say that! As if I'd say that!
context: What about you, Otani?\Are you going to come?\I thought you didn't want me to do anything for your birthday?\You said you didn't want a present from me.\I-I didn't mean it like that!\Then what did you mean?\Then what does can't live without me mean?\I-I said I didn't say that! As if I'd say that! response:	What's this all about?
context: Are you going to come?\I thought you didn't want me to do anything for your birthday?\You said you didn't want a present from me.\I-I didn't mean it like that!\Then what did you mean?\Then what does can't live without me mean?\I-I said I didn't say that! As if I'd say that!\What's this all about? response:	Did this happen when I fell asleep that time?
context: I thought you didn't want me to do anything for your birthday?\You said you didn't want a present from me.\I-I didn't mean it like that!\Then what did you mean?\Then what does can't live without me mean?\I-I said I didn't say that! As if I'd say that!\What's this all about?\Did this happen when I fell asleep that time? response:	I-I told you, they got it all wrong!
context: You said you didn't want a present from me.\I-I didn't mean it like that!\Then what did you mean?\Then what does can't live without me mean?\I-I said I didn't say that! As if I'd say that!\What's this all about?\Did this happen when I fell asleep that time?\I-I told you, they got it all wrong! response:	Man. I'm seriously going to get those guys.
context: I-I didn't mean it like that!\Then what did you mean?\Then what does can't live without me mean?\I-I said I didn't say that! As if I'd say that!\What's this all about?\Did this happen when I fell asleep that time?\I-I told you, they got it all wrong!\Man. I'm seriously going to get those guys. response:	Hey, what about the party?
context: Then what did you mean?\Then what does can't live without me mean?\I-I said I didn't say that! As if I'd say that!\What's this all about?\Did this happen when I fell asleep that time?\I-I told you, they got it all wrong!\Man. I'm seriously going to get those guys.\Hey, what about the party? response:	Like I care!
context: Then what does can't live without me mean?\I-I said I didn't say that! As if I'd say that!\What's this all about?\Did this happen when I fell asleep that time?\I-I told you, they got it all wrong!\Man. I'm seriously going to get those guys.\Hey, what about the party?\Like I care! response:	Otani!
context: I-I said I didn't say that! As if I'd say that!\What's this all about?\Did this happen when I fell asleep that time?\I-I told you, they got it all wrong!\Man. I'm seriously going to get those guys.\Hey, what about the party?\Like I care!\Otani! response:	What the heck?!
context: What's this all about?\Did this happen when I fell asleep that time?\I-I told you, they got it all wrong!\Man. I'm seriously going to get those guys.\Hey, what about the party?\Like I care!\Otani!\What the heck?! response:	Sorry I'm late!
context: Did this happen when I fell asleep that time?\I-I told you, they got it all wrong!\Man. I'm seriously going to get those guys.\Hey, what about the party?\Like I care!\Otani!\What the heck?!\Sorry I'm late! response:	Happy birthday to you, happy birthday to you,
context: I-I told you, they got it all wrong!\Man. I'm seriously going to get those guys.\Hey, what about the party?\Like I care!\Otani!\What the heck?!\Sorry I'm late!\Happy birthday to you, happy birthday to you, response:	Congratulations, Risa!
context: Man. I'm seriously going to get those guys.\Hey, what about the party?\Like I care!\Otani!\What the heck?!\Sorry I'm late!\Happy birthday to you, happy birthday to you,\Congratulations, Risa! response:	Thank you, thank you.
context: Hey, what about the party?\Like I care!\Otani!\What the heck?!\Sorry I'm late!\Happy birthday to you, happy birthday to you,\Congratulations, Risa!\Thank you, thank you. response:	You sure had a long talk with our homeroom teacher.
context: Like I care!\Otani!\What the heck?!\Sorry I'm late!\Happy birthday to you, happy birthday to you,\Congratulations, Risa!\Thank you, thank you.\You sure had a long talk with our homeroom teacher. response:	What did he call you for?
context: Otani!\What the heck?!\Sorry I'm late!\Happy birthday to you, happy birthday to you,\Congratulations, Risa!\Thank you, thank you.\You sure had a long talk with our homeroom teacher.\What did he call you for? response:	Well, my test results were pretty terrible.
context: What the heck?!\Sorry I'm late!\Happy birthday to you, happy birthday to you,\Congratulations, Risa!\Thank you, thank you.\You sure had a long talk with our homeroom teacher.\What did he call you for?\Well, my test results were pretty terrible. response:	Huh? Where's Otani-kun?
context: Sorry I'm late!\Happy birthday to you, happy birthday to you,\Congratulations, Risa!\Thank you, thank you.\You sure had a long talk with our homeroom teacher.\What did he call you for?\Well, my test results were pretty terrible.\Huh? Where's Otani-kun? response:	He's not here?
context: Happy birthday to you, happy birthday to you,\Congratulations, Risa!\Thank you, thank you.\You sure had a long talk with our homeroom teacher.\What did he call you for?\Well, my test results were pretty terrible.\Huh? Where's Otani-kun?\He's not here? response:	Nope.
context: Congratulations, Risa!\Thank you, thank you.\You sure had a long talk with our homeroom teacher.\What did he call you for?\Well, my test results were pretty terrible.\Huh? Where's Otani-kun?\He's not here?\Nope. response:	We thought he was with you.
context: Thank you, thank you.\You sure had a long talk with our homeroom teacher.\What did he call you for?\Well, my test results were pretty terrible.\Huh? Where's Otani-kun?\He's not here?\Nope.\We thought he was with you. response:	Hey, what about the party?
context: You sure had a long talk with our homeroom teacher.\What did he call you for?\Well, my test results were pretty terrible.\Huh? Where's Otani-kun?\He's not here?\Nope.\We thought he was with you.\Hey, what about the party? response:	Like I care!
context: What did he call you for?\Well, my test results were pretty terrible.\Huh? Where's Otani-kun?\He's not here?\Nope.\We thought he was with you.\Hey, what about the party?\Like I care! response:	Well, maybe he went home.
context: Well, my test results were pretty terrible.\Huh? Where's Otani-kun?\He's not here?\Nope.\We thought he was with you.\Hey, what about the party?\Like I care!\Well, maybe he went home. response:	Who cares if he's not here.
context: Huh? Where's Otani-kun?\He's not here?\Nope.\We thought he was with you.\Hey, what about the party?\Like I care!\Well, maybe he went home.\Who cares if he's not here. response:	Come on, Risa.
context: He's not here?\Nope.\We thought he was with you.\Hey, what about the party?\Like I care!\Well, maybe he went home.\Who cares if he's not here.\Come on, Risa. response:	Haruka-senpai...
context: Nope.\We thought he was with you.\Hey, what about the party?\Like I care!\Well, maybe he went home.\Who cares if he's not here.\Come on, Risa.\Haruka-senpai... response:	I didn't do a thing!
context: We thought he was with you.\Hey, what about the party?\Like I care!\Well, maybe he went home.\Who cares if he's not here.\Come on, Risa.\Haruka-senpai...\I didn't do a thing! response:	Oh no! This aggressive reaction is very suspicious.
context: Hey, what about the party?\Like I care!\Well, maybe he went home.\Who cares if he's not here.\Come on, Risa.\Haruka-senpai...\I didn't do a thing!\Oh no! This aggressive reaction is very suspicious. response:	You...
context: Like I care!\Well, maybe he went home.\Who cares if he's not here.\Come on, Risa.\Haruka-senpai...\I didn't do a thing!\Oh no! This aggressive reaction is very suspicious.\You... response:	Ahh! He's getting worse!
context: Well, maybe he went home.\Who cares if he's not here.\Come on, Risa.\Haruka-senpai...\I didn't do a thing!\Oh no! This aggressive reaction is very suspicious.\You...\Ahh! He's getting worse! response:	Stop this nonsense!
context: Who cares if he's not here.\Come on, Risa.\Haruka-senpai...\I didn't do a thing!\Oh no! This aggressive reaction is very suspicious.\You...\Ahh! He's getting worse!\Stop this nonsense! response:	Now, now. Let's put that aside.
context: Come on, Risa.\Haruka-senpai...\I didn't do a thing!\Oh no! This aggressive reaction is very suspicious.\You...\Ahh! He's getting worse!\Stop this nonsense!\Now, now. Let's put that aside. response:	Put that aside?
context: Haruka-senpai...\I didn't do a thing!\Oh no! This aggressive reaction is very suspicious.\You...\Ahh! He's getting worse!\Stop this nonsense!\Now, now. Let's put that aside.\Put that aside? response:	Happy birthday, Koizumi-san.
context: I didn't do a thing!\Oh no! This aggressive reaction is very suspicious.\You...\Ahh! He's getting worse!\Stop this nonsense!\Now, now. Let's put that aside.\Put that aside?\Happy birthday, Koizumi-san. response:	Maity-sensei!
context: Oh no! This aggressive reaction is very suspicious.\You...\Ahh! He's getting worse!\Stop this nonsense!\Now, now. Let's put that aside.\Put that aside?\Happy birthday, Koizumi-san.\Maity-sensei! response:	Congratulations.
context: You...\Ahh! He's getting worse!\Stop this nonsense!\Now, now. Let's put that aside.\Put that aside?\Happy birthday, Koizumi-san.\Maity-sensei!\Congratulations. response:	Thank you so much!
context: Ahh! He's getting worse!\Stop this nonsense!\Now, now. Let's put that aside.\Put that aside?\Happy birthday, Koizumi-san.\Maity-sensei!\Congratulations.\Thank you so much! response:	Now, take a seat.
context: Stop this nonsense!\Now, now. Let's put that aside.\Put that aside?\Happy birthday, Koizumi-san.\Maity-sensei!\Congratulations.\Thank you so much!\Now, take a seat. response:	You're the guest of honor today.
context: Now, now. Let's put that aside.\Put that aside?\Happy birthday, Koizumi-san.\Maity-sensei!\Congratulations.\Thank you so much!\Now, take a seat.\You're the guest of honor today. response:	That's right! I put all of my love for you into this food, just to make you happy, Risa.
context: Put that aside?\Happy birthday, Koizumi-san.\Maity-sensei!\Congratulations.\Thank you so much!\Now, take a seat.\You're the guest of honor today.\That's right! I put all of my love for you into this food, just to make you happy, Risa. response:	Wow! It smells so good!
context: Happy birthday, Koizumi-san.\Maity-sensei!\Congratulations.\Thank you so much!\Now, take a seat.\You're the guest of honor today.\That's right! I put all of my love for you into this food, just to make you happy, Risa.\Wow! It smells so good! response:	I'm so hungry!
context: Maity-sensei!\Congratulations.\Thank you so much!\Now, take a seat.\You're the guest of honor today.\That's right! I put all of my love for you into this food, just to make you happy, Risa.\Wow! It smells so good!\I'm so hungry! response:	Wait Risa. What about Otani-kun?
context: Congratulations.\Thank you so much!\Now, take a seat.\You're the guest of honor today.\That's right! I put all of my love for you into this food, just to make you happy, Risa.\Wow! It smells so good!\I'm so hungry!\Wait Risa. What about Otani-kun? response:	Wow! This cake is super cute!
context: Thank you so much!\Now, take a seat.\You're the guest of honor today.\That's right! I put all of my love for you into this food, just to make you happy, Risa.\Wow! It smells so good!\I'm so hungry!\Wait Risa. What about Otani-kun?\Wow! This cake is super cute! response:	Isn't it? I decorated it myself.
context: Now, take a seat.\You're the guest of honor today.\That's right! I put all of my love for you into this food, just to make you happy, Risa.\Wow! It smells so good!\I'm so hungry!\Wait Risa. What about Otani-kun?\Wow! This cake is super cute!\Isn't it? I decorated it myself. response:	Never mind that. Check this out!
context: You're the guest of honor today.\That's right! I put all of my love for you into this food, just to make you happy, Risa.\Wow! It smells so good!\I'm so hungry!\Wait Risa. What about Otani-kun?\Wow! This cake is super cute!\Isn't it? I decorated it myself.\Never mind that. Check this out! response:	I made all your favorites: chirashizushi, fried chicken, sandwiches, takoyaki, french fries,
context: That's right! I put all of my love for you into this food, just to make you happy, Risa.\Wow! It smells so good!\I'm so hungry!\Wait Risa. What about Otani-kun?\Wow! This cake is super cute!\Isn't it? I decorated it myself.\Never mind that. Check this out!\I made all your favorites: chirashizushi, fried chicken, sandwiches, takoyaki, french fries, response:	Geez!
context: Wow! It smells so good!\I'm so hungry!\Wait Risa. What about Otani-kun?\Wow! This cake is super cute!\Isn't it? I decorated it myself.\Never mind that. Check this out!\I made all your favorites: chirashizushi, fried chicken, sandwiches, takoyaki, french fries,\Geez! response:	He's not answering his phone. Where could Otani have gone?
