context: Galactic Imperial Calendar, Year 211 response:	This is the first time you've been here, isn't it, Highness?
context: How am I wrong? Face reality!\You're the ones who created that reality!\This all happened because you attacked us!\Don't try to shift the blame! Every choice was made by you!\Crap!\All I do is lose people that are precious to me!\Inuzuka-senpai, Marie, even Aina-chan!\All because... All because of you! response:	You're not the only one who lost someone! I lost Lieselotte!
context: You're the ones who created that reality!\This all happened because you attacked us!\Don't try to shift the blame! Every choice was made by you!\Crap!\All I do is lose people that are precious to me!\Inuzuka-senpai, Marie, even Aina-chan!\All because... All because of you!\You're not the only one who lost someone! I lost Lieselotte! response:	Don't think for a minute that you're the only one
context: This all happened because you attacked us!\Don't try to shift the blame! Every choice was made by you!\Crap!\All I do is lose people that are precious to me!\Inuzuka-senpai, Marie, even Aina-chan!\All because... All because of you!\You're not the only one who lost someone! I lost Lieselotte!\Don't think for a minute that you're the only one response:	who's allowed to dream of a future!
context: Don't try to shift the blame! Every choice was made by you!\Crap!\All I do is lose people that are precious to me!\Inuzuka-senpai, Marie, even Aina-chan!\All because... All because of you!\You're not the only one who lost someone! I lost Lieselotte!\Don't think for a minute that you're the only one\who's allowed to dream of a future! response:	You don't have a shot with her now. You killed Shoko Sashinami's father.
context: Crap!\All I do is lose people that are precious to me!\Inuzuka-senpai, Marie, even Aina-chan!\All because... All because of you!\You're not the only one who lost someone! I lost Lieselotte!\Don't think for a minute that you're the only one\who's allowed to dream of a future!\You don't have a shot with her now. You killed Shoko Sashinami's father. response:	In the battle before we arrived in lunar orbit,
context: All I do is lose people that are precious to me!\Inuzuka-senpai, Marie, even Aina-chan!\All because... All because of you!\You're not the only one who lost someone! I lost Lieselotte!\Don't think for a minute that you're the only one\who's allowed to dream of a future!\You don't have a shot with her now. You killed Shoko Sashinami's father.\In the battle before we arrived in lunar orbit, response:	you annihilated the enemy's fleet, remember?
context: Inuzuka-senpai, Marie, even Aina-chan!\All because... All because of you!\You're not the only one who lost someone! I lost Lieselotte!\Don't think for a minute that you're the only one\who's allowed to dream of a future!\You don't have a shot with her now. You killed Shoko Sashinami's father.\In the battle before we arrived in lunar orbit,\you annihilated the enemy's fleet, remember? response:	Shoko Sashinami's father was aboard one of the ships.
context: All because... All because of you!\You're not the only one who lost someone! I lost Lieselotte!\Don't think for a minute that you're the only one\who's allowed to dream of a future!\You don't have a shot with her now. You killed Shoko Sashinami's father.\In the battle before we arrived in lunar orbit,\you annihilated the enemy's fleet, remember?\Shoko Sashinami's father was aboard one of the ships. response:	Why didn't you tell me?
context: You're not the only one who lost someone! I lost Lieselotte!\Don't think for a minute that you're the only one\who's allowed to dream of a future!\You don't have a shot with her now. You killed Shoko Sashinami's father.\In the battle before we arrived in lunar orbit,\you annihilated the enemy's fleet, remember?\Shoko Sashinami's father was aboard one of the ships.\Why didn't you tell me? response:	What good would it have done?
context: Don't think for a minute that you're the only one\who's allowed to dream of a future!\You don't have a shot with her now. You killed Shoko Sashinami's father.\In the battle before we arrived in lunar orbit,\you annihilated the enemy's fleet, remember?\Shoko Sashinami's father was aboard one of the ships.\Why didn't you tell me?\What good would it have done? response:	You only would have tortured yourself over it.
context: who's allowed to dream of a future!\You don't have a shot with her now. You killed Shoko Sashinami's father.\In the battle before we arrived in lunar orbit,\you annihilated the enemy's fleet, remember?\Shoko Sashinami's father was aboard one of the ships.\Why didn't you tell me?\What good would it have done?\You only would have tortured yourself over it. response:	I didn't know, and I...
context: You don't have a shot with her now. You killed Shoko Sashinami's father.\In the battle before we arrived in lunar orbit,\you annihilated the enemy's fleet, remember?\Shoko Sashinami's father was aboard one of the ships.\Why didn't you tell me?\What good would it have done?\You only would have tortured yourself over it.\I didn't know, and I... response:	Give up on her. It's impossible to repair that relationship.
context: In the battle before we arrived in lunar orbit,\you annihilated the enemy's fleet, remember?\Shoko Sashinami's father was aboard one of the ships.\Why didn't you tell me?\What good would it have done?\You only would have tortured yourself over it.\I didn't know, and I...\Give up on her. It's impossible to repair that relationship. response:	Not for someone who's a monster and her father's killer.
context: you annihilated the enemy's fleet, remember?\Shoko Sashinami's father was aboard one of the ships.\Why didn't you tell me?\What good would it have done?\You only would have tortured yourself over it.\I didn't know, and I...\Give up on her. It's impossible to repair that relationship.\Not for someone who's a monster and her father's killer. response:	Don't get the wrong idea.
context: Shoko Sashinami's father was aboard one of the ships.\Why didn't you tell me?\What good would it have done?\You only would have tortured yourself over it.\I didn't know, and I...\Give up on her. It's impossible to repair that relationship.\Not for someone who's a monster and her father's killer.\Don't get the wrong idea. response:	Without the Valvrave, you can't possibly beat me!
context: Why didn't you tell me?\What good would it have done?\You only would have tortured yourself over it.\I didn't know, and I...\Give up on her. It's impossible to repair that relationship.\Not for someone who's a monster and her father's killer.\Don't get the wrong idea.\Without the Valvrave, you can't possibly beat me! response:	Yamada, if the Allied Forces attack, will you still defend
context: What good would it have done?\You only would have tortured yourself over it.\I didn't know, and I...\Give up on her. It's impossible to repair that relationship.\Not for someone who's a monster and her father's killer.\Don't get the wrong idea.\Without the Valvrave, you can't possibly beat me!\Yamada, if the Allied Forces attack, will you still defend response:	Sashinami and the others?
context: You only would have tortured yourself over it.\I didn't know, and I...\Give up on her. It's impossible to repair that relationship.\Not for someone who's a monster and her father's killer.\Don't get the wrong idea.\Without the Valvrave, you can't possibly beat me!\Yamada, if the Allied Forces attack, will you still defend\Sashinami and the others? response:	I ain't gonna act like I ain't the kind of guy
context: I didn't know, and I...\Give up on her. It's impossible to repair that relationship.\Not for someone who's a monster and her father's killer.\Don't get the wrong idea.\Without the Valvrave, you can't possibly beat me!\Yamada, if the Allied Forces attack, will you still defend\Sashinami and the others?\I ain't gonna act like I ain't the kind of guy response:	who picks and chooses who he helps.
context: Give up on her. It's impossible to repair that relationship.\Not for someone who's a monster and her father's killer.\Don't get the wrong idea.\Without the Valvrave, you can't possibly beat me!\Yamada, if the Allied Forces attack, will you still defend\Sashinami and the others?\I ain't gonna act like I ain't the kind of guy\who picks and chooses who he helps. response:	Ain't that right, Inuzuka-senpai?
context: Not for someone who's a monster and her father's killer.\Don't get the wrong idea.\Without the Valvrave, you can't possibly beat me!\Yamada, if the Allied Forces attack, will you still defend\Sashinami and the others?\I ain't gonna act like I ain't the kind of guy\who picks and chooses who he helps.\Ain't that right, Inuzuka-senpai? response:	Is apple okay?
context: Don't get the wrong idea.\Without the Valvrave, you can't possibly beat me!\Yamada, if the Allied Forces attack, will you still defend\Sashinami and the others?\I ain't gonna act like I ain't the kind of guy\who picks and chooses who he helps.\Ain't that right, Inuzuka-senpai?\Is apple okay? response:	Yes, sorry.
context: Without the Valvrave, you can't possibly beat me!\Yamada, if the Allied Forces attack, will you still defend\Sashinami and the others?\I ain't gonna act like I ain't the kind of guy\who picks and chooses who he helps.\Ain't that right, Inuzuka-senpai?\Is apple okay?\Yes, sorry. response:	It's okay. If you're hungry, just say so.
context: Yamada, if the Allied Forces attack, will you still defend\Sashinami and the others?\I ain't gonna act like I ain't the kind of guy\who picks and chooses who he helps.\Ain't that right, Inuzuka-senpai?\Is apple okay?\Yes, sorry.\It's okay. If you're hungry, just say so. response:	Say, Shoko... Did we do something wrong?
context: Sashinami and the others?\I ain't gonna act like I ain't the kind of guy\who picks and chooses who he helps.\Ain't that right, Inuzuka-senpai?\Is apple okay?\Yes, sorry.\It's okay. If you're hungry, just say so.\Say, Shoko... Did we do something wrong? response:	What did we do that was so bad?
context: I ain't gonna act like I ain't the kind of guy\who picks and chooses who he helps.\Ain't that right, Inuzuka-senpai?\Is apple okay?\Yes, sorry.\It's okay. If you're hungry, just say so.\Say, Shoko... Did we do something wrong?\What did we do that was so bad? response:	Nothing. We didn't do anything wrong at all.
context: who picks and chooses who he helps.\Ain't that right, Inuzuka-senpai?\Is apple okay?\Yes, sorry.\It's okay. If you're hungry, just say so.\Say, Shoko... Did we do something wrong?\What did we do that was so bad?\Nothing. We didn't do anything wrong at all. response:	I guess you're right...
context: Ain't that right, Inuzuka-senpai?\Is apple okay?\Yes, sorry.\It's okay. If you're hungry, just say so.\Say, Shoko... Did we do something wrong?\What did we do that was so bad?\Nothing. We didn't do anything wrong at all.\I guess you're right... response:	We can't afford to let the Valvraves sit idle.
context: Is apple okay?\Yes, sorry.\It's okay. If you're hungry, just say so.\Say, Shoko... Did we do something wrong?\What did we do that was so bad?\Nothing. We didn't do anything wrong at all.\I guess you're right...\We can't afford to let the Valvraves sit idle. response:	Haruto isn't coming back. So that means I...
context: Yes, sorry.\It's okay. If you're hungry, just say so.\Say, Shoko... Did we do something wrong?\What did we do that was so bad?\Nothing. We didn't do anything wrong at all.\I guess you're right...\We can't afford to let the Valvraves sit idle.\Haruto isn't coming back. So that means I... response:	Do you resign as a human being?
context: It's okay. If you're hungry, just say so.\Say, Shoko... Did we do something wrong?\What did we do that was so bad?\Nothing. We didn't do anything wrong at all.\I guess you're right...\We can't afford to let the Valvraves sit idle.\Haruto isn't coming back. So that means I...\Do you resign as a human being? response:	Hurry up and press Yes!
context: Say, Shoko... Did we do something wrong?\What did we do that was so bad?\Nothing. We didn't do anything wrong at all.\I guess you're right...\We can't afford to let the Valvraves sit idle.\Haruto isn't coming back. So that means I...\Do you resign as a human being?\Hurry up and press Yes! response:	Haruto isn't piloting me, so I'm hungry! Starving, starving, starving!
context: What did we do that was so bad?\Nothing. We didn't do anything wrong at all.\I guess you're right...\We can't afford to let the Valvraves sit idle.\Haruto isn't coming back. So that means I...\Do you resign as a human being?\Hurry up and press Yes!\Haruto isn't piloting me, so I'm hungry! Starving, starving, starving! response:	Haruto?
context: Nothing. We didn't do anything wrong at all.\I guess you're right...\We can't afford to let the Valvraves sit idle.\Haruto isn't coming back. So that means I...\Do you resign as a human being?\Hurry up and press Yes!\Haruto isn't piloting me, so I'm hungry! Starving, starving, starving!\Haruto? response:	Haruto pressed the Yes button?
context: I guess you're right...\We can't afford to let the Valvraves sit idle.\Haruto isn't coming back. So that means I...\Do you resign as a human being?\Hurry up and press Yes!\Haruto isn't piloting me, so I'm hungry! Starving, starving, starving!\Haruto?\Haruto pressed the Yes button? response:	Yes. He wanted revenge.
context: We can't afford to let the Valvraves sit idle.\Haruto isn't coming back. So that means I...\Do you resign as a human being?\Hurry up and press Yes!\Haruto isn't piloting me, so I'm hungry! Starving, starving, starving!\Haruto?\Haruto pressed the Yes button?\Yes. He wanted revenge. response:	He said he wanted to get revenge. For someone named Shi... Shoko, I think.
context: Haruto isn't coming back. So that means I...\Do you resign as a human being?\Hurry up and press Yes!\Haruto isn't piloting me, so I'm hungry! Starving, starving, starving!\Haruto?\Haruto pressed the Yes button?\Yes. He wanted revenge.\He said he wanted to get revenge. For someone named Shi... Shoko, I think. response:	Give up my humanity?
context: Do you resign as a human being?\Hurry up and press Yes!\Haruto isn't piloting me, so I'm hungry! Starving, starving, starving!\Haruto?\Haruto pressed the Yes button?\Yes. He wanted revenge.\He said he wanted to get revenge. For someone named Shi... Shoko, I think.\Give up my humanity? response:	That's right. This won't work if you're still human.
context: Hurry up and press Yes!\Haruto isn't piloting me, so I'm hungry! Starving, starving, starving!\Haruto?\Haruto pressed the Yes button?\Yes. He wanted revenge.\He said he wanted to get revenge. For someone named Shi... Shoko, I think.\Give up my humanity?\That's right. This won't work if you're still human. response:	What won't work? The Valvraves?
context: Haruto isn't piloting me, so I'm hungry! Starving, starving, starving!\Haruto?\Haruto pressed the Yes button?\Yes. He wanted revenge.\He said he wanted to get revenge. For someone named Shi... Shoko, I think.\Give up my humanity?\That's right. This won't work if you're still human.\What won't work? The Valvraves? response:	Yeah. Where did I put it? It was on the first day, so...
context: Haruto?\Haruto pressed the Yes button?\Yes. He wanted revenge.\He said he wanted to get revenge. For someone named Shi... Shoko, I think.\Give up my humanity?\That's right. This won't work if you're still human.\What won't work? The Valvraves?\Yeah. Where did I put it? It was on the first day, so... response:	Found it!
context: Haruto pressed the Yes button?\Yes. He wanted revenge.\He said he wanted to get revenge. For someone named Shi... Shoko, I think.\Give up my humanity?\That's right. This won't work if you're still human.\What won't work? The Valvraves?\Yeah. Where did I put it? It was on the first day, so...\Found it! response:	Work! Work! You're a weapon, aren't you?!
context: Yes. He wanted revenge.\He said he wanted to get revenge. For someone named Shi... Shoko, I think.\Give up my humanity?\That's right. This won't work if you're still human.\What won't work? The Valvraves?\Yeah. Where did I put it? It was on the first day, so...\Found it!\Work! Work! You're a weapon, aren't you?! response:	I have to avenge Shoko! Please!
context: He said he wanted to get revenge. For someone named Shi... Shoko, I think.\Give up my humanity?\That's right. This won't work if you're still human.\What won't work? The Valvraves?\Yeah. Where did I put it? It was on the first day, so...\Found it!\Work! Work! You're a weapon, aren't you?!\I have to avenge Shoko! Please! response:	Haruto, you didn't...
context: Give up my humanity?\That's right. This won't work if you're still human.\What won't work? The Valvraves?\Yeah. Where did I put it? It was on the first day, so...\Found it!\Work! Work! You're a weapon, aren't you?!\I have to avenge Shoko! Please!\Haruto, you didn't... response:	You did it for me?
context: That's right. This won't work if you're still human.\What won't work? The Valvraves?\Yeah. Where did I put it? It was on the first day, so...\Found it!\Work! Work! You're a weapon, aren't you?!\I have to avenge Shoko! Please!\Haruto, you didn't...\You did it for me? response:	Please don't do this! I won't let you touch the Valvraves!
context: What won't work? The Valvraves?\Yeah. Where did I put it? It was on the first day, so...\Found it!\Work! Work! You're a weapon, aren't you?!\I have to avenge Shoko! Please!\Haruto, you didn't...\You did it for me?\Please don't do this! I won't let you touch the Valvraves! response:	Haruto...
context: Yeah. Where did I put it? It was on the first day, so...\Found it!\Work! Work! You're a weapon, aren't you?!\I have to avenge Shoko! Please!\Haruto, you didn't...\You did it for me?\Please don't do this! I won't let you touch the Valvraves!\Haruto... response:	You've gotten on my nerves from the day I first met you.
context: Found it!\Work! Work! You're a weapon, aren't you?!\I have to avenge Shoko! Please!\Haruto, you didn't...\You did it for me?\Please don't do this! I won't let you touch the Valvraves!\Haruto...\You've gotten on my nerves from the day I first met you. response:	You're always looking down on everyone!
context: Work! Work! You're a weapon, aren't you?!\I have to avenge Shoko! Please!\Haruto, you didn't...\You did it for me?\Please don't do this! I won't let you touch the Valvraves!\Haruto...\You've gotten on my nerves from the day I first met you.\You're always looking down on everyone! response:	You and your halfsies! You talk just like Lieselotte!
context: I have to avenge Shoko! Please!\Haruto, you didn't...\You did it for me?\Please don't do this! I won't let you touch the Valvraves!\Haruto...\You've gotten on my nerves from the day I first met you.\You're always looking down on everyone!\You and your halfsies! You talk just like Lieselotte! response:	If you're so smart, why did we get into this mess?
context: Haruto, you didn't...\You did it for me?\Please don't do this! I won't let you touch the Valvraves!\Haruto...\You've gotten on my nerves from the day I first met you.\You're always looking down on everyone!\You and your halfsies! You talk just like Lieselotte!\If you're so smart, why did we get into this mess? response:	If I'd had a Valvrave, I would have saved Lieselotte!
context: You did it for me?\Please don't do this! I won't let you touch the Valvraves!\Haruto...\You've gotten on my nerves from the day I first met you.\You're always looking down on everyone!\You and your halfsies! You talk just like Lieselotte!\If you're so smart, why did we get into this mess?\If I'd had a Valvrave, I would have saved Lieselotte! response:	You monster!
context: Please don't do this! I won't let you touch the Valvraves!\Haruto...\You've gotten on my nerves from the day I first met you.\You're always looking down on everyone!\You and your halfsies! You talk just like Lieselotte!\If you're so smart, why did we get into this mess?\If I'd had a Valvrave, I would have saved Lieselotte!\You monster! response:	What are you so desperately trying to survive for?
context: Haruto...\You've gotten on my nerves from the day I first met you.\You're always looking down on everyone!\You and your halfsies! You talk just like Lieselotte!\If you're so smart, why did we get into this mess?\If I'd had a Valvrave, I would have saved Lieselotte!\You monster!\What are you so desperately trying to survive for? response:	Your survival means the devouring of many human lives!
context: You've gotten on my nerves from the day I first met you.\You're always looking down on everyone!\You and your halfsies! You talk just like Lieselotte!\If you're so smart, why did we get into this mess?\If I'd had a Valvrave, I would have saved Lieselotte!\You monster!\What are you so desperately trying to survive for?\Your survival means the devouring of many human lives! response:	If you insist on spouting idealistic crap about wanting to
context: You're always looking down on everyone!\You and your halfsies! You talk just like Lieselotte!\If you're so smart, why did we get into this mess?\If I'd had a Valvrave, I would have saved Lieselotte!\You monster!\What are you so desperately trying to survive for?\Your survival means the devouring of many human lives!\If you insist on spouting idealistic crap about wanting to response:	save others, die here so you won't cause any more suffering!
context: You and your halfsies! You talk just like Lieselotte!\If you're so smart, why did we get into this mess?\If I'd had a Valvrave, I would have saved Lieselotte!\You monster!\What are you so desperately trying to survive for?\Your survival means the devouring of many human lives!\If you insist on spouting idealistic crap about wanting to\save others, die here so you won't cause any more suffering! response:	Your princess was a monster just like me!
context: If you're so smart, why did we get into this mess?\If I'd had a Valvrave, I would have saved Lieselotte!\You monster!\What are you so desperately trying to survive for?\Your survival means the devouring of many human lives!\If you insist on spouting idealistic crap about wanting to\save others, die here so you won't cause any more suffering!\Your princess was a monster just like me! response:	What?
context: If I'd had a Valvrave, I would have saved Lieselotte!\You monster!\What are you so desperately trying to survive for?\Your survival means the devouring of many human lives!\If you insist on spouting idealistic crap about wanting to\save others, die here so you won't cause any more suffering!\Your princess was a monster just like me!\What? response:	Lieselotte was a Magius.
context: You monster!\What are you so desperately trying to survive for?\Your survival means the devouring of many human lives!\If you insist on spouting idealistic crap about wanting to\save others, die here so you won't cause any more suffering!\Your princess was a monster just like me!\What?\Lieselotte was a Magius. response:	What a pathetic lie.
context: What are you so desperately trying to survive for?\Your survival means the devouring of many human lives!\If you insist on spouting idealistic crap about wanting to\save others, die here so you won't cause any more suffering!\Your princess was a monster just like me!\What?\Lieselotte was a Magius.\What a pathetic lie. response:	If she were a Magius, she wouldn't have been held prisoner!
context: Your survival means the devouring of many human lives!\If you insist on spouting idealistic crap about wanting to\save others, die here so you won't cause any more suffering!\Your princess was a monster just like me!\What?\Lieselotte was a Magius.\What a pathetic lie.\If she were a Magius, she wouldn't have been held prisoner! response:	She had sided with humanity.
context: If you insist on spouting idealistic crap about wanting to\save others, die here so you won't cause any more suffering!\Your princess was a monster just like me!\What?\Lieselotte was a Magius.\What a pathetic lie.\If she were a Magius, she wouldn't have been held prisoner!\She had sided with humanity. response:	That's why she had a falling out with the Council.
context: save others, die here so you won't cause any more suffering!\Your princess was a monster just like me!\What?\Lieselotte was a Magius.\What a pathetic lie.\If she were a Magius, she wouldn't have been held prisoner!\She had sided with humanity.\That's why she had a falling out with the Council. response:	Council?
context: Your princess was a monster just like me!\What?\Lieselotte was a Magius.\What a pathetic lie.\If she were a Magius, she wouldn't have been held prisoner!\She had sided with humanity.\That's why she had a falling out with the Council.\Council? response:	An organization that keeps the existence of Magiuses secret from the world.
context: What?\Lieselotte was a Magius.\What a pathetic lie.\If she were a Magius, she wouldn't have been held prisoner!\She had sided with humanity.\That's why she had a falling out with the Council.\Council?\An organization that keeps the existence of Magiuses secret from the world. response:	Preposterous.
context: Lieselotte was a Magius.\What a pathetic lie.\If she were a Magius, she wouldn't have been held prisoner!\She had sided with humanity.\That's why she had a falling out with the Council.\Council?\An organization that keeps the existence of Magiuses secret from the world.\Preposterous. response:	Could an individual have built the Phantoms
context: What a pathetic lie.\If she were a Magius, she wouldn't have been held prisoner!\She had sided with humanity.\That's why she had a falling out with the Council.\Council?\An organization that keeps the existence of Magiuses secret from the world.\Preposterous.\Could an individual have built the Phantoms response:	and gotten the UN to take action?
context: If she were a Magius, she wouldn't have been held prisoner!\She had sided with humanity.\That's why she had a falling out with the Council.\Council?\An organization that keeps the existence of Magiuses secret from the world.\Preposterous.\Could an individual have built the Phantoms\and gotten the UN to take action? response:	The girl you fell in love with was a Magius.
context: She had sided with humanity.\That's why she had a falling out with the Council.\Council?\An organization that keeps the existence of Magiuses secret from the world.\Preposterous.\Could an individual have built the Phantoms\and gotten the UN to take action?\The girl you fell in love with was a Magius. response:	Shut up!
context: That's why she had a falling out with the Council.\Council?\An organization that keeps the existence of Magiuses secret from the world.\Preposterous.\Could an individual have built the Phantoms\and gotten the UN to take action?\The girl you fell in love with was a Magius.\Shut up! response:	She was ageless, had lived far longer than you,
context: Council?\An organization that keeps the existence of Magiuses secret from the world.\Preposterous.\Could an individual have built the Phantoms\and gotten the UN to take action?\The girl you fell in love with was a Magius.\Shut up!\She was ageless, had lived far longer than you, response:	and was a monster who fed on human life force!
context: An organization that keeps the existence of Magiuses secret from the world.\Preposterous.\Could an individual have built the Phantoms\and gotten the UN to take action?\The girl you fell in love with was a Magius.\Shut up!\She was ageless, had lived far longer than you,\and was a monster who fed on human life force! response:	Shut up!
context: Preposterous.\Could an individual have built the Phantoms\and gotten the UN to take action?\The girl you fell in love with was a Magius.\Shut up!\She was ageless, had lived far longer than you,\and was a monster who fed on human life force!\Shut up! response:	Shut up! Shut up! Shut up!
context: Could an individual have built the Phantoms\and gotten the UN to take action?\The girl you fell in love with was a Magius.\Shut up!\She was ageless, had lived far longer than you,\and was a monster who fed on human life force!\Shut up!\Shut up! Shut up! Shut up! response:	Shut your mouth!
context: and gotten the UN to take action?\The girl you fell in love with was a Magius.\Shut up!\She was ageless, had lived far longer than you,\and was a monster who fed on human life force!\Shut up!\Shut up! Shut up! Shut up!\Shut your mouth! response:	Lieselotte, I can't believe that you were a Magius...
context: The girl you fell in love with was a Magius.\Shut up!\She was ageless, had lived far longer than you,\and was a monster who fed on human life force!\Shut up!\Shut up! Shut up! Shut up!\Shut your mouth!\Lieselotte, I can't believe that you were a Magius... response:	An ageless being who had lived for centuries.
context: Shut up!\She was ageless, had lived far longer than you,\and was a monster who fed on human life force!\Shut up!\Shut up! Shut up! Shut up!\Shut your mouth!\Lieselotte, I can't believe that you were a Magius...\An ageless being who had lived for centuries. response:	The top of the food chain.
context: She was ageless, had lived far longer than you,\and was a monster who fed on human life force!\Shut up!\Shut up! Shut up! Shut up!\Shut your mouth!\Lieselotte, I can't believe that you were a Magius...\An ageless being who had lived for centuries.\The top of the food chain. response:	I can't believe I had been trying to save someone like you.
context: and was a monster who fed on human life force!\Shut up!\Shut up! Shut up! Shut up!\Shut your mouth!\Lieselotte, I can't believe that you were a Magius...\An ageless being who had lived for centuries.\The top of the food chain.\I can't believe I had been trying to save someone like you. response:	What a joke!
context: Shut up!\Shut up! Shut up! Shut up!\Shut your mouth!\Lieselotte, I can't believe that you were a Magius...\An ageless being who had lived for centuries.\The top of the food chain.\I can't believe I had been trying to save someone like you.\What a joke! response:	Tears...
context: Shut up! Shut up! Shut up!\Shut your mouth!\Lieselotte, I can't believe that you were a Magius...\An ageless being who had lived for centuries.\The top of the food chain.\I can't believe I had been trying to save someone like you.\What a joke!\Tears... response:	Oh, right... It's because I made him sad...
context: Shut your mouth!\Lieselotte, I can't believe that you were a Magius...\An ageless being who had lived for centuries.\The top of the food chain.\I can't believe I had been trying to save someone like you.\What a joke!\Tears...\Oh, right... It's because I made him sad... response:	And not just L-elf.
context: Lieselotte, I can't believe that you were a Magius...\An ageless being who had lived for centuries.\The top of the food chain.\I can't believe I had been trying to save someone like you.\What a joke!\Tears...\Oh, right... It's because I made him sad...\And not just L-elf. response:	Is that why I'm being punished?
context: An ageless being who had lived for centuries.\The top of the food chain.\I can't believe I had been trying to save someone like you.\What a joke!\Tears...\Oh, right... It's because I made him sad...\And not just L-elf.\Is that why I'm being punished? response:	Don't you think you've done enough, Haruto?
context: The top of the food chain.\I can't believe I had been trying to save someone like you.\What a joke!\Tears...\Oh, right... It's because I made him sad...\And not just L-elf.\Is that why I'm being punished?\Don't you think you've done enough, Haruto? response:	Senpai?
context: I can't believe I had been trying to save someone like you.\What a joke!\Tears...\Oh, right... It's because I made him sad...\And not just L-elf.\Is that why I'm being punished?\Don't you think you've done enough, Haruto?\Senpai? response:	Hey, you've done more than enough.
context: What a joke!\Tears...\Oh, right... It's because I made him sad...\And not just L-elf.\Is that why I'm being punished?\Don't you think you've done enough, Haruto?\Senpai?\Hey, you've done more than enough. response:	It's okay to finally rest, don't you think?
context: Tears...\Oh, right... It's because I made him sad...\And not just L-elf.\Is that why I'm being punished?\Don't you think you've done enough, Haruto?\Senpai?\Hey, you've done more than enough.\It's okay to finally rest, don't you think? response:	That world is nothing but suffering, you know?
context: Oh, right... It's because I made him sad...\And not just L-elf.\Is that why I'm being punished?\Don't you think you've done enough, Haruto?\Senpai?\Hey, you've done more than enough.\It's okay to finally rest, don't you think?\That world is nothing but suffering, you know? response:	Have I done all I could?
context: And not just L-elf.\Is that why I'm being punished?\Don't you think you've done enough, Haruto?\Senpai?\Hey, you've done more than enough.\It's okay to finally rest, don't you think?\That world is nothing but suffering, you know?\Have I done all I could? response:	Yeah. You put up a good fight.
context: Is that why I'm being punished?\Don't you think you've done enough, Haruto?\Senpai?\Hey, you've done more than enough.\It's okay to finally rest, don't you think?\That world is nothing but suffering, you know?\Have I done all I could?\Yeah. You put up a good fight. response:	Thank you.
context: Don't you think you've done enough, Haruto?\Senpai?\Hey, you've done more than enough.\It's okay to finally rest, don't you think?\That world is nothing but suffering, you know?\Have I done all I could?\Yeah. You put up a good fight.\Thank you. response:	I'm sure that I wanted to hear someone say that.
context: Senpai?\Hey, you've done more than enough.\It's okay to finally rest, don't you think?\That world is nothing but suffering, you know?\Have I done all I could?\Yeah. You put up a good fight.\Thank you.\I'm sure that I wanted to hear someone say that. response:	Me?!
context: Hey, you've done more than enough.\It's okay to finally rest, don't you think?\That world is nothing but suffering, you know?\Have I done all I could?\Yeah. You put up a good fight.\Thank you.\I'm sure that I wanted to hear someone say that.\Me?! response:	I had it all wrong, thinking you were being held prisoner.
context: It's okay to finally rest, don't you think?\That world is nothing but suffering, you know?\Have I done all I could?\Yeah. You put up a good fight.\Thank you.\I'm sure that I wanted to hear someone say that.\Me?!\I had it all wrong, thinking you were being held prisoner. response:	Because you were one of them all along!
context: That world is nothing but suffering, you know?\Have I done all I could?\Yeah. You put up a good fight.\Thank you.\I'm sure that I wanted to hear someone say that.\Me?!\I had it all wrong, thinking you were being held prisoner.\Because you were one of them all along! response:	She had sided with humanity.
context: Have I done all I could?\Yeah. You put up a good fight.\Thank you.\I'm sure that I wanted to hear someone say that.\Me?!\I had it all wrong, thinking you were being held prisoner.\Because you were one of them all along!\She had sided with humanity. response:	That's why she had a falling out with the Council.
context: Yeah. You put up a good fight.\Thank you.\I'm sure that I wanted to hear someone say that.\Me?!\I had it all wrong, thinking you were being held prisoner.\Because you were one of them all along!\She had sided with humanity.\That's why she had a falling out with the Council. response:	You're wrong. Lieselotte really was being held prisoner.
context: Thank you.\I'm sure that I wanted to hear someone say that.\Me?!\I had it all wrong, thinking you were being held prisoner.\Because you were one of them all along!\She had sided with humanity.\That's why she had a falling out with the Council.\You're wrong. Lieselotte really was being held prisoner. response:	What reason could she have had for siding with humanity?
context: I'm sure that I wanted to hear someone say that.\Me?!\I had it all wrong, thinking you were being held prisoner.\Because you were one of them all along!\She had sided with humanity.\That's why she had a falling out with the Council.\You're wrong. Lieselotte really was being held prisoner.\What reason could she have had for siding with humanity? response:	The only clue is Lieselotte's words.
context: Me?!\I had it all wrong, thinking you were being held prisoner.\Because you were one of them all along!\She had sided with humanity.\That's why she had a falling out with the Council.\You're wrong. Lieselotte really was being held prisoner.\What reason could she have had for siding with humanity?\The only clue is Lieselotte's words. response:	Her actions.
context: I had it all wrong, thinking you were being held prisoner.\Because you were one of them all along!\She had sided with humanity.\That's why she had a falling out with the Council.\You're wrong. Lieselotte really was being held prisoner.\What reason could she have had for siding with humanity?\The only clue is Lieselotte's words.\Her actions. response:	She worked with the Royalists and assisted us.
context: Because you were one of them all along!\She had sided with humanity.\That's why she had a falling out with the Council.\You're wrong. Lieselotte really was being held prisoner.\What reason could she have had for siding with humanity?\The only clue is Lieselotte's words.\Her actions.\She worked with the Royalists and assisted us. response:	I've had enough. I'm just going to pack it in here.
