context: All right, homeroom's over! response:	Okay, guys, give it your all today!
context: W-Well, but I have no experience in any of that, so I have no idea!\Needless to say!\Hmm, is that right?\But that sounded like the opinion of a grownup with tons of experience.\You girls really are incredible. I think I underestimated you.\Did you?\Well, not that it makes me happy to hear praise from you!\But Tsugumi, if you really wanted to, response:	I think you could get any guy that you wanted.
context: Needless to say!\Hmm, is that right?\But that sounded like the opinion of a grownup with tons of experience.\You girls really are incredible. I think I underestimated you.\Did you?\Well, not that it makes me happy to hear praise from you!\But Tsugumi, if you really wanted to,\I think you could get any guy that you wanted. response:	What do you know about it, huh?!
context: Hmm, is that right?\But that sounded like the opinion of a grownup with tons of experience.\You girls really are incredible. I think I underestimated you.\Did you?\Well, not that it makes me happy to hear praise from you!\But Tsugumi, if you really wanted to,\I think you could get any guy that you wanted.\What do you know about it, huh?! response:	What? Why?
context: But that sounded like the opinion of a grownup with tons of experience.\You girls really are incredible. I think I underestimated you.\Did you?\Well, not that it makes me happy to hear praise from you!\But Tsugumi, if you really wanted to,\I think you could get any guy that you wanted.\What do you know about it, huh?!\What? Why? response:	So it's not Tsugumi, huh?
context: You girls really are incredible. I think I underestimated you.\Did you?\Well, not that it makes me happy to hear praise from you!\But Tsugumi, if you really wanted to,\I think you could get any guy that you wanted.\What do you know about it, huh?!\What? Why?\So it's not Tsugumi, huh? response:	Still, just remembering it makes my blood boil!
context: Did you?\Well, not that it makes me happy to hear praise from you!\But Tsugumi, if you really wanted to,\I think you could get any guy that you wanted.\What do you know about it, huh?!\What? Why?\So it's not Tsugumi, huh?\Still, just remembering it makes my blood boil! response:	He always, always has that contemptuous attitude.
context: Well, not that it makes me happy to hear praise from you!\But Tsugumi, if you really wanted to,\I think you could get any guy that you wanted.\What do you know about it, huh?!\What? Why?\So it's not Tsugumi, huh?\Still, just remembering it makes my blood boil!\He always, always has that contemptuous attitude. response:	Thoughtless jerks like him annoy me more than anything.
context: But Tsugumi, if you really wanted to,\I think you could get any guy that you wanted.\What do you know about it, huh?!\What? Why?\So it's not Tsugumi, huh?\Still, just remembering it makes my blood boil!\He always, always has that contemptuous attitude.\Thoughtless jerks like him annoy me more than anything. response:	Come to think of it,
context: I think you could get any guy that you wanted.\What do you know about it, huh?!\What? Why?\So it's not Tsugumi, huh?\Still, just remembering it makes my blood boil!\He always, always has that contemptuous attitude.\Thoughtless jerks like him annoy me more than anything.\Come to think of it, response:	there's something he's never even told his best friend, Ichijo...
context: What do you know about it, huh?!\What? Why?\So it's not Tsugumi, huh?\Still, just remembering it makes my blood boil!\He always, always has that contemptuous attitude.\Thoughtless jerks like him annoy me more than anything.\Come to think of it,\there's something he's never even told his best friend, Ichijo... response:	Hey, there's someone I'm in love with!
context: What? Why?\So it's not Tsugumi, huh?\Still, just remembering it makes my blood boil!\He always, always has that contemptuous attitude.\Thoughtless jerks like him annoy me more than anything.\Come to think of it,\there's something he's never even told his best friend, Ichijo...\Hey, there's someone I'm in love with! response:	I wonder why he would tell me?
context: So it's not Tsugumi, huh?\Still, just remembering it makes my blood boil!\He always, always has that contemptuous attitude.\Thoughtless jerks like him annoy me more than anything.\Come to think of it,\there's something he's never even told his best friend, Ichijo...\Hey, there's someone I'm in love with!\I wonder why he would tell me? response:	Staff Room
context: Still, just remembering it makes my blood boil!\He always, always has that contemptuous attitude.\Thoughtless jerks like him annoy me more than anything.\Come to think of it,\there's something he's never even told his best friend, Ichijo...\Hey, there's someone I'm in love with!\I wonder why he would tell me?\Staff Room response:	Here you go! Thanks for waiting!
context: He always, always has that contemptuous attitude.\Thoughtless jerks like him annoy me more than anything.\Come to think of it,\there's something he's never even told his best friend, Ichijo...\Hey, there's someone I'm in love with!\I wonder why he would tell me?\Staff Room\Here you go! Thanks for waiting! response:	I've come to deliver the materials you requested!
context: Thoughtless jerks like him annoy me more than anything.\Come to think of it,\there's something he's never even told his best friend, Ichijo...\Hey, there's someone I'm in love with!\I wonder why he would tell me?\Staff Room\Here you go! Thanks for waiting!\I've come to deliver the materials you requested! response:	Thanks, Maiko.
context: Come to think of it,\there's something he's never even told his best friend, Ichijo...\Hey, there's someone I'm in love with!\I wonder why he would tell me?\Staff Room\Here you go! Thanks for waiting!\I've come to deliver the materials you requested!\Thanks, Maiko. response:	Hey, sorry to make you help me out.
context: there's something he's never even told his best friend, Ichijo...\Hey, there's someone I'm in love with!\I wonder why he would tell me?\Staff Room\Here you go! Thanks for waiting!\I've come to deliver the materials you requested!\Thanks, Maiko.\Hey, sorry to make you help me out. response:	No, no, since it's a request from the one and only Kyoko!
context: Hey, there's someone I'm in love with!\I wonder why he would tell me?\Staff Room\Here you go! Thanks for waiting!\I've come to deliver the materials you requested!\Thanks, Maiko.\Hey, sorry to make you help me out.\No, no, since it's a request from the one and only Kyoko! response:	But in return, may I ask you to add five points to that English test?
context: I wonder why he would tell me?\Staff Room\Here you go! Thanks for waiting!\I've come to deliver the materials you requested!\Thanks, Maiko.\Hey, sorry to make you help me out.\No, no, since it's a request from the one and only Kyoko!\But in return, may I ask you to add five points to that English test? response:	I'm counting on you.
context: Staff Room\Here you go! Thanks for waiting!\I've come to deliver the materials you requested!\Thanks, Maiko.\Hey, sorry to make you help me out.\No, no, since it's a request from the one and only Kyoko!\But in return, may I ask you to add five points to that English test?\I'm counting on you. response:	I don't recall ever entering such a secret contract with you.
context: Here you go! Thanks for waiting!\I've come to deliver the materials you requested!\Thanks, Maiko.\Hey, sorry to make you help me out.\No, no, since it's a request from the one and only Kyoko!\But in return, may I ask you to add five points to that English test?\I'm counting on you.\I don't recall ever entering such a secret contract with you. response:	I think I'll give you these leftover cookies.
context: I've come to deliver the materials you requested!\Thanks, Maiko.\Hey, sorry to make you help me out.\No, no, since it's a request from the one and only Kyoko!\But in return, may I ask you to add five points to that English test?\I'm counting on you.\I don't recall ever entering such a secret contract with you.\I think I'll give you these leftover cookies. response:	I thank you for your generosity!
context: Thanks, Maiko.\Hey, sorry to make you help me out.\No, no, since it's a request from the one and only Kyoko!\But in return, may I ask you to add five points to that English test?\I'm counting on you.\I don't recall ever entering such a secret contract with you.\I think I'll give you these leftover cookies.\I thank you for your generosity! response:	What else did you want me to fetch for you?
context: Hey, sorry to make you help me out.\No, no, since it's a request from the one and only Kyoko!\But in return, may I ask you to add five points to that English test?\I'm counting on you.\I don't recall ever entering such a secret contract with you.\I think I'll give you these leftover cookies.\I thank you for your generosity!\What else did you want me to fetch for you? response:	Oh, no, I can take care of...
context: No, no, since it's a request from the one and only Kyoko!\But in return, may I ask you to add five points to that English test?\I'm counting on you.\I don't recall ever entering such a secret contract with you.\I think I'll give you these leftover cookies.\I thank you for your generosity!\What else did you want me to fetch for you?\Oh, no, I can take care of... response:	Maiko, why don't I give you a heads-up?
context: But in return, may I ask you to add five points to that English test?\I'm counting on you.\I don't recall ever entering such a secret contract with you.\I think I'll give you these leftover cookies.\I thank you for your generosity!\What else did you want me to fetch for you?\Oh, no, I can take care of...\Maiko, why don't I give you a heads-up? response:	Yes?
context: I'm counting on you.\I don't recall ever entering such a secret contract with you.\I think I'll give you these leftover cookies.\I thank you for your generosity!\What else did you want me to fetch for you?\Oh, no, I can take care of...\Maiko, why don't I give you a heads-up?\Yes? response:	See... I'm getting married next month.
context: I don't recall ever entering such a secret contract with you.\I think I'll give you these leftover cookies.\I thank you for your generosity!\What else did you want me to fetch for you?\Oh, no, I can take care of...\Maiko, why don't I give you a heads-up?\Yes?\See... I'm getting married next month. response:	I'm quitting to get married.
context: I think I'll give you these leftover cookies.\I thank you for your generosity!\What else did you want me to fetch for you?\Oh, no, I can take care of...\Maiko, why don't I give you a heads-up?\Yes?\See... I'm getting married next month.\I'm quitting to get married. response:	I'll be leaving after this month.
context: I thank you for your generosity!\What else did you want me to fetch for you?\Oh, no, I can take care of...\Maiko, why don't I give you a heads-up?\Yes?\See... I'm getting married next month.\I'm quitting to get married.\I'll be leaving after this month. response:	Whoa! If that isn't the most splendid news!
context: What else did you want me to fetch for you?\Oh, no, I can take care of...\Maiko, why don't I give you a heads-up?\Yes?\See... I'm getting married next month.\I'm quitting to get married.\I'll be leaving after this month.\Whoa! If that isn't the most splendid news! response:	Congratulations, Kyoko!
context: Oh, no, I can take care of...\Maiko, why don't I give you a heads-up?\Yes?\See... I'm getting married next month.\I'm quitting to get married.\I'll be leaving after this month.\Whoa! If that isn't the most splendid news!\Congratulations, Kyoko! response:	Awww, hey, you're embarrassing me! Thanks!
context: Maiko, why don't I give you a heads-up?\Yes?\See... I'm getting married next month.\I'm quitting to get married.\I'll be leaving after this month.\Whoa! If that isn't the most splendid news!\Congratulations, Kyoko!\Awww, hey, you're embarrassing me! Thanks! response:	Really, this makes me happy!
context: Yes?\See... I'm getting married next month.\I'm quitting to get married.\I'll be leaving after this month.\Whoa! If that isn't the most splendid news!\Congratulations, Kyoko!\Awww, hey, you're embarrassing me! Thanks!\Really, this makes me happy! response:	Our very own Kyoko, somehow snagging a husband just before she hits thirty!
context: See... I'm getting married next month.\I'm quitting to get married.\I'll be leaving after this month.\Whoa! If that isn't the most splendid news!\Congratulations, Kyoko!\Awww, hey, you're embarrassing me! Thanks!\Really, this makes me happy!\Our very own Kyoko, somehow snagging a husband just before she hits thirty! response:	I certainly can't help breathing a sigh of relief...
context: I'm quitting to get married.\I'll be leaving after this month.\Whoa! If that isn't the most splendid news!\Congratulations, Kyoko!\Awww, hey, you're embarrassing me! Thanks!\Really, this makes me happy!\Our very own Kyoko, somehow snagging a husband just before she hits thirty!\I certainly can't help breathing a sigh of relief... response:	Shut up, you idiot! Lay off about that!
context: I'll be leaving after this month.\Whoa! If that isn't the most splendid news!\Congratulations, Kyoko!\Awww, hey, you're embarrassing me! Thanks!\Really, this makes me happy!\Our very own Kyoko, somehow snagging a husband just before she hits thirty!\I certainly can't help breathing a sigh of relief...\Shut up, you idiot! Lay off about that! response:	Please invite me to your wedding, all right?
context: Whoa! If that isn't the most splendid news!\Congratulations, Kyoko!\Awww, hey, you're embarrassing me! Thanks!\Really, this makes me happy!\Our very own Kyoko, somehow snagging a husband just before she hits thirty!\I certainly can't help breathing a sigh of relief...\Shut up, you idiot! Lay off about that!\Please invite me to your wedding, all right? response:	Because I want to catch your bouquet!
context: Congratulations, Kyoko!\Awww, hey, you're embarrassing me! Thanks!\Really, this makes me happy!\Our very own Kyoko, somehow snagging a husband just before she hits thirty!\I certainly can't help breathing a sigh of relief...\Shut up, you idiot! Lay off about that!\Please invite me to your wedding, all right?\Because I want to catch your bouquet! response:	You'd better not mess with grownups.
context: Awww, hey, you're embarrassing me! Thanks!\Really, this makes me happy!\Our very own Kyoko, somehow snagging a husband just before she hits thirty!\I certainly can't help breathing a sigh of relief...\Shut up, you idiot! Lay off about that!\Please invite me to your wedding, all right?\Because I want to catch your bouquet!\You'd better not mess with grownups. response:	All right, be safe on your way home.
context: Really, this makes me happy!\Our very own Kyoko, somehow snagging a husband just before she hits thirty!\I certainly can't help breathing a sigh of relief...\Shut up, you idiot! Lay off about that!\Please invite me to your wedding, all right?\Because I want to catch your bouquet!\You'd better not mess with grownups.\All right, be safe on your way home. response:	Right...
context: Our very own Kyoko, somehow snagging a husband just before she hits thirty!\I certainly can't help breathing a sigh of relief...\Shut up, you idiot! Lay off about that!\Please invite me to your wedding, all right?\Because I want to catch your bouquet!\You'd better not mess with grownups.\All right, be safe on your way home.\Right... response:	You know what? You're the only mature one in the bunch.
context: I certainly can't help breathing a sigh of relief...\Shut up, you idiot! Lay off about that!\Please invite me to your wedding, all right?\Because I want to catch your bouquet!\You'd better not mess with grownups.\All right, be safe on your way home.\Right...\You know what? You're the only mature one in the bunch. response:	Don't forget to enjoy your youth!
context: Shut up, you idiot! Lay off about that!\Please invite me to your wedding, all right?\Because I want to catch your bouquet!\You'd better not mess with grownups.\All right, be safe on your way home.\Right...\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth! response:	Uh... today I have an important announcement to make.
context: Please invite me to your wedding, all right?\Because I want to catch your bouquet!\You'd better not mess with grownups.\All right, be safe on your way home.\Right...\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Uh... today I have an important announcement to make. response:	I'm getting married, so I'll be quitting after this month.
context: Because I want to catch your bouquet!\You'd better not mess with grownups.\All right, be safe on your way home.\Right...\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Uh... today I have an important announcement to make.\I'm getting married, so I'll be quitting after this month. response:	Hey, so you have a boyfriend, Kyoko!
context: You'd better not mess with grownups.\All right, be safe on your way home.\Right...\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Uh... today I have an important announcement to make.\I'm getting married, so I'll be quitting after this month.\Hey, so you have a boyfriend, Kyoko! response:	This month? But it's almost up already!
context: All right, be safe on your way home.\Right...\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Uh... today I have an important announcement to make.\I'm getting married, so I'll be quitting after this month.\Hey, so you have a boyfriend, Kyoko!\This month? But it's almost up already! response:	Hey, when are you getting married? What's your husband like?
context: Right...\You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Uh... today I have an important announcement to make.\I'm getting married, so I'll be quitting after this month.\Hey, so you have a boyfriend, Kyoko!\This month? But it's almost up already!\Hey, when are you getting married? What's your husband like? response:	Wow! Ms. Kyoko's getting married!
context: You know what? You're the only mature one in the bunch.\Don't forget to enjoy your youth!\Uh... today I have an important announcement to make.\I'm getting married, so I'll be quitting after this month.\Hey, so you have a boyfriend, Kyoko!\This month? But it's almost up already!\Hey, when are you getting married? What's your husband like?\Wow! Ms. Kyoko's getting married! response:	That was a huge announcement, for sure.
context: Don't forget to enjoy your youth!\Uh... today I have an important announcement to make.\I'm getting married, so I'll be quitting after this month.\Hey, so you have a boyfriend, Kyoko!\This month? But it's almost up already!\Hey, when are you getting married? What's your husband like?\Wow! Ms. Kyoko's getting married!\That was a huge announcement, for sure. response:	So wonderful! But I think we're going to miss her...
context: Uh... today I have an important announcement to make.\I'm getting married, so I'll be quitting after this month.\Hey, so you have a boyfriend, Kyoko!\This month? But it's almost up already!\Hey, when are you getting married? What's your husband like?\Wow! Ms. Kyoko's getting married!\That was a huge announcement, for sure.\So wonderful! But I think we're going to miss her... response:	Are we all gonna get married, too, someday?
context: I'm getting married, so I'll be quitting after this month.\Hey, so you have a boyfriend, Kyoko!\This month? But it's almost up already!\Hey, when are you getting married? What's your husband like?\Wow! Ms. Kyoko's getting married!\That was a huge announcement, for sure.\So wonderful! But I think we're going to miss her...\Are we all gonna get married, too, someday? response:	I don't know, but you're probably set anyway, right?
context: Hey, so you have a boyfriend, Kyoko!\This month? But it's almost up already!\Hey, when are you getting married? What's your husband like?\Wow! Ms. Kyoko's getting married!\That was a huge announcement, for sure.\So wonderful! But I think we're going to miss her...\Are we all gonna get married, too, someday?\I don't know, but you're probably set anyway, right? response:	You could probably make a great home with Onodera.
context: This month? But it's almost up already!\Hey, when are you getting married? What's your husband like?\Wow! Ms. Kyoko's getting married!\That was a huge announcement, for sure.\So wonderful! But I think we're going to miss her...\Are we all gonna get married, too, someday?\I don't know, but you're probably set anyway, right?\You could probably make a great home with Onodera. response:	Why are you just taking something like that for granted?
context: Hey, when are you getting married? What's your husband like?\Wow! Ms. Kyoko's getting married!\That was a huge announcement, for sure.\So wonderful! But I think we're going to miss her...\Are we all gonna get married, too, someday?\I don't know, but you're probably set anyway, right?\You could probably make a great home with Onodera.\Why are you just taking something like that for granted? response:	Seriously, this is totally unfair, after all!
context: Wow! Ms. Kyoko's getting married!\That was a huge announcement, for sure.\So wonderful! But I think we're going to miss her...\Are we all gonna get married, too, someday?\I don't know, but you're probably set anyway, right?\You could probably make a great home with Onodera.\Why are you just taking something like that for granted?\Seriously, this is totally unfair, after all! response:	Why don't you just give it up? Who you're crushing on?
context: That was a huge announcement, for sure.\So wonderful! But I think we're going to miss her...\Are we all gonna get married, too, someday?\I don't know, but you're probably set anyway, right?\You could probably make a great home with Onodera.\Why are you just taking something like that for granted?\Seriously, this is totally unfair, after all!\Why don't you just give it up? Who you're crushing on? response:	I'll tell you, if you can guess, Raku.
context: So wonderful! But I think we're going to miss her...\Are we all gonna get married, too, someday?\I don't know, but you're probably set anyway, right?\You could probably make a great home with Onodera.\Why are you just taking something like that for granted?\Seriously, this is totally unfair, after all!\Why don't you just give it up? Who you're crushing on?\I'll tell you, if you can guess, Raku. response:	All right, is it Ms. Kyoko?
context: Are we all gonna get married, too, someday?\I don't know, but you're probably set anyway, right?\You could probably make a great home with Onodera.\Why are you just taking something like that for granted?\Seriously, this is totally unfair, after all!\Why don't you just give it up? Who you're crushing on?\I'll tell you, if you can guess, Raku.\All right, is it Ms. Kyoko? response:	You guys were tight, and you'll miss her when she's gone, won't you?
context: I don't know, but you're probably set anyway, right?\You could probably make a great home with Onodera.\Why are you just taking something like that for granted?\Seriously, this is totally unfair, after all!\Why don't you just give it up? Who you're crushing on?\I'll tell you, if you can guess, Raku.\All right, is it Ms. Kyoko?\You guys were tight, and you'll miss her when she's gone, won't you? response:	Bingo, bingo! Right on the money!
context: You could probably make a great home with Onodera.\Why are you just taking something like that for granted?\Seriously, this is totally unfair, after all!\Why don't you just give it up? Who you're crushing on?\I'll tell you, if you can guess, Raku.\All right, is it Ms. Kyoko?\You guys were tight, and you'll miss her when she's gone, won't you?\Bingo, bingo! Right on the money! response:	Kyoko's a babe, and everybody loves her, and we're all gonna miss her!
context: Why are you just taking something like that for granted?\Seriously, this is totally unfair, after all!\Why don't you just give it up? Who you're crushing on?\I'll tell you, if you can guess, Raku.\All right, is it Ms. Kyoko?\You guys were tight, and you'll miss her when she's gone, won't you?\Bingo, bingo! Right on the money!\Kyoko's a babe, and everybody loves her, and we're all gonna miss her! response:	That's unusual.
context: Seriously, this is totally unfair, after all!\Why don't you just give it up? Who you're crushing on?\I'll tell you, if you can guess, Raku.\All right, is it Ms. Kyoko?\You guys were tight, and you'll miss her when she's gone, won't you?\Bingo, bingo! Right on the money!\Kyoko's a babe, and everybody loves her, and we're all gonna miss her!\That's unusual. response:	You just lied, didn't you?
context: Why don't you just give it up? Who you're crushing on?\I'll tell you, if you can guess, Raku.\All right, is it Ms. Kyoko?\You guys were tight, and you'll miss her when she's gone, won't you?\Bingo, bingo! Right on the money!\Kyoko's a babe, and everybody loves her, and we're all gonna miss her!\That's unusual.\You just lied, didn't you? response:	What are you talking about, Raku?
context: I'll tell you, if you can guess, Raku.\All right, is it Ms. Kyoko?\You guys were tight, and you'll miss her when she's gone, won't you?\Bingo, bingo! Right on the money!\Kyoko's a babe, and everybody loves her, and we're all gonna miss her!\That's unusual.\You just lied, didn't you?\What are you talking about, Raku? response:	It only happens once in a blue moon, but I can tell.
context: All right, is it Ms. Kyoko?\You guys were tight, and you'll miss her when she's gone, won't you?\Bingo, bingo! Right on the money!\Kyoko's a babe, and everybody loves her, and we're all gonna miss her!\That's unusual.\You just lied, didn't you?\What are you talking about, Raku?\It only happens once in a blue moon, but I can tell. response:	Since way back when... whenever something happened to you...
context: You guys were tight, and you'll miss her when she's gone, won't you?\Bingo, bingo! Right on the money!\Kyoko's a babe, and everybody loves her, and we're all gonna miss her!\That's unusual.\You just lied, didn't you?\What are you talking about, Raku?\It only happens once in a blue moon, but I can tell.\Since way back when... whenever something happened to you... response:	Not that I can always tell, but...
context: Bingo, bingo! Right on the money!\Kyoko's a babe, and everybody loves her, and we're all gonna miss her!\That's unusual.\You just lied, didn't you?\What are you talking about, Raku?\It only happens once in a blue moon, but I can tell.\Since way back when... whenever something happened to you...\Not that I can always tell, but... response:	Just once in a while, there are times when I can tell...
context: Kyoko's a babe, and everybody loves her, and we're all gonna miss her!\That's unusual.\You just lied, didn't you?\What are you talking about, Raku?\It only happens once in a blue moon, but I can tell.\Since way back when... whenever something happened to you...\Not that I can always tell, but...\Just once in a while, there are times when I can tell... response:	Hey, this guy is lying right now, you know?
context: That's unusual.\You just lied, didn't you?\What are you talking about, Raku?\It only happens once in a blue moon, but I can tell.\Since way back when... whenever something happened to you...\Not that I can always tell, but...\Just once in a while, there are times when I can tell...\Hey, this guy is lying right now, you know? response:	When we were in sixth grade, and your mom was in the hospital,
context: You just lied, didn't you?\What are you talking about, Raku?\It only happens once in a blue moon, but I can tell.\Since way back when... whenever something happened to you...\Not that I can always tell, but...\Just once in a while, there are times when I can tell...\Hey, this guy is lying right now, you know?\When we were in sixth grade, and your mom was in the hospital, response:	you always had the same look on your face.
context: What are you talking about, Raku?\It only happens once in a blue moon, but I can tell.\Since way back when... whenever something happened to you...\Not that I can always tell, but...\Just once in a while, there are times when I can tell...\Hey, this guy is lying right now, you know?\When we were in sixth grade, and your mom was in the hospital,\you always had the same look on your face. response:	So terrifying...
context: It only happens once in a blue moon, but I can tell.\Since way back when... whenever something happened to you...\Not that I can always tell, but...\Just once in a while, there are times when I can tell...\Hey, this guy is lying right now, you know?\When we were in sixth grade, and your mom was in the hospital,\you always had the same look on your face.\So terrifying... response:	These childhood friends...
context: Since way back when... whenever something happened to you...\Not that I can always tell, but...\Just once in a while, there are times when I can tell...\Hey, this guy is lying right now, you know?\When we were in sixth grade, and your mom was in the hospital,\you always had the same look on your face.\So terrifying...\These childhood friends... response:	Seriously?
context: Not that I can always tell, but...\Just once in a while, there are times when I can tell...\Hey, this guy is lying right now, you know?\When we were in sixth grade, and your mom was in the hospital,\you always had the same look on your face.\So terrifying...\These childhood friends...\Seriously? response:	Seriously. I'm dead serious.
context: Just once in a while, there are times when I can tell...\Hey, this guy is lying right now, you know?\When we were in sixth grade, and your mom was in the hospital,\you always had the same look on your face.\So terrifying...\These childhood friends...\Seriously?\Seriously. I'm dead serious. response:	Since when?
context: Hey, this guy is lying right now, you know?\When we were in sixth grade, and your mom was in the hospital,\you always had the same look on your face.\So terrifying...\These childhood friends...\Seriously?\Seriously. I'm dead serious.\Since when? response:	Right after we started high school.
context: When we were in sixth grade, and your mom was in the hospital,\you always had the same look on your face.\So terrifying...\These childhood friends...\Seriously?\Seriously. I'm dead serious.\Since when?\Right after we started high school. response:	It was like love at first sight.
context: you always had the same look on your face.\So terrifying...\These childhood friends...\Seriously?\Seriously. I'm dead serious.\Since when?\Right after we started high school.\It was like love at first sight. response:	I had no idea...
context: So terrifying...\These childhood friends...\Seriously?\Seriously. I'm dead serious.\Since when?\Right after we started high school.\It was like love at first sight.\I had no idea... response:	You aren't going to tell her how you feel?
context: These childhood friends...\Seriously?\Seriously. I'm dead serious.\Since when?\Right after we started high school.\It was like love at first sight.\I had no idea...\You aren't going to tell her how you feel? response:	Well, of course I'm not.
context: Seriously?\Seriously. I'm dead serious.\Since when?\Right after we started high school.\It was like love at first sight.\I had no idea...\You aren't going to tell her how you feel?\Well, of course I'm not. response:	She's getting married, you know?
context: Seriously. I'm dead serious.\Since when?\Right after we started high school.\It was like love at first sight.\I had no idea...\You aren't going to tell her how you feel?\Well, of course I'm not.\She's getting married, you know? response:	It would only put her on the spot if I confessed to her now.
context: Since when?\Right after we started high school.\It was like love at first sight.\I had no idea...\You aren't going to tell her how you feel?\Well, of course I'm not.\She's getting married, you know?\It would only put her on the spot if I confessed to her now. response:	Making sure I have no regrets...
context: Right after we started high school.\It was like love at first sight.\I had no idea...\You aren't going to tell her how you feel?\Well, of course I'm not.\She's getting married, you know?\It would only put her on the spot if I confessed to her now.\Making sure I have no regrets... response:	that would just be self-serving, nothing more.
context: It was like love at first sight.\I had no idea...\You aren't going to tell her how you feel?\Well, of course I'm not.\She's getting married, you know?\It would only put her on the spot if I confessed to her now.\Making sure I have no regrets...\that would just be self-serving, nothing more. response:	I know, but...
context: I had no idea...\You aren't going to tell her how you feel?\Well, of course I'm not.\She's getting married, you know?\It would only put her on the spot if I confessed to her now.\Making sure I have no regrets...\that would just be self-serving, nothing more.\I know, but... response:	It's all right, Raku.
context: You aren't going to tell her how you feel?\Well, of course I'm not.\She's getting married, you know?\It would only put her on the spot if I confessed to her now.\Making sure I have no regrets...\that would just be self-serving, nothing more.\I know, but...\It's all right, Raku. response:	I mean, this is a great memory in itself, right?
context: Well, of course I'm not.\She's getting married, you know?\It would only put her on the spot if I confessed to her now.\Making sure I have no regrets...\that would just be self-serving, nothing more.\I know, but...\It's all right, Raku.\I mean, this is a great memory in itself, right? response:	I've decided to take this unrequited love,
context: She's getting married, you know?\It would only put her on the spot if I confessed to her now.\Making sure I have no regrets...\that would just be self-serving, nothing more.\I know, but...\It's all right, Raku.\I mean, this is a great memory in itself, right?\I've decided to take this unrequited love, response:	and quietly put it away in a corner of my heart as a bittersweet page of my youth.
context: It would only put her on the spot if I confessed to her now.\Making sure I have no regrets...\that would just be self-serving, nothing more.\I know, but...\It's all right, Raku.\I mean, this is a great memory in itself, right?\I've decided to take this unrequited love,\and quietly put it away in a corner of my heart as a bittersweet page of my youth. response:	It's unfortunate, but I'm fine with that.
context: Making sure I have no regrets...\that would just be self-serving, nothing more.\I know, but...\It's all right, Raku.\I mean, this is a great memory in itself, right?\I've decided to take this unrequited love,\and quietly put it away in a corner of my heart as a bittersweet page of my youth.\It's unfortunate, but I'm fine with that. response:	I see.
context: that would just be self-serving, nothing more.\I know, but...\It's all right, Raku.\I mean, this is a great memory in itself, right?\I've decided to take this unrequited love,\and quietly put it away in a corner of my heart as a bittersweet page of my youth.\It's unfortunate, but I'm fine with that.\I see. response:	He has a point. It wouldn't do any good to confess now, right?
context: I know, but...\It's all right, Raku.\I mean, this is a great memory in itself, right?\I've decided to take this unrequited love,\and quietly put it away in a corner of my heart as a bittersweet page of my youth.\It's unfortunate, but I'm fine with that.\I see.\He has a point. It wouldn't do any good to confess now, right? response:	Wouldn't do... any good, right?
context: It's all right, Raku.\I mean, this is a great memory in itself, right?\I've decided to take this unrequited love,\and quietly put it away in a corner of my heart as a bittersweet page of my youth.\It's unfortunate, but I'm fine with that.\I see.\He has a point. It wouldn't do any good to confess now, right?\Wouldn't do... any good, right? response:	Is that really true?
context: I mean, this is a great memory in itself, right?\I've decided to take this unrequited love,\and quietly put it away in a corner of my heart as a bittersweet page of my youth.\It's unfortunate, but I'm fine with that.\I see.\He has a point. It wouldn't do any good to confess now, right?\Wouldn't do... any good, right?\Is that really true? response:	If I were Shu,
context: I've decided to take this unrequited love,\and quietly put it away in a corner of my heart as a bittersweet page of my youth.\It's unfortunate, but I'm fine with that.\I see.\He has a point. It wouldn't do any good to confess now, right?\Wouldn't do... any good, right?\Is that really true?\If I were Shu, response:	and one day I had to say goodbye to someone I loved without even telling her how I felt...
context: and quietly put it away in a corner of my heart as a bittersweet page of my youth.\It's unfortunate, but I'm fine with that.\I see.\He has a point. It wouldn't do any good to confess now, right?\Wouldn't do... any good, right?\Is that really true?\If I were Shu,\and one day I had to say goodbye to someone I loved without even telling her how I felt... response:	Wouldn't I have any regrets?
context: It's unfortunate, but I'm fine with that.\I see.\He has a point. It wouldn't do any good to confess now, right?\Wouldn't do... any good, right?\Is that really true?\If I were Shu,\and one day I had to say goodbye to someone I loved without even telling her how I felt...\Wouldn't I have any regrets? response:	If I...
context: I see.\He has a point. It wouldn't do any good to confess now, right?\Wouldn't do... any good, right?\Is that really true?\If I were Shu,\and one day I had to say goodbye to someone I loved without even telling her how I felt...\Wouldn't I have any regrets?\If I... response:	If I were never going to see Onodera again,
context: He has a point. It wouldn't do any good to confess now, right?\Wouldn't do... any good, right?\Is that really true?\If I were Shu,\and one day I had to say goodbye to someone I loved without even telling her how I felt...\Wouldn't I have any regrets?\If I...\If I were never going to see Onodera again, response:	if it were me, I'd want to tell her how I felt... I think...
context: Wouldn't do... any good, right?\Is that really true?\If I were Shu,\and one day I had to say goodbye to someone I loved without even telling her how I felt...\Wouldn't I have any regrets?\If I...\If I were never going to see Onodera again,\if it were me, I'd want to tell her how I felt... I think... response:	I know.
