context: Is Natsu okay? response:	There's nothing to worry about with him.
context: P-Probably...\Good luck, Fairy Tail!\But if his opponent is Bacchus...\Hey, how about you and me make a bet like those last guys did?\Both of your sisters are delightful dishes...\What do you wanna say?\It's an old story.\If I win, they're mine. response:	Both of them, at the same time...
context: Good luck, Fairy Tail!\But if his opponent is Bacchus...\Hey, how about you and me make a bet like those last guys did?\Both of your sisters are delightful dishes...\What do you wanna say?\It's an old story.\If I win, they're mine.\Both of them, at the same time... response:	Bastard...
context: But if his opponent is Bacchus...\Hey, how about you and me make a bet like those last guys did?\Both of your sisters are delightful dishes...\What do you wanna say?\It's an old story.\If I win, they're mine.\Both of them, at the same time...\Bastard... response:	Two at the same time... That's a warped form of love!
context: Hey, how about you and me make a bet like those last guys did?\Both of your sisters are delightful dishes...\What do you wanna say?\It's an old story.\If I win, they're mine.\Both of them, at the same time...\Bastard...\Two at the same time... That's a warped form of love! response:	You're disgusting!
context: Both of your sisters are delightful dishes...\What do you wanna say?\It's an old story.\If I win, they're mine.\Both of them, at the same time...\Bastard...\Two at the same time... That's a warped form of love!\You're disgusting! response:	If you win... Let's see...
context: What do you wanna say?\It's an old story.\If I win, they're mine.\Both of them, at the same time...\Bastard...\Two at the same time... That's a warped form of love!\You're disgusting!\If you win... Let's see... response:	Man...
context: It's an old story.\If I win, they're mine.\Both of them, at the same time...\Bastard...\Two at the same time... That's a warped form of love!\You're disgusting!\If you win... Let's see...\Man... response:	There are some things a Man can't let pass...
context: If I win, they're mine.\Both of them, at the same time...\Bastard...\Two at the same time... That's a warped form of love!\You're disgusting!\If you win... Let's see...\Man...\There are some things a Man can't let pass... response:	Hound dog...
context: Both of them, at the same time...\Bastard...\Two at the same time... That's a warped form of love!\You're disgusting!\If you win... Let's see...\Man...\There are some things a Man can't let pass...\Hound dog... response:	I'm gonna tear you apart!
context: Bastard...\Two at the same time... That's a warped form of love!\You're disgusting!\If you win... Let's see...\Man...\There are some things a Man can't let pass...\Hound dog...\I'm gonna tear you apart! response:	Then we have a deal?
context: Two at the same time... That's a warped form of love!\You're disgusting!\If you win... Let's see...\Man...\There are some things a Man can't let pass...\Hound dog...\I'm gonna tear you apart!\Then we have a deal? response:	My soul is quivering.
context: You're disgusting!\If you win... Let's see...\Man...\There are some things a Man can't let pass...\Hound dog...\I'm gonna tear you apart!\Then we have a deal?\My soul is quivering. response:	That was a great sleep!
context: If you win... Let's see...\Man...\There are some things a Man can't let pass...\Hound dog...\I'm gonna tear you apart!\Then we have a deal?\My soul is quivering.\That was a great sleep! response:	Wendy...
context: Man...\There are some things a Man can't let pass...\Hound dog...\I'm gonna tear you apart!\Then we have a deal?\My soul is quivering.\That was a great sleep!\Wendy... response:	Carla...
context: There are some things a Man can't let pass...\Hound dog...\I'm gonna tear you apart!\Then we have a deal?\My soul is quivering.\That was a great sleep!\Wendy...\Carla... response:	Granny?
context: Hound dog...\I'm gonna tear you apart!\Then we have a deal?\My soul is quivering.\That was a great sleep!\Wendy...\Carla...\Granny? response:	Where'd everyone go?
context: I'm gonna tear you apart!\Then we have a deal?\My soul is quivering.\That was a great sleep!\Wendy...\Carla...\Granny?\Where'd everyone go? response:	A stranger's scent lingering in the room...
context: Then we have a deal?\My soul is quivering.\That was a great sleep!\Wendy...\Carla...\Granny?\Where'd everyone go?\A stranger's scent lingering in the room... response:	This way!
context: My soul is quivering.\That was a great sleep!\Wendy...\Carla...\Granny?\Where'd everyone go?\A stranger's scent lingering in the room...\This way! response:	There!
context: That was a great sleep!\Wendy...\Carla...\Granny?\Where'd everyone go?\A stranger's scent lingering in the room...\This way!\There! response:	Fairy Tail?!
context: Wendy...\Carla...\Granny?\Where'd everyone go?\A stranger's scent lingering in the room...\This way!\There!\Fairy Tail?! response:	You found us already?!
context: Carla...\Granny?\Where'd everyone go?\A stranger's scent lingering in the room...\This way!\There!\Fairy Tail?!\You found us already?! response:	No, this is the one that was sleeping!
context: Granny?\Where'd everyone go?\A stranger's scent lingering in the room...\This way!\There!\Fairy Tail?!\You found us already?!\No, this is the one that was sleeping! response:	Scum!
context: Where'd everyone go?\A stranger's scent lingering in the room...\This way!\There!\Fairy Tail?!\You found us already?!\No, this is the one that was sleeping!\Scum! response:	Where the hell are you takin' Wendy and the others?!
context: A stranger's scent lingering in the room...\This way!\There!\Fairy Tail?!\You found us already?!\No, this is the one that was sleeping!\Scum!\Where the hell are you takin' Wendy and the others?! response:	Oh, no!
context: This way!\There!\Fairy Tail?!\You found us already?!\No, this is the one that was sleeping!\Scum!\Where the hell are you takin' Wendy and the others?!\Oh, no! response:	Hurry!
context: There!\Fairy Tail?!\You found us already?!\No, this is the one that was sleeping!\Scum!\Where the hell are you takin' Wendy and the others?!\Oh, no!\Hurry! response:	Hold it!
context: Fairy Tail?!\You found us already?!\No, this is the one that was sleeping!\Scum!\Where the hell are you takin' Wendy and the others?!\Oh, no!\Hurry!\Hold it! response:	He's hella fast!
context: You found us already?!\No, this is the one that was sleeping!\Scum!\Where the hell are you takin' Wendy and the others?!\Oh, no!\Hurry!\Hold it!\He's hella fast! response:	Ain't that the one who staggered to the finish line in the last competition?!
context: No, this is the one that was sleeping!\Scum!\Where the hell are you takin' Wendy and the others?!\Oh, no!\Hurry!\Hold it!\He's hella fast!\Ain't that the one who staggered to the finish line in the last competition?! response:	Leave him to me!
context: Scum!\Where the hell are you takin' Wendy and the others?!\Oh, no!\Hurry!\Hold it!\He's hella fast!\Ain't that the one who staggered to the finish line in the last competition?!\Leave him to me! response:	This is the best way to deal with wizards!
context: Where the hell are you takin' Wendy and the others?!\Oh, no!\Hurry!\Hold it!\He's hella fast!\Ain't that the one who staggered to the finish line in the last competition?!\Leave him to me!\This is the best way to deal with wizards! response:	Move!
context: Oh, no!\Hurry!\Hold it!\He's hella fast!\Ain't that the one who staggered to the finish line in the last competition?!\Leave him to me!\This is the best way to deal with wizards!\Move! response:	Jackasses!
context: Hurry!\Hold it!\He's hella fast!\Ain't that the one who staggered to the finish line in the last competition?!\Leave him to me!\This is the best way to deal with wizards!\Move!\Jackasses! response:	Give me back Wendy and the others!
context: Hold it!\He's hella fast!\Ain't that the one who staggered to the finish line in the last competition?!\Leave him to me!\This is the best way to deal with wizards!\Move!\Jackasses!\Give me back Wendy and the others! response:	What is he?!
context: He's hella fast!\Ain't that the one who staggered to the finish line in the last competition?!\Leave him to me!\This is the best way to deal with wizards!\Move!\Jackasses!\Give me back Wendy and the others!\What is he?! response:	That crazy bastard is scary! And he'll catch up to us at this rate!
context: Ain't that the one who staggered to the finish line in the last competition?!\Leave him to me!\This is the best way to deal with wizards!\Move!\Jackasses!\Give me back Wendy and the others!\What is he?!\That crazy bastard is scary! And he'll catch up to us at this rate! response:	What do we do?!
context: Leave him to me!\This is the best way to deal with wizards!\Move!\Jackasses!\Give me back Wendy and the others!\What is he?!\That crazy bastard is scary! And he'll catch up to us at this rate!\What do we do?! response:	No other choice! We dump these two!
context: This is the best way to deal with wizards!\Move!\Jackasses!\Give me back Wendy and the others!\What is he?!\That crazy bastard is scary! And he'll catch up to us at this rate!\What do we do?!\No other choice! We dump these two! response:	D-Don't be an idiot!
context: Move!\Jackasses!\Give me back Wendy and the others!\What is he?!\That crazy bastard is scary! And he'll catch up to us at this rate!\What do we do?!\No other choice! We dump these two!\D-Don't be an idiot! response:	The order was to get the girl in the infirmary!
context: Jackasses!\Give me back Wendy and the others!\What is he?!\That crazy bastard is scary! And he'll catch up to us at this rate!\What do we do?!\No other choice! We dump these two!\D-Don't be an idiot!\The order was to get the girl in the infirmary! response:	An old bag and some cat aren't girls!
context: Give me back Wendy and the others!\What is he?!\That crazy bastard is scary! And he'll catch up to us at this rate!\What do we do?!\No other choice! We dump these two!\D-Don't be an idiot!\The order was to get the girl in the infirmary!\An old bag and some cat aren't girls! response:	Then why'd we bring them?!
context: What is he?!\That crazy bastard is scary! And he'll catch up to us at this rate!\What do we do?!\No other choice! We dump these two!\D-Don't be an idiot!\The order was to get the girl in the infirmary!\An old bag and some cat aren't girls!\Then why'd we bring them?! response:	Wait, when you look at this old woman from a certain angle...
context: That crazy bastard is scary! And he'll catch up to us at this rate!\What do we do?!\No other choice! We dump these two!\D-Don't be an idiot!\The order was to get the girl in the infirmary!\An old bag and some cat aren't girls!\Then why'd we bring them?!\Wait, when you look at this old woman from a certain angle... response:	She's no girl!
context: What do we do?!\No other choice! We dump these two!\D-Don't be an idiot!\The order was to get the girl in the infirmary!\An old bag and some cat aren't girls!\Then why'd we bring them?!\Wait, when you look at this old woman from a certain angle...\She's no girl! response:	Who gave you the order?!
context: No other choice! We dump these two!\D-Don't be an idiot!\The order was to get the girl in the infirmary!\An old bag and some cat aren't girls!\Then why'd we bring them?!\Wait, when you look at this old woman from a certain angle...\She's no girl!\Who gave you the order?! response:	We're done for!
context: D-Don't be an idiot!\The order was to get the girl in the infirmary!\An old bag and some cat aren't girls!\Then why'd we bring them?!\Wait, when you look at this old woman from a certain angle...\She's no girl!\Who gave you the order?!\We're done for! response:	Oh my! This is unquestionably a one-sided match!
context: The order was to get the girl in the infirmary!\An old bag and some cat aren't girls!\Then why'd we bring them?!\Wait, when you look at this old woman from a certain angle...\She's no girl!\Who gave you the order?!\We're done for!\Oh my! This is unquestionably a one-sided match! response:	Elfman can't land a blow!
context: An old bag and some cat aren't girls!\Then why'd we bring them?!\Wait, when you look at this old woman from a certain angle...\She's no girl!\Who gave you the order?!\We're done for!\Oh my! This is unquestionably a one-sided match!\Elfman can't land a blow! response:	Beautiful sisters all to myself... Nice...
context: Then why'd we bring them?!\Wait, when you look at this old woman from a certain angle...\She's no girl!\Who gave you the order?!\We're done for!\Oh my! This is unquestionably a one-sided match!\Elfman can't land a blow!\Beautiful sisters all to myself... Nice... response:	H-Hey, is that...?
context: Wait, when you look at this old woman from a certain angle...\She's no girl!\Who gave you the order?!\We're done for!\Oh my! This is unquestionably a one-sided match!\Elfman can't land a blow!\Beautiful sisters all to myself... Nice...\H-Hey, is that...? response:	I can see how he'd fight you to a draw, Erza.
context: She's no girl!\Who gave you the order?!\We're done for!\Oh my! This is unquestionably a one-sided match!\Elfman can't land a blow!\Beautiful sisters all to myself... Nice...\H-Hey, is that...?\I can see how he'd fight you to a draw, Erza. response:	No, what's really hard to deal with is coming up.
context: Who gave you the order?!\We're done for!\Oh my! This is unquestionably a one-sided match!\Elfman can't land a blow!\Beautiful sisters all to myself... Nice...\H-Hey, is that...?\I can see how he'd fight you to a draw, Erza.\No, what's really hard to deal with is coming up. response:	Elf-nii-chan...
context: We're done for!\Oh my! This is unquestionably a one-sided match!\Elfman can't land a blow!\Beautiful sisters all to myself... Nice...\H-Hey, is that...?\I can see how he'd fight you to a draw, Erza.\No, what's really hard to deal with is coming up.\Elf-nii-chan... response:	Don't worry! He's a man who gets down to business when he needs to, right?
context: Oh my! This is unquestionably a one-sided match!\Elfman can't land a blow!\Beautiful sisters all to myself... Nice...\H-Hey, is that...?\I can see how he'd fight you to a draw, Erza.\No, what's really hard to deal with is coming up.\Elf-nii-chan...\Don't worry! He's a man who gets down to business when he needs to, right? response:	Yeah. That's true...
context: Elfman can't land a blow!\Beautiful sisters all to myself... Nice...\H-Hey, is that...?\I can see how he'd fight you to a draw, Erza.\No, what's really hard to deal with is coming up.\Elf-nii-chan...\Don't worry! He's a man who gets down to business when he needs to, right?\Yeah. That's true... response:	Go, Elfman!
context: Beautiful sisters all to myself... Nice...\H-Hey, is that...?\I can see how he'd fight you to a draw, Erza.\No, what's really hard to deal with is coming up.\Elf-nii-chan...\Don't worry! He's a man who gets down to business when he needs to, right?\Yeah. That's true...\Go, Elfman! response:	Beast Soul: Weretiger!
context: H-Hey, is that...?\I can see how he'd fight you to a draw, Erza.\No, what's really hard to deal with is coming up.\Elf-nii-chan...\Don't worry! He's a man who gets down to business when he needs to, right?\Yeah. That's true...\Go, Elfman!\Beast Soul: Weretiger! response:	A lightning-quick Take Over!
context: I can see how he'd fight you to a draw, Erza.\No, what's really hard to deal with is coming up.\Elf-nii-chan...\Don't worry! He's a man who gets down to business when he needs to, right?\Yeah. That's true...\Go, Elfman!\Beast Soul: Weretiger!\A lightning-quick Take Over! response:	If his attacks hit now...
context: No, what's really hard to deal with is coming up.\Elf-nii-chan...\Don't worry! He's a man who gets down to business when he needs to, right?\Yeah. That's true...\Go, Elfman!\Beast Soul: Weretiger!\A lightning-quick Take Over!\If his attacks hit now... response:	Wild...
context: Elf-nii-chan...\Don't worry! He's a man who gets down to business when he needs to, right?\Yeah. That's true...\Go, Elfman!\Beast Soul: Weretiger!\A lightning-quick Take Over!\If his attacks hit now...\Wild... response:	Even at that speed,
context: Don't worry! He's a man who gets down to business when he needs to, right?\Yeah. That's true...\Go, Elfman!\Beast Soul: Weretiger!\A lightning-quick Take Over!\If his attacks hit now...\Wild...\Even at that speed, response:	Elfman's attacks aren't landing at all!
context: Yeah. That's true...\Go, Elfman!\Beast Soul: Weretiger!\A lightning-quick Take Over!\If his attacks hit now...\Wild...\Even at that speed,\Elfman's attacks aren't landing at all! response:	Maybe it's because of that guy's weird movements...
context: Go, Elfman!\Beast Soul: Weretiger!\A lightning-quick Take Over!\If his attacks hit now...\Wild...\Even at that speed,\Elfman's attacks aren't landing at all!\Maybe it's because of that guy's weird movements... response:	His magic
context: Beast Soul: Weretiger!\A lightning-quick Take Over!\If his attacks hit now...\Wild...\Even at that speed,\Elfman's attacks aren't landing at all!\Maybe it's because of that guy's weird movements...\His magic response:	is actually pretty orthodox. It's a type where magic converges in the palms of his hands.
context: A lightning-quick Take Over!\If his attacks hit now...\Wild...\Even at that speed,\Elfman's attacks aren't landing at all!\Maybe it's because of that guy's weird movements...\His magic\is actually pretty orthodox. It's a type where magic converges in the palms of his hands. response:	But the secret of his strength
context: If his attacks hit now...\Wild...\Even at that speed,\Elfman's attacks aren't landing at all!\Maybe it's because of that guy's weird movements...\His magic\is actually pretty orthodox. It's a type where magic converges in the palms of his hands.\But the secret of his strength response:	is mastery of a martial art that allows him to maximize that magic.
context: Wild...\Even at that speed,\Elfman's attacks aren't landing at all!\Maybe it's because of that guy's weird movements...\His magic\is actually pretty orthodox. It's a type where magic converges in the palms of his hands.\But the secret of his strength\is mastery of a martial art that allows him to maximize that magic. response:	The style of martial art is called Cleaving Hook Palm
context: Even at that speed,\Elfman's attacks aren't landing at all!\Maybe it's because of that guy's weird movements...\His magic\is actually pretty orthodox. It's a type where magic converges in the palms of his hands.\But the secret of his strength\is mastery of a martial art that allows him to maximize that magic.\The style of martial art is called Cleaving Hook Palm response:	and that characteristic stance is used to deliver skillful palm strikes.
context: Elfman's attacks aren't landing at all!\Maybe it's because of that guy's weird movements...\His magic\is actually pretty orthodox. It's a type where magic converges in the palms of his hands.\But the secret of his strength\is mastery of a martial art that allows him to maximize that magic.\The style of martial art is called Cleaving Hook Palm\and that characteristic stance is used to deliver skillful palm strikes. response:	Palm strikes...
context: Maybe it's because of that guy's weird movements...\His magic\is actually pretty orthodox. It's a type where magic converges in the palms of his hands.\But the secret of his strength\is mastery of a martial art that allows him to maximize that magic.\The style of martial art is called Cleaving Hook Palm\and that characteristic stance is used to deliver skillful palm strikes.\Palm strikes... response:	What was even more fearsome
context: His magic\is actually pretty orthodox. It's a type where magic converges in the palms of his hands.\But the secret of his strength\is mastery of a martial art that allows him to maximize that magic.\The style of martial art is called Cleaving Hook Palm\and that characteristic stance is used to deliver skillful palm strikes.\Palm strikes...\What was even more fearsome response:	is when he improved on that martial art,
context: is actually pretty orthodox. It's a type where magic converges in the palms of his hands.\But the secret of his strength\is mastery of a martial art that allows him to maximize that magic.\The style of martial art is called Cleaving Hook Palm\and that characteristic stance is used to deliver skillful palm strikes.\Palm strikes...\What was even more fearsome\is when he improved on that martial art, response:	devising Drunken Cleaving Hook Palm.
context: But the secret of his strength\is mastery of a martial art that allows him to maximize that magic.\The style of martial art is called Cleaving Hook Palm\and that characteristic stance is used to deliver skillful palm strikes.\Palm strikes...\What was even more fearsome\is when he improved on that martial art,\devising Drunken Cleaving Hook Palm. response:	Drunken...
context: is mastery of a martial art that allows him to maximize that magic.\The style of martial art is called Cleaving Hook Palm\and that characteristic stance is used to deliver skillful palm strikes.\Palm strikes...\What was even more fearsome\is when he improved on that martial art,\devising Drunken Cleaving Hook Palm.\Drunken... response:	You mean he's drunk?
context: The style of martial art is called Cleaving Hook Palm\and that characteristic stance is used to deliver skillful palm strikes.\Palm strikes...\What was even more fearsome\is when he improved on that martial art,\devising Drunken Cleaving Hook Palm.\Drunken...\You mean he's drunk? response:	That's right.
context: and that characteristic stance is used to deliver skillful palm strikes.\Palm strikes...\What was even more fearsome\is when he improved on that martial art,\devising Drunken Cleaving Hook Palm.\Drunken...\You mean he's drunk?\That's right. response:	It's impossible to predict the attacks of a drunken hawk.
context: Palm strikes...\What was even more fearsome\is when he improved on that martial art,\devising Drunken Cleaving Hook Palm.\Drunken...\You mean he's drunk?\That's right.\It's impossible to predict the attacks of a drunken hawk. response:	On top of that, his destructive force has been beefed up, making him a shoo-in to win.
context: What was even more fearsome\is when he improved on that martial art,\devising Drunken Cleaving Hook Palm.\Drunken...\You mean he's drunk?\That's right.\It's impossible to predict the attacks of a drunken hawk.\On top of that, his destructive force has been beefed up, making him a shoo-in to win. response:	Even so, that's not the problem.
context: is when he improved on that martial art,\devising Drunken Cleaving Hook Palm.\Drunken...\You mean he's drunk?\That's right.\It's impossible to predict the attacks of a drunken hawk.\On top of that, his destructive force has been beefed up, making him a shoo-in to win.\Even so, that's not the problem. response:	He hasn't had even one drop of booze yet.
context: devising Drunken Cleaving Hook Palm.\Drunken...\You mean he's drunk?\That's right.\It's impossible to predict the attacks of a drunken hawk.\On top of that, his destructive force has been beefed up, making him a shoo-in to win.\Even so, that's not the problem.\He hasn't had even one drop of booze yet. response:	Cleaving Hook Palm...
context: Drunken...\You mean he's drunk?\That's right.\It's impossible to predict the attacks of a drunken hawk.\On top of that, his destructive force has been beefed up, making him a shoo-in to win.\Even so, that's not the problem.\He hasn't had even one drop of booze yet.\Cleaving Hook Palm... response:	That's an unusual style of martial art.
context: You mean he's drunk?\That's right.\It's impossible to predict the attacks of a drunken hawk.\On top of that, his destructive force has been beefed up, making him a shoo-in to win.\Even so, that's not the problem.\He hasn't had even one drop of booze yet.\Cleaving Hook Palm...\That's an unusual style of martial art. response:	Actually, I've never seen it myself.
context: That's right.\It's impossible to predict the attacks of a drunken hawk.\On top of that, his destructive force has been beefed up, making him a shoo-in to win.\Even so, that's not the problem.\He hasn't had even one drop of booze yet.\Cleaving Hook Palm...\That's an unusual style of martial art.\Actually, I've never seen it myself. response:	Cool!
context: It's impossible to predict the attacks of a drunken hawk.\On top of that, his destructive force has been beefed up, making him a shoo-in to win.\Even so, that's not the problem.\He hasn't had even one drop of booze yet.\Cleaving Hook Palm...\That's an unusual style of martial art.\Actually, I've never seen it myself.\Cool! response:	Hey, is that...
context: On top of that, his destructive force has been beefed up, making him a shoo-in to win.\Even so, that's not the problem.\He hasn't had even one drop of booze yet.\Cleaving Hook Palm...\That's an unusual style of martial art.\Actually, I've never seen it myself.\Cool!\Hey, is that... response:	The move we saw at the tavern incident.
context: Even so, that's not the problem.\He hasn't had even one drop of booze yet.\Cleaving Hook Palm...\That's an unusual style of martial art.\Actually, I've never seen it myself.\Cool!\Hey, is that...\The move we saw at the tavern incident. response:	Dammit. Isn't there anything he can do?
context: He hasn't had even one drop of booze yet.\Cleaving Hook Palm...\That's an unusual style of martial art.\Actually, I've never seen it myself.\Cool!\Hey, is that...\The move we saw at the tavern incident.\Dammit. Isn't there anything he can do? response:	He'll figure out a way.
context: Cleaving Hook Palm...\That's an unusual style of martial art.\Actually, I've never seen it myself.\Cool!\Hey, is that...\The move we saw at the tavern incident.\Dammit. Isn't there anything he can do?\He'll figure out a way. response:	He's more than just a big lug.
context: That's an unusual style of martial art.\Actually, I've never seen it myself.\Cool!\Hey, is that...\The move we saw at the tavern incident.\Dammit. Isn't there anything he can do?\He'll figure out a way.\He's more than just a big lug. response:	That's right.
context: Actually, I've never seen it myself.\Cool!\Hey, is that...\The move we saw at the tavern incident.\Dammit. Isn't there anything he can do?\He'll figure out a way.\He's more than just a big lug.\That's right. response:	We've got to believe in him!
context: Cool!\Hey, is that...\The move we saw at the tavern incident.\Dammit. Isn't there anything he can do?\He'll figure out a way.\He's more than just a big lug.\That's right.\We've got to believe in him! response:	Wild...
context: Hey, is that...\The move we saw at the tavern incident.\Dammit. Isn't there anything he can do?\He'll figure out a way.\He's more than just a big lug.\That's right.\We've got to believe in him!\Wild... response:	Stand up, Elfman!
context: The move we saw at the tavern incident.\Dammit. Isn't there anything he can do?\He'll figure out a way.\He's more than just a big lug.\That's right.\We've got to believe in him!\Wild...\Stand up, Elfman! response:	The movements of drunken Bacchus are as powerful as they are unpredictable.
context: Dammit. Isn't there anything he can do?\He'll figure out a way.\He's more than just a big lug.\That's right.\We've got to believe in him!\Wild...\Stand up, Elfman!\The movements of drunken Bacchus are as powerful as they are unpredictable. response:	Huh?
context: He'll figure out a way.\He's more than just a big lug.\That's right.\We've got to believe in him!\Wild...\Stand up, Elfman!\The movements of drunken Bacchus are as powerful as they are unpredictable.\Huh? response:	But he hasn't had anything to drink yet, right?
context: He's more than just a big lug.\That's right.\We've got to believe in him!\Wild...\Stand up, Elfman!\The movements of drunken Bacchus are as powerful as they are unpredictable.\Huh?\But he hasn't had anything to drink yet, right? response:	Then...
context: That's right.\We've got to believe in him!\Wild...\Stand up, Elfman!\The movements of drunken Bacchus are as powerful as they are unpredictable.\Huh?\But he hasn't had anything to drink yet, right?\Then... response:	He isn't trying hard at all.
context: We've got to believe in him!\Wild...\Stand up, Elfman!\The movements of drunken Bacchus are as powerful as they are unpredictable.\Huh?\But he hasn't had anything to drink yet, right?\Then...\He isn't trying hard at all. response:	Oh, my! Elfman's Take Over has come undone!
context: Wild...\Stand up, Elfman!\The movements of drunken Bacchus are as powerful as they are unpredictable.\Huh?\But he hasn't had anything to drink yet, right?\Then...\He isn't trying hard at all.\Oh, my! Elfman's Take Over has come undone! response:	Not only has he consumed a lot of magic power,
context: Stand up, Elfman!\The movements of drunken Bacchus are as powerful as they are unpredictable.\Huh?\But he hasn't had anything to drink yet, right?\Then...\He isn't trying hard at all.\Oh, my! Elfman's Take Over has come undone!\Not only has he consumed a lot of magic power, response:	but it also goes to show how powerful that attack was.
context: The movements of drunken Bacchus are as powerful as they are unpredictable.\Huh?\But he hasn't had anything to drink yet, right?\Then...\He isn't trying hard at all.\Oh, my! Elfman's Take Over has come undone!\Not only has he consumed a lot of magic power,\but it also goes to show how powerful that attack was. response:	Cleaving Hook Palm is cool!
context: Huh?\But he hasn't had anything to drink yet, right?\Then...\He isn't trying hard at all.\Oh, my! Elfman's Take Over has come undone!\Not only has he consumed a lot of magic power,\but it also goes to show how powerful that attack was.\Cleaving Hook Palm is cool! response:	You're a man, aren't you?
context: But he hasn't had anything to drink yet, right?\Then...\He isn't trying hard at all.\Oh, my! Elfman's Take Over has come undone!\Not only has he consumed a lot of magic power,\but it also goes to show how powerful that attack was.\Cleaving Hook Palm is cool!\You're a man, aren't you? response:	You will keep your promise, right?
context: Then...\He isn't trying hard at all.\Oh, my! Elfman's Take Over has come undone!\Not only has he consumed a lot of magic power,\but it also goes to show how powerful that attack was.\Cleaving Hook Palm is cool!\You're a man, aren't you?\You will keep your promise, right? response:	Can't Elfman rise again?!
context: He isn't trying hard at all.\Oh, my! Elfman's Take Over has come undone!\Not only has he consumed a lot of magic power,\but it also goes to show how powerful that attack was.\Cleaving Hook Palm is cool!\You're a man, aren't you?\You will keep your promise, right?\Can't Elfman rise again?! response:	I forgot one important thing.
context: Oh, my! Elfman's Take Over has come undone!\Not only has he consumed a lot of magic power,\but it also goes to show how powerful that attack was.\Cleaving Hook Palm is cool!\You're a man, aren't you?\You will keep your promise, right?\Can't Elfman rise again?!\I forgot one important thing. response:	Today, the Grand Magic Games official mascot-slash-judge,
context: Not only has he consumed a lot of magic power,\but it also goes to show how powerful that attack was.\Cleaving Hook Palm is cool!\You're a man, aren't you?\You will keep your promise, right?\Can't Elfman rise again?!\I forgot one important thing.\Today, the Grand Magic Games official mascot-slash-judge, response:	Mato-kun, has the day off,
context: but it also goes to show how powerful that attack was.\Cleaving Hook Palm is cool!\You're a man, aren't you?\You will keep your promise, right?\Can't Elfman rise again?!\I forgot one important thing.\Today, the Grand Magic Games official mascot-slash-judge,\Mato-kun, has the day off, response:	so I'm filling in as the judge, too.
context: Cleaving Hook Palm is cool!\You're a man, aren't you?\You will keep your promise, right?\Can't Elfman rise again?!\I forgot one important thing.\Today, the Grand Magic Games official mascot-slash-judge,\Mato-kun, has the day off,\so I'm filling in as the judge, too. response:	Two roles! Cool! Two roles, cool!
context: You're a man, aren't you?\You will keep your promise, right?\Can't Elfman rise again?!\I forgot one important thing.\Today, the Grand Magic Games official mascot-slash-judge,\Mato-kun, has the day off,\so I'm filling in as the judge, too.\Two roles! Cool! Two roles, cool! response:	The day off?!
context: You will keep your promise, right?\Can't Elfman rise again?!\I forgot one important thing.\Today, the Grand Magic Games official mascot-slash-judge,\Mato-kun, has the day off,\so I'm filling in as the judge, too.\Two roles! Cool! Two roles, cool!\The day off?! response:	Why? All he needs to take a break is change his innards.
context: Can't Elfman rise again?!\I forgot one important thing.\Today, the Grand Magic Games official mascot-slash-judge,\Mato-kun, has the day off,\so I'm filling in as the judge, too.\Two roles! Cool! Two roles, cool!\The day off?!\Why? All he needs to take a break is change his innards. response:	You shouldn't say innards!
context: I forgot one important thing.\Today, the Grand Magic Games official mascot-slash-judge,\Mato-kun, has the day off,\so I'm filling in as the judge, too.\Two roles! Cool! Two roles, cool!\The day off?!\Why? All he needs to take a break is change his innards.\You shouldn't say innards! response:	So you are standing up? I guess all that repetition of the word man wasn't for nothing.
context: Today, the Grand Magic Games official mascot-slash-judge,\Mato-kun, has the day off,\so I'm filling in as the judge, too.\Two roles! Cool! Two roles, cool!\The day off?!\Why? All he needs to take a break is change his innards.\You shouldn't say innards!\So you are standing up? I guess all that repetition of the word man wasn't for nothing. response:	Come to think of it, I didn't decide yet, hound dog.
context: Mato-kun, has the day off,\so I'm filling in as the judge, too.\Two roles! Cool! Two roles, cool!\The day off?!\Why? All he needs to take a break is change his innards.\You shouldn't say innards!\So you are standing up? I guess all that repetition of the word man wasn't for nothing.\Come to think of it, I didn't decide yet, hound dog. response:	The bet... What happens if I win...
context: so I'm filling in as the judge, too.\Two roles! Cool! Two roles, cool!\The day off?!\Why? All he needs to take a break is change his innards.\You shouldn't say innards!\So you are standing up? I guess all that repetition of the word man wasn't for nothing.\Come to think of it, I didn't decide yet, hound dog.\The bet... What happens if I win... response:	Well, there's no chance of that,
context: Two roles! Cool! Two roles, cool!\The day off?!\Why? All he needs to take a break is change his innards.\You shouldn't say innards!\So you are standing up? I guess all that repetition of the word man wasn't for nothing.\Come to think of it, I didn't decide yet, hound dog.\The bet... What happens if I win...\Well, there's no chance of that, response:	so go ahead, whatever you want.
context: The day off?!\Why? All he needs to take a break is change his innards.\You shouldn't say innards!\So you are standing up? I guess all that repetition of the word man wasn't for nothing.\Come to think of it, I didn't decide yet, hound dog.\The bet... What happens if I win...\Well, there's no chance of that,\so go ahead, whatever you want. response:	If I win, the name of your guild
context: Why? All he needs to take a break is change his innards.\You shouldn't say innards!\So you are standing up? I guess all that repetition of the word man wasn't for nothing.\Come to think of it, I didn't decide yet, hound dog.\The bet... What happens if I win...\Well, there's no chance of that,\so go ahead, whatever you want.\If I win, the name of your guild response:	is Quatro Puppy for the duration of the Games.
