context: Aah... response:	Another peaceful day...
context: Huh? Really?\Ah! Still, if there's something I really like...\I'm sure I won't be able to stop myself.\I-I-I'm sorry!\This is no help at all, is it?\That's not true.\Thank you, Ebina.\Umaru! response:	Umaru! I bought a game too!
context: Ah! Still, if there's something I really like...\I'm sure I won't be able to stop myself.\I-I-I'm sorry!\This is no help at all, is it?\That's not true.\Thank you, Ebina.\Umaru!\Umaru! I bought a game too! response:	Huh? What gives?!
context: I'm sure I won't be able to stop myself.\I-I-I'm sorry!\This is no help at all, is it?\That's not true.\Thank you, Ebina.\Umaru!\Umaru! I bought a game too!\Huh? What gives?! response:	Well, it looks like a lot of fun.
context: I-I-I'm sorry!\This is no help at all, is it?\That's not true.\Thank you, Ebina.\Umaru!\Umaru! I bought a game too!\Huh? What gives?!\Well, it looks like a lot of fun. response:	You're ready to hop on the big wave, huh?
context: This is no help at all, is it?\That's not true.\Thank you, Ebina.\Umaru!\Umaru! I bought a game too!\Huh? What gives?!\Well, it looks like a lot of fun.\You're ready to hop on the big wave, huh? response:	Let's play co-op!
context: That's not true.\Thank you, Ebina.\Umaru!\Umaru! I bought a game too!\Huh? What gives?!\Well, it looks like a lot of fun.\You're ready to hop on the big wave, huh?\Let's play co-op! response:	Well, let's stop here.
context: Thank you, Ebina.\Umaru!\Umaru! I bought a game too!\Huh? What gives?!\Well, it looks like a lot of fun.\You're ready to hop on the big wave, huh?\Let's play co-op!\Well, let's stop here. response:	Huh? But we've only been playing for an hour!
context: Umaru!\Umaru! I bought a game too!\Huh? What gives?!\Well, it looks like a lot of fun.\You're ready to hop on the big wave, huh?\Let's play co-op!\Well, let's stop here.\Huh? But we've only been playing for an hour! response:	When a game's as fun as this, it's a shame to play too much at once, right?
context: Umaru! I bought a game too!\Huh? What gives?!\Well, it looks like a lot of fun.\You're ready to hop on the big wave, huh?\Let's play co-op!\Well, let's stop here.\Huh? But we've only been playing for an hour!\When a game's as fun as this, it's a shame to play too much at once, right? response:	I like to enjoy it a little at a time. Well, time to make lunch.
context: Huh? What gives?!\Well, it looks like a lot of fun.\You're ready to hop on the big wave, huh?\Let's play co-op!\Well, let's stop here.\Huh? But we've only been playing for an hour!\When a game's as fun as this, it's a shame to play too much at once, right?\I like to enjoy it a little at a time. Well, time to make lunch. response:	When she likes something, she just can't quit.
context: Well, it looks like a lot of fun.\You're ready to hop on the big wave, huh?\Let's play co-op!\Well, let's stop here.\Huh? But we've only been playing for an hour!\When a game's as fun as this, it's a shame to play too much at once, right?\I like to enjoy it a little at a time. Well, time to make lunch.\When she likes something, she just can't quit. response:	That's why I'll teach her...
context: You're ready to hop on the big wave, huh?\Let's play co-op!\Well, let's stop here.\Huh? But we've only been playing for an hour!\When a game's as fun as this, it's a shame to play too much at once, right?\I like to enjoy it a little at a time. Well, time to make lunch.\When she likes something, she just can't quit.\That's why I'll teach her... response:	the way to TRULY enjoy something.
context: Let's play co-op!\Well, let's stop here.\Huh? But we've only been playing for an hour!\When a game's as fun as this, it's a shame to play too much at once, right?\I like to enjoy it a little at a time. Well, time to make lunch.\When she likes something, she just can't quit.\That's why I'll teach her...\the way to TRULY enjoy something. response:	This super rare item...
context: Well, let's stop here.\Huh? But we've only been playing for an hour!\When a game's as fun as this, it's a shame to play too much at once, right?\I like to enjoy it a little at a time. Well, time to make lunch.\When she likes something, she just can't quit.\That's why I'll teach her...\the way to TRULY enjoy something.\This super rare item... response:	Our collection's complete!
context: Huh? But we've only been playing for an hour!\When a game's as fun as this, it's a shame to play too much at once, right?\I like to enjoy it a little at a time. Well, time to make lunch.\When she likes something, she just can't quit.\That's why I'll teach her...\the way to TRULY enjoy something.\This super rare item...\Our collection's complete! response:	It sure was a long road getting here!
context: When a game's as fun as this, it's a shame to play too much at once, right?\I like to enjoy it a little at a time. Well, time to make lunch.\When she likes something, she just can't quit.\That's why I'll teach her...\the way to TRULY enjoy something.\This super rare item...\Our collection's complete!\It sure was a long road getting here! response:	These modern games have gotten pretty tough, huh?
context: I like to enjoy it a little at a time. Well, time to make lunch.\When she likes something, she just can't quit.\That's why I'll teach her...\the way to TRULY enjoy something.\This super rare item...\Our collection's complete!\It sure was a long road getting here!\These modern games have gotten pretty tough, huh? response:	Anyway...
context: When she likes something, she just can't quit.\That's why I'll teach her...\the way to TRULY enjoy something.\This super rare item...\Our collection's complete!\It sure was a long road getting here!\These modern games have gotten pretty tough, huh?\Anyway... response:	At least now she'll have gotten over Chomp Chomp Watching.
context: That's why I'll teach her...\the way to TRULY enjoy something.\This super rare item...\Our collection's complete!\It sure was a long road getting here!\These modern games have gotten pretty tough, huh?\Anyway...\At least now she'll have gotten over Chomp Chomp Watching. response:	Everyone out there...!
context: the way to TRULY enjoy something.\This super rare item...\Our collection's complete!\It sure was a long road getting here!\These modern games have gotten pretty tough, huh?\Anyway...\At least now she'll have gotten over Chomp Chomp Watching.\Everyone out there...! response:	We have a big announcement!
context: This super rare item...\Our collection's complete!\It sure was a long road getting here!\These modern games have gotten pretty tough, huh?\Anyway...\At least now she'll have gotten over Chomp Chomp Watching.\Everyone out there...!\We have a big announcement! response:	Chomp Chomp Watching 2 will be going on sale soon!
context: Our collection's complete!\It sure was a long road getting here!\These modern games have gotten pretty tough, huh?\Anyway...\At least now she'll have gotten over Chomp Chomp Watching.\Everyone out there...!\We have a big announcement!\Chomp Chomp Watching 2 will be going on sale soon! response:	And this time, there will be different versions: Truffle, Foie Gras, and Caviar!
context: It sure was a long road getting here!\These modern games have gotten pretty tough, huh?\Anyway...\At least now she'll have gotten over Chomp Chomp Watching.\Everyone out there...!\We have a big announcement!\Chomp Chomp Watching 2 will be going on sale soon!\And this time, there will be different versions: Truffle, Foie Gras, and Caviar! response:	Y-you!
context: These modern games have gotten pretty tough, huh?\Anyway...\At least now she'll have gotten over Chomp Chomp Watching.\Everyone out there...!\We have a big announcement!\Chomp Chomp Watching 2 will be going on sale soon!\And this time, there will be different versions: Truffle, Foie Gras, and Caviar!\Y-you! response:	It can't be...
context: Anyway...\At least now she'll have gotten over Chomp Chomp Watching.\Everyone out there...!\We have a big announcement!\Chomp Chomp Watching 2 will be going on sale soon!\And this time, there will be different versions: Truffle, Foie Gras, and Caviar!\Y-you!\It can't be... response:	With that horn, there's no doubt about it...
context: At least now she'll have gotten over Chomp Chomp Watching.\Everyone out there...!\We have a big announcement!\Chomp Chomp Watching 2 will be going on sale soon!\And this time, there will be different versions: Truffle, Foie Gras, and Caviar!\Y-you!\It can't be...\With that horn, there's no doubt about it... response:	It's the demon.
context: Everyone out there...!\We have a big announcement!\Chomp Chomp Watching 2 will be going on sale soon!\And this time, there will be different versions: Truffle, Foie Gras, and Caviar!\Y-you!\It can't be...\With that horn, there's no doubt about it...\It's the demon. response:	Taihei the Demon!
context: We have a big announcement!\Chomp Chomp Watching 2 will be going on sale soon!\And this time, there will be different versions: Truffle, Foie Gras, and Caviar!\Y-you!\It can't be...\With that horn, there's no doubt about it...\It's the demon.\Taihei the Demon! response:	That's how Taihei was back in high school.
context: Chomp Chomp Watching 2 will be going on sale soon!\And this time, there will be different versions: Truffle, Foie Gras, and Caviar!\Y-you!\It can't be...\With that horn, there's no doubt about it...\It's the demon.\Taihei the Demon!\That's how Taihei was back in high school. response:	Stop lying already.
context: And this time, there will be different versions: Truffle, Foie Gras, and Caviar!\Y-you!\It can't be...\With that horn, there's no doubt about it...\It's the demon.\Taihei the Demon!\That's how Taihei was back in high school.\Stop lying already. response:	Jeez, what the heck? That was a lie?
context: Y-you!\It can't be...\With that horn, there's no doubt about it...\It's the demon.\Taihei the Demon!\That's how Taihei was back in high school.\Stop lying already.\Jeez, what the heck? That was a lie? response:	Well, it was exaggerated a little but it wasn't a lie, right?
context: It can't be...\With that horn, there's no doubt about it...\It's the demon.\Taihei the Demon!\That's how Taihei was back in high school.\Stop lying already.\Jeez, what the heck? That was a lie?\Well, it was exaggerated a little but it wasn't a lie, right? response:	He was a test-taking demon who always got 100s, so they called him Taihei the Demon.
context: With that horn, there's no doubt about it...\It's the demon.\Taihei the Demon!\That's how Taihei was back in high school.\Stop lying already.\Jeez, what the heck? That was a lie?\Well, it was exaggerated a little but it wasn't a lie, right?\He was a test-taking demon who always got 100s, so they called him Taihei the Demon. response:	That's news to me.
context: It's the demon.\Taihei the Demon!\That's how Taihei was back in high school.\Stop lying already.\Jeez, what the heck? That was a lie?\Well, it was exaggerated a little but it wasn't a lie, right?\He was a test-taking demon who always got 100s, so they called him Taihei the Demon.\That's news to me. response:	They called you that all the time. Like, even when you met Kanau...
context: Taihei the Demon!\That's how Taihei was back in high school.\Stop lying already.\Jeez, what the heck? That was a lie?\Well, it was exaggerated a little but it wasn't a lie, right?\He was a test-taking demon who always got 100s, so they called him Taihei the Demon.\That's news to me.\They called you that all the time. Like, even when you met Kanau... response:	That's enough talk about the past. I'm gonna get dinner ready.
context: That's how Taihei was back in high school.\Stop lying already.\Jeez, what the heck? That was a lie?\Well, it was exaggerated a little but it wasn't a lie, right?\He was a test-taking demon who always got 100s, so they called him Taihei the Demon.\That's news to me.\They called you that all the time. Like, even when you met Kanau...\That's enough talk about the past. I'm gonna get dinner ready. response:	Is Big Brother mad?
context: Stop lying already.\Jeez, what the heck? That was a lie?\Well, it was exaggerated a little but it wasn't a lie, right?\He was a test-taking demon who always got 100s, so they called him Taihei the Demon.\That's news to me.\They called you that all the time. Like, even when you met Kanau...\That's enough talk about the past. I'm gonna get dinner ready.\Is Big Brother mad? response:	Nah, he's a good guy. He wouldn't get mad over something like this.
context: Jeez, what the heck? That was a lie?\Well, it was exaggerated a little but it wasn't a lie, right?\He was a test-taking demon who always got 100s, so they called him Taihei the Demon.\That's news to me.\They called you that all the time. Like, even when you met Kanau...\That's enough talk about the past. I'm gonna get dinner ready.\Is Big Brother mad?\Nah, he's a good guy. He wouldn't get mad over something like this. response:	Taihei wouldn't yell or do something half-cocked.
context: Well, it was exaggerated a little but it wasn't a lie, right?\He was a test-taking demon who always got 100s, so they called him Taihei the Demon.\That's news to me.\They called you that all the time. Like, even when you met Kanau...\That's enough talk about the past. I'm gonna get dinner ready.\Is Big Brother mad?\Nah, he's a good guy. He wouldn't get mad over something like this.\Taihei wouldn't yell or do something half-cocked. response:	Sure, he'll scold you, but he doesn't actually get MAD, right?
context: He was a test-taking demon who always got 100s, so they called him Taihei the Demon.\That's news to me.\They called you that all the time. Like, even when you met Kanau...\That's enough talk about the past. I'm gonna get dinner ready.\Is Big Brother mad?\Nah, he's a good guy. He wouldn't get mad over something like this.\Taihei wouldn't yell or do something half-cocked.\Sure, he'll scold you, but he doesn't actually get MAD, right? response:	Yeah...
context: That's news to me.\They called you that all the time. Like, even when you met Kanau...\That's enough talk about the past. I'm gonna get dinner ready.\Is Big Brother mad?\Nah, he's a good guy. He wouldn't get mad over something like this.\Taihei wouldn't yell or do something half-cocked.\Sure, he'll scold you, but he doesn't actually get MAD, right?\Yeah... response:	Get up, Umaru!
context: They called you that all the time. Like, even when you met Kanau...\That's enough talk about the past. I'm gonna get dinner ready.\Is Big Brother mad?\Nah, he's a good guy. He wouldn't get mad over something like this.\Taihei wouldn't yell or do something half-cocked.\Sure, he'll scold you, but he doesn't actually get MAD, right?\Yeah...\Get up, Umaru! response:	Eat your vegetables!
context: That's enough talk about the past. I'm gonna get dinner ready.\Is Big Brother mad?\Nah, he's a good guy. He wouldn't get mad over something like this.\Taihei wouldn't yell or do something half-cocked.\Sure, he'll scold you, but he doesn't actually get MAD, right?\Yeah...\Get up, Umaru!\Eat your vegetables! response:	Listen closely, Umaru...
context: Is Big Brother mad?\Nah, he's a good guy. He wouldn't get mad over something like this.\Taihei wouldn't yell or do something half-cocked.\Sure, he'll scold you, but he doesn't actually get MAD, right?\Yeah...\Get up, Umaru!\Eat your vegetables!\Listen closely, Umaru... response:	Ah! But he can get super cranky if you bug him when he's cooking.
context: Nah, he's a good guy. He wouldn't get mad over something like this.\Taihei wouldn't yell or do something half-cocked.\Sure, he'll scold you, but he doesn't actually get MAD, right?\Yeah...\Get up, Umaru!\Eat your vegetables!\Listen closely, Umaru...\Ah! But he can get super cranky if you bug him when he's cooking. response:	True enough.
context: Taihei wouldn't yell or do something half-cocked.\Sure, he'll scold you, but he doesn't actually get MAD, right?\Yeah...\Get up, Umaru!\Eat your vegetables!\Listen closely, Umaru...\Ah! But he can get super cranky if you bug him when he's cooking.\True enough. response:	Say, Tanukichi...
context: Sure, he'll scold you, but he doesn't actually get MAD, right?\Yeah...\Get up, Umaru!\Eat your vegetables!\Listen closely, Umaru...\Ah! But he can get super cranky if you bug him when he's cooking.\True enough.\Say, Tanukichi... response:	Huh? What's up?
context: Yeah...\Get up, Umaru!\Eat your vegetables!\Listen closely, Umaru...\Ah! But he can get super cranky if you bug him when he's cooking.\True enough.\Say, Tanukichi...\Huh? What's up? response:	I'd sure like to see Ebina again. Does she not come over often?
context: Get up, Umaru!\Eat your vegetables!\Listen closely, Umaru...\Ah! But he can get super cranky if you bug him when he's cooking.\True enough.\Say, Tanukichi...\Huh? What's up?\I'd sure like to see Ebina again. Does she not come over often? response:	Don't tell me...!
context: Eat your vegetables!\Listen closely, Umaru...\Ah! But he can get super cranky if you bug him when he's cooking.\True enough.\Say, Tanukichi...\Huh? What's up?\I'd sure like to see Ebina again. Does she not come over often?\Don't tell me...! response:	But, why Ebina?
context: Listen closely, Umaru...\Ah! But he can get super cranky if you bug him when he's cooking.\True enough.\Say, Tanukichi...\Huh? What's up?\I'd sure like to see Ebina again. Does she not come over often?\Don't tell me...!\But, why Ebina? response:	Oh! You wanna hear, Tanukichi?
context: Ah! But he can get super cranky if you bug him when he's cooking.\True enough.\Say, Tanukichi...\Huh? What's up?\I'd sure like to see Ebina again. Does she not come over often?\Don't tell me...!\But, why Ebina?\Oh! You wanna hear, Tanukichi? response:	Ebina is SUPER kind, right?
context: True enough.\Say, Tanukichi...\Huh? What's up?\I'd sure like to see Ebina again. Does she not come over often?\Don't tell me...!\But, why Ebina?\Oh! You wanna hear, Tanukichi?\Ebina is SUPER kind, right? response:	Yeah...
context: Say, Tanukichi...\Huh? What's up?\I'd sure like to see Ebina again. Does she not come over often?\Don't tell me...!\But, why Ebina?\Oh! You wanna hear, Tanukichi?\Ebina is SUPER kind, right?\Yeah... response:	I started thinking, a girl like that could make friends with my sister for sure.
context: Huh? What's up?\I'd sure like to see Ebina again. Does she not come over often?\Don't tell me...!\But, why Ebina?\Oh! You wanna hear, Tanukichi?\Ebina is SUPER kind, right?\Yeah...\I started thinking, a girl like that could make friends with my sister for sure. response:	Sis always has a scary look on her face, so I don't think she has many friends.
context: I'd sure like to see Ebina again. Does she not come over often?\Don't tell me...!\But, why Ebina?\Oh! You wanna hear, Tanukichi?\Ebina is SUPER kind, right?\Yeah...\I started thinking, a girl like that could make friends with my sister for sure.\Sis always has a scary look on her face, so I don't think she has many friends. response:	Ebina doesn't seem like the type who'd worry about that, right?
context: Don't tell me...!\But, why Ebina?\Oh! You wanna hear, Tanukichi?\Ebina is SUPER kind, right?\Yeah...\I started thinking, a girl like that could make friends with my sister for sure.\Sis always has a scary look on her face, so I don't think she has many friends.\Ebina doesn't seem like the type who'd worry about that, right? response:	You're a good guy, Bomba! Ebina would-
context: But, why Ebina?\Oh! You wanna hear, Tanukichi?\Ebina is SUPER kind, right?\Yeah...\I started thinking, a girl like that could make friends with my sister for sure.\Sis always has a scary look on her face, so I don't think she has many friends.\Ebina doesn't seem like the type who'd worry about that, right?\You're a good guy, Bomba! Ebina would- response:	Huh? For real?! Like, what's good?
context: Oh! You wanna hear, Tanukichi?\Ebina is SUPER kind, right?\Yeah...\I started thinking, a girl like that could make friends with my sister for sure.\Sis always has a scary look on her face, so I don't think she has many friends.\Ebina doesn't seem like the type who'd worry about that, right?\You're a good guy, Bomba! Ebina would-\Huh? For real?! Like, what's good? response:	Seriously, what's good?!
context: Ebina is SUPER kind, right?\Yeah...\I started thinking, a girl like that could make friends with my sister for sure.\Sis always has a scary look on her face, so I don't think she has many friends.\Ebina doesn't seem like the type who'd worry about that, right?\You're a good guy, Bomba! Ebina would-\Huh? For real?! Like, what's good?\Seriously, what's good?! response:	I often think to myself, Self, you ARE a good guy!
context: Yeah...\I started thinking, a girl like that could make friends with my sister for sure.\Sis always has a scary look on her face, so I don't think she has many friends.\Ebina doesn't seem like the type who'd worry about that, right?\You're a good guy, Bomba! Ebina would-\Huh? For real?! Like, what's good?\Seriously, what's good?!\I often think to myself, Self, you ARE a good guy! response:	Like, I think the area around my eyes TOTALLY makes me look like a good guy, right?
context: I started thinking, a girl like that could make friends with my sister for sure.\Sis always has a scary look on her face, so I don't think she has many friends.\Ebina doesn't seem like the type who'd worry about that, right?\You're a good guy, Bomba! Ebina would-\Huh? For real?! Like, what's good?\Seriously, what's good?!\I often think to myself, Self, you ARE a good guy!\Like, I think the area around my eyes TOTALLY makes me look like a good guy, right? response:	You really get me, Tanukichi!
context: Sis always has a scary look on her face, so I don't think she has many friends.\Ebina doesn't seem like the type who'd worry about that, right?\You're a good guy, Bomba! Ebina would-\Huh? For real?! Like, what's good?\Seriously, what's good?!\I often think to myself, Self, you ARE a good guy!\Like, I think the area around my eyes TOTALLY makes me look like a good guy, right?\You really get me, Tanukichi! response:	You're in for it now!
context: Ebina doesn't seem like the type who'd worry about that, right?\You're a good guy, Bomba! Ebina would-\Huh? For real?! Like, what's good?\Seriously, what's good?!\I often think to myself, Self, you ARE a good guy!\Like, I think the area around my eyes TOTALLY makes me look like a good guy, right?\You really get me, Tanukichi!\You're in for it now! response:	They sure are getting worked up... You're in for it now!
context: You're a good guy, Bomba! Ebina would-\Huh? For real?! Like, what's good?\Seriously, what's good?!\I often think to myself, Self, you ARE a good guy!\Like, I think the area around my eyes TOTALLY makes me look like a good guy, right?\You really get me, Tanukichi!\You're in for it now!\They sure are getting worked up... You're in for it now! response:	They sure are getting worked up...
context: Huh? For real?! Like, what's good?\Seriously, what's good?!\I often think to myself, Self, you ARE a good guy!\Like, I think the area around my eyes TOTALLY makes me look like a good guy, right?\You really get me, Tanukichi!\You're in for it now!\They sure are getting worked up... You're in for it now!\They sure are getting worked up... response:	Metal Nyankosu - Metal Beam!
context: Seriously, what's good?!\I often think to myself, Self, you ARE a good guy!\Like, I think the area around my eyes TOTALLY makes me look like a good guy, right?\You really get me, Tanukichi!\You're in for it now!\They sure are getting worked up... You're in for it now!\They sure are getting worked up...\Metal Nyankosu - Metal Beam! response:	Bomba takes 105 points damage!
context: I often think to myself, Self, you ARE a good guy!\Like, I think the area around my eyes TOTALLY makes me look like a good guy, right?\You really get me, Tanukichi!\You're in for it now!\They sure are getting worked up... You're in for it now!\They sure are getting worked up...\Metal Nyankosu - Metal Beam!\Bomba takes 105 points damage! response:	Pew, pew, pew! Bomba is almost out of Life!
context: Like, I think the area around my eyes TOTALLY makes me look like a good guy, right?\You really get me, Tanukichi!\You're in for it now!\They sure are getting worked up... You're in for it now!\They sure are getting worked up...\Metal Nyankosu - Metal Beam!\Bomba takes 105 points damage!\Pew, pew, pew! Bomba is almost out of Life! response:	Ah! It's raining! I have to bring the laundry in! Pew, pew, pew! Bomba is almost out of Life!
context: You really get me, Tanukichi!\You're in for it now!\They sure are getting worked up... You're in for it now!\They sure are getting worked up...\Metal Nyankosu - Metal Beam!\Bomba takes 105 points damage!\Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Pew, pew, pew! Bomba is almost out of Life! response:	Ah! It's raining! I have to bring the laundry in! Metal Nyankosu merely shakes its head!
context: You're in for it now!\They sure are getting worked up... You're in for it now!\They sure are getting worked up...\Metal Nyankosu - Metal Beam!\Bomba takes 105 points damage!\Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Metal Nyankosu merely shakes its head! response:	Metal Nyankosu merely shakes its head!
context: They sure are getting worked up... You're in for it now!\They sure are getting worked up...\Metal Nyankosu - Metal Beam!\Bomba takes 105 points damage!\Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Metal Nyankosu merely shakes its head!\Metal Nyankosu merely shakes its head! response:	I'm going to go get it. So stay out of the kitchen!
context: They sure are getting worked up...\Metal Nyankosu - Metal Beam!\Bomba takes 105 points damage!\Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Metal Nyankosu merely shakes its head!\Metal Nyankosu merely shakes its head!\I'm going to go get it. So stay out of the kitchen! response:	Jeez, and these were almost dry!
context: Metal Nyankosu - Metal Beam!\Bomba takes 105 points damage!\Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Metal Nyankosu merely shakes its head!\Metal Nyankosu merely shakes its head!\I'm going to go get it. So stay out of the kitchen!\Jeez, and these were almost dry! response:	Let's taste test!
context: Bomba takes 105 points damage!\Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Metal Nyankosu merely shakes its head!\Metal Nyankosu merely shakes its head!\I'm going to go get it. So stay out of the kitchen!\Jeez, and these were almost dry!\Let's taste test! response:	All clear, all clear!
context: Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Metal Nyankosu merely shakes its head!\Metal Nyankosu merely shakes its head!\I'm going to go get it. So stay out of the kitchen!\Jeez, and these were almost dry!\Let's taste test!\All clear, all clear! response:	All clear, all clear.
context: Ah! It's raining! I have to bring the laundry in! Pew, pew, pew! Bomba is almost out of Life!\Ah! It's raining! I have to bring the laundry in! Metal Nyankosu merely shakes its head!\Metal Nyankosu merely shakes its head!\I'm going to go get it. So stay out of the kitchen!\Jeez, and these were almost dry!\Let's taste test!\All clear, all clear!\All clear, all clear. response:	All clear, all clear!
context: Ah! It's raining! I have to bring the laundry in! Metal Nyankosu merely shakes its head!\Metal Nyankosu merely shakes its head!\I'm going to go get it. So stay out of the kitchen!\Jeez, and these were almost dry!\Let's taste test!\All clear, all clear!\All clear, all clear.\All clear, all clear! response:	All clear, all clear.
context: Metal Nyankosu merely shakes its head!\I'm going to go get it. So stay out of the kitchen!\Jeez, and these were almost dry!\Let's taste test!\All clear, all clear!\All clear, all clear.\All clear, all clear!\All clear, all clear. response:	HANDS OFF!
context: I'm going to go get it. So stay out of the kitchen!\Jeez, and these were almost dry!\Let's taste test!\All clear, all clear!\All clear, all clear.\All clear, all clear!\All clear, all clear.\HANDS OFF! response:	It's... Taihei the Demon!
context: Jeez, and these were almost dry!\Let's taste test!\All clear, all clear!\All clear, all clear.\All clear, all clear!\All clear, all clear.\HANDS OFF!\It's... Taihei the Demon! response:	L-look, we're sorry for barging in here, but you're getting a bit TOO angry. What's going on, Taihei?
context: Let's taste test!\All clear, all clear!\All clear, all clear.\All clear, all clear!\All clear, all clear.\HANDS OFF!\It's... Taihei the Demon!\L-look, we're sorry for barging in here, but you're getting a bit TOO angry. What's going on, Taihei? response:	I-I'm sorry.
context: All clear, all clear!\All clear, all clear.\All clear, all clear!\All clear, all clear.\HANDS OFF!\It's... Taihei the Demon!\L-look, we're sorry for barging in here, but you're getting a bit TOO angry. What's going on, Taihei?\I-I'm sorry. response:	I put the lid on just in case when I stepped away from the stove, but I didn't make myself clear...
context: All clear, all clear.\All clear, all clear!\All clear, all clear.\HANDS OFF!\It's... Taihei the Demon!\L-look, we're sorry for barging in here, but you're getting a bit TOO angry. What's going on, Taihei?\I-I'm sorry.\I put the lid on just in case when I stepped away from the stove, but I didn't make myself clear... response:	I was heating up oil.
context: All clear, all clear!\All clear, all clear.\HANDS OFF!\It's... Taihei the Demon!\L-look, we're sorry for barging in here, but you're getting a bit TOO angry. What's going on, Taihei?\I-I'm sorry.\I put the lid on just in case when I stepped away from the stove, but I didn't make myself clear...\I was heating up oil. response:	Sorry.
context: All clear, all clear.\HANDS OFF!\It's... Taihei the Demon!\L-look, we're sorry for barging in here, but you're getting a bit TOO angry. What's going on, Taihei?\I-I'm sorry.\I put the lid on just in case when I stepped away from the stove, but I didn't make myself clear...\I was heating up oil.\Sorry. response:	I'm sorry.
context: HANDS OFF!\It's... Taihei the Demon!\L-look, we're sorry for barging in here, but you're getting a bit TOO angry. What's going on, Taihei?\I-I'm sorry.\I put the lid on just in case when I stepped away from the stove, but I didn't make myself clear...\I was heating up oil.\Sorry.\I'm sorry. response:	But, why oil?
context: It's... Taihei the Demon!\L-look, we're sorry for barging in here, but you're getting a bit TOO angry. What's going on, Taihei?\I-I'm sorry.\I put the lid on just in case when I stepped away from the stove, but I didn't make myself clear...\I was heating up oil.\Sorry.\I'm sorry.\But, why oil? response:	In the 20 years I've known you, that was the first time I've seen you get mad!
context: L-look, we're sorry for barging in here, but you're getting a bit TOO angry. What's going on, Taihei?\I-I'm sorry.\I put the lid on just in case when I stepped away from the stove, but I didn't make myself clear...\I was heating up oil.\Sorry.\I'm sorry.\But, why oil?\In the 20 years I've known you, that was the first time I've seen you get mad! response:	Huh? Twenty years?!
context: I-I'm sorry.\I put the lid on just in case when I stepped away from the stove, but I didn't make myself clear...\I was heating up oil.\Sorry.\I'm sorry.\But, why oil?\In the 20 years I've known you, that was the first time I've seen you get mad!\Huh? Twenty years?! response:	Quit lying. It's been more like 10, right?
context: I put the lid on just in case when I stepped away from the stove, but I didn't make myself clear...\I was heating up oil.\Sorry.\I'm sorry.\But, why oil?\In the 20 years I've known you, that was the first time I've seen you get mad!\Huh? Twenty years?!\Quit lying. It's been more like 10, right? response:	Kirie! Let's hang out!
context: I was heating up oil.\Sorry.\I'm sorry.\But, why oil?\In the 20 years I've known you, that was the first time I've seen you get mad!\Huh? Twenty years?!\Quit lying. It's been more like 10, right?\Kirie! Let's hang out! response:	C'mon in!
context: Sorry.\I'm sorry.\But, why oil?\In the 20 years I've known you, that was the first time I've seen you get mad!\Huh? Twenty years?!\Quit lying. It's been more like 10, right?\Kirie! Let's hang out!\C'mon in! response:	Master! I hope you're well!
context: I'm sorry.\But, why oil?\In the 20 years I've known you, that was the first time I've seen you get mad!\Huh? Twenty years?!\Quit lying. It's been more like 10, right?\Kirie! Let's hang out!\C'mon in!\Master! I hope you're well! response:	Oh, it's Cold and Bristly Girl.
context: But, why oil?\In the 20 years I've known you, that was the first time I've seen you get mad!\Huh? Twenty years?!\Quit lying. It's been more like 10, right?\Kirie! Let's hang out!\C'mon in!\Master! I hope you're well!\Oh, it's Cold and Bristly Girl. response:	Yeah, she doesn't look too happy... Wait, bristly? Like, thorny?
context: In the 20 years I've known you, that was the first time I've seen you get mad!\Huh? Twenty years?!\Quit lying. It's been more like 10, right?\Kirie! Let's hang out!\C'mon in!\Master! I hope you're well!\Oh, it's Cold and Bristly Girl.\Yeah, she doesn't look too happy... Wait, bristly? Like, thorny? response:	Well, she only seems to go from cold to painfully rude, so: Cold and Bristly Girl.
context: Huh? Twenty years?!\Quit lying. It's been more like 10, right?\Kirie! Let's hang out!\C'mon in!\Master! I hope you're well!\Oh, it's Cold and Bristly Girl.\Yeah, she doesn't look too happy... Wait, bristly? Like, thorny?\Well, she only seems to go from cold to painfully rude, so: Cold and Bristly Girl. response:	I'd say that's some nice naming, wouldn't you?
