context: Something seems off. It just somehow felt that way. response:	One out, with the score still seven to zero.
context: OH MY BO Y kippari shinakya uso ni Oh my boy, you need to be decisive\tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory response:	mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens
context: tsukiatterarenai yo semai sekai de I won't deal with any lies in this small world\jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens response:	hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up
context: jibun de mitsuketa MYSELF suki ni natte touzen I found myself on my own, it's natural you'd fall for me\kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up response:	aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to
context: kudaranai yarikara kette subete wa atashi ga kimeru Kick away the boring ways of doing things, I'm going to decide everything\I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to response:	marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out
context: I SAY I SAY MY HEAVEN I say, I say my heaven\SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out response:	aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly
context: SUPER DRIVER tosshin makasete nantettate zenshin Super driver, leave everything to the rush and just keep going forward, no matter what\fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly response:	marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?
context: fukanou (DON'T YOU STOP ME) Tobikoete TAKE IT EASY, GO! Surpass (Don't you stop me) the idea of impossible, take it easy, go!\Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it? response:	Endless Eight
context: Daishouri tte doukan I agree, it's going to be a huge victory\mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight response:	Endless Eight You're late, Kyon! Show some more motivation!
context: mochiron dounatta tte kaikan Of course, it'll feel pleasant, no matter what happens\hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Endless Eight You're late, Kyon! Show some more motivation! response:	Yeah, yeah.
context: hanseikai? (GET BACK TO WILD) Sore yori saa isoide yo A review meeting? (Get back to wild) Forget that, now hurry up\aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah. response:	Sorry I made you wait.
context: aremo koremo mitaiken itsudatte muriyari We haven't tried this or that, we always do things how we want to\marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah.\Sorry I made you wait. response:	I just got here, too.
context: marude marude mikeiken korekara shimashou Everything's a new experience, let's try them out\aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah.\Sorry I made you wait.\I just got here, too. response:	- Okay, we're all here, so let's go. - Where are we going?
context: aremo koremo mitaiken itsudatte totsuzen We haven't tried this or that, we always do things suddenly\marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah.\Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going? response:	To the public swimming pool, of course!
context: marude marude mikeiken sore ga doushita no? Everything's a new experience, what about it?\Endless Eight\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah.\Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course! response:	Well, I guess that makes sense considering what I brought.
context: Endless Eight\Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah.\Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought. response:	We have to do summer vacation-y things during our summer vacation!
context: Endless Eight You're late, Kyon! Show some more motivation!\Yeah, yeah.\Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation! response:	We can never get back the time that we've lost!
context: Yeah, yeah.\Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost! response:	And so we're going to do them now, in our one and only summer as tenth graders.
context: Sorry I made you wait.\I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders. response:	By the way, we're going to the pool by bike.
context: I just got here, too.\- Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike. response:	Did you ride your bikes, too?
context: - Okay, we're all here, so let's go. - Where are we going?\To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too? response:	No, the only two bikes we have are yours and mine.
context: To the public swimming pool, of course!\Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine. response:	Kyon, you'd better not lose to Koizumi.
context: Well, I guess that makes sense considering what I brought.\We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi. response:	This train is leaving the station!
context: We have to do summer vacation-y things during our summer vacation!\We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station! response:	No psychic powers allowed!
context: We can never get back the time that we've lost!\And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\No psychic powers allowed! response:	Hurry up and park your bikes, you two.
context: And so we're going to do them now, in our one and only summer as tenth graders.\By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\No psychic powers allowed!\Hurry up and park your bikes, you two. response:	Kyon, we're about to go have fun. This is no time to be exhausted.
context: By the way, we're going to the pool by bike.\Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\No psychic powers allowed!\Hurry up and park your bikes, you two.\Kyon, we're about to go have fun. This is no time to be exhausted. response:	Whose fault do you think this is?
context: Did you ride your bikes, too?\No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\No psychic powers allowed!\Hurry up and park your bikes, you two.\Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is? response:	Oh, the scent of chlorine. This really makes it feel like a pool!
context: No, the only two bikes we have are yours and mine.\Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\No psychic powers allowed!\Hurry up and park your bikes, you two.\Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool! response:	Hurry up and get in! The water's warm so it feels fine!
context: Kyon, you'd better not lose to Koizumi.\This train is leaving the station!\No psychic powers allowed!\Hurry up and park your bikes, you two.\Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Hurry up and get in! The water's warm so it feels fine! response:	Can't she read the no diving signs posted everywhere?
context: This train is leaving the station!\No psychic powers allowed!\Hurry up and park your bikes, you two.\Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Hurry up and get in! The water's warm so it feels fine!\Can't she read the no diving signs posted everywhere? response:	That looks like fun.
context: No psychic powers allowed!\Hurry up and park your bikes, you two.\Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Hurry up and get in! The water's warm so it feels fine!\Can't she read the no diving signs posted everywhere?\That looks like fun. response:	She has some rather normal ways of enjoying her time, don't you think?
context: Hurry up and park your bikes, you two.\Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Hurry up and get in! The water's warm so it feels fine!\Can't she read the no diving signs posted everywhere?\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think? response:	Miss Suzumiya, laughing and having a good time like that,
context: Kyon, we're about to go have fun. This is no time to be exhausted.\Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Hurry up and get in! The water's warm so it feels fine!\Can't she read the no diving signs posted everywhere?\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that, response:	isn't likely to shake up the world, after all.
context: Whose fault do you think this is?\Oh, the scent of chlorine. This really makes it feel like a pool!\Hurry up and get in! The water's warm so it feels fine!\Can't she read the no diving signs posted everywhere?\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all. response:	I hope that's the case...
context: Oh, the scent of chlorine. This really makes it feel like a pool!\Hurry up and get in! The water's warm so it feels fine!\Can't she read the no diving signs posted everywhere?\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case... response:	What's wrong?
context: Hurry up and get in! The water's warm so it feels fine!\Can't she read the no diving signs posted everywhere?\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong? response:	Oh, it's nothing...
context: Can't she read the no diving signs posted everywhere?\That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\Oh, it's nothing... response:	It's probably just my imagination.
context: That looks like fun.\She has some rather normal ways of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\Oh, it's nothing...\It's probably just my imagination. response:	Let's get ready to go in, too.
context: She has some rather normal ways of enjoying her time, don't you think?\Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\Oh, it's nothing...\It's probably just my imagination.\Let's get ready to go in, too. response:	It's so bitter. One more cup, please.
context: Miss Suzumiya, laughing and having a good time like that,\isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\Oh, it's nothing...\It's probably just my imagination.\Let's get ready to go in, too.\It's so bitter. One more cup, please. response:	It feels like I've seen this scene once before.
context: isn't likely to shake up the world, after all.\I hope that's the case...\What's wrong?\Oh, it's nothing...\It's probably just my imagination.\Let's get ready to go in, too.\It's so bitter. One more cup, please.\It feels like I've seen this scene once before. response:	Where Nagato kind of looks like she's bored...
context: I hope that's the case...\What's wrong?\Oh, it's nothing...\It's probably just my imagination.\Let's get ready to go in, too.\It's so bitter. One more cup, please.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored... response:	Kyon!
context: What's wrong?\Oh, it's nothing...\It's probably just my imagination.\Let's get ready to go in, too.\It's so bitter. One more cup, please.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon! response:	Right, and then Haruhi says this...
context: Oh, it's nothing...\It's probably just my imagination.\Let's get ready to go in, too.\It's so bitter. One more cup, please.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this... response:	These two are my brigade members.
context: It's probably just my imagination.\Let's get ready to go in, too.\It's so bitter. One more cup, please.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this...\These two are my brigade members. response:	They'll do anything you ask, so ask for anything you want!
context: Let's get ready to go in, too.\It's so bitter. One more cup, please.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want! response:	Okay, let's have some fun! We're going to play water dodge ball.
context: It's so bitter. One more cup, please.\It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water dodge ball. response:	Yeah, yeah.
context: It feels like I've seen this scene once before.\Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water dodge ball.\Yeah, yeah. response:	Well, deja vu isn't all that uncommon.
context: Where Nagato kind of looks like she's bored...\Kyon!\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water dodge ball.\Yeah, yeah.\Well, deja vu isn't all that uncommon. response:	I thought about what we'll be doing from here on. What do you think?
context: Kyon!\Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water dodge ball.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\I thought about what we'll be doing from here on. What do you think? response:	What is that?
context: Right, and then Haruhi says this...\These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water dodge ball.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\I thought about what we'll be doing from here on. What do you think?\What is that? response:	Things we have to do during our summer vacation What is that?
context: These two are my brigade members.\They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water dodge ball.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\I thought about what we'll be doing from here on. What do you think?\What is that?\Things we have to do during our summer vacation What is that? response:	Things we have to do during our summer vacation
context: They'll do anything you ask, so ask for anything you want!\Okay, let's have some fun! We're going to play water dodge ball.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\I thought about what we'll be doing from here on. What do you think?\What is that?\Things we have to do during our summer vacation What is that?\Things we have to do during our summer vacation response:	Things we have to do during our summer vacation It's a schedule of how we'll spend the rest of our short summer vacation.
context: Okay, let's have some fun! We're going to play water dodge ball.\Yeah, yeah.\Well, deja vu isn't all that uncommon.\I thought about what we'll be doing from here on. What do you think?\What is that?\Things we have to do during our summer vacation What is that?\Things we have to do during our summer vacation\Things we have to do during our summer vacation It's a schedule of how we'll spend the rest of our short summer vacation. response:	It's a schedule of how we'll spend the rest of our short summer vacation.
context: Yeah, yeah.\Well, deja vu isn't all that uncommon.\I thought about what we'll be doing from here on. What do you think?\What is that?\Things we have to do during our summer vacation What is that?\Things we have to do during our summer vacation\Things we have to do during our summer vacation It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation. response:	I realized that we only have two weeks of summer vacation left.
context: Well, deja vu isn't all that uncommon.\I thought about what we'll be doing from here on. What do you think?\What is that?\Things we have to do during our summer vacation What is that?\Things we have to do during our summer vacation\Things we have to do during our summer vacation It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left. response:	That fact blew me away.
context: I thought about what we'll be doing from here on. What do you think?\What is that?\Things we have to do during our summer vacation What is that?\Things we have to do during our summer vacation\Things we have to do during our summer vacation It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\That fact blew me away. response:	We still have so much left to do, but we've only got this much time left!
context: What is that?\Things we have to do during our summer vacation What is that?\Things we have to do during our summer vacation\Things we have to do during our summer vacation It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left! response:	We're going to pick up the pace!
context: Things we have to do during our summer vacation What is that?\Things we have to do during our summer vacation\Things we have to do during our summer vacation It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace! response:	All this in just two weeks?
context: Things we have to do during our summer vacation\Things we have to do during our summer vacation It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this in just two weeks? response:	Is there anything else you want to do, Mikuru?
context: Things we have to do during our summer vacation It's a schedule of how we'll spend the rest of our short summer vacation.\It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru? response:	Umm... I'd like to try goldfish scooping.
context: It's a schedule of how we'll spend the rest of our short summer vacation.\I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping. response:	Okay! Goldfish scooping...
context: I realized that we only have two weeks of summer vacation left.\That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping... response:	Pardon me for a moment.
context: That fact blew me away.\We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment. response:	- Thank you. - We're starting tomorrow!
context: We still have so much left to do, but we've only got this much time left!\We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\- Thank you. - We're starting tomorrow! response:	Is there a place nearby with a Bon festival? A fireworks show works, too.
context: We're going to pick up the pace!\All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\- Thank you. - We're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too. response:	I'll check around. I'll contact you when I find out.
context: All this in just two weeks?\Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\- Thank you. - We're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around. I'll contact you when I find out. response:	Don't forget about the goldfish scooping!
context: Is there anything else you want to do, Mikuru?\Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\- Thank you. - We're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around. I'll contact you when I find out.\Don't forget about the goldfish scooping! response:	It's Mikuru's one request, after all.
context: Umm... I'd like to try goldfish scooping.\Okay! Goldfish scooping...\Pardon me for a moment.\- Thank you. - We're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around. I'll contact you when I find out.\Don't forget about the goldfish scooping!\It's Mikuru's one request, after all. response:	Roger that.
context: Okay! Goldfish scooping...\Pardon me for a moment.\- Thank you. - We're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around. I'll contact you when I find out.\Don't forget about the goldfish scooping!\It's Mikuru's one request, after all.\Roger that. response:	All right, then, we're done for today!
context: Pardon me for a moment.\- Thank you. - We're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around. I'll contact you when I find out.\Don't forget about the goldfish scooping!\It's Mikuru's one request, after all.\Roger that.\All right, then, we're done for today! response:	- If you'll excuse me. - I have to go, too...
context: - Thank you. - We're starting tomorrow!\Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around. I'll contact you when I find out.\Don't forget about the goldfish scooping!\It's Mikuru's one request, after all.\Roger that.\All right, then, we're done for today!\- If you'll excuse me. - I have to go, too... response:	Nagato.
context: Is there a place nearby with a Bon festival? A fireworks show works, too.\I'll check around. I'll contact you when I find out.\Don't forget about the goldfish scooping!\It's Mikuru's one request, after all.\Roger that.\All right, then, we're done for today!\- If you'll excuse me. - I have to go, too...\Nagato. response:	No, it's nothing important.
context: I'll check around. I'll contact you when I find out.\Don't forget about the goldfish scooping!\It's Mikuru's one request, after all.\Roger that.\All right, then, we're done for today!\- If you'll excuse me. - I have to go, too...\Nagato.\No, it's nothing important. response:	How have you been? Everything fine?
context: Don't forget about the goldfish scooping!\It's Mikuru's one request, after all.\Roger that.\All right, then, we're done for today!\- If you'll excuse me. - I have to go, too...\Nagato.\No, it's nothing important.\How have you been? Everything fine? response:	Fine.
context: It's Mikuru's one request, after all.\Roger that.\All right, then, we're done for today!\- If you'll excuse me. - I have to go, too...\Nagato.\No, it's nothing important.\How have you been? Everything fine?\Fine. response:	I see. That's good to hear.
context: Roger that.\All right, then, we're done for today!\- If you'll excuse me. - I have to go, too...\Nagato.\No, it's nothing important.\How have you been? Everything fine?\Fine.\I see. That's good to hear. response:	What the heck? Why did I talk to her?
context: All right, then, we're done for today!\- If you'll excuse me. - I have to go, too...\Nagato.\No, it's nothing important.\How have you been? Everything fine?\Fine.\I see. That's good to hear.\What the heck? Why did I talk to her? response:	Your attention please, we have a lost child. Five-year-old Takashi Satou is...
context: - If you'll excuse me. - I have to go, too...\Nagato.\No, it's nothing important.\How have you been? Everything fine?\Fine.\I see. That's good to hear.\What the heck? Why did I talk to her?\Your attention please, we have a lost child. Five-year-old Takashi Satou is... response:	A Bon festival, huh?
context: Nagato.\No, it's nothing important.\How have you been? Everything fine?\Fine.\I see. That's good to hear.\What the heck? Why did I talk to her?\Your attention please, we have a lost child. Five-year-old Takashi Satou is...\A Bon festival, huh? response:	I guess it makes sense for there to be this many people.
context: No, it's nothing important.\How have you been? Everything fine?\Fine.\I see. That's good to hear.\What the heck? Why did I talk to her?\Your attention please, we have a lost child. Five-year-old Takashi Satou is...\A Bon festival, huh?\I guess it makes sense for there to be this many people. response:	That tower, those vendors...
