context: All right, let's go. response:	We'll split up here.
context: It lit!\With this flame, I'll defeat y\I can't believe you thought you could fight me with that.\Man, everyone in Claw seems a bit\Did you get burned?\This is true pyrokinesis,\the ability to wield fire.\Claw Upper Echelon: Miyagawa response:	A Scar...
context: With this flame, I'll defeat y\I can't believe you thought you could fight me with that.\Man, everyone in Claw seems a bit\Did you get burned?\This is true pyrokinesis,\the ability to wield fire.\Claw Upper Echelon: Miyagawa\A Scar... response:	Are you the brat Koyama was talking about?
context: I can't believe you thought you could fight me with that.\Man, everyone in Claw seems a bit\Did you get burned?\This is true pyrokinesis,\the ability to wield fire.\Claw Upper Echelon: Miyagawa\A Scar...\Are you the brat Koyama was talking about? response:	All right.
context: Man, everyone in Claw seems a bit\Did you get burned?\This is true pyrokinesis,\the ability to wield fire.\Claw Upper Echelon: Miyagawa\A Scar...\Are you the brat Koyama was talking about?\All right. response:	I'll turn you into ash.
context: Did you get burned?\This is true pyrokinesis,\the ability to wield fire.\Claw Upper Echelon: Miyagawa\A Scar...\Are you the brat Koyama was talking about?\All right.\I'll turn you into ash. response:	My barrier can hold up, is what you're thinking, isn't it?!
context: This is true pyrokinesis,\the ability to wield fire.\Claw Upper Echelon: Miyagawa\A Scar...\Are you the brat Koyama was talking about?\All right.\I'll turn you into ash.\My barrier can hold up, is what you're thinking, isn't it?! response:	The inside of your barrier turns into an insanely hot sauna,
context: the ability to wield fire.\Claw Upper Echelon: Miyagawa\A Scar...\Are you the brat Koyama was talking about?\All right.\I'll turn you into ash.\My barrier can hold up, is what you're thinking, isn't it?!\The inside of your barrier turns into an insanely hot sauna, response:	so much so that your lungs will burn when you breathe.
context: Claw Upper Echelon: Miyagawa\A Scar...\Are you the brat Koyama was talking about?\All right.\I'll turn you into ash.\My barrier can hold up, is what you're thinking, isn't it?!\The inside of your barrier turns into an insanely hot sauna,\so much so that your lungs will burn when you breathe. response:	It's a stupid error that amateurs make.
context: A Scar...\Are you the brat Koyama was talking about?\All right.\I'll turn you into ash.\My barrier can hold up, is what you're thinking, isn't it?!\The inside of your barrier turns into an insanely hot sauna,\so much so that your lungs will burn when you breathe.\It's a stupid error that amateurs make. response:	You're the amateur.
context: Are you the brat Koyama was talking about?\All right.\I'll turn you into ash.\My barrier can hold up, is what you're thinking, isn't it?!\The inside of your barrier turns into an insanely hot sauna,\so much so that your lungs will burn when you breathe.\It's a stupid error that amateurs make.\You're the amateur. response:	Well, aren't you a spirited one?
context: All right.\I'll turn you into ash.\My barrier can hold up, is what you're thinking, isn't it?!\The inside of your barrier turns into an insanely hot sauna,\so much so that your lungs will burn when you breathe.\It's a stupid error that amateurs make.\You're the amateur.\Well, aren't you a spirited one? response:	But to fight back, you'll have to drop your barrier,
context: I'll turn you into ash.\My barrier can hold up, is what you're thinking, isn't it?!\The inside of your barrier turns into an insanely hot sauna,\so much so that your lungs will burn when you breathe.\It's a stupid error that amateurs make.\You're the amateur.\Well, aren't you a spirited one?\But to fight back, you'll have to drop your barrier, response:	and then you'll be burnt to a crisp.
context: My barrier can hold up, is what you're thinking, isn't it?!\The inside of your barrier turns into an insanely hot sauna,\so much so that your lungs will burn when you breathe.\It's a stupid error that amateurs make.\You're the amateur.\Well, aren't you a spirited one?\But to fight back, you'll have to drop your barrier,\and then you'll be burnt to a crisp. response:	And if you keep this up, you'll be steamed.
context: The inside of your barrier turns into an insanely hot sauna,\so much so that your lungs will burn when you breathe.\It's a stupid error that amateurs make.\You're the amateur.\Well, aren't you a spirited one?\But to fight back, you'll have to drop your barrier,\and then you'll be burnt to a crisp.\And if you keep this up, you'll be steamed. response:	That means this fight is over.
context: so much so that your lungs will burn when you breathe.\It's a stupid error that amateurs make.\You're the amateur.\Well, aren't you a spirited one?\But to fight back, you'll have to drop your barrier,\and then you'll be burnt to a crisp.\And if you keep this up, you'll be steamed.\That means this fight is over. response:	Your options are burn to death or swear fealty to me
context: It's a stupid error that amateurs make.\You're the amateur.\Well, aren't you a spirited one?\But to fight back, you'll have to drop your barrier,\and then you'll be burnt to a crisp.\And if you keep this up, you'll be steamed.\That means this fight is over.\Your options are burn to death or swear fealty to me response:	Just try it.
context: You're the amateur.\Well, aren't you a spirited one?\But to fight back, you'll have to drop your barrier,\and then you'll be burnt to a crisp.\And if you keep this up, you'll be steamed.\That means this fight is over.\Your options are burn to death or swear fealty to me\Just try it. response:	As you wish!
context: Well, aren't you a spirited one?\But to fight back, you'll have to drop your barrier,\and then you'll be burnt to a crisp.\And if you keep this up, you'll be steamed.\That means this fight is over.\Your options are burn to death or swear fealty to me\Just try it.\As you wish! response:	You fool! Now I won't spare you, even if you beg and cry!
context: But to fight back, you'll have to drop your barrier,\and then you'll be burnt to a crisp.\And if you keep this up, you'll be steamed.\That means this fight is over.\Your options are burn to death or swear fealty to me\Just try it.\As you wish!\You fool! Now I won't spare you, even if you beg and cry! response:	But I guess this heat would evaporate your tears, too!
context: and then you'll be burnt to a crisp.\And if you keep this up, you'll be steamed.\That means this fight is over.\Your options are burn to death or swear fealty to me\Just try it.\As you wish!\You fool! Now I won't spare you, even if you beg and cry!\But I guess this heat would evaporate your tears, too! response:	Ouch. When I switched it over, my clothes got singed.
context: And if you keep this up, you'll be steamed.\That means this fight is over.\Your options are burn to death or swear fealty to me\Just try it.\As you wish!\You fool! Now I won't spare you, even if you beg and cry!\But I guess this heat would evaporate your tears, too!\Ouch. When I switched it over, my clothes got singed. response:	It's true that you can't defend and attack at the same time with psychic powers.
context: That means this fight is over.\Your options are burn to death or swear fealty to me\Just try it.\As you wish!\You fool! Now I won't spare you, even if you beg and cry!\But I guess this heat would evaporate your tears, too!\Ouch. When I switched it over, my clothes got singed.\It's true that you can't defend and attack at the same time with psychic powers. response:	So then, you just have to put up a barrier around the source of the fire.
context: Your options are burn to death or swear fealty to me\Just try it.\As you wish!\You fool! Now I won't spare you, even if you beg and cry!\But I guess this heat would evaporate your tears, too!\Ouch. When I switched it over, my clothes got singed.\It's true that you can't defend and attack at the same time with psychic powers.\So then, you just have to put up a barrier around the source of the fire. response:	But...
context: Just try it.\As you wish!\You fool! Now I won't spare you, even if you beg and cry!\But I guess this heat would evaporate your tears, too!\Ouch. When I switched it over, my clothes got singed.\It's true that you can't defend and attack at the same time with psychic powers.\So then, you just have to put up a barrier around the source of the fire.\But... response:	I guess you're not listening.
context: As you wish!\You fool! Now I won't spare you, even if you beg and cry!\But I guess this heat would evaporate your tears, too!\Ouch. When I switched it over, my clothes got singed.\It's true that you can't defend and attack at the same time with psychic powers.\So then, you just have to put up a barrier around the source of the fire.\But...\I guess you're not listening. response:	You're causing a racket, so I'll free you.
context: You fool! Now I won't spare you, even if you beg and cry!\But I guess this heat would evaporate your tears, too!\Ouch. When I switched it over, my clothes got singed.\It's true that you can't defend and attack at the same time with psychic powers.\So then, you just have to put up a barrier around the source of the fire.\But...\I guess you're not listening.\You're causing a racket, so I'll free you. response:	Well, this is surprising. You can still move with those burns?
context: But I guess this heat would evaporate your tears, too!\Ouch. When I switched it over, my clothes got singed.\It's true that you can't defend and attack at the same time with psychic powers.\So then, you just have to put up a barrier around the source of the fire.\But...\I guess you're not listening.\You're causing a racket, so I'll free you.\Well, this is surprising. You can still move with those burns? response:	Perhaps people with pyrokinesis have a higher tolerance to heat.
context: Ouch. When I switched it over, my clothes got singed.\It's true that you can't defend and attack at the same time with psychic powers.\So then, you just have to put up a barrier around the source of the fire.\But...\I guess you're not listening.\You're causing a racket, so I'll free you.\Well, this is surprising. You can still move with those burns?\Perhaps people with pyrokinesis have a higher tolerance to heat. response:	Though, well,
context: It's true that you can't defend and attack at the same time with psychic powers.\So then, you just have to put up a barrier around the source of the fire.\But...\I guess you're not listening.\You're causing a racket, so I'll free you.\Well, this is surprising. You can still move with those burns?\Perhaps people with pyrokinesis have a higher tolerance to heat.\Though, well, response:	your lack of flexibility was your downfall.
context: So then, you just have to put up a barrier around the source of the fire.\But...\I guess you're not listening.\You're causing a racket, so I'll free you.\Well, this is surprising. You can still move with those burns?\Perhaps people with pyrokinesis have a higher tolerance to heat.\Though, well,\your lack of flexibility was your downfall. response:	I win.
context: But...\I guess you're not listening.\You're causing a racket, so I'll free you.\Well, this is surprising. You can still move with those burns?\Perhaps people with pyrokinesis have a higher tolerance to heat.\Though, well,\your lack of flexibility was your downfall.\I win. response:	Wow, now I'm sweating.
context: I guess you're not listening.\You're causing a racket, so I'll free you.\Well, this is surprising. You can still move with those burns?\Perhaps people with pyrokinesis have a higher tolerance to heat.\Though, well,\your lack of flexibility was your downfall.\I win.\Wow, now I'm sweating. response:	Maybe I was a little scared.
context: You're causing a racket, so I'll free you.\Well, this is surprising. You can still move with those burns?\Perhaps people with pyrokinesis have a higher tolerance to heat.\Though, well,\your lack of flexibility was your downfall.\I win.\Wow, now I'm sweating.\Maybe I was a little scared. response:	I praise you.
context: Well, this is surprising. You can still move with those burns?\Perhaps people with pyrokinesis have a higher tolerance to heat.\Though, well,\your lack of flexibility was your downfall.\I win.\Wow, now I'm sweating.\Maybe I was a little scared.\I praise you. response:	You're stronger than I was as a child,
context: Perhaps people with pyrokinesis have a higher tolerance to heat.\Though, well,\your lack of flexibility was your downfall.\I win.\Wow, now I'm sweating.\Maybe I was a little scared.\I praise you.\You're stronger than I was as a child, response:	but I'm stronger now than you will be in ten years.
context: Though, well,\your lack of flexibility was your downfall.\I win.\Wow, now I'm sweating.\Maybe I was a little scared.\I praise you.\You're stronger than I was as a child,\but I'm stronger now than you will be in ten years. response:	Give up now.
context: your lack of flexibility was your downfall.\I win.\Wow, now I'm sweating.\Maybe I was a little scared.\I praise you.\You're stronger than I was as a child,\but I'm stronger now than you will be in ten years.\Give up now. response:	Oh, come on. Quit exaggerating.
context: I win.\Wow, now I'm sweating.\Maybe I was a little scared.\I praise you.\You're stronger than I was as a child,\but I'm stronger now than you will be in ten years.\Give up now.\Oh, come on. Quit exaggerating. response:	Mob Psycho 100
context: Wow, now I'm sweating.\Maybe I was a little scared.\I praise you.\You're stronger than I was as a child,\but I'm stronger now than you will be in ten years.\Give up now.\Oh, come on. Quit exaggerating.\Mob Psycho 100 response:	Oh, hello. Good evening.
context: Maybe I was a little scared.\I praise you.\You're stronger than I was as a child,\but I'm stronger now than you will be in ten years.\Give up now.\Oh, come on. Quit exaggerating.\Mob Psycho 100\Oh, hello. Good evening. response:	Um, I'm looking for my younger brother,
context: I praise you.\You're stronger than I was as a child,\but I'm stronger now than you will be in ten years.\Give up now.\Oh, come on. Quit exaggerating.\Mob Psycho 100\Oh, hello. Good evening.\Um, I'm looking for my younger brother, response:	and apparently he's somewhere in this building.
context: You're stronger than I was as a child,\but I'm stronger now than you will be in ten years.\Give up now.\Oh, come on. Quit exaggerating.\Mob Psycho 100\Oh, hello. Good evening.\Um, I'm looking for my younger brother,\and apparently he's somewhere in this building. response:	Found him!
context: but I'm stronger now than you will be in ten years.\Give up now.\Oh, come on. Quit exaggerating.\Mob Psycho 100\Oh, hello. Good evening.\Um, I'm looking for my younger brother,\and apparently he's somewhere in this building.\Found him! response:	My dolls found an intruder!
context: Give up now.\Oh, come on. Quit exaggerating.\Mob Psycho 100\Oh, hello. Good evening.\Um, I'm looking for my younger brother,\and apparently he's somewhere in this building.\Found him!\My dolls found an intruder! response:	Claw Upper Echelon: Mukai
context: Oh, come on. Quit exaggerating.\Mob Psycho 100\Oh, hello. Good evening.\Um, I'm looking for my younger brother,\and apparently he's somewhere in this building.\Found him!\My dolls found an intruder!\Claw Upper Echelon: Mukai response:	Hey, Tsucchi. Can I do whatever I want with him?
context: Mob Psycho 100\Oh, hello. Good evening.\Um, I'm looking for my younger brother,\and apparently he's somewhere in this building.\Found him!\My dolls found an intruder!\Claw Upper Echelon: Mukai\Hey, Tsucchi. Can I do whatever I want with him? response:	Yeah.
context: Oh, hello. Good evening.\Um, I'm looking for my younger brother,\and apparently he's somewhere in this building.\Found him!\My dolls found an intruder!\Claw Upper Echelon: Mukai\Hey, Tsucchi. Can I do whatever I want with him?\Yeah. response:	Claw Upper Echelon: Tsuchiya
context: Um, I'm looking for my younger brother,\and apparently he's somewhere in this building.\Found him!\My dolls found an intruder!\Claw Upper Echelon: Mukai\Hey, Tsucchi. Can I do whatever I want with him?\Yeah.\Claw Upper Echelon: Tsuchiya response:	He's your toy now.
context: and apparently he's somewhere in this building.\Found him!\My dolls found an intruder!\Claw Upper Echelon: Mukai\Hey, Tsucchi. Can I do whatever I want with him?\Yeah.\Claw Upper Echelon: Tsuchiya\He's your toy now. response:	Yay!
context: Found him!\My dolls found an intruder!\Claw Upper Echelon: Mukai\Hey, Tsucchi. Can I do whatever I want with him?\Yeah.\Claw Upper Echelon: Tsuchiya\He's your toy now.\Yay! response:	I'm gonna go have a look!
context: My dolls found an intruder!\Claw Upper Echelon: Mukai\Hey, Tsucchi. Can I do whatever I want with him?\Yeah.\Claw Upper Echelon: Tsuchiya\He's your toy now.\Yay!\I'm gonna go have a look! response:	If I don't hurry, my dolls will break him in a jiffy.
context: Claw Upper Echelon: Mukai\Hey, Tsucchi. Can I do whatever I want with him?\Yeah.\Claw Upper Echelon: Tsuchiya\He's your toy now.\Yay!\I'm gonna go have a look!\If I don't hurry, my dolls will break him in a jiffy. response:	The puppet master, Mukai.
context: Hey, Tsucchi. Can I do whatever I want with him?\Yeah.\Claw Upper Echelon: Tsuchiya\He's your toy now.\Yay!\I'm gonna go have a look!\If I don't hurry, my dolls will break him in a jiffy.\The puppet master, Mukai. response:	Quite the ability she's got.
context: Yeah.\Claw Upper Echelon: Tsuchiya\He's your toy now.\Yay!\I'm gonna go have a look!\If I don't hurry, my dolls will break him in a jiffy.\The puppet master, Mukai.\Quite the ability she's got. response:	She can remote control all of those wooden dolls,
context: Claw Upper Echelon: Tsuchiya\He's your toy now.\Yay!\I'm gonna go have a look!\If I don't hurry, my dolls will break him in a jiffy.\The puppet master, Mukai.\Quite the ability she's got.\She can remote control all of those wooden dolls, response:	meaning she holds an immortal army in her hands.
context: He's your toy now.\Yay!\I'm gonna go have a look!\If I don't hurry, my dolls will break him in a jiffy.\The puppet master, Mukai.\Quite the ability she's got.\She can remote control all of those wooden dolls,\meaning she holds an immortal army in her hands. response:	Look at her, so excited over finding a new toy.
context: Yay!\I'm gonna go have a look!\If I don't hurry, my dolls will break him in a jiffy.\The puppet master, Mukai.\Quite the ability she's got.\She can remote control all of those wooden dolls,\meaning she holds an immortal army in her hands.\Look at her, so excited over finding a new toy. response:	I definitely don't want to get on her bad side.
context: I'm gonna go have a look!\If I don't hurry, my dolls will break him in a jiffy.\The puppet master, Mukai.\Quite the ability she's got.\She can remote control all of those wooden dolls,\meaning she holds an immortal army in her hands.\Look at her, so excited over finding a new toy.\I definitely don't want to get on her bad side. response:	They went past.
context: If I don't hurry, my dolls will break him in a jiffy.\The puppet master, Mukai.\Quite the ability she's got.\She can remote control all of those wooden dolls,\meaning she holds an immortal army in her hands.\Look at her, so excited over finding a new toy.\I definitely don't want to get on her bad side.\They went past. response:	All right, let's go.
context: The puppet master, Mukai.\Quite the ability she's got.\She can remote control all of those wooden dolls,\meaning she holds an immortal army in her hands.\Look at her, so excited over finding a new toy.\I definitely don't want to get on her bad side.\They went past.\All right, let's go. response:	We have to find the exit quickly.
context: Quite the ability she's got.\She can remote control all of those wooden dolls,\meaning she holds an immortal army in her hands.\Look at her, so excited over finding a new toy.\I definitely don't want to get on her bad side.\They went past.\All right, let's go.\We have to find the exit quickly. response:	Ah.
context: She can remote control all of those wooden dolls,\meaning she holds an immortal army in her hands.\Look at her, so excited over finding a new toy.\I definitely don't want to get on her bad side.\They went past.\All right, let's go.\We have to find the exit quickly.\Ah. response:	Found the escapees!
context: meaning she holds an immortal army in her hands.\Look at her, so excited over finding a new toy.\I definitely don't want to get on her bad side.\They went past.\All right, let's go.\We have to find the exit quickly.\Ah.\Found the escapees! response:	That was easy!
context: Look at her, so excited over finding a new toy.\I definitely don't want to get on her bad side.\They went past.\All right, let's go.\We have to find the exit quickly.\Ah.\Found the escapees!\That was easy! response:	Sorry, I picked the wrong route.
context: I definitely don't want to get on her bad side.\They went past.\All right, let's go.\We have to find the exit quickly.\Ah.\Found the escapees!\That was easy!\Sorry, I picked the wrong route. response:	You did just fine.
context: They went past.\All right, let's go.\We have to find the exit quickly.\Ah.\Found the escapees!\That was easy!\Sorry, I picked the wrong route.\You did just fine. response:	We're going to force our way through.
context: All right, let's go.\We have to find the exit quickly.\Ah.\Found the escapees!\That was easy!\Sorry, I picked the wrong route.\You did just fine.\We're going to force our way through. response:	Don't look down on us, brat!
context: We have to find the exit quickly.\Ah.\Found the escapees!\That was easy!\Sorry, I picked the wrong route.\You did just fine.\We're going to force our way through.\Don't look down on us, brat! response:	Fly away!
context: Ah.\Found the escapees!\That was easy!\Sorry, I picked the wrong route.\You did just fine.\We're going to force our way through.\Don't look down on us, brat!\Fly away! response:	Combination Super Psychokine
context: Found the escapees!\That was easy!\Sorry, I picked the wrong route.\You did just fine.\We're going to force our way through.\Don't look down on us, brat!\Fly away!\Combination Super Psychokine response:	Wow...
context: That was easy!\Sorry, I picked the wrong route.\You did just fine.\We're going to force our way through.\Don't look down on us, brat!\Fly away!\Combination Super Psychokine\Wow... response:	It looks like their espers aren't that strong.
context: Sorry, I picked the wrong route.\You did just fine.\We're going to force our way through.\Don't look down on us, brat!\Fly away!\Combination Super Psychokine\Wow...\It looks like their espers aren't that strong. response:	They're all on par with Hoshino-kun.
context: You did just fine.\We're going to force our way through.\Don't look down on us, brat!\Fly away!\Combination Super Psychokine\Wow...\It looks like their espers aren't that strong.\They're all on par with Hoshino-kun. response:	What does that me
context: We're going to force our way through.\Don't look down on us, brat!\Fly away!\Combination Super Psychokine\Wow...\It looks like their espers aren't that strong.\They're all on par with Hoshino-kun.\What does that me response:	They'd be scarier using their bare hands.
context: Don't look down on us, brat!\Fly away!\Combination Super Psychokine\Wow...\It looks like their espers aren't that strong.\They're all on par with Hoshino-kun.\What does that me\They'd be scarier using their bare hands. response:	Not bad.
context: Fly away!\Combination Super Psychokine\Wow...\It looks like their espers aren't that strong.\They're all on par with Hoshino-kun.\What does that me\They'd be scarier using their bare hands.\Not bad. response:	It's true that those guys are still useless as soldiers.
context: Combination Super Psychokine\Wow...\It looks like their espers aren't that strong.\They're all on par with Hoshino-kun.\What does that me\They'd be scarier using their bare hands.\Not bad.\It's true that those guys are still useless as soldiers. response:	Sho
context: Wow...\It looks like their espers aren't that strong.\They're all on par with Hoshino-kun.\What does that me\They'd be scarier using their bare hands.\Not bad.\It's true that those guys are still useless as soldiers.\Sho response:	I don't see a scar like the trainers mentioned on him.
context: It looks like their espers aren't that strong.\They're all on par with Hoshino-kun.\What does that me\They'd be scarier using their bare hands.\Not bad.\It's true that those guys are still useless as soldiers.\Sho\I don't see a scar like the trainers mentioned on him. response:	He's not a part of the upper echelon.
context: They're all on par with Hoshino-kun.\What does that me\They'd be scarier using their bare hands.\Not bad.\It's true that those guys are still useless as soldiers.\Sho\I don't see a scar like the trainers mentioned on him.\He's not a part of the upper echelon. response:	Who are you?
context: What does that me\They'd be scarier using their bare hands.\Not bad.\It's true that those guys are still useless as soldiers.\Sho\I don't see a scar like the trainers mentioned on him.\He's not a part of the upper echelon.\Who are you? response:	Gee, I dunno. Who could I be?
context: They'd be scarier using their bare hands.\Not bad.\It's true that those guys are still useless as soldiers.\Sho\I don't see a scar like the trainers mentioned on him.\He's not a part of the upper echelon.\Who are you?\Gee, I dunno. Who could I be? response:	And now we get to deal with someone annoying.
context: Not bad.\It's true that those guys are still useless as soldiers.\Sho\I don't see a scar like the trainers mentioned on him.\He's not a part of the upper echelon.\Who are you?\Gee, I dunno. Who could I be?\And now we get to deal with someone annoying. response:	We're in a bit of a hurry right now.
context: It's true that those guys are still useless as soldiers.\Sho\I don't see a scar like the trainers mentioned on him.\He's not a part of the upper echelon.\Who are you?\Gee, I dunno. Who could I be?\And now we get to deal with someone annoying.\We're in a bit of a hurry right now. response:	You can quiz us some other time.
context: Sho\I don't see a scar like the trainers mentioned on him.\He's not a part of the upper echelon.\Who are you?\Gee, I dunno. Who could I be?\And now we get to deal with someone annoying.\We're in a bit of a hurry right now.\You can quiz us some other time. response:	Don't be so mean. I thought we could be friends.
context: I don't see a scar like the trainers mentioned on him.\He's not a part of the upper echelon.\Who are you?\Gee, I dunno. Who could I be?\And now we get to deal with someone annoying.\We're in a bit of a hurry right now.\You can quiz us some other time.\Don't be so mean. I thought we could be friends. response:	Th-This guy's dangerous.
context: He's not a part of the upper echelon.\Who are you?\Gee, I dunno. Who could I be?\And now we get to deal with someone annoying.\We're in a bit of a hurry right now.\You can quiz us some other time.\Don't be so mean. I thought we could be friends.\Th-This guy's dangerous. response:	We're finished...
context: Who are you?\Gee, I dunno. Who could I be?\And now we get to deal with someone annoying.\We're in a bit of a hurry right now.\You can quiz us some other time.\Don't be so mean. I thought we could be friends.\Th-This guy's dangerous.\We're finished... response:	All of you, go ahead.
context: Gee, I dunno. Who could I be?\And now we get to deal with someone annoying.\We're in a bit of a hurry right now.\You can quiz us some other time.\Don't be so mean. I thought we could be friends.\Th-This guy's dangerous.\We're finished...\All of you, go ahead. response:	Kageyama...
context: And now we get to deal with someone annoying.\We're in a bit of a hurry right now.\You can quiz us some other time.\Don't be so mean. I thought we could be friends.\Th-This guy's dangerous.\We're finished...\All of you, go ahead.\Kageyama... response:	I'll take care of him.
context: We're in a bit of a hurry right now.\You can quiz us some other time.\Don't be so mean. I thought we could be friends.\Th-This guy's dangerous.\We're finished...\All of you, go ahead.\Kageyama...\I'll take care of him. response:	Wait! He's too much!
context: You can quiz us some other time.\Don't be so mean. I thought we could be friends.\Th-This guy's dangerous.\We're finished...\All of you, go ahead.\Kageyama...\I'll take care of him.\Wait! He's too much! response:	You can't beat me, no matter what you do.
context: Don't be so mean. I thought we could be friends.\Th-This guy's dangerous.\We're finished...\All of you, go ahead.\Kageyama...\I'll take care of him.\Wait! He's too much!\You can't beat me, no matter what you do. response:	I don't believe that.
context: Th-This guy's dangerous.\We're finished...\All of you, go ahead.\Kageyama...\I'll take care of him.\Wait! He's too much!\You can't beat me, no matter what you do.\I don't believe that. response:	Why?
context: We're finished...\All of you, go ahead.\Kageyama...\I'll take care of him.\Wait! He's too much!\You can't beat me, no matter what you do.\I don't believe that.\Why? response:	It's not like you're dumb, right?
context: All of you, go ahead.\Kageyama...\I'll take care of him.\Wait! He's too much!\You can't beat me, no matter what you do.\I don't believe that.\Why?\It's not like you're dumb, right? response:	I don't know.
context: Kageyama...\I'll take care of him.\Wait! He's too much!\You can't beat me, no matter what you do.\I don't believe that.\Why?\It's not like you're dumb, right?\I don't know. response:	Maybe it's because I know someone stronger than you.
context: I'll take care of him.\Wait! He's too much!\You can't beat me, no matter what you do.\I don't believe that.\Why?\It's not like you're dumb, right?\I don't know.\Maybe it's because I know someone stronger than you. response:	I see. So he must be one of the intruders.
context: Wait! He's too much!\You can't beat me, no matter what you do.\I don't believe that.\Why?\It's not like you're dumb, right?\I don't know.\Maybe it's because I know someone stronger than you.\I see. So he must be one of the intruders. response:	Then, I guess I'll just have to use you as bait so I can meet him.
context: You can't beat me, no matter what you do.\I don't believe that.\Why?\It's not like you're dumb, right?\I don't know.\Maybe it's because I know someone stronger than you.\I see. So he must be one of the intruders.\Then, I guess I'll just have to use you as bait so I can meet him. response:	Tsucchi!
context: I don't believe that.\Why?\It's not like you're dumb, right?\I don't know.\Maybe it's because I know someone stronger than you.\I see. So he must be one of the intruders.\Then, I guess I'll just have to use you as bait so I can meet him.\Tsucchi! response:	Oh, Mukai.
context: Why?\It's not like you're dumb, right?\I don't know.\Maybe it's because I know someone stronger than you.\I see. So he must be one of the intruders.\Then, I guess I'll just have to use you as bait so I can meet him.\Tsucchi!\Oh, Mukai. response:	You're back already?
context: It's not like you're dumb, right?\I don't know.\Maybe it's because I know someone stronger than you.\I see. So he must be one of the intruders.\Then, I guess I'll just have to use you as bait so I can meet him.\Tsucchi!\Oh, Mukai.\You're back already? response:	I see you're as ruthless as ev
context: I don't know.\Maybe it's because I know someone stronger than you.\I see. So he must be one of the intruders.\Then, I guess I'll just have to use you as bait so I can meet him.\Tsucchi!\Oh, Mukai.\You're back already?\I see you're as ruthless as ev response:	Wood scraps?
context: Maybe it's because I know someone stronger than you.\I see. So he must be one of the intruders.\Then, I guess I'll just have to use you as bait so I can meet him.\Tsucchi!\Oh, Mukai.\You're back already?\I see you're as ruthless as ev\Wood scraps? response:	Mukai, what happened to your dolls?
context: I see. So he must be one of the intruders.\Then, I guess I'll just have to use you as bait so I can meet him.\Tsucchi!\Oh, Mukai.\You're back already?\I see you're as ruthless as ev\Wood scraps?\Mukai, what happened to your dolls? response:	He broke all of my dolls!
context: Then, I guess I'll just have to use you as bait so I can meet him.\Tsucchi!\Oh, Mukai.\You're back already?\I see you're as ruthless as ev\Wood scraps?\Mukai, what happened to your dolls?\He broke all of my dolls! response:	Leave this to me.
context: Tsucchi!\Oh, Mukai.\You're back already?\I see you're as ruthless as ev\Wood scraps?\Mukai, what happened to your dolls?\He broke all of my dolls!\Leave this to me. response:	Hey, you.
context: Oh, Mukai.\You're back already?\I see you're as ruthless as ev\Wood scraps?\Mukai, what happened to your dolls?\He broke all of my dolls!\Leave this to me.\Hey, you. response:	Are you the intruder?
context: You're back already?\I see you're as ruthless as ev\Wood scraps?\Mukai, what happened to your dolls?\He broke all of my dolls!\Leave this to me.\Hey, you.\Are you the intruder? response:	He really is just a kid.
context: I see you're as ruthless as ev\Wood scraps?\Mukai, what happened to your dolls?\He broke all of my dolls!\Leave this to me.\Hey, you.\Are you the intruder?\He really is just a kid. response:	A kid like this...
context: Wood scraps?\Mukai, what happened to your dolls?\He broke all of my dolls!\Leave this to me.\Hey, you.\Are you the intruder?\He really is just a kid.\A kid like this... response:	Are you violent, too, old lady?
context: Mukai, what happened to your dolls?\He broke all of my dolls!\Leave this to me.\Hey, you.\Are you the intruder?\He really is just a kid.\A kid like this...\Are you violent, too, old lady? response:	Who are you calling old?!
context: He broke all of my dolls!\Leave this to me.\Hey, you.\Are you the intruder?\He really is just a kid.\A kid like this...\Are you violent, too, old lady?\Who are you calling old?! response:	Tsucchi!
context: Leave this to me.\Hey, you.\Are you the intruder?\He really is just a kid.\A kid like this...\Are you violent, too, old lady?\Who are you calling old?!\Tsucchi! response:	You're not going to stop me
context: Hey, you.\Are you the intruder?\He really is just a kid.\A kid like this...\Are you violent, too, old lady?\Who are you calling old?!\Tsucchi!\You're not going to stop me response:	with telekinesis like that!
context: Are you the intruder?\He really is just a kid.\A kid like this...\Are you violent, too, old lady?\Who are you calling old?!\Tsucchi!\You're not going to stop me\with telekinesis like that! response:	Her ability is hardening qigong, which she uses to divert all of her qi
context: He really is just a kid.\A kid like this...\Are you violent, too, old lady?\Who are you calling old?!\Tsucchi!\You're not going to stop me\with telekinesis like that!\Her ability is hardening qigong, which she uses to divert all of her qi response:	into her fists or knees to make them more powerful.
context: A kid like this...\Are you violent, too, old lady?\Who are you calling old?!\Tsucchi!\You're not going to stop me\with telekinesis like that!\Her ability is hardening qigong, which she uses to divert all of her qi\into her fists or knees to make them more powerful. response:	In terms of pure fighting ability, she's top-class, even within the Scars.
context: Are you violent, too, old lady?\Who are you calling old?!\Tsucchi!\You're not going to stop me\with telekinesis like that!\Her ability is hardening qigong, which she uses to divert all of her qi\into her fists or knees to make them more powerful.\In terms of pure fighting ability, she's top-class, even within the Scars. response:	If she happens to lose,
context: Who are you calling old?!\Tsucchi!\You're not going to stop me\with telekinesis like that!\Her ability is hardening qigong, which she uses to divert all of her qi\into her fists or knees to make them more powerful.\In terms of pure fighting ability, she's top-class, even within the Scars.\If she happens to lose, response:	Takeuchi-kun, you might actually have to get serious.
