context: Hm... response:	You could smell it from here?
context: Yeah, those.\Some kie-roo ty-par got into some trouble in Damuro.\It was bad, man.\I'm pretty sure the goblins we defeated were from the new city.\Their equipment and the way they moved was completely different.\Since we defeated them\Yup, that's right.\Mad lin-gobs from the new city came and started angrily patrolling around. response:	And what are we supposed to do about it?
context: Some kie-roo ty-par got into some trouble in Damuro.\It was bad, man.\I'm pretty sure the goblins we defeated were from the new city.\Their equipment and the way they moved was completely different.\Since we defeated them\Yup, that's right.\Mad lin-gobs from the new city came and started angrily patrolling around.\And what are we supposed to do about it? response:	Leave them laying flat?
context: It was bad, man.\I'm pretty sure the goblins we defeated were from the new city.\Their equipment and the way they moved was completely different.\Since we defeated them\Yup, that's right.\Mad lin-gobs from the new city came and started angrily patrolling around.\And what are we supposed to do about it?\Leave them laying flat? response:	Like a pancake?
context: I'm pretty sure the goblins we defeated were from the new city.\Their equipment and the way they moved was completely different.\Since we defeated them\Yup, that's right.\Mad lin-gobs from the new city came and started angrily patrolling around.\And what are we supposed to do about it?\Leave them laying flat?\Like a pancake? response:	At least while they're piping hot.
context: Their equipment and the way they moved was completely different.\Since we defeated them\Yup, that's right.\Mad lin-gobs from the new city came and started angrily patrolling around.\And what are we supposed to do about it?\Leave them laying flat?\Like a pancake?\At least while they're piping hot. response:	Are you serious?
context: Since we defeated them\Yup, that's right.\Mad lin-gobs from the new city came and started angrily patrolling around.\And what are we supposed to do about it?\Leave them laying flat?\Like a pancake?\At least while they're piping hot.\Are you serious? response:	Hey, hey! How's it going?
context: Yup, that's right.\Mad lin-gobs from the new city came and started angrily patrolling around.\And what are we supposed to do about it?\Leave them laying flat?\Like a pancake?\At least while they're piping hot.\Are you serious?\Hey, hey! How's it going? response:	Keeping it up?
context: Mad lin-gobs from the new city came and started angrily patrolling around.\And what are we supposed to do about it?\Leave them laying flat?\Like a pancake?\At least while they're piping hot.\Are you serious?\Hey, hey! How's it going?\Keeping it up? response:	Two more over here!
context: And what are we supposed to do about it?\Leave them laying flat?\Like a pancake?\At least while they're piping hot.\Are you serious?\Hey, hey! How's it going?\Keeping it up?\Two more over here! response:	Are the gobs making trouble?
context: Leave them laying flat?\Like a pancake?\At least while they're piping hot.\Are you serious?\Hey, hey! How's it going?\Keeping it up?\Two more over here!\Are the gobs making trouble? response:	Yeah, they are. But the problem is that it's in Damuro.
context: Like a pancake?\At least while they're piping hot.\Are you serious?\Hey, hey! How's it going?\Keeping it up?\Two more over here!\Are the gobs making trouble?\Yeah, they are. But the problem is that it's in Damuro. response:	You heard?
context: At least while they're piping hot.\Are you serious?\Hey, hey! How's it going?\Keeping it up?\Two more over here!\Are the gobs making trouble?\Yeah, they are. But the problem is that it's in Damuro.\You heard? response:	Yup.
context: Are you serious?\Hey, hey! How's it going?\Keeping it up?\Two more over here!\Are the gobs making trouble?\Yeah, they are. But the problem is that it's in Damuro.\You heard?\Yup. response:	So what're we gonna do?
context: Hey, hey! How's it going?\Keeping it up?\Two more over here!\Are the gobs making trouble?\Yeah, they are. But the problem is that it's in Damuro.\You heard?\Yup.\So what're we gonna do? response:	What?
context: Keeping it up?\Two more over here!\Are the gobs making trouble?\Yeah, they are. But the problem is that it's in Damuro.\You heard?\Yup.\So what're we gonna do?\What? response:	Honestly, I haven't thought about it.
context: Two more over here!\Are the gobs making trouble?\Yeah, they are. But the problem is that it's in Damuro.\You heard?\Yup.\So what're we gonna do?\What?\Honestly, I haven't thought about it. response:	We were planning on going to Damuro tomorrow...
context: Are the gobs making trouble?\Yeah, they are. But the problem is that it's in Damuro.\You heard?\Yup.\So what're we gonna do?\What?\Honestly, I haven't thought about it.\We were planning on going to Damuro tomorrow... response:	If we go to Damuro tomorrow and don't earn anything, you better take responsibility for it, Haruhiro.
context: Yeah, they are. But the problem is that it's in Damuro.\You heard?\Yup.\So what're we gonna do?\What?\Honestly, I haven't thought about it.\We were planning on going to Damuro tomorrow...\If we go to Damuro tomorrow and don't earn anything, you better take responsibility for it, Haruhiro. response:	What do you mean by that?
context: You heard?\Yup.\So what're we gonna do?\What?\Honestly, I haven't thought about it.\We were planning on going to Damuro tomorrow...\If we go to Damuro tomorrow and don't earn anything, you better take responsibility for it, Haruhiro.\What do you mean by that? response:	I mean, you better show you mean it by paying up your portion.
context: Yup.\So what're we gonna do?\What?\Honestly, I haven't thought about it.\We were planning on going to Damuro tomorrow...\If we go to Damuro tomorrow and don't earn anything, you better take responsibility for it, Haruhiro.\What do you mean by that?\I mean, you better show you mean it by paying up your portion. response:	Why do I have to do that?
context: So what're we gonna do?\What?\Honestly, I haven't thought about it.\We were planning on going to Damuro tomorrow...\If we go to Damuro tomorrow and don't earn anything, you better take responsibility for it, Haruhiro.\What do you mean by that?\I mean, you better show you mean it by paying up your portion.\Why do I have to do that? response:	And if we earn nothing, my portion is also nothing.
context: What?\Honestly, I haven't thought about it.\We were planning on going to Damuro tomorrow...\If we go to Damuro tomorrow and don't earn anything, you better take responsibility for it, Haruhiro.\What do you mean by that?\I mean, you better show you mean it by paying up your portion.\Why do I have to do that?\And if we earn nothing, my portion is also nothing. response:	Well, how about we change our hunting grounds?
context: Honestly, I haven't thought about it.\We were planning on going to Damuro tomorrow...\If we go to Damuro tomorrow and don't earn anything, you better take responsibility for it, Haruhiro.\What do you mean by that?\I mean, you better show you mean it by paying up your portion.\Why do I have to do that?\And if we earn nothing, my portion is also nothing.\Well, how about we change our hunting grounds? response:	The Cyrene Mine.
context: We were planning on going to Damuro tomorrow...\If we go to Damuro tomorrow and don't earn anything, you better take responsibility for it, Haruhiro.\What do you mean by that?\I mean, you better show you mean it by paying up your portion.\Why do I have to do that?\And if we earn nothing, my portion is also nothing.\Well, how about we change our hunting grounds?\The Cyrene Mine. response:	Oh, uh, sorry, I was talking to myself.
context: If we go to Damuro tomorrow and don't earn anything, you better take responsibility for it, Haruhiro.\What do you mean by that?\I mean, you better show you mean it by paying up your portion.\Why do I have to do that?\And if we earn nothing, my portion is also nothing.\Well, how about we change our hunting grounds?\The Cyrene Mine.\Oh, uh, sorry, I was talking to myself. response:	Haruhiro! You say some pretty good things once in a while.
context: What do you mean by that?\I mean, you better show you mean it by paying up your portion.\Why do I have to do that?\And if we earn nothing, my portion is also nothing.\Well, how about we change our hunting grounds?\The Cyrene Mine.\Oh, uh, sorry, I was talking to myself.\Haruhiro! You say some pretty good things once in a while. response:	And I mean once in a long while.
context: I mean, you better show you mean it by paying up your portion.\Why do I have to do that?\And if we earn nothing, my portion is also nothing.\Well, how about we change our hunting grounds?\The Cyrene Mine.\Oh, uh, sorry, I was talking to myself.\Haruhiro! You say some pretty good things once in a while.\And I mean once in a long while. response:	I'm totally up for it!
context: Why do I have to do that?\And if we earn nothing, my portion is also nothing.\Well, how about we change our hunting grounds?\The Cyrene Mine.\Oh, uh, sorry, I was talking to myself.\Haruhiro! You say some pretty good things once in a while.\And I mean once in a long while.\I'm totally up for it! response:	Are you sure?
context: And if we earn nothing, my portion is also nothing.\Well, how about we change our hunting grounds?\The Cyrene Mine.\Oh, uh, sorry, I was talking to myself.\Haruhiro! You say some pretty good things once in a while.\And I mean once in a long while.\I'm totally up for it!\Are you sure? response:	Isn't Tetra Pods in the Cyrene Mine?
context: Well, how about we change our hunting grounds?\The Cyrene Mine.\Oh, uh, sorry, I was talking to myself.\Haruhiro! You say some pretty good things once in a while.\And I mean once in a long while.\I'm totally up for it!\Are you sure?\Isn't Tetra Pods in the Cyrene Mine? response:	He's got a bounty of thirty golds!
context: The Cyrene Mine.\Oh, uh, sorry, I was talking to myself.\Haruhiro! You say some pretty good things once in a while.\And I mean once in a long while.\I'm totally up for it!\Are you sure?\Isn't Tetra Pods in the Cyrene Mine?\He's got a bounty of thirty golds! response:	It's not Tetra Pods but Death Spots from the Cyrene Mine.
context: Oh, uh, sorry, I was talking to myself.\Haruhiro! You say some pretty good things once in a while.\And I mean once in a long while.\I'm totally up for it!\Are you sure?\Isn't Tetra Pods in the Cyrene Mine?\He's got a bounty of thirty golds!\It's not Tetra Pods but Death Spots from the Cyrene Mine. response:	No matter what, we'll need to change our hunting grounds for a while.
context: Haruhiro! You say some pretty good things once in a while.\And I mean once in a long while.\I'm totally up for it!\Are you sure?\Isn't Tetra Pods in the Cyrene Mine?\He's got a bounty of thirty golds!\It's not Tetra Pods but Death Spots from the Cyrene Mine.\No matter what, we'll need to change our hunting grounds for a while. response:	But we don't know anything about other places, so I was wondering where we could go.
context: And I mean once in a long while.\I'm totally up for it!\Are you sure?\Isn't Tetra Pods in the Cyrene Mine?\He's got a bounty of thirty golds!\It's not Tetra Pods but Death Spots from the Cyrene Mine.\No matter what, we'll need to change our hunting grounds for a while.\But we don't know anything about other places, so I was wondering where we could go. response:	We can take extra precautions to avoid Death Spots.
context: I'm totally up for it!\Are you sure?\Isn't Tetra Pods in the Cyrene Mine?\He's got a bounty of thirty golds!\It's not Tetra Pods but Death Spots from the Cyrene Mine.\No matter what, we'll need to change our hunting grounds for a while.\But we don't know anything about other places, so I was wondering where we could go.\We can take extra precautions to avoid Death Spots. response:	And always being in the same area can get a little...
context: Are you sure?\Isn't Tetra Pods in the Cyrene Mine?\He's got a bounty of thirty golds!\It's not Tetra Pods but Death Spots from the Cyrene Mine.\No matter what, we'll need to change our hunting grounds for a while.\But we don't know anything about other places, so I was wondering where we could go.\We can take extra precautions to avoid Death Spots.\And always being in the same area can get a little... response:	I guess, it feels boring.
context: Isn't Tetra Pods in the Cyrene Mine?\He's got a bounty of thirty golds!\It's not Tetra Pods but Death Spots from the Cyrene Mine.\No matter what, we'll need to change our hunting grounds for a while.\But we don't know anything about other places, so I was wondering where we could go.\We can take extra precautions to avoid Death Spots.\And always being in the same area can get a little...\I guess, it feels boring. response:	We fall into a routine and make careless mistakes because of that.
context: He's got a bounty of thirty golds!\It's not Tetra Pods but Death Spots from the Cyrene Mine.\No matter what, we'll need to change our hunting grounds for a while.\But we don't know anything about other places, so I was wondering where we could go.\We can take extra precautions to avoid Death Spots.\And always being in the same area can get a little...\I guess, it feels boring.\We fall into a routine and make careless mistakes because of that. response:	Maybe it'd be good for us to have some excitement or be under pressure once in a while.
context: It's not Tetra Pods but Death Spots from the Cyrene Mine.\No matter what, we'll need to change our hunting grounds for a while.\But we don't know anything about other places, so I was wondering where we could go.\We can take extra precautions to avoid Death Spots.\And always being in the same area can get a little...\I guess, it feels boring.\We fall into a routine and make careless mistakes because of that.\Maybe it'd be good for us to have some excitement or be under pressure once in a while. response:	Yeah...
context: No matter what, we'll need to change our hunting grounds for a while.\But we don't know anything about other places, so I was wondering where we could go.\We can take extra precautions to avoid Death Spots.\And always being in the same area can get a little...\I guess, it feels boring.\We fall into a routine and make careless mistakes because of that.\Maybe it'd be good for us to have some excitement or be under pressure once in a while.\Yeah... response:	I want...
context: But we don't know anything about other places, so I was wondering where we could go.\We can take extra precautions to avoid Death Spots.\And always being in the same area can get a little...\I guess, it feels boring.\We fall into a routine and make careless mistakes because of that.\Maybe it'd be good for us to have some excitement or be under pressure once in a while.\Yeah...\I want... response:	Then...
context: We can take extra precautions to avoid Death Spots.\And always being in the same area can get a little...\I guess, it feels boring.\We fall into a routine and make careless mistakes because of that.\Maybe it'd be good for us to have some excitement or be under pressure once in a while.\Yeah...\I want...\Then... response:	Yeah.
context: And always being in the same area can get a little...\I guess, it feels boring.\We fall into a routine and make careless mistakes because of that.\Maybe it'd be good for us to have some excitement or be under pressure once in a while.\Yeah...\I want...\Then...\Yeah. response:	Is it bad to do the same thing every day?
context: I guess, it feels boring.\We fall into a routine and make careless mistakes because of that.\Maybe it'd be good for us to have some excitement or be under pressure once in a while.\Yeah...\I want...\Then...\Yeah.\Is it bad to do the same thing every day? response:	We've been in fewer dangerous situations lately...
context: We fall into a routine and make careless mistakes because of that.\Maybe it'd be good for us to have some excitement or be under pressure once in a while.\Yeah...\I want...\Then...\Yeah.\Is it bad to do the same thing every day?\We've been in fewer dangerous situations lately... response:	I'm okay with how it is now.
context: Maybe it'd be good for us to have some excitement or be under pressure once in a while.\Yeah...\I want...\Then...\Yeah.\Is it bad to do the same thing every day?\We've been in fewer dangerous situations lately...\I'm okay with how it is now. response:	Yeah, it's just that we can't go to Damuro right now...
context: Yeah...\I want...\Then...\Yeah.\Is it bad to do the same thing every day?\We've been in fewer dangerous situations lately...\I'm okay with how it is now.\Yeah, it's just that we can't go to Damuro right now... response:	Oh, right.
context: I want...\Then...\Yeah.\Is it bad to do the same thing every day?\We've been in fewer dangerous situations lately...\I'm okay with how it is now.\Yeah, it's just that we can't go to Damuro right now...\Oh, right. response:	I guess it's our only choice then.
context: Then...\Yeah.\Is it bad to do the same thing every day?\We've been in fewer dangerous situations lately...\I'm okay with how it is now.\Yeah, it's just that we can't go to Damuro right now...\Oh, right.\I guess it's our only choice then. response:	I guess if we change our prey, it'll be a nice change of pace, huh.
context: Yeah.\Is it bad to do the same thing every day?\We've been in fewer dangerous situations lately...\I'm okay with how it is now.\Yeah, it's just that we can't go to Damuro right now...\Oh, right.\I guess it's our only choice then.\I guess if we change our prey, it'll be a nice change of pace, huh. response:	Merry?
context: Is it bad to do the same thing every day?\We've been in fewer dangerous situations lately...\I'm okay with how it is now.\Yeah, it's just that we can't go to Damuro right now...\Oh, right.\I guess it's our only choice then.\I guess if we change our prey, it'll be a nice change of pace, huh.\Merry? response:	Wait...
context: We've been in fewer dangerous situations lately...\I'm okay with how it is now.\Yeah, it's just that we can't go to Damuro right now...\Oh, right.\I guess it's our only choice then.\I guess if we change our prey, it'll be a nice change of pace, huh.\Merry?\Wait... response:	I'm sorry.
context: I'm okay with how it is now.\Yeah, it's just that we can't go to Damuro right now...\Oh, right.\I guess it's our only choice then.\I guess if we change our prey, it'll be a nice change of pace, huh.\Merry?\Wait...\I'm sorry. response:	Merry!
context: Yeah, it's just that we can't go to Damuro right now...\Oh, right.\I guess it's our only choice then.\I guess if we change our prey, it'll be a nice change of pace, huh.\Merry?\Wait...\I'm sorry.\Merry! response:	I'm sorry.
context: Oh, right.\I guess it's our only choice then.\I guess if we change our prey, it'll be a nice change of pace, huh.\Merry?\Wait...\I'm sorry.\Merry!\I'm sorry. response:	No, I should apologize.
context: I guess it's our only choice then.\I guess if we change our prey, it'll be a nice change of pace, huh.\Merry?\Wait...\I'm sorry.\Merry!\I'm sorry.\No, I should apologize. response:	If we go to the Cyrene Mine,
context: I guess if we change our prey, it'll be a nice change of pace, huh.\Merry?\Wait...\I'm sorry.\Merry!\I'm sorry.\No, I should apologize.\If we go to the Cyrene Mine, response:	Merry will have to step foot in the place... where she lost her friends.
context: Merry?\Wait...\I'm sorry.\Merry!\I'm sorry.\No, I should apologize.\If we go to the Cyrene Mine,\Merry will have to step foot in the place... where she lost her friends. response:	That would be difficult.
context: Wait...\I'm sorry.\Merry!\I'm sorry.\No, I should apologize.\If we go to the Cyrene Mine,\Merry will have to step foot in the place... where she lost her friends.\That would be difficult. response:	And very painful.
context: I'm sorry.\Merry!\I'm sorry.\No, I should apologize.\If we go to the Cyrene Mine,\Merry will have to step foot in the place... where she lost her friends.\That would be difficult.\And very painful. response:	We actually haven't been near the place where Manato breathed his last either.
context: Merry!\I'm sorry.\No, I should apologize.\If we go to the Cyrene Mine,\Merry will have to step foot in the place... where she lost her friends.\That would be difficult.\And very painful.\We actually haven't been near the place where Manato breathed his last either. response:	It's to the point that I wish I could forget such a place exists.
context: I'm sorry.\No, I should apologize.\If we go to the Cyrene Mine,\Merry will have to step foot in the place... where she lost her friends.\That would be difficult.\And very painful.\We actually haven't been near the place where Manato breathed his last either.\It's to the point that I wish I could forget such a place exists. response:	In the Cyrene Mine...
context: No, I should apologize.\If we go to the Cyrene Mine,\Merry will have to step foot in the place... where she lost her friends.\That would be difficult.\And very painful.\We actually haven't been near the place where Manato breathed his last either.\It's to the point that I wish I could forget such a place exists.\In the Cyrene Mine... response:	I don't think I can be calm in the Cyrene Mine.
context: If we go to the Cyrene Mine,\Merry will have to step foot in the place... where she lost her friends.\That would be difficult.\And very painful.\We actually haven't been near the place where Manato breathed his last either.\It's to the point that I wish I could forget such a place exists.\In the Cyrene Mine...\I don't think I can be calm in the Cyrene Mine. response:	Not now...
context: Merry will have to step foot in the place... where she lost her friends.\That would be difficult.\And very painful.\We actually haven't been near the place where Manato breathed his last either.\It's to the point that I wish I could forget such a place exists.\In the Cyrene Mine...\I don't think I can be calm in the Cyrene Mine.\Not now... response:	Of course.
context: That would be difficult.\And very painful.\We actually haven't been near the place where Manato breathed his last either.\It's to the point that I wish I could forget such a place exists.\In the Cyrene Mine...\I don't think I can be calm in the Cyrene Mine.\Not now...\Of course. response:	But, I have to overcome this.
context: And very painful.\We actually haven't been near the place where Manato breathed his last either.\It's to the point that I wish I could forget such a place exists.\In the Cyrene Mine...\I don't think I can be calm in the Cyrene Mine.\Not now...\Of course.\But, I have to overcome this. response:	No, I want to overcome this.
context: We actually haven't been near the place where Manato breathed his last either.\It's to the point that I wish I could forget such a place exists.\In the Cyrene Mine...\I don't think I can be calm in the Cyrene Mine.\Not now...\Of course.\But, I have to overcome this.\No, I want to overcome this. response:	Otherwise, I feel like I won't be able to move on.
context: It's to the point that I wish I could forget such a place exists.\In the Cyrene Mine...\I don't think I can be calm in the Cyrene Mine.\Not now...\Of course.\But, I have to overcome this.\No, I want to overcome this.\Otherwise, I feel like I won't be able to move on. response:	But, I know I can't overcome it alone.
context: In the Cyrene Mine...\I don't think I can be calm in the Cyrene Mine.\Not now...\Of course.\But, I have to overcome this.\No, I want to overcome this.\Otherwise, I feel like I won't be able to move on.\But, I know I can't overcome it alone. response:	If I were to have help...
context: I don't think I can be calm in the Cyrene Mine.\Not now...\Of course.\But, I have to overcome this.\No, I want to overcome this.\Otherwise, I feel like I won't be able to move on.\But, I know I can't overcome it alone.\If I were to have help... response:	It'd make me happy if I could go with you guys...
context: Not now...\Of course.\But, I have to overcome this.\No, I want to overcome this.\Otherwise, I feel like I won't be able to move on.\But, I know I can't overcome it alone.\If I were to have help...\It'd make me happy if I could go with you guys... response:	I'm probably just causing you trouble.
context: Of course.\But, I have to overcome this.\No, I want to overcome this.\Otherwise, I feel like I won't be able to move on.\But, I know I can't overcome it alone.\If I were to have help...\It'd make me happy if I could go with you guys...\I'm probably just causing you trouble. response:	You're not.
context: But, I have to overcome this.\No, I want to overcome this.\Otherwise, I feel like I won't be able to move on.\But, I know I can't overcome it alone.\If I were to have help...\It'd make me happy if I could go with you guys...\I'm probably just causing you trouble.\You're not. response:	There's no way we'd think of it like that.
context: No, I want to overcome this.\Otherwise, I feel like I won't be able to move on.\But, I know I can't overcome it alone.\If I were to have help...\It'd make me happy if I could go with you guys...\I'm probably just causing you trouble.\You're not.\There's no way we'd think of it like that. response:	Haru?
context: Otherwise, I feel like I won't be able to move on.\But, I know I can't overcome it alone.\If I were to have help...\It'd make me happy if I could go with you guys...\I'm probably just causing you trouble.\You're not.\There's no way we'd think of it like that.\Haru? response:	I wonder why...
context: But, I know I can't overcome it alone.\If I were to have help...\It'd make me happy if I could go with you guys...\I'm probably just causing you trouble.\You're not.\There's no way we'd think of it like that.\Haru?\I wonder why... response:	Maybe these are tears of joy.
context: If I were to have help...\It'd make me happy if I could go with you guys...\I'm probably just causing you trouble.\You're not.\There's no way we'd think of it like that.\Haru?\I wonder why...\Maybe these are tears of joy. response:	I feel stupid right now.
context: It'd make me happy if I could go with you guys...\I'm probably just causing you trouble.\You're not.\There's no way we'd think of it like that.\Haru?\I wonder why...\Maybe these are tears of joy.\I feel stupid right now. response:	You're fine just like that, Haru.
context: I'm probably just causing you trouble.\You're not.\There's no way we'd think of it like that.\Haru?\I wonder why...\Maybe these are tears of joy.\I feel stupid right now.\You're fine just like that, Haru. response:	Thanks.
context: You're not.\There's no way we'd think of it like that.\Haru?\I wonder why...\Maybe these are tears of joy.\I feel stupid right now.\You're fine just like that, Haru.\Thanks. response:	We decided to be fully prepared before facing the Cyrene Mine.
context: There's no way we'd think of it like that.\Haru?\I wonder why...\Maybe these are tears of joy.\I feel stupid right now.\You're fine just like that, Haru.\Thanks.\We decided to be fully prepared before facing the Cyrene Mine. response:	We prepared our equipment and skills.
context: Haru?\I wonder why...\Maybe these are tears of joy.\I feel stupid right now.\You're fine just like that, Haru.\Thanks.\We decided to be fully prepared before facing the Cyrene Mine.\We prepared our equipment and skills. response:	I decided to pay forty silvers and learn the sneak attack, Spider.
context: I wonder why...\Maybe these are tears of joy.\I feel stupid right now.\You're fine just like that, Haru.\Thanks.\We decided to be fully prepared before facing the Cyrene Mine.\We prepared our equipment and skills.\I decided to pay forty silvers and learn the sneak attack, Spider. response:	All right, let's get started, Old Cat.
context: Maybe these are tears of joy.\I feel stupid right now.\You're fine just like that, Haru.\Thanks.\We decided to be fully prepared before facing the Cyrene Mine.\We prepared our equipment and skills.\I decided to pay forty silvers and learn the sneak attack, Spider.\All right, let's get started, Old Cat. response:	I'm counting on you!
context: I feel stupid right now.\You're fine just like that, Haru.\Thanks.\We decided to be fully prepared before facing the Cyrene Mine.\We prepared our equipment and skills.\I decided to pay forty silvers and learn the sneak attack, Spider.\All right, let's get started, Old Cat.\I'm counting on you! response:	You've gotten a little stiff since the last time.
context: You're fine just like that, Haru.\Thanks.\We decided to be fully prepared before facing the Cyrene Mine.\We prepared our equipment and skills.\I decided to pay forty silvers and learn the sneak attack, Spider.\All right, let's get started, Old Cat.\I'm counting on you!\You've gotten a little stiff since the last time. response:	Make sure only things that are hanging get stiff.
context: Thanks.\We decided to be fully prepared before facing the Cyrene Mine.\We prepared our equipment and skills.\I decided to pay forty silvers and learn the sneak attack, Spider.\All right, let's get started, Old Cat.\I'm counting on you!\You've gotten a little stiff since the last time.\Make sure only things that are hanging get stiff. response:	Uh, I'm not stiff th
context: We decided to be fully prepared before facing the Cyrene Mine.\We prepared our equipment and skills.\I decided to pay forty silvers and learn the sneak attack, Spider.\All right, let's get started, Old Cat.\I'm counting on you!\You've gotten a little stiff since the last time.\Make sure only things that are hanging get stiff.\Uh, I'm not stiff th response:	If you were, your neck could say goodbye to your body.
context: We prepared our equipment and skills.\I decided to pay forty silvers and learn the sneak attack, Spider.\All right, let's get started, Old Cat.\I'm counting on you!\You've gotten a little stiff since the last time.\Make sure only things that are hanging get stiff.\Uh, I'm not stiff th\If you were, your neck could say goodbye to your body. response:	If I didn't have my dagger, removing your neck vertebrae wouldn't be bad either.
context: I decided to pay forty silvers and learn the sneak attack, Spider.\All right, let's get started, Old Cat.\I'm counting on you!\You've gotten a little stiff since the last time.\Make sure only things that are hanging get stiff.\Uh, I'm not stiff th\If you were, your neck could say goodbye to your body.\If I didn't have my dagger, removing your neck vertebrae wouldn't be bad either. response:	First step for you is to fully experience my Spider...
context: All right, let's get started, Old Cat.\I'm counting on you!\You've gotten a little stiff since the last time.\Make sure only things that are hanging get stiff.\Uh, I'm not stiff th\If you were, your neck could say goodbye to your body.\If I didn't have my dagger, removing your neck vertebrae wouldn't be bad either.\First step for you is to fully experience my Spider... response:	I won't die, right?
context: I'm counting on you!\You've gotten a little stiff since the last time.\Make sure only things that are hanging get stiff.\Uh, I'm not stiff th\If you were, your neck could say goodbye to your body.\If I didn't have my dagger, removing your neck vertebrae wouldn't be bad either.\First step for you is to fully experience my Spider...\I won't die, right? response:	Not to worry.
context: You've gotten a little stiff since the last time.\Make sure only things that are hanging get stiff.\Uh, I'm not stiff th\If you were, your neck could say goodbye to your body.\If I didn't have my dagger, removing your neck vertebrae wouldn't be bad either.\First step for you is to fully experience my Spider...\I won't die, right?\Not to worry. response:	There have only been a few people who have died from my training.
context: Make sure only things that are hanging get stiff.\Uh, I'm not stiff th\If you were, your neck could say goodbye to your body.\If I didn't have my dagger, removing your neck vertebrae wouldn't be bad either.\First step for you is to fully experience my Spider...\I won't die, right?\Not to worry.\There have only been a few people who have died from my training. response:	There were people who actually died?!
context: Uh, I'm not stiff th\If you were, your neck could say goodbye to your body.\If I didn't have my dagger, removing your neck vertebrae wouldn't be bad either.\First step for you is to fully experience my Spider...\I won't die, right?\Not to worry.\There have only been a few people who have died from my training.\There were people who actually died?! response:	It's no use if you can't stand.
context: If you were, your neck could say goodbye to your body.\If I didn't have my dagger, removing your neck vertebrae wouldn't be bad either.\First step for you is to fully experience my Spider...\I won't die, right?\Not to worry.\There have only been a few people who have died from my training.\There were people who actually died?!\It's no use if you can't stand. response:	Take a break.
context: If I didn't have my dagger, removing your neck vertebrae wouldn't be bad either.\First step for you is to fully experience my Spider...\I won't die, right?\Not to worry.\There have only been a few people who have died from my training.\There were people who actually died?!\It's no use if you can't stand.\Take a break. response:	You need to train even when you're resting.
context: First step for you is to fully experience my Spider...\I won't die, right?\Not to worry.\There have only been a few people who have died from my training.\There were people who actually died?!\It's no use if you can't stand.\Take a break.\You need to train even when you're resting. response:	Sit-ups, sit-ups!
context: I won't die, right?\Not to worry.\There have only been a few people who have died from my training.\There were people who actually died?!\It's no use if you can't stand.\Take a break.\You need to train even when you're resting.\Sit-ups, sit-ups! response:	Or would you rather do some training on how to withstand torture?
context: Not to worry.\There have only been a few people who have died from my training.\There were people who actually died?!\It's no use if you can't stand.\Take a break.\You need to train even when you're resting.\Sit-ups, sit-ups!\Or would you rather do some training on how to withstand torture? response:	I'll die! For real!
context: There have only been a few people who have died from my training.\There were people who actually died?!\It's no use if you can't stand.\Take a break.\You need to train even when you're resting.\Sit-ups, sit-ups!\Or would you rather do some training on how to withstand torture?\I'll die! For real! response:	Then why don't we just make small talk?
context: There were people who actually died?!\It's no use if you can't stand.\Take a break.\You need to train even when you're resting.\Sit-ups, sit-ups!\Or would you rather do some training on how to withstand torture?\I'll die! For real!\Then why don't we just make small talk? response:	I I can't!
context: It's no use if you can't stand.\Take a break.\You need to train even when you're resting.\Sit-ups, sit-ups!\Or would you rather do some training on how to withstand torture?\I'll die! For real!\Then why don't we just make small talk?\I I can't! response:	You'll do as you're told, idiot.
context: Take a break.\You need to train even when you're resting.\Sit-ups, sit-ups!\Or would you rather do some training on how to withstand torture?\I'll die! For real!\Then why don't we just make small talk?\I I can't!\You'll do as you're told, idiot. response:	Small... talk?
context: You need to train even when you're resting.\Sit-ups, sit-ups!\Or would you rather do some training on how to withstand torture?\I'll die! For real!\Then why don't we just make small talk?\I I can't!\You'll do as you're told, idiot.\Small... talk? response:	I don't mind a little story, either.
context: Sit-ups, sit-ups!\Or would you rather do some training on how to withstand torture?\I'll die! For real!\Then why don't we just make small talk?\I I can't!\You'll do as you're told, idiot.\Small... talk?\I don't mind a little story, either. response:	I don't know any stories!
context: Or would you rather do some training on how to withstand torture?\I'll die! For real!\Then why don't we just make small talk?\I I can't!\You'll do as you're told, idiot.\Small... talk?\I don't mind a little story, either.\I don't know any stories! response:	What a boring guy you are.
context: I'll die! For real!\Then why don't we just make small talk?\I I can't!\You'll do as you're told, idiot.\Small... talk?\I don't mind a little story, either.\I don't know any stories!\What a boring guy you are. response:	No wonder you can't get any girls.
context: Then why don't we just make small talk?\I I can't!\You'll do as you're told, idiot.\Small... talk?\I don't mind a little story, either.\I don't know any stories!\What a boring guy you are.\No wonder you can't get any girls. response:	I can't... deny that fact.
context: I I can't!\You'll do as you're told, idiot.\Small... talk?\I don't mind a little story, either.\I don't know any stories!\What a boring guy you are.\No wonder you can't get any girls.\I can't... deny that fact. response:	You have girls in your party, don't you?
context: You'll do as you're told, idiot.\Small... talk?\I don't mind a little story, either.\I don't know any stories!\What a boring guy you are.\No wonder you can't get any girls.\I can't... deny that fact.\You have girls in your party, don't you? response:	Th-Three.
context: Small... talk?\I don't mind a little story, either.\I don't know any stories!\What a boring guy you are.\No wonder you can't get any girls.\I can't... deny that fact.\You have girls in your party, don't you?\Th-Three. response:	Make one of them yours.
