context: Tomoe believes that humans are fleeting and frail, response:	and he fears getting involved with them.
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Resolute
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute response:	Ah! Lord Ookuninushi, you're the best!
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Ah! Lord Ookuninushi, you're the best! response:	Then...
context: Resolute\Resolute\Resolute\Resolute\Resolute\Resolute\Ah! Lord Ookuninushi, you're the best!\Then... response:	Humans and spirit kind...
context: Resolute\Resolute\Resolute\Resolute\Resolute\Ah! Lord Ookuninushi, you're the best!\Then...\Humans and spirit kind... response:	Could they ever be joined together?
context: Resolute\Resolute\Resolute\Resolute\Ah! Lord Ookuninushi, you're the best!\Then...\Humans and spirit kind...\Could they ever be joined together? response:	I'm afraid not.
context: Resolute\Resolute\Resolute\Ah! Lord Ookuninushi, you're the best!\Then...\Humans and spirit kind...\Could they ever be joined together?\I'm afraid not. response:	Well, if saying that could put a stop to such a love,
context: Resolute\Resolute\Ah! Lord Ookuninushi, you're the best!\Then...\Humans and spirit kind...\Could they ever be joined together?\I'm afraid not.\Well, if saying that could put a stop to such a love, response:	then one need not worry, for it will fade quickly.
context: Resolute\Ah! Lord Ookuninushi, you're the best!\Then...\Humans and spirit kind...\Could they ever be joined together?\I'm afraid not.\Well, if saying that could put a stop to such a love,\then one need not worry, for it will fade quickly. response:	It all depends...
context: Ah! Lord Ookuninushi, you're the best!\Then...\Humans and spirit kind...\Could they ever be joined together?\I'm afraid not.\Well, if saying that could put a stop to such a love,\then one need not worry, for it will fade quickly.\It all depends... response:	upon the parties involved.
context: Then...\Humans and spirit kind...\Could they ever be joined together?\I'm afraid not.\Well, if saying that could put a stop to such a love,\then one need not worry, for it will fade quickly.\It all depends...\upon the parties involved. response:	What is the matter with Lady Nanami?
context: Humans and spirit kind...\Could they ever be joined together?\I'm afraid not.\Well, if saying that could put a stop to such a love,\then one need not worry, for it will fade quickly.\It all depends...\upon the parties involved.\What is the matter with Lady Nanami? response:	She has seemed listless since the banquet.
context: Could they ever be joined together?\I'm afraid not.\Well, if saying that could put a stop to such a love,\then one need not worry, for it will fade quickly.\It all depends...\upon the parties involved.\What is the matter with Lady Nanami?\She has seemed listless since the banquet. response:	She's probably tired.
context: I'm afraid not.\Well, if saying that could put a stop to such a love,\then one need not worry, for it will fade quickly.\It all depends...\upon the parties involved.\What is the matter with Lady Nanami?\She has seemed listless since the banquet.\She's probably tired. response:	The other gods will be staying for another seven days in Izumo,
context: Well, if saying that could put a stop to such a love,\then one need not worry, for it will fade quickly.\It all depends...\upon the parties involved.\What is the matter with Lady Nanami?\She has seemed listless since the banquet.\She's probably tired.\The other gods will be staying for another seven days in Izumo, response:	so I wish I could've taken her to relax in the hot springs.
context: then one need not worry, for it will fade quickly.\It all depends...\upon the parties involved.\What is the matter with Lady Nanami?\She has seemed listless since the banquet.\She's probably tired.\The other gods will be staying for another seven days in Izumo,\so I wish I could've taken her to relax in the hot springs. response:	That's enough out of you.
context: It all depends...\upon the parties involved.\What is the matter with Lady Nanami?\She has seemed listless since the banquet.\She's probably tired.\The other gods will be staying for another seven days in Izumo,\so I wish I could've taken her to relax in the hot springs.\That's enough out of you. response:	The shrine can't be left unattended forever.
context: upon the parties involved.\What is the matter with Lady Nanami?\She has seemed listless since the banquet.\She's probably tired.\The other gods will be staying for another seven days in Izumo,\so I wish I could've taken her to relax in the hot springs.\That's enough out of you.\The shrine can't be left unattended forever. response:	Then why don't you go back by yourself?
context: What is the matter with Lady Nanami?\She has seemed listless since the banquet.\She's probably tired.\The other gods will be staying for another seven days in Izumo,\so I wish I could've taken her to relax in the hot springs.\That's enough out of you.\The shrine can't be left unattended forever.\Then why don't you go back by yourself? response:	I'll take her to the hot springs.
context: She has seemed listless since the banquet.\She's probably tired.\The other gods will be staying for another seven days in Izumo,\so I wish I could've taken her to relax in the hot springs.\That's enough out of you.\The shrine can't be left unattended forever.\Then why don't you go back by yourself?\I'll take her to the hot springs. response:	I will remain with Nanami.
context: She's probably tired.\The other gods will be staying for another seven days in Izumo,\so I wish I could've taken her to relax in the hot springs.\That's enough out of you.\The shrine can't be left unattended forever.\Then why don't you go back by yourself?\I'll take her to the hot springs.\I will remain with Nanami. response:	You go back.
context: The other gods will be staying for another seven days in Izumo,\so I wish I could've taken her to relax in the hot springs.\That's enough out of you.\The shrine can't be left unattended forever.\Then why don't you go back by yourself?\I'll take her to the hot springs.\I will remain with Nanami.\You go back. response:	And they're fighting again.
context: so I wish I could've taken her to relax in the hot springs.\That's enough out of you.\The shrine can't be left unattended forever.\Then why don't you go back by yourself?\I'll take her to the hot springs.\I will remain with Nanami.\You go back.\And they're fighting again. response:	We are going home, Nanami.
context: That's enough out of you.\The shrine can't be left unattended forever.\Then why don't you go back by yourself?\I'll take her to the hot springs.\I will remain with Nanami.\You go back.\And they're fighting again.\We are going home, Nanami. response:	Let's go to the hot springs together.
context: The shrine can't be left unattended forever.\Then why don't you go back by yourself?\I'll take her to the hot springs.\I will remain with Nanami.\You go back.\And they're fighting again.\We are going home, Nanami.\Let's go to the hot springs together. response:	Get in.
context: Then why don't you go back by yourself?\I'll take her to the hot springs.\I will remain with Nanami.\You go back.\And they're fighting again.\We are going home, Nanami.\Let's go to the hot springs together.\Get in. response:	Sorry, but can you guys go back without me?
context: I'll take her to the hot springs.\I will remain with Nanami.\You go back.\And they're fighting again.\We are going home, Nanami.\Let's go to the hot springs together.\Get in.\Sorry, but can you guys go back without me? response:	I can't be close to Tomoe. Not right now.
context: I will remain with Nanami.\You go back.\And they're fighting again.\We are going home, Nanami.\Let's go to the hot springs together.\Get in.\Sorry, but can you guys go back without me?\I can't be close to Tomoe. Not right now. response:	It's like a wall's between us, and I can't get passed it.
context: You go back.\And they're fighting again.\We are going home, Nanami.\Let's go to the hot springs together.\Get in.\Sorry, but can you guys go back without me?\I can't be close to Tomoe. Not right now.\It's like a wall's between us, and I can't get passed it. response:	She has a return flight booked, so I'm sure she'll be fine by herself.
context: And they're fighting again.\We are going home, Nanami.\Let's go to the hot springs together.\Get in.\Sorry, but can you guys go back without me?\I can't be close to Tomoe. Not right now.\It's like a wall's between us, and I can't get passed it.\She has a return flight booked, so I'm sure she'll be fine by herself. response:	However, I'm kind of surprised you're actually letting her stay somewhere so far away from us.
context: We are going home, Nanami.\Let's go to the hot springs together.\Get in.\Sorry, but can you guys go back without me?\I can't be close to Tomoe. Not right now.\It's like a wall's between us, and I can't get passed it.\She has a return flight booked, so I'm sure she'll be fine by herself.\However, I'm kind of surprised you're actually letting her stay somewhere so far away from us. response:	It's not like you at all.
context: Let's go to the hot springs together.\Get in.\Sorry, but can you guys go back without me?\I can't be close to Tomoe. Not right now.\It's like a wall's between us, and I can't get passed it.\She has a return flight booked, so I'm sure she'll be fine by herself.\However, I'm kind of surprised you're actually letting her stay somewhere so far away from us.\It's not like you at all. response:	Meanwhile, at the Mori residence...
context: Get in.\Sorry, but can you guys go back without me?\I can't be close to Tomoe. Not right now.\It's like a wall's between us, and I can't get passed it.\She has a return flight booked, so I'm sure she'll be fine by herself.\However, I'm kind of surprised you're actually letting her stay somewhere so far away from us.\It's not like you at all.\Meanwhile, at the Mori residence... response:	Is this your weak spot, Montarou?
context: Sorry, but can you guys go back without me?\I can't be close to Tomoe. Not right now.\It's like a wall's between us, and I can't get passed it.\She has a return flight booked, so I'm sure she'll be fine by herself.\However, I'm kind of surprised you're actually letting her stay somewhere so far away from us.\It's not like you at all.\Meanwhile, at the Mori residence...\Is this your weak spot, Montarou? response:	No, please stop that! It's Monjirou!
context: I can't be close to Tomoe. Not right now.\It's like a wall's between us, and I can't get passed it.\She has a return flight booked, so I'm sure she'll be fine by herself.\However, I'm kind of surprised you're actually letting her stay somewhere so far away from us.\It's not like you at all.\Meanwhile, at the Mori residence...\Is this your weak spot, Montarou?\No, please stop that! It's Monjirou! response:	That...
context: It's like a wall's between us, and I can't get passed it.\She has a return flight booked, so I'm sure she'll be fine by herself.\However, I'm kind of surprised you're actually letting her stay somewhere so far away from us.\It's not like you at all.\Meanwhile, at the Mori residence...\Is this your weak spot, Montarou?\No, please stop that! It's Monjirou!\That... response:	Take that and that and that!
context: She has a return flight booked, so I'm sure she'll be fine by herself.\However, I'm kind of surprised you're actually letting her stay somewhere so far away from us.\It's not like you at all.\Meanwhile, at the Mori residence...\Is this your weak spot, Montarou?\No, please stop that! It's Monjirou!\That...\Take that and that and that! response:	Kikuichi, let me kill you.
context: However, I'm kind of surprised you're actually letting her stay somewhere so far away from us.\It's not like you at all.\Meanwhile, at the Mori residence...\Is this your weak spot, Montarou?\No, please stop that! It's Monjirou!\That...\Take that and that and that!\Kikuichi, let me kill you. response:	I'll spend another seven days and remake you.
context: It's not like you at all.\Meanwhile, at the Mori residence...\Is this your weak spot, Montarou?\No, please stop that! It's Monjirou!\That...\Take that and that and that!\Kikuichi, let me kill you.\I'll spend another seven days and remake you. response:	M-M-Master Kirihito!
context: Meanwhile, at the Mori residence...\Is this your weak spot, Montarou?\No, please stop that! It's Monjirou!\That...\Take that and that and that!\Kikuichi, let me kill you.\I'll spend another seven days and remake you.\M-M-Master Kirihito! response:	Master!
context: Is this your weak spot, Montarou?\No, please stop that! It's Monjirou!\That...\Take that and that and that!\Kikuichi, let me kill you.\I'll spend another seven days and remake you.\M-M-Master Kirihito!\Master! response:	What is the matter?!
context: No, please stop that! It's Monjirou!\That...\Take that and that and that!\Kikuichi, let me kill you.\I'll spend another seven days and remake you.\M-M-Master Kirihito!\Master!\What is the matter?! response:	It's nothing.
context: That...\Take that and that and that!\Kikuichi, let me kill you.\I'll spend another seven days and remake you.\M-M-Master Kirihito!\Master!\What is the matter?!\It's nothing. response:	Tomoe...
context: Take that and that and that!\Kikuichi, let me kill you.\I'll spend another seven days and remake you.\M-M-Master Kirihito!\Master!\What is the matter?!\It's nothing.\Tomoe... response:	Kirihito.
context: Kikuichi, let me kill you.\I'll spend another seven days and remake you.\M-M-Master Kirihito!\Master!\What is the matter?!\It's nothing.\Tomoe...\Kirihito. response:	I am coming in.
context: I'll spend another seven days and remake you.\M-M-Master Kirihito!\Master!\What is the matter?!\It's nothing.\Tomoe...\Kirihito.\I am coming in. response:	Kirihito?
context: M-M-Master Kirihito!\Master!\What is the matter?!\It's nothing.\Tomoe...\Kirihito.\I am coming in.\Kirihito? response:	I wonder if Tomoe thought it was weird when I said I wanted to go home alone.
context: Master!\What is the matter?!\It's nothing.\Tomoe...\Kirihito.\I am coming in.\Kirihito?\I wonder if Tomoe thought it was weird when I said I wanted to go home alone. response:	Nanami.
context: What is the matter?!\It's nothing.\Tomoe...\Kirihito.\I am coming in.\Kirihito?\I wonder if Tomoe thought it was weird when I said I wanted to go home alone.\Nanami. response:	Himemiko!
context: It's nothing.\Tomoe...\Kirihito.\I am coming in.\Kirihito?\I wonder if Tomoe thought it was weird when I said I wanted to go home alone.\Nanami.\Himemiko! response:	What are you doing here?
context: Tomoe...\Kirihito.\I am coming in.\Kirihito?\I wonder if Tomoe thought it was weird when I said I wanted to go home alone.\Nanami.\Himemiko!\What are you doing here? response:	Out shopping.
context: Kirihito.\I am coming in.\Kirihito?\I wonder if Tomoe thought it was weird when I said I wanted to go home alone.\Nanami.\Himemiko!\What are you doing here?\Out shopping. response:	Oh, uh... Masatake, was it? You're doing a great job there.
context: I am coming in.\Kirihito?\I wonder if Tomoe thought it was weird when I said I wanted to go home alone.\Nanami.\Himemiko!\What are you doing here?\Out shopping.\Oh, uh... Masatake, was it? You're doing a great job there. response:	I'm Aotake!
context: Kirihito?\I wonder if Tomoe thought it was weird when I said I wanted to go home alone.\Nanami.\Himemiko!\What are you doing here?\Out shopping.\Oh, uh... Masatake, was it? You're doing a great job there.\I'm Aotake! response:	Nanami, did thou return from Izumo just now?
context: I wonder if Tomoe thought it was weird when I said I wanted to go home alone.\Nanami.\Himemiko!\What are you doing here?\Out shopping.\Oh, uh... Masatake, was it? You're doing a great job there.\I'm Aotake!\Nanami, did thou return from Izumo just now? response:	Yeah. Thanks for coming to see me off when I left.
context: Nanami.\Himemiko!\What are you doing here?\Out shopping.\Oh, uh... Masatake, was it? You're doing a great job there.\I'm Aotake!\Nanami, did thou return from Izumo just now?\Yeah. Thanks for coming to see me off when I left. response:	It was nothing.
context: Himemiko!\What are you doing here?\Out shopping.\Oh, uh... Masatake, was it? You're doing a great job there.\I'm Aotake!\Nanami, did thou return from Izumo just now?\Yeah. Thanks for coming to see me off when I left.\It was nothing. response:	Is that impertinent fox not with you, land god?!
context: What are you doing here?\Out shopping.\Oh, uh... Masatake, was it? You're doing a great job there.\I'm Aotake!\Nanami, did thou return from Izumo just now?\Yeah. Thanks for coming to see me off when I left.\It was nothing.\Is that impertinent fox not with you, land god?! response:	Silence, Aotake! Do not use such language!
context: Out shopping.\Oh, uh... Masatake, was it? You're doing a great job there.\I'm Aotake!\Nanami, did thou return from Izumo just now?\Yeah. Thanks for coming to see me off when I left.\It was nothing.\Is that impertinent fox not with you, land god?!\Silence, Aotake! Do not use such language! response:	Tomoe and I traveled separately.
context: Oh, uh... Masatake, was it? You're doing a great job there.\I'm Aotake!\Nanami, did thou return from Izumo just now?\Yeah. Thanks for coming to see me off when I left.\It was nothing.\Is that impertinent fox not with you, land god?!\Silence, Aotake! Do not use such language!\Tomoe and I traveled separately. response:	Nanami.
context: I'm Aotake!\Nanami, did thou return from Izumo just now?\Yeah. Thanks for coming to see me off when I left.\It was nothing.\Is that impertinent fox not with you, land god?!\Silence, Aotake! Do not use such language!\Tomoe and I traveled separately.\Nanami. response:	Wilt thou not go on a date with me?
context: Nanami, did thou return from Izumo just now?\Yeah. Thanks for coming to see me off when I left.\It was nothing.\Is that impertinent fox not with you, land god?!\Silence, Aotake! Do not use such language!\Tomoe and I traveled separately.\Nanami.\Wilt thou not go on a date with me? response:	What?
context: Yeah. Thanks for coming to see me off when I left.\It was nothing.\Is that impertinent fox not with you, land god?!\Silence, Aotake! Do not use such language!\Tomoe and I traveled separately.\Nanami.\Wilt thou not go on a date with me?\What? response:	This is pretty good.
context: It was nothing.\Is that impertinent fox not with you, land god?!\Silence, Aotake! Do not use such language!\Tomoe and I traveled separately.\Nanami.\Wilt thou not go on a date with me?\What?\This is pretty good. response:	Aotake, deliver those to the Mikage Shrine.
context: Is that impertinent fox not with you, land god?!\Silence, Aotake! Do not use such language!\Tomoe and I traveled separately.\Nanami.\Wilt thou not go on a date with me?\What?\This is pretty good.\Aotake, deliver those to the Mikage Shrine. response:	Let us go, Nanami.
context: Silence, Aotake! Do not use such language!\Tomoe and I traveled separately.\Nanami.\Wilt thou not go on a date with me?\What?\This is pretty good.\Aotake, deliver those to the Mikage Shrine.\Let us go, Nanami. response:	O-Okay.
context: Tomoe and I traveled separately.\Nanami.\Wilt thou not go on a date with me?\What?\This is pretty good.\Aotake, deliver those to the Mikage Shrine.\Let us go, Nanami.\O-Okay. response:	My lady... My lady... My lady... Lady Himemiko!
context: Nanami.\Wilt thou not go on a date with me?\What?\This is pretty good.\Aotake, deliver those to the Mikage Shrine.\Let us go, Nanami.\O-Okay.\My lady... My lady... My lady... Lady Himemiko! response:	I've started the being a girl thing
context: Wilt thou not go on a date with me?\What?\This is pretty good.\Aotake, deliver those to the Mikage Shrine.\Let us go, Nanami.\O-Okay.\My lady... My lady... My lady... Lady Himemiko!\I've started the being a girl thing response:	I've started the being a girl thing
context: What?\This is pretty good.\Aotake, deliver those to the Mikage Shrine.\Let us go, Nanami.\O-Okay.\My lady... My lady... My lady... Lady Himemiko!\I've started the being a girl thing\I've started the being a girl thing response:	My sigh is like a violin playing
context: This is pretty good.\Aotake, deliver those to the Mikage Shrine.\Let us go, Nanami.\O-Okay.\My lady... My lady... My lady... Lady Himemiko!\I've started the being a girl thing\I've started the being a girl thing\My sigh is like a violin playing response:	My sigh is like a violin playing
context: Aotake, deliver those to the Mikage Shrine.\Let us go, Nanami.\O-Okay.\My lady... My lady... My lady... Lady Himemiko!\I've started the being a girl thing\I've started the being a girl thing\My sigh is like a violin playing\My sigh is like a violin playing response:	A red fruit has burst
context: Let us go, Nanami.\O-Okay.\My lady... My lady... My lady... Lady Himemiko!\I've started the being a girl thing\I've started the being a girl thing\My sigh is like a violin playing\My sigh is like a violin playing\A red fruit has burst response:	A red fruit has burst
context: O-Okay.\My lady... My lady... My lady... Lady Himemiko!\I've started the being a girl thing\I've started the being a girl thing\My sigh is like a violin playing\My sigh is like a violin playing\A red fruit has burst\A red fruit has burst response:	I don't know you yet
context: My lady... My lady... My lady... Lady Himemiko!\I've started the being a girl thing\I've started the being a girl thing\My sigh is like a violin playing\My sigh is like a violin playing\A red fruit has burst\A red fruit has burst\I don't know you yet response:	I don't know you yet
context: I've started the being a girl thing\I've started the being a girl thing\My sigh is like a violin playing\My sigh is like a violin playing\A red fruit has burst\A red fruit has burst\I don't know you yet\I don't know you yet response:	(Don't know you yet)
context: I've started the being a girl thing\My sigh is like a violin playing\My sigh is like a violin playing\A red fruit has burst\A red fruit has burst\I don't know you yet\I don't know you yet\(Don't know you yet) response:	(Don't know you yet)
context: My sigh is like a violin playing\My sigh is like a violin playing\A red fruit has burst\A red fruit has burst\I don't know you yet\I don't know you yet\(Don't know you yet)\(Don't know you yet) response:	I say, I've never done this before
context: My sigh is like a violin playing\A red fruit has burst\A red fruit has burst\I don't know you yet\I don't know you yet\(Don't know you yet)\(Don't know you yet)\I say, I've never done this before response:	I say, I've never done this before
context: A red fruit has burst\A red fruit has burst\I don't know you yet\I don't know you yet\(Don't know you yet)\(Don't know you yet)\I say, I've never done this before\I say, I've never done this before response:	Your gaze is an evil flower,
context: A red fruit has burst\I don't know you yet\I don't know you yet\(Don't know you yet)\(Don't know you yet)\I say, I've never done this before\I say, I've never done this before\Your gaze is an evil flower, response:	Your gaze is an evil flower,
context: I don't know you yet\I don't know you yet\(Don't know you yet)\(Don't know you yet)\I say, I've never done this before\I say, I've never done this before\Your gaze is an evil flower,\Your gaze is an evil flower, response:	blooming in riotous profusion
context: I don't know you yet\(Don't know you yet)\(Don't know you yet)\I say, I've never done this before\I say, I've never done this before\Your gaze is an evil flower,\Your gaze is an evil flower,\blooming in riotous profusion response:	blooming in riotous profusion
context: (Don't know you yet)\(Don't know you yet)\I say, I've never done this before\I say, I've never done this before\Your gaze is an evil flower,\Your gaze is an evil flower,\blooming in riotous profusion\blooming in riotous profusion response:	Here is a bus stop leading to the forest, but you won't lead me
context: (Don't know you yet)\I say, I've never done this before\I say, I've never done this before\Your gaze is an evil flower,\Your gaze is an evil flower,\blooming in riotous profusion\blooming in riotous profusion\Here is a bus stop leading to the forest, but you won't lead me response:	Here is a bus stop leading to the forest, but you won't lead me
context: I say, I've never done this before\I say, I've never done this before\Your gaze is an evil flower,\Your gaze is an evil flower,\blooming in riotous profusion\blooming in riotous profusion\Here is a bus stop leading to the forest, but you won't lead me\Here is a bus stop leading to the forest, but you won't lead me response:	(You won't lead me)
context: I say, I've never done this before\Your gaze is an evil flower,\Your gaze is an evil flower,\blooming in riotous profusion\blooming in riotous profusion\Here is a bus stop leading to the forest, but you won't lead me\Here is a bus stop leading to the forest, but you won't lead me\(You won't lead me) response:	(You won't lead me)
context: Your gaze is an evil flower,\Your gaze is an evil flower,\blooming in riotous profusion\blooming in riotous profusion\Here is a bus stop leading to the forest, but you won't lead me\Here is a bus stop leading to the forest, but you won't lead me\(You won't lead me)\(You won't lead me) response:	When we link fingers we can feel the pulse of love
context: Your gaze is an evil flower,\blooming in riotous profusion\blooming in riotous profusion\Here is a bus stop leading to the forest, but you won't lead me\Here is a bus stop leading to the forest, but you won't lead me\(You won't lead me)\(You won't lead me)\When we link fingers we can feel the pulse of love response:	When we link fingers we can feel the pulse of love
context: blooming in riotous profusion\blooming in riotous profusion\Here is a bus stop leading to the forest, but you won't lead me\Here is a bus stop leading to the forest, but you won't lead me\(You won't lead me)\(You won't lead me)\When we link fingers we can feel the pulse of love\When we link fingers we can feel the pulse of love response:	Ooh! S-So cute!
context: blooming in riotous profusion\Here is a bus stop leading to the forest, but you won't lead me\Here is a bus stop leading to the forest, but you won't lead me\(You won't lead me)\(You won't lead me)\When we link fingers we can feel the pulse of love\When we link fingers we can feel the pulse of love\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Here is a bus stop leading to the forest, but you won't lead me\Here is a bus stop leading to the forest, but you won't lead me\(You won't lead me)\(You won't lead me)\When we link fingers we can feel the pulse of love\When we link fingers we can feel the pulse of love\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Here is a bus stop leading to the forest, but you won't lead me\(You won't lead me)\(You won't lead me)\When we link fingers we can feel the pulse of love\When we link fingers we can feel the pulse of love\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: (You won't lead me)\(You won't lead me)\When we link fingers we can feel the pulse of love\When we link fingers we can feel the pulse of love\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: (You won't lead me)\When we link fingers we can feel the pulse of love\When we link fingers we can feel the pulse of love\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: When we link fingers we can feel the pulse of love\When we link fingers we can feel the pulse of love\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: When we link fingers we can feel the pulse of love\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
context: Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute!\Ooh! S-So cute! response:	Ooh! S-So cute!
