context: As you are aware, response:	you have final exams starting next month.
context: All right, let's get the next one over with.\Hinata, what's the first answer to question 6?\For this, you do this...\Question six: Please insert the correct word or phrase that goes in the parentheses\to correctly complete the idiom.\This idiom expresses that even ruthless people can show compassion or even cry at times.\Even ogres can be moved to...\Ow, my eyes! response:	Hey, how could you do that to the ogre?
context: Hinata, what's the first answer to question 6?\For this, you do this...\Question six: Please insert the correct word or phrase that goes in the parentheses\to correctly complete the idiom.\This idiom expresses that even ruthless people can show compassion or even cry at times.\Even ogres can be moved to...\Ow, my eyes!\Hey, how could you do that to the ogre? response:	You're thinking of another idiom.
context: For this, you do this...\Question six: Please insert the correct word or phrase that goes in the parentheses\to correctly complete the idiom.\This idiom expresses that even ruthless people can show compassion or even cry at times.\Even ogres can be moved to...\Ow, my eyes!\Hey, how could you do that to the ogre?\You're thinking of another idiom. response:	Did you not read explanation?
context: Question six: Please insert the correct word or phrase that goes in the parentheses\to correctly complete the idiom.\This idiom expresses that even ruthless people can show compassion or even cry at times.\Even ogres can be moved to...\Ow, my eyes!\Hey, how could you do that to the ogre?\You're thinking of another idiom.\Did you not read explanation? response:	Oh, shut up.
context: to correctly complete the idiom.\This idiom expresses that even ruthless people can show compassion or even cry at times.\Even ogres can be moved to...\Ow, my eyes!\Hey, how could you do that to the ogre?\You're thinking of another idiom.\Did you not read explanation?\Oh, shut up. response:	You probably saw the word ogre, didn't read the rest of the question,
context: This idiom expresses that even ruthless people can show compassion or even cry at times.\Even ogres can be moved to...\Ow, my eyes!\Hey, how could you do that to the ogre?\You're thinking of another idiom.\Did you not read explanation?\Oh, shut up.\You probably saw the word ogre, didn't read the rest of the question, response:	and just wrote the first thing that came to mind.
context: Even ogres can be moved to...\Ow, my eyes!\Hey, how could you do that to the ogre?\You're thinking of another idiom.\Did you not read explanation?\Oh, shut up.\You probably saw the word ogre, didn't read the rest of the question,\and just wrote the first thing that came to mind. response:	You really are a simpleton.
context: Ow, my eyes!\Hey, how could you do that to the ogre?\You're thinking of another idiom.\Did you not read explanation?\Oh, shut up.\You probably saw the word ogre, didn't read the rest of the question,\and just wrote the first thing that came to mind.\You really are a simpleton. response:	Yeah. You need to calm down.
context: Hey, how could you do that to the ogre?\You're thinking of another idiom.\Did you not read explanation?\Oh, shut up.\You probably saw the word ogre, didn't read the rest of the question,\and just wrote the first thing that came to mind.\You really are a simpleton.\Yeah. You need to calm down. response:	You're too careless.
context: You're thinking of another idiom.\Did you not read explanation?\Oh, shut up.\You probably saw the word ogre, didn't read the rest of the question,\and just wrote the first thing that came to mind.\You really are a simpleton.\Yeah. You need to calm down.\You're too careless. response:	Why do you guys have to keep going?!
context: Did you not read explanation?\Oh, shut up.\You probably saw the word ogre, didn't read the rest of the question,\and just wrote the first thing that came to mind.\You really are a simpleton.\Yeah. You need to calm down.\You're too careless.\Why do you guys have to keep going?! response:	You're one to talk, Kageyama.
context: Oh, shut up.\You probably saw the word ogre, didn't read the rest of the question,\and just wrote the first thing that came to mind.\You really are a simpleton.\Yeah. You need to calm down.\You're too careless.\Why do you guys have to keep going?!\You're one to talk, Kageyama. response:	Honestly, you're probably worse off than Hinata.
context: You probably saw the word ogre, didn't read the rest of the question,\and just wrote the first thing that came to mind.\You really are a simpleton.\Yeah. You need to calm down.\You're too careless.\Why do you guys have to keep going?!\You're one to talk, Kageyama.\Honestly, you're probably worse off than Hinata. response:	You need to memorize English vocab words on your own.
context: and just wrote the first thing that came to mind.\You really are a simpleton.\Yeah. You need to calm down.\You're too careless.\Why do you guys have to keep going?!\You're one to talk, Kageyama.\Honestly, you're probably worse off than Hinata.\You need to memorize English vocab words on your own. response:	Japanese people can't understand English!
context: You really are a simpleton.\Yeah. You need to calm down.\You're too careless.\Why do you guys have to keep going?!\You're one to talk, Kageyama.\Honestly, you're probably worse off than Hinata.\You need to memorize English vocab words on your own.\Japanese people can't understand English! response:	Then give up on going to Tokyo.
context: Yeah. You need to calm down.\You're too careless.\Why do you guys have to keep going?!\You're one to talk, Kageyama.\Honestly, you're probably worse off than Hinata.\You need to memorize English vocab words on your own.\Japanese people can't understand English!\Then give up on going to Tokyo. response:	Kageyama.
context: You're too careless.\Why do you guys have to keep going?!\You're one to talk, Kageyama.\Honestly, you're probably worse off than Hinata.\You need to memorize English vocab words on your own.\Japanese people can't understand English!\Then give up on going to Tokyo.\Kageyama. response:	B quick.
context: Why do you guys have to keep going?!\You're one to talk, Kageyama.\Honestly, you're probably worse off than Hinata.\You need to memorize English vocab words on your own.\Japanese people can't understand English!\Then give up on going to Tokyo.\Kageyama.\B quick. response:	Left-back attack.
context: You're one to talk, Kageyama.\Honestly, you're probably worse off than Hinata.\You need to memorize English vocab words on your own.\Japanese people can't understand English!\Then give up on going to Tokyo.\Kageyama.\B quick.\Left-back attack. response:	Timed attack behind the setter.
context: Honestly, you're probably worse off than Hinata.\You need to memorize English vocab words on your own.\Japanese people can't understand English!\Then give up on going to Tokyo.\Kageyama.\B quick.\Left-back attack.\Timed attack behind the setter. response:	So fast...
context: You need to memorize English vocab words on your own.\Japanese people can't understand English!\Then give up on going to Tokyo.\Kageyama.\B quick.\Left-back attack.\Timed attack behind the setter.\So fast... response:	How long did it take you to memorize those?
context: Japanese people can't understand English!\Then give up on going to Tokyo.\Kageyama.\B quick.\Left-back attack.\Timed attack behind the setter.\So fast...\How long did it take you to memorize those? response:	I think... less than a day?
context: Then give up on going to Tokyo.\Kageyama.\B quick.\Left-back attack.\Timed attack behind the setter.\So fast...\How long did it take you to memorize those?\I think... less than a day? response:	Which is exactly why I'm not going to let you say you can't memorize those words.
context: Kageyama.\B quick.\Left-back attack.\Timed attack behind the setter.\So fast...\How long did it take you to memorize those?\I think... less than a day?\Which is exactly why I'm not going to let you say you can't memorize those words. response:	O-Oh, no...
context: B quick.\Left-back attack.\Timed attack behind the setter.\So fast...\How long did it take you to memorize those?\I think... less than a day?\Which is exactly why I'm not going to let you say you can't memorize those words.\O-Oh, no... response:	I-I'm not gonna lose to Kageyama!
context: Left-back attack.\Timed attack behind the setter.\So fast...\How long did it take you to memorize those?\I think... less than a day?\Which is exactly why I'm not going to let you say you can't memorize those words.\O-Oh, no...\I-I'm not gonna lose to Kageyama! response:	All right. Let's go to my place after club on Saturday.
context: Timed attack behind the setter.\So fast...\How long did it take you to memorize those?\I think... less than a day?\Which is exactly why I'm not going to let you say you can't memorize those words.\O-Oh, no...\I-I'm not gonna lose to Kageyama!\All right. Let's go to my place after club on Saturday. response:	Got it.
context: So fast...\How long did it take you to memorize those?\I think... less than a day?\Which is exactly why I'm not going to let you say you can't memorize those words.\O-Oh, no...\I-I'm not gonna lose to Kageyama!\All right. Let's go to my place after club on Saturday.\Got it. response:	I'm not gonna lose to them, either!
context: How long did it take you to memorize those?\I think... less than a day?\Which is exactly why I'm not going to let you say you can't memorize those words.\O-Oh, no...\I-I'm not gonna lose to Kageyama!\All right. Let's go to my place after club on Saturday.\Got it.\I'm not gonna lose to them, either! response:	And I said you need to calm down...
context: I think... less than a day?\Which is exactly why I'm not going to let you say you can't memorize those words.\O-Oh, no...\I-I'm not gonna lose to Kageyama!\All right. Let's go to my place after club on Saturday.\Got it.\I'm not gonna lose to them, either!\And I said you need to calm down... response:	Nishinoya, let me see your quiz from yesterday.
context: Which is exactly why I'm not going to let you say you can't memorize those words.\O-Oh, no...\I-I'm not gonna lose to Kageyama!\All right. Let's go to my place after club on Saturday.\Got it.\I'm not gonna lose to them, either!\And I said you need to calm down...\Nishinoya, let me see your quiz from yesterday. response:	Karasuno Volleyball Club
context: O-Oh, no...\I-I'm not gonna lose to Kageyama!\All right. Let's go to my place after club on Saturday.\Got it.\I'm not gonna lose to them, either!\And I said you need to calm down...\Nishinoya, let me see your quiz from yesterday.\Karasuno Volleyball Club response:	Snacks!
context: I-I'm not gonna lose to Kageyama!\All right. Let's go to my place after club on Saturday.\Got it.\I'm not gonna lose to them, either!\And I said you need to calm down...\Nishinoya, let me see your quiz from yesterday.\Karasuno Volleyball Club\Snacks! response:	In general,
context: All right. Let's go to my place after club on Saturday.\Got it.\I'm not gonna lose to them, either!\And I said you need to calm down...\Nishinoya, let me see your quiz from yesterday.\Karasuno Volleyball Club\Snacks!\In general, response:	you can find the the answers for the Japanese questions in the passages given.
context: Got it.\I'm not gonna lose to them, either!\And I said you need to calm down...\Nishinoya, let me see your quiz from yesterday.\Karasuno Volleyball Club\Snacks!\In general,\you can find the the answers for the Japanese questions in the passages given. response:	So, if you just read them carefully...
context: I'm not gonna lose to them, either!\And I said you need to calm down...\Nishinoya, let me see your quiz from yesterday.\Karasuno Volleyball Club\Snacks!\In general,\you can find the the answers for the Japanese questions in the passages given.\So, if you just read them carefully... response:	Question 3: In the passage,
context: And I said you need to calm down...\Nishinoya, let me see your quiz from yesterday.\Karasuno Volleyball Club\Snacks!\In general,\you can find the the answers for the Japanese questions in the passages given.\So, if you just read them carefully...\Question 3: In the passage, response:	identify the sentence that best reflects Norio's contradictory feelings.
context: Nishinoya, let me see your quiz from yesterday.\Karasuno Volleyball Club\Snacks!\In general,\you can find the the answers for the Japanese questions in the passages given.\So, if you just read them carefully...\Question 3: In the passage,\identify the sentence that best reflects Norio's contradictory feelings. response:	Live more like a man, Norio!!!
context: Karasuno Volleyball Club\Snacks!\In general,\you can find the the answers for the Japanese questions in the passages given.\So, if you just read them carefully...\Question 3: In the passage,\identify the sentence that best reflects Norio's contradictory feelings.\Live more like a man, Norio!!! response:	Question 4: Fill in (A) from the passage with the most appropriate word.
context: Snacks!\In general,\you can find the the answers for the Japanese questions in the passages given.\So, if you just read them carefully...\Question 3: In the passage,\identify the sentence that best reflects Norio's contradictory feelings.\Live more like a man, Norio!!!\Question 4: Fill in (A) from the passage with the most appropriate word. response:	Live more like a man, Norio!
context: In general,\you can find the the answers for the Japanese questions in the passages given.\So, if you just read them carefully...\Question 3: In the passage,\identify the sentence that best reflects Norio's contradictory feelings.\Live more like a man, Norio!!!\Question 4: Fill in (A) from the passage with the most appropriate word.\Live more like a man, Norio! response:	It tells you right here to find it in the passage!
context: you can find the the answers for the Japanese questions in the passages given.\So, if you just read them carefully...\Question 3: In the passage,\identify the sentence that best reflects Norio's contradictory feelings.\Live more like a man, Norio!!!\Question 4: Fill in (A) from the passage with the most appropriate word.\Live more like a man, Norio!\It tells you right here to find it in the passage! response:	Don't ignore both the question and Norio!
context: So, if you just read them carefully...\Question 3: In the passage,\identify the sentence that best reflects Norio's contradictory feelings.\Live more like a man, Norio!!!\Question 4: Fill in (A) from the passage with the most appropriate word.\Live more like a man, Norio!\It tells you right here to find it in the passage!\Don't ignore both the question and Norio! response:	You're so awesome, Noya-san.
context: Question 3: In the passage,\identify the sentence that best reflects Norio's contradictory feelings.\Live more like a man, Norio!!!\Question 4: Fill in (A) from the passage with the most appropriate word.\Live more like a man, Norio!\It tells you right here to find it in the passage!\Don't ignore both the question and Norio!\You're so awesome, Noya-san. response:	You're good at memorization, aren't you, Nishinoya?
context: identify the sentence that best reflects Norio's contradictory feelings.\Live more like a man, Norio!!!\Question 4: Fill in (A) from the passage with the most appropriate word.\Live more like a man, Norio!\It tells you right here to find it in the passage!\Don't ignore both the question and Norio!\You're so awesome, Noya-san.\You're good at memorization, aren't you, Nishinoya? response:	Leave the memes to me!
context: Live more like a man, Norio!!!\Question 4: Fill in (A) from the passage with the most appropriate word.\Live more like a man, Norio!\It tells you right here to find it in the passage!\Don't ignore both the question and Norio!\You're so awesome, Noya-san.\You're good at memorization, aren't you, Nishinoya?\Leave the memes to me! response:	Tripod Headstand
context: Question 4: Fill in (A) from the passage with the most appropriate word.\Live more like a man, Norio!\It tells you right here to find it in the passage!\Don't ignore both the question and Norio!\You're so awesome, Noya-san.\You're good at memorization, aren't you, Nishinoya?\Leave the memes to me!\Tripod Headstand response:	That won't be on the exam!
context: Live more like a man, Norio!\It tells you right here to find it in the passage!\Don't ignore both the question and Norio!\You're so awesome, Noya-san.\You're good at memorization, aren't you, Nishinoya?\Leave the memes to me!\Tripod Headstand\That won't be on the exam! response:	Ugh, are you guys actually studying?
context: It tells you right here to find it in the passage!\Don't ignore both the question and Norio!\You're so awesome, Noya-san.\You're good at memorization, aren't you, Nishinoya?\Leave the memes to me!\Tripod Headstand\That won't be on the exam!\Ugh, are you guys actually studying? response:	Are you feeling okay?
context: Don't ignore both the question and Norio!\You're so awesome, Noya-san.\You're good at memorization, aren't you, Nishinoya?\Leave the memes to me!\Tripod Headstand\That won't be on the exam!\Ugh, are you guys actually studying?\Are you feeling okay? response:	What'd you mean by that?!
context: You're so awesome, Noya-san.\You're good at memorization, aren't you, Nishinoya?\Leave the memes to me!\Tripod Headstand\That won't be on the exam!\Ugh, are you guys actually studying?\Are you feeling okay?\What'd you mean by that?! response:	Heyo, Saeko-nesan!
context: You're good at memorization, aren't you, Nishinoya?\Leave the memes to me!\Tripod Headstand\That won't be on the exam!\Ugh, are you guys actually studying?\Are you feeling okay?\What'd you mean by that?!\Heyo, Saeko-nesan! response:	Hey, Yu!
context: Leave the memes to me!\Tripod Headstand\That won't be on the exam!\Ugh, are you guys actually studying?\Are you feeling okay?\What'd you mean by that?!\Heyo, Saeko-nesan!\Hey, Yu! response:	You're looking cool, as always.
context: Tripod Headstand\That won't be on the exam!\Ugh, are you guys actually studying?\Are you feeling okay?\What'd you mean by that?!\Heyo, Saeko-nesan!\Hey, Yu!\You're looking cool, as always. response:	Thanks!
context: That won't be on the exam!\Ugh, are you guys actually studying?\Are you feeling okay?\What'd you mean by that?!\Heyo, Saeko-nesan!\Hey, Yu!\You're looking cool, as always.\Thanks! response:	P-Pardon the intrusion...
context: Ugh, are you guys actually studying?\Are you feeling okay?\What'd you mean by that?!\Heyo, Saeko-nesan!\Hey, Yu!\You're looking cool, as always.\Thanks!\P-Pardon the intrusion... response:	You're totally fine.
context: Are you feeling okay?\What'd you mean by that?!\Heyo, Saeko-nesan!\Hey, Yu!\You're looking cool, as always.\Thanks!\P-Pardon the intrusion...\You're totally fine. response:	Let's see... Want your big sis to teach you a thing or two?
context: What'd you mean by that?!\Heyo, Saeko-nesan!\Hey, Yu!\You're looking cool, as always.\Thanks!\P-Pardon the intrusion...\You're totally fine.\Let's see... Want your big sis to teach you a thing or two? response:	Shut up!
context: Heyo, Saeko-nesan!\Hey, Yu!\You're looking cool, as always.\Thanks!\P-Pardon the intrusion...\You're totally fine.\Let's see... Want your big sis to teach you a thing or two?\Shut up! response:	You're just as dumb as me, so there's no point.
context: Hey, Yu!\You're looking cool, as always.\Thanks!\P-Pardon the intrusion...\You're totally fine.\Let's see... Want your big sis to teach you a thing or two?\Shut up!\You're just as dumb as me, so there's no point. response:	Hey, don't you dare underestimate a college girl.
context: You're looking cool, as always.\Thanks!\P-Pardon the intrusion...\You're totally fine.\Let's see... Want your big sis to teach you a thing or two?\Shut up!\You're just as dumb as me, so there's no point.\Hey, don't you dare underestimate a college girl. response:	You only go to your job and practice!
context: Thanks!\P-Pardon the intrusion...\You're totally fine.\Let's see... Want your big sis to teach you a thing or two?\Shut up!\You're just as dumb as me, so there's no point.\Hey, don't you dare underestimate a college girl.\You only go to your job and practice! response:	Sh-Shut up! I'm working hard when no one's looking!
context: P-Pardon the intrusion...\You're totally fine.\Let's see... Want your big sis to teach you a thing or two?\Shut up!\You're just as dumb as me, so there's no point.\Hey, don't you dare underestimate a college girl.\You only go to your job and practice!\Sh-Shut up! I'm working hard when no one's looking! response:	Tanaka's sister is so cool.
context: You're totally fine.\Let's see... Want your big sis to teach you a thing or two?\Shut up!\You're just as dumb as me, so there's no point.\Hey, don't you dare underestimate a college girl.\You only go to your job and practice!\Sh-Shut up! I'm working hard when no one's looking!\Tanaka's sister is so cool. response:	Yeah.
context: Let's see... Want your big sis to teach you a thing or two?\Shut up!\You're just as dumb as me, so there's no point.\Hey, don't you dare underestimate a college girl.\You only go to your job and practice!\Sh-Shut up! I'm working hard when no one's looking!\Tanaka's sister is so cool.\Yeah. response:	Don't come crying to me later!
context: Shut up!\You're just as dumb as me, so there's no point.\Hey, don't you dare underestimate a college girl.\You only go to your job and practice!\Sh-Shut up! I'm working hard when no one's looking!\Tanaka's sister is so cool.\Yeah.\Don't come crying to me later! response:	Practice? What kind?
context: You're just as dumb as me, so there's no point.\Hey, don't you dare underestimate a college girl.\You only go to your job and practice!\Sh-Shut up! I'm working hard when no one's looking!\Tanaka's sister is so cool.\Yeah.\Don't come crying to me later!\Practice? What kind? response:	For taiko.
context: Hey, don't you dare underestimate a college girl.\You only go to your job and practice!\Sh-Shut up! I'm working hard when no one's looking!\Tanaka's sister is so cool.\Yeah.\Don't come crying to me later!\Practice? What kind?\For taiko. response:	She's getting a team together.
context: You only go to your job and practice!\Sh-Shut up! I'm working hard when no one's looking!\Tanaka's sister is so cool.\Yeah.\Don't come crying to me later!\Practice? What kind?\For taiko.\She's getting a team together. response:	When it's festival time, she goes all out.
context: Sh-Shut up! I'm working hard when no one's looking!\Tanaka's sister is so cool.\Yeah.\Don't come crying to me later!\Practice? What kind?\For taiko.\She's getting a team together.\When it's festival time, she goes all out. response:	Wow. How cool.
context: Tanaka's sister is so cool.\Yeah.\Don't come crying to me later!\Practice? What kind?\For taiko.\She's getting a team together.\When it's festival time, she goes all out.\Wow. How cool. response:	Viva chest wraps!
context: Yeah.\Don't come crying to me later!\Practice? What kind?\For taiko.\She's getting a team together.\When it's festival time, she goes all out.\Wow. How cool.\Viva chest wraps! response:	All right, let's do this.
context: Don't come crying to me later!\Practice? What kind?\For taiko.\She's getting a team together.\When it's festival time, she goes all out.\Wow. How cool.\Viva chest wraps!\All right, let's do this. response:	You're going to Tokyo, aren't you?
context: Practice? What kind?\For taiko.\She's getting a team together.\When it's festival time, she goes all out.\Wow. How cool.\Viva chest wraps!\All right, let's do this.\You're going to Tokyo, aren't you? response:	Yes, Ennoshita-sensei!
context: For taiko.\She's getting a team together.\When it's festival time, she goes all out.\Wow. How cool.\Viva chest wraps!\All right, let's do this.\You're going to Tokyo, aren't you?\Yes, Ennoshita-sensei! response:	Sender: Hinata Shoyo Tomorrow!!! Tokyo's starting their IH tprelims tomorrow, right?! tDo your best!
context: She's getting a team together.\When it's festival time, she goes all out.\Wow. How cool.\Viva chest wraps!\All right, let's do this.\You're going to Tokyo, aren't you?\Yes, Ennoshita-sensei!\Sender: Hinata Shoyo Tomorrow!!! Tokyo's starting their IH tprelims tomorrow, right?! tDo your best! response:	Tokyo's starting their IH prelims tomorrow, right?!
context: When it's festival time, she goes all out.\Wow. How cool.\Viva chest wraps!\All right, let's do this.\You're going to Tokyo, aren't you?\Yes, Ennoshita-sensei!\Sender: Hinata Shoyo Tomorrow!!! Tokyo's starting their IH tprelims tomorrow, right?! tDo your best!\Tokyo's starting their IH prelims tomorrow, right?! response:	Do your best!
context: Wow. How cool.\Viva chest wraps!\All right, let's do this.\You're going to Tokyo, aren't you?\Yes, Ennoshita-sensei!\Sender: Hinata Shoyo Tomorrow!!! Tokyo's starting their IH tprelims tomorrow, right?! tDo your best!\Tokyo's starting their IH prelims tomorrow, right?!\Do your best! response:	Yeah, gradually... You guys are coming over here, right?
context: Viva chest wraps!\All right, let's do this.\You're going to Tokyo, aren't you?\Yes, Ennoshita-sensei!\Sender: Hinata Shoyo Tomorrow!!! Tokyo's starting their IH tprelims tomorrow, right?! tDo your best!\Tokyo's starting their IH prelims tomorrow, right?!\Do your best!\Yeah, gradually... You guys are coming over here, right? response:	Yeah, gradually...
context: All right, let's do this.\You're going to Tokyo, aren't you?\Yes, Ennoshita-sensei!\Sender: Hinata Shoyo Tomorrow!!! Tokyo's starting their IH tprelims tomorrow, right?! tDo your best!\Tokyo's starting their IH prelims tomorrow, right?!\Do your best!\Yeah, gradually... You guys are coming over here, right?\Yeah, gradually... response:	You guys are coming over here, right?
context: You're going to Tokyo, aren't you?\Yes, Ennoshita-sensei!\Sender: Hinata Shoyo Tomorrow!!! Tokyo's starting their IH tprelims tomorrow, right?! tDo your best!\Tokyo's starting their IH prelims tomorrow, right?!\Do your best!\Yeah, gradually... You guys are coming over here, right?\Yeah, gradually...\You guys are coming over here, right? response:	Ni-chan, let's play jump rope!
context: Yes, Ennoshita-sensei!\Sender: Hinata Shoyo Tomorrow!!! Tokyo's starting their IH tprelims tomorrow, right?! tDo your best!\Tokyo's starting their IH prelims tomorrow, right?!\Do your best!\Yeah, gradually... You guys are coming over here, right?\Yeah, gradually...\You guys are coming over here, right?\Ni-chan, let's play jump rope! response:	Nat-chan, your brother's busy studying.
context: Sender: Hinata Shoyo Tomorrow!!! Tokyo's starting their IH tprelims tomorrow, right?! tDo your best!\Tokyo's starting their IH prelims tomorrow, right?!\Do your best!\Yeah, gradually... You guys are coming over here, right?\Yeah, gradually...\You guys are coming over here, right?\Ni-chan, let's play jump rope!\Nat-chan, your brother's busy studying. response:	Aw...
context: Tokyo's starting their IH prelims tomorrow, right?!\Do your best!\Yeah, gradually... You guys are coming over here, right?\Yeah, gradually...\You guys are coming over here, right?\Ni-chan, let's play jump rope!\Nat-chan, your brother's busy studying.\Aw... response:	To: Kozume Kenma Subject: Totally!!! We're totally going!!! We're gonna win this time, just you wait!!!
context: Do your best!\Yeah, gradually... You guys are coming over here, right?\Yeah, gradually...\You guys are coming over here, right?\Ni-chan, let's play jump rope!\Nat-chan, your brother's busy studying.\Aw...\To: Kozume Kenma Subject: Totally!!! We're totally going!!! We're gonna win this time, just you wait!!! response:	Message Sending
context: Yeah, gradually... You guys are coming over here, right?\Yeah, gradually...\You guys are coming over here, right?\Ni-chan, let's play jump rope!\Nat-chan, your brother's busy studying.\Aw...\To: Kozume Kenma Subject: Totally!!! We're totally going!!! We're gonna win this time, just you wait!!!\Message Sending response:	All right! I'm gonna go to Tokyo!
context: Yeah, gradually...\You guys are coming over here, right?\Ni-chan, let's play jump rope!\Nat-chan, your brother's busy studying.\Aw...\To: Kozume Kenma Subject: Totally!!! We're totally going!!! We're gonna win this time, just you wait!!!\Message Sending\All right! I'm gonna go to Tokyo! response:	Shoyo, be quiet!
context: You guys are coming over here, right?\Ni-chan, let's play jump rope!\Nat-chan, your brother's busy studying.\Aw...\To: Kozume Kenma Subject: Totally!!! We're totally going!!! We're gonna win this time, just you wait!!!\Message Sending\All right! I'm gonna go to Tokyo!\Shoyo, be quiet! response:	Faculty Room
context: Ni-chan, let's play jump rope!\Nat-chan, your brother's busy studying.\Aw...\To: Kozume Kenma Subject: Totally!!! We're totally going!!! We're gonna win this time, just you wait!!!\Message Sending\All right! I'm gonna go to Tokyo!\Shoyo, be quiet!\Faculty Room response:	Goodness, Tanaka from Class 1...
context: Nat-chan, your brother's busy studying.\Aw...\To: Kozume Kenma Subject: Totally!!! We're totally going!!! We're gonna win this time, just you wait!!!\Message Sending\All right! I'm gonna go to Tokyo!\Shoyo, be quiet!\Faculty Room\Goodness, Tanaka from Class 1... response:	Not only is he not sleeping in class anymore,
context: Aw...\To: Kozume Kenma Subject: Totally!!! We're totally going!!! We're gonna win this time, just you wait!!!\Message Sending\All right! I'm gonna go to Tokyo!\Shoyo, be quiet!\Faculty Room\Goodness, Tanaka from Class 1...\Not only is he not sleeping in class anymore, response:	he's been asking questions after class.
context: To: Kozume Kenma Subject: Totally!!! We're totally going!!! We're gonna win this time, just you wait!!!\Message Sending\All right! I'm gonna go to Tokyo!\Shoyo, be quiet!\Faculty Room\Goodness, Tanaka from Class 1...\Not only is he not sleeping in class anymore,\he's been asking questions after class. response:	Same with Nishinoya from Class 3!
context: Message Sending\All right! I'm gonna go to Tokyo!\Shoyo, be quiet!\Faculty Room\Goodness, Tanaka from Class 1...\Not only is he not sleeping in class anymore,\he's been asking questions after class.\Same with Nishinoya from Class 3! response:	Looks they can do it if they try.
context: All right! I'm gonna go to Tokyo!\Shoyo, be quiet!\Faculty Room\Goodness, Tanaka from Class 1...\Not only is he not sleeping in class anymore,\he's been asking questions after class.\Same with Nishinoya from Class 3!\Looks they can do it if they try. response:	Maybe the Tokyo away games are becoming a reality.
context: Shoyo, be quiet!\Faculty Room\Goodness, Tanaka from Class 1...\Not only is he not sleeping in class anymore,\he's been asking questions after class.\Same with Nishinoya from Class 3!\Looks they can do it if they try.\Maybe the Tokyo away games are becoming a reality. response:	That just leaves Shimizu-san...
context: Faculty Room\Goodness, Tanaka from Class 1...\Not only is he not sleeping in class anymore,\he's been asking questions after class.\Same with Nishinoya from Class 3!\Looks they can do it if they try.\Maybe the Tokyo away games are becoming a reality.\That just leaves Shimizu-san... response:	I wonder if it's going well.
context: Goodness, Tanaka from Class 1...\Not only is he not sleeping in class anymore,\he's been asking questions after class.\Same with Nishinoya from Class 3!\Looks they can do it if they try.\Maybe the Tokyo away games are becoming a reality.\That just leaves Shimizu-san...\I wonder if it's going well. response:	Hey, do you have a moment?
context: Not only is he not sleeping in class anymore,\he's been asking questions after class.\Same with Nishinoya from Class 3!\Looks they can do it if they try.\Maybe the Tokyo away games are becoming a reality.\That just leaves Shimizu-san...\I wonder if it's going well.\Hey, do you have a moment? response:	Karasuno High School Boys' Volleyball Club Members and Manager Seeking Members!! Please Contact Shimizu Kiyoko in Class 3-2
context: he's been asking questions after class.\Same with Nishinoya from Class 3!\Looks they can do it if they try.\Maybe the Tokyo away games are becoming a reality.\That just leaves Shimizu-san...\I wonder if it's going well.\Hey, do you have a moment?\Karasuno High School Boys' Volleyball Club Members and Manager Seeking Members!! Please Contact Shimizu Kiyoko in Class 3-2 response:	Trying to find a new manager...
context: Same with Nishinoya from Class 3!\Looks they can do it if they try.\Maybe the Tokyo away games are becoming a reality.\That just leaves Shimizu-san...\I wonder if it's going well.\Hey, do you have a moment?\Karasuno High School Boys' Volleyball Club Members and Manager Seeking Members!! Please Contact Shimizu Kiyoko in Class 3-2\Trying to find a new manager... response:	Haikyu!!
context: Looks they can do it if they try.\Maybe the Tokyo away games are becoming a reality.\That just leaves Shimizu-san...\I wonder if it's going well.\Hey, do you have a moment?\Karasuno High School Boys' Volleyball Club Members and Manager Seeking Members!! Please Contact Shimizu Kiyoko in Class 3-2\Trying to find a new manager...\Haikyu!! response:	Haikyu!!
context: Maybe the Tokyo away games are becoming a reality.\That just leaves Shimizu-san...\I wonder if it's going well.\Hey, do you have a moment?\Karasuno High School Boys' Volleyball Club Members and Manager Seeking Members!! Please Contact Shimizu Kiyoko in Class 3-2\Trying to find a new manager...\Haikyu!!\Haikyu!! response:	Wow... She's so pretty.
context: That just leaves Shimizu-san...\I wonder if it's going well.\Hey, do you have a moment?\Karasuno High School Boys' Volleyball Club Members and Manager Seeking Members!! Please Contact Shimizu Kiyoko in Class 3-2\Trying to find a new manager...\Haikyu!!\Haikyu!!\Wow... She's so pretty. response:	Even at the Inter-High prelims,
context: I wonder if it's going well.\Hey, do you have a moment?\Karasuno High School Boys' Volleyball Club Members and Manager Seeking Members!! Please Contact Shimizu Kiyoko in Class 3-2\Trying to find a new manager...\Haikyu!!\Haikyu!!\Wow... She's so pretty.\Even at the Inter-High prelims, response:	So, she's a third-year...
context: Hey, do you have a moment?\Karasuno High School Boys' Volleyball Club Members and Manager Seeking Members!! Please Contact Shimizu Kiyoko in Class 3-2\Trying to find a new manager...\Haikyu!!\Haikyu!!\Wow... She's so pretty.\Even at the Inter-High prelims,\So, she's a third-year... response:	She's so pretty.
context: Karasuno High School Boys' Volleyball Club Members and Manager Seeking Members!! Please Contact Shimizu Kiyoko in Class 3-2\Trying to find a new manager...\Haikyu!!\Haikyu!!\Wow... She's so pretty.\Even at the Inter-High prelims,\So, she's a third-year...\She's so pretty. response:	they were neck-and-neck with Aoba Johsai, who actually made it to the finals.
