context: I was being too selfish and couldn't realize how lost and confused you were. response:	I'm not lost or confused.
context: Being all wishy-washy about the decision.\Though it's understandable.\It's a lose-lose situation always leading to regret.\But in that case, isn't it the same whichever you pick?\Hey.\The more you tease Takahashi like this, the harder it's going to be on her.\It may seem cruel, but if you're gonna go, just tell her.\She normally doesn't complain very much, you know? response:	And she acts appropriately to the time and place.
context: Though it's understandable.\It's a lose-lose situation always leading to regret.\But in that case, isn't it the same whichever you pick?\Hey.\The more you tease Takahashi like this, the harder it's going to be on her.\It may seem cruel, but if you're gonna go, just tell her.\She normally doesn't complain very much, you know?\And she acts appropriately to the time and place. response:	Because she knows that I only have a mom...
context: It's a lose-lose situation always leading to regret.\But in that case, isn't it the same whichever you pick?\Hey.\The more you tease Takahashi like this, the harder it's going to be on her.\It may seem cruel, but if you're gonna go, just tell her.\She normally doesn't complain very much, you know?\And she acts appropriately to the time and place.\Because she knows that I only have a mom... response:	This whole thing is just weird to begin with.
context: But in that case, isn't it the same whichever you pick?\Hey.\The more you tease Takahashi like this, the harder it's going to be on her.\It may seem cruel, but if you're gonna go, just tell her.\She normally doesn't complain very much, you know?\And she acts appropriately to the time and place.\Because she knows that I only have a mom...\This whole thing is just weird to begin with. response:	Mom's not a little girl, but she's not really that mature either, even at forty-two.
context: Hey.\The more you tease Takahashi like this, the harder it's going to be on her.\It may seem cruel, but if you're gonna go, just tell her.\She normally doesn't complain very much, you know?\And she acts appropriately to the time and place.\Because she knows that I only have a mom...\This whole thing is just weird to begin with.\Mom's not a little girl, but she's not really that mature either, even at forty-two. response:	You want me to say I can't leave her alone? It's just a year.
context: The more you tease Takahashi like this, the harder it's going to be on her.\It may seem cruel, but if you're gonna go, just tell her.\She normally doesn't complain very much, you know?\And she acts appropriately to the time and place.\Because she knows that I only have a mom...\This whole thing is just weird to begin with.\Mom's not a little girl, but she's not really that mature either, even at forty-two.\You want me to say I can't leave her alone? It's just a year. response:	But she got married on her own, got divorced on her own, and decided on her new workplace all by herself.
context: It may seem cruel, but if you're gonna go, just tell her.\She normally doesn't complain very much, you know?\And she acts appropriately to the time and place.\Because she knows that I only have a mom...\This whole thing is just weird to begin with.\Mom's not a little girl, but she's not really that mature either, even at forty-two.\You want me to say I can't leave her alone? It's just a year.\But she got married on her own, got divorced on her own, and decided on her new workplace all by herself. response:	Without caring one a bit about her son, who has entrance exams coming up.
context: She normally doesn't complain very much, you know?\And she acts appropriately to the time and place.\Because she knows that I only have a mom...\This whole thing is just weird to begin with.\Mom's not a little girl, but she's not really that mature either, even at forty-two.\You want me to say I can't leave her alone? It's just a year.\But she got married on her own, got divorced on her own, and decided on her new workplace all by herself.\Without caring one a bit about her son, who has entrance exams coming up. response:	That one year...
context: And she acts appropriately to the time and place.\Because she knows that I only have a mom...\This whole thing is just weird to begin with.\Mom's not a little girl, but she's not really that mature either, even at forty-two.\You want me to say I can't leave her alone? It's just a year.\But she got married on her own, got divorced on her own, and decided on her new workplace all by herself.\Without caring one a bit about her son, who has entrance exams coming up.\That one year... response:	Why she couldn't have just waited one more year to get divorced?
context: Because she knows that I only have a mom...\This whole thing is just weird to begin with.\Mom's not a little girl, but she's not really that mature either, even at forty-two.\You want me to say I can't leave her alone? It's just a year.\But she got married on her own, got divorced on her own, and decided on her new workplace all by herself.\Without caring one a bit about her son, who has entrance exams coming up.\That one year...\Why she couldn't have just waited one more year to get divorced? response:	It's not like your mom asked you to go with her...
context: This whole thing is just weird to begin with.\Mom's not a little girl, but she's not really that mature either, even at forty-two.\You want me to say I can't leave her alone? It's just a year.\But she got married on her own, got divorced on her own, and decided on her new workplace all by herself.\Without caring one a bit about her son, who has entrance exams coming up.\That one year...\Why she couldn't have just waited one more year to get divorced?\It's not like your mom asked you to go with her... response:	Am I supposed to pretend like I didn't feel my mom asking me to go...
context: Mom's not a little girl, but she's not really that mature either, even at forty-two.\You want me to say I can't leave her alone? It's just a year.\But she got married on her own, got divorced on her own, and decided on her new workplace all by herself.\Without caring one a bit about her son, who has entrance exams coming up.\That one year...\Why she couldn't have just waited one more year to get divorced?\It's not like your mom asked you to go with her...\Am I supposed to pretend like I didn't feel my mom asking me to go... response:	This totally sucks.
context: You want me to say I can't leave her alone? It's just a year.\But she got married on her own, got divorced on her own, and decided on her new workplace all by herself.\Without caring one a bit about her son, who has entrance exams coming up.\That one year...\Why she couldn't have just waited one more year to get divorced?\It's not like your mom asked you to go with her...\Am I supposed to pretend like I didn't feel my mom asking me to go...\This totally sucks. response:	I wonder if Takahashi's really that strong?
context: But she got married on her own, got divorced on her own, and decided on her new workplace all by herself.\Without caring one a bit about her son, who has entrance exams coming up.\That one year...\Why she couldn't have just waited one more year to get divorced?\It's not like your mom asked you to go with her...\Am I supposed to pretend like I didn't feel my mom asking me to go...\This totally sucks.\I wonder if Takahashi's really that strong? response:	Are you sure you're not just giving her time...?
context: Without caring one a bit about her son, who has entrance exams coming up.\That one year...\Why she couldn't have just waited one more year to get divorced?\It's not like your mom asked you to go with her...\Am I supposed to pretend like I didn't feel my mom asking me to go...\This totally sucks.\I wonder if Takahashi's really that strong?\Are you sure you're not just giving her time...? response:	Are you sure you don't see her beginning to regret what she said, so you're purposely delaying your decision?
context: That one year...\Why she couldn't have just waited one more year to get divorced?\It's not like your mom asked you to go with her...\Am I supposed to pretend like I didn't feel my mom asking me to go...\This totally sucks.\I wonder if Takahashi's really that strong?\Are you sure you're not just giving her time...?\Are you sure you don't see her beginning to regret what she said, so you're purposely delaying your decision? response:	If Takahashi told me not to go... I might not be able to go.
context: Why she couldn't have just waited one more year to get divorced?\It's not like your mom asked you to go with her...\Am I supposed to pretend like I didn't feel my mom asking me to go...\This totally sucks.\I wonder if Takahashi's really that strong?\Are you sure you're not just giving her time...?\Are you sure you don't see her beginning to regret what she said, so you're purposely delaying your decision?\If Takahashi told me not to go... I might not be able to go. response:	Takahashi.
context: It's not like your mom asked you to go with her...\Am I supposed to pretend like I didn't feel my mom asking me to go...\This totally sucks.\I wonder if Takahashi's really that strong?\Are you sure you're not just giving her time...?\Are you sure you don't see her beginning to regret what she said, so you're purposely delaying your decision?\If Takahashi told me not to go... I might not be able to go.\Takahashi. response:	A-Ah, yes?!
context: Am I supposed to pretend like I didn't feel my mom asking me to go...\This totally sucks.\I wonder if Takahashi's really that strong?\Are you sure you're not just giving her time...?\Are you sure you don't see her beginning to regret what she said, so you're purposely delaying your decision?\If Takahashi told me not to go... I might not be able to go.\Takahashi.\A-Ah, yes?! response:	Wanna stop by the library today?
context: This totally sucks.\I wonder if Takahashi's really that strong?\Are you sure you're not just giving her time...?\Are you sure you don't see her beginning to regret what she said, so you're purposely delaying your decision?\If Takahashi told me not to go... I might not be able to go.\Takahashi.\A-Ah, yes?!\Wanna stop by the library today? response:	Ah, umm... I have a student council meeting today, so go on ahead. It'll take some time.
context: I wonder if Takahashi's really that strong?\Are you sure you're not just giving her time...?\Are you sure you don't see her beginning to regret what she said, so you're purposely delaying your decision?\If Takahashi told me not to go... I might not be able to go.\Takahashi.\A-Ah, yes?!\Wanna stop by the library today?\Ah, umm... I have a student council meeting today, so go on ahead. It'll take some time. response:	Oh.
context: Are you sure you're not just giving her time...?\Are you sure you don't see her beginning to regret what she said, so you're purposely delaying your decision?\If Takahashi told me not to go... I might not be able to go.\Takahashi.\A-Ah, yes?!\Wanna stop by the library today?\Ah, umm... I have a student council meeting today, so go on ahead. It'll take some time.\Oh. response:	Sorry.
context: Are you sure you don't see her beginning to regret what she said, so you're purposely delaying your decision?\If Takahashi told me not to go... I might not be able to go.\Takahashi.\A-Ah, yes?!\Wanna stop by the library today?\Ah, umm... I have a student council meeting today, so go on ahead. It'll take some time.\Oh.\Sorry. response:	I guess I should pick out a present soon.
context: If Takahashi told me not to go... I might not be able to go.\Takahashi.\A-Ah, yes?!\Wanna stop by the library today?\Ah, umm... I have a student council meeting today, so go on ahead. It'll take some time.\Oh.\Sorry.\I guess I should pick out a present soon. response:	I see. Well, you'd better talk to your mother about this.
context: Takahashi.\A-Ah, yes?!\Wanna stop by the library today?\Ah, umm... I have a student council meeting today, so go on ahead. It'll take some time.\Oh.\Sorry.\I guess I should pick out a present soon.\I see. Well, you'd better talk to your mother about this. response:	Sensei... here's the day book.
context: A-Ah, yes?!\Wanna stop by the library today?\Ah, umm... I have a student council meeting today, so go on ahead. It'll take some time.\Oh.\Sorry.\I guess I should pick out a present soon.\I see. Well, you'd better talk to your mother about this.\Sensei... here's the day book. response:	Good work.
context: Wanna stop by the library today?\Ah, umm... I have a student council meeting today, so go on ahead. It'll take some time.\Oh.\Sorry.\I guess I should pick out a present soon.\I see. Well, you'd better talk to your mother about this.\Sensei... here's the day book.\Good work. response:	Day book
context: Ah, umm... I have a student council meeting today, so go on ahead. It'll take some time.\Oh.\Sorry.\I guess I should pick out a present soon.\I see. Well, you'd better talk to your mother about this.\Sensei... here's the day book.\Good work.\Day book response:	Umm, when's the closing ceremony?
context: Oh.\Sorry.\I guess I should pick out a present soon.\I see. Well, you'd better talk to your mother about this.\Sensei... here's the day book.\Good work.\Day book\Umm, when's the closing ceremony? response:	December 24th, remember? Just like every year.
context: Sorry.\I guess I should pick out a present soon.\I see. Well, you'd better talk to your mother about this.\Sensei... here's the day book.\Good work.\Day book\Umm, when's the closing ceremony?\December 24th, remember? Just like every year. response:	T-That's right...
context: I guess I should pick out a present soon.\I see. Well, you'd better talk to your mother about this.\Sensei... here's the day book.\Good work.\Day book\Umm, when's the closing ceremony?\December 24th, remember? Just like every year.\T-That's right... response:	I haven't received transfer papers from anyone yet.
context: I see. Well, you'd better talk to your mother about this.\Sensei... here's the day book.\Good work.\Day book\Umm, when's the closing ceremony?\December 24th, remember? Just like every year.\T-That's right...\I haven't received transfer papers from anyone yet. response:	Why am I so relieved...? Wasn't I prepared for this?
context: Sensei... here's the day book.\Good work.\Day book\Umm, when's the closing ceremony?\December 24th, remember? Just like every year.\T-That's right...\I haven't received transfer papers from anyone yet.\Why am I so relieved...? Wasn't I prepared for this? response:	But... a whole year is a long time.
context: Good work.\Day book\Umm, when's the closing ceremony?\December 24th, remember? Just like every year.\T-That's right...\I haven't received transfer papers from anyone yet.\Why am I so relieved...? Wasn't I prepared for this?\But... a whole year is a long time. response:	It's a lot longer than I first thought...
context: Day book\Umm, when's the closing ceremony?\December 24th, remember? Just like every year.\T-That's right...\I haven't received transfer papers from anyone yet.\Why am I so relieved...? Wasn't I prepared for this?\But... a whole year is a long time.\It's a lot longer than I first thought... response:	It's a long time.
context: Umm, when's the closing ceremony?\December 24th, remember? Just like every year.\T-That's right...\I haven't received transfer papers from anyone yet.\Why am I so relieved...? Wasn't I prepared for this?\But... a whole year is a long time.\It's a lot longer than I first thought...\It's a long time. response:	Huh? It's strange of you to come over this late, Nana!
context: December 24th, remember? Just like every year.\T-That's right...\I haven't received transfer papers from anyone yet.\Why am I so relieved...? Wasn't I prepared for this?\But... a whole year is a long time.\It's a lot longer than I first thought...\It's a long time.\Huh? It's strange of you to come over this late, Nana! response:	What's the matter?
context: T-That's right...\I haven't received transfer papers from anyone yet.\Why am I so relieved...? Wasn't I prepared for this?\But... a whole year is a long time.\It's a lot longer than I first thought...\It's a long time.\Huh? It's strange of you to come over this late, Nana!\What's the matter? response:	Nothing much...
context: I haven't received transfer papers from anyone yet.\Why am I so relieved...? Wasn't I prepared for this?\But... a whole year is a long time.\It's a lot longer than I first thought...\It's a long time.\Huh? It's strange of you to come over this late, Nana!\What's the matter?\Nothing much... response:	Come on in.
context: Why am I so relieved...? Wasn't I prepared for this?\But... a whole year is a long time.\It's a lot longer than I first thought...\It's a long time.\Huh? It's strange of you to come over this late, Nana!\What's the matter?\Nothing much...\Come on in. response:	Want some hot chocolate?
context: But... a whole year is a long time.\It's a lot longer than I first thought...\It's a long time.\Huh? It's strange of you to come over this late, Nana!\What's the matter?\Nothing much...\Come on in.\Want some hot chocolate? response:	I'd love some.
context: It's a lot longer than I first thought...\It's a long time.\Huh? It's strange of you to come over this late, Nana!\What's the matter?\Nothing much...\Come on in.\Want some hot chocolate?\I'd love some. response:	I found a lot of potential presents for him today.
context: It's a long time.\Huh? It's strange of you to come over this late, Nana!\What's the matter?\Nothing much...\Come on in.\Want some hot chocolate?\I'd love some.\I found a lot of potential presents for him today. response:	Lemme see, lemme see!
context: Huh? It's strange of you to come over this late, Nana!\What's the matter?\Nothing much...\Come on in.\Want some hot chocolate?\I'd love some.\I found a lot of potential presents for him today.\Lemme see, lemme see! response:	Ah, this pendant! It'd really suit him!
context: What's the matter?\Nothing much...\Come on in.\Want some hot chocolate?\I'd love some.\I found a lot of potential presents for him today.\Lemme see, lemme see!\Ah, this pendant! It'd really suit him! response:	Your really think so? Do you really think it's good?
context: Nothing much...\Come on in.\Want some hot chocolate?\I'd love some.\I found a lot of potential presents for him today.\Lemme see, lemme see!\Ah, this pendant! It'd really suit him!\Your really think so? Do you really think it's good? response:	They actually come in pairs, with one for a girl, too.
context: Come on in.\Want some hot chocolate?\I'd love some.\I found a lot of potential presents for him today.\Lemme see, lemme see!\Ah, this pendant! It'd really suit him!\Your really think so? Do you really think it's good?\They actually come in pairs, with one for a girl, too. response:	I've never been interested in that couple look, but I thought this might be nice!
context: Want some hot chocolate?\I'd love some.\I found a lot of potential presents for him today.\Lemme see, lemme see!\Ah, this pendant! It'd really suit him!\Your really think so? Do you really think it's good?\They actually come in pairs, with one for a girl, too.\I've never been interested in that couple look, but I thought this might be nice! response:	We can wear them every day, and we can think of each other when we're apart, right?
context: I'd love some.\I found a lot of potential presents for him today.\Lemme see, lemme see!\Ah, this pendant! It'd really suit him!\Your really think so? Do you really think it's good?\They actually come in pairs, with one for a girl, too.\I've never been interested in that couple look, but I thought this might be nice!\We can wear them every day, and we can think of each other when we're apart, right? response:	I-I'm just giving an example.
context: I found a lot of potential presents for him today.\Lemme see, lemme see!\Ah, this pendant! It'd really suit him!\Your really think so? Do you really think it's good?\They actually come in pairs, with one for a girl, too.\I've never been interested in that couple look, but I thought this might be nice!\We can wear them every day, and we can think of each other when we're apart, right?\I-I'm just giving an example. response:	Like when we're both at home or something. That whole feeling being together all day is great, right?
context: Lemme see, lemme see!\Ah, this pendant! It'd really suit him!\Your really think so? Do you really think it's good?\They actually come in pairs, with one for a girl, too.\I've never been interested in that couple look, but I thought this might be nice!\We can wear them every day, and we can think of each other when we're apart, right?\I-I'm just giving an example.\Like when we're both at home or something. That whole feeling being together all day is great, right? response:	Yeah...
context: Ah, this pendant! It'd really suit him!\Your really think so? Do you really think it's good?\They actually come in pairs, with one for a girl, too.\I've never been interested in that couple look, but I thought this might be nice!\We can wear them every day, and we can think of each other when we're apart, right?\I-I'm just giving an example.\Like when we're both at home or something. That whole feeling being together all day is great, right?\Yeah... response:	Mizu-chin, I...
context: Your really think so? Do you really think it's good?\They actually come in pairs, with one for a girl, too.\I've never been interested in that couple look, but I thought this might be nice!\We can wear them every day, and we can think of each other when we're apart, right?\I-I'm just giving an example.\Like when we're both at home or something. That whole feeling being together all day is great, right?\Yeah...\Mizu-chin, I... response:	Nana...
context: They actually come in pairs, with one for a girl, too.\I've never been interested in that couple look, but I thought this might be nice!\We can wear them every day, and we can think of each other when we're apart, right?\I-I'm just giving an example.\Like when we're both at home or something. That whole feeling being together all day is great, right?\Yeah...\Mizu-chin, I...\Nana... response:	I regret telling him that it's okay to go...
context: I've never been interested in that couple look, but I thought this might be nice!\We can wear them every day, and we can think of each other when we're apart, right?\I-I'm just giving an example.\Like when we're both at home or something. That whole feeling being together all day is great, right?\Yeah...\Mizu-chin, I...\Nana...\I regret telling him that it's okay to go... response:	What am I going to do? I didn't understand a thing...
context: We can wear them every day, and we can think of each other when we're apart, right?\I-I'm just giving an example.\Like when we're both at home or something. That whole feeling being together all day is great, right?\Yeah...\Mizu-chin, I...\Nana...\I regret telling him that it's okay to go...\What am I going to do? I didn't understand a thing... response:	What it would mean for Yano to leave...
context: I-I'm just giving an example.\Like when we're both at home or something. That whole feeling being together all day is great, right?\Yeah...\Mizu-chin, I...\Nana...\I regret telling him that it's okay to go...\What am I going to do? I didn't understand a thing...\What it would mean for Yano to leave... response:	That I wouldn't be able to see him...
context: Like when we're both at home or something. That whole feeling being together all day is great, right?\Yeah...\Mizu-chin, I...\Nana...\I regret telling him that it's okay to go...\What am I going to do? I didn't understand a thing...\What it would mean for Yano to leave...\That I wouldn't be able to see him... response:	I can't imagine a world without him...
context: Yeah...\Mizu-chin, I...\Nana...\I regret telling him that it's okay to go...\What am I going to do? I didn't understand a thing...\What it would mean for Yano to leave...\That I wouldn't be able to see him...\I can't imagine a world without him... response:	What it would mean for Yano to leave...
context: Mizu-chin, I...\Nana...\I regret telling him that it's okay to go...\What am I going to do? I didn't understand a thing...\What it would mean for Yano to leave...\That I wouldn't be able to see him...\I can't imagine a world without him...\What it would mean for Yano to leave... response:	That I wouldn't be able to see him...
context: Nana...\I regret telling him that it's okay to go...\What am I going to do? I didn't understand a thing...\What it would mean for Yano to leave...\That I wouldn't be able to see him...\I can't imagine a world without him...\What it would mean for Yano to leave...\That I wouldn't be able to see him... response:	I didn't understand a thing.
context: I regret telling him that it's okay to go...\What am I going to do? I didn't understand a thing...\What it would mean for Yano to leave...\That I wouldn't be able to see him...\I can't imagine a world without him...\What it would mean for Yano to leave...\That I wouldn't be able to see him...\I didn't understand a thing. response:	I can't imagine a world without him.
context: What am I going to do? I didn't understand a thing...\What it would mean for Yano to leave...\That I wouldn't be able to see him...\I can't imagine a world without him...\What it would mean for Yano to leave...\That I wouldn't be able to see him...\I didn't understand a thing.\I can't imagine a world without him. response:	But even if I'm finally realizing it, it's too late.
context: What it would mean for Yano to leave...\That I wouldn't be able to see him...\I can't imagine a world without him...\What it would mean for Yano to leave...\That I wouldn't be able to see him...\I didn't understand a thing.\I can't imagine a world without him.\But even if I'm finally realizing it, it's too late. response:	Wow...
context: That I wouldn't be able to see him...\I can't imagine a world without him...\What it would mean for Yano to leave...\That I wouldn't be able to see him...\I didn't understand a thing.\I can't imagine a world without him.\But even if I'm finally realizing it, it's too late.\Wow... response:	Takeuchi-kun.
context: I can't imagine a world without him...\What it would mean for Yano to leave...\That I wouldn't be able to see him...\I didn't understand a thing.\I can't imagine a world without him.\But even if I'm finally realizing it, it's too late.\Wow...\Takeuchi-kun. response:	You're even studying here?
context: What it would mean for Yano to leave...\That I wouldn't be able to see him...\I didn't understand a thing.\I can't imagine a world without him.\But even if I'm finally realizing it, it's too late.\Wow...\Takeuchi-kun.\You're even studying here? response:	While waiting for Yano.
context: That I wouldn't be able to see him...\I didn't understand a thing.\I can't imagine a world without him.\But even if I'm finally realizing it, it's too late.\Wow...\Takeuchi-kun.\You're even studying here?\While waiting for Yano. response:	Whoa... mnemonics.
context: I didn't understand a thing.\I can't imagine a world without him.\But even if I'm finally realizing it, it's too late.\Wow...\Takeuchi-kun.\You're even studying here?\While waiting for Yano.\Whoa... mnemonics. response:	I'm pretty good at them.
context: I can't imagine a world without him.\But even if I'm finally realizing it, it's too late.\Wow...\Takeuchi-kun.\You're even studying here?\While waiting for Yano.\Whoa... mnemonics.\I'm pretty good at them. response:	You're pretty amazing.
context: But even if I'm finally realizing it, it's too late.\Wow...\Takeuchi-kun.\You're even studying here?\While waiting for Yano.\Whoa... mnemonics.\I'm pretty good at them.\You're pretty amazing. response:	Have you been well?
context: Wow...\Takeuchi-kun.\You're even studying here?\While waiting for Yano.\Whoa... mnemonics.\I'm pretty good at them.\You're pretty amazing.\Have you been well? response:	Yeah.
context: Takeuchi-kun.\You're even studying here?\While waiting for Yano.\Whoa... mnemonics.\I'm pretty good at them.\You're pretty amazing.\Have you been well?\Yeah. response:	Er, have a seat.
context: You're even studying here?\While waiting for Yano.\Whoa... mnemonics.\I'm pretty good at them.\You're pretty amazing.\Have you been well?\Yeah.\Er, have a seat. response:	You sure?
context: While waiting for Yano.\Whoa... mnemonics.\I'm pretty good at them.\You're pretty amazing.\Have you been well?\Yeah.\Er, have a seat.\You sure? response:	In order to.
context: Whoa... mnemonics.\I'm pretty good at them.\You're pretty amazing.\Have you been well?\Yeah.\Er, have a seat.\You sure?\In order to. response:	You got it!
context: I'm pretty good at them.\You're pretty amazing.\Have you been well?\Yeah.\Er, have a seat.\You sure?\In order to.\You got it! response:	I'm still only in part two of the book, though.
context: You're pretty amazing.\Have you been well?\Yeah.\Er, have a seat.\You sure?\In order to.\You got it!\I'm still only in part two of the book, though. response:	You'll see in no time.
context: Have you been well?\Yeah.\Er, have a seat.\You sure?\In order to.\You got it!\I'm still only in part two of the book, though.\You'll see in no time. response:	W-What is it?
context: Yeah.\Er, have a seat.\You sure?\In order to.\You got it!\I'm still only in part two of the book, though.\You'll see in no time.\W-What is it? response:	Are you in shock that the school I'm trying to get into is a stretch for me?
context: Er, have a seat.\You sure?\In order to.\You got it!\I'm still only in part two of the book, though.\You'll see in no time.\W-What is it?\Are you in shock that the school I'm trying to get into is a stretch for me? response:	Please don't think I'm craz-
context: You sure?\In order to.\You got it!\I'm still only in part two of the book, though.\You'll see in no time.\W-What is it?\Are you in shock that the school I'm trying to get into is a stretch for me?\Please don't think I'm craz- response:	I take back what I said the other day. I think it's perfect for you.
context: In order to.\You got it!\I'm still only in part two of the book, though.\You'll see in no time.\W-What is it?\Are you in shock that the school I'm trying to get into is a stretch for me?\Please don't think I'm craz-\I take back what I said the other day. I think it's perfect for you. response:	You take back what you said...?
context: You got it!\I'm still only in part two of the book, though.\You'll see in no time.\W-What is it?\Are you in shock that the school I'm trying to get into is a stretch for me?\Please don't think I'm craz-\I take back what I said the other day. I think it's perfect for you.\You take back what you said...? response:	Ah, Yano. You're late.
context: I'm still only in part two of the book, though.\You'll see in no time.\W-What is it?\Are you in shock that the school I'm trying to get into is a stretch for me?\Please don't think I'm craz-\I take back what I said the other day. I think it's perfect for you.\You take back what you said...?\Ah, Yano. You're late. response:	I finished most of part two.
context: You'll see in no time.\W-What is it?\Are you in shock that the school I'm trying to get into is a stretch for me?\Please don't think I'm craz-\I take back what I said the other day. I think it's perfect for you.\You take back what you said...?\Ah, Yano. You're late.\I finished most of part two. response:	Ah, gonna run to the girl's room.
context: W-What is it?\Are you in shock that the school I'm trying to get into is a stretch for me?\Please don't think I'm craz-\I take back what I said the other day. I think it's perfect for you.\You take back what you said...?\Ah, Yano. You're late.\I finished most of part two.\Ah, gonna run to the girl's room. response:	We only went through some problems together.
context: Are you in shock that the school I'm trying to get into is a stretch for me?\Please don't think I'm craz-\I take back what I said the other day. I think it's perfect for you.\You take back what you said...?\Ah, Yano. You're late.\I finished most of part two.\Ah, gonna run to the girl's room.\We only went through some problems together. response:	I know.
context: Please don't think I'm craz-\I take back what I said the other day. I think it's perfect for you.\You take back what you said...?\Ah, Yano. You're late.\I finished most of part two.\Ah, gonna run to the girl's room.\We only went through some problems together.\I know. response:	After you leave, though, this is probably how our time together will be spent.
context: I take back what I said the other day. I think it's perfect for you.\You take back what you said...?\Ah, Yano. You're late.\I finished most of part two.\Ah, gonna run to the girl's room.\We only went through some problems together.\I know.\After you leave, though, this is probably how our time together will be spent. response:	I take back what I said the other day. I think it's perfect for you.
context: You take back what you said...?\Ah, Yano. You're late.\I finished most of part two.\Ah, gonna run to the girl's room.\We only went through some problems together.\I know.\After you leave, though, this is probably how our time together will be spent.\I take back what I said the other day. I think it's perfect for you. response:	No, no. Don't get distracted.
context: Ah, Yano. You're late.\I finished most of part two.\Ah, gonna run to the girl's room.\We only went through some problems together.\I know.\After you leave, though, this is probably how our time together will be spent.\I take back what I said the other day. I think it's perfect for you.\No, no. Don't get distracted. response:	I wonder if there's still time left...
context: I finished most of part two.\Ah, gonna run to the girl's room.\We only went through some problems together.\I know.\After you leave, though, this is probably how our time together will be spent.\I take back what I said the other day. I think it's perfect for you.\No, no. Don't get distracted.\I wonder if there's still time left... response:	Yano
context: Ah, gonna run to the girl's room.\We only went through some problems together.\I know.\After you leave, though, this is probably how our time together will be spent.\I take back what I said the other day. I think it's perfect for you.\No, no. Don't get distracted.\I wonder if there's still time left...\Yano response:	T-That surprised me.
context: We only went through some problems together.\I know.\After you leave, though, this is probably how our time together will be spent.\I take back what I said the other day. I think it's perfect for you.\No, no. Don't get distracted.\I wonder if there's still time left...\Yano\T-That surprised me. response:	Yoo-hoo!
context: I know.\After you leave, though, this is probably how our time together will be spent.\I take back what I said the other day. I think it's perfect for you.\No, no. Don't get distracted.\I wonder if there's still time left...\Yano\T-That surprised me.\Yoo-hoo! response:	Y-Y-Yoo-hoo.
context: After you leave, though, this is probably how our time together will be spent.\I take back what I said the other day. I think it's perfect for you.\No, no. Don't get distracted.\I wonder if there's still time left...\Yano\T-That surprised me.\Yoo-hoo!\Y-Y-Yoo-hoo. response:	What were you just doing?
context: I take back what I said the other day. I think it's perfect for you.\No, no. Don't get distracted.\I wonder if there's still time left...\Yano\T-That surprised me.\Yoo-hoo!\Y-Y-Yoo-hoo.\What were you just doing? response:	I was thinking of something stupid.
context: No, no. Don't get distracted.\I wonder if there's still time left...\Yano\T-That surprised me.\Yoo-hoo!\Y-Y-Yoo-hoo.\What were you just doing?\I was thinking of something stupid. response:	I thought of something stupid.
context: I wonder if there's still time left...\Yano\T-That surprised me.\Yoo-hoo!\Y-Y-Yoo-hoo.\What were you just doing?\I was thinking of something stupid.\I thought of something stupid. response:	Hey, look outside.
context: Yano\T-That surprised me.\Yoo-hoo!\Y-Y-Yoo-hoo.\What were you just doing?\I was thinking of something stupid.\I thought of something stupid.\Hey, look outside. response:	Hi!
context: T-That surprised me.\Yoo-hoo!\Y-Y-Yoo-hoo.\What were you just doing?\I was thinking of something stupid.\I thought of something stupid.\Hey, look outside.\Hi! response:	Hey, what time do you think it is?
context: Yoo-hoo!\Y-Y-Yoo-hoo.\What were you just doing?\I was thinking of something stupid.\I thought of something stupid.\Hey, look outside.\Hi!\Hey, what time do you think it is? response:	If my parents see me, I'm toast! Let's get to the park!
context: Y-Y-Yoo-hoo.\What were you just doing?\I was thinking of something stupid.\I thought of something stupid.\Hey, look outside.\Hi!\Hey, what time do you think it is?\If my parents see me, I'm toast! Let's get to the park! response:	Where?
context: What were you just doing?\I was thinking of something stupid.\I thought of something stupid.\Hey, look outside.\Hi!\Hey, what time do you think it is?\If my parents see me, I'm toast! Let's get to the park!\Where? response:	Shh! You're too loud.
context: I was thinking of something stupid.\I thought of something stupid.\Hey, look outside.\Hi!\Hey, what time do you think it is?\If my parents see me, I'm toast! Let's get to the park!\Where?\Shh! You're too loud. response:	How'd you get here?
context: I thought of something stupid.\Hey, look outside.\Hi!\Hey, what time do you think it is?\If my parents see me, I'm toast! Let's get to the park!\Where?\Shh! You're too loud.\How'd you get here? response:	By bus!
context: Hey, look outside.\Hi!\Hey, what time do you think it is?\If my parents see me, I'm toast! Let's get to the park!\Where?\Shh! You're too loud.\How'd you get here?\By bus! response:	By bus? That last one's already left.
context: Hi!\Hey, what time do you think it is?\If my parents see me, I'm toast! Let's get to the park!\Where?\Shh! You're too loud.\How'd you get here?\By bus!\By bus? That last one's already left. response:	Why'd he suddenly come over so late...?
context: Hey, what time do you think it is?\If my parents see me, I'm toast! Let's get to the park!\Where?\Shh! You're too loud.\How'd you get here?\By bus!\By bus? That last one's already left.\Why'd he suddenly come over so late...? response:	Did he... come up with his answer?
context: If my parents see me, I'm toast! Let's get to the park!\Where?\Shh! You're too loud.\How'd you get here?\By bus!\By bus? That last one's already left.\Why'd he suddenly come over so late...?\Did he... come up with his answer? response:	You're so mean. And after I bought you coffee, too.
context: Where?\Shh! You're too loud.\How'd you get here?\By bus!\By bus? That last one's already left.\Why'd he suddenly come over so late...?\Did he... come up with his answer?\You're so mean. And after I bought you coffee, too. response:	Sorry.
