context: How beautiful. response:	This must be'
context: Here.\Thank you!\How cute.\Sakura-chan is cute too.\Do you want one too, Touya?\What's wrong?\Nothing.\What shall we do next? response:	Umm, umm' the ring toss.
context: Thank you!\How cute.\Sakura-chan is cute too.\Do you want one too, Touya?\What's wrong?\Nothing.\What shall we do next?\Umm, umm' the ring toss. response:	It was over there right? Let's go check it out.
context: How cute.\Sakura-chan is cute too.\Do you want one too, Touya?\What's wrong?\Nothing.\What shall we do next?\Umm, umm' the ring toss.\It was over there right? Let's go check it out. response:	OK.
context: Sakura-chan is cute too.\Do you want one too, Touya?\What's wrong?\Nothing.\What shall we do next?\Umm, umm' the ring toss.\It was over there right? Let's go check it out.\OK. response:	You should have done it too, Tomoyo-chan.
context: Do you want one too, Touya?\What's wrong?\Nothing.\What shall we do next?\Umm, umm' the ring toss.\It was over there right? Let's go check it out.\OK.\You should have done it too, Tomoyo-chan. response:	Aren't you bored just watching.
context: What's wrong?\Nothing.\What shall we do next?\Umm, umm' the ring toss.\It was over there right? Let's go check it out.\OK.\You should have done it too, Tomoyo-chan.\Aren't you bored just watching. response:	No, being able to film Sakura enjoying herself
context: Nothing.\What shall we do next?\Umm, umm' the ring toss.\It was over there right? Let's go check it out.\OK.\You should have done it too, Tomoyo-chan.\Aren't you bored just watching.\No, being able to film Sakura enjoying herself response:	is fun enough.
context: What shall we do next?\Umm, umm' the ring toss.\It was over there right? Let's go check it out.\OK.\You should have done it too, Tomoyo-chan.\Aren't you bored just watching.\No, being able to film Sakura enjoying herself\is fun enough. response:	Eh!
context: Umm, umm' the ring toss.\It was over there right? Let's go check it out.\OK.\You should have done it too, Tomoyo-chan.\Aren't you bored just watching.\No, being able to film Sakura enjoying herself\is fun enough.\Eh! response:	Chiharu-chan! Yamazaki-kun!
context: It was over there right? Let's go check it out.\OK.\You should have done it too, Tomoyo-chan.\Aren't you bored just watching.\No, being able to film Sakura enjoying herself\is fun enough.\Eh!\Chiharu-chan! Yamazaki-kun! response:	Hey.
context: OK.\You should have done it too, Tomoyo-chan.\Aren't you bored just watching.\No, being able to film Sakura enjoying herself\is fun enough.\Eh!\Chiharu-chan! Yamazaki-kun!\Hey. response:	Sakura-chan.
context: You should have done it too, Tomoyo-chan.\Aren't you bored just watching.\No, being able to film Sakura enjoying herself\is fun enough.\Eh!\Chiharu-chan! Yamazaki-kun!\Hey.\Sakura-chan. response:	Good evening.
context: Aren't you bored just watching.\No, being able to film Sakura enjoying herself\is fun enough.\Eh!\Chiharu-chan! Yamazaki-kun!\Hey.\Sakura-chan.\Good evening. response:	Good evening,
context: No, being able to film Sakura enjoying herself\is fun enough.\Eh!\Chiharu-chan! Yamazaki-kun!\Hey.\Sakura-chan.\Good evening.\Good evening, response:	did you two just come?
context: is fun enough.\Eh!\Chiharu-chan! Yamazaki-kun!\Hey.\Sakura-chan.\Good evening.\Good evening,\did you two just come? response:	Yeah, I heard from Naoko-chan.
context: Eh!\Chiharu-chan! Yamazaki-kun!\Hey.\Sakura-chan.\Good evening.\Good evening,\did you two just come?\Yeah, I heard from Naoko-chan. response:	Naoko-chan likes these things. Shrines and temples.
context: Chiharu-chan! Yamazaki-kun!\Hey.\Sakura-chan.\Good evening.\Good evening,\did you two just come?\Yeah, I heard from Naoko-chan.\Naoko-chan likes these things. Shrines and temples. response:	And scary stories too.
context: Hey.\Sakura-chan.\Good evening.\Good evening,\did you two just come?\Yeah, I heard from Naoko-chan.\Naoko-chan likes these things. Shrines and temples.\And scary stories too. response:	Naoko and the others didn't come?
context: Sakura-chan.\Good evening.\Good evening,\did you two just come?\Yeah, I heard from Naoko-chan.\Naoko-chan likes these things. Shrines and temples.\And scary stories too.\Naoko and the others didn't come? response:	Naoko-chan and Rika-chan
context: Good evening.\Good evening,\did you two just come?\Yeah, I heard from Naoko-chan.\Naoko-chan likes these things. Shrines and temples.\And scary stories too.\Naoko and the others didn't come?\Naoko-chan and Rika-chan response:	have piano lessons today.
context: Good evening,\did you two just come?\Yeah, I heard from Naoko-chan.\Naoko-chan likes these things. Shrines and temples.\And scary stories too.\Naoko and the others didn't come?\Naoko-chan and Rika-chan\have piano lessons today. response:	I see.
context: did you two just come?\Yeah, I heard from Naoko-chan.\Naoko-chan likes these things. Shrines and temples.\And scary stories too.\Naoko and the others didn't come?\Naoko-chan and Rika-chan\have piano lessons today.\I see. response:	Ah, how cute.
context: Yeah, I heard from Naoko-chan.\Naoko-chan likes these things. Shrines and temples.\And scary stories too.\Naoko and the others didn't come?\Naoko-chan and Rika-chan\have piano lessons today.\I see.\Ah, how cute. response:	Now that you mention it,
context: Naoko-chan likes these things. Shrines and temples.\And scary stories too.\Naoko and the others didn't come?\Naoko-chan and Rika-chan\have piano lessons today.\I see.\Ah, how cute.\Now that you mention it, response:	do you know the beginning of water balloons?
context: And scary stories too.\Naoko and the others didn't come?\Naoko-chan and Rika-chan\have piano lessons today.\I see.\Ah, how cute.\Now that you mention it,\do you know the beginning of water balloons? response:	In the beginning of the Edo era
context: Naoko and the others didn't come?\Naoko-chan and Rika-chan\have piano lessons today.\I see.\Ah, how cute.\Now that you mention it,\do you know the beginning of water balloons?\In the beginning of the Edo era response:	it was like a normal feature to the common people.
context: Naoko-chan and Rika-chan\have piano lessons today.\I see.\Ah, how cute.\Now that you mention it,\do you know the beginning of water balloons?\In the beginning of the Edo era\it was like a normal feature to the common people. response:	Did that have rubber that long ago?
context: have piano lessons today.\I see.\Ah, how cute.\Now that you mention it,\do you know the beginning of water balloons?\In the beginning of the Edo era\it was like a normal feature to the common people.\Did that have rubber that long ago? response:	This is rubber isn't it?
context: I see.\Ah, how cute.\Now that you mention it,\do you know the beginning of water balloons?\In the beginning of the Edo era\it was like a normal feature to the common people.\Did that have rubber that long ago?\This is rubber isn't it? response:	Yes.
context: Ah, how cute.\Now that you mention it,\do you know the beginning of water balloons?\In the beginning of the Edo era\it was like a normal feature to the common people.\Did that have rubber that long ago?\This is rubber isn't it?\Yes. response:	Yeah, that's why long ago they made them out of glass.
context: Now that you mention it,\do you know the beginning of water balloons?\In the beginning of the Edo era\it was like a normal feature to the common people.\Did that have rubber that long ago?\This is rubber isn't it?\Yes.\Yeah, that's why long ago they made them out of glass. response:	At last it starts to get suspicious.
context: do you know the beginning of water balloons?\In the beginning of the Edo era\it was like a normal feature to the common people.\Did that have rubber that long ago?\This is rubber isn't it?\Yes.\Yeah, that's why long ago they made them out of glass.\At last it starts to get suspicious. response:	Glass?
context: In the beginning of the Edo era\it was like a normal feature to the common people.\Did that have rubber that long ago?\This is rubber isn't it?\Yes.\Yeah, that's why long ago they made them out of glass.\At last it starts to get suspicious.\Glass? response:	Well, then they couldn't play with them like this.
context: it was like a normal feature to the common people.\Did that have rubber that long ago?\This is rubber isn't it?\Yes.\Yeah, that's why long ago they made them out of glass.\At last it starts to get suspicious.\Glass?\Well, then they couldn't play with them like this. response:	No, it seems they went to great measures to figure out
context: Did that have rubber that long ago?\This is rubber isn't it?\Yes.\Yeah, that's why long ago they made them out of glass.\At last it starts to get suspicious.\Glass?\Well, then they couldn't play with them like this.\No, it seems they went to great measures to figure out response:	how to play with them without breaking the glass.
context: This is rubber isn't it?\Yes.\Yeah, that's why long ago they made them out of glass.\At last it starts to get suspicious.\Glass?\Well, then they couldn't play with them like this.\No, it seems they went to great measures to figure out\how to play with them without breaking the glass. response:	Eh!
context: Yes.\Yeah, that's why long ago they made them out of glass.\At last it starts to get suspicious.\Glass?\Well, then they couldn't play with them like this.\No, it seems they went to great measures to figure out\how to play with them without breaking the glass.\Eh! response:	It's a lie. A lie.
context: Yeah, that's why long ago they made them out of glass.\At last it starts to get suspicious.\Glass?\Well, then they couldn't play with them like this.\No, it seems they went to great measures to figure out\how to play with them without breaking the glass.\Eh!\It's a lie. A lie. response:	What was that?
context: At last it starts to get suspicious.\Glass?\Well, then they couldn't play with them like this.\No, it seems they went to great measures to figure out\how to play with them without breaking the glass.\Eh!\It's a lie. A lie.\What was that? response:	He hit it.
context: Glass?\Well, then they couldn't play with them like this.\No, it seems they went to great measures to figure out\how to play with them without breaking the glass.\Eh!\It's a lie. A lie.\What was that?\He hit it. response:	You're very good.
context: Well, then they couldn't play with them like this.\No, it seems they went to great measures to figure out\how to play with them without breaking the glass.\Eh!\It's a lie. A lie.\What was that?\He hit it.\You're very good. response:	Did you get these all on your own Li-kun?
context: No, it seems they went to great measures to figure out\how to play with them without breaking the glass.\Eh!\It's a lie. A lie.\What was that?\He hit it.\You're very good.\Did you get these all on your own Li-kun? response:	Well, yeah.
context: how to play with them without breaking the glass.\Eh!\It's a lie. A lie.\What was that?\He hit it.\You're very good.\Did you get these all on your own Li-kun?\Well, yeah. response:	That's impressive.
context: Eh!\It's a lie. A lie.\What was that?\He hit it.\You're very good.\Did you get these all on your own Li-kun?\Well, yeah.\That's impressive. response:	May I have these?
context: It's a lie. A lie.\What was that?\He hit it.\You're very good.\Did you get these all on your own Li-kun?\Well, yeah.\That's impressive.\May I have these? response:	Yeah.
context: What was that?\He hit it.\You're very good.\Did you get these all on your own Li-kun?\Well, yeah.\That's impressive.\May I have these?\Yeah. response:	Thank you.
context: He hit it.\You're very good.\Did you get these all on your own Li-kun?\Well, yeah.\That's impressive.\May I have these?\Yeah.\Thank you. response:	Speaking of shooting games, a long time ago'
context: You're very good.\Did you get these all on your own Li-kun?\Well, yeah.\That's impressive.\May I have these?\Yeah.\Thank you.\Speaking of shooting games, a long time ago' response:	Yes. Yes.
context: Did you get these all on your own Li-kun?\Well, yeah.\That's impressive.\May I have these?\Yeah.\Thank you.\Speaking of shooting games, a long time ago'\Yes. Yes. response:	Yamazaki-kun, I want that one.
context: Well, yeah.\That's impressive.\May I have these?\Yeah.\Thank you.\Speaking of shooting games, a long time ago'\Yes. Yes.\Yamazaki-kun, I want that one. response:	If you get it for me,
context: That's impressive.\May I have these?\Yeah.\Thank you.\Speaking of shooting games, a long time ago'\Yes. Yes.\Yamazaki-kun, I want that one.\If you get it for me, response:	I will bring you some home-made cookies tomorrow.
context: May I have these?\Yeah.\Thank you.\Speaking of shooting games, a long time ago'\Yes. Yes.\Yamazaki-kun, I want that one.\If you get it for me,\I will bring you some home-made cookies tomorrow. response:	We have to go pray.
context: Yeah.\Thank you.\Speaking of shooting games, a long time ago'\Yes. Yes.\Yamazaki-kun, I want that one.\If you get it for me,\I will bring you some home-made cookies tomorrow.\We have to go pray. response:	Eh? Why pray?
context: Thank you.\Speaking of shooting games, a long time ago'\Yes. Yes.\Yamazaki-kun, I want that one.\If you get it for me,\I will bring you some home-made cookies tomorrow.\We have to go pray.\Eh? Why pray? response:	That I will survive.
context: Speaking of shooting games, a long time ago'\Yes. Yes.\Yamazaki-kun, I want that one.\If you get it for me,\I will bring you some home-made cookies tomorrow.\We have to go pray.\Eh? Why pray?\That I will survive. response:	What was that? You're horrible!
context: Yes. Yes.\Yamazaki-kun, I want that one.\If you get it for me,\I will bring you some home-made cookies tomorrow.\We have to go pray.\Eh? Why pray?\That I will survive.\What was that? You're horrible! response:	They really do get along well. Chiharu-chan and Yamazaki-kun.
context: Yamazaki-kun, I want that one.\If you get it for me,\I will bring you some home-made cookies tomorrow.\We have to go pray.\Eh? Why pray?\That I will survive.\What was that? You're horrible!\They really do get along well. Chiharu-chan and Yamazaki-kun. response:	Yeah.
context: If you get it for me,\I will bring you some home-made cookies tomorrow.\We have to go pray.\Eh? Why pray?\That I will survive.\What was that? You're horrible!\They really do get along well. Chiharu-chan and Yamazaki-kun.\Yeah. response:	Isn't it good that you got that water balloon
context: I will bring you some home-made cookies tomorrow.\We have to go pray.\Eh? Why pray?\That I will survive.\What was that? You're horrible!\They really do get along well. Chiharu-chan and Yamazaki-kun.\Yeah.\Isn't it good that you got that water balloon response:	from Yukito-san?
context: We have to go pray.\Eh? Why pray?\That I will survive.\What was that? You're horrible!\They really do get along well. Chiharu-chan and Yamazaki-kun.\Yeah.\Isn't it good that you got that water balloon\from Yukito-san? response:	Yeah.
context: Eh? Why pray?\That I will survive.\What was that? You're horrible!\They really do get along well. Chiharu-chan and Yamazaki-kun.\Yeah.\Isn't it good that you got that water balloon\from Yukito-san?\Yeah. response:	Eh?
context: That I will survive.\What was that? You're horrible!\They really do get along well. Chiharu-chan and Yamazaki-kun.\Yeah.\Isn't it good that you got that water balloon\from Yukito-san?\Yeah.\Eh? response:	Did he hear that?
context: What was that? You're horrible!\They really do get along well. Chiharu-chan and Yamazaki-kun.\Yeah.\Isn't it good that you got that water balloon\from Yukito-san?\Yeah.\Eh?\Did he hear that? response:	You hear the name of the one you love
context: They really do get along well. Chiharu-chan and Yamazaki-kun.\Yeah.\Isn't it good that you got that water balloon\from Yukito-san?\Yeah.\Eh?\Did he hear that?\You hear the name of the one you love response:	no matter the situation.
context: Yeah.\Isn't it good that you got that water balloon\from Yukito-san?\Yeah.\Eh?\Did he hear that?\You hear the name of the one you love\no matter the situation. response:	Umm'
context: Isn't it good that you got that water balloon\from Yukito-san?\Yeah.\Eh?\Did he hear that?\You hear the name of the one you love\no matter the situation.\Umm' response:	Yukito gave this'
context: from Yukito-san?\Yeah.\Eh?\Did he hear that?\You hear the name of the one you love\no matter the situation.\Umm'\Yukito gave this' response:	Something about me?
context: Yeah.\Eh?\Did he hear that?\You hear the name of the one you love\no matter the situation.\Umm'\Yukito gave this'\Something about me? response:	Do you have some business with my sister?
context: Eh?\Did he hear that?\You hear the name of the one you love\no matter the situation.\Umm'\Yukito gave this'\Something about me?\Do you have some business with my sister? response:	Yay!
context: Did he hear that?\You hear the name of the one you love\no matter the situation.\Umm'\Yukito gave this'\Something about me?\Do you have some business with my sister?\Yay! response:	That's it.
context: You hear the name of the one you love\no matter the situation.\Umm'\Yukito gave this'\Something about me?\Do you have some business with my sister?\Yay!\That's it. response:	Sakura-chan, don't you want that one?
context: no matter the situation.\Umm'\Yukito gave this'\Something about me?\Do you have some business with my sister?\Yay!\That's it.\Sakura-chan, don't you want that one? response:	You like rabbits don't you?
context: Umm'\Yukito gave this'\Something about me?\Do you have some business with my sister?\Yay!\That's it.\Sakura-chan, don't you want that one?\You like rabbits don't you? response:	Yeah.
context: Yukito gave this'\Something about me?\Do you have some business with my sister?\Yay!\That's it.\Sakura-chan, don't you want that one?\You like rabbits don't you?\Yeah. response:	Really. It's cute.
context: Something about me?\Do you have some business with my sister?\Yay!\That's it.\Sakura-chan, don't you want that one?\You like rabbits don't you?\Yeah.\Really. It's cute. response:	Yes.
context: Do you have some business with my sister?\Yay!\That's it.\Sakura-chan, don't you want that one?\You like rabbits don't you?\Yeah.\Really. It's cute.\Yes. response:	Wait!
context: Yay!\That's it.\Sakura-chan, don't you want that one?\You like rabbits don't you?\Yeah.\Really. It's cute.\Yes.\Wait! response:	One more time.
context: That's it.\Sakura-chan, don't you want that one?\You like rabbits don't you?\Yeah.\Really. It's cute.\Yes.\Wait!\One more time. response:	Quite a competition.
context: Sakura-chan, don't you want that one?\You like rabbits don't you?\Yeah.\Really. It's cute.\Yes.\Wait!\One more time.\Quite a competition. response:	You're right.
context: You like rabbits don't you?\Yeah.\Really. It's cute.\Yes.\Wait!\One more time.\Quite a competition.\You're right. response:	Shall we go somewhere else?
context: Yeah.\Really. It's cute.\Yes.\Wait!\One more time.\Quite a competition.\You're right.\Shall we go somewhere else? response:	I will watch their splendid competition from here.
context: Really. It's cute.\Yes.\Wait!\One more time.\Quite a competition.\You're right.\Shall we go somewhere else?\I will watch their splendid competition from here. response:	Eh?
context: Yes.\Wait!\One more time.\Quite a competition.\You're right.\Shall we go somewhere else?\I will watch their splendid competition from here.\Eh? response:	Sakura-chan, don't worry and go ahead.
context: Wait!\One more time.\Quite a competition.\You're right.\Shall we go somewhere else?\I will watch their splendid competition from here.\Eh?\Sakura-chan, don't worry and go ahead. response:	But'
context: One more time.\Quite a competition.\You're right.\Shall we go somewhere else?\I will watch their splendid competition from here.\Eh?\Sakura-chan, don't worry and go ahead.\But' response:	It's not often that there's a festival.
context: Quite a competition.\You're right.\Shall we go somewhere else?\I will watch their splendid competition from here.\Eh?\Sakura-chan, don't worry and go ahead.\But'\It's not often that there's a festival. response:	Well then, Sakura-chan.
context: You're right.\Shall we go somewhere else?\I will watch their splendid competition from here.\Eh?\Sakura-chan, don't worry and go ahead.\But'\It's not often that there's a festival.\Well then, Sakura-chan. response:	Sure.
context: Shall we go somewhere else?\I will watch their splendid competition from here.\Eh?\Sakura-chan, don't worry and go ahead.\But'\It's not often that there's a festival.\Well then, Sakura-chan.\Sure. response:	I wonder if we are behind the shrine?
context: I will watch their splendid competition from here.\Eh?\Sakura-chan, don't worry and go ahead.\But'\It's not often that there's a festival.\Well then, Sakura-chan.\Sure.\I wonder if we are behind the shrine? response:	I wonder if they are fireflies?
context: Eh?\Sakura-chan, don't worry and go ahead.\But'\It's not often that there's a festival.\Well then, Sakura-chan.\Sure.\I wonder if we are behind the shrine?\I wonder if they are fireflies? response:	But there isn't any river near here.
context: Sakura-chan, don't worry and go ahead.\But'\It's not often that there's a festival.\Well then, Sakura-chan.\Sure.\I wonder if we are behind the shrine?\I wonder if they are fireflies?\But there isn't any river near here. response:	Shall we go look?
context: But'\It's not often that there's a festival.\Well then, Sakura-chan.\Sure.\I wonder if we are behind the shrine?\I wonder if they are fireflies?\But there isn't any river near here.\Shall we go look? response:	Yes.
context: It's not often that there's a festival.\Well then, Sakura-chan.\Sure.\I wonder if we are behind the shrine?\I wonder if they are fireflies?\But there isn't any river near here.\Shall we go look?\Yes. response:	Ah!
context: Well then, Sakura-chan.\Sure.\I wonder if we are behind the shrine?\I wonder if they are fireflies?\But there isn't any river near here.\Shall we go look?\Yes.\Ah! response:	This is'
context: Sure.\I wonder if we are behind the shrine?\I wonder if they are fireflies?\But there isn't any river near here.\Shall we go look?\Yes.\Ah!\This is' response:	It is the same as the dream this morning.
context: I wonder if we are behind the shrine?\I wonder if they are fireflies?\But there isn't any river near here.\Shall we go look?\Yes.\Ah!\This is'\It is the same as the dream this morning. response:	They're beautiful aren't they?
context: I wonder if they are fireflies?\But there isn't any river near here.\Shall we go look?\Yes.\Ah!\This is'\It is the same as the dream this morning.\They're beautiful aren't they? response:	Yes.
context: But there isn't any river near here.\Shall we go look?\Yes.\Ah!\This is'\It is the same as the dream this morning.\They're beautiful aren't they?\Yes. response:	Almost like snow.
context: Shall we go look?\Yes.\Ah!\This is'\It is the same as the dream this morning.\They're beautiful aren't they?\Yes.\Almost like snow. response:	Yes.
context: Yes.\Ah!\This is'\It is the same as the dream this morning.\They're beautiful aren't they?\Yes.\Almost like snow.\Yes. response:	Yukito-san.
context: Ah!\This is'\It is the same as the dream this morning.\They're beautiful aren't they?\Yes.\Almost like snow.\Yes.\Yukito-san. response:	What?
context: This is'\It is the same as the dream this morning.\They're beautiful aren't they?\Yes.\Almost like snow.\Yes.\Yukito-san.\What? response:	I'
context: It is the same as the dream this morning.\They're beautiful aren't they?\Yes.\Almost like snow.\Yes.\Yukito-san.\What?\I' response:	What?
context: They're beautiful aren't they?\Yes.\Almost like snow.\Yes.\Yukito-san.\What?\I'\What? response:	I'
context: Yes.\Almost like snow.\Yes.\Yukito-san.\What?\I'\What?\I' response:	I got it.
context: Almost like snow.\Yes.\Yukito-san.\What?\I'\What?\I'\I got it. response:	Eh!
context: Yes.\Yukito-san.\What?\I'\What?\I'\I got it.\Eh! response:	They couldn't come to a conclusion,
context: Yukito-san.\What?\I'\What?\I'\I got it.\Eh!\They couldn't come to a conclusion, response:	so the man running the stall gave them two.
context: What?\I'\What?\I'\I got it.\Eh!\They couldn't come to a conclusion,\so the man running the stall gave them two. response:	It was a climactic battle.
context: I'\What?\I'\I got it.\Eh!\They couldn't come to a conclusion,\so the man running the stall gave them two.\It was a climactic battle. response:	Really.
context: What?\I'\I got it.\Eh!\They couldn't come to a conclusion,\so the man running the stall gave them two.\It was a climactic battle.\Really. response:	Eh?
context: I'\I got it.\Eh!\They couldn't come to a conclusion,\so the man running the stall gave them two.\It was a climactic battle.\Really.\Eh? response:	Is this for me too?
context: I got it.\Eh!\They couldn't come to a conclusion,\so the man running the stall gave them two.\It was a climactic battle.\Really.\Eh?\Is this for me too? response:	Yeah.
context: Eh!\They couldn't come to a conclusion,\so the man running the stall gave them two.\It was a climactic battle.\Really.\Eh?\Is this for me too?\Yeah. response:	Ah!
context: They couldn't come to a conclusion,\so the man running the stall gave them two.\It was a climactic battle.\Really.\Eh?\Is this for me too?\Yeah.\Ah! response:	If you don't want it, give it back.
context: so the man running the stall gave them two.\It was a climactic battle.\Really.\Eh?\Is this for me too?\Yeah.\Ah!\If you don't want it, give it back. response:	I want it.
context: It was a climactic battle.\Really.\Eh?\Is this for me too?\Yeah.\Ah!\If you don't want it, give it back.\I want it. response:	But I wanted to be left like that a bit longer.
context: Really.\Eh?\Is this for me too?\Yeah.\Ah!\If you don't want it, give it back.\I want it.\But I wanted to be left like that a bit longer. response:	Oh yeah. There was a shaved ice stall over there.
context: Eh?\Is this for me too?\Yeah.\Ah!\If you don't want it, give it back.\I want it.\But I wanted to be left like that a bit longer.\Oh yeah. There was a shaved ice stall over there. response:	Let's go.
context: Is this for me too?\Yeah.\Ah!\If you don't want it, give it back.\I want it.\But I wanted to be left like that a bit longer.\Oh yeah. There was a shaved ice stall over there.\Let's go. response:	I'll treat you in thanks.
context: Yeah.\Ah!\If you don't want it, give it back.\I want it.\But I wanted to be left like that a bit longer.\Oh yeah. There was a shaved ice stall over there.\Let's go.\I'll treat you in thanks. response:	Touya, you come too.
context: Ah!\If you don't want it, give it back.\I want it.\But I wanted to be left like that a bit longer.\Oh yeah. There was a shaved ice stall over there.\Let's go.\I'll treat you in thanks.\Touya, you come too. response:	Sakura-chan. Tomoyo-chan.
context: If you don't want it, give it back.\I want it.\But I wanted to be left like that a bit longer.\Oh yeah. There was a shaved ice stall over there.\Let's go.\I'll treat you in thanks.\Touya, you come too.\Sakura-chan. Tomoyo-chan. response:	Sakura-chan?
context: I want it.\But I wanted to be left like that a bit longer.\Oh yeah. There was a shaved ice stall over there.\Let's go.\I'll treat you in thanks.\Touya, you come too.\Sakura-chan. Tomoyo-chan.\Sakura-chan? response:	Something is bothering me.
context: But I wanted to be left like that a bit longer.\Oh yeah. There was a shaved ice stall over there.\Let's go.\I'll treat you in thanks.\Touya, you come too.\Sakura-chan. Tomoyo-chan.\Sakura-chan?\Something is bothering me. response:	Let's hurry.
context: Oh yeah. There was a shaved ice stall over there.\Let's go.\I'll treat you in thanks.\Touya, you come too.\Sakura-chan. Tomoyo-chan.\Sakura-chan?\Something is bothering me.\Let's hurry. response:	Well come soon, go ahead of us.
context: Let's go.\I'll treat you in thanks.\Touya, you come too.\Sakura-chan. Tomoyo-chan.\Sakura-chan?\Something is bothering me.\Let's hurry.\Well come soon, go ahead of us. response:	What is it?
context: I'll treat you in thanks.\Touya, you come too.\Sakura-chan. Tomoyo-chan.\Sakura-chan?\Something is bothering me.\Let's hurry.\Well come soon, go ahead of us.\What is it? response:	I saw it in a dream. The same as this.
context: Touya, you come too.\Sakura-chan. Tomoyo-chan.\Sakura-chan?\Something is bothering me.\Let's hurry.\Well come soon, go ahead of us.\What is it?\I saw it in a dream. The same as this. response:	Could it be?
context: Sakura-chan. Tomoyo-chan.\Sakura-chan?\Something is bothering me.\Let's hurry.\Well come soon, go ahead of us.\What is it?\I saw it in a dream. The same as this.\Could it be? response:	Release.
context: Sakura-chan?\Something is bothering me.\Let's hurry.\Well come soon, go ahead of us.\What is it?\I saw it in a dream. The same as this.\Could it be?\Release. response:	Return to your rightful form.
context: Something is bothering me.\Let's hurry.\Well come soon, go ahead of us.\What is it?\I saw it in a dream. The same as this.\Could it be?\Release.\Return to your rightful form. response:	Clow Card.
context: Let's hurry.\Well come soon, go ahead of us.\What is it?\I saw it in a dream. The same as this.\Could it be?\Release.\Return to your rightful form.\Clow Card. response:	Glow.
context: Well come soon, go ahead of us.\What is it?\I saw it in a dream. The same as this.\Could it be?\Release.\Return to your rightful form.\Clow Card.\Glow. response:	Just like Kero-chan said,
context: What is it?\I saw it in a dream. The same as this.\Could it be?\Release.\Return to your rightful form.\Clow Card.\Glow.\Just like Kero-chan said, response:	that dream was a premonition.
context: I saw it in a dream. The same as this.\Could it be?\Release.\Return to your rightful form.\Clow Card.\Glow.\Just like Kero-chan said,\that dream was a premonition. response:	The continuation to the'It must be' I said in the dream was'a Clow Card.'
context: Could it be?\Release.\Return to your rightful form.\Clow Card.\Glow.\Just like Kero-chan said,\that dream was a premonition.\The continuation to the'It must be' I said in the dream was'a Clow Card.' response:	OK, Cut.
context: Release.\Return to your rightful form.\Clow Card.\Glow.\Just like Kero-chan said,\that dream was a premonition.\The continuation to the'It must be' I said in the dream was'a Clow Card.'\OK, Cut. response:	So it was a Clow Card after all.
context: Return to your rightful form.\Clow Card.\Glow.\Just like Kero-chan said,\that dream was a premonition.\The continuation to the'It must be' I said in the dream was'a Clow Card.'\OK, Cut.\So it was a Clow Card after all. response:	I couldn't tell at all.
context: Clow Card.\Glow.\Just like Kero-chan said,\that dream was a premonition.\The continuation to the'It must be' I said in the dream was'a Clow Card.'\OK, Cut.\So it was a Clow Card after all.\I couldn't tell at all. response:	I didn't feel an aura either.
context: Glow.\Just like Kero-chan said,\that dream was a premonition.\The continuation to the'It must be' I said in the dream was'a Clow Card.'\OK, Cut.\So it was a Clow Card after all.\I couldn't tell at all.\I didn't feel an aura either. response:	It seems Li-kun didn't notice either.
context: Just like Kero-chan said,\that dream was a premonition.\The continuation to the'It must be' I said in the dream was'a Clow Card.'\OK, Cut.\So it was a Clow Card after all.\I couldn't tell at all.\I didn't feel an aura either.\It seems Li-kun didn't notice either. response:	Yeah.
context: that dream was a premonition.\The continuation to the'It must be' I said in the dream was'a Clow Card.'\OK, Cut.\So it was a Clow Card after all.\I couldn't tell at all.\I didn't feel an aura either.\It seems Li-kun didn't notice either.\Yeah. response:	But because of this card was
context: The continuation to the'It must be' I said in the dream was'a Clow Card.'\OK, Cut.\So it was a Clow Card after all.\I couldn't tell at all.\I didn't feel an aura either.\It seems Li-kun didn't notice either.\Yeah.\But because of this card was response:	really happy.
context: OK, Cut.\So it was a Clow Card after all.\I couldn't tell at all.\I didn't feel an aura either.\It seems Li-kun didn't notice either.\Yeah.\But because of this card was\really happy. response:	Thank you.
context: So it was a Clow Card after all.\I couldn't tell at all.\I didn't feel an aura either.\It seems Li-kun didn't notice either.\Yeah.\But because of this card was\really happy.\Thank you. response:	Shall we get going?
context: I couldn't tell at all.\I didn't feel an aura either.\It seems Li-kun didn't notice either.\Yeah.\But because of this card was\really happy.\Thank you.\Shall we get going? response:	Yeah.
