context: Are you human or a Corpse?! response:	I'm neither!
context: I'm not a Corpse!\He's not a Corpse.\Why are we getting on at the very back?\I want to be near the boiler.\Once it's ready, the next step is ignition.\Yes, sir.\Ayame-sama, if you would please.\Yes... response:	Master key confirmed.
context: He's not a Corpse.\Why are we getting on at the very back?\I want to be near the boiler.\Once it's ready, the next step is ignition.\Yes, sir.\Ayame-sama, if you would please.\Yes...\Master key confirmed. response:	Ignite the boiler!
context: Why are we getting on at the very back?\I want to be near the boiler.\Once it's ready, the next step is ignition.\Yes, sir.\Ayame-sama, if you would please.\Yes...\Master key confirmed.\Ignite the boiler! response:	Seems like you got it to go.
context: I want to be near the boiler.\Once it's ready, the next step is ignition.\Yes, sir.\Ayame-sama, if you would please.\Yes...\Master key confirmed.\Ignite the boiler!\Seems like you got it to go. response:	Nameless -san... thank you for your help earlier.
context: Once it's ready, the next step is ignition.\Yes, sir.\Ayame-sama, if you would please.\Yes...\Master key confirmed.\Ignite the boiler!\Seems like you got it to go.\Nameless -san... thank you for your help earlier. response:	Ayame-san, you're not much for war, are you?
context: Yes, sir.\Ayame-sama, if you would please.\Yes...\Master key confirmed.\Ignite the boiler!\Seems like you got it to go.\Nameless -san... thank you for your help earlier.\Ayame-san, you're not much for war, are you? response:	Eh?
context: Ayame-sama, if you would please.\Yes...\Master key confirmed.\Ignite the boiler!\Seems like you got it to go.\Nameless -san... thank you for your help earlier.\Ayame-san, you're not much for war, are you?\Eh? response:	That's why so many people die.
context: Yes...\Master key confirmed.\Ignite the boiler!\Seems like you got it to go.\Nameless -san... thank you for your help earlier.\Ayame-san, you're not much for war, are you?\Eh?\That's why so many people die. response:	That's...
context: Master key confirmed.\Ignite the boiler!\Seems like you got it to go.\Nameless -san... thank you for your help earlier.\Ayame-san, you're not much for war, are you?\Eh?\That's why so many people die.\That's... response:	What...?
context: Ignite the boiler!\Seems like you got it to go.\Nameless -san... thank you for your help earlier.\Ayame-san, you're not much for war, are you?\Eh?\That's why so many people die.\That's...\What...? response:	Nameless, was it?
context: Seems like you got it to go.\Nameless -san... thank you for your help earlier.\Ayame-san, you're not much for war, are you?\Eh?\That's why so many people die.\That's...\What...?\Nameless, was it? response:	We are short-handed.
context: Nameless -san... thank you for your help earlier.\Ayame-san, you're not much for war, are you?\Eh?\That's why so many people die.\That's...\What...?\Nameless, was it?\We are short-handed. response:	We will have you guard the rear cars.
context: Ayame-san, you're not much for war, are you?\Eh?\That's why so many people die.\That's...\What...?\Nameless, was it?\We are short-handed.\We will have you guard the rear cars. response:	Huh...?
context: Eh?\That's why so many people die.\That's...\What...?\Nameless, was it?\We are short-handed.\We will have you guard the rear cars.\Huh...? response:	That's not what I was planning.
context: That's why so many people die.\That's...\What...?\Nameless, was it?\We are short-handed.\We will have you guard the rear cars.\Huh...?\That's not what I was planning. response:	What?
context: That's...\What...?\Nameless, was it?\We are short-handed.\We will have you guard the rear cars.\Huh...?\That's not what I was planning.\What? response:	You're going to have to handle things on your own for now.
context: What...?\Nameless, was it?\We are short-handed.\We will have you guard the rear cars.\Huh...?\That's not what I was planning.\What?\You're going to have to handle things on your own for now. response:	I am out of time.
context: Nameless, was it?\We are short-handed.\We will have you guard the rear cars.\Huh...?\That's not what I was planning.\What?\You're going to have to handle things on your own for now.\I am out of time. response:	She's asleep?
context: We are short-handed.\We will have you guard the rear cars.\Huh...?\That's not what I was planning.\What?\You're going to have to handle things on your own for now.\I am out of time.\She's asleep? response:	She's got some nerve.
context: We will have you guard the rear cars.\Huh...?\That's not what I was planning.\What?\You're going to have to handle things on your own for now.\I am out of time.\She's asleep?\She's got some nerve. response:	Considering all of that fighting she had to do...
context: Huh...?\That's not what I was planning.\What?\You're going to have to handle things on your own for now.\I am out of time.\She's asleep?\She's got some nerve.\Considering all of that fighting she had to do... response:	Well done.
context: That's not what I was planning.\What?\You're going to have to handle things on your own for now.\I am out of time.\She's asleep?\She's got some nerve.\Considering all of that fighting she had to do...\Well done. response:	Do you see my father anywhere?
context: What?\You're going to have to handle things on your own for now.\I am out of time.\She's asleep?\She's got some nerve.\Considering all of that fighting she had to do...\Well done.\Do you see my father anywhere? response:	Not yet.
context: You're going to have to handle things on your own for now.\I am out of time.\She's asleep?\She's got some nerve.\Considering all of that fighting she had to do...\Well done.\Do you see my father anywhere?\Not yet. response:	It's the Corpses!
context: I am out of time.\She's asleep?\She's got some nerve.\Considering all of that fighting she had to do...\Well done.\Do you see my father anywhere?\Not yet.\It's the Corpses! response:	The Corpses are coming!
context: She's asleep?\She's got some nerve.\Considering all of that fighting she had to do...\Well done.\Do you see my father anywhere?\Not yet.\It's the Corpses!\The Corpses are coming! response:	Close the door!
context: She's got some nerve.\Considering all of that fighting she had to do...\Well done.\Do you see my father anywhere?\Not yet.\It's the Corpses!\The Corpses are coming!\Close the door! response:	Confirming rotation, boiler at critical!
context: Considering all of that fighting she had to do...\Well done.\Do you see my father anywhere?\Not yet.\It's the Corpses!\The Corpses are coming!\Close the door!\Confirming rotation, boiler at critical! response:	Commencing next phase!
context: Well done.\Do you see my father anywhere?\Not yet.\It's the Corpses!\The Corpses are coming!\Close the door!\Confirming rotation, boiler at critical!\Commencing next phase! response:	Can't you go faster?
context: Do you see my father anywhere?\Not yet.\It's the Corpses!\The Corpses are coming!\Close the door!\Confirming rotation, boiler at critical!\Commencing next phase!\Can't you go faster? response:	We didn't follow the proper departure procedure.
context: Not yet.\It's the Corpses!\The Corpses are coming!\Close the door!\Confirming rotation, boiler at critical!\Commencing next phase!\Can't you go faster?\We didn't follow the proper departure procedure. response:	If we rush it, the furnace could break.
context: It's the Corpses!\The Corpses are coming!\Close the door!\Confirming rotation, boiler at critical!\Commencing next phase!\Can't you go faster?\We didn't follow the proper departure procedure.\If we rush it, the furnace could break. response:	Stay back!
context: The Corpses are coming!\Close the door!\Confirming rotation, boiler at critical!\Commencing next phase!\Can't you go faster?\We didn't follow the proper departure procedure.\If we rush it, the furnace could break.\Stay back! response:	Purification!
context: Close the door!\Confirming rotation, boiler at critical!\Commencing next phase!\Can't you go faster?\We didn't follow the proper departure procedure.\If we rush it, the furnace could break.\Stay back!\Purification! response:	Are we going to be okay?
context: Confirming rotation, boiler at critical!\Commencing next phase!\Can't you go faster?\We didn't follow the proper departure procedure.\If we rush it, the furnace could break.\Stay back!\Purification!\Are we going to be okay? response:	Hard to say.
context: Commencing next phase!\Can't you go faster?\We didn't follow the proper departure procedure.\If we rush it, the furnace could break.\Stay back!\Purification!\Are we going to be okay?\Hard to say. response:	What?
context: Can't you go faster?\We didn't follow the proper departure procedure.\If we rush it, the furnace could break.\Stay back!\Purification!\Are we going to be okay?\Hard to say.\What? response:	What are the Warriors doing?!
context: We didn't follow the proper departure procedure.\If we rush it, the furnace could break.\Stay back!\Purification!\Are we going to be okay?\Hard to say.\What?\What are the Warriors doing?! response:	Isn't this working?!
context: If we rush it, the furnace could break.\Stay back!\Purification!\Are we going to be okay?\Hard to say.\What?\What are the Warriors doing?!\Isn't this working?! response:	Hell if I know!
context: Stay back!\Purification!\Are we going to be okay?\Hard to say.\What?\What are the Warriors doing?!\Isn't this working?!\Hell if I know! response:	I'm just filling in too!
context: Purification!\Are we going to be okay?\Hard to say.\What?\What are the Warriors doing?!\Isn't this working?!\Hell if I know!\I'm just filling in too! response:	Are the Corpses really here?
context: Are we going to be okay?\Hard to say.\What?\What are the Warriors doing?!\Isn't this working?!\Hell if I know!\I'm just filling in too!\Are the Corpses really here? response:	Will we be safe here?
context: Hard to say.\What?\What are the Warriors doing?!\Isn't this working?!\Hell if I know!\I'm just filling in too!\Are the Corpses really here?\Will we be safe here? response:	I'm going outside.
context: What?\What are the Warriors doing?!\Isn't this working?!\Hell if I know!\I'm just filling in too!\Are the Corpses really here?\Will we be safe here?\I'm going outside. response:	You can't!
context: What are the Warriors doing?!\Isn't this working?!\Hell if I know!\I'm just filling in too!\Are the Corpses really here?\Will we be safe here?\I'm going outside.\You can't! response:	Watch out!
context: Isn't this working?!\Hell if I know!\I'm just filling in too!\Are the Corpses really here?\Will we be safe here?\I'm going outside.\You can't!\Watch out! response:	Ikoma?
context: Hell if I know!\I'm just filling in too!\Are the Corpses really here?\Will we be safe here?\I'm going outside.\You can't!\Watch out!\Ikoma? response:	Are you okay?
context: I'm just filling in too!\Are the Corpses really here?\Will we be safe here?\I'm going outside.\You can't!\Watch out!\Ikoma?\Are you okay? response:	Those damn Corpses...
context: Are the Corpses really here?\Will we be safe here?\I'm going outside.\You can't!\Watch out!\Ikoma?\Are you okay?\Those damn Corpses... response:	Ikoma!
context: Will we be safe here?\I'm going outside.\You can't!\Watch out!\Ikoma?\Are you okay?\Those damn Corpses...\Ikoma! response:	Hot!
context: I'm going outside.\You can't!\Watch out!\Ikoma?\Are you okay?\Those damn Corpses...\Ikoma!\Hot! response:	Just watch me!
context: You can't!\Watch out!\Ikoma?\Are you okay?\Those damn Corpses...\Ikoma!\Hot!\Just watch me! response:	Hey!
context: Watch out!\Ikoma?\Are you okay?\Those damn Corpses...\Ikoma!\Hot!\Just watch me!\Hey! response:	Did you see that?!
context: Ikoma?\Are you okay?\Those damn Corpses...\Ikoma!\Hot!\Just watch me!\Hey!\Did you see that?! response:	With this piercing gun, we can...
context: Are you okay?\Those damn Corpses...\Ikoma!\Hot!\Just watch me!\Hey!\Did you see that?!\With this piercing gun, we can... response:	Ikoma, look...
context: Those damn Corpses...\Ikoma!\Hot!\Just watch me!\Hey!\Did you see that?!\With this piercing gun, we can...\Ikoma, look... response:	No way!
context: Ikoma!\Hot!\Just watch me!\Hey!\Did you see that?!\With this piercing gun, we can...\Ikoma, look...\No way! response:	I stopped the virus!
context: Hot!\Just watch me!\Hey!\Did you see that?!\With this piercing gun, we can...\Ikoma, look...\No way!\I stopped the virus! response:	Why?!
context: Just watch me!\Hey!\Did you see that?!\With this piercing gun, we can...\Ikoma, look...\No way!\I stopped the virus!\Why?! response:	Takumi...
context: Hey!\Did you see that?!\With this piercing gun, we can...\Ikoma, look...\No way!\I stopped the virus!\Why?!\Takumi... response:	You know?
context: Did you see that?!\With this piercing gun, we can...\Ikoma, look...\No way!\I stopped the virus!\Why?!\Takumi...\You know? response:	We studied those Corpses remains...
context: With this piercing gun, we can...\Ikoma, look...\No way!\I stopped the virus!\Why?!\Takumi...\You know?\We studied those Corpses remains... response:	Takumi?
context: Ikoma, look...\No way!\I stopped the virus!\Why?!\Takumi...\You know?\We studied those Corpses remains...\Takumi? response:	Stay back! Where's the Corpse?!
context: No way!\I stopped the virus!\Why?!\Takumi...\You know?\We studied those Corpses remains...\Takumi?\Stay back! Where's the Corpse?! response:	Has anyone been bitten?!
context: I stopped the virus!\Why?!\Takumi...\You know?\We studied those Corpses remains...\Takumi?\Stay back! Where's the Corpse?!\Has anyone been bitten?! response:	You again.
context: Why?!\Takumi...\You know?\We studied those Corpses remains...\Takumi?\Stay back! Where's the Corpse?!\Has anyone been bitten?!\You again. response:	I knew I should have killed you earlier.
context: Takumi...\You know?\We studied those Corpses remains...\Takumi?\Stay back! Where's the Corpse?!\Has anyone been bitten?!\You again.\I knew I should have killed you earlier. response:	Stop! I'm not a Ka
context: You know?\We studied those Corpses remains...\Takumi?\Stay back! Where's the Corpse?!\Has anyone been bitten?!\You again.\I knew I should have killed you earlier.\Stop! I'm not a Ka response:	Stop talking like you're human, Corpse!
context: We studied those Corpses remains...\Takumi?\Stay back! Where's the Corpse?!\Has anyone been bitten?!\You again.\I knew I should have killed you earlier.\Stop! I'm not a Ka\Stop talking like you're human, Corpse! response:	Wai
context: Takumi?\Stay back! Where's the Corpse?!\Has anyone been bitten?!\You again.\I knew I should have killed you earlier.\Stop! I'm not a Ka\Stop talking like you're human, Corpse!\Wai response:	Close the doors, hurry!
context: Stay back! Where's the Corpse?!\Has anyone been bitten?!\You again.\I knew I should have killed you earlier.\Stop! I'm not a Ka\Stop talking like you're human, Corpse!\Wai\Close the doors, hurry! response:	Ikoma!
context: Has anyone been bitten?!\You again.\I knew I should have killed you earlier.\Stop! I'm not a Ka\Stop talking like you're human, Corpse!\Wai\Close the doors, hurry!\Ikoma! response:	Wait!
context: You again.\I knew I should have killed you earlier.\Stop! I'm not a Ka\Stop talking like you're human, Corpse!\Wai\Close the doors, hurry!\Ikoma!\Wait! response:	Ikoma!
context: I knew I should have killed you earlier.\Stop! I'm not a Ka\Stop talking like you're human, Corpse!\Wai\Close the doors, hurry!\Ikoma!\Wait!\Ikoma! response:	I'm sorry...
context: Stop! I'm not a Ka\Stop talking like you're human, Corpse!\Wai\Close the doors, hurry!\Ikoma!\Wait!\Ikoma!\I'm sorry... response:	Ikoma...
context: Stop talking like you're human, Corpse!\Wai\Close the doors, hurry!\Ikoma!\Wait!\Ikoma!\I'm sorry...\Ikoma... response:	Kurusu-sama, incoming Corpses at the front!
context: Wai\Close the doors, hurry!\Ikoma!\Wait!\Ikoma!\I'm sorry...\Ikoma...\Kurusu-sama, incoming Corpses at the front! response:	How many?
context: Close the doors, hurry!\Ikoma!\Wait!\Ikoma!\I'm sorry...\Ikoma...\Kurusu-sama, incoming Corpses at the front!\How many? response:	Twelve, but... amongst them...
context: Ikoma!\Wait!\Ikoma!\I'm sorry...\Ikoma...\Kurusu-sama, incoming Corpses at the front!\How many?\Twelve, but... amongst them... response:	What is it?
context: Wait!\Ikoma!\I'm sorry...\Ikoma...\Kurusu-sama, incoming Corpses at the front!\How many?\Twelve, but... amongst them...\What is it? response:	Kurusu, are there many of them?
context: Ikoma!\I'm sorry...\Ikoma...\Kurusu-sama, incoming Corpses at the front!\How many?\Twelve, but... amongst them...\What is it?\Kurusu, are there many of them? response:	No, you should stay below.
context: I'm sorry...\Ikoma...\Kurusu-sama, incoming Corpses at the front!\How many?\Twelve, but... amongst them...\What is it?\Kurusu, are there many of them?\No, you should stay below. response:	No, I want to...
context: Ikoma...\Kurusu-sama, incoming Corpses at the front!\How many?\Twelve, but... amongst them...\What is it?\Kurusu, are there many of them?\No, you should stay below.\No, I want to... response:	That's...
context: Kurusu-sama, incoming Corpses at the front!\How many?\Twelve, but... amongst them...\What is it?\Kurusu, are there many of them?\No, you should stay below.\No, I want to...\That's... response:	It can't be...
context: How many?\Twelve, but... amongst them...\What is it?\Kurusu, are there many of them?\No, you should stay below.\No, I want to...\That's...\It can't be... response:	You're wrong.
context: Twelve, but... amongst them...\What is it?\Kurusu, are there many of them?\No, you should stay below.\No, I want to...\That's...\It can't be...\You're wrong. response:	No.
context: What is it?\Kurusu, are there many of them?\No, you should stay below.\No, I want to...\That's...\It can't be...\You're wrong.\No. response:	Kurusu... but that's...
context: Kurusu, are there many of them?\No, you should stay below.\No, I want to...\That's...\It can't be...\You're wrong.\No.\Kurusu... but that's... response:	Fa
context: No, you should stay below.\No, I want to...\That's...\It can't be...\You're wrong.\No.\Kurusu... but that's...\Fa response:	You're wrong!
context: No, I want to...\That's...\It can't be...\You're wrong.\No.\Kurusu... but that's...\Fa\You're wrong! response:	No!
context: That's...\It can't be...\You're wrong.\No.\Kurusu... but that's...\Fa\You're wrong!\No! response:	That was... only a Corpse.
context: It can't be...\You're wrong.\No.\Kurusu... but that's...\Fa\You're wrong!\No!\That was... only a Corpse. response:	No...
context: You're wrong.\No.\Kurusu... but that's...\Fa\You're wrong!\No!\That was... only a Corpse.\No... response:	Don't stop!
context: No.\Kurusu... but that's...\Fa\You're wrong!\No!\That was... only a Corpse.\No...\Don't stop! response:	Run over any Corpse in the way!
context: Kurusu... but that's...\Fa\You're wrong!\No!\That was... only a Corpse.\No...\Don't stop!\Run over any Corpse in the way! response:	Signal tower confirmed.
context: Fa\You're wrong!\No!\That was... only a Corpse.\No...\Don't stop!\Run over any Corpse in the way!\Signal tower confirmed. response:	Terminating speed.
context: You're wrong!\No!\That was... only a Corpse.\No...\Don't stop!\Run over any Corpse in the way!\Signal tower confirmed.\Terminating speed. response:	Linking switch bar.
context: No!\That was... only a Corpse.\No...\Don't stop!\Run over any Corpse in the way!\Signal tower confirmed.\Terminating speed.\Linking switch bar. response:	What is it?
context: That was... only a Corpse.\No...\Don't stop!\Run over any Corpse in the way!\Signal tower confirmed.\Terminating speed.\Linking switch bar.\What is it? response:	The switch isn't working.
context: No...\Don't stop!\Run over any Corpse in the way!\Signal tower confirmed.\Terminating speed.\Linking switch bar.\What is it?\The switch isn't working. response:	What?
context: Don't stop!\Run over any Corpse in the way!\Signal tower confirmed.\Terminating speed.\Linking switch bar.\What is it?\The switch isn't working.\What? response:	Something is in the way.
context: Run over any Corpse in the way!\Signal tower confirmed.\Terminating speed.\Linking switch bar.\What is it?\The switch isn't working.\What?\Something is in the way. response:	The drawbridge won't lower at this rate!
context: Signal tower confirmed.\Terminating speed.\Linking switch bar.\What is it?\The switch isn't working.\What?\Something is in the way.\The drawbridge won't lower at this rate! response:	Is it the Corpses?
context: Terminating speed.\Linking switch bar.\What is it?\The switch isn't working.\What?\Something is in the way.\The drawbridge won't lower at this rate!\Is it the Corpses? response:	After coming this far...
context: Linking switch bar.\What is it?\The switch isn't working.\What?\Something is in the way.\The drawbridge won't lower at this rate!\Is it the Corpses?\After coming this far... response:	Damn it.
context: What is it?\The switch isn't working.\What?\Something is in the way.\The drawbridge won't lower at this rate!\Is it the Corpses?\After coming this far...\Damn it. response:	They got the water tank!
context: The switch isn't working.\What?\Something is in the way.\The drawbridge won't lower at this rate!\Is it the Corpses?\After coming this far...\Damn it.\They got the water tank! response:	We're leaking coolant!
context: What?\Something is in the way.\The drawbridge won't lower at this rate!\Is it the Corpses?\After coming this far...\Damn it.\They got the water tank!\We're leaking coolant! response:	The Iron Fortress won't be able to move if we run out of water.
context: Something is in the way.\The drawbridge won't lower at this rate!\Is it the Corpses?\After coming this far...\Damn it.\They got the water tank!\We're leaking coolant!\The Iron Fortress won't be able to move if we run out of water. response:	Wait! What are you going to do, Kurusu?
context: The drawbridge won't lower at this rate!\Is it the Corpses?\After coming this far...\Damn it.\They got the water tank!\We're leaking coolant!\The Iron Fortress won't be able to move if we run out of water.\Wait! What are you going to do, Kurusu? response:	There's a manual lever in front of the bridge.
context: Is it the Corpses?\After coming this far...\Damn it.\They got the water tank!\We're leaking coolant!\The Iron Fortress won't be able to move if we run out of water.\Wait! What are you going to do, Kurusu?\There's a manual lever in front of the bridge. response:	I'll use it to drop the bridge.
context: After coming this far...\Damn it.\They got the water tank!\We're leaking coolant!\The Iron Fortress won't be able to move if we run out of water.\Wait! What are you going to do, Kurusu?\There's a manual lever in front of the bridge.\I'll use it to drop the bridge. response:	You're going to go outside?!
context: Damn it.\They got the water tank!\We're leaking coolant!\The Iron Fortress won't be able to move if we run out of water.\Wait! What are you going to do, Kurusu?\There's a manual lever in front of the bridge.\I'll use it to drop the bridge.\You're going to go outside?! response:	You can't! It's swarming with Corpse.
context: They got the water tank!\We're leaking coolant!\The Iron Fortress won't be able to move if we run out of water.\Wait! What are you going to do, Kurusu?\There's a manual lever in front of the bridge.\I'll use it to drop the bridge.\You're going to go outside?!\You can't! It's swarming with Corpse. response:	We are Knights!
context: We're leaking coolant!\The Iron Fortress won't be able to move if we run out of water.\Wait! What are you going to do, Kurusu?\There's a manual lever in front of the bridge.\I'll use it to drop the bridge.\You're going to go outside?!\You can't! It's swarming with Corpse.\We are Knights! response:	If we don't put our lives on the line now, then when are we supposed to?
context: The Iron Fortress won't be able to move if we run out of water.\Wait! What are you going to do, Kurusu?\There's a manual lever in front of the bridge.\I'll use it to drop the bridge.\You're going to go outside?!\You can't! It's swarming with Corpse.\We are Knights!\If we don't put our lives on the line now, then when are we supposed to? response:	Look at this!
context: Wait! What are you going to do, Kurusu?\There's a manual lever in front of the bridge.\I'll use it to drop the bridge.\You're going to go outside?!\You can't! It's swarming with Corpse.\We are Knights!\If we don't put our lives on the line now, then when are we supposed to?\Look at this! response:	There's someone with the Corpses!
context: There's a manual lever in front of the bridge.\I'll use it to drop the bridge.\You're going to go outside?!\You can't! It's swarming with Corpse.\We are Knights!\If we don't put our lives on the line now, then when are we supposed to?\Look at this!\There's someone with the Corpses! response:	Is he a Corpse?
context: I'll use it to drop the bridge.\You're going to go outside?!\You can't! It's swarming with Corpse.\We are Knights!\If we don't put our lives on the line now, then when are we supposed to?\Look at this!\There's someone with the Corpses!\Is he a Corpse? response:	He's got to be.
context: You're going to go outside?!\You can't! It's swarming with Corpse.\We are Knights!\If we don't put our lives on the line now, then when are we supposed to?\Look at this!\There's someone with the Corpses!\Is he a Corpse?\He's got to be. response:	Then why is he fighting the Corpses?
context: You can't! It's swarming with Corpse.\We are Knights!\If we don't put our lives on the line now, then when are we supposed to?\Look at this!\There's someone with the Corpses!\Is he a Corpse?\He's got to be.\Then why is he fighting the Corpses? response:	Look.
context: We are Knights!\If we don't put our lives on the line now, then when are we supposed to?\Look at this!\There's someone with the Corpses!\Is he a Corpse?\He's got to be.\Then why is he fighting the Corpses?\Look. response:	Look at me!
context: If we don't put our lives on the line now, then when are we supposed to?\Look at this!\There's someone with the Corpses!\Is he a Corpse?\He's got to be.\Then why is he fighting the Corpses?\Look.\Look at me! response:	Watch as the man you cast out spills his blood and dies.
context: Look at this!\There's someone with the Corpses!\Is he a Corpse?\He's got to be.\Then why is he fighting the Corpses?\Look.\Look at me!\Watch as the man you cast out spills his blood and dies. response:	Take a nice long look!
context: There's someone with the Corpses!\Is he a Corpse?\He's got to be.\Then why is he fighting the Corpses?\Look.\Look at me!\Watch as the man you cast out spills his blood and dies.\Take a nice long look! response:	Let's give him a hand.
context: Is he a Corpse?\He's got to be.\Then why is he fighting the Corpses?\Look.\Look at me!\Watch as the man you cast out spills his blood and dies.\Take a nice long look!\Let's give him a hand. response:	We can't sit here and do nothing.
context: He's got to be.\Then why is he fighting the Corpses?\Look.\Look at me!\Watch as the man you cast out spills his blood and dies.\Take a nice long look!\Let's give him a hand.\We can't sit here and do nothing. response:	It's too dangerous!
context: Then why is he fighting the Corpses?\Look.\Look at me!\Watch as the man you cast out spills his blood and dies.\Take a nice long look!\Let's give him a hand.\We can't sit here and do nothing.\It's too dangerous! response:	If we open the door, the Corpses could...
context: Look.\Look at me!\Watch as the man you cast out spills his blood and dies.\Take a nice long look!\Let's give him a hand.\We can't sit here and do nothing.\It's too dangerous!\If we open the door, the Corpses could... response:	They're just killing each other.
context: Look at me!\Watch as the man you cast out spills his blood and dies.\Take a nice long look!\Let's give him a hand.\We can't sit here and do nothing.\It's too dangerous!\If we open the door, the Corpses could...\They're just killing each other. response:	How could you...?
context: Watch as the man you cast out spills his blood and dies.\Take a nice long look!\Let's give him a hand.\We can't sit here and do nothing.\It's too dangerous!\If we open the door, the Corpses could...\They're just killing each other.\How could you...? response:	I will save you all.
context: Take a nice long look!\Let's give him a hand.\We can't sit here and do nothing.\It's too dangerous!\If we open the door, the Corpses could...\They're just killing each other.\How could you...?\I will save you all. response:	I want you to live the rest of your lives knowing the man you abandoned saved you.
context: Let's give him a hand.\We can't sit here and do nothing.\It's too dangerous!\If we open the door, the Corpses could...\They're just killing each other.\How could you...?\I will save you all.\I want you to live the rest of your lives knowing the man you abandoned saved you. response:	And I will laugh at you from the afterlife.
context: We can't sit here and do nothing.\It's too dangerous!\If we open the door, the Corpses could...\They're just killing each other.\How could you...?\I will save you all.\I want you to live the rest of your lives knowing the man you abandoned saved you.\And I will laugh at you from the afterlife. response:	And tell you that it serves you right!
context: It's too dangerous!\If we open the door, the Corpses could...\They're just killing each other.\How could you...?\I will save you all.\I want you to live the rest of your lives knowing the man you abandoned saved you.\And I will laugh at you from the afterlife.\And tell you that it serves you right! response:	He did it!
context: If we open the door, the Corpses could...\They're just killing each other.\How could you...?\I will save you all.\I want you to live the rest of your lives knowing the man you abandoned saved you.\And I will laugh at you from the afterlife.\And tell you that it serves you right!\He did it! response:	The drawbridge...
context: They're just killing each other.\How could you...?\I will save you all.\I want you to live the rest of your lives knowing the man you abandoned saved you.\And I will laugh at you from the afterlife.\And tell you that it serves you right!\He did it!\The drawbridge... response:	It's lowering!
context: How could you...?\I will save you all.\I want you to live the rest of your lives knowing the man you abandoned saved you.\And I will laugh at you from the afterlife.\And tell you that it serves you right!\He did it!\The drawbridge...\It's lowering! response:	We're saved!
context: I will save you all.\I want you to live the rest of your lives knowing the man you abandoned saved you.\And I will laugh at you from the afterlife.\And tell you that it serves you right!\He did it!\The drawbridge...\It's lowering!\We're saved! response:	I'm departing.
context: I want you to live the rest of your lives knowing the man you abandoned saved you.\And I will laugh at you from the afterlife.\And tell you that it serves you right!\He did it!\The drawbridge...\It's lowering!\We're saved!\I'm departing. response:	Grab ahold, Ikoma!
context: And I will laugh at you from the afterlife.\And tell you that it serves you right!\He did it!\The drawbridge...\It's lowering!\We're saved!\I'm departing.\Grab ahold, Ikoma! response:	Stop! What the hell are you thinking?!
context: And tell you that it serves you right!\He did it!\The drawbridge...\It's lowering!\We're saved!\I'm departing.\Grab ahold, Ikoma!\Stop! What the hell are you thinking?! response:	Why would you save a Corpse?!
context: He did it!\The drawbridge...\It's lowering!\We're saved!\I'm departing.\Grab ahold, Ikoma!\Stop! What the hell are you thinking?!\Why would you save a Corpse?! response:	That's not a Corpse!
context: The drawbridge...\It's lowering!\We're saved!\I'm departing.\Grab ahold, Ikoma!\Stop! What the hell are you thinking?!\Why would you save a Corpse?!\That's not a Corpse! response:	He's my friend!
context: It's lowering!\We're saved!\I'm departing.\Grab ahold, Ikoma!\Stop! What the hell are you thinking?!\Why would you save a Corpse?!\That's not a Corpse!\He's my friend! response:	Ikoma!
context: We're saved!\I'm departing.\Grab ahold, Ikoma!\Stop! What the hell are you thinking?!\Why would you save a Corpse?!\That's not a Corpse!\He's my friend!\Ikoma! response:	Ikoma!
context: I'm departing.\Grab ahold, Ikoma!\Stop! What the hell are you thinking?!\Why would you save a Corpse?!\That's not a Corpse!\He's my friend!\Ikoma!\Ikoma! response:	Are you crying?
context: Grab ahold, Ikoma!\Stop! What the hell are you thinking?!\Why would you save a Corpse?!\That's not a Corpse!\He's my friend!\Ikoma!\Ikoma!\Are you crying? response:	What an idiot.
context: Stop! What the hell are you thinking?!\Why would you save a Corpse?!\That's not a Corpse!\He's my friend!\Ikoma!\Ikoma!\Are you crying?\What an idiot. response:	Hey, you're...
context: Why would you save a Corpse?!\That's not a Corpse!\He's my friend!\Ikoma!\Ikoma!\Are you crying?\What an idiot.\Hey, you're... response:	Pull!
context: That's not a Corpse!\He's my friend!\Ikoma!\Ikoma!\Are you crying?\What an idiot.\Hey, you're...\Pull! response:	Stop it!
context: He's my friend!\Ikoma!\Ikoma!\Are you crying?\What an idiot.\Hey, you're...\Pull!\Stop it! response:	Why did you do that?!
context: Ikoma!\Ikoma!\Are you crying?\What an idiot.\Hey, you're...\Pull!\Stop it!\Why did you do that?! response:	I'm a Corpse now!
context: Ikoma!\Are you crying?\What an idiot.\Hey, you're...\Pull!\Stop it!\Why did you do that?!\I'm a Corpse now! response:	Oh, shut up.
context: Are you crying?\What an idiot.\Hey, you're...\Pull!\Stop it!\Why did you do that?!\I'm a Corpse now!\Oh, shut up. response:	We already brought you on board.
context: What an idiot.\Hey, you're...\Pull!\Stop it!\Why did you do that?!\I'm a Corpse now!\Oh, shut up.\We already brought you on board. response:	I feel no shame being saved by you.
context: Hey, you're...\Pull!\Stop it!\Why did you do that?!\I'm a Corpse now!\Oh, shut up.\We already brought you on board.\I feel no shame being saved by you. response:	If you still have any humanity left, you will kill yourself for everyone's sake!
context: Pull!\Stop it!\Why did you do that?!\I'm a Corpse now!\Oh, shut up.\We already brought you on board.\I feel no shame being saved by you.\If you still have any humanity left, you will kill yourself for everyone's sake! response:	He's not a Corpse.
