context: Look, Kaoru-san! response:	It's...
context: She got your mother's address and insisted I pass it on to you.\We split up when you were still little,\so you might not remember your mom very well...\But if you'd like to go see her, you could, maybe on your next break...\I know this is sudden and may leave you at a loss,\but whether you go or not is totally up to you.\Well, I'll let you get back to your studies.\Richie. You can bring her some sweet rice treats as a souvenir. response:	I never said I was going.
context: We split up when you were still little,\so you might not remember your mom very well...\But if you'd like to go see her, you could, maybe on your next break...\I know this is sudden and may leave you at a loss,\but whether you go or not is totally up to you.\Well, I'll let you get back to your studies.\Richie. You can bring her some sweet rice treats as a souvenir.\I never said I was going. response:	You're not goin'?
context: so you might not remember your mom very well...\But if you'd like to go see her, you could, maybe on your next break...\I know this is sudden and may leave you at a loss,\but whether you go or not is totally up to you.\Well, I'll let you get back to your studies.\Richie. You can bring her some sweet rice treats as a souvenir.\I never said I was going.\You're not goin'? response:	Right now, I'm just not up to it...
context: But if you'd like to go see her, you could, maybe on your next break...\I know this is sudden and may leave you at a loss,\but whether you go or not is totally up to you.\Well, I'll let you get back to your studies.\Richie. You can bring her some sweet rice treats as a souvenir.\I never said I was going.\You're not goin'?\Right now, I'm just not up to it... response:	Moron!
context: I know this is sudden and may leave you at a loss,\but whether you go or not is totally up to you.\Well, I'll let you get back to your studies.\Richie. You can bring her some sweet rice treats as a souvenir.\I never said I was going.\You're not goin'?\Right now, I'm just not up to it...\Moron! response:	You know where she is now, and if you lose this chance
context: but whether you go or not is totally up to you.\Well, I'll let you get back to your studies.\Richie. You can bring her some sweet rice treats as a souvenir.\I never said I was going.\You're not goin'?\Right now, I'm just not up to it...\Moron!\You know where she is now, and if you lose this chance response:	you'll regret it for the rest of your life!
context: Well, I'll let you get back to your studies.\Richie. You can bring her some sweet rice treats as a souvenir.\I never said I was going.\You're not goin'?\Right now, I'm just not up to it...\Moron!\You know where she is now, and if you lose this chance\you'll regret it for the rest of your life! response:	Kaoru-kun?
context: Richie. You can bring her some sweet rice treats as a souvenir.\I never said I was going.\You're not goin'?\Right now, I'm just not up to it...\Moron!\You know where she is now, and if you lose this chance\you'll regret it for the rest of your life!\Kaoru-kun? response:	Crap!
context: I never said I was going.\You're not goin'?\Right now, I'm just not up to it...\Moron!\You know where she is now, and if you lose this chance\you'll regret it for the rest of your life!\Kaoru-kun?\Crap! response:	What are you doing? I'm coming in!
context: You're not goin'?\Right now, I'm just not up to it...\Moron!\You know where she is now, and if you lose this chance\you'll regret it for the rest of your life!\Kaoru-kun?\Crap!\What are you doing? I'm coming in! response:	Wait a second!
context: Right now, I'm just not up to it...\Moron!\You know where she is now, and if you lose this chance\you'll regret it for the rest of your life!\Kaoru-kun?\Crap!\What are you doing? I'm coming in!\Wait a second! response:	Kaoru-kun, you're hiding something, aren't you?
context: Moron!\You know where she is now, and if you lose this chance\you'll regret it for the rest of your life!\Kaoru-kun?\Crap!\What are you doing? I'm coming in!\Wait a second!\Kaoru-kun, you're hiding something, aren't you? response:	No, not especially...
context: You know where she is now, and if you lose this chance\you'll regret it for the rest of your life!\Kaoru-kun?\Crap!\What are you doing? I'm coming in!\Wait a second!\Kaoru-kun, you're hiding something, aren't you?\No, not especially... response:	Blue trains?
context: you'll regret it for the rest of your life!\Kaoru-kun?\Crap!\What are you doing? I'm coming in!\Wait a second!\Kaoru-kun, you're hiding something, aren't you?\No, not especially...\Blue trains? response:	Blue trains basically refers to limited express trains from Asakaze on
context: Kaoru-kun?\Crap!\What are you doing? I'm coming in!\Wait a second!\Kaoru-kun, you're hiding something, aren't you?\No, not especially...\Blue trains?\Blue trains basically refers to limited express trains from Asakaze on response:	that have dedicated blue sleeper cars.
context: Crap!\What are you doing? I'm coming in!\Wait a second!\Kaoru-kun, you're hiding something, aren't you?\No, not especially...\Blue trains?\Blue trains basically refers to limited express trains from Asakaze on\that have dedicated blue sleeper cars. response:	Did you know that the design of the front and back car are different
context: What are you doing? I'm coming in!\Wait a second!\Kaoru-kun, you're hiding something, aren't you?\No, not especially...\Blue trains?\Blue trains basically refers to limited express trains from Asakaze on\that have dedicated blue sleeper cars.\Did you know that the design of the front and back car are different response:	because they have to switch off being the lead car?
context: Wait a second!\Kaoru-kun, you're hiding something, aren't you?\No, not especially...\Blue trains?\Blue trains basically refers to limited express trains from Asakaze on\that have dedicated blue sleeper cars.\Did you know that the design of the front and back car are different\because they have to switch off being the lead car? response:	I didn't know.
context: Kaoru-kun, you're hiding something, aren't you?\No, not especially...\Blue trains?\Blue trains basically refers to limited express trains from Asakaze on\that have dedicated blue sleeper cars.\Did you know that the design of the front and back car are different\because they have to switch off being the lead car?\I didn't know. response:	Come to think of it, this is my first time traveling alone.
context: No, not especially...\Blue trains?\Blue trains basically refers to limited express trains from Asakaze on\that have dedicated blue sleeper cars.\Did you know that the design of the front and back car are different\because they have to switch off being the lead car?\I didn't know.\Come to think of it, this is my first time traveling alone. response:	Is it like a trip to help me get over my heartache?
context: Blue trains?\Blue trains basically refers to limited express trains from Asakaze on\that have dedicated blue sleeper cars.\Did you know that the design of the front and back car are different\because they have to switch off being the lead car?\I didn't know.\Come to think of it, this is my first time traveling alone.\Is it like a trip to help me get over my heartache? response:	Hey! You're late, Richie.
context: Blue trains basically refers to limited express trains from Asakaze on\that have dedicated blue sleeper cars.\Did you know that the design of the front and back car are different\because they have to switch off being the lead car?\I didn't know.\Come to think of it, this is my first time traveling alone.\Is it like a trip to help me get over my heartache?\Hey! You're late, Richie. response:	Y'know, it's a good thing I asked Maruo to get me a ticket!
context: that have dedicated blue sleeper cars.\Did you know that the design of the front and back car are different\because they have to switch off being the lead car?\I didn't know.\Come to think of it, this is my first time traveling alone.\Is it like a trip to help me get over my heartache?\Hey! You're late, Richie.\Y'know, it's a good thing I asked Maruo to get me a ticket! response:	W-Wait a minute...
context: Did you know that the design of the front and back car are different\because they have to switch off being the lead car?\I didn't know.\Come to think of it, this is my first time traveling alone.\Is it like a trip to help me get over my heartache?\Hey! You're late, Richie.\Y'know, it's a good thing I asked Maruo to get me a ticket!\W-Wait a minute... response:	I felt like takin' a trip to Tokyo too, so I'm taggin' along!
context: because they have to switch off being the lead car?\I didn't know.\Come to think of it, this is my first time traveling alone.\Is it like a trip to help me get over my heartache?\Hey! You're late, Richie.\Y'know, it's a good thing I asked Maruo to get me a ticket!\W-Wait a minute...\I felt like takin' a trip to Tokyo too, so I'm taggin' along! response:	I only went on this trip so I could be alone and think things over quietly...
context: I didn't know.\Come to think of it, this is my first time traveling alone.\Is it like a trip to help me get over my heartache?\Hey! You're late, Richie.\Y'know, it's a good thing I asked Maruo to get me a ticket!\W-Wait a minute...\I felt like takin' a trip to Tokyo too, so I'm taggin' along!\I only went on this trip so I could be alone and think things over quietly... response:	Man, travel an' frozen tangerines go together like bread an' butter!
context: Come to think of it, this is my first time traveling alone.\Is it like a trip to help me get over my heartache?\Hey! You're late, Richie.\Y'know, it's a good thing I asked Maruo to get me a ticket!\W-Wait a minute...\I felt like takin' a trip to Tokyo too, so I'm taggin' along!\I only went on this trip so I could be alone and think things over quietly...\Man, travel an' frozen tangerines go together like bread an' butter! response:	I do have one more tangerine...
context: Is it like a trip to help me get over my heartache?\Hey! You're late, Richie.\Y'know, it's a good thing I asked Maruo to get me a ticket!\W-Wait a minute...\I felt like takin' a trip to Tokyo too, so I'm taggin' along!\I only went on this trip so I could be alone and think things over quietly...\Man, travel an' frozen tangerines go together like bread an' butter!\I do have one more tangerine... response:	Well, much obliged!
context: Hey! You're late, Richie.\Y'know, it's a good thing I asked Maruo to get me a ticket!\W-Wait a minute...\I felt like takin' a trip to Tokyo too, so I'm taggin' along!\I only went on this trip so I could be alone and think things over quietly...\Man, travel an' frozen tangerines go together like bread an' butter!\I do have one more tangerine...\Well, much obliged! response:	They taste better before they thaw.
context: Y'know, it's a good thing I asked Maruo to get me a ticket!\W-Wait a minute...\I felt like takin' a trip to Tokyo too, so I'm taggin' along!\I only went on this trip so I could be alone and think things over quietly...\Man, travel an' frozen tangerines go together like bread an' butter!\I do have one more tangerine...\Well, much obliged!\They taste better before they thaw. response:	Damn that Maruo...
context: W-Wait a minute...\I felt like takin' a trip to Tokyo too, so I'm taggin' along!\I only went on this trip so I could be alone and think things over quietly...\Man, travel an' frozen tangerines go together like bread an' butter!\I do have one more tangerine...\Well, much obliged!\They taste better before they thaw.\Damn that Maruo... response:	By the way, how can you afford this?
context: I felt like takin' a trip to Tokyo too, so I'm taggin' along!\I only went on this trip so I could be alone and think things over quietly...\Man, travel an' frozen tangerines go together like bread an' butter!\I do have one more tangerine...\Well, much obliged!\They taste better before they thaw.\Damn that Maruo...\By the way, how can you afford this? response:	Oh, I had money saved up from my part-time job.
context: I only went on this trip so I could be alone and think things over quietly...\Man, travel an' frozen tangerines go together like bread an' butter!\I do have one more tangerine...\Well, much obliged!\They taste better before they thaw.\Damn that Maruo...\By the way, how can you afford this?\Oh, I had money saved up from my part-time job. response:	And then I sold some old records.
context: Man, travel an' frozen tangerines go together like bread an' butter!\I do have one more tangerine...\Well, much obliged!\They taste better before they thaw.\Damn that Maruo...\By the way, how can you afford this?\Oh, I had money saved up from my part-time job.\And then I sold some old records. response:	You don't have nearly enough...
context: I do have one more tangerine...\Well, much obliged!\They taste better before they thaw.\Damn that Maruo...\By the way, how can you afford this?\Oh, I had money saved up from my part-time job.\And then I sold some old records.\You don't have nearly enough... response:	Well, if I can make it to Brother Jun's place, I'm sure it'll work out.
context: Well, much obliged!\They taste better before they thaw.\Damn that Maruo...\By the way, how can you afford this?\Oh, I had money saved up from my part-time job.\And then I sold some old records.\You don't have nearly enough...\Well, if I can make it to Brother Jun's place, I'm sure it'll work out. response:	What a thoughtless fool...
context: They taste better before they thaw.\Damn that Maruo...\By the way, how can you afford this?\Oh, I had money saved up from my part-time job.\And then I sold some old records.\You don't have nearly enough...\Well, if I can make it to Brother Jun's place, I'm sure it'll work out.\What a thoughtless fool... response:	Here, this is yours, Richie.
context: Damn that Maruo...\By the way, how can you afford this?\Oh, I had money saved up from my part-time job.\And then I sold some old records.\You don't have nearly enough...\Well, if I can make it to Brother Jun's place, I'm sure it'll work out.\What a thoughtless fool...\Here, this is yours, Richie. response:	Ri'ko said the food in the dining car is probably expensive,
context: By the way, how can you afford this?\Oh, I had money saved up from my part-time job.\And then I sold some old records.\You don't have nearly enough...\Well, if I can make it to Brother Jun's place, I'm sure it'll work out.\What a thoughtless fool...\Here, this is yours, Richie.\Ri'ko said the food in the dining car is probably expensive, response:	so she made these for us.
context: Oh, I had money saved up from my part-time job.\And then I sold some old records.\You don't have nearly enough...\Well, if I can make it to Brother Jun's place, I'm sure it'll work out.\What a thoughtless fool...\Here, this is yours, Richie.\Ri'ko said the food in the dining car is probably expensive,\so she made these for us. response:	Ain't you gonna eat it?
context: And then I sold some old records.\You don't have nearly enough...\Well, if I can make it to Brother Jun's place, I'm sure it'll work out.\What a thoughtless fool...\Here, this is yours, Richie.\Ri'ko said the food in the dining car is probably expensive,\so she made these for us.\Ain't you gonna eat it? response:	She's been worried about you.
context: You don't have nearly enough...\Well, if I can make it to Brother Jun's place, I'm sure it'll work out.\What a thoughtless fool...\Here, this is yours, Richie.\Ri'ko said the food in the dining car is probably expensive,\so she made these for us.\Ain't you gonna eat it?\She's been worried about you. response:	W-What's with all these people?!
context: Well, if I can make it to Brother Jun's place, I'm sure it'll work out.\What a thoughtless fool...\Here, this is yours, Richie.\Ri'ko said the food in the dining car is probably expensive,\so she made these for us.\Ain't you gonna eat it?\She's been worried about you.\W-What's with all these people?! response:	Is there a festival? Or a New Year's sale?!
context: What a thoughtless fool...\Here, this is yours, Richie.\Ri'ko said the food in the dining car is probably expensive,\so she made these for us.\Ain't you gonna eat it?\She's been worried about you.\W-What's with all these people?!\Is there a festival? Or a New Year's sale?! response:	Tokyo Station is always like this.
context: Here, this is yours, Richie.\Ri'ko said the food in the dining car is probably expensive,\so she made these for us.\Ain't you gonna eat it?\She's been worried about you.\W-What's with all these people?!\Is there a festival? Or a New Year's sale?!\Tokyo Station is always like this. response:	Why don't you go sightseeing around Tokyo?
context: Ri'ko said the food in the dining car is probably expensive,\so she made these for us.\Ain't you gonna eat it?\She's been worried about you.\W-What's with all these people?!\Is there a festival? Or a New Year's sale?!\Tokyo Station is always like this.\Why don't you go sightseeing around Tokyo? response:	I wanna see what your mom's like, so I'm comin' with you.
context: so she made these for us.\Ain't you gonna eat it?\She's been worried about you.\W-What's with all these people?!\Is there a festival? Or a New Year's sale?!\Tokyo Station is always like this.\Why don't you go sightseeing around Tokyo?\I wanna see what your mom's like, so I'm comin' with you. response:	Blue Butterfly
context: Ain't you gonna eat it?\She's been worried about you.\W-What's with all these people?!\Is there a festival? Or a New Year's sale?!\Tokyo Station is always like this.\Why don't you go sightseeing around Tokyo?\I wanna see what your mom's like, so I'm comin' with you.\Blue Butterfly response:	W-What the heck?! This is some workplace...
context: She's been worried about you.\W-What's with all these people?!\Is there a festival? Or a New Year's sale?!\Tokyo Station is always like this.\Why don't you go sightseeing around Tokyo?\I wanna see what your mom's like, so I'm comin' with you.\Blue Butterfly\W-What the heck?! This is some workplace... response:	W-Wait, maybe I got the address wrong...
context: W-What's with all these people?!\Is there a festival? Or a New Year's sale?!\Tokyo Station is always like this.\Why don't you go sightseeing around Tokyo?\I wanna see what your mom's like, so I'm comin' with you.\Blue Butterfly\W-What the heck?! This is some workplace...\W-Wait, maybe I got the address wrong... response:	It's right...
context: Is there a festival? Or a New Year's sale?!\Tokyo Station is always like this.\Why don't you go sightseeing around Tokyo?\I wanna see what your mom's like, so I'm comin' with you.\Blue Butterfly\W-What the heck?! This is some workplace...\W-Wait, maybe I got the address wrong...\It's right... response:	Well, let's go in an' ask.
context: Tokyo Station is always like this.\Why don't you go sightseeing around Tokyo?\I wanna see what your mom's like, so I'm comin' with you.\Blue Butterfly\W-What the heck?! This is some workplace...\W-Wait, maybe I got the address wrong...\It's right...\Well, let's go in an' ask. response:	Wait a second!
context: Why don't you go sightseeing around Tokyo?\I wanna see what your mom's like, so I'm comin' with you.\Blue Butterfly\W-What the heck?! This is some workplace...\W-Wait, maybe I got the address wrong...\It's right...\Well, let's go in an' ask.\Wait a second! response:	I've changed my mind about meeting her...
context: I wanna see what your mom's like, so I'm comin' with you.\Blue Butterfly\W-What the heck?! This is some workplace...\W-Wait, maybe I got the address wrong...\It's right...\Well, let's go in an' ask.\Wait a second!\I've changed my mind about meeting her... response:	Richie!
context: Blue Butterfly\W-What the heck?! This is some workplace...\W-Wait, maybe I got the address wrong...\It's right...\Well, let's go in an' ask.\Wait a second!\I've changed my mind about meeting her...\Richie! response:	What are you talkin' about?! You've come this far!
context: W-What the heck?! This is some workplace...\W-Wait, maybe I got the address wrong...\It's right...\Well, let's go in an' ask.\Wait a second!\I've changed my mind about meeting her...\Richie!\What are you talkin' about?! You've come this far! response:	It's better if I don't see her... Even if I did, I'm sure...
context: W-Wait, maybe I got the address wrong...\It's right...\Well, let's go in an' ask.\Wait a second!\I've changed my mind about meeting her...\Richie!\What are you talkin' about?! You've come this far!\It's better if I don't see her... Even if I did, I'm sure... response:	Alright!
context: It's right...\Well, let's go in an' ask.\Wait a second!\I've changed my mind about meeting her...\Richie!\What are you talkin' about?! You've come this far!\It's better if I don't see her... Even if I did, I'm sure...\Alright! response:	She says it's your mom's day off today.
context: Well, let's go in an' ask.\Wait a second!\I've changed my mind about meeting her...\Richie!\What are you talkin' about?! You've come this far!\It's better if I don't see her... Even if I did, I'm sure...\Alright!\She says it's your mom's day off today. response:	Said she'd meet you here tomorrow afternoon.
context: Wait a second!\I've changed my mind about meeting her...\Richie!\What are you talkin' about?! You've come this far!\It's better if I don't see her... Even if I did, I'm sure...\Alright!\She says it's your mom's day off today.\Said she'd meet you here tomorrow afternoon. response:	So we'll come back then.
context: I've changed my mind about meeting her...\Richie!\What are you talkin' about?! You've come this far!\It's better if I don't see her... Even if I did, I'm sure...\Alright!\She says it's your mom's day off today.\Said she'd meet you here tomorrow afternoon.\So we'll come back then. response:	Alright, I say we relax a bit at Brother Jun's place!
context: Richie!\What are you talkin' about?! You've come this far!\It's better if I don't see her... Even if I did, I'm sure...\Alright!\She says it's your mom's day off today.\Said she'd meet you here tomorrow afternoon.\So we'll come back then.\Alright, I say we relax a bit at Brother Jun's place! response:	Do you two have business with Katsuragi Junichi-kun?
context: What are you talkin' about?! You've come this far!\It's better if I don't see her... Even if I did, I'm sure...\Alright!\She says it's your mom's day off today.\Said she'd meet you here tomorrow afternoon.\So we'll come back then.\Alright, I say we relax a bit at Brother Jun's place!\Do you two have business with Katsuragi Junichi-kun? response:	Yes.
context: It's better if I don't see her... Even if I did, I'm sure...\Alright!\She says it's your mom's day off today.\Said she'd meet you here tomorrow afternoon.\So we'll come back then.\Alright, I say we relax a bit at Brother Jun's place!\Do you two have business with Katsuragi Junichi-kun?\Yes. response:	Well, there's no point in waiting for him.
context: Alright!\She says it's your mom's day off today.\Said she'd meet you here tomorrow afternoon.\So we'll come back then.\Alright, I say we relax a bit at Brother Jun's place!\Do you two have business with Katsuragi Junichi-kun?\Yes.\Well, there's no point in waiting for him. response:	He's been missing since last month.
context: She says it's your mom's day off today.\Said she'd meet you here tomorrow afternoon.\So we'll come back then.\Alright, I say we relax a bit at Brother Jun's place!\Do you two have business with Katsuragi Junichi-kun?\Yes.\Well, there's no point in waiting for him.\He's been missing since last month. response:	Missing...?
context: Said she'd meet you here tomorrow afternoon.\So we'll come back then.\Alright, I say we relax a bit at Brother Jun's place!\Do you two have business with Katsuragi Junichi-kun?\Yes.\Well, there's no point in waiting for him.\He's been missing since last month.\Missing...? response:	Yeah. Rumor has it he got in bad with some faction and now he's in hiding.
context: So we'll come back then.\Alright, I say we relax a bit at Brother Jun's place!\Do you two have business with Katsuragi Junichi-kun?\Yes.\Well, there's no point in waiting for him.\He's been missing since last month.\Missing...?\Yeah. Rumor has it he got in bad with some faction and now he's in hiding. response:	Although it's possible he's just shacking up with some girl...
context: Alright, I say we relax a bit at Brother Jun's place!\Do you two have business with Katsuragi Junichi-kun?\Yes.\Well, there's no point in waiting for him.\He's been missing since last month.\Missing...?\Yeah. Rumor has it he got in bad with some faction and now he's in hiding.\Although it's possible he's just shacking up with some girl... response:	Fukahori Yurika
context: Do you two have business with Katsuragi Junichi-kun?\Yes.\Well, there's no point in waiting for him.\He's been missing since last month.\Missing...?\Yeah. Rumor has it he got in bad with some faction and now he's in hiding.\Although it's possible he's just shacking up with some girl...\Fukahori Yurika response:	That guy's popular with college girls...
context: Yes.\Well, there's no point in waiting for him.\He's been missing since last month.\Missing...?\Yeah. Rumor has it he got in bad with some faction and now he's in hiding.\Although it's possible he's just shacking up with some girl...\Fukahori Yurika\That guy's popular with college girls... response:	Yeah, that doesn't surprise me...
context: Well, there's no point in waiting for him.\He's been missing since last month.\Missing...?\Yeah. Rumor has it he got in bad with some faction and now he's in hiding.\Although it's possible he's just shacking up with some girl...\Fukahori Yurika\That guy's popular with college girls...\Yeah, that doesn't surprise me... response:	Right, Richie?
context: He's been missing since last month.\Missing...?\Yeah. Rumor has it he got in bad with some faction and now he's in hiding.\Although it's possible he's just shacking up with some girl...\Fukahori Yurika\That guy's popular with college girls...\Yeah, that doesn't surprise me...\Right, Richie? response:	No, not surprised...
context: Missing...?\Yeah. Rumor has it he got in bad with some faction and now he's in hiding.\Although it's possible he's just shacking up with some girl...\Fukahori Yurika\That guy's popular with college girls...\Yeah, that doesn't surprise me...\Right, Richie?\No, not surprised... response:	Have you two come all the way from Kyushu?
context: Yeah. Rumor has it he got in bad with some faction and now he's in hiding.\Although it's possible he's just shacking up with some girl...\Fukahori Yurika\That guy's popular with college girls...\Yeah, that doesn't surprise me...\Right, Richie?\No, not surprised...\Have you two come all the way from Kyushu? response:	With shochu and water...
context: Although it's possible he's just shacking up with some girl...\Fukahori Yurika\That guy's popular with college girls...\Yeah, that doesn't surprise me...\Right, Richie?\No, not surprised...\Have you two come all the way from Kyushu?\With shochu and water... response:	Cheers!
context: Fukahori Yurika\That guy's popular with college girls...\Yeah, that doesn't surprise me...\Right, Richie?\No, not surprised...\Have you two come all the way from Kyushu?\With shochu and water...\Cheers! response:	Huh?
context: That guy's popular with college girls...\Yeah, that doesn't surprise me...\Right, Richie?\No, not surprised...\Have you two come all the way from Kyushu?\With shochu and water...\Cheers!\Huh? response:	Water?
context: Yeah, that doesn't surprise me...\Right, Richie?\No, not surprised...\Have you two come all the way from Kyushu?\With shochu and water...\Cheers!\Huh?\Water? response:	That's right! You wouldn't believe how stupid this guy is!
context: Right, Richie?\No, not surprised...\Have you two come all the way from Kyushu?\With shochu and water...\Cheers!\Huh?\Water?\That's right! You wouldn't believe how stupid this guy is! response:	He's no end of trouble!
context: No, not surprised...\Have you two come all the way from Kyushu?\With shochu and water...\Cheers!\Huh?\Water?\That's right! You wouldn't believe how stupid this guy is!\He's no end of trouble! response:	When I'm with him, his stupidity rubs off on me!
context: Have you two come all the way from Kyushu?\With shochu and water...\Cheers!\Huh?\Water?\That's right! You wouldn't believe how stupid this guy is!\He's no end of trouble!\When I'm with him, his stupidity rubs off on me! response:	Good for you. You're lucky to have such a good buddy.
context: With shochu and water...\Cheers!\Huh?\Water?\That's right! You wouldn't believe how stupid this guy is!\He's no end of trouble!\When I'm with him, his stupidity rubs off on me!\Good for you. You're lucky to have such a good buddy. response:	Buddy? Not at all!
context: Cheers!\Huh?\Water?\That's right! You wouldn't believe how stupid this guy is!\He's no end of trouble!\When I'm with him, his stupidity rubs off on me!\Good for you. You're lucky to have such a good buddy.\Buddy? Not at all! response:	Sounds like it's the most! Pretty rare to have a friend you can get goofy with.
context: Huh?\Water?\That's right! You wouldn't believe how stupid this guy is!\He's no end of trouble!\When I'm with him, his stupidity rubs off on me!\Good for you. You're lucky to have such a good buddy.\Buddy? Not at all!\Sounds like it's the most! Pretty rare to have a friend you can get goofy with. response:	Treasure him.
context: Water?\That's right! You wouldn't believe how stupid this guy is!\He's no end of trouble!\When I'm with him, his stupidity rubs off on me!\Good for you. You're lucky to have such a good buddy.\Buddy? Not at all!\Sounds like it's the most! Pretty rare to have a friend you can get goofy with.\Treasure him. response:	Unlike love affairs, friendship is for life.
context: That's right! You wouldn't believe how stupid this guy is!\He's no end of trouble!\When I'm with him, his stupidity rubs off on me!\Good for you. You're lucky to have such a good buddy.\Buddy? Not at all!\Sounds like it's the most! Pretty rare to have a friend you can get goofy with.\Treasure him.\Unlike love affairs, friendship is for life. response:	Kaoru...?
context: He's no end of trouble!\When I'm with him, his stupidity rubs off on me!\Good for you. You're lucky to have such a good buddy.\Buddy? Not at all!\Sounds like it's the most! Pretty rare to have a friend you can get goofy with.\Treasure him.\Unlike love affairs, friendship is for life.\Kaoru...? response:	Kaoru, that is you, isn't it?
context: When I'm with him, his stupidity rubs off on me!\Good for you. You're lucky to have such a good buddy.\Buddy? Not at all!\Sounds like it's the most! Pretty rare to have a friend you can get goofy with.\Treasure him.\Unlike love affairs, friendship is for life.\Kaoru...?\Kaoru, that is you, isn't it? response:	Idiot! What are you standing around like a scarecrow for?!
context: Good for you. You're lucky to have such a good buddy.\Buddy? Not at all!\Sounds like it's the most! Pretty rare to have a friend you can get goofy with.\Treasure him.\Unlike love affairs, friendship is for life.\Kaoru...?\Kaoru, that is you, isn't it?\Idiot! What are you standing around like a scarecrow for?! response:	You'll catch cold!
context: Buddy? Not at all!\Sounds like it's the most! Pretty rare to have a friend you can get goofy with.\Treasure him.\Unlike love affairs, friendship is for life.\Kaoru...?\Kaoru, that is you, isn't it?\Idiot! What are you standing around like a scarecrow for?!\You'll catch cold! response:	What are you doing?! Hurry up and come in!
context: Sounds like it's the most! Pretty rare to have a friend you can get goofy with.\Treasure him.\Unlike love affairs, friendship is for life.\Kaoru...?\Kaoru, that is you, isn't it?\Idiot! What are you standing around like a scarecrow for?!\You'll catch cold!\What are you doing?! Hurry up and come in! response:	W-What is this?!
context: Treasure him.\Unlike love affairs, friendship is for life.\Kaoru...?\Kaoru, that is you, isn't it?\Idiot! What are you standing around like a scarecrow for?!\You'll catch cold!\What are you doing?! Hurry up and come in!\W-What is this?! response:	I've never eaten fancy curry like this before!
context: Unlike love affairs, friendship is for life.\Kaoru...?\Kaoru, that is you, isn't it?\Idiot! What are you standing around like a scarecrow for?!\You'll catch cold!\What are you doing?! Hurry up and come in!\W-What is this?!\I've never eaten fancy curry like this before! response:	Go on, don't be shy. Just eat!
context: Kaoru...?\Kaoru, that is you, isn't it?\Idiot! What are you standing around like a scarecrow for?!\You'll catch cold!\What are you doing?! Hurry up and come in!\W-What is this?!\I've never eaten fancy curry like this before!\Go on, don't be shy. Just eat! response:	Thank you!
context: Kaoru, that is you, isn't it?\Idiot! What are you standing around like a scarecrow for?!\You'll catch cold!\What are you doing?! Hurry up and come in!\W-What is this?!\I've never eaten fancy curry like this before!\Go on, don't be shy. Just eat!\Thank you! response:	Hot!
context: Idiot! What are you standing around like a scarecrow for?!\You'll catch cold!\What are you doing?! Hurry up and come in!\W-What is this?!\I've never eaten fancy curry like this before!\Go on, don't be shy. Just eat!\Thank you!\Hot! response:	I like the way you shovel it in.
context: You'll catch cold!\What are you doing?! Hurry up and come in!\W-What is this?!\I've never eaten fancy curry like this before!\Go on, don't be shy. Just eat!\Thank you!\Hot!\I like the way you shovel it in. response:	I've got a thing for men with a hearty appetite.
context: What are you doing?! Hurry up and come in!\W-What is this?!\I've never eaten fancy curry like this before!\Go on, don't be shy. Just eat!\Thank you!\Hot!\I like the way you shovel it in.\I've got a thing for men with a hearty appetite. response:	She isn't at all like I imagined her to be.
context: W-What is this?!\I've never eaten fancy curry like this before!\Go on, don't be shy. Just eat!\Thank you!\Hot!\I like the way you shovel it in.\I've got a thing for men with a hearty appetite.\She isn't at all like I imagined her to be. response:	Hot!
context: I've never eaten fancy curry like this before!\Go on, don't be shy. Just eat!\Thank you!\Hot!\I like the way you shovel it in.\I've got a thing for men with a hearty appetite.\She isn't at all like I imagined her to be.\Hot! response:	What was that?! Mother and son perfectly in unison!
context: Go on, don't be shy. Just eat!\Thank you!\Hot!\I like the way you shovel it in.\I've got a thing for men with a hearty appetite.\She isn't at all like I imagined her to be.\Hot!\What was that?! Mother and son perfectly in unison! response:	S-Shut up!
context: Thank you!\Hot!\I like the way you shovel it in.\I've got a thing for men with a hearty appetite.\She isn't at all like I imagined her to be.\Hot!\What was that?! Mother and son perfectly in unison!\S-Shut up! response:	Sorry... He has no manners.
context: Hot!\I like the way you shovel it in.\I've got a thing for men with a hearty appetite.\She isn't at all like I imagined her to be.\Hot!\What was that?! Mother and son perfectly in unison!\S-Shut up!\Sorry... He has no manners. response:	Are you friends from school?
context: I like the way you shovel it in.\I've got a thing for men with a hearty appetite.\She isn't at all like I imagined her to be.\Hot!\What was that?! Mother and son perfectly in unison!\S-Shut up!\Sorry... He has no manners.\Are you friends from school? response:	Yeah... Or more like, we play music together.
context: I've got a thing for men with a hearty appetite.\She isn't at all like I imagined her to be.\Hot!\What was that?! Mother and son perfectly in unison!\S-Shut up!\Sorry... He has no manners.\Are you friends from school?\Yeah... Or more like, we play music together. response:	He's a drummer and I play the piano...
context: She isn't at all like I imagined her to be.\Hot!\What was that?! Mother and son perfectly in unison!\S-Shut up!\Sorry... He has no manners.\Are you friends from school?\Yeah... Or more like, we play music together.\He's a drummer and I play the piano... response:	Piano...
context: Hot!\What was that?! Mother and son perfectly in unison!\S-Shut up!\Sorry... He has no manners.\Are you friends from school?\Yeah... Or more like, we play music together.\He's a drummer and I play the piano...\Piano... response:	Oh, Kaoru, you used to love it when your dad played the piano.
