context: TS response:	OP
context: Seven days of what?\That's not the part you should worry about.\There are really rumors like that.\Even if we all died, they would stay alive?\Just hurry up already!\Our units have limited mobility in space.\We only have one shot to take it out.\Ao, are you okay? Ao? response:	It's strange... Why...?
context: That's not the part you should worry about.\There are really rumors like that.\Even if we all died, they would stay alive?\Just hurry up already!\Our units have limited mobility in space.\We only have one shot to take it out.\Ao, are you okay? Ao?\It's strange... Why...? response:	This is the first time...
context: There are really rumors like that.\Even if we all died, they would stay alive?\Just hurry up already!\Our units have limited mobility in space.\We only have one shot to take it out.\Ao, are you okay? Ao?\It's strange... Why...?\This is the first time... response:	I can't see the path of the wind.
context: Even if we all died, they would stay alive?\Just hurry up already!\Our units have limited mobility in space.\We only have one shot to take it out.\Ao, are you okay? Ao?\It's strange... Why...?\This is the first time...\I can't see the path of the wind. response:	As I thought.
context: Just hurry up already!\Our units have limited mobility in space.\We only have one shot to take it out.\Ao, are you okay? Ao?\It's strange... Why...?\This is the first time...\I can't see the path of the wind.\As I thought. response:	What's the meaning of this?
context: Our units have limited mobility in space.\We only have one shot to take it out.\Ao, are you okay? Ao?\It's strange... Why...?\This is the first time...\I can't see the path of the wind.\As I thought.\What's the meaning of this? response:	Ao, return immediately!
context: We only have one shot to take it out.\Ao, are you okay? Ao?\It's strange... Why...?\This is the first time...\I can't see the path of the wind.\As I thought.\What's the meaning of this?\Ao, return immediately! response:	Fleur and Elena, stay on standby.
context: Ao, are you okay? Ao?\It's strange... Why...?\This is the first time...\I can't see the path of the wind.\As I thought.\What's the meaning of this?\Ao, return immediately!\Fleur and Elena, stay on standby. response:	Be good kids.
context: It's strange... Why...?\This is the first time...\I can't see the path of the wind.\As I thought.\What's the meaning of this?\Ao, return immediately!\Fleur and Elena, stay on standby.\Be good kids. response:	But the ETA of the Secret is
context: This is the first time...\I can't see the path of the wind.\As I thought.\What's the meaning of this?\Ao, return immediately!\Fleur and Elena, stay on standby.\Be good kids.\But the ETA of the Secret is response:	Mama's words are absolute here.
context: I can't see the path of the wind.\As I thought.\What's the meaning of this?\Ao, return immediately!\Fleur and Elena, stay on standby.\Be good kids.\But the ETA of the Secret is\Mama's words are absolute here. response:	What's this path of the wind?
context: As I thought.\What's the meaning of this?\Ao, return immediately!\Fleur and Elena, stay on standby.\Be good kids.\But the ETA of the Secret is\Mama's words are absolute here.\What's this path of the wind? response:	I've seen it all my life.
context: What's the meaning of this?\Ao, return immediately!\Fleur and Elena, stay on standby.\Be good kids.\But the ETA of the Secret is\Mama's words are absolute here.\What's this path of the wind?\I've seen it all my life. response:	Ever since I'd first flown when I was little.
context: Ao, return immediately!\Fleur and Elena, stay on standby.\Be good kids.\But the ETA of the Secret is\Mama's words are absolute here.\What's this path of the wind?\I've seen it all my life.\Ever since I'd first flown when I was little. response:	Seen what?
context: Fleur and Elena, stay on standby.\Be good kids.\But the ETA of the Secret is\Mama's words are absolute here.\What's this path of the wind?\I've seen it all my life.\Ever since I'd first flown when I was little.\Seen what? response:	You've always piloted FPs following it, right?
context: Be good kids.\But the ETA of the Secret is\Mama's words are absolute here.\What's this path of the wind?\I've seen it all my life.\Ever since I'd first flown when I was little.\Seen what?\You've always piloted FPs following it, right? response:	Um... everybody can see it, right?
context: But the ETA of the Secret is\Mama's words are absolute here.\What's this path of the wind?\I've seen it all my life.\Ever since I'd first flown when I was little.\Seen what?\You've always piloted FPs following it, right?\Um... everybody can see it, right? response:	This is probably how Ao sees the world.
context: Mama's words are absolute here.\What's this path of the wind?\I've seen it all my life.\Ever since I'd first flown when I was little.\Seen what?\You've always piloted FPs following it, right?\Um... everybody can see it, right?\This is probably how Ao sees the world. response:	What he sees is not wind, it's trapar.
context: What's this path of the wind?\I've seen it all my life.\Ever since I'd first flown when I was little.\Seen what?\You've always piloted FPs following it, right?\Um... everybody can see it, right?\This is probably how Ao sees the world.\What he sees is not wind, it's trapar. response:	He can see trapar?
context: I've seen it all my life.\Ever since I'd first flown when I was little.\Seen what?\You've always piloted FPs following it, right?\Um... everybody can see it, right?\This is probably how Ao sees the world.\What he sees is not wind, it's trapar.\He can see trapar? response:	It's been revealed that parts of the DNA in his optic nerves are different from ours, right?
context: Ever since I'd first flown when I was little.\Seen what?\You've always piloted FPs following it, right?\Um... everybody can see it, right?\This is probably how Ao sees the world.\What he sees is not wind, it's trapar.\He can see trapar?\It's been revealed that parts of the DNA in his optic nerves are different from ours, right? response:	But trapar are just particles, only...
context: Seen what?\You've always piloted FPs following it, right?\Um... everybody can see it, right?\This is probably how Ao sees the world.\What he sees is not wind, it's trapar.\He can see trapar?\It's been revealed that parts of the DNA in his optic nerves are different from ours, right?\But trapar are just particles, only... response:	25 nanometer in diameter. No human can see them with the naked eye.
context: You've always piloted FPs following it, right?\Um... everybody can see it, right?\This is probably how Ao sees the world.\What he sees is not wind, it's trapar.\He can see trapar?\It's been revealed that parts of the DNA in his optic nerves are different from ours, right?\But trapar are just particles, only...\25 nanometer in diameter. No human can see them with the naked eye. response:	But he can see them.
context: Um... everybody can see it, right?\This is probably how Ao sees the world.\What he sees is not wind, it's trapar.\He can see trapar?\It's been revealed that parts of the DNA in his optic nerves are different from ours, right?\But trapar are just particles, only...\25 nanometer in diameter. No human can see them with the naked eye.\But he can see them. response:	That's why he could play such an active role.
context: This is probably how Ao sees the world.\What he sees is not wind, it's trapar.\He can see trapar?\It's been revealed that parts of the DNA in his optic nerves are different from ours, right?\But trapar are just particles, only...\25 nanometer in diameter. No human can see them with the naked eye.\But he can see them.\That's why he could play such an active role. response:	Why?
context: What he sees is not wind, it's trapar.\He can see trapar?\It's been revealed that parts of the DNA in his optic nerves are different from ours, right?\But trapar are just particles, only...\25 nanometer in diameter. No human can see them with the naked eye.\But he can see them.\That's why he could play such an active role.\Why? response:	Why do you know so much about me?
context: He can see trapar?\It's been revealed that parts of the DNA in his optic nerves are different from ours, right?\But trapar are just particles, only...\25 nanometer in diameter. No human can see them with the naked eye.\But he can see them.\That's why he could play such an active role.\Why?\Why do you know so much about me? response:	Because you're an alien.
context: It's been revealed that parts of the DNA in his optic nerves are different from ours, right?\But trapar are just particles, only...\25 nanometer in diameter. No human can see them with the naked eye.\But he can see them.\That's why he could play such an active role.\Why?\Why do you know so much about me?\Because you're an alien. response:	Hey, Elena. Have you ever seen trapar?
context: But trapar are just particles, only...\25 nanometer in diameter. No human can see them with the naked eye.\But he can see them.\That's why he could play such an active role.\Why?\Why do you know so much about me?\Because you're an alien.\Hey, Elena. Have you ever seen trapar? response:	Well, my ears can discern who the VA is for an anime character!
context: 25 nanometer in diameter. No human can see them with the naked eye.\But he can see them.\That's why he could play such an active role.\Why?\Why do you know so much about me?\Because you're an alien.\Hey, Elena. Have you ever seen trapar?\Well, my ears can discern who the VA is for an anime character! response:	That means he sees the world differently from us.
context: But he can see them.\That's why he could play such an active role.\Why?\Why do you know so much about me?\Because you're an alien.\Hey, Elena. Have you ever seen trapar?\Well, my ears can discern who the VA is for an anime character!\That means he sees the world differently from us. response:	That sounds like a line from an anime.
context: That's why he could play such an active role.\Why?\Why do you know so much about me?\Because you're an alien.\Hey, Elena. Have you ever seen trapar?\Well, my ears can discern who the VA is for an anime character!\That means he sees the world differently from us.\That sounds like a line from an anime. response:	Not that I know of.
context: Why?\Why do you know so much about me?\Because you're an alien.\Hey, Elena. Have you ever seen trapar?\Well, my ears can discern who the VA is for an anime character!\That means he sees the world differently from us.\That sounds like a line from an anime.\Not that I know of. response:	Thirteen years ago, on the 12th April, Japanese time...
context: Why do you know so much about me?\Because you're an alien.\Hey, Elena. Have you ever seen trapar?\Well, my ears can discern who the VA is for an anime character!\That means he sees the world differently from us.\That sounds like a line from an anime.\Not that I know of.\Thirteen years ago, on the 12th April, Japanese time... response:	12th of April?
context: Because you're an alien.\Hey, Elena. Have you ever seen trapar?\Well, my ears can discern who the VA is for an anime character!\That means he sees the world differently from us.\That sounds like a line from an anime.\Not that I know of.\Thirteen years ago, on the 12th April, Japanese time...\12th of April? response:	Haven't you heard?
context: Hey, Elena. Have you ever seen trapar?\Well, my ears can discern who the VA is for an anime character!\That means he sees the world differently from us.\That sounds like a line from an anime.\Not that I know of.\Thirteen years ago, on the 12th April, Japanese time...\12th of April?\Haven't you heard? response:	Nirvash!
context: Well, my ears can discern who the VA is for an anime character!\That means he sees the world differently from us.\That sounds like a line from an anime.\Not that I know of.\Thirteen years ago, on the 12th April, Japanese time...\12th of April?\Haven't you heard?\Nirvash! response:	The Americans stationed in Okinawa scrambled instantly.
context: That means he sees the world differently from us.\That sounds like a line from an anime.\Not that I know of.\Thirteen years ago, on the 12th April, Japanese time...\12th of April?\Haven't you heard?\Nirvash!\The Americans stationed in Okinawa scrambled instantly. response:	They recorded this footage.
context: That sounds like a line from an anime.\Not that I know of.\Thirteen years ago, on the 12th April, Japanese time...\12th of April?\Haven't you heard?\Nirvash!\The Americans stationed in Okinawa scrambled instantly.\They recorded this footage. response:	Mom!
context: Not that I know of.\Thirteen years ago, on the 12th April, Japanese time...\12th of April?\Haven't you heard?\Nirvash!\The Americans stationed in Okinawa scrambled instantly.\They recorded this footage.\Mom! response:	Showing him this out of the blue...
context: Thirteen years ago, on the 12th April, Japanese time...\12th of April?\Haven't you heard?\Nirvash!\The Americans stationed in Okinawa scrambled instantly.\They recorded this footage.\Mom!\Showing him this out of the blue... response:	We should've told you earlier.
context: 12th of April?\Haven't you heard?\Nirvash!\The Americans stationed in Okinawa scrambled instantly.\They recorded this footage.\Mom!\Showing him this out of the blue...\We should've told you earlier. response:	As you can see, the Mark I, AKA Nirvash, emerged from the pillar of light.
context: Haven't you heard?\Nirvash!\The Americans stationed in Okinawa scrambled instantly.\They recorded this footage.\Mom!\Showing him this out of the blue...\We should've told you earlier.\As you can see, the Mark I, AKA Nirvash, emerged from the pillar of light. response:	Just like the Scub Coral and the Secrets.
context: Nirvash!\The Americans stationed in Okinawa scrambled instantly.\They recorded this footage.\Mom!\Showing him this out of the blue...\We should've told you earlier.\As you can see, the Mark I, AKA Nirvash, emerged from the pillar of light.\Just like the Scub Coral and the Secrets. response:	From another world.
context: The Americans stationed in Okinawa scrambled instantly.\They recorded this footage.\Mom!\Showing him this out of the blue...\We should've told you earlier.\As you can see, the Mark I, AKA Nirvash, emerged from the pillar of light.\Just like the Scub Coral and the Secrets.\From another world. response:	Another world?
context: They recorded this footage.\Mom!\Showing him this out of the blue...\We should've told you earlier.\As you can see, the Mark I, AKA Nirvash, emerged from the pillar of light.\Just like the Scub Coral and the Secrets.\From another world.\Another world? response:	Where?
context: Mom!\Showing him this out of the blue...\We should've told you earlier.\As you can see, the Mark I, AKA Nirvash, emerged from the pillar of light.\Just like the Scub Coral and the Secrets.\From another world.\Another world?\Where? response:	According to Johansson...
context: Showing him this out of the blue...\We should've told you earlier.\As you can see, the Mark I, AKA Nirvash, emerged from the pillar of light.\Just like the Scub Coral and the Secrets.\From another world.\Another world?\Where?\According to Johansson... response:	Don't quote that quack scientist!
context: We should've told you earlier.\As you can see, the Mark I, AKA Nirvash, emerged from the pillar of light.\Just like the Scub Coral and the Secrets.\From another world.\Another world?\Where?\According to Johansson...\Don't quote that quack scientist! response:	Wh-Where is my mother now?
context: As you can see, the Mark I, AKA Nirvash, emerged from the pillar of light.\Just like the Scub Coral and the Secrets.\From another world.\Another world?\Where?\According to Johansson...\Don't quote that quack scientist!\Wh-Where is my mother now? response:	We've told you before. No one has seen her in over a decade...
context: Just like the Scub Coral and the Secrets.\From another world.\Another world?\Where?\According to Johansson...\Don't quote that quack scientist!\Wh-Where is my mother now?\We've told you before. No one has seen her in over a decade... response:	Why are you keeping it a secret?
context: From another world.\Another world?\Where?\According to Johansson...\Don't quote that quack scientist!\Wh-Where is my mother now?\We've told you before. No one has seen her in over a decade...\Why are you keeping it a secret? response:	After the Scub Burst near Okinawa, just the Nirvash was found without its pilot.
context: Another world?\Where?\According to Johansson...\Don't quote that quack scientist!\Wh-Where is my mother now?\We've told you before. No one has seen her in over a decade...\Why are you keeping it a secret?\After the Scub Burst near Okinawa, just the Nirvash was found without its pilot. response:	The alien you call Eureka is probably
context: Where?\According to Johansson...\Don't quote that quack scientist!\Wh-Where is my mother now?\We've told you before. No one has seen her in over a decade...\Why are you keeping it a secret?\After the Scub Burst near Okinawa, just the Nirvash was found without its pilot.\The alien you call Eureka is probably response:	As there is close to no trapar in space,
context: According to Johansson...\Don't quote that quack scientist!\Wh-Where is my mother now?\We've told you before. No one has seen her in over a decade...\Why are you keeping it a secret?\After the Scub Burst near Okinawa, just the Nirvash was found without its pilot.\The alien you call Eureka is probably\As there is close to no trapar in space, response:	it's inadvisable to dispatch Ao here.
context: Don't quote that quack scientist!\Wh-Where is my mother now?\We've told you before. No one has seen her in over a decade...\Why are you keeping it a secret?\After the Scub Burst near Okinawa, just the Nirvash was found without its pilot.\The alien you call Eureka is probably\As there is close to no trapar in space,\it's inadvisable to dispatch Ao here. response:	It would be dangerous to make him take part in the action.
context: Wh-Where is my mother now?\We've told you before. No one has seen her in over a decade...\Why are you keeping it a secret?\After the Scub Burst near Okinawa, just the Nirvash was found without its pilot.\The alien you call Eureka is probably\As there is close to no trapar in space,\it's inadvisable to dispatch Ao here.\It would be dangerous to make him take part in the action. response:	As I have suggested previously, he should stay on board of the Protheus
context: We've told you before. No one has seen her in over a decade...\Why are you keeping it a secret?\After the Scub Burst near Okinawa, just the Nirvash was found without its pilot.\The alien you call Eureka is probably\As there is close to no trapar in space,\it's inadvisable to dispatch Ao here.\It would be dangerous to make him take part in the action.\As I have suggested previously, he should stay on board of the Protheus response:	under our custody and assist us in our research.
context: Why are you keeping it a secret?\After the Scub Burst near Okinawa, just the Nirvash was found without its pilot.\The alien you call Eureka is probably\As there is close to no trapar in space,\it's inadvisable to dispatch Ao here.\It would be dangerous to make him take part in the action.\As I have suggested previously, he should stay on board of the Protheus\under our custody and assist us in our research. response:	So even though this battle is in space, you went out of your way to request aid from Pied Piper
context: After the Scub Burst near Okinawa, just the Nirvash was found without its pilot.\The alien you call Eureka is probably\As there is close to no trapar in space,\it's inadvisable to dispatch Ao here.\It would be dangerous to make him take part in the action.\As I have suggested previously, he should stay on board of the Protheus\under our custody and assist us in our research.\So even though this battle is in space, you went out of your way to request aid from Pied Piper response:	just so you can take Ao away from us?
context: The alien you call Eureka is probably\As there is close to no trapar in space,\it's inadvisable to dispatch Ao here.\It would be dangerous to make him take part in the action.\As I have suggested previously, he should stay on board of the Protheus\under our custody and assist us in our research.\So even though this battle is in space, you went out of your way to request aid from Pied Piper\just so you can take Ao away from us? response:	Take away?
context: As there is close to no trapar in space,\it's inadvisable to dispatch Ao here.\It would be dangerous to make him take part in the action.\As I have suggested previously, he should stay on board of the Protheus\under our custody and assist us in our research.\So even though this battle is in space, you went out of your way to request aid from Pied Piper\just so you can take Ao away from us?\Take away? response:	That's what you're doing.
context: it's inadvisable to dispatch Ao here.\It would be dangerous to make him take part in the action.\As I have suggested previously, he should stay on board of the Protheus\under our custody and assist us in our research.\So even though this battle is in space, you went out of your way to request aid from Pied Piper\just so you can take Ao away from us?\Take away?\That's what you're doing. response:	I'm opposed to having Ao take part in the fighting.
context: It would be dangerous to make him take part in the action.\As I have suggested previously, he should stay on board of the Protheus\under our custody and assist us in our research.\So even though this battle is in space, you went out of your way to request aid from Pied Piper\just so you can take Ao away from us?\Take away?\That's what you're doing.\I'm opposed to having Ao take part in the fighting. response:	He might be fighting his own kin!
context: As I have suggested previously, he should stay on board of the Protheus\under our custody and assist us in our research.\So even though this battle is in space, you went out of your way to request aid from Pied Piper\just so you can take Ao away from us?\Take away?\That's what you're doing.\I'm opposed to having Ao take part in the fighting.\He might be fighting his own kin! response:	Mama... Chief...
context: under our custody and assist us in our research.\So even though this battle is in space, you went out of your way to request aid from Pied Piper\just so you can take Ao away from us?\Take away?\That's what you're doing.\I'm opposed to having Ao take part in the fighting.\He might be fighting his own kin!\Mama... Chief... response:	As long as you're here, you're one of my children too. Okay?
context: So even though this battle is in space, you went out of your way to request aid from Pied Piper\just so you can take Ao away from us?\Take away?\That's what you're doing.\I'm opposed to having Ao take part in the fighting.\He might be fighting his own kin!\Mama... Chief...\As long as you're here, you're one of my children too. Okay? response:	I'm going.
context: just so you can take Ao away from us?\Take away?\That's what you're doing.\I'm opposed to having Ao take part in the fighting.\He might be fighting his own kin!\Mama... Chief...\As long as you're here, you're one of my children too. Okay?\I'm going. response:	Ao!
context: Take away?\That's what you're doing.\I'm opposed to having Ao take part in the fighting.\He might be fighting his own kin!\Mama... Chief...\As long as you're here, you're one of my children too. Okay?\I'm going.\Ao! response:	I'll show you I can fly.
context: That's what you're doing.\I'm opposed to having Ao take part in the fighting.\He might be fighting his own kin!\Mama... Chief...\As long as you're here, you're one of my children too. Okay?\I'm going.\Ao!\I'll show you I can fly. response:	Ao, I'll guide you.
context: I'm opposed to having Ao take part in the fighting.\He might be fighting his own kin!\Mama... Chief...\As long as you're here, you're one of my children too. Okay?\I'm going.\Ao!\I'll show you I can fly.\Ao, I'll guide you. response:	I bet he's just going to go for a direct attack with a rocket punch anyway.
context: He might be fighting his own kin!\Mama... Chief...\As long as you're here, you're one of my children too. Okay?\I'm going.\Ao!\I'll show you I can fly.\Ao, I'll guide you.\I bet he's just going to go for a direct attack with a rocket punch anyway. response:	Thanks, both of you.
context: Mama... Chief...\As long as you're here, you're one of my children too. Okay?\I'm going.\Ao!\I'll show you I can fly.\Ao, I'll guide you.\I bet he's just going to go for a direct attack with a rocket punch anyway.\Thanks, both of you. response:	Kyrie and Alleluiah will restrain the Secret's attacks.
context: As long as you're here, you're one of my children too. Okay?\I'm going.\Ao!\I'll show you I can fly.\Ao, I'll guide you.\I bet he's just going to go for a direct attack with a rocket punch anyway.\Thanks, both of you.\Kyrie and Alleluiah will restrain the Secret's attacks. response:	Nirvash will take that chance to attack the Secret,
context: I'm going.\Ao!\I'll show you I can fly.\Ao, I'll guide you.\I bet he's just going to go for a direct attack with a rocket punch anyway.\Thanks, both of you.\Kyrie and Alleluiah will restrain the Secret's attacks.\Nirvash will take that chance to attack the Secret, response:	destroy it at close range,
context: Ao!\I'll show you I can fly.\Ao, I'll guide you.\I bet he's just going to go for a direct attack with a rocket punch anyway.\Thanks, both of you.\Kyrie and Alleluiah will restrain the Secret's attacks.\Nirvash will take that chance to attack the Secret,\destroy it at close range, response:	and use its recoil to change its trajectory.
context: I'll show you I can fly.\Ao, I'll guide you.\I bet he's just going to go for a direct attack with a rocket punch anyway.\Thanks, both of you.\Kyrie and Alleluiah will restrain the Secret's attacks.\Nirvash will take that chance to attack the Secret,\destroy it at close range,\and use its recoil to change its trajectory. response:	He will make contact, or rather, slam into the gigantic Scub Coral,
context: Ao, I'll guide you.\I bet he's just going to go for a direct attack with a rocket punch anyway.\Thanks, both of you.\Kyrie and Alleluiah will restrain the Secret's attacks.\Nirvash will take that chance to attack the Secret,\destroy it at close range,\and use its recoil to change its trajectory.\He will make contact, or rather, slam into the gigantic Scub Coral, response:	drop speed, change course, and meet up with the Triton.
context: I bet he's just going to go for a direct attack with a rocket punch anyway.\Thanks, both of you.\Kyrie and Alleluiah will restrain the Secret's attacks.\Nirvash will take that chance to attack the Secret,\destroy it at close range,\and use its recoil to change its trajectory.\He will make contact, or rather, slam into the gigantic Scub Coral,\drop speed, change course, and meet up with the Triton. response:	Is that all he can do with a full tank?
context: Thanks, both of you.\Kyrie and Alleluiah will restrain the Secret's attacks.\Nirvash will take that chance to attack the Secret,\destroy it at close range,\and use its recoil to change its trajectory.\He will make contact, or rather, slam into the gigantic Scub Coral,\drop speed, change course, and meet up with the Triton.\Is that all he can do with a full tank? response:	If he misses the Scub, he'll be headed straight home.
context: Kyrie and Alleluiah will restrain the Secret's attacks.\Nirvash will take that chance to attack the Secret,\destroy it at close range,\and use its recoil to change its trajectory.\He will make contact, or rather, slam into the gigantic Scub Coral,\drop speed, change course, and meet up with the Triton.\Is that all he can do with a full tank?\If he misses the Scub, he'll be headed straight home. response:	If that happens, we'll bail him out with the Triton.
context: Nirvash will take that chance to attack the Secret,\destroy it at close range,\and use its recoil to change its trajectory.\He will make contact, or rather, slam into the gigantic Scub Coral,\drop speed, change course, and meet up with the Triton.\Is that all he can do with a full tank?\If he misses the Scub, he'll be headed straight home.\If that happens, we'll bail him out with the Triton. response:	Is that the Secret?
context: destroy it at close range,\and use its recoil to change its trajectory.\He will make contact, or rather, slam into the gigantic Scub Coral,\drop speed, change course, and meet up with the Triton.\Is that all he can do with a full tank?\If he misses the Scub, he'll be headed straight home.\If that happens, we'll bail him out with the Triton.\Is that the Secret? response:	It's approaching the Scub with the same vector ever since it emerged.
context: and use its recoil to change its trajectory.\He will make contact, or rather, slam into the gigantic Scub Coral,\drop speed, change course, and meet up with the Triton.\Is that all he can do with a full tank?\If he misses the Scub, he'll be headed straight home.\If that happens, we'll bail him out with the Triton.\Is that the Secret?\It's approaching the Scub with the same vector ever since it emerged. response:	I detect no propelling features, so we can presume it won't change course.
context: He will make contact, or rather, slam into the gigantic Scub Coral,\drop speed, change course, and meet up with the Triton.\Is that all he can do with a full tank?\If he misses the Scub, he'll be headed straight home.\If that happens, we'll bail him out with the Triton.\Is that the Secret?\It's approaching the Scub with the same vector ever since it emerged.\I detect no propelling features, so we can presume it won't change course. response:	We can't count on trapar in space.
context: drop speed, change course, and meet up with the Triton.\Is that all he can do with a full tank?\If he misses the Scub, he'll be headed straight home.\If that happens, we'll bail him out with the Triton.\Is that the Secret?\It's approaching the Scub with the same vector ever since it emerged.\I detect no propelling features, so we can presume it won't change course.\We can't count on trapar in space. response:	It appears the Secret has detected us already.
context: Is that all he can do with a full tank?\If he misses the Scub, he'll be headed straight home.\If that happens, we'll bail him out with the Triton.\Is that the Secret?\It's approaching the Scub with the same vector ever since it emerged.\I detect no propelling features, so we can presume it won't change course.\We can't count on trapar in space.\It appears the Secret has detected us already. response:	Be very careful.
context: If he misses the Scub, he'll be headed straight home.\If that happens, we'll bail him out with the Triton.\Is that the Secret?\It's approaching the Scub with the same vector ever since it emerged.\I detect no propelling features, so we can presume it won't change course.\We can't count on trapar in space.\It appears the Secret has detected us already.\Be very careful. response:	It's like a jack in the box.
context: If that happens, we'll bail him out with the Triton.\Is that the Secret?\It's approaching the Scub with the same vector ever since it emerged.\I detect no propelling features, so we can presume it won't change course.\We can't count on trapar in space.\It appears the Secret has detected us already.\Be very careful.\It's like a jack in the box. response:	I'll draw its attention with some July 4th fireworks!
context: Is that the Secret?\It's approaching the Scub with the same vector ever since it emerged.\I detect no propelling features, so we can presume it won't change course.\We can't count on trapar in space.\It appears the Secret has detected us already.\Be very careful.\It's like a jack in the box.\I'll draw its attention with some July 4th fireworks! response:	Please!
context: It's approaching the Scub with the same vector ever since it emerged.\I detect no propelling features, so we can presume it won't change course.\We can't count on trapar in space.\It appears the Secret has detected us already.\Be very careful.\It's like a jack in the box.\I'll draw its attention with some July 4th fireworks!\Please! response:	Stage two rockets, active!
context: I detect no propelling features, so we can presume it won't change course.\We can't count on trapar in space.\It appears the Secret has detected us already.\Be very careful.\It's like a jack in the box.\I'll draw its attention with some July 4th fireworks!\Please!\Stage two rockets, active! response:	Go, Ao!
context: We can't count on trapar in space.\It appears the Secret has detected us already.\Be very careful.\It's like a jack in the box.\I'll draw its attention with some July 4th fireworks!\Please!\Stage two rockets, active!\Go, Ao! response:	Am I really an alien?
context: It appears the Secret has detected us already.\Be very careful.\It's like a jack in the box.\I'll draw its attention with some July 4th fireworks!\Please!\Stage two rockets, active!\Go, Ao!\Am I really an alien? response:	If Mom was one, then I'm also...
context: Be very careful.\It's like a jack in the box.\I'll draw its attention with some July 4th fireworks!\Please!\Stage two rockets, active!\Go, Ao!\Am I really an alien?\If Mom was one, then I'm also... response:	Where am I from?
context: It's like a jack in the box.\I'll draw its attention with some July 4th fireworks!\Please!\Stage two rockets, active!\Go, Ao!\Am I really an alien?\If Mom was one, then I'm also...\Where am I from? response:	Tell me, Secret!
context: I'll draw its attention with some July 4th fireworks!\Please!\Stage two rockets, active!\Go, Ao!\Am I really an alien?\If Mom was one, then I'm also...\Where am I from?\Tell me, Secret! response:	Ao!
context: Please!\Stage two rockets, active!\Go, Ao!\Am I really an alien?\If Mom was one, then I'm also...\Where am I from?\Tell me, Secret!\Ao! response:	No! We're nearly out of fuel as well!
context: Stage two rockets, active!\Go, Ao!\Am I really an alien?\If Mom was one, then I'm also...\Where am I from?\Tell me, Secret!\Ao!\No! We're nearly out of fuel as well! response:	Please change your vector to rendezvous with the Scub.
context: Go, Ao!\Am I really an alien?\If Mom was one, then I'm also...\Where am I from?\Tell me, Secret!\Ao!\No! We're nearly out of fuel as well!\Please change your vector to rendezvous with the Scub. response:	I know!
context: Am I really an alien?\If Mom was one, then I'm also...\Where am I from?\Tell me, Secret!\Ao!\No! We're nearly out of fuel as well!\Please change your vector to rendezvous with the Scub.\I know! response:	Okay! Pick up Alleluiah and Kyrie, and move to the rendezvous point with Nirvash!
context: If Mom was one, then I'm also...\Where am I from?\Tell me, Secret!\Ao!\No! We're nearly out of fuel as well!\Please change your vector to rendezvous with the Scub.\I know!\Okay! Pick up Alleluiah and Kyrie, and move to the rendezvous point with Nirvash! response:	Wait!
context: Where am I from?\Tell me, Secret!\Ao!\No! We're nearly out of fuel as well!\Please change your vector to rendezvous with the Scub.\I know!\Okay! Pick up Alleluiah and Kyrie, and move to the rendezvous point with Nirvash!\Wait! response:	What's that?
context: Tell me, Secret!\Ao!\No! We're nearly out of fuel as well!\Please change your vector to rendezvous with the Scub.\I know!\Okay! Pick up Alleluiah and Kyrie, and move to the rendezvous point with Nirvash!\Wait!\What's that? response:	A railgun?
context: Ao!\No! We're nearly out of fuel as well!\Please change your vector to rendezvous with the Scub.\I know!\Okay! Pick up Alleluiah and Kyrie, and move to the rendezvous point with Nirvash!\Wait!\What's that?\A railgun? response:	It's a Japanese satellite!
context: No! We're nearly out of fuel as well!\Please change your vector to rendezvous with the Scub.\I know!\Okay! Pick up Alleluiah and Kyrie, and move to the rendezvous point with Nirvash!\Wait!\What's that?\A railgun?\It's a Japanese satellite! response:	A malfunction? Now they've done it...
context: Please change your vector to rendezvous with the Scub.\I know!\Okay! Pick up Alleluiah and Kyrie, and move to the rendezvous point with Nirvash!\Wait!\What's that?\A railgun?\It's a Japanese satellite!\A malfunction? Now they've done it... response:	This is bad indeed.
context: I know!\Okay! Pick up Alleluiah and Kyrie, and move to the rendezvous point with Nirvash!\Wait!\What's that?\A railgun?\It's a Japanese satellite!\A malfunction? Now they've done it...\This is bad indeed. response:	Why?
context: Okay! Pick up Alleluiah and Kyrie, and move to the rendezvous point with Nirvash!\Wait!\What's that?\A railgun?\It's a Japanese satellite!\A malfunction? Now they've done it...\This is bad indeed.\Why? response:	The Scub changed course and started falling.
context: Wait!\What's that?\A railgun?\It's a Japanese satellite!\A malfunction? Now they've done it...\This is bad indeed.\Why?\The Scub changed course and started falling. response:	Its speed vector is the same direction as the Nirvash's.
context: What's that?\A railgun?\It's a Japanese satellite!\A malfunction? Now they've done it...\This is bad indeed.\Why?\The Scub changed course and started falling.\Its speed vector is the same direction as the Nirvash's. response:	So what does that mean?!
context: A railgun?\It's a Japanese satellite!\A malfunction? Now they've done it...\This is bad indeed.\Why?\The Scub changed course and started falling.\Its speed vector is the same direction as the Nirvash's.\So what does that mean?! response:	My course didn't change.
context: It's a Japanese satellite!\A malfunction? Now they've done it...\This is bad indeed.\Why?\The Scub changed course and started falling.\Its speed vector is the same direction as the Nirvash's.\So what does that mean?!\My course didn't change. response:	Because we were moving in the same direction,
