context: They seem strange and alien. response:	Primitive and peculiar,
context: Come on, man, don't be like that.\Hey, you!\That's right. I'm talking to you.\That's kouki you've got in there, isn't it?\Can't you spread the love a little?\Actually, this is...\That jug looks nice and heavy.\Quit being so stingy. response:	If you're not interested in mushi cigarettes, I've got other goods too.
context: Hey, you!\That's right. I'm talking to you.\That's kouki you've got in there, isn't it?\Can't you spread the love a little?\Actually, this is...\That jug looks nice and heavy.\Quit being so stingy.\If you're not interested in mushi cigarettes, I've got other goods too. response:	This cup looks so familiar.
context: That's right. I'm talking to you.\That's kouki you've got in there, isn't it?\Can't you spread the love a little?\Actually, this is...\That jug looks nice and heavy.\Quit being so stingy.\If you're not interested in mushi cigarettes, I've got other goods too.\This cup looks so familiar. response:	Oh, that caught your eye?
context: That's kouki you've got in there, isn't it?\Can't you spread the love a little?\Actually, this is...\That jug looks nice and heavy.\Quit being so stingy.\If you're not interested in mushi cigarettes, I've got other goods too.\This cup looks so familiar.\Oh, that caught your eye? response:	I was told that it's a very famous piece.
context: Can't you spread the love a little?\Actually, this is...\That jug looks nice and heavy.\Quit being so stingy.\If you're not interested in mushi cigarettes, I've got other goods too.\This cup looks so familiar.\Oh, that caught your eye?\I was told that it's a very famous piece. response:	I traded a cup of kouki for it back in the day.
context: Actually, this is...\That jug looks nice and heavy.\Quit being so stingy.\If you're not interested in mushi cigarettes, I've got other goods too.\This cup looks so familiar.\Oh, that caught your eye?\I was told that it's a very famous piece.\I traded a cup of kouki for it back in the day. response:	You've got quite the eye, young man.
context: That jug looks nice and heavy.\Quit being so stingy.\If you're not interested in mushi cigarettes, I've got other goods too.\This cup looks so familiar.\Oh, that caught your eye?\I was told that it's a very famous piece.\I traded a cup of kouki for it back in the day.\You've got quite the eye, young man. response:	You forgot to mention that when you tried to pawn it, you found out it was a piece of junk.
context: Quit being so stingy.\If you're not interested in mushi cigarettes, I've got other goods too.\This cup looks so familiar.\Oh, that caught your eye?\I was told that it's a very famous piece.\I traded a cup of kouki for it back in the day.\You've got quite the eye, young man.\You forgot to mention that when you tried to pawn it, you found out it was a piece of junk. response:	You jerk!
context: If you're not interested in mushi cigarettes, I've got other goods too.\This cup looks so familiar.\Oh, that caught your eye?\I was told that it's a very famous piece.\I traded a cup of kouki for it back in the day.\You've got quite the eye, young man.\You forgot to mention that when you tried to pawn it, you found out it was a piece of junk.\You jerk! response:	This belonged to Dad.
context: This cup looks so familiar.\Oh, that caught your eye?\I was told that it's a very famous piece.\I traded a cup of kouki for it back in the day.\You've got quite the eye, young man.\You forgot to mention that when you tried to pawn it, you found out it was a piece of junk.\You jerk!\This belonged to Dad. response:	Come on, Ginko!
context: Oh, that caught your eye?\I was told that it's a very famous piece.\I traded a cup of kouki for it back in the day.\You've got quite the eye, young man.\You forgot to mention that when you tried to pawn it, you found out it was a piece of junk.\You jerk!\This belonged to Dad.\Come on, Ginko! response:	Why don't you just shut your trap?
context: I was told that it's a very famous piece.\I traded a cup of kouki for it back in the day.\You've got quite the eye, young man.\You forgot to mention that when you tried to pawn it, you found out it was a piece of junk.\You jerk!\This belonged to Dad.\Come on, Ginko!\Why don't you just shut your trap? response:	Dad used to carry this around everywhere.
context: I traded a cup of kouki for it back in the day.\You've got quite the eye, young man.\You forgot to mention that when you tried to pawn it, you found out it was a piece of junk.\You jerk!\This belonged to Dad.\Come on, Ginko!\Why don't you just shut your trap?\Dad used to carry this around everywhere. response:	What gives you the right to interfere in my business?
context: You've got quite the eye, young man.\You forgot to mention that when you tried to pawn it, you found out it was a piece of junk.\You jerk!\This belonged to Dad.\Come on, Ginko!\Why don't you just shut your trap?\Dad used to carry this around everywhere.\What gives you the right to interfere in my business? response:	Can I have this?
context: You forgot to mention that when you tried to pawn it, you found out it was a piece of junk.\You jerk!\This belonged to Dad.\Come on, Ginko!\Why don't you just shut your trap?\Dad used to carry this around everywhere.\What gives you the right to interfere in my business?\Can I have this? response:	What? You'll give me some kouki for that?
context: You jerk!\This belonged to Dad.\Come on, Ginko!\Why don't you just shut your trap?\Dad used to carry this around everywhere.\What gives you the right to interfere in my business?\Can I have this?\What? You'll give me some kouki for that? response:	Eh?
context: This belonged to Dad.\Come on, Ginko!\Why don't you just shut your trap?\Dad used to carry this around everywhere.\What gives you the right to interfere in my business?\Can I have this?\What? You'll give me some kouki for that?\Eh? response:	Well, can't say I have a problem with that.
context: Come on, Ginko!\Why don't you just shut your trap?\Dad used to carry this around everywhere.\What gives you the right to interfere in my business?\Can I have this?\What? You'll give me some kouki for that?\Eh?\Well, can't say I have a problem with that. response:	Thanks a lot.
context: Why don't you just shut your trap?\Dad used to carry this around everywhere.\What gives you the right to interfere in my business?\Can I have this?\What? You'll give me some kouki for that?\Eh?\Well, can't say I have a problem with that.\Thanks a lot. response:	He's not going to drink it?
context: Dad used to carry this around everywhere.\What gives you the right to interfere in my business?\Can I have this?\What? You'll give me some kouki for that?\Eh?\Well, can't say I have a problem with that.\Thanks a lot.\He's not going to drink it? response:	Actually, now that I notice it,
context: What gives you the right to interfere in my business?\Can I have this?\What? You'll give me some kouki for that?\Eh?\Well, can't say I have a problem with that.\Thanks a lot.\He's not going to drink it?\Actually, now that I notice it, response:	not one person here is drinking the shining sake.
context: Can I have this?\What? You'll give me some kouki for that?\Eh?\Well, can't say I have a problem with that.\Thanks a lot.\He's not going to drink it?\Actually, now that I notice it,\not one person here is drinking the shining sake. response:	What in the world could it be for?
context: What? You'll give me some kouki for that?\Eh?\Well, can't say I have a problem with that.\Thanks a lot.\He's not going to drink it?\Actually, now that I notice it,\not one person here is drinking the shining sake.\What in the world could it be for? response:	By the way, Watari's crew is running a bit late, huh?
context: Eh?\Well, can't say I have a problem with that.\Thanks a lot.\He's not going to drink it?\Actually, now that I notice it,\not one person here is drinking the shining sake.\What in the world could it be for?\By the way, Watari's crew is running a bit late, huh? response:	Yeah.
context: Well, can't say I have a problem with that.\Thanks a lot.\He's not going to drink it?\Actually, now that I notice it,\not one person here is drinking the shining sake.\What in the world could it be for?\By the way, Watari's crew is running a bit late, huh?\Yeah. response:	Seems they're having trouble getting things ready.
context: Thanks a lot.\He's not going to drink it?\Actually, now that I notice it,\not one person here is drinking the shining sake.\What in the world could it be for?\By the way, Watari's crew is running a bit late, huh?\Yeah.\Seems they're having trouble getting things ready. response:	Getting what ready?
context: He's not going to drink it?\Actually, now that I notice it,\not one person here is drinking the shining sake.\What in the world could it be for?\By the way, Watari's crew is running a bit late, huh?\Yeah.\Seems they're having trouble getting things ready.\Getting what ready? response:	Again?
context: Actually, now that I notice it,\not one person here is drinking the shining sake.\What in the world could it be for?\By the way, Watari's crew is running a bit late, huh?\Yeah.\Seems they're having trouble getting things ready.\Getting what ready?\Again? response:	I'll go take a look.
context: not one person here is drinking the shining sake.\What in the world could it be for?\By the way, Watari's crew is running a bit late, huh?\Yeah.\Seems they're having trouble getting things ready.\Getting what ready?\Again?\I'll go take a look. response:	I'd like to come too...
context: What in the world could it be for?\By the way, Watari's crew is running a bit late, huh?\Yeah.\Seems they're having trouble getting things ready.\Getting what ready?\Again?\I'll go take a look.\I'd like to come too... response:	Hey there, young man. You sure have a lot of kouki there.
context: By the way, Watari's crew is running a bit late, huh?\Yeah.\Seems they're having trouble getting things ready.\Getting what ready?\Again?\I'll go take a look.\I'd like to come too...\Hey there, young man. You sure have a lot of kouki there. response:	Care to share some with me as well?
context: Yeah.\Seems they're having trouble getting things ready.\Getting what ready?\Again?\I'll go take a look.\I'd like to come too...\Hey there, young man. You sure have a lot of kouki there.\Care to share some with me as well? response:	Yeah, and me too!
context: Seems they're having trouble getting things ready.\Getting what ready?\Again?\I'll go take a look.\I'd like to come too...\Hey there, young man. You sure have a lot of kouki there.\Care to share some with me as well?\Yeah, and me too! response:	What?
context: Getting what ready?\Again?\I'll go take a look.\I'd like to come too...\Hey there, young man. You sure have a lot of kouki there.\Care to share some with me as well?\Yeah, and me too!\What? response:	Who's there?
context: Again?\I'll go take a look.\I'd like to come too...\Hey there, young man. You sure have a lot of kouki there.\Care to share some with me as well?\Yeah, and me too!\What?\Who's there? response:	Hey, Isaza.
context: I'll go take a look.\I'd like to come too...\Hey there, young man. You sure have a lot of kouki there.\Care to share some with me as well?\Yeah, and me too!\What?\Who's there?\Hey, Isaza. response:	It's me.
context: I'd like to come too...\Hey there, young man. You sure have a lot of kouki there.\Care to share some with me as well?\Yeah, and me too!\What?\Who's there?\Hey, Isaza.\It's me. response:	Oh, Ginko.
context: Hey there, young man. You sure have a lot of kouki there.\Care to share some with me as well?\Yeah, and me too!\What?\Who's there?\Hey, Isaza.\It's me.\Oh, Ginko. response:	How have you been?
context: Care to share some with me as well?\Yeah, and me too!\What?\Who's there?\Hey, Isaza.\It's me.\Oh, Ginko.\How have you been? response:	Not bad, thank you.
context: Yeah, and me too!\What?\Who's there?\Hey, Isaza.\It's me.\Oh, Ginko.\How have you been?\Not bad, thank you. response:	We're about to get started.
context: What?\Who's there?\Hey, Isaza.\It's me.\Oh, Ginko.\How have you been?\Not bad, thank you.\We're about to get started. response:	We just decided on the location.
context: Who's there?\Hey, Isaza.\It's me.\Oh, Ginko.\How have you been?\Not bad, thank you.\We're about to get started.\We just decided on the location. response:	Having trouble finding a node of the River of Light again?
context: Hey, Isaza.\It's me.\Oh, Ginko.\How have you been?\Not bad, thank you.\We're about to get started.\We just decided on the location.\Having trouble finding a node of the River of Light again? response:	I suppose.
context: It's me.\Oh, Ginko.\How have you been?\Not bad, thank you.\We're about to get started.\We just decided on the location.\Having trouble finding a node of the River of Light again?\I suppose. response:	This site is rather old, after all.
context: Oh, Ginko.\How have you been?\Not bad, thank you.\We're about to get started.\We just decided on the location.\Having trouble finding a node of the River of Light again?\I suppose.\This site is rather old, after all. response:	Perhaps next time, we'd be better off looking elsewhere.
context: How have you been?\Not bad, thank you.\We're about to get started.\We just decided on the location.\Having trouble finding a node of the River of Light again?\I suppose.\This site is rather old, after all.\Perhaps next time, we'd be better off looking elsewhere. response:	Has it dried up?
context: Not bad, thank you.\We're about to get started.\We just decided on the location.\Having trouble finding a node of the River of Light again?\I suppose.\This site is rather old, after all.\Perhaps next time, we'd be better off looking elsewhere.\Has it dried up? response:	It's starting to dive deep underground.
context: We're about to get started.\We just decided on the location.\Having trouble finding a node of the River of Light again?\I suppose.\This site is rather old, after all.\Perhaps next time, we'd be better off looking elsewhere.\Has it dried up?\It's starting to dive deep underground. response:	But I'm sure it will return once it's regained its strength.
context: We just decided on the location.\Having trouble finding a node of the River of Light again?\I suppose.\This site is rather old, after all.\Perhaps next time, we'd be better off looking elsewhere.\Has it dried up?\It's starting to dive deep underground.\But I'm sure it will return once it's regained its strength. response:	What's going on?
context: Having trouble finding a node of the River of Light again?\I suppose.\This site is rather old, after all.\Perhaps next time, we'd be better off looking elsewhere.\Has it dried up?\It's starting to dive deep underground.\But I'm sure it will return once it's regained its strength.\What's going on? response:	Is something about to start?
context: I suppose.\This site is rather old, after all.\Perhaps next time, we'd be better off looking elsewhere.\Has it dried up?\It's starting to dive deep underground.\But I'm sure it will return once it's regained its strength.\What's going on?\Is something about to start? response:	It's filled to the brim with shining sake now!
context: This site is rather old, after all.\Perhaps next time, we'd be better off looking elsewhere.\Has it dried up?\It's starting to dive deep underground.\But I'm sure it will return once it's regained its strength.\What's going on?\Is something about to start?\It's filled to the brim with shining sake now! response:	What is this trickery?
context: Perhaps next time, we'd be better off looking elsewhere.\Has it dried up?\It's starting to dive deep underground.\But I'm sure it will return once it's regained its strength.\What's going on?\Is something about to start?\It's filled to the brim with shining sake now!\What is this trickery? response:	Hey, something's off.
context: Has it dried up?\It's starting to dive deep underground.\But I'm sure it will return once it's regained its strength.\What's going on?\Is something about to start?\It's filled to the brim with shining sake now!\What is this trickery?\Hey, something's off. response:	Think that guy's a fake?
context: It's starting to dive deep underground.\But I'm sure it will return once it's regained its strength.\What's going on?\Is something about to start?\It's filled to the brim with shining sake now!\What is this trickery?\Hey, something's off.\Think that guy's a fake? response:	N-No!
context: But I'm sure it will return once it's regained its strength.\What's going on?\Is something about to start?\It's filled to the brim with shining sake now!\What is this trickery?\Hey, something's off.\Think that guy's a fake?\N-No! response:	It wasn't me.
context: What's going on?\Is something about to start?\It's filled to the brim with shining sake now!\What is this trickery?\Hey, something's off.\Think that guy's a fake?\N-No!\It wasn't me. response:	It was him!
context: Is something about to start?\It's filled to the brim with shining sake now!\What is this trickery?\Hey, something's off.\Think that guy's a fake?\N-No!\It wasn't me.\It was him! response:	I got that kouki from him.
context: It's filled to the brim with shining sake now!\What is this trickery?\Hey, something's off.\Think that guy's a fake?\N-No!\It wasn't me.\It was him!\I got that kouki from him. response:	He's the one who brought the fake kouki!
context: What is this trickery?\Hey, something's off.\Think that guy's a fake?\N-No!\It wasn't me.\It was him!\I got that kouki from him.\He's the one who brought the fake kouki! response:	Hey, get back here!
context: Hey, something's off.\Think that guy's a fake?\N-No!\It wasn't me.\It was him!\I got that kouki from him.\He's the one who brought the fake kouki!\Hey, get back here! response:	After him!
context: Think that guy's a fake?\N-No!\It wasn't me.\It was him!\I got that kouki from him.\He's the one who brought the fake kouki!\Hey, get back here!\After him! response:	What was that all about?
context: N-No!\It wasn't me.\It was him!\I got that kouki from him.\He's the one who brought the fake kouki!\Hey, get back here!\After him!\What was that all about? response:	Did I do something wrong?
context: It wasn't me.\It was him!\I got that kouki from him.\He's the one who brought the fake kouki!\Hey, get back here!\After him!\What was that all about?\Did I do something wrong? response:	I've got to get out of here as fast as I can.
context: It was him!\I got that kouki from him.\He's the one who brought the fake kouki!\Hey, get back here!\After him!\What was that all about?\Did I do something wrong?\I've got to get out of here as fast as I can. response:	Hey! He's over
context: I got that kouki from him.\He's the one who brought the fake kouki!\Hey, get back here!\After him!\What was that all about?\Did I do something wrong?\I've got to get out of here as fast as I can.\Hey! He's over response:	Wait, please!
context: He's the one who brought the fake kouki!\Hey, get back here!\After him!\What was that all about?\Did I do something wrong?\I've got to get out of here as fast as I can.\Hey! He's over\Wait, please! response:	I didn't mean to do anything wrong.
context: Hey, get back here!\After him!\What was that all about?\Did I do something wrong?\I've got to get out of here as fast as I can.\Hey! He's over\Wait, please!\I didn't mean to do anything wrong. response:	All I wanted was to try that shining sake.
context: After him!\What was that all about?\Did I do something wrong?\I've got to get out of here as fast as I can.\Hey! He's over\Wait, please!\I didn't mean to do anything wrong.\All I wanted was to try that shining sake. response:	I'm very sorry I pretended to be one of you to blend in.
context: What was that all about?\Did I do something wrong?\I've got to get out of here as fast as I can.\Hey! He's over\Wait, please!\I didn't mean to do anything wrong.\All I wanted was to try that shining sake.\I'm very sorry I pretended to be one of you to blend in. response:	But...
context: Did I do something wrong?\I've got to get out of here as fast as I can.\Hey! He's over\Wait, please!\I didn't mean to do anything wrong.\All I wanted was to try that shining sake.\I'm very sorry I pretended to be one of you to blend in.\But... response:	So you're not a mushi-shi?
context: I've got to get out of here as fast as I can.\Hey! He's over\Wait, please!\I didn't mean to do anything wrong.\All I wanted was to try that shining sake.\I'm very sorry I pretended to be one of you to blend in.\But...\So you're not a mushi-shi? response:	No, I'm not.
context: Hey! He's over\Wait, please!\I didn't mean to do anything wrong.\All I wanted was to try that shining sake.\I'm very sorry I pretended to be one of you to blend in.\But...\So you're not a mushi-shi?\No, I'm not. response:	I'm just a sake brewer from the foot of this mountain.
context: Wait, please!\I didn't mean to do anything wrong.\All I wanted was to try that shining sake.\I'm very sorry I pretended to be one of you to blend in.\But...\So you're not a mushi-shi?\No, I'm not.\I'm just a sake brewer from the foot of this mountain. response:	A brewer?
context: I didn't mean to do anything wrong.\All I wanted was to try that shining sake.\I'm very sorry I pretended to be one of you to blend in.\But...\So you're not a mushi-shi?\No, I'm not.\I'm just a sake brewer from the foot of this mountain.\A brewer? response:	Then that sake you're holding is...
context: All I wanted was to try that shining sake.\I'm very sorry I pretended to be one of you to blend in.\But...\So you're not a mushi-shi?\No, I'm not.\I'm just a sake brewer from the foot of this mountain.\A brewer?\Then that sake you're holding is... response:	It's the sake we made this year.
context: I'm very sorry I pretended to be one of you to blend in.\But...\So you're not a mushi-shi?\No, I'm not.\I'm just a sake brewer from the foot of this mountain.\A brewer?\Then that sake you're holding is...\It's the sake we made this year. response:	It took years of trial and error before we managed to make this.
context: But...\So you're not a mushi-shi?\No, I'm not.\I'm just a sake brewer from the foot of this mountain.\A brewer?\Then that sake you're holding is...\It's the sake we made this year.\It took years of trial and error before we managed to make this. response:	I was passing through, taking some home to my sick father so he could try it.
context: So you're not a mushi-shi?\No, I'm not.\I'm just a sake brewer from the foot of this mountain.\A brewer?\Then that sake you're holding is...\It's the sake we made this year.\It took years of trial and error before we managed to make this.\I was passing through, taking some home to my sick father so he could try it. response:	But then I got lost and somehow found all of you. That's all.
context: No, I'm not.\I'm just a sake brewer from the foot of this mountain.\A brewer?\Then that sake you're holding is...\It's the sake we made this year.\It took years of trial and error before we managed to make this.\I was passing through, taking some home to my sick father so he could try it.\But then I got lost and somehow found all of you. That's all. response:	Please just let me go!
context: I'm just a sake brewer from the foot of this mountain.\A brewer?\Then that sake you're holding is...\It's the sake we made this year.\It took years of trial and error before we managed to make this.\I was passing through, taking some home to my sick father so he could try it.\But then I got lost and somehow found all of you. That's all.\Please just let me go! response:	How exactly did you make that sake?
context: A brewer?\Then that sake you're holding is...\It's the sake we made this year.\It took years of trial and error before we managed to make this.\I was passing through, taking some home to my sick father so he could try it.\But then I got lost and somehow found all of you. That's all.\Please just let me go!\How exactly did you make that sake? response:	After my father, the former brewmaster, collapsed,
context: Then that sake you're holding is...\It's the sake we made this year.\It took years of trial and error before we managed to make this.\I was passing through, taking some home to my sick father so he could try it.\But then I got lost and somehow found all of you. That's all.\Please just let me go!\How exactly did you make that sake?\After my father, the former brewmaster, collapsed, response:	our sake lost its flavor.
context: It's the sake we made this year.\It took years of trial and error before we managed to make this.\I was passing through, taking some home to my sick father so he could try it.\But then I got lost and somehow found all of you. That's all.\Please just let me go!\How exactly did you make that sake?\After my father, the former brewmaster, collapsed,\our sake lost its flavor. response:	Although I made sure I brewed the sake just like he used to,
context: It took years of trial and error before we managed to make this.\I was passing through, taking some home to my sick father so he could try it.\But then I got lost and somehow found all of you. That's all.\Please just let me go!\How exactly did you make that sake?\After my father, the former brewmaster, collapsed,\our sake lost its flavor.\Although I made sure I brewed the sake just like he used to, response:	I soon learned I also needed more time and experience to even come close to him.
context: I was passing through, taking some home to my sick father so he could try it.\But then I got lost and somehow found all of you. That's all.\Please just let me go!\How exactly did you make that sake?\After my father, the former brewmaster, collapsed,\our sake lost its flavor.\Although I made sure I brewed the sake just like he used to,\I soon learned I also needed more time and experience to even come close to him. response:	Nevertheless, I wanted to maintain our brewery's image,
context: But then I got lost and somehow found all of you. That's all.\Please just let me go!\How exactly did you make that sake?\After my father, the former brewmaster, collapsed,\our sake lost its flavor.\Although I made sure I brewed the sake just like he used to,\I soon learned I also needed more time and experience to even come close to him.\Nevertheless, I wanted to maintain our brewery's image, response:	so I tried changing the rice, the water...
context: Please just let me go!\How exactly did you make that sake?\After my father, the former brewmaster, collapsed,\our sake lost its flavor.\Although I made sure I brewed the sake just like he used to,\I soon learned I also needed more time and experience to even come close to him.\Nevertheless, I wanted to maintain our brewery's image,\so I tried changing the rice, the water... response:	I tried everything I could think of, but nothing worked.
context: How exactly did you make that sake?\After my father, the former brewmaster, collapsed,\our sake lost its flavor.\Although I made sure I brewed the sake just like he used to,\I soon learned I also needed more time and experience to even come close to him.\Nevertheless, I wanted to maintain our brewery's image,\so I tried changing the rice, the water...\I tried everything I could think of, but nothing worked. response:	And then, one day, I had an idea.
context: After my father, the former brewmaster, collapsed,\our sake lost its flavor.\Although I made sure I brewed the sake just like he used to,\I soon learned I also needed more time and experience to even come close to him.\Nevertheless, I wanted to maintain our brewery's image,\so I tried changing the rice, the water...\I tried everything I could think of, but nothing worked.\And then, one day, I had an idea. response:	I wondered what would happen if I tried changing the yeast.
context: our sake lost its flavor.\Although I made sure I brewed the sake just like he used to,\I soon learned I also needed more time and experience to even come close to him.\Nevertheless, I wanted to maintain our brewery's image,\so I tried changing the rice, the water...\I tried everything I could think of, but nothing worked.\And then, one day, I had an idea.\I wondered what would happen if I tried changing the yeast. response:	So although our brewery had always used whatever yeast we had on hand,
context: Although I made sure I brewed the sake just like he used to,\I soon learned I also needed more time and experience to even come close to him.\Nevertheless, I wanted to maintain our brewery's image,\so I tried changing the rice, the water...\I tried everything I could think of, but nothing worked.\And then, one day, I had an idea.\I wondered what would happen if I tried changing the yeast.\So although our brewery had always used whatever yeast we had on hand, response:	I decided to try wild yeast for the first time.
context: I soon learned I also needed more time and experience to even come close to him.\Nevertheless, I wanted to maintain our brewery's image,\so I tried changing the rice, the water...\I tried everything I could think of, but nothing worked.\And then, one day, I had an idea.\I wondered what would happen if I tried changing the yeast.\So although our brewery had always used whatever yeast we had on hand,\I decided to try wild yeast for the first time. response:	Since yeast feeds on sugar,
context: Nevertheless, I wanted to maintain our brewery's image,\so I tried changing the rice, the water...\I tried everything I could think of, but nothing worked.\And then, one day, I had an idea.\I wondered what would happen if I tried changing the yeast.\So although our brewery had always used whatever yeast we had on hand,\I decided to try wild yeast for the first time.\Since yeast feeds on sugar, response:	I went around collecting yeasts from the nectars of different flowers.
context: so I tried changing the rice, the water...\I tried everything I could think of, but nothing worked.\And then, one day, I had an idea.\I wondered what would happen if I tried changing the yeast.\So although our brewery had always used whatever yeast we had on hand,\I decided to try wild yeast for the first time.\Since yeast feeds on sugar,\I went around collecting yeasts from the nectars of different flowers. response:	I cultured and then used them,
context: I tried everything I could think of, but nothing worked.\And then, one day, I had an idea.\I wondered what would happen if I tried changing the yeast.\So although our brewery had always used whatever yeast we had on hand,\I decided to try wild yeast for the first time.\Since yeast feeds on sugar,\I went around collecting yeasts from the nectars of different flowers.\I cultured and then used them, response:	but most had no significant effect on the sake.
context: And then, one day, I had an idea.\I wondered what would happen if I tried changing the yeast.\So although our brewery had always used whatever yeast we had on hand,\I decided to try wild yeast for the first time.\Since yeast feeds on sugar,\I went around collecting yeasts from the nectars of different flowers.\I cultured and then used them,\but most had no significant effect on the sake. response:	However, one of the barrels was different.
context: I wondered what would happen if I tried changing the yeast.\So although our brewery had always used whatever yeast we had on hand,\I decided to try wild yeast for the first time.\Since yeast feeds on sugar,\I went around collecting yeasts from the nectars of different flowers.\I cultured and then used them,\but most had no significant effect on the sake.\However, one of the barrels was different. response:	Its yeast produced a beautiful sake with a golden glow.
context: So although our brewery had always used whatever yeast we had on hand,\I decided to try wild yeast for the first time.\Since yeast feeds on sugar,\I went around collecting yeasts from the nectars of different flowers.\I cultured and then used them,\but most had no significant effect on the sake.\However, one of the barrels was different.\Its yeast produced a beautiful sake with a golden glow. response:	So it was from nectar.
context: I decided to try wild yeast for the first time.\Since yeast feeds on sugar,\I went around collecting yeasts from the nectars of different flowers.\I cultured and then used them,\but most had no significant effect on the sake.\However, one of the barrels was different.\Its yeast produced a beautiful sake with a golden glow.\So it was from nectar. response:	And drinking that sake didn't cause any odd side effects?
context: Since yeast feeds on sugar,\I went around collecting yeasts from the nectars of different flowers.\I cultured and then used them,\but most had no significant effect on the sake.\However, one of the barrels was different.\Its yeast produced a beautiful sake with a golden glow.\So it was from nectar.\And drinking that sake didn't cause any odd side effects? response:	I didn't drink much of it, so I can't say for sure,
context: I went around collecting yeasts from the nectars of different flowers.\I cultured and then used them,\but most had no significant effect on the sake.\However, one of the barrels was different.\Its yeast produced a beautiful sake with a golden glow.\So it was from nectar.\And drinking that sake didn't cause any odd side effects?\I didn't drink much of it, so I can't say for sure, response:	but I suppose it did make me feel strange.
context: I cultured and then used them,\but most had no significant effect on the sake.\However, one of the barrels was different.\Its yeast produced a beautiful sake with a golden glow.\So it was from nectar.\And drinking that sake didn't cause any odd side effects?\I didn't drink much of it, so I can't say for sure,\but I suppose it did make me feel strange. response:	I had an odd hallucination where I saw these dark red hairs everywhere.
context: but most had no significant effect on the sake.\However, one of the barrels was different.\Its yeast produced a beautiful sake with a golden glow.\So it was from nectar.\And drinking that sake didn't cause any odd side effects?\I didn't drink much of it, so I can't say for sure,\but I suppose it did make me feel strange.\I had an odd hallucination where I saw these dark red hairs everywhere. response:	That was no hallucination.
context: However, one of the barrels was different.\Its yeast produced a beautiful sake with a golden glow.\So it was from nectar.\And drinking that sake didn't cause any odd side effects?\I didn't drink much of it, so I can't say for sure,\but I suppose it did make me feel strange.\I had an odd hallucination where I saw these dark red hairs everywhere.\That was no hallucination. response:	That was a Shoujounohige, or Drinker's Beard mushi.
context: Its yeast produced a beautiful sake with a golden glow.\So it was from nectar.\And drinking that sake didn't cause any odd side effects?\I didn't drink much of it, so I can't say for sure,\but I suppose it did make me feel strange.\I had an odd hallucination where I saw these dark red hairs everywhere.\That was no hallucination.\That was a Shoujounohige, or Drinker's Beard mushi. response:	We mushi-shi use them as guides when we hold rituals.
context: So it was from nectar.\And drinking that sake didn't cause any odd side effects?\I didn't drink much of it, so I can't say for sure,\but I suppose it did make me feel strange.\I had an odd hallucination where I saw these dark red hairs everywhere.\That was no hallucination.\That was a Shoujounohige, or Drinker's Beard mushi.\We mushi-shi use them as guides when we hold rituals. response:	While there are many mushi that are attracted to sake,
context: And drinking that sake didn't cause any odd side effects?\I didn't drink much of it, so I can't say for sure,\but I suppose it did make me feel strange.\I had an odd hallucination where I saw these dark red hairs everywhere.\That was no hallucination.\That was a Shoujounohige, or Drinker's Beard mushi.\We mushi-shi use them as guides when we hold rituals.\While there are many mushi that are attracted to sake, response:	Shoujounohige only bring real kouki back to their nests.
context: I didn't drink much of it, so I can't say for sure,\but I suppose it did make me feel strange.\I had an odd hallucination where I saw these dark red hairs everywhere.\That was no hallucination.\That was a Shoujounohige, or Drinker's Beard mushi.\We mushi-shi use them as guides when we hold rituals.\While there are many mushi that are attracted to sake,\Shoujounohige only bring real kouki back to their nests. response:	If even they were deceived,
context: but I suppose it did make me feel strange.\I had an odd hallucination where I saw these dark red hairs everywhere.\That was no hallucination.\That was a Shoujounohige, or Drinker's Beard mushi.\We mushi-shi use them as guides when we hold rituals.\While there are many mushi that are attracted to sake,\Shoujounohige only bring real kouki back to their nests.\If even they were deceived, response:	your sake's quite impressive.
context: I had an odd hallucination where I saw these dark red hairs everywhere.\That was no hallucination.\That was a Shoujounohige, or Drinker's Beard mushi.\We mushi-shi use them as guides when we hold rituals.\While there are many mushi that are attracted to sake,\Shoujounohige only bring real kouki back to their nests.\If even they were deceived,\your sake's quite impressive. response:	Very well.
context: That was no hallucination.\That was a Shoujounohige, or Drinker's Beard mushi.\We mushi-shi use them as guides when we hold rituals.\While there are many mushi that are attracted to sake,\Shoujounohige only bring real kouki back to their nests.\If even they were deceived,\your sake's quite impressive.\Very well. response:	I'll believe your story.
context: That was a Shoujounohige, or Drinker's Beard mushi.\We mushi-shi use them as guides when we hold rituals.\While there are many mushi that are attracted to sake,\Shoujounohige only bring real kouki back to their nests.\If even they were deceived,\your sake's quite impressive.\Very well.\I'll believe your story. response:	So you'll let me go?
context: We mushi-shi use them as guides when we hold rituals.\While there are many mushi that are attracted to sake,\Shoujounohige only bring real kouki back to their nests.\If even they were deceived,\your sake's quite impressive.\Very well.\I'll believe your story.\So you'll let me go? response:	that you do not distribute that sake to others.
context: While there are many mushi that are attracted to sake,\Shoujounohige only bring real kouki back to their nests.\If even they were deceived,\your sake's quite impressive.\Very well.\I'll believe your story.\So you'll let me go?\that you do not distribute that sake to others. response:	Sake that allows people to see mushi would probably cause a lot of unnecessary trouble.
context: Shoujounohige only bring real kouki back to their nests.\If even they were deceived,\your sake's quite impressive.\Very well.\I'll believe your story.\So you'll let me go?\that you do not distribute that sake to others.\Sake that allows people to see mushi would probably cause a lot of unnecessary trouble. response:	Besides, even if the taste is exemplary,
