context: Johnny! response:	Johnny!
context: Underpants, huh?\True, he might be able to do it.\Who's this Underpants guy?\We got a lot of advice from him when we were making the Eden site.\He's one of the best, hailed as the Whiz Kid of Kyoto, but...\But?\For the last two years,\he's shut himself up in a little apartment on the Kamogawa River. response:	They say he never even goes to school anymore.
context: True, he might be able to do it.\Who's this Underpants guy?\We got a lot of advice from him when we were making the Eden site.\He's one of the best, hailed as the Whiz Kid of Kyoto, but...\But?\For the last two years,\he's shut himself up in a little apartment on the Kamogawa River.\They say he never even goes to school anymore. response:	I'm going to pay him a little visit.
context: Who's this Underpants guy?\We got a lot of advice from him when we were making the Eden site.\He's one of the best, hailed as the Whiz Kid of Kyoto, but...\But?\For the last two years,\he's shut himself up in a little apartment on the Kamogawa River.\They say he never even goes to school anymore.\I'm going to pay him a little visit. response:	You can go, but I don't think he'll be willing to see anybody.
context: We got a lot of advice from him when we were making the Eden site.\He's one of the best, hailed as the Whiz Kid of Kyoto, but...\But?\For the last two years,\he's shut himself up in a little apartment on the Kamogawa River.\They say he never even goes to school anymore.\I'm going to pay him a little visit.\You can go, but I don't think he'll be willing to see anybody. response:	Why not? Sure he will.
context: He's one of the best, hailed as the Whiz Kid of Kyoto, but...\But?\For the last two years,\he's shut himself up in a little apartment on the Kamogawa River.\They say he never even goes to school anymore.\I'm going to pay him a little visit.\You can go, but I don't think he'll be willing to see anybody.\Why not? Sure he will. response:	Hey. You're not even going to ask his address before you leave?
context: But?\For the last two years,\he's shut himself up in a little apartment on the Kamogawa River.\They say he never even goes to school anymore.\I'm going to pay him a little visit.\You can go, but I don't think he'll be willing to see anybody.\Why not? Sure he will.\Hey. You're not even going to ask his address before you leave? response:	oh, you'll tell it to me?
context: For the last two years,\he's shut himself up in a little apartment on the Kamogawa River.\They say he never even goes to school anymore.\I'm going to pay him a little visit.\You can go, but I don't think he'll be willing to see anybody.\Why not? Sure he will.\Hey. You're not even going to ask his address before you leave?\oh, you'll tell it to me? response:	Well, take Micchon with you.
context: he's shut himself up in a little apartment on the Kamogawa River.\They say he never even goes to school anymore.\I'm going to pay him a little visit.\You can go, but I don't think he'll be willing to see anybody.\Why not? Sure he will.\Hey. You're not even going to ask his address before you leave?\oh, you'll tell it to me?\Well, take Micchon with you. response:	It'll up your chances of getting in the door a little.
context: They say he never even goes to school anymore.\I'm going to pay him a little visit.\You can go, but I don't think he'll be willing to see anybody.\Why not? Sure he will.\Hey. You're not even going to ask his address before you leave?\oh, you'll tell it to me?\Well, take Micchon with you.\It'll up your chances of getting in the door a little. response:	What? I don't want to! I hate Underpants!
context: I'm going to pay him a little visit.\You can go, but I don't think he'll be willing to see anybody.\Why not? Sure he will.\Hey. You're not even going to ask his address before you leave?\oh, you'll tell it to me?\Well, take Micchon with you.\It'll up your chances of getting in the door a little.\What? I don't want to! I hate Underpants! response:	Now, don't be like that. As a fellow programmer,
context: You can go, but I don't think he'll be willing to see anybody.\Why not? Sure he will.\Hey. You're not even going to ask his address before you leave?\oh, you'll tell it to me?\Well, take Micchon with you.\It'll up your chances of getting in the door a little.\What? I don't want to! I hate Underpants!\Now, don't be like that. As a fellow programmer, response:	you're the only one of us who can hold a decent conversation with him.
context: Why not? Sure he will.\Hey. You're not even going to ask his address before you leave?\oh, you'll tell it to me?\Well, take Micchon with you.\It'll up your chances of getting in the door a little.\What? I don't want to! I hate Underpants!\Now, don't be like that. As a fellow programmer,\you're the only one of us who can hold a decent conversation with him. response:	While you're at it, ask him if he's finished that World Computer.
context: Hey. You're not even going to ask his address before you leave?\oh, you'll tell it to me?\Well, take Micchon with you.\It'll up your chances of getting in the door a little.\What? I don't want to! I hate Underpants!\Now, don't be like that. As a fellow programmer,\you're the only one of us who can hold a decent conversation with him.\While you're at it, ask him if he's finished that World Computer. response:	I'll text him a heads-up.
context: oh, you'll tell it to me?\Well, take Micchon with you.\It'll up your chances of getting in the door a little.\What? I don't want to! I hate Underpants!\Now, don't be like that. As a fellow programmer,\you're the only one of us who can hold a decent conversation with him.\While you're at it, ask him if he's finished that World Computer.\I'll text him a heads-up. response:	I'll go,too.
context: Well, take Micchon with you.\It'll up your chances of getting in the door a little.\What? I don't want to! I hate Underpants!\Now, don't be like that. As a fellow programmer,\you're the only one of us who can hold a decent conversation with him.\While you're at it, ask him if he's finished that World Computer.\I'll text him a heads-up.\I'll go,too. response:	It's the same place he was living before, right?
context: It'll up your chances of getting in the door a little.\What? I don't want to! I hate Underpants!\Now, don't be like that. As a fellow programmer,\you're the only one of us who can hold a decent conversation with him.\While you're at it, ask him if he's finished that World Computer.\I'll text him a heads-up.\I'll go,too.\It's the same place he was living before, right? response:	Will they be okay?
context: What? I don't want to! I hate Underpants!\Now, don't be like that. As a fellow programmer,\you're the only one of us who can hold a decent conversation with him.\While you're at it, ask him if he's finished that World Computer.\I'll text him a heads-up.\I'll go,too.\It's the same place he was living before, right?\Will they be okay? response:	Well, as spies, they're not very promising.
context: Now, don't be like that. As a fellow programmer,\you're the only one of us who can hold a decent conversation with him.\While you're at it, ask him if he's finished that World Computer.\I'll text him a heads-up.\I'll go,too.\It's the same place he was living before, right?\Will they be okay?\Well, as spies, they're not very promising. response:	Spies?
context: you're the only one of us who can hold a decent conversation with him.\While you're at it, ask him if he's finished that World Computer.\I'll text him a heads-up.\I'll go,too.\It's the same place he was living before, right?\Will they be okay?\Well, as spies, they're not very promising.\Spies? response:	You're curious about Takizawa's past too, right?
context: While you're at it, ask him if he's finished that World Computer.\I'll text him a heads-up.\I'll go,too.\It's the same place he was living before, right?\Will they be okay?\Well, as spies, they're not very promising.\Spies?\You're curious about Takizawa's past too, right? response:	If he's got texts from before his memory loss, don't you want to see them?
context: I'll text him a heads-up.\I'll go,too.\It's the same place he was living before, right?\Will they be okay?\Well, as spies, they're not very promising.\Spies?\You're curious about Takizawa's past too, right?\If he's got texts from before his memory loss, don't you want to see them? response:	I get it. In that case, I'll go.
context: I'll go,too.\It's the same place he was living before, right?\Will they be okay?\Well, as spies, they're not very promising.\Spies?\You're curious about Takizawa's past too, right?\If he's got texts from before his memory loss, don't you want to see them?\I get it. In that case, I'll go. response:	You can't get anything out of Underpants.
context: It's the same place he was living before, right?\Will they be okay?\Well, as spies, they're not very promising.\Spies?\You're curious about Takizawa's past too, right?\If he's got texts from before his memory loss, don't you want to see them?\I get it. In that case, I'll go.\You can't get anything out of Underpants. response:	He may not look it, but Yutaka Itazu has a big soft spot for women.
context: Will they be okay?\Well, as spies, they're not very promising.\Spies?\You're curious about Takizawa's past too, right?\If he's got texts from before his memory loss, don't you want to see them?\I get it. In that case, I'll go.\You can't get anything out of Underpants.\He may not look it, but Yutaka Itazu has a big soft spot for women. response:	Aren't all men that way?
context: Well, as spies, they're not very promising.\Spies?\You're curious about Takizawa's past too, right?\If he's got texts from before his memory loss, don't you want to see them?\I get it. In that case, I'll go.\You can't get anything out of Underpants.\He may not look it, but Yutaka Itazu has a big soft spot for women.\Aren't all men that way? response:	Ow!
context: Spies?\You're curious about Takizawa's past too, right?\If he's got texts from before his memory loss, don't you want to see them?\I get it. In that case, I'll go.\You can't get anything out of Underpants.\He may not look it, but Yutaka Itazu has a big soft spot for women.\Aren't all men that way?\Ow! response:	I'll text Itazu and Micchon to that effect later.
context: You're curious about Takizawa's past too, right?\If he's got texts from before his memory loss, don't you want to see them?\I get it. In that case, I'll go.\You can't get anything out of Underpants.\He may not look it, but Yutaka Itazu has a big soft spot for women.\Aren't all men that way?\Ow!\I'll text Itazu and Micchon to that effect later. response:	While they're out, let's go over these documents Takizawa brought again.
context: If he's got texts from before his memory loss, don't you want to see them?\I get it. In that case, I'll go.\You can't get anything out of Underpants.\He may not look it, but Yutaka Itazu has a big soft spot for women.\Aren't all men that way?\Ow!\I'll text Itazu and Micchon to that effect later.\While they're out, let's go over these documents Takizawa brought again. response:	If he's a con man, there should be holes in here somewhere.
context: I get it. In that case, I'll go.\You can't get anything out of Underpants.\He may not look it, but Yutaka Itazu has a big soft spot for women.\Aren't all men that way?\Ow!\I'll text Itazu and Micchon to that effect later.\While they're out, let's go over these documents Takizawa brought again.\If he's a con man, there should be holes in here somewhere. response:	Comment
context: You can't get anything out of Underpants.\He may not look it, but Yutaka Itazu has a big soft spot for women.\Aren't all men that way?\Ow!\I'll text Itazu and Micchon to that effect later.\While they're out, let's go over these documents Takizawa brought again.\If he's a con man, there should be holes in here somewhere.\Comment response:	Tell me who he is!
context: He may not look it, but Yutaka Itazu has a big soft spot for women.\Aren't all men that way?\Ow!\I'll text Itazu and Micchon to that effect later.\While they're out, let's go over these documents Takizawa brought again.\If he's a con man, there should be holes in here somewhere.\Comment\Tell me who he is! response:	No responses?
context: Aren't all men that way?\Ow!\I'll text Itazu and Micchon to that effect later.\While they're out, let's go over these documents Takizawa brought again.\If he's a con man, there should be holes in here somewhere.\Comment\Tell me who he is!\No responses? response:	Name: Kazuo Murata School:Graduate of Soji University Education Dept DOB: 7/10/1983 Sex: Male
context: Ow!\I'll text Itazu and Micchon to that effect later.\While they're out, let's go over these documents Takizawa brought again.\If he's a con man, there should be holes in here somewhere.\Comment\Tell me who he is!\No responses?\Name: Kazuo Murata School:Graduate of Soji University Education Dept DOB: 7/10/1983 Sex: Male response:	Name: Ayumu Muto School: Graduate of Soji University Economics Dept. DOB: 10/9/1985 Sex: Female
context: I'll text Itazu and Micchon to that effect later.\While they're out, let's go over these documents Takizawa brought again.\If he's a con man, there should be holes in here somewhere.\Comment\Tell me who he is!\No responses?\Name: Kazuo Murata School:Graduate of Soji University Education Dept DOB: 7/10/1983 Sex: Male\Name: Ayumu Muto School: Graduate of Soji University Economics Dept. DOB: 10/9/1985 Sex: Female response:	I'm still impressed with the Eden system, even now.
context: While they're out, let's go over these documents Takizawa brought again.\If he's a con man, there should be holes in here somewhere.\Comment\Tell me who he is!\No responses?\Name: Kazuo Murata School:Graduate of Soji University Education Dept DOB: 7/10/1983 Sex: Male\Name: Ayumu Muto School: Graduate of Soji University Economics Dept. DOB: 10/9/1985 Sex: Female\I'm still impressed with the Eden system, even now. response:	Name: Shinya Yoshie School: Soji University Lit Dept. Sophomore DOB: 4/13/1991 Sex: Male
context: If he's a con man, there should be holes in here somewhere.\Comment\Tell me who he is!\No responses?\Name: Kazuo Murata School:Graduate of Soji University Education Dept DOB: 7/10/1983 Sex: Male\Name: Ayumu Muto School: Graduate of Soji University Economics Dept. DOB: 10/9/1985 Sex: Female\I'm still impressed with the Eden system, even now.\Name: Shinya Yoshie School: Soji University Lit Dept. Sophomore DOB: 4/13/1991 Sex: Male response:	Name: Yuika Sato School: Soji University Lit Dept, Sophomore DOB: 11/1/1991 Sex: Female
context: Comment\Tell me who he is!\No responses?\Name: Kazuo Murata School:Graduate of Soji University Education Dept DOB: 7/10/1983 Sex: Male\Name: Ayumu Muto School: Graduate of Soji University Economics Dept. DOB: 10/9/1985 Sex: Female\I'm still impressed with the Eden system, even now.\Name: Shinya Yoshie School: Soji University Lit Dept. Sophomore DOB: 4/13/1991 Sex: Male\Name: Yuika Sato School: Soji University Lit Dept, Sophomore DOB: 11/1/1991 Sex: Female response:	It would definitely identify him if he were a student here.
context: Tell me who he is!\No responses?\Name: Kazuo Murata School:Graduate of Soji University Education Dept DOB: 7/10/1983 Sex: Male\Name: Ayumu Muto School: Graduate of Soji University Economics Dept. DOB: 10/9/1985 Sex: Female\I'm still impressed with the Eden system, even now.\Name: Shinya Yoshie School: Soji University Lit Dept. Sophomore DOB: 4/13/1991 Sex: Male\Name: Yuika Sato School: Soji University Lit Dept, Sophomore DOB: 11/1/1991 Sex: Female\It would definitely identify him if he were a student here. response:	You're really something, Hirasawa.
context: No responses?\Name: Kazuo Murata School:Graduate of Soji University Education Dept DOB: 7/10/1983 Sex: Male\Name: Ayumu Muto School: Graduate of Soji University Economics Dept. DOB: 10/9/1985 Sex: Female\I'm still impressed with the Eden system, even now.\Name: Shinya Yoshie School: Soji University Lit Dept. Sophomore DOB: 4/13/1991 Sex: Male\Name: Yuika Sato School: Soji University Lit Dept, Sophomore DOB: 11/1/1991 Sex: Female\It would definitely identify him if he were a student here.\You're really something, Hirasawa. response:	Selected Image
context: Name: Kazuo Murata School:Graduate of Soji University Education Dept DOB: 7/10/1983 Sex: Male\Name: Ayumu Muto School: Graduate of Soji University Economics Dept. DOB: 10/9/1985 Sex: Female\I'm still impressed with the Eden system, even now.\Name: Shinya Yoshie School: Soji University Lit Dept. Sophomore DOB: 4/13/1991 Sex: Male\Name: Yuika Sato School: Soji University Lit Dept, Sophomore DOB: 11/1/1991 Sex: Female\It would definitely identify him if he were a student here.\You're really something, Hirasawa.\Selected Image response:	I think that's Kazuya Hasegawa.
context: Name: Ayumu Muto School: Graduate of Soji University Economics Dept. DOB: 10/9/1985 Sex: Female\I'm still impressed with the Eden system, even now.\Name: Shinya Yoshie School: Soji University Lit Dept. Sophomore DOB: 4/13/1991 Sex: Male\Name: Yuika Sato School: Soji University Lit Dept, Sophomore DOB: 11/1/1991 Sex: Female\It would definitely identify him if he were a student here.\You're really something, Hirasawa.\Selected Image\I think that's Kazuya Hasegawa. response:	Kazuya Hasegawa?
context: I'm still impressed with the Eden system, even now.\Name: Shinya Yoshie School: Soji University Lit Dept. Sophomore DOB: 4/13/1991 Sex: Male\Name: Yuika Sato School: Soji University Lit Dept, Sophomore DOB: 11/1/1991 Sex: Female\It would definitely identify him if he were a student here.\You're really something, Hirasawa.\Selected Image\I think that's Kazuya Hasegawa.\Kazuya Hasegawa? response:	Kazuya Hasegawa?
context: Name: Shinya Yoshie School: Soji University Lit Dept. Sophomore DOB: 4/13/1991 Sex: Male\Name: Yuika Sato School: Soji University Lit Dept, Sophomore DOB: 11/1/1991 Sex: Female\It would definitely identify him if he were a student here.\You're really something, Hirasawa.\Selected Image\I think that's Kazuya Hasegawa.\Kazuya Hasegawa?\Kazuya Hasegawa? response:	I think that's Kazuya Hasegawa
context: Name: Yuika Sato School: Soji University Lit Dept, Sophomore DOB: 11/1/1991 Sex: Female\It would definitely identify him if he were a student here.\You're really something, Hirasawa.\Selected Image\I think that's Kazuya Hasegawa.\Kazuya Hasegawa?\Kazuya Hasegawa?\I think that's Kazuya Hasegawa response:	I think that's Kazuya Hasegawa
context: It would definitely identify him if he were a student here.\You're really something, Hirasawa.\Selected Image\I think that's Kazuya Hasegawa.\Kazuya Hasegawa?\Kazuya Hasegawa?\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa response:	I think that's Kazuya Hasegawa
context: You're really something, Hirasawa.\Selected Image\I think that's Kazuya Hasegawa.\Kazuya Hasegawa?\Kazuya Hasegawa?\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa response:	Naoki Hosozawa
context: Selected Image\I think that's Kazuya Hasegawa.\Kazuya Hasegawa?\Kazuya Hasegawa?\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\Naoki Hosozawa response:	I think that's Kazuya Hasegawa.
context: I think that's Kazuya Hasegawa.\Kazuya Hasegawa?\Kazuya Hasegawa?\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\Naoki Hosozawa\I think that's Kazuya Hasegawa. response:	Naoki Hosozawa
context: Kazuya Hasegawa?\Kazuya Hasegawa?\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\Naoki Hosozawa\I think that's Kazuya Hasegawa.\Naoki Hosozawa response:	No, this guy's Koji Kise.
context: Kazuya Hasegawa?\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\Naoki Hosozawa\I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise. response:	I think that's Kazuya Hasegawa.
context: I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\Naoki Hosozawa\I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise.\I think that's Kazuya Hasegawa. response:	Naoki Hosozawa
context: I think that's Kazuya Hasegawa\I think that's Kazuya Hasegawa\Naoki Hosozawa\I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise.\I think that's Kazuya Hasegawa.\Naoki Hosozawa response:	No, this guy's Koji Kise.
context: I think that's Kazuya Hasegawa\Naoki Hosozawa\I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise.\I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise. response:	That's Definitely Makoto Shibuya.
context: Naoki Hosozawa\I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise.\I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya. response:	I think that's Kazuya Hasegawa.
context: I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise.\I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\I think that's Kazuya Hasegawa. response:	I think he's Shibuya' too.
context: Naoki Hosozawa\No, this guy's Koji Kise.\I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\I think that's Kazuya Hasegawa.\I think he's Shibuya' too. response:	Naoki Hosozawa
context: No, this guy's Koji Kise.\I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\I think that's Kazuya Hasegawa.\I think he's Shibuya' too.\Naoki Hosozawa response:	No, this guy's Koji Kise.
context: I think that's Kazuya Hasegawa.\Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\I think that's Kazuya Hasegawa.\I think he's Shibuya' too.\Naoki Hosozawa\No, this guy's Koji Kise. response:	That's Definitely Makoto Shibuya.
context: Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\I think that's Kazuya Hasegawa.\I think he's Shibuya' too.\Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya. response:	Naoki Hosozawa
context: No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\I think that's Kazuya Hasegawa.\I think he's Shibuya' too.\Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\Naoki Hosozawa response:	I think that's Kazuya Hasegawa.
context: That's Definitely Makoto Shibuya.\I think that's Kazuya Hasegawa.\I think he's Shibuya' too.\Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\Naoki Hosozawa\I think that's Kazuya Hasegawa. response:	I think he's Shibuya, too.
context: I think that's Kazuya Hasegawa.\I think he's Shibuya' too.\Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\Naoki Hosozawa\I think that's Kazuya Hasegawa.\I think he's Shibuya, too. response:	I think he's Shintaro okada.
context: I think he's Shibuya' too.\Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\Naoki Hosozawa\I think that's Kazuya Hasegawa.\I think he's Shibuya, too.\I think he's Shintaro okada. response:	No, this guy's Koji Kise.
context: Naoki Hosozawa\No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\Naoki Hosozawa\I think that's Kazuya Hasegawa.\I think he's Shibuya, too.\I think he's Shintaro okada.\No, this guy's Koji Kise. response:	No, that's Akira Takizawa for sure!
context: No, this guy's Koji Kise.\That's Definitely Makoto Shibuya.\Naoki Hosozawa\I think that's Kazuya Hasegawa.\I think he's Shibuya, too.\I think he's Shintaro okada.\No, this guy's Koji Kise.\No, that's Akira Takizawa for sure! response:	What the heck?
context: That's Definitely Makoto Shibuya.\Naoki Hosozawa\I think that's Kazuya Hasegawa.\I think he's Shibuya, too.\I think he's Shintaro okada.\No, this guy's Koji Kise.\No, that's Akira Takizawa for sure!\What the heck? response:	Hey, what's this Underpants like?
context: Naoki Hosozawa\I think that's Kazuya Hasegawa.\I think he's Shibuya, too.\I think he's Shintaro okada.\No, this guy's Koji Kise.\No, that's Akira Takizawa for sure!\What the heck?\Hey, what's this Underpants like? response:	To sum it up, he basically thinks he's the smartest guy in the world.
context: I think that's Kazuya Hasegawa.\I think he's Shibuya, too.\I think he's Shintaro okada.\No, this guy's Koji Kise.\No, that's Akira Takizawa for sure!\What the heck?\Hey, what's this Underpants like?\To sum it up, he basically thinks he's the smartest guy in the world. response:	So what's his relationship to Hirasawa?
context: I think he's Shibuya, too.\I think he's Shintaro okada.\No, this guy's Koji Kise.\No, that's Akira Takizawa for sure!\What the heck?\Hey, what's this Underpants like?\To sum it up, he basically thinks he's the smartest guy in the world.\So what's his relationship to Hirasawa? response:	Apparently, they met when they were in the same seminar freshman year.
context: I think he's Shintaro okada.\No, this guy's Koji Kise.\No, that's Akira Takizawa for sure!\What the heck?\Hey, what's this Underpants like?\To sum it up, he basically thinks he's the smartest guy in the world.\So what's his relationship to Hirasawa?\Apparently, they met when they were in the same seminar freshman year. response:	They yell at each other whenever they meet, so they don't seem friendly,
context: No, this guy's Koji Kise.\No, that's Akira Takizawa for sure!\What the heck?\Hey, what's this Underpants like?\To sum it up, he basically thinks he's the smartest guy in the world.\So what's his relationship to Hirasawa?\Apparently, they met when they were in the same seminar freshman year.\They yell at each other whenever they meet, so they don't seem friendly, response:	but they're actually pretty close.
context: No, that's Akira Takizawa for sure!\What the heck?\Hey, what's this Underpants like?\To sum it up, he basically thinks he's the smartest guy in the world.\So what's his relationship to Hirasawa?\Apparently, they met when they were in the same seminar freshman year.\They yell at each other whenever they meet, so they don't seem friendly,\but they're actually pretty close. response:	I see.
context: What the heck?\Hey, what's this Underpants like?\To sum it up, he basically thinks he's the smartest guy in the world.\So what's his relationship to Hirasawa?\Apparently, they met when they were in the same seminar freshman year.\They yell at each other whenever they meet, so they don't seem friendly,\but they're actually pretty close.\I see. response:	So, why did he stop coming to college?
context: Hey, what's this Underpants like?\To sum it up, he basically thinks he's the smartest guy in the world.\So what's his relationship to Hirasawa?\Apparently, they met when they were in the same seminar freshman year.\They yell at each other whenever they meet, so they don't seem friendly,\but they're actually pretty close.\I see.\So, why did he stop coming to college? response:	I don't really know, but two years ago, we suddenly got word
context: To sum it up, he basically thinks he's the smartest guy in the world.\So what's his relationship to Hirasawa?\Apparently, they met when they were in the same seminar freshman year.\They yell at each other whenever they meet, so they don't seem friendly,\but they're actually pretty close.\I see.\So, why did he stop coming to college?\I don't really know, but two years ago, we suddenly got word response:	that his only pair of pants had blown away,
context: So what's his relationship to Hirasawa?\Apparently, they met when they were in the same seminar freshman year.\They yell at each other whenever they meet, so they don't seem friendly,\but they're actually pretty close.\I see.\So, why did he stop coming to college?\I don't really know, but two years ago, we suddenly got word\that his only pair of pants had blown away, response:	and he was never setting foot outside again.
context: Apparently, they met when they were in the same seminar freshman year.\They yell at each other whenever they meet, so they don't seem friendly,\but they're actually pretty close.\I see.\So, why did he stop coming to college?\I don't really know, but two years ago, we suddenly got word\that his only pair of pants had blown away,\and he was never setting foot outside again. response:	Hirasawa says he's been a shut-in ever since.
context: They yell at each other whenever they meet, so they don't seem friendly,\but they're actually pretty close.\I see.\So, why did he stop coming to college?\I don't really know, but two years ago, we suddenly got word\that his only pair of pants had blown away,\and he was never setting foot outside again.\Hirasawa says he's been a shut-in ever since. response:	His pants? I don't get it...
context: but they're actually pretty close.\I see.\So, why did he stop coming to college?\I don't really know, but two years ago, we suddenly got word\that his only pair of pants had blown away,\and he was never setting foot outside again.\Hirasawa says he's been a shut-in ever since.\His pants? I don't get it... response:	You shouldn't take what oddballs like that say at face value.
context: I see.\So, why did he stop coming to college?\I don't really know, but two years ago, we suddenly got word\that his only pair of pants had blown away,\and he was never setting foot outside again.\Hirasawa says he's been a shut-in ever since.\His pants? I don't get it...\You shouldn't take what oddballs like that say at face value. response:	He was boasting that he'd predict all the workings of the world,
context: So, why did he stop coming to college?\I don't really know, but two years ago, we suddenly got word\that his only pair of pants had blown away,\and he was never setting foot outside again.\Hirasawa says he's been a shut-in ever since.\His pants? I don't get it...\You shouldn't take what oddballs like that say at face value.\He was boasting that he'd predict all the workings of the world, response:	so I bet he actually succeeded, and then got sick of everything.
context: I don't really know, but two years ago, we suddenly got word\that his only pair of pants had blown away,\and he was never setting foot outside again.\Hirasawa says he's been a shut-in ever since.\His pants? I don't get it...\You shouldn't take what oddballs like that say at face value.\He was boasting that he'd predict all the workings of the world,\so I bet he actually succeeded, and then got sick of everything. response:	That's the World Computer thing?
context: that his only pair of pants had blown away,\and he was never setting foot outside again.\Hirasawa says he's been a shut-in ever since.\His pants? I don't get it...\You shouldn't take what oddballs like that say at face value.\He was boasting that he'd predict all the workings of the world,\so I bet he actually succeeded, and then got sick of everything.\That's the World Computer thing? response:	Yep. I'm gonna sleep a while.
context: and he was never setting foot outside again.\Hirasawa says he's been a shut-in ever since.\His pants? I don't get it...\You shouldn't take what oddballs like that say at face value.\He was boasting that he'd predict all the workings of the world,\so I bet he actually succeeded, and then got sick of everything.\That's the World Computer thing?\Yep. I'm gonna sleep a while. response:	Well? How's the real estate contract?
context: Hirasawa says he's been a shut-in ever since.\His pants? I don't get it...\You shouldn't take what oddballs like that say at face value.\He was boasting that he'd predict all the workings of the world,\so I bet he actually succeeded, and then got sick of everything.\That's the World Computer thing?\Yep. I'm gonna sleep a while.\Well? How's the real estate contract? response:	Pretty much problem-free.
context: His pants? I don't get it...\You shouldn't take what oddballs like that say at face value.\He was boasting that he'd predict all the workings of the world,\so I bet he actually succeeded, and then got sick of everything.\That's the World Computer thing?\Yep. I'm gonna sleep a while.\Well? How's the real estate contract?\Pretty much problem-free. response:	I checked with the government office,
context: You shouldn't take what oddballs like that say at face value.\He was boasting that he'd predict all the workings of the world,\so I bet he actually succeeded, and then got sick of everything.\That's the World Computer thing?\Yep. I'm gonna sleep a while.\Well? How's the real estate contract?\Pretty much problem-free.\I checked with the government office, response:	but I can't find anything fishy about Takky.
context: He was boasting that he'd predict all the workings of the world,\so I bet he actually succeeded, and then got sick of everything.\That's the World Computer thing?\Yep. I'm gonna sleep a while.\Well? How's the real estate contract?\Pretty much problem-free.\I checked with the government office,\but I can't find anything fishy about Takky. response:	Okay. So all we need now
context: so I bet he actually succeeded, and then got sick of everything.\That's the World Computer thing?\Yep. I'm gonna sleep a while.\Well? How's the real estate contract?\Pretty much problem-free.\I checked with the government office,\but I can't find anything fishy about Takky.\Okay. So all we need now response:	are an official company name and registration for our seal?
context: That's the World Computer thing?\Yep. I'm gonna sleep a while.\Well? How's the real estate contract?\Pretty much problem-free.\I checked with the government office,\but I can't find anything fishy about Takky.\Okay. So all we need now\are an official company name and registration for our seal? response:	Yep.
context: Yep. I'm gonna sleep a while.\Well? How's the real estate contract?\Pretty much problem-free.\I checked with the government office,\but I can't find anything fishy about Takky.\Okay. So all we need now\are an official company name and registration for our seal?\Yep. response:	I wonder what we should call ourselves?
context: Well? How's the real estate contract?\Pretty much problem-free.\I checked with the government office,\but I can't find anything fishy about Takky.\Okay. So all we need now\are an official company name and registration for our seal?\Yep.\I wonder what we should call ourselves? response:	But I get the feeling that place is too big for us right now.
context: Pretty much problem-free.\I checked with the government office,\but I can't find anything fishy about Takky.\Okay. So all we need now\are an official company name and registration for our seal?\Yep.\I wonder what we should call ourselves?\But I get the feeling that place is too big for us right now. response:	What we need is the minimum amount of space to maintain our system,
context: I checked with the government office,\but I can't find anything fishy about Takky.\Okay. So all we need now\are an official company name and registration for our seal?\Yep.\I wonder what we should call ourselves?\But I get the feeling that place is too big for us right now.\What we need is the minimum amount of space to maintain our system, response:	not a huge amount of physical room.
