context: Translation: MisaEditing: KlownzieTypsetting: LaytonEncoding: denpa response:	Anime-Koi Fansubs
context: That's heavy, isn't it? Give it to me.\No, that's fine. It's like a feather.\It's okay... I'm okay.\I have to show him I can carry this by myself.\Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you would like to go to the hotel, please ride this bus! response:	Huh?
context: No, that's fine. It's like a feather.\It's okay... I'm okay.\I have to show him I can carry this by myself.\Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you would like to go to the hotel, please ride this bus!\Huh? response:	I guess this is another way to get there. Let's go, Tomoe. Hurry up!
context: It's okay... I'm okay.\I have to show him I can carry this by myself.\Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you would like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up! response:	This way, this way. Hurry!
context: I have to show him I can carry this by myself.\Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you would like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry! response:	Do you need a hand?
context: Or he'll get tired of me.\All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you would like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand? response:	It's okay. I'm a reliable person.
context: All right, let's go! The hotel is this way! Tomoe, follow me. This way, this way!\Nanami, isn't that the bus to the hotel?\If you would like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person. response:	Arrived to the hotel.
context: Nanami, isn't that the bus to the hotel?\If you would like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person.\Arrived to the hotel. response:	We're finally here! Must be a nice hotel since it choose it!
context: If you would like to go to the hotel, please ride this bus!\Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person.\Arrived to the hotel.\We're finally here! Must be a nice hotel since it choose it! response:	Nanami? Is that you?
context: Huh?\I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person.\Arrived to the hotel.\We're finally here! Must be a nice hotel since it choose it!\Nanami? Is that you? response:	Himemiko! Kotaro-kun too!
context: I guess this is another way to get there. Let's go, Tomoe. Hurry up!\This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person.\Arrived to the hotel.\We're finally here! Must be a nice hotel since it choose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too! response:	What are you doing here?
context: This way, this way. Hurry!\Do you need a hand?\It's okay. I'm a reliable person.\Arrived to the hotel.\We're finally here! Must be a nice hotel since it choose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here? response:	I came here for hot spring with Kotaro.
context: Do you need a hand?\It's okay. I'm a reliable person.\Arrived to the hotel.\We're finally here! Must be a nice hotel since it choose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here?\I came here for hot spring with Kotaro. response:	H-Hello.
context: It's okay. I'm a reliable person.\Arrived to the hotel.\We're finally here! Must be a nice hotel since it choose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here?\I came here for hot spring with Kotaro.\H-Hello. response:	So did you, guys?
context: Arrived to the hotel.\We're finally here! Must be a nice hotel since it choose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here?\I came here for hot spring with Kotaro.\H-Hello.\So did you, guys? response:	Yep! We will stay here tonight! What a happy coincidence!
context: We're finally here! Must be a nice hotel since it choose it!\Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here?\I came here for hot spring with Kotaro.\H-Hello.\So did you, guys?\Yep! We will stay here tonight! What a happy coincidence! response:	Really! Then we can enjoy the hot spring together tonight.
context: Nanami? Is that you?\Himemiko! Kotaro-kun too!\What are you doing here?\I came here for hot spring with Kotaro.\H-Hello.\So did you, guys?\Yep! We will stay here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together tonight. response:	That's good, since I can't be in there with Tomoe!
context: Himemiko! Kotaro-kun too!\What are you doing here?\I came here for hot spring with Kotaro.\H-Hello.\So did you, guys?\Yep! We will stay here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together tonight.\That's good, since I can't be in there with Tomoe! response:	That's good for you too, Tomoe! You will have Kotaro-kun to make you company.
context: What are you doing here?\I came here for hot spring with Kotaro.\H-Hello.\So did you, guys?\Yep! We will stay here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together tonight.\That's good, since I can't be in there with Tomoe!\That's good for you too, Tomoe! You will have Kotaro-kun to make you company. response:	I will go by myself.
context: I came here for hot spring with Kotaro.\H-Hello.\So did you, guys?\Yep! We will stay here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together tonight.\That's good, since I can't be in there with Tomoe!\That's good for you too, Tomoe! You will have Kotaro-kun to make you company.\I will go by myself. response:	Are you guys going to the Koiiwa too?
context: H-Hello.\So did you, guys?\Yep! We will stay here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together tonight.\That's good, since I can't be in there with Tomoe!\That's good for you too, Tomoe! You will have Kotaro-kun to make you company.\I will go by myself.\Are you guys going to the Koiiwa too? response:	The Koiiwa?
context: So did you, guys?\Yep! We will stay here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together tonight.\That's good, since I can't be in there with Tomoe!\That's good for you too, Tomoe! You will have Kotaro-kun to make you company.\I will go by myself.\Are you guys going to the Koiiwa too?\The Koiiwa? response:	There is a rock called Koiiwa. If you touch it with your partner, you will be together forever.
context: Yep! We will stay here tonight! What a happy coincidence!\Really! Then we can enjoy the hot spring together tonight.\That's good, since I can't be in there with Tomoe!\That's good for you too, Tomoe! You will have Kotaro-kun to make you company.\I will go by myself.\Are you guys going to the Koiiwa too?\The Koiiwa?\There is a rock called Koiiwa. If you touch it with your partner, you will be together forever. response:	Kotaro heard of it from the female customers.
context: Really! Then we can enjoy the hot spring together tonight.\That's good, since I can't be in there with Tomoe!\That's good for you too, Tomoe! You will have Kotaro-kun to make you company.\I will go by myself.\Are you guys going to the Koiiwa too?\The Koiiwa?\There is a rock called Koiiwa. If you touch it with your partner, you will be together forever.\Kotaro heard of it from the female customers. response:	Kotaro is working part-time at the sweets shop.
context: That's good, since I can't be in there with Tomoe!\That's good for you too, Tomoe! You will have Kotaro-kun to make you company.\I will go by myself.\Are you guys going to the Koiiwa too?\The Koiiwa?\There is a rock called Koiiwa. If you touch it with your partner, you will be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop. response:	Koiiwa, Koiiwa, Koiiwa! Blessing, Blessing, Blessing! Forever, forever, forever!
context: That's good for you too, Tomoe! You will have Kotaro-kun to make you company.\I will go by myself.\Are you guys going to the Koiiwa too?\The Koiiwa?\There is a rock called Koiiwa. If you touch it with your partner, you will be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, Blessing, Blessing! Forever, forever, forever! response:	Staying together forever?
context: I will go by myself.\Are you guys going to the Koiiwa too?\The Koiiwa?\There is a rock called Koiiwa. If you touch it with your partner, you will be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, Blessing, Blessing! Forever, forever, forever!\Staying together forever? response:	We'd planned to come this hot spring anyway, and I heard that kind was the spot for...
context: Are you guys going to the Koiiwa too?\The Koiiwa?\There is a rock called Koiiwa. If you touch it with your partner, you will be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, Blessing, Blessing! Forever, forever, forever!\Staying together forever?\We'd planned to come this hot spring anyway, and I heard that kind was the spot for... response:	That's right. I'll tighten my bonds with him.
context: The Koiiwa?\There is a rock called Koiiwa. If you touch it with your partner, you will be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, Blessing, Blessing! Forever, forever, forever!\Staying together forever?\We'd planned to come this hot spring anyway, and I heard that kind was the spot for...\That's right. I'll tighten my bonds with him. response:	We'll go! Right, Tomoe? Tomoe?
context: There is a rock called Koiiwa. If you touch it with your partner, you will be together forever.\Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, Blessing, Blessing! Forever, forever, forever!\Staying together forever?\We'd planned to come this hot spring anyway, and I heard that kind was the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe? response:	Tomoe!
context: Kotaro heard of it from the female customers.\Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, Blessing, Blessing! Forever, forever, forever!\Staying together forever?\We'd planned to come this hot spring anyway, and I heard that kind was the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe! response:	I'm not going to that superstitious place. You guys go on ahead.
context: Kotaro is working part-time at the sweets shop.\Koiiwa, Koiiwa, Koiiwa! Blessing, Blessing, Blessing! Forever, forever, forever!\Staying together forever?\We'd planned to come this hot spring anyway, and I heard that kind was the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead. response:	While you're wasting time there, I'll be enjoying the hot springs.
context: Koiiwa, Koiiwa, Koiiwa! Blessing, Blessing, Blessing! Forever, forever, forever!\Staying together forever?\We'd planned to come this hot spring anyway, and I heard that kind was the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs. response:	It won't work if we don't touch the rock together, so we are going.
context: Staying together forever?\We'd planned to come this hot spring anyway, and I heard that kind was the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we are going. response:	We came all the way here, so we are going.
context: We'd planned to come this hot spring anyway, and I heard that kind was the spot for...\That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we are going.\We came all the way here, so we are going. response:	The hot springs will feel better after some exercise, so we are going.
context: That's right. I'll tighten my bonds with him.\We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we are going.\We came all the way here, so we are going.\The hot springs will feel better after some exercise, so we are going. response:	Okay...
context: We'll go! Right, Tomoe? Tomoe?\Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we are going.\We came all the way here, so we are going.\The hot springs will feel better after some exercise, so we are going.\Okay... response:	Please keep an eye on our baggage!
context: Tomoe!\I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we are going.\We came all the way here, so we are going.\The hot springs will feel better after some exercise, so we are going.\Okay...\Please keep an eye on our baggage! response:	Have fun!
context: I'm not going to that superstitious place. You guys go on ahead.\While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we are going.\We came all the way here, so we are going.\The hot springs will feel better after some exercise, so we are going.\Okay...\Please keep an eye on our baggage!\Have fun! response:	The Koiiwa is just a little walk away from the hotel.
context: While you're wasting time there, I'll be enjoying the hot springs.\It won't work if we don't touch the rock together, so we are going.\We came all the way here, so we are going.\The hot springs will feel better after some exercise, so we are going.\Okay...\Please keep an eye on our baggage!\Have fun!\The Koiiwa is just a little walk away from the hotel. response:	Oh! I found a sign.
context: It won't work if we don't touch the rock together, so we are going.\We came all the way here, so we are going.\The hot springs will feel better after some exercise, so we are going.\Okay...\Please keep an eye on our baggage!\Have fun!\The Koiiwa is just a little walk away from the hotel.\Oh! I found a sign. response:	I guess we'll follow it.
context: We came all the way here, so we are going.\The hot springs will feel better after some exercise, so we are going.\Okay...\Please keep an eye on our baggage!\Have fun!\The Koiiwa is just a little walk away from the hotel.\Oh! I found a sign.\I guess we'll follow it. response:	The slope isn't that steep, so a mile shouldn't be that much work.
context: The hot springs will feel better after some exercise, so we are going.\Okay...\Please keep an eye on our baggage!\Have fun!\The Koiiwa is just a little walk away from the hotel.\Oh! I found a sign.\I guess we'll follow it.\The slope isn't that steep, so a mile shouldn't be that much work. response:	Let's go! Tomoe, Tomoe!
context: Okay...\Please keep an eye on our baggage!\Have fun!\The Koiiwa is just a little walk away from the hotel.\Oh! I found a sign.\I guess we'll follow it.\The slope isn't that steep, so a mile shouldn't be that much work.\Let's go! Tomoe, Tomoe! response:	The weather feels great!
context: Please keep an eye on our baggage!\Have fun!\The Koiiwa is just a little walk away from the hotel.\Oh! I found a sign.\I guess we'll follow it.\The slope isn't that steep, so a mile shouldn't be that much work.\Let's go! Tomoe, Tomoe!\The weather feels great! response:	Tomoe, I wonder what the Koiiwa looks like!
context: Have fun!\The Koiiwa is just a little walk away from the hotel.\Oh! I found a sign.\I guess we'll follow it.\The slope isn't that steep, so a mile shouldn't be that much work.\Let's go! Tomoe, Tomoe!\The weather feels great!\Tomoe, I wonder what the Koiiwa looks like! response:	Enough about that... So you ended up bringing that big bag?
context: The Koiiwa is just a little walk away from the hotel.\Oh! I found a sign.\I guess we'll follow it.\The slope isn't that steep, so a mile shouldn't be that much work.\Let's go! Tomoe, Tomoe!\The weather feels great!\Tomoe, I wonder what the Koiiwa looks like!\Enough about that... So you ended up bringing that big bag? response:	That's right! Look, I brought snacks and stuff just in case.
context: Oh! I found a sign.\I guess we'll follow it.\The slope isn't that steep, so a mile shouldn't be that much work.\Let's go! Tomoe, Tomoe!\The weather feels great!\Tomoe, I wonder what the Koiiwa looks like!\Enough about that... So you ended up bringing that big bag?\That's right! Look, I brought snacks and stuff just in case. response:	Let's eat once we get there. And I got caramel too! So if we get tired,
context: I guess we'll follow it.\The slope isn't that steep, so a mile shouldn't be that much work.\Let's go! Tomoe, Tomoe!\The weather feels great!\Tomoe, I wonder what the Koiiwa looks like!\Enough about that... So you ended up bringing that big bag?\That's right! Look, I brought snacks and stuff just in case.\Let's eat once we get there. And I got caramel too! So if we get tired, response:	we can have a midway sweet.
context: The slope isn't that steep, so a mile shouldn't be that much work.\Let's go! Tomoe, Tomoe!\The weather feels great!\Tomoe, I wonder what the Koiiwa looks like!\Enough about that... So you ended up bringing that big bag?\That's right! Look, I brought snacks and stuff just in case.\Let's eat once we get there. And I got caramel too! So if we get tired,\we can have a midway sweet. response:	I'm well prepared, aren't I? Want some?
context: Let's go! Tomoe, Tomoe!\The weather feels great!\Tomoe, I wonder what the Koiiwa looks like!\Enough about that... So you ended up bringing that big bag?\That's right! Look, I brought snacks and stuff just in case.\Let's eat once we get there. And I got caramel too! So if we get tired,\we can have a midway sweet.\I'm well prepared, aren't I? Want some? response:	No, I'm okay.
context: The weather feels great!\Tomoe, I wonder what the Koiiwa looks like!\Enough about that... So you ended up bringing that big bag?\That's right! Look, I brought snacks and stuff just in case.\Let's eat once we get there. And I got caramel too! So if we get tired,\we can have a midway sweet.\I'm well prepared, aren't I? Want some?\No, I'm okay. response:	Tomoe is clearly impressed. Thank goodness I worked so hard.
context: Tomoe, I wonder what the Koiiwa looks like!\Enough about that... So you ended up bringing that big bag?\That's right! Look, I brought snacks and stuff just in case.\Let's eat once we get there. And I got caramel too! So if we get tired,\we can have a midway sweet.\I'm well prepared, aren't I? Want some?\No, I'm okay.\Tomoe is clearly impressed. Thank goodness I worked so hard. response:	This is starting to look like a mountain path...
context: Enough about that... So you ended up bringing that big bag?\That's right! Look, I brought snacks and stuff just in case.\Let's eat once we get there. And I got caramel too! So if we get tired,\we can have a midway sweet.\I'm well prepared, aren't I? Want some?\No, I'm okay.\Tomoe is clearly impressed. Thank goodness I worked so hard.\This is starting to look like a mountain path... response:	Are you okay, Himemiko-chan?
context: That's right! Look, I brought snacks and stuff just in case.\Let's eat once we get there. And I got caramel too! So if we get tired,\we can have a midway sweet.\I'm well prepared, aren't I? Want some?\No, I'm okay.\Tomoe is clearly impressed. Thank goodness I worked so hard.\This is starting to look like a mountain path...\Are you okay, Himemiko-chan? response:	I'm okay.
context: Let's eat once we get there. And I got caramel too! So if we get tired,\we can have a midway sweet.\I'm well prepared, aren't I? Want some?\No, I'm okay.\Tomoe is clearly impressed. Thank goodness I worked so hard.\This is starting to look like a mountain path...\Are you okay, Himemiko-chan?\I'm okay. response:	Let's go then.
context: we can have a midway sweet.\I'm well prepared, aren't I? Want some?\No, I'm okay.\Tomoe is clearly impressed. Thank goodness I worked so hard.\This is starting to look like a mountain path...\Are you okay, Himemiko-chan?\I'm okay.\Let's go then. response:	Yep.
context: I'm well prepared, aren't I? Want some?\No, I'm okay.\Tomoe is clearly impressed. Thank goodness I worked so hard.\This is starting to look like a mountain path...\Are you okay, Himemiko-chan?\I'm okay.\Let's go then.\Yep. response:	Be careful, Himemiko. There's a root over there.
context: No, I'm okay.\Tomoe is clearly impressed. Thank goodness I worked so hard.\This is starting to look like a mountain path...\Are you okay, Himemiko-chan?\I'm okay.\Let's go then.\Yep.\Be careful, Himemiko. There's a root over there. response:	Okay.
context: Tomoe is clearly impressed. Thank goodness I worked so hard.\This is starting to look like a mountain path...\Are you okay, Himemiko-chan?\I'm okay.\Let's go then.\Yep.\Be careful, Himemiko. There's a root over there.\Okay. response:	I'm glad those two are doing well.
context: This is starting to look like a mountain path...\Are you okay, Himemiko-chan?\I'm okay.\Let's go then.\Yep.\Be careful, Himemiko. There's a root over there.\Okay.\I'm glad those two are doing well. response:	Nanami, give me your hand.
context: Are you okay, Himemiko-chan?\I'm okay.\Let's go then.\Yep.\Be careful, Himemiko. There's a root over there.\Okay.\I'm glad those two are doing well.\Nanami, give me your hand. response:	I'm fine! I'm as good as it gets.
context: I'm okay.\Let's go then.\Yep.\Be careful, Himemiko. There's a root over there.\Okay.\I'm glad those two are doing well.\Nanami, give me your hand.\I'm fine! I'm as good as it gets. response:	Let's go!
context: Let's go then.\Yep.\Be careful, Himemiko. There's a root over there.\Okay.\I'm glad those two are doing well.\Nanami, give me your hand.\I'm fine! I'm as good as it gets.\Let's go! response:	Himemiko-chan, It's steep here.
context: Yep.\Be careful, Himemiko. There's a root over there.\Okay.\I'm glad those two are doing well.\Nanami, give me your hand.\I'm fine! I'm as good as it gets.\Let's go!\Himemiko-chan, It's steep here. response:	It's getting enjoyable now.
context: Be careful, Himemiko. There's a root over there.\Okay.\I'm glad those two are doing well.\Nanami, give me your hand.\I'm fine! I'm as good as it gets.\Let's go!\Himemiko-chan, It's steep here.\It's getting enjoyable now. response:	If you're gonna keep on grabbing my hands like this, then I wanna climb even more.
context: Okay.\I'm glad those two are doing well.\Nanami, give me your hand.\I'm fine! I'm as good as it gets.\Let's go!\Himemiko-chan, It's steep here.\It's getting enjoyable now.\If you're gonna keep on grabbing my hands like this, then I wanna climb even more. response:	It's getting steeper, so be careful.
context: I'm glad those two are doing well.\Nanami, give me your hand.\I'm fine! I'm as good as it gets.\Let's go!\Himemiko-chan, It's steep here.\It's getting enjoyable now.\If you're gonna keep on grabbing my hands like this, then I wanna climb even more.\It's getting steeper, so be careful. response:	This is getting really hard.
context: Nanami, give me your hand.\I'm fine! I'm as good as it gets.\Let's go!\Himemiko-chan, It's steep here.\It's getting enjoyable now.\If you're gonna keep on grabbing my hands like this, then I wanna climb even more.\It's getting steeper, so be careful.\This is getting really hard. response:	Will you make it there with those shoes?
context: I'm fine! I'm as good as it gets.\Let's go!\Himemiko-chan, It's steep here.\It's getting enjoyable now.\If you're gonna keep on grabbing my hands like this, then I wanna climb even more.\It's getting steeper, so be careful.\This is getting really hard.\Will you make it there with those shoes? response:	Yeah, they're perfect for this.
context: Let's go!\Himemiko-chan, It's steep here.\It's getting enjoyable now.\If you're gonna keep on grabbing my hands like this, then I wanna climb even more.\It's getting steeper, so be careful.\This is getting really hard.\Will you make it there with those shoes?\Yeah, they're perfect for this. response:	I left the sneakers in my other bag.
context: Himemiko-chan, It's steep here.\It's getting enjoyable now.\If you're gonna keep on grabbing my hands like this, then I wanna climb even more.\It's getting steeper, so be careful.\This is getting really hard.\Will you make it there with those shoes?\Yeah, they're perfect for this.\I left the sneakers in my other bag. response:	Here.
context: It's getting enjoyable now.\If you're gonna keep on grabbing my hands like this, then I wanna climb even more.\It's getting steeper, so be careful.\This is getting really hard.\Will you make it there with those shoes?\Yeah, they're perfect for this.\I left the sneakers in my other bag.\Here. response:	I'm all right, I'm telling you!
context: If you're gonna keep on grabbing my hands like this, then I wanna climb even more.\It's getting steeper, so be careful.\This is getting really hard.\Will you make it there with those shoes?\Yeah, they're perfect for this.\I left the sneakers in my other bag.\Here.\I'm all right, I'm telling you! response:	If I let him help me now, he'll think I'm useless again.
context: It's getting steeper, so be careful.\This is getting really hard.\Will you make it there with those shoes?\Yeah, they're perfect for this.\I left the sneakers in my other bag.\Here.\I'm all right, I'm telling you!\If I let him help me now, he'll think I'm useless again. response:	Nanami!
context: This is getting really hard.\Will you make it there with those shoes?\Yeah, they're perfect for this.\I left the sneakers in my other bag.\Here.\I'm all right, I'm telling you!\If I let him help me now, he'll think I'm useless again.\Nanami! response:	See? I'm okay.
context: Will you make it there with those shoes?\Yeah, they're perfect for this.\I left the sneakers in my other bag.\Here.\I'm all right, I'm telling you!\If I let him help me now, he'll think I'm useless again.\Nanami!\See? I'm okay. response:	Aren't you pushing yourself too hard today?
context: Yeah, they're perfect for this.\I left the sneakers in my other bag.\Here.\I'm all right, I'm telling you!\If I let him help me now, he'll think I'm useless again.\Nanami!\See? I'm okay.\Aren't you pushing yourself too hard today? response:	What're you talking about? Not at all!
context: I left the sneakers in my other bag.\Here.\I'm all right, I'm telling you!\If I let him help me now, he'll think I'm useless again.\Nanami!\See? I'm okay.\Aren't you pushing yourself too hard today?\What're you talking about? Not at all! response:	Let's go quickly and touch the Koiiwa.
context: Here.\I'm all right, I'm telling you!\If I let him help me now, he'll think I'm useless again.\Nanami!\See? I'm okay.\Aren't you pushing yourself too hard today?\What're you talking about? Not at all!\Let's go quickly and touch the Koiiwa. response:	The signs says 10 more meters.
context: I'm all right, I'm telling you!\If I let him help me now, he'll think I'm useless again.\Nanami!\See? I'm okay.\Aren't you pushing yourself too hard today?\What're you talking about? Not at all!\Let's go quickly and touch the Koiiwa.\The signs says 10 more meters. response:	Look! It's pretty close now.
context: If I let him help me now, he'll think I'm useless again.\Nanami!\See? I'm okay.\Aren't you pushing yourself too hard today?\What're you talking about? Not at all!\Let's go quickly and touch the Koiiwa.\The signs says 10 more meters.\Look! It's pretty close now. response:	Thank goodness. I lasted enough.
context: Nanami!\See? I'm okay.\Aren't you pushing yourself too hard today?\What're you talking about? Not at all!\Let's go quickly and touch the Koiiwa.\The signs says 10 more meters.\Look! It's pretty close now.\Thank goodness. I lasted enough. response:	What?
context: See? I'm okay.\Aren't you pushing yourself too hard today?\What're you talking about? Not at all!\Let's go quickly and touch the Koiiwa.\The signs says 10 more meters.\Look! It's pretty close now.\Thank goodness. I lasted enough.\What? response:	There is a very steep cliff in front of them.
context: Aren't you pushing yourself too hard today?\What're you talking about? Not at all!\Let's go quickly and touch the Koiiwa.\The signs says 10 more meters.\Look! It's pretty close now.\Thank goodness. I lasted enough.\What?\There is a very steep cliff in front of them. response:	Do we have to climb this?
context: What're you talking about? Not at all!\Let's go quickly and touch the Koiiwa.\The signs says 10 more meters.\Look! It's pretty close now.\Thank goodness. I lasted enough.\What?\There is a very steep cliff in front of them.\Do we have to climb this? response:	That's enough. Let's go back, Nanami.
context: Let's go quickly and touch the Koiiwa.\The signs says 10 more meters.\Look! It's pretty close now.\Thank goodness. I lasted enough.\What?\There is a very steep cliff in front of them.\Do we have to climb this?\That's enough. Let's go back, Nanami. response:	You can't do this in that outfit. Let's go back.
context: The signs says 10 more meters.\Look! It's pretty close now.\Thank goodness. I lasted enough.\What?\There is a very steep cliff in front of them.\Do we have to climb this?\That's enough. Let's go back, Nanami.\You can't do this in that outfit. Let's go back. response:	It's fine. I can use this and climb up, right?
context: Look! It's pretty close now.\Thank goodness. I lasted enough.\What?\There is a very steep cliff in front of them.\Do we have to climb this?\That's enough. Let's go back, Nanami.\You can't do this in that outfit. Let's go back.\It's fine. I can use this and climb up, right? response:	That's enough! Do you really have to do all that?
context: Thank goodness. I lasted enough.\What?\There is a very steep cliff in front of them.\Do we have to climb this?\That's enough. Let's go back, Nanami.\You can't do this in that outfit. Let's go back.\It's fine. I can use this and climb up, right?\That's enough! Do you really have to do all that? response:	We came here for hot spring! There's no need to go to such a remote place.
context: What?\There is a very steep cliff in front of them.\Do we have to climb this?\That's enough. Let's go back, Nanami.\You can't do this in that outfit. Let's go back.\It's fine. I can use this and climb up, right?\That's enough! Do you really have to do all that?\We came here for hot spring! There's no need to go to such a remote place. response:	There is! I want to touch the Koiiwa with you and have an eternal bond!
context: There is a very steep cliff in front of them.\Do we have to climb this?\That's enough. Let's go back, Nanami.\You can't do this in that outfit. Let's go back.\It's fine. I can use this and climb up, right?\That's enough! Do you really have to do all that?\We came here for hot spring! There's no need to go to such a remote place.\There is! I want to touch the Koiiwa with you and have an eternal bond! response:	Fine. Climb up then. I'll help you from down here.
context: Do we have to climb this?\That's enough. Let's go back, Nanami.\You can't do this in that outfit. Let's go back.\It's fine. I can use this and climb up, right?\That's enough! Do you really have to do all that?\We came here for hot spring! There's no need to go to such a remote place.\There is! I want to touch the Koiiwa with you and have an eternal bond!\Fine. Climb up then. I'll help you from down here. response:	No! Don't help me! I can go by myself!
context: That's enough. Let's go back, Nanami.\You can't do this in that outfit. Let's go back.\It's fine. I can use this and climb up, right?\That's enough! Do you really have to do all that?\We came here for hot spring! There's no need to go to such a remote place.\There is! I want to touch the Koiiwa with you and have an eternal bond!\Fine. Climb up then. I'll help you from down here.\No! Don't help me! I can go by myself! response:	I can do this...
context: You can't do this in that outfit. Let's go back.\It's fine. I can use this and climb up, right?\That's enough! Do you really have to do all that?\We came here for hot spring! There's no need to go to such a remote place.\There is! I want to touch the Koiiwa with you and have an eternal bond!\Fine. Climb up then. I'll help you from down here.\No! Don't help me! I can go by myself!\I can do this... response:	As long as I am her familiar...
context: It's fine. I can use this and climb up, right?\That's enough! Do you really have to do all that?\We came here for hot spring! There's no need to go to such a remote place.\There is! I want to touch the Koiiwa with you and have an eternal bond!\Fine. Climb up then. I'll help you from down here.\No! Don't help me! I can go by myself!\I can do this...\As long as I am her familiar... response:	I don't want to disappoint him.
context: That's enough! Do you really have to do all that?\We came here for hot spring! There's no need to go to such a remote place.\There is! I want to touch the Koiiwa with you and have an eternal bond!\Fine. Climb up then. I'll help you from down here.\No! Don't help me! I can go by myself!\I can do this...\As long as I am her familiar...\I don't want to disappoint him. response:	Nanami.
