context: They said they got a fiefdom, response:	so I was expecting, well, you know.
context: with a dubious background!\We're going home.\Saito is not dubious!\He is a real nobleman!\He received this land as a reward\from Her Majesty for saving His Holiness!\I don't care, we're leaving!\Please wait! response:	Elder sister...
context: We're going home.\Saito is not dubious!\He is a real nobleman!\He received this land as a reward\from Her Majesty for saving His Holiness!\I don't care, we're leaving!\Please wait!\Elder sister... response:	You have no business calling me your sister.
context: Saito is not dubious!\He is a real nobleman!\He received this land as a reward\from Her Majesty for saving His Holiness!\I don't care, we're leaving!\Please wait!\Elder sister...\You have no business calling me your sister. response:	Maybe not now.
context: He is a real nobleman!\He received this land as a reward\from Her Majesty for saving His Holiness!\I don't care, we're leaving!\Please wait!\Elder sister...\You have no business calling me your sister.\Maybe not now. response:	But I plan on visiting your mother and father
context: He received this land as a reward\from Her Majesty for saving His Holiness!\I don't care, we're leaving!\Please wait!\Elder sister...\You have no business calling me your sister.\Maybe not now.\But I plan on visiting your mother and father response:	in the near future.
context: from Her Majesty for saving His Holiness!\I don't care, we're leaving!\Please wait!\Elder sister...\You have no business calling me your sister.\Maybe not now.\But I plan on visiting your mother and father\in the near future. response:	I'm gonna make Louise happy!
context: I don't care, we're leaving!\Please wait!\Elder sister...\You have no business calling me your sister.\Maybe not now.\But I plan on visiting your mother and father\in the near future.\I'm gonna make Louise happy! response:	I mean, I will make her happy!
context: Please wait!\Elder sister...\You have no business calling me your sister.\Maybe not now.\But I plan on visiting your mother and father\in the near future.\I'm gonna make Louise happy!\I mean, I will make her happy! response:	Saito...
context: Elder sister...\You have no business calling me your sister.\Maybe not now.\But I plan on visiting your mother and father\in the near future.\I'm gonna make Louise happy!\I mean, I will make her happy!\Saito... response:	There is no way a daughter of Valliere
context: You have no business calling me your sister.\Maybe not now.\But I plan on visiting your mother and father\in the near future.\I'm gonna make Louise happy!\I mean, I will make her happy!\Saito...\There is no way a daughter of Valliere response:	is going to get married to a
context: Maybe not now.\But I plan on visiting your mother and father\in the near future.\I'm gonna make Louise happy!\I mean, I will make her happy!\Saito...\There is no way a daughter of Valliere\is going to get married to a response:	faux-nobleman who can't even speak properly.
context: But I plan on visiting your mother and father\in the near future.\I'm gonna make Louise happy!\I mean, I will make her happy!\Saito...\There is no way a daughter of Valliere\is going to get married to a\faux-nobleman who can't even speak properly. response:	Th-Then...
context: in the near future.\I'm gonna make Louise happy!\I mean, I will make her happy!\Saito...\There is no way a daughter of Valliere\is going to get married to a\faux-nobleman who can't even speak properly.\Th-Then... response:	I will make Saito into a proper nobleman!
context: I'm gonna make Louise happy!\I mean, I will make her happy!\Saito...\There is no way a daughter of Valliere\is going to get married to a\faux-nobleman who can't even speak properly.\Th-Then...\I will make Saito into a proper nobleman! response:	If he was a nobleman who you could take to any court,
context: I mean, I will make her happy!\Saito...\There is no way a daughter of Valliere\is going to get married to a\faux-nobleman who can't even speak properly.\Th-Then...\I will make Saito into a proper nobleman!\If he was a nobleman who you could take to any court, response:	there'd be no problem, right, Eleanor?
context: Saito...\There is no way a daughter of Valliere\is going to get married to a\faux-nobleman who can't even speak properly.\Th-Then...\I will make Saito into a proper nobleman!\If he was a nobleman who you could take to any court,\there'd be no problem, right, Eleanor? response:	You'll never take no for an answer.
context: There is no way a daughter of Valliere\is going to get married to a\faux-nobleman who can't even speak properly.\Th-Then...\I will make Saito into a proper nobleman!\If he was a nobleman who you could take to any court,\there'd be no problem, right, Eleanor?\You'll never take no for an answer. response:	Fine.
context: is going to get married to a\faux-nobleman who can't even speak properly.\Th-Then...\I will make Saito into a proper nobleman!\If he was a nobleman who you could take to any court,\there'd be no problem, right, Eleanor?\You'll never take no for an answer.\Fine. response:	Cram the proper behavior for a nobleman
context: faux-nobleman who can't even speak properly.\Th-Then...\I will make Saito into a proper nobleman!\If he was a nobleman who you could take to any court,\there'd be no problem, right, Eleanor?\You'll never take no for an answer.\Fine.\Cram the proper behavior for a nobleman response:	into his head before I return.
context: Th-Then...\I will make Saito into a proper nobleman!\If he was a nobleman who you could take to any court,\there'd be no problem, right, Eleanor?\You'll never take no for an answer.\Fine.\Cram the proper behavior for a nobleman\into his head before I return. response:	If I'm not satisfied, you're coming straight home with me!
context: I will make Saito into a proper nobleman!\If he was a nobleman who you could take to any court,\there'd be no problem, right, Eleanor?\You'll never take no for an answer.\Fine.\Cram the proper behavior for a nobleman\into his head before I return.\If I'm not satisfied, you're coming straight home with me! response:	Is that understood, Louise?
context: If he was a nobleman who you could take to any court,\there'd be no problem, right, Eleanor?\You'll never take no for an answer.\Fine.\Cram the proper behavior for a nobleman\into his head before I return.\If I'm not satisfied, you're coming straight home with me!\Is that understood, Louise? response:	Perfectly.
context: there'd be no problem, right, Eleanor?\You'll never take no for an answer.\Fine.\Cram the proper behavior for a nobleman\into his head before I return.\If I'm not satisfied, you're coming straight home with me!\Is that understood, Louise?\Perfectly. response:	Looks like she hates me.
context: You'll never take no for an answer.\Fine.\Cram the proper behavior for a nobleman\into his head before I return.\If I'm not satisfied, you're coming straight home with me!\Is that understood, Louise?\Perfectly.\Looks like she hates me. response:	Wh-What was that for?
context: Fine.\Cram the proper behavior for a nobleman\into his head before I return.\If I'm not satisfied, you're coming straight home with me!\Is that understood, Louise?\Perfectly.\Looks like she hates me.\Wh-What was that for? response:	You mean, Please teach me proper manners
context: Cram the proper behavior for a nobleman\into his head before I return.\If I'm not satisfied, you're coming straight home with me!\Is that understood, Louise?\Perfectly.\Looks like she hates me.\Wh-What was that for?\You mean, Please teach me proper manners response:	from the ground up.
context: into his head before I return.\If I'm not satisfied, you're coming straight home with me!\Is that understood, Louise?\Perfectly.\Looks like she hates me.\Wh-What was that for?\You mean, Please teach me proper manners\from the ground up. response:	Go.
context: If I'm not satisfied, you're coming straight home with me!\Is that understood, Louise?\Perfectly.\Looks like she hates me.\Wh-What was that for?\You mean, Please teach me proper manners\from the ground up.\Go. response:	We're starting already?
context: Is that understood, Louise?\Perfectly.\Looks like she hates me.\Wh-What was that for?\You mean, Please teach me proper manners\from the ground up.\Go.\We're starting already? response:	What do you think?
context: Perfectly.\Looks like she hates me.\Wh-What was that for?\You mean, Please teach me proper manners\from the ground up.\Go.\We're starting already?\What do you think? response:	I'm going to make you noble, from top to bottom.
context: Looks like she hates me.\Wh-What was that for?\You mean, Please teach me proper manners\from the ground up.\Go.\We're starting already?\What do you think?\I'm going to make you noble, from top to bottom. response:	Nobody's going to be able to
context: Wh-What was that for?\You mean, Please teach me proper manners\from the ground up.\Go.\We're starting already?\What do you think?\I'm going to make you noble, from top to bottom.\Nobody's going to be able to response:	raise a single complaint against you.
context: You mean, Please teach me proper manners\from the ground up.\Go.\We're starting already?\What do you think?\I'm going to make you noble, from top to bottom.\Nobody's going to be able to\raise a single complaint against you. response:	How many times do I have to tell you?
context: from the ground up.\Go.\We're starting already?\What do you think?\I'm going to make you noble, from top to bottom.\Nobody's going to be able to\raise a single complaint against you.\How many times do I have to tell you? response:	You bow like this.
context: Go.\We're starting already?\What do you think?\I'm going to make you noble, from top to bottom.\Nobody's going to be able to\raise a single complaint against you.\How many times do I have to tell you?\You bow like this. response:	Now you try.
context: We're starting already?\What do you think?\I'm going to make you noble, from top to bottom.\Nobody's going to be able to\raise a single complaint against you.\How many times do I have to tell you?\You bow like this.\Now you try. response:	No, no, no!
context: What do you think?\I'm going to make you noble, from top to bottom.\Nobody's going to be able to\raise a single complaint against you.\How many times do I have to tell you?\You bow like this.\Now you try.\No, no, no! response:	May I have the pleasure of this dance?
context: I'm going to make you noble, from top to bottom.\Nobody's going to be able to\raise a single complaint against you.\How many times do I have to tell you?\You bow like this.\Now you try.\No, no, no!\May I have the pleasure of this dance? response:	The way you extend your hand is common.
context: Nobody's going to be able to\raise a single complaint against you.\How many times do I have to tell you?\You bow like this.\Now you try.\No, no, no!\May I have the pleasure of this dance?\The way you extend your hand is common. response:	The way I extend my hand?
context: raise a single complaint against you.\How many times do I have to tell you?\You bow like this.\Now you try.\No, no, no!\May I have the pleasure of this dance?\The way you extend your hand is common.\The way I extend my hand? response:	Walk slower.
context: How many times do I have to tell you?\You bow like this.\Now you try.\No, no, no!\May I have the pleasure of this dance?\The way you extend your hand is common.\The way I extend my hand?\Walk slower. response:	Like this?
context: You bow like this.\Now you try.\No, no, no!\May I have the pleasure of this dance?\The way you extend your hand is common.\The way I extend my hand?\Walk slower.\Like this? response:	You're not a cow!
context: Now you try.\No, no, no!\May I have the pleasure of this dance?\The way you extend your hand is common.\The way I extend my hand?\Walk slower.\Like this?\You're not a cow! response:	Moo.
context: No, no, no!\May I have the pleasure of this dance?\The way you extend your hand is common.\The way I extend my hand?\Walk slower.\Like this?\You're not a cow!\Moo. response:	Stop screwing around!
context: May I have the pleasure of this dance?\The way you extend your hand is common.\The way I extend my hand?\Walk slower.\Like this?\You're not a cow!\Moo.\Stop screwing around! response:	And stop mooing!
context: The way you extend your hand is common.\The way I extend my hand?\Walk slower.\Like this?\You're not a cow!\Moo.\Stop screwing around!\And stop mooing! response:	Are you really going back?
context: The way I extend my hand?\Walk slower.\Like this?\You're not a cow!\Moo.\Stop screwing around!\And stop mooing!\Are you really going back? response:	Yeah. I was planning on staying over,
context: Walk slower.\Like this?\You're not a cow!\Moo.\Stop screwing around!\And stop mooing!\Are you really going back?\Yeah. I was planning on staying over, response:	but it looks like they're quite busy.
context: Like this?\You're not a cow!\Moo.\Stop screwing around!\And stop mooing!\Are you really going back?\Yeah. I was planning on staying over,\but it looks like they're quite busy. response:	And we did get the grand tour of the place already.
context: You're not a cow!\Moo.\Stop screwing around!\And stop mooing!\Are you really going back?\Yeah. I was planning on staying over,\but it looks like they're quite busy.\And we did get the grand tour of the place already. response:	But isn't it too late to leave now?
context: Moo.\Stop screwing around!\And stop mooing!\Are you really going back?\Yeah. I was planning on staying over,\but it looks like they're quite busy.\And we did get the grand tour of the place already.\But isn't it too late to leave now? response:	I'll take you back.
context: Stop screwing around!\And stop mooing!\Are you really going back?\Yeah. I was planning on staying over,\but it looks like they're quite busy.\And we did get the grand tour of the place already.\But isn't it too late to leave now?\I'll take you back. response:	We might as well take her up on the offer.
context: And stop mooing!\Are you really going back?\Yeah. I was planning on staying over,\but it looks like they're quite busy.\And we did get the grand tour of the place already.\But isn't it too late to leave now?\I'll take you back.\We might as well take her up on the offer. response:	Thanks a lot, Tabitha.
context: Are you really going back?\Yeah. I was planning on staying over,\but it looks like they're quite busy.\And we did get the grand tour of the place already.\But isn't it too late to leave now?\I'll take you back.\We might as well take her up on the offer.\Thanks a lot, Tabitha. response:	Siesta, tell those two we said bye!
context: Yeah. I was planning on staying over,\but it looks like they're quite busy.\And we did get the grand tour of the place already.\But isn't it too late to leave now?\I'll take you back.\We might as well take her up on the offer.\Thanks a lot, Tabitha.\Siesta, tell those two we said bye! response:	No, no, no!
context: but it looks like they're quite busy.\And we did get the grand tour of the place already.\But isn't it too late to leave now?\I'll take you back.\We might as well take her up on the offer.\Thanks a lot, Tabitha.\Siesta, tell those two we said bye!\No, no, no! response:	You're doing it all wrong!
context: And we did get the grand tour of the place already.\But isn't it too late to leave now?\I'll take you back.\We might as well take her up on the offer.\Thanks a lot, Tabitha.\Siesta, tell those two we said bye!\No, no, no!\You're doing it all wrong! response:	You've got absolutely no class!
context: But isn't it too late to leave now?\I'll take you back.\We might as well take her up on the offer.\Thanks a lot, Tabitha.\Siesta, tell those two we said bye!\No, no, no!\You're doing it all wrong!\You've got absolutely no class! response:	Start from the beginning.
context: I'll take you back.\We might as well take her up on the offer.\Thanks a lot, Tabitha.\Siesta, tell those two we said bye!\No, no, no!\You're doing it all wrong!\You've got absolutely no class!\Start from the beginning. response:	Did you hear me?
context: We might as well take her up on the offer.\Thanks a lot, Tabitha.\Siesta, tell those two we said bye!\No, no, no!\You're doing it all wrong!\You've got absolutely no class!\Start from the beginning.\Did you hear me? response:	Do it again!
context: Thanks a lot, Tabitha.\Siesta, tell those two we said bye!\No, no, no!\You're doing it all wrong!\You've got absolutely no class!\Start from the beginning.\Did you hear me?\Do it again! response:	I'm done.
context: Siesta, tell those two we said bye!\No, no, no!\You're doing it all wrong!\You've got absolutely no class!\Start from the beginning.\Did you hear me?\Do it again!\I'm done. response:	What?
context: No, no, no!\You're doing it all wrong!\You've got absolutely no class!\Start from the beginning.\Did you hear me?\Do it again!\I'm done.\What? response:	I said I'm done.
context: You're doing it all wrong!\You've got absolutely no class!\Start from the beginning.\Did you hear me?\Do it again!\I'm done.\What?\I said I'm done. response:	I mean, it's weird that you're trying to change my nature.
context: You've got absolutely no class!\Start from the beginning.\Did you hear me?\Do it again!\I'm done.\What?\I said I'm done.\I mean, it's weird that you're trying to change my nature. response:	But my sister, Eleanor...
context: Start from the beginning.\Did you hear me?\Do it again!\I'm done.\What?\I said I'm done.\I mean, it's weird that you're trying to change my nature.\But my sister, Eleanor... response:	Who's going to live with me?
context: Did you hear me?\Do it again!\I'm done.\What?\I said I'm done.\I mean, it's weird that you're trying to change my nature.\But my sister, Eleanor...\Who's going to live with me? response:	Not your sister, Eleanor.
context: Do it again!\I'm done.\What?\I said I'm done.\I mean, it's weird that you're trying to change my nature.\But my sister, Eleanor...\Who's going to live with me?\Not your sister, Eleanor. response:	I don't want anybody to make fun of you!
context: I'm done.\What?\I said I'm done.\I mean, it's weird that you're trying to change my nature.\But my sister, Eleanor...\Who's going to live with me?\Not your sister, Eleanor.\I don't want anybody to make fun of you! response:	I don't care if people make fun of me.
context: What?\I said I'm done.\I mean, it's weird that you're trying to change my nature.\But my sister, Eleanor...\Who's going to live with me?\Not your sister, Eleanor.\I don't want anybody to make fun of you!\I don't care if people make fun of me. response:	But there's no reason we have
context: I said I'm done.\I mean, it's weird that you're trying to change my nature.\But my sister, Eleanor...\Who's going to live with me?\Not your sister, Eleanor.\I don't want anybody to make fun of you!\I don't care if people make fun of me.\But there's no reason we have response:	to go that far just to live together.
context: I mean, it's weird that you're trying to change my nature.\But my sister, Eleanor...\Who's going to live with me?\Not your sister, Eleanor.\I don't want anybody to make fun of you!\I don't care if people make fun of me.\But there's no reason we have\to go that far just to live together. response:	Just do it.
context: But my sister, Eleanor...\Who's going to live with me?\Not your sister, Eleanor.\I don't want anybody to make fun of you!\I don't care if people make fun of me.\But there's no reason we have\to go that far just to live together.\Just do it. response:	If you want to be with me,
context: Who's going to live with me?\Not your sister, Eleanor.\I don't want anybody to make fun of you!\I don't care if people make fun of me.\But there's no reason we have\to go that far just to live together.\Just do it.\If you want to be with me, response:	you need to act like a nobleman.
context: Not your sister, Eleanor.\I don't want anybody to make fun of you!\I don't care if people make fun of me.\But there's no reason we have\to go that far just to live together.\Just do it.\If you want to be with me,\you need to act like a nobleman. response:	At this rate, I'll be taken home.
context: I don't want anybody to make fun of you!\I don't care if people make fun of me.\But there's no reason we have\to go that far just to live together.\Just do it.\If you want to be with me,\you need to act like a nobleman.\At this rate, I'll be taken home. response:	What are you talking about?
context: I don't care if people make fun of me.\But there's no reason we have\to go that far just to live together.\Just do it.\If you want to be with me,\you need to act like a nobleman.\At this rate, I'll be taken home.\What are you talking about? response:	Are you saying your sister's opinion
context: But there's no reason we have\to go that far just to live together.\Just do it.\If you want to be with me,\you need to act like a nobleman.\At this rate, I'll be taken home.\What are you talking about?\Are you saying your sister's opinion response:	is more important to you than my feelings?!
context: to go that far just to live together.\Just do it.\If you want to be with me,\you need to act like a nobleman.\At this rate, I'll be taken home.\What are you talking about?\Are you saying your sister's opinion\is more important to you than my feelings?! response:	I didn't say that!
context: Just do it.\If you want to be with me,\you need to act like a nobleman.\At this rate, I'll be taken home.\What are you talking about?\Are you saying your sister's opinion\is more important to you than my feelings?!\I didn't say that! response:	Well, I'm not a nobleman!
context: If you want to be with me,\you need to act like a nobleman.\At this rate, I'll be taken home.\What are you talking about?\Are you saying your sister's opinion\is more important to you than my feelings?!\I didn't say that!\Well, I'm not a nobleman! response:	You're so stubborn!
context: you need to act like a nobleman.\At this rate, I'll be taken home.\What are you talking about?\Are you saying your sister's opinion\is more important to you than my feelings?!\I didn't say that!\Well, I'm not a nobleman!\You're so stubborn! response:	I could say the same about you!
context: At this rate, I'll be taken home.\What are you talking about?\Are you saying your sister's opinion\is more important to you than my feelings?!\I didn't say that!\Well, I'm not a nobleman!\You're so stubborn!\I could say the same about you! response:	I can't sleep in the
context: What are you talking about?\Are you saying your sister's opinion\is more important to you than my feelings?!\I didn't say that!\Well, I'm not a nobleman!\You're so stubborn!\I could say the same about you!\I can't sleep in the response:	same room as someone who's not noble.
context: Are you saying your sister's opinion\is more important to you than my feelings?!\I didn't say that!\Well, I'm not a nobleman!\You're so stubborn!\I could say the same about you!\I can't sleep in the\same room as someone who's not noble. response:	Go find yourself another room.
context: is more important to you than my feelings?!\I didn't say that!\Well, I'm not a nobleman!\You're so stubborn!\I could say the same about you!\I can't sleep in the\same room as someone who's not noble.\Go find yourself another room. response:	This is my house, and I'll sleep where I damn well please!
context: I didn't say that!\Well, I'm not a nobleman!\You're so stubborn!\I could say the same about you!\I can't sleep in the\same room as someone who's not noble.\Go find yourself another room.\This is my house, and I'll sleep where I damn well please! response:	I probably shouldn't have said those things.
context: Well, I'm not a nobleman!\You're so stubborn!\I could say the same about you!\I can't sleep in the\same room as someone who's not noble.\Go find yourself another room.\This is my house, and I'll sleep where I damn well please!\I probably shouldn't have said those things. response:	Hey, pal,
context: You're so stubborn!\I could say the same about you!\I can't sleep in the\same room as someone who's not noble.\Go find yourself another room.\This is my house, and I'll sleep where I damn well please!\I probably shouldn't have said those things.\Hey, pal, response:	what's with these dusty lodgings?
context: I could say the same about you!\I can't sleep in the\same room as someone who's not noble.\Go find yourself another room.\This is my house, and I'll sleep where I damn well please!\I probably shouldn't have said those things.\Hey, pal,\what's with these dusty lodgings? response:	I figured the basement is where I belong,
context: I can't sleep in the\same room as someone who's not noble.\Go find yourself another room.\This is my house, and I'll sleep where I damn well please!\I probably shouldn't have said those things.\Hey, pal,\what's with these dusty lodgings?\I figured the basement is where I belong, response:	since I'm not a lord and all.
context: same room as someone who's not noble.\Go find yourself another room.\This is my house, and I'll sleep where I damn well please!\I probably shouldn't have said those things.\Hey, pal,\what's with these dusty lodgings?\I figured the basement is where I belong,\since I'm not a lord and all. response:	Why do you sound so bitter?
context: Go find yourself another room.\This is my house, and I'll sleep where I damn well please!\I probably shouldn't have said those things.\Hey, pal,\what's with these dusty lodgings?\I figured the basement is where I belong,\since I'm not a lord and all.\Why do you sound so bitter? response:	What's all this lord talk, anyway?
context: This is my house, and I'll sleep where I damn well please!\I probably shouldn't have said those things.\Hey, pal,\what's with these dusty lodgings?\I figured the basement is where I belong,\since I'm not a lord and all.\Why do you sound so bitter?\What's all this lord talk, anyway? response:	Can't she just be with me because she loves me?
context: I probably shouldn't have said those things.\Hey, pal,\what's with these dusty lodgings?\I figured the basement is where I belong,\since I'm not a lord and all.\Why do you sound so bitter?\What's all this lord talk, anyway?\Can't she just be with me because she loves me? response:	Just the way I am...
context: Hey, pal,\what's with these dusty lodgings?\I figured the basement is where I belong,\since I'm not a lord and all.\Why do you sound so bitter?\What's all this lord talk, anyway?\Can't she just be with me because she loves me?\Just the way I am... response:	Ow.
context: what's with these dusty lodgings?\I figured the basement is where I belong,\since I'm not a lord and all.\Why do you sound so bitter?\What's all this lord talk, anyway?\Can't she just be with me because she loves me?\Just the way I am...\Ow. response:	Is even this chair making a fool of me?!
context: I figured the basement is where I belong,\since I'm not a lord and all.\Why do you sound so bitter?\What's all this lord talk, anyway?\Can't she just be with me because she loves me?\Just the way I am...\Ow.\Is even this chair making a fool of me?! response:	Huh?
context: since I'm not a lord and all.\Why do you sound so bitter?\What's all this lord talk, anyway?\Can't she just be with me because she loves me?\Just the way I am...\Ow.\Is even this chair making a fool of me?!\Huh? response:	Wow...
context: Why do you sound so bitter?\What's all this lord talk, anyway?\Can't she just be with me because she loves me?\Just the way I am...\Ow.\Is even this chair making a fool of me?!\Huh?\Wow... response:	Saito?
context: What's all this lord talk, anyway?\Can't she just be with me because she loves me?\Just the way I am...\Ow.\Is even this chair making a fool of me?!\Huh?\Wow...\Saito? response:	He's not here either.
context: Can't she just be with me because she loves me?\Just the way I am...\Ow.\Is even this chair making a fool of me?!\Huh?\Wow...\Saito?\He's not here either. response:	Saito?!
context: Just the way I am...\Ow.\Is even this chair making a fool of me?!\Huh?\Wow...\Saito?\He's not here either.\Saito?! response:	Where did he go?
context: Ow.\Is even this chair making a fool of me?!\Huh?\Wow...\Saito?\He's not here either.\Saito?!\Where did he go? response:	What's this?
context: Is even this chair making a fool of me?!\Huh?\Wow...\Saito?\He's not here either.\Saito?!\Where did he go?\What's this? response:	Is this some sort of hidden room?
context: Huh?\Wow...\Saito?\He's not here either.\Saito?!\Where did he go?\What's this?\Is this some sort of hidden room? response:	It's a mirror.
context: Wow...\Saito?\He's not here either.\Saito?!\Where did he go?\What's this?\Is this some sort of hidden room?\It's a mirror. response:	I don't remember this hallway.
context: Saito?\He's not here either.\Saito?!\Where did he go?\What's this?\Is this some sort of hidden room?\It's a mirror.\I don't remember this hallway. response:	Sa
context: He's not here either.\Saito?!\Where did he go?\What's this?\Is this some sort of hidden room?\It's a mirror.\I don't remember this hallway.\Sa response:	What's Her Majesty doing?
context: Saito?!\Where did he go?\What's this?\Is this some sort of hidden room?\It's a mirror.\I don't remember this hallway.\Sa\What's Her Majesty doing? response:	Y-Your Majesty?
context: Where did he go?\What's this?\Is this some sort of hidden room?\It's a mirror.\I don't remember this hallway.\Sa\What's Her Majesty doing?\Y-Your Majesty? response:	Saito!
context: What's this?\Is this some sort of hidden room?\It's a mirror.\I don't remember this hallway.\Sa\What's Her Majesty doing?\Y-Your Majesty?\Saito! response:	Wh-What's going on?
context: Is this some sort of hidden room?\It's a mirror.\I don't remember this hallway.\Sa\What's Her Majesty doing?\Y-Your Majesty?\Saito!\Wh-What's going on? response:	I'm not sure myself.
context: It's a mirror.\I don't remember this hallway.\Sa\What's Her Majesty doing?\Y-Your Majesty?\Saito!\Wh-What's going on?\I'm not sure myself. response:	I opened my closet and then I saw you in the mirror.
context: I don't remember this hallway.\Sa\What's Her Majesty doing?\Y-Your Majesty?\Saito!\Wh-What's going on?\I'm not sure myself.\I opened my closet and then I saw you in the mirror. response:	The moment I said your name out loud in surprise,
context: Sa\What's Her Majesty doing?\Y-Your Majesty?\Saito!\Wh-What's going on?\I'm not sure myself.\I opened my closet and then I saw you in the mirror.\The moment I said your name out loud in surprise, response:	Saito...
context: What's Her Majesty doing?\Y-Your Majesty?\Saito!\Wh-What's going on?\I'm not sure myself.\I opened my closet and then I saw you in the mirror.\The moment I said your name out loud in surprise,\Saito... response:	I was here.
context: Y-Your Majesty?\Saito!\Wh-What's going on?\I'm not sure myself.\I opened my closet and then I saw you in the mirror.\The moment I said your name out loud in surprise,\Saito...\I was here. response:	It looks like there is some kind of spell cast on this mirror
context: Saito!\Wh-What's going on?\I'm not sure myself.\I opened my closet and then I saw you in the mirror.\The moment I said your name out loud in surprise,\Saito...\I was here.\It looks like there is some kind of spell cast on this mirror response:	and the mirror in my room.
context: Wh-What's going on?\I'm not sure myself.\I opened my closet and then I saw you in the mirror.\The moment I said your name out loud in surprise,\Saito...\I was here.\It looks like there is some kind of spell cast on this mirror\and the mirror in my room. response:	H-How about first we find you something to wear?
context: I'm not sure myself.\I opened my closet and then I saw you in the mirror.\The moment I said your name out loud in surprise,\Saito...\I was here.\It looks like there is some kind of spell cast on this mirror\and the mirror in my room.\H-How about first we find you something to wear? response:	But I really was surprised.
context: I opened my closet and then I saw you in the mirror.\The moment I said your name out loud in surprise,\Saito...\I was here.\It looks like there is some kind of spell cast on this mirror\and the mirror in my room.\H-How about first we find you something to wear?\But I really was surprised. response:	Who would have thought my bedroom
context: The moment I said your name out loud in surprise,\Saito...\I was here.\It looks like there is some kind of spell cast on this mirror\and the mirror in my room.\H-How about first we find you something to wear?\But I really was surprised.\Who would have thought my bedroom response:	in the castle is connected to this mansion.
context: Saito...\I was here.\It looks like there is some kind of spell cast on this mirror\and the mirror in my room.\H-How about first we find you something to wear?\But I really was surprised.\Who would have thought my bedroom\in the castle is connected to this mansion. response:	I wonder what for.
context: I was here.\It looks like there is some kind of spell cast on this mirror\and the mirror in my room.\H-How about first we find you something to wear?\But I really was surprised.\Who would have thought my bedroom\in the castle is connected to this mansion.\I wonder what for. response:	Looking at how this room is built,
context: It looks like there is some kind of spell cast on this mirror\and the mirror in my room.\H-How about first we find you something to wear?\But I really was surprised.\Who would have thought my bedroom\in the castle is connected to this mansion.\I wonder what for.\Looking at how this room is built, response:	I think it might have been for a mistress.
context: and the mirror in my room.\H-How about first we find you something to wear?\But I really was surprised.\Who would have thought my bedroom\in the castle is connected to this mansion.\I wonder what for.\Looking at how this room is built,\I think it might have been for a mistress. response:	A mistress?
context: H-How about first we find you something to wear?\But I really was surprised.\Who would have thought my bedroom\in the castle is connected to this mansion.\I wonder what for.\Looking at how this room is built,\I think it might have been for a mistress.\A mistress? response:	Yes.
context: But I really was surprised.\Who would have thought my bedroom\in the castle is connected to this mansion.\I wonder what for.\Looking at how this room is built,\I think it might have been for a mistress.\A mistress?\Yes. response:	The couple lived upstairs
context: Who would have thought my bedroom\in the castle is connected to this mansion.\I wonder what for.\Looking at how this room is built,\I think it might have been for a mistress.\A mistress?\Yes.\The couple lived upstairs response:	and the secret trysts were held here.
context: in the castle is connected to this mansion.\I wonder what for.\Looking at how this room is built,\I think it might have been for a mistress.\A mistress?\Yes.\The couple lived upstairs\and the secret trysts were held here. response:	Trysts...
context: I wonder what for.\Looking at how this room is built,\I think it might have been for a mistress.\A mistress?\Yes.\The couple lived upstairs\and the secret trysts were held here.\Trysts... response:	I would have never imagined that my grandfather had a side like this.
context: Looking at how this room is built,\I think it might have been for a mistress.\A mistress?\Yes.\The couple lived upstairs\and the secret trysts were held here.\Trysts...\I would have never imagined that my grandfather had a side like this. response:	He was regarded as a very strict king.
context: I think it might have been for a mistress.\A mistress?\Yes.\The couple lived upstairs\and the secret trysts were held here.\Trysts...\I would have never imagined that my grandfather had a side like this.\He was regarded as a very strict king. response:	I suppose he had little choice in who he had to marry.
context: A mistress?\Yes.\The couple lived upstairs\and the secret trysts were held here.\Trysts...\I would have never imagined that my grandfather had a side like this.\He was regarded as a very strict king.\I suppose he had little choice in who he had to marry. response:	I was also told by my mother that I should marry.
context: Yes.\The couple lived upstairs\and the secret trysts were held here.\Trysts...\I would have never imagined that my grandfather had a side like this.\He was regarded as a very strict king.\I suppose he had little choice in who he had to marry.\I was also told by my mother that I should marry. response:	Countless times.
context: The couple lived upstairs\and the secret trysts were held here.\Trysts...\I would have never imagined that my grandfather had a side like this.\He was regarded as a very strict king.\I suppose he had little choice in who he had to marry.\I was also told by my mother that I should marry.\Countless times. response:	Marriage...
context: and the secret trysts were held here.\Trysts...\I would have never imagined that my grandfather had a side like this.\He was regarded as a very strict king.\I suppose he had little choice in who he had to marry.\I was also told by my mother that I should marry.\Countless times.\Marriage... response:	I've already given up on ever marrying someone I love.
context: Trysts...\I would have never imagined that my grandfather had a side like this.\He was regarded as a very strict king.\I suppose he had little choice in who he had to marry.\I was also told by my mother that I should marry.\Countless times.\Marriage...\I've already given up on ever marrying someone I love. response:	Still, when it comes down to it,
context: I would have never imagined that my grandfather had a side like this.\He was regarded as a very strict king.\I suppose he had little choice in who he had to marry.\I was also told by my mother that I should marry.\Countless times.\Marriage...\I've already given up on ever marrying someone I love.\Still, when it comes down to it, response:	it's hard to convince my heart.
context: He was regarded as a very strict king.\I suppose he had little choice in who he had to marry.\I was also told by my mother that I should marry.\Countless times.\Marriage...\I've already given up on ever marrying someone I love.\Still, when it comes down to it,\it's hard to convince my heart. response:	Marrying for my country...
