context: jou jou yuu jou ban jin ma ji kai chou response:	hai! i ccha i ma shou!
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person above me passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes. response:	I hope the person to my right passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person above me passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person above me passes.\I hope the person above me passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person above me passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person to my right passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes. response:	I hope the person below me passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person to my right passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person to my right passes.\I hope the person to my right passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person to my right passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	I hope the person below me passes.
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes. response:	Good Luck!
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\Good Luck! response:	Good Luck!
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\Good Luck!\Good Luck! response:	Good Luck!
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: I hope the person below me passes.\I hope the person below me passes.\I hope the person below me passes.\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: I hope the person below me passes.\I hope the person below me passes.\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: I hope the person below me passes.\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Good Luck!
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck! response:	Nichijou 79
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Nichijou 79 response:	Sympathetic Heart
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Nichijou 79\Sympathetic Heart response:	Nichijou 80
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Good Luck!\Nichijou 79\Sympathetic Heart\Nichijou 80 response:	Nichijou 81
context: Good Luck!\Good Luck!\Good Luck!\Good Luck!\Nichijou 79\Sympathetic Heart\Nichijou 80\Nichijou 81 response:	Nichijou 82
context: Good Luck!\Good Luck!\Good Luck!\Nichijou 79\Sympathetic Heart\Nichijou 80\Nichijou 81\Nichijou 82 response:	Word Of The Day
context: Good Luck!\Good Luck!\Nichijou 79\Sympathetic Heart\Nichijou 80\Nichijou 81\Nichijou 82\Word Of The Day response:	Free for hhhhhhhhhhhhhhhhemployees
context: Good Luck!\Nichijou 79\Sympathetic Heart\Nichijou 80\Nichijou 81\Nichijou 82\Word Of The Day\Free for hhhhhhhhhhhhhhhhemployees response:	Narration: Mitsuya Yuuji
context: Nichijou 79\Sympathetic Heart\Nichijou 80\Nichijou 81\Nichijou 82\Word Of The Day\Free for hhhhhhhhhhhhhhhhemployees\Narration: Mitsuya Yuuji response:	Glasses, Glasses, Glasses, Glasses.
context: Sympathetic Heart\Nichijou 80\Nichijou 81\Nichijou 82\Word Of The Day\Free for hhhhhhhhhhhhhhhhemployees\Narration: Mitsuya Yuuji\Glasses, Glasses, Glasses, Glasses. response:	Glasses, Glasses, Glasses.
context: Nichijou 80\Nichijou 81\Nichijou 82\Word Of The Day\Free for hhhhhhhhhhhhhhhhemployees\Narration: Mitsuya Yuuji\Glasses, Glasses, Glasses, Glasses.\Glasses, Glasses, Glasses. response:	Glasses, Glasses...
context: Nichijou 81\Nichijou 82\Word Of The Day\Free for hhhhhhhhhhhhhhhhemployees\Narration: Mitsuya Yuuji\Glasses, Glasses, Glasses, Glasses.\Glasses, Glasses, Glasses.\Glasses, Glasses... response:	Glasses!
context: Nichijou 82\Word Of The Day\Free for hhhhhhhhhhhhhhhhemployees\Narration: Mitsuya Yuuji\Glasses, Glasses, Glasses, Glasses.\Glasses, Glasses, Glasses.\Glasses, Glasses...\Glasses! response:	Glasses, Glasses, Glasses, Glasses!
context: Word Of The Day\Free for hhhhhhhhhhhhhhhhemployees\Narration: Mitsuya Yuuji\Glasses, Glasses, Glasses, Glasses.\Glasses, Glasses, Glasses.\Glasses, Glasses...\Glasses!\Glasses, Glasses, Glasses, Glasses! response:	Glasses!
context: Free for hhhhhhhhhhhhhhhhemployees\Narration: Mitsuya Yuuji\Glasses, Glasses, Glasses, Glasses.\Glasses, Glasses, Glasses.\Glasses, Glasses...\Glasses!\Glasses, Glasses, Glasses, Glasses!\Glasses! response:	I will now do something that has never been done before and will never be done again.
context: Narration: Mitsuya Yuuji\Glasses, Glasses, Glasses, Glasses.\Glasses, Glasses, Glasses.\Glasses, Glasses...\Glasses!\Glasses, Glasses, Glasses, Glasses!\Glasses!\I will now do something that has never been done before and will never be done again. response:	Domestic Violence.
context: Glasses, Glasses, Glasses, Glasses.\Glasses, Glasses, Glasses.\Glasses, Glasses...\Glasses!\Glasses, Glasses, Glasses, Glasses!\Glasses!\I will now do something that has never been done before and will never be done again.\Domestic Violence. response:	What did you think?
context: Glasses, Glasses, Glasses.\Glasses, Glasses...\Glasses!\Glasses, Glasses, Glasses, Glasses!\Glasses!\I will now do something that has never been done before and will never be done again.\Domestic Violence.\What did you think? response:	Even if you ask us that...
context: Glasses, Glasses...\Glasses!\Glasses, Glasses, Glasses, Glasses!\Glasses!\I will now do something that has never been done before and will never be done again.\Domestic Violence.\What did you think?\Even if you ask us that... response:	That was very like you, Fecchan.
context: Glasses!\Glasses, Glasses, Glasses, Glasses!\Glasses!\I will now do something that has never been done before and will never be done again.\Domestic Violence.\What did you think?\Even if you ask us that...\That was very like you, Fecchan. response:	That was definitely very like you, Fecchan.
context: Glasses, Glasses, Glasses, Glasses!\Glasses!\I will now do something that has never been done before and will never be done again.\Domestic Violence.\What did you think?\Even if you ask us that...\That was very like you, Fecchan.\That was definitely very like you, Fecchan. response:	Yeah, that was very like you, Fecchan.
context: Glasses!\I will now do something that has never been done before and will never be done again.\Domestic Violence.\What did you think?\Even if you ask us that...\That was very like you, Fecchan.\That was definitely very like you, Fecchan.\Yeah, that was very like you, Fecchan. response:	Next I'm going to try something that's not like me.
context: I will now do something that has never been done before and will never be done again.\Domestic Violence.\What did you think?\Even if you ask us that...\That was very like you, Fecchan.\That was definitely very like you, Fecchan.\Yeah, that was very like you, Fecchan.\Next I'm going to try something that's not like me. response:	I fell!
context: Domestic Violence.\What did you think?\Even if you ask us that...\That was very like you, Fecchan.\That was definitely very like you, Fecchan.\Yeah, that was very like you, Fecchan.\Next I'm going to try something that's not like me.\I fell! response:	That was very like Fecchan.
context: What did you think?\Even if you ask us that...\That was very like you, Fecchan.\That was definitely very like you, Fecchan.\Yeah, that was very like you, Fecchan.\Next I'm going to try something that's not like me.\I fell!\That was very like Fecchan. response:	Oh.
context: Even if you ask us that...\That was very like you, Fecchan.\That was definitely very like you, Fecchan.\Yeah, that was very like you, Fecchan.\Next I'm going to try something that's not like me.\I fell!\That was very like Fecchan.\Oh. response:	That's definitely very like Fecchan.
context: That was very like you, Fecchan.\That was definitely very like you, Fecchan.\Yeah, that was very like you, Fecchan.\Next I'm going to try something that's not like me.\I fell!\That was very like Fecchan.\Oh.\That's definitely very like Fecchan. response:	Hey! We've got daihuku! How about one?
context: That was definitely very like you, Fecchan.\Yeah, that was very like you, Fecchan.\Next I'm going to try something that's not like me.\I fell!\That was very like Fecchan.\Oh.\That's definitely very like Fecchan.\Hey! We've got daihuku! How about one? response:	I'm sorry, but can you wear this instead?
context: Yeah, that was very like you, Fecchan.\Next I'm going to try something that's not like me.\I fell!\That was very like Fecchan.\Oh.\That's definitely very like Fecchan.\Hey! We've got daihuku! How about one?\I'm sorry, but can you wear this instead? response:	Hey!
context: Next I'm going to try something that's not like me.\I fell!\That was very like Fecchan.\Oh.\That's definitely very like Fecchan.\Hey! We've got daihuku! How about one?\I'm sorry, but can you wear this instead?\Hey! response:	We've got daihuku!
context: I fell!\That was very like Fecchan.\Oh.\That's definitely very like Fecchan.\Hey! We've got daihuku! How about one?\I'm sorry, but can you wear this instead?\Hey!\We've got daihuku! response:	How about one?
context: That was very like Fecchan.\Oh.\That's definitely very like Fecchan.\Hey! We've got daihuku! How about one?\I'm sorry, but can you wear this instead?\Hey!\We've got daihuku!\How about one? response:	I'm sorry, but...
context: Oh.\That's definitely very like Fecchan.\Hey! We've got daihuku! How about one?\I'm sorry, but can you wear this instead?\Hey!\We've got daihuku!\How about one?\I'm sorry, but... response:	Could you possibly put on some clothes?
context: That's definitely very like Fecchan.\Hey! We've got daihuku! How about one?\I'm sorry, but can you wear this instead?\Hey!\We've got daihuku!\How about one?\I'm sorry, but...\Could you possibly put on some clothes? response:	Are you mad at me?!
context: Hey! We've got daihuku! How about one?\I'm sorry, but can you wear this instead?\Hey!\We've got daihuku!\How about one?\I'm sorry, but...\Could you possibly put on some clothes?\Are you mad at me?! response:	You aren't mad at me?
context: I'm sorry, but can you wear this instead?\Hey!\We've got daihuku!\How about one?\I'm sorry, but...\Could you possibly put on some clothes?\Are you mad at me?!\You aren't mad at me? response:	What is it, then?
context: Hey!\We've got daihuku!\How about one?\I'm sorry, but...\Could you possibly put on some clothes?\Are you mad at me?!\You aren't mad at me?\What is it, then? response:	Hey...
context: We've got daihuku!\How about one?\I'm sorry, but...\Could you possibly put on some clothes?\Are you mad at me?!\You aren't mad at me?\What is it, then?\Hey... response:	It's all right if you talk right now!
context: How about one?\I'm sorry, but...\Could you possibly put on some clothes?\Are you mad at me?!\You aren't mad at me?\What is it, then?\Hey...\It's all right if you talk right now! response:	Here I go!
context: I'm sorry, but...\Could you possibly put on some clothes?\Are you mad at me?!\You aren't mad at me?\What is it, then?\Hey...\It's all right if you talk right now!\Here I go! response:	Yes!
context: Could you possibly put on some clothes?\Are you mad at me?!\You aren't mad at me?\What is it, then?\Hey...\It's all right if you talk right now!\Here I go!\Yes! response:	You didn't jump it!
context: Are you mad at me?!\You aren't mad at me?\What is it, then?\Hey...\It's all right if you talk right now!\Here I go!\Yes!\You didn't jump it! response:	But the bar is -
context: You aren't mad at me?\What is it, then?\Hey...\It's all right if you talk right now!\Here I go!\Yes!\You didn't jump it!\But the bar is - response:	To be more precise, you didn't go over it!
context: What is it, then?\Hey...\It's all right if you talk right now!\Here I go!\Yes!\You didn't jump it!\But the bar is -\To be more precise, you didn't go over it! response:	Just what should I do for you to properly learn how to jump?
context: Hey...\It's all right if you talk right now!\Here I go!\Yes!\You didn't jump it!\But the bar is -\To be more precise, you didn't go over it!\Just what should I do for you to properly learn how to jump? response:	The sun's going down!
context: It's all right if you talk right now!\Here I go!\Yes!\You didn't jump it!\But the bar is -\To be more precise, you didn't go over it!\Just what should I do for you to properly learn how to jump?\The sun's going down! response:	I'm sorry.
context: Here I go!\Yes!\You didn't jump it!\But the bar is -\To be more precise, you didn't go over it!\Just what should I do for you to properly learn how to jump?\The sun's going down!\I'm sorry. response:	I'll try harder next time.
context: Yes!\You didn't jump it!\But the bar is -\To be more precise, you didn't go over it!\Just what should I do for you to properly learn how to jump?\The sun's going down!\I'm sorry.\I'll try harder next time. response:	I'm going to lower the bar this time,
context: You didn't jump it!\But the bar is -\To be more precise, you didn't go over it!\Just what should I do for you to properly learn how to jump?\The sun's going down!\I'm sorry.\I'll try harder next time.\I'm going to lower the bar this time, response:	so just take it slow and jump as I taught you.
context: But the bar is -\To be more precise, you didn't go over it!\Just what should I do for you to properly learn how to jump?\The sun's going down!\I'm sorry.\I'll try harder next time.\I'm going to lower the bar this time,\so just take it slow and jump as I taught you. response:	I got it.
context: To be more precise, you didn't go over it!\Just what should I do for you to properly learn how to jump?\The sun's going down!\I'm sorry.\I'll try harder next time.\I'm going to lower the bar this time,\so just take it slow and jump as I taught you.\I got it. response:	Anyway, I need to get better before the next examination.
context: Just what should I do for you to properly learn how to jump?\The sun's going down!\I'm sorry.\I'll try harder next time.\I'm going to lower the bar this time,\so just take it slow and jump as I taught you.\I got it.\Anyway, I need to get better before the next examination. response:	I need to be able to jump, even if it's just a bit.
context: The sun's going down!\I'm sorry.\I'll try harder next time.\I'm going to lower the bar this time,\so just take it slow and jump as I taught you.\I got it.\Anyway, I need to get better before the next examination.\I need to be able to jump, even if it's just a bit. response:	Or else everyone...
context: I'm sorry.\I'll try harder next time.\I'm going to lower the bar this time,\so just take it slow and jump as I taught you.\I got it.\Anyway, I need to get better before the next examination.\I need to be able to jump, even if it's just a bit.\Or else everyone... response:	How was it?!
context: I'll try harder next time.\I'm going to lower the bar this time,\so just take it slow and jump as I taught you.\I got it.\Anyway, I need to get better before the next examination.\I need to be able to jump, even if it's just a bit.\Or else everyone...\How was it?! response:	You stupid pumpkin!
context: I'm going to lower the bar this time,\so just take it slow and jump as I taught you.\I got it.\Anyway, I need to get better before the next examination.\I need to be able to jump, even if it's just a bit.\Or else everyone...\How was it?!\You stupid pumpkin! response:	Why don't you jump with the form I taught you?!
context: so just take it slow and jump as I taught you.\I got it.\Anyway, I need to get better before the next examination.\I need to be able to jump, even if it's just a bit.\Or else everyone...\How was it?!\You stupid pumpkin!\Why don't you jump with the form I taught you?! response:	Are you messing with me?!
context: I got it.\Anyway, I need to get better before the next examination.\I need to be able to jump, even if it's just a bit.\Or else everyone...\How was it?!\You stupid pumpkin!\Why don't you jump with the form I taught you?!\Are you messing with me?! response:	Well, in my head, it's an elegant backward jump...
context: Anyway, I need to get better before the next examination.\I need to be able to jump, even if it's just a bit.\Or else everyone...\How was it?!\You stupid pumpkin!\Why don't you jump with the form I taught you?!\Are you messing with me?!\Well, in my head, it's an elegant backward jump... response:	An elegant backward jump?
context: I need to be able to jump, even if it's just a bit.\Or else everyone...\How was it?!\You stupid pumpkin!\Why don't you jump with the form I taught you?!\Are you messing with me?!\Well, in my head, it's an elegant backward jump...\An elegant backward jump? response:	Your form is more like...
context: Or else everyone...\How was it?!\You stupid pumpkin!\Why don't you jump with the form I taught you?!\Are you messing with me?!\Well, in my head, it's an elegant backward jump...\An elegant backward jump?\Your form is more like... response:	A human... torpedo.
context: How was it?!\You stupid pumpkin!\Why don't you jump with the form I taught you?!\Are you messing with me?!\Well, in my head, it's an elegant backward jump...\An elegant backward jump?\Your form is more like...\A human... torpedo. response:	I didn't say that!
context: You stupid pumpkin!\Why don't you jump with the form I taught you?!\Are you messing with me?!\Well, in my head, it's an elegant backward jump...\An elegant backward jump?\Your form is more like...\A human... torpedo.\I didn't say that! response:	Wait...
context: Why don't you jump with the form I taught you?!\Are you messing with me?!\Well, in my head, it's an elegant backward jump...\An elegant backward jump?\Your form is more like...\A human... torpedo.\I didn't say that!\Wait... response:	I did say that...
context: Are you messing with me?!\Well, in my head, it's an elegant backward jump...\An elegant backward jump?\Your form is more like...\A human... torpedo.\I didn't say that!\Wait...\I did say that... response:	No way! You're joking, right?
context: Well, in my head, it's an elegant backward jump...\An elegant backward jump?\Your form is more like...\A human... torpedo.\I didn't say that!\Wait...\I did say that...\No way! You're joking, right? response:	You don't even realise it?!
context: An elegant backward jump?\Your form is more like...\A human... torpedo.\I didn't say that!\Wait...\I did say that...\No way! You're joking, right?\You don't even realise it?! response:	Sorry.
context: Your form is more like...\A human... torpedo.\I didn't say that!\Wait...\I did say that...\No way! You're joking, right?\You don't even realise it?!\Sorry. response:	Well, I'll stick around until you can do it, Mio-chan.
context: A human... torpedo.\I didn't say that!\Wait...\I did say that...\No way! You're joking, right?\You don't even realise it?!\Sorry.\Well, I'll stick around until you can do it, Mio-chan. response:	You always let me copy your homework.
context: I didn't say that!\Wait...\I did say that...\No way! You're joking, right?\You don't even realise it?!\Sorry.\Well, I'll stick around until you can do it, Mio-chan.\You always let me copy your homework. response:	It's my turn today!
