context: Who will you give it to? response:	Li-kun!!
context: =She's mysterious.=\=I'll just watch quietly from here.=\=It seems something=\=big waits.=\=I can't ignore this feeling,=\=this strange feeling.=\=My heart beats like in a dream.=\=It seems that everyday= response:	=it gets stronger.=
context: =I'll just watch quietly from here.=\=It seems something=\=big waits.=\=I can't ignore this feeling,=\=this strange feeling.=\=My heart beats like in a dream.=\=It seems that everyday=\=it gets stronger.= response:	=I won't be beaten by her.=
context: =It seems something=\=big waits.=\=I can't ignore this feeling,=\=this strange feeling.=\=My heart beats like in a dream.=\=It seems that everyday=\=it gets stronger.=\=I won't be beaten by her.= response:	=We spent so much time,=
context: =big waits.=\=I can't ignore this feeling,=\=this strange feeling.=\=My heart beats like in a dream.=\=It seems that everyday=\=it gets stronger.=\=I won't be beaten by her.=\=We spent so much time,= response:	=chasing down an orange bear.=
context: =I can't ignore this feeling,=\=this strange feeling.=\=My heart beats like in a dream.=\=It seems that everyday=\=it gets stronger.=\=I won't be beaten by her.=\=We spent so much time,=\=chasing down an orange bear.= response:	=It seemed like=
context: =this strange feeling.=\=My heart beats like in a dream.=\=It seems that everyday=\=it gets stronger.=\=I won't be beaten by her.=\=We spent so much time,=\=chasing down an orange bear.=\=It seemed like= response:	=Such a good idea, at the time.=
context: =My heart beats like in a dream.=\=It seems that everyday=\=it gets stronger.=\=I won't be beaten by her.=\=We spent so much time,=\=chasing down an orange bear.=\=It seemed like=\=Such a good idea, at the time.= response:	=When did she start=
context: =It seems that everyday=\=it gets stronger.=\=I won't be beaten by her.=\=We spent so much time,=\=chasing down an orange bear.=\=It seemed like=\=Such a good idea, at the time.=\=When did she start= response:	=to mean so much to me=
context: =it gets stronger.=\=I won't be beaten by her.=\=We spent so much time,=\=chasing down an orange bear.=\=It seemed like=\=Such a good idea, at the time.=\=When did she start=\=to mean so much to me= response:	=I don't know why.=
context: =I won't be beaten by her.=\=We spent so much time,=\=chasing down an orange bear.=\=It seemed like=\=Such a good idea, at the time.=\=When did she start=\=to mean so much to me=\=I don't know why.= response:	=Kick away the asphalt,=
context: =We spent so much time,=\=chasing down an orange bear.=\=It seemed like=\=Such a good idea, at the time.=\=When did she start=\=to mean so much to me=\=I don't know why.=\=Kick away the asphalt,= response:	=and hurry home.=
context: =chasing down an orange bear.=\=It seemed like=\=Such a good idea, at the time.=\=When did she start=\=to mean so much to me=\=I don't know why.=\=Kick away the asphalt,=\=and hurry home.= response:	=I can't ignore her.=
context: =It seemed like=\=Such a good idea, at the time.=\=When did she start=\=to mean so much to me=\=I don't know why.=\=Kick away the asphalt,=\=and hurry home.=\=I can't ignore her.= response:	=She's mysterious.=
context: =Such a good idea, at the time.=\=When did she start=\=to mean so much to me=\=I don't know why.=\=Kick away the asphalt,=\=and hurry home.=\=I can't ignore her.=\=She's mysterious.= response:	=I can't look away=
context: =When did she start=\=to mean so much to me=\=I don't know why.=\=Kick away the asphalt,=\=and hurry home.=\=I can't ignore her.=\=She's mysterious.=\=I can't look away= response:	=from her eyes today.=
context: =to mean so much to me=\=I don't know why.=\=Kick away the asphalt,=\=and hurry home.=\=I can't ignore her.=\=She's mysterious.=\=I can't look away=\=from her eyes today.= response:	=Why am I matching my pace to hers,=
context: =I don't know why.=\=Kick away the asphalt,=\=and hurry home.=\=I can't ignore her.=\=She's mysterious.=\=I can't look away=\=from her eyes today.=\=Why am I matching my pace to hers,= response:	=as we walk down the street?=
context: =Kick away the asphalt,=\=and hurry home.=\=I can't ignore her.=\=She's mysterious.=\=I can't look away=\=from her eyes today.=\=Why am I matching my pace to hers,=\=as we walk down the street?= response:	=I can't ignore this feeling,=
context: =and hurry home.=\=I can't ignore her.=\=She's mysterious.=\=I can't look away=\=from her eyes today.=\=Why am I matching my pace to hers,=\=as we walk down the street?=\=I can't ignore this feeling,= response:	=it's a strange feeling.=
context: =I can't ignore her.=\=She's mysterious.=\=I can't look away=\=from her eyes today.=\=Why am I matching my pace to hers,=\=as we walk down the street?=\=I can't ignore this feeling,=\=it's a strange feeling.= response:	=As if my heart= =has just started beating.=
context: =She's mysterious.=\=I can't look away=\=from her eyes today.=\=Why am I matching my pace to hers,=\=as we walk down the street?=\=I can't ignore this feeling,=\=it's a strange feeling.=\=As if my heart= =has just started beating.= response:	=I won't give up whatever happens.=
context: =I can't look away=\=from her eyes today.=\=Why am I matching my pace to hers,=\=as we walk down the street?=\=I can't ignore this feeling,=\=it's a strange feeling.=\=As if my heart= =has just started beating.=\=I won't give up whatever happens.= response:	=But I have an idea!=
context: =from her eyes today.=\=Why am I matching my pace to hers,=\=as we walk down the street?=\=I can't ignore this feeling,=\=it's a strange feeling.=\=As if my heart= =has just started beating.=\=I won't give up whatever happens.=\=But I have an idea!= response:	=I won't be beaten by anyone.=
context: =Why am I matching my pace to hers,=\=as we walk down the street?=\=I can't ignore this feeling,=\=it's a strange feeling.=\=As if my heart= =has just started beating.=\=I won't give up whatever happens.=\=But I have an idea!=\=I won't be beaten by anyone.= response:	Those teddy bears are really cute.
context: =as we walk down the street?=\=I can't ignore this feeling,=\=it's a strange feeling.=\=As if my heart= =has just started beating.=\=I won't give up whatever happens.=\=But I have an idea!=\=I won't be beaten by anyone.=\Those teddy bears are really cute. response:	Really'
context: =I can't ignore this feeling,=\=it's a strange feeling.=\=As if my heart= =has just started beating.=\=I won't give up whatever happens.=\=But I have an idea!=\=I won't be beaten by anyone.=\Those teddy bears are really cute.\Really' response:	I am very lucky.
context: =it's a strange feeling.=\=As if my heart= =has just started beating.=\=I won't give up whatever happens.=\=But I have an idea!=\=I won't be beaten by anyone.=\Those teddy bears are really cute.\Really'\I am very lucky. response:	I get to record Sakura's cute moments
context: =As if my heart= =has just started beating.=\=I won't give up whatever happens.=\=But I have an idea!=\=I won't be beaten by anyone.=\Those teddy bears are really cute.\Really'\I am very lucky.\I get to record Sakura's cute moments response:	But if we could get to see this show earlier'
context: =I won't give up whatever happens.=\=But I have an idea!=\=I won't be beaten by anyone.=\Those teddy bears are really cute.\Really'\I am very lucky.\I get to record Sakura's cute moments\But if we could get to see this show earlier' response:	Then the teddy bear I made wouldn't be that bad looking.
context: =But I have an idea!=\=I won't be beaten by anyone.=\Those teddy bears are really cute.\Really'\I am very lucky.\I get to record Sakura's cute moments\But if we could get to see this show earlier'\Then the teddy bear I made wouldn't be that bad looking. response:	Oh yeah, Li-kun, did you finish your yet?
context: =I won't be beaten by anyone.=\Those teddy bears are really cute.\Really'\I am very lucky.\I get to record Sakura's cute moments\But if we could get to see this show earlier'\Then the teddy bear I made wouldn't be that bad looking.\Oh yeah, Li-kun, did you finish your yet? response:	What?
context: Those teddy bears are really cute.\Really'\I am very lucky.\I get to record Sakura's cute moments\But if we could get to see this show earlier'\Then the teddy bear I made wouldn't be that bad looking.\Oh yeah, Li-kun, did you finish your yet?\What? response:	' The teddy bear doll.' What?!!!
context: Really'\I am very lucky.\I get to record Sakura's cute moments\But if we could get to see this show earlier'\Then the teddy bear I made wouldn't be that bad looking.\Oh yeah, Li-kun, did you finish your yet?\What?\' The teddy bear doll.' What?!!! response:	You bought the tools in the store, right?
context: I am very lucky.\I get to record Sakura's cute moments\But if we could get to see this show earlier'\Then the teddy bear I made wouldn't be that bad looking.\Oh yeah, Li-kun, did you finish your yet?\What?\' The teddy bear doll.' What?!!!\You bought the tools in the store, right? response:	Eh' Li-kun, you bought a teddy bear kit?
context: I get to record Sakura's cute moments\But if we could get to see this show earlier'\Then the teddy bear I made wouldn't be that bad looking.\Oh yeah, Li-kun, did you finish your yet?\What?\' The teddy bear doll.' What?!!!\You bought the tools in the store, right?\Eh' Li-kun, you bought a teddy bear kit? response:	Did you give it to anybody yet?
context: But if we could get to see this show earlier'\Then the teddy bear I made wouldn't be that bad looking.\Oh yeah, Li-kun, did you finish your yet?\What?\' The teddy bear doll.' What?!!!\You bought the tools in the store, right?\Eh' Li-kun, you bought a teddy bear kit?\Did you give it to anybody yet? response:	The teddy bear show is over'
context: Then the teddy bear I made wouldn't be that bad looking.\Oh yeah, Li-kun, did you finish your yet?\What?\' The teddy bear doll.' What?!!!\You bought the tools in the store, right?\Eh' Li-kun, you bought a teddy bear kit?\Did you give it to anybody yet?\The teddy bear show is over' response:	I want to hurry home before sunset.
context: Oh yeah, Li-kun, did you finish your yet?\What?\' The teddy bear doll.' What?!!!\You bought the tools in the store, right?\Eh' Li-kun, you bought a teddy bear kit?\Did you give it to anybody yet?\The teddy bear show is over'\I want to hurry home before sunset. response:	Wait' Li-kun!
context: What?\' The teddy bear doll.' What?!!!\You bought the tools in the store, right?\Eh' Li-kun, you bought a teddy bear kit?\Did you give it to anybody yet?\The teddy bear show is over'\I want to hurry home before sunset.\Wait' Li-kun! response:	Li-kun!!! Wait!!!
context: ' The teddy bear doll.' What?!!!\You bought the tools in the store, right?\Eh' Li-kun, you bought a teddy bear kit?\Did you give it to anybody yet?\The teddy bear show is over'\I want to hurry home before sunset.\Wait' Li-kun!\Li-kun!!! Wait!!! response:	What am I doing?
context: You bought the tools in the store, right?\Eh' Li-kun, you bought a teddy bear kit?\Did you give it to anybody yet?\The teddy bear show is over'\I want to hurry home before sunset.\Wait' Li-kun!\Li-kun!!! Wait!!!\What am I doing? response:	Why did you walk that fast all of a sudden?
context: Eh' Li-kun, you bought a teddy bear kit?\Did you give it to anybody yet?\The teddy bear show is over'\I want to hurry home before sunset.\Wait' Li-kun!\Li-kun!!! Wait!!!\What am I doing?\Why did you walk that fast all of a sudden? response:	Hurry! Hurry!
context: Did you give it to anybody yet?\The teddy bear show is over'\I want to hurry home before sunset.\Wait' Li-kun!\Li-kun!!! Wait!!!\What am I doing?\Why did you walk that fast all of a sudden?\Hurry! Hurry! response:	What is going on?
context: The teddy bear show is over'\I want to hurry home before sunset.\Wait' Li-kun!\Li-kun!!! Wait!!!\What am I doing?\Why did you walk that fast all of a sudden?\Hurry! Hurry!\What is going on? response:	It's probably some minor flaw in the elevator.
context: I want to hurry home before sunset.\Wait' Li-kun!\Li-kun!!! Wait!!!\What am I doing?\Why did you walk that fast all of a sudden?\Hurry! Hurry!\What is going on?\It's probably some minor flaw in the elevator. response:	I'll go get help.
context: Wait' Li-kun!\Li-kun!!! Wait!!!\What am I doing?\Why did you walk that fast all of a sudden?\Hurry! Hurry!\What is going on?\It's probably some minor flaw in the elevator.\I'll go get help. response:	Doesn't work' Same here'
context: Li-kun!!! Wait!!!\What am I doing?\Why did you walk that fast all of a sudden?\Hurry! Hurry!\What is going on?\It's probably some minor flaw in the elevator.\I'll go get help.\Doesn't work' Same here' response:	Why is it like this?
context: What am I doing?\Why did you walk that fast all of a sudden?\Hurry! Hurry!\What is going on?\It's probably some minor flaw in the elevator.\I'll go get help.\Doesn't work' Same here'\Why is it like this? response:	For now, let's wait till the rescuers come and get us.
context: Why did you walk that fast all of a sudden?\Hurry! Hurry!\What is going on?\It's probably some minor flaw in the elevator.\I'll go get help.\Doesn't work' Same here'\Why is it like this?\For now, let's wait till the rescuers come and get us. response:	Tomoyo-chan and Eriol-kun
context: Hurry! Hurry!\What is going on?\It's probably some minor flaw in the elevator.\I'll go get help.\Doesn't work' Same here'\Why is it like this?\For now, let's wait till the rescuers come and get us.\Tomoyo-chan and Eriol-kun response:	are probably on their way to get help.
context: What is going on?\It's probably some minor flaw in the elevator.\I'll go get help.\Doesn't work' Same here'\Why is it like this?\For now, let's wait till the rescuers come and get us.\Tomoyo-chan and Eriol-kun\are probably on their way to get help. response:	Someone will definitely come and get us out.
context: It's probably some minor flaw in the elevator.\I'll go get help.\Doesn't work' Same here'\Why is it like this?\For now, let's wait till the rescuers come and get us.\Tomoyo-chan and Eriol-kun\are probably on their way to get help.\Someone will definitely come and get us out. response:	So, don't cry.
context: I'll go get help.\Doesn't work' Same here'\Why is it like this?\For now, let's wait till the rescuers come and get us.\Tomoyo-chan and Eriol-kun\are probably on their way to get help.\Someone will definitely come and get us out.\So, don't cry. response:	Do you want to sit down?
context: Doesn't work' Same here'\Why is it like this?\For now, let's wait till the rescuers come and get us.\Tomoyo-chan and Eriol-kun\are probably on their way to get help.\Someone will definitely come and get us out.\So, don't cry.\Do you want to sit down? response:	Standing like that will make you very tired.
context: Why is it like this?\For now, let's wait till the rescuers come and get us.\Tomoyo-chan and Eriol-kun\are probably on their way to get help.\Someone will definitely come and get us out.\So, don't cry.\Do you want to sit down?\Standing like that will make you very tired. response:	If you sit over there, it will stain your pants.
context: For now, let's wait till the rescuers come and get us.\Tomoyo-chan and Eriol-kun\are probably on their way to get help.\Someone will definitely come and get us out.\So, don't cry.\Do you want to sit down?\Standing like that will make you very tired.\If you sit over there, it will stain your pants. response:	' Let sit over here together.' What!
context: Tomoyo-chan and Eriol-kun\are probably on their way to get help.\Someone will definitely come and get us out.\So, don't cry.\Do you want to sit down?\Standing like that will make you very tired.\If you sit over there, it will stain your pants.\' Let sit over here together.' What! response:	Found it, here.
context: are probably on their way to get help.\Someone will definitely come and get us out.\So, don't cry.\Do you want to sit down?\Standing like that will make you very tired.\If you sit over there, it will stain your pants.\' Let sit over here together.' What!\Found it, here. response:	What is it?
context: Someone will definitely come and get us out.\So, don't cry.\Do you want to sit down?\Standing like that will make you very tired.\If you sit over there, it will stain your pants.\' Let sit over here together.' What!\Found it, here.\What is it? response:	Last night,
context: So, don't cry.\Do you want to sit down?\Standing like that will make you very tired.\If you sit over there, it will stain your pants.\' Let sit over here together.' What!\Found it, here.\What is it?\Last night, response:	Yukito-san came over my house to have dinner.
context: Do you want to sit down?\Standing like that will make you very tired.\If you sit over there, it will stain your pants.\' Let sit over here together.' What!\Found it, here.\What is it?\Last night,\Yukito-san came over my house to have dinner. response:	Thanks for the food!
context: Standing like that will make you very tired.\If you sit over there, it will stain your pants.\' Let sit over here together.' What!\Found it, here.\What is it?\Last night,\Yukito-san came over my house to have dinner.\Thanks for the food! response:	You always invite me over to have dinner
context: If you sit over there, it will stain your pants.\' Let sit over here together.' What!\Found it, here.\What is it?\Last night,\Yukito-san came over my house to have dinner.\Thanks for the food!\You always invite me over to have dinner response:	I just don't feel right'
context: ' Let sit over here together.' What!\Found it, here.\What is it?\Last night,\Yukito-san came over my house to have dinner.\Thanks for the food!\You always invite me over to have dinner\I just don't feel right' response:	So, today I want to give you this.
context: Found it, here.\What is it?\Last night,\Yukito-san came over my house to have dinner.\Thanks for the food!\You always invite me over to have dinner\I just don't feel right'\So, today I want to give you this. response:	Here, cookies.
context: What is it?\Last night,\Yukito-san came over my house to have dinner.\Thanks for the food!\You always invite me over to have dinner\I just don't feel right'\So, today I want to give you this.\Here, cookies. response:	The cookie bag is so big.
context: Last night,\Yukito-san came over my house to have dinner.\Thanks for the food!\You always invite me over to have dinner\I just don't feel right'\So, today I want to give you this.\Here, cookies.\The cookie bag is so big. response:	The dinning table can barely hold it.
context: Yukito-san came over my house to have dinner.\Thanks for the food!\You always invite me over to have dinner\I just don't feel right'\So, today I want to give you this.\Here, cookies.\The cookie bag is so big.\The dinning table can barely hold it. response:	But' I was careless'
context: Thanks for the food!\You always invite me over to have dinner\I just don't feel right'\So, today I want to give you this.\Here, cookies.\The cookie bag is so big.\The dinning table can barely hold it.\But' I was careless' response:	' It was really good'' Kero-chan!!!
context: You always invite me over to have dinner\I just don't feel right'\So, today I want to give you this.\Here, cookies.\The cookie bag is so big.\The dinning table can barely hold it.\But' I was careless'\' It was really good'' Kero-chan!!! response:	Kero-chan ate all of the cookies, except this one.
context: I just don't feel right'\So, today I want to give you this.\Here, cookies.\The cookie bag is so big.\The dinning table can barely hold it.\But' I was careless'\' It was really good'' Kero-chan!!!\Kero-chan ate all of the cookies, except this one. response:	Here, you can have it.
context: So, today I want to give you this.\Here, cookies.\The cookie bag is so big.\The dinning table can barely hold it.\But' I was careless'\' It was really good'' Kero-chan!!!\Kero-chan ate all of the cookies, except this one.\Here, you can have it. response:	Since this is gift for you,
context: Here, cookies.\The cookie bag is so big.\The dinning table can barely hold it.\But' I was careless'\' It was really good'' Kero-chan!!!\Kero-chan ate all of the cookies, except this one.\Here, you can have it.\Since this is gift for you, response:	You should have it.
context: The cookie bag is so big.\The dinning table can barely hold it.\But' I was careless'\' It was really good'' Kero-chan!!!\Kero-chan ate all of the cookies, except this one.\Here, you can have it.\Since this is gift for you,\You should have it. response:	Then' I'll give you half of it.
context: The dinning table can barely hold it.\But' I was careless'\' It was really good'' Kero-chan!!!\Kero-chan ate all of the cookies, except this one.\Here, you can have it.\Since this is gift for you,\You should have it.\Then' I'll give you half of it. response:	Here.
context: But' I was careless'\' It was really good'' Kero-chan!!!\Kero-chan ate all of the cookies, except this one.\Here, you can have it.\Since this is gift for you,\You should have it.\Then' I'll give you half of it.\Here. response:	It's very good. It's Yukito-san's cookie.
context: ' It was really good'' Kero-chan!!!\Kero-chan ate all of the cookies, except this one.\Here, you can have it.\Since this is gift for you,\You should have it.\Then' I'll give you half of it.\Here.\It's very good. It's Yukito-san's cookie. response:	It's moving again' Aaahh!!
context: Kero-chan ate all of the cookies, except this one.\Here, you can have it.\Since this is gift for you,\You should have it.\Then' I'll give you half of it.\Here.\It's very good. It's Yukito-san's cookie.\It's moving again' Aaahh!! response:	Sakura!!
context: Here, you can have it.\Since this is gift for you,\You should have it.\Then' I'll give you half of it.\Here.\It's very good. It's Yukito-san's cookie.\It's moving again' Aaahh!!\Sakura!! response:	I used the Float card.
context: Since this is gift for you,\You should have it.\Then' I'll give you half of it.\Here.\It's very good. It's Yukito-san's cookie.\It's moving again' Aaahh!!\Sakura!!\I used the Float card. response:	I am glad.
context: You should have it.\Then' I'll give you half of it.\Here.\It's very good. It's Yukito-san's cookie.\It's moving again' Aaahh!!\Sakura!!\I used the Float card.\I am glad. response:	' Li-kun, Sakura-chan!' Tomoyo-chan!
context: Then' I'll give you half of it.\Here.\It's very good. It's Yukito-san's cookie.\It's moving again' Aaahh!!\Sakura!!\I used the Float card.\I am glad.\' Li-kun, Sakura-chan!' Tomoyo-chan! response:	I am glad that you guys are all right.
context: Here.\It's very good. It's Yukito-san's cookie.\It's moving again' Aaahh!!\Sakura!!\I used the Float card.\I am glad.\' Li-kun, Sakura-chan!' Tomoyo-chan!\I am glad that you guys are all right. response:	Thanks!
context: It's very good. It's Yukito-san's cookie.\It's moving again' Aaahh!!\Sakura!!\I used the Float card.\I am glad.\' Li-kun, Sakura-chan!' Tomoyo-chan!\I am glad that you guys are all right.\Thanks! response:	I was very worried.
context: It's moving again' Aaahh!!\Sakura!!\I used the Float card.\I am glad.\' Li-kun, Sakura-chan!' Tomoyo-chan!\I am glad that you guys are all right.\Thanks!\I was very worried. response:	Really! Good'
context: Sakura!!\I used the Float card.\I am glad.\' Li-kun, Sakura-chan!' Tomoyo-chan!\I am glad that you guys are all right.\Thanks!\I was very worried.\Really! Good' response:	' Hello, is this Li-kun?' Yeah'
context: I used the Float card.\I am glad.\' Li-kun, Sakura-chan!' Tomoyo-chan!\I am glad that you guys are all right.\Thanks!\I was very worried.\Really! Good'\' Hello, is this Li-kun?' Yeah' response:	Thank you for what you did today.
context: I am glad.\' Li-kun, Sakura-chan!' Tomoyo-chan!\I am glad that you guys are all right.\Thanks!\I was very worried.\Really! Good'\' Hello, is this Li-kun?' Yeah'\Thank you for what you did today. response:	No, I didn't do anything.
context: ' Li-kun, Sakura-chan!' Tomoyo-chan!\I am glad that you guys are all right.\Thanks!\I was very worried.\Really! Good'\' Hello, is this Li-kun?' Yeah'\Thank you for what you did today.\No, I didn't do anything. response:	When Li-kun and me are inside the elevator'
context: I am glad that you guys are all right.\Thanks!\I was very worried.\Really! Good'\' Hello, is this Li-kun?' Yeah'\Thank you for what you did today.\No, I didn't do anything.\When Li-kun and me are inside the elevator' response:	You yelled my name, Sakura.
context: Thanks!\I was very worried.\Really! Good'\' Hello, is this Li-kun?' Yeah'\Thank you for what you did today.\No, I didn't do anything.\When Li-kun and me are inside the elevator'\You yelled my name, Sakura. response:	I am really happy.
context: I was very worried.\Really! Good'\' Hello, is this Li-kun?' Yeah'\Thank you for what you did today.\No, I didn't do anything.\When Li-kun and me are inside the elevator'\You yelled my name, Sakura.\I am really happy. response:	From now on,
context: Really! Good'\' Hello, is this Li-kun?' Yeah'\Thank you for what you did today.\No, I didn't do anything.\When Li-kun and me are inside the elevator'\You yelled my name, Sakura.\I am really happy.\From now on, response:	can I call you Shao Lan-kun instead of Li-kun?
context: ' Hello, is this Li-kun?' Yeah'\Thank you for what you did today.\No, I didn't do anything.\When Li-kun and me are inside the elevator'\You yelled my name, Sakura.\I am really happy.\From now on,\can I call you Shao Lan-kun instead of Li-kun? response:	Whatever you like.
context: Thank you for what you did today.\No, I didn't do anything.\When Li-kun and me are inside the elevator'\You yelled my name, Sakura.\I am really happy.\From now on,\can I call you Shao Lan-kun instead of Li-kun?\Whatever you like. response:	Then, I'll see you tomorrow in school.
