context: My fingertips tingle softly. response:	It spreads throughout my entire body like blood,
context: I'd really wanted to see it live, with visuals.\Whew.\She finally gave up.\I wanted to see it too.\Everyone would have been perfect for it.\I wanted to make the costumes for the professor and the android.\Professor? Android?\I don't want to waste it, so I'll convert it into a novel and have my editor take a look at it. response:	Want to read it anyway?
context: Whew.\She finally gave up.\I wanted to see it too.\Everyone would have been perfect for it.\I wanted to make the costumes for the professor and the android.\Professor? Android?\I don't want to waste it, so I'll convert it into a novel and have my editor take a look at it.\Want to read it anyway? response:	If we don't have to do it, I'd really like to see it.
context: She finally gave up.\I wanted to see it too.\Everyone would have been perfect for it.\I wanted to make the costumes for the professor and the android.\Professor? Android?\I don't want to waste it, so I'll convert it into a novel and have my editor take a look at it.\Want to read it anyway?\If we don't have to do it, I'd really like to see it. response:	I was wondering what kind of stories you write.
context: I wanted to see it too.\Everyone would have been perfect for it.\I wanted to make the costumes for the professor and the android.\Professor? Android?\I don't want to waste it, so I'll convert it into a novel and have my editor take a look at it.\Want to read it anyway?\If we don't have to do it, I'd really like to see it.\I was wondering what kind of stories you write. response:	Being a student author is so cool!
context: Everyone would have been perfect for it.\I wanted to make the costumes for the professor and the android.\Professor? Android?\I don't want to waste it, so I'll convert it into a novel and have my editor take a look at it.\Want to read it anyway?\If we don't have to do it, I'd really like to see it.\I was wondering what kind of stories you write.\Being a student author is so cool! response:	Show me the books you've been published in some time.
context: I wanted to make the costumes for the professor and the android.\Professor? Android?\I don't want to waste it, so I'll convert it into a novel and have my editor take a look at it.\Want to read it anyway?\If we don't have to do it, I'd really like to see it.\I was wondering what kind of stories you write.\Being a student author is so cool!\Show me the books you've been published in some time. response:	Sci-Fi?
context: Professor? Android?\I don't want to waste it, so I'll convert it into a novel and have my editor take a look at it.\Want to read it anyway?\If we don't have to do it, I'd really like to see it.\I was wondering what kind of stories you write.\Being a student author is so cool!\Show me the books you've been published in some time.\Sci-Fi? response:	Maybe.
context: I don't want to waste it, so I'll convert it into a novel and have my editor take a look at it.\Want to read it anyway?\If we don't have to do it, I'd really like to see it.\I was wondering what kind of stories you write.\Being a student author is so cool!\Show me the books you've been published in some time.\Sci-Fi?\Maybe. response:	It's Earth in the far future.
context: Want to read it anyway?\If we don't have to do it, I'd really like to see it.\I was wondering what kind of stories you write.\Being a student author is so cool!\Show me the books you've been published in some time.\Sci-Fi?\Maybe.\It's Earth in the far future. response:	Androids have gone into mass production and are living among us.
context: If we don't have to do it, I'd really like to see it.\I was wondering what kind of stories you write.\Being a student author is so cool!\Show me the books you've been published in some time.\Sci-Fi?\Maybe.\It's Earth in the far future.\Androids have gone into mass production and are living among us. response:	They do everything from making our food and doing our work, and care for our lives in general.
context: I was wondering what kind of stories you write.\Being a student author is so cool!\Show me the books you've been published in some time.\Sci-Fi?\Maybe.\It's Earth in the far future.\Androids have gone into mass production and are living among us.\They do everything from making our food and doing our work, and care for our lives in general. response:	But it's not at all strange.
context: Being a student author is so cool!\Show me the books you've been published in some time.\Sci-Fi?\Maybe.\It's Earth in the far future.\Androids have gone into mass production and are living among us.\They do everything from making our food and doing our work, and care for our lives in general.\But it's not at all strange. response:	The androids are what evolved out of our current computers and security systems.
context: Show me the books you've been published in some time.\Sci-Fi?\Maybe.\It's Earth in the far future.\Androids have gone into mass production and are living among us.\They do everything from making our food and doing our work, and care for our lives in general.\But it's not at all strange.\The androids are what evolved out of our current computers and security systems. response:	One of the characters is the Professor.
context: Sci-Fi?\Maybe.\It's Earth in the far future.\Androids have gone into mass production and are living among us.\They do everything from making our food and doing our work, and care for our lives in general.\But it's not at all strange.\The androids are what evolved out of our current computers and security systems.\One of the characters is the Professor. response:	He's a genius scientist who created the core of all the androids made on Earth.
context: Maybe.\It's Earth in the far future.\Androids have gone into mass production and are living among us.\They do everything from making our food and doing our work, and care for our lives in general.\But it's not at all strange.\The androids are what evolved out of our current computers and security systems.\One of the characters is the Professor.\He's a genius scientist who created the core of all the androids made on Earth. response:	And then there's Antique, an old model robot he first created.
context: It's Earth in the far future.\Androids have gone into mass production and are living among us.\They do everything from making our food and doing our work, and care for our lives in general.\But it's not at all strange.\The androids are what evolved out of our current computers and security systems.\One of the characters is the Professor.\He's a genius scientist who created the core of all the androids made on Earth.\And then there's Antique, an old model robot he first created. response:	And finally there's Neomodel, the newest android built upon series of advances.
context: Androids have gone into mass production and are living among us.\They do everything from making our food and doing our work, and care for our lives in general.\But it's not at all strange.\The androids are what evolved out of our current computers and security systems.\One of the characters is the Professor.\He's a genius scientist who created the core of all the androids made on Earth.\And then there's Antique, an old model robot he first created.\And finally there's Neomodel, the newest android built upon series of advances. response:	The story begins when Neomodel visits the Professor's house.
context: They do everything from making our food and doing our work, and care for our lives in general.\But it's not at all strange.\The androids are what evolved out of our current computers and security systems.\One of the characters is the Professor.\He's a genius scientist who created the core of all the androids made on Earth.\And then there's Antique, an old model robot he first created.\And finally there's Neomodel, the newest android built upon series of advances.\The story begins when Neomodel visits the Professor's house. response:	The Professor had left the forefront of the field, and has been living for a long time
context: But it's not at all strange.\The androids are what evolved out of our current computers and security systems.\One of the characters is the Professor.\He's a genius scientist who created the core of all the androids made on Earth.\And then there's Antique, an old model robot he first created.\And finally there's Neomodel, the newest android built upon series of advances.\The story begins when Neomodel visits the Professor's house.\The Professor had left the forefront of the field, and has been living for a long time response:	on a distant planet with Antique, without seeing anyone.
context: The androids are what evolved out of our current computers and security systems.\One of the characters is the Professor.\He's a genius scientist who created the core of all the androids made on Earth.\And then there's Antique, an old model robot he first created.\And finally there's Neomodel, the newest android built upon series of advances.\The story begins when Neomodel visits the Professor's house.\The Professor had left the forefront of the field, and has been living for a long time\on a distant planet with Antique, without seeing anyone. response:	Why?
context: One of the characters is the Professor.\He's a genius scientist who created the core of all the androids made on Earth.\And then there's Antique, an old model robot he first created.\And finally there's Neomodel, the newest android built upon series of advances.\The story begins when Neomodel visits the Professor's house.\The Professor had left the forefront of the field, and has been living for a long time\on a distant planet with Antique, without seeing anyone.\Why? response:	You get to read it and find out.
context: He's a genius scientist who created the core of all the androids made on Earth.\And then there's Antique, an old model robot he first created.\And finally there's Neomodel, the newest android built upon series of advances.\The story begins when Neomodel visits the Professor's house.\The Professor had left the forefront of the field, and has been living for a long time\on a distant planet with Antique, without seeing anyone.\Why?\You get to read it and find out. response:	Wow, that's amazing.
context: And then there's Antique, an old model robot he first created.\And finally there's Neomodel, the newest android built upon series of advances.\The story begins when Neomodel visits the Professor's house.\The Professor had left the forefront of the field, and has been living for a long time\on a distant planet with Antique, without seeing anyone.\Why?\You get to read it and find out.\Wow, that's amazing. response:	How do you come up with this stuff?
context: And finally there's Neomodel, the newest android built upon series of advances.\The story begins when Neomodel visits the Professor's house.\The Professor had left the forefront of the field, and has been living for a long time\on a distant planet with Antique, without seeing anyone.\Why?\You get to read it and find out.\Wow, that's amazing.\How do you come up with this stuff? response:	I think I do well in school,
context: The story begins when Neomodel visits the Professor's house.\The Professor had left the forefront of the field, and has been living for a long time\on a distant planet with Antique, without seeing anyone.\Why?\You get to read it and find out.\Wow, that's amazing.\How do you come up with this stuff?\I think I do well in school, response:	but I could never think up anything like that.
context: The Professor had left the forefront of the field, and has been living for a long time\on a distant planet with Antique, without seeing anyone.\Why?\You get to read it and find out.\Wow, that's amazing.\How do you come up with this stuff?\I think I do well in school,\but I could never think up anything like that. response:	It's precisely because I don't do as well in school as you.
context: on a distant planet with Antique, without seeing anyone.\Why?\You get to read it and find out.\Wow, that's amazing.\How do you come up with this stuff?\I think I do well in school,\but I could never think up anything like that.\It's precisely because I don't do as well in school as you. response:	People who can't get a living on grades have to polish their redeeming features.
context: Why?\You get to read it and find out.\Wow, that's amazing.\How do you come up with this stuff?\I think I do well in school,\but I could never think up anything like that.\It's precisely because I don't do as well in school as you.\People who can't get a living on grades have to polish their redeeming features. response:	She says that,
context: You get to read it and find out.\Wow, that's amazing.\How do you come up with this stuff?\I think I do well in school,\but I could never think up anything like that.\It's precisely because I don't do as well in school as you.\People who can't get a living on grades have to polish their redeeming features.\She says that, response:	but it's still amazing.
context: Wow, that's amazing.\How do you come up with this stuff?\I think I do well in school,\but I could never think up anything like that.\It's precisely because I don't do as well in school as you.\People who can't get a living on grades have to polish their redeeming features.\She says that,\but it's still amazing. response:	Neomodel is so cool.
context: How do you come up with this stuff?\I think I do well in school,\but I could never think up anything like that.\It's precisely because I don't do as well in school as you.\People who can't get a living on grades have to polish their redeeming features.\She says that,\but it's still amazing.\Neomodel is so cool. response:	You're perfect for it.
context: I think I do well in school,\but I could never think up anything like that.\It's precisely because I don't do as well in school as you.\People who can't get a living on grades have to polish their redeeming features.\She says that,\but it's still amazing.\Neomodel is so cool.\You're perfect for it. response:	Tsubasa-chan fits really well as Antique too.
context: but I could never think up anything like that.\It's precisely because I don't do as well in school as you.\People who can't get a living on grades have to polish their redeeming features.\She says that,\but it's still amazing.\Neomodel is so cool.\You're perfect for it.\Tsubasa-chan fits really well as Antique too. response:	What do you want?
context: It's precisely because I don't do as well in school as you.\People who can't get a living on grades have to polish their redeeming features.\She says that,\but it's still amazing.\Neomodel is so cool.\You're perfect for it.\Tsubasa-chan fits really well as Antique too.\What do you want? response:	The gym's being used by the sports teams now.
context: People who can't get a living on grades have to polish their redeeming features.\She says that,\but it's still amazing.\Neomodel is so cool.\You're perfect for it.\Tsubasa-chan fits really well as Antique too.\What do you want?\The gym's being used by the sports teams now. response:	The other students are supposed to keep out.
context: She says that,\but it's still amazing.\Neomodel is so cool.\You're perfect for it.\Tsubasa-chan fits really well as Antique too.\What do you want?\The gym's being used by the sports teams now.\The other students are supposed to keep out. response:	I joined the basketball team.
context: but it's still amazing.\Neomodel is so cool.\You're perfect for it.\Tsubasa-chan fits really well as Antique too.\What do you want?\The gym's being used by the sports teams now.\The other students are supposed to keep out.\I joined the basketball team. response:	So I think we'll be seeing a lot of each other from now on.
context: Neomodel is so cool.\You're perfect for it.\Tsubasa-chan fits really well as Antique too.\What do you want?\The gym's being used by the sports teams now.\The other students are supposed to keep out.\I joined the basketball team.\So I think we'll be seeing a lot of each other from now on. response:	Nice to meetcha.
context: You're perfect for it.\Tsubasa-chan fits really well as Antique too.\What do you want?\The gym's being used by the sports teams now.\The other students are supposed to keep out.\I joined the basketball team.\So I think we'll be seeing a lot of each other from now on.\Nice to meetcha. response:	Whoa, Tsubaki! Who was that guy?
context: Tsubasa-chan fits really well as Antique too.\What do you want?\The gym's being used by the sports teams now.\The other students are supposed to keep out.\I joined the basketball team.\So I think we'll be seeing a lot of each other from now on.\Nice to meetcha.\Whoa, Tsubaki! Who was that guy? response:	He's so cool!
context: What do you want?\The gym's being used by the sports teams now.\The other students are supposed to keep out.\I joined the basketball team.\So I think we'll be seeing a lot of each other from now on.\Nice to meetcha.\Whoa, Tsubaki! Who was that guy?\He's so cool! response:	He's this dude named Tonami who just transfered into 1-B.
context: The gym's being used by the sports teams now.\The other students are supposed to keep out.\I joined the basketball team.\So I think we'll be seeing a lot of each other from now on.\Nice to meetcha.\Whoa, Tsubaki! Who was that guy?\He's so cool!\He's this dude named Tonami who just transfered into 1-B. response:	But he sure seemed to know you well for someone who just transferred.
context: The other students are supposed to keep out.\I joined the basketball team.\So I think we'll be seeing a lot of each other from now on.\Nice to meetcha.\Whoa, Tsubaki! Who was that guy?\He's so cool!\He's this dude named Tonami who just transfered into 1-B.\But he sure seemed to know you well for someone who just transferred. response:	Do you know him?
context: I joined the basketball team.\So I think we'll be seeing a lot of each other from now on.\Nice to meetcha.\Whoa, Tsubaki! Who was that guy?\He's so cool!\He's this dude named Tonami who just transfered into 1-B.\But he sure seemed to know you well for someone who just transferred.\Do you know him? response:	Hell no. Never seen him before.
context: So I think we'll be seeing a lot of each other from now on.\Nice to meetcha.\Whoa, Tsubaki! Who was that guy?\He's so cool!\He's this dude named Tonami who just transfered into 1-B.\But he sure seemed to know you well for someone who just transferred.\Do you know him?\Hell no. Never seen him before. response:	I'll buy it with my credit card!
context: Nice to meetcha.\Whoa, Tsubaki! Who was that guy?\He's so cool!\He's this dude named Tonami who just transfered into 1-B.\But he sure seemed to know you well for someone who just transferred.\Do you know him?\Hell no. Never seen him before.\I'll buy it with my credit card! response:	Ha, Ha. This is my dog, Christine!
context: Whoa, Tsubaki! Who was that guy?\He's so cool!\He's this dude named Tonami who just transfered into 1-B.\But he sure seemed to know you well for someone who just transferred.\Do you know him?\Hell no. Never seen him before.\I'll buy it with my credit card!\Ha, Ha. This is my dog, Christine! response:	Stop it! Stop it, Sakura!
context: He's so cool!\He's this dude named Tonami who just transfered into 1-B.\But he sure seemed to know you well for someone who just transferred.\Do you know him?\Hell no. Never seen him before.\I'll buy it with my credit card!\Ha, Ha. This is my dog, Christine!\Stop it! Stop it, Sakura! response:	Hey hey hey! Whatcha staring at?!
context: He's this dude named Tonami who just transfered into 1-B.\But he sure seemed to know you well for someone who just transferred.\Do you know him?\Hell no. Never seen him before.\I'll buy it with my credit card!\Ha, Ha. This is my dog, Christine!\Stop it! Stop it, Sakura!\Hey hey hey! Whatcha staring at?! response:	Don't tell me you're interested in me?!
context: But he sure seemed to know you well for someone who just transferred.\Do you know him?\Hell no. Never seen him before.\I'll buy it with my credit card!\Ha, Ha. This is my dog, Christine!\Stop it! Stop it, Sakura!\Hey hey hey! Whatcha staring at?!\Don't tell me you're interested in me?! response:	What are they doing over there?
context: Do you know him?\Hell no. Never seen him before.\I'll buy it with my credit card!\Ha, Ha. This is my dog, Christine!\Stop it! Stop it, Sakura!\Hey hey hey! Whatcha staring at?!\Don't tell me you're interested in me?!\What are they doing over there? response:	We can't practice like this, so stop it.
context: Hell no. Never seen him before.\I'll buy it with my credit card!\Ha, Ha. This is my dog, Christine!\Stop it! Stop it, Sakura!\Hey hey hey! Whatcha staring at?!\Don't tell me you're interested in me?!\What are they doing over there?\We can't practice like this, so stop it. response:	Yo, quit walking next to me.
context: I'll buy it with my credit card!\Ha, Ha. This is my dog, Christine!\Stop it! Stop it, Sakura!\Hey hey hey! Whatcha staring at?!\Don't tell me you're interested in me?!\What are they doing over there?\We can't practice like this, so stop it.\Yo, quit walking next to me. response:	You're hogging the damn hallway.
context: Ha, Ha. This is my dog, Christine!\Stop it! Stop it, Sakura!\Hey hey hey! Whatcha staring at?!\Don't tell me you're interested in me?!\What are they doing over there?\We can't practice like this, so stop it.\Yo, quit walking next to me.\You're hogging the damn hallway. response:	Why should I step aside for you?!
context: Stop it! Stop it, Sakura!\Hey hey hey! Whatcha staring at?!\Don't tell me you're interested in me?!\What are they doing over there?\We can't practice like this, so stop it.\Yo, quit walking next to me.\You're hogging the damn hallway.\Why should I step aside for you?! response:	I'm going this way too.
context: Hey hey hey! Whatcha staring at?!\Don't tell me you're interested in me?!\What are they doing over there?\We can't practice like this, so stop it.\Yo, quit walking next to me.\You're hogging the damn hallway.\Why should I step aside for you?!\I'm going this way too. response:	Out of my way!
context: Don't tell me you're interested in me?!\What are they doing over there?\We can't practice like this, so stop it.\Yo, quit walking next to me.\You're hogging the damn hallway.\Why should I step aside for you?!\I'm going this way too.\Out of my way! response:	You get out of my way!
context: What are they doing over there?\We can't practice like this, so stop it.\Yo, quit walking next to me.\You're hogging the damn hallway.\Why should I step aside for you?!\I'm going this way too.\Out of my way!\You get out of my way! response:	I want to walk with a cuter girl.
context: We can't practice like this, so stop it.\Yo, quit walking next to me.\You're hogging the damn hallway.\Why should I step aside for you?!\I'm going this way too.\Out of my way!\You get out of my way!\I want to walk with a cuter girl. response:	I want to walk with a girl too.
context: Yo, quit walking next to me.\You're hogging the damn hallway.\Why should I step aside for you?!\I'm going this way too.\Out of my way!\You get out of my way!\I want to walk with a cuter girl.\I want to walk with a girl too. response:	Why do I get stuck with this stinking...
context: You're hogging the damn hallway.\Why should I step aside for you?!\I'm going this way too.\Out of my way!\You get out of my way!\I want to walk with a cuter girl.\I want to walk with a girl too.\Why do I get stuck with this stinking... response:	H-hey, Tonami.
context: Why should I step aside for you?!\I'm going this way too.\Out of my way!\You get out of my way!\I want to walk with a cuter girl.\I want to walk with a girl too.\Why do I get stuck with this stinking...\H-hey, Tonami. response:	What.
context: I'm going this way too.\Out of my way!\You get out of my way!\I want to walk with a cuter girl.\I want to walk with a girl too.\Why do I get stuck with this stinking...\H-hey, Tonami.\What. response:	Were you...
context: Out of my way!\You get out of my way!\I want to walk with a cuter girl.\I want to walk with a girl too.\Why do I get stuck with this stinking...\H-hey, Tonami.\What.\Were you... response:	Were you...
context: You get out of my way!\I want to walk with a cuter girl.\I want to walk with a girl too.\Why do I get stuck with this stinking...\H-hey, Tonami.\What.\Were you...\Were you... response:	What?
context: I want to walk with a cuter girl.\I want to walk with a girl too.\Why do I get stuck with this stinking...\H-hey, Tonami.\What.\Were you...\Were you...\What? response:	No way.
context: I want to walk with a girl too.\Why do I get stuck with this stinking...\H-hey, Tonami.\What.\Were you...\Were you...\What?\No way. response:	Never mind.
context: Why do I get stuck with this stinking...\H-hey, Tonami.\What.\Were you...\Were you...\What?\No way.\Never mind. response:	That's right. Notice me, notice me.
context: H-hey, Tonami.\What.\Were you...\Were you...\What?\No way.\Never mind.\That's right. Notice me, notice me. response:	When you can't ignore me any more as someone who...
context: What.\Were you...\Were you...\What?\No way.\Never mind.\That's right. Notice me, notice me.\When you can't ignore me any more as someone who... response:	Hey! Tonami-kun!
context: Were you...\Were you...\What?\No way.\Never mind.\That's right. Notice me, notice me.\When you can't ignore me any more as someone who...\Hey! Tonami-kun! response:	So, why do I have to hide the fact that you went to the same junior high as Tsubaki's gang? I really wanna know.
context: Were you...\What?\No way.\Never mind.\That's right. Notice me, notice me.\When you can't ignore me any more as someone who...\Hey! Tonami-kun!\So, why do I have to hide the fact that you went to the same junior high as Tsubaki's gang? I really wanna know. response:	What's this?
context: What?\No way.\Never mind.\That's right. Notice me, notice me.\When you can't ignore me any more as someone who...\Hey! Tonami-kun!\So, why do I have to hide the fact that you went to the same junior high as Tsubaki's gang? I really wanna know.\What's this? response:	He told me so this morning.
context: No way.\Never mind.\That's right. Notice me, notice me.\When you can't ignore me any more as someone who...\Hey! Tonami-kun!\So, why do I have to hide the fact that you went to the same junior high as Tsubaki's gang? I really wanna know.\What's this?\He told me so this morning. response:	Well, I have my reasons.
context: Never mind.\That's right. Notice me, notice me.\When you can't ignore me any more as someone who...\Hey! Tonami-kun!\So, why do I have to hide the fact that you went to the same junior high as Tsubaki's gang? I really wanna know.\What's this?\He told me so this morning.\Well, I have my reasons. response:	Arima, could you not tell Sakura's gang that I'm the same Tonami either?
context: That's right. Notice me, notice me.\When you can't ignore me any more as someone who...\Hey! Tonami-kun!\So, why do I have to hide the fact that you went to the same junior high as Tsubaki's gang? I really wanna know.\What's this?\He told me so this morning.\Well, I have my reasons.\Arima, could you not tell Sakura's gang that I'm the same Tonami either? response:	Why?
context: When you can't ignore me any more as someone who...\Hey! Tonami-kun!\So, why do I have to hide the fact that you went to the same junior high as Tsubaki's gang? I really wanna know.\What's this?\He told me so this morning.\Well, I have my reasons.\Arima, could you not tell Sakura's gang that I'm the same Tonami either?\Why? response:	Who do you think this is?
context: Hey! Tonami-kun!\So, why do I have to hide the fact that you went to the same junior high as Tsubaki's gang? I really wanna know.\What's this?\He told me so this morning.\Well, I have my reasons.\Arima, could you not tell Sakura's gang that I'm the same Tonami either?\Why?\Who do you think this is? response:	Which rich brat is this?
context: So, why do I have to hide the fact that you went to the same junior high as Tsubaki's gang? I really wanna know.\What's this?\He told me so this morning.\Well, I have my reasons.\Arima, could you not tell Sakura's gang that I'm the same Tonami either?\Why?\Who do you think this is?\Which rich brat is this? response:	Hmm... Looks kind of familar?
context: What's this?\He told me so this morning.\Well, I have my reasons.\Arima, could you not tell Sakura's gang that I'm the same Tonami either?\Why?\Who do you think this is?\Which rich brat is this?\Hmm... Looks kind of familar? response:	It's me.
context: He told me so this morning.\Well, I have my reasons.\Arima, could you not tell Sakura's gang that I'm the same Tonami either?\Why?\Who do you think this is?\Which rich brat is this?\Hmm... Looks kind of familar?\It's me. response:	WHAT!?!
context: Well, I have my reasons.\Arima, could you not tell Sakura's gang that I'm the same Tonami either?\Why?\Who do you think this is?\Which rich brat is this?\Hmm... Looks kind of familar?\It's me.\WHAT!?! response:	I knew that.
context: Arima, could you not tell Sakura's gang that I'm the same Tonami either?\Why?\Who do you think this is?\Which rich brat is this?\Hmm... Looks kind of familar?\It's me.\WHAT!?!\I knew that. response:	But, but...
context: Why?\Who do you think this is?\Which rich brat is this?\Hmm... Looks kind of familar?\It's me.\WHAT!?!\I knew that.\But, but... response:	Does he always carry these pictures around?
context: Who do you think this is?\Which rich brat is this?\Hmm... Looks kind of familar?\It's me.\WHAT!?!\I knew that.\But, but...\Does he always carry these pictures around? response:	I used to be slow, the stereotypical kid who got picked on.
context: Which rich brat is this?\Hmm... Looks kind of familar?\It's me.\WHAT!?!\I knew that.\But, but...\Does he always carry these pictures around?\I used to be slow, the stereotypical kid who got picked on. response:	I especially took humiliating treatment from Sakura as her personal servant.
context: Hmm... Looks kind of familar?\It's me.\WHAT!?!\I knew that.\But, but...\Does he always carry these pictures around?\I used to be slow, the stereotypical kid who got picked on.\I especially took humiliating treatment from Sakura as her personal servant. response:	She made me her go-fer, bagboy, desk wiper, driver,
context: It's me.\WHAT!?!\I knew that.\But, but...\Does he always carry these pictures around?\I used to be slow, the stereotypical kid who got picked on.\I especially took humiliating treatment from Sakura as her personal servant.\She made me her go-fer, bagboy, desk wiper, driver, response:	homework-boy, lunch-boy (made me trade lunches with her).
context: WHAT!?!\I knew that.\But, but...\Does he always carry these pictures around?\I used to be slow, the stereotypical kid who got picked on.\I especially took humiliating treatment from Sakura as her personal servant.\She made me her go-fer, bagboy, desk wiper, driver,\homework-boy, lunch-boy (made me trade lunches with her). response:	she took my CDs, made me tape TV shows for her, and measured my body fat!
context: I knew that.\But, but...\Does he always carry these pictures around?\I used to be slow, the stereotypical kid who got picked on.\I especially took humiliating treatment from Sakura as her personal servant.\She made me her go-fer, bagboy, desk wiper, driver,\homework-boy, lunch-boy (made me trade lunches with her).\she took my CDs, made me tape TV shows for her, and measured my body fat! response:	How terrible... I can just see her doing that.
context: But, but...\Does he always carry these pictures around?\I used to be slow, the stereotypical kid who got picked on.\I especially took humiliating treatment from Sakura as her personal servant.\She made me her go-fer, bagboy, desk wiper, driver,\homework-boy, lunch-boy (made me trade lunches with her).\she took my CDs, made me tape TV shows for her, and measured my body fat!\How terrible... I can just see her doing that. response:	Right? She's a demon!
context: Does he always carry these pictures around?\I used to be slow, the stereotypical kid who got picked on.\I especially took humiliating treatment from Sakura as her personal servant.\She made me her go-fer, bagboy, desk wiper, driver,\homework-boy, lunch-boy (made me trade lunches with her).\she took my CDs, made me tape TV shows for her, and measured my body fat!\How terrible... I can just see her doing that.\Right? She's a demon! response:	When I transferred, I decided that I was going to be a changed man when I came back.
context: I used to be slow, the stereotypical kid who got picked on.\I especially took humiliating treatment from Sakura as her personal servant.\She made me her go-fer, bagboy, desk wiper, driver,\homework-boy, lunch-boy (made me trade lunches with her).\she took my CDs, made me tape TV shows for her, and measured my body fat!\How terrible... I can just see her doing that.\Right? She's a demon!\When I transferred, I decided that I was going to be a changed man when I came back. response:	That I would be a totally different person.
context: I especially took humiliating treatment from Sakura as her personal servant.\She made me her go-fer, bagboy, desk wiper, driver,\homework-boy, lunch-boy (made me trade lunches with her).\she took my CDs, made me tape TV shows for her, and measured my body fat!\How terrible... I can just see her doing that.\Right? She's a demon!\When I transferred, I decided that I was going to be a changed man when I came back.\That I would be a totally different person. response:	And that I was going to get my revenge on Sakura!
context: She made me her go-fer, bagboy, desk wiper, driver,\homework-boy, lunch-boy (made me trade lunches with her).\she took my CDs, made me tape TV shows for her, and measured my body fat!\How terrible... I can just see her doing that.\Right? She's a demon!\When I transferred, I decided that I was going to be a changed man when I came back.\That I would be a totally different person.\And that I was going to get my revenge on Sakura! response:	Ooh, Edmond! Edmond Dantes! (The Count of Monte Cristo)
context: homework-boy, lunch-boy (made me trade lunches with her).\she took my CDs, made me tape TV shows for her, and measured my body fat!\How terrible... I can just see her doing that.\Right? She's a demon!\When I transferred, I decided that I was going to be a changed man when I came back.\That I would be a totally different person.\And that I was going to get my revenge on Sakura!\Ooh, Edmond! Edmond Dantes! (The Count of Monte Cristo) response:	I don't know about revenge and calm down, Miyazawa.
context: she took my CDs, made me tape TV shows for her, and measured my body fat!\How terrible... I can just see her doing that.\Right? She's a demon!\When I transferred, I decided that I was going to be a changed man when I came back.\That I would be a totally different person.\And that I was going to get my revenge on Sakura!\Ooh, Edmond! Edmond Dantes! (The Count of Monte Cristo)\I don't know about revenge and calm down, Miyazawa. response:	My days of training were so harsh.
context: How terrible... I can just see her doing that.\Right? She's a demon!\When I transferred, I decided that I was going to be a changed man when I came back.\That I would be a totally different person.\And that I was going to get my revenge on Sakura!\Ooh, Edmond! Edmond Dantes! (The Count of Monte Cristo)\I don't know about revenge and calm down, Miyazawa.\My days of training were so harsh. response:	Early morning jogs, weights, swimming,
context: Right? She's a demon!\When I transferred, I decided that I was going to be a changed man when I came back.\That I would be a totally different person.\And that I was going to get my revenge on Sakura!\Ooh, Edmond! Edmond Dantes! (The Count of Monte Cristo)\I don't know about revenge and calm down, Miyazawa.\My days of training were so harsh.\Early morning jogs, weights, swimming, response:	watching my diet, improving my grades,
context: When I transferred, I decided that I was going to be a changed man when I came back.\That I would be a totally different person.\And that I was going to get my revenge on Sakura!\Ooh, Edmond! Edmond Dantes! (The Count of Monte Cristo)\I don't know about revenge and calm down, Miyazawa.\My days of training were so harsh.\Early morning jogs, weights, swimming,\watching my diet, improving my grades, response:	revolutionizing my looks!
context: That I would be a totally different person.\And that I was going to get my revenge on Sakura!\Ooh, Edmond! Edmond Dantes! (The Count of Monte Cristo)\I don't know about revenge and calm down, Miyazawa.\My days of training were so harsh.\Early morning jogs, weights, swimming,\watching my diet, improving my grades,\revolutionizing my looks! response:	I sweated blood in order to abandon the old me!
context: And that I was going to get my revenge on Sakura!\Ooh, Edmond! Edmond Dantes! (The Count of Monte Cristo)\I don't know about revenge and calm down, Miyazawa.\My days of training were so harsh.\Early morning jogs, weights, swimming,\watching my diet, improving my grades,\revolutionizing my looks!\I sweated blood in order to abandon the old me! response:	He sure reminds me of somebody...
context: Ooh, Edmond! Edmond Dantes! (The Count of Monte Cristo)\I don't know about revenge and calm down, Miyazawa.\My days of training were so harsh.\Early morning jogs, weights, swimming,\watching my diet, improving my grades,\revolutionizing my looks!\I sweated blood in order to abandon the old me!\He sure reminds me of somebody... response:	How wonderful...
context: I don't know about revenge and calm down, Miyazawa.\My days of training were so harsh.\Early morning jogs, weights, swimming,\watching my diet, improving my grades,\revolutionizing my looks!\I sweated blood in order to abandon the old me!\He sure reminds me of somebody...\How wonderful... response:	I feel like I know you.
context: My days of training were so harsh.\Early morning jogs, weights, swimming,\watching my diet, improving my grades,\revolutionizing my looks!\I sweated blood in order to abandon the old me!\He sure reminds me of somebody...\How wonderful...\I feel like I know you. response:	So you are a person who polished second class material into first class through effort as well.
context: Early morning jogs, weights, swimming,\watching my diet, improving my grades,\revolutionizing my looks!\I sweated blood in order to abandon the old me!\He sure reminds me of somebody...\How wonderful...\I feel like I know you.\So you are a person who polished second class material into first class through effort as well. response:	You too? (Text:Friendship)
context: watching my diet, improving my grades,\revolutionizing my looks!\I sweated blood in order to abandon the old me!\He sure reminds me of somebody...\How wonderful...\I feel like I know you.\So you are a person who polished second class material into first class through effort as well.\You too? (Text:Friendship) response:	Ok. In deference to your hard work,
