context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: Natsu!\You guys are late! It's already over.\Aye!\As expected.\Erza, are you okay?\Don't worry about me.\I-I can't believe that Master Erigor lost...\You actually had trouble with this guy? response:	Trouble? It was a cinch! Easy!
context: You guys are late! It's already over.\Aye!\As expected.\Erza, are you okay?\Don't worry about me.\I-I can't believe that Master Erigor lost...\You actually had trouble with this guy?\Trouble? It was a cinch! Easy! response:	It was pretty touch and go there...
context: Aye!\As expected.\Erza, are you okay?\Don't worry about me.\I-I can't believe that Master Erigor lost...\You actually had trouble with this guy?\Trouble? It was a cinch! Easy!\It was pretty touch and go there... response:	And besides, you're gonna attract weirdos with your bare chested muffler look.
context: As expected.\Erza, are you okay?\Don't worry about me.\I-I can't believe that Master Erigor lost...\You actually had trouble with this guy?\Trouble? It was a cinch! Easy!\It was pretty touch and go there...\And besides, you're gonna attract weirdos with your bare chested muffler look. response:	I don't wanna hear that from you.
context: Erza, are you okay?\Don't worry about me.\I-I can't believe that Master Erigor lost...\You actually had trouble with this guy?\Trouble? It was a cinch! Easy!\It was pretty touch and go there...\And besides, you're gonna attract weirdos with your bare chested muffler look.\I don't wanna hear that from you. response:	Lucy, give me your clothes.
context: Don't worry about me.\I-I can't believe that Master Erigor lost...\You actually had trouble with this guy?\Trouble? It was a cinch! Easy!\It was pretty touch and go there...\And besides, you're gonna attract weirdos with your bare chested muffler look.\I don't wanna hear that from you.\Lucy, give me your clothes. response:	Why me?!
context: I-I can't believe that Master Erigor lost...\You actually had trouble with this guy?\Trouble? It was a cinch! Easy!\It was pretty touch and go there...\And besides, you're gonna attract weirdos with your bare chested muffler look.\I don't wanna hear that from you.\Lucy, give me your clothes.\Why me?! response:	Anyway, splendid work, Natsu.
context: You actually had trouble with this guy?\Trouble? It was a cinch! Easy!\It was pretty touch and go there...\And besides, you're gonna attract weirdos with your bare chested muffler look.\I don't wanna hear that from you.\Lucy, give me your clothes.\Why me?!\Anyway, splendid work, Natsu. response:	We've protected the Guild Masters.
context: Trouble? It was a cinch! Easy!\It was pretty touch and go there...\And besides, you're gonna attract weirdos with your bare chested muffler look.\I don't wanna hear that from you.\Lucy, give me your clothes.\Why me?!\Anyway, splendid work, Natsu.\We've protected the Guild Masters. response:	Let's go to the meeting hall.
context: It was pretty touch and go there...\And besides, you're gonna attract weirdos with your bare chested muffler look.\I don't wanna hear that from you.\Lucy, give me your clothes.\Why me?!\Anyway, splendid work, Natsu.\We've protected the Guild Masters.\Let's go to the meeting hall. response:	We'll report what happened and let the masters dispose of the flute.
context: And besides, you're gonna attract weirdos with your bare chested muffler look.\I don't wanna hear that from you.\Lucy, give me your clothes.\Why me?!\Anyway, splendid work, Natsu.\We've protected the Guild Masters.\Let's go to the meeting hall.\We'll report what happened and let the masters dispose of the flute. response:	Clover's not far from here.
context: I don't wanna hear that from you.\Lucy, give me your clothes.\Why me?!\Anyway, splendid work, Natsu.\We've protected the Guild Masters.\Let's go to the meeting hall.\We'll report what happened and let the masters dispose of the flute.\Clover's not far from here. response:	Kage!
context: Lucy, give me your clothes.\Why me?!\Anyway, splendid work, Natsu.\We've protected the Guild Masters.\Let's go to the meeting hall.\We'll report what happened and let the masters dispose of the flute.\Clover's not far from here.\Kage! response:	That's dangerous!
context: Why me?!\Anyway, splendid work, Natsu.\We've protected the Guild Masters.\Let's go to the meeting hall.\We'll report what happened and let the masters dispose of the flute.\Clover's not far from here.\Kage!\That's dangerous! response:	I've got the lullaby!
context: Anyway, splendid work, Natsu.\We've protected the Guild Masters.\Let's go to the meeting hall.\We'll report what happened and let the masters dispose of the flute.\Clover's not far from here.\Kage!\That's dangerous!\I've got the lullaby! response:	You let your guard down, Flies!
context: We've protected the Guild Masters.\Let's go to the meeting hall.\We'll report what happened and let the masters dispose of the flute.\Clover's not far from here.\Kage!\That's dangerous!\I've got the lullaby!\You let your guard down, Flies! response:	That bastard!
context: Let's go to the meeting hall.\We'll report what happened and let the masters dispose of the flute.\Clover's not far from here.\Kage!\That's dangerous!\I've got the lullaby!\You let your guard down, Flies!\That bastard! response:	What the hell? And we saved him!
context: We'll report what happened and let the masters dispose of the flute.\Clover's not far from here.\Kage!\That's dangerous!\I've got the lullaby!\You let your guard down, Flies!\That bastard!\What the hell? And we saved him! response:	After him!
context: Clover's not far from here.\Kage!\That's dangerous!\I've got the lullaby!\You let your guard down, Flies!\That bastard!\What the hell? And we saved him!\After him! response:	According to the report, Eisenwald is gunning for the Guild Masters' regular meeting.
context: Kage!\That's dangerous!\I've got the lullaby!\You let your guard down, Flies!\That bastard!\What the hell? And we saved him!\After him!\According to the report, Eisenwald is gunning for the Guild Masters' regular meeting. response:	We'll head there now, and round them up in one stroke!
context: That's dangerous!\I've got the lullaby!\You let your guard down, Flies!\That bastard!\What the hell? And we saved him!\After him!\According to the report, Eisenwald is gunning for the Guild Masters' regular meeting.\We'll head there now, and round them up in one stroke! response:	It doesn't matter if they're wizards.
context: I've got the lullaby!\You let your guard down, Flies!\That bastard!\What the hell? And we saved him!\After him!\According to the report, Eisenwald is gunning for the Guild Masters' regular meeting.\We'll head there now, and round them up in one stroke!\It doesn't matter if they're wizards. response:	We'll show them just how scary the Fiore Army can be!
context: You let your guard down, Flies!\That bastard!\What the hell? And we saved him!\After him!\According to the report, Eisenwald is gunning for the Guild Masters' regular meeting.\We'll head there now, and round them up in one stroke!\It doesn't matter if they're wizards.\We'll show them just how scary the Fiore Army can be! response:	Okay. The sound of the lullaby should reach them from this distance, no problem.
context: That bastard!\What the hell? And we saved him!\After him!\According to the report, Eisenwald is gunning for the Guild Masters' regular meeting.\We'll head there now, and round them up in one stroke!\It doesn't matter if they're wizards.\We'll show them just how scary the Fiore Army can be!\Okay. The sound of the lullaby should reach them from this distance, no problem. response:	Finally... Finally, the time has come...
context: What the hell? And we saved him!\After him!\According to the report, Eisenwald is gunning for the Guild Masters' regular meeting.\We'll head there now, and round them up in one stroke!\It doesn't matter if they're wizards.\We'll show them just how scary the Fiore Army can be!\Okay. The sound of the lullaby should reach them from this distance, no problem.\Finally... Finally, the time has come... response:	These girlies are quite the lookers, yes!
context: After him!\According to the report, Eisenwald is gunning for the Guild Masters' regular meeting.\We'll head there now, and round them up in one stroke!\It doesn't matter if they're wizards.\We'll show them just how scary the Fiore Army can be!\Okay. The sound of the lullaby should reach them from this distance, no problem.\Finally... Finally, the time has come...\These girlies are quite the lookers, yes! response:	Young wizards these days have really upped their level of looks and skills!
context: According to the report, Eisenwald is gunning for the Guild Masters' regular meeting.\We'll head there now, and round them up in one stroke!\It doesn't matter if they're wizards.\We'll show them just how scary the Fiore Army can be!\Okay. The sound of the lullaby should reach them from this distance, no problem.\Finally... Finally, the time has come...\These girlies are quite the lookers, yes!\Young wizards these days have really upped their level of looks and skills! response:	Photo spreads are the best...
context: We'll head there now, and round them up in one stroke!\It doesn't matter if they're wizards.\We'll show them just how scary the Fiore Army can be!\Okay. The sound of the lullaby should reach them from this distance, no problem.\Finally... Finally, the time has come...\These girlies are quite the lookers, yes!\Young wizards these days have really upped their level of looks and skills!\Photo spreads are the best... response:	No, no, no! I don't have time for this. I have to find out where they're head-
context: It doesn't matter if they're wizards.\We'll show them just how scary the Fiore Army can be!\Okay. The sound of the lullaby should reach them from this distance, no problem.\Finally... Finally, the time has come...\These girlies are quite the lookers, yes!\Young wizards these days have really upped their level of looks and skills!\Photo spreads are the best...\No, no, no! I don't have time for this. I have to find out where they're head- response:	It's not what you think!
context: We'll show them just how scary the Fiore Army can be!\Okay. The sound of the lullaby should reach them from this distance, no problem.\Finally... Finally, the time has come...\These girlies are quite the lookers, yes!\Young wizards these days have really upped their level of looks and skills!\Photo spreads are the best...\No, no, no! I don't have time for this. I have to find out where they're head-\It's not what you think! response:	This is part of my studies! I don't feel the slightest bit guilty about-
context: Okay. The sound of the lullaby should reach them from this distance, no problem.\Finally... Finally, the time has come...\These girlies are quite the lookers, yes!\Young wizards these days have really upped their level of looks and skills!\Photo spreads are the best...\No, no, no! I don't have time for this. I have to find out where they're head-\It's not what you think!\This is part of my studies! I don't feel the slightest bit guilty about- response:	You don't have to make excuses...
context: Finally... Finally, the time has come...\These girlies are quite the lookers, yes!\Young wizards these days have really upped their level of looks and skills!\Photo spreads are the best...\No, no, no! I don't have time for this. I have to find out where they're head-\It's not what you think!\This is part of my studies! I don't feel the slightest bit guilty about-\You don't have to make excuses... response:	Oh, you're injured.
context: These girlies are quite the lookers, yes!\Young wizards these days have really upped their level of looks and skills!\Photo spreads are the best...\No, no, no! I don't have time for this. I have to find out where they're head-\It's not what you think!\This is part of my studies! I don't feel the slightest bit guilty about-\You don't have to make excuses...\Oh, you're injured. response:	What the heck are you doing wandering around out here?
context: Young wizards these days have really upped their level of looks and skills!\Photo spreads are the best...\No, no, no! I don't have time for this. I have to find out where they're head-\It's not what you think!\This is part of my studies! I don't feel the slightest bit guilty about-\You don't have to make excuses...\Oh, you're injured.\What the heck are you doing wandering around out here? response:	Uh, well...
context: Photo spreads are the best...\No, no, no! I don't have time for this. I have to find out where they're head-\It's not what you think!\This is part of my studies! I don't feel the slightest bit guilty about-\You don't have to make excuses...\Oh, you're injured.\What the heck are you doing wandering around out here?\Uh, well... response:	Wait! Isn't this Fairy Tail's Makarov?
context: No, no, no! I don't have time for this. I have to find out where they're head-\It's not what you think!\This is part of my studies! I don't feel the slightest bit guilty about-\You don't have to make excuses...\Oh, you're injured.\What the heck are you doing wandering around out here?\Uh, well...\Wait! Isn't this Fairy Tail's Makarov? response:	Fate won't let me escape from these flies, will it?
context: It's not what you think!\This is part of my studies! I don't feel the slightest bit guilty about-\You don't have to make excuses...\Oh, you're injured.\What the heck are you doing wandering around out here?\Uh, well...\Wait! Isn't this Fairy Tail's Makarov?\Fate won't let me escape from these flies, will it? response:	Um...
context: This is part of my studies! I don't feel the slightest bit guilty about-\You don't have to make excuses...\Oh, you're injured.\What the heck are you doing wandering around out here?\Uh, well...\Wait! Isn't this Fairy Tail's Makarov?\Fate won't let me escape from these flies, will it?\Um... response:	Would you listen to me play a tune?
context: You don't have to make excuses...\Oh, you're injured.\What the heck are you doing wandering around out here?\Uh, well...\Wait! Isn't this Fairy Tail's Makarov?\Fate won't let me escape from these flies, will it?\Um...\Would you listen to me play a tune? response:	I'm not allowed to bring instruments into the hospital, so...
context: Oh, you're injured.\What the heck are you doing wandering around out here?\Uh, well...\Wait! Isn't this Fairy Tail's Makarov?\Fate won't let me escape from these flies, will it?\Um...\Would you listen to me play a tune?\I'm not allowed to bring instruments into the hospital, so... response:	I-I wanted someone to hear me!
context: What the heck are you doing wandering around out here?\Uh, well...\Wait! Isn't this Fairy Tail's Makarov?\Fate won't let me escape from these flies, will it?\Um...\Would you listen to me play a tune?\I'm not allowed to bring instruments into the hospital, so...\I-I wanted someone to hear me! response:	That's one creepy flute you got there.
context: Uh, well...\Wait! Isn't this Fairy Tail's Makarov?\Fate won't let me escape from these flies, will it?\Um...\Would you listen to me play a tune?\I'm not allowed to bring instruments into the hospital, so...\I-I wanted someone to hear me!\That's one creepy flute you got there. response:	It might look strange, but it has a lovely tone.
context: Wait! Isn't this Fairy Tail's Makarov?\Fate won't let me escape from these flies, will it?\Um...\Would you listen to me play a tune?\I'm not allowed to bring instruments into the hospital, so...\I-I wanted someone to hear me!\That's one creepy flute you got there.\It might look strange, but it has a lovely tone. response:	I'm in a hurry. But I suppose I could listen to one song.
context: Fate won't let me escape from these flies, will it?\Um...\Would you listen to me play a tune?\I'm not allowed to bring instruments into the hospital, so...\I-I wanted someone to hear me!\That's one creepy flute you got there.\It might look strange, but it has a lovely tone.\I'm in a hurry. But I suppose I could listen to one song. response:	Okay!
context: Um...\Would you listen to me play a tune?\I'm not allowed to bring instruments into the hospital, so...\I-I wanted someone to hear me!\That's one creepy flute you got there.\It might look strange, but it has a lovely tone.\I'm in a hurry. But I suppose I could listen to one song.\Okay! response:	I win.
context: Would you listen to me play a tune?\I'm not allowed to bring instruments into the hospital, so...\I-I wanted someone to hear me!\That's one creepy flute you got there.\It might look strange, but it has a lovely tone.\I'm in a hurry. But I suppose I could listen to one song.\Okay!\I win. response:	Listen up, now.
context: I'm not allowed to bring instruments into the hospital, so...\I-I wanted someone to hear me!\That's one creepy flute you got there.\It might look strange, but it has a lovely tone.\I'm in a hurry. But I suppose I could listen to one song.\Okay!\I win.\Listen up, now. response:	Finally...
context: I-I wanted someone to hear me!\That's one creepy flute you got there.\It might look strange, but it has a lovely tone.\I'm in a hurry. But I suppose I could listen to one song.\Okay!\I win.\Listen up, now.\Finally... response:	We're just getting even with all the legal guilds!
context: That's one creepy flute you got there.\It might look strange, but it has a lovely tone.\I'm in a hurry. But I suppose I could listen to one song.\Okay!\I win.\Listen up, now.\Finally...\We're just getting even with all the legal guilds! response:	They sure got a lot of nerve for a bunch of no-talent idiots!
context: It might look strange, but it has a lovely tone.\I'm in a hurry. But I suppose I could listen to one song.\Okay!\I win.\Listen up, now.\Finally...\We're just getting even with all the legal guilds!\They sure got a lot of nerve for a bunch of no-talent idiots! response:	With this we'll lock ourselves onto the road of darkness,
context: I'm in a hurry. But I suppose I could listen to one song.\Okay!\I win.\Listen up, now.\Finally...\We're just getting even with all the legal guilds!\They sure got a lot of nerve for a bunch of no-talent idiots!\With this we'll lock ourselves onto the road of darkness, response:	and get our revenge on the people from the magical world that stole our livelihoods!
context: Okay!\I win.\Listen up, now.\Finally...\We're just getting even with all the legal guilds!\They sure got a lot of nerve for a bunch of no-talent idiots!\With this we'll lock ourselves onto the road of darkness,\and get our revenge on the people from the magical world that stole our livelihoods! response:	You won't get your rights back by doing something like that!
context: I win.\Listen up, now.\Finally...\We're just getting even with all the legal guilds!\They sure got a lot of nerve for a bunch of no-talent idiots!\With this we'll lock ourselves onto the road of darkness,\and get our revenge on the people from the magical world that stole our livelihoods!\You won't get your rights back by doing something like that! response:	Try thinking about the future a little. All of you lot.
context: Listen up, now.\Finally...\We're just getting even with all the legal guilds!\They sure got a lot of nerve for a bunch of no-talent idiots!\With this we'll lock ourselves onto the road of darkness,\and get our revenge on the people from the magical world that stole our livelihoods!\You won't get your rights back by doing something like that!\Try thinking about the future a little. All of you lot. response:	Kage! We need your power!
context: Finally...\We're just getting even with all the legal guilds!\They sure got a lot of nerve for a bunch of no-talent idiots!\With this we'll lock ourselves onto the road of darkness,\and get our revenge on the people from the magical world that stole our livelihoods!\You won't get your rights back by doing something like that!\Try thinking about the future a little. All of you lot.\Kage! We need your power! response:	Wasn't he an ally from your own guild?!
context: We're just getting even with all the legal guilds!\They sure got a lot of nerve for a bunch of no-talent idiots!\With this we'll lock ourselves onto the road of darkness,\and get our revenge on the people from the magical world that stole our livelihoods!\You won't get your rights back by doing something like that!\Try thinking about the future a little. All of you lot.\Kage! We need your power!\Wasn't he an ally from your own guild?! response:	There he is!
context: They sure got a lot of nerve for a bunch of no-talent idiots!\With this we'll lock ourselves onto the road of darkness,\and get our revenge on the people from the magical world that stole our livelihoods!\You won't get your rights back by doing something like that!\Try thinking about the future a little. All of you lot.\Kage! We need your power!\Wasn't he an ally from your own guild?!\There he is! response:	Master!
context: With this we'll lock ourselves onto the road of darkness,\and get our revenge on the people from the magical world that stole our livelihoods!\You won't get your rights back by doing something like that!\Try thinking about the future a little. All of you lot.\Kage! We need your power!\Wasn't he an ally from your own guild?!\There he is!\Master! response:	Gramps!
context: and get our revenge on the people from the magical world that stole our livelihoods!\You won't get your rights back by doing something like that!\Try thinking about the future a little. All of you lot.\Kage! We need your power!\Wasn't he an ally from your own guild?!\There he is!\Master!\Gramps! response:	Shh!
context: You won't get your rights back by doing something like that!\Try thinking about the future a little. All of you lot.\Kage! We need your power!\Wasn't he an ally from your own guild?!\There he is!\Master!\Gramps!\Shh! response:	We're just getting to the good part. Now watch!
context: Try thinking about the future a little. All of you lot.\Kage! We need your power!\Wasn't he an ally from your own guild?!\There he is!\Master!\Gramps!\Shh!\We're just getting to the good part. Now watch! response:	And wow, you all are just so cute!
context: Kage! We need your power!\Wasn't he an ally from your own guild?!\There he is!\Master!\Gramps!\Shh!\We're just getting to the good part. Now watch!\And wow, you all are just so cute! response:	Totally my type!
context: Wasn't he an ally from your own guild?!\There he is!\Master!\Gramps!\Shh!\We're just getting to the good part. Now watch!\And wow, you all are just so cute!\Totally my type! response:	Who the heck is this?
context: There he is!\Master!\Gramps!\Shh!\We're just getting to the good part. Now watch!\And wow, you all are just so cute!\Totally my type!\Who the heck is this? response:	That's Master Bob.
context: Master!\Gramps!\Shh!\We're just getting to the good part. Now watch!\And wow, you all are just so cute!\Totally my type!\Who the heck is this?\That's Master Bob. response:	Erza, sweetie, how you've grown!
context: Gramps!\Shh!\We're just getting to the good part. Now watch!\And wow, you all are just so cute!\Totally my type!\Who the heck is this?\That's Master Bob.\Erza, sweetie, how you've grown! response:	This is the master of Blue Pegasus?!
context: Shh!\We're just getting to the good part. Now watch!\And wow, you all are just so cute!\Totally my type!\Who the heck is this?\That's Master Bob.\Erza, sweetie, how you've grown!\This is the master of Blue Pegasus?! response:	What's the matter? Hurry and play it.
context: We're just getting to the good part. Now watch!\And wow, you all are just so cute!\Totally my type!\Who the heck is this?\That's Master Bob.\Erza, sweetie, how you've grown!\This is the master of Blue Pegasus?!\What's the matter? Hurry and play it. response:	We can't let him!
context: And wow, you all are just so cute!\Totally my type!\Who the heck is this?\That's Master Bob.\Erza, sweetie, how you've grown!\This is the master of Blue Pegasus?!\What's the matter? Hurry and play it.\We can't let him! response:	We said, keep quiet and watch. This is the good part.
context: Totally my type!\Who the heck is this?\That's Master Bob.\Erza, sweetie, how you've grown!\This is the master of Blue Pegasus?!\What's the matter? Hurry and play it.\We can't let him!\We said, keep quiet and watch. This is the good part. response:	It's the master of Quatro Cerberus!
context: Who the heck is this?\That's Master Bob.\Erza, sweetie, how you've grown!\This is the master of Blue Pegasus?!\What's the matter? Hurry and play it.\We can't let him!\We said, keep quiet and watch. This is the good part.\It's the master of Quatro Cerberus! response:	Master Goldmine!
context: That's Master Bob.\Erza, sweetie, how you've grown!\This is the master of Blue Pegasus?!\What's the matter? Hurry and play it.\We can't let him!\We said, keep quiet and watch. This is the good part.\It's the master of Quatro Cerberus!\Master Goldmine! response:	If I just...
context: Erza, sweetie, how you've grown!\This is the master of Blue Pegasus?!\What's the matter? Hurry and play it.\We can't let him!\We said, keep quiet and watch. This is the good part.\It's the master of Quatro Cerberus!\Master Goldmine!\If I just... response:	If I just blow, then everything'll change...
context: This is the master of Blue Pegasus?!\What's the matter? Hurry and play it.\We can't let him!\We said, keep quiet and watch. This is the good part.\It's the master of Quatro Cerberus!\Master Goldmine!\If I just...\If I just blow, then everything'll change... response:	Nothing will change.
context: What's the matter? Hurry and play it.\We can't let him!\We said, keep quiet and watch. This is the good part.\It's the master of Quatro Cerberus!\Master Goldmine!\If I just...\If I just blow, then everything'll change...\Nothing will change. response:	Weak humans will always be weak, no matter how long you wait.
context: We can't let him!\We said, keep quiet and watch. This is the good part.\It's the master of Quatro Cerberus!\Master Goldmine!\If I just...\If I just blow, then everything'll change...\Nothing will change.\Weak humans will always be weak, no matter how long you wait. response:	But weakness is not always a bad thing.
context: We said, keep quiet and watch. This is the good part.\It's the master of Quatro Cerberus!\Master Goldmine!\If I just...\If I just blow, then everything'll change...\Nothing will change.\Weak humans will always be weak, no matter how long you wait.\But weakness is not always a bad thing. response:	Humans are weak creatures from the start.
context: It's the master of Quatro Cerberus!\Master Goldmine!\If I just...\If I just blow, then everything'll change...\Nothing will change.\Weak humans will always be weak, no matter how long you wait.\But weakness is not always a bad thing.\Humans are weak creatures from the start. response:	Uneasy by ourselves, we form guilds.
context: Master Goldmine!\If I just...\If I just blow, then everything'll change...\Nothing will change.\Weak humans will always be weak, no matter how long you wait.\But weakness is not always a bad thing.\Humans are weak creatures from the start.\Uneasy by ourselves, we form guilds. response:	Where we have allies and friends!
context: If I just...\If I just blow, then everything'll change...\Nothing will change.\Weak humans will always be weak, no matter how long you wait.\But weakness is not always a bad thing.\Humans are weak creatures from the start.\Uneasy by ourselves, we form guilds.\Where we have allies and friends! response:	In order to thrive, we bind together and progress ahead.
context: If I just blow, then everything'll change...\Nothing will change.\Weak humans will always be weak, no matter how long you wait.\But weakness is not always a bad thing.\Humans are weak creatures from the start.\Uneasy by ourselves, we form guilds.\Where we have allies and friends!\In order to thrive, we bind together and progress ahead. response:	These awkward combinations might run into more walls than would a single person...
context: Nothing will change.\Weak humans will always be weak, no matter how long you wait.\But weakness is not always a bad thing.\Humans are weak creatures from the start.\Uneasy by ourselves, we form guilds.\Where we have allies and friends!\In order to thrive, we bind together and progress ahead.\These awkward combinations might run into more walls than would a single person... response:	And we might take a long time to get where we're going...
context: Weak humans will always be weak, no matter how long you wait.\But weakness is not always a bad thing.\Humans are weak creatures from the start.\Uneasy by ourselves, we form guilds.\Where we have allies and friends!\In order to thrive, we bind together and progress ahead.\These awkward combinations might run into more walls than would a single person...\And we might take a long time to get where we're going... response:	But, as long as we believe in tomorrow and place one foot in front of the other,
context: But weakness is not always a bad thing.\Humans are weak creatures from the start.\Uneasy by ourselves, we form guilds.\Where we have allies and friends!\In order to thrive, we bind together and progress ahead.\These awkward combinations might run into more walls than would a single person...\And we might take a long time to get where we're going...\But, as long as we believe in tomorrow and place one foot in front of the other, response:	we will be filled with power from within.
context: Humans are weak creatures from the start.\Uneasy by ourselves, we form guilds.\Where we have allies and friends!\In order to thrive, we bind together and progress ahead.\These awkward combinations might run into more walls than would a single person...\And we might take a long time to get where we're going...\But, as long as we believe in tomorrow and place one foot in front of the other,\we will be filled with power from within. response:	Living a strong life means being able to smile!
context: Uneasy by ourselves, we form guilds.\Where we have allies and friends!\In order to thrive, we bind together and progress ahead.\These awkward combinations might run into more walls than would a single person...\And we might take a long time to get where we're going...\But, as long as we believe in tomorrow and place one foot in front of the other,\we will be filled with power from within.\Living a strong life means being able to smile! response:	And not relying on something like that flute.
context: Where we have allies and friends!\In order to thrive, we bind together and progress ahead.\These awkward combinations might run into more walls than would a single person...\And we might take a long time to get where we're going...\But, as long as we believe in tomorrow and place one foot in front of the other,\we will be filled with power from within.\Living a strong life means being able to smile!\And not relying on something like that flute. response:	I surrender!
context: In order to thrive, we bind together and progress ahead.\These awkward combinations might run into more walls than would a single person...\And we might take a long time to get where we're going...\But, as long as we believe in tomorrow and place one foot in front of the other,\we will be filled with power from within.\Living a strong life means being able to smile!\And not relying on something like that flute.\I surrender! response:	Master!
context: These awkward combinations might run into more walls than would a single person...\And we might take a long time to get where we're going...\But, as long as we believe in tomorrow and place one foot in front of the other,\we will be filled with power from within.\Living a strong life means being able to smile!\And not relying on something like that flute.\I surrender!\Master! response:	Gramps!
context: And we might take a long time to get where we're going...\But, as long as we believe in tomorrow and place one foot in front of the other,\we will be filled with power from within.\Living a strong life means being able to smile!\And not relying on something like that flute.\I surrender!\Master!\Gramps! response:	Gramps!
context: But, as long as we believe in tomorrow and place one foot in front of the other,\we will be filled with power from within.\Living a strong life means being able to smile!\And not relying on something like that flute.\I surrender!\Master!\Gramps!\Gramps! response:	Why are you here?
context: we will be filled with power from within.\Living a strong life means being able to smile!\And not relying on something like that flute.\I surrender!\Master!\Gramps!\Gramps!\Why are you here? response:	Excellent, as always!
context: Living a strong life means being able to smile!\And not relying on something like that flute.\I surrender!\Master!\Gramps!\Gramps!\Why are you here?\Excellent, as always! response:	Those words were so moving!
context: And not relying on something like that flute.\I surrender!\Master!\Gramps!\Gramps!\Why are you here?\Excellent, as always!\Those words were so moving! response:	That's gonna bruise!
context: I surrender!\Master!\Gramps!\Gramps!\Why are you here?\Excellent, as always!\Those words were so moving!\That's gonna bruise! response:	And that settles that.
context: Master!\Gramps!\Gramps!\Why are you here?\Excellent, as always!\Those words were so moving!\That's gonna bruise!\And that settles that. response:	Way to go, gramps!
context: Gramps!\Gramps!\Why are you here?\Excellent, as always!\Those words were so moving!\That's gonna bruise!\And that settles that.\Way to go, gramps! response:	Stop patting me!
context: Gramps!\Why are you here?\Excellent, as always!\Those words were so moving!\That's gonna bruise!\And that settles that.\Way to go, gramps!\Stop patting me! response:	A bunch of cowardly wizards, every last one of you!
context: Why are you here?\Excellent, as always!\Those words were so moving!\That's gonna bruise!\And that settles that.\Way to go, gramps!\Stop patting me!\A bunch of cowardly wizards, every last one of you! response:	Something's coming out!
context: Excellent, as always!\Those words were so moving!\That's gonna bruise!\And that settles that.\Way to go, gramps!\Stop patting me!\A bunch of cowardly wizards, every last one of you!\Something's coming out! response:	What the heck is that?
context: Those words were so moving!\That's gonna bruise!\And that settles that.\Way to go, gramps!\Stop patting me!\A bunch of cowardly wizards, every last one of you!\Something's coming out!\What the heck is that? response:	I can't stand it anymore!
context: That's gonna bruise!\And that settles that.\Way to go, gramps!\Stop patting me!\A bunch of cowardly wizards, every last one of you!\Something's coming out!\What the heck is that?\I can't stand it anymore! response:	I'll devour them myself!
context: And that settles that.\Way to go, gramps!\Stop patting me!\A bunch of cowardly wizards, every last one of you!\Something's coming out!\What the heck is that?\I can't stand it anymore!\I'll devour them myself! response:	Your pitiful souls, that is!
context: Way to go, gramps!\Stop patting me!\A bunch of cowardly wizards, every last one of you!\Something's coming out!\What the heck is that?\I can't stand it anymore!\I'll devour them myself!\Your pitiful souls, that is! response:	That's way too big!
context: Stop patting me!\A bunch of cowardly wizards, every last one of you!\Something's coming out!\What the heck is that?\I can't stand it anymore!\I'll devour them myself!\Your pitiful souls, that is!\That's way too big! response:	So that's what you complain about?!
context: A bunch of cowardly wizards, every last one of you!\Something's coming out!\What the heck is that?\I can't stand it anymore!\I'll devour them myself!\Your pitiful souls, that is!\That's way too big!\So that's what you complain about?! response:	What is this thing?
context: Something's coming out!\What the heck is that?\I can't stand it anymore!\I'll devour them myself!\Your pitiful souls, that is!\That's way too big!\So that's what you complain about?!\What is this thing? response:	I had no idea about this!
context: What the heck is that?\I can't stand it anymore!\I'll devour them myself!\Your pitiful souls, that is!\That's way too big!\So that's what you complain about?!\What is this thing?\I had no idea about this! response:	Oh, my! How upsetting.
context: I can't stand it anymore!\I'll devour them myself!\Your pitiful souls, that is!\That's way too big!\So that's what you complain about?!\What is this thing?\I had no idea about this!\Oh, my! How upsetting. response:	This is a demon of the book of Zelef.
context: I'll devour them myself!\Your pitiful souls, that is!\That's way too big!\So that's what you complain about?!\What is this thing?\I had no idea about this!\Oh, my! How upsetting.\This is a demon of the book of Zelef. response:	This isn't good!
context: Your pitiful souls, that is!\That's way too big!\So that's what you complain about?!\What is this thing?\I had no idea about this!\Oh, my! How upsetting.\This is a demon of the book of Zelef.\This isn't good! response:	Should we help?
context: That's way too big!\So that's what you complain about?!\What is this thing?\I had no idea about this!\Oh, my! How upsetting.\This is a demon of the book of Zelef.\This isn't good!\Should we help? response:	My back hurts, so I'll pass...
context: So that's what you complain about?!\What is this thing?\I had no idea about this!\Oh, my! How upsetting.\This is a demon of the book of Zelef.\This isn't good!\Should we help?\My back hurts, so I'll pass... response:	Why did the flute turn into a monster?
context: What is this thing?\I had no idea about this!\Oh, my! How upsetting.\This is a demon of the book of Zelef.\This isn't good!\Should we help?\My back hurts, so I'll pass...\Why did the flute turn into a monster? response:	That monster IS the lullaby.
context: I had no idea about this!\Oh, my! How upsetting.\This is a demon of the book of Zelef.\This isn't good!\Should we help?\My back hurts, so I'll pass...\Why did the flute turn into a monster?\That monster IS the lullaby. response:	In other words, it's living magic.
context: Oh, my! How upsetting.\This is a demon of the book of Zelef.\This isn't good!\Should we help?\My back hurts, so I'll pass...\Why did the flute turn into a monster?\That monster IS the lullaby.\In other words, it's living magic. response:	That's Zeref's magic.
