context: The Kingdom of Fiore... response:	A neutral country of 17 million people.
context: Listen up!\Magic is an unreasonable power, but it is born from reason!\It is not some miraculous ability.\It is the combination of the spirit that flows withing us\with the spirit that flows within nature itself, incarnated into physical form!\It takes a strong mind and focus!\In fact, magic is the pouring out of ones entire soul!\One cannot progress in the way of magic by being mindful of the watchful eye from above! response:	Be not afraid of those fools on the council!
context: Magic is an unreasonable power, but it is born from reason!\It is not some miraculous ability.\It is the combination of the spirit that flows withing us\with the spirit that flows within nature itself, incarnated into physical form!\It takes a strong mind and focus!\In fact, magic is the pouring out of ones entire soul!\One cannot progress in the way of magic by being mindful of the watchful eye from above!\Be not afraid of those fools on the council! response:	And follow the path you believe in!
context: It is not some miraculous ability.\It is the combination of the spirit that flows withing us\with the spirit that flows within nature itself, incarnated into physical form!\It takes a strong mind and focus!\In fact, magic is the pouring out of ones entire soul!\One cannot progress in the way of magic by being mindful of the watchful eye from above!\Be not afraid of those fools on the council!\And follow the path you believe in! response:	That's what it means to be a Fairy Tail wizard!
context: It is the combination of the spirit that flows withing us\with the spirit that flows within nature itself, incarnated into physical form!\It takes a strong mind and focus!\In fact, magic is the pouring out of ones entire soul!\One cannot progress in the way of magic by being mindful of the watchful eye from above!\Be not afraid of those fools on the council!\And follow the path you believe in!\That's what it means to be a Fairy Tail wizard! response:	And then...
context: with the spirit that flows within nature itself, incarnated into physical form!\It takes a strong mind and focus!\In fact, magic is the pouring out of ones entire soul!\One cannot progress in the way of magic by being mindful of the watchful eye from above!\Be not afraid of those fools on the council!\And follow the path you believe in!\That's what it means to be a Fairy Tail wizard!\And then... response:	And with this, you're now a member of Fairy Tail.
context: It takes a strong mind and focus!\In fact, magic is the pouring out of ones entire soul!\One cannot progress in the way of magic by being mindful of the watchful eye from above!\Be not afraid of those fools on the council!\And follow the path you believe in!\That's what it means to be a Fairy Tail wizard!\And then...\And with this, you're now a member of Fairy Tail. response:	Natsu, take a look!
context: In fact, magic is the pouring out of ones entire soul!\One cannot progress in the way of magic by being mindful of the watchful eye from above!\Be not afraid of those fools on the council!\And follow the path you believe in!\That's what it means to be a Fairy Tail wizard!\And then...\And with this, you're now a member of Fairy Tail.\Natsu, take a look! response:	I got Fairy Tail's mark!
context: One cannot progress in the way of magic by being mindful of the watchful eye from above!\Be not afraid of those fools on the council!\And follow the path you believe in!\That's what it means to be a Fairy Tail wizard!\And then...\And with this, you're now a member of Fairy Tail.\Natsu, take a look!\I got Fairy Tail's mark! response:	You did? That's nice, Luigi.
context: Be not afraid of those fools on the council!\And follow the path you believe in!\That's what it means to be a Fairy Tail wizard!\And then...\And with this, you're now a member of Fairy Tail.\Natsu, take a look!\I got Fairy Tail's mark!\You did? That's nice, Luigi. response:	It's Lucy!
context: And follow the path you believe in!\That's what it means to be a Fairy Tail wizard!\And then...\And with this, you're now a member of Fairy Tail.\Natsu, take a look!\I got Fairy Tail's mark!\You did? That's nice, Luigi.\It's Lucy! response:	This is the request board.
context: That's what it means to be a Fairy Tail wizard!\And then...\And with this, you're now a member of Fairy Tail.\Natsu, take a look!\I got Fairy Tail's mark!\You did? That's nice, Luigi.\It's Lucy!\This is the request board. response:	The wizards can choose whatever jobs they like from the requests posted here.
context: And then...\And with this, you're now a member of Fairy Tail.\Natsu, take a look!\I got Fairy Tail's mark!\You did? That's nice, Luigi.\It's Lucy!\This is the request board.\The wizards can choose whatever jobs they like from the requests posted here. response:	Let's do one with a big reward!
context: And with this, you're now a member of Fairy Tail.\Natsu, take a look!\I got Fairy Tail's mark!\You did? That's nice, Luigi.\It's Lucy!\This is the request board.\The wizards can choose whatever jobs they like from the requests posted here.\Let's do one with a big reward! response:	Ooh, 160,000 jewel for subduing some thieves!
context: Natsu, take a look!\I got Fairy Tail's mark!\You did? That's nice, Luigi.\It's Lucy!\This is the request board.\The wizards can choose whatever jobs they like from the requests posted here.\Let's do one with a big reward!\Ooh, 160,000 jewel for subduing some thieves! response:	Then, it's decided!
context: I got Fairy Tail's mark!\You did? That's nice, Luigi.\It's Lucy!\This is the request board.\The wizards can choose whatever jobs they like from the requests posted here.\Let's do one with a big reward!\Ooh, 160,000 jewel for subduing some thieves!\Then, it's decided! response:	Hasn't my dad come back yet?
context: You did? That's nice, Luigi.\It's Lucy!\This is the request board.\The wizards can choose whatever jobs they like from the requests posted here.\Let's do one with a big reward!\Ooh, 160,000 jewel for subduing some thieves!\Then, it's decided!\Hasn't my dad come back yet? response:	You're getting annoying, Romeo.
context: It's Lucy!\This is the request board.\The wizards can choose whatever jobs they like from the requests posted here.\Let's do one with a big reward!\Ooh, 160,000 jewel for subduing some thieves!\Then, it's decided!\Hasn't my dad come back yet?\You're getting annoying, Romeo. response:	If you're the son of a wizard, then believe in him and wait patiently at home!
context: This is the request board.\The wizards can choose whatever jobs they like from the requests posted here.\Let's do one with a big reward!\Ooh, 160,000 jewel for subduing some thieves!\Then, it's decided!\Hasn't my dad come back yet?\You're getting annoying, Romeo.\If you're the son of a wizard, then believe in him and wait patiently at home! response:	But he said he'd be back in three days, and he hasn't come home for a week!
context: The wizards can choose whatever jobs they like from the requests posted here.\Let's do one with a big reward!\Ooh, 160,000 jewel for subduing some thieves!\Then, it's decided!\Hasn't my dad come back yet?\You're getting annoying, Romeo.\If you're the son of a wizard, then believe in him and wait patiently at home!\But he said he'd be back in three days, and he hasn't come home for a week! response:	That was a job at Mt. Hakobe, if I recall.
context: Let's do one with a big reward!\Ooh, 160,000 jewel for subduing some thieves!\Then, it's decided!\Hasn't my dad come back yet?\You're getting annoying, Romeo.\If you're the son of a wizard, then believe in him and wait patiently at home!\But he said he'd be back in three days, and he hasn't come home for a week!\That was a job at Mt. Hakobe, if I recall. response:	It's not that far away! Go out and look for him!
context: Ooh, 160,000 jewel for subduing some thieves!\Then, it's decided!\Hasn't my dad come back yet?\You're getting annoying, Romeo.\If you're the son of a wizard, then believe in him and wait patiently at home!\But he said he'd be back in three days, and he hasn't come home for a week!\That was a job at Mt. Hakobe, if I recall.\It's not that far away! Go out and look for him! response:	Your old man is a wizard!
context: Then, it's decided!\Hasn't my dad come back yet?\You're getting annoying, Romeo.\If you're the son of a wizard, then believe in him and wait patiently at home!\But he said he'd be back in three days, and he hasn't come home for a week!\That was a job at Mt. Hakobe, if I recall.\It's not that far away! Go out and look for him!\Your old man is a wizard! response:	And there ain't a wizard in this guild who can't take care of himself!
context: Hasn't my dad come back yet?\You're getting annoying, Romeo.\If you're the son of a wizard, then believe in him and wait patiently at home!\But he said he'd be back in three days, and he hasn't come home for a week!\That was a job at Mt. Hakobe, if I recall.\It's not that far away! Go out and look for him!\Your old man is a wizard!\And there ain't a wizard in this guild who can't take care of himself! response:	Go home and drink some milk or something!
context: You're getting annoying, Romeo.\If you're the son of a wizard, then believe in him and wait patiently at home!\But he said he'd be back in three days, and he hasn't come home for a week!\That was a job at Mt. Hakobe, if I recall.\It's not that far away! Go out and look for him!\Your old man is a wizard!\And there ain't a wizard in this guild who can't take care of himself!\Go home and drink some milk or something! response:	Jerk!
context: If you're the son of a wizard, then believe in him and wait patiently at home!\But he said he'd be back in three days, and he hasn't come home for a week!\That was a job at Mt. Hakobe, if I recall.\It's not that far away! Go out and look for him!\Your old man is a wizard!\And there ain't a wizard in this guild who can't take care of himself!\Go home and drink some milk or something!\Jerk! response:	Damn it!
context: But he said he'd be back in three days, and he hasn't come home for a week!\That was a job at Mt. Hakobe, if I recall.\It's not that far away! Go out and look for him!\Your old man is a wizard!\And there ain't a wizard in this guild who can't take care of himself!\Go home and drink some milk or something!\Jerk!\Damn it! response:	Must be hard on him.
context: That was a job at Mt. Hakobe, if I recall.\It's not that far away! Go out and look for him!\Your old man is a wizard!\And there ain't a wizard in this guild who can't take care of himself!\Go home and drink some milk or something!\Jerk!\Damn it!\Must be hard on him. response:	His words were harsh, but the master is actually worried.
context: It's not that far away! Go out and look for him!\Your old man is a wizard!\And there ain't a wizard in this guild who can't take care of himself!\Go home and drink some milk or something!\Jerk!\Damn it!\Must be hard on him.\His words were harsh, but the master is actually worried. response:	Hey, Natsu, don't break the board!
context: Your old man is a wizard!\And there ain't a wizard in this guild who can't take care of himself!\Go home and drink some milk or something!\Jerk!\Damn it!\Must be hard on him.\His words were harsh, but the master is actually worried.\Hey, Natsu, don't break the board! response:	Master, you sure about this?
context: And there ain't a wizard in this guild who can't take care of himself!\Go home and drink some milk or something!\Jerk!\Damn it!\Must be hard on him.\His words were harsh, but the master is actually worried.\Hey, Natsu, don't break the board!\Master, you sure about this? response:	He's going to save Macao, you know.
context: Go home and drink some milk or something!\Jerk!\Damn it!\Must be hard on him.\His words were harsh, but the master is actually worried.\Hey, Natsu, don't break the board!\Master, you sure about this?\He's going to save Macao, you know. response:	This is why he's still such a kid.
context: Jerk!\Damn it!\Must be hard on him.\His words were harsh, but the master is actually worried.\Hey, Natsu, don't break the board!\Master, you sure about this?\He's going to save Macao, you know.\This is why he's still such a kid. response:	All this is gonna do is hurt Macao's pride.
context: Damn it!\Must be hard on him.\His words were harsh, but the master is actually worried.\Hey, Natsu, don't break the board!\Master, you sure about this?\He's going to save Macao, you know.\This is why he's still such a kid.\All this is gonna do is hurt Macao's pride. response:	No one can decide what someone else should do with their life.
context: Must be hard on him.\His words were harsh, but the master is actually worried.\Hey, Natsu, don't break the board!\Master, you sure about this?\He's going to save Macao, you know.\This is why he's still such a kid.\All this is gonna do is hurt Macao's pride.\No one can decide what someone else should do with their life. response:	Leave him be!
context: His words were harsh, but the master is actually worried.\Hey, Natsu, don't break the board!\Master, you sure about this?\He's going to save Macao, you know.\This is why he's still such a kid.\All this is gonna do is hurt Macao's pride.\No one can decide what someone else should do with their life.\Leave him be! response:	What's he doing?
context: Hey, Natsu, don't break the board!\Master, you sure about this?\He's going to save Macao, you know.\This is why he's still such a kid.\All this is gonna do is hurt Macao's pride.\No one can decide what someone else should do with their life.\Leave him be!\What's he doing? response:	Natsu is just like Romeo-kun, see.
context: Master, you sure about this?\He's going to save Macao, you know.\This is why he's still such a kid.\All this is gonna do is hurt Macao's pride.\No one can decide what someone else should do with their life.\Leave him be!\What's he doing?\Natsu is just like Romeo-kun, see. response:	The same thing happened with Natsu.
context: He's going to save Macao, you know.\This is why he's still such a kid.\All this is gonna do is hurt Macao's pride.\No one can decide what someone else should do with their life.\Leave him be!\What's he doing?\Natsu is just like Romeo-kun, see.\The same thing happened with Natsu. response:	All the wizards at Fairy Tail carry something with them.
context: This is why he's still such a kid.\All this is gonna do is hurt Macao's pride.\No one can decide what someone else should do with their life.\Leave him be!\What's he doing?\Natsu is just like Romeo-kun, see.\The same thing happened with Natsu.\All the wizards at Fairy Tail carry something with them. response:	A scar, or pain... or suffering...
context: All this is gonna do is hurt Macao's pride.\No one can decide what someone else should do with their life.\Leave him be!\What's he doing?\Natsu is just like Romeo-kun, see.\The same thing happened with Natsu.\All the wizards at Fairy Tail carry something with them.\A scar, or pain... or suffering... response:	Why are you here?
context: No one can decide what someone else should do with their life.\Leave him be!\What's he doing?\Natsu is just like Romeo-kun, see.\The same thing happened with Natsu.\All the wizards at Fairy Tail carry something with them.\A scar, or pain... or suffering...\Why are you here? response:	Why not?
context: Leave him be!\What's he doing?\Natsu is just like Romeo-kun, see.\The same thing happened with Natsu.\All the wizards at Fairy Tail carry something with them.\A scar, or pain... or suffering...\Why are you here?\Why not? response:	Anyway, you really can't handle transportation, can you?
context: What's he doing?\Natsu is just like Romeo-kun, see.\The same thing happened with Natsu.\All the wizards at Fairy Tail carry something with them.\A scar, or pain... or suffering...\Why are you here?\Why not?\Anyway, you really can't handle transportation, can you? response:	There's so much to pity you for...
context: Natsu is just like Romeo-kun, see.\The same thing happened with Natsu.\All the wizards at Fairy Tail carry something with them.\A scar, or pain... or suffering...\Why are you here?\Why not?\Anyway, you really can't handle transportation, can you?\There's so much to pity you for... response:	What's that supposed to mean?
context: The same thing happened with Natsu.\All the wizards at Fairy Tail carry something with them.\A scar, or pain... or suffering...\Why are you here?\Why not?\Anyway, you really can't handle transportation, can you?\There's so much to pity you for...\What's that supposed to mean? response:	Oh, nothing.
context: All the wizards at Fairy Tail carry something with them.\A scar, or pain... or suffering...\Why are you here?\Why not?\Anyway, you really can't handle transportation, can you?\There's so much to pity you for...\What's that supposed to mean?\Oh, nothing. response:	Natsu's father left and never came back.
context: A scar, or pain... or suffering...\Why are you here?\Why not?\Anyway, you really can't handle transportation, can you?\There's so much to pity you for...\What's that supposed to mean?\Oh, nothing.\Natsu's father left and never came back. response:	Well, it's not his real father, but the parent who raised him.
context: Why are you here?\Why not?\Anyway, you really can't handle transportation, can you?\There's so much to pity you for...\What's that supposed to mean?\Oh, nothing.\Natsu's father left and never came back.\Well, it's not his real father, but the parent who raised him. response:	Not to mention a dragon.
context: Why not?\Anyway, you really can't handle transportation, can you?\There's so much to pity you for...\What's that supposed to mean?\Oh, nothing.\Natsu's father left and never came back.\Well, it's not his real father, but the parent who raised him.\Not to mention a dragon. response:	A dragon?
context: Anyway, you really can't handle transportation, can you?\There's so much to pity you for...\What's that supposed to mean?\Oh, nothing.\Natsu's father left and never came back.\Well, it's not his real father, but the parent who raised him.\Not to mention a dragon.\A dragon? response:	Natsu was raised by a dragon?
context: There's so much to pity you for...\What's that supposed to mean?\Oh, nothing.\Natsu's father left and never came back.\Well, it's not his real father, but the parent who raised him.\Not to mention a dragon.\A dragon?\Natsu was raised by a dragon? response:	He was found by that dragon in the forest when he was little...
context: What's that supposed to mean?\Oh, nothing.\Natsu's father left and never came back.\Well, it's not his real father, but the parent who raised him.\Not to mention a dragon.\A dragon?\Natsu was raised by a dragon?\He was found by that dragon in the forest when he was little... response:	And it taught him how to read and educated him, and taught him magic.
context: Oh, nothing.\Natsu's father left and never came back.\Well, it's not his real father, but the parent who raised him.\Not to mention a dragon.\A dragon?\Natsu was raised by a dragon?\He was found by that dragon in the forest when he was little...\And it taught him how to read and educated him, and taught him magic. response:	But...
context: Natsu's father left and never came back.\Well, it's not his real father, but the parent who raised him.\Not to mention a dragon.\A dragon?\Natsu was raised by a dragon?\He was found by that dragon in the forest when he was little...\And it taught him how to read and educated him, and taught him magic.\But... response:	But, one day, it vanished, and Natsu couldn't find it.
context: Well, it's not his real father, but the parent who raised him.\Not to mention a dragon.\A dragon?\Natsu was raised by a dragon?\He was found by that dragon in the forest when he was little...\And it taught him how to read and educated him, and taught him magic.\But...\But, one day, it vanished, and Natsu couldn't find it. response:	I see, so that's Igneel.
context: Not to mention a dragon.\A dragon?\Natsu was raised by a dragon?\He was found by that dragon in the forest when he was little...\And it taught him how to read and educated him, and taught him magic.\But...\But, one day, it vanished, and Natsu couldn't find it.\I see, so that's Igneel. response:	Natsu is looking forward to meeting Igneel again someday.
context: A dragon?\Natsu was raised by a dragon?\He was found by that dragon in the forest when he was little...\And it taught him how to read and educated him, and taught him magic.\But...\But, one day, it vanished, and Natsu couldn't find it.\I see, so that's Igneel.\Natsu is looking forward to meeting Igneel again someday. response:	It's kind of cute of him, don't you think?
context: Natsu was raised by a dragon?\He was found by that dragon in the forest when he was little...\And it taught him how to read and educated him, and taught him magic.\But...\But, one day, it vanished, and Natsu couldn't find it.\I see, so that's Igneel.\Natsu is looking forward to meeting Igneel again someday.\It's kind of cute of him, don't you think? response:	We've arrived?
context: He was found by that dragon in the forest when he was little...\And it taught him how to read and educated him, and taught him magic.\But...\But, one day, it vanished, and Natsu couldn't find it.\I see, so that's Igneel.\Natsu is looking forward to meeting Igneel again someday.\It's kind of cute of him, don't you think?\We've arrived? response:	We stopped!
context: And it taught him how to read and educated him, and taught him magic.\But...\But, one day, it vanished, and Natsu couldn't find it.\I see, so that's Igneel.\Natsu is looking forward to meeting Igneel again someday.\It's kind of cute of him, don't you think?\We've arrived?\We stopped! response:	Revival!
context: But...\But, one day, it vanished, and Natsu couldn't find it.\I see, so that's Igneel.\Natsu is looking forward to meeting Igneel again someday.\It's kind of cute of him, don't you think?\We've arrived?\We stopped!\Revival! response:	Sorry, but we can't go any further.
context: But, one day, it vanished, and Natsu couldn't find it.\I see, so that's Igneel.\Natsu is looking forward to meeting Igneel again someday.\It's kind of cute of him, don't you think?\We've arrived?\We stopped!\Revival!\Sorry, but we can't go any further. response:	Wait...
context: I see, so that's Igneel.\Natsu is looking forward to meeting Igneel again someday.\It's kind of cute of him, don't you think?\We've arrived?\We stopped!\Revival!\Sorry, but we can't go any further.\Wait... response:	What the heck?
context: Natsu is looking forward to meeting Igneel again someday.\It's kind of cute of him, don't you think?\We've arrived?\We stopped!\Revival!\Sorry, but we can't go any further.\Wait...\What the heck? response:	It's freezing!
context: It's kind of cute of him, don't you think?\We've arrived?\We stopped!\Revival!\Sorry, but we can't go any further.\Wait...\What the heck?\It's freezing! response:	Okay, I know it's a mountain and all, but it's summer!
context: We've arrived?\We stopped!\Revival!\Sorry, but we can't go any further.\Wait...\What the heck?\It's freezing!\Okay, I know it's a mountain and all, but it's summer! response:	There's something not right about this blizzard!
context: We stopped!\Revival!\Sorry, but we can't go any further.\Wait...\What the heck?\It's freezing!\Okay, I know it's a mountain and all, but it's summer!\There's something not right about this blizzard! response:	That's what you get for wearing such thin clothes!
context: Revival!\Sorry, but we can't go any further.\Wait...\What the heck?\It's freezing!\Okay, I know it's a mountain and all, but it's summer!\There's something not right about this blizzard!\That's what you get for wearing such thin clothes! response:	I don't see you wearing a parka, either!
context: Sorry, but we can't go any further.\Wait...\What the heck?\It's freezing!\Okay, I know it's a mountain and all, but it's summer!\There's something not right about this blizzard!\That's what you get for wearing such thin clothes!\I don't see you wearing a parka, either! response:	Lend me your muffler!
context: Wait...\What the heck?\It's freezing!\Okay, I know it's a mountain and all, but it's summer!\There's something not right about this blizzard!\That's what you get for wearing such thin clothes!\I don't see you wearing a parka, either!\Lend me your muffler! response:	Man, she's annoying.
context: What the heck?\It's freezing!\Okay, I know it's a mountain and all, but it's summer!\There's something not right about this blizzard!\That's what you get for wearing such thin clothes!\I don't see you wearing a parka, either!\Lend me your muffler!\Man, she's annoying. response:	Aye!
context: It's freezing!\Okay, I know it's a mountain and all, but it's summer!\There's something not right about this blizzard!\That's what you get for wearing such thin clothes!\I don't see you wearing a parka, either!\Lend me your muffler!\Man, she's annoying.\Aye! response:	That's it!
context: Okay, I know it's a mountain and all, but it's summer!\There's something not right about this blizzard!\That's what you get for wearing such thin clothes!\I don't see you wearing a parka, either!\Lend me your muffler!\Man, she's annoying.\Aye!\That's it! response:	Gate of the Clock, I open thee!
context: There's something not right about this blizzard!\That's what you get for wearing such thin clothes!\I don't see you wearing a parka, either!\Lend me your muffler!\Man, she's annoying.\Aye!\That's it!\Gate of the Clock, I open thee! response:	Horologium!
context: That's what you get for wearing such thin clothes!\I don't see you wearing a parka, either!\Lend me your muffler!\Man, she's annoying.\Aye!\That's it!\Gate of the Clock, I open thee!\Horologium! response:	Ooh, a clock!
context: I don't see you wearing a parka, either!\Lend me your muffler!\Man, she's annoying.\Aye!\That's it!\Gate of the Clock, I open thee!\Horologium!\Ooh, a clock! response:	Cool!
context: Lend me your muffler!\Man, she's annoying.\Aye!\That's it!\Gate of the Clock, I open thee!\Horologium!\Ooh, a clock!\Cool! response:	I can't hear you.
context: Man, she's annoying.\Aye!\That's it!\Gate of the Clock, I open thee!\Horologium!\Ooh, a clock!\Cool!\I can't hear you. response:	She says I'll be in here.
context: Aye!\That's it!\Gate of the Clock, I open thee!\Horologium!\Ooh, a clock!\Cool!\I can't hear you.\She says I'll be in here. response:	Why did you come with me?
context: That's it!\Gate of the Clock, I open thee!\Horologium!\Ooh, a clock!\Cool!\I can't hear you.\She says I'll be in here.\Why did you come with me? response:	She says What job did Macao-san come here to do?
context: Gate of the Clock, I open thee!\Horologium!\Ooh, a clock!\Cool!\I can't hear you.\She says I'll be in here.\Why did you come with me?\She says What job did Macao-san come here to do? response:	You didn't know and tagged along?
context: Horologium!\Ooh, a clock!\Cool!\I can't hear you.\She says I'll be in here.\Why did you come with me?\She says What job did Macao-san come here to do?\You didn't know and tagged along? response:	He was subduing a vicious monster, a Vulcan!
context: Ooh, a clock!\Cool!\I can't hear you.\She says I'll be in here.\Why did you come with me?\She says What job did Macao-san come here to do?\You didn't know and tagged along?\He was subduing a vicious monster, a Vulcan! response:	She says I want to go home.
context: Cool!\I can't hear you.\She says I'll be in here.\Why did you come with me?\She says What job did Macao-san come here to do?\You didn't know and tagged along?\He was subduing a vicious monster, a Vulcan!\She says I want to go home. response:	And I say Go right ahead.
context: I can't hear you.\She says I'll be in here.\Why did you come with me?\She says What job did Macao-san come here to do?\You didn't know and tagged along?\He was subduing a vicious monster, a Vulcan!\She says I want to go home.\And I say Go right ahead. response:	Aye.
context: She says I'll be in here.\Why did you come with me?\She says What job did Macao-san come here to do?\You didn't know and tagged along?\He was subduing a vicious monster, a Vulcan!\She says I want to go home.\And I say Go right ahead.\Aye. response:	Macao, you here?
context: Why did you come with me?\She says What job did Macao-san come here to do?\You didn't know and tagged along?\He was subduing a vicious monster, a Vulcan!\She says I want to go home.\And I say Go right ahead.\Aye.\Macao, you here? response:	Macao!
context: She says What job did Macao-san come here to do?\You didn't know and tagged along?\He was subduing a vicious monster, a Vulcan!\She says I want to go home.\And I say Go right ahead.\Aye.\Macao, you here?\Macao! response:	It's a Vulcan!
context: You didn't know and tagged along?\He was subduing a vicious monster, a Vulcan!\She says I want to go home.\And I say Go right ahead.\Aye.\Macao, you here?\Macao!\It's a Vulcan! response:	Hey, you!
context: He was subduing a vicious monster, a Vulcan!\She says I want to go home.\And I say Go right ahead.\Aye.\Macao, you here?\Macao!\It's a Vulcan!\Hey, you! response:	A human woman!
context: She says I want to go home.\And I say Go right ahead.\Aye.\Macao, you here?\Macao!\It's a Vulcan!\Hey, you!\A human woman! response:	So it can talk?
context: And I say Go right ahead.\Aye.\Macao, you here?\Macao!\It's a Vulcan!\Hey, you!\A human woman!\So it can talk? response:	Who cares? Now, rescue me! she says...
context: Aye.\Macao, you here?\Macao!\It's a Vulcan!\Hey, you!\A human woman!\So it can talk?\Who cares? Now, rescue me! she says... response:	Near the peak of Mt. Hakobe.
context: Macao, you here?\Macao!\It's a Vulcan!\Hey, you!\A human woman!\So it can talk?\Who cares? Now, rescue me! she says...\Near the peak of Mt. Hakobe. response:	Why'd this have to happen to me?
context: Macao!\It's a Vulcan!\Hey, you!\A human woman!\So it can talk?\Who cares? Now, rescue me! she says...\Near the peak of Mt. Hakobe.\Why'd this have to happen to me? response:	And what's with this monkey... He's way too hyper!
context: It's a Vulcan!\Hey, you!\A human woman!\So it can talk?\Who cares? Now, rescue me! she says...\Near the peak of Mt. Hakobe.\Why'd this have to happen to me?\And what's with this monkey... He's way too hyper! response:	A woman!
context: Hey, you!\A human woman!\So it can talk?\Who cares? Now, rescue me! she says...\Near the peak of Mt. Hakobe.\Why'd this have to happen to me?\And what's with this monkey... He's way too hyper!\A woman! response:	Hey, Horologium! Don't disappear on me!
context: A human woman!\So it can talk?\Who cares? Now, rescue me! she says...\Near the peak of Mt. Hakobe.\Why'd this have to happen to me?\And what's with this monkey... He's way too hyper!\A woman!\Hey, Horologium! Don't disappear on me! response:	It is time. Fare thee well!
context: So it can talk?\Who cares? Now, rescue me! she says...\Near the peak of Mt. Hakobe.\Why'd this have to happen to me?\And what's with this monkey... He's way too hyper!\A woman!\Hey, Horologium! Don't disappear on me!\It is time. Fare thee well! response:	I want an extension! An extension!
context: Who cares? Now, rescue me! she says...\Near the peak of Mt. Hakobe.\Why'd this have to happen to me?\And what's with this monkey... He's way too hyper!\A woman!\Hey, Horologium! Don't disappear on me!\It is time. Fare thee well!\I want an extension! An extension! response:	Monkey!
context: Near the peak of Mt. Hakobe.\Why'd this have to happen to me?\And what's with this monkey... He's way too hyper!\A woman!\Hey, Horologium! Don't disappear on me!\It is time. Fare thee well!\I want an extension! An extension!\Monkey! response:	Where is Macao?!
context: Why'd this have to happen to me?\And what's with this monkey... He's way too hyper!\A woman!\Hey, Horologium! Don't disappear on me!\It is time. Fare thee well!\I want an extension! An extension!\Monkey!\Where is Macao?! response:	Lame...
context: And what's with this monkey... He's way too hyper!\A woman!\Hey, Horologium! Don't disappear on me!\It is time. Fare thee well!\I want an extension! An extension!\Monkey!\Where is Macao?!\Lame... response:	Is he incapable of making a normal entrance?
context: A woman!\Hey, Horologium! Don't disappear on me!\It is time. Fare thee well!\I want an extension! An extension!\Monkey!\Where is Macao?!\Lame...\Is he incapable of making a normal entrance? response:	Hey, monkey! Where's Macao?
context: Hey, Horologium! Don't disappear on me!\It is time. Fare thee well!\I want an extension! An extension!\Monkey!\Where is Macao?!\Lame...\Is he incapable of making a normal entrance?\Hey, monkey! Where's Macao? response:	You can understand me, right?
context: It is time. Fare thee well!\I want an extension! An extension!\Monkey!\Where is Macao?!\Lame...\Is he incapable of making a normal entrance?\Hey, monkey! Where's Macao?\You can understand me, right? response:	I'm asking about Macao, a human man.
context: I want an extension! An extension!\Monkey!\Where is Macao?!\Lame...\Is he incapable of making a normal entrance?\Hey, monkey! Where's Macao?\You can understand me, right?\I'm asking about Macao, a human man. response:	Man?
context: Monkey!\Where is Macao?!\Lame...\Is he incapable of making a normal entrance?\Hey, monkey! Where's Macao?\You can understand me, right?\I'm asking about Macao, a human man.\Man? response:	That's right! Where are you hiding him?!
context: Where is Macao?!\Lame...\Is he incapable of making a normal entrance?\Hey, monkey! Where's Macao?\You can understand me, right?\I'm asking about Macao, a human man.\Man?\That's right! Where are you hiding him?! response:	He's already decided the monkey's hiding him?
context: Lame...\Is he incapable of making a normal entrance?\Hey, monkey! Where's Macao?\You can understand me, right?\I'm asking about Macao, a human man.\Man?\That's right! Where are you hiding him?!\He's already decided the monkey's hiding him? response:	Oh, I think it's getting through to him.
context: Is he incapable of making a normal entrance?\Hey, monkey! Where's Macao?\You can understand me, right?\I'm asking about Macao, a human man.\Man?\That's right! Where are you hiding him?!\He's already decided the monkey's hiding him?\Oh, I think it's getting through to him. response:	Where?
context: Hey, monkey! Where's Macao?\You can understand me, right?\I'm asking about Macao, a human man.\Man?\That's right! Where are you hiding him?!\He's already decided the monkey's hiding him?\Oh, I think it's getting through to him.\Where? response:	Monkey!
context: You can understand me, right?\I'm asking about Macao, a human man.\Man?\That's right! Where are you hiding him?!\He's already decided the monkey's hiding him?\Oh, I think it's getting through to him.\Where?\Monkey! response:	Natsu!
context: I'm asking about Macao, a human man.\Man?\That's right! Where are you hiding him?!\He's already decided the monkey's hiding him?\Oh, I think it's getting through to him.\Where?\Monkey!\Natsu! response:	I don't need men! I like women!
context: Man?\That's right! Where are you hiding him?!\He's already decided the monkey's hiding him?\Oh, I think it's getting through to him.\Where?\Monkey!\Natsu!\I don't need men! I like women! response:	Oh, no...
context: That's right! Where are you hiding him?!\He's already decided the monkey's hiding him?\Oh, I think it's getting through to him.\Where?\Monkey!\Natsu!\I don't need men! I like women!\Oh, no... response:	He's not dead, is he?
context: He's already decided the monkey's hiding him?\Oh, I think it's getting through to him.\Where?\Monkey!\Natsu!\I don't need men! I like women!\Oh, no...\He's not dead, is he? response:	Natsu...
context: Oh, I think it's getting through to him.\Where?\Monkey!\Natsu!\I don't need men! I like women!\Oh, no...\He's not dead, is he?\Natsu... response:	Woman, woman, woman, woman!
context: Where?\Monkey!\Natsu!\I don't need men! I like women!\Oh, no...\He's not dead, is he?\Natsu...\Woman, woman, woman, woman! response:	Okay you pervy monkey, get a load of this!
context: Monkey!\Natsu!\I don't need men! I like women!\Oh, no...\He's not dead, is he?\Natsu...\Woman, woman, woman, woman!\Okay you pervy monkey, get a load of this! response:	Gate of the Golden Bull, I open thee!
