context: Huh, that's strange... response:	This is even more amazing than your room, my lord.
context: I remember everything Shiroe taught me about fighting in a party.\But why am I so uneasy?\Am I missing something?\Approximately three hundred and fifty years ago,\the world is said to have been a far more prosperous place than today.\It was a pale shadow of the age of gods, which has passed into legend.\But during that time,\humans, elves, dwarves, and alvs... response:	These four races lived together.
context: But why am I so uneasy?\Am I missing something?\Approximately three hundred and fifty years ago,\the world is said to have been a far more prosperous place than today.\It was a pale shadow of the age of gods, which has passed into legend.\But during that time,\humans, elves, dwarves, and alvs...\These four races lived together. response:	The alvs, in particular, were magical inventors,
context: Am I missing something?\Approximately three hundred and fifty years ago,\the world is said to have been a far more prosperous place than today.\It was a pale shadow of the age of gods, which has passed into legend.\But during that time,\humans, elves, dwarves, and alvs...\These four races lived together.\The alvs, in particular, were magical inventors, response:	and the vanguard of a vast magical civilization.
context: Approximately three hundred and fifty years ago,\the world is said to have been a far more prosperous place than today.\It was a pale shadow of the age of gods, which has passed into legend.\But during that time,\humans, elves, dwarves, and alvs...\These four races lived together.\The alvs, in particular, were magical inventors,\and the vanguard of a vast magical civilization. response:	However, that power became their undoing.
context: the world is said to have been a far more prosperous place than today.\It was a pale shadow of the age of gods, which has passed into legend.\But during that time,\humans, elves, dwarves, and alvs...\These four races lived together.\The alvs, in particular, were magical inventors,\and the vanguard of a vast magical civilization.\However, that power became their undoing. response:	What do you mean?
context: It was a pale shadow of the age of gods, which has passed into legend.\But during that time,\humans, elves, dwarves, and alvs...\These four races lived together.\The alvs, in particular, were magical inventors,\and the vanguard of a vast magical civilization.\However, that power became their undoing.\What do you mean? response:	As a race, their reproductive capacity was quite slim,
context: But during that time,\humans, elves, dwarves, and alvs...\These four races lived together.\The alvs, in particular, were magical inventors,\and the vanguard of a vast magical civilization.\However, that power became their undoing.\What do you mean?\As a race, their reproductive capacity was quite slim, response:	and their nation was small.
context: humans, elves, dwarves, and alvs...\These four races lived together.\The alvs, in particular, were magical inventors,\and the vanguard of a vast magical civilization.\However, that power became their undoing.\What do you mean?\As a race, their reproductive capacity was quite slim,\and their nation was small. response:	They were despised for their monopoly over magical technology,
context: These four races lived together.\The alvs, in particular, were magical inventors,\and the vanguard of a vast magical civilization.\However, that power became their undoing.\What do you mean?\As a race, their reproductive capacity was quite slim,\and their nation was small.\They were despised for their monopoly over magical technology, response:	so the other races used their superior numbers to destroy them.
context: The alvs, in particular, were magical inventors,\and the vanguard of a vast magical civilization.\However, that power became their undoing.\What do you mean?\As a race, their reproductive capacity was quite slim,\and their nation was small.\They were despised for their monopoly over magical technology,\so the other races used their superior numbers to destroy them. response:	Then what about me?
context: and the vanguard of a vast magical civilization.\However, that power became their undoing.\What do you mean?\As a race, their reproductive capacity was quite slim,\and their nation was small.\They were despised for their monopoly over magical technology,\so the other races used their superior numbers to destroy them.\Then what about me? response:	I'm a half-alv.
context: However, that power became their undoing.\What do you mean?\As a race, their reproductive capacity was quite slim,\and their nation was small.\They were despised for their monopoly over magical technology,\so the other races used their superior numbers to destroy them.\Then what about me?\I'm a half-alv. response:	Throughout the world, the alvs were treated as slaves.
context: What do you mean?\As a race, their reproductive capacity was quite slim,\and their nation was small.\They were despised for their monopoly over magical technology,\so the other races used their superior numbers to destroy them.\Then what about me?\I'm a half-alv.\Throughout the world, the alvs were treated as slaves. response:	Their descendants are the half-alvs.
context: As a race, their reproductive capacity was quite slim,\and their nation was small.\They were despised for their monopoly over magical technology,\so the other races used their superior numbers to destroy them.\Then what about me?\I'm a half-alv.\Throughout the world, the alvs were treated as slaves.\Their descendants are the half-alvs. response:	In any event, the alv kingdom was destroyed.
context: and their nation was small.\They were despised for their monopoly over magical technology,\so the other races used their superior numbers to destroy them.\Then what about me?\I'm a half-alv.\Throughout the world, the alvs were treated as slaves.\Their descendants are the half-alvs.\In any event, the alv kingdom was destroyed. response:	And then, the six bent princesses, the Luquenje, were born.
context: They were despised for their monopoly over magical technology,\so the other races used their superior numbers to destroy them.\Then what about me?\I'm a half-alv.\Throughout the world, the alvs were treated as slaves.\Their descendants are the half-alvs.\In any event, the alv kingdom was destroyed.\And then, the six bent princesses, the Luquenje, were born. response:	Luquenje
context: so the other races used their superior numbers to destroy them.\Then what about me?\I'm a half-alv.\Throughout the world, the alvs were treated as slaves.\Their descendants are the half-alvs.\In any event, the alv kingdom was destroyed.\And then, the six bent princesses, the Luquenje, were born.\Luquenje response:	Six bent princess?
context: Then what about me?\I'm a half-alv.\Throughout the world, the alvs were treated as slaves.\Their descendants are the half-alvs.\In any event, the alv kingdom was destroyed.\And then, the six bent princesses, the Luquenje, were born.\Luquenje\Six bent princess? response:	Luquenje?
context: I'm a half-alv.\Throughout the world, the alvs were treated as slaves.\Their descendants are the half-alvs.\In any event, the alv kingdom was destroyed.\And then, the six bent princesses, the Luquenje, were born.\Luquenje\Six bent princess?\Luquenje? response:	The six bent princesses.
context: Throughout the world, the alvs were treated as slaves.\Their descendants are the half-alvs.\In any event, the alv kingdom was destroyed.\And then, the six bent princesses, the Luquenje, were born.\Luquenje\Six bent princess?\Luquenje?\The six bent princesses. response:	The six didn't know each other, and they certainly weren't acting in concert.
context: Their descendants are the half-alvs.\In any event, the alv kingdom was destroyed.\And then, the six bent princesses, the Luquenje, were born.\Luquenje\Six bent princess?\Luquenje?\The six bent princesses.\The six didn't know each other, and they certainly weren't acting in concert. response:	Nonetheless, each of these six alv women
context: In any event, the alv kingdom was destroyed.\And then, the six bent princesses, the Luquenje, were born.\Luquenje\Six bent princess?\Luquenje?\The six bent princesses.\The six didn't know each other, and they certainly weren't acting in concert.\Nonetheless, each of these six alv women response:	swore revenge independently, yet simultaneously.
context: And then, the six bent princesses, the Luquenje, were born.\Luquenje\Six bent princess?\Luquenje?\The six bent princesses.\The six didn't know each other, and they certainly weren't acting in concert.\Nonetheless, each of these six alv women\swore revenge independently, yet simultaneously. response:	Some seduced those in power.
context: Luquenje\Six bent princess?\Luquenje?\The six bent princesses.\The six didn't know each other, and they certainly weren't acting in concert.\Nonetheless, each of these six alv women\swore revenge independently, yet simultaneously.\Some seduced those in power. response:	Some led the remaining alvs.
context: Six bent princess?\Luquenje?\The six bent princesses.\The six didn't know each other, and they certainly weren't acting in concert.\Nonetheless, each of these six alv women\swore revenge independently, yet simultaneously.\Some seduced those in power.\Some led the remaining alvs. response:	And the world was plunged into chaos once more.
context: Luquenje?\The six bent princesses.\The six didn't know each other, and they certainly weren't acting in concert.\Nonetheless, each of these six alv women\swore revenge independently, yet simultaneously.\Some seduced those in power.\Some led the remaining alvs.\And the world was plunged into chaos once more. response:	But in the end, all six were left on the verge of defeat.
context: The six bent princesses.\The six didn't know each other, and they certainly weren't acting in concert.\Nonetheless, each of these six alv women\swore revenge independently, yet simultaneously.\Some seduced those in power.\Some led the remaining alvs.\And the world was plunged into chaos once more.\But in the end, all six were left on the verge of defeat. response:	And it was then that the first World Fraction was used.
context: The six didn't know each other, and they certainly weren't acting in concert.\Nonetheless, each of these six alv women\swore revenge independently, yet simultaneously.\Some seduced those in power.\Some led the remaining alvs.\And the world was plunged into chaos once more.\But in the end, all six were left on the verge of defeat.\And it was then that the first World Fraction was used. response:	By the alvs?
context: Nonetheless, each of these six alv women\swore revenge independently, yet simultaneously.\Some seduced those in power.\Some led the remaining alvs.\And the world was plunged into chaos once more.\But in the end, all six were left on the verge of defeat.\And it was then that the first World Fraction was used.\By the alvs? response:	Indeed.
context: swore revenge independently, yet simultaneously.\Some seduced those in power.\Some led the remaining alvs.\And the world was plunged into chaos once more.\But in the end, all six were left on the verge of defeat.\And it was then that the first World Fraction was used.\By the alvs?\Indeed. response:	But the technologies and principles used remain deeply shrouded in mystery.
context: Some seduced those in power.\Some led the remaining alvs.\And the world was plunged into chaos once more.\But in the end, all six were left on the verge of defeat.\And it was then that the first World Fraction was used.\By the alvs?\Indeed.\But the technologies and principles used remain deeply shrouded in mystery. response:	And the spell brought about the birth of
context: Some led the remaining alvs.\And the world was plunged into chaos once more.\But in the end, all six were left on the verge of defeat.\And it was then that the first World Fraction was used.\By the alvs?\Indeed.\But the technologies and principles used remain deeply shrouded in mystery.\And the spell brought about the birth of response:	the demi-humans.
context: And the world was plunged into chaos once more.\But in the end, all six were left on the verge of defeat.\And it was then that the first World Fraction was used.\By the alvs?\Indeed.\But the technologies and principles used remain deeply shrouded in mystery.\And the spell brought about the birth of\the demi-humans. response:	Until three hundred years ago, there were no demi-humans.
context: But in the end, all six were left on the verge of defeat.\And it was then that the first World Fraction was used.\By the alvs?\Indeed.\But the technologies and principles used remain deeply shrouded in mystery.\And the spell brought about the birth of\the demi-humans.\Until three hundred years ago, there were no demi-humans. response:	As to how they were created...
context: And it was then that the first World Fraction was used.\By the alvs?\Indeed.\But the technologies and principles used remain deeply shrouded in mystery.\And the spell brought about the birth of\the demi-humans.\Until three hundred years ago, there were no demi-humans.\As to how they were created... response:	Repeated war had decreased the population,
context: By the alvs?\Indeed.\But the technologies and principles used remain deeply shrouded in mystery.\And the spell brought about the birth of\the demi-humans.\Until three hundred years ago, there were no demi-humans.\As to how they were created...\Repeated war had decreased the population, response:	leaving the planet overrun with souls.
context: Indeed.\But the technologies and principles used remain deeply shrouded in mystery.\And the spell brought about the birth of\the demi-humans.\Until three hundred years ago, there were no demi-humans.\As to how they were created...\Repeated war had decreased the population,\leaving the planet overrun with souls. response:	These souls were used, it seems, in the creation of the demi-humans.
context: But the technologies and principles used remain deeply shrouded in mystery.\And the spell brought about the birth of\the demi-humans.\Until three hundred years ago, there were no demi-humans.\As to how they were created...\Repeated war had decreased the population,\leaving the planet overrun with souls.\These souls were used, it seems, in the creation of the demi-humans. response:	The wars with the demi-humans pushed humanity to the brink,
context: And the spell brought about the birth of\the demi-humans.\Until three hundred years ago, there were no demi-humans.\As to how they were created...\Repeated war had decreased the population,\leaving the planet overrun with souls.\These souls were used, it seems, in the creation of the demi-humans.\The wars with the demi-humans pushed humanity to the brink, response:	and the world entered a dark age.
context: the demi-humans.\Until three hundred years ago, there were no demi-humans.\As to how they were created...\Repeated war had decreased the population,\leaving the planet overrun with souls.\These souls were used, it seems, in the creation of the demi-humans.\The wars with the demi-humans pushed humanity to the brink,\and the world entered a dark age. response:	Humanity defeated the Luquenje,
context: Until three hundred years ago, there were no demi-humans.\As to how they were created...\Repeated war had decreased the population,\leaving the planet overrun with souls.\These souls were used, it seems, in the creation of the demi-humans.\The wars with the demi-humans pushed humanity to the brink,\and the world entered a dark age.\Humanity defeated the Luquenje, response:	but there is no doubt their revenge succeeded.
context: As to how they were created...\Repeated war had decreased the population,\leaving the planet overrun with souls.\These souls were used, it seems, in the creation of the demi-humans.\The wars with the demi-humans pushed humanity to the brink,\and the world entered a dark age.\Humanity defeated the Luquenje,\but there is no doubt their revenge succeeded. response:	To counter the demi-humans,
context: Repeated war had decreased the population,\leaving the planet overrun with souls.\These souls were used, it seems, in the creation of the demi-humans.\The wars with the demi-humans pushed humanity to the brink,\and the world entered a dark age.\Humanity defeated the Luquenje,\but there is no doubt their revenge succeeded.\To counter the demi-humans, response:	humanity used alv secrets to create new races...
context: leaving the planet overrun with souls.\These souls were used, it seems, in the creation of the demi-humans.\The wars with the demi-humans pushed humanity to the brink,\and the world entered a dark age.\Humanity defeated the Luquenje,\but there is no doubt their revenge succeeded.\To counter the demi-humans,\humanity used alv secrets to create new races... response:	The cat people, the wolf fangs, the fox tails, and the robed ones.
context: These souls were used, it seems, in the creation of the demi-humans.\The wars with the demi-humans pushed humanity to the brink,\and the world entered a dark age.\Humanity defeated the Luquenje,\but there is no doubt their revenge succeeded.\To counter the demi-humans,\humanity used alv secrets to create new races...\The cat people, the wolf fangs, the fox tails, and the robed ones. response:	Wolf Fangs Cat People
context: The wars with the demi-humans pushed humanity to the brink,\and the world entered a dark age.\Humanity defeated the Luquenje,\but there is no doubt their revenge succeeded.\To counter the demi-humans,\humanity used alv secrets to create new races...\The cat people, the wolf fangs, the fox tails, and the robed ones.\Wolf Fangs Cat People response:	Fox Tails Wolf Fangs
context: and the world entered a dark age.\Humanity defeated the Luquenje,\but there is no doubt their revenge succeeded.\To counter the demi-humans,\humanity used alv secrets to create new races...\The cat people, the wolf fangs, the fox tails, and the robed ones.\Wolf Fangs Cat People\Fox Tails Wolf Fangs response:	Robed Ones Fox Tails Wolf Fangs
context: Humanity defeated the Luquenje,\but there is no doubt their revenge succeeded.\To counter the demi-humans,\humanity used alv secrets to create new races...\The cat people, the wolf fangs, the fox tails, and the robed ones.\Wolf Fangs Cat People\Fox Tails Wolf Fangs\Robed Ones Fox Tails Wolf Fangs response:	Robed Ones Fox Tails
context: but there is no doubt their revenge succeeded.\To counter the demi-humans,\humanity used alv secrets to create new races...\The cat people, the wolf fangs, the fox tails, and the robed ones.\Wolf Fangs Cat People\Fox Tails Wolf Fangs\Robed Ones Fox Tails Wolf Fangs\Robed Ones Fox Tails response:	It seems the precursors were created then, as well.
context: To counter the demi-humans,\humanity used alv secrets to create new races...\The cat people, the wolf fangs, the fox tails, and the robed ones.\Wolf Fangs Cat People\Fox Tails Wolf Fangs\Robed Ones Fox Tails Wolf Fangs\Robed Ones Fox Tails\It seems the precursors were created then, as well. response:	The precursors are
context: humanity used alv secrets to create new races...\The cat people, the wolf fangs, the fox tails, and the robed ones.\Wolf Fangs Cat People\Fox Tails Wolf Fangs\Robed Ones Fox Tails Wolf Fangs\Robed Ones Fox Tails\It seems the precursors were created then, as well.\The precursors are response:	among the most powerful non-player characters, with strength rivaling that of adventurers.
context: The cat people, the wolf fangs, the fox tails, and the robed ones.\Wolf Fangs Cat People\Fox Tails Wolf Fangs\Robed Ones Fox Tails Wolf Fangs\Robed Ones Fox Tails\It seems the precursors were created then, as well.\The precursors are\among the most powerful non-player characters, with strength rivaling that of adventurers. response:	Within the game's story, they're regarded as legendary heroes.
context: Wolf Fangs Cat People\Fox Tails Wolf Fangs\Robed Ones Fox Tails Wolf Fangs\Robed Ones Fox Tails\It seems the precursors were created then, as well.\The precursors are\among the most powerful non-player characters, with strength rivaling that of adventurers.\Within the game's story, they're regarded as legendary heroes. response:	We can discuss the precursors another time.
context: Fox Tails Wolf Fangs\Robed Ones Fox Tails Wolf Fangs\Robed Ones Fox Tails\It seems the precursors were created then, as well.\The precursors are\among the most powerful non-player characters, with strength rivaling that of adventurers.\Within the game's story, they're regarded as legendary heroes.\We can discuss the precursors another time. response:	For now, I will simply say it is the souls,
context: Robed Ones Fox Tails Wolf Fangs\Robed Ones Fox Tails\It seems the precursors were created then, as well.\The precursors are\among the most powerful non-player characters, with strength rivaling that of adventurers.\Within the game's story, they're regarded as legendary heroes.\We can discuss the precursors another time.\For now, I will simply say it is the souls, response:	Spirit Theory
context: Robed Ones Fox Tails\It seems the precursors were created then, as well.\The precursors are\among the most powerful non-player characters, with strength rivaling that of adventurers.\Within the game's story, they're regarded as legendary heroes.\We can discuss the precursors another time.\For now, I will simply say it is the souls,\Spirit Theory response:	an issue of Spirit Theory, that interests us.
context: It seems the precursors were created then, as well.\The precursors are\among the most powerful non-player characters, with strength rivaling that of adventurers.\Within the game's story, they're regarded as legendary heroes.\We can discuss the precursors another time.\For now, I will simply say it is the souls,\Spirit Theory\an issue of Spirit Theory, that interests us. response:	Spirit Theory?
context: The precursors are\among the most powerful non-player characters, with strength rivaling that of adventurers.\Within the game's story, they're regarded as legendary heroes.\We can discuss the precursors another time.\For now, I will simply say it is the souls,\Spirit Theory\an issue of Spirit Theory, that interests us.\Spirit Theory? response:	Even so, humanity was incapable of halting its slide toward the abyss.
context: among the most powerful non-player characters, with strength rivaling that of adventurers.\Within the game's story, they're regarded as legendary heroes.\We can discuss the precursors another time.\For now, I will simply say it is the souls,\Spirit Theory\an issue of Spirit Theory, that interests us.\Spirit Theory?\Even so, humanity was incapable of halting its slide toward the abyss. response:	No matter how many demi-humans one defeated, they simply reincarnated.
context: Within the game's story, they're regarded as legendary heroes.\We can discuss the precursors another time.\For now, I will simply say it is the souls,\Spirit Theory\an issue of Spirit Theory, that interests us.\Spirit Theory?\Even so, humanity was incapable of halting its slide toward the abyss.\No matter how many demi-humans one defeated, they simply reincarnated. response:	Which meant there was no way to defeat them.
context: We can discuss the precursors another time.\For now, I will simply say it is the souls,\Spirit Theory\an issue of Spirit Theory, that interests us.\Spirit Theory?\Even so, humanity was incapable of halting its slide toward the abyss.\No matter how many demi-humans one defeated, they simply reincarnated.\Which meant there was no way to defeat them. response:	Is he talking about respawns?
context: For now, I will simply say it is the souls,\Spirit Theory\an issue of Spirit Theory, that interests us.\Spirit Theory?\Even so, humanity was incapable of halting its slide toward the abyss.\No matter how many demi-humans one defeated, they simply reincarnated.\Which meant there was no way to defeat them.\Is he talking about respawns? response:	I thought that was part of the game.
context: Spirit Theory\an issue of Spirit Theory, that interests us.\Spirit Theory?\Even so, humanity was incapable of halting its slide toward the abyss.\No matter how many demi-humans one defeated, they simply reincarnated.\Which meant there was no way to defeat them.\Is he talking about respawns?\I thought that was part of the game. response:	If players in the game wipe out all monsters within a zone,
context: an issue of Spirit Theory, that interests us.\Spirit Theory?\Even so, humanity was incapable of halting its slide toward the abyss.\No matter how many demi-humans one defeated, they simply reincarnated.\Which meant there was no way to defeat them.\Is he talking about respawns?\I thought that was part of the game.\If players in the game wipe out all monsters within a zone, response:	there'd be nothing left for other players.
context: Spirit Theory?\Even so, humanity was incapable of halting its slide toward the abyss.\No matter how many demi-humans one defeated, they simply reincarnated.\Which meant there was no way to defeat them.\Is he talking about respawns?\I thought that was part of the game.\If players in the game wipe out all monsters within a zone,\there'd be nothing left for other players. response:	Thus, after a certain amount of time, monsters always reappear
context: Even so, humanity was incapable of halting its slide toward the abyss.\No matter how many demi-humans one defeated, they simply reincarnated.\Which meant there was no way to defeat them.\Is he talking about respawns?\I thought that was part of the game.\If players in the game wipe out all monsters within a zone,\there'd be nothing left for other players.\Thus, after a certain amount of time, monsters always reappear response:	in a process called respawning.
context: No matter how many demi-humans one defeated, they simply reincarnated.\Which meant there was no way to defeat them.\Is he talking about respawns?\I thought that was part of the game.\If players in the game wipe out all monsters within a zone,\there'd be nothing left for other players.\Thus, after a certain amount of time, monsters always reappear\in a process called respawning. response:	Sixty years after the first World Fraction,
context: Which meant there was no way to defeat them.\Is he talking about respawns?\I thought that was part of the game.\If players in the game wipe out all monsters within a zone,\there'd be nothing left for other players.\Thus, after a certain amount of time, monsters always reappear\in a process called respawning.\Sixty years after the first World Fraction, response:	humanity had fallen nearly completely to the endless wars with demi-humans.
context: Is he talking about respawns?\I thought that was part of the game.\If players in the game wipe out all monsters within a zone,\there'd be nothing left for other players.\Thus, after a certain amount of time, monsters always reappear\in a process called respawning.\Sixty years after the first World Fraction,\humanity had fallen nearly completely to the endless wars with demi-humans. response:	And then, a divine summoning spell was used,
context: I thought that was part of the game.\If players in the game wipe out all monsters within a zone,\there'd be nothing left for other players.\Thus, after a certain amount of time, monsters always reappear\in a process called respawning.\Sixty years after the first World Fraction,\humanity had fallen nearly completely to the endless wars with demi-humans.\And then, a divine summoning spell was used, response:	and messengers of God appeared.
context: If players in the game wipe out all monsters within a zone,\there'd be nothing left for other players.\Thus, after a certain amount of time, monsters always reappear\in a process called respawning.\Sixty years after the first World Fraction,\humanity had fallen nearly completely to the endless wars with demi-humans.\And then, a divine summoning spell was used,\and messengers of God appeared. response:	This was two hundred and forty years ago.
context: there'd be nothing left for other players.\Thus, after a certain amount of time, monsters always reappear\in a process called respawning.\Sixty years after the first World Fraction,\humanity had fallen nearly completely to the endless wars with demi-humans.\And then, a divine summoning spell was used,\and messengers of God appeared.\This was two hundred and forty years ago. response:	The second World Fraction.
context: Thus, after a certain amount of time, monsters always reappear\in a process called respawning.\Sixty years after the first World Fraction,\humanity had fallen nearly completely to the endless wars with demi-humans.\And then, a divine summoning spell was used,\and messengers of God appeared.\This was two hundred and forty years ago.\The second World Fraction. response:	The appearance of the adventurers.
context: in a process called respawning.\Sixty years after the first World Fraction,\humanity had fallen nearly completely to the endless wars with demi-humans.\And then, a divine summoning spell was used,\and messengers of God appeared.\This was two hundred and forty years ago.\The second World Fraction.\The appearance of the adventurers. response:	Two hundred and forty years...
context: Sixty years after the first World Fraction,\humanity had fallen nearly completely to the endless wars with demi-humans.\And then, a divine summoning spell was used,\and messengers of God appeared.\This was two hundred and forty years ago.\The second World Fraction.\The appearance of the adventurers.\Two hundred and forty years... response:	Come to think of it, why did you talk to me?
context: humanity had fallen nearly completely to the endless wars with demi-humans.\And then, a divine summoning spell was used,\and messengers of God appeared.\This was two hundred and forty years ago.\The second World Fraction.\The appearance of the adventurers.\Two hundred and forty years...\Come to think of it, why did you talk to me? response:	What do you mean?
context: And then, a divine summoning spell was used,\and messengers of God appeared.\This was two hundred and forty years ago.\The second World Fraction.\The appearance of the adventurers.\Two hundred and forty years...\Come to think of it, why did you talk to me?\What do you mean? response:	There are other Round Table representatives...
context: and messengers of God appeared.\This was two hundred and forty years ago.\The second World Fraction.\The appearance of the adventurers.\Two hundred and forty years...\Come to think of it, why did you talk to me?\What do you mean?\There are other Round Table representatives... response:	You are an archmage, you know.
context: This was two hundred and forty years ago.\The second World Fraction.\The appearance of the adventurers.\Two hundred and forty years...\Come to think of it, why did you talk to me?\What do you mean?\There are other Round Table representatives...\You are an archmage, you know. response:	I thought you might have a better idea as to what's happening.
context: The second World Fraction.\The appearance of the adventurers.\Two hundred and forty years...\Come to think of it, why did you talk to me?\What do you mean?\There are other Round Table representatives...\You are an archmage, you know.\I thought you might have a better idea as to what's happening. response:	An archmage?
context: The appearance of the adventurers.\Two hundred and forty years...\Come to think of it, why did you talk to me?\What do you mean?\There are other Round Table representatives...\You are an archmage, you know.\I thought you might have a better idea as to what's happening.\An archmage? response:	Is that true, my lord?
context: Two hundred and forty years...\Come to think of it, why did you talk to me?\What do you mean?\There are other Round Table representatives...\You are an archmage, you know.\I thought you might have a better idea as to what's happening.\An archmage?\Is that true, my lord? response:	I don't know...
context: Come to think of it, why did you talk to me?\What do you mean?\There are other Round Table representatives...\You are an archmage, you know.\I thought you might have a better idea as to what's happening.\An archmage?\Is that true, my lord?\I don't know... response:	Your name first appeared in our history books ninety-eight years ago.
context: What do you mean?\There are other Round Table representatives...\You are an archmage, you know.\I thought you might have a better idea as to what's happening.\An archmage?\Is that true, my lord?\I don't know...\Your name first appeared in our history books ninety-eight years ago. response:	The time you've been active alone is proof that you're an archmage.
context: There are other Round Table representatives...\You are an archmage, you know.\I thought you might have a better idea as to what's happening.\An archmage?\Is that true, my lord?\I don't know...\Your name first appeared in our history books ninety-eight years ago.\The time you've been active alone is proof that you're an archmage. response:	Ninety-eight years?
context: You are an archmage, you know.\I thought you might have a better idea as to what's happening.\An archmage?\Is that true, my lord?\I don't know...\Your name first appeared in our history books ninety-eight years ago.\The time you've been active alone is proof that you're an archmage.\Ninety-eight years? response:	You're that old, my lord?
context: I thought you might have a better idea as to what's happening.\An archmage?\Is that true, my lord?\I don't know...\Your name first appeared in our history books ninety-eight years ago.\The time you've been active alone is proof that you're an archmage.\Ninety-eight years?\You're that old, my lord? response:	No, that's imposs
context: An archmage?\Is that true, my lord?\I don't know...\Your name first appeared in our history books ninety-eight years ago.\The time you've been active alone is proof that you're an archmage.\Ninety-eight years?\You're that old, my lord?\No, that's imposs response:	Wait...
context: Is that true, my lord?\I don't know...\Your name first appeared in our history books ninety-eight years ago.\The time you've been active alone is proof that you're an archmage.\Ninety-eight years?\You're that old, my lord?\No, that's imposs\Wait... response:	In the Elder Tale game,
context: I don't know...\Your name first appeared in our history books ninety-eight years ago.\The time you've been active alone is proof that you're an archmage.\Ninety-eight years?\You're that old, my lord?\No, that's imposs\Wait...\In the Elder Tale game, response:	time advanced at twelve times the rate of the real world.
context: Your name first appeared in our history books ninety-eight years ago.\The time you've been active alone is proof that you're an archmage.\Ninety-eight years?\You're that old, my lord?\No, that's imposs\Wait...\In the Elder Tale game,\time advanced at twelve times the rate of the real world. response:	In other words, one day in the game equals two real world hours.
context: The time you've been active alone is proof that you're an archmage.\Ninety-eight years?\You're that old, my lord?\No, that's imposs\Wait...\In the Elder Tale game,\time advanced at twelve times the rate of the real world.\In other words, one day in the game equals two real world hours. response:	Ninety-eight years ago, in this world,
context: Ninety-eight years?\You're that old, my lord?\No, that's imposs\Wait...\In the Elder Tale game,\time advanced at twelve times the rate of the real world.\In other words, one day in the game equals two real world hours.\Ninety-eight years ago, in this world, response:	would be eight years and several months in ours.
context: You're that old, my lord?\No, that's imposs\Wait...\In the Elder Tale game,\time advanced at twelve times the rate of the real world.\In other words, one day in the game equals two real world hours.\Ninety-eight years ago, in this world,\would be eight years and several months in ours. response:	That's when I started playing Elder Tale.
context: No, that's imposs\Wait...\In the Elder Tale game,\time advanced at twelve times the rate of the real world.\In other words, one day in the game equals two real world hours.\Ninety-eight years ago, in this world,\would be eight years and several months in ours.\That's when I started playing Elder Tale. response:	Two hundred and forty years ago, when adventurers first appeared in this world,
context: Wait...\In the Elder Tale game,\time advanced at twelve times the rate of the real world.\In other words, one day in the game equals two real world hours.\Ninety-eight years ago, in this world,\would be eight years and several months in ours.\That's when I started playing Elder Tale.\Two hundred and forty years ago, when adventurers first appeared in this world, response:	would be twenty years in our world.
context: In the Elder Tale game,\time advanced at twelve times the rate of the real world.\In other words, one day in the game equals two real world hours.\Ninety-eight years ago, in this world,\would be eight years and several months in ours.\That's when I started playing Elder Tale.\Two hundred and forty years ago, when adventurers first appeared in this world,\would be twenty years in our world. response:	That would align
context: time advanced at twelve times the rate of the real world.\In other words, one day in the game equals two real world hours.\Ninety-eight years ago, in this world,\would be eight years and several months in ours.\That's when I started playing Elder Tale.\Two hundred and forty years ago, when adventurers first appeared in this world,\would be twenty years in our world.\That would align response:	with the start of the open beta for the Elder Tale game.
context: In other words, one day in the game equals two real world hours.\Ninety-eight years ago, in this world,\would be eight years and several months in ours.\That's when I started playing Elder Tale.\Two hundred and forty years ago, when adventurers first appeared in this world,\would be twenty years in our world.\That would align\with the start of the open beta for the Elder Tale game. response:	Surprisingly few lords want troops.
context: Ninety-eight years ago, in this world,\would be eight years and several months in ours.\That's when I started playing Elder Tale.\Two hundred and forty years ago, when adventurers first appeared in this world,\would be twenty years in our world.\That would align\with the start of the open beta for the Elder Tale game.\Surprisingly few lords want troops. response:	Yes.
context: would be eight years and several months in ours.\That's when I started playing Elder Tale.\Two hundred and forty years ago, when adventurers first appeared in this world,\would be twenty years in our world.\That would align\with the start of the open beta for the Elder Tale game.\Surprisingly few lords want troops.\Yes. response:	Most of them want technology sharing, or trade agreements.
context: That's when I started playing Elder Tale.\Two hundred and forty years ago, when adventurers first appeared in this world,\would be twenty years in our world.\That would align\with the start of the open beta for the Elder Tale game.\Surprisingly few lords want troops.\Yes.\Most of them want technology sharing, or trade agreements. response:	They knew all about the steam engine.
context: Two hundred and forty years ago, when adventurers first appeared in this world,\would be twenty years in our world.\That would align\with the start of the open beta for the Elder Tale game.\Surprisingly few lords want troops.\Yes.\Most of them want technology sharing, or trade agreements.\They knew all about the steam engine. response:	We know they had spies in Akihabara.
context: would be twenty years in our world.\That would align\with the start of the open beta for the Elder Tale game.\Surprisingly few lords want troops.\Yes.\Most of them want technology sharing, or trade agreements.\They knew all about the steam engine.\We know they had spies in Akihabara. response:	Knowing about it doesn't mean they'd be able to easily make one.
context: That would align\with the start of the open beta for the Elder Tale game.\Surprisingly few lords want troops.\Yes.\Most of them want technology sharing, or trade agreements.\They knew all about the steam engine.\We know they had spies in Akihabara.\Knowing about it doesn't mean they'd be able to easily make one. response:	Shiroe's right. It's nothing to worry over now.
