context: Ouma Shu has obtained the Void Genome and recovered his powers. response:	He has also materialized his own Void.
context: The simultaneous selection and evolution of all life.\You see, Apocalypse is the invisible hand of God” at work.\Kurosu, I believe your wife is symptomatic already,\but you mustnt kill her unborn child.\Eve appears intent on making him her Adam.\And so, Ouma Shu was born.\At the cost of his mothers life.\The Adam that Eve desired response:	Unless something was done,
context: You see, Apocalypse is the invisible hand of God” at work.\Kurosu, I believe your wife is symptomatic already,\but you mustnt kill her unborn child.\Eve appears intent on making him her Adam.\And so, Ouma Shu was born.\At the cost of his mothers life.\The Adam that Eve desired\Unless something was done, response:	both of Kurosus children would be responsible for our future.
context: Kurosu, I believe your wife is symptomatic already,\but you mustnt kill her unborn child.\Eve appears intent on making him her Adam.\And so, Ouma Shu was born.\At the cost of his mothers life.\The Adam that Eve desired\Unless something was done,\both of Kurosus children would be responsible for our future. response:	His blood would set the standard of the next generation.
context: but you mustnt kill her unborn child.\Eve appears intent on making him her Adam.\And so, Ouma Shu was born.\At the cost of his mothers life.\The Adam that Eve desired\Unless something was done,\both of Kurosus children would be responsible for our future.\His blood would set the standard of the next generation. response:	When I thought of that, something inside me cracked.
context: Eve appears intent on making him her Adam.\And so, Ouma Shu was born.\At the cost of his mothers life.\The Adam that Eve desired\Unless something was done,\both of Kurosus children would be responsible for our future.\His blood would set the standard of the next generation.\When I thought of that, something inside me cracked. response:	Kurosu turned me down
context: And so, Ouma Shu was born.\At the cost of his mothers life.\The Adam that Eve desired\Unless something was done,\both of Kurosus children would be responsible for our future.\His blood would set the standard of the next generation.\When I thought of that, something inside me cracked.\Kurosu turned me down response:	But what will you do, Shuuichirou?
context: At the cost of his mothers life.\The Adam that Eve desired\Unless something was done,\both of Kurosus children would be responsible for our future.\His blood would set the standard of the next generation.\When I thought of that, something inside me cracked.\Kurosu turned me down\But what will you do, Shuuichirou? response:	Lets hear what you have to say.
context: The Adam that Eve desired\Unless something was done,\both of Kurosus children would be responsible for our future.\His blood would set the standard of the next generation.\When I thought of that, something inside me cracked.\Kurosu turned me down\But what will you do, Shuuichirou?\Lets hear what you have to say. response:	Illegal immigration?
context: Unless something was done,\both of Kurosus children would be responsible for our future.\His blood would set the standard of the next generation.\When I thought of that, something inside me cracked.\Kurosu turned me down\But what will you do, Shuuichirou?\Lets hear what you have to say.\Illegal immigration? response:	Or perhaps they were kidnapped and intended to be sold.
context: both of Kurosus children would be responsible for our future.\His blood would set the standard of the next generation.\When I thought of that, something inside me cracked.\Kurosu turned me down\But what will you do, Shuuichirou?\Lets hear what you have to say.\Illegal immigration?\Or perhaps they were kidnapped and intended to be sold. response:	He was the only one alive.
context: His blood would set the standard of the next generation.\When I thought of that, something inside me cracked.\Kurosu turned me down\But what will you do, Shuuichirou?\Lets hear what you have to say.\Illegal immigration?\Or perhaps they were kidnapped and intended to be sold.\He was the only one alive. response:	So, youre awake.
context: When I thought of that, something inside me cracked.\Kurosu turned me down\But what will you do, Shuuichirou?\Lets hear what you have to say.\Illegal immigration?\Or perhaps they were kidnapped and intended to be sold.\He was the only one alive.\So, youre awake. response:	Im the man
context: Kurosu turned me down\But what will you do, Shuuichirou?\Lets hear what you have to say.\Illegal immigration?\Or perhaps they were kidnapped and intended to be sold.\He was the only one alive.\So, youre awake.\Im the man response:	who will be your father.
context: But what will you do, Shuuichirou?\Lets hear what you have to say.\Illegal immigration?\Or perhaps they were kidnapped and intended to be sold.\He was the only one alive.\So, youre awake.\Im the man\who will be your father. response:	The place Keido brought me to was a facility
context: Lets hear what you have to say.\Illegal immigration?\Or perhaps they were kidnapped and intended to be sold.\He was the only one alive.\So, youre awake.\Im the man\who will be your father.\The place Keido brought me to was a facility response:	where he was rearing many male children,
context: Illegal immigration?\Or perhaps they were kidnapped and intended to be sold.\He was the only one alive.\So, youre awake.\Im the man\who will be your father.\The place Keido brought me to was a facility\where he was rearing many male children, response:	trying to create Adam,
context: Or perhaps they were kidnapped and intended to be sold.\He was the only one alive.\So, youre awake.\Im the man\who will be your father.\The place Keido brought me to was a facility\where he was rearing many male children,\trying to create Adam, response:	a mate for Mana.
context: He was the only one alive.\So, youre awake.\Im the man\who will be your father.\The place Keido brought me to was a facility\where he was rearing many male children,\trying to create Adam,\a mate for Mana. response:	You could call it a nursery.
context: So, youre awake.\Im the man\who will be your father.\The place Keido brought me to was a facility\where he was rearing many male children,\trying to create Adam,\a mate for Mana.\You could call it a nursery. response:	Experiment after experiment.
context: Im the man\who will be your father.\The place Keido brought me to was a facility\where he was rearing many male children,\trying to create Adam,\a mate for Mana.\You could call it a nursery.\Experiment after experiment. response:	We were administered artificially strengthened Apocalypse.
context: who will be your father.\The place Keido brought me to was a facility\where he was rearing many male children,\trying to create Adam,\a mate for Mana.\You could call it a nursery.\Experiment after experiment.\We were administered artificially strengthened Apocalypse. response:	And then I
context: The place Keido brought me to was a facility\where he was rearing many male children,\trying to create Adam,\a mate for Mana.\You could call it a nursery.\Experiment after experiment.\We were administered artificially strengthened Apocalypse.\And then I response:	”Triton.”
context: where he was rearing many male children,\trying to create Adam,\a mate for Mana.\You could call it a nursery.\Experiment after experiment.\We were administered artificially strengthened Apocalypse.\And then I\”Triton.” response:	You came from sea, so youre Triton.
context: trying to create Adam,\a mate for Mana.\You could call it a nursery.\Experiment after experiment.\We were administered artificially strengthened Apocalypse.\And then I\”Triton.”\You came from sea, so youre Triton. response:	Isnt that a great name?
context: a mate for Mana.\You could call it a nursery.\Experiment after experiment.\We were administered artificially strengthened Apocalypse.\And then I\”Triton.”\You came from sea, so youre Triton.\Isnt that a great name? response:	Ironic, isnt it?
context: You could call it a nursery.\Experiment after experiment.\We were administered artificially strengthened Apocalypse.\And then I\”Triton.”\You came from sea, so youre Triton.\Isnt that a great name?\Ironic, isnt it? response:	Trying to escape one fate that day,
context: Experiment after experiment.\We were administered artificially strengthened Apocalypse.\And then I\”Triton.”\You came from sea, so youre Triton.\Isnt that a great name?\Ironic, isnt it?\Trying to escape one fate that day, response:	I wound up trapped in an even bigger fate.
context: We were administered artificially strengthened Apocalypse.\And then I\”Triton.”\You came from sea, so youre Triton.\Isnt that a great name?\Ironic, isnt it?\Trying to escape one fate that day,\I wound up trapped in an even bigger fate. response:	Isnt that right, Shu?
context: And then I\”Triton.”\You came from sea, so youre Triton.\Isnt that a great name?\Ironic, isnt it?\Trying to escape one fate that day,\I wound up trapped in an even bigger fate.\Isnt that right, Shu? response:	Its been a long time, hasnt it?
context: ”Triton.”\You came from sea, so youre Triton.\Isnt that a great name?\Ironic, isnt it?\Trying to escape one fate that day,\I wound up trapped in an even bigger fate.\Isnt that right, Shu?\Its been a long time, hasnt it? response:	Im sorry, I didnt notice you
context: You came from sea, so youre Triton.\Isnt that a great name?\Ironic, isnt it?\Trying to escape one fate that day,\I wound up trapped in an even bigger fate.\Isnt that right, Shu?\Its been a long time, hasnt it?\Im sorry, I didnt notice you response:	Are you one of the student researchers? Its nice to meet you.
context: Isnt that a great name?\Ironic, isnt it?\Trying to escape one fate that day,\I wound up trapped in an even bigger fate.\Isnt that right, Shu?\Its been a long time, hasnt it?\Im sorry, I didnt notice you\Are you one of the student researchers? Its nice to meet you. response:	Ive gotten you blankets before,
context: Ironic, isnt it?\Trying to escape one fate that day,\I wound up trapped in an even bigger fate.\Isnt that right, Shu?\Its been a long time, hasnt it?\Im sorry, I didnt notice you\Are you one of the student researchers? Its nice to meet you.\Ive gotten you blankets before, response:	when Ive found you asleep.
context: Trying to escape one fate that day,\I wound up trapped in an even bigger fate.\Isnt that right, Shu?\Its been a long time, hasnt it?\Im sorry, I didnt notice you\Are you one of the student researchers? Its nice to meet you.\Ive gotten you blankets before,\when Ive found you asleep. response:	Im Keido Shuuichirous little sister, Haruka.
context: I wound up trapped in an even bigger fate.\Isnt that right, Shu?\Its been a long time, hasnt it?\Im sorry, I didnt notice you\Are you one of the student researchers? Its nice to meet you.\Ive gotten you blankets before,\when Ive found you asleep.\Im Keido Shuuichirous little sister, Haruka. response:	How rude of me!
context: Isnt that right, Shu?\Its been a long time, hasnt it?\Im sorry, I didnt notice you\Are you one of the student researchers? Its nice to meet you.\Ive gotten you blankets before,\when Ive found you asleep.\Im Keido Shuuichirous little sister, Haruka.\How rude of me! response:	Haruka
context: Its been a long time, hasnt it?\Im sorry, I didnt notice you\Are you one of the student researchers? Its nice to meet you.\Ive gotten you blankets before,\when Ive found you asleep.\Im Keido Shuuichirous little sister, Haruka.\How rude of me!\Haruka response:	Typesetting in my GC?
context: Im sorry, I didnt notice you\Are you one of the student researchers? Its nice to meet you.\Ive gotten you blankets before,\when Ive found you asleep.\Im Keido Shuuichirous little sister, Haruka.\How rude of me!\Haruka\Typesetting in my GC? response:	It's more likely than you think.
context: Are you one of the student researchers? Its nice to meet you.\Ive gotten you blankets before,\when Ive found you asleep.\Im Keido Shuuichirous little sister, Haruka.\How rude of me!\Haruka\Typesetting in my GC?\It's more likely than you think. response:	Haruka
context: Ive gotten you blankets before,\when Ive found you asleep.\Im Keido Shuuichirous little sister, Haruka.\How rude of me!\Haruka\Typesetting in my GC?\It's more likely than you think.\Haruka response:	Haruka
context: when Ive found you asleep.\Im Keido Shuuichirous little sister, Haruka.\How rude of me!\Haruka\Typesetting in my GC?\It's more likely than you think.\Haruka\Haruka response:	Haruka
context: Im Keido Shuuichirous little sister, Haruka.\How rude of me!\Haruka\Typesetting in my GC?\It's more likely than you think.\Haruka\Haruka\Haruka response:	Haruka
context: How rude of me!\Haruka\Typesetting in my GC?\It's more likely than you think.\Haruka\Haruka\Haruka\Haruka response:	I had just skipped a grade and started college.
context: Haruka\Typesetting in my GC?\It's more likely than you think.\Haruka\Haruka\Haruka\Haruka\I had just skipped a grade and started college. response:	As a smart aleck who lived too much in her head,
context: Typesetting in my GC?\It's more likely than you think.\Haruka\Haruka\Haruka\Haruka\I had just skipped a grade and started college.\As a smart aleck who lived too much in her head, response:	Kurosu triggered my curiosity.
context: It's more likely than you think.\Haruka\Haruka\Haruka\Haruka\I had just skipped a grade and started college.\As a smart aleck who lived too much in her head,\Kurosu triggered my curiosity. response:	He left his children behind in Oshima
context: Haruka\Haruka\Haruka\Haruka\I had just skipped a grade and started college.\As a smart aleck who lived too much in her head,\Kurosu triggered my curiosity.\He left his children behind in Oshima response:	to immerse himself in his research, forgetting to eat and sleep.
context: Haruka\Haruka\Haruka\I had just skipped a grade and started college.\As a smart aleck who lived too much in her head,\Kurosu triggered my curiosity.\He left his children behind in Oshima\to immerse himself in his research, forgetting to eat and sleep. response:	To me, he looked like a martyr fighting the virus in solitude.
context: Haruka\Haruka\I had just skipped a grade and started college.\As a smart aleck who lived too much in her head,\Kurosu triggered my curiosity.\He left his children behind in Oshima\to immerse himself in his research, forgetting to eat and sleep.\To me, he looked like a martyr fighting the virus in solitude. response:	Shus little sister
context: Haruka\I had just skipped a grade and started college.\As a smart aleck who lived too much in her head,\Kurosu triggered my curiosity.\He left his children behind in Oshima\to immerse himself in his research, forgetting to eat and sleep.\To me, he looked like a martyr fighting the virus in solitude.\Shus little sister response:	Haruka
context: I had just skipped a grade and started college.\As a smart aleck who lived too much in her head,\Kurosu triggered my curiosity.\He left his children behind in Oshima\to immerse himself in his research, forgetting to eat and sleep.\To me, he looked like a martyr fighting the virus in solitude.\Shus little sister\Haruka response:	Thanks for all that you do
context: As a smart aleck who lived too much in her head,\Kurosu triggered my curiosity.\He left his children behind in Oshima\to immerse himself in his research, forgetting to eat and sleep.\To me, he looked like a martyr fighting the virus in solitude.\Shus little sister\Haruka\Thanks for all that you do response:	Shus little sister
context: Kurosu triggered my curiosity.\He left his children behind in Oshima\to immerse himself in his research, forgetting to eat and sleep.\To me, he looked like a martyr fighting the virus in solitude.\Shus little sister\Haruka\Thanks for all that you do\Shus little sister response:	Haruka
context: He left his children behind in Oshima\to immerse himself in his research, forgetting to eat and sleep.\To me, he looked like a martyr fighting the virus in solitude.\Shus little sister\Haruka\Thanks for all that you do\Shus little sister\Haruka response:	Thanks for all that you do
context: to immerse himself in his research, forgetting to eat and sleep.\To me, he looked like a martyr fighting the virus in solitude.\Shus little sister\Haruka\Thanks for all that you do\Shus little sister\Haruka\Thanks for all that you do response:	Im going to marry Kurosu.
context: To me, he looked like a martyr fighting the virus in solitude.\Shus little sister\Haruka\Thanks for all that you do\Shus little sister\Haruka\Thanks for all that you do\Im going to marry Kurosu. response:	Kurosu? You?
context: Shus little sister\Haruka\Thanks for all that you do\Shus little sister\Haruka\Thanks for all that you do\Im going to marry Kurosu.\Kurosu? You? response:	Hes a really lonely person.
context: Haruka\Thanks for all that you do\Shus little sister\Haruka\Thanks for all that you do\Im going to marry Kurosu.\Kurosu? You?\Hes a really lonely person. response:	You can tell, cant you?
context: Thanks for all that you do\Shus little sister\Haruka\Thanks for all that you do\Im going to marry Kurosu.\Kurosu? You?\Hes a really lonely person.\You can tell, cant you? response:	Because youre his one and only rival.
context: Shus little sister\Haruka\Thanks for all that you do\Im going to marry Kurosu.\Kurosu? You?\Hes a really lonely person.\You can tell, cant you?\Because youre his one and only rival. response:	Do as you like.
context: Haruka\Thanks for all that you do\Im going to marry Kurosu.\Kurosu? You?\Hes a really lonely person.\You can tell, cant you?\Because youre his one and only rival.\Do as you like. response:	Well, now you know.
context: Thanks for all that you do\Im going to marry Kurosu.\Kurosu? You?\Hes a really lonely person.\You can tell, cant you?\Because youre his one and only rival.\Do as you like.\Well, now you know. response:	Has the apocalypse research made a little progress?
context: Im going to marry Kurosu.\Kurosu? You?\Hes a really lonely person.\You can tell, cant you?\Because youre his one and only rival.\Do as you like.\Well, now you know.\Has the apocalypse research made a little progress? response:	More than it has at your place, anyway.
context: Kurosu? You?\Hes a really lonely person.\You can tell, cant you?\Because youre his one and only rival.\Do as you like.\Well, now you know.\Has the apocalypse research made a little progress?\More than it has at your place, anyway. response:	He told me so.
context: Hes a really lonely person.\You can tell, cant you?\Because youre his one and only rival.\Do as you like.\Well, now you know.\Has the apocalypse research made a little progress?\More than it has at your place, anyway.\He told me so. response:	That year, I become Kurosus wife.
context: You can tell, cant you?\Because youre his one and only rival.\Do as you like.\Well, now you know.\Has the apocalypse research made a little progress?\More than it has at your place, anyway.\He told me so.\That year, I become Kurosus wife. response:	And I called Shu and the others over from Oshima,
context: Because youre his one and only rival.\Do as you like.\Well, now you know.\Has the apocalypse research made a little progress?\More than it has at your place, anyway.\He told me so.\That year, I become Kurosus wife.\And I called Shu and the others over from Oshima, response:	and the first Christmas we tried to spend as a family
context: Do as you like.\Well, now you know.\Has the apocalypse research made a little progress?\More than it has at your place, anyway.\He told me so.\That year, I become Kurosus wife.\And I called Shu and the others over from Oshima,\and the first Christmas we tried to spend as a family response:	It was that fateful day.
context: Well, now you know.\Has the apocalypse research made a little progress?\More than it has at your place, anyway.\He told me so.\That year, I become Kurosus wife.\And I called Shu and the others over from Oshima,\and the first Christmas we tried to spend as a family\It was that fateful day. response:	December 24th, 2029.
context: Has the apocalypse research made a little progress?\More than it has at your place, anyway.\He told me so.\That year, I become Kurosus wife.\And I called Shu and the others over from Oshima,\and the first Christmas we tried to spend as a family\It was that fateful day.\December 24th, 2029. response:	Papas late.
context: More than it has at your place, anyway.\He told me so.\That year, I become Kurosus wife.\And I called Shu and the others over from Oshima,\and the first Christmas we tried to spend as a family\It was that fateful day.\December 24th, 2029.\Papas late. response:	Wheres Shu?
context: He told me so.\That year, I become Kurosus wife.\And I called Shu and the others over from Oshima,\and the first Christmas we tried to spend as a family\It was that fateful day.\December 24th, 2029.\Papas late.\Wheres Shu? response:	The bathroom, Miss Haruka.
context: That year, I become Kurosus wife.\And I called Shu and the others over from Oshima,\and the first Christmas we tried to spend as a family\It was that fateful day.\December 24th, 2029.\Papas late.\Wheres Shu?\The bathroom, Miss Haruka. response:	Shu and I will be fine here.
context: And I called Shu and the others over from Oshima,\and the first Christmas we tried to spend as a family\It was that fateful day.\December 24th, 2029.\Papas late.\Wheres Shu?\The bathroom, Miss Haruka.\Shu and I will be fine here. response:	You go pick up Papa, okay?
context: and the first Christmas we tried to spend as a family\It was that fateful day.\December 24th, 2029.\Papas late.\Wheres Shu?\The bathroom, Miss Haruka.\Shu and I will be fine here.\You go pick up Papa, okay? response:	I bet he got caught up in his research and forgot about meeting us again.
context: It was that fateful day.\December 24th, 2029.\Papas late.\Wheres Shu?\The bathroom, Miss Haruka.\Shu and I will be fine here.\You go pick up Papa, okay?\I bet he got caught up in his research and forgot about meeting us again. response:	You dont mind, then?
context: December 24th, 2029.\Papas late.\Wheres Shu?\The bathroom, Miss Haruka.\Shu and I will be fine here.\You go pick up Papa, okay?\I bet he got caught up in his research and forgot about meeting us again.\You dont mind, then? response:	Not at all.
context: Papas late.\Wheres Shu?\The bathroom, Miss Haruka.\Shu and I will be fine here.\You go pick up Papa, okay?\I bet he got caught up in his research and forgot about meeting us again.\You dont mind, then?\Not at all. response:	The Apocalypse Virus exteriorizes and materializes the hearts of the infected.
context: Wheres Shu?\The bathroom, Miss Haruka.\Shu and I will be fine here.\You go pick up Papa, okay?\I bet he got caught up in his research and forgot about meeting us again.\You dont mind, then?\Not at all.\The Apocalypse Virus exteriorizes and materializes the hearts of the infected. response:	But Ive found a genetic code that may be able to interfere with that process.
context: The bathroom, Miss Haruka.\Shu and I will be fine here.\You go pick up Papa, okay?\I bet he got caught up in his research and forgot about meeting us again.\You dont mind, then?\Not at all.\The Apocalypse Virus exteriorizes and materializes the hearts of the infected.\But Ive found a genetic code that may be able to interfere with that process. response:	Ive named it the Void Genome”.
context: Shu and I will be fine here.\You go pick up Papa, okay?\I bet he got caught up in his research and forgot about meeting us again.\You dont mind, then?\Not at all.\The Apocalypse Virus exteriorizes and materializes the hearts of the infected.\But Ive found a genetic code that may be able to interfere with that process.\Ive named it the Void Genome”. response:	The unreasonableness of the seeds selection
context: You go pick up Papa, okay?\I bet he got caught up in his research and forgot about meeting us again.\You dont mind, then?\Not at all.\The Apocalypse Virus exteriorizes and materializes the hearts of the infected.\But Ive found a genetic code that may be able to interfere with that process.\Ive named it the Void Genome”.\The unreasonableness of the seeds selection response:	was restored to reason with the Void Genome,
context: I bet he got caught up in his research and forgot about meeting us again.\You dont mind, then?\Not at all.\The Apocalypse Virus exteriorizes and materializes the hearts of the infected.\But Ive found a genetic code that may be able to interfere with that process.\Ive named it the Void Genome”.\The unreasonableness of the seeds selection\was restored to reason with the Void Genome, response:	by exteriorizing the obscure thing we call the heart”.
context: You dont mind, then?\Not at all.\The Apocalypse Virus exteriorizes and materializes the hearts of the infected.\But Ive found a genetic code that may be able to interfere with that process.\Ive named it the Void Genome”.\The unreasonableness of the seeds selection\was restored to reason with the Void Genome,\by exteriorizing the obscure thing we call the heart”. response:	Apocalypse is not divine providence.
context: Not at all.\The Apocalypse Virus exteriorizes and materializes the hearts of the infected.\But Ive found a genetic code that may be able to interfere with that process.\Ive named it the Void Genome”.\The unreasonableness of the seeds selection\was restored to reason with the Void Genome,\by exteriorizing the obscure thing we call the heart”.\Apocalypse is not divine providence. response:	We can control it with human intelligence.
context: The Apocalypse Virus exteriorizes and materializes the hearts of the infected.\But Ive found a genetic code that may be able to interfere with that process.\Ive named it the Void Genome”.\The unreasonableness of the seeds selection\was restored to reason with the Void Genome,\by exteriorizing the obscure thing we call the heart”.\Apocalypse is not divine providence.\We can control it with human intelligence. response:	Peeking into the diaries of other people isnt a nice hobby, Shuuichirou.
context: But Ive found a genetic code that may be able to interfere with that process.\Ive named it the Void Genome”.\The unreasonableness of the seeds selection\was restored to reason with the Void Genome,\by exteriorizing the obscure thing we call the heart”.\Apocalypse is not divine providence.\We can control it with human intelligence.\Peeking into the diaries of other people isnt a nice hobby, Shuuichirou. response:	Kurosu
context: Ive named it the Void Genome”.\The unreasonableness of the seeds selection\was restored to reason with the Void Genome,\by exteriorizing the obscure thing we call the heart”.\Apocalypse is not divine providence.\We can control it with human intelligence.\Peeking into the diaries of other people isnt a nice hobby, Shuuichirou.\Kurosu response:	Have you actually solved it all?
context: The unreasonableness of the seeds selection\was restored to reason with the Void Genome,\by exteriorizing the obscure thing we call the heart”.\Apocalypse is not divine providence.\We can control it with human intelligence.\Peeking into the diaries of other people isnt a nice hobby, Shuuichirou.\Kurosu\Have you actually solved it all? response:	By yourself?
context: was restored to reason with the Void Genome,\by exteriorizing the obscure thing we call the heart”.\Apocalypse is not divine providence.\We can control it with human intelligence.\Peeking into the diaries of other people isnt a nice hobby, Shuuichirou.\Kurosu\Have you actually solved it all?\By yourself? response:	The mysteries of evolution and natural selection?
context: by exteriorizing the obscure thing we call the heart”.\Apocalypse is not divine providence.\We can control it with human intelligence.\Peeking into the diaries of other people isnt a nice hobby, Shuuichirou.\Kurosu\Have you actually solved it all?\By yourself?\The mysteries of evolution and natural selection? response:	Im surprised.
context: Apocalypse is not divine providence.\We can control it with human intelligence.\Peeking into the diaries of other people isnt a nice hobby, Shuuichirou.\Kurosu\Have you actually solved it all?\By yourself?\The mysteries of evolution and natural selection?\Im surprised. response:	But Daath is losing its patience.
context: We can control it with human intelligence.\Peeking into the diaries of other people isnt a nice hobby, Shuuichirou.\Kurosu\Have you actually solved it all?\By yourself?\The mysteries of evolution and natural selection?\Im surprised.\But Daath is losing its patience. response:	Youll be silenced if you dont do something.
context: Peeking into the diaries of other people isnt a nice hobby, Shuuichirou.\Kurosu\Have you actually solved it all?\By yourself?\The mysteries of evolution and natural selection?\Im surprised.\But Daath is losing its patience.\Youll be silenced if you dont do something. response:	Ill negotiate with them for you.
context: Kurosu\Have you actually solved it all?\By yourself?\The mysteries of evolution and natural selection?\Im surprised.\But Daath is losing its patience.\Youll be silenced if you dont do something.\Ill negotiate with them for you. response:	Lets work together on this, Kurosu.
context: Have you actually solved it all?\By yourself?\The mysteries of evolution and natural selection?\Im surprised.\But Daath is losing its patience.\Youll be silenced if you dont do something.\Ill negotiate with them for you.\Lets work together on this, Kurosu. response:	No need.
context: By yourself?\The mysteries of evolution and natural selection?\Im surprised.\But Daath is losing its patience.\Youll be silenced if you dont do something.\Ill negotiate with them for you.\Lets work together on this, Kurosu.\No need. response:	I know other places do things as a team, but I personally cant.
context: The mysteries of evolution and natural selection?\Im surprised.\But Daath is losing its patience.\Youll be silenced if you dont do something.\Ill negotiate with them for you.\Lets work together on this, Kurosu.\No need.\I know other places do things as a team, but I personally cant. response:	Doing it as a team would only dilute my thinking.
context: Im surprised.\But Daath is losing its patience.\Youll be silenced if you dont do something.\Ill negotiate with them for you.\Lets work together on this, Kurosu.\No need.\I know other places do things as a team, but I personally cant.\Doing it as a team would only dilute my thinking. response:	Dont treat me like a fool!
context: But Daath is losing its patience.\Youll be silenced if you dont do something.\Ill negotiate with them for you.\Lets work together on this, Kurosu.\No need.\I know other places do things as a team, but I personally cant.\Doing it as a team would only dilute my thinking.\Dont treat me like a fool! response:	Whats wrong?
context: Youll be silenced if you dont do something.\Ill negotiate with them for you.\Lets work together on this, Kurosu.\No need.\I know other places do things as a team, but I personally cant.\Doing it as a team would only dilute my thinking.\Dont treat me like a fool!\Whats wrong? response:	Im wasting my time letting too many cooks spoil the soup, is that what youre saying?
context: Ill negotiate with them for you.\Lets work together on this, Kurosu.\No need.\I know other places do things as a team, but I personally cant.\Doing it as a team would only dilute my thinking.\Dont treat me like a fool!\Whats wrong?\Im wasting my time letting too many cooks spoil the soup, is that what youre saying? response:	No, thats not it.
context: Lets work together on this, Kurosu.\No need.\I know other places do things as a team, but I personally cant.\Doing it as a team would only dilute my thinking.\Dont treat me like a fool!\Whats wrong?\Im wasting my time letting too many cooks spoil the soup, is that what youre saying?\No, thats not it. response:	I cant drag my friend into the jam Im in, can I?
context: No need.\I know other places do things as a team, but I personally cant.\Doing it as a team would only dilute my thinking.\Dont treat me like a fool!\Whats wrong?\Im wasting my time letting too many cooks spoil the soup, is that what youre saying?\No, thats not it.\I cant drag my friend into the jam Im in, can I? response:	Dont lie to me!
context: I know other places do things as a team, but I personally cant.\Doing it as a team would only dilute my thinking.\Dont treat me like a fool!\Whats wrong?\Im wasting my time letting too many cooks spoil the soup, is that what youre saying?\No, thats not it.\I cant drag my friend into the jam Im in, can I?\Dont lie to me! response:	You were jealous of my position,
context: Doing it as a team would only dilute my thinking.\Dont treat me like a fool!\Whats wrong?\Im wasting my time letting too many cooks spoil the soup, is that what youre saying?\No, thats not it.\I cant drag my friend into the jam Im in, can I?\Dont lie to me!\You were jealous of my position, response:	so you tried to get back at me by getting results
context: Dont treat me like a fool!\Whats wrong?\Im wasting my time letting too many cooks spoil the soup, is that what youre saying?\No, thats not it.\I cant drag my friend into the jam Im in, can I?\Dont lie to me!\You were jealous of my position,\so you tried to get back at me by getting results response:	while using deliberately inferior equipment!
context: Whats wrong?\Im wasting my time letting too many cooks spoil the soup, is that what youre saying?\No, thats not it.\I cant drag my friend into the jam Im in, can I?\Dont lie to me!\You were jealous of my position,\so you tried to get back at me by getting results\while using deliberately inferior equipment! response:	Wh-What are you talking about?!
context: Im wasting my time letting too many cooks spoil the soup, is that what youre saying?\No, thats not it.\I cant drag my friend into the jam Im in, can I?\Dont lie to me!\You were jealous of my position,\so you tried to get back at me by getting results\while using deliberately inferior equipment!\Wh-What are you talking about?! response:	What would I be jealous of you for?!
context: No, thats not it.\I cant drag my friend into the jam Im in, can I?\Dont lie to me!\You were jealous of my position,\so you tried to get back at me by getting results\while using deliberately inferior equipment!\Wh-What are you talking about?!\What would I be jealous of you for?! response:	I give up.
context: I cant drag my friend into the jam Im in, can I?\Dont lie to me!\You were jealous of my position,\so you tried to get back at me by getting results\while using deliberately inferior equipment!\Wh-What are you talking about?!\What would I be jealous of you for?!\I give up. response:	I admit it, Kurosu.
context: Dont lie to me!\You were jealous of my position,\so you tried to get back at me by getting results\while using deliberately inferior equipment!\Wh-What are you talking about?!\What would I be jealous of you for?!\I give up.\I admit it, Kurosu. response:	Youre a genius.
context: You were jealous of my position,\so you tried to get back at me by getting results\while using deliberately inferior equipment!\Wh-What are you talking about?!\What would I be jealous of you for?!\I give up.\I admit it, Kurosu.\Youre a genius. response:	But youve made one big mistake.
context: so you tried to get back at me by getting results\while using deliberately inferior equipment!\Wh-What are you talking about?!\What would I be jealous of you for?!\I give up.\I admit it, Kurosu.\Youre a genius.\But youve made one big mistake. response:	Youre no friend of mine.
context: while using deliberately inferior equipment!\Wh-What are you talking about?!\What would I be jealous of you for?!\I give up.\I admit it, Kurosu.\Youre a genius.\But youve made one big mistake.\Youre no friend of mine. response:	Kurosu!
context: Wh-What are you talking about?!\What would I be jealous of you for?!\I give up.\I admit it, Kurosu.\Youre a genius.\But youve made one big mistake.\Youre no friend of mine.\Kurosu! response:	No!
context: What would I be jealous of you for?!\I give up.\I admit it, Kurosu.\Youre a genius.\But youve made one big mistake.\Youre no friend of mine.\Kurosu!\No! response:	I was right.
context: I give up.\I admit it, Kurosu.\Youre a genius.\But youve made one big mistake.\Youre no friend of mine.\Kurosu!\No!\I was right. response:	Your Void can temporarily house the Voids of others.
context: I admit it, Kurosu.\Youre a genius.\But youve made one big mistake.\Youre no friend of mine.\Kurosu!\No!\I was right.\Your Void can temporarily house the Voids of others. response:	At the same time, it can isolate and absorb cancer cells,
context: Youre a genius.\But youve made one big mistake.\Youre no friend of mine.\Kurosu!\No!\I was right.\Your Void can temporarily house the Voids of others.\At the same time, it can isolate and absorb cancer cells, response:	as well as the Apocalypse Virus genetic material itself.
context: But youve made one big mistake.\Youre no friend of mine.\Kurosu!\No!\I was right.\Your Void can temporarily house the Voids of others.\At the same time, it can isolate and absorb cancer cells,\as well as the Apocalypse Virus genetic material itself. response:	Thats good. Souta must be cured, then.
