context: We're here? response:	No, we aren't...
context: for the Ego Blocks, and the core of the mechanical intelligence controlling Auberon.\But there's another reason they wouldn't want it destroyed.\That's right.\On their own, the Kiltgangs can't Entangle Link through interstellar distances, right?\Yeah.\If they lose the cocoon, even if their Ego Blocks are intact,\they wouldn't be able to leave the Solar System.\That explosion was really huge, wasn't it? response:	Yeah.
context: But there's another reason they wouldn't want it destroyed.\That's right.\On their own, the Kiltgangs can't Entangle Link through interstellar distances, right?\Yeah.\If they lose the cocoon, even if their Ego Blocks are intact,\they wouldn't be able to leave the Solar System.\That explosion was really huge, wasn't it?\Yeah. response:	If you hadn't been there, it would've been bad.
context: That's right.\On their own, the Kiltgangs can't Entangle Link through interstellar distances, right?\Yeah.\If they lose the cocoon, even if their Ego Blocks are intact,\they wouldn't be able to leave the Solar System.\That explosion was really huge, wasn't it?\Yeah.\If you hadn't been there, it would've been bad. response:	We destroyed Bugbear's Ego Block.
context: On their own, the Kiltgangs can't Entangle Link through interstellar distances, right?\Yeah.\If they lose the cocoon, even if their Ego Blocks are intact,\they wouldn't be able to leave the Solar System.\That explosion was really huge, wasn't it?\Yeah.\If you hadn't been there, it would've been bad.\We destroyed Bugbear's Ego Block. response:	With the Boosted Plasmagnum, destroying Ego Blocks is possible.
context: Yeah.\If they lose the cocoon, even if their Ego Blocks are intact,\they wouldn't be able to leave the Solar System.\That explosion was really huge, wasn't it?\Yeah.\If you hadn't been there, it would've been bad.\We destroyed Bugbear's Ego Block.\With the Boosted Plasmagnum, destroying Ego Blocks is possible. response:	Yeah.
context: If they lose the cocoon, even if their Ego Blocks are intact,\they wouldn't be able to leave the Solar System.\That explosion was really huge, wasn't it?\Yeah.\If you hadn't been there, it would've been bad.\We destroyed Bugbear's Ego Block.\With the Boosted Plasmagnum, destroying Ego Blocks is possible.\Yeah. response:	We'll destroy all the Kiltgangs and the cocoon.
context: they wouldn't be able to leave the Solar System.\That explosion was really huge, wasn't it?\Yeah.\If you hadn't been there, it would've been bad.\We destroyed Bugbear's Ego Block.\With the Boosted Plasmagnum, destroying Ego Blocks is possible.\Yeah.\We'll destroy all the Kiltgangs and the cocoon. response:	Captain...
context: That explosion was really huge, wasn't it?\Yeah.\If you hadn't been there, it would've been bad.\We destroyed Bugbear's Ego Block.\With the Boosted Plasmagnum, destroying Ego Blocks is possible.\Yeah.\We'll destroy all the Kiltgangs and the cocoon.\Captain... response:	I'm ready.
context: Yeah.\If you hadn't been there, it would've been bad.\We destroyed Bugbear's Ego Block.\With the Boosted Plasmagnum, destroying Ego Blocks is possible.\Yeah.\We'll destroy all the Kiltgangs and the cocoon.\Captain...\I'm ready. response:	Roger.
context: If you hadn't been there, it would've been bad.\We destroyed Bugbear's Ego Block.\With the Boosted Plasmagnum, destroying Ego Blocks is possible.\Yeah.\We'll destroy all the Kiltgangs and the cocoon.\Captain...\I'm ready.\Roger. response:	You gonna be okay this time, Captain?
context: We destroyed Bugbear's Ego Block.\With the Boosted Plasmagnum, destroying Ego Blocks is possible.\Yeah.\We'll destroy all the Kiltgangs and the cocoon.\Captain...\I'm ready.\Roger.\You gonna be okay this time, Captain? response:	They may attack again.
context: With the Boosted Plasmagnum, destroying Ego Blocks is possible.\Yeah.\We'll destroy all the Kiltgangs and the cocoon.\Captain...\I'm ready.\Roger.\You gonna be okay this time, Captain?\They may attack again. response:	What about you, Akari?
context: Yeah.\We'll destroy all the Kiltgangs and the cocoon.\Captain...\I'm ready.\Roger.\You gonna be okay this time, Captain?\They may attack again.\What about you, Akari? response:	I'm a magical girl, after all.
context: We'll destroy all the Kiltgangs and the cocoon.\Captain...\I'm ready.\Roger.\You gonna be okay this time, Captain?\They may attack again.\What about you, Akari?\I'm a magical girl, after all. response:	I'll be fine, too.
context: Captain...\I'm ready.\Roger.\You gonna be okay this time, Captain?\They may attack again.\What about you, Akari?\I'm a magical girl, after all.\I'll be fine, too. response:	No matter what happens, I'll do the best I can right now.
context: I'm ready.\Roger.\You gonna be okay this time, Captain?\They may attack again.\What about you, Akari?\I'm a magical girl, after all.\I'll be fine, too.\No matter what happens, I'll do the best I can right now. response:	That's all.
context: Roger.\You gonna be okay this time, Captain?\They may attack again.\What about you, Akari?\I'm a magical girl, after all.\I'll be fine, too.\No matter what happens, I'll do the best I can right now.\That's all. response:	We're jumping to Auberon!
context: You gonna be okay this time, Captain?\They may attack again.\What about you, Akari?\I'm a magical girl, after all.\I'll be fine, too.\No matter what happens, I'll do the best I can right now.\That's all.\We're jumping to Auberon! response:	Auberon
context: They may attack again.\What about you, Akari?\I'm a magical girl, after all.\I'll be fine, too.\No matter what happens, I'll do the best I can right now.\That's all.\We're jumping to Auberon!\Auberon response:	We're here.
context: What about you, Akari?\I'm a magical girl, after all.\I'll be fine, too.\No matter what happens, I'll do the best I can right now.\That's all.\We're jumping to Auberon!\Auberon\We're here. response:	Earth Engine!
context: I'm a magical girl, after all.\I'll be fine, too.\No matter what happens, I'll do the best I can right now.\That's all.\We're jumping to Auberon!\Auberon\We're here.\Earth Engine! response:	Nebula Engine!
context: I'll be fine, too.\No matter what happens, I'll do the best I can right now.\That's all.\We're jumping to Auberon!\Auberon\We're here.\Earth Engine!\Nebula Engine! response:	Scramble!
context: No matter what happens, I'll do the best I can right now.\That's all.\We're jumping to Auberon!\Auberon\We're here.\Earth Engine!\Nebula Engine!\Scramble! response:	That's Auberon?
context: That's all.\We're jumping to Auberon!\Auberon\We're here.\Earth Engine!\Nebula Engine!\Scramble!\That's Auberon? response:	It's bigger than I'd imagined.
context: We're jumping to Auberon!\Auberon\We're here.\Earth Engine!\Nebula Engine!\Scramble!\That's Auberon?\It's bigger than I'd imagined. response:	Okay...
context: Auberon\We're here.\Earth Engine!\Nebula Engine!\Scramble!\That's Auberon?\It's bigger than I'd imagined.\Okay... response:	I'll take over the Kivotos!
context: We're here.\Earth Engine!\Nebula Engine!\Scramble!\That's Auberon?\It's bigger than I'd imagined.\Okay...\I'll take over the Kivotos! response:	Let's go with it.
context: Earth Engine!\Nebula Engine!\Scramble!\That's Auberon?\It's bigger than I'd imagined.\Okay...\I'll take over the Kivotos!\Let's go with it. response:	We're doing it?
context: Nebula Engine!\Scramble!\That's Auberon?\It's bigger than I'd imagined.\Okay...\I'll take over the Kivotos!\Let's go with it.\We're doing it? response:	We're doing it.
context: Scramble!\That's Auberon?\It's bigger than I'd imagined.\Okay...\I'll take over the Kivotos!\Let's go with it.\We're doing it?\We're doing it. response:	Okay, Captain?
context: That's Auberon?\It's bigger than I'd imagined.\Okay...\I'll take over the Kivotos!\Let's go with it.\We're doing it?\We're doing it.\Okay, Captain? response:	Roger.
context: It's bigger than I'd imagined.\Okay...\I'll take over the Kivotos!\Let's go with it.\We're doing it?\We're doing it.\Okay, Captain?\Roger. response:	You're ready, aren't you, partner?
context: Okay...\I'll take over the Kivotos!\Let's go with it.\We're doing it?\We're doing it.\Okay, Captain?\Roger.\You're ready, aren't you, partner? response:	Let's go.
context: I'll take over the Kivotos!\Let's go with it.\We're doing it?\We're doing it.\Okay, Captain?\Roger.\You're ready, aren't you, partner?\Let's go. response:	Okay, guys!
context: Let's go with it.\We're doing it?\We're doing it.\Okay, Captain?\Roger.\You're ready, aren't you, partner?\Let's go.\Okay, guys! response:	Pirate formation! Go!
context: We're doing it?\We're doing it.\Okay, Captain?\Roger.\You're ready, aren't you, partner?\Let's go.\Okay, guys!\Pirate formation! Go! response:	Captain!
context: We're doing it.\Okay, Captain?\Roger.\You're ready, aren't you, partner?\Let's go.\Okay, guys!\Pirate formation! Go!\Captain! response:	They're still coming.
context: Okay, Captain?\Roger.\You're ready, aren't you, partner?\Let's go.\Okay, guys!\Pirate formation! Go!\Captain!\They're still coming. response:	Roger!
context: Roger.\You're ready, aren't you, partner?\Let's go.\Okay, guys!\Pirate formation! Go!\Captain!\They're still coming.\Roger! response:	We're going in!
context: You're ready, aren't you, partner?\Let's go.\Okay, guys!\Pirate formation! Go!\Captain!\They're still coming.\Roger!\We're going in! response:	Captain, we're heading into the core.
context: Let's go.\Okay, guys!\Pirate formation! Go!\Captain!\They're still coming.\Roger!\We're going in!\Captain, we're heading into the core. response:	This is their cocoon?
context: Okay, guys!\Pirate formation! Go!\Captain!\They're still coming.\Roger!\We're going in!\Captain, we're heading into the core.\This is their cocoon? response:	I'm ending this.
context: Pirate formation! Go!\Captain!\They're still coming.\Roger!\We're going in!\Captain, we're heading into the core.\This is their cocoon?\I'm ending this. response:	Above?
context: Captain!\They're still coming.\Roger!\We're going in!\Captain, we're heading into the core.\This is their cocoon?\I'm ending this.\Above? response:	It's them!
context: They're still coming.\Roger!\We're going in!\Captain, we're heading into the core.\This is their cocoon?\I'm ending this.\Above?\It's them! response:	They ambushed us!
context: Roger!\We're going in!\Captain, we're heading into the core.\This is their cocoon?\I'm ending this.\Above?\It's them!\They ambushed us! response:	Akari!
context: We're going in!\Captain, we're heading into the core.\This is their cocoon?\I'm ending this.\Above?\It's them!\They ambushed us!\Akari! response:	I'm fine!
context: Captain, we're heading into the core.\This is their cocoon?\I'm ending this.\Above?\It's them!\They ambushed us!\Akari!\I'm fine! response:	Concentrate!
context: This is their cocoon?\I'm ending this.\Above?\It's them!\They ambushed us!\Akari!\I'm fine!\Concentrate! response:	And Earthlings, you've done well to come this far.
context: I'm ending this.\Above?\It's them!\They ambushed us!\Akari!\I'm fine!\Concentrate!\And Earthlings, you've done well to come this far. response:	To be honest, I'm surprised.
context: Above?\It's them!\They ambushed us!\Akari!\I'm fine!\Concentrate!\And Earthlings, you've done well to come this far.\To be honest, I'm surprised. response:	I can't believe you Earthlings can perform an Entangle Link.
context: It's them!\They ambushed us!\Akari!\I'm fine!\Concentrate!\And Earthlings, you've done well to come this far.\To be honest, I'm surprised.\I can't believe you Earthlings can perform an Entangle Link. response:	What is this voice?
context: They ambushed us!\Akari!\I'm fine!\Concentrate!\And Earthlings, you've done well to come this far.\To be honest, I'm surprised.\I can't believe you Earthlings can perform an Entangle Link.\What is this voice? response:	It isn't coming in via communicator.
context: Akari!\I'm fine!\Concentrate!\And Earthlings, you've done well to come this far.\To be honest, I'm surprised.\I can't believe you Earthlings can perform an Entangle Link.\What is this voice?\It isn't coming in via communicator. response:	It's resonating throughout the Auberon.
context: I'm fine!\Concentrate!\And Earthlings, you've done well to come this far.\To be honest, I'm surprised.\I can't believe you Earthlings can perform an Entangle Link.\What is this voice?\It isn't coming in via communicator.\It's resonating throughout the Auberon. response:	I have a proposal for you.
context: Concentrate!\And Earthlings, you've done well to come this far.\To be honest, I'm surprised.\I can't believe you Earthlings can perform an Entangle Link.\What is this voice?\It isn't coming in via communicator.\It's resonating throughout the Auberon.\I have a proposal for you. response:	You were able to withstand an Entangle Link,
context: And Earthlings, you've done well to come this far.\To be honest, I'm surprised.\I can't believe you Earthlings can perform an Entangle Link.\What is this voice?\It isn't coming in via communicator.\It's resonating throughout the Auberon.\I have a proposal for you.\You were able to withstand an Entangle Link, response:	and your growth as Neoteny has been impressive.
context: To be honest, I'm surprised.\I can't believe you Earthlings can perform an Entangle Link.\What is this voice?\It isn't coming in via communicator.\It's resonating throughout the Auberon.\I have a proposal for you.\You were able to withstand an Entangle Link,\and your growth as Neoteny has been impressive. response:	You're becoming very similar to us.
context: I can't believe you Earthlings can perform an Entangle Link.\What is this voice?\It isn't coming in via communicator.\It's resonating throughout the Auberon.\I have a proposal for you.\You were able to withstand an Entangle Link,\and your growth as Neoteny has been impressive.\You're becoming very similar to us. response:	So I'd like to have you join us.
context: What is this voice?\It isn't coming in via communicator.\It's resonating throughout the Auberon.\I have a proposal for you.\You were able to withstand an Entangle Link,\and your growth as Neoteny has been impressive.\You're becoming very similar to us.\So I'd like to have you join us. response:	Siren-sama can do that.
context: It isn't coming in via communicator.\It's resonating throughout the Auberon.\I have a proposal for you.\You were able to withstand an Entangle Link,\and your growth as Neoteny has been impressive.\You're becoming very similar to us.\So I'd like to have you join us.\Siren-sama can do that. response:	Bugbear, awaken.
context: It's resonating throughout the Auberon.\I have a proposal for you.\You were able to withstand an Entangle Link,\and your growth as Neoteny has been impressive.\You're becoming very similar to us.\So I'd like to have you join us.\Siren-sama can do that.\Bugbear, awaken. response:	I thank you, Siren-sama.
context: I have a proposal for you.\You were able to withstand an Entangle Link,\and your growth as Neoteny has been impressive.\You're becoming very similar to us.\So I'd like to have you join us.\Siren-sama can do that.\Bugbear, awaken.\I thank you, Siren-sama. response:	His Ego Block regenerated?
context: You were able to withstand an Entangle Link,\and your growth as Neoteny has been impressive.\You're becoming very similar to us.\So I'd like to have you join us.\Siren-sama can do that.\Bugbear, awaken.\I thank you, Siren-sama.\His Ego Block regenerated? response:	You understand, don't you, Albion?
context: and your growth as Neoteny has been impressive.\You're becoming very similar to us.\So I'd like to have you join us.\Siren-sama can do that.\Bugbear, awaken.\I thank you, Siren-sama.\His Ego Block regenerated?\You understand, don't you, Albion? response:	An Ego Block can only be recreated as long as the avatar is alive.
context: You're becoming very similar to us.\So I'd like to have you join us.\Siren-sama can do that.\Bugbear, awaken.\I thank you, Siren-sama.\His Ego Block regenerated?\You understand, don't you, Albion?\An Ego Block can only be recreated as long as the avatar is alive. response:	Of course, not just you.
context: So I'd like to have you join us.\Siren-sama can do that.\Bugbear, awaken.\I thank you, Siren-sama.\His Ego Block regenerated?\You understand, don't you, Albion?\An Ego Block can only be recreated as long as the avatar is alive.\Of course, not just you. response:	We can give Ego Blocks to the Princess of Blume or to the Earthlings.
context: Siren-sama can do that.\Bugbear, awaken.\I thank you, Siren-sama.\His Ego Block regenerated?\You understand, don't you, Albion?\An Ego Block can only be recreated as long as the avatar is alive.\Of course, not just you.\We can give Ego Blocks to the Princess of Blume or to the Earthlings. response:	But abandon your Livlasters!
context: Bugbear, awaken.\I thank you, Siren-sama.\His Ego Block regenerated?\You understand, don't you, Albion?\An Ego Block can only be recreated as long as the avatar is alive.\Of course, not just you.\We can give Ego Blocks to the Princess of Blume or to the Earthlings.\But abandon your Livlasters! response:	They are life forms that cannot be held by someone with an Ego Block.
context: I thank you, Siren-sama.\His Ego Block regenerated?\You understand, don't you, Albion?\An Ego Block can only be recreated as long as the avatar is alive.\Of course, not just you.\We can give Ego Blocks to the Princess of Blume or to the Earthlings.\But abandon your Livlasters!\They are life forms that cannot be held by someone with an Ego Block. response:	I'm serious.
context: His Ego Block regenerated?\You understand, don't you, Albion?\An Ego Block can only be recreated as long as the avatar is alive.\Of course, not just you.\We can give Ego Blocks to the Princess of Blume or to the Earthlings.\But abandon your Livlasters!\They are life forms that cannot be held by someone with an Ego Block.\I'm serious. response:	I can make you, and only you, true humans.
context: You understand, don't you, Albion?\An Ego Block can only be recreated as long as the avatar is alive.\Of course, not just you.\We can give Ego Blocks to the Princess of Blume or to the Earthlings.\But abandon your Livlasters!\They are life forms that cannot be held by someone with an Ego Block.\I'm serious.\I can make you, and only you, true humans. response:	Your energy's mine, and now I'm invincible!
context: An Ego Block can only be recreated as long as the avatar is alive.\Of course, not just you.\We can give Ego Blocks to the Princess of Blume or to the Earthlings.\But abandon your Livlasters!\They are life forms that cannot be held by someone with an Ego Block.\I'm serious.\I can make you, and only you, true humans.\Your energy's mine, and now I'm invincible! response:	Akari! Hana!
context: Of course, not just you.\We can give Ego Blocks to the Princess of Blume or to the Earthlings.\But abandon your Livlasters!\They are life forms that cannot be held by someone with an Ego Block.\I'm serious.\I can make you, and only you, true humans.\Your energy's mine, and now I'm invincible!\Akari! Hana! response:	Then negotiations have failed?
context: We can give Ego Blocks to the Princess of Blume or to the Earthlings.\But abandon your Livlasters!\They are life forms that cannot be held by someone with an Ego Block.\I'm serious.\I can make you, and only you, true humans.\Your energy's mine, and now I'm invincible!\Akari! Hana!\Then negotiations have failed? response:	They wouldn't listen to a plan like that.
context: But abandon your Livlasters!\They are life forms that cannot be held by someone with an Ego Block.\I'm serious.\I can make you, and only you, true humans.\Your energy's mine, and now I'm invincible!\Akari! Hana!\Then negotiations have failed?\They wouldn't listen to a plan like that. response:	They're already being controlled by the extradimensional creatures called Livlasters.
context: They are life forms that cannot be held by someone with an Ego Block.\I'm serious.\I can make you, and only you, true humans.\Your energy's mine, and now I'm invincible!\Akari! Hana!\Then negotiations have failed?\They wouldn't listen to a plan like that.\They're already being controlled by the extradimensional creatures called Livlasters. response:	First, you should destroy the Earthling weapons that pose a threat to me.
context: I'm serious.\I can make you, and only you, true humans.\Your energy's mine, and now I'm invincible!\Akari! Hana!\Then negotiations have failed?\They wouldn't listen to a plan like that.\They're already being controlled by the extradimensional creatures called Livlasters.\First, you should destroy the Earthling weapons that pose a threat to me. response:	What do you mean by a threat to me?
context: I can make you, and only you, true humans.\Your energy's mine, and now I'm invincible!\Akari! Hana!\Then negotiations have failed?\They wouldn't listen to a plan like that.\They're already being controlled by the extradimensional creatures called Livlasters.\First, you should destroy the Earthling weapons that pose a threat to me.\What do you mean by a threat to me? response:	I mean this, ancient princess...
context: Your energy's mine, and now I'm invincible!\Akari! Hana!\Then negotiations have failed?\They wouldn't listen to a plan like that.\They're already being controlled by the extradimensional creatures called Livlasters.\First, you should destroy the Earthling weapons that pose a threat to me.\What do you mean by a threat to me?\I mean this, ancient princess... response:	Siren-sama!
context: Akari! Hana!\Then negotiations have failed?\They wouldn't listen to a plan like that.\They're already being controlled by the extradimensional creatures called Livlasters.\First, you should destroy the Earthling weapons that pose a threat to me.\What do you mean by a threat to me?\I mean this, ancient princess...\Siren-sama! response:	What is this light?
context: Then negotiations have failed?\They wouldn't listen to a plan like that.\They're already being controlled by the extradimensional creatures called Livlasters.\First, you should destroy the Earthling weapons that pose a threat to me.\What do you mean by a threat to me?\I mean this, ancient princess...\Siren-sama!\What is this light? response:	Liban?
context: They wouldn't listen to a plan like that.\They're already being controlled by the extradimensional creatures called Livlasters.\First, you should destroy the Earthling weapons that pose a threat to me.\What do you mean by a threat to me?\I mean this, ancient princess...\Siren-sama!\What is this light?\Liban? response:	Siren-sama, I'm so glad you're safe.
context: They're already being controlled by the extradimensional creatures called Livlasters.\First, you should destroy the Earthling weapons that pose a threat to me.\What do you mean by a threat to me?\I mean this, ancient princess...\Siren-sama!\What is this light?\Liban?\Siren-sama, I'm so glad you're safe. response:	Something's wrong...
context: First, you should destroy the Earthling weapons that pose a threat to me.\What do you mean by a threat to me?\I mean this, ancient princess...\Siren-sama!\What is this light?\Liban?\Siren-sama, I'm so glad you're safe.\Something's wrong... response:	I can't move!
context: What do you mean by a threat to me?\I mean this, ancient princess...\Siren-sama!\What is this light?\Liban?\Siren-sama, I'm so glad you're safe.\Something's wrong...\I can't move! response:	Liban!
context: I mean this, ancient princess...\Siren-sama!\What is this light?\Liban?\Siren-sama, I'm so glad you're safe.\Something's wrong...\I can't move!\Liban! response:	What?
context: Siren-sama!\What is this light?\Liban?\Siren-sama, I'm so glad you're safe.\Something's wrong...\I can't move!\Liban!\What? response:	Teppei!
context: What is this light?\Liban?\Siren-sama, I'm so glad you're safe.\Something's wrong...\I can't move!\Liban!\What?\Teppei! response:	I'm fine!
context: Liban?\Siren-sama, I'm so glad you're safe.\Something's wrong...\I can't move!\Liban!\What?\Teppei!\I'm fine! response:	But the Boosted was destroyed.
context: Siren-sama, I'm so glad you're safe.\Something's wrong...\I can't move!\Liban!\What?\Teppei!\I'm fine!\But the Boosted was destroyed. response:	Liban's Ego Block exploded?
context: Something's wrong...\I can't move!\Liban!\What?\Teppei!\I'm fine!\But the Boosted was destroyed.\Liban's Ego Block exploded? response:	What's going on?
context: I can't move!\Liban!\What?\Teppei!\I'm fine!\But the Boosted was destroyed.\Liban's Ego Block exploded?\What's going on? response:	Did you do that, Puck?
context: Liban!\What?\Teppei!\I'm fine!\But the Boosted was destroyed.\Liban's Ego Block exploded?\What's going on?\Did you do that, Puck? response:	What did you do?
context: What?\Teppei!\I'm fine!\But the Boosted was destroyed.\Liban's Ego Block exploded?\What's going on?\Did you do that, Puck?\What did you do? response:	The part of a Planetary Gear's Kiltgang body capable of
context: Teppei!\I'm fine!\But the Boosted was destroyed.\Liban's Ego Block exploded?\What's going on?\Did you do that, Puck?\What did you do?\The part of a Planetary Gear's Kiltgang body capable of response:	generating the most destructive energy is the Ego Block.
context: I'm fine!\But the Boosted was destroyed.\Liban's Ego Block exploded?\What's going on?\Did you do that, Puck?\What did you do?\The part of a Planetary Gear's Kiltgang body capable of\generating the most destructive energy is the Ego Block. response:	So I used it for my own purposes.
context: But the Boosted was destroyed.\Liban's Ego Block exploded?\What's going on?\Did you do that, Puck?\What did you do?\The part of a Planetary Gear's Kiltgang body capable of\generating the most destructive energy is the Ego Block.\So I used it for my own purposes. response:	A very logical decision.
context: Liban's Ego Block exploded?\What's going on?\Did you do that, Puck?\What did you do?\The part of a Planetary Gear's Kiltgang body capable of\generating the most destructive energy is the Ego Block.\So I used it for my own purposes.\A very logical decision. response:	You're a tool of the Planetary Gears...
context: What's going on?\Did you do that, Puck?\What did you do?\The part of a Planetary Gear's Kiltgang body capable of\generating the most destructive energy is the Ego Block.\So I used it for my own purposes.\A very logical decision.\You're a tool of the Planetary Gears... response:	And you used us as tools?
context: Did you do that, Puck?\What did you do?\The part of a Planetary Gear's Kiltgang body capable of\generating the most destructive energy is the Ego Block.\So I used it for my own purposes.\A very logical decision.\You're a tool of the Planetary Gears...\And you used us as tools? response:	I already have a system that can install
context: What did you do?\The part of a Planetary Gear's Kiltgang body capable of\generating the most destructive energy is the Ego Block.\So I used it for my own purposes.\A very logical decision.\You're a tool of the Planetary Gears...\And you used us as tools?\I already have a system that can install response:	my own ego into a Planetary Gear's Kiltgang at any time.
context: The part of a Planetary Gear's Kiltgang body capable of\generating the most destructive energy is the Ego Block.\So I used it for my own purposes.\A very logical decision.\You're a tool of the Planetary Gears...\And you used us as tools?\I already have a system that can install\my own ego into a Planetary Gear's Kiltgang at any time. response:	Now you are no more than my tools.
context: generating the most destructive energy is the Ego Block.\So I used it for my own purposes.\A very logical decision.\You're a tool of the Planetary Gears...\And you used us as tools?\I already have a system that can install\my own ego into a Planetary Gear's Kiltgang at any time.\Now you are no more than my tools. response:	So that's it.
context: So I used it for my own purposes.\A very logical decision.\You're a tool of the Planetary Gears...\And you used us as tools?\I already have a system that can install\my own ego into a Planetary Gear's Kiltgang at any time.\Now you are no more than my tools.\So that's it. response:	The sudden change in Masaki Kube was because you installed your ego in him?
context: A very logical decision.\You're a tool of the Planetary Gears...\And you used us as tools?\I already have a system that can install\my own ego into a Planetary Gear's Kiltgang at any time.\Now you are no more than my tools.\So that's it.\The sudden change in Masaki Kube was because you installed your ego in him? response:	That's right.
context: You're a tool of the Planetary Gears...\And you used us as tools?\I already have a system that can install\my own ego into a Planetary Gear's Kiltgang at any time.\Now you are no more than my tools.\So that's it.\The sudden change in Masaki Kube was because you installed your ego in him?\That's right. response:	What the hell are you doing?
context: And you used us as tools?\I already have a system that can install\my own ego into a Planetary Gear's Kiltgang at any time.\Now you are no more than my tools.\So that's it.\The sudden change in Masaki Kube was because you installed your ego in him?\That's right.\What the hell are you doing? response:	Stop!
context: I already have a system that can install\my own ego into a Planetary Gear's Kiltgang at any time.\Now you are no more than my tools.\So that's it.\The sudden change in Masaki Kube was because you installed your ego in him?\That's right.\What the hell are you doing?\Stop! response:	I can install my ego into an Earthling or a Planetary Gear whenever I want.
context: my own ego into a Planetary Gear's Kiltgang at any time.\Now you are no more than my tools.\So that's it.\The sudden change in Masaki Kube was because you installed your ego in him?\That's right.\What the hell are you doing?\Stop!\I can install my ego into an Earthling or a Planetary Gear whenever I want. response:	Even the cocoon you're protecting is a part of me now.
context: Now you are no more than my tools.\So that's it.\The sudden change in Masaki Kube was because you installed your ego in him?\That's right.\What the hell are you doing?\Stop!\I can install my ego into an Earthling or a Planetary Gear whenever I want.\Even the cocoon you're protecting is a part of me now. response:	Then...
context: So that's it.\The sudden change in Masaki Kube was because you installed your ego in him?\That's right.\What the hell are you doing?\Stop!\I can install my ego into an Earthling or a Planetary Gear whenever I want.\Even the cocoon you're protecting is a part of me now.\Then... response:	What are you doing, Daichi Manatsu?
context: The sudden change in Masaki Kube was because you installed your ego in him?\That's right.\What the hell are you doing?\Stop!\I can install my ego into an Earthling or a Planetary Gear whenever I want.\Even the cocoon you're protecting is a part of me now.\Then...\What are you doing, Daichi Manatsu? response:	I'll just destroy it, as well!
context: That's right.\What the hell are you doing?\Stop!\I can install my ego into an Earthling or a Planetary Gear whenever I want.\Even the cocoon you're protecting is a part of me now.\Then...\What are you doing, Daichi Manatsu?\I'll just destroy it, as well! response:	Can you do that?
context: What the hell are you doing?\Stop!\I can install my ego into an Earthling or a Planetary Gear whenever I want.\Even the cocoon you're protecting is a part of me now.\Then...\What are you doing, Daichi Manatsu?\I'll just destroy it, as well!\Can you do that? response:	I will!
context: Stop!\I can install my ego into an Earthling or a Planetary Gear whenever I want.\Even the cocoon you're protecting is a part of me now.\Then...\What are you doing, Daichi Manatsu?\I'll just destroy it, as well!\Can you do that?\I will! response:	What?
context: I can install my ego into an Earthling or a Planetary Gear whenever I want.\Even the cocoon you're protecting is a part of me now.\Then...\What are you doing, Daichi Manatsu?\I'll just destroy it, as well!\Can you do that?\I will!\What? response:	The cocoon...
context: Even the cocoon you're protecting is a part of me now.\Then...\What are you doing, Daichi Manatsu?\I'll just destroy it, as well!\Can you do that?\I will!\What?\The cocoon... response:	Did I get him?
context: Then...\What are you doing, Daichi Manatsu?\I'll just destroy it, as well!\Can you do that?\I will!\What?\The cocoon...\Did I get him? response:	Earthlings are so emotional.
context: What are you doing, Daichi Manatsu?\I'll just destroy it, as well!\Can you do that?\I will!\What?\The cocoon...\Did I get him?\Earthlings are so emotional. response:	They're so easy to manipulate.
context: I'll just destroy it, as well!\Can you do that?\I will!\What?\The cocoon...\Did I get him?\Earthlings are so emotional.\They're so easy to manipulate. response:	Now every threat to me has been eliminated.
context: Can you do that?\I will!\What?\The cocoon...\Did I get him?\Earthlings are so emotional.\They're so easy to manipulate.\Now every threat to me has been eliminated. response:	What is that?
context: I will!\What?\The cocoon...\Did I get him?\Earthlings are so emotional.\They're so easy to manipulate.\Now every threat to me has been eliminated.\What is that? response:	I'll install myself into every sentient life form in the galaxy,
context: What?\The cocoon...\Did I get him?\Earthlings are so emotional.\They're so easy to manipulate.\Now every threat to me has been eliminated.\What is that?\I'll install myself into every sentient life form in the galaxy, response:	and become this galaxy's true god!
context: The cocoon...\Did I get him?\Earthlings are so emotional.\They're so easy to manipulate.\Now every threat to me has been eliminated.\What is that?\I'll install myself into every sentient life form in the galaxy,\and become this galaxy's true god! response:	The mechanical intelligence Puck installs himself into Blume,
context: Did I get him?\Earthlings are so emotional.\They're so easy to manipulate.\Now every threat to me has been eliminated.\What is that?\I'll install myself into every sentient life form in the galaxy,\and become this galaxy's true god!\The mechanical intelligence Puck installs himself into Blume, response:	transforming into a massive weapon of destruction, Robin Goodfellow.
context: Earthlings are so emotional.\They're so easy to manipulate.\Now every threat to me has been eliminated.\What is that?\I'll install myself into every sentient life form in the galaxy,\and become this galaxy's true god!\The mechanical intelligence Puck installs himself into Blume,\transforming into a massive weapon of destruction, Robin Goodfellow. response:	Its power overwhelms the Midsummer's Knights,
context: They're so easy to manipulate.\Now every threat to me has been eliminated.\What is that?\I'll install myself into every sentient life form in the galaxy,\and become this galaxy's true god!\The mechanical intelligence Puck installs himself into Blume,\transforming into a massive weapon of destruction, Robin Goodfellow.\Its power overwhelms the Midsummer's Knights, response:	and attacks their home, Earth.
context: Now every threat to me has been eliminated.\What is that?\I'll install myself into every sentient life form in the galaxy,\and become this galaxy's true god!\The mechanical intelligence Puck installs himself into Blume,\transforming into a massive weapon of destruction, Robin Goodfellow.\Its power overwhelms the Midsummer's Knights,\and attacks their home, Earth. response:	But the boy who chose his fate does not give up the fight.
