context: Endymion... Mother... Usagi has learned everything. response:	Kunzite! You won't always get your way in this world!
context: It's terrible! It's terrible!\The people of Earth are attacking us!\Bubble\Spray!\Fire\Soul!\Supreme\Thunder! response:	Crescent Beam!
context: The people of Earth are attacking us!\Bubble\Spray!\Fire\Soul!\Supreme\Thunder!\Crescent Beam! response:	Starting today, I will rule both Earth and the moon!
context: Bubble\Spray!\Fire\Soul!\Supreme\Thunder!\Crescent Beam!\Starting today, I will rule both Earth and the moon! response:	I will not allow anyone to defy me!
context: Spray!\Fire\Soul!\Supreme\Thunder!\Crescent Beam!\Starting today, I will rule both Earth and the moon!\I will not allow anyone to defy me! response:	Our beloved Metalia, this is the birth of our Dark Kingdom!
context: Fire\Soul!\Supreme\Thunder!\Crescent Beam!\Starting today, I will rule both Earth and the moon!\I will not allow anyone to defy me!\Our beloved Metalia, this is the birth of our Dark Kingdom! response:	So, you are Princess Serenity?
context: Soul!\Supreme\Thunder!\Crescent Beam!\Starting today, I will rule both Earth and the moon!\I will not allow anyone to defy me!\Our beloved Metalia, this is the birth of our Dark Kingdom!\So, you are Princess Serenity? response:	I will destroy that pretty face of yours!
context: Supreme\Thunder!\Crescent Beam!\Starting today, I will rule both Earth and the moon!\I will not allow anyone to defy me!\Our beloved Metalia, this is the birth of our Dark Kingdom!\So, you are Princess Serenity?\I will destroy that pretty face of yours! response:	Beryl, I will not forgive you
context: Thunder!\Crescent Beam!\Starting today, I will rule both Earth and the moon!\I will not allow anyone to defy me!\Our beloved Metalia, this is the birth of our Dark Kingdom!\So, you are Princess Serenity?\I will destroy that pretty face of yours!\Beryl, I will not forgive you response:	if you lay even a single finger on the princess!
context: Crescent Beam!\Starting today, I will rule both Earth and the moon!\I will not allow anyone to defy me!\Our beloved Metalia, this is the birth of our Dark Kingdom!\So, you are Princess Serenity?\I will destroy that pretty face of yours!\Beryl, I will not forgive you\if you lay even a single finger on the princess! response:	Endymion!
context: Starting today, I will rule both Earth and the moon!\I will not allow anyone to defy me!\Our beloved Metalia, this is the birth of our Dark Kingdom!\So, you are Princess Serenity?\I will destroy that pretty face of yours!\Beryl, I will not forgive you\if you lay even a single finger on the princess!\Endymion! response:	Why do you protect the princess of the moon?
context: I will not allow anyone to defy me!\Our beloved Metalia, this is the birth of our Dark Kingdom!\So, you are Princess Serenity?\I will destroy that pretty face of yours!\Beryl, I will not forgive you\if you lay even a single finger on the princess!\Endymion!\Why do you protect the princess of the moon? response:	You are the prince of Earth.
context: Our beloved Metalia, this is the birth of our Dark Kingdom!\So, you are Princess Serenity?\I will destroy that pretty face of yours!\Beryl, I will not forgive you\if you lay even a single finger on the princess!\Endymion!\Why do you protect the princess of the moon?\You are the prince of Earth. response:	If you just marry me,
context: So, you are Princess Serenity?\I will destroy that pretty face of yours!\Beryl, I will not forgive you\if you lay even a single finger on the princess!\Endymion!\Why do you protect the princess of the moon?\You are the prince of Earth.\If you just marry me, response:	you could be king of both the moon and Earth!
context: I will destroy that pretty face of yours!\Beryl, I will not forgive you\if you lay even a single finger on the princess!\Endymion!\Why do you protect the princess of the moon?\You are the prince of Earth.\If you just marry me,\you could be king of both the moon and Earth! response:	Beryl, you are being misguided by Metalia,
context: Beryl, I will not forgive you\if you lay even a single finger on the princess!\Endymion!\Why do you protect the princess of the moon?\You are the prince of Earth.\If you just marry me,\you could be king of both the moon and Earth!\Beryl, you are being misguided by Metalia, response:	who possesses evil energy.
context: if you lay even a single finger on the princess!\Endymion!\Why do you protect the princess of the moon?\You are the prince of Earth.\If you just marry me,\you could be king of both the moon and Earth!\Beryl, you are being misguided by Metalia,\who possesses evil energy. response:	Wake up! Rid yourself of the evil mind!
context: Endymion!\Why do you protect the princess of the moon?\You are the prince of Earth.\If you just marry me,\you could be king of both the moon and Earth!\Beryl, you are being misguided by Metalia,\who possesses evil energy.\Wake up! Rid yourself of the evil mind! response:	Shut up! I will kill you, too!
context: Why do you protect the princess of the moon?\You are the prince of Earth.\If you just marry me,\you could be king of both the moon and Earth!\Beryl, you are being misguided by Metalia,\who possesses evil energy.\Wake up! Rid yourself of the evil mind!\Shut up! I will kill you, too! response:	Endymion!
context: You are the prince of Earth.\If you just marry me,\you could be king of both the moon and Earth!\Beryl, you are being misguided by Metalia,\who possesses evil energy.\Wake up! Rid yourself of the evil mind!\Shut up! I will kill you, too!\Endymion! response:	Serenity!
context: If you just marry me,\you could be king of both the moon and Earth!\Beryl, you are being misguided by Metalia,\who possesses evil energy.\Wake up! Rid yourself of the evil mind!\Shut up! I will kill you, too!\Endymion!\Serenity! response:	Endymion!
context: you could be king of both the moon and Earth!\Beryl, you are being misguided by Metalia,\who possesses evil energy.\Wake up! Rid yourself of the evil mind!\Shut up! I will kill you, too!\Endymion!\Serenity!\Endymion! response:	Stay back!
context: Beryl, you are being misguided by Metalia,\who possesses evil energy.\Wake up! Rid yourself of the evil mind!\Shut up! I will kill you, too!\Endymion!\Serenity!\Endymion!\Stay back! response:	Serenity!
context: who possesses evil energy.\Wake up! Rid yourself of the evil mind!\Shut up! I will kill you, too!\Endymion!\Serenity!\Endymion!\Stay back!\Serenity! response:	Serenity!
context: Wake up! Rid yourself of the evil mind!\Shut up! I will kill you, too!\Endymion!\Serenity!\Endymion!\Stay back!\Serenity!\Serenity! response:	Princess Serenity...
context: Shut up! I will kill you, too!\Endymion!\Serenity!\Endymion!\Stay back!\Serenity!\Serenity!\Princess Serenity... response:	She's dead! The Moon Princess is dead!
context: Endymion!\Serenity!\Endymion!\Stay back!\Serenity!\Serenity!\Princess Serenity...\She's dead! The Moon Princess is dead! response:	Serenity...
context: Serenity!\Endymion!\Stay back!\Serenity!\Serenity!\Princess Serenity...\She's dead! The Moon Princess is dead!\Serenity... response:	Queen Serenity, if you use the Silver Crystal, your life...
context: Endymion!\Stay back!\Serenity!\Serenity!\Princess Serenity...\She's dead! The Moon Princess is dead!\Serenity...\Queen Serenity, if you use the Silver Crystal, your life... response:	My life is nothing compared to peace on the moon and Earth.
context: Stay back!\Serenity!\Serenity!\Princess Serenity...\She's dead! The Moon Princess is dead!\Serenity...\Queen Serenity, if you use the Silver Crystal, your life...\My life is nothing compared to peace on the moon and Earth. response:	Moon Healing Escalation!
context: Serenity!\Serenity!\Princess Serenity...\She's dead! The Moon Princess is dead!\Serenity...\Queen Serenity, if you use the Silver Crystal, your life...\My life is nothing compared to peace on the moon and Earth.\Moon Healing Escalation! response:	What?!
context: Serenity!\Princess Serenity...\She's dead! The Moon Princess is dead!\Serenity...\Queen Serenity, if you use the Silver Crystal, your life...\My life is nothing compared to peace on the moon and Earth.\Moon Healing Escalation!\What?! response:	Lady Metalia!
context: Princess Serenity...\She's dead! The Moon Princess is dead!\Serenity...\Queen Serenity, if you use the Silver Crystal, your life...\My life is nothing compared to peace on the moon and Earth.\Moon Healing Escalation!\What?!\Lady Metalia! response:	Lady Metalia!
context: She's dead! The Moon Princess is dead!\Serenity...\Queen Serenity, if you use the Silver Crystal, your life...\My life is nothing compared to peace on the moon and Earth.\Moon Healing Escalation!\What?!\Lady Metalia!\Lady Metalia! response:	Artemis, hang in there!
context: Serenity...\Queen Serenity, if you use the Silver Crystal, your life...\My life is nothing compared to peace on the moon and Earth.\Moon Healing Escalation!\What?!\Lady Metalia!\Lady Metalia!\Artemis, hang in there! response:	I'm fine. What about you, Luna?
context: Queen Serenity, if you use the Silver Crystal, your life...\My life is nothing compared to peace on the moon and Earth.\Moon Healing Escalation!\What?!\Lady Metalia!\Lady Metalia!\Artemis, hang in there!\I'm fine. What about you, Luna? response:	No, I'm fine. I can't die until we find their hideout!
context: My life is nothing compared to peace on the moon and Earth.\Moon Healing Escalation!\What?!\Lady Metalia!\Lady Metalia!\Artemis, hang in there!\I'm fine. What about you, Luna?\No, I'm fine. I can't die until we find their hideout! response:	This is...
context: Moon Healing Escalation!\What?!\Lady Metalia!\Lady Metalia!\Artemis, hang in there!\I'm fine. What about you, Luna?\No, I'm fine. I can't die until we find their hideout!\This is... response:	We've found it!
context: What?!\Lady Metalia!\Lady Metalia!\Artemis, hang in there!\I'm fine. What about you, Luna?\No, I'm fine. I can't die until we find their hideout!\This is...\We've found it! response:	Finally, we've found the entrance to the Dark Kingdom's hideout!
context: Lady Metalia!\Lady Metalia!\Artemis, hang in there!\I'm fine. What about you, Luna?\No, I'm fine. I can't die until we find their hideout!\This is...\We've found it!\Finally, we've found the entrance to the Dark Kingdom's hideout! response:	We need to tell everyone right away!
context: Lady Metalia!\Artemis, hang in there!\I'm fine. What about you, Luna?\No, I'm fine. I can't die until we find their hideout!\This is...\We've found it!\Finally, we've found the entrance to the Dark Kingdom's hideout!\We need to tell everyone right away! response:	But it is already too late.
context: Artemis, hang in there!\I'm fine. What about you, Luna?\No, I'm fine. I can't die until we find their hideout!\This is...\We've found it!\Finally, we've found the entrance to the Dark Kingdom's hideout!\We need to tell everyone right away!\But it is already too late. response:	Luna, Artemis...
context: I'm fine. What about you, Luna?\No, I'm fine. I can't die until we find their hideout!\This is...\We've found it!\Finally, we've found the entrance to the Dark Kingdom's hideout!\We need to tell everyone right away!\But it is already too late.\Luna, Artemis... response:	Yes.
context: No, I'm fine. I can't die until we find their hideout!\This is...\We've found it!\Finally, we've found the entrance to the Dark Kingdom's hideout!\We need to tell everyone right away!\But it is already too late.\Luna, Artemis...\Yes. response:	The Silver Crystal can be used for peace
context: This is...\We've found it!\Finally, we've found the entrance to the Dark Kingdom's hideout!\We need to tell everyone right away!\But it is already too late.\Luna, Artemis...\Yes.\The Silver Crystal can be used for peace response:	if it is used with the energy of a good heart.
context: We've found it!\Finally, we've found the entrance to the Dark Kingdom's hideout!\We need to tell everyone right away!\But it is already too late.\Luna, Artemis...\Yes.\The Silver Crystal can be used for peace\if it is used with the energy of a good heart. response:	But, if it is used with the energy of an evil heart,
context: Finally, we've found the entrance to the Dark Kingdom's hideout!\We need to tell everyone right away!\But it is already too late.\Luna, Artemis...\Yes.\The Silver Crystal can be used for peace\if it is used with the energy of a good heart.\But, if it is used with the energy of an evil heart, response:	it will become a terrible weapon.
context: We need to tell everyone right away!\But it is already too late.\Luna, Artemis...\Yes.\The Silver Crystal can be used for peace\if it is used with the energy of a good heart.\But, if it is used with the energy of an evil heart,\it will become a terrible weapon. response:	Queen Serenity!
context: But it is already too late.\Luna, Artemis...\Yes.\The Silver Crystal can be used for peace\if it is used with the energy of a good heart.\But, if it is used with the energy of an evil heart,\it will become a terrible weapon.\Queen Serenity! response:	I have been able to seal Metalia away with the Silver Crystal,
context: Luna, Artemis...\Yes.\The Silver Crystal can be used for peace\if it is used with the energy of a good heart.\But, if it is used with the energy of an evil heart,\it will become a terrible weapon.\Queen Serenity!\I have been able to seal Metalia away with the Silver Crystal, response:	but there is no knowing when she might be revived again.
context: Yes.\The Silver Crystal can be used for peace\if it is used with the energy of a good heart.\But, if it is used with the energy of an evil heart,\it will become a terrible weapon.\Queen Serenity!\I have been able to seal Metalia away with the Silver Crystal,\but there is no knowing when she might be revived again. response:	And this Crescent Moon Wand
context: The Silver Crystal can be used for peace\if it is used with the energy of a good heart.\But, if it is used with the energy of an evil heart,\it will become a terrible weapon.\Queen Serenity!\I have been able to seal Metalia away with the Silver Crystal,\but there is no knowing when she might be revived again.\And this Crescent Moon Wand response:	can only be used by a descendant of this kingdom.
context: if it is used with the energy of a good heart.\But, if it is used with the energy of an evil heart,\it will become a terrible weapon.\Queen Serenity!\I have been able to seal Metalia away with the Silver Crystal,\but there is no knowing when she might be revived again.\And this Crescent Moon Wand\can only be used by a descendant of this kingdom. response:	If Metalia should return to life again in the future,
context: But, if it is used with the energy of an evil heart,\it will become a terrible weapon.\Queen Serenity!\I have been able to seal Metalia away with the Silver Crystal,\but there is no knowing when she might be revived again.\And this Crescent Moon Wand\can only be used by a descendant of this kingdom.\If Metalia should return to life again in the future, response:	give this to Princess Serenity and protect the peaceful world.
context: it will become a terrible weapon.\Queen Serenity!\I have been able to seal Metalia away with the Silver Crystal,\but there is no knowing when she might be revived again.\And this Crescent Moon Wand\can only be used by a descendant of this kingdom.\If Metalia should return to life again in the future,\give this to Princess Serenity and protect the peaceful world. response:	Yes, my lady.
context: Queen Serenity!\I have been able to seal Metalia away with the Silver Crystal,\but there is no knowing when she might be revived again.\And this Crescent Moon Wand\can only be used by a descendant of this kingdom.\If Metalia should return to life again in the future,\give this to Princess Serenity and protect the peaceful world.\Yes, my lady. response:	Princess Serenity and all of our sailor warriors,
context: I have been able to seal Metalia away with the Silver Crystal,\but there is no knowing when she might be revived again.\And this Crescent Moon Wand\can only be used by a descendant of this kingdom.\If Metalia should return to life again in the future,\give this to Princess Serenity and protect the peaceful world.\Yes, my lady.\Princess Serenity and all of our sailor warriors, response:	may your love be fulfilled in the future on Earth.
context: but there is no knowing when she might be revived again.\And this Crescent Moon Wand\can only be used by a descendant of this kingdom.\If Metalia should return to life again in the future,\give this to Princess Serenity and protect the peaceful world.\Yes, my lady.\Princess Serenity and all of our sailor warriors,\may your love be fulfilled in the future on Earth. response:	In the future on Earth...
context: And this Crescent Moon Wand\can only be used by a descendant of this kingdom.\If Metalia should return to life again in the future,\give this to Princess Serenity and protect the peaceful world.\Yes, my lady.\Princess Serenity and all of our sailor warriors,\may your love be fulfilled in the future on Earth.\In the future on Earth... response:	Queen Serenity!
context: can only be used by a descendant of this kingdom.\If Metalia should return to life again in the future,\give this to Princess Serenity and protect the peaceful world.\Yes, my lady.\Princess Serenity and all of our sailor warriors,\may your love be fulfilled in the future on Earth.\In the future on Earth...\Queen Serenity! response:	We...
context: If Metalia should return to life again in the future,\give this to Princess Serenity and protect the peaceful world.\Yes, my lady.\Princess Serenity and all of our sailor warriors,\may your love be fulfilled in the future on Earth.\In the future on Earth...\Queen Serenity!\We... response:	traveled...
context: give this to Princess Serenity and protect the peaceful world.\Yes, my lady.\Princess Serenity and all of our sailor warriors,\may your love be fulfilled in the future on Earth.\In the future on Earth...\Queen Serenity!\We...\traveled... response:	into the past.
context: Yes, my lady.\Princess Serenity and all of our sailor warriors,\may your love be fulfilled in the future on Earth.\In the future on Earth...\Queen Serenity!\We...\traveled...\into the past. response:	Now, we know why we're Sailor Warriors.
context: Princess Serenity and all of our sailor warriors,\may your love be fulfilled in the future on Earth.\In the future on Earth...\Queen Serenity!\We...\traveled...\into the past.\Now, we know why we're Sailor Warriors. response:	Yes.
context: may your love be fulfilled in the future on Earth.\In the future on Earth...\Queen Serenity!\We...\traveled...\into the past.\Now, we know why we're Sailor Warriors.\Yes. response:	Mother...
context: In the future on Earth...\Queen Serenity!\We...\traveled...\into the past.\Now, we know why we're Sailor Warriors.\Yes.\Mother... response:	Help!
context: Queen Serenity!\We...\traveled...\into the past.\Now, we know why we're Sailor Warriors.\Yes.\Mother...\Help! response:	Luna!
context: We...\traveled...\into the past.\Now, we know why we're Sailor Warriors.\Yes.\Mother...\Help!\Luna! response:	Artemis! Luna!
context: traveled...\into the past.\Now, we know why we're Sailor Warriors.\Yes.\Mother...\Help!\Luna!\Artemis! Luna! response:	Artemis!
context: into the past.\Now, we know why we're Sailor Warriors.\Yes.\Mother...\Help!\Luna!\Artemis! Luna!\Artemis! response:	Sailor...
context: Now, we know why we're Sailor Warriors.\Yes.\Mother...\Help!\Luna!\Artemis! Luna!\Artemis!\Sailor... response:	I won't let you hurt them!
context: Yes.\Mother...\Help!\Luna!\Artemis! Luna!\Artemis!\Sailor...\I won't let you hurt them! response:	Sailor Moon?! It can't be!
context: Mother...\Help!\Luna!\Artemis! Luna!\Artemis!\Sailor...\I won't let you hurt them!\Sailor Moon?! It can't be! response:	I sent you to the chaotic world of multiple dimensions!
context: Help!\Luna!\Artemis! Luna!\Artemis!\Sailor...\I won't let you hurt them!\Sailor Moon?! It can't be!\I sent you to the chaotic world of multiple dimensions! response:	You won't always get your way in this world!
context: Luna!\Artemis! Luna!\Artemis!\Sailor...\I won't let you hurt them!\Sailor Moon?! It can't be!\I sent you to the chaotic world of multiple dimensions!\You won't always get your way in this world! response:	Thanks to you, we've recovered our past memories!
context: Artemis! Luna!\Artemis!\Sailor...\I won't let you hurt them!\Sailor Moon?! It can't be!\I sent you to the chaotic world of multiple dimensions!\You won't always get your way in this world!\Thanks to you, we've recovered our past memories! response:	So, we will...
context: Artemis!\Sailor...\I won't let you hurt them!\Sailor Moon?! It can't be!\I sent you to the chaotic world of multiple dimensions!\You won't always get your way in this world!\Thanks to you, we've recovered our past memories!\So, we will... response:	thank you now!
context: Sailor...\I won't let you hurt them!\Sailor Moon?! It can't be!\I sent you to the chaotic world of multiple dimensions!\You won't always get your way in this world!\Thanks to you, we've recovered our past memories!\So, we will...\thank you now! response:	Shut up!
context: I won't let you hurt them!\Sailor Moon?! It can't be!\I sent you to the chaotic world of multiple dimensions!\You won't always get your way in this world!\Thanks to you, we've recovered our past memories!\So, we will...\thank you now!\Shut up! response:	Don't give me that sass! You're still wet behind the ears!
context: Sailor Moon?! It can't be!\I sent you to the chaotic world of multiple dimensions!\You won't always get your way in this world!\Thanks to you, we've recovered our past memories!\So, we will...\thank you now!\Shut up!\Don't give me that sass! You're still wet behind the ears! response:	Give back Tuxedo Mask... no, Endymion!
context: I sent you to the chaotic world of multiple dimensions!\You won't always get your way in this world!\Thanks to you, we've recovered our past memories!\So, we will...\thank you now!\Shut up!\Don't give me that sass! You're still wet behind the ears!\Give back Tuxedo Mask... no, Endymion! response:	I won't mind returning him to you
context: You won't always get your way in this world!\Thanks to you, we've recovered our past memories!\So, we will...\thank you now!\Shut up!\Don't give me that sass! You're still wet behind the ears!\Give back Tuxedo Mask... no, Endymion!\I won't mind returning him to you response:	if you quietly hand over the Silver Crystal.
context: Thanks to you, we've recovered our past memories!\So, we will...\thank you now!\Shut up!\Don't give me that sass! You're still wet behind the ears!\Give back Tuxedo Mask... no, Endymion!\I won't mind returning him to you\if you quietly hand over the Silver Crystal. response:	Sailor Moon!
context: So, we will...\thank you now!\Shut up!\Don't give me that sass! You're still wet behind the ears!\Give back Tuxedo Mask... no, Endymion!\I won't mind returning him to you\if you quietly hand over the Silver Crystal.\Sailor Moon! response:	You're more sinister than I imagined!
context: thank you now!\Shut up!\Don't give me that sass! You're still wet behind the ears!\Give back Tuxedo Mask... no, Endymion!\I won't mind returning him to you\if you quietly hand over the Silver Crystal.\Sailor Moon!\You're more sinister than I imagined! response:	I'll never forgive you!
context: Shut up!\Don't give me that sass! You're still wet behind the ears!\Give back Tuxedo Mask... no, Endymion!\I won't mind returning him to you\if you quietly hand over the Silver Crystal.\Sailor Moon!\You're more sinister than I imagined!\I'll never forgive you! response:	We are inside my own space.
context: Don't give me that sass! You're still wet behind the ears!\Give back Tuxedo Mask... no, Endymion!\I won't mind returning him to you\if you quietly hand over the Silver Crystal.\Sailor Moon!\You're more sinister than I imagined!\I'll never forgive you!\We are inside my own space. response:	Will your attacks still work against me, I wonder?
context: Give back Tuxedo Mask... no, Endymion!\I won't mind returning him to you\if you quietly hand over the Silver Crystal.\Sailor Moon!\You're more sinister than I imagined!\I'll never forgive you!\We are inside my own space.\Will your attacks still work against me, I wonder? response:	Everyone, we have to combine our powers!
context: I won't mind returning him to you\if you quietly hand over the Silver Crystal.\Sailor Moon!\You're more sinister than I imagined!\I'll never forgive you!\We are inside my own space.\Will your attacks still work against me, I wonder?\Everyone, we have to combine our powers! response:	Protect Sailor Moon!
context: if you quietly hand over the Silver Crystal.\Sailor Moon!\You're more sinister than I imagined!\I'll never forgive you!\We are inside my own space.\Will your attacks still work against me, I wonder?\Everyone, we have to combine our powers!\Protect Sailor Moon! response:	Venus Power!
context: Sailor Moon!\You're more sinister than I imagined!\I'll never forgive you!\We are inside my own space.\Will your attacks still work against me, I wonder?\Everyone, we have to combine our powers!\Protect Sailor Moon!\Venus Power! response:	Mercury Power!
context: You're more sinister than I imagined!\I'll never forgive you!\We are inside my own space.\Will your attacks still work against me, I wonder?\Everyone, we have to combine our powers!\Protect Sailor Moon!\Venus Power!\Mercury Power! response:	Mars Power!
context: I'll never forgive you!\We are inside my own space.\Will your attacks still work against me, I wonder?\Everyone, we have to combine our powers!\Protect Sailor Moon!\Venus Power!\Mercury Power!\Mars Power! response:	Jupiter Power!
context: We are inside my own space.\Will your attacks still work against me, I wonder?\Everyone, we have to combine our powers!\Protect Sailor Moon!\Venus Power!\Mercury Power!\Mars Power!\Jupiter Power! response:	Everyone!
context: Will your attacks still work against me, I wonder?\Everyone, we have to combine our powers!\Protect Sailor Moon!\Venus Power!\Mercury Power!\Mars Power!\Jupiter Power!\Everyone! response:	Even if you repaid us with nicer haute couture dresses,
context: Everyone, we have to combine our powers!\Protect Sailor Moon!\Venus Power!\Mercury Power!\Mars Power!\Jupiter Power!\Everyone!\Even if you repaid us with nicer haute couture dresses, response:	I would never forgive you for cutting up a girl's clothes!
context: Protect Sailor Moon!\Venus Power!\Mercury Power!\Mars Power!\Jupiter Power!\Everyone!\Even if you repaid us with nicer haute couture dresses,\I would never forgive you for cutting up a girl's clothes! response:	In the name of the moon, I will punish you!
context: Venus Power!\Mercury Power!\Mars Power!\Jupiter Power!\Everyone!\Even if you repaid us with nicer haute couture dresses,\I would never forgive you for cutting up a girl's clothes!\In the name of the moon, I will punish you! response:	Moon Healing Escalation!
context: Mercury Power!\Mars Power!\Jupiter Power!\Everyone!\Even if you repaid us with nicer haute couture dresses,\I would never forgive you for cutting up a girl's clothes!\In the name of the moon, I will punish you!\Moon Healing Escalation! response:	I am one of the Great Four of the Dark Kingdom, Kunzite!
context: Mars Power!\Jupiter Power!\Everyone!\Even if you repaid us with nicer haute couture dresses,\I would never forgive you for cutting up a girl's clothes!\In the name of the moon, I will punish you!\Moon Healing Escalation!\I am one of the Great Four of the Dark Kingdom, Kunzite! response:	On my pride, I will not yell, Refresh!
context: Jupiter Power!\Everyone!\Even if you repaid us with nicer haute couture dresses,\I would never forgive you for cutting up a girl's clothes!\In the name of the moon, I will punish you!\Moon Healing Escalation!\I am one of the Great Four of the Dark Kingdom, Kunzite!\On my pride, I will not yell, Refresh! response:	What?!
context: Everyone!\Even if you repaid us with nicer haute couture dresses,\I would never forgive you for cutting up a girl's clothes!\In the name of the moon, I will punish you!\Moon Healing Escalation!\I am one of the Great Four of the Dark Kingdom, Kunzite!\On my pride, I will not yell, Refresh!\What?! response:	Impossible!
context: Even if you repaid us with nicer haute couture dresses,\I would never forgive you for cutting up a girl's clothes!\In the name of the moon, I will punish you!\Moon Healing Escalation!\I am one of the Great Four of the Dark Kingdom, Kunzite!\On my pride, I will not yell, Refresh!\What?!\Impossible! response:	With my own weapon...
context: I would never forgive you for cutting up a girl's clothes!\In the name of the moon, I will punish you!\Moon Healing Escalation!\I am one of the Great Four of the Dark Kingdom, Kunzite!\On my pride, I will not yell, Refresh!\What?!\Impossible!\With my own weapon... response:	Zoisite, guide me to the world where your soul is drifting!
context: In the name of the moon, I will punish you!\Moon Healing Escalation!\I am one of the Great Four of the Dark Kingdom, Kunzite!\On my pride, I will not yell, Refresh!\What?!\Impossible!\With my own weapon...\Zoisite, guide me to the world where your soul is drifting! response:	Sailor Moon, that was tremendous power.
context: Moon Healing Escalation!\I am one of the Great Four of the Dark Kingdom, Kunzite!\On my pride, I will not yell, Refresh!\What?!\Impossible!\With my own weapon...\Zoisite, guide me to the world where your soul is drifting!\Sailor Moon, that was tremendous power. response:	She's different than usual.
context: I am one of the Great Four of the Dark Kingdom, Kunzite!\On my pride, I will not yell, Refresh!\What?!\Impossible!\With my own weapon...\Zoisite, guide me to the world where your soul is drifting!\Sailor Moon, that was tremendous power.\She's different than usual. response:	Luna, please hang in there.
context: On my pride, I will not yell, Refresh!\What?!\Impossible!\With my own weapon...\Zoisite, guide me to the world where your soul is drifting!\Sailor Moon, that was tremendous power.\She's different than usual.\Luna, please hang in there. response:	Usagi... No, Sailor Moon...
context: What?!\Impossible!\With my own weapon...\Zoisite, guide me to the world where your soul is drifting!\Sailor Moon, that was tremendous power.\She's different than usual.\Luna, please hang in there.\Usagi... No, Sailor Moon... response:	No, Serenity, the Dark Kingdom's hideout
context: Impossible!\With my own weapon...\Zoisite, guide me to the world where your soul is drifting!\Sailor Moon, that was tremendous power.\She's different than usual.\Luna, please hang in there.\Usagi... No, Sailor Moon...\No, Serenity, the Dark Kingdom's hideout response:	is at D-Point in the North Pole.
context: With my own weapon...\Zoisite, guide me to the world where your soul is drifting!\Sailor Moon, that was tremendous power.\She's different than usual.\Luna, please hang in there.\Usagi... No, Sailor Moon...\No, Serenity, the Dark Kingdom's hideout\is at D-Point in the North Pole. response:	If you don't hurry, the sunspot will expand!
context: Zoisite, guide me to the world where your soul is drifting!\Sailor Moon, that was tremendous power.\She's different than usual.\Luna, please hang in there.\Usagi... No, Sailor Moon...\No, Serenity, the Dark Kingdom's hideout\is at D-Point in the North Pole.\If you don't hurry, the sunspot will expand! response:	We have no choice but to launch a surprise attack!
context: Sailor Moon, that was tremendous power.\She's different than usual.\Luna, please hang in there.\Usagi... No, Sailor Moon...\No, Serenity, the Dark Kingdom's hideout\is at D-Point in the North Pole.\If you don't hurry, the sunspot will expand!\We have no choice but to launch a surprise attack! response:	Okay! We'll march into the Dark Kingdom right away!
context: She's different than usual.\Luna, please hang in there.\Usagi... No, Sailor Moon...\No, Serenity, the Dark Kingdom's hideout\is at D-Point in the North Pole.\If you don't hurry, the sunspot will expand!\We have no choice but to launch a surprise attack!\Okay! We'll march into the Dark Kingdom right away! response:	Right, everyone?!
context: Luna, please hang in there.\Usagi... No, Sailor Moon...\No, Serenity, the Dark Kingdom's hideout\is at D-Point in the North Pole.\If you don't hurry, the sunspot will expand!\We have no choice but to launch a surprise attack!\Okay! We'll march into the Dark Kingdom right away!\Right, everyone?! response:	Yes!
context: Usagi... No, Sailor Moon...\No, Serenity, the Dark Kingdom's hideout\is at D-Point in the North Pole.\If you don't hurry, the sunspot will expand!\We have no choice but to launch a surprise attack!\Okay! We'll march into the Dark Kingdom right away!\Right, everyone?!\Yes! response:	In the name of the moon,
context: No, Serenity, the Dark Kingdom's hideout\is at D-Point in the North Pole.\If you don't hurry, the sunspot will expand!\We have no choice but to launch a surprise attack!\Okay! We'll march into the Dark Kingdom right away!\Right, everyone?!\Yes!\In the name of the moon, response:	we will punish you!
context: is at D-Point in the North Pole.\If you don't hurry, the sunspot will expand!\We have no choice but to launch a surprise attack!\Okay! We'll march into the Dark Kingdom right away!\Right, everyone?!\Yes!\In the name of the moon,\we will punish you! response:	Hiru ni wa hana no kaori
context: If you don't hurry, the sunspot will expand!\We have no choice but to launch a surprise attack!\Okay! We'll march into the Dark Kingdom right away!\Right, everyone?!\Yes!\In the name of the moon,\we will punish you!\Hiru ni wa hana no kaori response:	Yoru ni wa hoshi no matataki
context: We have no choice but to launch a surprise attack!\Okay! We'll march into the Dark Kingdom right away!\Right, everyone?!\Yes!\In the name of the moon,\we will punish you!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki response:	Soko wa daremo shiranai sekai nano
context: Okay! We'll march into the Dark Kingdom right away!\Right, everyone?!\Yes!\In the name of the moon,\we will punish you!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano response:	Shiroi kutsu o narashite
context: Right, everyone?!\Yes!\In the name of the moon,\we will punish you!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite response:	Shiroi tsuki no hashi watatte
context: Yes!\In the name of the moon,\we will punish you!\Hiru ni wa hana no kaori\Yoru ni wa hoshi no matataki\Soko wa daremo shiranai sekai nano\Shiroi kutsu o narashite\Shiroi tsuki no hashi watatte response:	Amai kisu no yume o miteru ohimesama ga sunde iru no
