context: War... response:	Did you say war?!
context: The enemy army has already planted a battleship\in the west end of Tristein, in the village of Talb.\Who knows when they'll reach this Institute...\Talb... You mean Siesta's home village?!\Our army has already begun its advance,\under the leadership of our princess.\Are you serious?!\I feel so much stronger response:	just by you being here with me, Louise FranCoise.
context: in the west end of Tristein, in the village of Talb.\Who knows when they'll reach this Institute...\Talb... You mean Siesta's home village?!\Our army has already begun its advance,\under the leadership of our princess.\Are you serious?!\I feel so much stronger\just by you being here with me, Louise FranCoise. response:	It's almost time for the solar eclipse...
context: Who knows when they'll reach this Institute...\Talb... You mean Siesta's home village?!\Our army has already begun its advance,\under the leadership of our princess.\Are you serious?!\I feel so much stronger\just by you being here with me, Louise FranCoise.\It's almost time for the solar eclipse... response:	Louise!
context: Talb... You mean Siesta's home village?!\Our army has already begun its advance,\under the leadership of our princess.\Are you serious?!\I feel so much stronger\just by you being here with me, Louise FranCoise.\It's almost time for the solar eclipse...\Louise! response:	So I need to make this windmill spin?
context: Our army has already begun its advance,\under the leadership of our princess.\Are you serious?!\I feel so much stronger\just by you being here with me, Louise FranCoise.\It's almost time for the solar eclipse...\Louise!\So I need to make this windmill spin? response:	Please!
context: under the leadership of our princess.\Are you serious?!\I feel so much stronger\just by you being here with me, Louise FranCoise.\It's almost time for the solar eclipse...\Louise!\So I need to make this windmill spin?\Please! response:	It's reckless to head out to the war zone!
context: Are you serious?!\I feel so much stronger\just by you being here with me, Louise FranCoise.\It's almost time for the solar eclipse...\Louise!\So I need to make this windmill spin?\Please!\It's reckless to head out to the war zone! response:	What will you do if you break a wing?
context: I feel so much stronger\just by you being here with me, Louise FranCoise.\It's almost time for the solar eclipse...\Louise!\So I need to make this windmill spin?\Please!\It's reckless to head out to the war zone!\What will you do if you break a wing? response:	You won't be able to go home, you know?
context: just by you being here with me, Louise FranCoise.\It's almost time for the solar eclipse...\Louise!\So I need to make this windmill spin?\Please!\It's reckless to head out to the war zone!\What will you do if you break a wing?\You won't be able to go home, you know? response:	I'll think about that when the time comes!
context: It's almost time for the solar eclipse...\Louise!\So I need to make this windmill spin?\Please!\It's reckless to head out to the war zone!\What will you do if you break a wing?\You won't be able to go home, you know?\I'll think about that when the time comes! response:	Sir, please go for it!
context: Louise!\So I need to make this windmill spin?\Please!\It's reckless to head out to the war zone!\What will you do if you break a wing?\You won't be able to go home, you know?\I'll think about that when the time comes!\Sir, please go for it! response:	All right!
context: So I need to make this windmill spin?\Please!\It's reckless to head out to the war zone!\What will you do if you break a wing?\You won't be able to go home, you know?\I'll think about that when the time comes!\Sir, please go for it!\All right! response:	Not good!
context: Please!\It's reckless to head out to the war zone!\What will you do if you break a wing?\You won't be able to go home, you know?\I'll think about that when the time comes!\Sir, please go for it!\All right!\Not good! response:	What's wrong, partner?
context: It's reckless to head out to the war zone!\What will you do if you break a wing?\You won't be able to go home, you know?\I'll think about that when the time comes!\Sir, please go for it!\All right!\Not good!\What's wrong, partner? response:	This is too short a distance!
context: What will you do if you break a wing?\You won't be able to go home, you know?\I'll think about that when the time comes!\Sir, please go for it!\All right!\Not good!\What's wrong, partner?\This is too short a distance! response:	At this rate, I'm going to crash into the wall!
context: You won't be able to go home, you know?\I'll think about that when the time comes!\Sir, please go for it!\All right!\Not good!\What's wrong, partner?\This is too short a distance!\At this rate, I'm going to crash into the wall! response:	It's not flying...
context: I'll think about that when the time comes!\Sir, please go for it!\All right!\Not good!\What's wrong, partner?\This is too short a distance!\At this rate, I'm going to crash into the wall!\It's not flying... response:	Dammit!
context: Sir, please go for it!\All right!\Not good!\What's wrong, partner?\This is too short a distance!\At this rate, I'm going to crash into the wall!\It's not flying...\Dammit! response:	Fly! Fly!
context: All right!\Not good!\What's wrong, partner?\This is too short a distance!\At this rate, I'm going to crash into the wall!\It's not flying...\Dammit!\Fly! Fly! response:	Now!
context: Not good!\What's wrong, partner?\This is too short a distance!\At this rate, I'm going to crash into the wall!\It's not flying...\Dammit!\Fly! Fly!\Now! response:	It really flew!
context: What's wrong, partner?\This is too short a distance!\At this rate, I'm going to crash into the wall!\It's not flying...\Dammit!\Fly! Fly!\Now!\It really flew! response:	Tabitha, you...
context: This is too short a distance!\At this rate, I'm going to crash into the wall!\It's not flying...\Dammit!\Fly! Fly!\Now!\It really flew!\Tabitha, you... response:	Dangerous to be alone.
context: At this rate, I'm going to crash into the wall!\It's not flying...\Dammit!\Fly! Fly!\Now!\It really flew!\Tabitha, you...\Dangerous to be alone. response:	Sheesh... I can't just go home all by myself, you know?!
context: It's not flying...\Dammit!\Fly! Fly!\Now!\It really flew!\Tabitha, you...\Dangerous to be alone.\Sheesh... I can't just go home all by myself, you know?! response:	This is fast! A dragon can't even compare.
context: Dammit!\Fly! Fly!\Now!\It really flew!\Tabitha, you...\Dangerous to be alone.\Sheesh... I can't just go home all by myself, you know?!\This is fast! A dragon can't even compare. response:	It's not just fast.
context: Fly! Fly!\Now!\It really flew!\Tabitha, you...\Dangerous to be alone.\Sheesh... I can't just go home all by myself, you know?!\This is fast! A dragon can't even compare.\It's not just fast. response:	The bullets are still intact in here!
context: Now!\It really flew!\Tabitha, you...\Dangerous to be alone.\Sheesh... I can't just go home all by myself, you know?!\This is fast! A dragon can't even compare.\It's not just fast.\The bullets are still intact in here! response:	Just how fast is it?! Even Sylpheed can't keep up!
context: It really flew!\Tabitha, you...\Dangerous to be alone.\Sheesh... I can't just go home all by myself, you know?!\This is fast! A dragon can't even compare.\It's not just fast.\The bullets are still intact in here!\Just how fast is it?! Even Sylpheed can't keep up! response:	Griffon squad, lure out the enemy dragon knight squadron!
context: Tabitha, you...\Dangerous to be alone.\Sheesh... I can't just go home all by myself, you know?!\This is fast! A dragon can't even compare.\It's not just fast.\The bullets are still intact in here!\Just how fast is it?! Even Sylpheed can't keep up!\Griffon squad, lure out the enemy dragon knight squadron! response:	Magic Knights, rush the flagship when that happens!
context: Dangerous to be alone.\Sheesh... I can't just go home all by myself, you know?!\This is fast! A dragon can't even compare.\It's not just fast.\The bullets are still intact in here!\Just how fast is it?! Even Sylpheed can't keep up!\Griffon squad, lure out the enemy dragon knight squadron!\Magic Knights, rush the flagship when that happens! response:	We must take the flagship down at any cost!
context: Sheesh... I can't just go home all by myself, you know?!\This is fast! A dragon can't even compare.\It's not just fast.\The bullets are still intact in here!\Just how fast is it?! Even Sylpheed can't keep up!\Griffon squad, lure out the enemy dragon knight squadron!\Magic Knights, rush the flagship when that happens!\We must take the flagship down at any cost! response:	Take it down?
context: This is fast! A dragon can't even compare.\It's not just fast.\The bullets are still intact in here!\Just how fast is it?! Even Sylpheed can't keep up!\Griffon squad, lure out the enemy dragon knight squadron!\Magic Knights, rush the flagship when that happens!\We must take the flagship down at any cost!\Take it down? response:	But how would we...
context: It's not just fast.\The bullets are still intact in here!\Just how fast is it?! Even Sylpheed can't keep up!\Griffon squad, lure out the enemy dragon knight squadron!\Magic Knights, rush the flagship when that happens!\We must take the flagship down at any cost!\Take it down?\But how would we... response:	Forward! Forward!
context: The bullets are still intact in here!\Just how fast is it?! Even Sylpheed can't keep up!\Griffon squad, lure out the enemy dragon knight squadron!\Magic Knights, rush the flagship when that happens!\We must take the flagship down at any cost!\Take it down?\But how would we...\Forward! Forward! response:	If we reach the ship's bottom, they cannot fight back!
context: Just how fast is it?! Even Sylpheed can't keep up!\Griffon squad, lure out the enemy dragon knight squadron!\Magic Knights, rush the flagship when that happens!\We must take the flagship down at any cost!\Take it down?\But how would we...\Forward! Forward!\If we reach the ship's bottom, they cannot fight back! response:	It looks like we don't have a chance of winning.
context: Griffon squad, lure out the enemy dragon knight squadron!\Magic Knights, rush the flagship when that happens!\We must take the flagship down at any cost!\Take it down?\But how would we...\Forward! Forward!\If we reach the ship's bottom, they cannot fight back!\It looks like we don't have a chance of winning. response:	Siesta, this way!
context: Magic Knights, rush the flagship when that happens!\We must take the flagship down at any cost!\Take it down?\But how would we...\Forward! Forward!\If we reach the ship's bottom, they cannot fight back!\It looks like we don't have a chance of winning.\Siesta, this way! response:	Hurry!
context: We must take the flagship down at any cost!\Take it down?\But how would we...\Forward! Forward!\If we reach the ship's bottom, they cannot fight back!\It looks like we don't have a chance of winning.\Siesta, this way!\Hurry! response:	Lord Wales...
context: Take it down?\But how would we...\Forward! Forward!\If we reach the ship's bottom, they cannot fight back!\It looks like we don't have a chance of winning.\Siesta, this way!\Hurry!\Lord Wales... response:	The sun!
context: But how would we...\Forward! Forward!\If we reach the ship's bottom, they cannot fight back!\It looks like we don't have a chance of winning.\Siesta, this way!\Hurry!\Lord Wales...\The sun! response:	Saito!
context: Forward! Forward!\If we reach the ship's bottom, they cannot fight back!\It looks like we don't have a chance of winning.\Siesta, this way!\Hurry!\Lord Wales...\The sun!\Saito! response:	What is this sound?
context: If we reach the ship's bottom, they cannot fight back!\It looks like we don't have a chance of winning.\Siesta, this way!\Hurry!\Lord Wales...\The sun!\Saito!\What is this sound? response:	I don't know.
context: It looks like we don't have a chance of winning.\Siesta, this way!\Hurry!\Lord Wales...\The sun!\Saito!\What is this sound?\I don't know. response:	The Robe of the Dragon!
context: Siesta, this way!\Hurry!\Lord Wales...\The sun!\Saito!\What is this sound?\I don't know.\The Robe of the Dragon! response:	What is that?!
context: Hurry!\Lord Wales...\The sun!\Saito!\What is this sound?\I don't know.\The Robe of the Dragon!\What is that?! response:	That's the Robe of the Dragon! What's the meaning of this?!
context: Lord Wales...\The sun!\Saito!\What is this sound?\I don't know.\The Robe of the Dragon!\What is that?!\That's the Robe of the Dragon! What's the meaning of this?! response:	Mr. Saito?!
context: The sun!\Saito!\What is this sound?\I don't know.\The Robe of the Dragon!\What is that?!\That's the Robe of the Dragon! What's the meaning of this?!\Mr. Saito?! response:	There sure are lots of them.
context: Saito!\What is this sound?\I don't know.\The Robe of the Dragon!\What is that?!\That's the Robe of the Dragon! What's the meaning of this?!\Mr. Saito?!\There sure are lots of them. response:	So horrible... What a riot!
context: What is this sound?\I don't know.\The Robe of the Dragon!\What is that?!\That's the Robe of the Dragon! What's the meaning of this?!\Mr. Saito?!\There sure are lots of them.\So horrible... What a riot! response:	I've never seen a dragon like that before!
context: I don't know.\The Robe of the Dragon!\What is that?!\That's the Robe of the Dragon! What's the meaning of this?!\Mr. Saito?!\There sure are lots of them.\So horrible... What a riot!\I've never seen a dragon like that before! response:	What power!
context: The Robe of the Dragon!\What is that?!\That's the Robe of the Dragon! What's the meaning of this?!\Mr. Saito?!\There sure are lots of them.\So horrible... What a riot!\I've never seen a dragon like that before!\What power! response:	Gundolf!
context: What is that?!\That's the Robe of the Dragon! What's the meaning of this?!\Mr. Saito?!\There sure are lots of them.\So horrible... What a riot!\I've never seen a dragon like that before!\What power!\Gundolf! response:	Wardes, what is that?!
context: That's the Robe of the Dragon! What's the meaning of this?!\Mr. Saito?!\There sure are lots of them.\So horrible... What a riot!\I've never seen a dragon like that before!\What power!\Gundolf!\Wardes, what is that?! response:	Leave it to me, your Excellency.
context: Mr. Saito?!\There sure are lots of them.\So horrible... What a riot!\I've never seen a dragon like that before!\What power!\Gundolf!\Wardes, what is that?!\Leave it to me, your Excellency. response:	Matilda...
context: There sure are lots of them.\So horrible... What a riot!\I've never seen a dragon like that before!\What power!\Gundolf!\Wardes, what is that?!\Leave it to me, your Excellency.\Matilda... response:	It looks like there is a need for us to head out.
context: So horrible... What a riot!\I've never seen a dragon like that before!\What power!\Gundolf!\Wardes, what is that?!\Leave it to me, your Excellency.\Matilda...\It looks like there is a need for us to head out. response:	I've been waiting.
context: I've never seen a dragon like that before!\What power!\Gundolf!\Wardes, what is that?!\Leave it to me, your Excellency.\Matilda...\It looks like there is a need for us to head out.\I've been waiting. response:	Oh, God!
context: What power!\Gundolf!\Wardes, what is that?!\Leave it to me, your Excellency.\Matilda...\It looks like there is a need for us to head out.\I've been waiting.\Oh, God! response:	Why? Why did you come?
context: Gundolf!\Wardes, what is that?!\Leave it to me, your Excellency.\Matilda...\It looks like there is a need for us to head out.\I've been waiting.\Oh, God!\Why? Why did you come? response:	That idiot!
context: Wardes, what is that?!\Leave it to me, your Excellency.\Matilda...\It looks like there is a need for us to head out.\I've been waiting.\Oh, God!\Why? Why did you come?\That idiot! response:	Louise, where are you going?!
context: Leave it to me, your Excellency.\Matilda...\It looks like there is a need for us to head out.\I've been waiting.\Oh, God!\Why? Why did you come?\That idiot!\Louise, where are you going?! response:	This is the last one!
context: Matilda...\It looks like there is a need for us to head out.\I've been waiting.\Oh, God!\Why? Why did you come?\That idiot!\Louise, where are you going?!\This is the last one! response:	All right!
context: It looks like there is a need for us to head out.\I've been waiting.\Oh, God!\Why? Why did you come?\That idiot!\Louise, where are you going?!\This is the last one!\All right! response:	Partner, eyes front!
context: I've been waiting.\Oh, God!\Why? Why did you come?\That idiot!\Louise, where are you going?!\This is the last one!\All right!\Partner, eyes front! response:	It evaded!
context: Oh, God!\Why? Why did you come?\That idiot!\Louise, where are you going?!\This is the last one!\All right!\Partner, eyes front!\It evaded! response:	This wind dragon has a much higher speed than the fire dragons.
context: Why? Why did you come?\That idiot!\Louise, where are you going?!\This is the last one!\All right!\Partner, eyes front!\It evaded!\This wind dragon has a much higher speed than the fire dragons. response:	Wardes!
context: That idiot!\Louise, where are you going?!\This is the last one!\All right!\Partner, eyes front!\It evaded!\This wind dragon has a much higher speed than the fire dragons.\Wardes! response:	Unfortunately, it doesn't have much attack power.
context: Louise, where are you going?!\This is the last one!\All right!\Partner, eyes front!\It evaded!\This wind dragon has a much higher speed than the fire dragons.\Wardes!\Unfortunately, it doesn't have much attack power. response:	But my own power is my greatest weapon!
context: This is the last one!\All right!\Partner, eyes front!\It evaded!\This wind dragon has a much higher speed than the fire dragons.\Wardes!\Unfortunately, it doesn't have much attack power.\But my own power is my greatest weapon! response:	Draw me, partner!
context: All right!\Partner, eyes front!\It evaded!\This wind dragon has a much higher speed than the fire dragons.\Wardes!\Unfortunately, it doesn't have much attack power.\But my own power is my greatest weapon!\Draw me, partner! response:	All right!
context: Partner, eyes front!\It evaded!\This wind dragon has a much higher speed than the fire dragons.\Wardes!\Unfortunately, it doesn't have much attack power.\But my own power is my greatest weapon!\Draw me, partner!\All right! response:	Gotcha!
context: It evaded!\This wind dragon has a much higher speed than the fire dragons.\Wardes!\Unfortunately, it doesn't have much attack power.\But my own power is my greatest weapon!\Draw me, partner!\All right!\Gotcha! response:	Damn... out of ammo?
context: This wind dragon has a much higher speed than the fire dragons.\Wardes!\Unfortunately, it doesn't have much attack power.\But my own power is my greatest weapon!\Draw me, partner!\All right!\Gotcha!\Damn... out of ammo? response:	Even without dragons, I can take care of all of you!
context: Wardes!\Unfortunately, it doesn't have much attack power.\But my own power is my greatest weapon!\Draw me, partner!\All right!\Gotcha!\Damn... out of ammo?\Even without dragons, I can take care of all of you! response:	Even Fouquet?
context: Unfortunately, it doesn't have much attack power.\But my own power is my greatest weapon!\Draw me, partner!\All right!\Gotcha!\Damn... out of ammo?\Even without dragons, I can take care of all of you!\Even Fouquet? response:	This is the end!
context: But my own power is my greatest weapon!\Draw me, partner!\All right!\Gotcha!\Damn... out of ammo?\Even without dragons, I can take care of all of you!\Even Fouquet?\This is the end! response:	Dammit, there's no contest if I don't have a weapon!
context: Draw me, partner!\All right!\Gotcha!\Damn... out of ammo?\Even without dragons, I can take care of all of you!\Even Fouquet?\This is the end!\Dammit, there's no contest if I don't have a weapon! response:	What are you doing?!
context: All right!\Gotcha!\Damn... out of ammo?\Even without dragons, I can take care of all of you!\Even Fouquet?\This is the end!\Dammit, there's no contest if I don't have a weapon!\What are you doing?! response:	If you don't hurry up, you won't be able to go home!
context: Gotcha!\Damn... out of ammo?\Even without dragons, I can take care of all of you!\Even Fouquet?\This is the end!\Dammit, there's no contest if I don't have a weapon!\What are you doing?!\If you don't hurry up, you won't be able to go home! response:	Hi!
context: Damn... out of ammo?\Even without dragons, I can take care of all of you!\Even Fouquet?\This is the end!\Dammit, there's no contest if I don't have a weapon!\What are you doing?!\If you don't hurry up, you won't be able to go home!\Hi! response:	You guys...
context: Even without dragons, I can take care of all of you!\Even Fouquet?\This is the end!\Dammit, there's no contest if I don't have a weapon!\What are you doing?!\If you don't hurry up, you won't be able to go home!\Hi!\You guys... response:	Even Fouquet is here? This is pretty troublesome.
context: Even Fouquet?\This is the end!\Dammit, there's no contest if I don't have a weapon!\What are you doing?!\If you don't hurry up, you won't be able to go home!\Hi!\You guys...\Even Fouquet is here? This is pretty troublesome. response:	What's this? We have interesting folk here.
context: This is the end!\Dammit, there's no contest if I don't have a weapon!\What are you doing?!\If you don't hurry up, you won't be able to go home!\Hi!\You guys...\Even Fouquet is here? This is pretty troublesome.\What's this? We have interesting folk here. response:	I'll take my vengeance from the other day, all in one shot!
context: Dammit, there's no contest if I don't have a weapon!\What are you doing?!\If you don't hurry up, you won't be able to go home!\Hi!\You guys...\Even Fouquet is here? This is pretty troublesome.\What's this? We have interesting folk here.\I'll take my vengeance from the other day, all in one shot! response:	She found us!
context: What are you doing?!\If you don't hurry up, you won't be able to go home!\Hi!\You guys...\Even Fouquet is here? This is pretty troublesome.\What's this? We have interesting folk here.\I'll take my vengeance from the other day, all in one shot!\She found us! response:	Tabitha?
context: If you don't hurry up, you won't be able to go home!\Hi!\You guys...\Even Fouquet is here? This is pretty troublesome.\What's this? We have interesting folk here.\I'll take my vengeance from the other day, all in one shot!\She found us!\Tabitha? response:	Alchemy...
context: Hi!\You guys...\Even Fouquet is here? This is pretty troublesome.\What's this? We have interesting folk here.\I'll take my vengeance from the other day, all in one shot!\She found us!\Tabitha?\Alchemy... response:	I'm impressed that you didn't run.
context: You guys...\Even Fouquet is here? This is pretty troublesome.\What's this? We have interesting folk here.\I'll take my vengeance from the other day, all in one shot!\She found us!\Tabitha?\Alchemy...\I'm impressed that you didn't run. response:	Why would we turn our backs to someone old like you?!
context: Even Fouquet is here? This is pretty troublesome.\What's this? We have interesting folk here.\I'll take my vengeance from the other day, all in one shot!\She found us!\Tabitha?\Alchemy...\I'm impressed that you didn't run.\Why would we turn our backs to someone old like you?! response:	Calling me old?!
context: What's this? We have interesting folk here.\I'll take my vengeance from the other day, all in one shot!\She found us!\Tabitha?\Alchemy...\I'm impressed that you didn't run.\Why would we turn our backs to someone old like you?!\Calling me old?! response:	Guiche!
context: I'll take my vengeance from the other day, all in one shot!\She found us!\Tabitha?\Alchemy...\I'm impressed that you didn't run.\Why would we turn our backs to someone old like you?!\Calling me old?!\Guiche! response:	Okay.
context: She found us!\Tabitha?\Alchemy...\I'm impressed that you didn't run.\Why would we turn our backs to someone old like you?!\Calling me old?!\Guiche!\Okay. response:	Such a childish trick...
context: Tabitha?\Alchemy...\I'm impressed that you didn't run.\Why would we turn our backs to someone old like you?!\Calling me old?!\Guiche!\Okay.\Such a childish trick... response:	Flower petals, turn to oil! Alchemy!
context: Alchemy...\I'm impressed that you didn't run.\Why would we turn our backs to someone old like you?!\Calling me old?!\Guiche!\Okay.\Such a childish trick...\Flower petals, turn to oil! Alchemy! response:	Flame!
context: I'm impressed that you didn't run.\Why would we turn our backs to someone old like you?!\Calling me old?!\Guiche!\Okay.\Such a childish trick...\Flower petals, turn to oil! Alchemy!\Flame! response:	Dammit!
context: Why would we turn our backs to someone old like you?!\Calling me old?!\Guiche!\Okay.\Such a childish trick...\Flower petals, turn to oil! Alchemy!\Flame!\Dammit! response:	Hey! Wait!
context: Calling me old?!\Guiche!\Okay.\Such a childish trick...\Flower petals, turn to oil! Alchemy!\Flame!\Dammit!\Hey! Wait! response:	Sylpheed! Why?
context: Guiche!\Okay.\Such a childish trick...\Flower petals, turn to oil! Alchemy!\Flame!\Dammit!\Hey! Wait!\Sylpheed! Why? response:	Tabitha!
context: Okay.\Such a childish trick...\Flower petals, turn to oil! Alchemy!\Flame!\Dammit!\Hey! Wait!\Sylpheed! Why?\Tabitha! response:	At this rate...
context: Such a childish trick...\Flower petals, turn to oil! Alchemy!\Flame!\Dammit!\Hey! Wait!\Sylpheed! Why?\Tabitha!\At this rate... response:	This is...
context: Flower petals, turn to oil! Alchemy!\Flame!\Dammit!\Hey! Wait!\Sylpheed! Why?\Tabitha!\At this rate...\This is... response:	Saito!
context: Flame!\Dammit!\Hey! Wait!\Sylpheed! Why?\Tabitha!\At this rate...\This is...\Saito! response:	What are you doing, idiot! That's dangerous!
context: Dammit!\Hey! Wait!\Sylpheed! Why?\Tabitha!\At this rate...\This is...\Saito!\What are you doing, idiot! That's dangerous! response:	And you're going off on your own, being so selfish!
context: Hey! Wait!\Sylpheed! Why?\Tabitha!\At this rate...\This is...\Saito!\What are you doing, idiot! That's dangerous!\And you're going off on your own, being so selfish! response:	Who's the one that's being selfish?!
context: Sylpheed! Why?\Tabitha!\At this rate...\This is...\Saito!\What are you doing, idiot! That's dangerous!\And you're going off on your own, being so selfish!\Who's the one that's being selfish?! response:	It's coming!
context: Tabitha!\At this rate...\This is...\Saito!\What are you doing, idiot! That's dangerous!\And you're going off on your own, being so selfish!\Who's the one that's being selfish?!\It's coming! response:	Tabitha, get away!
context: At this rate...\This is...\Saito!\What are you doing, idiot! That's dangerous!\And you're going off on your own, being so selfish!\Who's the one that's being selfish?!\It's coming!\Tabitha, get away! response:	Why did you...
context: This is...\Saito!\What are you doing, idiot! That's dangerous!\And you're going off on your own, being so selfish!\Who's the one that's being selfish?!\It's coming!\Tabitha, get away!\Why did you... response:	Because, because...
context: Saito!\What are you doing, idiot! That's dangerous!\And you're going off on your own, being so selfish!\Who's the one that's being selfish?!\It's coming!\Tabitha, get away!\Why did you...\Because, because... response:	If you're facing danger, I can't leave you alone!
context: What are you doing, idiot! That's dangerous!\And you're going off on your own, being so selfish!\Who's the one that's being selfish?!\It's coming!\Tabitha, get away!\Why did you...\Because, because...\If you're facing danger, I can't leave you alone! response:	Louise...
context: And you're going off on your own, being so selfish!\Who's the one that's being selfish?!\It's coming!\Tabitha, get away!\Why did you...\Because, because...\If you're facing danger, I can't leave you alone!\Louise... response:	Gundolf!
context: Who's the one that's being selfish?!\It's coming!\Tabitha, get away!\Why did you...\Because, because...\If you're facing danger, I can't leave you alone!\Louise...\Gundolf! response:	This time, for sure, I will bury you and that legend!
context: It's coming!\Tabitha, get away!\Why did you...\Because, because...\If you're facing danger, I can't leave you alone!\Louise...\Gundolf!\This time, for sure, I will bury you and that legend! response:	Legends, nobles, peasants, they all mean nothing to me!
context: Tabitha, get away!\Why did you...\Because, because...\If you're facing danger, I can't leave you alone!\Louise...\Gundolf!\This time, for sure, I will bury you and that legend!\Legends, nobles, peasants, they all mean nothing to me! response:	The only thing going for me is to protect her...
context: Why did you...\Because, because...\If you're facing danger, I can't leave you alone!\Louise...\Gundolf!\This time, for sure, I will bury you and that legend!\Legends, nobles, peasants, they all mean nothing to me!\The only thing going for me is to protect her... response:	I have nothing else!
context: Because, because...\If you're facing danger, I can't leave you alone!\Louise...\Gundolf!\This time, for sure, I will bury you and that legend!\Legends, nobles, peasants, they all mean nothing to me!\The only thing going for me is to protect her...\I have nothing else! response:	I am the Familiar of Zero!
context: If you're facing danger, I can't leave you alone!\Louise...\Gundolf!\This time, for sure, I will bury you and that legend!\Legends, nobles, peasants, they all mean nothing to me!\The only thing going for me is to protect her...\I have nothing else!\I am the Familiar of Zero! response:	Saito...
context: Louise...\Gundolf!\This time, for sure, I will bury you and that legend!\Legends, nobles, peasants, they all mean nothing to me!\The only thing going for me is to protect her...\I have nothing else!\I am the Familiar of Zero!\Saito... response:	Saito... Saito...
context: Gundolf!\This time, for sure, I will bury you and that legend!\Legends, nobles, peasants, they all mean nothing to me!\The only thing going for me is to protect her...\I have nothing else!\I am the Familiar of Zero!\Saito...\Saito... Saito... response:	Saito!
context: This time, for sure, I will bury you and that legend!\Legends, nobles, peasants, they all mean nothing to me!\The only thing going for me is to protect her...\I have nothing else!\I am the Familiar of Zero!\Saito...\Saito... Saito...\Saito! response:	What...
context: Legends, nobles, peasants, they all mean nothing to me!\The only thing going for me is to protect her...\I have nothing else!\I am the Familiar of Zero!\Saito...\Saito... Saito...\Saito!\What... response:	It's finally here!
context: The only thing going for me is to protect her...\I have nothing else!\I am the Familiar of Zero!\Saito...\Saito... Saito...\Saito!\What...\It's finally here! response:	Wake up, Louise!
context: I have nothing else!\I am the Familiar of Zero!\Saito...\Saito... Saito...\Saito!\What...\It's finally here!\Wake up, Louise! response:	You, the master of Gundolf...
context: I am the Familiar of Zero!\Saito...\Saito... Saito...\Saito!\What...\It's finally here!\Wake up, Louise!\You, the master of Gundolf... response:	Idiot! Stay seated!
context: Saito...\Saito... Saito...\Saito!\What...\It's finally here!\Wake up, Louise!\You, the master of Gundolf...\Idiot! Stay seated! response:	She finally got connected?
context: Saito... Saito...\Saito!\What...\It's finally here!\Wake up, Louise!\You, the master of Gundolf...\Idiot! Stay seated!\She finally got connected? response:	Connected?
context: Saito!\What...\It's finally here!\Wake up, Louise!\You, the master of Gundolf...\Idiot! Stay seated!\She finally got connected?\Connected? response:	Void magic takes time to cast. Buy her some time, partner!
context: What...\It's finally here!\Wake up, Louise!\You, the master of Gundolf...\Idiot! Stay seated!\She finally got connected?\Connected?\Void magic takes time to cast. Buy her some time, partner! response:	That's what Gundolf is for!
context: It's finally here!\Wake up, Louise!\You, the master of Gundolf...\Idiot! Stay seated!\She finally got connected?\Connected?\Void magic takes time to cast. Buy her some time, partner!\That's what Gundolf is for! response:	Dammit!
context: Wake up, Louise!\You, the master of Gundolf...\Idiot! Stay seated!\She finally got connected?\Connected?\Void magic takes time to cast. Buy her some time, partner!\That's what Gundolf is for!\Dammit! response:	This is the power of the Void?
context: You, the master of Gundolf...\Idiot! Stay seated!\She finally got connected?\Connected?\Void magic takes time to cast. Buy her some time, partner!\That's what Gundolf is for!\Dammit!\This is the power of the Void? response:	This light...
context: Idiot! Stay seated!\She finally got connected?\Connected?\Void magic takes time to cast. Buy her some time, partner!\That's what Gundolf is for!\Dammit!\This is the power of the Void?\This light... response:	Mr. Saito...
context: She finally got connected?\Connected?\Void magic takes time to cast. Buy her some time, partner!\That's what Gundolf is for!\Dammit!\This is the power of the Void?\This light...\Mr. Saito... response:	Hold out for just a little bit longer!
context: Connected?\Void magic takes time to cast. Buy her some time, partner!\That's what Gundolf is for!\Dammit!\This is the power of the Void?\This light...\Mr. Saito...\Hold out for just a little bit longer! response:	The solar eclipse is ending?
context: Void magic takes time to cast. Buy her some time, partner!\That's what Gundolf is for!\Dammit!\This is the power of the Void?\This light...\Mr. Saito...\Hold out for just a little bit longer!\The solar eclipse is ending? response:	I can't believe it! That Louise the Zero?!
context: That's what Gundolf is for!\Dammit!\This is the power of the Void?\This light...\Mr. Saito...\Hold out for just a little bit longer!\The solar eclipse is ending?\I can't believe it! That Louise the Zero?! response:	I still have enough power if I can return to the mainland.
context: Dammit!\This is the power of the Void?\This light...\Mr. Saito...\Hold out for just a little bit longer!\The solar eclipse is ending?\I can't believe it! That Louise the Zero?!\I still have enough power if I can return to the mainland. response:	You...
context: This is the power of the Void?\This light...\Mr. Saito...\Hold out for just a little bit longer!\The solar eclipse is ending?\I can't believe it! That Louise the Zero?!\I still have enough power if I can return to the mainland.\You... response:	With this brilliance, become my prisoner!
context: This light...\Mr. Saito...\Hold out for just a little bit longer!\The solar eclipse is ending?\I can't believe it! That Louise the Zero?!\I still have enough power if I can return to the mainland.\You...\With this brilliance, become my prisoner! response:	What is this?
context: Mr. Saito...\Hold out for just a little bit longer!\The solar eclipse is ending?\I can't believe it! That Louise the Zero?!\I still have enough power if I can return to the mainland.\You...\With this brilliance, become my prisoner!\What is this? response:	Andvari's Ring.
